disabled,age,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Mental,96,Muslim,79.91667663138982,53.715890174642546,B,C,-60.47316250668893,-35.28451406139368,D,B,B,B,0
Mental,22,None,250.70518629447426,111.37106493609039,E,E,70.06225487883233,-43.54889320026088,D,A,D,B,1
Physical,53,Buddhist,-132.59148294034736,62.079037494195944,C,C,64.24377341602518,28.7412208524436,A,B,A,E,0
Both,36,Jewish,-125.22223921487141,233.91243076178273,B,D,-5.353013998154054,53.678434129358465,A,A,D,E,1
Physical,48,None,37.81063971973267,57.231477369127106,D,A,-56.58031449653221,70.31455701415977,B,E,E,C,1
Mental,51,Jewish,-17.58179627743337,-133.62072926749244,A,A,-93.60505573220604,70.12311184621917,C,B,C,E,0
No,91,None,51.98138983882187,18.610094128613213,B,D,-9.770416973619922,-45.2544841753359,C,C,E,B,0
Mental,83,Muslim,27.307071146204542,73.44539003898186,B,A,93.2869323418487,-13.12870892704821,B,E,D,E,0
Physical,70,Hindu,-10.730840857446454,80.55705402093676,B,C,-0.7972579257706943,39.11869944647323,E,E,E,C,0
Both,96,None,-11.19629529789268,168.93972028120828,E,A,-111.85274168621105,-89.69395653949029,C,B,A,E,0
Yes,55,Muslim,161.1059719522219,-61.229657384023575,B,A,228.4298900117653,74.76988541597507,C,D,D,C,1
Mental,34,None,16.960629851575963,-70.40866712231228,E,B,332.76683329950555,130.54713607517053,E,A,B,D,1
Mental,49,None,77.21255051696289,102.24463989600692,E,A,38.268049517430605,-6.5551407233794174,B,C,B,A,1
No,26,Other,-128.88574648772652,68.31847432071754,C,E,-40.00007403116918,-117.5158311162348,A,E,D,C,1
None,77,Other,-25.622527534439683,-7.648308809451921,D,A,16.79277122042002,96.65336924578615,A,B,C,A,1
Mental,33,Jewish,-31.955207404526714,136.5286790274852,D,B,99.18477961111111,81.61788662000492,A,E,C,E,1
No,57,Hindu,32.05014025370131,168.33366811413362,B,D,-198.7169985417604,-135.99032429749172,E,E,A,A,0
None,85,Christian,-22.737223802892697,167.70349648760805,C,C,-188.71917414757755,164.91946248940533,D,B,B,D,0
Yes,40,Muslim,-66.57685392743376,123.3437182333966,B,C,5.854597338191413,-34.77582061363622,A,E,C,A,0
Mental,67,Buddhist,-68.86998541872065,116.8579747605229,C,B,137.39070867863958,-42.694752439435135,A,D,E,E,0
Physical,18,Muslim,-139.97826291585037,62.04600701569449,C,D,160.9835675354543,-32.468017393562974,A,A,D,D,0
Yes,74,Jewish,70.9226758174034,-58.85346992926262,E,B,-107.29507320603393,-13.195214201105712,C,B,A,C,1
No,51,Other,-31.564489605172714,79.00528805428976,C,A,-50.76217110100434,9.05736146208808,E,E,C,A,0
Yes,82,Christian,151.633905092354,3.9302717456511544,A,C,132.63686616652694,63.44848580331991,B,B,B,B,1
Mental,72,Buddhist,-35.29192596453352,-95.60919672192394,D,C,-83.33783079344387,129.27730474731723,D,E,D,B,1
Yes,41,Buddhist,97.4445899437102,77.95321017596237,D,C,74.14174313593197,-250.88965092181263,E,E,B,C,0
None,31,Other,136.07526108282758,126.19347751606611,E,E,58.51762699786709,-14.183813997493663,A,C,A,B,0
Both,63,None,-11.556063608663079,-64.40607309913831,E,C,149.32978005194602,-61.388265673986666,E,A,C,C,0
Physical,91,Buddhist,-48.23637781091608,-202.9810323446766,D,D,106.02878154255049,-17.812280514853462,E,E,C,D,1
Yes,18,Hindu,23.47672802752888,41.29746945267628,C,E,40.80308294283593,45.743556469007515,A,D,E,C,0
None,26,Other,142.1177921223302,10.572530530888306,E,B,52.88946274436659,-204.24577800584944,C,D,E,D,0
None,70,Jewish,287.4209870293355,20.552777419531104,D,D,18.91285931472126,-41.92291646981508,E,A,A,A,0
Physical,30,Hindu,64.63445525399732,68.24929365893587,D,C,-48.32431392762365,13.193691875952998,A,A,D,E,0
Both,66,None,-42.303992880887684,-25.55621051495967,E,E,-40.72405386503239,-113.64186658482829,A,E,B,B,0
Physical,62,Muslim,25.53760050037459,1.932947152045445,A,B,84.21487744912586,-195.06699152015062,C,D,D,C,1
Yes,76,None,71.61563803099288,2.012260809326401,E,E,-42.779255783346784,49.54710756721879,C,E,C,D,1
None,87,Buddhist,26.068559062625873,-53.351099715994586,C,E,13.45916028279381,80.84017126248047,A,D,C,B,0
Both,96,Other,12.568966440080603,-38.81022547829339,B,B,-82.38363859088409,-21.30261962654388,E,E,A,C,1
No,99,Jewish,42.03976531544098,-77.11726101755583,A,C,-157.40612907062993,67.68301909607435,D,E,B,B,0
No,55,None,-17.814551287500144,-208.03159282232184,E,B,-141.04397790752768,42.45942204826913,A,B,B,E,1
No,64,None,46.74476626774549,31.43324577459477,D,A,-104.7303904861955,-88.50549095061805,C,B,D,C,1
Mental,27,Jewish,-204.89228754510643,-25.557399459577155,B,E,140.00799268376232,-22.97470616112002,B,E,A,E,0
None,86,Christian,14.480837433628412,-14.844642663170054,D,B,56.372708065082456,-156.84773647017624,B,C,E,C,1
None,27,Hindu,210.08077608795728,56.418291457108836,B,C,-102.29072306635057,-110.88281387427388,B,A,C,C,1
Physical,48,Muslim,37.002668009218525,100.30872345340944,A,E,-37.592164086567976,-25.160905392611138,D,D,E,D,1
None,80,Buddhist,-185.20066776982543,-17.172765382898188,D,A,56.88869518393849,10.313344163896339,B,E,E,C,0
No,82,Christian,81.86098289189097,26.163898067300185,C,D,76.93736852565856,158.38113390949633,E,A,A,B,1
Both,80,None,70.41020253090787,-161.0511004496374,B,B,56.96629981457154,-21.923214213968166,D,A,E,B,1
Mental,82,Christian,-203.7498750914646,1.8812362994590894,D,D,32.41272091795789,-83.02602192341652,E,C,B,E,0
None,61,Other,-46.672517824254165,81.55064136838459,A,D,135.11817424637619,161.46375542034218,D,E,E,D,1
Mental,67,Other,50.666219299064686,222.83329944526793,C,B,-128.85276948411965,43.06758057530627,B,A,C,B,0
Physical,44,Buddhist,32.95965952319626,-42.18388621517287,E,D,51.184678067514845,-32.368582344973554,C,B,E,A,1
Physical,33,Muslim,-85.56177303867875,28.874629702315673,E,A,138.9178205587674,-2.093779440413083,D,E,D,D,0
Physical,98,Christian,-67.65095121780172,7.108786125200369,B,C,-56.19355370887701,-81.00240160221826,C,B,E,C,1
Both,30,Other,-7.704923073456819,127.64718225001302,C,C,19.60197898917641,16.420033968953064,D,B,E,B,1
None,89,Other,-83.94946413152246,42.71735284932355,D,B,-44.7469662333123,12.525060955123072,C,C,C,C,1
No,85,None,-48.5990160367569,-259.914085596204,D,A,-92.52901865525368,-36.216491850841365,D,C,D,B,1
None,60,Hindu,37.8637448574095,-0.3263749691228464,A,E,-33.35769396216171,193.44327260117083,B,D,E,C,0
Mental,95,Hindu,48.16540128160922,0.6285368114894534,B,E,-82.20339449316785,-116.0309309306208,A,C,C,C,0
None,45,Muslim,60.48449610245047,-83.96703424613227,B,D,187.01029493514062,-68.12157597897527,C,D,D,A,0
Both,54,Muslim,49.6406056750182,-40.21913484120164,C,A,-7.79737637271731,-5.7481636784082495,B,D,A,C,0
Mental,71,Christian,-44.21131373603789,65.28327354529266,E,C,-57.06869403449011,98.92571830237058,A,C,C,E,1
Mental,24,Other,42.280949058420056,150.2518464196089,D,E,45.19331675194472,57.82142575712205,B,B,C,B,1
Yes,86,Jewish,-23.571057128584542,-160.35695334020943,A,C,-49.960094957232926,-5.576075936109408,D,B,E,B,1
Physical,67,Christian,26.741981425374295,90.78322708629894,D,C,-53.41179046359167,-129.17189598706202,B,A,E,D,1
Yes,97,Jewish,-68.06299600463777,-151.2931339626096,E,C,93.18378130934589,94.50549494153353,B,A,B,A,1
No,70,Jewish,107.06779678674421,34.080892784445865,E,D,18.2095061913705,29.900177575941058,B,D,E,D,0
None,46,Christian,-65.86571949331912,-147.7486417140157,B,C,119.62523540053378,-161.11135023873982,E,A,D,B,1
Both,60,None,50.20461096681309,-18.775375792334685,E,E,101.8512918209248,52.535279798390924,E,A,D,C,0
Yes,52,Jewish,-126.30825173048692,-3.115820200083366,C,D,96.47710442173002,-26.87064491440626,A,A,A,A,0
No,91,Other,-158.63984719533372,52.816979899008345,D,C,28.065380495827025,102.02852689440678,A,C,D,A,1
Both,42,Buddhist,103.36585156237636,67.66934469304314,A,C,187.17948758149421,-55.07889302712685,D,D,C,D,1
No,51,Jewish,-238.1921434194581,-200.9719259324776,B,D,133.38682959690883,-22.086166544776695,A,D,C,B,0
None,58,Other,-227.52297782492099,47.43738331493583,E,B,-40.22002109232947,-65.47350464680962,D,B,C,D,1
Yes,63,Hindu,168.5494053045428,-48.09067890539283,B,D,-206.6403891758439,-24.097857449733475,E,C,E,C,0
Yes,43,None,73.01612690200187,-96.14458341664027,C,D,-244.99343671764012,94.99034551418883,B,D,D,D,1
Both,98,None,-94.46933422483046,37.37422459285892,B,C,-75.92928442482525,-51.029281075172314,A,C,B,E,0
None,70,None,172.79560520551854,4.436307571116709,D,D,78.2108123878521,7.425210788549262,D,C,D,E,0
Physical,43,Hindu,131.6807538187,71.06792230922377,E,E,-35.15830060576164,-11.321555087023803,A,A,D,B,0
Both,43,Buddhist,37.86134628566299,-89.41582116623114,C,D,41.154449584448656,-143.13342418625373,B,C,D,D,1
Yes,31,Christian,-29.753873103261974,-80.17335774091616,E,C,1.1597353873314873,-82.97039761336393,A,A,B,D,1
None,21,Other,110.72946583035905,151.2793233273069,B,E,61.42571515997764,-1.0689379468411628,A,C,D,A,1
Mental,66,None,-150.4354218198665,-172.25173981845384,D,C,-123.30613123101766,124.92266160367637,B,D,D,C,0
Yes,68,None,-105.85936265385169,-150.47921999306308,E,D,125.88192976154377,35.554238781760795,E,C,D,E,1
Yes,32,Buddhist,-178.13545614610268,-113.26274160661261,C,D,87.42667019996769,-44.05019702721371,B,E,A,D,1
None,66,Buddhist,102.77772904164306,-35.77987698072093,C,B,21.455624525922644,47.981551090848264,A,E,D,E,0
Mental,45,Jewish,33.82226937363883,-36.86202749998111,A,C,-36.82845822099422,51.24383614522097,A,C,E,C,0
Physical,52,Jewish,102.71085414898693,56.85711367229214,A,A,16.982286257431966,118.32045280875236,C,E,D,E,0
No,46,None,-187.40164046385982,118.39533896395696,C,D,-53.840238203195554,140.56207874272405,C,E,E,A,0
None,36,Jewish,52.834633260175,-89.26169392624558,E,C,-9.335226681256122,-90.12173301665611,A,D,D,B,0
No,97,Buddhist,40.31711175053551,-98.44556881164404,E,D,128.4364021299284,77.73190928192014,C,E,E,E,0
Physical,28,Other,-31.81987411295121,-42.75579099895519,D,B,-32.20301074407969,-178.0180550174084,B,B,A,A,0
Both,94,None,111.01578207216929,10.085266875865399,C,B,-111.7007515358889,40.52463801367863,D,E,B,B,0
No,75,Jewish,99.50782626097775,-90.59840144335529,D,D,97.977344680247,154.99471382949224,D,D,A,E,0
None,70,None,-7.496241554222596,-113.3309408849419,E,A,32.039339837648214,73.09393103012029,B,A,C,B,1
Mental,69,Other,-108.55074453632203,41.33810427993687,A,B,48.22678675234163,247.86113712875783,D,C,B,D,0
Yes,20,Jewish,127.73932980106395,-14.15529675261993,A,C,110.05836954704782,44.20451954176473,A,D,D,E,0
Yes,27,Jewish,137.7741811746081,-16.456987875182374,C,D,252.17030045355432,-35.086724129409895,E,B,B,B,0
Mental,39,Buddhist,-130.31829822144897,118.6415234024634,A,B,-133.7760108742104,65.96180567409978,A,D,B,D,1
Yes,55,Other,148.60718994888285,30.274325808283916,B,B,87.12325188729169,-130.01170653226933,E,E,B,B,1
Physical,43,None,138.7726938649561,-169.91441663061755,E,C,-13.754678624554332,-80.3097479486713,C,C,E,E,0
Yes,23,Hindu,98.42984201776945,-38.93344196269762,D,A,-70.07612587196994,-108.9588106112079,C,D,C,C,1
Physical,45,Muslim,-131.9265324213291,67.19853445902406,A,D,18.384934155967226,15.428441864062414,E,B,E,B,0
None,33,None,-279.25417264612713,45.0782719965255,D,A,46.43531526251846,72.16413566391114,A,E,C,D,1
None,59,Christian,-38.46563210646181,44.644004431896185,D,C,-35.76089798943873,-170.84409153698925,B,A,C,E,1
Physical,96,None,-81.40026343109288,148.29693635159566,D,A,-120.52230911173561,-0.31154326288821116,D,A,E,E,1
Yes,85,Muslim,47.935797430815654,46.74997601599931,A,E,48.08055773142413,194.53691922668608,B,E,B,C,1
Mental,18,Muslim,-135.26174925208764,-107.65157007841353,C,D,-122.28245536191051,-115.97742669698536,D,C,D,B,0
Physical,91,Jewish,97.64403948080155,-49.12097264588983,D,E,-2.9819252094819184,-83.02537839069207,C,D,C,A,0
No,79,Muslim,285.36061631563155,-42.484321611791046,C,A,-120.06216987619327,-46.381701862430475,D,C,B,A,0
Yes,21,Christian,-20.08514380661532,167.75283181574025,C,B,182.9391618304951,123.27548773050651,D,A,E,A,0
Both,21,Buddhist,13.829495729701577,-54.38068080646009,C,D,-48.47492889511381,3.912136440156097,A,B,A,C,0
Mental,89,Muslim,-19.511388423107714,-80.17315210700745,B,C,-0.2400444918735081,61.11483226845329,A,B,B,E,1
Yes,95,Hindu,88.52253941638465,-30.50354678276173,D,C,6.025093516708423,-137.79826060869127,E,B,C,D,1
Both,36,Other,28.018451116417285,-56.46109152470595,C,C,9.071702949375423,-114.25461379181117,C,C,A,A,1
Physical,88,None,59.147331711502304,-42.493692557375674,E,A,45.90403973342521,-96.23666747225859,C,D,C,D,0
Physical,88,Other,-40.131192678631756,152.5902434143649,D,B,-5.703954007752522,85.33619942024097,E,C,E,A,1
No,57,Christian,32.993740241368215,-212.5694645105158,B,A,64.50871062998894,-37.6295658392757,C,A,B,B,1
Physical,65,None,-26.939332269542238,64.47023145196161,C,B,79.2580786351888,37.88884133905908,A,D,C,E,0
Both,25,Christian,-209.3139776719435,43.11323028152475,C,D,-106.89805114571185,166.40168457139018,B,E,E,A,1
None,18,Christian,-124.14546176938104,-44.0201357909477,A,E,41.23994786075771,-10.160473409014656,E,C,B,D,1
Physical,46,Christian,38.22345565560359,7.067106768279483,E,D,18.89038728838246,-83.00426471592658,B,D,E,C,1
Mental,84,Muslim,162.85688009874818,-193.59144406871243,C,A,180.742674830562,27.158919021925087,D,A,E,B,0
No,68,Buddhist,-111.57746360934016,-119.37761787685442,A,A,-68.98767073029755,-46.82338160106983,B,B,E,B,0
Physical,57,None,68.18145926834448,-77.48887731407432,B,A,-159.7393884069116,167.06023401958595,B,E,B,A,0
None,84,Muslim,-33.59920391157032,-58.11929783677115,B,D,-54.96060551858912,71.08558282845584,C,E,C,C,1
No,23,Buddhist,189.181065653907,103.45134820485005,C,A,-14.628130416574153,13.7184594982073,A,B,B,E,1
No,30,Hindu,-35.371394188702006,-150.10447221344282,A,A,40.696959217274774,16.45983384400171,A,A,B,B,1
Mental,91,Jewish,3.6625044192347564,-22.13192760550635,E,B,49.16713710982513,-165.19964401195858,A,D,E,D,1
Both,35,Jewish,-9.920703849135386,-68.01576603708716,A,E,-28.054284063931174,-22.147164835981563,B,A,E,B,1
None,94,Jewish,32.98844943951589,154.46788180850882,C,E,-9.440708926768757,101.63668451758787,D,E,C,B,1
No,40,None,118.54620014391631,-23.503670669116858,E,D,189.69976389744346,-20.196953768010488,B,C,D,C,1
No,64,None,165.16066728155982,-32.11554495011645,D,E,122.24125551733134,-214.90792133989535,C,A,E,E,1
No,68,Buddhist,164.98766413283857,-25.401810365443644,B,E,11.10970266617236,24.55642426940753,A,C,A,D,1
Both,32,Buddhist,-75.87461701203246,37.70754736604061,E,D,-13.998934676388394,185.3873595674794,A,C,D,B,0
No,79,Other,-52.496999569783334,4.9142188211777444,B,E,3.297256671192508,27.533814975438315,E,E,B,D,1
Mental,19,Muslim,26.1794322181564,-66.34373117903355,B,D,-122.31203701475107,-128.69810500647893,C,E,B,B,1
Mental,21,None,28.347382282902366,-29.649215178832417,B,A,3.144552459748457,-3.3419456063592796,E,C,C,C,1
No,73,Hindu,-86.62921430524571,-111.2183959886493,D,D,304.9710356383412,-61.28664565253759,A,C,C,D,0
None,39,Muslim,47.41510399803367,-101.71418442460049,C,A,-13.888508789955424,31.326672696902758,B,D,E,D,0
None,87,Jewish,-40.377330884988346,160.151731855389,B,C,52.722893965597514,-57.70478247473289,D,A,E,B,0
Mental,54,Muslim,150.0386257447992,-45.70179897710692,E,E,-103.02670031015275,66.2243127793318,B,B,C,C,0
Both,39,Muslim,-2.7703601640377205,-7.392246534291807,C,E,-121.6029793481758,40.23999722130653,E,C,B,E,0
Physical,34,None,-12.003019707632564,-7.623998771698727,E,A,-67.32384779489244,-51.62500051922628,A,A,D,A,0
Both,87,Hindu,-36.469538767210146,-87.09388208335855,D,D,-89.65318570104971,10.560795572087702,C,A,D,C,1
Physical,97,Muslim,-86.11682026989686,-42.667853149911686,E,E,-126.92039525189784,48.28747646012583,A,E,B,D,0
Physical,61,Muslim,-119.73347222464163,122.39811357953802,C,C,-7.971945091760391,-53.526167708644735,E,D,D,B,1
Mental,62,Other,-143.02379101150657,55.57132640103537,B,A,-83.44868947046423,-67.2391366847366,D,D,B,A,0
Yes,79,Muslim,-16.16020329379473,-96.35823530653178,C,A,123.68151253934292,85.09362131453818,E,E,C,A,0
None,75,None,111.6647730185006,107.83229403880532,C,A,-113.16661735040621,181.26653573896877,D,D,D,C,1
Mental,58,Muslim,194.55770735702748,45.654909697188636,D,B,5.97723688390057,-60.304017846990575,C,B,C,A,1
Physical,97,None,-14.059542995912889,143.38679401849407,D,B,-47.69099577014424,-112.36235616410688,C,A,B,D,0
Mental,69,Jewish,-27.360568207260428,-138.9380885585481,A,C,-53.68174678598079,-25.694224683677426,D,C,B,E,1
Mental,70,Other,216.39568990360934,-39.40011027901576,B,A,-139.92709258068209,-10.606315709649,E,A,E,B,1
Mental,60,Other,-42.211972176553445,112.95647696509951,E,D,-114.52213182816698,-79.68197633442101,C,B,E,B,1
None,63,None,124.2523919663991,-69.50203802719064,B,A,101.55612016539664,48.464752217955024,A,E,B,D,1
Mental,80,Jewish,-1.5967449954143231,25.610328947455603,E,E,-118.84233466999439,-54.49706472100284,E,E,D,C,1
Yes,79,Buddhist,-286.65201003192516,-62.23250560695186,A,C,-56.76116081606155,20.436328971621435,A,D,D,C,0
Yes,83,Other,51.215560192826594,-95.96212944515811,D,B,-67.2454264531257,-30.870881789073838,A,D,E,E,0
Both,82,Other,-78.4036198750379,54.88936069508789,B,B,15.348409650337658,-112.93564003450498,D,C,E,C,0
Mental,26,Other,53.6717855729256,-122.1228413135987,B,C,101.42779068966483,107.56247513567754,D,C,E,D,0
Physical,47,Muslim,187.31627692583632,-74.77682302426432,D,C,74.95413234600741,-115.63263008798496,B,B,D,D,1
Both,21,Christian,-137.217076173244,-173.70046066093704,C,E,2.8230922601681976,-76.58346494495751,A,A,A,D,0
None,69,Christian,-19.367053430926,-59.458992388664086,D,A,-21.607025884656924,76.63427479586223,E,A,D,D,1
None,63,Buddhist,-18.360847909641393,-58.3874721438668,C,A,16.980818459835533,-42.69885384853492,C,C,E,B,1
Both,42,Christian,14.191708431707722,-11.6819216595129,C,B,84.29087301514947,-282.37307332703995,C,D,D,B,0
Both,37,Christian,-142.17771632148305,-110.03027669326093,D,D,-5.722352006934839,79.36528634208922,B,C,A,A,1
Both,64,Christian,-112.41830691723997,-13.296928444226971,B,E,56.706160400579506,107.07261792402247,E,B,D,A,1
No,74,Jewish,13.24184076113902,199.41211340143664,D,E,87.57090936027312,-80.17095853321258,D,E,C,C,1
Physical,35,Christian,-173.4248934932251,-63.66241522338193,D,E,98.14477873422948,95.88786265646134,D,D,E,D,1
No,18,Other,35.37758879105859,84.15831953493318,B,A,-89.32775095924215,-225.01867262162594,E,B,A,A,1
Mental,68,Hindu,-26.71442767850007,43.52819178909957,C,B,41.24532283170032,3.496997735061126,D,D,A,D,1
Physical,26,None,-7.10837509278531,-118.22727128867268,D,A,-42.95843582189912,76.74729470039563,B,C,B,D,1
No,70,Muslim,-43.6762190168116,128.54900457336188,B,E,125.64378636346709,-14.303360610868895,E,D,B,A,0
Yes,23,Muslim,105.09743778373002,-109.84250661397014,E,A,-51.329242850085386,-70.4338765198659,D,E,B,A,0
None,96,Buddhist,130.63276997947804,40.350328734823464,A,C,87.07081831512315,18.757990521571664,B,C,C,C,0
Mental,19,Christian,-104.84795742382775,-76.27571956828976,A,C,-38.93470238271644,37.89330891797861,A,A,A,B,1
Mental,44,Muslim,-59.605036946281366,58.780515228176924,D,C,144.80840595454788,-11.536457819769455,A,D,B,A,0
Physical,70,None,-47.29842295055523,-37.2875798668324,C,E,-6.720882611042995,82.15125225883855,B,C,C,B,1
Both,99,Hindu,15.316689080429944,-14.840042721256344,A,A,-4.227346795309271,6.667347151002639,E,A,D,E,1
No,53,Christian,-17.464099088255303,9.146037608049983,C,C,146.9682339710987,-128.45367961441994,C,A,B,A,1
Physical,78,Muslim,-122.48308193810054,-271.5957651345089,B,C,-144.36911654747163,-53.32438475358124,E,A,C,B,0
None,35,Christian,25.471532120231366,261.6396949272427,B,E,-91.18332132601196,-131.0202959683605,B,D,D,B,1
None,72,Christian,290.840877191095,129.66184014784318,A,C,-78.04872122589028,-17.265275978767544,C,B,B,C,0
No,52,None,141.36237430739843,-73.64405602515292,A,A,195.34381009877467,-26.99752575916749,A,B,E,E,0
