Race,age_range,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
Asian,51-65,F,-27.669612945955013,87.96472627183584,-32.03451435450033,-21.053155439370197,D,1
Hispanic,65+,Other,-102.74859317189716,58.04357125779268,139.1138022277893,-117.28963346347423,C,0
White,51-65,M,36.15277441111038,28.65391525985064,40.32736550533285,76.13143909874987,E,1
Other,36-50,Female,32.8859572652512,51.9217611437632,29.669628734100623,-35.901769927334456,C,1
Other,65+,M,-123.45725338494998,-4.963906550175457,-42.986716821869514,-134.41874215155158,A,1
Asian,51-65,F,-85.12771657656334,-117.26793962750033,96.41317452199468,-178.46295796431426,D,1
Asian,51-65,Male,-128.08311014946597,26.194300307913316,205.75324175717057,-45.12757080992119,C,1
White,51-65,Other,59.930862819235664,185.60313653826063,-9.093883452594511,-85.88341798595208,A,0
African American,18-25,M,-96.51461273916694,37.2914871552469,138.5161868145124,-162.09158188689688,B,1
Asian,26-35,Female,39.08571315597512,91.91617684773502,14.507590416912617,-123.08867393789858,D,0
Black,18-25,Other,52.86017719294874,42.9726557869416,58.671996332277864,116.41532827973727,B,1
Black,26-35,Male,79.60545036596541,30.43081936424361,-25.544352225098223,-294.7310542591242,B,1
Hispanic,26-35,F,25.052939378942508,-7.954759539183607,15.73195673735508,-24.012022687278677,A,0
White,26-35,Other,-107.34955252634775,67.63732031739393,-166.83861097589718,65.60475173613489,E,1
Other,65+,Non-binary,-17.716709454621697,100.34470921502134,-18.49181496655765,87.97068358567233,B,0
Asian,36-50,Non-binary,-81.64040578636269,37.08920500715864,-68.77781489897934,-79.55244552841852,C,1
Asian,65+,Female,-255.9712874302667,6.195687117515792,-103.16780420854317,-70.85427997891918,E,1
Other,18-25,Male,8.773279837918063,181.7009003187431,-100.16197861716985,1.738241536844799,C,1
Asian,26-35,Other,-53.23698986482307,-124.93847415658273,-24.495664003913998,-42.38554163068066,A,0
Hispanic,26-35,Non-binary,-4.073764807117901,-75.18856552926101,42.371478128464496,-114.56569319507794,D,1
White,18-25,Male,66.46061802719522,-16.320848506259924,39.79001926381586,8.903203878571937,C,1
Hispanic,36-50,M,-0.3665616655115281,58.75510990217554,96.05582894457147,-24.956559281454542,A,1
African American,26-35,M,-56.275826132578445,177.67036592730662,-103.0445282368118,81.5599108957032,A,0
Other,65+,Non-binary,89.35739816265948,67.91838194040454,-9.410831024698481,-145.7926656210087,B,1
Asian,65+,Male,-54.72148257169671,-15.671121628012912,102.21670756795491,58.474095389019,B,0
Black,51-65,Other,27.419420873465093,-29.539268783871144,-110.32608381765891,-154.89648801977052,A,1
White,26-35,M,-49.404297404596775,304.3910434348995,17.96894499071452,4.1796030558820485,B,0
Asian,18-25,M,-12.635226810510241,-147.8485041126015,-183.54568545936243,87.56216797992768,A,0
Other,26-35,Other,-77.52600547484427,7.613351240181432,185.44951190463055,18.13967864582158,B,1
Asian,51-65,Female,-65.95662854385594,0.5453727808177432,-27.191559453006636,11.377195504611741,B,1
Asian,26-35,Non-binary,-49.949190835019344,-93.28432806073899,-4.431019008028614,-53.63417592763319,E,1
Black,51-65,Male,18.915546906860524,85.51631500217091,99.51087259399682,-68.4007959953559,C,0
Asian,65+,M,-37.193173692751266,-127.35912259061568,-44.773411521010665,103.52900593362793,B,0
Black,65+,M,-21.222408185226694,137.9998138300138,16.80335941234241,-72.07258561555311,D,1
Asian,36-50,F,124.57385755222556,-83.4199359136368,134.49153968214634,12.353351400168254,E,0
Hispanic,51-65,Other,19.45569149907148,174.83604666925302,126.76737910603715,41.591926727728115,A,0
Asian,18-25,M,-63.524117363095755,135.17122134915272,46.366458849796935,44.441268528410546,C,1
Black,65+,M,-5.585587666245502,31.349586758685067,-145.4151588295569,87.80260660407454,B,1
Hispanic,65+,Other,75.16127851997409,-29.155106247661323,-136.4757538730698,12.819043038559894,B,0
Other,18-25,Other,-59.150418505641234,-20.66527957003838,66.18787880592289,6.642768913309954,D,1
Other,18-25,F,-166.2428082491461,14.604421544249153,40.23900210733009,-22.74891757012661,B,1
Asian,26-35,M,84.65396309411123,9.611727129745407,-13.380278580325436,-88.51776092721647,D,1
White,51-65,Other,59.11816007510243,12.594941139718133,120.89469035307042,-3.793873577896674,B,0
Asian,26-35,Other,159.9650381745768,-81.748488114578,-40.801842509948415,-25.230322856684634,A,1
Other,36-50,F,-242.25804447477785,-217.0639682254472,2.024798302941186,59.8292327867184,E,0
Other,51-65,Other,41.35122829869356,58.62624226399089,-102.02990767837261,78.90654596800991,D,1
African American,65+,Female,-65.1960103038744,-29.820802282713537,24.751684090877514,-58.011874582274004,C,1
Hispanic,26-35,Other,-50.986529348406165,-19.88348075580524,105.4497649390858,23.169941739723026,E,1
African American,51-65,Non-binary,126.37716932135544,-62.934449605886044,280.0556803522996,-19.164914849662647,D,0
Hispanic,65+,M,-29.503150867198197,-61.26005012190359,-32.26621853494209,28.288921318269537,A,1
Asian,18-25,Male,-94.16564296434203,-64.81678796921926,-62.08905483613435,180.97355754565635,A,0
Other,26-35,M,-78.53683824653922,-8.638253115579309,-22.31693885957246,64.27155148117824,D,0
Black,18-25,Non-binary,64.89542155211471,-28.324035190103835,82.19179795701046,16.243962886146857,E,0
White,51-65,Non-binary,-170.50793249462325,46.00668862540331,35.17358897819971,-116.68558937052909,D,1
White,36-50,Non-binary,78.7707356411377,-28.97840574779769,7.130117859047805,74.33330602788465,E,1
White,36-50,Female,-86.44947257482049,8.296767255100065,-65.44737851907533,133.9948444079205,C,1
African American,36-50,F,-182.9714891724624,-68.51233825313247,-269.7822812284799,-3.866173493151822,A,1
African American,36-50,Male,-34.711863554863406,-69.25076972065898,29.32622454992888,94.31674031500368,A,0
White,36-50,F,74.9475130210311,232.25089516893433,37.183539876908874,-108.02887347513324,A,1
Black,65+,Other,8.90143367926563,83.3826691285388,54.69776377577789,-53.47642439831796,A,1
Asian,36-50,M,-34.33300517181985,214.2329413342286,-41.37464907880829,22.768736086951733,D,1
Hispanic,26-35,Female,21.856068122956962,-52.0633377218183,-52.90530101360695,69.09591434831374,A,0
African American,36-50,F,-49.45049862014935,15.620540121548778,-10.43220365851052,-144.76509852737928,E,0
Black,65+,Male,136.48475873060647,-112.63793042485344,78.2622890123192,30.948608688739338,C,1
Other,36-50,Male,28.39951820288264,36.63599855298544,-25.674610338596437,-53.425671468294254,D,0
African American,26-35,M,70.33895520883404,-28.01855347017308,40.70056872575774,-54.14432228317077,D,1
Hispanic,18-25,Female,78.403652130267,34.85480142914785,45.31261787887854,67.36850300119234,A,1
White,26-35,M,-78.79290580194,165.7344302334682,21.12217896770737,45.08127802398049,C,0
Asian,18-25,F,-259.9314922376228,62.86674168527132,-3.451950460061449,-284.96086390921283,C,0
Hispanic,36-50,F,-58.803212517724134,150.8596453307999,-146.3068261963355,-0.8112415014671779,A,1
Other,36-50,M,-49.42321573391812,53.71246183342039,157.97591342846587,8.159516691643597,E,0
Other,36-50,Other,33.62241632476409,-229.14270641049254,110.96828867188835,37.54433943049418,B,1
Black,18-25,Other,-7.407718975762595,-39.877214833794554,-33.98488608698359,5.73658273962976,E,1
Hispanic,36-50,Non-binary,207.36078864188974,-29.762490184920853,-198.72757804428423,-86.75729701180036,E,1
Asian,51-65,Non-binary,-120.19167719079931,-30.769929583208366,17.300139806820788,91.49378430598574,B,1
White,26-35,Other,-57.59919455591408,-93.54362384925606,-4.383150244612685,-217.31819679994823,A,0
White,36-50,Female,0.5525565955347967,83.75034962455372,-67.1782382789362,-151.6818607701973,D,1
Black,18-25,Female,-91.01470479538742,113.40937932973574,63.41131066976457,47.86398783618921,B,0
Other,18-25,Male,-97.95183158647241,108.77474653855013,61.56228292437403,93.56750906926544,A,1
Hispanic,51-65,F,172.28409998796462,26.383661678739994,-28.467975787043713,50.86238822196677,A,1
Other,65+,M,-70.11972966001166,-124.46541320826212,-105.99080239710914,127.03742329287037,C,0
Black,36-50,Other,200.09208630145125,47.332591844496285,138.61294744064793,-56.02347602232081,D,0
White,26-35,Female,193.88630010250807,0.7621424272238808,148.12863455295414,13.199644194601717,C,1
Other,26-35,Female,29.58943863740314,62.297697251945564,39.694472219933,-110.20654345756708,E,0
Other,36-50,M,-198.46104009988198,127.47449273400488,-34.70628820314051,-122.87846324766454,E,0
Asian,51-65,Other,-130.12046460341435,133.2027555790119,142.30457631834403,-15.441146775036705,C,0
Asian,26-35,Female,54.83114587305904,47.496092276074194,40.420671565719736,10.184868854553335,B,0
Other,36-50,Male,43.5907111324788,-7.888097525475052,71.8280220138592,190.85847277810205,A,1
Asian,36-50,F,15.97517975253233,27.229728111068376,6.577309553812024,-87.9662991995105,E,1
Asian,36-50,Male,-24.779600961909768,-19.47775057619092,-199.20912044814315,10.056442055001952,E,1
Other,18-25,Other,55.76302685106168,7.893102402497425,38.115812716676146,1.1508942325635143,D,1
White,26-35,Female,-30.844234147972045,-245.69556749392606,-17.027259074243506,209.8065342074456,B,1
Black,18-25,Non-binary,112.43814282013511,-66.7535200771862,-11.881205122169675,35.888600116914446,A,1
Hispanic,65+,Non-binary,72.22507950845095,-123.80989095697545,21.433852896054944,120.08192994360496,A,0
Black,26-35,Other,-87.64923273588474,86.50028813428612,-25.582426216463368,38.19741886998465,E,0
White,36-50,F,29.917379727428496,-30.46796005553621,12.939671808447804,-8.10542053930737,D,0
African American,65+,Non-binary,-148.4192320146859,-59.11915424874654,-77.66612995850089,16.890347707743196,C,0
Other,26-35,Female,90.86540414271276,-152.26557169794873,-49.62649243124597,186.5908049033502,A,1
Hispanic,26-35,Female,-167.82613523342545,-164.99514548017794,-51.80237331635653,25.747655288377096,E,1
African American,51-65,Other,-31.031804918137556,106.52936311809964,127.92066825229634,134.892531470334,D,1
African American,26-35,Female,71.9399732312695,9.33149802272861,-141.23575271723942,147.25842933124017,C,1
Black,36-50,Male,-0.3614621981636252,-47.07591570927458,-136.19382498123713,-52.70541408427245,E,0
Other,26-35,Non-binary,128.19141918885668,3.4794120051080264,-52.647712891643074,52.400220088951876,C,0
Black,18-25,M,71.6286881760179,-67.57526027391002,41.71413700148922,-70.75684918774884,E,0
Asian,26-35,Male,28.67491699671596,-91.05829173307265,-184.13863853139324,-100.58397907848828,D,1
Hispanic,36-50,Male,-66.06649310966455,66.29604801115191,-8.73022491857206,-13.06178786938766,B,0
Asian,36-50,M,123.28488738330054,39.491121025624835,98.83570541411254,-137.34978468514646,D,1
Asian,65+,Female,111.08458172503582,21.701111952297584,-18.58593829167158,47.544194883925464,C,0
Asian,36-50,Female,-6.541108940980589,42.03326838197788,-132.52017143055966,-123.76490479633333,E,0
White,26-35,M,93.19297264164487,48.133149450286375,40.221135540619166,82.59425937790463,A,0
Asian,51-65,Male,44.492417376202766,-123.59144460349769,127.51654768500227,9.270457467136765,A,1
Hispanic,18-25,F,-32.81523280197338,43.272640099059,-84.71658331627778,57.635482680356084,A,1
African American,18-25,Non-binary,83.36310431506347,63.771603945818335,145.26884537858027,51.44981708239712,A,1
Other,51-65,Other,279.6914421234551,-11.085362402983092,34.73030567516866,-39.26936108506368,C,0
Asian,26-35,Male,22.47979591364053,55.93892044392783,162.77147940432536,-48.753284167313424,D,0
White,65+,Non-binary,61.39769355323237,44.521867452003505,8.383654328435867,25.61353002266289,D,1
Asian,65+,Male,35.35923407271755,-73.07361245941625,94.28228474765102,166.51786808425285,B,1
White,18-25,Other,24.98792841441756,172.93319969363228,99.80571225740621,82.84096269791209,D,0
Hispanic,36-50,Other,90.54623094357353,-55.69089670116417,-108.16369126639907,-3.6947534492201206,A,0
White,18-25,Non-binary,119.72281850353914,155.66160531341978,3.2493728800114168,-90.37676785547008,C,0
Other,36-50,Male,18.88533906621295,-19.741047647239718,70.62951017603628,-19.50844708274249,B,0
Other,18-25,F,25.923664858671742,-28.793592481821328,99.3511855771029,-114.14131251030963,D,0
Asian,65+,Non-binary,71.96096774218381,-12.845448453025773,-41.871215512382044,35.45916476581545,D,1
Black,51-65,M,105.82413499113932,-26.050982062370764,17.334816132897192,27.20752281471678,B,1
White,36-50,Male,-156.52478655340923,92.61085668939116,63.768455691319645,-42.43502520891382,D,0
Asian,51-65,Female,-119.24904713530631,154.86919589031788,23.040671031171577,-13.253615136612446,C,0
African American,36-50,Male,-106.31624162454054,0.18545975896449562,-29.603578775903067,80.22988536177674,A,0
Hispanic,36-50,Other,-143.2129024961769,-70.56823174171798,49.990434588058044,75.2683200564361,B,1
Black,26-35,Non-binary,54.73612901049192,122.39032130505944,35.97562166663768,-71.05901241310859,D,0
Asian,36-50,Non-binary,-120.53437783750935,-148.94185142939017,97.93716745042946,-127.59230131305486,D,1
Black,36-50,Other,23.966426644303063,1.28050107826579,98.97589086342558,-57.23641927897866,B,0
Hispanic,18-25,F,58.57308537019349,70.23951837189225,-48.34675936705012,97.97594122419181,A,0
African American,51-65,F,-82.89540415700472,-49.7759413142933,44.417350115985926,-10.547377020132977,A,1
White,26-35,M,-60.68848911874362,-4.183973933817338,-58.836656682052634,-5.757159111692587,B,0
Asian,26-35,M,62.73234063752463,41.243151083957066,15.47483474895327,30.587332795751323,C,1
Other,51-65,Male,213.5956002321124,110.3973046996192,18.00915865932034,44.65245287432126,B,0
African American,36-50,Non-binary,-10.889972467707747,-24.970131318142393,35.780797827987534,170.64853989501466,A,1
Other,36-50,F,83.88515115143834,37.89461058526961,17.449999425566983,89.12329362427313,E,1
White,65+,Female,95.77821431835773,-44.185361451865326,158.04709485684555,-52.95601307843887,B,1
White,36-50,Non-binary,-221.04791226395886,72.4794493617711,-64.73342045389404,138.87134859801952,E,1
White,36-50,Female,4.905300111668712,-40.361533138784026,-85.59437480901202,-36.06856531010088,B,0
Other,26-35,F,96.8126018899784,-155.76655386245707,-59.36462712115078,13.966196582237284,D,1
Hispanic,36-50,Female,97.21976972738481,33.93202562196292,124.7083658794347,13.413406648511502,A,0
Hispanic,65+,Female,152.37096031925753,-115.44986559687965,-21.098355348513998,-37.26413753719968,C,0
Asian,65+,Other,-86.4839782779626,-1.6324373495015663,82.40896556609691,16.116865659545773,D,0
Other,18-25,Male,-183.05164706126502,-93.2863718626641,30.67927841356568,13.214680272562324,C,0
Black,26-35,Non-binary,1.6848242269044233,-34.96719570659879,36.83794283659684,116.55138098545588,A,1
Hispanic,51-65,Non-binary,17.039596095995773,98.14850797416378,250.37895973680716,-31.82002233759052,B,1
White,51-65,Non-binary,12.481254854046812,133.43264686576157,-7.819213377261815,-93.89081734636615,A,1
Other,36-50,F,-59.07752735239343,65.1200234771639,-83.2374427120487,64.3798355958311,A,1
Asian,18-25,Other,-48.10384546978953,-194.81414723503,101.62361054141797,64.23141921331352,E,0
Hispanic,36-50,M,66.34743210116474,-76.59392802678767,11.591768767272303,12.782804713034421,E,1
White,18-25,Non-binary,-12.514117102822512,179.17113563084658,-93.01464767589248,89.40489183399615,E,1
Other,36-50,Male,-35.9710600324011,107.78919578277105,-63.551936241477804,77.30449637347016,B,1
White,18-25,Male,-4.488036822643355,-10.537349194395826,-51.687103287690626,-225.13536576131003,C,1
Asian,18-25,M,83.0804446982611,-70.64086150475322,72.63714758522717,23.932538257395976,D,0
Hispanic,18-25,Male,-49.11884995630057,-63.46864221116443,-52.13291934185964,-68.8186207786042,D,0
Black,65+,Non-binary,-44.373424985563936,69.77603633177016,-31.36474690655519,11.529425964052109,E,1
White,18-25,M,90.96810279938936,-60.891524336482725,203.06082701653318,126.49816821056238,B,1
Hispanic,36-50,Other,92.36027630412605,-57.25627574221805,-163.35403612889567,91.05100712774208,B,0
White,36-50,Non-binary,-83.21710612749462,28.564371738562855,-52.50362902029212,-11.941698180924774,C,1
African American,65+,Male,74.48568466763727,-106.77342278741921,-140.78286454999872,56.039236432418996,A,0
White,65+,Male,-13.586635750012466,36.3983838812067,65.22799009881074,-73.7488656968766,B,1
Asian,26-35,F,120.25162207862465,-48.905905709985234,105.00065510868346,-106.75704570723636,E,1
Other,26-35,F,181.83208096496827,-163.22228253701576,14.038567658556225,-50.75302707084954,C,1
Black,18-25,Non-binary,-89.56205646892185,86.71791661081576,4.349450587599344,-246.0064315707729,D,1
African American,51-65,Male,-170.03273137776802,-158.68056458071484,-60.814556718792886,37.465271920987206,B,0
Black,36-50,Non-binary,-61.875691334945714,-153.01857717919302,50.130265991304746,137.87474905231934,D,0
