Veteran,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
No,Germany,E,90.03951429111419,64.37203471662679,162.3565805088014,A,D,E,C,B,D,46.22792173179147,A,119.40448658238627,D,A,-96.69857877091482,0
Non-Veteran,India,A,-69.25356182196442,-32.24580667724868,-31.064764375115523,B,B,B,D,C,E,29.849612815403585,C,-112.70492773437513,E,C,18.941801569280376,1
Non-Veteran,UK,D,113.07077946444682,-13.600590685025809,45.37419366512555,B,A,C,D,E,D,-36.942070661133094,D,-39.83083563914308,C,D,121.90979409608033,0
Non-Veteran,Other,D,16.30098275599461,-102.29580649120913,-38.48402942320491,B,B,B,C,B,A,137.5916707429708,E,-149.64719577319832,C,A,-17.85118153657678,0
No,Germany,A,56.23487973693797,51.8927213848775,139.46752974084953,D,C,E,D,A,A,2.0204880565910006,A,171.79016069291865,B,B,-71.37953821706407,1
Non-Veteran,Mexico,E,28.827012790368467,-18.27705987466032,-42.90556358484728,E,E,C,A,D,B,41.83836026086491,C,64.10560176163041,D,A,88.84722532730905,0
Yes,Brazil,C,13.808930482774079,72.65080458675777,0.8012783999306621,A,A,B,E,A,B,41.0398026028454,B,-180.65111357017406,A,E,125.94373701473461,0
Veteran,UK,E,287.36211914001876,28.180506214561003,-127.22205852573691,D,A,B,B,C,A,-59.49211632591598,B,-9.193448488346101,C,E,122.86056681922788,0
Veteran,US,C,-101.60411840396351,90.33176442088381,97.67051566274404,D,D,D,A,B,E,-115.56726157839722,C,172.98469805669697,B,E,101.33635610616669,0
Veteran,Germany,A,48.46172623363497,90.2446546528537,109.59599801275861,D,B,E,D,D,B,-137.40213047526,D,43.226369216053094,B,E,0.3222909076042336,1
No,Brazil,C,59.577371066685146,40.98771211413025,12.067980387826061,C,E,C,E,A,E,167.42263962511106,C,-192.7080872634655,B,C,-197.61881924277284,1
Veteran,Mexico,D,-81.05706970012059,12.867805600052465,3.9524797286592617,B,D,B,B,A,E,68.47251431250457,C,73.8814779175484,A,A,-53.73098549707284,1
No,Mexico,C,72.37130370309961,-145.47695186811563,58.20957520047253,B,A,D,B,D,E,-64.5826990338718,C,38.36536526281264,C,E,-11.014476084071093,0
Veteran,India,E,-73.28506071914373,109.46176348656289,-32.76574398653006,B,D,A,E,E,E,144.8027782064444,D,-184.15966111779272,E,C,132.46782190277867,1
No,China,E,-13.144413158002877,-80.95723728712328,111.72700411534177,B,E,C,D,E,E,23.508592812220332,C,53.616312461092996,C,B,62.57231168752089,1
Yes,Other,C,-0.7098800586465498,35.54854202308472,-228.86880486551496,E,B,E,B,A,D,66.47989369814107,A,13.874340040132541,B,A,-36.51123362011419,0
No,India,E,-1.1078235310035576,-5.258546679973497,7.536674219422173,D,A,C,E,C,C,-12.393761067249963,B,-7.718952658753183,C,C,94.07720116751284,1
No,China,A,107.71092172093854,-111.93884552106792,-79.95169121722701,A,D,C,D,A,E,-121.89186937898198,E,-145.63723996694992,D,C,-43.30340795918596,1
Yes,Mexico,C,-68.70750234585661,-108.84644012075225,-184.0155111801363,B,C,C,B,B,C,15.010840825412414,D,30.734709043226864,C,D,-89.95274145248942,0
Veteran,Other,B,-247.6861494141774,46.79537294634278,-173.19165845611224,B,A,B,D,E,D,66.97856805634044,D,-11.048485255739084,E,D,3.9845129083729875,1
Yes,UK,E,39.824345639888264,4.648168786487548,-113.61684882020438,D,B,A,D,C,E,188.65061219227226,E,37.633689312614486,B,D,-8.277580722191313,1
Non-Veteran,US,A,12.214770011912146,-23.313341240404508,-10.289637138218524,E,E,B,D,E,E,69.81886072632678,A,32.43170563063636,A,C,-85.83292722239177,0
Non-Veteran,UK,E,-103.97315776845745,203.4085061063128,-189.3647263855243,E,A,D,C,B,C,79.02818619563737,B,-90.39601151397832,E,E,-12.360704625618833,1
No,Brazil,D,-319.7966562310415,45.143826556094176,287.20911285367305,D,D,A,E,E,B,-16.125042810953065,B,-90.42916685475204,E,D,-34.88374768564842,1
Non-Veteran,Other,A,128.95951178165993,159.77738333123546,-121.52867376753409,C,C,E,B,B,D,-142.63129621696103,E,-79.26519375789375,E,C,-74.29424849849649,0
Yes,China,B,72.44036423420603,70.26764289525131,53.224887587688116,E,C,B,D,D,C,-40.0226390228137,B,-7.183780764936386,E,A,254.92473970863344,0
Non-Veteran,Germany,B,72.29101508601728,97.91787526376113,115.59639989145309,A,D,B,C,C,E,-21.12270564869099,D,113.00354920475091,A,E,8.453107902766527,0
Yes,Mexico,D,110.24982814484356,-62.474436980700546,-13.921980676536942,B,D,B,D,B,C,-84.6023769721331,D,110.2175208505898,E,C,-96.6672083459569,1
Non-Veteran,China,A,72.44786596577222,-117.093514075356,113.68121710232401,A,D,D,E,A,C,-40.35142998942234,C,241.84134548820646,A,A,148.44774928193794,1
Yes,Germany,A,-127.54602660889871,62.40761381204134,-19.083164135606317,A,A,E,A,B,D,141.90514357771252,A,75.1215804341251,E,A,63.58285705299278,1
Yes,Mexico,E,68.37943819642675,38.2628982587862,-167.69008890883845,B,D,A,E,C,D,25.325719483447383,B,45.00414313960979,C,A,-9.5009003760395,1
Non-Veteran,China,E,-27.122515929817975,-29.727186878800183,158.06121927666516,D,C,B,B,B,A,-56.205266167716594,E,-153.9954733772482,C,E,91.4607358352347,0
Non-Veteran,US,A,154.79967125226523,39.90651699053185,88.49735189600987,E,B,C,E,A,B,2.411441664693685,D,-108.02202980165521,C,A,-5.994664902510987,1
No,US,C,127.89315690038445,25.93415668662486,100.6302797917078,E,A,C,D,C,B,82.7637779566366,C,-127.35921464680453,D,E,59.37499815086908,1
Yes,Other,C,106.69886966438887,-43.18045679952897,-85.61342443727213,B,C,B,D,A,D,121.10851367372146,A,27.670216606401787,A,D,166.77871950768176,0
Veteran,UK,D,-29.324808133988533,-13.323621159214916,-131.1415626374659,B,D,D,D,C,B,-57.119179497857786,B,-118.19125317282864,A,C,26.439814608338736,0
No,Germany,C,110.09334361978833,-197.78307630195084,155.0650905191864,E,E,A,B,B,C,-50.594804324159895,C,-46.04652289516226,B,D,13.756318475255764,0
Non-Veteran,Germany,B,-89.43273768689669,-110.52543850992767,65.43752759895072,B,C,B,B,D,D,-53.34011291747084,A,-32.67356298578319,E,B,76.3277178815572,1
Yes,India,A,-68.82092124495077,30.565468232016258,4.727588140133958,A,E,D,B,B,E,-30.472207721403432,E,151.28111647710588,A,D,58.65407840845342,1
No,Brazil,A,-151.74839659973347,-133.02786350737793,-146.55777725652874,B,D,C,C,C,A,203.37188501009868,B,157.28705610470942,D,E,57.271614927840616,0
Non-Veteran,Brazil,B,-149.15451078036938,-24.873459792746395,-76.5918632601189,E,D,E,C,E,C,90.97557963531567,D,103.13518955322898,D,B,-179.24099982392315,1
Veteran,Germany,A,-184.76698258389365,136.5905551157543,-82.02689810559666,A,C,B,D,B,B,-108.14336037945245,A,-272.2370274478834,C,E,-98.22382214911995,0
Non-Veteran,Germany,C,-19.856544969840687,166.05655806765623,106.09820530393823,C,D,C,B,E,B,10.827272425790099,D,-10.28141450227614,D,D,-49.23845167111424,1
No,Germany,C,-4.362480440949248,19.38712935156046,5.551479735843002,D,A,B,D,A,A,148.02801227471002,E,-61.73316138879331,D,E,-67.54221340876751,1
Yes,UK,D,-64.82652152981272,25.19605741151682,226.60933039905493,A,E,D,D,E,C,10.832436832712991,C,55.06582385043068,A,C,-79.15730772450141,1
Yes,Mexico,C,167.34509197783075,66.62440666657739,-18.2626956886965,B,D,E,B,E,B,-70.13640257392696,D,-134.4787447275893,D,B,-74.17069867899518,1
Non-Veteran,UK,D,-134.85092569408081,-75.84018479124389,2.033268553318599,E,E,C,A,D,E,-120.55357073697344,E,96.38690793078682,C,C,94.6255911380107,0
Yes,Mexico,E,20.423862982640376,144.28146126090675,-116.03995401067166,C,D,A,E,B,D,144.3194946453172,D,-52.39048584913356,A,C,78.12121925397489,0
Yes,Germany,B,17.569921864630224,36.781430339525926,72.29415260031288,C,A,C,B,A,E,55.575095170757486,B,-29.27626057316626,B,E,-230.81675060449723,1
No,Germany,C,-181.31971625473008,-79.17178861685262,67.89515527120848,C,D,C,B,A,A,99.04260962844374,A,-90.01707466194587,D,B,-112.7236878661019,1
Non-Veteran,Germany,A,124.67439516682164,78.48400829158805,-62.5994082515954,A,B,E,D,A,B,88.49514671908332,B,42.96457724709574,A,D,176.59036156614215,1
Non-Veteran,Other,D,19.55576991730859,125.76993266250011,3.539331795136089,C,D,C,C,C,D,-143.7822164643951,A,148.42060251114418,C,A,-78.01518579967134,0
Non-Veteran,US,A,152.4422648563573,18.27999996002332,-155.71061323642363,A,B,B,D,B,E,9.744896676754312,B,76.36447081752388,D,A,-20.66377041406421,0
Yes,UK,E,-2.1724221822721814,-167.14424230301515,29.2746218869887,A,A,C,B,E,A,54.26856876879599,A,-60.63869903352358,A,E,-42.480920616758,1
Non-Veteran,Brazil,D,68.53554296495258,79.25507775012733,14.722221767090138,C,B,D,A,E,B,-36.77110956709729,B,1.577057031892971,B,B,-300.65401812257625,0
Yes,Brazil,C,-42.18037970546462,-130.6259068393038,-78.56559754624813,C,C,B,D,B,D,-52.82932809620409,D,-18.340867693827633,A,B,90.51460802892831,1
Yes,Mexico,B,-90.14636599526838,-3.421536682785712,145.92145110314664,E,C,C,A,D,C,62.98491036642103,E,213.0956918813262,C,B,-35.07967348988915,0
Veteran,UK,B,-9.479787298565979,34.5694893390322,8.784247789876883,D,D,D,B,D,B,-117.09040695353043,B,294.91798039425106,B,A,88.19943025200449,0
Yes,Other,B,-195.1053352446781,146.8471817590433,44.27466056280168,E,B,E,B,D,A,-15.939510007550131,E,-10.983339556387042,A,C,-108.90987473084431,0
Veteran,UK,E,7.594413125250894,231.7028017414211,-51.00974650609758,B,B,C,C,C,A,97.67263332761225,A,-85.93640742971886,D,C,-183.0299360244287,1
Veteran,Other,E,-91.40523789529303,-27.364175691713395,96.98471642578784,D,C,C,E,A,E,-50.97627580809863,E,-92.28730537627695,A,A,-58.330734133568704,0
No,UK,C,79.75927623881147,-127.91945313189652,-158.72782034515168,E,E,C,D,C,E,32.22510657127054,A,-32.06624768700466,E,B,125.89950934410771,0
No,Mexico,A,-8.791943769264218,-141.5169307263866,-90.54163562545776,B,A,A,D,B,A,28.174997501607997,D,44.09417318373577,D,E,51.29208428368395,0
Veteran,Brazil,B,-182.19859465601357,-29.765292850474246,-153.50189097714585,E,A,E,D,B,B,-125.79541476043225,D,136.165043777346,C,A,-65.61571289315806,0
Non-Veteran,Germany,D,-93.33258179233684,-22.231106793509163,-95.3750736846317,C,A,C,C,D,A,100.33615267753164,E,59.71422626577934,D,C,161.95979804825186,0
Non-Veteran,China,E,-124.93670328054351,36.31981056206668,72.06304042708062,E,A,B,A,D,B,-156.62385315888204,B,8.299418120626783,B,D,38.380779544968284,1
Yes,China,E,-167.10414865008516,-156.9646821043929,14.323977030404667,B,D,E,C,E,E,-50.53924005875475,E,30.66760404830406,C,D,2.2372595946188496,1
Yes,Mexico,C,41.867530000843296,96.93190152111923,-174.02847425025917,E,B,B,C,B,A,-83.7693707717845,A,112.05273156961422,E,A,-56.22989054960603,0
Yes,Other,A,110.9948657526456,-10.560631111943438,20.714680726519934,C,C,E,B,A,E,50.26851912043492,C,-16.984746423562825,E,B,39.595453530334744,0
Non-Veteran,Germany,B,-32.12564123085887,13.224466880902238,61.8209746219156,A,B,B,B,D,D,-138.7750566476045,B,37.5180668897611,E,C,4.266250576848993,1
Veteran,Other,E,-22.611465103089653,-73.992197345156,-143.88498646737435,A,B,D,D,B,C,60.568876886869624,B,0.9959342612780644,C,A,-165.90922841099908,1
No,Germany,C,80.47171403209697,-97.53584354657086,63.71004851808717,B,B,A,E,E,C,-6.341034626979779,C,199.50123183593135,A,D,-119.74659364231599,0
No,India,E,106.56062646105234,-42.80189549792557,16.73395427792032,D,D,D,E,E,B,14.445100476837236,E,55.162507949781684,B,B,22.984009134855718,0
Veteran,India,C,15.430069387207388,-74.65128618556575,135.43119020731424,D,E,A,E,B,C,-108.23532432657726,D,124.49034510590687,A,B,-165.99195074840944,0
No,Other,E,-155.07543946089908,-47.92400153560337,-55.70593722945618,D,A,A,E,E,C,-123.70981603125446,D,-82.01584707433952,B,A,-51.200586035224774,1
No,UK,E,109.70346360212358,-52.347604382203606,136.0712654256459,C,A,D,A,C,C,87.50252430747237,E,94.5203661248516,D,E,-193.99774310700414,1
Veteran,China,E,-41.504222976856205,-39.244923718271195,-52.61983195404184,C,C,B,C,E,B,-181.28327681780192,B,169.57638740812146,B,C,79.53794248378824,0
No,US,B,154.96026325224025,133.68603815454742,152.53277921951326,B,C,E,E,D,B,-81.57430515907517,C,-174.9590389717151,A,B,115.4706117037748,1
No,Mexico,B,87.14044729533825,-93.47584505628372,-45.41057697671175,A,D,A,D,A,C,-57.690079508909164,D,-131.83837337415176,E,C,-76.27345691721837,1
Non-Veteran,China,E,-242.00400759373272,-102.02583176714406,57.12470890657029,B,A,C,D,E,E,-116.45952299540754,B,143.9135543429637,B,B,-13.370503265288963,1
Non-Veteran,India,C,-28.769837630648198,203.45800253899026,128.20806236496196,B,A,C,A,B,C,-188.12488531843235,A,48.077887530811374,A,A,-109.72708936681295,0
No,Mexico,E,25.03922477634954,-84.73851535169405,-43.40160370438335,A,E,E,D,C,A,57.92074822816571,C,-177.2532476670086,E,A,-15.513663207743672,1
No,Germany,E,36.46553932581805,-54.67672052233121,204.94826799413724,A,D,E,B,E,B,23.993808106234212,B,92.78939368515114,C,B,17.03409241439891,0
Yes,Brazil,E,-42.49049222033081,94.58491291778347,-116.8037402788721,D,A,A,E,A,A,44.92317144558508,D,126.75207214717629,D,C,95.49500348723745,0
Non-Veteran,Mexico,E,-73.76974774986239,-9.322370118144699,-114.73426839359473,C,B,E,D,B,D,90.62921424841521,D,-57.59689050107602,D,B,-139.70999598649112,1
No,Mexico,A,-208.91226889875924,-39.353204687165494,-98.16856991366245,E,A,B,D,E,A,207.78171615839244,C,64.7128961962382,C,D,-18.21016902603495,0
Veteran,Germany,D,1.01947224507568,65.93357689794931,48.768025432876236,D,A,C,C,A,D,-61.06155244032776,C,-20.836604863008105,E,C,20.735932710409084,0
Non-Veteran,Other,E,131.40279391946694,62.77824846409028,-0.8512473724309971,D,E,A,A,E,C,79.21175197944747,D,-90.77033890027002,C,B,36.28665190091609,1
Non-Veteran,China,D,-76.31038507101205,3.4923179324962583,-135.38431535943775,A,E,B,D,A,A,42.61019064832928,B,55.405524656268135,D,E,-158.98898276040032,0
Yes,UK,D,27.598571429294672,55.85022395034467,-93.13006020465615,C,C,E,C,C,B,15.627819375262812,A,-12.340609371538159,C,C,89.41737514101628,0
No,China,D,121.50619596074608,269.8163770864619,-81.90138287365363,C,B,A,D,B,A,80.53699627656304,D,-64.33215732221929,C,D,18.865799626908295,0
Yes,Brazil,C,-12.793687867059806,-116.84246967619178,-228.60253546754748,D,A,C,D,D,E,-10.791462280854375,D,175.10602454098856,C,B,53.07816583653826,0
Non-Veteran,China,E,126.81204576639959,48.851445526629156,-34.414164791943826,B,B,A,E,D,C,-5.0856571059048745,C,27.951416845866934,D,C,10.720614720752156,0
No,Brazil,D,26.328151062550763,-34.37081622724902,-125.86929871305585,A,C,A,D,D,E,-129.58841715395994,B,-28.635160078812444,B,E,-132.27623260564684,0
Non-Veteran,China,C,63.99658637354647,108.25120472901801,18.49421640552756,A,B,A,C,B,E,103.26836308043703,A,-20.977574170602605,D,B,181.88296496363967,0
Yes,Mexico,B,11.749002475873501,62.33024195304472,-1.3696439161495253,C,C,E,A,B,A,-53.0802728662102,A,46.833682891153664,D,E,30.033703038705305,1
Non-Veteran,UK,B,25.20088154636276,-144.75907419246693,-12.332230653492797,E,C,B,A,D,D,85.98104721458299,B,54.27203453618856,A,D,-92.7237380293455,0
Veteran,Brazil,D,-197.02296534499482,-80.34724124642044,-54.73101387547131,E,C,D,A,A,B,10.781547592549527,E,-75.91862223992385,B,A,-123.05244128224801,1
Non-Veteran,Brazil,A,60.556876867760124,-77.71832879723928,65.88871199598047,A,A,A,B,A,D,143.2421635193817,E,53.20856011538082,A,C,-38.79043154588053,0
Veteran,Germany,A,116.58341617831218,42.906536967841646,-58.654381624483854,C,C,B,E,C,C,295.9084568536892,D,173.63621804147715,D,A,-96.02310992177026,1
Yes,Mexico,B,-249.3197814039934,-15.221609076884768,-93.99861279978656,E,E,B,B,E,D,-34.19676823840994,B,-65.96933348196242,D,C,112.1940647234843,1
Veteran,Other,C,26.15871000977062,181.92980865760057,-30.24946579935105,E,C,A,C,A,A,-129.68214570493942,E,41.21258483456498,B,B,-233.5594108348127,1
Non-Veteran,Other,D,116.22661106182102,33.09390291597744,135.97759443204154,C,B,E,C,C,A,-75.05940965248847,B,86.28644802074183,B,B,160.83641036530454,0
Yes,China,A,1.4858014062202332,16.1887697292868,97.75796885858662,C,D,B,B,B,C,7.534046499236709,A,-29.236595783418796,C,E,58.2690865297679,0
Non-Veteran,Mexico,C,146.86954209352658,-65.09784136158142,-186.08310596889618,A,A,C,D,B,D,84.6825412648625,A,60.16419372391212,B,B,-115.72635765544324,1
Non-Veteran,Brazil,D,-14.723544583791872,-123.03720335595499,23.036282667271433,A,C,B,A,B,C,-76.06321579852727,D,35.62470454867901,A,C,-99.12513305301717,1
Non-Veteran,UK,E,205.01045607267307,-0.9083065981114878,3.8644064052905156,C,B,D,C,C,E,20.126983778190855,C,-41.390435089552334,D,B,66.24172140962611,1
No,UK,D,-155.57830691553113,-5.166871730551284,-53.11552429319016,C,D,C,B,A,C,-123.12255782037992,E,21.95024271038318,A,B,116.8715825601896,1
No,US,A,28.075123299448695,-87.15690100902562,-211.29907832078575,A,A,B,D,D,B,155.64855258703196,D,-56.738590593357365,B,E,-154.09722616360526,1
Yes,Mexico,B,-163.15541687311998,74.30579748961043,-25.439381453490807,A,D,D,C,E,B,50.19294355080166,E,38.23400702927352,A,B,-49.322212981265004,0
Veteran,China,A,-216.5251534111331,44.350399644457354,41.06848842807423,E,C,C,C,D,E,53.28097026676488,E,-74.88779761363818,A,D,-13.569760626319328,1
Non-Veteran,India,B,175.2246040000366,-150.63906205874167,49.86606871463322,C,B,D,E,B,E,50.09133957862372,B,-48.22523258332686,E,D,64.69173215176663,1
No,US,B,-4.908254653207597,32.4249519547416,83.10483435683344,C,A,A,E,D,D,-52.26583342308435,D,89.5638572877664,B,B,-58.61511306453724,1
Yes,China,E,23.11662635436408,-17.768316259875625,85.63981812643236,C,A,C,B,B,E,-97.17723123316402,D,-158.4056856865492,B,B,27.211844002548823,0
Non-Veteran,Mexico,A,-95.57228046424426,-60.748535224354505,-17.620549544415727,D,B,B,C,D,D,-91.79227679825172,A,-58.5123577261366,A,C,-65.90194283557395,1
No,India,E,17.08848547680648,59.01266023148401,80.07014135174526,B,D,D,E,D,A,-156.48274640634733,C,-59.13869265343441,B,B,-74.86974607714137,0
Veteran,China,A,94.07007853085733,-88.93385426372348,76.75220712047378,E,C,D,A,D,E,-180.8507511442696,E,-81.7561900766874,D,B,76.42927954469478,1
Non-Veteran,Germany,A,-70.65051521520586,171.6820482875124,186.71168815260845,A,D,D,B,A,A,191.76675905776725,B,-42.03147276214412,C,B,86.41392177470415,0
Yes,US,D,-65.10065147946175,-20.88440607489136,-35.42481610574572,C,C,C,C,C,A,127.15517373778479,E,-52.257155088961085,B,C,-96.05430333369088,0
No,Brazil,E,214.62735301485688,138.68332478802316,-62.91998823018818,D,C,A,B,B,B,45.76821927388039,D,84.47896803957322,D,E,3.8075044575312833,0
No,Germany,B,117.58178840315941,49.969876473837026,184.95423529117332,A,B,B,C,A,B,-61.20430907534018,A,74.72203936090236,B,B,45.8728493700056,1
Non-Veteran,US,E,-51.57307363955357,118.13834000541792,-39.48939615392893,E,B,A,C,C,D,-110.44370328429467,D,174.0822285172977,C,D,-214.4579232427307,1
No,China,E,-44.75027047628537,-85.22659306029765,11.220182898385815,D,D,E,A,E,A,-1.3876740923304995,A,-172.75736328714743,A,D,-12.914233512017045,1
No,UK,B,121.3979667980505,29.731760240239414,-29.567446180337996,E,B,B,B,A,E,45.1619806805003,D,-118.50033538163646,C,A,114.90520364408377,1
Yes,India,E,-219.97561175636298,-316.4365414505083,21.250604764787294,E,B,B,B,C,C,-255.58444693220736,A,39.76821446085038,B,C,38.41739965200462,1
Non-Veteran,Brazil,B,-51.11717689457485,-161.69399022926402,83.38981137358122,B,A,B,C,C,B,76.42275885098962,C,86.88579385573796,A,D,-26.52024711654174,1
Non-Veteran,India,C,-75.50697268994753,20.74863143339136,-147.5618689025165,E,A,C,B,E,E,-104.20204933543017,E,-6.616373351650051,B,B,168.43830331179285,0
No,UK,D,-87.13070138063512,-3.4631671482727224,-138.3660483461715,B,D,E,B,D,D,184.81321874288042,A,85.5989372911692,D,D,-202.64481701825363,1
Yes,India,B,-48.03162085871724,50.41006966190664,65.92283829627648,A,A,A,D,E,C,62.957186059250745,C,-74.14528278743452,A,D,-128.6639741568736,0
Veteran,Other,E,226.95629426946175,91.37557071015362,124.96778016387364,E,E,D,D,B,C,-14.54841639749577,C,-58.61035668260841,C,D,14.112819372732224,0
Veteran,Mexico,C,-151.93805215584806,-5.680321605295895,-63.014743411173804,E,D,B,A,C,D,-64.6126721171345,C,30.53296736469338,D,B,-51.59643802168825,1
Yes,Other,A,116.65366485640712,209.72148694783453,-23.765331167547654,B,B,B,A,D,A,19.78990680297091,C,-0.4471657466314354,A,C,-79.16638253099164,0
Yes,Germany,E,-59.66843530094291,6.4352328662554275,-212.83374161060397,B,C,D,E,D,B,49.10170316652959,A,-106.09040579764203,C,D,143.1054165064536,0
