handicap,RACE,sexuality,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
None,African American,Bisexual,Veteran,D,134.92118595391764,E,211.53926568041842,E,D,-66.36086173883058,56.06976696112924,E,0
None,Other,Homosexual,Veteran,A,-132.77409022338708,E,104.25171472166564,B,D,-7.769823029663775,-9.45915575840054,C,0
No,Hispanic,Homosexual,Yes,B,123.98823161980832,E,-36.024294612061034,A,D,-117.12509695633804,-20.554739293518757,D,0
Physical,Black,Homosexual,Veteran,E,-142.00691750425565,B,-21.090371706233455,C,D,157.0463273438572,4.084404240475612,C,1
No,Black,Other,Yes,D,3.9127385603884326,D,91.0161938235896,A,D,-47.95609776134366,-70.90129094244396,D,0
Mental,Asian,Heterosexual,No,B,-87.29469783848411,D,86.46857195369375,E,C,-25.528227655376224,54.301179629729305,D,1
None,African American,Homosexual,No,B,2.7587049771005905,C,54.3908966704167,B,D,122.94243283092948,-46.53783758900796,C,0
Mental,Black,Homosexual,No,A,-139.84098948175878,A,170.4573569188433,A,E,-33.16876914043845,14.829818395363601,E,0
None,Hispanic,Bisexual,Yes,B,-56.274455999006534,E,-166.66732894845805,A,B,41.471041880883256,-5.651133322966758,A,0
Both,Black,Homosexual,Veteran,D,-3.6304942988834887,D,129.81544726780643,C,A,-46.69715062505601,-89.3687382344024,E,1
None,Asian,Heterosexual,Non-Veteran,B,167.21554763868136,D,-181.3145829800847,B,C,115.31504700860293,-49.552366823971994,D,0
Both,Other,Homosexual,Yes,C,-175.73956865709795,D,71.59180293220308,D,A,-77.97482855290825,27.925700510680173,C,1
Physical,Black,Bisexual,Non-Veteran,D,101.7395300619381,C,-27.744601304515797,E,E,91.30021739492196,-23.311947713980896,B,1
None,Other,Heterosexual,Yes,B,-86.7638974978654,D,-26.640565116226934,A,D,-15.598546720582876,-4.358750970062589,D,0
No,Other,Homosexual,Yes,C,-92.60529738794902,B,19.31833224738818,A,B,33.5964749264496,-53.02311547367875,E,1
Mental,Hispanic,Homosexual,Veteran,C,115.36410948685834,D,122.19134573768696,E,B,-73.09591281564863,55.31632158406696,D,1
No,Asian,Heterosexual,Yes,D,67.26823791363444,A,148.37653807856447,C,B,-139.15774962585806,86.49515312870602,D,1
Mental,Black,Other,Non-Veteran,A,-91.03679064575046,A,-8.024964734161482,B,B,-91.7354875255623,20.521860375502097,D,0
Both,Other,Homosexual,No,B,102.14393096664023,A,85.91306609117618,D,E,-171.23219499983816,40.43070937267535,B,1
Mental,Black,Heterosexual,No,A,-5.997415316936869,D,-48.09185552941033,C,D,88.47121473705913,-47.86565781710447,E,1
Mental,Hispanic,Other,No,E,165.26645034942533,E,-65.41490185307087,D,B,112.51177505962848,-13.18866482789685,C,1
Both,White,Bisexual,Yes,D,187.47729971677163,A,3.3977899425655,A,E,73.53639941975909,15.31827303793271,E,0
Yes,African American,Other,Non-Veteran,E,-44.39429848912758,D,-67.98042325707375,B,C,135.26266567222643,-103.67342289052462,C,0
Mental,White,Heterosexual,Yes,A,83.28247761884697,B,-76.87047695204218,C,B,-54.71697937713718,26.960792904183712,E,0
No,Asian,Homosexual,Veteran,C,-14.105029152780643,D,87.59549609658309,B,B,-45.57348003075175,161.94217695098203,D,1
Both,Asian,Homosexual,Yes,C,-80.89417577549494,C,-36.68716021073303,D,B,-6.411693713834955,-6.973493964059754,D,0
Yes,Black,Bisexual,No,C,121.5288058982358,A,-95.90553662764658,B,A,87.41641021548237,71.91627540810592,C,0
Yes,African American,Homosexual,Yes,E,55.38323219086049,D,128.81225349313982,E,D,-10.68364737894561,96.39164117532711,E,1
Both,Black,Bisexual,Non-Veteran,C,24.512296101973003,D,133.70098559212522,B,C,-137.5610238066598,-30.43456464777701,A,1
Both,African American,Homosexual,No,C,73.13270033336126,D,99.49478330482427,B,E,-88.59543525945188,10.160445799912026,B,1
Mental,Asian,Heterosexual,Veteran,B,-81.3602270777573,D,-1.9711248009578777,C,D,-14.61203425557864,-112.18126154234902,E,0
None,Asian,Other,No,C,-4.614267885572943,D,184.26443517277505,D,D,-80.02394680908766,-43.7627318773884,D,1
Yes,African American,Other,No,A,-15.089183861632765,E,17.822062745485354,B,D,-68.57253536878501,57.542908408671146,A,1
No,Asian,Bisexual,Veteran,C,-121.3450813798096,E,-60.329633977320505,E,A,-99.19327795242513,-56.478398004296956,D,1
No,Asian,Bisexual,Yes,E,-145.79681551136187,B,36.64533372111434,E,B,109.25689582159414,-54.17043426612725,D,1
Yes,Hispanic,Bisexual,Non-Veteran,A,59.87501587089567,D,-64.69624482576155,C,D,10.901082098978275,-112.0761762754015,E,1
Physical,White,Heterosexual,Yes,A,-84.22918362767909,A,117.80145655045517,D,C,32.740854273348745,-41.28082751305808,C,1
No,Black,Heterosexual,Veteran,E,46.356355304172716,C,74.02207503976375,E,A,67.31609804973114,73.61232483518711,B,0
Both,Other,Other,Yes,B,54.75289149586673,E,-214.286279306459,A,D,-89.26758983061909,128.1198123963043,B,0
No,Black,Heterosexual,Non-Veteran,E,-99.0588208595719,C,74.65009108890668,A,B,7.803108398197768,-24.740551775596106,E,0
No,Asian,Heterosexual,Yes,D,-127.97974387921316,B,65.77149374771062,E,B,-92.60187627832201,82.15095123458327,D,1
Both,Black,Bisexual,Veteran,C,-4.71860846051079,E,118.60637241428597,D,E,143.39775750210146,-179.39140249295326,E,1
Physical,Asian,Homosexual,Yes,E,17.273843978358084,A,118.2268432945833,C,E,-139.5808116244328,34.28840421288657,A,1
Physical,Asian,Homosexual,Veteran,C,-116.1016640489682,E,-123.45067599076624,A,C,-119.58215829520572,37.39916447964025,A,1
None,Black,Other,Veteran,A,-68.79727283418556,D,-34.54487417388468,A,B,-230.9824083630306,135.0580763103192,D,1
None,Asian,Heterosexual,No,D,-44.21518162244909,E,-114.04351028626787,D,B,-138.24716318149677,-24.681618013716356,A,1
Physical,Asian,Other,No,D,-65.2750790729227,A,-11.206240958461615,E,D,65.32171524155157,27.957437447488154,B,0
Mental,Black,Homosexual,Non-Veteran,B,-138.33249536865816,E,-45.89067432966179,A,B,5.775395893879613,33.044750635545164,B,0
No,Black,Homosexual,Yes,A,-14.80801541517445,A,-115.43586564871384,C,B,-41.311228310631726,135.16383893652255,D,1
None,Black,Other,Veteran,B,10.44458639775053,A,-2.860443254379003,A,D,2.2610711256180283,14.332163087425135,A,1
None,Hispanic,Homosexual,No,B,151.38745116992328,B,97.7286401198812,D,B,115.5365291476685,100.04133578490632,E,0
No,Asian,Other,Yes,C,209.0883529128321,C,4.593639563744294,B,C,-45.27820568708268,273.5050072362857,C,1
None,Hispanic,Heterosexual,Veteran,A,79.44299333809425,E,-85.08352998135236,B,D,-60.90526467514582,118.55496101044834,D,0
Mental,Black,Homosexual,Yes,C,49.16014584046536,A,-1.2625072037190637,B,A,70.88727329310814,100.28503796117138,E,0
No,Black,Bisexual,Non-Veteran,E,-36.9586705563296,D,19.565372318168187,E,E,-147.47846052369277,-27.491563096349893,D,1
Yes,Other,Bisexual,Yes,A,-42.24082720622134,A,-55.537567334688354,B,A,-16.55409391095502,30.540247702048763,C,1
No,Black,Heterosexual,Non-Veteran,C,-10.157880260928858,E,-39.985215520835226,C,B,-37.478160040258466,77.10593561807492,E,1
Both,African American,Bisexual,Non-Veteran,B,-111.87059366788486,B,116.22548958829886,D,E,4.253071384745888,101.22253066498604,A,1
Yes,Asian,Bisexual,Non-Veteran,D,-132.8680895551165,A,85.82108246490408,A,C,-26.12141042207844,-36.98107727014009,E,0
None,Asian,Homosexual,Yes,C,37.208057068971435,D,47.626113234173545,B,C,39.475340327119454,-36.63662451740705,E,1
No,Other,Other,Non-Veteran,B,80.1164747971358,E,-199.79396118778337,A,D,74.37775991463033,-93.67764515847718,D,1
Mental,White,Other,Non-Veteran,C,-56.69241487247527,D,95.17936327355346,D,D,-33.9298098991359,-42.360161899382284,D,1
No,White,Other,Veteran,B,58.84588139810249,A,37.54472292856662,B,A,143.2633911180308,27.460673555547416,A,1
Physical,African American,Heterosexual,No,B,124.80567616268301,D,-17.382841062376215,D,B,73.02922972056034,0.41436329065802435,D,0
No,African American,Homosexual,Veteran,C,-89.45844413826333,A,83.8644683602761,E,D,-37.69816616912259,-188.24793733915288,C,1
Mental,Other,Bisexual,Yes,D,-42.923968457484634,A,111.33461630095888,C,C,-17.324964029362313,188.69321789211924,B,1
Physical,African American,Bisexual,Veteran,B,-83.71471538465168,D,26.402416033218024,A,E,214.80316626186138,-174.50276208339523,D,0
Both,Asian,Other,No,E,-128.24950529618226,A,-2.0580840479375464,B,C,-57.29611995113323,89.75236033980579,E,1
None,Hispanic,Bisexual,Veteran,B,-83.52067997264423,E,125.33317504678634,A,E,230.55738602527765,257.52921696158097,C,0
None,Asian,Bisexual,No,A,63.82577180722956,B,172.50678106902316,A,B,88.98722510785558,37.49172078474465,A,0
None,White,Bisexual,Non-Veteran,E,-3.507196805562802,D,0.5921334065433983,A,E,-80.1938673185579,-17.248430038613098,A,1
Mental,White,Other,Yes,E,-7.887037213641138,B,28.38939168009023,E,E,-134.7351735874527,0.6051678248204003,D,0
No,Hispanic,Heterosexual,Veteran,E,12.198315101720883,A,-7.948524619631236,E,D,-7.334761629237348,-41.64439490526956,D,0
Mental,Other,Heterosexual,No,B,-219.77120109516108,C,-18.50346781610196,D,B,264.5298550680336,-96.32461936205665,C,1
Mental,Other,Other,Veteran,B,15.195971481899734,C,16.953183308075843,B,A,86.4045555250818,124.78137507701774,C,1
No,African American,Homosexual,Veteran,C,58.000596866677554,D,-31.92726367046024,B,E,124.1586297578189,-294.1882903731387,D,1
Yes,Other,Other,Yes,D,75.40224680407394,B,-101.63404039899788,B,A,7.922835087324867,-103.69018617756933,E,1
None,White,Homosexual,Veteran,D,-108.75786250711246,B,-51.5057678421096,B,B,117.37659047319902,-215.16011193431788,E,1
None,Black,Bisexual,Non-Veteran,A,59.49550570499193,A,13.209860971822,B,E,-30.518401008841135,-168.58523219077287,A,1
None,Black,Homosexual,No,D,80.75247995837617,B,208.8807342371342,E,A,92.44847863376762,-110.09472096438098,D,1
Both,Hispanic,Bisexual,Non-Veteran,E,32.919603540331636,A,35.540696469496574,A,C,52.11897216503364,39.58798239872297,D,1
None,African American,Homosexual,Yes,D,-87.10747050965698,A,80.10702211893917,D,C,-109.79384755618749,106.0743567893264,A,0
No,Asian,Homosexual,Yes,B,-150.8331373752557,A,15.988181813350655,B,B,29.160232169588234,-43.41173139124856,A,0
Mental,African American,Homosexual,Veteran,C,103.81475714754005,B,-10.693023624283601,C,E,-107.35317112484259,109.89075499280261,B,0
Yes,Hispanic,Bisexual,Veteran,A,-37.96683319078078,E,-100.78063086738595,E,D,-74.74080509631324,93.73998493071369,D,1
Both,Asian,Heterosexual,Yes,A,-6.728654130757337,D,156.13814344696436,B,D,13.86439505070845,79.32498903588962,C,1
None,Black,Other,Yes,C,30.318518693741716,E,37.93585380227082,E,E,-107.81824725039036,118.59487646841423,D,0
Mental,Hispanic,Homosexual,Veteran,E,-43.25488089598765,D,-29.905111645333104,B,D,34.64829059260916,35.598259877392046,C,0
No,African American,Other,Veteran,B,-78.04059249149648,B,275.5896248813231,D,A,110.61616820455158,-32.05056312402396,C,1
No,Asian,Bisexual,Veteran,B,-38.678055735821005,C,0.042533467545271306,B,D,82.21515964398255,-201.32228126219198,A,0
None,African American,Heterosexual,No,E,26.739419678825342,D,-79.19580383351136,E,A,45.30550530566718,-11.946851222910578,E,0
Mental,Asian,Other,Yes,A,-54.5098607447976,E,-54.940967306349606,B,A,185.44191455363855,-55.76093407138507,A,0
No,Other,Heterosexual,Non-Veteran,A,-107.69257422515643,C,48.3062484802412,E,E,31.624720684533692,72.09547068257774,A,1
No,Black,Other,Yes,C,216.7134499589866,C,89.31937361207942,A,D,-164.99551479384476,-90.1536933703691,B,0
No,African American,Heterosexual,Non-Veteran,A,89.12431905380919,B,-33.65795197457256,D,B,9.194240549794099,-167.7872484788256,E,0
Yes,Black,Homosexual,Veteran,B,-165.58124983913655,A,-44.69483437150391,B,A,76.35469909192555,80.06224621205065,B,1
Mental,Black,Bisexual,Veteran,C,-5.106150185693889,E,-24.138630541364268,A,B,-63.85664068963024,-134.74775896790632,D,1
Yes,African American,Other,No,D,52.40557243631273,C,-48.767092884915705,A,D,-7.164571715405882,19.819396236989554,A,0
Mental,White,Heterosexual,Yes,E,-41.84655133823122,D,67.69198090162428,D,A,-58.525371245524724,-40.95290143998608,A,0
None,African American,Heterosexual,Non-Veteran,C,56.94122592560943,A,-46.95357884954425,B,C,88.7799325014873,-2.8635502516590385,A,0
Physical,Hispanic,Homosexual,Non-Veteran,C,33.593004525122936,C,-62.50400525884383,E,C,-35.650899105511506,-314.46815756766676,E,0
None,Asian,Other,Yes,D,132.1793926089774,D,117.48745488262718,C,B,-276.98461884528376,-17.56266541245376,E,0
Mental,African American,Other,Non-Veteran,C,-59.114747332358,E,88.39183812564771,D,D,-221.930870649853,-269.40106199715825,C,0
Yes,Black,Other,Veteran,C,134.56776732133548,E,33.0865851273206,B,D,-82.71731664297654,-90.2704668927808,B,1
Yes,Asian,Heterosexual,No,E,-65.46686070275487,E,73.94987973767805,C,A,18.68136527545687,50.27287181057031,E,0
Physical,Black,Homosexual,Yes,B,-107.41492042858684,A,107.95093275538407,D,E,-94.41752598361346,21.61356191920359,D,1
Physical,African American,Heterosexual,Non-Veteran,C,20.57279094958706,E,121.06243800669418,E,A,-87.38328264510923,125.18528696288065,E,0
Both,Asian,Homosexual,No,E,37.31242109061767,B,-55.30278092940232,B,D,130.48179364757726,98.5434423795436,D,1
Both,Other,Bisexual,Yes,D,-112.55794203846312,C,80.40003817110323,A,C,14.191080968269029,34.49557128330692,A,0
No,Hispanic,Homosexual,Veteran,C,-40.74045589675164,B,62.125849265915676,E,B,28.79008686966901,42.60174285241708,B,1
Physical,Hispanic,Homosexual,Non-Veteran,B,-30.849146522548658,B,-70.79531763108969,E,E,-7.627050487663871,-161.88849157223328,C,1
No,African American,Bisexual,Veteran,B,-43.81843750432626,E,-62.400176070415334,C,A,-21.78514783073274,-100.921255922056,A,0
None,Hispanic,Other,Non-Veteran,B,-154.24655677317043,B,-26.322257525719213,C,D,-122.10355827620572,-59.93072416667879,B,0
None,African American,Homosexual,Yes,B,-89.62933863745339,A,-15.085084055040475,A,B,155.3290945387126,-221.8567140458068,B,0
Physical,White,Homosexual,Non-Veteran,D,-101.51633636016896,A,299.27516476975455,C,E,47.206610382664614,64.00222089859498,A,1
Yes,Hispanic,Bisexual,Non-Veteran,C,33.211089427287774,A,189.42257560587333,C,D,-9.82964918973394,-71.34344287972758,E,0
Physical,Asian,Bisexual,Veteran,E,-30.231524910224294,E,-34.76616342051335,C,C,202.82413541347415,54.84939746144023,E,0
None,Asian,Other,Yes,E,-96.52343018701035,B,19.784355240624695,A,E,20.580250066020785,58.29002467956621,E,1
None,Black,Homosexual,Non-Veteran,A,92.7938303179414,E,65.32810032947235,E,E,93.57598647257626,99.97359340003081,B,0
Physical,Asian,Other,Non-Veteran,B,-11.470832079202264,A,-110.54791749485906,D,C,122.60970631007126,200.06584230269166,B,0
Both,African American,Bisexual,Non-Veteran,A,37.533626541221956,C,-63.98049798533725,E,D,59.226930554661074,10.413233289635784,D,0
Yes,Asian,Bisexual,No,B,101.51713421636626,E,37.6321143975294,B,E,98.62805373202316,110.97560830109505,C,1
Yes,Asian,Homosexual,Yes,B,-3.3912056434923703,E,-23.926162687783656,A,E,90.82202819186074,200.07868616932822,C,1
Mental,African American,Other,Non-Veteran,A,-201.97374370952326,E,64.47496469725931,D,C,-35.87406749026968,171.4816676191699,A,1
Physical,Asian,Heterosexual,Non-Veteran,B,-101.7308245927103,A,-28.373635312796928,B,D,25.301701436367868,181.43209740585394,D,0
None,Black,Heterosexual,Yes,B,201.4623853655824,A,-93.5255546528942,C,D,56.471851804861814,12.869177292673022,C,1
Both,White,Bisexual,Yes,B,-66.1599292537011,D,29.32733619069485,D,D,49.45706033594684,-111.13720312148439,C,0
Physical,African American,Bisexual,Non-Veteran,C,56.55124131541774,E,-61.44799587285227,A,E,-152.42251955748483,56.61720673737136,A,1
Physical,Black,Heterosexual,No,B,7.256005812310823,A,80.75499261682108,D,E,141.8966050296035,167.6313454917887,D,1
Both,African American,Bisexual,Yes,E,62.305703393210855,B,76.86327139440274,D,D,-230.61431394320175,60.446103289410026,E,1
Yes,African American,Bisexual,Yes,D,23.959066872037386,B,-58.01201067829648,B,A,-9.139773371542702,-24.03671640523271,C,0
Both,Asian,Heterosexual,Yes,B,2.6889944473171288,B,-95.48931509850945,C,B,40.54782328405464,93.24542845263386,C,0
Yes,Asian,Homosexual,Veteran,D,168.39361902697013,A,117.2763456678466,C,A,-45.47268649413579,-182.3546459792397,A,1
None,African American,Bisexual,Non-Veteran,C,25.67405763022872,A,46.5669774029113,E,A,-27.466038552515705,-1.517336247344067,C,0
Both,Other,Other,Non-Veteran,A,250.0985443146214,A,-55.545502308046935,E,A,-67.01555720172873,-83.38113327477781,B,0
Mental,Black,Homosexual,Yes,C,290.91798721506296,A,-33.35464870633746,D,B,-37.63958275590773,-233.3949578193359,C,1
No,Other,Homosexual,Non-Veteran,C,82.16570736940419,A,79.31305223084922,A,C,-147.32531398988132,36.65273549061088,B,0
None,White,Bisexual,No,C,-94.88528767174512,C,72.49273850314412,E,E,-1.254475278854793,-165.82219301137977,A,1
No,Other,Homosexual,No,C,109.65473019036914,B,-9.021547812347729,D,A,158.3059049551003,-72.0376887932921,E,0
Physical,African American,Heterosexual,Veteran,C,75.62224653657952,B,16.355430843305243,E,B,100.48875085676909,-20.29264590071831,E,0
No,Asian,Homosexual,Yes,B,-213.41472959536082,E,111.86119878983479,C,A,152.3120660752555,46.50134942697305,C,0
None,Black,Heterosexual,Non-Veteran,C,-11.779633193638764,D,17.528752061668815,A,A,-80.635497213184,-64.10930236598934,E,0
None,Asian,Homosexual,Veteran,C,-96.84661492415071,C,-115.82286053625256,E,B,44.86971382409981,80.10373805171503,B,1
None,White,Heterosexual,Yes,D,20.21810957835149,A,69.75581830982168,A,C,-70.4366925943253,22.96187890201179,E,1
Mental,White,Other,Veteran,E,54.56568215782012,B,18.971291792850938,E,B,-34.23821244043518,-157.11836126662368,D,0
None,Asian,Other,Veteran,D,64.10026914564322,B,74.18676759709149,C,A,-194.3821755634249,-130.68073901873782,B,1
Yes,White,Heterosexual,Yes,C,6.844594717871614,B,-78.21505192026919,A,B,18.8383449746242,-83.38906903566702,B,0
Mental,Asian,Heterosexual,Yes,A,99.84210505741615,A,-51.611240681966244,D,B,-124.9672551546314,132.8821285143559,E,1
Yes,Other,Bisexual,Yes,B,68.64750610290868,B,-56.59135065958074,A,A,-43.975703444992156,-53.68922550513552,A,0
Mental,Other,Bisexual,Non-Veteran,D,137.9571320045477,E,87.04855962104219,E,C,-15.654464694558326,25.973275475374653,D,0
Both,White,Heterosexual,No,B,6.031772025489444,E,0.07213621831011466,B,B,87.9821594027471,83.21214047382267,C,1
Physical,Asian,Bisexual,No,E,-75.52546482586156,E,199.37453847283976,D,B,-70.00938400476889,-57.845296111948855,E,1
Both,African American,Other,No,D,12.502171901424736,E,-161.9223880670596,E,E,-61.796051660526615,6.578666641098124,A,1
Mental,Hispanic,Heterosexual,No,B,-71.57903546188878,E,128.80820515706665,D,A,-24.73348018327397,79.41418086952294,A,1
No,Other,Other,Yes,E,-100.77130374548543,A,-113.2168889321466,C,E,-120.42081708222838,62.40664031544934,C,0
No,Asian,Bisexual,Non-Veteran,E,-135.46567990215465,C,-209.67194343208524,B,B,-125.9169758066511,-79.19351258455357,B,1
Both,Asian,Heterosexual,Non-Veteran,D,25.189708139747562,A,-150.2818080260519,A,C,-45.38938784614624,5.434816121527019,B,1
Physical,White,Homosexual,No,B,-114.19701719894665,B,-103.26943372540931,C,C,71.87055970997676,-15.65848541317148,B,1
Physical,White,Heterosexual,Veteran,B,81.89697571494314,D,-74.15004502496065,E,B,-59.59758855516463,15.875331309323586,C,0
None,Black,Bisexual,Yes,D,-31.548128776791074,D,-127.89010109755776,A,D,-19.076153185325808,-38.685640321852034,C,1
