military,civil_status,race,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Yes,Married,Other,39,E,20.731272808721176,156.1280118763551,B,D,155.2446092570831,E,1
Yes,Widowed,Other,93,C,-18.12503177360653,83.32749427153277,E,D,197.5423105530272,C,1
Yes,Divorced,African American,60,B,-28.651272280733526,30.63119012060881,C,D,-202.56490727232753,D,1
Yes,Widowed,Other,64,C,9.428390036910814,1.064148708719103,C,D,108.0771035998666,D,1
Veteran,Single,African American,97,B,-28.465280607046427,-118.79667907042256,B,E,-195.47761534877014,A,0
Yes,Divorced,Other,74,D,-81.1715708909165,14.851708748097279,B,E,12.406485091371207,D,1
Non-Veteran,Married,Asian,20,E,86.49816445583244,-6.4659400801220235,A,A,-81.47123659296321,B,0
No,Single,White,57,C,85.40833683285287,-17.869787502141353,B,A,-23.512726938402057,B,0
Yes,Divorced,African American,77,E,113.86619202250745,50.625961110909934,B,B,-177.5128325269518,B,0
No,Widowed,Other,46,E,14.044563834998753,38.74365950385744,A,D,-12.307082736663908,B,0
No,Widowed,Black,73,A,3.282681852440967,55.88328666250797,E,B,-130.49246838082144,E,0
No,Married,White,62,A,-59.73685039428754,-33.19999150399826,D,B,-53.16945398083641,D,0
Veteran,Single,Black,87,B,133.63984268100526,344.17230532977925,C,A,-70.7499700095446,C,1
Yes,Single,Other,85,B,2.545836261770317,-71.30554874380482,A,B,-65.33026224263143,D,1
Non-Veteran,Married,African American,35,E,-0.9094621386747659,-4.740026455618572,C,A,-48.07381594704692,A,1
No,Married,Black,65,D,56.42730371285756,60.987137340268724,E,C,33.23555782383515,D,1
Yes,Married,African American,88,A,-147.70711201724413,23.064805256231367,A,B,-8.16013314638143,E,1
Veteran,Divorced,Asian,56,E,-37.53412438608043,-22.981558130464848,C,C,-42.5224484617753,C,1
Veteran,Widowed,Hispanic,54,E,66.90696304514157,63.03058376396567,C,E,66.86807555715257,E,1
Yes,Single,African American,73,E,-44.97876280841513,-152.38113786397363,C,D,98.73200676171739,B,1
Non-Veteran,Single,African American,49,A,80.41057252720645,-31.058557944103548,B,E,-83.13057472781287,C,0
Veteran,Divorced,Hispanic,28,D,-153.9472094867245,-158.9129019608206,B,A,-116.575952688843,E,0
No,Widowed,Asian,38,D,178.2190614324342,-85.88524157018354,D,D,-21.039488396625988,E,1
Yes,Single,Other,72,C,45.999385005652755,5.3957770709956066,A,D,98.24649735724371,C,1
Non-Veteran,Divorced,White,47,D,-134.17692082403002,8.049988165998771,D,B,-114.01716282096739,D,0
No,Widowed,White,59,C,-68.34916766586886,-29.854586071518895,A,B,-82.35301109108553,A,0
Yes,Married,White,85,E,-89.12420111758207,45.6085882855552,C,B,40.03500331811025,B,1
Veteran,Married,Black,76,D,34.28146525669205,166.33496724790788,D,B,-13.326303280487595,E,0
Veteran,Single,White,69,E,82.09975934789331,26.209638259778757,D,E,12.037237420588161,C,1
Non-Veteran,Single,Black,48,E,30.471033385773143,-262.8154912413924,D,B,-133.38907327073593,C,0
No,Widowed,Other,21,A,-51.230439580712805,-102.41139460244808,C,D,-41.442939846878154,D,0
Yes,Widowed,Other,44,B,136.31889275251174,41.85144799617102,A,E,240.26094539359636,D,0
No,Widowed,African American,89,C,-38.19806934880363,161.29600165208214,E,C,43.369556356469644,B,0
No,Single,Black,63,B,94.6450522746978,-89.25894677758251,A,C,-106.25150437038972,B,0
No,Widowed,Other,88,D,36.80771536398485,77.30018217879348,B,E,-143.8177097838901,D,0
Non-Veteran,Divorced,Asian,93,B,53.19717024969988,-210.78038922509901,B,E,-49.2793635004362,B,0
No,Single,White,48,B,-38.87352880082297,-20.521263789954585,C,E,71.64286011885218,E,1
Yes,Single,Hispanic,99,D,-41.75681870812689,26.033698637411394,D,A,-32.3788957515707,E,0
Veteran,Widowed,White,65,B,14.168634589267572,-1.1088633350282422,E,C,-4.157462292534412,D,0
No,Single,Black,39,C,146.22953696911165,227.72481555868694,D,B,126.9798264189737,B,0
Yes,Single,Other,43,A,-64.37870305466842,-163.94551874972757,D,D,1.1597787177500578,C,0
Yes,Married,Asian,94,D,15.3815861362332,0.06330750918714852,C,C,-10.277126547417849,B,0
Yes,Married,African American,45,E,51.56611585918816,19.890056973613536,C,D,21.465507366027005,A,0
No,Divorced,White,56,D,-4.4679947151157275,-97.27065080972291,C,B,165.1988187761092,D,1
Yes,Widowed,White,71,A,97.83160533160738,164.89561313596016,E,A,99.40879384920751,C,0
Veteran,Married,African American,22,B,53.943626786347835,-11.934982754875792,C,A,-142.4509824437594,A,1
Veteran,Divorced,Hispanic,89,A,48.44184093817577,-322.94888477122095,A,A,-31.645562473532124,C,1
Veteran,Single,White,66,D,-57.57996353331042,-56.149455288028435,E,A,-59.30198066954506,A,0
Veteran,Divorced,Hispanic,53,E,-84.26521405018876,63.97832447020995,B,C,-33.9880018323708,C,1
Non-Veteran,Married,Asian,24,E,19.129774679937583,114.27054086586801,C,D,51.46756423543381,D,1
Yes,Married,White,59,E,-75.06027900159533,-184.76425256797717,A,B,133.32118137554156,E,1
Non-Veteran,Married,Asian,88,D,35.34277723419198,-22.727218020722617,A,E,-62.469524993803645,C,1
No,Divorced,Other,31,E,39.826147224403634,12.957731164505725,E,C,-49.110021710817236,A,1
Non-Veteran,Single,Asian,36,A,-113.60988139903678,-64.74833596830743,D,B,27.65690954977989,E,0
No,Divorced,Other,71,A,26.25785716513312,-114.0773489462537,B,C,1.8889025340692767,A,1
Non-Veteran,Single,Hispanic,67,E,91.06424614546238,31.933799488736025,C,D,16.118785909328277,D,1
Veteran,Single,Other,50,E,-121.69283840739529,-57.214788198026014,A,E,14.299391436533446,A,1
Yes,Single,Asian,83,B,25.531735489400297,-111.80269644767522,A,B,68.48103632981571,E,1
Veteran,Widowed,Other,20,D,-3.0773819508250257,9.21143864482064,B,B,46.92001044160518,A,0
Veteran,Married,African American,87,D,-137.21957940102044,-178.5067428922462,A,D,-54.52564027515915,C,0
Yes,Divorced,African American,57,E,7.5905701757530695,6.199001118773529,B,E,81.41596761904685,D,0
Yes,Single,Hispanic,20,B,-15.124040648835113,-31.631812831685018,D,D,227.88774339904867,D,1
Veteran,Single,White,59,B,-104.44741364993506,-207.3280611423971,A,B,-77.47096077155375,D,1
No,Divorced,White,45,D,217.5554331020094,-39.39232324024499,B,C,-113.47501224808441,C,0
No,Single,White,68,B,-212.39878507905462,152.42064943544605,E,C,117.96375003127642,E,1
Veteran,Divorced,Asian,21,A,-184.80322874303866,-17.028059597621663,D,B,-97.05393162400605,A,1
Yes,Married,African American,34,D,-105.9139441462949,64.21503329544123,D,C,44.58054522800806,A,0
Yes,Single,Other,66,C,96.49242128709864,-4.021932042107557,C,E,112.08925166722534,E,1
Veteran,Widowed,Other,49,C,-206.30769555007342,-5.878241508014289,E,D,-69.41933406979636,C,1
Veteran,Married,Hispanic,22,B,-44.353279002889586,1.1126957000670206,E,A,37.270226273170366,A,0
No,Married,White,83,E,64.0523086361691,-7.603366753191346,A,E,-238.1377760044894,A,0
Yes,Divorced,Other,56,D,-13.735504139656394,-90.34528500864157,E,C,-156.11433564323463,B,1
Non-Veteran,Divorced,Black,97,E,-94.61456184480282,140.9297313524508,E,C,83.06712517412709,E,0
No,Single,White,18,D,-170.2458254949729,149.2580207342595,C,A,-68.92146109998521,E,0
No,Married,African American,66,C,30.891809667567177,-130.08334746709713,C,E,46.833913092633104,E,1
No,Single,White,90,E,29.261763975120868,-18.516281642053535,B,E,22.300736391445426,C,1
Non-Veteran,Single,Black,93,B,-162.03676318247358,-69.27378812860127,B,E,-80.48938464104778,C,0
Yes,Widowed,Hispanic,78,E,-195.5963985158092,-78.48198447252047,B,B,105.23490769557955,B,1
Yes,Divorced,Asian,57,C,-69.52218808143633,-85.56641307525621,E,A,0.3990487294179731,A,0
No,Divorced,Asian,65,A,-114.49066508125068,-57.610720259968886,A,D,-26.345379459294655,E,1
No,Widowed,Hispanic,75,D,92.69804278680375,-17.566311386919832,A,D,-132.38802037816288,E,1
Non-Veteran,Single,White,35,C,174.54641402775454,-26.722198353299547,C,E,-28.345882985723648,A,0
Yes,Divorced,African American,50,B,-52.28501391767727,-148.85128214007213,E,A,-158.4832289554049,D,1
No,Single,African American,62,D,133.06658146067213,0.30491134738421094,C,E,134.85217882402407,A,0
Yes,Divorced,Hispanic,54,A,-15.605171655527164,-52.01377918896338,D,A,-73.99468029500042,B,0
Non-Veteran,Widowed,White,63,E,112.23396876439918,88.26984265263951,B,E,82.8177863670541,A,1
No,Single,Asian,77,B,46.95892935953045,8.778133879928582,D,C,-64.7472730017302,D,1
Yes,Widowed,White,64,D,-60.29922411775803,-132.4691272801013,C,A,154.3243074427131,B,1
Non-Veteran,Married,African American,35,C,6.805891690366043,3.9722154850199103,C,E,106.4985807179973,D,0
No,Single,Asian,95,E,-79.82551314986074,-177.20324890828905,D,B,28.264382726587833,D,0
Veteran,Divorced,Black,49,C,-104.18349983057094,-33.04896946998349,A,C,-79.39420412037775,C,0
No,Divorced,African American,98,D,-73.84656347430617,90.10831881936403,B,E,1.8402673041893125,A,0
No,Divorced,Black,73,D,109.6903568767847,-54.53911341986078,D,A,-182.37483792769038,E,1
Yes,Married,Hispanic,94,C,183.50770221211005,-177.12502514267283,C,B,18.959394996558927,D,1
Non-Veteran,Divorced,Other,58,A,-79.36627087829716,128.6581540358953,C,C,47.98664708357089,A,0
Veteran,Single,Other,96,E,-170.3002975342658,-115.68073956155038,E,A,199.41224692071145,A,0
No,Divorced,Black,83,A,135.97513636430148,-37.82382386161024,C,C,-212.55654354615382,D,0
Non-Veteran,Divorced,Hispanic,30,E,-45.780794514411895,-81.417499874875,A,C,117.08255357179252,E,1
Yes,Widowed,Hispanic,99,E,-7.9633389917778015,98.48754531847132,C,A,-120.14783558167107,B,1
Yes,Married,Other,50,D,62.15736999722269,-36.80732475963873,D,B,-54.93520420078861,D,1
Veteran,Married,Hispanic,57,E,-31.5482608489559,-156.40747639946574,A,B,-207.43928280724657,A,0
Veteran,Married,Other,81,B,-167.11729617956607,-107.03792587839366,D,A,45.870689552945635,D,0
Veteran,Widowed,Black,69,D,-79.23823154661699,-53.50336270190608,E,D,-64.21267368592424,B,1
No,Widowed,Black,38,B,32.64478159004954,3.309902204992233,C,E,4.976682755474739,C,1
Veteran,Single,Hispanic,96,B,17.060254713990535,-150.5209944525857,E,B,-3.9140011654819102,C,0
Non-Veteran,Divorced,African American,85,E,-73.15322352923779,47.87184532072221,B,E,-54.76667824274082,D,1
No,Single,Hispanic,28,D,-17.987865422485168,-145.28210365613677,A,A,10.651275185402445,A,1
Veteran,Divorced,Asian,28,A,-67.3927477838912,97.69558726418694,D,C,68.37295275134989,E,0
Yes,Divorced,Hispanic,91,C,-34.04355877371467,252.45035270069334,C,E,-197.39809423402684,B,1
Veteran,Widowed,Hispanic,90,C,16.970919892432097,51.147626681112904,C,C,-202.4170948308917,D,0
No,Married,Asian,24,C,136.89806156136237,-27.33410684308315,E,A,76.70993309861609,B,1
Yes,Widowed,Asian,50,B,-155.71755995438372,141.41163494489055,D,C,-48.66406585778347,B,1
Veteran,Married,African American,38,D,-97.70928858875907,-78.45426512691304,C,A,65.0860409957737,D,1
Yes,Divorced,Asian,94,C,72.68468773594849,-34.52767634737736,C,B,118.6993200148144,A,0
Non-Veteran,Divorced,Other,33,B,95.58996941591936,39.46521822511139,C,C,-96.87821685766555,E,0
Non-Veteran,Single,African American,86,D,-2.5044474680579927,-48.37071555226876,B,C,-4.534076638247728,E,1
No,Married,Hispanic,47,B,12.091042715707628,-21.48851510321956,B,C,-4.3975355244125875,A,0
Yes,Married,Hispanic,64,A,-12.399108568519424,32.658986033395024,D,C,112.6289277088101,A,1
No,Married,Hispanic,40,C,40.0847405429218,71.56758333310341,A,C,-66.87221958420866,B,1
Veteran,Married,Asian,38,A,33.12490832193872,-23.10490730375284,C,D,13.020698453798364,C,1
Veteran,Married,Black,36,C,-76.24511903159875,-141.0973502166656,E,C,52.68110394411536,C,0
Veteran,Married,Black,33,D,-31.571308889090787,20.241781058785623,D,E,122.18994188285244,A,0
No,Married,Asian,45,A,-119.25996535119393,-51.16197216528546,C,C,49.059168244705795,E,0
Veteran,Divorced,Asian,85,A,-73.71594152458863,77.2710243561495,C,D,42.739100561373405,E,0
No,Divorced,Other,30,C,76.06122476927287,61.18249003758371,D,E,-244.6028637102108,B,0
Yes,Widowed,White,43,A,116.5109816049478,20.314303273071637,A,D,-59.73718255116089,D,0
Non-Veteran,Widowed,Asian,18,C,38.44503232634489,11.01454747407201,D,A,-37.59466580861904,C,0
Veteran,Divorced,Other,79,D,-30.87781359244196,-240.89064727963648,A,B,175.66939188869102,D,0
Veteran,Widowed,White,69,E,-56.21053519773034,176.31268082619147,A,D,29.33944179701346,B,1
No,Widowed,White,78,C,93.54985430564115,246.06663785808794,A,D,-93.22823970809495,D,1
Non-Veteran,Single,Hispanic,59,B,90.19966158269891,-220.7138391517178,E,B,-116.03505754648,A,1
Non-Veteran,Single,White,51,A,84.8316588977401,-120.27138401929724,E,B,-86.24672805662989,D,1
Veteran,Single,African American,59,A,44.21678682583959,-34.53454704413868,E,A,6.421787717456852,D,0
Yes,Widowed,Black,77,C,67.92262044693466,21.56489350167468,C,E,-34.9017661590202,B,0
Veteran,Widowed,Black,60,C,-26.05641773209132,35.06433544893267,C,A,-13.547241630361542,C,0
Non-Veteran,Married,Black,29,E,65.16654564139739,-196.51745752571168,B,C,-40.32250325860901,B,0
Veteran,Widowed,Hispanic,92,C,-5.1699356221729325,-67.6627857457287,B,D,-130.46960726043417,C,1
Yes,Widowed,White,24,A,8.65151906166894,-70.68691443663849,C,C,-22.674471445129285,D,1
Yes,Widowed,Other,36,C,-70.76352864533162,215.4737969555478,A,B,-13.986936920306553,E,1
Yes,Married,African American,25,A,-115.29299076959259,82.07930574096781,D,C,-73.8495497587453,B,1
No,Divorced,Asian,67,D,-15.206158840012707,64.00407822302446,A,C,-16.295952707012347,E,1
Non-Veteran,Married,Asian,34,B,-35.70191320207587,-49.16471238026421,E,E,-19.51623602948123,D,1
No,Married,African American,82,E,88.41628649335519,-129.2256612966576,C,E,16.794606298697364,A,0
Veteran,Single,African American,94,B,33.07504907185635,-37.95918002348214,D,A,51.50574459419531,B,1
Non-Veteran,Divorced,Hispanic,42,A,60.066360676608845,-19.66704225893126,E,A,-30.105305517506466,E,1
Veteran,Married,White,94,A,-62.01129433353793,6.409224857885339,C,E,135.90443319126172,A,0
Veteran,Widowed,Hispanic,37,E,-73.02218925302012,46.65525164426237,C,E,-218.11207205387277,E,0
Yes,Divorced,Asian,31,A,25.197078004751937,148.43781948909964,A,D,9.869636741839143,A,0
Non-Veteran,Single,Black,94,D,10.080996803547428,54.114190657265524,A,A,-11.686642583855148,C,0
Yes,Single,Other,33,C,-168.21268339673017,14.821860249777258,E,C,-29.359489744396733,B,1
No,Divorced,Black,34,E,156.21177407333673,-42.20545091374704,B,A,-45.21902568307538,B,0
No,Widowed,Asian,60,D,204.53200603655893,-170.2943715273443,E,D,-152.46862168215958,B,1
Veteran,Widowed,Asian,93,C,-59.64417979313632,98.69085409454561,B,B,-63.92772753850142,C,1
Non-Veteran,Widowed,Hispanic,23,C,-21.33011594002686,-65.50041114068263,D,B,63.67198516763999,A,0
Non-Veteran,Married,African American,78,A,61.53059170601981,-16.89459709703672,E,E,-171.69611791481992,E,1
Yes,Married,Other,98,D,-115.46625910875075,33.877327528203125,E,D,106.69920249488021,D,1
Yes,Married,Other,95,A,1.7340827595902848,-149.87395143668022,A,D,-109.21252001441064,D,1
Veteran,Divorced,White,49,B,-7.4978713028140005,54.551986288428864,D,D,-75.55621335980372,B,1
Non-Veteran,Divorced,Black,36,B,-46.94226265388853,94.95794501826576,A,A,-116.41158342419537,D,1
Veteran,Divorced,Other,54,B,36.02607956054377,-24.08783351751584,D,E,-81.72532306199851,C,0
Yes,Married,Asian,32,E,-120.35615662533891,-78.03986380998927,C,A,-139.67152116509524,E,0
Yes,Married,Black,77,D,-30.613274329126956,84.35830419475636,E,A,-16.805507990385863,C,1
Non-Veteran,Widowed,African American,70,A,-23.044821460206872,-216.9201496219813,D,E,60.68421189159795,C,1
Yes,Divorced,White,28,D,-32.57492577655547,-10.388840989100359,B,C,64.09185533159553,A,1
Non-Veteran,Widowed,Asian,67,C,70.93475810891785,-32.12241534985908,C,B,-18.325211062233947,B,0
Non-Veteran,Single,African American,68,A,26.18334756687505,-59.46189551847032,D,E,36.176748082861764,D,1
No,Single,Black,45,D,141.47549257199395,-181.64648961425345,B,E,-197.79351709062567,A,0
Non-Veteran,Divorced,White,59,D,249.86795464017862,-81.04016215332155,E,D,76.7929126934806,A,0
Yes,Single,White,82,B,15.821784327000532,-17.363170300358657,C,C,33.358935291333616,B,1
Non-Veteran,Widowed,Asian,80,B,40.155949924445075,-75.81767033898691,E,B,-82.98270550619976,A,0
No,Widowed,White,25,A,24.970601929960655,-17.516251401608702,B,D,7.906240029186744,C,1
Non-Veteran,Single,African American,42,B,39.939854548734,-274.4738205648724,C,C,15.737271497637911,B,0
Yes,Divorced,Asian,95,C,-89.92741533753428,201.09811670185138,C,C,-100.5408955523426,C,0
Veteran,Single,Black,77,A,-253.34347161450043,-22.798954856303585,B,A,112.52991105094665,E,1
Yes,Widowed,African American,77,A,-9.831430551862596,4.3935737432490125,E,C,141.58116656485558,D,1
No,Single,Black,57,E,-46.00563182554502,18.912386014225323,C,C,-158.18404554273488,C,1
Yes,Married,African American,48,A,-22.882938384879765,83.12441686383151,A,C,-24.904041774200838,D,0
Veteran,Single,Other,32,C,-56.860643326578916,105.98157208089474,D,B,-101.153758079,C,0
No,Widowed,African American,99,C,9.198779389141654,-20.53057141798005,B,E,-32.51280658270025,E,0
Veteran,Married,African American,97,E,2.802849378956071,133.25823245664813,A,B,-33.15581217966354,B,0
Yes,Single,Other,75,E,-16.139169454505932,16.417438820456272,A,C,114.08422287511368,B,0
Non-Veteran,Married,White,65,B,-202.6692567982415,-79.97071654447116,E,C,-139.35971300413524,E,1
Veteran,Single,Hispanic,70,A,-121.07449337908074,-152.97929498632487,E,A,238.25763038407666,E,0
Non-Veteran,Divorced,Asian,84,E,-1.033708359847337,210.63110656032532,B,E,-1.6821253231604771,A,1
Yes,Single,White,75,C,-75.42827924950892,33.56633776643894,A,D,49.55356211653034,D,1
Non-Veteran,Divorced,Other,40,B,176.45260199768987,-94.82753347393881,B,D,120.4141335505852,C,1
Non-Veteran,Single,Other,21,A,-79.12778138281853,79.50898474691822,D,E,-93.45024445193451,E,0
Non-Veteran,Single,Hispanic,86,A,233.9446556664075,-79.3037499733773,C,C,75.14645785777259,C,0
Yes,Divorced,Other,59,E,-99.72383283591604,32.56854759937538,E,E,137.36183509148972,C,1
Veteran,Single,African American,43,C,-42.54244741901765,43.77880812732556,C,D,-142.71714161647924,E,1
Non-Veteran,Single,Hispanic,72,B,-2.365447539342272,78.71372345223536,B,E,11.3332599399697,E,1
Non-Veteran,Divorced,African American,22,A,-57.611546055804276,-69.60512904445049,D,A,21.205461875813686,D,0
Yes,Single,Black,52,A,-127.85126599516101,274.21424122397536,E,D,69.17504836932316,A,1
No,Single,White,52,B,189.68201771275366,46.23291166137593,C,D,-133.66339410613938,E,1
Non-Veteran,Divorced,Other,80,C,-144.02159905583915,40.90555650558412,C,D,5.860569692156383,B,0
Non-Veteran,Married,Asian,90,D,172.86697716325568,25.394496737559734,A,E,231.11778650352463,B,0
Non-Veteran,Single,Hispanic,24,C,41.07039842295847,153.33214021114162,E,B,-69.4843045932019,B,1
Non-Veteran,Single,Black,79,E,-81.0710797642284,5.999239277450858,A,A,16.932908970719506,B,1
Veteran,Divorced,Other,38,D,-108.2541492975094,-94.42978510901195,D,A,-59.53126891698876,E,0
Yes,Divorced,African American,25,C,-17.889654343325688,-27.060523956478562,B,D,-186.4452254428885,E,0
Yes,Divorced,Other,78,A,-136.5337750342893,-86.37625317255231,E,A,-102.15035497874854,A,1
Veteran,Divorced,Asian,29,A,158.44187334804252,141.53743441937814,A,B,115.00682979512122,C,1
Yes,Single,Hispanic,43,D,105.28354650035881,-31.572918342825524,D,D,-0.5075667935028697,E,1
Veteran,Single,African American,41,E,56.594568504123586,-7.569080376595603,C,A,128.77971034372038,C,0
No,Widowed,Other,49,C,92.29513438208373,-136.2103279045925,C,D,-61.71981878763254,C,1
No,Divorced,White,82,B,81.97797699503174,-144.30077025387,D,B,158.0169416132708,D,1
