age_range,Veteran,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
18-25,Veteran,None,A,C,B,-82.69752667920125,186.3418600006527,-23.404668525090315,-4.114533532256761,-191.00753242929022,D,C,B,1
36-50,Veteran,Hindu,D,A,E,24.9596797929026,-39.146918050570854,-82.25707991741345,-44.229536203461464,55.92257136152921,B,A,E,0
18-25,No,Hindu,E,B,B,-7.771651531170922,-11.808369883500134,64.79179234257336,-303.6800460476319,-24.77843422849354,E,C,B,0
65+,Veteran,Christian,A,E,D,-173.36324709245284,90.42077758084848,66.28269335003502,31.977768591412065,39.2464970154282,C,C,C,1
26-35,Non-Veteran,Hindu,C,E,E,126.17620594406904,-64.2563508637989,55.09165082839998,-73.61204613604082,-61.636156324593415,E,A,E,0
18-25,Veteran,Other,A,D,B,39.061611346024215,46.36625638511532,58.07268586577814,-60.33719759318459,82.17782839889986,A,B,A,1
26-35,No,Hindu,E,C,A,-116.18667813616301,-90.12581298518714,-3.8578600510107233,145.05853690255014,1.2389694188604095,B,C,A,1
65+,No,None,E,D,D,-104.76130895485485,57.855330238525774,-148.03641519040934,-52.9821244163309,-83.8040560780306,E,C,A,0
51-65,Veteran,Muslim,D,A,E,-152.15833162809582,-44.35086710577746,-29.186032625422698,-81.6156777580149,9.92476913038114,C,D,A,1
65+,Veteran,Jewish,B,C,E,77.49271054929876,-22.753077482054955,-133.85219184250786,26.36458960927944,77.76713630076831,D,C,C,1
51-65,Yes,Buddhist,E,C,A,132.66299991269085,108.20734259809525,78.26263626616833,0.13691729559030036,56.96708257837913,B,E,E,1
36-50,Veteran,Christian,D,B,A,-23.566267601206697,18.892888218283975,14.316554536775127,167.91488417242138,105.42224533088212,D,B,C,0
51-65,Veteran,Jewish,A,B,D,-27.702083764068192,-81.70669859689238,39.610750674571065,80.06081769731321,29.920295493028444,B,E,A,0
65+,Veteran,Other,E,D,C,251.21583200721483,-33.48096308629359,60.33727478961226,331.36418307718884,-111.94422575855279,C,B,A,0
18-25,Non-Veteran,Jewish,D,A,B,-61.24369790541058,-73.678457306175,17.207338312193833,-102.40256562126493,-25.369331549143677,C,B,D,1
51-65,Yes,Hindu,E,B,C,-111.74532194324087,14.2285098952812,17.71625036798024,119.6596677198755,-159.69947142054866,D,C,C,0
36-50,Veteran,None,D,A,A,41.95627353042818,163.87966035106362,169.91831290244104,9.44650792557317,29.270700029932588,E,B,A,0
65+,Yes,None,A,C,D,-147.1567728779416,-74.78064188569462,11.254891240539887,-144.41965337633496,84.88961792662384,B,B,B,1
26-35,Yes,None,B,E,E,-43.71390923852185,-163.10078883500768,78.4021434514123,-100.27552358736295,1.2178123950206252,E,E,E,0
36-50,No,Christian,B,A,C,-1.1092664680539543,169.79031563049313,-1.6973520715456343,9.353340823278554,3.077489152624752,B,A,A,1
18-25,No,Buddhist,A,A,E,208.2882419547826,-52.76126915058803,98.60275404661043,17.604045739439787,-2.713497087491649,B,A,E,1
26-35,Non-Veteran,Hindu,E,D,A,-63.015457117172765,-20.885791782260167,13.178925340461698,40.055004419771464,-61.98559144341883,E,D,A,0
51-65,Yes,Jewish,B,E,A,-68.82900283946447,-43.39136618965914,208.88665423577547,-13.228814030013721,192.9878488307486,B,D,E,1
51-65,Yes,Other,E,B,E,12.464840239798312,-24.783526218011247,10.87680905757338,76.0688196202591,85.44001149458049,E,B,B,0
65+,Non-Veteran,Christian,A,C,A,19.891815490814402,21.15958980487269,-0.6833001340413511,-57.848462342614326,-17.716261318377413,A,D,C,1
51-65,Yes,None,B,B,C,-0.3628648196256657,-90.9885013668703,-85.87395986817806,-22.060797429453984,22.18282815294023,E,C,C,0
18-25,No,None,D,D,E,11.995091775967982,3.81631011561986,-175.29427505747807,-0.07714508801394432,23.84642028243867,B,E,D,1
65+,Veteran,Hindu,A,D,C,-56.36334160988659,-149.9434450425061,-148.93186091455095,-71.20848062523498,-43.33497753236518,D,B,A,1
18-25,No,Muslim,C,A,D,-107.86327808387794,0.22433395889298546,-73.85033108824547,154.2794665814571,112.89632487034709,D,D,B,0
65+,No,Buddhist,C,B,C,-10.131775739471028,145.83380139001906,-17.344162214307087,39.505837937315974,-58.18818276202597,D,A,E,1
51-65,Yes,Jewish,E,D,E,60.69778106243706,44.27565236358935,-15.460866501610083,42.83115771879735,-21.80072262748851,C,A,E,0
26-35,Veteran,None,E,B,E,-6.2839245056041815,-95.78179260849517,-28.462736058470888,109.69817487570903,-85.7513003826367,E,B,E,1
51-65,Yes,Jewish,E,B,D,-40.89594352790381,-75.85186319128007,-42.98762780374376,-155.3905400419041,-180.1990635785226,E,A,B,0
36-50,No,Other,A,C,D,4.046947042560256,-88.52347145763119,-86.77944366775822,-20.555581259383644,-99.04166367512343,A,C,E,1
36-50,No,Other,D,C,A,47.45331947621632,-64.68841515043496,28.845912302871703,56.182539240138574,-0.7309377084614637,A,C,D,0
51-65,Non-Veteran,Other,D,A,D,36.458039936664946,3.626470852881103,-4.436839245578057,58.85532410276557,-6.918450594134688,B,C,B,1
36-50,Non-Veteran,Buddhist,E,E,A,-13.472273334746216,52.460093458057834,-79.17828484503757,-128.80292040319452,-2.778100472016388,A,B,D,1
51-65,Non-Veteran,Hindu,C,E,C,-107.09737060625413,49.88528900395495,-161.43075816064822,8.94021140499129,-2.451202112747801,C,A,A,1
65+,Veteran,Other,A,C,B,-9.8913636793298,32.38196905267624,-87.31733983610141,-32.71847678241734,207.405911957738,A,E,D,1
36-50,Yes,Hindu,B,D,C,16.309564634786092,31.20707196439082,-8.414978691301972,21.963658821355338,-122.26276674761998,D,C,C,1
51-65,Non-Veteran,Hindu,E,E,A,-1.4341186686381195,27.163325880777027,117.40633938630182,90.16237577939017,-27.232586783362922,C,C,E,0
18-25,Veteran,Muslim,E,D,E,-78.90823521030337,81.5039573212045,-2.6517908465513385,54.55203592424023,-38.96313434875854,A,B,D,0
65+,Yes,Jewish,D,E,A,111.90567108475946,101.63564910362088,140.68744930503212,-69.26845022218895,286.98442377907634,C,A,E,0
51-65,No,Hindu,E,E,C,-192.16870733664538,157.2629254273968,7.188543564344372,45.427643019512786,65.44995261341445,A,E,C,0
51-65,Yes,Muslim,D,D,B,39.67699015548959,109.91332516977157,7.951221005940153,-74.25394527209205,41.79040530103607,A,B,A,1
36-50,Yes,Christian,A,C,D,-119.97451438384128,84.21414238328455,146.0333087120635,121.2903433598814,18.2582605613574,E,B,B,1
26-35,No,Hindu,E,D,C,-22.940142658960923,-29.756922278274605,-7.940978530045093,-39.46262866566033,-140.0739172369923,B,A,E,1
18-25,Veteran,None,A,D,D,16.066393339303087,161.55500351895438,31.96540897915855,6.993659108237238,-20.428744539856307,B,B,C,1
65+,Yes,Hindu,E,C,C,109.82759724209303,-29.058663186122264,101.20295689688386,55.7369081687316,35.41209539294887,E,D,A,1
51-65,Yes,Hindu,C,E,D,86.55619875191427,21.30443998029748,-104.68469765959094,-42.86615427749388,11.427029194905508,B,D,D,0
36-50,Veteran,Jewish,D,E,E,63.0365548798558,81.14798404125,-77.16931101026721,24.89169568200944,28.353129321464763,C,A,E,1
36-50,Yes,Hindu,D,C,B,-55.912652408379095,-105.59525374676353,-104.03141343911415,107.43232637756283,82.47200891839205,D,B,D,1
18-25,Yes,Christian,E,D,B,38.28067178860629,-97.15377256590804,54.03268735977761,-90.47317281648635,-153.1096676191493,D,E,A,0
26-35,Non-Veteran,Jewish,E,E,A,30.746955254423497,20.642673472669003,194.24710756961812,114.31586526075179,113.69781011784978,B,D,D,0
18-25,Non-Veteran,Christian,E,A,D,-156.80066804197332,-18.8341120863244,-95.21695820476846,132.09509713995783,-90.7974043188433,B,E,C,0
26-35,No,Jewish,A,C,C,-115.12858023533907,127.39011668327424,49.293837175096904,-171.94930373193,-114.5734976108244,E,A,C,0
65+,No,Muslim,B,B,E,-127.15537582311111,72.20175037604413,-47.57113139706961,-125.98704109462166,26.978864573449997,C,B,C,1
65+,Non-Veteran,Christian,C,D,B,77.03682368576987,-7.527450177354446,-13.31564862560597,43.136819347152404,91.4605135126923,D,D,D,0
18-25,Yes,Other,A,E,B,-188.45025470410494,102.10249579923159,128.84556918744988,64.49525424015852,-78.59156632949203,A,B,B,1
36-50,Yes,Other,B,C,B,-226.75062009687488,-18.251487631104617,-104.18993609897586,160.81434074201778,-37.93670179970404,A,D,B,1
65+,No,Jewish,A,A,D,6.981479503414133,225.68354713228027,-139.04383763217464,-99.40185679816676,-68.75053960480348,E,E,A,0
36-50,Yes,Christian,C,A,A,-17.085693098144684,248.97007175084576,45.17024067858207,-18.80742712784747,-47.37080263509475,E,C,B,1
51-65,Non-Veteran,None,E,A,B,-53.40122676446142,148.49490011794612,-51.88397598475416,-0.3442172831546603,67.79707960952246,B,B,D,0
36-50,Veteran,None,D,C,A,-29.240413144162165,-72.37439069802912,103.49216691673784,-14.487145816450205,-84.64044826461941,D,D,C,0
36-50,Yes,Jewish,E,B,B,-94.22874963206529,100.03455806201364,86.65694167374515,69.41203900563059,229.91602506824788,A,A,C,1
36-50,No,Hindu,C,B,C,-15.360218394266223,-86.06126693582252,44.06736353250031,-83.42080893559262,22.4131849265721,A,D,C,0
26-35,Non-Veteran,Other,B,E,B,-30.659323789625482,73.18122940632962,-151.9474259665845,-92.47387816622269,-20.637597657893306,E,A,A,0
36-50,No,Christian,B,B,B,185.4951004959061,13.887865394662274,-129.03440485884673,-95.27783348890647,17.273064266146626,D,D,A,0
26-35,Non-Veteran,Hindu,C,D,B,-59.0294099123077,-208.21314911614488,17.467069628583808,37.526153745928276,-139.59096431360558,B,D,D,0
51-65,No,Buddhist,C,C,A,209.3583014507916,98.90078573269322,25.086000810254305,-110.87902319642417,106.46125747945445,D,E,A,0
36-50,Yes,Hindu,A,A,D,184.57553844682164,67.24675304325767,-76.10382021332056,-119.44985431405448,-92.1818560751086,B,D,C,0
36-50,No,None,C,C,C,-68.33811005341705,-32.24477671701984,-141.98376745025735,116.46783774301457,138.5683299492181,B,E,C,1
36-50,No,Other,C,D,E,-81.90307693033854,119.71581483665328,-20.001350840136944,-6.005861042706185,-16.835782382678396,A,D,A,1
65+,Yes,Christian,B,B,E,-41.96856654096501,19.064751949966986,-38.13261362024477,-104.34020645855189,-137.6058800399997,D,B,A,0
36-50,Veteran,Muslim,D,A,B,27.79692598333472,-185.4562513193267,-46.03913351543243,-158.08605481763487,46.87693593161414,E,B,C,1
26-35,No,Muslim,A,B,B,-92.07687988028029,159.8377751840401,-131.2547282873743,-0.5623541537040441,142.34446511661505,A,D,E,0
51-65,Non-Veteran,Jewish,D,C,A,41.06718273002907,-56.01206531782024,-82.90578266882935,-183.99329910736145,-61.656535084243416,E,C,C,1
65+,Yes,Muslim,E,E,A,-82.67326749816107,-155.37714227038308,135.21220849088144,125.73775269480288,132.44956089596465,E,D,E,1
51-65,No,Christian,E,C,C,-182.45382791117382,33.79677032209874,-114.74226953688299,57.64396834371499,-121.3383850016722,C,A,C,0
51-65,Veteran,Christian,B,E,B,97.98821822772386,-27.173962241394946,-29.931637818585443,53.60027328080494,50.12133241644718,C,C,D,0
36-50,Yes,Jewish,A,C,B,84.30543140554177,17.551062145546652,15.208669023709472,53.07730573953051,-108.57074879946435,B,A,A,1
26-35,Non-Veteran,Hindu,A,A,E,-88.82318642008704,-84.86070235428387,-61.05532846455882,173.2098270102173,-57.6841112689234,E,A,B,1
36-50,Non-Veteran,Christian,A,C,E,-43.3981537184209,109.26453057748604,117.48595339743981,114.45139161621505,65.93997295362068,B,E,A,0
51-65,Non-Veteran,Other,E,E,E,3.7644617729368504,-121.21270006472,16.49860730966733,-51.349613799891856,15.908619056557633,B,C,A,0
26-35,Non-Veteran,Hindu,C,E,E,-92.76564839363606,45.070507275031765,75.5991389842422,2.2196577415935934,173.03325755979847,B,A,D,1
18-25,Yes,Jewish,E,C,D,40.9553675197871,93.85963465123905,0.18801102895490204,5.0427417966567205,-75.52317947498946,B,D,E,1
36-50,Yes,Christian,E,C,B,-33.99055948558984,288.7868904277783,234.4762474736105,68.64748512536993,-107.15870255951347,A,C,B,0
51-65,Yes,Hindu,B,D,A,120.44535349788754,112.66417796468859,90.59479186595716,81.4244825077672,-124.73159522526676,E,D,B,1
65+,Veteran,Christian,C,A,D,-145.3777773505522,-76.6831435040475,-24.12569369180828,8.629037498218484,5.543716241290521,C,C,B,0
18-25,Non-Veteran,Hindu,D,B,A,26.703644240678326,-59.16534939609204,-62.52062621460725,-60.900007113624866,-20.807739379393272,A,A,C,1
36-50,No,Other,B,E,D,-37.858312692127626,95.38472594824884,-70.0355530105662,41.226518233407056,34.94407175810045,C,B,A,0
65+,Yes,Other,C,C,B,40.72250736805221,64.04504216316641,94.12916363069318,20.45200217777937,-213.74925518386624,D,E,A,0
36-50,Yes,Other,B,E,C,56.39820812928297,-25.488503135672165,-15.106959089104688,-30.624117432917185,-177.26793200659586,C,B,E,0
18-25,No,None,C,A,A,104.95199290717893,-15.009024416276596,-26.270726284063358,40.240873065871035,107.29917650100379,E,E,A,1
65+,No,Other,D,E,A,-41.45312681559256,-155.5489399635635,-11.622879844696662,87.56781032658776,-25.539860094667883,D,D,C,0
51-65,Non-Veteran,Hindu,E,B,D,5.332495872410205,-103.11209930173871,-87.06353670083998,89.6839445170937,-88.39892745724416,B,A,E,0
51-65,Non-Veteran,Hindu,B,A,A,-40.950114600949725,-90.61873470651504,-158.5757530142685,-41.73011717235324,54.4313289613317,D,B,A,1
51-65,Veteran,Hindu,A,B,E,-35.549536688314085,66.54998058578295,-160.9833936283299,11.188475607037432,-80.39926069780226,B,B,E,1
51-65,Yes,Hindu,B,D,A,60.33063806462153,106.7451226338966,-85.76933953190729,-72.16744261633724,81.56549795276864,E,E,A,1
36-50,No,Christian,B,C,A,-57.601395901651266,18.500489496095177,-201.16570034213086,46.14660901968895,32.697957992112215,E,D,C,0
36-50,No,Jewish,D,A,B,7.23120830281287,-32.362026426972626,5.816830731011842,-107.31283253043557,68.79052023296236,A,E,D,1
36-50,Veteran,Jewish,E,D,B,-63.04036635875699,63.07475450675841,71.72025748349544,-39.439108432519596,-100.58550360536078,D,C,C,0
65+,Yes,Buddhist,D,E,D,-167.77687186060612,157.80332499433868,43.2009559032976,-90.91900370619138,-16.126112630182686,B,B,C,0
51-65,Yes,Jewish,D,B,A,178.5924812329059,133.42135953474767,145.48994915523267,65.21788477507678,138.96113823450494,D,D,B,0
65+,Veteran,Hindu,E,C,A,105.80973627471211,-54.588775432118005,81.33600521276925,118.43907306962893,-87.96514910627491,D,E,D,1
26-35,No,Christian,D,E,E,59.00503328416738,40.32648635645155,-46.82203854080143,-188.67202436629594,234.57594840721185,E,A,D,1
26-35,No,None,D,E,B,-5.475352284797143,120.50169819696815,-48.47760712378737,-86.1084922644952,-160.65591060396503,D,B,D,0
51-65,Veteran,Muslim,E,B,B,-67.24990540721448,-111.57738568139752,60.015545065716545,-71.09656218148184,-40.34792079981519,C,C,D,0
51-65,Yes,Jewish,C,C,B,-100.96204549311668,-153.7942758556795,77.35261385896243,57.15856176025132,-85.15916056219687,B,C,B,1
18-25,No,Other,E,A,A,-155.01767168946304,-66.81670515009064,-69.05911986622132,-79.95684620790422,-35.54528903156371,A,E,B,1
18-25,Yes,Christian,D,C,C,109.76984123922632,12.979023257762378,163.18835071776607,-13.508424369233044,14.122332670379196,D,C,B,0
26-35,No,Hindu,C,C,E,38.037664469004625,96.40509998192958,-139.3061987216562,-209.23957399694916,11.686681155358954,E,A,E,1
18-25,Veteran,Christian,C,A,A,10.782586787893969,10.158103223729947,62.68534215972292,-38.413446920248944,25.453580738601527,B,E,E,1
65+,Veteran,None,D,E,D,52.69201388067165,-79.23121451846077,-11.72263211767331,175.99453284559618,215.01880576952885,B,A,C,1
18-25,No,None,C,C,D,-49.19157783380555,134.57934254166798,-200.28942668380023,77.43857678230924,29.427447953020685,A,E,A,0
26-35,No,Buddhist,B,C,B,-73.41019584478217,172.83778173996578,161.0785350063008,-53.380817721434525,-37.50686143907018,C,E,E,1
51-65,Non-Veteran,Christian,C,B,C,-146.33176980113885,181.3683454971168,-139.0872532584816,118.71426693018898,-139.72315645382406,C,B,E,0
51-65,Non-Veteran,Other,E,D,E,-99.94724898158584,32.39507471676101,-33.24873228543727,-142.99250302825732,-3.8371358488408234,C,B,C,1
18-25,Yes,Other,A,D,B,103.96873006924285,61.65591754025975,29.42600973881792,4.585502420457304,119.20028223338352,D,D,B,1
65+,Non-Veteran,Muslim,B,D,E,133.0971280120842,86.94712122475137,2.2193572626689537,62.603859278275806,-53.135474744833544,A,E,C,1
36-50,No,None,C,C,C,91.56737621545524,137.82508249632951,15.391520144795074,97.26510459239405,126.98951845916393,D,B,B,0
65+,No,Muslim,D,A,E,-27.513082068573087,-153.59284126305218,64.68186501503764,78.00553413149466,-73.98641861724141,D,E,B,1
36-50,Non-Veteran,Muslim,A,E,E,82.49350049188175,169.5884074462047,36.30768658928198,140.42038442826382,61.26269775583526,D,A,E,0
36-50,Non-Veteran,Other,A,E,C,76.95588347179991,5.505586856176877,26.296152551972163,-128.83159672053355,-119.84575875824994,C,C,A,0
18-25,Yes,Jewish,E,A,E,-46.49186967762775,-176.9032194810583,-62.61718086134705,2.646506299589068,30.17802793702821,A,E,E,0
26-35,Non-Veteran,Other,C,B,A,-20.51661066854637,164.0998057965498,203.35564626268086,-30.966604531282517,147.28354923549907,C,C,B,1
26-35,Yes,None,E,C,E,-84.35736817901339,-105.57672900927312,-24.74752987708497,-51.529792361743255,86.136972101328,B,A,B,1
36-50,Non-Veteran,Hindu,A,A,A,-26.187328988909975,-100.06791243297855,3.1454920172974408,76.4929601249201,-53.9012746982153,D,D,A,0
26-35,Yes,Muslim,B,A,B,-230.986575629383,-24.47449052684098,-0.10240914869541434,-36.83310083609361,-150.90623856191334,D,C,C,1
18-25,Veteran,Buddhist,A,B,E,12.851646654926215,-34.52726321217649,-31.560645980136965,-11.126101255490369,27.16928855277007,D,B,E,1
36-50,Non-Veteran,Muslim,E,E,E,-71.19009894520265,79.28852418557936,35.3289279461136,2.42003872247299,163.33301168030542,E,A,E,1
65+,Non-Veteran,Christian,E,D,E,71.02054642565673,-135.18534398981916,106.60885564364966,-2.0558975720827997,82.69290270770911,B,D,B,1
51-65,Veteran,Jewish,C,D,E,-77.76482024956356,-116.26967880111872,25.236727159309584,0.15358142805935732,134.34921245436652,A,B,B,1
18-25,Non-Veteran,None,B,A,A,-0.9488765861365569,-43.41915085376343,-88.4576662701508,-185.82303910491825,-112.20943521337658,E,A,A,0
65+,Non-Veteran,Other,B,B,D,-0.19675940227220512,-156.27735301834463,28.723096671170232,-160.6805885628606,-71.6534357008968,C,E,B,0
65+,Non-Veteran,Hindu,A,A,C,-18.60652687922863,-40.70077324788673,-75.38050396889197,33.51233660397121,-17.277528818485656,E,E,B,1
18-25,No,Jewish,E,C,C,80.09668823618003,34.90219168735526,30.22368966811696,-46.27623548859132,182.92639517861983,E,E,E,0
65+,No,Other,A,E,A,-196.1981695288003,-95.28658362531111,1.9671706005855618,20.850742229179794,67.38214897116131,B,A,A,0
65+,No,Christian,C,B,D,75.52023237310259,25.95058263689538,52.66417257224985,-32.79655994023024,206.17040862867148,D,B,E,1
26-35,Yes,Other,D,C,D,-77.37538676615986,-88.19463819747723,107.66384904604158,-164.83677698257918,-83.95357613944216,E,B,A,0
36-50,Yes,Hindu,B,B,B,-172.64776413955443,38.66666754439971,-156.08763647266636,4.206935471886768,-263.4059649727927,B,A,A,0
51-65,Yes,Jewish,D,B,D,6.327925472202152,-190.08622135027554,-11.48741034361086,29.01060986761632,114.264393254189,B,A,C,0
65+,No,Jewish,E,A,A,-150.75096632546138,-37.95482431241112,34.20022379504697,116.80441628748635,-44.65507697340744,A,A,E,1
65+,Yes,None,A,E,B,-74.86183881778415,233.64006632866267,-167.68864294441389,-63.95902209900138,-13.388322194446497,E,E,B,1
36-50,Yes,Buddhist,B,D,D,-26.304769998662863,45.305385502295756,50.345727850983366,62.32086989854554,170.5104339233385,B,C,C,0
65+,Non-Veteran,Muslim,C,B,C,18.540027181688608,-21.342524682999333,-152.53331891549584,-90.0174180371851,-141.00826754642432,B,A,B,0
18-25,Veteran,Jewish,D,B,E,-131.429581362674,-60.79022873250981,26.40995829478386,37.44626396106888,-22.069504247681206,D,A,A,0
26-35,Non-Veteran,Christian,B,B,D,-38.856564997778975,130.87228719688667,85.08539930281918,49.242822191525754,-34.93514033749515,D,D,B,1
65+,Yes,Muslim,B,E,C,-102.80812442027396,-1.8386032861032457,-123.76606125622847,-177.10680973494902,-22.488907083011675,A,B,D,1
26-35,Non-Veteran,Other,A,A,C,106.88314351125278,180.67620232358271,-42.50083400720195,-279.14229530008487,73.19951138205408,C,A,C,1
65+,Yes,None,A,A,B,107.63771185547031,-58.589680437445594,6.317392751984779,41.24075960137706,-114.78822193191998,C,A,E,1
26-35,Veteran,Christian,B,D,C,130.579842871126,-130.77374279463774,16.05429694105099,-89.01552370153216,158.82960364369748,C,D,D,1
