sex,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
F,India,2.4023660618610276,-37.417246528495326,-67.29432214328732,164.1903650950449,90.5266494577918,B,B,A,A,E,B,66.33924871905847,A,E,183.516230229049,1
Male,Other,-85.53669316797179,145.13593005547912,12.161389028108362,159.8167384606704,139.526270583762,A,D,B,B,E,E,48.909072441091475,E,B,-57.88429886349253,1
F,India,67.06295342559773,-49.00055710386212,-47.892062064318594,-30.558451426947315,-184.32140772535013,D,B,A,D,C,E,-61.668943067889735,A,D,-61.18665399078412,0
Other,Other,-28.15503037822219,83.12449138085447,105.3725375206507,53.70682588047168,-28.414217239534967,C,E,E,A,E,A,14.599092215657164,A,B,92.84914388059232,1
Male,Germany,-70.32531116294247,20.498333961601197,13.748575079890571,-11.796587209567736,149.82614982860838,A,C,B,A,A,A,-126.62121274589826,D,A,-96.1548417357389,1
Non-binary,UK,114.75925201040138,-60.23774723548482,-92.17100081205982,-93.48561905862665,-198.2297963453056,B,C,B,B,D,D,-80.93068440082894,C,D,32.998963710554676,0
Female,Germany,104.08293634829148,-84.81017441587538,-88.29228567450265,-53.93725526423948,-91.53236208687335,B,C,C,D,C,C,-5.233592712627894,A,A,36.488327012458285,0
Male,US,-1.9078557437987638,-5.416786309895083,163.1777784727488,-47.33331913881288,133.64982261049428,C,A,D,E,A,C,-78.36112667376635,C,A,-100.852007285232,1
F,Brazil,-38.5507672482165,13.148162939974451,-54.12946200805381,-35.87701409995409,47.78768472196598,C,A,D,A,D,B,220.69238954821114,A,E,-23.53324456546407,0
Non-binary,US,44.7712892426901,-18.26194316668411,146.7024251310202,66.75648552420436,77.22005622753557,C,D,C,E,A,D,35.37611122742414,E,A,-36.83117667831003,1
F,India,-7.697072988701128,-154.27509967650383,-55.421958233779336,116.87032221197182,-85.0985033413895,B,E,C,A,B,E,31.690833891601518,D,D,2.8077996506278278,1
M,US,80.6354073268822,-34.59246443042319,46.27851492587735,11.983031286976722,19.731705583210662,E,C,D,D,B,D,100.53516617569625,B,C,81.81855657708343,0
Female,UK,-117.3463349472003,134.06411687809944,-16.18312796225818,-300.77194671407466,-43.31741122991144,A,B,D,C,A,B,-62.87946743026323,B,C,18.28330089128228,1
Non-binary,Brazil,17.507774709699532,15.382563343574196,2.7493289646519736,-21.46481727012663,-36.712466402885255,C,B,D,D,A,A,-14.456136027021069,A,C,90.56695945448119,1
Male,US,9.745995685092375,-205.7590696093819,-144.54839367591708,-72.89327647896422,-48.98335126738968,D,A,B,E,A,A,-104.76796121122784,C,E,119.13927477879496,0
Female,China,-1.8082508192890268,-128.0889387597647,-19.228588849082136,12.671196655791691,-190.9000078355313,C,A,C,A,B,C,59.04754020557159,A,D,-41.6218995788756,1
Male,India,37.69217345635964,-101.92966714219773,25.35428706043483,-47.49159914907243,-177.98748748054564,C,E,C,C,E,B,29.771957649060816,D,B,91.34169356558198,1
F,US,-9.091684252518197,69.57435729322572,-22.184885586377995,-164.34251775523123,-20.95849392188344,C,E,B,E,E,C,217.5535280870923,B,E,-26.688309875570553,0
Male,Mexico,-11.893773770807158,133.33155485356113,-56.35009381638532,-135.56804970415536,91.16193333726454,E,D,A,C,B,B,-143.32676416287222,B,C,102.2832611475539,0
F,UK,-72.7948817939432,113.34150220350978,-14.261348909455196,-1.2722303195830458,-18.565410102947485,B,A,D,B,D,B,-127.19269893717279,B,D,-17.49113615767782,0
Non-binary,Germany,-54.31282151350912,36.797732466005634,-24.075695131875214,48.65650558170119,-3.941756015366037,B,B,D,D,C,B,25.994573545693672,D,E,305.06492759389823,0
Other,Brazil,-135.4467393009034,130.85205954936498,-106.3481966228875,-31.886981591431063,51.626443987646994,D,D,C,A,D,C,-280.3608172913527,E,D,-100.85432333476356,0
M,UK,-1.0215341834230218,-136.51789149182997,-215.5325806989313,-79.62440726260346,56.355387017288585,D,E,A,B,E,A,-6.219486584197243,C,C,-177.9443710789763,1
Non-binary,Brazil,59.448285597701236,22.419559700633318,-76.24069079773518,-87.97272438294192,-187.3993762528191,B,A,B,A,C,E,261.1606140282588,B,A,10.690901326619738,1
Male,UK,1.4140076153603367,-85.38683096395035,125.31338586841744,-45.751298891746465,211.68817363624544,D,D,B,E,B,A,-305.11076176419454,D,C,52.45134745212832,1
Other,Brazil,149.848593899726,-87.88158993530817,10.988548774842629,-72.67385259677982,123.72898222672066,C,B,B,D,D,A,-29.282989315976742,E,E,177.99460085587623,0
F,US,31.70187772551275,-40.96479425311765,56.65976254082643,-106.341027693554,-9.232038578776242,A,D,C,E,D,B,25.454511103952438,C,B,16.271600383985064,0
F,Other,-107.38399678260156,-121.31248034570044,84.11651670776146,-1.8507870776845694,182.68136802131067,B,D,A,E,E,C,116.36361532245287,B,C,124.24953396327952,1
M,China,-55.83043261349276,-37.59921978129406,-12.676019667595456,65.44491357258528,118.02675891038979,C,B,A,B,E,E,-71.66664515477905,D,C,-256.5614232236822,0
Non-binary,Germany,-29.629062774649423,14.872103510219908,-122.63331008504628,-50.286474779624754,26.478057173756408,D,C,C,A,D,A,119.73065236987985,A,B,109.22035534731211,0
Female,India,66.02329647505704,-121.88650752944012,-138.80133487911655,217.35898204898123,-54.7677782762978,C,D,D,C,B,C,-67.22031991576266,B,E,14.92122913951102,0
Other,Brazil,80.54537903122547,77.88661502484042,-42.64405048290212,162.508850530823,34.37810379113751,C,C,A,A,A,A,116.39698182237208,B,D,-93.33315758614962,0
F,Mexico,-105.21852252842972,-95.65065398880384,-126.68628955230952,-27.24492717546848,13.52915177064913,E,E,C,E,D,A,-147.84204854249143,E,D,78.65568567607811,1
Non-binary,China,71.13697920431296,-156.2493760343401,85.96854908544684,-19.306102023423737,-42.2544125320165,D,B,C,A,D,C,-198.86219358996502,C,C,99.27397387715554,0
M,Germany,73.85638067036083,-34.9943538116222,139.06615659852886,23.46557264580161,-85.31051375839127,C,B,E,E,E,A,24.41647402425546,C,D,50.1465691408518,0
Male,US,-60.48592737485996,-149.1228056942147,-54.42287163861735,-94.71791592523934,65.13756465919215,A,C,A,B,E,B,9.580888588743672,E,E,-7.397995714191865,1
Female,Mexico,0.8911170498814686,-137.17438942093122,-53.117949240942345,-65.91137483244736,98.81998772591494,E,E,A,E,E,D,96.56105170089191,A,B,26.333708763698027,0
Non-binary,UK,-82.97355043441789,163.0546615555296,-134.86565716662054,2.045628502155454,-67.98221103478943,B,C,C,B,A,E,-274.97708616559726,B,A,144.95971143943603,0
Non-binary,UK,-18.775114040059428,31.490187368293842,-17.032041569526726,107.33908938104204,-26.516446585757734,B,C,C,D,B,E,98.67617456126169,E,D,167.4776500355126,0
Non-binary,US,-128.07861285554716,-20.52629592227229,42.16560358382996,60.3762868555787,-21.16780169197586,E,B,C,D,C,B,-173.39126024197353,E,A,-152.83714939651745,0
Other,US,-65.82694702114512,-132.42494766152015,73.30432606612878,68.66509040179636,140.66664226332378,B,E,E,A,D,E,50.96835190172775,A,A,123.39459827491352,1
M,China,-29.80794177492906,-118.37331627174328,14.56502644021785,-98.44274301142542,-112.63700455720542,A,D,A,A,D,B,74.77099619253849,C,B,52.93225720438277,1
Non-binary,Germany,-59.003647867939755,-180.26571492175884,-11.115253225093598,-0.6360815441695267,-27.947171490636457,C,A,A,E,B,B,10.753178092346513,B,E,-97.823921347131,0
Male,China,78.82209880446844,-21.308812780561983,-27.020073983121044,79.79026798876492,-55.44169764309487,A,B,D,D,A,C,-152.71996962336482,E,C,-62.447137776306164,1
Non-binary,US,45.4129547383335,42.755623236475024,-71.44963261441798,-137.70821317198119,105.91686720059923,B,B,A,C,D,E,-213.59225108597522,D,B,-86.40737280366135,1
F,Mexico,-20.09848422694113,12.215091490253622,60.16954670580351,148.43514685924956,83.9304218344307,C,D,D,C,D,C,54.61984786147758,D,D,-68.7614475948971,0
Other,Other,14.15291932443424,-2.727779900526563,40.899232730415505,68.90782341269347,72.39841879338917,E,E,C,A,B,D,52.56029920922424,B,D,67.81087478446183,0
Other,Other,75.01144814564292,-95.09855163833292,-6.363288314812407,-66.85273276726798,-76.63191490378523,A,D,B,E,E,E,-42.05451218432002,E,A,-17.443294953362575,1
Female,Brazil,-117.17118258038495,93.58143021458586,185.78097274131628,-75.84819688535993,120.61725779982791,B,C,D,B,D,B,-45.7805782216134,D,A,29.97633113568689,1
Non-binary,US,2.1683062976043175,38.44624889673379,-196.3185619029397,-171.8732744044138,66.12094852610142,C,E,E,C,D,D,34.01316539638447,D,D,32.77814310493839,0
Female,Brazil,71.24802576666951,-184.04994693647603,-10.583998529340297,153.69625459993784,-160.34507935103838,A,C,C,D,B,A,12.585743696601892,A,E,2.830417244570009,0
Male,China,-40.633025267714565,-25.127245286870043,-166.98524234450872,149.69883437704726,-113.2504565203841,C,D,C,A,B,C,105.21564547155555,D,A,69.82451413350582,0
M,Mexico,-62.26392280893792,107.33133347696682,118.31649284163277,-13.460873543582958,133.21811448311593,B,E,B,A,D,B,301.94189174435667,C,D,25.414944198792135,0
F,UK,-18.57772688162734,-163.16830892668105,-73.3171173986711,126.25389875127779,-22.303762900445854,A,B,E,C,A,C,14.309157616851092,A,B,-54.406335265219774,0
Female,China,-52.01851337150667,-11.541753139524518,47.9114183558173,24.02662917817698,-86.45211708874776,C,A,D,D,A,B,54.19741756199537,D,D,155.19408978309866,0
Non-binary,Brazil,19.383666965979085,-35.958713685263284,24.214703890550997,49.34359165237966,-37.27278817685022,A,D,C,B,A,B,-1.278390901828902,B,E,-184.52009290528684,0
F,Germany,-40.24740134795165,138.58229423514862,265.59100006060675,-115.85333932910524,39.9472322669147,C,D,D,D,C,A,2.9153502396581423,B,C,11.947158727475548,0
F,India,-141.33743366252324,17.250892627199356,-88.7466865005311,82.11846212474305,62.65253017064173,E,B,B,E,C,D,51.519362218937935,D,E,-81.17976952470327,0
Male,Germany,-152.1293438563467,-112.07858427201438,74.36420831387174,168.24117902557683,85.95363134107042,E,D,A,E,D,E,-181.88610288662528,A,A,-178.5392893714785,1
Female,Brazil,35.46910363541583,89.83459808296126,24.243284761818053,-63.859573344967316,-7.267887227548968,E,A,C,C,D,C,165.76096113641927,B,B,-40.87092113781618,1
Female,Other,47.77042562833248,-48.7099171481998,65.23853847887648,-51.150378551088835,-103.42301776423362,D,E,C,C,B,D,-0.9813933152152742,C,A,-105.31913266092434,1
Non-binary,India,10.216393198012877,-22.701069773353623,-3.5742267918509962,-77.12014528361473,98.63650117518506,E,E,A,A,D,A,-81.88134134248082,A,C,-46.58130358098982,0
F,US,-9.681609268116521,44.40551622989852,4.926297041624112,113.05351446539508,-43.75963064671475,D,C,D,C,E,C,-109.05380346677056,A,C,110.78518606688532,0
M,Other,-126.01766606349558,-61.44437764752959,36.20644817356721,-107.58021495975403,-54.5105240683977,B,C,E,C,A,D,-66.87249248086555,C,B,13.131269238709423,0
Non-binary,India,-49.30275669627985,112.3169141144368,-70.04727319412993,88.68321002282754,44.59107457005298,E,E,E,D,A,B,-45.771997986019386,E,A,-44.66385781666506,1
M,China,-57.582140685183724,52.66888037081754,77.01290167616528,63.88405364732829,7.2694221176427485,C,A,C,A,C,D,52.84407060383728,D,D,-52.760582812605165,0
Male,UK,143.1693244112547,68.82420332880143,3.3449312400414097,148.41717465450918,-172.48060824595612,E,C,C,B,D,C,-12.014199111252195,A,D,166.70929725720273,0
Female,US,-188.03067564836002,-43.343509826216234,-85.99959982016382,-116.59880588817768,59.019902411361635,E,A,C,C,C,A,27.358849931484023,C,A,181.00747953074958,0
F,US,-7.259293326000532,100.50598018204391,69.27447377185104,-46.31293285319479,-58.11754233967351,E,E,A,D,B,E,-41.07715024876934,D,A,100.2342771313143,0
F,Mexico,-78.74114310705939,159.72424613690393,-52.28866359082062,166.76088369548563,-191.35542603034693,D,C,A,B,B,D,-122.1002681540127,E,D,-135.0906220393704,1
Female,India,146.96580205305762,-53.86853521952061,-3.559856222061527,-17.68262747889059,66.00527366233845,E,D,E,B,A,B,42.14710788887072,E,A,76.14186017178606,0
Male,India,-137.12471431774583,82.65984609984005,-109.39061286136618,60.8993411537283,99.34876932450895,C,E,E,C,E,B,87.47946320852014,C,C,118.01280706831503,1
F,Other,-112.6067550994358,-17.695632485273467,-112.7692044034662,-8.266137488140837,-169.34751093908517,E,E,A,C,A,C,-17.626961451454935,A,D,38.749411769653456,0
Other,UK,-94.07491124574265,103.58054476131689,-0.7109642549884027,109.44130435494979,11.53195077345065,E,D,E,A,C,D,-113.72276323913486,B,B,36.691558623118716,1
M,Germany,-18.321540688105788,-37.48742766744081,-13.693909485178873,-31.93671488468553,190.2794604896956,E,D,B,D,C,B,16.40109758245541,D,B,-26.988963497924335,1
Non-binary,UK,-100.68708154374322,-8.03943495052568,-121.22165032360721,82.33440449470862,-12.583779942488208,A,D,B,C,A,C,-138.92203230619504,B,A,38.39530150830192,0
Other,UK,-37.805326879775606,131.60398300062585,-22.578592797697425,66.7659281703272,53.688736351638646,A,A,B,A,A,B,144.67683977129553,C,E,-1.7385966905934864,1
Non-binary,UK,49.005870680045405,115.95974178447261,-19.06172651435646,199.1743369666793,-174.6594347365548,A,A,D,C,B,C,76.78010860426684,D,D,-114.77277593982575,0
Non-binary,Mexico,46.21415999273509,-48.79704710944267,-41.48749603758088,-134.60196567367893,135.7044723655453,E,A,E,B,B,A,-33.56441955157852,B,C,-36.15028943498322,0
F,Mexico,-108.73406405230288,90.18258963248478,41.29523109003336,63.92060337013582,-93.28539166933693,E,A,E,A,A,B,66.40827950614978,B,A,146.9821432652742,1
Male,Other,-79.57196735119977,243.2965523890776,64.63584527477072,27.91791648844559,83.48175498526287,C,D,A,D,B,C,65.18191081343532,E,D,60.45212233738528,0
M,Germany,23.207263590920878,185.337651674735,-233.90401219462714,-168.71989781345064,16.167568826379174,E,B,D,A,B,A,-90.96298812670936,C,A,119.41780509476654,0
Male,Mexico,12.050808750898858,27.665181569104753,61.34907900195146,-75.98827022058947,54.43928232465021,C,A,A,C,C,D,-37.33288942574985,E,A,111.28582415851358,0
F,US,-43.589906499307034,116.44036636878137,-31.88455236454501,101.55992283087629,256.9135483099387,E,B,B,C,A,A,111.89451202861595,C,B,-19.922327711431514,1
M,Mexico,-35.360722293549834,-96.49647503068589,-53.62579459454151,46.45927829184448,-154.17240091731458,B,D,E,B,B,C,-197.50469964406653,D,E,188.79500596460477,0
Male,US,50.06532985468021,83.47014919607928,3.689317012544829,-82.65318885815192,-101.26370081421507,B,C,C,A,D,A,44.42433115823013,A,C,56.747541170654884,1
Other,Brazil,-44.66966661718693,-32.26991748550901,80.5364553213241,-47.30931248034459,100.05149690929518,E,D,D,D,B,D,60.12248015797342,B,E,32.548960905007526,0
Other,China,-181.52560687817888,-36.339795395072905,70.50018382961107,117.6666852906379,82.98901636064154,D,C,E,E,A,B,24.09256278640283,B,C,13.645568798194407,1
Other,Mexico,174.30777018735586,180.5923682359739,64.92305239121329,-28.054232443192134,-192.07343005817373,C,D,D,D,B,D,10.581914788653712,C,D,88.93755538309011,0
M,Other,-143.74404279794902,13.820684029269023,-35.14115377323835,-104.79475476708406,79.8626136276376,C,D,A,D,C,D,82.4955767256434,E,D,112.12491164464136,1
Other,Brazil,-71.34381635421862,-15.728520041190015,64.91863912335303,-57.108350194807,-111.11230682099303,A,A,B,B,C,E,179.03859558003515,A,E,-65.64367725492505,1
Non-binary,Other,-104.66238502518226,234.49640417538515,-147.97531465954043,72.00224858642014,209.11823532404563,A,E,D,B,A,E,-17.636363480681368,B,C,37.99480852348756,0
Other,US,88.57300247431822,43.687307678746386,2.9496727851229054,7.843538575077794,2.1081612407103436,D,B,D,D,C,C,-100.59696227956816,A,B,110.99673628494227,0
Female,China,170.3030801253876,34.62509366539976,-121.84825363817109,-4.066881837738291,-92.70359122364493,E,D,B,E,C,D,-19.122770267338822,D,D,133.0252330356936,1
Female,Other,-0.8419705627018305,-46.844703720782874,-84.4754846499735,20.613125791323874,-23.003603082556815,B,B,E,C,E,D,7.892172978295312,D,D,-34.601164260044484,1
Female,Brazil,-65.719746912572,107.09827776606477,-24.576656556570843,-77.31755575561561,-254.55544947410945,B,B,D,E,D,D,9.250287229670986,E,C,-169.26582798809105,0
Other,US,-18.598544852365695,-74.24412976755379,29.203040224051225,101.30131332871551,-30.139463495471897,A,E,D,E,A,A,26.846031416466897,D,A,19.99394824120328,1
Female,US,80.43867358710469,66.80436743515097,-67.72810546012913,71.95848149842405,-188.55850346408363,C,A,C,B,B,E,-33.264966768319795,A,C,-256.0720844341158,1
Non-binary,US,150.8560991980517,-162.21809967940422,-227.64568160256772,-50.883548362657926,165.14734353195632,C,D,D,B,D,E,-125.98273944150039,D,B,-59.67146459868909,1
Female,Other,-33.8814618630005,253.23892453683467,59.65617197923072,61.491452076099286,-41.92651678717226,B,E,D,A,E,E,11.145970434718041,C,B,-22.306479002841552,0
Male,China,123.18194898124675,98.26404968166464,-4.498025651159702,-24.961588944379493,82.64466329767775,B,C,C,A,C,E,63.289989581665964,E,D,128.18294644465985,0
Female,China,-53.361012412432906,-31.163565301765484,35.19649113601064,2.959097928856284,-49.66072866154759,D,C,C,E,A,C,-65.54241130937804,D,D,-115.18683512674639,0
Male,India,-150.02821201910496,91.51862459930138,87.74200119281083,-35.6945623593119,-139.3289849542897,D,B,E,C,E,C,-40.324006540988705,B,C,172.42137118533316,1
Non-binary,Other,-2.6902273734137863,-47.853724891921324,-134.29730857067855,3.3052147869455553,-21.964329687149213,A,D,A,A,A,B,40.75552032337805,A,E,-211.97879470255256,0
M,Other,-87.9324095737175,-107.58524092508124,-35.37690999779342,25.322434877622356,107.94399893324763,C,A,C,A,C,A,-146.17727683800825,B,C,66.32097899753904,0
Non-binary,Brazil,-21.886942545490744,90.08911595626138,-24.66637269500008,40.97807857184085,-27.405948977220383,C,E,C,D,B,C,-7.830734819448273,E,B,-35.93891207372514,1
Other,India,-95.67584158274191,-75.92117208975164,-233.92957366946726,-104.92425872823183,-2.528074750708111,E,B,A,E,E,E,111.44712276098782,C,E,-12.30519008078265,0
Female,India,-12.992764439134488,-108.44342359425407,55.024164636409246,111.54770389147801,-66.2052484798928,A,A,A,A,A,D,49.43704849863367,A,B,-154.50549526791514,0
Male,Other,-66.0859377201706,-57.81205995141098,15.25813952328684,-92.30577013888409,42.78819861506452,B,C,E,E,E,E,-76.76797343840359,E,E,86.39603259932326,1
Non-binary,Other,3.338738257993702,-253.180741321166,-96.86110648192768,56.26381349528712,-6.392794719866261,C,A,C,B,E,B,-197.83166592310943,E,B,9.551796093303617,1
M,Other,-33.52126288718886,79.15515482254689,154.15696317848415,-132.79103315417302,-1.2867716311535002,D,A,D,D,B,E,84.6764884766861,D,B,105.27265047097364,1
Non-binary,Brazil,16.25578415409801,8.870503983322262,69.71787436203718,-97.10772975326267,109.97610233574824,D,E,C,E,C,B,58.22821619745366,D,D,-31.168615406981083,0
M,UK,-17.829093597801087,-6.153878021824539,78.77961902693393,50.78449525242272,-76.59043857990208,A,A,A,C,D,C,-25.701741699908098,A,D,154.54651361948407,0
Other,China,188.6765915259587,-65.15427650396927,171.69282954739805,-29.221559832977494,-53.87253776253081,C,A,D,D,A,D,-103.52203022879493,C,A,67.41210987792023,0
