ethnic_group,country,Age,feature_0,feature_1,feature_2,feature_3,feature_4,target
White,Brazil,51,D,B,-32.3786477000263,D,C,0
Other,China,52,A,B,6.238574719603703,C,C,0
Hispanic,India,66,D,C,135.40641790967584,C,B,0
Asian,China,37,D,C,16.12879754724682,A,A,1
Black,UK,72,C,A,119.23725067888968,E,A,0
Other,China,37,A,A,-56.06530744789997,C,E,0
African American,India,28,E,D,65.722303553302,D,B,0
Asian,Other,61,D,B,-6.348540156749031,A,A,0
Hispanic,Other,52,E,A,-21.964843943327907,C,C,0
Asian,Germany,58,E,A,-45.09888636353201,E,D,1
African American,China,59,B,D,-15.736000021420631,B,A,1
Black,UK,47,A,E,86.87383205827345,D,E,1
White,Mexico,70,C,E,-198.8390551453544,A,C,1
Black,Other,30,A,C,37.01726184023396,A,D,0
Hispanic,Brazil,58,E,E,73.89450872419216,A,E,0
White,US,36,E,E,16.307492737213106,A,B,1
Hispanic,Mexico,33,E,D,110.45203539447705,A,D,1
Hispanic,China,62,A,B,101.71261159336042,A,E,1
Asian,Brazil,39,C,C,-79.27320836973833,C,B,0
Black,Brazil,18,C,C,-81.4742096037303,E,D,0
Asian,UK,79,E,B,-19.789429937860376,B,B,1
Black,Mexico,48,A,D,-11.161516085570979,C,B,1
Asian,Germany,45,D,D,106.13084903664347,B,A,0
Hispanic,Brazil,71,D,D,-55.553665139137024,B,A,1
Hispanic,China,54,D,A,7.099632746415596,C,D,1
Other,US,39,B,C,-61.245092887013406,C,B,1
African American,India,49,E,D,-50.75825355700658,B,D,0
White,China,78,C,B,-0.9128947625449614,D,C,1
Black,Germany,47,B,A,15.162553724800807,A,D,0
Black,UK,63,C,D,55.29828548723227,B,C,1
Black,Brazil,55,B,C,-285.279347899488,D,E,1
White,Brazil,75,B,D,-16.446564478706946,E,D,0
Other,India,35,A,E,257.06611831740867,B,C,1
Asian,US,44,D,B,193.4508628847412,E,B,0
African American,India,46,C,C,39.88431724064914,A,E,0
Asian,UK,19,A,C,47.1654072254632,C,C,0
Black,India,62,A,C,-32.800065477573014,B,A,0
Hispanic,India,35,C,B,45.70672148099034,B,B,1
Asian,India,49,D,E,-137.44349173829738,C,C,1
Hispanic,UK,77,C,D,-82.64169403574243,C,D,0
African American,Brazil,21,C,A,3.8526989817924484,E,A,1
White,Mexico,18,A,E,53.4295013606371,D,B,0
Other,Mexico,29,B,B,-52.53518096090776,A,A,0
Asian,Brazil,71,C,A,177.49440120011687,D,A,0
African American,Brazil,70,C,E,0.21579573925210377,D,D,0
Hispanic,Brazil,43,B,D,36.25669623756332,D,B,0
Asian,China,39,B,D,81.01259717665124,A,B,1
Black,Other,78,C,B,-46.69028894319695,B,A,1
Asian,Other,64,B,A,1.474704542856539,E,A,1
Hispanic,UK,36,C,D,-122.8246865559805,A,A,1
Asian,US,78,B,B,-65.74074235770739,B,A,1
African American,Germany,37,C,D,135.8785751076619,A,D,1
Hispanic,Mexico,62,C,A,17.918670811560826,C,B,1
Other,Mexico,53,B,C,61.41134298178862,A,D,0
Hispanic,Brazil,18,E,E,24.23983311562073,B,B,0
African American,US,21,B,D,-245.2973822346111,E,A,1
Asian,US,65,A,A,23.331889468513452,A,E,1
Black,India,51,A,C,7.044209455652687,C,B,1
White,UK,51,B,C,-76.75856911717435,C,B,0
Other,Other,20,B,C,159.50459474345163,D,D,1
Hispanic,China,53,B,E,-149.79268066464974,C,E,0
Other,UK,76,A,E,-151.22795591101902,B,D,1
Other,US,51,E,C,83.76999545161958,C,B,1
Asian,US,57,D,B,-127.27872084509934,A,B,0
African American,Brazil,34,D,D,-39.28523594352043,C,E,1
Asian,India,65,B,B,34.623165321127146,D,A,0
White,India,76,C,B,-126.38798784403453,A,E,0
White,China,59,D,B,47.06550577551487,D,A,0
Hispanic,Other,67,A,E,-86.64026766925616,C,E,0
Asian,US,42,C,E,79.25971601151606,E,A,1
Hispanic,China,74,D,E,12.698006636963715,E,E,0
African American,Mexico,45,B,C,42.60833547469211,D,B,1
Black,Other,32,C,B,82.5467170097672,C,A,1
Asian,US,77,A,B,139.06096387671369,A,D,1
African American,UK,47,C,C,-90.35864511914802,A,E,1
Other,China,59,A,E,14.035347750000582,C,E,1
Asian,Brazil,54,C,E,46.9844020327039,E,E,0
White,Other,49,D,C,-66.38197286180575,C,D,0
Black,India,46,D,E,-131.4618795510487,C,D,1
White,US,49,A,A,79.48645829781297,E,A,1
Asian,Germany,74,B,C,134.37258915956212,B,B,0
Black,China,74,D,D,8.544225690244007,B,A,1
African American,Germany,24,A,E,-153.08342376042475,E,D,1
Asian,Mexico,32,D,C,-126.9748630652736,A,B,1
Other,Other,53,C,D,-87.46937177052911,C,B,1
Hispanic,Other,70,B,B,38.600878015425586,D,A,0
Other,UK,62,B,B,8.055447494091617,B,A,1
Other,UK,31,C,E,-23.884936533576184,D,D,1
Hispanic,Other,37,B,E,111.4711445388638,A,A,0
White,Germany,44,B,D,47.857696901862944,D,B,0
Black,Brazil,27,E,E,-86.3804994333203,A,E,1
Black,Other,21,D,B,116.99857980698296,E,B,0
Black,India,30,C,D,-36.43470549055937,E,D,0
Hispanic,China,79,C,E,-52.159652754990574,C,A,1
Hispanic,US,74,C,E,-157.59118003248713,B,B,1
African American,China,66,C,C,-38.58352222558141,A,B,0
African American,Brazil,57,B,C,154.69395091265835,B,E,0
African American,UK,59,E,C,66.63261997860408,C,D,0
African American,Germany,24,A,C,-61.08744248269466,C,B,0
African American,Other,55,A,D,-224.80037386849543,E,D,1
Asian,Brazil,69,D,E,116.72140849117922,C,E,1
Other,Other,33,B,A,107.79374315682398,A,C,1
African American,India,58,E,D,83.98973304887679,B,B,0
Hispanic,India,75,E,B,-98.02287301106321,E,E,0
Other,Brazil,76,B,E,35.286767744565,C,B,0
Asian,India,79,C,B,-93.84348274006837,B,D,1
White,Germany,32,B,D,98.76462233529983,B,D,1
African American,China,20,A,D,143.16000265809933,B,E,1
White,Mexico,33,E,D,-189.57581097920655,C,A,1
White,US,31,B,D,40.932273535091426,A,C,1
Hispanic,Germany,68,C,C,110.04566842925267,D,B,0
Other,Germany,74,A,E,43.78699371580104,D,C,1
African American,Brazil,64,C,B,-183.10902408765946,C,A,1
Asian,Germany,35,E,B,-167.85749237442212,D,B,0
Black,China,70,E,A,64.53107945522613,D,E,0
Hispanic,UK,25,B,E,44.04073307510386,A,D,0
Hispanic,Other,69,C,C,-21.354756987271617,A,C,0
African American,China,33,A,D,-65.52968963883748,E,B,0
Hispanic,US,21,A,E,-77.6420640831493,A,C,0
Asian,Mexico,65,A,C,99.03379804218689,D,B,0
White,Brazil,69,C,E,-97.55663859229632,B,A,0
African American,UK,26,B,C,34.638232146240064,A,E,1
Black,UK,64,B,D,-114.2356040438552,C,A,1
Asian,US,53,A,A,133.42406105930817,E,B,1
Hispanic,India,31,A,C,-15.499616680283602,B,A,1
White,Other,60,D,A,89.15762651831037,E,B,0
Other,US,43,D,E,-124.33331430833965,A,E,1
Black,India,51,B,D,-11.353833187947819,A,D,0
Black,China,40,A,E,-18.081785011564286,E,C,1
African American,Brazil,72,B,B,57.70157047208592,C,B,0
Black,China,29,C,A,-59.04192779937818,A,B,1
Other,China,71,B,C,77.8353974430274,D,B,1
Other,UK,36,A,A,13.084474404108168,A,E,0
Hispanic,China,31,C,C,2.957943622469576,A,C,0
Asian,UK,25,A,E,-51.26428365239758,E,E,0
White,Other,25,E,D,-15.327126344222894,D,D,1
White,Other,41,A,A,35.24449141263985,B,D,1
Black,Mexico,39,E,B,-198.03836741515406,D,A,1
Black,US,50,E,E,60.94634477940723,D,D,1
Black,Mexico,51,C,D,108.27440715128174,C,D,1
Other,Other,75,C,D,-81.42248215289325,C,A,0
African American,Brazil,77,C,C,-101.97680207846311,B,B,0
White,US,35,E,B,-195.29917763146503,B,E,1
White,US,18,C,E,-63.63347959096268,E,E,1
Black,Other,44,D,C,-23.946266822250507,D,B,1
Asian,UK,19,B,A,-61.780724706360616,E,E,0
White,Brazil,53,E,B,42.236146081567405,C,B,0
Black,Other,68,D,C,76.1458733892278,B,B,1
White,US,22,D,C,37.950222129521855,A,E,0
Asian,Other,71,B,A,-153.71961993585066,D,E,1
White,Germany,29,A,E,-109.48893523687289,D,E,1
African American,Germany,35,A,D,125.49823502867241,B,B,0
Hispanic,India,46,C,C,-28.088485231551267,C,C,0
Black,UK,48,D,D,-74.29810860138487,A,D,1
White,US,66,B,E,142.9362908806766,A,E,1
White,Brazil,23,D,E,230.48738590124884,B,D,1
Asian,Germany,75,A,A,92.5907814293766,C,A,1
Asian,China,26,D,C,-2.1479758938475886,B,A,1
African American,India,21,E,D,-189.23918827330743,A,A,0
Asian,US,25,A,C,56.51252010739491,A,B,0
Hispanic,Germany,23,C,A,-149.40481083226896,A,B,1
Other,China,20,B,E,75.12257092395339,C,D,0
White,China,74,D,B,-93.50865166193698,D,E,1
Black,Brazil,19,C,D,1.0950431199368098,C,A,1
Hispanic,Mexico,25,C,C,36.421570198979516,E,C,1
Black,Mexico,63,E,C,89.0155199412099,B,B,1
African American,Brazil,78,C,D,7.6043000874801026,C,E,0
African American,Mexico,65,E,B,-90.20379781461301,C,E,0
Hispanic,Brazil,59,C,B,-45.058935274645265,D,B,0
Black,Germany,34,E,B,-92.04046166185726,C,E,0
Hispanic,US,42,C,A,-111.1258793574105,A,B,0
Other,Other,21,B,C,1.2434350749485281,E,D,1
African American,Other,47,A,C,63.982481982138616,E,A,1
African American,US,46,A,D,-85.24751673628107,D,C,1
Black,Mexico,68,B,B,-52.713626950208045,C,D,1
Hispanic,Germany,77,C,A,-37.76863780725291,C,C,1
Black,China,65,E,C,-191.28731193536726,D,E,0
White,India,49,D,C,39.6428471398181,A,C,1
African American,India,33,D,E,-57.848501314965375,A,A,1
Asian,US,77,D,E,198.45121275096022,A,E,0
Hispanic,China,54,A,A,192.15411323367923,E,C,0
Asian,Mexico,54,D,A,-103.42622666431596,C,E,0
Hispanic,Germany,60,C,C,74.69463827079977,C,E,0
Hispanic,Mexico,64,A,C,82.94167062301713,D,E,0
White,Other,20,A,C,-180.29028437608056,B,E,1
African American,Germany,64,C,B,-20.407748522136153,D,B,1
Black,Germany,28,A,B,97.38268688369966,B,D,1
African American,US,43,E,E,19.005236353560374,B,A,0
Black,India,31,C,E,8.512462224558098,A,E,1
Hispanic,Other,49,B,A,-67.16865061516505,E,C,1
Asian,UK,37,A,B,-13.951591185135978,C,D,1
African American,China,23,A,C,47.13311683302956,D,D,0
Hispanic,China,68,C,C,239.65704412870173,D,D,1
Hispanic,US,79,B,B,-156.56604867911892,A,A,1
White,China,62,D,E,-47.768847982819274,C,B,0
White,Germany,41,C,D,-19.28750360228642,C,E,1
White,Other,40,C,B,-79.57615167199947,A,E,0
Hispanic,China,75,C,C,23.32324073101685,A,E,0
African American,Other,55,C,B,-11.105844258964993,D,C,0
African American,Mexico,71,A,D,61.10649688630436,A,E,1
Asian,Brazil,71,E,D,109.76511018858508,E,E,1
White,US,63,A,D,-79.24090057901442,E,B,0
Other,UK,58,D,C,109.26618570963645,E,D,0
White,US,55,A,D,145.6128147937343,A,E,1
Hispanic,Mexico,50,B,C,51.10408713265172,C,A,1
Hispanic,Germany,66,E,E,-39.35170331134705,B,B,1
White,Other,28,A,D,-104.21742100341693,E,E,0
Other,Germany,76,A,E,-41.07482270577067,A,C,1
African American,Other,78,D,C,-8.245571294021989,D,D,1
Other,China,65,B,B,104.75214267155056,C,A,0
African American,Germany,28,D,A,127.25657154512969,B,C,1
Black,UK,59,A,B,-34.28863840605354,C,B,0
Hispanic,Other,43,A,E,22.711784340593145,B,A,0
Other,Mexico,18,C,C,153.04813573977873,A,B,1
African American,China,19,D,C,-3.9751522225104434,E,D,1
Black,India,46,C,D,-62.421024856874006,C,D,1
African American,Brazil,49,A,C,-28.983149671732605,D,D,1
African American,India,73,A,D,-162.7984497305034,B,C,1
Asian,US,77,D,A,-41.750073273598254,D,B,1
African American,UK,22,C,E,38.67439109439007,C,D,0
Asian,Mexico,58,A,A,-39.409741978930086,A,B,1
Hispanic,Other,19,C,B,70.79394817009877,D,D,0
Asian,Germany,44,D,A,92.24125939649082,C,D,0
Asian,Brazil,46,E,B,190.33885745463235,D,C,0
Black,UK,23,D,C,174.26352866685357,C,A,1
White,Germany,78,D,B,-118.11239270954401,A,C,1
White,US,28,B,B,2.318335132266467,D,B,1
Asian,Mexico,21,B,C,-55.7547162768582,B,A,1
Asian,US,63,A,A,57.37725268080284,B,B,1
Black,UK,23,B,B,7.035859899422971,B,B,0
Other,UK,78,C,C,89.65919403202258,E,A,1
Hispanic,US,31,A,C,15.238300635419083,C,C,1
White,Mexico,65,E,C,18.66615426320927,A,D,0
Asian,Mexico,47,C,D,-104.90539941824339,C,D,0
Black,UK,50,E,E,33.066844832226636,E,A,0
White,China,36,A,E,-137.0948325976041,B,A,0
Hispanic,China,39,C,D,-252.82767387095407,E,C,1
African American,Other,51,A,A,-73.36755937100469,E,B,0
African American,UK,42,A,D,-41.58030816868492,A,A,1
Black,US,62,C,A,-183.76909682672576,D,E,0
Asian,India,42,A,D,127.76382163370774,B,B,1
Hispanic,India,51,D,A,56.952878549470576,D,D,0
White,Other,32,B,B,3.1488929893931714,C,B,0
Asian,India,53,C,E,-124.74719456918895,C,D,0
Hispanic,US,54,E,E,75.13681314381897,A,D,0
Hispanic,Brazil,57,B,E,-123.0043907853099,B,A,0
White,China,79,A,C,152.08602768717734,D,D,0
Asian,Germany,71,A,A,86.43833989923456,A,B,0
Other,India,79,E,B,-74.40048575471691,C,A,0
African American,Mexico,67,B,C,-35.75126975400516,B,B,0
Asian,India,70,E,D,-106.66767108790465,C,E,1
Hispanic,China,20,B,E,68.54877402077365,C,C,1
Asian,Other,31,A,E,10.261551483812896,E,A,0
White,Mexico,48,C,D,-33.18703436504359,D,B,1
Black,Mexico,57,E,A,-22.86920319636374,B,C,0
Black,Brazil,71,D,C,-137.20475541407555,A,A,0
Asian,China,79,A,D,123.88593096931095,B,E,1
African American,US,72,D,C,32.76276384461581,D,B,1
African American,Brazil,51,E,D,-128.9966512297091,B,B,1
Hispanic,Germany,68,B,C,162.0856710751266,B,B,0
Asian,UK,62,E,C,-81.47927705632868,B,A,0
Black,China,49,E,A,50.044847084718725,B,D,0
Asian,Brazil,51,D,D,97.48231963551285,A,B,1
African American,China,63,D,E,35.79402964042886,E,D,1
African American,Mexico,47,C,D,-91.69672284030467,E,A,1
African American,Other,62,E,A,-63.929118519177806,A,A,1
Black,China,30,A,E,-42.79506392962046,A,A,0
Black,India,68,B,A,-98.62017388574766,C,D,1
African American,India,72,B,A,40.73079958057158,A,D,0
White,Brazil,33,E,A,-61.26602482974563,D,B,0
Asian,Germany,52,B,D,-149.0960376385998,C,A,1
Asian,Brazil,72,B,E,204.0791190848107,D,E,0
Hispanic,Other,71,E,D,92.53702262920493,C,D,0
African American,US,79,B,A,-7.605928660797269,B,C,1
Other,Brazil,69,E,E,70.43055824368719,B,B,0
Hispanic,Other,68,A,A,-15.37555761619814,C,B,0
African American,Brazil,19,C,A,-19.635168092871783,D,E,0
Black,India,29,E,C,79.87097560823683,C,E,1
Hispanic,UK,77,C,D,15.331504801133036,C,E,1
Black,Other,74,B,C,63.64721273413328,C,B,0
Other,Other,74,E,C,44.820026632162765,D,D,0
Hispanic,UK,27,E,A,-166.216970852942,A,A,1
White,Other,64,E,C,26.563516923616344,E,B,0
Black,Other,75,B,D,-128.8633228021239,B,E,1
Black,Other,44,C,B,12.99576215552416,A,B,1
Asian,China,79,C,A,-70.68214354894774,E,A,1
Black,Brazil,29,E,A,-14.256191292153758,C,A,1
Other,Mexico,66,B,C,-42.760362315436836,C,C,1
White,US,72,E,E,-9.452699392399483,B,A,1
Other,US,46,D,E,-2.1687400213685706,C,A,0
African American,Germany,34,C,D,-37.455583112542506,B,A,1
White,US,53,E,D,105.47948831810108,E,D,0
Other,Other,39,B,E,34.46854181681564,D,E,0
Asian,US,21,C,E,111.83611261895317,E,C,0
African American,India,77,B,E,98.44464074821339,D,A,0
Other,Other,46,A,C,24.49833003036553,C,E,0
Hispanic,Other,26,B,C,-80.49211969119183,C,A,0
White,Germany,40,C,D,63.43466404544979,C,D,0
Other,US,39,E,C,53.48457355151165,D,D,0
Hispanic,Other,79,E,B,-31.43912163600951,D,D,0
White,UK,22,D,D,-19.98314912314338,A,A,0
Black,Other,41,C,A,73.10459792760767,C,D,1
Asian,Brazil,48,E,B,21.848451796112684,D,D,1
Other,Germany,67,B,A,-198.7448578643464,B,A,0
Asian,Other,37,B,E,-100.36224742846846,C,C,0
Black,Germany,36,C,B,106.27864399479428,A,E,1
White,Mexico,77,A,C,-10.961841599292827,E,B,1
Asian,Brazil,28,E,C,90.46353001840549,B,C,1
White,UK,19,E,D,-47.38700383171278,D,B,1
White,UK,36,D,D,214.26706083190922,B,E,1
White,Mexico,24,D,D,-22.008950141992674,E,C,1
Hispanic,China,31,A,C,1.1258033452909635,D,A,0
Hispanic,Mexico,64,A,A,-11.700682821062754,C,E,0
White,Brazil,67,D,B,245.1780908352706,B,C,0
