veteran,gender,nation,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Yes,F,Brazil,30,D,-127.83285949511531,D,B,58.028115379075665,91.32696206417238,-259.30721643143255,C,D,0
Non-Veteran,Female,Mexico,43,B,-50.89194387724197,D,B,-90.4996353016463,104.57179096631444,-58.02752237231454,D,B,0
Non-Veteran,Non-binary,Mexico,43,D,92.58351764938743,D,E,-104.31182617261472,31.512955743421745,-83.55318846928303,C,B,0
Veteran,F,China,59,A,-4.366490408149813,E,B,100.43457677267338,-164.46340841902438,-165.50093282409043,A,C,0
Yes,F,Mexico,19,C,203.1725935933716,A,A,108.6673947633285,-25.30013257292546,-167.47999884124883,E,E,1
No,Non-binary,US,26,C,-90.252638373643,E,E,-92.57947386442493,37.13758467316724,-120.40886760460276,A,E,0
Yes,Female,Brazil,52,C,39.20526863411709,D,C,-66.12871994195726,82.84361028620563,-69.60636599882335,A,D,1
No,Male,Other,22,C,-45.46411361497038,B,B,91.72112047269215,30.464459271558493,-75.85814553870419,B,A,1
Non-Veteran,Non-binary,Other,26,C,-68.38856550494519,D,E,8.474108218943382,19.239441655274874,-77.44020801344514,C,B,0
Non-Veteran,Male,UK,48,A,259.24509724120094,E,D,-8.73070624581651,11.164901951906003,-8.79394823070827,C,C,1
No,Non-binary,Brazil,54,B,112.04385961761618,C,A,-153.9851239891182,187.11787147989597,-46.016718809500176,E,B,0
No,Non-binary,US,73,D,-53.77034872247803,C,B,-12.586304808999566,81.42432778445958,71.15176147673245,E,B,1
No,Non-binary,Germany,24,D,-141.90611562053837,A,D,28.758822821473355,52.55518989732374,-186.71886902442174,D,D,0
No,M,Brazil,48,C,-172.2697715891868,E,E,-106.96426666624103,-68.25568530426575,-78.70599348242423,C,B,1
Veteran,Female,UK,40,A,-26.836568222022233,C,E,-34.05438656619109,103.7572949935009,55.850467548792814,D,D,1
Non-Veteran,M,Mexico,26,E,53.95299985541149,E,E,-7.8237521772395375,40.50748269847628,-92.98262667007384,B,B,0
Yes,M,China,66,C,46.314457828123274,E,A,348.793578164692,-14.007466153784097,-48.30501346418944,D,A,0
Yes,Other,India,18,D,-71.1034244097354,B,A,-74.00228065950924,-87.31327626390072,168.36608861221882,A,D,1
Yes,Other,Brazil,52,D,-82.61121905466567,A,E,-63.63222932481472,-22.005935078119094,-25.164053540301047,D,E,0
Veteran,M,Brazil,73,B,-83.85389759069642,E,C,108.08025390471884,-8.306257092329732,101.4473777001648,C,C,0
Non-Veteran,F,Other,64,A,-114.80707916192752,E,E,-89.83002222281324,-0.13822450248390117,3.2519643702256156,D,E,0
Veteran,M,UK,26,E,-32.69948409937846,E,A,-23.044242511809244,52.26585579892333,-93.7327335383731,E,D,0
Veteran,Female,China,33,C,174.28172969409593,A,C,-2.4857398165505753,160.85216888982896,30.948123585620714,B,D,0
Veteran,Non-binary,Other,67,E,-9.69249249480936,A,D,-113.08989718746992,9.620670123319428,29.764181530882578,D,C,0
Yes,Female,China,54,C,-27.232393851814262,E,E,-59.755941835957316,48.660903520525395,-74.28768429955207,A,E,0
Non-Veteran,Non-binary,India,70,C,-92.5790451838173,C,E,-74.69940563983451,-24.656046616724932,-89.13336933557702,A,B,1
Yes,Non-binary,US,54,E,-36.258197324734525,A,C,40.291528576116455,-33.957957410095005,-118.06557373761382,D,E,1
Veteran,F,UK,71,D,16.546312888906634,C,A,-136.49081946655676,-39.09634904978315,20.308798257844348,C,D,1
No,Non-binary,Germany,39,D,80.16160846633261,E,C,152.20125519017958,-111.8936848981848,-22.914740577589004,D,D,1
Non-Veteran,M,Other,64,C,-134.9087473277274,A,A,-41.53277261369729,-185.19296066532326,65.4716700952931,B,D,1
Yes,Other,Germany,26,B,-306.82007083746475,C,B,171.32724238543238,261.6313343715597,14.658837324942903,D,D,1
Non-Veteran,Female,Brazil,31,E,1.449142461151316,D,D,-107.7647767656138,-228.06922332892609,3.292771518803385,E,B,0
Yes,F,Brazil,50,D,-91.37993477608174,A,B,-56.16608832348907,49.42859535777985,-206.67864739083294,D,D,0
Non-Veteran,Non-binary,Other,28,C,126.1856141418789,A,E,-49.205465641944144,-85.9064602157335,12.50355751952546,A,A,1
No,M,India,77,C,-144.25949280971028,B,C,88.25728449552153,-35.860098534667536,-46.964580530508684,C,C,0
Yes,Other,US,57,B,-205.85683467089163,C,E,103.5809146514839,-133.04907156129786,12.63060039716502,D,A,1
Yes,Female,India,67,A,136.67322113644724,B,E,25.956016663096797,-26.634789881314198,-163.6088605280903,C,A,0
No,Non-binary,Germany,47,E,55.319752567253055,E,E,124.36797819503799,49.199310218475404,-13.887292347659418,D,E,1
Veteran,Male,Mexico,18,C,24.90225909929456,A,A,21.8069542836154,29.103072429978123,141.59975318286945,E,A,1
Yes,Other,Other,46,C,-95.93180699991612,B,E,218.28245502974886,39.09208714573958,152.60965410530864,C,A,0
Non-Veteran,Other,Other,20,E,17.0607726991403,E,C,-106.9233145729899,-102.98257848701482,-25.50711232545965,D,D,0
Non-Veteran,Female,UK,49,D,17.712763941201164,D,D,-99.48354418613494,78.88261248793796,-0.7468484000773379,C,B,0
No,Non-binary,UK,28,C,-95.32821173444772,A,E,63.54450070071543,-52.71361838381225,100.4834285054399,A,C,0
Yes,M,UK,48,C,163.42411883262363,D,D,-41.490519964158935,134.3818931207603,-44.25226879524395,B,C,0
Veteran,M,Brazil,18,D,-89.8281585695569,A,E,42.43863083466519,-146.79347623272122,35.927568857161724,C,D,0
Veteran,Female,UK,36,E,54.08655150064313,B,B,4.939989912365403,-35.75426750224664,30.858597754131672,E,C,1
Yes,F,Germany,33,A,-8.411546339544019,C,C,-19.844976955570818,-137.94736281386005,-52.317728770147674,B,B,0
Veteran,Female,India,20,C,-99.69320201755131,D,E,8.804659785466901,-93.9410450194978,33.11615781647805,E,B,0
No,Female,Mexico,77,B,-30.075085628851046,A,A,-70.8887440881054,226.18483264238267,-138.66082206574714,A,B,0
Yes,Non-binary,Germany,24,D,-63.50873972895409,B,E,18.915174844739532,69.34746367958704,48.35088589138367,D,E,0
Veteran,Female,China,53,A,240.289245910925,E,C,121.7678529670299,-47.69658552271475,-8.494720732714816,D,B,0
Veteran,Non-binary,India,26,C,69.86359144747321,E,C,-104.17663400030706,25.163198405793725,36.08086111379018,C,C,0
Non-Veteran,M,Other,42,B,130.95432419547805,C,E,-12.045395282099202,-14.221830932482582,-73.37926875575236,E,D,1
Yes,Female,Germany,77,D,198.5758768811908,E,A,-92.06581977218396,-30.8726125466507,217.83503630840056,C,C,0
Non-Veteran,Other,Brazil,19,B,-99.44801965501536,E,B,-33.02189839092037,29.970706633135247,-66.99584161762232,D,B,0
No,M,Brazil,44,A,5.72557369993555,C,D,-80.50886232937545,118.31070097684105,133.98706704694501,D,B,1
No,Male,Mexico,22,B,130.97205382690652,E,E,-207.43755293214207,-14.597655971057804,157.03826360818152,B,C,0
Veteran,F,Brazil,59,D,78.84878282950963,D,D,-145.0324921026558,-84.9599593689168,71.07612058474888,D,D,0
Yes,F,Other,40,D,-11.327070285570203,D,E,-41.47997435081962,109.30897495675961,32.92449661081133,D,C,0
No,Other,China,58,C,11.867984593268007,D,D,60.37820405826132,-24.56349461731213,-87.06638903289307,C,C,0
Veteran,Female,UK,68,E,-47.491099452140276,A,E,-143.98546849149184,-25.08208942852601,-155.68782451711274,E,A,1
Veteran,F,US,18,E,59.747917425588284,C,A,-73.847156109779,-42.22721297945659,-203.73671636148373,E,B,0
Yes,Non-binary,Mexico,70,B,128.260992936381,B,B,-299.66396604526886,-20.542831033927012,-108.5173316908207,A,B,0
Yes,Male,Other,24,A,-79.36340845369368,E,A,4.504267268665283,65.03654741522648,-156.30847501201234,B,B,0
Veteran,M,UK,48,A,-82.07388349498801,A,A,-22.53068155314464,-45.98514893514065,15.29082024120482,E,D,0
Yes,Female,UK,74,A,-8.095718474460433,E,E,149.14842671157191,74.13556700581405,75.67058069721824,A,D,1
Yes,Other,Brazil,32,B,19.5762688261731,B,B,-181.38579023200367,0.5451658873714458,-95.31801462374152,E,C,0
Veteran,M,Germany,55,C,69.94784061804029,E,D,-1.3476264466900132,-86.51495007015895,-47.27184762416065,B,D,0
Non-Veteran,M,Other,51,E,-105.49903677305042,D,A,-83.36978154140596,55.54768464803449,-199.65828218481207,A,A,0
Veteran,F,Mexico,20,A,101.96548354361524,B,B,-67.00967330791673,-130.8878697322836,19.39768521485362,C,B,1
Non-Veteran,Non-binary,Germany,32,D,-68.28432119191487,A,B,-71.22145910353126,-81.28146202112396,-87.25609337914366,A,A,0
Veteran,Other,UK,69,D,-20.173893718707664,B,A,-66.87302489686691,-102.77374906130186,-40.96710172275608,E,B,1
No,Other,China,66,D,-136.46726134556272,D,A,76.89007856953795,-110.01950199658084,118.13538102012583,E,E,0
Non-Veteran,F,Mexico,79,A,-50.57746402130833,C,A,-83.65682530857103,67.43282576192009,-325.0995183313486,C,B,1
Yes,M,Mexico,29,A,-168.70571862123458,B,B,-24.249322916016375,-170.71123035007366,21.390327140983505,B,D,1
Veteran,M,Mexico,60,B,-127.01933697908136,C,B,96.0352070003685,-133.64119245849034,-45.39551527703347,E,D,0
Yes,M,Brazil,71,A,50.493491330392004,A,D,-102.43020058841665,186.60716111718108,-139.77506834080194,B,D,1
Veteran,M,UK,43,D,-141.90738115320386,C,B,-156.54608029073776,-82.12432879465895,22.392449614491287,C,B,0
Yes,Female,UK,56,B,-67.7895602696001,C,B,-0.5182546785486284,-4.323653154587738,72.64860543572516,D,A,1
No,Male,India,60,E,-54.68659547448394,B,D,-32.424364175783424,-83.02966134296234,-51.59773378632888,E,C,1
Veteran,Non-binary,Brazil,59,E,53.4816081885994,A,E,-14.468074545069513,62.763815668182566,28.502622093066353,B,D,1
Yes,Male,UK,23,D,273.9097998965384,C,D,-182.64356778384106,-143.90444280175498,-95.11234181452738,A,C,0
Non-Veteran,Non-binary,India,23,A,98.19398296104328,C,D,-3.7522547400008577,-85.8657249382562,-22.320225211358544,E,A,1
Yes,Non-binary,Mexico,38,D,146.6681177505121,D,B,68.00068752886487,84.06329917378443,-58.77168710686277,A,E,0
Veteran,Female,UK,61,E,-84.96060073466636,B,C,38.665851230139495,85.36514311675026,-8.751321779060182,A,B,1
Yes,Female,India,37,C,10.754312081362407,D,B,17.76367457913068,39.88457939013222,-200.7006095377503,E,E,0
Veteran,Male,US,65,C,46.2169884363133,E,E,6.397721033787832,-43.330107352547174,-152.86826639577535,B,C,0
Veteran,Female,Brazil,36,B,-38.732079060740645,B,B,35.97755669081835,-36.07295967959295,-52.55363150297021,C,E,1
Yes,F,Mexico,52,E,97.73510687596922,A,E,-59.34032702662565,12.413438451509592,165.93408410053735,E,B,0
Veteran,Other,India,65,A,118.87159457606373,C,A,-36.939008866834406,-37.32530865919267,-0.900169108008624,E,E,1
Non-Veteran,M,Germany,18,A,-124.11156178422269,B,A,69.27620866519634,-51.878115307599025,-61.25568514065106,E,D,1
Veteran,M,US,47,A,98.31981485153005,E,C,77.893612374211,-97.81370167279998,-45.798590163812925,D,B,1
Veteran,M,Brazil,42,A,-28.84609775824166,C,B,103.611352995387,-20.367668021626674,-1.8444477838519804,E,D,0
Veteran,Female,India,72,C,-28.497223328998384,D,E,-136.50090661570871,30.993758670515774,-113.4539291341221,E,A,1
Veteran,Non-binary,UK,36,B,-61.77954590541732,D,B,-27.95837569161263,-59.53068326989233,-46.18926438061276,D,E,0
Veteran,Female,US,37,C,-167.0068591904486,A,C,-76.46574032448267,45.32907421048256,-150.33983727132997,D,E,1
Non-Veteran,Non-binary,Germany,71,E,-44.02710456793301,E,E,-55.6465793899271,94.15402430914574,44.30531130504398,E,E,0
Yes,F,US,20,D,96.43186708772218,C,C,-119.01077055224722,-136.1751410040892,112.11131600082807,D,B,0
Yes,F,Mexico,73,E,-153.5615511596508,E,D,-59.37000737053167,61.48850994233888,82.10460724746842,E,B,0
Non-Veteran,Male,India,52,E,58.140514819248914,B,C,-122.92431257381831,71.96748585270701,74.10903779415476,D,D,0
No,F,Mexico,75,D,-36.486586926846364,C,B,-102.61565557521382,-96.44359725683344,-35.98179673060435,B,B,1
No,M,Mexico,36,A,-220.30342826750666,A,C,-190.2940040623698,-65.6899168494154,19.4688990177386,C,C,1
No,M,India,25,E,77.3661355026089,E,E,63.303426949658245,-79.05214793738487,-39.92034746185683,D,B,0
Veteran,Male,Mexico,46,A,26.093392624233125,B,E,311.02757517626645,-203.1534342856225,30.480706433372262,E,B,1
Yes,M,Mexico,66,A,-184.5238233851328,A,A,115.25453823488124,-157.81375928105692,54.83475669142733,D,A,1
No,Female,India,69,D,-74.96613223052985,B,B,-168.99335256129885,58.27085836534805,39.30444853387455,D,B,1
Yes,M,US,42,E,-87.37529277350896,D,D,-42.55618516503664,-112.23796524377664,15.927067628602632,A,E,0
Yes,Female,China,75,B,7.53582579683184,B,D,13.047527926631467,-163.12140837661715,-21.49980613163906,C,D,0
Veteran,Other,China,26,C,-81.22098565938238,A,E,-62.95863694275526,199.9288470672949,-40.368301747261334,B,A,0
