religion,sexual_orientation,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Muslim,Homosexual,No,21.68363082775536,D,C,C,-53.61254423310401,-23.142364691616653,C,D,141.56080551571588,-97.1672190997293,B,C,E,1
Muslim,Other,Mental,27.196340436012363,C,A,E,-135.75824906435017,45.26983274846164,C,E,149.37259788808078,21.2605253761578,E,E,A,1
Jewish,Other,Both,-126.43578036864847,E,D,C,164.21573833509458,33.84311061487951,D,E,-129.67474724054696,190.33500030840924,D,D,B,0
Buddhist,Other,Mental,80.74419796291274,B,D,E,-143.87637434373917,115.91726951830638,A,E,-64.97534643203255,141.92233499077557,B,C,B,0
Jewish,Bisexual,Both,-30.383766827471558,C,D,D,67.60493577383095,28.94694918525592,B,C,64.28865388935175,61.12333748953389,C,C,C,0
Other,Heterosexual,Yes,68.58007183802812,C,E,D,-68.64055609798066,236.9068003741969,B,C,-73.78480238646355,149.55200993247522,E,E,D,0
None,Homosexual,Both,11.542043733540918,E,E,E,106.59670708640299,101.67555269861595,B,D,82.37797979911515,36.31410932273023,C,E,C,0
Muslim,Other,No,-170.87728468495555,D,B,B,197.13054642284095,278.52354406789163,C,D,66.24654139861666,60.275122083872304,A,D,E,0
Christian,Bisexual,Physical,46.08616522574228,B,D,B,-109.72184170677741,-50.330895179283594,A,E,54.335354558158485,22.399660342329337,C,D,A,0
None,Bisexual,No,-18.84080767455132,A,D,A,-21.459065476577095,98.85261913408964,D,A,105.09656938729563,186.46072153171536,A,B,E,1
Muslim,Other,Yes,-63.99275344254106,D,E,C,84.8529486406649,-13.453389772186142,E,B,26.108219592049693,-154.8899221137521,B,B,E,1
Christian,Homosexual,No,-41.66439137851823,A,B,C,97.7863679491445,-17.277756750556236,C,E,-58.322804533053166,110.09132551126142,E,A,C,0
Christian,Bisexual,No,51.05877238460991,A,E,A,-52.67969660085961,-6.568350398448522,E,E,-93.11204669022281,-111.4524667378963,A,C,D,1
None,Other,Physical,146.14995065182626,D,A,D,-31.249116165073517,-188.8162263489857,C,E,64.19325168493111,75.3569302253153,D,E,B,1
Christian,Heterosexual,Physical,-134.74840489708004,C,C,C,143.53855311318105,8.912505688132356,A,E,-150.55065366748218,-236.22254346961017,B,C,B,1
Hindu,Other,Mental,42.44711940552768,E,C,D,11.085307783773159,101.71061896062193,C,B,73.34289194209175,-152.35591140175643,C,B,A,0
Jewish,Homosexual,No,194.4405211561109,A,B,E,-86.6069105258066,-20.46480077215093,B,B,62.739602886990696,-140.67981050825097,A,B,D,0
Hindu,Homosexual,Yes,-70.89997756451424,B,A,B,-184.0773683817345,-43.071659779652485,E,E,177.5788834294823,50.755212789121664,E,E,B,0
Christian,Bisexual,Both,-48.61206121592734,D,B,A,11.234591862283875,-1.5699345557661923,C,B,-152.62726381208546,-20.58409792447599,C,B,A,0
Other,Bisexual,No,-15.959982710453039,D,A,B,79.34952369937044,-1.7740259275915673,C,E,-17.77594078013404,-140.6803484711838,B,B,C,1
Other,Other,Mental,-100.78827107589319,E,B,D,7.67169303140723,-10.569373156037193,A,A,122.82122514467886,45.12892767666097,E,D,E,1
Jewish,Other,Physical,91.24977156407161,A,C,A,-21.64461339540977,18.956110376684318,C,B,160.8310586106837,32.01239963223264,B,D,A,0
Buddhist,Heterosexual,Yes,23.986634375991763,B,B,B,-135.823777892865,-50.3037077939508,E,D,-52.6690515330332,-141.56739999480376,A,A,E,1
None,Bisexual,Mental,18.06860345620837,D,D,B,22.527265963335903,17.652942884806976,E,E,-47.13750588156274,-112.91832796995406,C,E,B,0
Muslim,Heterosexual,Yes,58.38462616450892,D,C,B,12.07813803503362,30.936450397578742,E,A,-111.61257256154862,-51.31461872807369,E,B,E,0
None,Other,Both,-100.79369835733358,B,A,C,126.99782541275138,-150.73054528271342,B,E,-36.14101802475782,-49.795599128639054,D,E,C,0
Muslim,Homosexual,Both,-116.92504676455013,E,E,A,-27.588710190088,-49.806435810769514,A,E,18.93020539724403,-26.697365172420767,D,B,D,1
Buddhist,Bisexual,No,3.336946126203439,C,A,D,118.56212527067744,-71.27212189348863,E,C,-53.18148232727502,34.76699525944874,E,B,A,0
Jewish,Other,Yes,10.968114042561513,A,E,A,-117.51686570244244,85.72561477420983,E,A,-20.07837582245198,-22.771675942352736,D,E,B,1
Christian,Other,No,-291.87508789658636,C,D,C,-184.11045077340665,163.12509966542896,A,A,68.96044158355454,-138.5417518191502,A,E,B,1
Muslim,Heterosexual,Mental,-62.021465884737516,D,C,C,-20.62423648868581,-151.3145810466095,A,A,65.03401070052946,-54.72431824572762,A,D,C,1
None,Bisexual,No,111.9576935837502,C,B,B,37.68302859528811,-83.91857708357013,D,A,94.62430546755401,25.111071460772926,B,D,B,1
Buddhist,Homosexual,Both,-1.6244307779765026,C,C,B,-119.27544002346622,29.72500510075306,C,D,66.51896296091103,-57.92010635346357,B,C,C,1
Other,Other,Both,-36.656401218562415,B,B,C,-111.98235252403525,41.268538604200664,E,D,56.19552715674546,-139.5573679610599,C,E,A,0
Jewish,Bisexual,Physical,160.03453860335884,C,C,D,45.307500668768355,45.69347776672906,D,D,24.104345149784976,-88.06757470430362,E,B,C,0
Buddhist,Homosexual,Mental,-124.75594233398199,C,A,E,16.095616322093445,-50.44736134561466,E,D,-16.645123223518326,162.04250637966632,C,E,D,1
Other,Other,No,-1.7035277010742766,B,E,D,41.684108489934346,-38.76562339822742,A,B,-83.33736073995355,-36.98090542771668,C,B,A,0
Muslim,Heterosexual,Both,-74.82298833980995,E,A,E,-34.65859898513129,26.819789321967193,D,A,-72.9986450619887,-56.39483259768464,B,E,B,0
Christian,Other,Mental,-87.36223883649066,A,B,B,-47.47729934774802,215.2644032107836,C,D,218.87701766787626,-137.85842379239693,D,B,D,0
None,Heterosexual,Yes,-17.492745225888164,E,C,E,89.60150460678723,-89.21999753999857,A,A,107.06475104048891,-49.60905011481196,A,E,B,0
Other,Homosexual,None,35.448365746765305,B,D,C,-143.77467488078415,101.64196426449008,B,A,-75.99448138225961,107.30147318157633,E,B,E,0
Hindu,Other,None,-24.478730307533244,B,D,A,-61.11189977021626,-21.809143523993317,C,E,-47.362773189179464,162.4734039292844,B,A,A,1
Other,Homosexual,Yes,-15.585597660037893,A,C,D,24.977612398957902,92.83536352351923,A,B,-45.30269587018611,-97.35396255408398,D,E,A,1
Other,Heterosexual,Yes,88.90615385472164,D,E,C,-24.146133484679332,-54.91447728853993,D,B,3.9067977722138463,-50.222264256602756,A,A,B,0
Buddhist,Heterosexual,Physical,-34.01263224134802,A,C,C,-108.68766413891662,-122.51607605103294,B,A,-146.7949315403988,-121.57947943128036,D,D,C,0
None,Heterosexual,No,-37.820347124036466,C,E,C,-53.10868843625814,135.3239746407015,B,C,34.95689995972249,-35.80505724379988,C,B,C,0
Jewish,Heterosexual,Yes,-5.151848723427792,B,E,B,-130.70532993546294,-1.7608342577438465,E,B,56.08670278490825,-77.97092863902716,E,E,A,1
Buddhist,Other,None,73.77677839713137,C,D,C,134.74045898465744,29.39711536060044,B,D,233.27911030141175,19.0968448685934,D,C,B,0
Buddhist,Homosexual,Both,-113.62891868749409,C,E,D,-81.00838817008535,6.522343816624987,C,A,158.76227780877642,-120.44075469605771,C,C,A,0
Hindu,Other,None,234.15840673623353,B,D,E,-59.607228172966586,-11.137320343145749,D,B,110.63095497388828,-62.03228335278463,C,D,C,0
Jewish,Bisexual,Mental,-140.21109470604253,A,E,A,43.80511821675812,191.24961700073834,D,D,224.20978865529207,108.59720970605781,D,D,D,1
None,Heterosexual,Both,138.59093233081444,D,B,D,11.235589385638825,-95.78453366829717,B,E,-141.91529710883145,46.69143982710345,E,C,B,1
Muslim,Heterosexual,Yes,5.670565707547497,E,E,C,-24.453121579978276,-16.745886665334137,C,E,-192.35574911253966,4.307772582935251,B,B,E,1
None,Other,None,-105.00310402035713,C,D,E,-132.58055400954896,-123.66112512360598,C,C,-107.99010593789748,112.93386447964562,B,C,D,0
Jewish,Other,Mental,131.0441227434167,D,E,B,40.77040620527576,-5.337230658517197,E,E,24.56068493610347,-109.63374571226991,C,A,D,0
Jewish,Other,Both,-135.03485307173793,D,E,D,-180.24149718822648,181.99706209150824,B,B,101.92333461340135,39.37354251465598,B,A,D,0
None,Bisexual,No,116.57370269093525,B,D,C,-18.745213238347528,49.90504387225304,C,E,-171.58288793971906,-165.30685149391428,E,E,A,1
Christian,Other,Physical,27.650063588975932,D,B,E,41.190540204798545,27.04081669937885,C,E,91.0142386544609,-159.59100468698196,A,C,E,0
Jewish,Homosexual,Physical,190.0103331530856,C,A,D,106.83197576569931,-59.93775856993956,C,B,4.0517232729103085,78.13294156324515,A,E,B,1
Muslim,Bisexual,None,-26.798898160688545,E,B,E,166.18362100487022,-81.36060205709265,E,E,156.67742570872673,181.91031215828025,B,B,A,0
Buddhist,Homosexual,Mental,8.397634260795876,D,D,A,-119.47550673393646,37.107382679691725,C,C,-68.40256944921698,67.68247189991217,A,C,D,1
None,Bisexual,No,63.72697274648933,B,C,D,54.23298382403555,-108.6808816467793,C,E,137.4225389538166,16.859697158704872,B,B,B,1
Other,Other,Mental,63.39728770713796,C,C,E,-3.60425945102468,50.648415474222695,A,B,47.5931133861491,-69.37097409779624,E,A,B,0
Other,Bisexual,None,-13.0847145510636,A,D,B,54.754239598791855,13.502871062376023,E,E,-99.99453747338765,28.933482202224564,D,C,D,1
Jewish,Other,None,-99.29041665725825,B,E,E,21.560104730305028,56.13998589074465,C,B,30.91552386533476,29.608880044567698,A,C,C,1
Muslim,Heterosexual,Yes,-144.11992504762992,B,C,A,60.285843263474405,-61.54668902178375,A,A,-136.58955752042232,-31.827044181138003,B,E,A,1
None,Bisexual,None,107.71728702104167,C,E,D,174.68248198274907,245.28215884988498,E,D,-179.8490239835806,-61.86535112230882,C,C,B,0
Christian,Homosexual,None,-173.25984133391933,A,E,B,139.74292638034498,-125.45081200458885,E,E,20.24172334456615,124.64756497637094,B,D,D,1
Muslim,Other,Physical,-38.52931807343652,C,B,D,47.42689118609462,-125.97652379084154,C,A,-90.8520196868453,-94.86548631861207,C,C,D,0
Other,Homosexual,Both,-60.59941568742161,B,E,B,46.39463436415173,18.867158684292427,B,A,-59.35911366196397,-146.37169166489747,D,C,D,0
Other,Bisexual,Both,1.0410576683982644,D,C,A,-41.234410483581115,179.1109700641309,A,D,-118.60933738019925,-35.584155721381435,D,E,A,1
Other,Homosexual,None,-76.80691714636667,E,C,B,4.888146555879589,-32.60060607641131,B,A,51.10056795261582,-76.11920135394072,A,B,B,1
Jewish,Homosexual,None,-10.235068857220824,C,C,B,-10.08407155461777,59.58068409230047,D,E,43.200885492903296,-166.70972384877965,B,D,A,1
Buddhist,Other,Yes,-137.23777385373577,C,B,D,-99.1107645914751,215.5915119293391,B,C,-26.816606261850538,-192.97935907666727,C,A,E,1
Other,Heterosexual,Physical,-120.52135556583521,E,C,E,85.94766835368888,109.0213451422508,C,A,-38.03969812661141,211.47789689394463,D,E,B,0
Christian,Heterosexual,Physical,-23.244883270380328,D,B,A,-156.36324619097394,-128.37497009930712,E,D,-16.132297113072045,-73.14814032552681,B,E,B,0
Buddhist,Heterosexual,Mental,-169.240809452235,E,E,A,-169.98184285275676,207.07203979408897,B,A,132.76333801763687,-58.66471911618434,E,B,D,1
None,Homosexual,Yes,-50.35040823042126,D,E,C,-32.588182239654856,-147.05222076757548,D,E,35.03541392864184,66.8158634091536,A,D,D,0
Other,Heterosexual,Both,24.467636994106588,B,E,A,-38.750573247476844,114.45120303291176,C,C,52.60061983079514,-97.65847243787694,A,B,A,0
Buddhist,Heterosexual,Yes,13.722892143080909,A,B,D,15.824785096407151,-21.275086984842247,C,D,-72.19535504316895,37.53254119520205,C,A,D,0
Buddhist,Heterosexual,None,90.3673389666818,B,D,A,-14.151361123121262,87.10886055059133,D,C,20.864309653203104,-151.16019518153027,A,A,B,1
Other,Heterosexual,Yes,-103.4519005499796,B,B,D,-68.85311854055645,-21.778011864783657,B,E,-85.70469060212082,-43.03263529758632,B,B,E,1
Hindu,Heterosexual,Both,-38.431329356767016,C,B,D,24.10044432874897,-134.13309100582023,D,C,32.551635465340524,146.69932878808427,D,A,B,0
Muslim,Other,Mental,-17.38839590732948,A,A,B,88.71570826635346,-131.4401676764911,D,B,42.37829592569055,61.87682295162068,D,A,A,1
None,Bisexual,Mental,-42.68192143710695,D,E,A,-133.9060858682233,-112.9694599769111,B,E,55.13834982297492,-260.5210145825297,C,E,B,0
Muslim,Other,Mental,103.65165552391421,D,A,D,-158.15802328847005,-112.77818598611715,C,E,103.5341115680303,94.98721738364515,B,D,A,1
Other,Bisexual,No,60.91094018898537,E,D,C,97.40573790664942,-39.617198187498836,D,B,61.59888147642455,-217.20930920574816,B,C,D,1
Buddhist,Heterosexual,Yes,-42.20228558361306,C,C,D,129.49964761208184,-77.98660433775414,E,E,-15.370606043152643,-12.878804935704974,C,A,D,0
Muslim,Homosexual,No,121.06318156757871,C,E,E,30.54753129975683,-224.87773141166141,B,A,21.527726991549013,-5.355257816833254,C,A,C,1
Other,Homosexual,Both,-5.459912572346189,B,B,E,48.32050202225061,-182.467940404903,B,E,-70.2638204356574,-40.730165924034914,D,E,D,0
Other,Bisexual,Both,-36.480310153648325,C,E,C,-29.586965501238954,150.13537085221097,C,E,261.1647195105936,-61.220956913314595,C,E,A,1
Christian,Homosexual,No,-60.35345351521204,B,D,E,-257.8970416624012,1.1524225138867559,E,E,-55.20245719226974,21.25704614612218,A,D,C,0
Christian,Heterosexual,None,28.26935427393442,C,C,B,321.6510430142103,-60.21946415836329,C,B,-57.16776875159867,4.1330028468689175,E,E,E,0
Muslim,Bisexual,No,82.04012768379624,C,C,A,54.60439437257064,135.95119651142141,B,E,23.10842195969182,-106.84543538016538,C,A,A,1
Other,Heterosexual,Yes,60.93250012188894,B,C,C,56.961939129731164,5.4540053802584705,C,C,-57.32581144457237,40.2032396122361,D,B,C,0
Other,Homosexual,None,71.38779842817651,E,B,D,6.574081890754679,38.20291007272775,D,E,111.26199726651144,-151.59102529788873,C,A,B,0
Jewish,Homosexual,No,-52.800153169185634,C,C,E,100.14464230289892,77.75958023232103,C,B,-10.311603226906763,73.20321353851594,B,E,D,1
Jewish,Heterosexual,No,68.82432241035585,E,D,B,-17.076195083977996,-50.569624918593426,B,A,-22.47067887382504,134.7661433990054,D,D,C,0
Jewish,Bisexual,Both,36.764023681705815,D,B,D,41.56044099999732,-39.38883647944813,B,D,74.44349498789323,-97.56563231484587,D,C,B,1
Muslim,Heterosexual,Both,-49.04146586736817,C,C,A,-173.04047701896258,-59.15775342539257,A,D,13.839151456777756,-84.75365980202005,D,E,E,0
Jewish,Bisexual,None,-49.36083150512423,E,A,C,35.44246491248166,-87.98070511629398,A,D,-52.899019041142125,-184.37292407042833,B,E,A,1
Hindu,Heterosexual,Yes,46.942769391035995,D,C,E,-174.68208404359476,139.6346493861934,B,D,-82.55862541820413,-112.67233846909168,E,A,C,0
Christian,Other,No,103.55357715988467,D,D,A,32.06419097796784,-77.24621938297375,B,A,-129.47945796837718,181.63337851596484,E,B,D,1
Other,Homosexual,No,40.63553999469293,E,A,B,79.56279891210858,-33.15443536515209,D,A,-32.479225736390184,56.084103084463436,D,E,B,0
Hindu,Homosexual,Mental,-126.05288130773728,D,D,C,-19.581534343337932,163.20425979166274,C,D,-41.561244841099,-100.49332168807122,A,D,E,1
Other,Homosexual,No,10.681554958563638,A,B,B,229.28037661074637,65.25197944704388,D,C,18.88450209758524,113.79061176939746,B,E,E,0
Muslim,Homosexual,None,136.52928477056344,A,C,A,169.86775335626487,-150.99488911109015,A,B,62.299705548785035,-10.848916234665793,E,B,B,0
Muslim,Other,No,83.5477904479383,A,E,A,22.289250242456085,39.81172724532976,A,D,-25.88377159121699,-115.41338455298636,B,D,C,0
Buddhist,Bisexual,Both,-17.415652906630484,D,B,B,-139.8778990208141,-182.81881256108397,A,B,42.71041898348633,-9.754092352238343,B,C,D,1
Buddhist,Heterosexual,Both,78.66153708752928,B,E,A,-15.997614825675532,-229.24226293857944,B,D,-91.92700218147357,-75.50424744196931,A,C,C,1
Other,Homosexual,Yes,-96.5342586410055,B,B,D,-15.144504426087893,67.97465028998981,D,A,-166.27565511519444,16.542418888620595,D,A,B,0
Buddhist,Heterosexual,None,-2.2495499891496284,A,D,E,69.10486197916377,13.823021055908999,B,C,-55.22035489133973,-50.646359560887575,D,A,B,0
None,Homosexual,Physical,-30.470015855968846,E,C,D,-16.744854415537578,1.4357345668249268,E,E,-67.68005446160703,-10.919081458864484,E,A,E,0
Muslim,Other,Both,18.435416187035962,A,D,C,77.10825749435286,169.13071870924375,A,C,117.63252487268538,45.78696490709568,E,D,E,0
Christian,Bisexual,Yes,-21.08554953294194,A,C,E,-119.38661708808415,-217.28460806478247,E,C,79.09034291399638,202.43718640923566,B,A,C,1
Christian,Bisexual,Mental,-62.9049643964267,B,A,A,-62.298703211322284,-54.37029635227416,E,A,-24.532011523956225,-75.6416772630489,B,C,C,1
Buddhist,Heterosexual,No,48.847441737993286,A,D,D,62.125923500374256,140.28902760625706,D,B,-63.662479980325415,-20.146993458794764,E,A,B,0
None,Homosexual,No,-65.3373561259611,D,C,C,51.797446036722086,126.86852663271712,D,D,56.259085022597354,74.81057793981833,E,E,E,1
Christian,Other,Both,62.75397475597826,E,A,E,-122.5257119149101,108.48528164901398,D,C,-80.51484470788066,184.11967167911342,D,E,B,1
Christian,Heterosexual,Mental,249.16904221745907,E,B,C,17.485053360623905,40.083340357472736,B,E,-49.88179945266657,-0.5107375026445232,A,C,C,0
Christian,Bisexual,None,11.39028208082664,A,D,B,181.49000812768054,62.60134788388548,E,A,-85.35810274100058,-197.82505178301284,B,C,A,0
Muslim,Homosexual,None,-54.80798911595228,E,B,E,104.18801774531032,-23.87144319330729,B,E,40.86793724698833,-3.119668375833997,D,D,D,1
Hindu,Homosexual,Yes,3.7952924337530605,D,C,E,57.66544756316681,-1.7666499749816105,E,D,88.75636072017022,-130.40445865279128,C,E,E,0
Other,Bisexual,Mental,205.12506777376797,B,D,D,-122.23055194235239,-53.147698301773595,B,B,-64.70529037594208,-46.270124144458144,E,E,C,0
Other,Other,No,191.7890750975168,C,B,C,28.505644389661462,90.80760582475556,B,B,-40.1917717517753,-122.77451617253006,D,B,C,0
Buddhist,Heterosexual,Yes,88.16321456311653,C,B,B,-9.504712408387125,2.0838632140104534,B,A,18.933091749275242,-94.30699750916177,D,A,C,0
Other,Bisexual,No,-23.5712176622345,D,E,E,-93.1122617887814,18.667399113981258,D,E,45.43568851902915,-4.316598770764649,B,A,B,1
Christian,Heterosexual,Physical,-52.69316327021475,A,D,B,205.76052022954184,-16.331547316715895,D,C,43.9588565445934,-163.5953857952913,C,B,B,0
Jewish,Bisexual,Both,7.03878197840222,A,A,C,113.64808267191692,33.52008748181991,B,B,0.9149042228485316,-9.239965396491323,B,B,A,1
Jewish,Homosexual,No,165.69030081945888,E,E,B,111.5415842727695,24.657168489580116,D,C,-33.94149607415317,-285.2799135730967,C,A,B,0
Hindu,Other,Yes,-52.83232456433098,E,D,D,-14.890651645981723,64.25425056153394,B,C,167.18179264032958,-61.334123117409774,A,B,B,0
None,Other,Physical,7.220694589443341,A,A,B,246.6697837500731,71.9606502476102,E,E,-1.2976645119997992,-10.216280310451983,D,E,E,1
Muslim,Homosexual,None,23.950508211234155,C,C,A,-155.3723053226817,29.1334496086599,C,D,-38.16204556423119,-42.50184016350247,B,A,C,1
None,Heterosexual,None,-18.64767265630086,B,B,A,-31.162196536381,56.4585074671608,C,E,163.52351773975903,91.53568325088781,C,E,D,0
Christian,Other,No,-76.13289540519561,A,B,D,-117.45242409191859,-32.13698984040096,B,A,74.50514512188832,-89.65215976596419,E,E,C,1
Buddhist,Heterosexual,Mental,94.73349338912114,C,E,A,-88.57682248571412,77.11098407256752,A,D,29.20015255929367,198.24644785479643,C,B,D,0
None,Bisexual,Physical,-290.12913916498877,E,A,A,46.395581586586665,119.44297471597811,D,C,69.80120710118814,80.92283096003294,A,B,A,0
Christian,Heterosexual,Yes,102.56610165809734,A,C,A,-35.63171304644553,-93.9429970059157,E,A,-36.87202081541982,-203.18255111584284,C,C,C,0
Christian,Homosexual,Yes,143.27098887330317,A,B,A,56.60183175640433,-68.24540882286372,D,A,21.084452532118142,122.41964206585352,B,D,A,1
Hindu,Other,Mental,-61.14242693896116,C,A,B,-40.877432095183806,-53.88523018471258,C,D,44.61880561830924,-43.978020271246585,E,D,E,0
Jewish,Homosexual,Physical,-60.21418414810839,C,D,C,-55.04465264480375,23.220347210320252,E,E,20.383466330015604,169.93896695590058,C,C,B,1
None,Homosexual,Yes,196.46559303621052,B,B,E,46.468759117774376,-63.19598393389474,B,D,-184.66430033788038,42.17087001496823,D,A,B,0
Muslim,Other,Physical,129.15961072080842,A,D,E,53.23616425881068,55.04378533503854,D,D,72.01710674887025,-82.92147777186844,C,E,A,1
Other,Heterosexual,Both,-58.87413051266843,D,C,A,87.5551438639929,18.279013692815774,D,B,40.51224125416472,11.394918838950394,B,C,C,0
Buddhist,Bisexual,Physical,-64.9101761001131,E,A,C,118.44940678186093,72.01378634101391,E,A,35.97702383895432,113.06958513717389,E,C,E,1
Hindu,Bisexual,No,11.550947271027947,A,C,D,99.81535193157922,167.3341144923399,C,E,96.96091485712115,-78.78040683898766,E,D,A,0
