nation,gender,race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Non-binary,Black,E,-30.023023878258382,-83.4603963727979,-189.689169810369,E,D,-34.55019676839582,D,A,-75.21357124294857,-0.15808023742264243,-59.053830085479355,83.83061180905142,63.36652679663843,1
US,Other,Asian,B,-123.43679497499822,142.55684128892526,8.379818686419531,C,A,18.940435001436096,B,D,-120.63193185716538,48.83066944760465,-95.7806623255504,202.90043181811717,60.364286343125016,0
Other,Male,Other,B,141.02713643571343,53.100191560401946,43.892790265516375,A,B,-21.995119754970723,B,A,-66.38037823697701,-188.03215255647888,-224.26290590724105,-168.4134218078005,90.65517971258207,0
Other,M,African American,E,-164.23747648188163,6.438371092944707,205.46119251410332,C,B,14.572294897770686,E,D,-82.78774994332548,-152.06090958962469,48.37632801309164,-34.65105159674379,-8.637496279950128,1
China,F,Black,D,104.18868103411513,59.76477417720011,-153.41712733813267,C,B,111.89393175376412,B,C,3.579787332901639,-12.993612095805407,32.37411694338272,35.2741735934346,69.70727385335161,1
Other,Other,Hispanic,D,-119.34843644533682,145.07208875339109,-96.28015559350884,D,E,23.287950952466584,D,D,72.21031197500542,112.8013552426184,-78.26816636339555,175.2834501643784,72.36354959150644,0
China,Other,Other,D,6.362965856441245,-171.27744314156706,89.06013404936462,A,B,-6.281553084842908,B,C,19.975291725782977,-7.133417002996245,-40.54364771327985,-40.33758297134615,-149.6065320396284,0
Other,Female,Black,A,34.37585765128742,-75.16750303705473,-21.984892757349026,C,B,70.24307161397198,D,B,193.9895907304258,13.052182729573705,-103.83180244888517,-48.411042023087106,312.67623377729257,1
US,Male,Hispanic,D,-198.60421525215224,9.724344367656105,35.92364747699368,D,C,-101.11854022383477,C,B,-66.061300546015,-64.70760234516898,128.30137388552717,-95.82303649364499,95.01570066414888,0
India,Non-binary,African American,A,188.59810778245077,49.09065823555985,-22.037430839846962,B,B,105.20955028552585,D,B,68.9506988987355,-68.44971386739297,-58.11158207824811,-225.02755057283633,34.447509946834515,1
Mexico,F,Other,C,73.43341820191056,-1.1762771714119375,-74.06134109650799,C,A,-103.76814798332335,E,B,-44.028973828375484,-235.0904701728156,-136.2400181782328,114.01905684658063,-213.7265339267771,1
US,Male,Black,D,86.49934506889,-127.03955827546154,-100.77783197522572,D,B,-45.15808021425144,B,A,27.519958394514866,11.172090607909576,18.011161304179442,202.37191549061393,77.26947882353895,0
Mexico,M,Other,C,-84.98168566476308,158.9895390612678,9.44532553370253,C,A,244.00453214629528,A,E,127.8783586734416,-164.9243093118503,-14.939660410818925,91.54108772250045,-170.12653889449007,0
UK,M,Asian,E,-53.294094544403514,3.8446360533966795,175.82584949480503,C,E,4.845960723758681,E,D,-8.608686338371795,-119.54084777074718,35.906594609923474,194.79927560165575,-162.13364102793534,1
Mexico,Non-binary,Other,A,48.76992944690095,89.34573785621548,-47.33620930501122,C,B,-4.418165759064565,E,E,61.46350342625739,-67.0096920016293,-88.5535931728427,138.88660937969271,150.83665042016554,0
US,Other,Black,E,-37.020099819339364,10.748008176455595,35.16117591413532,D,A,49.25548566289926,D,A,23.43508729277982,99.39397047490318,-73.06166682023972,-40.43388664729111,-98.09869754142878,1
Brazil,Male,White,A,-58.13508805703121,-237.18386378536815,41.72568374032826,C,C,67.74606421447588,A,A,-4.63320396008274,-36.82903754203791,-243.17091803936756,-28.664363678452876,157.07532080178842,0
Germany,Female,Hispanic,C,168.56295981872378,-74.44562129152887,177.16184030124714,E,A,-174.74897598540565,B,C,-105.67748330265326,-18.585678628320075,70.99610567948059,105.39477183710346,-129.42638890321194,1
US,Other,White,D,-72.43052417145091,46.68198688576725,115.04117062887755,A,D,63.260439782667945,A,B,82.22097627162933,14.142861589995395,113.21754977007497,-228.40422712277356,58.92905074919028,0
Mexico,Female,African American,D,104.8569580622416,-161.64571255905332,-109.12823349882615,B,C,-187.14023029683594,A,D,29.51004349109271,-0.3315967100785793,-222.96002120723762,73.72588150689911,-112.15462196459515,0
UK,Female,White,A,-46.43988488906678,-64.71363634575174,35.213187573814174,A,B,63.19764987991475,D,B,-97.0815447599086,-10.083741213439204,63.96123036972331,-103.90838790015526,39.93608433755352,1
India,F,Black,E,16.85460848348784,32.4222983542072,16.59635056988317,D,E,-14.745105880536496,C,D,6.0504511439930635,-17.50030544712125,-41.83117442926573,120.98889515283464,14.188078041268303,0
Brazil,Male,Other,C,56.26664417240449,-85.41707871281396,150.88960817980518,A,D,-337.94943185270546,C,D,113.4388354138864,88.56117354693416,-124.6480031191743,-45.12108396879195,-264.6754347521327,1
UK,M,African American,B,48.90437840922004,-102.20190107749102,103.81732009519895,A,C,-11.530830984339383,E,D,114.2460520563652,245.02894028066876,-52.56325152510011,127.7291972573749,5.616829940513003,0
India,M,Other,B,69.46326993056682,86.98471467557458,190.71839717006563,E,E,94.42142866972554,E,B,116.2716597081272,-88.57473333784912,1.9310586529143396,-181.44752454731486,-7.481502640650506,1
India,F,Other,B,100.97228885107225,159.46016961935243,-139.84926198929756,C,A,145.14425756985395,B,D,-102.59618291256562,-2.66287213452074,18.771488317196013,38.76333433999877,90.32597533413042,1
China,F,African American,E,134.00590306013075,51.48264618645067,-159.6549279664346,B,B,-123.25490762374001,A,E,113.93689035218073,-104.92074899403805,37.0336833885245,-44.50227505386754,42.291754054996225,0
India,Female,White,E,-73.89790041525815,16.549783930918366,-14.784453333532706,D,B,84.63697191264885,A,A,-14.936591237124086,15.115676313984824,-19.653600406985042,-57.75846687379874,-93.79872052888435,1
Mexico,Non-binary,Black,A,-103.66974157295599,-61.40263488913745,57.52006660470699,A,C,-80.65544328043946,B,B,103.7501346451793,-29.730461919842426,-53.49162510357607,-111.54101121778457,-12.148890988950987,1
India,M,White,A,-71.03821394661803,90.38773688741664,-88.10924807851497,A,B,112.32090522714483,D,B,85.27318428933499,-86.61433963135775,-121.8819400494718,-45.2227081604785,-24.051836637259477,0
Mexico,M,Asian,B,-208.58884650078497,318.3346503459141,33.1485249040237,A,A,74.0198679814551,D,E,-61.79167039945504,13.342378365500734,112.41090850622943,-128.29455123700887,-58.81149389805673,1
UK,M,Asian,E,-16.239461375978973,-55.58652566527079,59.75285572831777,A,B,208.21525396637844,B,D,70.77852786821,-34.04890954241419,-188.25882209747314,-9.806233832474902,-46.120971638457824,0
China,Female,Asian,E,9.066348080539736,113.14984592132132,-84.16481476763954,C,D,123.35838349433783,D,B,123.85506081071152,-94.4946569172185,-22.069675227947876,-49.825374728569955,172.7490442304276,0
India,F,Black,D,-28.345160786393958,68.06830216583778,-86.4234397972683,E,E,3.594937374161534,A,E,89.09365953057554,37.92863086110026,179.62290256163854,21.34376572926223,99.6133968296997,1
Other,Other,Hispanic,C,-11.346949858862413,-28.584735961477435,3.0932674949301946,C,D,-94.7306757425849,B,D,5.018754155149692,-75.5828070224802,58.262860206944026,103.2266564467723,142.10949962770093,0
Other,M,Hispanic,C,79.87031161980207,-155.8315024611606,-43.17620241792201,C,D,156.97848906117306,A,E,-69.87016347286315,-93.73698751861856,-22.920609069504497,104.18934908285928,-57.16547346109646,1
Germany,Non-binary,Asian,A,-121.52092325514445,102.88052146612499,-52.509959814516385,D,C,-10.561265897187143,D,C,185.58809377153182,-156.93686777602645,-29.848337430633325,44.46280744711913,165.61620654457653,0
Mexico,Other,Other,A,72.53014488944831,242.3783614457559,-29.401103320303378,C,D,-12.474259410339652,D,C,51.99921416912717,83.42876899219058,14.939089519789759,-232.4773682652709,18.73258965142695,0
Mexico,Non-binary,Other,A,-51.50761547197125,247.09980342500847,-36.624291292394304,A,C,-56.87095480102258,C,C,241.30440850539236,-30.37593727226346,18.418890052646006,47.196497204837826,41.026767018478104,1
Germany,Non-binary,White,D,-9.585669993112758,148.58085356591505,151.42034025311253,C,A,-46.764298544356215,D,E,280.94671412943626,-30.0607997665298,-14.155936389858034,-106.27563117169943,41.00533470271087,1
Brazil,Female,Other,D,-66.48465116168869,110.59117369381369,-109.74186183831995,E,C,-20.83170857397115,D,E,118.44739241302142,95.44086046209202,-37.3558866300065,98.21787239760765,113.01970370896039,1
China,Male,Black,E,75.85193899555973,136.74655578434712,-189.92720583092554,B,B,-13.121384600969623,E,A,66.88610363186032,95.95664541711399,339.15179816785536,28.686077707346502,58.43908303045533,0
Other,M,White,A,-178.259930944875,213.4012173612101,20.818795469515628,A,A,51.09234485270733,B,D,-92.32394578868357,103.9379063972673,136.28403108806458,-37.05637807984655,74.12383212025556,1
India,Other,Black,E,-16.42430630671465,-177.61040446765634,290.82556502709076,E,B,46.27974934320009,B,E,37.069005699827386,29.926618526811122,4.11746856343864,104.72886988952139,-178.20054018118861,1
India,Non-binary,African American,A,-25.033044070284205,42.8763183548513,-197.74615395125733,A,E,-76.84596020104793,C,B,8.261744219047,107.24619838722577,48.22299642704723,-60.21302792807277,-74.30513601665693,0
UK,M,Black,B,-145.66601529841927,-150.47492969869603,24.96208878321339,D,E,-74.47896231680595,D,D,3.397365072739184,-41.396054741501,-3.2343492464279757,-36.6341165319171,-80.94475366789486,1
Brazil,Other,Black,A,86.40046531671646,82.06997495811528,116.56041649157794,B,D,144.61872789758473,E,C,-80.58596671381147,-71.69994999046516,48.45124851368643,19.37325781571379,-81.37813922412343,0
China,M,White,A,91.00949941484421,-135.53735885585462,-285.1424992735131,B,E,-63.839455847704805,A,A,-20.871501950372668,-177.48495654877885,-69.35974565829693,5.437410044945966,58.321251542605914,0
India,Non-binary,Hispanic,C,54.158760419378225,49.646142416339664,-0.6096140073495844,D,E,-145.30289538043587,E,E,-67.44571892977262,24.613750842350672,70.24273171855624,-33.65784209609986,38.312880725151274,0
Brazil,Non-binary,Other,D,-64.99961159619473,-68.46096585205495,56.71364549256198,C,A,-123.87593035950617,A,A,-15.985787577898897,51.605998787833606,-160.71083035379687,-155.06593144201275,97.13229676957613,1
US,Male,Asian,E,73.46554681056031,110.6815020505582,146.3922917371876,E,A,113.47933443997569,E,C,-250.04863346383016,-45.25669069375784,212.7330334867638,-203.71237052978933,-75.4898564144363,0
Mexico,M,African American,C,-68.8144012519787,57.74637898409469,-114.28651122916276,B,E,-143.2918913119453,E,A,68.62324459683335,-47.13855839451136,148.73587640872648,-105.99446993131471,-66.46569743503542,1
Germany,M,Asian,E,-87.69240672291461,-15.093278566347164,-23.97211944832299,C,A,159.99091447273332,E,E,120.41776957427193,-103.20562927922327,11.209018199970474,-63.79331328971007,2.5240609744758045,1
Mexico,M,African American,A,336.65852493330493,-130.47957324278295,81.98366441762361,E,D,15.950281163230015,E,E,-12.99331418904727,37.09836486045,-63.58710673676357,5.360383161999005,-14.953607662575283,1
China,Female,Black,B,-83.29632208337914,-180.87906161328374,-55.07962786993007,E,E,34.03930910271623,E,E,37.926237188256174,-24.4261099672895,-9.079476326775893,-115.44596879559607,-23.40869617024711,1
China,F,Asian,D,57.98987038348932,44.74438425261509,-17.367670068587174,E,C,10.827313688330916,B,D,87.35012896532099,120.66692975134768,-101.25077471072399,188.93166327385146,163.16511469023962,0
Brazil,Female,White,C,125.27487365302478,86.5460882101677,55.872059687186,C,D,54.27443686477127,B,A,42.2731188832517,183.13281932394258,-157.96365553854477,28.050651823876034,4.512480703536436,0
India,F,Asian,E,-48.53298468690343,116.9674303560835,-169.56195207329975,D,C,-108.03786779103943,A,B,68.1090149840149,30.264793281172466,-13.496993778235444,16.140332604451196,27.913198430666398,0
Germany,Female,Hispanic,A,103.4639953245718,-65.1329105104605,-133.18822124911313,D,D,0.5356886065225158,C,E,-25.655071463053712,-99.20882210706684,-270.7564296809312,-7.8743432163974445,-18.80227235382334,1
China,F,White,D,-19.1160705741137,-206.39408521850885,1.9260305595946892,B,C,-186.78585454518014,C,C,71.04842816399261,85.17705237183529,-41.67140774728608,11.041012876814701,-21.124822815012642,0
Brazil,F,Asian,D,130.7159457618264,68.06061601046129,-127.36393237616947,D,D,-105.82620481822174,A,A,23.368734893275832,-107.06050943765561,109.96598764891921,178.84043774567922,-3.700610512639925,1
Germany,F,African American,B,122.01035761908412,45.58279486361802,-129.67577339753845,D,B,-76.0050674266477,C,D,28.546350910952295,23.683674084710436,27.707069832817417,-7.502887969461618,109.66343150618994,1
Brazil,Male,Asian,D,72.93460086028848,-20.57840001463451,5.920555037890552,E,C,77.89783035430025,D,D,-191.7112786790634,31.22149307127744,60.16454946224634,-26.120648833242566,33.92518435341948,0
Germany,F,Hispanic,D,216.25562886462032,111.42272522426005,14.831476613393283,E,B,-88.48495208898883,E,E,-133.69427163064256,144.63445602384547,-103.6131262574663,-2.296995992034075,-103.28165006875929,0
Brazil,F,White,D,-79.94152775537175,96.71532595201657,-19.109178340635484,A,B,50.52865172771526,A,C,147.05150230247554,-5.106980731617897,31.15960032576189,13.00171357951263,-14.219691970408164,0
Germany,Other,White,D,66.85962476488888,-51.442525162533414,-85.39390781878433,C,D,84.12258085928535,E,A,20.72309054949468,41.071587804902606,-101.16800656026747,53.467378219283525,-24.163142875107233,1
Germany,Male,African American,B,-40.27780829935091,-107.39015648477113,41.86050406505625,E,B,39.17849044089679,A,E,-16.62150251694471,-70.5360725816804,68.08642531809068,110.56129713909175,45.26638322786704,0
US,M,Black,E,-121.88287078425071,284.3414549956835,38.4982862207963,B,D,69.62601406407997,B,B,-35.09745088631824,-21.461342548203667,20.36285109885246,47.7132573095703,-27.011444354120457,0
Germany,Non-binary,Other,A,-13.6124488438011,-10.794939897059402,68.8206945082073,E,C,-38.498768115177654,D,E,5.019648754833892,211.88258033210673,-118.00240002741162,-6.713041674487203,-196.06509138167675,0
Other,Female,African American,E,-27.911901598075474,53.951777037780815,-64.90821798102175,C,E,-123.07421010246632,D,C,15.66854136730039,-171.01166329591513,66.13953598485519,-185.13678179041537,-146.71840891625777,0
China,Non-binary,Asian,B,34.89194058986043,23.54950590368571,-139.67620239291887,B,E,-46.312119722675845,B,E,55.19971508803002,-114.00281520194828,-97.042853119152,57.70180421922127,26.707284470601344,1
Germany,Male,Other,B,-119.11019969338396,-117.45770814702452,-14.306799605789152,B,D,4.541839275570847,E,B,128.43955576572372,135.72383172812712,-39.59923942033522,-107.78932177240577,-42.58889907839822,0
China,Female,Asian,E,242.91575574413602,158.18364883700988,127.43256700506063,D,A,-68.43982101252993,A,C,48.564637459192895,-30.581497386866708,37.50878891990043,18.090040764859225,31.883425110558157,0
UK,Non-binary,Asian,B,68.2525035198112,171.78699724168564,47.863042369482265,D,D,76.03736089614608,C,D,-185.08391867253155,74.09257022741255,203.98335135503106,133.2882864001266,23.83867854068814,0
Other,Non-binary,African American,E,3.2316963114032724,-59.83793374168326,-7.944287747617516,B,A,-103.24718843504328,B,C,-112.22998204855121,-41.23295234845808,-185.31155036640163,-71.46718967787395,364.5509204674632,1
China,M,Black,A,-44.961248930611205,-27.443711841607087,83.7680114165872,A,B,71.57370649777337,E,C,-6.13732320132074,-200.72201139531072,-154.77654555629678,21.691092913092362,-220.8441662825518,0
Other,Non-binary,Other,B,45.86397068550041,34.113809669693865,-50.66212386227122,D,B,30.45635779804273,D,C,-69.44072369211372,-4.684159377275833,154.40445426941446,50.403571980547625,167.75540869355856,1
Brazil,F,Hispanic,E,40.64782436230859,72.01889047257994,19.418795804322095,B,B,47.86568600979116,C,E,-54.72825483941374,-72.30815264526458,-143.52158238709697,-87.38202367638972,-90.9660752450725,1
Brazil,F,Asian,C,165.01338540236915,-11.808462859432622,41.29626140398366,D,C,190.74585375212158,A,E,282.82113953949397,-25.763547858439196,-13.751382113937877,-141.98384837904746,-30.657676178866783,1
Germany,Other,African American,E,-46.263079585157335,51.8632157804464,101.88907467622745,B,B,120.72460536876494,B,B,-18.46599880761395,73.62820352327633,-206.98818328431358,-11.204338653332403,-10.254833990684444,1
UK,Non-binary,White,A,-160.76079445688777,-29.51958267309223,-119.63075489852693,B,A,-142.1626266265606,A,D,-126.58947481379808,-134.18275844827474,117.5357017846477,-84.38768082399356,176.0537666838271,0
Brazil,Other,White,C,-23.918857647597264,-102.21290425016424,79.6793260058273,A,E,191.40274068917512,A,A,93.65455270072091,-113.02827469718106,4.998749999775293,-197.58690736002413,-211.83006354810075,0
China,Male,Asian,B,109.13232945055182,-12.586098921227611,37.18913442912341,B,D,-5.84313284498071,C,E,-83.55722619757157,203.5377230578048,-251.86845380417938,-76.12850459995224,-18.026792129211497,1
Brazil,Non-binary,White,C,55.511895494205035,-89.71926794767585,82.28223396737539,B,A,-107.87070989314556,A,A,112.80426149658939,-83.61152806132547,-135.54031692836003,3.435415485297651,-58.308979372858474,0
