disabled,civil_status,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Both,Divorced,Other,C,B,C,A,E,B,10.944487406352478,-54.56466180170325,-71.58671990946499,A,E,A,-51.678934304968806,34.78793324378944,B,A,-65.39201526694472,-55.564563619415594,-72.68946111214565,0
None,Divorced,M,D,E,E,A,C,E,130.9285851182364,-83.48946727872588,-167.74480681284084,D,E,A,-42.31928297154604,-156.89903529450064,A,D,38.739531837667315,-180.13654802367714,-135.29657672393986,1
None,Divorced,Non-binary,E,A,D,A,B,D,9.540641656952523,78.6955548934303,217.95792403222288,C,A,B,-2.989331377445097,16.60003949287945,A,D,193.87557356441258,48.645649478626076,25.82068962831721,1
None,Widowed,Male,E,C,A,C,B,D,79.19805977989873,40.72795636151357,11.182519882372501,D,B,E,-41.50635910186434,45.842694689866164,D,C,80.97103480857731,159.35119497345306,35.690874131129476,0
Physical,Married,Female,A,B,A,E,D,C,82.05414981333196,-21.572495792587638,-23.267520905014376,D,D,E,-54.094043844300074,42.530263547306966,D,B,-28.73676563703801,-127.6652307754669,-18.423299121940648,0
No,Single,Female,B,B,D,A,C,D,-18.346429050731235,-35.141327748178334,98.46726981017211,D,D,C,-94.47090515438852,-65.17853584211582,E,E,121.78671062880444,-236.7833660086732,69.4651882057689,0
Yes,Married,Male,B,C,D,A,E,E,-53.51255982276245,124.16210264941184,-6.91809237686353,B,B,E,-116.15587247649613,-123.01695745392591,E,A,-77.54285864047475,62.007449901992594,-22.425897347767286,0
None,Married,F,C,D,A,B,D,C,-65.11510263398765,29.20755661963168,19.528623946138282,B,B,E,102.10732063393407,-136.7303571704545,E,B,-32.72695974715118,-188.7159888752186,-48.54074532178231,0
Mental,Divorced,M,D,E,C,B,B,A,110.4690607767362,81.0598798957436,108.50224580590626,E,E,A,23.14082207664735,36.37776417765473,D,A,-174.39566385687675,109.8905475470102,-172.1314569214131,1
Yes,Single,Female,A,E,B,C,C,B,-76.36797183674837,-105.51052710439049,-60.136313326019966,C,A,C,86.21120855794648,100.49061755804006,B,A,6.91976955051687,-35.236667156090306,-46.00058018047174,1
Physical,Divorced,Non-binary,C,E,D,D,D,E,162.284446893223,-244.0431503250868,115.55517063712797,D,A,A,-68.48064164289148,80.23422751320439,B,E,-5.358453021787613,-75.91445079546422,29.484786209882863,1
Yes,Widowed,Other,E,C,A,A,B,D,-92.34914058085063,-44.42470010788181,-82.66761035365138,D,B,A,86.78003477441901,13.255753713018533,E,E,-69.79392457153158,-43.00499507222621,-37.27644584955935,0
No,Married,Non-binary,C,D,B,D,D,C,-26.284629240578568,-153.45066015062508,-165.98128959628983,C,A,E,110.83801179482498,-198.63044607874423,E,E,203.88543096839805,54.18500417904468,15.526061586430503,0
Mental,Married,M,C,C,B,C,D,B,-39.634553150300995,16.05354160008628,24.738813923402837,C,A,A,179.4469120792199,9.258276643648543,C,E,166.01979526155603,75.21401036116555,22.21691896041342,0
None,Married,Female,D,E,C,B,A,A,219.9414488434987,1.8677200877851723,-150.04346157458446,E,B,B,41.877038736977056,23.187185921267726,C,E,-99.55938027073297,110.49515951492108,-84.6856880757448,1
Mental,Married,Other,D,E,C,C,D,C,38.163996159005485,-36.34846922322119,-42.02215694630251,C,A,E,45.07385363155755,-48.71358573470241,E,A,47.58111013995926,-88.02668582247328,-24.415263525218172,0
Mental,Married,Female,C,D,C,B,E,D,-102.71587156538695,-61.175709710150294,53.956963246937086,D,C,E,-15.567046745496912,123.56380203665888,C,D,88.2820279944076,-114.587815295216,100.31249798424851,1
None,Divorced,Non-binary,D,B,C,C,E,C,272.25796496214645,-57.94756549120983,-131.47299104270053,C,A,A,-62.267292428751944,137.22435949366428,E,D,-3.486808416242608,-88.83760111728535,127.78227978820709,1
Yes,Single,Non-binary,C,A,E,E,C,C,-190.952934541599,68.65294747161717,109.55322703185706,B,C,C,92.68412434108826,74.0597395328692,A,B,46.57633059256903,311.0198762104169,-69.75874363174619,0
Both,Divorced,M,D,D,D,D,C,D,-16.66215185205896,-0.6546410818530939,-5.521509296291802,D,E,B,3.699265206536918,-79.54852200120062,A,B,35.233955180426655,69.69882628237978,8.447827343014131,0
No,Single,F,B,B,D,A,D,C,-78.81623212799738,-89.63304458882496,58.356453615429615,A,D,A,-143.4307653171958,-120.37843281212976,D,B,-72.33225832173122,35.614037907705026,-107.7364819651281,1
Mental,Widowed,Female,E,E,E,A,E,B,174.3435077548782,8.554437034488279,96.17719699070666,D,D,B,-67.903318174261,-146.18523544025282,B,E,-57.50792846293309,43.130080498226725,-54.87181698589419,1
Mental,Married,Male,C,A,C,D,B,B,115.07718040365407,251.7312890543626,92.14454792760803,D,E,B,34.32523500382661,120.90105328513741,C,A,-31.259505564285874,6.207678218026696,88.90284321974836,1
No,Divorced,Female,D,B,B,A,C,A,-126.71358137898613,172.14549977933981,90.97583388632069,B,D,B,24.332131977475395,-92.11054088480545,C,D,88.69163609319135,120.74774519079732,-25.461109689243557,1
None,Widowed,M,B,C,A,A,D,E,-117.51930271856538,-10.919599459728913,-28.418089949339816,E,D,E,-108.76807593951708,150.6615128348126,A,E,-20.976109448055073,-38.57530440763883,10.97066838495804,0
Physical,Single,M,E,E,D,B,A,D,21.637847398045448,24.633162770855538,-162.83064197441516,D,E,C,-5.362299646084493,-90.68466244537944,A,A,-33.734993179576584,10.333170528661789,54.826289595346246,1
No,Divorced,F,C,B,B,C,D,D,-102.79898280267223,-117.72281455401344,-40.84165568172434,C,A,E,-39.424708702280306,-40.71966583147443,E,A,-68.7812812574576,-62.899387169365994,-34.503995685719566,1
None,Widowed,Non-binary,A,E,C,C,D,D,89.27700642461035,-189.04580076351962,73.18236036716104,E,C,C,50.62823624538826,112.59446626530722,C,D,-134.98343341876563,16.003803643538266,76.33999443896161,1
None,Married,F,E,E,E,E,B,D,-118.74097854692928,-24.17460439561805,-59.40509812404795,E,B,D,156.54063603295543,-216.2489304634272,B,C,-99.47269424874887,-28.311432935346197,-126.06863388973738,1
Both,Married,Male,D,C,A,D,C,C,-79.94220282093487,-111.1756224120451,12.397996426396919,B,A,E,19.302669230199086,-36.303178864073985,A,E,239.75092212404724,-98.47124879848293,27.975369977203286,0
Mental,Widowed,Other,D,E,A,A,B,E,66.46348058176174,2.112500956185447,166.41538556129007,E,C,E,-96.23763382501227,-79.28839030328795,D,B,269.6498571627782,-52.91816087982896,-82.5429948726925,0
None,Married,F,E,D,E,D,B,E,31.83274724968752,7.642689625572767,-217.48723940903588,A,C,D,-88.29027058196367,-21.29022436303368,B,E,32.742542106302146,-16.583789498554406,193.12396886149023,1
Both,Widowed,F,D,C,D,E,C,A,75.59941591265293,28.272138773694273,-63.77508238000017,D,B,B,60.86788635686664,229.08713749967634,C,A,147.94104184474816,-21.444744230340685,-84.21459712158705,1
Yes,Married,Male,A,C,D,E,E,E,-101.58952256842386,30.546967945042304,59.102023196291576,D,D,B,43.41597276046711,-17.472769032405058,B,D,20.804815107549558,-15.636945984923797,5.510878652476255,0
Yes,Divorced,M,C,D,C,E,C,A,79.40305964520246,136.17999766157257,129.25680485662014,D,A,B,-140.18327643145196,-12.991306520031848,B,B,49.46712320283384,125.67862139354527,47.339368303400576,0
Physical,Divorced,Male,A,B,E,C,C,B,-41.59083787280401,-120.07375979434526,-30.752255534844075,B,A,A,116.33035395485946,-133.7145556707285,A,D,-142.96753677657946,77.23329264373079,-21.773259306881794,0
Physical,Widowed,Other,E,A,A,E,C,C,69.8067281641692,149.666302829395,-33.86929670457915,D,E,C,82.16847157659043,108.55076742309988,D,E,71.0593001490296,-16.067671087148415,-41.1993431492729,0
No,Married,F,A,E,E,E,E,A,-99.72093612771182,21.92042763744225,-113.95865013487871,E,C,D,-132.0945913491177,119.52734344083314,C,E,14.711244217687684,-45.27463447131627,-120.12083831737814,0
Physical,Married,Other,A,B,A,A,E,C,-70.87305877828935,-28.123700463273426,-50.13310885128386,A,E,A,-139.6903429049481,151.29911120963862,B,A,-6.987719534337228,-45.11243073122349,-24.88623193575344,1
Both,Divorced,Other,D,E,A,B,C,E,-74.70686606217552,186.8977926538685,34.24844615639469,B,D,D,32.994220374522975,-57.92031267786613,C,C,-106.02509491364391,0.5959813514644657,61.23805164479881,0
Mental,Divorced,Female,D,B,E,D,B,E,214.8529096470374,-111.28664510111024,121.18971900898843,D,C,B,172.76394632297675,201.26916650307928,C,E,-139.53433773168527,-175.90645602325193,-38.9420288687482,0
Both,Married,Other,A,C,C,A,D,B,106.227831454403,-61.13989036079231,-123.637371306538,D,D,A,-33.82855466814445,107.65073224754921,D,A,-39.99625256518027,26.435098257411703,152.10535017100358,1
Physical,Widowed,M,D,B,C,B,B,B,-85.22706075356736,-33.68158829296588,-42.20586172965929,E,B,B,-8.984715072901084,-232.87146999088822,D,B,-80.390045388497,-99.6940068738304,108.72288432805404,1
Physical,Divorced,F,C,C,C,B,C,A,-191.69047494459178,-200.64681425101978,-26.912263969863826,D,E,C,-29.97252803442866,235.25583947052203,A,E,121.21962449586445,-64.19315600565429,128.9579581236748,0
No,Single,M,C,A,E,C,D,A,-49.66194253550057,-16.736929893778395,-220.2516246460899,C,E,D,113.28124303792686,-97.14418222090111,D,A,23.892803639731973,61.31481846267724,-31.23137086385983,1
Mental,Widowed,F,A,B,B,A,B,E,49.716343439775926,40.999264284061326,154.73531043789185,A,B,D,-119.73553624541789,87.56491945602112,C,B,37.57475224719734,-113.36089235624256,41.435374939340946,1
No,Divorced,Non-binary,E,A,C,E,B,A,-8.864994873513957,-115.07601227132598,180.4815473470287,A,D,C,-27.074399243260956,-134.78943055972758,C,D,-39.00097456389315,-1.0135730698623748,144.02685042663663,1
Both,Widowed,F,B,B,A,E,A,E,-13.7992210853398,43.0670946121669,-68.69520476434494,A,C,A,-37.10941631617615,9.553350451125342,A,D,178.03118307418356,-95.60387817157458,34.601425059410786,0
Yes,Widowed,Female,D,D,C,D,B,B,137.84495607511448,102.14578208444713,250.54257326087148,A,E,D,173.82360582758432,203.2758245365346,B,C,-110.40477242175413,-191.93179138528615,-84.92835998629901,0
No,Divorced,Non-binary,A,E,D,D,C,A,-81.47885707933888,161.80997889313232,207.23026872883622,A,A,C,-11.449549265328482,-78.09476946131845,E,A,61.18634823936622,101.83940819406357,-68.09583426682102,1
Mental,Single,M,E,C,E,C,B,D,-139.42729628895228,70.05816105329502,47.102379563131805,E,B,B,59.217056076300715,21.602834462036377,C,C,43.611161663986884,-42.587029973229505,78.43199034080563,0
Mental,Widowed,Other,D,C,E,B,B,D,16.212375850567145,103.17096149515996,96.27495039410377,D,E,C,-135.09843878868156,-123.58830199957723,C,B,63.20493479123178,48.78959323760282,-53.966702765935814,0
No,Widowed,M,C,A,E,A,D,D,-79.42823789510169,-27.28567826887546,-126.15053861303447,D,D,C,133.17922513922468,82.00106983283891,B,D,-137.8932936441344,-7.418641360072193,122.63315943341209,1
None,Married,Non-binary,E,E,C,E,E,C,14.445395175139705,243.61948143483457,66.07427848427588,D,E,A,-20.20644024996405,2.227263987993131,E,B,-132.31350400991823,-91.21312545644756,-47.07573776243708,0
No,Divorced,Male,C,E,C,E,C,A,127.74258983403558,-62.891372024598965,80.79036168981085,B,D,E,-15.229073949376792,16.05181710310776,E,D,114.7945034640782,117.62196641436424,86.36163863664711,1
No,Divorced,Other,D,B,D,D,B,A,-129.86975457892282,98.13430384120238,6.930132786349384,D,E,D,174.65160747525726,-258.8354362784573,B,B,89.0747370107037,80.23813617664761,-1.2355672621447484,1
None,Single,Female,E,E,D,C,C,D,-136.4462082214606,27.71414023787106,-80.8556526279707,D,C,E,-195.38628464187005,-271.4381413762732,E,C,14.212395426481313,23.453538567642678,-51.404734989747524,1
Yes,Widowed,F,C,B,A,C,E,B,108.34656000188903,22.478478548347137,-81.69694543774042,A,D,E,-23.281825734761654,-248.6410164305634,E,B,-181.62166442602575,70.03836772178735,-89.64560859234277,1
No,Single,F,C,B,B,C,A,E,-106.07635151411388,10.42546311068826,-89.42490354263134,C,A,D,4.476865006705647,252.0998812154514,D,C,28.782708572911986,12.319462847342637,64.90500156048934,1
No,Married,Non-binary,A,C,E,E,A,A,53.17994039964151,-101.88926370982041,55.40233153750766,E,E,E,-22.42408285893398,61.309879885863836,C,E,0.7763049829267898,-5.796737938969678,155.4876525837796,0
None,Widowed,F,C,B,C,D,C,B,121.30561483572156,119.81355044250827,119.77039401327774,A,B,B,-15.733086663373664,57.16285837092021,D,D,28.697762460013077,-87.21791333124995,-43.046195841398045,1
Physical,Widowed,Female,D,C,E,E,D,D,14.377514152914618,106.36284292772376,-55.92905261830163,C,E,C,16.04921334144609,219.28213386855688,B,E,67.50523917212475,151.5095486407023,78.87458192771228,1
Yes,Widowed,Non-binary,E,D,A,C,C,A,31.013207890219817,64.17938386209158,-33.199914577170844,E,E,C,-16.191757103231062,-59.54228972466091,C,B,56.439829353757354,-29.173075984199482,-82.74689577353146,1
Both,Widowed,Male,A,C,C,B,C,B,11.760831157877059,-97.79161063654185,145.4614609844211,A,C,B,-74.24925776652412,-73.01450610475672,D,C,-48.27964007742318,89.29014845792894,-40.97368921148702,1
None,Divorced,M,B,B,B,D,B,B,-110.41742635292341,-209.20855578745184,-171.52778559866113,D,B,D,30.225753909161774,15.42110879976471,D,A,-12.39087460602996,81.34069436707222,-42.160080892712784,0
None,Divorced,Male,A,B,C,E,B,A,168.645314771992,-100.02868859599371,1.4033851242474304,A,E,B,25.29869132728989,-69.69284187880692,C,D,-121.80477588735386,47.55855279917684,27.427093341353732,0
None,Widowed,Non-binary,D,D,B,C,D,E,108.68515444020778,165.87578375905355,-119.77125716269495,A,B,E,-176.4791142153468,142.13039543477873,B,A,-158.5870959492518,-22.824967500821987,134.96312480759397,0
None,Married,Female,D,D,C,C,C,A,-6.587163697467992,256.42569231019127,-216.36991162445733,B,E,B,49.63945347633229,60.05543846522631,E,A,43.156862209709,-45.60651103324079,-142.3191722448522,0
None,Widowed,Non-binary,B,C,C,A,B,A,21.90540956676269,-87.25996309576499,185.0805749539174,D,A,D,5.468858009066916,2.957681566554376,E,D,96.61792946652109,14.69600544142613,144.82498488507872,1
Physical,Widowed,Non-binary,B,B,D,D,C,C,150.85407297607804,-106.59883505630295,-3.714504285455363,B,A,A,62.211816778131556,18.44043681071981,B,C,-22.836433521597378,74.58253271913314,110.99864597621756,0
None,Married,Non-binary,A,D,B,E,B,C,-73.7621336576254,58.3439648651643,-69.70588610888163,D,C,C,-102.05788976021779,-73.77805514786239,B,C,-228.88606830362681,88.9738045263499,-28.120223983247676,1
Both,Widowed,Female,E,E,D,A,A,B,72.15636652432796,-76.22925348546987,-73.25893031894817,E,B,B,-130.25151960007844,-4.445208543049159,D,E,303.8966202507635,-36.98010036902969,-85.17025050263821,1
Physical,Married,Male,C,B,A,C,B,A,-72.30043578403954,21.16280028153049,-32.06967318739834,B,D,A,-161.35999630604317,-54.10379215820452,E,C,-121.7883277014708,105.2893476149467,89.20633808077389,1
Yes,Single,Female,A,C,C,B,B,D,-69.8311124167517,266.4156178326584,83.02443774529458,A,E,B,39.48207801124358,42.17265065385452,C,B,33.14754595305676,34.14450426281921,-22.910780747181565,0
Physical,Single,F,D,E,B,D,C,D,-150.9544991659097,89.46724336306792,102.54458169594665,A,D,B,206.1883932672561,58.862742281918024,C,D,-126.81715834283315,136.73346251082643,96.59827005149188,0
Both,Single,Female,C,D,A,A,B,E,56.942443596204974,94.33853479466346,26.276537230907454,B,D,C,-10.27355736751829,105.23798544304626,D,A,-65.45405151067051,-33.06953286260871,153.75689739412937,0
Mental,Divorced,F,D,E,D,A,B,C,4.899513171334183,-143.96536800564928,-49.133130100307994,C,C,C,-116.1410187558807,-74.57206337575772,B,E,11.73131128436314,-13.464805479395892,-75.01960103080246,0
Mental,Divorced,M,A,B,D,B,E,E,-129.90012012932328,110.49868927499323,128.80549158590586,D,A,C,24.684781999442425,58.1525065004947,A,A,45.78772792832389,161.50891337770742,62.97588341143254,1
Both,Single,Male,A,A,B,C,E,C,148.6395364407098,57.21682312861189,40.26288840173889,C,A,A,39.37449764816384,76.59116503889369,A,C,163.88669416726063,-44.87347227558492,-73.39624426574301,0
Physical,Widowed,F,C,A,C,A,D,C,262.9597851738462,24.929062791107583,171.9414802770717,E,E,E,-153.05868072222978,19.875443346005774,D,A,57.45496378957897,-91.01927660022376,88.26372714931246,0
Physical,Widowed,M,E,B,E,C,C,C,90.78652099262378,157.63010718019223,240.79183356522856,C,D,D,-39.82725306561583,-9.544692699437476,D,B,119.55406003969654,29.950373394375916,31.83586994360924,1
Physical,Married,Other,E,D,E,A,B,B,-154.1618259766241,-101.03660550365498,-42.702515808516964,C,C,C,-137.18875788175146,125.87352720062822,E,C,71.47587900660987,-198.58540005752053,-22.953503454648885,1
Yes,Widowed,Male,D,E,A,C,D,D,-56.96614800002535,103.54087562397108,53.660433144449726,B,E,E,148.53453221742404,89.23963114117363,D,A,-59.612150796655406,-35.57522367727821,-169.83393012991954,0
None,Widowed,Male,E,D,D,A,C,A,65.39585514202606,-29.76919207469252,-28.37535475309487,A,A,B,-41.9324428578758,-85.24780208891805,D,C,93.432437291295,-82.70917573651991,-8.038641396080703,0
None,Single,Female,E,A,D,D,B,C,-4.185680547893143,-12.697326492369617,-11.60603935276867,A,A,B,-163.7959244650885,81.20121832143154,B,A,10.981408065953845,-63.695523392112285,-37.06362052458014,0
Yes,Divorced,Non-binary,B,E,C,D,C,B,-5.180788250456699,84.78260772351517,30.201908474524565,B,D,E,66.6929820115249,87.49941568299093,C,D,56.46177077388765,-51.60543145624721,57.366941549622474,1
Yes,Divorced,Male,A,E,A,E,A,A,165.04393626212052,22.363407928302063,-139.9052913256098,E,C,A,-71.04824344081918,11.836971309672133,C,A,149.33972315630803,55.02751993815337,63.500826018343524,0
Mental,Divorced,F,C,C,E,C,B,E,-100.21765227948993,43.55517028894171,-143.63748836256016,B,B,D,-12.549679147931972,152.5116213463095,C,A,-103.32927363973907,2.4962595209324894,-55.74591088202735,1
No,Divorced,M,B,D,E,C,D,A,-37.95601885653356,20.326271136432872,-87.80893649890899,B,D,B,125.03422067045979,-114.47529830863041,E,C,-86.56741751589784,122.03417503549431,188.76246155557095,0
None,Single,Non-binary,D,C,E,C,A,B,-45.32727606418438,-6.395533340910414,75.47729976091834,B,B,C,81.9027686771869,5.978801280672499,E,B,43.758187302064464,-34.57689896416714,-116.1267729049144,0
Yes,Divorced,F,D,D,C,A,C,A,-185.1388371369875,133.27822814084092,30.929380019149527,C,A,A,45.80213464694041,-83.35525245204755,B,C,141.0514006207547,-56.61244951651506,191.31529970455446,0
Yes,Single,F,E,C,C,E,D,B,-9.19709030851031,-29.396696070687312,-78.34361256922165,D,C,C,21.30393214067206,12.493035210825646,A,D,52.72162388946428,-50.389568328519296,-49.615260596285395,1
Both,Single,Other,C,E,A,A,E,B,137.04340031788317,-80.17483736609013,-105.74864392734595,D,B,B,-127.41419723990907,-37.39073996820337,B,B,-14.029900442357924,151.09370513950043,173.9832474105121,0
Both,Single,Female,E,C,B,C,D,D,101.67280422950815,-84.44228999449692,27.52929567729011,D,D,A,-92.79348773695855,56.181062438365984,D,A,-70.44007893345743,-72.46108237101456,-138.69340059388708,0
Physical,Divorced,Male,E,B,C,A,D,D,-48.1080872330753,-170.07857579417356,47.38057873578076,D,D,C,70.61059898991255,37.61432046398743,D,E,12.981741383278273,-21.246355709061366,37.86866482470806,0
No,Widowed,Non-binary,D,B,E,E,A,E,153.51529672912795,16.46866277063189,128.6163515183483,B,B,B,-73.61336938236404,128.46590920182553,B,E,48.06573073410191,8.25059069162559,-5.911907317737906,0
Yes,Widowed,F,C,D,C,E,E,B,95.22628971804687,34.321229311970846,106.20925827703654,D,A,B,160.35993531308233,9.999364833367544,E,C,20.48435834349877,67.68712596998544,157.39698325391473,0
None,Widowed,Non-binary,D,D,B,A,D,A,98.47952281983953,186.36331410692299,-7.440299591594594,C,E,A,-55.928326914036575,-85.7510422756928,E,C,-6.443563737555366,-27.94799545443428,-70.6678256984463,0
