age_range,country,Veteran,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
18-25,Other,Veteran,Other,-58.29685858454891,A,E,119.504141056943,119.31384368454484,C,-73.49304677956277,A,65.94000233049698,C,C,A,-24.83480830815061,D,-18.43172601058452,C,E,0
51-65,UK,Yes,Other,-90.5104625558472,B,B,185.47619551354845,-119.51252704065607,C,16.79124577842093,E,50.54138001432346,A,C,B,-101.72206737054863,A,39.39348709618468,E,A,1
65+,Mexico,Non-Veteran,Homosexual,95.10929758677075,A,A,79.91873432190651,61.7146540645896,D,-126.63143930527494,B,-83.4659553814394,E,C,A,-38.148108711770796,C,-35.06705114068,A,D,0
65+,Brazil,No,Bisexual,-88.01544624436431,E,E,133.7899859710786,-42.42799167633435,D,-85.4157586090928,C,-57.66677473708268,A,C,D,-28.073043636432615,D,67.28250676721609,A,A,1
26-35,UK,Veteran,Heterosexual,58.401179385005676,C,E,-50.95706428854828,-15.85079567789634,B,-135.97766643306926,A,73.85278296627129,C,A,D,-23.67252664935579,A,-71.84207327634256,A,E,0
65+,UK,Non-Veteran,Homosexual,-44.2725770361204,D,B,25.90882793982965,-110.25777286992434,D,21.51634084140113,E,139.76552216282852,E,B,C,51.379642914869684,B,-26.095040117675676,D,A,1
36-50,China,No,Homosexual,-73.75286650095845,C,A,-80.21077967936682,208.34782392004195,D,-51.784636057701164,D,98.93551534291721,E,E,B,-21.009131984772157,B,-23.539643956376224,B,B,1
51-65,UK,Non-Veteran,Other,-36.825365252848705,C,D,67.09654625457179,92.50944116726264,B,-2.2259911180435026,D,120.14322056274638,A,C,A,72.10755734670312,E,-195.62015900252715,A,D,0
18-25,India,No,Other,-27.40973939170153,B,D,-184.40698172413653,32.943221784185006,D,-67.09915634530822,C,-68.4584166922435,B,E,C,70.21810882945195,A,17.992544652712507,E,C,0
65+,Germany,Yes,Other,-47.922567890731855,B,B,-34.889500827487026,-126.6881290873037,A,-64.01931270169456,C,139.62741298275088,B,C,C,74.8855753101363,C,-246.21960200116746,A,B,1
65+,Brazil,Veteran,Homosexual,-116.0849913215318,C,B,-10.070318381807319,44.62707579103039,C,-40.06340898417867,E,-49.16833127190864,B,C,D,-117.40854504111411,C,-16.63443697367479,D,D,1
65+,Mexico,No,Bisexual,163.32314721034123,E,A,-18.298993304315708,-1.579311039622531,C,-19.91373922956576,E,153.54092368931674,B,A,D,188.05238980578454,A,-9.922336848545864,B,E,0
65+,Germany,Yes,Heterosexual,-18.20630194684808,B,D,8.379260754115373,61.06081373061549,A,42.84800966543788,C,152.68195090177952,E,D,C,8.225733775581988,B,-10.764152249931591,A,C,1
18-25,Other,Non-Veteran,Other,-27.8149181260479,C,C,41.26637388099865,-172.23839732534287,E,226.17293384681415,B,-32.01200157918222,E,C,D,-26.184109855581234,D,67.01026636594621,D,B,0
36-50,Other,Veteran,Heterosexual,-30.652782153253433,B,B,-67.82627399364782,-190.99797084166184,A,-68.8764414502593,C,-138.76430056851444,B,D,C,144.3943496845457,A,65.1065849818955,A,B,1
51-65,Germany,No,Other,56.53913228929033,C,D,-6.081701893240464,-42.96351419510728,E,-27.20431564093358,A,159.1676487689565,E,E,C,71.84261401555916,C,-90.5542532087465,D,B,1
18-25,Germany,Yes,Heterosexual,98.2997241369279,C,B,-44.96655822552727,39.231483221706455,A,105.16576584731563,E,68.86274393155662,E,B,E,-125.4973864825408,E,-34.079775253461776,A,C,0
18-25,China,Non-Veteran,Other,50.292209886851666,E,B,-207.61857782562055,111.5925129915357,E,-87.10103661040306,C,-42.01842955382933,A,C,A,150.54087606449127,A,69.18127605898492,E,E,0
18-25,Brazil,No,Heterosexual,-111.63862999673424,C,D,-27.57408970867898,14.662541316683805,D,-11.5606710849338,B,-53.86820917897327,D,B,E,21.41554549626605,A,-109.62474196185157,B,A,0
26-35,Germany,Yes,Bisexual,-235.5926020407638,D,E,-70.82110981088822,28.318807053360267,D,108.09795425207894,E,-17.548276937591304,A,B,B,-110.13433921952121,C,-107.03701098891469,C,A,1
26-35,Other,Yes,Heterosexual,132.94977476648666,C,B,106.4149129782694,-95.13184670636325,D,-285.80144150735134,C,-68.49279467105215,A,B,A,-53.530678540719244,B,-5.784471213617706,C,C,1
65+,UK,No,Other,-71.28169264314707,A,D,-158.79192527230643,-24.86808989701381,B,-120.7072163633762,A,-27.57235203187605,B,C,E,87.88684149031873,A,24.819296591053195,B,C,0
26-35,US,No,Other,-158.23946086021238,A,C,154.23841440539462,-134.79761860958627,A,31.863645779983084,C,-77.79905551956637,D,A,B,-63.305400325892926,A,18.930859057384183,E,B,0
36-50,Other,Non-Veteran,Other,-68.74269144619431,B,E,15.105938726497406,55.46457919543706,D,-80.0949791888214,A,43.14094634430127,A,D,D,168.39911410261342,E,99.10689157288385,C,E,0
26-35,China,Yes,Bisexual,53.01638935284835,A,D,109.20207349033808,-27.93723230779383,D,98.40904557790651,E,-15.933271605797167,D,B,B,-122.27805475760194,C,-38.87240638102148,A,D,1
26-35,Other,No,Homosexual,152.41080939946877,A,D,91.39414771167834,-40.71199749971314,B,35.838110077683396,A,-118.47402797913212,D,C,A,-80.60433985953475,B,-60.74074113602342,C,A,1
18-25,UK,Yes,Homosexual,279.60030546729473,E,E,74.17265141717657,133.98219844599805,B,64.93913896740654,C,29.69538292862874,A,D,A,131.39806282674314,C,-69.57556507174148,B,A,1
18-25,UK,Veteran,Other,-147.41402891063012,B,A,-33.92340383339665,50.43373392534196,A,171.58221169677,E,-13.896813258227187,D,B,A,3.1110566495052705,E,-96.05187386524418,C,D,0
65+,India,Non-Veteran,Heterosexual,33.92622298982972,D,A,-98.8685514966405,52.930994172532905,D,12.308602778000491,D,-100.57711335449923,E,D,A,29.912411988376007,C,149.23039419132073,E,C,0
18-25,Germany,Veteran,Heterosexual,217.76723915835902,B,E,-200.02767234968073,-105.9263037503351,C,-15.133890307274111,E,89.14288344264624,C,C,D,96.07797937163312,E,37.37672434341059,C,E,1
36-50,Mexico,Veteran,Bisexual,-212.15178263674463,E,A,65.0827448282648,19.863145830726957,E,128.28359397763762,D,9.966847322514402,E,C,A,-17.24278002365024,C,157.64076276775586,D,C,1
26-35,India,Veteran,Other,160.1455826025567,A,A,39.467743226057785,29.394844651876145,A,-93.00617468462119,E,229.50948266556114,B,A,E,78.73770409784416,A,-104.35950238136975,E,C,1
36-50,India,Yes,Other,60.88908131335556,B,E,73.65307272239875,-58.98843481573527,D,-73.84860611900814,A,29.330594517051267,A,B,B,2.125644093927829,D,46.554497692607974,E,D,0
65+,Brazil,No,Other,-75.27429473009319,A,E,-104.15443758823963,98.38806489270362,E,62.35192579859555,A,64.05021787026341,A,B,A,-27.09046636787422,B,53.8510225035176,C,C,0
18-25,Mexico,Non-Veteran,Heterosexual,-82.57945076938572,C,D,-38.49893542492311,-97.2412638888689,D,18.33666400949506,E,106.73784938582122,C,E,C,-27.11834807943973,D,-51.335906011637675,C,D,0
51-65,Mexico,Yes,Bisexual,-2.055704107027944,E,B,54.19362063544993,62.73974471722947,A,-114.75011704917775,D,-220.22383707242895,D,C,E,-17.951209954046377,E,103.80567983932976,C,C,1
36-50,China,Veteran,Homosexual,-139.84360218137903,D,B,-148.83462169789829,-63.03589376523786,A,10.409101425685598,B,-101.61477082569128,A,C,E,139.53819383567358,E,-56.21178453101342,E,C,0
26-35,US,Veteran,Homosexual,6.975881919315993,E,C,24.10886354389177,56.029221274485394,D,14.157559879009652,A,17.671870077224295,C,B,E,-110.3870704005562,D,72.76014787172161,A,D,0
36-50,US,Non-Veteran,Heterosexual,21.96765779638443,B,C,86.64581267504572,67.94390825555766,E,-60.88906497971129,D,49.58150638991087,C,C,B,239.69299352541594,A,57.53060231681022,E,A,1
65+,Germany,Veteran,Other,214.3641845834943,B,B,201.51550144469468,102.39633955788783,B,-43.41662883397654,B,-164.34542121193493,A,E,C,-360.0246562901753,A,52.52639565787807,D,D,1
36-50,Brazil,Yes,Homosexual,60.752686735075024,B,A,-57.04488904406356,11.417459870221606,E,14.90492451519465,A,133.46058490903695,B,E,C,-115.22896377354537,A,-37.24918205323658,B,C,1
26-35,Other,Non-Veteran,Bisexual,18.292053163489687,E,D,30.19153280241893,-50.686010444833194,D,91.57573915446588,D,131.72837538108257,C,C,A,75.79455977970963,A,48.17974943883453,C,D,0
18-25,Mexico,No,Bisexual,121.02062942031723,A,A,58.699454279392384,-26.478333385152773,D,-6.09290937004997,C,145.60056092834384,A,C,E,-8.91934353402266,B,-99.4409300744956,C,E,0
26-35,US,No,Bisexual,-123.03234516021162,B,D,-21.797883697143366,-14.563575830477435,C,54.86301011256048,B,-27.03994330151811,A,A,D,-25.681834825526916,B,-21.730867756548694,C,C,1
51-65,US,No,Other,-156.86836299599483,E,B,163.89919156643492,156.4718042740601,B,-22.821961061414683,C,-54.4705943857742,E,E,E,78.80761240181262,C,72.60426226056855,C,D,1
51-65,Mexico,No,Homosexual,94.52630475985426,E,E,58.67185395559565,92.78447852788295,C,116.78801547119126,D,85.14369618640653,A,E,B,-71.54280486462028,E,-0.4213777511928176,A,E,1
18-25,Brazil,Veteran,Other,-74.29182328395632,E,C,59.62672340695647,-92.54605339671839,C,-51.55202622599483,D,92.68908452826574,C,B,C,136.82012164573976,A,72.27801284019661,A,E,1
51-65,Germany,Yes,Homosexual,87.7137282488396,E,C,-23.013084380151028,-11.256526460893687,D,7.566315324477873,B,-35.67257915431577,E,D,D,-263.6700156569138,E,-81.6269949834739,E,A,0
65+,Germany,Veteran,Bisexual,124.97367583901043,B,C,-101.16498755440067,37.153821228503865,C,23.81597772876394,E,-160.91550929575328,E,A,E,15.809003164027772,E,33.20494824441187,D,D,0
18-25,US,Veteran,Homosexual,-1.8117656566569222,D,D,83.22193038147046,67.40789016005128,D,-34.767904108478945,B,-61.7812081018415,D,C,D,-129.8079358612293,A,-4.592592216365502,A,A,1
36-50,Brazil,Non-Veteran,Heterosexual,43.891775000747906,E,C,-242.21084902949244,-11.504341035443066,C,-9.58397340768024,E,26.595071206559002,D,B,A,144.83203288458913,E,-3.1149718071789723,E,E,1
36-50,US,No,Heterosexual,224.16275295189664,A,A,-125.10356743975548,72.6374314810869,E,-84.1614717658749,B,-44.01618519551649,A,C,C,-288.2006091004349,A,185.16049547755762,D,E,1
65+,Germany,No,Homosexual,161.17514858699766,D,C,-17.82890838434511,39.711786635863334,A,-7.592962968241708,D,-33.6843250054489,A,C,B,-137.89675088241006,E,-167.73887542913738,B,D,0
26-35,US,No,Other,-3.6977002684545055,E,E,-30.940249183653464,-104.03852356842395,D,-39.62541172223549,D,189.0717346068553,B,B,B,21.85291053609864,A,-8.77802380281419,E,C,0
65+,UK,No,Homosexual,8.75796422383544,A,A,-133.6492584171423,-90.72516546870558,D,21.141775743037005,D,11.119846321818619,E,E,A,18.551585665612883,E,14.340964324318325,B,A,0
51-65,US,Veteran,Heterosexual,-134.81917799028855,B,D,136.4056100932179,-26.868021211242787,E,-71.18179035609627,C,13.585845530736995,A,B,B,71.15948929553836,D,-15.037752485342526,A,C,0
26-35,China,No,Bisexual,-18.136196487754518,D,A,31.03958753753464,125.94518991593225,E,130.65636004592992,D,-31.966502749274827,B,C,B,-19.868132397732317,E,36.57053477142098,E,E,0
36-50,Other,Veteran,Homosexual,161.66841720337456,D,D,95.08070837676755,9.524933544940568,D,52.87151591535667,C,-95.37220130305165,C,B,E,52.257713154217186,E,144.5396324298282,D,E,0
26-35,US,Yes,Heterosexual,13.959442449702408,C,C,-132.83466851853086,137.09585068338143,A,-45.29595571633639,D,-124.02645462301219,E,A,D,160.42529111365036,E,-53.916062070795846,E,B,0
26-35,UK,No,Bisexual,79.60006234940168,D,D,128.79255876980903,365.7996771626879,D,-62.26769471172033,D,-41.161304587800664,B,D,A,-111.0874174723607,A,58.69394003390828,E,E,0
36-50,Brazil,No,Homosexual,-47.71907884363683,D,C,1.7337291487526791,-107.1308150837329,A,66.03391442270042,A,65.45613909966941,E,A,B,28.64469174590889,C,-3.3579332650611895,A,D,0
26-35,Germany,Yes,Heterosexual,136.40694209497323,A,D,-70.9771996336669,1.2839159563119789,B,-58.398498437972634,A,-51.20617119343692,E,B,B,-20.58213124778814,C,49.94770335022648,B,C,0
36-50,India,Non-Veteran,Heterosexual,-120.03541066831043,D,D,-76.99020925924916,12.335912086220128,C,30.43777296377636,A,-51.78813278472758,D,D,C,64.16572083998979,D,110.3426320866169,D,D,1
36-50,China,Veteran,Other,-103.43088784843385,A,A,-62.1267471268644,-116.12951614838278,B,-66.84204496386602,B,-78.59779479082194,D,D,C,48.94363791935669,A,102.56859470845576,E,A,0
26-35,Brazil,Veteran,Homosexual,-101.08489265437296,C,A,-197.05824190603693,-64.3228522521624,A,13.867243333357967,D,196.48432362073765,C,B,E,211.52909601725102,B,133.44323962749428,A,D,0
51-65,Germany,Non-Veteran,Other,-43.23091121966587,D,E,-193.99045807258167,-80.23695129599639,A,-133.76530963712304,C,52.60357744625952,D,A,A,107.31907225415438,D,-24.984941750461896,C,B,0
65+,India,No,Homosexual,-6.160384690175849,A,A,6.579749376776034,41.602850945564605,A,0.5724410680021677,A,9.576128972875189,A,A,A,-107.24294986476902,D,139.92061688011145,B,D,0
65+,Mexico,No,Other,16.48049601664176,B,A,-85.28594617329607,-37.672547148520536,D,110.93190764447985,D,-86.34274589722224,B,A,D,-34.37284830468467,B,-60.10194635005598,B,B,0
36-50,US,No,Homosexual,49.13940643335629,D,B,-74.59531549262152,95.363056676186,A,61.776317329423435,E,-29.915035455160023,D,B,B,112.39360057630374,C,-219.81534810907434,D,A,1
18-25,China,No,Bisexual,217.96589930663367,D,D,51.13766259684787,93.02762448556552,C,17.90481564998451,D,-92.14557836303082,C,B,D,36.94550881894041,E,-29.721881828041724,C,E,1
65+,China,No,Other,-34.18347435317786,E,E,30.18409555091987,12.934026976572117,A,-18.96792710125125,B,-8.488504101976387,B,A,B,-125.7495053343558,B,-98.0660970111305,A,D,1
51-65,Germany,Non-Veteran,Bisexual,105.19586013023743,C,A,-34.45133412258106,17.063871285303925,A,80.21152277577357,D,90.8392432456663,B,B,B,-52.00894578119918,B,-25.04570189013675,D,E,1
65+,Mexico,Non-Veteran,Heterosexual,75.8291859933291,A,B,147.4612621686259,139.7820448520968,E,-234.18817853616258,B,150.15951173080256,B,C,E,-118.55409797363086,C,-175.46961724800278,B,A,1
18-25,UK,Non-Veteran,Homosexual,24.91866226205639,B,A,-2.090574274958768,2.2515255735725974,E,-286.8914465468083,C,148.5379176677553,E,E,E,-126.82182992077189,D,-182.17781624977872,A,C,1
51-65,Other,Non-Veteran,Heterosexual,-60.593558351410536,B,E,-189.00111854379992,-155.1434054393471,A,34.52274160154092,C,-18.598234387258238,A,C,A,-70.37984878322268,D,210.36988872379024,A,A,1
18-25,India,Non-Veteran,Heterosexual,186.3125104680178,A,B,-73.22502837694223,-136.22680866697422,C,72.7581841902785,B,68.69370420134273,E,D,A,-134.44328911770057,E,-34.60249690274147,C,D,0
36-50,Other,Non-Veteran,Homosexual,-137.36598295052136,D,A,238.73101438016033,-15.915131961337087,E,25.235001836156712,B,48.07876755356041,E,A,D,-100.81644468573208,C,36.12610348883385,A,C,0
51-65,China,Yes,Homosexual,61.746050141191645,E,A,-32.73227913767798,-8.229980053513481,A,52.207891107781876,A,-17.23631551780841,D,C,A,53.64941689679515,D,-168.04745896947725,C,C,1
36-50,Other,No,Homosexual,30.443903532745708,C,B,143.69827075666237,35.16918414603229,B,-212.9546458313648,D,50.59930809707578,C,B,C,0.9618304197884626,A,-121.44216837482762,A,B,0
65+,Germany,Veteran,Homosexual,-24.27235852933673,D,C,-109.58805367755089,140.75123729378564,E,159.45280309136814,D,-59.453520122510554,B,D,B,126.51228673584582,B,127.72750009835936,E,E,0
51-65,India,Non-Veteran,Heterosexual,38.44764782727385,D,D,-95.86963783272996,246.55444908561415,A,-105.30073377542091,A,-99.41436958774148,B,E,C,17.37353043819743,B,-83.0333603979613,E,C,1
65+,Germany,No,Heterosexual,-154.5109938753902,A,C,17.83430828081211,113.84693348482269,A,136.55776442719267,D,130.51749790545998,D,D,B,117.41580913385359,B,44.469018127866256,A,C,0
51-65,UK,Non-Veteran,Other,36.70396065990137,D,C,-54.85124008193165,32.48686006721539,D,-41.983056769186874,C,-107.70599070654492,D,D,D,77.42544019508223,C,-3.0122374205776703,A,A,1
26-35,Brazil,Yes,Heterosexual,-125.73636897115787,A,D,76.71529103137671,120.65668235081198,D,145.4060747492449,D,-117.70215622091425,E,C,A,23.959230571348378,A,192.63669918394893,D,B,1
36-50,India,No,Heterosexual,-47.92155154762753,E,A,316.6978602538075,-53.81594473326328,C,-118.00320080493594,B,-13.71734467220414,D,B,D,22.47527731200494,E,40.182231461964065,E,C,1
18-25,China,Yes,Bisexual,-17.317720801977497,A,D,65.06862994618375,-162.16765774756126,A,-37.55799109781169,E,-17.991183979836904,D,D,B,113.80697395924038,B,18.098767919774474,A,C,1
51-65,UK,Yes,Other,-129.17464666582674,B,A,102.130552978342,49.02159815080049,C,-26.078170236729648,D,192.41327462023142,E,D,A,-168.45570521719085,B,-167.09880118055887,A,D,1
36-50,Brazil,Non-Veteran,Homosexual,-116.72203687515137,E,B,100.71032069035684,75.5507342859501,C,86.07708020385707,B,-50.90796196496652,B,B,E,202.544905480881,E,142.46154752628976,C,D,0
36-50,India,No,Bisexual,43.456828330137924,D,C,103.92762791086841,117.61632515318472,A,10.458994565656598,B,-102.00506195013108,D,C,C,183.4135191870433,E,-107.03724427505293,A,C,0
51-65,Other,Non-Veteran,Other,18.084492942318285,B,E,-22.938327738822288,-79.70594052386588,D,148.26095656141004,D,-99.62205920784892,A,A,C,44.89928719934612,D,70.8532387595873,C,E,1
26-35,US,No,Other,-88.90646919835578,C,D,119.28744849613815,-25.804754603030368,E,-92.44938337098505,B,-49.10953745083739,B,B,A,-50.35548160795608,D,-45.756038867006424,A,E,0
26-35,India,No,Other,162.29149428225568,E,E,108.02701770562335,152.06332812824323,D,-71.62323677636664,E,-87.00369115767496,E,B,E,-139.47234273796366,A,-12.766593307248655,A,A,1
65+,Other,No,Other,-96.95174141282456,C,B,67.55323499228834,-51.55346823812287,E,19.470610596010772,E,-84.01553810640083,B,A,A,22.406778944283253,B,-62.98257421412836,A,B,0
18-25,US,Yes,Homosexual,-2.2558063832317017,A,E,117.49391834902217,-1.934476669171294,C,-33.3276618944371,E,244.39480371231954,D,B,C,52.33354878159019,D,-70.93024050456243,C,D,0
65+,Germany,Yes,Homosexual,117.32835141139537,C,B,49.15315887203738,92.19344714271568,B,-80.53124913404085,E,-88.18681863300584,B,A,E,-19.27004796331846,E,119.8627753650621,E,D,1
65+,Mexico,Yes,Heterosexual,-120.31431311228403,A,A,-164.1626020424206,-133.41022222298648,C,-17.918145419698476,C,129.70342340523305,D,B,D,-51.83742723918188,D,-34.89907393219252,E,D,0
26-35,Mexico,Veteran,Other,-33.23080326989595,D,B,164.09270846316502,117.68300832653111,E,-30.92413948993038,A,77.90512173092583,E,A,A,93.80266689838014,D,64.41669761858661,B,C,0
36-50,Other,Yes,Homosexual,27.206644324371172,A,A,37.2530833647914,-117.47250618766802,E,-23.07363181827889,A,-185.5019017935676,B,B,B,288.24274750826817,D,97.1925337389917,E,B,0
18-25,Germany,Yes,Bisexual,-53.23599508406544,E,C,-85.26740362966669,-87.22169906665646,D,-41.03994624558176,C,224.08679623775404,A,E,C,-54.3205627472929,D,-34.900387577167926,D,C,1
65+,China,Non-Veteran,Homosexual,116.50994678177891,B,E,-125.21025165935731,21.297773386573322,A,10.87601960210227,C,-96.03952110485123,A,E,A,88.60447859682664,C,64.91385140373762,E,C,0
36-50,Mexico,Veteran,Other,-129.3522711515888,E,E,-39.58418832625199,132.04745149656424,B,-138.65501591672822,D,5.860001433863354,C,C,A,-84.88690228534497,D,41.43357395481279,A,E,0
51-65,Germany,Veteran,Bisexual,-207.99790857849524,C,A,1.3321278114041142,74.08940812296146,E,-64.3395607089983,E,10.958246109439635,B,D,C,-81.77197052298641,D,1.5963378594298885,E,A,1
36-50,China,Veteran,Other,-36.43312578742906,B,C,41.15642118407145,-128.31700868608962,C,6.842876733527165,C,-79.98275204835953,E,B,E,69.62490647995037,A,29.766949025134632,C,B,0
26-35,Germany,Non-Veteran,Bisexual,32.188065477090156,A,C,35.91620358322103,-9.508097898258084,D,43.037604568588804,C,192.39550729192695,D,E,C,-95.69146618704497,A,-156.54045635353086,C,E,1
26-35,US,Non-Veteran,Bisexual,-86.06252617503793,C,C,-41.01684940608263,-105.7176013669297,E,11.884031911628513,B,92.70836814230591,C,C,D,63.46537054893717,B,-51.14909935315315,C,B,1
65+,UK,Non-Veteran,Bisexual,-106.2935611918365,A,A,9.758480362700086,113.96332417227232,D,82.98846687350465,D,158.27514115832898,C,C,D,157.953099294088,B,71.1514550717774,B,A,0
18-25,UK,Yes,Other,-171.00366702709834,C,E,-31.99045245674314,-190.58626629516448,B,93.25961036493275,C,131.6644062480021,D,C,B,-42.38967498261574,B,57.98969834528139,C,D,1
18-25,Germany,Veteran,Heterosexual,-70.08312644166573,B,B,131.0402959848001,75.34390363790264,A,33.74616592261762,B,199.4166097686373,E,D,B,-92.5036886174335,D,27.31283530383923,D,E,0
