Religion,ethnic_group,AGE,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
None,African American,60,No,-82.09743864632372,E,C,C,-32.0189044138552,19.372729535726403,68.68454779148304,223.87415591033096,A,133.16732238317485,92.37657682205453,B,A,B,D,90.00176629801499,1
Other,Other,19,Non-Veteran,-66.36528337363258,B,A,A,146.3039482115218,246.32988919842708,-28.925118964672826,-47.452803138862826,E,40.58301556819025,-83.01571714470249,E,C,D,D,61.95028164020461,1
Jewish,Other,79,Veteran,49.39220249853742,E,B,B,-64.39137068964696,201.4610008633745,26.57531777633378,-50.80537659039408,D,33.257484283288804,-31.460285424618874,C,E,C,A,-44.99084566557491,0
Buddhist,Black,77,No,-33.89075709950598,D,C,C,162.59910381356352,-23.27154450438603,72.81039774036321,120.18543531001293,B,-60.81320010395327,-42.813353204681945,E,C,C,C,-89.13385029377314,1
Muslim,African American,69,Yes,-80.3264426040083,B,D,E,-3.4446025956232154,-15.223973358957398,-40.21863665665084,148.24320192349606,A,-76.76952211925496,86.53453808928887,A,B,B,C,-40.654093121577745,1
None,African American,18,Yes,58.952837082289946,B,D,B,-60.58940498916816,-115.68574988422881,-32.52939659754834,33.97987397551847,E,-61.312908213851166,-76.37811612489135,B,C,C,A,-282.5356375571125,1
Buddhist,Hispanic,47,Non-Veteran,-33.207406598365004,C,E,D,41.97235697269563,128.1377998074294,-110.7426031841445,99.52851905725055,C,-56.004502435353345,-59.266057901905135,E,A,E,E,120.50697929537199,0
Muslim,Other,62,Veteran,-73.32847212377804,E,E,C,27.894850681519408,-36.52447800947446,-103.02794748153742,-14.095163587857845,A,-80.87220616380324,98.5565201396609,A,C,E,B,217.29812197835892,0
Buddhist,White,34,Veteran,191.69556598901852,A,B,A,50.20474157027821,46.305830835674975,61.21326590834448,78.13043515421222,C,-151.35358852295806,-70.45591562096317,A,D,A,E,105.88624485808778,1
Hindu,White,54,No,235.68943926955956,C,E,C,111.10736450639695,63.094896133530895,5.337148821747837,123.01294147234148,D,21.01517198455752,73.18884773330876,D,D,A,E,-41.93421046870811,0
None,Other,26,Yes,-89.60927441508125,A,B,E,207.3630209023146,1.0294651034892168,194.9872389596055,105.34649746892259,D,-148.76903384051127,146.13906772699855,C,D,D,C,-26.32445226835365,1
None,Other,20,Yes,71.28645912863935,E,E,B,276.46975056036064,30.70669958462962,-200.95297819595612,-69.55948668472442,A,62.40344103776232,119.24428012208833,D,B,D,A,66.06561306662701,0
Hindu,African American,52,Veteran,-49.93667248084287,A,E,D,101.43633584403283,-10.707893165029516,-98.8342526439664,-15.005059916496998,C,-42.555865462000135,166.83935421066323,C,A,D,C,-52.60827898368935,0
Buddhist,Black,30,No,-13.15536875478012,C,C,C,-251.2131892514426,46.78244993380656,71.6371701984726,26.398412327541955,B,-63.25446198005594,56.29277896931472,C,A,A,C,50.27968150499974,1
Christian,Black,25,Non-Veteran,29.577627311450122,C,A,C,21.544246301747645,95.6678984556799,-75.31449392173181,109.02659614376589,D,-156.35732149845757,86.25277414596665,B,B,A,D,-16.566022180058585,0
Hindu,Asian,42,No,71.1524920702377,C,D,A,64.1586882620787,-255.76570238815194,193.04851178701193,-172.65567058140084,E,-109.91285905346464,9.646976338456922,D,A,D,D,-112.42211785960212,1
Buddhist,Hispanic,67,Veteran,10.581464454520356,A,C,A,-9.187348046033234,-53.51767608986915,65.75767878458166,-43.73411878273396,C,-224.90269489355032,89.82474439899315,C,D,D,D,213.4891841638987,1
Buddhist,White,57,Non-Veteran,0.6946015498079069,E,E,E,3.552078008798694,-123.49679570456857,178.2809243579402,239.00993756515763,E,-37.694051904563516,75.9200753567615,D,D,A,E,51.58709883603358,0
Other,Black,31,Non-Veteran,-138.74479688437816,C,A,C,153.1481910088634,122.71721770548724,69.00105354219161,-11.668453552049925,C,139.18335178491708,52.77473694498279,C,E,E,D,18.718946899291193,0
Other,Hispanic,22,Veteran,44.55511118978587,A,E,B,-32.4497570005056,70.47417636192259,134.65701177044636,-181.5245077273135,D,-43.051556891892126,-26.101506823308622,D,C,E,A,140.53557930948006,1
None,African American,25,No,37.63991475519082,E,A,D,-63.79104831519348,-139.94228460926027,143.94609057087712,52.90446860220889,A,-40.35323951163291,-109.55522738666153,A,C,B,E,-58.50048367699596,1
Jewish,Black,65,Veteran,-79.9034209642298,E,D,D,-10.269673653163206,45.07784383375975,69.97988063903257,233.07118158572018,A,-7.425129564383647,-169.92587765501554,A,A,C,C,-2.0355845682543716,0
Hindu,Asian,61,No,-11.584881549147449,D,C,A,95.63618827984656,-93.2688077509508,-85.07370971732935,-75.59893723512972,B,193.0223950215519,154.5640312533794,C,A,D,C,3.09330109895426,1
None,Black,59,No,-144.17530828313124,A,D,C,117.82331850598587,-15.64319204240577,-48.474922475719964,224.11873626103983,A,20.67243477739549,2.485301562081644,C,E,B,D,109.33607761964798,1
Christian,African American,55,Non-Veteran,-72.96202005284151,C,C,B,86.37128575580812,61.020896790292156,-104.37870558133872,47.46799769194669,C,13.349897763334278,-139.36962641635742,B,C,D,E,-44.812700700158594,1
Muslim,Asian,60,No,-43.03202290267433,E,A,B,-103.71015528379768,-132.56036028092225,35.293819680545155,-133.34880516488184,B,26.456316852509886,13.637326018683485,C,D,D,C,117.11387017516147,1
Jewish,Asian,77,Yes,-112.49919721521862,D,B,B,-127.68123672475184,-11.841694391996423,-2.3021930462583398,117.69728672226452,E,-43.07628977857389,-107.15557724119084,D,A,B,D,-23.6978170878378,0
Muslim,Other,62,Yes,-27.437014884869125,A,D,C,-140.9067028934253,72.00152897490307,-53.11751957711985,-28.596386705271904,E,-186.09260121501174,-248.1737160297445,C,B,E,A,73.96585154795356,0
Christian,African American,79,Veteran,37.40931142272291,C,D,A,-77.32813105569426,31.15341622005908,-115.04992186318879,152.6597391566599,C,-0.3208038550770565,-46.818447767929314,B,E,B,A,-17.892484645082398,0
Other,White,54,Yes,79.23146308916223,E,C,B,-280.21915005857835,-86.88734756263948,227.55667958418883,-60.79631331589827,D,14.34218800010191,-111.86530445958405,A,E,A,C,-94.8607842913011,0
Buddhist,White,19,Non-Veteran,54.68071875508041,D,B,C,-20.902978235747042,-49.94070926228778,39.12343111903752,-4.803125651514877,A,-104.29367593994603,50.883743837600036,E,A,C,A,-0.1947050243604261,0
Hindu,African American,32,Yes,-1.9789459507731824,B,D,D,-293.1857803148178,190.63359833118295,25.812920389754225,206.97566875747776,C,22.5374094887584,165.70488003753948,C,B,C,C,-44.3080379367098,0
Buddhist,Black,28,Veteran,-31.342522741495017,E,B,D,13.120663303297295,-316.45944557271474,-115.90983818652967,-184.01616290671555,B,11.413829061295855,-57.27074883760756,A,B,A,A,44.12066962140714,1
Jewish,Other,24,Veteran,-20.14908921088305,B,C,D,70.30728892691958,221.14381355095776,-5.567702964212617,3.9605501996560064,A,29.38126648939061,85.3149842445985,B,D,D,B,-109.46857255629341,1
Other,Black,77,No,50.64466928254715,B,B,E,-107.79042489868127,-43.12649857139357,-113.76352554473247,26.184614430328335,E,-237.79708883346632,-51.484712841641844,D,D,B,D,-142.34301211874148,0
None,White,49,Yes,47.71632778107289,D,D,B,36.20504227152238,9.595834882052765,-74.58854765835866,-76.77558836167955,B,34.98478572311063,117.29402456807674,B,E,A,A,16.588631511645563,1
Jewish,Other,67,Veteran,-33.97661277987353,B,D,C,-85.34936958427762,39.503461506856,-71.22414773700623,107.64593424732595,A,22.25266078023346,-88.77366742708995,B,E,D,B,-78.25771987256431,0
Other,Other,50,Veteran,2.1224525875257996,E,E,E,-62.786571205514086,-123.53234570561523,23.48668705320239,-34.88706902909218,D,12.567669539537585,98.2306010404497,E,C,C,E,90.74321836642906,0
Buddhist,Black,37,Yes,-94.49285623485001,B,B,C,-37.686844562055896,274.5083999572355,158.44273842909803,-15.0533234992762,E,-75.10038132777962,-20.82572634910272,B,E,D,C,-5.782669648132067,0
Jewish,Black,19,Yes,93.16969159771544,B,B,C,-111.95374451803775,41.18662889650729,29.4666400588666,124.25670758993996,B,12.550333630906376,40.87218945325113,E,D,C,A,101.42889375591902,0
Hindu,Other,20,Veteran,-100.51051190211138,C,C,A,71.05735493599039,72.35161176271697,78.32375996309439,121.70996322463401,A,-167.16974431953332,14.414393122101535,B,B,C,B,-96.31432479967252,1
Buddhist,Black,47,Non-Veteran,12.483207893007119,D,C,B,-52.16240502846108,-199.1713408682401,-173.18951664807352,57.235896351087504,A,-104.23259945343793,8.471362556980457,D,C,E,B,112.08670279287784,1
Muslim,African American,70,No,-49.667682999114646,D,E,B,28.537974430976405,-91.63973890409946,-99.63677689231261,-193.62548871355202,C,-105.7001689863209,50.58698246930325,A,E,B,E,72.67040814342248,1
Jewish,Black,20,Veteran,54.91436310526909,A,C,A,53.08069193290997,42.073644986369395,-77.51779068121184,-202.29718849685727,C,44.69433164569681,68.55003938949183,E,E,B,A,62.14780785810209,1
Christian,White,72,Yes,27.537709017468927,E,D,B,-93.66536027354863,207.97572795724318,99.15481026450769,-109.22403603426349,C,56.47732167467986,75.21873203138317,B,C,A,B,73.6110787807215,0
Jewish,Hispanic,25,Yes,-33.76542044783204,E,D,B,8.44965592018373,-79.24641480656295,-3.847298311311737,-214.3806282336873,E,-34.201455192373444,-3.9831349924870905,D,A,B,D,-217.8951717975016,0
Hindu,African American,32,Non-Veteran,86.0705725440487,C,D,C,252.03442243350455,28.231544598890235,112.77314707509767,-30.034619056690058,E,38.52673373265523,69.46230032072998,C,C,B,D,-89.77599682205854,0
Other,African American,75,Yes,-171.3778427382851,C,C,D,39.850308159055295,-60.29896122947661,53.79480304839054,-159.43584868048538,E,-114.05786382016387,30.664277304362685,C,B,E,E,17.51340419500581,0
Other,African American,29,Non-Veteran,-94.85701539581895,D,C,E,-131.10973546996243,17.35456813532939,-42.1132359224504,99.40553808872042,D,-115.24645565649953,-95.78497741464805,A,B,B,E,-105.45148877949937,1
Buddhist,White,24,Yes,50.74978651021922,C,E,D,-52.672235149619716,-32.568623789008846,56.27640946629072,24.70796539244498,B,-11.051809564239534,69.49694303323226,C,D,B,C,99.86384050185451,1
None,Other,77,Veteran,52.0875120736054,A,E,D,202.02031678432374,-111.23594929045942,46.789933378055565,71.6445953991616,C,-77.46831011692746,-85.61016642416955,A,C,A,A,45.31041067909881,1
Buddhist,Hispanic,40,No,43.208666757771795,E,A,E,-155.79146828407409,243.93035087651026,-189.2161385358628,108.02371783916217,C,127.1287651758179,-13.516470228959307,C,E,B,E,-10.759094824721997,0
Muslim,Black,19,Yes,-96.90934050931808,E,A,D,188.72041490706195,-27.603101981774593,72.49880333299711,7.004476663416935,B,173.47663375288306,-221.0313233860424,C,B,D,D,-53.98588519508054,0
Hindu,African American,36,No,-13.592292073425396,C,B,C,-40.409387317930076,-75.29687507913245,82.5897099606941,-13.498961765849238,C,-75.37839218721454,-51.876415375398935,A,D,C,D,22.100651520171862,0
None,Hispanic,79,Non-Veteran,-88.72154238802374,C,D,D,128.35246956007583,-39.81207254023777,34.090225148749994,-80.12965663536656,C,72.30134294191546,40.274998626115135,E,E,C,C,-80.33838177937758,1
Buddhist,Black,42,No,-138.78057173991664,B,A,E,116.7176454665397,75.09604667366109,-146.84677858926528,-141.48158595364734,B,123.44032582916155,-25.46821965153302,D,A,D,E,-54.294845999341966,1
Other,Hispanic,40,No,-71.66085405269986,E,D,D,-122.70026107222094,-91.3272049028002,22.360187197218895,-40.163492985459214,B,-15.88368370308679,96.33523288416771,E,B,E,B,12.052630969045728,0
Christian,African American,29,Veteran,-2.1211223693902275,A,C,E,-3.907944165509004,-154.52535504847756,216.13718083527883,113.69692025670663,E,45.72868929846342,-45.939812184727316,E,B,D,D,-108.65139874374961,0
None,Black,36,Non-Veteran,-157.49310426473056,C,C,D,151.69807194281822,111.48166840409115,60.289073660878564,33.03259592649716,E,14.289290849657066,14.151421457927036,D,A,D,E,-127.72701534097818,1
None,White,45,Veteran,-26.492340079478655,B,A,C,121.22975537311484,-39.611653500526955,-54.68279493260527,1.5941151036469667,E,-41.52364292603214,-0.3821037099850315,B,E,E,D,68.15811975039996,1
Muslim,White,65,No,-68.89432755674784,D,D,C,6.700426169653988,40.736967065858686,-89.22327433891374,-16.469302665226643,A,45.630649931050606,-94.35174821824116,C,D,B,C,-64.84225232017921,0
Other,African American,50,No,-123.06442471105183,B,C,A,97.36771935213483,-98.87630178584071,-30.937333013903896,-81.68768668327385,B,-133.1765177985525,34.67271745882427,B,B,A,B,104.87256870234482,0
Buddhist,Black,79,Veteran,59.91610236839035,D,D,A,31.88987020327519,159.2230010352964,-84.047309422978,243.91849876326904,A,41.111186561571735,-112.45514449130873,B,C,B,A,-83.00416561717604,0
Jewish,Other,23,No,13.805504830858832,B,E,A,-112.06868822690666,-126.59171917630528,-47.2374552702421,223.930746217821,E,8.48028536088781,-41.48583549910965,D,D,D,D,-60.86236232877219,0
Jewish,White,79,No,-3.5774916927149416,B,B,D,-33.142047502885944,-71.95926374785068,33.267925678929174,1.42759560990843,C,-66.38691708614161,189.77899224905548,E,C,A,B,-100.82218334823119,1
Christian,Other,56,Yes,33.193679797602044,E,B,D,-195.2923831852762,64.43711438225151,26.177668728229637,-17.49399815221991,B,-2.312914740944158,216.28449403673673,A,B,E,E,47.03407258400671,1
Other,Hispanic,63,Non-Veteran,-59.632751301224374,D,B,D,27.81766218987518,9.469052287550532,143.1308513048302,-97.32423426204112,D,120.04974726279183,-10.525978666008392,C,A,B,D,10.405988884446153,1
Muslim,Other,56,Veteran,-21.99366596412995,A,D,C,-83.60832768962278,60.84754607457255,93.4708308004382,102.79415215943122,B,-98.59559166990249,73.83617102401293,B,B,D,C,-52.545988566704715,0
Hindu,Hispanic,28,Yes,-13.427637469778428,B,E,A,-116.95059340173329,-85.3537337220751,-97.35327780300588,-80.35547134383746,B,-41.84523147374158,-13.996909716469633,D,D,A,A,101.85715971198015,1
None,Other,56,No,47.38653895099908,A,D,E,88.43842815551149,-3.561482392574252,-116.89046149768608,47.97864889572899,D,58.051999157666614,71.88889656716813,D,B,A,B,78.35514934312012,0
Other,Other,26,Veteran,75.72519402883572,E,C,A,60.9617572812371,34.981951783920046,122.27359259978219,-203.5375890179667,B,-134.50286562600542,40.25579835301755,D,B,E,D,-147.0989566611088,1
Jewish,White,37,Veteran,-57.476167926661745,B,A,A,-206.34802646834447,-114.66360069057255,4.595230218887919,-10.60171623121009,E,11.832860627721834,-6.682040754709417,B,C,B,C,-60.74308314310003,0
Muslim,Asian,47,Veteran,46.076720517021265,D,A,B,44.10317936011517,-4.1546732963706345,-140.1580725465533,27.726352957970434,E,86.33042293870115,-7.837601283502921,B,E,B,B,49.15990626632085,0
Hindu,Asian,52,Yes,107.51430503993798,C,B,C,146.61590431727922,-124.98875544223438,100.46940013291241,-77.0541479787932,E,4.619924335060549,19.3339157747711,A,B,B,D,-169.17615856456666,0
Muslim,African American,63,Yes,-113.99234967466487,B,A,B,-109.78909690103333,-136.2483945434544,-88.93378234058044,-138.94252013227174,B,-102.24327189398035,82.2592083829981,A,E,D,B,61.8302438145548,0
Muslim,Hispanic,44,Yes,-230.13373259235527,E,D,B,141.9608732678034,-16.090524593159454,-87.6625115707257,210.06687452126727,B,50.6949595379056,170.76951263255688,B,B,C,B,50.14761320272096,0
Other,Other,71,Non-Veteran,188.26847251738533,C,C,A,78.70662403423339,60.13668838213535,8.464142428205538,21.938701592036068,D,94.397215562618,16.867411317258963,B,B,A,B,-3.584791833613226,0
Christian,Asian,52,Yes,-98.90725082897646,B,A,C,5.628846838472181,-23.082127722001736,-28.928621626637245,-255.1920166827689,E,-25.89086225055687,37.22077891597647,A,D,D,A,73.41793293573858,0
Christian,Asian,45,Veteran,70.81453484222708,C,D,D,-335.45279562534915,9.30845148917141,-175.98804656845124,-62.83604927265459,E,94.2186597914138,26.0822573875285,B,E,B,B,17.514311127817887,1
Buddhist,Hispanic,53,Yes,-104.11313576460886,B,E,E,-68.80943345099243,65.67298946039524,-1.2051648629255403,-156.62358002540168,B,-34.233427421308754,191.73463241349745,B,A,A,E,-170.5120140703166,1
Other,White,26,Yes,29.699617097376635,A,B,E,25.790334576297596,-137.5062827497273,43.32849752318664,-78.58950661037711,A,112.42202130779111,96.35650094039735,C,A,B,B,12.87992432332184,0
Buddhist,Hispanic,78,Yes,200.6087624414861,D,E,A,-30.97316756835959,15.596898672852493,-5.531059499229171,-114.41235006734559,A,-255.61744302331616,150.03942516380667,E,A,E,D,7.833845860475283,0
None,White,78,Veteran,281.7025987983912,B,B,A,23.983523481910325,-149.4008130790575,-78.37381592038948,-18.606421230454046,A,-101.64368109743049,22.985556475627707,A,E,B,A,67.93830337653301,1
None,Other,62,Yes,72.38101722939264,A,D,B,21.5621333215823,44.450754025314346,-112.28787815924512,27.6950305093003,D,-109.448254525975,50.901048701467346,C,C,D,D,-16.298401411905466,0
Christian,African American,49,Non-Veteran,-207.7528192159934,B,D,C,-62.38250607929737,96.00912948917532,-175.65672476825617,-131.10766014312432,A,-174.64953926234492,113.48448400995852,B,E,B,D,10.673352365700602,1
Hindu,Asian,45,Yes,-194.45771501552838,D,A,B,7.33045152004397,-27.195277278208675,45.13959195268632,-101.70887130302533,A,24.56276324246881,-12.643907044839123,B,D,E,A,55.51558430855774,1
Christian,Black,65,Veteran,61.436220844138425,A,C,C,105.91269695008137,85.60516267242322,7.7815940325731985,-74.16001887096016,A,18.286090917432503,-29.647638899307083,A,A,A,C,-88.73266099683848,1
Muslim,Hispanic,33,No,-68.60738037531438,B,E,D,-118.33190454719833,-139.6837574859811,5.080027873454821,-60.07574677797223,D,-105.51392474375285,12.055060662468058,B,E,C,B,-92.66321439865497,1
Muslim,Black,22,Yes,-170.09654136981771,C,E,D,-34.76638024434597,-18.231954515411765,-163.48271980918454,45.25129440064573,D,-153.9866784367661,-52.923095051594224,E,D,E,C,193.4818555241084,1
Christian,Asian,69,Non-Veteran,14.978271205422477,A,B,B,-49.91709704070996,152.8084286070419,-184.14533412305695,-112.5367231424076,E,-175.98596192737736,-42.47333359042217,D,B,C,C,-88.8323876409033,1
Muslim,Hispanic,29,Yes,5.861174271419695,D,D,A,118.63941156637019,43.118225341655005,178.04441611740705,-208.46565457653884,D,18.784812853100778,92.47039721301181,C,D,B,E,-131.05758393944896,1
None,Other,72,Yes,181.20741066098526,B,C,D,44.981685042011996,-51.57836033966302,-23.553710385219166,-117.71651865829126,D,35.22778139143582,-120.52299859658314,D,E,E,E,-60.9532171871884,1
Christian,White,68,No,-163.31195365811124,B,E,A,194.7339232458775,18.422254758838573,62.27841922148073,56.664490430997574,D,-128.61113072563637,-3.5064599099669262,D,A,D,D,-28.558277242406422,0
Hindu,White,26,Veteran,101.46529313287273,E,A,E,-102.03698712569846,-151.1238572948602,-110.87537660712236,38.88997556501864,A,-156.47499977713113,-17.20397796217639,B,B,C,C,-168.49486488193276,1
