Gender,civil_status,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
F,Widowed,Hindu,D,13.24439835649881,-18.829526991287874,D,-24.71294814709525,-56.14869512572663,2.2422805411046847,E,176.47673746059652,B,70.79731767443347,127.72462889102405,D,A,-25.419384335760753,-93.3031232232173,-79.78258980336558,1
Male,Widowed,Hindu,C,-5.43727723572413,140.16893493493595,A,96.49424941246798,-66.94198401304428,-124.08611027726506,B,-56.53230693044689,B,-178.31574244144397,76.35078865786569,B,E,104.62122906468029,59.07826446734739,167.07325722647198,1
Female,Single,Christian,A,18.14481967253934,-173.96042455432635,B,42.104852235174626,-193.06456565968213,54.85899056679764,A,48.75348794037347,B,137.95402559005856,-113.09970227207313,D,E,-161.3602527600764,-87.76949011165772,-58.3379346455297,0
F,Divorced,Hindu,A,-9.042237650377174,-164.17805837932383,C,-61.76667078161323,112.94307479405748,-46.41346057389286,A,16.63984483286688,E,85.27319401582902,35.95436798378392,A,B,-119.46837637078754,-166.57164258452482,-62.26590114988909,0
Male,Widowed,Hindu,E,6.733609118101351,-159.68872142535653,B,59.30207937076646,28.637961473865992,-48.877016295959095,A,141.08641915863865,A,-109.95139791241245,-108.37101910903166,C,C,-3.2596776564580834,78.1377431392183,-26.255784495892332,0
Other,Married,Buddhist,E,-16.60882464870489,58.65950091417238,A,14.478846099404135,-121.8055558303806,68.91911703282591,A,93.05799027134512,A,18.090967646573784,-15.98476631716727,C,A,-126.33376434764361,111.54436866068704,-138.48154370563933,1
F,Married,None,C,9.733372415506905,14.987600832203388,A,-38.665657084617735,-181.0180620233167,64.56903857287286,D,-37.00602532365681,B,45.624495398029346,9.62578187263791,A,E,-57.245866501478936,228.25689029014322,-214.0522716447419,1
Non-binary,Widowed,Muslim,D,-180.8560160226944,91.36146272300252,E,41.02086243337696,-122.85379572648102,-135.75801046374266,B,33.33653309868343,B,-4.1989248137273885,6.88506549599749,B,B,-68.82827302753863,76.41948526059916,164.93080237884251,1
Non-binary,Single,Other,B,126.22696546840741,-140.72776456998653,C,16.28253553500593,11.079962486499156,-29.07172154445429,D,50.799992831134254,E,-97.40293737602398,94.0606025120051,A,D,39.595994155190326,-27.80385308568547,-26.619215119183792,1
Non-binary,Divorced,None,C,2.58733671879837,-56.11055438416659,B,-38.87233650569191,164.73531707141785,12.220398512542522,B,-36.27585294698793,A,-88.83647957395954,135.98070597916686,B,C,-211.43988549466792,-50.522260136696495,-36.55006344594651,0
Other,Divorced,Muslim,A,-103.23771444202647,-56.43287647236783,B,140.88079092772864,7.5535735115280005,34.709750290683324,B,16.826094415980535,D,-16.657431373338028,46.017350300581334,B,D,58.756528924764595,74.09823790968042,103.19514589405621,1
Other,Widowed,Muslim,C,-5.993066563522472,27.402413677129108,D,170.88439966868455,-45.69310191893474,-124.0004738504873,B,20.203044142008842,C,3.967411241858427,200.33772288231245,D,A,143.6469306634401,10.217022072971695,70.01893109984799,0
Male,Married,Other,E,-20.654447047305098,-112.09517067453696,C,-28.758271161285215,61.77870668822564,97.73947281384395,A,110.63192201634729,C,-161.67383430322343,-227.76431144299139,B,E,-52.788758223425916,92.00737555197733,30.11707339307731,1
Non-binary,Single,Christian,C,122.78869625902118,-94.33748061938807,E,-57.46227930941442,-17.587669002504125,-155.09516904064566,B,-32.82913914580956,A,-128.9861992036906,-43.75098677915539,C,B,68.9172057852195,1.911985392733574,121.22765992438731,1
F,Single,Christian,E,81.57439012245014,-76.26905094694348,D,-46.69325002501593,83.62469349476962,10.850377661847938,D,-240.62326100044916,E,56.13000221985565,-112.45278078977667,C,B,-173.9655752152673,118.04346421675538,-17.1484991934463,1
F,Widowed,Muslim,B,-6.1128458421746785,19.647235574060478,B,-128.13811279054528,43.25697359492442,23.51855068856958,B,-1.3391101210372436,C,87.23786113876477,33.20886386206428,A,D,17.449488925719514,-132.96837037823533,-5.788808222550542,1
Non-binary,Divorced,Hindu,D,4.6277944257649075,24.52547027358097,C,-61.95819240667938,-74.98654989961095,101.52656667707434,D,-77.29542613168302,C,105.62049844692818,60.40066046345799,A,D,17.603318620821682,-89.04611358967963,130.38790759361592,1
Non-binary,Single,Jewish,E,31.18833463875257,-107.32401523436425,A,-104.01351565206436,108.81366657648768,-127.25978512546419,B,-33.668444939800054,E,-54.31912459323767,-112.81595759075662,D,A,67.81532208072647,12.8954376162608,95.08248767062376,0
Male,Widowed,None,A,11.390717842574146,-112.42269509007052,C,-2.5046601757415425,-18.580770718762505,7.317919264543886,B,-31.486008946306182,B,-4.055191689733025,75.99763377775089,C,A,-223.90769643727518,-129.44870695674447,-14.147630788968634,1
M,Divorced,Hindu,A,-38.63174498866832,10.589400925965084,B,7.280542234794973,-64.79992650065813,25.571342300561216,A,-71.41915952858197,C,-68.22020456410776,-4.60910641178845,C,D,234.76068314094329,190.99490713205682,121.96412464094325,0
Other,Widowed,Hindu,B,-50.09713884230075,71.64607607939088,D,67.8214394457601,54.34694114874878,-152.42562212006524,A,-150.3230002722857,B,-127.81246670287732,-114.93890919399372,B,E,-155.56069240491215,-82.51962228506741,-42.74751011153926,0
Non-binary,Divorced,Christian,E,27.611593379271167,73.25125720069148,D,85.8375115340891,108.39249214621827,13.590327255998599,E,-202.7627571805681,C,-165.7041815974183,171.1690793825205,A,A,34.42538942090698,26.621971003689744,14.98901559814538,0
Female,Married,Buddhist,C,105.16016081616154,-180.99534751538624,A,73.18395646190804,-21.13373633960906,61.660339416732555,D,-34.56228998065973,A,37.820699856331146,85.14324630904636,C,B,140.80752452734754,-188.8774679090195,-18.41956587602227,0
Non-binary,Widowed,Christian,E,-90.73279739917061,58.31119030542946,D,9.280000892585935,-57.63858548398988,-29.8229185823768,B,53.22436999009078,C,-123.01886929042955,-154.85350438332196,B,C,-78.77204560512511,-89.80073445833396,-187.32447226765407,1
M,Single,Christian,B,83.97889220003715,-2.64574120702228,B,-79.08328631087207,-0.013593243750662825,2.9404708862569477,B,104.38637325005689,E,-120.27618952216545,56.03769763428057,A,E,-38.99959906673805,-92.99235212427604,-146.4415973407665,0
F,Widowed,Hindu,E,118.71673678396009,-93.31705900743744,A,34.233587885726294,13.640589881084031,171.4545711815472,C,94.80228291373088,D,-64.34571210450922,-104.96883204833844,C,D,41.85914444754086,99.22187296417172,175.9296574763194,1
Other,Married,Muslim,A,147.023082104344,28.828353225080534,C,50.95493612493929,-222.69226346149856,111.80342156548748,A,-85.26018583085,D,-62.097878486857624,-271.5885403018101,E,B,-92.20695838890256,-44.742061141425275,-33.85285479825846,0
Male,Divorced,Muslim,C,116.23088183788622,-78.65923464184868,C,76.47583331647276,120.52749633272346,162.83463941112893,B,38.43045772504222,A,105.35833391823279,-61.31570522353576,E,D,-310.94860423318636,-118.01111513443581,108.13094290213145,0
Male,Divorced,Muslim,B,93.07621704189305,-42.729459810540135,A,-74.4759502758308,45.39892240642302,239.375172896434,C,-75.39283246157548,A,21.360857275843337,-62.72270218731545,B,E,104.98013109237196,-8.672072756435709,16.51503537786056,1
Non-binary,Divorced,Muslim,C,171.81703393318764,-58.10808728684184,E,1.9923708312925583,-32.84724226651919,201.03738740901173,A,-34.83555606594034,B,-143.03705540341028,209.21653994127684,D,A,-38.71928713926911,-65.6528478739555,75.23696973508524,1
Female,Divorced,Buddhist,E,9.050912348968657,-209.0734584353154,D,140.02311412498642,-34.364918401242335,-14.560889645195394,C,-123.32943193798478,E,-8.17875562855832,-0.21948874948874614,B,D,-9.781829765284213,-26.427882041129102,-36.85165007666935,1
Female,Divorced,Jewish,A,-32.75818286826159,108.78579827719884,B,-55.607902222315,-67.66653922854002,-31.601443622710384,D,212.81565455355945,C,222.44493955163534,-135.0305575101558,A,A,-324.4081571057848,13.925722239047603,-141.8958176965981,1
Other,Widowed,Christian,E,188.07669537095427,133.63194188214007,E,29.95157446698605,17.679457127425355,-168.24622019508953,B,211.81146708902733,B,-54.71795327767296,-25.539065803769734,A,C,42.58187191640276,-26.912644754152755,-59.15165776507693,0
Female,Widowed,Other,E,32.863646229782425,-22.406326475615536,B,2.5857745013408278,-107.66423920394344,-50.99174277881171,B,-51.518501829472676,D,92.69870762999666,-17.176484953916827,E,D,7.951302250821541,-109.80993406258754,-206.60740547420545,0
Other,Widowed,Christian,A,-61.391617198376515,-218.1456477787668,A,19.799511208174174,102.88406419564168,113.7300639925674,B,-138.2828257229479,E,173.32146296902528,-35.62103355093657,B,B,176.15366594834717,-161.41989840708527,-50.58698180977771,0
Non-binary,Married,Buddhist,D,-28.348749523020405,-83.5532115194146,C,-29.92736739166178,177.97398098926297,-127.15148241206393,B,-73.58961196683212,E,-15.36553410939036,186.52524586095845,E,E,-68.98028844547869,170.7725268673402,68.85432451817266,0
F,Single,Buddhist,C,-82.35237967329849,-47.802865843786385,A,75.04200961761141,-23.52556685166228,63.5054831799621,D,153.48314530626973,C,-27.251703754659346,58.348769502395925,C,A,59.56779858542919,156.44889936270533,-75.28763664606109,0
M,Married,Hindu,E,-44.17738002074077,-28.086674904583926,A,-141.6842538476166,-41.72960704156136,148.1505617030281,B,-3.735810061332624,D,104.54755321850793,-200.20278263404828,E,D,-16.07100816621026,28.569214693427686,-19.20653700407201,0
Other,Married,Jewish,C,-94.17467823027364,48.09971668306,E,-49.952543793949616,12.659314114640189,-0.44066038372775723,C,-153.11571093532726,E,-66.6872432502776,-1.6124211501809098,C,C,-44.52080454896314,-98.3252685531233,11.051326582120023,1
Non-binary,Divorced,Jewish,D,1.3359979957457404,22.54298214532595,E,-66.6877342508998,53.464389690601344,15.822929084348052,A,50.662575648454656,E,-54.46481412336011,-172.61675033073288,D,C,10.941176736152403,-35.458972281680325,160.52017407184985,1
Non-binary,Divorced,Other,A,1.9069742275104256,-118.40037383929538,D,-86.8074254877024,196.37662309536327,-80.29461251323067,B,196.67103303327858,E,-211.5707745983455,-181.6577594493871,D,A,20.943977949199642,-16.390152140165014,34.25208998680415,0
Male,Single,Muslim,D,37.27251951412553,103.6700829879061,A,50.98867959970627,-51.54848738723653,4.166454379722164,E,74.05356492950284,A,30.610531396173023,68.24180174395026,D,D,43.896024158838635,-121.82923952380429,75.30059128036463,0
Other,Widowed,Buddhist,B,87.21249263249821,-94.60865237357011,E,-35.60643261002866,113.40177648905589,-18.287610998133953,A,-119.64658427482445,E,-39.17230406320737,-47.36545005528691,B,C,-118.9133907503388,-86.07029593557242,117.38111783791317,1
M,Divorced,None,E,-161.02618616140603,-120.71364751239682,A,-98.14333248679394,-13.006541596657359,199.56896056800818,D,-180.03400515602692,E,-81.51097686030964,-237.30272034689577,D,B,54.38971766335536,44.52342642913136,-8.683078922799439,0
Male,Divorced,Other,A,-62.39384320578463,-190.44144629492442,E,-126.32030594374532,136.1913835795794,-200.47578724071536,B,2.5615707373375005,D,77.21112160449503,79.62580699593136,D,E,-66.82209017206755,-73.20693001669196,-98.45515540668902,0
M,Widowed,Other,C,-197.4599530056513,-23.94293044395998,B,45.9441010941661,-87.7581982807404,148.64457704107795,E,63.23255241280602,A,18.842175865932756,34.72766370081273,D,A,108.006819591332,100.98282640415619,-0.8260215932358865,0
M,Single,Christian,A,134.33232386959276,85.30801248166354,C,0.8915807738107348,-132.98340979489643,40.94794242883754,D,52.272984561110036,D,52.287227765415345,122.07114774477449,A,C,58.13876354962622,155.96753501419994,107.58548400882053,1
Other,Divorced,Muslim,D,-148.17574001722,-69.07651617488665,E,109.72614162354913,128.5459297555678,94.30576729611478,B,-166.33074004741343,A,-108.18266073612426,-105.64976749532455,D,D,-68.70112503903822,-46.81107052512913,71.83799968808316,1
Non-binary,Single,Jewish,B,95.15529085996246,60.12409726193601,D,13.830791427392677,-11.218844567077337,226.90471289908785,C,-56.565020030888014,C,20.981179927891493,-37.3440737612437,E,B,-38.91428924060958,-133.22309767787027,-35.700769235447574,1
Non-binary,Widowed,Jewish,E,-138.10929973135356,31.081212345658933,E,32.99047847483274,51.91458808424751,-188.22374742461727,B,-33.47837678169084,C,131.96576826433957,-102.46177912146717,B,C,-61.578091262797926,-99.10279541758449,-41.87160883341955,0
F,Widowed,Jewish,A,-178.77334594046604,-159.05352394953835,A,54.6818066088001,100.99913586340206,-69.67881480446476,D,-75.25510522813313,C,-45.36157416747608,131.96910634811297,D,C,-20.403600389301403,39.05536303556461,-80.3875459240982,0
Other,Widowed,Other,D,-114.3011866317466,-73.10453331135776,C,-36.54418138056776,-178.5992380262365,126.8281716197365,B,-9.898773269447078,E,-49.612210895014194,13.975138991458833,E,A,76.46087449547615,24.27327988916686,-81.32951508534269,0
Other,Divorced,Christian,B,17.69885977016527,43.587463552095315,B,-49.85412259298098,-7.121303395040829,13.4978041280402,A,-64.42451282262199,C,-81.66609728093887,-57.812569614754274,A,E,149.6526969020567,170.16142558589576,-75.48123842748213,0
Male,Widowed,Buddhist,A,-50.708500967478166,171.182743820187,C,-44.588391549574645,195.14460158271623,-56.61551540264587,A,-147.3076728451318,A,-4.213033193650072,97.32647671307446,D,C,-47.81157208708129,-2.2968511262226854,-118.07077154944491,1
M,Married,Hindu,B,-98.97545005595133,-41.04633830171821,D,59.12479041776637,-87.32454992950296,-160.0104717145877,E,-7.878033371738343,E,-115.09403626266584,46.23093335130506,D,B,121.10463205751869,74.173869110906,68.02664390736733,0
Non-binary,Divorced,Muslim,A,-139.0488822606888,-112.27005035691833,E,-13.962446291869202,117.0191681094535,10.087951506756255,A,7.656224789721416,E,73.33614855126214,40.426237366525605,E,D,-116.1283637309536,-27.587819991697852,-77.07825434089348,0
F,Divorced,Hindu,B,151.7072594858571,27.227873234663846,D,-0.8493736678927601,-47.43630099248281,1.533714578554461,A,178.0578726765763,C,77.59490391771422,-112.21086777699884,A,C,-44.21586894057064,-308.59149559438805,-20.37545310183394,1
Female,Married,Jewish,A,-120.88325697608416,92.29521740664832,E,-61.11591056891944,16.64120398327018,46.2525193876012,D,20.640475173564,C,-160.2122299438331,-24.385549420577675,E,D,-5.269726131284594,-52.97998451025693,89.66026461715131,0
M,Married,Hindu,B,138.21445323326918,-143.35192430864905,D,-32.04178652004659,6.537755539708369,61.19345455167861,C,-87.83653380655058,B,53.849785814559766,-68.26385442536655,B,A,45.21076153430809,53.855746494681966,-264.700151590902,1
Non-binary,Single,Muslim,B,139.174171507489,-90.98686984126509,B,83.33961937812934,67.24270992309245,46.217363046347316,B,60.26292903878442,A,-1.8330891375958014,41.225514428857096,C,D,96.67595552935117,-100.8927899866201,-98.23592909406919,1
M,Married,Muslim,C,137.85640784381627,113.99048993775615,E,182.64121630737037,124.31233207663286,-137.66296181134481,B,-102.22726398154134,D,85.9378425305044,-39.792106244348794,B,E,119.94876446303724,59.69183095673991,43.02100745350088,0
Male,Married,Buddhist,C,-28.36918018751141,-238.98541877245486,E,225.1820059186325,-96.20396581595185,11.221419524016497,A,7.1063182141707495,A,96.12324404405646,11.161594128853295,C,D,-34.20233847388462,-38.34830439963188,-82.10744615674118,1
Other,Single,Christian,A,193.99647153113236,63.37388866397438,E,-97.04978486825186,-69.61907097861709,-195.40777205161882,A,-67.45709547875036,B,258.45032424801053,-70.0361862413455,D,E,53.64599470863305,45.972799305470545,116.59184131033354,0
Female,Widowed,Buddhist,A,-4.229515705163296,125.12883656059704,B,-49.28102356772993,131.16772859148355,-13.254690239203901,B,-136.24653888782976,E,98.86390912829496,27.909871154981975,D,B,-11.670745185924314,82.42206688494193,152.06177089156293,1
F,Widowed,Muslim,E,95.58728852580136,173.14820637143782,D,-4.3365832294958615,-73.05110017016435,56.67962113138586,A,-12.365243133075246,B,-10.789398196431648,-58.62248068694519,C,A,-28.190429142244138,5.224179847809464,75.3376894603773,0
F,Widowed,None,A,-35.87949857517568,-39.991364870199845,D,176.61984468037136,-50.10845724741362,43.57132383371531,E,31.80442564492448,B,162.90256004260578,-26.94752425393062,B,B,-170.37702962607457,218.33777741034584,-127.62877420429245,1
Female,Married,Jewish,D,-16.112918653993034,-47.429982118389944,E,155.46260963768427,19.427471435266742,-64.23573493082692,C,-259.09779517409913,A,17.10748042063749,-61.23076215383928,D,A,45.515948925725866,68.41516058113093,-39.30331601629544,0
Non-binary,Married,Jewish,A,-82.44429255193837,64.37068876631274,A,-161.96424614474716,-25.027656045969337,55.94484967008479,E,43.653994203143455,D,-4.89926605965959,52.062866848402415,B,C,-19.90575099143187,247.63986607114072,-26.78196015848965,0
Non-binary,Widowed,Christian,B,140.0261730766068,7.848868782656937,E,-111.59721255026373,-45.340310343571964,-196.20372013284552,B,-136.53335081310217,E,-23.831497677967963,17.151896909605455,C,B,59.17769498981197,36.703378429041706,-9.592145501051506,0
F,Married,Muslim,D,-43.25542714319401,-60.38456333516693,B,21.99740760658483,-80.22445494303062,53.95573665269664,A,112.85518138932159,D,2.7045258133767662,123.03563304992815,E,C,74.69365591416354,129.16905324336514,35.49236031837399,0
