marital_status,genero,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Widowed,Other,Other,B,C,A,C,C,-3.934973166004743,C,79.62735438980849,E,B,-138.29946245157453,E,27.434786192432664,E,A,67.13947768335197,1
Widowed,F,Jewish,C,C,B,A,B,104.57658139199046,E,-152.4828337558269,E,E,-21.613663340351245,B,117.06282996254922,B,B,-164.9107080896,1
Widowed,F,Christian,C,C,B,C,B,-94.83560640304017,C,117.11372269197912,E,A,-92.02936063194122,B,95.83792086388337,E,D,-2.770386716314996,0
Divorced,Non-binary,None,A,C,B,C,E,-42.07347131170343,D,-54.51626882278099,D,D,92.97416805708285,A,-146.69939669872002,C,D,146.26401110208457,0
Single,Non-binary,Christian,A,E,A,A,D,144.76005722683115,C,-146.62168490374324,B,D,142.1933152028754,C,104.16787407432035,A,A,76.58524926605179,0
Married,F,Christian,C,B,C,A,B,32.76528283570306,C,127.29992434928752,E,C,-132.1106729604822,B,-119.90055868836507,C,D,-204.13934304173523,1
Divorced,Other,Jewish,D,B,A,C,E,65.18891716481299,A,-95.53621987535533,D,E,-8.06147705429361,B,35.35190128634626,E,E,-13.373284024704862,0
Married,M,Other,E,B,B,B,E,-16.645887671789296,C,200.48359952808656,D,D,31.13492945836104,B,-78.64745653465178,E,E,67.4363779321155,1
Single,F,Muslim,E,E,B,B,C,62.969963551901756,B,-108.04316233368412,E,B,-8.684572707922785,C,-71.46026789582324,E,C,-219.77106148180087,1
Widowed,Male,Buddhist,E,D,C,D,D,-22.306437321360658,D,-18.240222741364434,B,C,-81.18002142285243,A,27.84984674722521,B,C,-145.99105210832383,1
Widowed,F,Jewish,E,A,D,D,E,81.18561350854584,C,156.78430625340957,C,A,-180.14197415783386,D,-14.61999923188538,D,A,-29.55070036252027,1
Divorced,Male,Hindu,C,B,B,A,B,8.738205135949778,E,-18.97313016341112,E,C,-59.13676086256705,B,102.6757195600714,E,A,1.5478158772393942,1
Divorced,Male,Christian,C,D,A,C,C,21.167814468638866,E,67.73365096487235,B,D,18.848656735034915,A,11.934702693664564,D,A,4.145337351647969,1
Married,Other,Christian,C,A,B,B,C,-15.821738640731613,C,90.22518133470382,C,B,122.87480184850796,A,238.7769157468537,D,D,-113.12089599883812,0
Married,Non-binary,Muslim,E,C,A,E,C,11.48155033416438,B,135.08898400905716,D,C,93.59927763146737,D,55.135874196085965,D,C,-189.28617733379778,1
Single,Non-binary,Christian,D,C,C,A,A,-132.7322420518656,C,209.1351181816079,E,B,21.77312305967442,E,57.66575404350222,D,E,106.48369680970336,1
Divorced,Other,None,A,E,E,C,D,114.43346431040425,A,128.17653072259162,D,E,-177.3379852813401,A,-144.39004427367087,E,E,-159.01081115702507,0
Married,F,Hindu,A,B,A,E,E,-50.38390367256886,D,84.08506666898813,E,D,52.132075176382365,E,-151.82767340422214,C,A,13.784603391267675,1
Single,F,Hindu,A,D,D,C,D,-16.995125745170565,D,-108.28323879233785,C,C,-217.54955809271527,B,-9.574947465442353,B,A,9.771859117069349,1
Widowed,Male,Hindu,B,D,A,C,D,-84.47873726603645,A,175.86884258521206,E,A,14.407592651997106,D,123.006716738204,D,B,-38.115360448458034,0
Divorced,F,None,C,A,A,C,A,-94.38044874626164,C,69.93654893755982,E,C,-80.6851112325608,D,136.25178522936176,B,C,66.62422033524851,1
Divorced,Non-binary,None,E,A,E,E,C,79.09960257339911,D,62.22162382925862,C,E,-39.91041453780829,A,-191.6920378433776,D,E,-104.51340986597353,1
Widowed,F,Hindu,A,B,D,B,B,-20.429820223177327,C,-158.70071158329299,A,A,70.23791167815264,D,24.800886875237758,B,E,86.61093794707911,1
Married,F,Hindu,D,D,E,A,B,108.36806378801886,D,-15.95888654752138,B,E,2.988897572212847,A,-78.64207877969922,E,D,59.361943188459634,1
Divorced,F,Other,B,B,B,A,D,40.139958431821974,A,-167.20129746236597,E,C,90.31591486887784,C,108.73065858811208,A,E,-112.71620296415672,0
Single,Female,Buddhist,B,E,B,E,E,-7.148148066240574,E,57.61925406059999,E,E,60.36041585108273,C,-74.36696176331004,E,E,-242.07735352909458,0
Single,Male,Muslim,C,D,A,E,A,10.044262838328104,E,-17.863151660605702,B,B,-207.07676160253098,C,138.48733551091524,B,A,123.5873839344517,0
Divorced,Other,Other,E,C,E,D,D,15.130760929152887,A,-29.91900681015432,C,A,35.22831401785276,B,57.34092873709206,A,A,188.77665710120678,1
Married,F,Other,B,D,E,D,A,-74.33078099689192,C,-41.516378534945666,E,A,-85.20959614705903,D,-191.20576713862042,D,B,76.16469387520655,1
Married,Male,Other,C,C,B,D,E,-36.41317040789146,C,-151.58915081177952,B,B,-0.9020044814534577,C,-133.07294273175597,E,C,107.4321608563874,1
Widowed,Non-binary,Christian,E,D,B,C,B,-94.79928998239865,B,171.8299432446799,A,B,98.34395468352139,C,170.93702154414348,A,A,-37.64987583252478,0
Widowed,Other,None,C,C,B,A,A,68.98742773378687,E,26.96746143445375,E,C,-141.66368615866608,C,-69.16138499060752,D,C,-100.02022467097018,0
Divorced,F,Christian,C,E,C,B,A,207.6016737443427,B,-49.90436110237138,D,A,121.31112805110666,D,132.0963222347759,E,A,149.38023567542336,0
Married,Male,None,C,B,B,D,B,77.25931317997853,E,34.45327085128695,A,C,-418.4004617461329,E,43.23178329687616,A,C,24.224700060379263,0
Married,Female,None,C,D,B,D,A,33.04533972660195,B,8.959286189483425,E,C,-115.13668461569783,C,10.364247390102262,C,A,57.20261355821267,1
Married,F,Christian,C,A,D,E,A,-112.51940222390087,A,89.16569879693849,B,B,29.366943243528905,A,109.89379985660833,D,E,14.306179029932792,1
Married,Non-binary,None,D,E,A,A,A,69.62745927587063,C,-2.5408553796636513,C,B,-103.29914612742508,D,-45.75233241985128,D,E,63.386046346612346,1
Married,Male,Hindu,A,B,C,B,A,-13.383396799283215,D,-18.853396613539395,D,E,-6.031670470557779,A,55.73518118815666,A,E,-17.04355692670711,0
Married,Other,Christian,D,A,B,E,A,-124.68975420562094,B,43.138740162083415,A,D,-53.467865689555374,E,-145.52617068141402,B,D,72.68838705145818,0
Divorced,Female,None,A,A,A,D,C,-66.43513588579918,B,-135.78036107423284,E,D,92.48996854065736,B,1.3042619153579615,C,A,-54.21899786385892,0
Single,Non-binary,Jewish,C,A,E,C,B,1.640458859644221,A,91.11957217082501,D,C,-93.4231000327497,E,78.09580448163813,D,E,92.24734349226107,1
Married,F,Buddhist,A,B,E,A,A,-5.447775024877688,C,56.675338909205855,A,C,29.0261476640359,D,-49.43349690079293,D,C,-119.75033335192285,1
Divorced,Non-binary,None,B,A,D,C,A,62.912620056586476,A,-102.55392282033615,E,C,28.52616381582492,D,-36.99631865913836,A,A,101.39391609614516,0
Divorced,Other,Christian,C,C,E,B,A,-108.46833530111337,B,27.963810898816472,B,C,-15.72266292029149,D,-48.215149196636084,E,D,-106.71283523904258,0
Widowed,Non-binary,Buddhist,B,C,A,B,B,-100.72353304817176,E,-123.47278702431285,B,B,-99.95805778284816,D,-15.274394086950194,D,A,34.90557734252599,0
Single,Female,Christian,B,B,E,D,A,70.89547317703826,D,46.585742738115385,C,E,-60.553493773779934,D,39.83009033986468,E,A,168.6628889625168,1
Widowed,Other,Muslim,E,E,C,E,D,40.15737993968477,E,27.76338845799665,A,C,-30.722267782346513,A,73.81860804764486,B,C,14.47316961356858,0
Divorced,M,Jewish,E,E,D,C,D,139.61060829098068,A,16.262954694543122,C,B,-41.53225394674385,E,7.020860581967911,E,B,-201.15704160088455,0
Widowed,Female,Other,E,D,A,B,B,108.12815193575011,E,-135.38065981302458,D,B,-23.89954760926756,D,61.6883842506071,D,D,101.63371663611962,0
Divorced,Other,Muslim,B,C,E,B,C,6.528418374099017,E,-41.418040694412475,B,D,-114.78710466181677,B,11.558540493520852,C,A,-14.148960733523733,1
Married,Non-binary,Jewish,C,E,C,D,E,165.51022171299797,C,95.24340941359345,C,E,-51.641011166304615,E,-95.62819789567706,B,D,43.89254480972614,0
Married,F,Jewish,B,D,E,A,A,1.0095057074849092,A,-58.27189749476157,B,D,140.5612712149526,E,31.34429908745996,B,A,165.78630249419248,1
Divorced,M,Christian,B,C,B,A,A,6.54642860931018,C,201.90025671281856,E,E,-25.804250943882945,D,46.42094858692023,C,B,-35.16959000891374,1
Divorced,F,Christian,C,E,E,C,B,-71.49742186272043,C,-16.195674800034187,A,C,91.0313318550856,C,-83.19284100846318,A,C,-71.66555474201843,1
Single,Female,Buddhist,A,B,A,D,C,89.7149269893725,D,28.552204946231303,B,C,121.50509207330369,B,-0.8668457242353137,E,A,-110.24264517614021,1
Widowed,Other,Other,C,D,E,C,D,-99.26158646927648,E,-85.02919971300976,A,E,232.4373946663379,A,-79.1198969993208,B,D,61.42210178480263,0
Widowed,F,Other,E,D,C,D,C,225.02195812426166,B,-121.17781187541215,B,D,-0.5567574128647886,B,22.395618736749054,B,A,-13.619910376598042,0
Divorced,F,Muslim,D,C,E,E,E,-66.02913232465835,C,75.20833991808576,C,C,-60.24429293875484,B,-55.45315291156474,D,C,47.89551608948937,0
Single,M,None,E,D,A,D,E,-5.866081053073475,C,66.26516992024354,D,D,-94.94043803011269,A,2.036831041250622,E,D,-187.76875474759782,0
Widowed,Other,Buddhist,D,D,A,E,A,32.614145487568024,B,-72.64610241624506,C,B,-69.36715343168058,C,121.49432099843797,C,C,101.89997742452279,1
Divorced,Female,Other,D,D,C,A,A,-85.79507298845321,C,37.44356488202316,D,C,93.64441459170804,D,5.895606251988945,C,B,-115.47249544490418,0
Widowed,M,Hindu,E,E,E,E,B,-51.827065027366935,D,85.39202240247357,C,E,87.70892955094527,D,-29.711139671229347,E,D,268.4889628352448,1
Married,M,Christian,C,B,D,C,E,5.494274145506766,E,-35.16592343050342,B,C,-77.53823531503011,C,-88.13785084282792,D,E,32.523892795435536,1
Divorced,Non-binary,Hindu,D,E,A,A,C,41.87694658497947,D,-6.821197375178112,B,D,-3.5252814418525977,A,202.90446341168465,B,D,-49.20842684954341,1
Married,Male,Hindu,A,E,A,D,B,50.26404648938384,E,-91.10776737520565,A,E,-12.851004033761166,D,-140.06330622572193,E,C,7.736969914717696,1
Single,Female,Hindu,C,B,D,D,B,26.533626123756722,D,56.984991092737005,A,D,90.63850323272192,D,-24.178796846338567,A,A,42.45475514867036,0
Single,Male,Christian,D,C,B,E,C,-31.61052719597448,C,-133.73716264629286,B,B,-114.43997929360069,B,-32.353682343761484,C,B,-83.3713663324866,0
Single,Female,Other,E,C,E,A,B,-80.83662350694584,A,13.822064683289279,D,D,-41.888312636908296,E,-77.56575683914339,C,C,-220.78389443210506,0
Divorced,M,Jewish,D,E,A,A,B,-39.959973248397944,B,46.10466103305041,D,C,-48.40657214986238,B,1.7203992152457996,D,C,112.54321948791588,0
Widowed,Other,Christian,A,B,D,E,D,76.30772511708108,B,64.76519788635218,A,D,57.11571362596589,C,108.61248760839446,B,A,-27.472334716874148,1
Divorced,F,Christian,D,D,B,D,E,20.17503763387733,D,118.60271892730047,E,A,36.068594739923,A,-44.78011915790226,C,A,-56.68484931712027,1
Single,Female,None,E,D,A,D,E,25.13412018577303,D,-12.107790063618229,D,B,-30.87466977370708,D,-23.177062257329652,D,B,35.98564579456443,0
Divorced,M,Muslim,D,C,C,C,B,77.58630336664154,B,4.756069489302284,E,B,95.83268308283672,A,-34.862342974430106,E,E,76.6668233933397,1
Single,Non-binary,Jewish,A,B,D,D,A,33.564134142394366,C,36.87117747374347,E,B,-4.203061343734187,D,-49.0650304634176,D,D,15.523964986272007,0
Divorced,Other,Buddhist,B,E,A,A,E,129.3546980762409,A,-94.05606069479524,E,C,126.7906026948582,D,27.431733647533264,D,A,-37.764046555584436,0
Divorced,M,Christian,E,A,B,B,A,11.385715919365518,E,114.91169770669654,A,D,83.19723323425718,C,-91.4301293407247,B,D,21.65254335204453,1
Single,Other,Muslim,D,D,D,E,B,191.6809996499314,B,96.96952166638275,B,A,68.55013577239689,B,9.332550214288714,A,D,-315.85031150476703,0
Widowed,M,Buddhist,B,C,D,D,E,-104.08272836349741,B,-19.861317977151067,D,B,-219.70660342839042,A,154.0263260611135,A,E,13.796065544138845,0
Married,Non-binary,None,B,C,B,E,B,-94.63114652446319,D,-88.6431782735958,E,E,127.02660136254083,B,-57.54005949786477,B,A,-65.55514805727701,1
Single,Male,Other,E,D,A,C,D,44.67731673428085,B,-41.067797277991424,D,D,-34.513488200696216,C,31.206958115439875,A,E,94.42345636159743,1
Single,F,Jewish,C,D,D,E,E,176.35901574847563,D,-45.082992642188415,B,C,109.06197089061904,D,-55.26491957489337,A,A,-92.03782585183757,1
Married,M,Muslim,C,C,E,D,B,-14.897921357660737,C,-74.91115104559654,A,C,-25.35866459092113,A,115.1451510691258,A,C,93.33148329123996,0
Widowed,F,Hindu,B,D,E,B,D,-29.32812882505022,A,4.957007647645459,E,C,-24.93373890758452,B,11.532912107518891,C,D,-84.50297711720948,1
Single,F,None,E,C,B,E,B,-222.47452370030513,C,58.12353986343345,D,A,-150.2464190648985,B,73.20127054680508,B,C,-53.635065787513525,0
Widowed,Male,Jewish,A,C,B,C,B,-27.61866580406217,D,-74.79919586136823,A,C,21.295145722156146,E,143.69579223467173,C,E,-90.27319634676266,0
Widowed,Other,Jewish,B,E,E,E,A,-169.77690866147447,E,204.371159089253,A,A,-125.76163685570663,C,64.74915610060229,E,C,-21.435742547684736,1
Married,F,Christian,B,B,A,E,C,-142.23023771099804,A,25.18043025234303,D,B,-93.30676787107303,B,68.20981992519269,B,D,57.989632373803936,1
Single,Female,None,D,D,B,A,B,75.27370636958541,D,-95.03037425512869,C,D,-106.19508796335857,A,74.21294921265806,B,B,28.040228929714573,0
Widowed,Other,Christian,E,D,A,D,A,28.810148055575418,D,154.613615277171,E,C,53.46420082714351,B,-32.90962024851654,D,A,-81.93851197341559,1
Married,M,Other,A,A,E,A,B,151.7695308537365,D,-37.824487830351316,B,D,111.81860229373845,B,-9.8067604648309,B,C,-3.494429634379572,1
Married,Non-binary,Christian,C,A,E,B,B,120.2061165613862,A,168.45689771833017,A,A,63.797677545959374,A,-15.962779937657151,D,C,-6.82348127961629,1
Married,Male,Jewish,E,E,A,B,B,8.917326522984073,C,-14.458164741602644,D,A,-80.00828314268679,C,69.7297080691287,A,C,-242.46650276815726,0
Married,Other,Other,E,E,A,A,D,-42.992688946373896,B,-77.07824293866497,A,B,-16.02956039772435,D,42.02422494718817,D,B,-130.5794973528927,0
Widowed,Female,Christian,B,B,B,C,B,239.698260061556,A,-36.908415329146415,C,C,76.25439439271008,A,-103.83862154059888,B,A,-31.74938428971572,1
Divorced,Non-binary,Muslim,C,D,A,B,D,-218.21053611413254,D,213.48527523938426,A,D,-34.328625900684166,A,255.11079415061673,D,A,81.43955945688782,0
Single,Male,Other,E,D,A,C,D,-192.17225669609158,A,41.88944076277546,B,B,-83.04465080137639,E,173.73703451095525,C,E,57.3925826690117,1
Married,M,Muslim,E,C,A,B,E,3.335905690129596,E,-66.8207387151806,D,E,47.2692185541497,A,-254.08011660885273,E,D,-1.3133262072770302,0
Married,M,Muslim,E,C,B,B,D,131.1486258697049,D,59.86284626193059,B,B,-208.3377095277386,C,-17.11092134511626,D,C,-84.4905617362942,0
Single,M,None,B,E,E,B,C,-67.96153005359517,E,165.23202514133737,B,B,130.63390733065327,D,-185.624522442666,D,D,-57.81250648625491,0
Widowed,Male,Jewish,C,E,D,C,A,-89.42817219103884,B,-50.003195040910065,C,C,15.023218332731258,A,-95.78483334946372,C,E,163.81385279663562,0
Single,Female,Hindu,C,E,C,B,D,-110.61553306915101,D,253.8005794331088,E,C,120.6372690754656,B,27.660537117243095,B,D,-44.70890547031505,1
Widowed,M,Christian,E,C,B,D,B,40.94848903604259,B,76.22734566753707,D,E,-29.312047758720656,D,-92.79202830810003,B,D,-139.8524277915007,1
Divorced,Female,None,B,B,A,D,C,-86.65574054072992,D,1.392831026539001,A,B,101.92327690999979,B,-116.92581842210043,B,D,27.605897886535896,0
Married,Non-binary,Muslim,A,A,D,B,C,201.3770608870638,D,-22.905250600014377,B,A,105.91038427283969,B,12.438949139606201,A,A,-45.3158636539289,1
Married,F,Buddhist,B,D,E,A,A,31.71717111384013,D,-36.58077989339916,D,D,-108.57580012006336,E,115.27289062627337,E,C,235.48089722148657,1
Married,Non-binary,Other,C,A,A,D,A,77.31967132228871,A,7.254558530185454,D,A,-155.14738293726506,D,2.3066018026549693,B,C,-58.91806382069053,0
Divorced,F,Hindu,B,D,C,A,D,-189.95973357159872,C,-67.63229818244903,C,B,-57.78598705607384,D,111.2016028312322,D,E,-18.82008989683635,0
Divorced,Female,Muslim,A,D,E,A,C,-17.312250047701646,C,22.50869659656553,C,E,-86.49386605614761,C,-137.5370256493467,C,E,116.81097365659411,0
Widowed,Male,Christian,D,B,E,B,A,21.47798343236735,A,107.1717646257789,E,E,14.918094677275057,E,-31.64026101359295,D,B,218.11757700611673,0
Divorced,Male,Muslim,E,A,E,E,E,-226.64411639903923,C,-163.05757141702384,C,D,49.891277950744474,E,-42.05224455107671,A,E,-209.23226274568353,1
Divorced,Male,Muslim,D,A,B,D,E,52.903906492125074,B,20.909792848135087,D,A,-7.668578087441477,B,159.37189625507224,A,E,20.689514763842624,1
Widowed,Other,Muslim,E,B,B,D,B,-9.403240041255486,D,25.892494350755165,E,E,180.9569563827223,A,37.10667168390241,B,C,-35.85634924250517,1
Widowed,Male,Other,C,D,E,D,D,-56.22383928095466,E,97.81012133839985,B,B,-10.22620160288923,C,162.15012104720182,E,E,100.5348990759074,1
Widowed,M,None,B,D,A,E,B,-63.825655946541346,D,-62.37865585964689,D,A,-46.36725571066705,B,62.40996460829448,C,C,44.09909237460089,0
Divorced,F,None,B,B,E,A,D,-4.3327934571737075,C,-0.23902548743737984,D,A,-40.182079247739054,B,15.727057842148126,A,E,60.66174136845907,0
Married,Other,Christian,D,B,A,B,A,-33.8116044267401,C,-54.97999732558922,D,B,142.99301054499932,C,-176.42193771140091,E,B,-72.70363147454226,1
Divorced,Female,Buddhist,A,D,B,C,D,40.6160287274502,B,176.47256506123236,D,B,178.58296130979377,A,119.96787639076814,B,C,86.04633987786056,0
Single,M,Muslim,C,A,C,D,A,-25.780887138701193,B,-70.1324093674342,D,B,126.76799826519363,D,-72.02353104985943,B,B,21.658836562576276,0
Widowed,Non-binary,Buddhist,A,D,E,E,D,93.40013769326107,B,19.15184035578939,A,D,-137.71526632151907,D,-48.5082915255218,A,C,-164.02210141282538,1
Married,Male,Buddhist,B,A,B,E,B,-110.31315085925189,B,-106.6159437605842,C,A,-113.85899456707784,B,81.29760933528517,B,B,-68.01988319301331,1
Married,Male,Muslim,B,D,E,C,A,54.840041296959164,D,-94.66907863761574,B,A,205.9363174060509,B,16.160177468465637,A,B,65.21219623340704,1
Divorced,Non-binary,Other,A,E,B,C,D,63.400627757068364,B,94.90028522880871,E,E,293.57548421866596,C,-236.77893865736132,A,B,-163.55106546067915,1
Widowed,F,Other,B,A,A,A,B,88.23503249346471,A,-44.87928114110664,B,C,-112.15813463896482,B,-40.85611630424593,A,D,-29.71897369886223,1
Divorced,Other,Christian,E,C,A,D,D,-82.97655644991579,C,80.4244114710183,E,D,-82.67209180153496,A,110.63198840718694,E,A,-30.87156841938834,0
Divorced,Female,Jewish,A,A,E,A,C,-221.92225471842258,D,-116.01180014578867,E,D,87.06624960941194,D,97.75299127536054,C,A,-66.71411172269504,1
Single,Other,Jewish,E,C,A,A,B,-60.0243171410456,A,-40.83883091180278,D,C,-117.95244288689881,C,33.00936380080837,B,B,106.46506883368929,1
Divorced,Other,Muslim,B,D,B,E,E,-250.62989997601431,D,7.51772599104773,B,D,68.89096942891003,B,35.220558558623146,B,B,-44.98694142600996,0
Widowed,Male,None,C,D,D,A,E,80.3459966110117,C,41.55943202212163,B,D,61.64200789615475,E,-31.41053767339315,E,E,-66.00516807807782,1
Divorced,Other,Muslim,C,D,B,A,A,121.95524685815258,B,-19.17121136967541,E,C,-21.704372444019427,B,-180.3727710689931,D,A,112.89053705127799,1
Single,Other,Buddhist,B,D,B,D,A,54.727779257116204,B,53.89224419402823,C,B,191.75104210986044,A,127.35014415345071,E,C,46.27015028027007,1
Divorced,Female,Hindu,A,D,C,D,B,-1.8585256078687817,E,-57.74148689343599,D,B,45.492430343527325,B,79.59238231558733,D,A,83.07216759250187,1
Divorced,F,None,D,E,C,A,D,143.34483698207893,B,16.562815015558755,D,E,-125.49510012018294,D,-0.004521258490494355,E,A,4.8570635866635765,1
Single,M,Christian,D,C,E,E,B,-216.94259883928186,D,1.035914821809694,A,C,136.98454302666602,B,13.189967157893612,A,B,-13.58256149547213,1
Widowed,Other,Jewish,D,E,A,A,B,-111.03559293802898,C,189.58170452427203,C,B,130.9099853308816,B,57.51644655972588,D,E,-91.93063252708038,0
Single,Female,Muslim,D,A,C,E,E,-125.79209107425862,C,-159.47736651019778,A,D,192.48383872690718,C,-195.68551374550543,A,E,-203.3377996740438,1
Divorced,M,None,D,C,B,C,D,11.505368172307104,B,157.79822749739972,B,A,-53.912448574776484,D,1.048801606147451,E,C,87.44033690505326,1
Divorced,Male,Muslim,E,B,D,C,B,-43.50638602302681,B,-75.80372580450067,A,C,-80.74765866360184,E,-39.89423344087232,D,D,28.412362369935174,0
Widowed,F,Jewish,D,A,A,E,D,104.47866081360691,E,1.2545987303712847,E,E,-89.30415669413088,D,41.11416764685754,D,A,-37.49340858979728,0
Divorced,Female,Jewish,A,D,E,C,C,-102.70386818061534,B,290.63549981905095,D,C,20.522572704403697,C,112.71108716018954,E,E,21.142111230525256,1
Widowed,Other,None,B,C,E,B,C,158.01132970358546,B,71.62033460455135,C,B,50.660959526284586,C,-50.202839603930336,C,E,110.43445735406843,1
Widowed,Non-binary,None,B,E,B,C,E,-126.01500663186418,D,8.364900881446212,D,E,176.53524861493298,C,37.74224679059017,B,D,-26.807438036606868,0
Married,M,Hindu,A,E,A,A,E,-9.55594162633649,A,-73.34005734524091,B,D,-38.675758065166455,E,29.475941647178626,E,D,13.79803729766717,0
Married,Non-binary,Other,A,E,A,B,E,17.414223704601923,B,-113.02095117640228,A,B,78.41929605341058,E,65.60926581427033,A,B,-79.69317745017004,1
Widowed,Male,Hindu,D,E,E,D,D,-20.626142624497593,B,-116.99087612903173,C,C,40.951015737556524,C,93.73152691328251,C,C,-14.659679666706532,0
Divorced,F,Other,B,B,D,D,E,-49.95314305246641,D,-178.08503989730372,A,D,77.52122423417681,D,55.66188883985003,B,A,58.42570104728397,1
Married,Other,Buddhist,C,C,A,B,B,-70.04827565725323,D,-18.395652990650888,B,A,-104.25341122681711,E,-62.107681616022546,C,A,-3.589219865627337,0
Widowed,Male,Buddhist,B,E,C,A,B,66.52555568395164,D,140.84770945411046,B,C,-131.94854218271013,D,77.18981328187874,E,D,-217.71295575964564,1
