military,religion,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Non-Veteran,Jewish,36-50,E,175.9165807604228,-35.3784546728596,61.79985073929794,D,C,B,99.94052044056512,C,B,E,71.7926309829576,9.344583855490832,-202.00712703276994,1
Non-Veteran,Jewish,36-50,B,51.33706028186762,72.06430895726767,9.700818741773446,C,C,E,-119.9379359472835,C,C,D,213.0901565105347,38.014388233658096,-80.03190632188823,1
No,None,51-65,B,126.99888022153381,-93.78930263281677,-79.44780569835642,B,B,D,123.24431326413034,B,C,B,-39.59967348690168,-83.79384899286657,-38.90349678975421,1
No,None,36-50,A,30.66844230038007,41.36338037982459,-82.39575281620054,E,A,D,101.0947371192364,E,A,C,80.71643230863685,-1.7924525984457893,-15.85056531064441,1
No,Christian,51-65,B,79.51977680055535,-134.01551835778872,-72.91437278854909,C,E,A,-49.895807388065855,A,D,B,-139.8726334164047,-107.48802443770731,-46.12763498498516,0
Veteran,Other,65+,D,11.368570566516324,57.40248651251774,-52.18083353329378,C,D,C,115.03323189489834,E,C,D,-193.41914202810324,-13.38486306897999,-17.257528837400756,1
No,Other,26-35,C,-65.46352105032577,12.331769428009498,59.55434304682631,C,A,B,94.30982081250147,C,E,B,149.44457009774658,-5.668839549243682,-39.40668871788212,0
Veteran,None,36-50,C,-4.225747961005183,-133.4773397458242,99.77058434695027,A,D,E,4.230382207927024,B,D,D,-17.242427983700924,-65.87569849846956,115.23268578097468,1
Non-Veteran,Buddhist,36-50,D,-110.34304276559183,-76.82975623066575,-17.5366766651524,A,D,B,-76.31326629398923,A,E,C,120.90476403792823,-69.70692251704061,-156.85812997702456,0
Non-Veteran,Muslim,18-25,C,126.9592289932848,51.0416810469336,73.5864443755331,A,A,E,-202.22340091454703,E,B,A,47.048002448756804,80.43723627665693,-24.59457347094475,0
Yes,None,36-50,D,-81.60778286805946,42.84466529452804,-246.7608530781093,B,B,A,94.69776278292905,A,B,B,130.62496573033587,-58.09539110485795,-119.22467696420807,1
Non-Veteran,Other,36-50,D,-60.734288119418935,61.95153041704543,-91.5570489388869,B,A,B,167.02214971859195,B,C,E,90.00293968711878,84.62650931602903,-24.357619017578667,1
No,Other,18-25,D,55.48695930335131,-57.37306540712065,-45.500166295639325,C,C,A,-217.43933390398917,B,B,B,192.55445181707398,110.9246786462634,-58.25870987579469,0
No,None,18-25,B,4.78746502583513,12.375193780686006,66.56007209282906,A,E,A,-103.23639310950918,C,E,D,42.69791928303551,25.168189969604537,34.9308104992221,0
Yes,Hindu,18-25,B,-5.564156281579578,-22.837597633581968,1.7819218185704828,D,E,A,-60.903542885301945,A,B,C,206.1100240558163,111.41885657178278,-46.975394402771364,0
Veteran,None,51-65,E,-36.10894901305065,-30.203687411566886,62.13406498342188,A,C,D,53.23646221476539,B,C,C,-160.44825285951057,39.606475812196265,-32.574319783089685,1
Non-Veteran,Hindu,51-65,B,-91.6963759724287,-154.2488332305502,103.71303112257164,C,D,E,173.6583961916833,E,E,C,27.521033037706072,-125.31551002012856,207.60256718203638,1
No,Other,51-65,B,-84.11932665401729,111.96404264848252,-58.838753111600596,E,D,C,60.88823826996982,C,C,C,-150.98982781633492,59.477533722338485,57.23210569425344,1
Yes,Hindu,51-65,E,68.10079229084171,-46.93660644305692,-121.5659908844952,A,C,E,46.0483260528735,A,D,E,-126.72112080253926,-141.8099776992976,168.03606426199175,0
Yes,Christian,36-50,A,35.285832959324345,-47.92595958508895,-149.40842368703437,A,A,A,-91.82310235758673,E,B,C,-9.874771256859429,-111.3116998343697,-120.82848371171681,1
Yes,Buddhist,65+,A,-38.305096727695634,-1.4270131469689604,176.34910540015346,B,A,A,-112.70027459471108,C,A,C,-92.25613212362181,-75.59499208153123,240.05787735435376,1
No,Hindu,26-35,C,12.881536694783133,0.1316619940213937,-78.50453883430171,E,B,A,-94.51768248193534,E,C,C,65.01962916590443,145.66183934466426,-122.40539029697335,0
Yes,Buddhist,51-65,A,73.72084453987225,-226.37375619378477,-45.67334076690685,E,D,D,21.089841376306598,C,E,D,7.4966052414293864,93.25155292211353,-16.471336065270204,1
Yes,Jewish,18-25,C,97.66897648669026,45.672637633884094,92.24186405764222,C,A,B,127.17841717403928,C,A,D,112.84033749332076,133.3336222759614,-19.6757237841792,1
Non-Veteran,Hindu,65+,D,-12.785367662951513,198.8578081684073,-55.287993498630115,E,A,E,-57.51065680628009,E,A,E,166.9279481520927,84.41254049466973,188.10832732625946,1
Veteran,Muslim,26-35,B,-64.28667897646756,17.70727136791753,129.73020731400024,E,E,D,-25.57028349682574,A,E,C,-27.481142660625903,3.5042411441709427,94.91577237005241,1
Yes,Other,18-25,A,-2.2667408080160594,-8.663013721213165,-79.39133284758988,A,C,E,32.01898239798846,B,C,A,98.80398974120102,178.50815273234474,-4.861340418067043,1
Non-Veteran,Christian,18-25,A,-35.84141053091445,-39.07031747793779,-12.80080632048165,C,A,D,-78.40930038352293,E,A,C,91.13598176667357,-20.67580341643761,-220.15531485867385,0
Veteran,Hindu,65+,E,22.800717206010635,-68.83652010244244,111.09311517487316,B,C,D,-7.7125063954857,A,D,D,91.03349110390097,-148.32748363467044,180.78319847947557,1
Non-Veteran,Hindu,36-50,B,57.83770971832006,-49.38869500460449,223.25984444072398,D,E,B,-40.64312445873311,C,E,B,-2.075427812496217,283.97643582930294,-167.87489665735063,1
No,Jewish,26-35,E,46.88874761076989,12.662497613601115,-119.54201025407878,B,B,E,-138.25152118146124,D,C,B,-146.09824071603606,68.46680711306419,-166.90222202401452,1
Veteran,Muslim,18-25,D,75.05170142233275,-45.46657794134234,3.875639291521291,D,A,A,31.892845948484723,E,C,E,-189.61169558893283,-208.56309554432886,59.17305010646709,0
Yes,Hindu,18-25,A,46.86069565352325,-171.28690594327887,-41.67687465124129,D,B,D,-125.22413699153114,E,C,C,-50.60765929338253,59.782135853729,-7.065369978174768,1
No,Hindu,36-50,E,12.185155641994566,-121.17871599615985,-195.97788675485884,B,A,A,121.96773475021885,E,E,D,192.02050349789363,-25.514172319194206,-84.27502314464412,0
Yes,Buddhist,18-25,A,-35.99457275723152,-140.25311825214914,88.5756303122754,B,E,B,-190.28647310811309,A,C,B,-134.61380663117515,109.23087273562977,-24.880125627077597,0
No,Buddhist,36-50,E,22.22768671955675,-74.11470334999493,-44.16911482788647,E,A,A,128.4734719293351,C,A,B,46.28904457867728,108.64317855400493,-84.74252204693155,0
Yes,Muslim,18-25,E,66.513790285381,156.60312987084959,52.57816634936609,D,C,B,28.293486988217225,C,A,D,-23.753192101045762,75.9698126897719,57.43322401312499,1
Non-Veteran,Hindu,65+,A,143.58605219802894,207.64899750672114,-188.76219891838574,E,D,D,-110.06185787475557,A,C,B,-102.88691484315575,161.91837835410928,-15.294367396972333,1
Non-Veteran,Christian,51-65,E,69.72833905422402,-177.81382332171066,-103.11938737852695,A,C,A,-2.1193547232536116,C,E,B,12.85923057323258,180.07715502279774,-17.00328694771959,0
Veteran,Christian,26-35,E,106.79835555486142,8.094887358546943,119.7899493572504,E,B,C,71.46559892032082,D,D,E,2.7243148790361413,-63.22882951324538,-22.045823667797613,1
Yes,Muslim,18-25,E,156.5175926360096,105.00253803989905,114.46492735616896,C,B,C,75.5710278333219,C,E,B,-111.96355947722685,-54.83399284240647,114.20477684364465,1
Non-Veteran,Hindu,36-50,D,111.81467984208169,-113.68952743931334,140.37892457564305,D,E,C,-5.401765089767467,C,D,A,-146.97153376398157,98.49746983622767,-120.29901213199985,0
Yes,Other,36-50,E,17.789652368746825,-16.582587071274173,15.081206561354765,B,D,D,-126.86406753075048,D,A,E,52.073958428356704,74.4025279165208,-87.70195968127766,0
No,Hindu,36-50,D,-6.328574341960712,119.8961038429309,30.998651083878194,C,C,E,-39.66223797467729,E,E,E,63.48067696984149,78.5353043256059,8.054807257588264,0
Veteran,Hindu,36-50,E,-225.59268274465992,-124.51926219834091,-130.00736282136083,A,E,A,-83.20920432843727,B,E,A,25.17040701408222,-81.28297479237612,44.703546347807034,1
No,Christian,65+,D,-228.43177944874228,1.1006064934385207,17.440124441675678,B,D,B,30.96660715405541,E,A,C,-60.02254677602568,-77.01471290225655,132.40250484623536,0
Yes,Buddhist,36-50,C,-63.44374226850551,-106.72313432389305,-29.248608338153165,B,E,E,-26.65545109562108,C,E,A,36.374430575540146,146.12302605301744,-64.09281891601279,1
Non-Veteran,Other,65+,E,88.86736197031136,-81.72772690881435,54.44582633961552,A,B,E,-13.3224275294446,B,A,C,57.3124331691767,-10.241035698494718,-73.08663569025042,1
Non-Veteran,None,65+,E,85.57208911284208,65.16772454817857,72.42621105852811,E,C,B,-6.105917121201654,E,A,A,-69.80896583498024,-11.516649176790537,198.55315928400518,0
Yes,Christian,26-35,A,42.89408439268021,-67.00918575997488,-118.90929683048861,A,E,E,-6.667390564884065,D,D,B,-16.722825025189717,54.2946234693635,32.89100505656563,0
Non-Veteran,Muslim,36-50,E,31.062298913267323,-221.3720281820419,-29.857066171836884,C,A,D,65.05698933138592,E,C,D,-39.235510454648185,102.21843924073843,40.54589394831918,0
No,Jewish,65+,C,-146.34599794407853,-58.945098690866736,161.29031509842898,C,E,E,25.559711564656578,E,C,B,-89.27808351970488,147.63256910475008,102.90539883604026,1
Veteran,Hindu,36-50,D,80.65248652120925,-238.30421598328124,-127.33063811923226,C,E,E,220.06730793411674,B,A,A,-12.910151606710315,74.66297519955181,234.35673587543698,1
No,Muslim,36-50,D,30.235930397088246,32.98561767771288,-160.28300652667434,D,C,C,-14.988225312571316,B,D,C,73.2048646298244,8.272477259067406,-19.484516291640187,1
Veteran,Buddhist,18-25,D,-27.392867980373513,-28.906059951461792,70.09736569516994,C,E,D,1.3593335661235841,B,E,E,-33.308737102742775,18.630692938432954,-50.95245925021046,1
No,Christian,26-35,B,39.411750638225755,-70.24853054565973,-80.44227624594669,D,A,B,155.0515984925248,A,C,A,242.26500752818953,-34.34339622937937,-99.4251407811489,1
Yes,Hindu,18-25,E,-38.29113775830352,-19.476878245437078,131.73806599739103,E,D,C,32.4942822191609,C,C,C,53.84791120579641,56.19246876404684,-66.11678146588473,1
Veteran,Hindu,51-65,A,-188.88491291936603,-48.08838530273617,66.04820045785064,E,A,D,42.8367133201939,B,E,A,-53.003861142731665,-30.984457720048,-22.050605065657727,1
Non-Veteran,Muslim,26-35,A,78.7672822486569,-51.55891069516628,-97.11127262744473,A,A,E,69.09202172539001,C,C,A,19.56919435300409,15.187693928434634,71.17420756489176,0
Non-Veteran,Christian,18-25,B,-51.136802395585555,-35.582940332663604,-77.47169389889355,E,C,B,31.522763008690113,C,B,E,-9.196973294274285,-94.86664415357878,-3.444547668268388,0
Veteran,Christian,51-65,E,-155.7838914351993,71.50760224181911,198.677992534266,E,B,D,-114.68222959376106,B,D,D,2.254211834755162,139.11886236418854,-31.798941787679585,1
Yes,Other,26-35,A,-61.366268646670676,201.7534769714146,-36.62488496143426,E,C,A,-12.558641753960798,D,A,E,133.82662504098474,-9.194428560577943,-42.0920851685754,1
Veteran,Jewish,51-65,C,-150.178752507029,-91.60520636450343,45.840039810303864,B,E,C,-141.93399630247913,B,C,A,83.67885476138338,45.82878978504108,196.56702475584555,0
No,Muslim,51-65,A,98.32361432629047,18.02122613674029,169.82226334595322,C,A,A,179.43185109939563,B,E,D,-0.7600756316259891,-149.00049857669282,-111.94538740687963,0
No,Jewish,51-65,B,47.00757631615814,88.72017668560007,135.88415927192784,D,C,A,96.59974399044408,E,A,C,-36.76708361511019,-68.61192243282511,28.780679567132157,1
Yes,Buddhist,36-50,E,79.64975884939662,-19.907202325251234,-67.27725074555165,C,B,B,-157.94088849429033,A,E,B,-72.8486545978407,-135.99834636458348,132.38859353668107,1
Non-Veteran,Christian,51-65,C,61.294808636417685,-89.44755010379774,-49.604023278496435,E,C,B,5.788936856573655,B,B,D,211.49318779169795,28.324244966257517,-123.88114493615778,0
Veteran,Buddhist,18-25,A,97.24718334365538,-106.69874389591192,58.04801544670223,C,A,A,1.3518016398941648,D,A,D,-37.61586497718049,21.367436659907984,91.65471819981931,1
Non-Veteran,Muslim,18-25,C,66.62031898165142,111.43240538261709,119.91844119627197,D,B,C,-51.272205588163644,E,B,E,-3.009274330120173,101.13834565340676,177.91436578458251,0
Yes,Muslim,51-65,E,-3.250551924269523,-19.964981696495833,-139.88001372300448,B,D,A,-94.65656234713272,A,E,C,-110.78662029409062,153.98295150025606,-51.28528111078903,1
Non-Veteran,Buddhist,65+,C,-193.65585134084932,-129.4786859095188,169.63612586108886,A,B,E,-145.92188599177004,A,A,C,-65.09722688746362,112.87806734018224,-89.16799683015104,1
Veteran,Buddhist,18-25,C,1.6618351613182671,-88.74428012451318,-114.46557414251863,B,B,B,-11.104729529292943,A,E,D,-46.01555294698127,17.523396282093074,73.5189064441359,1
Veteran,Buddhist,26-35,E,-169.62026041551565,-14.469393301481984,94.52272147455824,D,C,D,42.415673300194335,C,C,B,-84.13932761102124,-83.75885649254563,29.489900915355378,0
Yes,Jewish,51-65,C,34.96236213452205,-91.11429830398711,-42.12390798021384,D,C,C,-23.75225318458708,B,B,C,127.48777852693962,-76.99692105178619,24.864461261042585,1
Veteran,Hindu,18-25,D,77.05881221777501,-26.994617020563936,0.28208054989034176,A,A,E,-75.81022947642589,E,C,E,-98.32251717363356,-119.0275325287119,234.99693080815086,0
No,None,26-35,A,-160.93459039092102,-88.3781368724876,73.20946356516457,E,B,B,126.9659489625101,E,A,C,100.22338670642309,-68.00130173958483,-131.1583359863442,0
No,Other,36-50,B,18.162734097301417,11.659344343817938,121.65462338450178,D,B,D,-115.75695448855265,B,E,D,-84.00900420154252,45.762320816064054,217.87651579795977,0
Veteran,Hindu,36-50,B,21.518312916666822,31.080025467258178,-207.82069152240376,B,A,E,57.36103887200369,D,E,B,-0.6918308770575294,228.60734629836097,-131.4364214913323,0
Yes,Other,36-50,D,-42.62331784352567,3.6731590909483045,-9.188084384535788,E,B,A,10.3975556341734,C,D,A,-142.65085695120078,136.0959441337613,-50.799248634359216,0
Non-Veteran,Buddhist,26-35,B,19.575943433169098,-54.113538357538324,255.4167913313707,A,C,A,182.93572824410543,E,B,C,27.006770618198473,87.14626933828137,-125.52083342251781,0
No,Hindu,51-65,A,74.48808418380065,-61.537585783782724,60.84061860333292,A,C,C,-53.77686755546504,A,A,A,179.80333058921767,5.991737464446393,123.95212131944375,0
No,Other,26-35,A,201.49427052388532,-24.108699209291363,36.22958476212228,B,E,C,111.23636826855162,D,B,B,-80.75462048177174,24.556088497992405,110.29202494632682,1
Yes,Hindu,65+,B,137.25855635879245,-112.75231850371338,22.595475036792468,E,C,C,29.221767679666193,A,A,E,3.32840458568638,82.70180844300053,36.161178844136884,0
No,Buddhist,36-50,D,-160.40654970698304,-100.4861008741113,56.80126151067294,B,D,E,64.03834383837341,A,A,E,-192.78111991249222,117.0905128819586,-131.9497600520761,0
Yes,Buddhist,65+,E,30.984356611958347,-103.2960377663799,-27.551677950305454,D,E,B,53.26137523685891,B,D,C,124.39460718165292,-25.4318718061177,22.37951067796024,1
Non-Veteran,Buddhist,18-25,D,-59.66281519485914,-49.20235952468969,325.5547254547343,B,E,D,-122.24738074022099,C,D,D,-48.62631130410666,-57.35119037971875,-90.98234597335819,1
Non-Veteran,None,65+,B,54.41274246255573,-243.10736817493896,7.417216393434561,C,B,A,31.407494961189702,A,D,E,-213.98955031046594,166.8256702698033,33.62176006167656,0
Non-Veteran,Muslim,65+,A,132.71974170011194,-66.64122516848482,320.3560733845959,C,B,C,-4.157097206956846,D,D,A,86.90406277191332,-213.4876647532601,-80.207363591414,0
Veteran,Muslim,51-65,B,180.43260905311504,151.55549431796902,-46.94147512887945,C,C,E,97.79859977290363,B,A,B,81.81351014552622,-87.45594349732141,23.32506944303598,0
Non-Veteran,Hindu,26-35,C,137.5780079401037,206.08808158902093,56.11096741964137,D,E,A,-104.13365005871447,E,B,A,133.10511506625335,-12.602345890704541,40.13200975518649,1
Non-Veteran,Other,36-50,B,-59.628744075919194,-14.952784437218645,-5.220859746798923,C,C,A,-86.07200646861332,E,D,B,-233.03616179605982,64.2148601722648,110.13181183694485,1
Yes,Christian,26-35,D,117.03002878169005,39.39856436582662,187.39120889895483,A,E,C,21.453186118587762,D,C,C,-142.4901919318025,-22.779985420044078,-36.80138462759668,1
No,Other,65+,C,54.82107261029567,62.92161870688123,-15.494297923925274,E,E,C,-8.80930925617818,C,A,B,-252.69756980188382,-295.8793665016199,70.45692080720148,0
Veteran,Hindu,51-65,D,32.98285753885553,-20.23260879126982,17.977490583096607,C,B,B,35.36598027295119,E,D,D,-36.32689481622205,-1.457606918366117,21.911912900798193,1
Veteran,None,18-25,D,-210.9477512727023,-232.7648258179575,-129.92376525646122,D,B,C,115.62563570359418,C,D,C,-150.2930823472427,91.45108229653309,-63.46470374087991,1
No,Hindu,26-35,D,-6.981770886935264,-247.05755049884863,-139.14111380893576,D,B,B,-40.17109472807507,D,C,D,207.95861678827748,-127.65536641951576,-119.82583974624177,0
Yes,Other,65+,C,-94.53367948499421,27.670531741262593,206.09772966458948,B,C,B,-78.21734033167603,C,E,C,146.98787335706703,192.744961635449,41.53903147500897,0
Non-Veteran,Jewish,26-35,A,-30.74955427717512,166.609824000658,-130.90031871089877,B,D,D,-30.41065269922334,D,E,C,-120.81149336321396,-43.194361221931395,-5.267068617791664,0
Veteran,Jewish,18-25,B,-21.537845115394553,-25.36663888320983,2.0447476697295466,D,E,C,20.248268042490235,D,B,A,40.665420523931864,127.57514536601062,53.308778940993896,1
No,Hindu,36-50,E,-59.39214032657326,119.29767278323307,-139.45735377100274,D,C,D,-49.82543723154711,E,B,E,76.1943592469262,124.91995210823089,140.2492322230669,1
Veteran,None,36-50,E,206.44050042491767,73.49613813236036,87.49449952901614,B,C,E,48.32772884326814,A,C,E,-17.333250615872515,-64.13474520562394,-53.51160805998472,0
Non-Veteran,None,36-50,C,-196.9027471658958,-182.5172791978328,73.78742677123931,C,D,E,74.96797012833854,C,E,A,-196.98760558516955,12.608895025882342,149.27935520150018,1
Non-Veteran,Jewish,36-50,B,67.55190688671775,45.4124369905638,-68.50482949632382,B,B,A,74.99588243204299,E,C,C,-28.577760127071933,137.21824195006812,-64.76339734213899,1
Non-Veteran,Other,36-50,D,107.10856908565904,60.51453909986629,-110.3944037652798,E,B,A,-46.48492691356788,A,A,E,-157.20173793053672,-146.0149909819976,-31.899911181784873,1
Yes,Muslim,36-50,D,-94.40925715692387,-81.82356590389264,10.009609573907234,E,B,E,147.29909514197567,C,B,B,19.122465839971632,-84.45108579351114,-278.5560829938499,0
Veteran,Jewish,51-65,B,80.79489547026344,-69.60719891943606,44.37094532398446,D,A,D,44.73331081383524,E,B,C,-24.828068817676723,174.93088241963375,-132.95992634898886,1
Non-Veteran,Jewish,36-50,D,-16.41755377025212,-236.37616205666126,-4.423443959837001,E,C,D,53.92869758552943,A,B,A,29.68103007389276,70.86040256745224,-162.88990440736126,0
Yes,Jewish,51-65,C,23.678830500378435,-115.12764203233874,-181.20279819438946,A,D,E,-51.464917749236236,A,B,A,117.54728731604396,-10.846119262357627,53.48246796563434,1
No,Jewish,51-65,E,-7.114398360437421,109.8491281267789,-72.30900937970551,C,A,B,13.994020003948274,E,C,D,-107.76603526219472,-149.89899741581436,44.189332942809436,1
No,Hindu,26-35,B,27.1572310019829,-41.257673183986086,-87.14748460817592,E,B,E,-58.011985050089244,C,D,A,-165.1432789207407,-94.0957199147301,212.7271627091485,1
Veteran,None,51-65,C,-63.07228561344708,-28.517667108975576,-95.93471841921506,C,B,A,-1.1187993062125998,D,D,C,98.58377623740628,-125.75129342426993,-44.68331444126024,0
Non-Veteran,Buddhist,26-35,E,112.1405528088061,-65.42273820457272,-63.288173272539424,B,D,D,-13.960220284534513,C,B,D,-38.027433469524745,50.41441749545614,-123.28084872250602,1
