Veteran,Disability,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Veteran,Both,Divorced,-97.08419495359897,53.68591181922218,E,B,52.70823035316542,-78.79723506417474,-235.07575289999266,-129.65357095096903,E,C,10.032794981774755,C,86.71184486967493,94.50038963436465,A,-135.71702564895892,1
No,Mental,Single,205.28545391761352,-130.62121294332937,E,E,115.56410106998676,25.916882116085265,173.03854073582463,1.9302256298112126,D,D,27.21292705918787,A,21.506397650251582,16.314159873188785,A,-241.9375164704554,1
Non-Veteran,Yes,Widowed,-107.84245864246165,179.95329205061128,B,A,17.645418636269643,-113.36260835711694,-92.44165280783949,57.56547677432814,D,B,63.38053512903349,D,41.89521524059231,-189.91834015212493,E,-224.34681457656697,0
No,None,Divorced,-45.84938269851523,21.921796782933665,E,D,-2.2954634271101617,100.81032154015756,8.074973249402014,22.055157792196383,E,D,-50.03195756947498,E,98.0452214531208,-70.50079003985583,A,135.24634546100197,0
Veteran,Both,Married,-81.51460597341249,94.63505340394094,B,E,-52.81010479396304,49.18690544890927,-83.53894142872183,-60.737953869585105,E,E,-52.91412357410442,E,10.816243649789357,57.133385684259665,C,3.1438779472090927,1
Yes,Yes,Widowed,-23.4287989759064,74.66740537548743,D,D,56.88127281606747,173.50461977606707,-54.88097971467456,120.99843977241494,E,E,12.178295337845793,B,-192.2400098075534,105.10204858843275,D,2.0667014576534735,1
Non-Veteran,No,Divorced,-146.9734648785494,-0.7265925623113341,B,A,-49.370543114152504,188.0626987909666,20.59063761295247,-24.423919883491095,A,A,77.87840815227996,B,-29.031889761532675,70.16665141407333,D,168.5405041980861,1
Non-Veteran,Mental,Single,149.51402897265814,51.14637433200044,C,B,-113.49107612882202,15.214657792220471,-37.83875425352262,16.91381632383239,B,B,195.07244657406957,E,-2.284706594713997,36.33119205826161,E,-145.37933708456282,0
No,Mental,Divorced,42.27440404921576,-94.49411802165997,E,D,-99.25937739889696,34.74481780996605,-27.88220738856554,-108.65646643317905,D,D,-29.796656932154836,B,156.0050753311897,90.91289294216462,A,-64.86282595231316,1
Veteran,None,Divorced,23.639382340210698,23.463040176143856,D,A,-183.94812258915988,160.62233853607378,-101.179684285637,-40.80297178624996,E,A,14.511785621426036,C,45.068256511336365,71.62811762766842,E,-18.57650174798115,0
Non-Veteran,Physical,Single,58.953789362643484,116.59034259889597,A,A,216.1670632742469,134.99525172064196,-137.45954900334786,-37.66728783863941,B,C,-4.035409479571367,E,-111.56248746693413,-92.57029083315118,C,-31.667032984688337,0
Veteran,Mental,Married,72.54845259237207,40.06989513920688,B,C,-119.59792424358476,59.16035762085858,-175.26359203820482,-25.283534430971073,D,C,198.87084491542834,E,-9.126042589556004,6.170918183482691,E,71.25343149336473,0
Yes,No,Widowed,-89.3505355629061,36.730790052208974,B,B,-13.7831785433503,-95.76678085222716,-24.92278574782713,198.95147586057226,D,B,84.29592577625877,B,19.594247638590485,-27.48076481703337,C,-89.7350317560628,0
Non-Veteran,No,Single,62.498476270209935,-54.24009086733956,C,E,-37.5830481252377,-17.799007135266233,-104.65485068600502,82.86981015249594,A,B,-93.47487165137007,B,-82.72689731149421,31.989061870894965,A,-22.076889802786777,1
No,Both,Married,-44.2155911737872,-135.97571956364376,A,E,-42.80550937344223,88.02250634002469,89.35104279332437,-57.502455184664804,C,E,87.68744244290751,C,-119.29803887382,-69.33172800081553,B,71.06643659477126,1
No,Yes,Married,-99.85937503475337,-72.74305533840084,E,E,-113.51928213558841,71.74511474074798,-72.55673517413975,129.95086057120773,B,B,208.85853394731967,B,-124.38830921045093,120.1167974562108,A,-29.946548644058733,0
Non-Veteran,No,Widowed,-55.301715026798014,7.173376641909382,D,B,-19.738344578875445,-56.261466677935665,84.08073451341482,44.488231779193924,A,C,-83.87370447581667,D,19.797325057747404,129.69299760766634,B,40.188327995303865,1
Non-Veteran,None,Married,112.07943000484302,-45.023059083087546,A,A,-17.174311659388408,-135.8605460578847,-66.90383854338072,-123.18132914011531,D,D,-49.19205261628712,A,-63.2421616449131,140.338022798262,B,171.34628379873635,1
No,Physical,Single,92.64127877636017,-118.51930050872286,E,A,-68.95447253365647,-88.46632538966594,-82.23231746903046,25.562834007848984,C,A,-57.68088339938133,E,-11.228178723034118,48.805354526719164,B,-65.10079756576519,1
Yes,Mental,Married,94.35126438624609,62.281313112489954,D,B,-162.97041424256545,-153.49962809516623,59.38279757944258,-19.928133284451814,C,A,110.23559516873507,A,-37.00146664264173,-99.82669712668532,B,-120.66789820886679,1
No,Both,Widowed,10.450530748259332,-160.62193145001248,D,D,66.4266593253932,3.695388397774011,23.6532485553264,274.48796458043165,B,A,119.42663140897223,D,-11.0207108689907,-62.018296493427414,B,55.79739408110731,1
Veteran,None,Divorced,-43.67925747267039,-33.51663862608888,E,E,23.205317105593956,27.9670629928739,-138.79222465017793,-52.90001441831801,D,E,-60.13611119030004,E,-57.293278603521046,28.252764306151313,A,81.91584350764737,0
Yes,Both,Widowed,75.13891576339196,48.27774933457062,A,A,40.64617751408803,-159.7824373391981,-149.2767595350316,-178.66311328238257,D,C,47.44700923211151,D,-61.14395712316013,-90.63597419904863,C,11.33289464610596,1
Veteran,Physical,Widowed,99.4082060703409,39.422075968849036,E,D,116.92422499619013,246.98172071609653,-104.48885523841471,-61.58501422595791,C,C,55.30017197116389,B,-43.37107995153803,50.10569691589123,A,-14.49943448868022,0
Non-Veteran,Yes,Single,145.99977732344234,82.826432388892,B,B,73.51925425420443,-8.14993481589342,-141.9338189634288,93.51813828569703,A,A,-40.980389314064084,E,73.0890179954766,35.128742916033964,A,5.144276285843701,0
Veteran,Both,Widowed,-139.60056709567277,-165.32856932667065,E,C,85.66225722443586,30.50223982006774,-0.31094065231093704,44.150687220813005,C,D,-21.980916566450155,D,83.42766924825366,-103.94691099760198,C,-29.736040445647998,0
Non-Veteran,Mental,Single,-64.64193586567177,-11.457842656236107,B,E,69.5113581630772,13.958299759415352,-7.636669335436343,22.996375789688067,C,C,-10.049228086539012,D,-67.24387639369336,-80.36183983443172,D,10.777223811552762,1
No,No,Widowed,121.38155766331799,-18.613877178121943,A,C,50.39025992683514,-29.449191017785843,139.561656019545,-105.55359165095295,B,A,4.537578698489632,C,-138.79309557818274,86.60893305556445,C,-63.08596782346388,1
Non-Veteran,Both,Divorced,78.66637861110455,155.15488067595325,E,B,95.70118685250337,107.01120486790947,48.47432240592188,-94.46682444635931,B,D,-31.586884792968156,D,65.12429482707014,158.93797889597985,C,136.1374915542919,1
Veteran,Physical,Married,81.43700025132297,-98.75752980015635,B,C,-73.14968945686851,118.34917260906752,9.306969433766564,-170.0192972395176,E,B,9.490745957102089,C,-141.15941164758573,21.729356653656755,B,-270.5933996405383,1
No,Physical,Divorced,-45.47551435978299,111.22189480320948,E,B,242.7304090191727,-157.02017439442008,27.860639619759702,83.36821087590839,D,A,-63.91581115321592,C,-30.60973792479577,-89.98822622283382,C,60.92985191035136,1
No,None,Divorced,30.1228328739205,31.256418166589086,B,E,-108.72058095802801,-2.687990654430008,-123.33393286584038,38.5366998855353,C,D,140.61740638326643,E,20.671214156222828,-29.4130596647281,C,88.72050035419369,1
No,Yes,Single,95.61688449294059,-146.51482909113506,B,C,69.19015532903872,26.101640920488517,55.05644243070139,101.25741421493055,E,D,-104.04878536989337,D,118.76175369666744,66.28770632431207,B,-53.208928554579295,1
No,Physical,Divorced,195.05526948696206,39.339277814295635,E,E,-93.91689661990435,102.79913487411967,-23.811612190840062,174.90636356349526,A,E,106.4022455035342,B,-113.3459011913319,-30.31845147303197,B,-233.72356877217823,0
Yes,Physical,Widowed,107.45485823575052,-108.33247432210669,B,B,101.94779177833588,-42.00826268246454,-51.6819052265876,7.826411062561717,A,D,92.01531565172851,B,73.49014371448968,-64.39211168513766,B,-12.311735028081214,0
Yes,No,Married,89.0477093368262,-44.95274528552328,A,E,52.92280758759791,-81.91741852117003,103.8233724928012,14.65189497233054,C,B,91.06263256776145,A,192.0952705894644,30.600427424805478,E,26.670226139029268,0
Veteran,Both,Married,-132.97909762338864,-201.8628640527112,B,E,-44.60331070581509,-137.7803599602874,-92.09654090141086,50.83507978958101,E,E,129.87653552409725,E,14.87787632432706,-11.909423136817713,A,-65.77603736487319,0
Veteran,Both,Widowed,-33.330339356822016,8.550283564668106,C,A,90.57245157158958,74.03167107848995,76.47918999353914,-8.636732075667789,C,B,85.04045963146389,E,-122.50409061282166,78.92021929651449,A,60.01036720187878,1
Yes,No,Widowed,136.63348199124826,42.301286966402316,D,A,-144.9813605108431,66.18308480907857,-60.25281998724441,145.07990283463354,B,D,51.08393570225822,A,38.41097900858576,-30.809414185541357,D,-29.191294759621496,1
No,Mental,Married,26.760486744197937,49.57918385013593,D,D,75.90358612412659,-60.51735911288802,158.55759647512403,25.567169638091574,C,D,-72.00630008734076,D,-117.08940704649457,72.58903412021101,E,-48.85932661696242,0
No,Yes,Widowed,4.376619699927744,-98.85220684381424,E,E,-94.84326048464953,24.367257272704887,94.08215542016029,62.27103223377747,D,C,-121.25839117982586,E,12.880284603777115,-27.405328274664946,D,127.09587317100784,1
No,Mental,Single,13.606905558510407,-39.25515359269385,C,B,-45.6249138255647,-101.93540541664123,-139.17664146940717,-55.62503878330626,D,A,43.82137096623668,E,176.673589455491,-18.22790226418849,A,14.21999984716409,0
No,Both,Widowed,128.2804903324813,64.81764337159001,C,D,-22.1946087884616,96.16056171983564,-9.93294234263998,-104.54964022912556,C,C,160.31165342254752,B,70.5439234834633,-16.775675556069878,C,-23.21646859506357,1
No,Both,Married,8.92559946596893,-150.8121332499572,A,B,-158.3824379143164,138.46828326572435,43.79570696909976,-25.111285204194616,B,B,-62.821063288286815,B,137.1125117216362,-34.89574726059173,D,31.800865362842995,1
No,No,Widowed,324.5757471970496,17.31313912597684,A,B,63.06129707388132,31.338821856521665,-49.81597169932925,-139.1393379307085,D,C,107.16982136549275,B,49.546389988861335,-136.14088698928603,D,-56.85972573605326,0
Non-Veteran,Physical,Married,-39.35335775078932,118.53181188669622,E,A,31.64943500345323,45.94895423327933,-5.565843895061407,-143.86495035784552,A,C,67.03506983341848,D,-141.19684868990996,22.641042741606842,D,53.33412411900926,1
Non-Veteran,Mental,Divorced,-66.60999388452574,-56.583870114311495,B,D,152.3215550306435,-26.780239145023245,-27.116714258690067,-2.032502246172046,B,B,-67.99465671822428,B,-106.53448471770284,-38.60658033288086,B,54.99850472639961,0
Veteran,Mental,Widowed,107.34498284207088,100.62642901132057,D,C,25.986430855835053,58.595972289990485,67.01638741127304,85.63120165119452,D,D,25.195927064206348,C,29.293544231524248,178.92874597748659,C,105.80824770213064,0
Non-Veteran,None,Married,-48.043532368633734,213.84284741830024,C,B,36.65207636682922,117.27332800640164,107.7596430212297,-5.847290081640141,B,B,-72.98532546847468,B,-57.965094679503736,3.042227894278307,A,-1.6179626621287018,1
Yes,None,Widowed,-116.86125019035345,-101.14827249282601,D,A,127.96905092969557,-60.533684024723065,78.8459812372735,129.69007784512658,E,E,-88.88657892744996,D,-79.40436266096987,-233.32890070976896,B,-159.67528517578106,0
Veteran,No,Widowed,144.79777964616517,-47.56072868485816,D,A,-132.70245136929424,13.86770316838387,-59.319354710097905,84.57323981564659,C,A,111.91519304344611,D,6.7184040622773615,-98.4522471282719,D,-4.865323916955382,0
Non-Veteran,Both,Widowed,-79.29922043851238,-100.58738072579689,B,A,-217.32831722927668,57.959718832830966,-29.60403271733622,-17.878506475110438,C,A,-102.96424826289213,C,8.910192659802645,-18.031753473608127,E,45.44684075279275,1
Non-Veteran,Both,Divorced,21.3323180578557,102.01502100022833,D,E,32.214150967192744,66.17405872107197,-17.278361879767314,91.71272034118661,C,C,103.1062842735218,C,-11.846699287638009,60.11946245823866,A,-140.3390374158764,0
Non-Veteran,Yes,Single,105.49669896226457,-20.56187929512928,C,E,-25.263807195072086,-29.313313640135036,151.70314353397222,-34.13048378811113,C,D,33.33313380597293,B,-161.17169707638124,-100.07191759474416,A,30.24485197656064,1
Non-Veteran,Physical,Divorced,109.89556084909613,20.58882143938929,A,E,33.28094785287207,-146.18579673362322,43.351334951537815,-26.07438382718173,E,B,210.06123055447407,B,144.9164370413635,-6.730199805851333,A,97.11134476303185,1
No,Yes,Divorced,56.0279892069458,-54.043666621910965,D,D,116.01702901926438,178.46963157802102,16.53317727349,-217.07417637624107,D,C,8.372984592536177,A,1.5474336428454876,-172.51293940357863,C,68.5738658361601,0
No,No,Single,142.98923914557707,8.662386382488776,B,E,66.68694430356696,-22.97152217551479,90.06101135712176,-147.42541862863388,B,C,48.37835110566683,A,39.94736338588229,85.28587348961713,C,46.94301561583478,0
Veteran,Yes,Married,11.33691380841173,35.29715568512136,D,D,-13.09615428356479,-11.004214217242964,72.7292766860745,5.693381525775597,D,E,-111.48944565524368,B,-49.154184761663686,-196.17731300761093,A,-82.97106939966537,1
Non-Veteran,Both,Married,6.250389601261396,56.11976980127196,C,B,-87.02936711511735,92.85403659525004,61.49476556968079,-132.23804521787608,B,B,23.558456084897436,B,-37.05044874094625,79.97231207500815,D,4.974270162295531,1
No,Physical,Widowed,75.91932634978834,-37.049648752912375,E,A,-4.063780218359018,-18.282725831562285,80.0946457362311,-13.283422719187952,A,D,-51.84685205095676,D,10.387399397374876,-142.5557061833386,B,-45.19962995755428,0
Non-Veteran,Both,Widowed,-92.96735614859777,68.84119750703462,A,D,-58.510620484255426,-161.13457832895875,-44.70698368548022,77.76980826345536,E,A,62.66615972462078,B,-18.93490105505965,20.89766506142385,E,-189.18677023793003,0
Non-Veteran,None,Divorced,-75.90108677197762,132.93418382739668,E,B,-160.67318777418694,-81.30307076160575,-29.110462886170787,-16.734219184393886,E,C,-66.15125932253702,E,-90.96767781509804,72.12692674513396,D,-26.01936303468645,1
No,Mental,Widowed,228.90917014971288,-89.23380374203616,A,E,-8.796812969226396,-57.941292011602684,40.971651909676964,-41.384165005975504,D,A,171.86645577365255,E,-95.18027157847368,-23.979219029443254,A,-129.21168031745233,0
Veteran,Both,Single,-3.3496913210050083,121.75195485257883,A,A,84.61339549440169,-16.638039101047074,58.43885759765277,17.812305834186567,D,B,-55.84983465223395,A,42.40729871524853,-32.448513060876486,D,-110.31357453840182,1
Yes,Yes,Single,-163.3323979139569,-111.4763903283108,C,D,-101.44605787745,26.7749893956131,-43.18038336154671,58.06481726249106,D,C,-110.11781587157645,A,80.3241297609465,3.579991462204737,E,-152.3401894665457,1
Yes,Physical,Single,-80.44182037945777,-38.83614712330407,B,D,101.69366777824071,20.000865065812796,55.51707819678073,3.349145375820838,A,B,116.33602022864116,E,117.0580709773265,28.013993701287482,D,42.4128512348302,0
No,Both,Married,148.1211250552278,-56.9503132733739,B,E,-128.64289187949166,-178.78510644357027,-231.53268657667127,-43.824596721473135,C,D,-35.89112736942493,A,14.29270053192568,-85.05233048651374,A,-55.133456178280014,0
Yes,Both,Single,180.726046609197,-78.37215048560239,D,E,-83.2298588773665,181.67389472627664,61.08831596467129,-51.57996062727791,E,C,165.2905484073982,E,29.0008934406498,-14.725769910197878,A,-66.24666098239739,0
No,None,Single,188.8296802695629,96.05923561547894,B,E,-35.84255354265145,-76.78128290789004,4.088602104403624,-59.263875213028896,E,E,-282.22474545613886,A,-256.63634264009437,-94.95128836599619,C,-110.80862124480235,1
No,Mental,Single,-12.798439594588034,21.458040987217565,E,B,249.68631358229234,85.1913621759539,-154.91433284091116,-50.50670796621021,A,B,79.97536250392616,B,113.75694343959337,143.5611761088362,B,85.76662411376519,1
Non-Veteran,Physical,Divorced,11.451450590968381,25.54324881832405,D,D,-26.780766690544105,153.5572981214373,-117.63537319889268,177.342064124692,C,A,-82.97992552716535,C,-56.23470126979847,167.49113523126752,E,65.7125991830739,1
Non-Veteran,Yes,Married,115.0760227907904,-111.9974497276499,B,D,127.2985630370481,38.5538573845601,76.98760584289096,-31.769706398439617,E,E,19.371557278382586,E,58.89744817146809,-80.90580168416659,E,120.95690115027668,0
No,Mental,Married,-97.0532371063266,109.19209901958247,A,B,158.13038419641288,84.49580374616377,118.02207081263245,-144.6284786051828,E,D,-123.03554166519494,A,-50.63689053382539,12.551601673957297,C,29.656883299555364,1
Non-Veteran,None,Single,56.63057490020738,27.885971872886312,A,C,30.463071914053057,78.35986773405372,66.74087450845514,60.16030991207629,D,E,-5.573278419286104,C,113.7691177243848,-118.53446242986665,B,-175.67082473885122,0
Yes,Mental,Widowed,-21.45163553845772,-62.60046589251091,B,D,61.552353045734534,151.28020728052553,165.21665828281363,-110.14989938608524,D,D,-34.50518610222436,B,104.43133909798902,11.44664854570613,E,100.04439012110984,1
No,Both,Widowed,-59.02404404205367,1.9054531085904909,C,D,77.85284315594554,-13.156674723626734,25.142291528435507,116.50010238194551,D,C,-79.54238685446158,D,-198.61406583194926,145.9218034819494,C,59.67786899157615,1
Veteran,None,Married,-67.8652463459241,161.12577506389988,C,D,-31.950982460450938,-44.946956649789854,101.82082062685292,67.8910219382824,E,A,-65.73452981380987,C,-50.031762973573635,164.55836487257335,E,60.08885927079676,1
Veteran,None,Divorced,5.082016087417634,50.59170257141162,B,C,95.95857050642773,118.71804969286568,108.2526075427454,127.49933343456863,A,C,62.44543657184413,B,-140.61639992045144,270.87202117758574,E,-97.19254247708365,0
