race,birth_year,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Hispanic,99,F,-57.60972700184206,-82.38643571509252,60.571127788382654,A,157.94923567478315,C,17.952427771900858,-43.45037369380375,A,D,125.43436607811043,97.58418976426746,67.62217149900103,19.694286043893662,C,-19.033319465737193,1
Black,55,M,33.22727020569823,-8.727710639643691,-103.499314327229,E,178.358730130665,A,-7.612765264445451,152.30713737877244,C,C,32.898751898215004,-90.46711302682408,-28.638723680714858,55.550408467063036,D,176.2775077367165,1
Black,71,Male,-101.7514007205773,136.3293936915807,240.28955944471747,C,-291.37854332586784,C,101.4805971055126,114.4126857095696,D,D,-13.406192675208894,-103.70422559034694,7.902805191937865,-276.4970960832148,D,-113.00791247386044,1
African American,46,Female,-67.73459678105901,-181.52720151790533,4.532685833232287,D,-101.08805550226995,B,-106.97784354198747,32.83442502366217,B,A,143.70099635609023,-157.71230164343913,-130.75013411296246,-23.207338922284652,D,-40.8704569748136,0
Other,52,Female,36.386990876688856,-118.5672441809956,78.46487792854859,B,-137.45917641275088,A,-190.18117585299095,140.44329782789023,C,E,-135.45752399234468,188.66074582887663,76.77590649157337,58.30626882581369,A,-76.10659147824383,1
Other,78,F,32.544428807738356,44.71461216890463,-149.1416071112911,D,-66.1409409991241,E,-164.78256646774742,240.05473984839085,D,A,-147.35411584438685,58.37996703983277,-136.66161017981747,-92.62926236651545,E,84.66835787639681,0
Asian,80,Female,-19.718499097459453,208.9174407726672,41.85868204653011,C,-80.6035163126318,E,33.96471041797675,101.82713043532858,C,C,83.61944948741858,59.63379129671661,62.99993325238451,93.07125808434236,D,-24.71528696962795,1
Other,65,Other,63.25030448150461,-53.04190931621184,57.235177521910195,D,-27.125071784293596,D,-27.640435073448895,48.01625514866594,E,B,33.41872235187741,65.81839630781313,-16.55906858799277,99.44004970057634,A,76.5321644010413,1
African American,36,Other,-36.971586581596064,-24.31881049841803,253.8406009852447,B,31.016094355842057,B,148.14928151518154,-83.55859900531554,E,C,-84.35216850460993,78.43782601818172,121.06925597216616,-8.300777446778195,C,-53.56852938449872,1
Black,79,Other,-117.79945875635423,117.88655112440323,189.43126078702545,D,108.00099036172683,B,26.32802856375048,-17.718580541739158,E,A,-118.14499267033631,160.5064518542882,182.07362997413162,148.33961309919385,B,-98.0599430452038,0
African American,31,M,26.365047910458344,104.95533272734656,154.79778614524102,B,-94.07999041590334,B,-129.06224177945322,166.31982794839308,D,D,45.87567052953401,-117.91194070165389,48.050580433355236,219.34835224079006,C,-12.757489862738547,1
Black,70,Other,-0.5311030840742165,-81.9130868253352,-155.20122768501662,C,-33.94616154628403,E,65.10609453742143,-113.74852792601796,E,C,172.34078748777856,117.18661004654543,117.08239074716857,172.928595691472,C,0.21322684709398654,0
Asian,23,Female,194.32729044615428,-24.49203657211793,-100.04224020763021,A,27.189530878934104,A,123.28295353832016,95.69539656406025,B,D,10.077794073240376,-11.303148454365035,97.36153422700215,-61.82722823095743,D,-59.4996034880619,1
Asian,30,Male,-25.510591698540562,156.0985902759207,135.36233566208728,D,27.428828256924128,B,-98.95416368733879,184.24536121351557,C,A,-43.64931072273606,-62.47792983413931,-81.3371419326724,2.6060424006282816,B,24.988489383728236,1
White,38,Non-binary,-14.149911494435013,-93.37195448103726,-84.65708572453038,B,8.994503362822073,C,-179.8557129228701,57.95221648760875,B,C,70.94026645096162,134.9646043001119,-4.953572288911031,-194.3955158150313,E,141.67168346538654,1
Other,80,Female,0.6382957089656521,-219.57554198208388,-47.14975322701292,A,-29.23853131632166,E,-138.53650291849598,20.493160745815775,C,E,13.875545584089592,-52.05388382766179,-67.11979652490065,30.315738842390992,C,34.81153995805389,1
Asian,70,Non-binary,-179.40865246929474,25.536447771477217,-82.85875881805937,B,-89.86174272153121,A,-23.296490768472616,-4.330495770709033,C,A,-3.1622159187966035,-44.03813136867258,81.40178608438741,71.30724055893846,E,-41.84053143251782,0
Black,90,Male,-148.75988484713312,-126.42292543029359,38.01590075923221,A,181.9098162904008,B,-91.35162805934102,-63.99430656981252,E,D,-93.69322537415935,63.27024401265962,-13.572536396696933,-52.53341412485467,C,171.69893498559043,0
White,77,Female,172.27844522492762,-135.208085932239,66.06779745857936,D,200.89092137386922,E,-86.95741545821409,-36.20889942353152,E,C,132.41752668975982,-98.57262880954016,-108.8548505654183,177.68063071630294,A,180.62462505567896,1
White,85,Male,48.10214328456004,-155.41014624930582,6.022298188685581,A,-71.64409913080702,B,159.26161982287977,162.2970205152897,D,D,115.61608968181132,227.12346430410153,24.193224364145642,-35.706973514879586,E,-106.11070632661193,0
Black,81,F,23.482844262690307,-61.82550463615573,18.642029014678975,E,4.921449971888823,B,-12.215583220082356,9.078364724147109,C,E,-107.77366518802323,-53.0504200345175,-2.1820015127291423,-5.822238111527087,C,-8.77101247636878,0
Other,44,Other,-30.75241612861932,-51.74968141109122,136.25131962968584,B,-112.38683251483126,A,-75.73268401285468,65.79130837308588,A,C,-70.26082333315901,-46.27192240869468,-19.97675022162293,27.71035093267117,D,-23.290699758620402,0
Other,39,Male,249.9810899661469,-177.9590378332069,-83.08822141307472,E,23.212558165447366,E,-86.95775802484565,67.5964870657875,D,C,-15.706547050239061,-63.44007863546944,210.28887477684472,5.520237793654342,B,-37.51505937655926,1
Hispanic,91,F,131.08203834136023,55.35008880166653,-256.4142220943086,C,-56.23364041909624,A,208.29514103609426,-46.829557629053326,E,B,29.43214985053927,-64.61559959967984,2.985962510143382,-92.92817876546259,B,6.395403297311752,0
White,74,Non-binary,68.13998450954912,94.34702067531651,-16.932429695661106,B,151.57179972272635,E,-22.95616008123197,-71.70907905081887,E,C,-16.177993381100837,69.60015787489301,29.285992808024343,-11.475450724710441,C,94.61446613378837,1
White,54,Non-binary,124.19611200564242,177.1421024692311,37.9228199083266,D,-62.98963919719941,D,3.8180067929532338,20.801951311284103,E,B,3.7723432316913885,-29.80477117869395,-70.70256913634022,-3.0449343661504376,E,97.58357298274122,0
Black,95,Non-binary,-159.41530356709163,137.446334271106,-6.2618574727444125,C,-145.3128482285749,A,35.80040069693841,-96.88321849754485,E,C,-38.070776666068575,-85.14167038802783,94.38141150228103,102.3685032665266,C,-12.77620213854022,1
Hispanic,39,Other,103.36698871971521,25.22117290154172,-112.20728120795653,C,77.40635744043307,B,32.066087626578515,111.78472164985092,B,B,3.565244219175181,42.73745595286622,-4.684473830276804,29.95679016456788,D,-47.614178114766595,0
Asian,98,Non-binary,-169.15527617915268,-15.860442316516949,-67.86769618189236,C,-129.65562032432575,C,-90.34871767075593,-63.49864382555449,B,A,-219.77093850699575,-198.6069717574542,-78.69099136408252,111.788362089174,C,-146.56013550955214,1
Black,86,Female,-55.93856178579741,-18.4621889889696,-76.79453685597069,D,103.85864739367412,E,133.70363579292734,41.106236825030464,A,C,-2.5738408302973914,5.465200614157686,-81.74309700227501,59.97044555112988,C,50.54045084519917,0
Black,53,Non-binary,-62.85943868609015,-70.18997846256048,25.538117549056437,A,9.390259227091375,C,51.40345080989408,-3.9318807212844478,E,C,-68.00270994401141,-109.4054742465195,-4.2309988722251575,-187.56681409078118,D,-37.15658611135492,1
Asian,28,F,-17.779154088642585,-69.40012969364572,159.73224208849595,A,17.954431018026384,C,29.522014341690987,68.44988039391257,B,C,127.10241041388291,-129.63353287694716,55.70972087145608,-41.8460216761455,E,-198.95187790103657,1
Black,38,Male,-109.45847180181687,192.08616425375692,25.58652705964474,E,-56.62313353308552,B,-62.61557001731893,61.612762273951084,B,B,188.66521199023168,-27.697081269288688,-49.152483773973294,6.332239393790997,B,45.72225148557256,0
Other,91,F,108.29160299832196,141.3055083188689,-134.14663682031812,A,-154.0691768454785,A,143.24995754923145,137.55450398740464,D,A,116.10255859713365,-32.499860049101024,-75.19039318394803,9.048727919610974,B,30.112812670362075,0
African American,30,M,98.2077906188373,-19.911171766041207,-79.4247686519599,C,-32.13566124117839,A,32.393930293281734,-111.84933048366518,B,E,-16.539748714346462,107.93446975680776,-107.12797847281085,42.24212885529605,B,-35.811036876263124,1
Black,18,M,-23.63181257291312,143.6913318309457,-150.0016764318107,C,36.50989673331074,E,137.84216377046968,122.4321710121002,C,B,90.37043437589554,268.3542985312839,-29.4443679098437,88.70570343980269,A,106.93938233045131,1
Black,62,F,-0.9978379146663477,48.10335648264255,-10.58035110528468,A,3.0399372350822875,C,-227.72590331105462,158.2342227395519,E,B,-38.82434187254782,-19.641299259666734,304.5829950147232,-7.996939722964681,A,-72.84896984427597,1
African American,33,M,-224.39800417464863,49.91647141463219,89.92137767863547,E,-106.77010471182238,C,-221.34766847426556,12.850428815037244,B,B,-37.75956069613443,61.87639945454709,140.3636844677843,-83.41006454594124,C,140.70844259963448,1
African American,46,Non-binary,16.28964033131789,-71.98743414831826,184.29255651098867,E,-204.95537790664292,C,1.32242948512219,-14.18046440728532,A,D,-29.363767388867473,88.82636944058024,-26.293744676743437,36.70290816122511,B,-26.912327082277958,0
Other,31,Non-binary,-64.10334169427988,-26.66289225294417,26.989262814615532,E,60.810026041114796,B,-106.17996624808212,72.00019331143629,E,A,196.7563141926497,130.12409949526656,151.25702407893954,138.7761964375244,D,142.15118801862937,0
Other,79,Male,-39.0796250303754,77.6468716420603,-109.81884737112726,E,7.314846455175142,E,88.67335092382638,70.95038054941575,B,A,-50.795621236341546,25.90491061159777,-60.8860482090172,-80.20732594313684,D,-84.12321431285122,1
African American,56,Other,-23.93068047258961,62.72555585482229,41.34101105823569,E,43.865019666060256,D,-89.52666114995003,114.56439612310551,E,C,-147.4759116148199,80.24013675059855,79.18432544473208,-2.6532016870498927,C,-9.25627091670127,0
Other,21,Non-binary,116.49624579680662,-13.239896748321833,69.7329025585102,C,115.14771777962123,C,79.97651916012161,41.9147467976188,E,C,182.19683725545156,38.072059229805156,14.6417150601242,-69.66170262695239,C,29.61881069474581,1
African American,24,Male,125.6294465638548,97.93850223995003,129.3414115100777,E,-163.3631073688943,A,218.88191622917046,39.25428662398433,D,A,122.9679544716372,114.36060882857575,115.58550622596486,-6.486824222476127,A,210.83292211466764,1
Asian,21,F,74.63162558597791,-14.394126948799984,-45.5280562225693,A,56.31358045080434,D,75.26011422681769,-148.10312349916524,B,B,91.31144954768192,-44.094428816739075,-52.9547148850843,-95.01568509638926,B,7.643066070948873,0
Asian,72,Female,-92.90196002517285,71.0540951661729,11.793645329684734,A,-109.80852851023903,B,233.62486914955332,93.16037982982392,B,D,-23.33762467160139,114.13959252363648,141.8449969263308,-6.025291961920237,B,-49.74450484881899,0
Hispanic,98,M,-6.643058586911139,23.64528938286231,-102.1077112940153,E,-11.28093891827565,B,-63.62503600706536,2.3557403395176353,B,A,-116.95408802171647,-32.233877292693684,-68.71989595700647,168.4153581004613,C,104.22951779663163,0
African American,31,Other,-95.55304905888933,-66.22573045645798,41.62258220424555,B,96.4134978206883,D,-189.2721639748603,-102.32817415102771,D,C,-23.71864342508168,-91.26519663269599,-89.06324279562034,-68.71015133282818,B,-93.77927455631401,1
Black,57,Other,20.59910884203655,195.381339120244,127.71592775174709,E,48.193715906651136,E,-93.04059264143572,-76.42585207576634,A,C,-44.31997386704074,-146.93538607476273,97.62203363479031,-154.0383362441488,A,-81.41315415141435,0
Black,21,Other,-29.752875617386838,-10.371869378855134,82.54115050427784,C,179.9172847219074,C,43.26144786875841,-106.88098414887016,B,C,-13.463726322678413,-5.856650287513327,134.99878360320469,-11.877665032627576,D,33.78223971094721,1
African American,87,M,-52.074881525153216,43.5434342748759,-31.94514383246283,D,87.57666527685436,B,104.72252970353533,-42.8458819987106,B,C,65.89999387542206,-173.58101855465728,-74.18450635247632,56.252572926281005,E,-33.401659466263546,1
Asian,35,Non-binary,-278.30819511277895,273.58510996454146,75.13057466115458,B,-99.83525079036589,A,46.08170460280998,-198.04046955067895,C,E,-2.1906072358385655,148.58197780401937,66.57296033682515,-18.968120054810456,E,-169.66921217753978,1
Hispanic,95,Non-binary,28.589663274693038,173.72689779980638,20.59555051879499,D,121.4744890224714,D,-26.78029844647315,-9.016066769895444,A,B,-47.45554435934057,60.639444902477635,101.19279988808974,-185.3260916135727,D,64.11004849310697,0
Hispanic,71,M,-37.59181819625791,-5.992489075404634,-29.782029101765527,A,-93.97277519712313,A,-102.15922713208833,56.118267147567366,E,E,-23.788744104670087,-84.44439913813187,-25.69608145479591,-126.91430774416847,B,-26.436781042522085,0
African American,67,Male,-3.2642395553087282,165.46215128110146,-10.343974472663737,E,59.40903774049146,A,98.74558368499257,-7.849097543934771,D,D,-105.66885764688163,-157.1345111034524,-126.25445479173875,227.41257316224917,C,46.16429864282379,0
White,66,Other,38.84331283270901,-77.60084712124471,116.94026331350446,C,-15.631118153592375,C,62.02634792408329,-150.36433267845067,E,A,61.4423832144277,-62.50313527225686,30.464943509031343,49.63718025297472,C,-31.792623305586442,1
Black,96,Other,-197.98730944147547,98.07390355167617,267.7811315406296,A,-132.5175102588043,A,-32.19780226414574,-2.9215916287901824,D,C,-86.35803728100447,110.1307390529256,150.8591037248515,-326.41951893582194,C,6.054231213055706,1
Asian,58,Other,-48.02426406594286,-23.337421777924472,133.38254358575514,A,38.43536327902539,A,93.1175767474371,27.651575989685128,A,B,22.927626245336246,93.29841096095602,4.928255126700659,252.6929302072346,D,39.46096392782405,0
White,47,Male,-39.17666118252307,56.37940253657767,11.381348403765653,D,13.244882311169453,C,-149.56425964654284,57.75928322769869,A,D,-9.118121150085578,73.61022575024847,73.04362275087591,-144.04623335267067,D,52.06392839241124,0
African American,45,Male,65.83669831293504,-30.56357307459591,126.00899634622304,C,14.098916538514864,B,72.07360002670694,-302.77110906270923,E,A,-68.33428736055036,69.08717521980131,161.27707406727086,-158.42232161247793,B,-48.818147423945234,0
African American,23,Other,8.440130651103441,-190.69071373972332,-175.23546579889125,D,-135.82032149961043,C,76.31085053836568,-11.261137578095418,C,C,-72.93979752290376,-10.11094320378594,-30.615495413009093,-91.2071659024496,D,22.519490263882812,0
Hispanic,43,F,-39.31830087847738,68.3608647472562,124.19582957029687,C,-169.89522041992885,E,73.00103850019383,151.60366041544935,C,D,73.24489803882905,-50.11183929681542,15.981815751919997,20.987212185359425,B,61.367877144588824,0
Other,43,F,282.3603806363115,-74.887231151943,54.75882884249835,D,33.07496524751466,E,-18.686729261661625,55.87174082608114,D,D,-67.6306535048569,107.8740945237634,7.469654402619626,199.8928817190803,E,16.587247695639455,0
African American,72,Female,147.37018277918537,-4.844551482930328,202.2413557278715,C,52.93969887703675,A,-15.98399999966587,-165.2038727865111,C,E,64.74272281377566,118.84459373412078,-86.5406322422978,-100.436222685922,E,-83.3710036502911,0
Asian,87,Other,48.7770563224094,15.591302192745795,-101.27971237733288,C,-190.33385706839022,A,32.02620681021054,111.05644011629205,D,E,-45.0502329400453,82.24763441319364,143.0323415501206,-72.28638814555622,D,-278.2504285104005,1
Asian,20,Female,43.39427879656127,32.85786352277619,-63.12310244236451,A,83.0948218043048,B,-181.15800630078485,81.10469650347325,B,E,115.3012673667798,-21.266385679879875,74.82160228794216,105.47768269435718,B,104.08264725521698,1
Black,26,M,-17.320303318694865,-209.13386652523482,-211.89106087395314,E,124.39345815522067,D,-49.43486399970253,9.629043261404474,D,A,31.737839661779187,66.23030120959349,-40.31765726297202,-106.55554034444137,A,-105.23931857718998,1
Asian,93,F,-95.56280838390319,68.8573898783137,-59.43271054004441,C,62.29794690460834,E,46.64328262849517,88.13905407245996,B,E,116.37936357492231,-166.2748876463027,-47.562871228866776,-135.2413190151108,C,-97.30401731404598,1
Asian,75,Non-binary,-54.434131350137406,70.68111176490376,148.16989529696338,A,-75.60749963477681,B,130.0711681927205,-5.2700204918998885,A,B,125.67303401380508,-189.19044983312585,79.90718686128605,37.264526560521574,B,-26.44777986165159,1
Asian,34,Male,-96.5712412407326,-26.12846412127287,-61.90090511589719,A,112.76606623198673,B,120.968571110456,-10.90765668444333,A,D,91.65339242446962,-57.45734974166757,-38.83119341100403,-49.19599024830074,C,45.06282634972863,0
