race,Veteran,nation,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,target
Other,Yes,Other,57,E,-18.805427893467314,16.451304546504513,7.84927968816391,E,0
Other,Yes,Other,39,C,40.99176297054426,121.15554523857976,-79.52959643852856,C,0
Hispanic,Non-Veteran,Mexico,35,A,-16.66745897391333,-4.122707760570884,-178.42446252385537,D,0
Other,Yes,US,23,B,-118.53388859978065,-11.248910575680751,-31.024350608133155,D,1
African American,Non-Veteran,Other,57,C,33.11312966401552,-215.27771916610914,30.030284317879087,A,0
African American,Yes,UK,79,A,-100.47828031520993,-128.46978745879355,-35.00356033779207,A,0
White,No,Brazil,27,E,15.071613717945539,17.906235899373417,-37.356778759896514,E,0
Hispanic,Veteran,UK,56,E,-65.31706564367447,66.6659665360944,116.19016197100218,C,0
Black,Non-Veteran,India,57,A,-31.44890497783725,86.5373506033492,-68.47766809435268,A,0
Black,Non-Veteran,US,42,B,-3.2247034049404744,139.02272089262934,-49.85046477430271,B,0
Other,Non-Veteran,Mexico,73,C,193.12454035946334,-98.41088796315431,149.70592641193014,B,0
White,No,US,20,A,75.34747124334989,126.41458570721949,-4.603408108922855,E,1
Black,Veteran,China,24,C,-180.81782066980742,-162.97960704973931,-46.52507660571757,E,1
African American,No,US,23,C,-114.89417765574461,-111.01066415118356,-228.3880054469001,A,1
Other,Non-Veteran,Mexico,33,E,-61.12607892061788,63.903528274058665,151.722850212697,B,1
Black,No,US,30,D,95.18397591746816,19.296266349187796,-48.270439192724865,C,1
White,Yes,Other,78,B,1.4993694621035867,131.55032637224807,12.673103759654042,C,0
Hispanic,Yes,Mexico,35,B,25.51868953496621,-123.44796817818815,209.7746526538498,C,0
Other,No,Germany,47,A,3.426766814813113,35.42490830279775,-225.81155004895766,C,0
Hispanic,No,Germany,74,E,-74.99728151691195,-116.0453694492493,-102.3175151251237,A,1
Asian,Non-Veteran,UK,21,A,-35.99934307510468,-53.4849898315445,-26.59693568714472,B,1
White,No,China,33,D,33.01658396283552,-185.5043170806685,-174.89056040931948,D,0
Hispanic,No,US,67,E,36.48118574101957,-111.08121123648067,73.56741856758549,C,1
African American,Veteran,China,79,B,210.57318594116387,-40.758363209501915,73.33304477960496,A,1
Other,Veteran,Germany,27,E,186.44020472553512,-157.2484963443958,-137.89723807668867,E,0
Other,Yes,Mexico,27,A,64.22734049228475,-2.9221662387338645,28.02503844101466,D,1
Hispanic,Non-Veteran,Other,69,A,-9.734582756852241,-239.0072694972245,206.51607731333178,D,1
Hispanic,No,China,19,D,-126.9604226423472,6.26255307122651,-10.34832676025356,A,0
African American,No,China,26,C,-15.328351934617668,161.81011622408232,-33.94965002204393,D,0
Hispanic,Yes,Brazil,42,C,75.40303353315386,30.49477282725526,103.76457217415891,E,1
African American,Non-Veteran,India,41,B,14.728504875207449,85.93451630401148,-87.82819010014697,E,0
Asian,No,India,42,D,-106.12829236820009,39.531631363406525,127.56165883978792,D,1
Asian,Yes,India,70,D,-127.22845623286025,14.995859866120318,-46.90306823681314,E,1
Hispanic,Non-Veteran,India,44,D,-24.76235483564532,60.52292268772429,-116.29504401326092,C,0
Asian,No,US,33,B,147.92421708071265,42.067833612964414,71.61764962063067,B,0
Black,Non-Veteran,UK,29,C,-106.3468014211642,-63.66035091224654,18.091744449890772,B,1
Black,Veteran,US,31,D,-41.79175344034058,7.632573698794127,92.70638643388295,C,1
Other,Non-Veteran,UK,44,A,-43.10971979116751,53.51735561724894,-56.37119431506429,C,0
Hispanic,No,India,48,C,8.933845665256976,-102.36417086134367,15.714848552446007,B,1
White,Non-Veteran,Mexico,69,B,-19.067024208526426,-26.34220111803319,-46.962912705269304,A,1
African American,Non-Veteran,China,74,B,-92.17190572733502,-84.08985658915046,-128.2621880005381,D,1
Black,Non-Veteran,Brazil,41,A,-80.50015586783947,-15.829062798843536,4.942058830242413,B,0
Asian,Veteran,Mexico,57,C,-50.535274210041294,79.95122937537681,-131.909127997853,B,0
White,Yes,India,28,C,-193.1238040263366,-104.98891653585186,-17.96008914045723,A,0
Hispanic,No,Brazil,66,B,-84.52716509847642,98.99961581300064,27.442883046127953,E,1
Hispanic,Non-Veteran,Other,64,D,97.82952473178716,-69.67535421626792,175.37369902897453,D,0
Other,Yes,US,55,A,188.0581646424351,-257.0300334950546,26.605213803815612,A,0
Hispanic,Non-Veteran,Mexico,58,B,-43.0495529758225,121.57960083114206,109.15067408060214,B,1
African American,Non-Veteran,Other,48,C,6.4280606723961835,-29.715129224680663,38.48056829524757,E,0
Asian,No,China,24,A,-35.98614722060593,-198.6917818504235,58.51780772582781,A,0
White,Non-Veteran,US,36,B,176.55274478301746,-113.90655134269552,-1.6330465007743575,C,0
Asian,Yes,US,39,D,21.68972444942773,-49.655529862179485,-17.71660022607856,B,0
White,Non-Veteran,Germany,45,B,247.17314642813588,-60.64929209105732,77.92225811813023,A,1
Hispanic,Yes,US,40,D,-85.40154716414476,-124.31189522252279,-62.64354881866987,A,0
African American,Non-Veteran,UK,31,E,-53.00500291245109,126.70771928387214,89.96213626527451,A,1
White,Yes,Brazil,28,C,-117.62372237726754,-4.71930676123656,-31.97009487622944,C,1
White,No,Mexico,42,A,-156.64105346829308,-92.00399981720373,-26.130148352268474,E,0
White,No,US,69,B,-64.29145167405045,-50.75544840978563,-37.49732262239209,C,0
Other,Yes,UK,78,E,65.62190981564122,-40.42489900145912,125.60408586108412,C,1
Black,No,Brazil,37,D,97.11917209591645,14.014944868612567,-165.11608178601762,C,0
Hispanic,Yes,China,28,E,157.38270054335965,68.20774401723575,-77.19403908235797,E,1
African American,Non-Veteran,Brazil,76,D,-131.61431690668937,96.93889773686504,-72.6451577523795,D,1
African American,No,US,75,C,163.01634963987655,-139.77568268451068,261.5202444129537,D,1
Other,Non-Veteran,Other,38,B,-83.79367898133555,9.489115918978186,-63.05784922455354,B,0
Other,Veteran,US,23,D,-15.627769930711166,-113.04677891440957,20.113449382828477,A,0
Asian,No,UK,68,B,-2.892790643597227,27.729870796988305,-43.45991278019919,E,0
Hispanic,No,Germany,37,A,-149.20401841217023,-82.86050262963145,263.00713126222035,E,0
African American,Veteran,Germany,79,D,-27.457081726039977,28.281150200948108,94.6000500561363,A,0
African American,Non-Veteran,China,21,D,146.69346619306975,-71.56316646307705,-109.58408278321478,D,0
White,Yes,Other,75,C,-36.646539227836975,-181.31414915291995,65.1704616868665,D,0
White,Veteran,Germany,53,C,-178.1217578476487,-150.10180482455448,174.56806491375178,C,0
White,No,India,19,D,11.949975152402306,-15.282721161899476,-133.31350791057886,C,0
Asian,Yes,UK,49,E,197.2613757885843,74.34028671284283,22.566455057917455,C,1
Other,Veteran,UK,23,A,53.82246815160685,90.75328949569683,41.609312607427064,A,0
African American,Non-Veteran,US,65,D,-178.85647260638234,80.17842963848895,-56.471551919522724,A,1
Black,Yes,Mexico,78,B,131.92684605580348,22.1488378114472,-62.511730315052816,C,1
Hispanic,Non-Veteran,China,63,A,-78.17481865056249,-39.25259900154673,-40.78817419749872,E,1
Hispanic,Veteran,China,28,D,-22.570231286084923,-66.22262375882156,24.063715607418835,B,0
White,No,Germany,22,A,-66.118364218251,35.496858199241174,68.92100746996786,C,1
Hispanic,Veteran,India,27,A,0.6184057976132736,16.46028096899744,-128.2315136432944,B,1
Black,Non-Veteran,Other,64,D,79.05438272173451,108.33411544161086,-88.56790762120357,A,0
Hispanic,Veteran,Other,27,D,61.08266361791274,133.1720317471313,51.82643635867124,B,1
Hispanic,No,China,61,A,116.6761194817003,63.48083094729871,57.43742290428487,B,1
White,Non-Veteran,China,45,D,102.48499718783535,75.59708578009264,-71.50897149717763,B,0
Other,Veteran,Mexico,49,D,113.02523982006754,-117.47628069880376,-271.7348808686644,D,0
Asian,Veteran,Other,71,D,-147.34908714327258,-122.91829165110693,-159.1431906224726,B,0
Other,Veteran,Brazil,50,C,9.953529160668536,-31.640882278001154,-13.983615954503852,C,1
Asian,No,China,27,B,-11.608221510231044,41.27677236548503,-32.3547291680952,B,0
Other,No,Brazil,79,A,115.15050058102487,67.25222081049006,-4.449755103476171,B,1
Other,Yes,Brazil,22,C,-40.36693516944601,43.57207518757836,-76.69948454500364,A,0
White,Veteran,UK,38,D,61.52406757100112,149.36814943527972,-44.545091991873505,D,0
White,Yes,Brazil,38,B,-109.02030267216452,119.1966046242525,13.478142820853572,E,0
Black,No,Germany,18,C,88.79664553698197,135.13261484010113,-167.14193903343576,A,1
White,Veteran,India,36,D,67.51285308389777,51.44951562749971,8.622981747756944,A,0
African American,Non-Veteran,UK,47,B,24.32567497551815,220.6366767330293,169.38445643834228,B,0
Black,No,Germany,59,B,33.31675912257503,14.839302167040294,-94.03044811077687,A,0
Hispanic,Non-Veteran,Other,40,D,-165.67756073559826,-189.84928229381498,-16.934680122849947,C,1
Black,Veteran,Brazil,24,A,-190.20887022906345,164.8361359531314,-80.83567314034875,C,1
Hispanic,Non-Veteran,Germany,78,C,-45.99114032946489,-163.73355798698242,-85.9792982592613,C,1
Hispanic,Non-Veteran,Germany,29,A,-3.61393405728445,-154.131188863356,-62.99322616782689,E,1
Black,Yes,UK,26,D,-47.393237097469964,-68.12476006010903,99.71524324085028,E,1
Asian,Non-Veteran,Brazil,18,C,-129.55961896433047,-122.66495301478474,-49.52698601291282,A,0
Black,Non-Veteran,UK,25,B,13.203318940148284,-50.332867765158554,31.188839790496424,C,1
Black,Yes,China,22,D,58.39275687432913,35.107125407744924,184.28742267139157,A,1
Other,Yes,UK,72,B,-108.13845944490528,-128.10540526195837,71.52399680516383,B,1
White,Non-Veteran,UK,69,A,-25.70820485609493,5.638754397269793,-92.569498511497,A,1
Other,Veteran,Germany,64,E,-148.34185880134214,15.711862389571932,98.0127318385021,C,0
Asian,No,UK,53,B,-102.59693269698593,-88.90717468692402,-97.04691210942035,D,1
Hispanic,Yes,Mexico,25,A,-208.20376202492534,-94.97874971004357,-97.74710144953777,C,0
Other,Non-Veteran,UK,78,E,11.032680412528212,-87.30295718585408,7.485660655563012,E,1
Hispanic,Non-Veteran,Brazil,77,E,30.64115175582686,101.46540716936074,-106.92981589255994,D,0
Black,Veteran,Germany,27,C,32.38292971480875,-82.27498442921804,39.99368469910156,D,1
Asian,Veteran,Germany,75,C,0.9753364975232752,124.71066153913708,44.71272065211886,C,1
White,Veteran,Brazil,56,B,62.07194122429216,-142.66442293077907,-76.25528963344414,E,0
White,No,Mexico,27,E,15.314181155529186,59.226016365753495,-403.60211790849183,B,1
Asian,Non-Veteran,Brazil,70,D,-124.592055224577,22.62844121129387,63.69787939487105,A,0
African American,No,US,73,C,-123.12316230305733,11.323650952526647,85.8210931319632,E,0
Other,Non-Veteran,Germany,56,C,79.24648208708663,-41.12578263651734,-92.75283984980129,A,0
Other,Yes,Mexico,23,E,3.6987850497457737,74.868345006058,-93.3327602635465,A,0
Other,Non-Veteran,UK,29,E,37.73239370765838,153.8499544803424,-9.58467421918182,B,1
African American,Non-Veteran,UK,54,E,16.87750929208874,59.43031001651444,244.40876860190806,E,0
African American,Yes,UK,76,A,54.02436185001861,19.338530176518393,77.02978671886476,C,0
Hispanic,Yes,Mexico,57,D,18.69992792826316,119.71357750009986,-222.78189785505185,C,0
White,No,US,64,B,116.7443078664869,-2.7778833171152364,-82.87918276501283,C,1
Black,No,UK,69,E,-21.062805634144674,-82.14152297756007,-194.69463492819824,B,0
Black,Non-Veteran,Other,41,C,56.47372347149635,179.31957894379707,164.62639081460355,B,0
Other,No,Other,35,C,-6.739980151357853,-37.151656849636,-44.49842532916372,E,0
White,Non-Veteran,Mexico,64,E,-88.62936931647769,74.81732187583637,89.06298263618469,D,1
Other,No,Brazil,58,A,-25.091027303744944,-13.91368251537257,-4.9096653318618735,C,1
White,Non-Veteran,Mexico,38,E,44.02941147031241,11.12926925371327,-32.115384204504835,E,0
White,No,UK,26,B,-18.552578077097976,104.77279116789207,8.747941617772373,D,0
Asian,Non-Veteran,Other,76,C,107.45159072071868,35.75945816028846,-157.06356915718195,D,1
Black,Yes,UK,49,B,-27.621751735538027,35.29542380619683,159.27012104397812,A,1
Other,Veteran,Mexico,76,D,53.64794706611333,45.55771943350064,177.94718029088125,C,1
Black,No,Germany,21,C,-26.44329109885703,3.8072825747940744,50.47864175979719,B,1
Other,Yes,Mexico,73,C,21.12728365544396,31.287772255739604,-106.8741791417462,D,1
White,Veteran,UK,18,A,106.87016567604061,55.60955342912833,-7.490010759293502,C,0
African American,No,UK,29,D,73.25193233800151,-27.80907113959542,-91.83668147764857,B,0
Black,Yes,Other,30,C,-15.89864989471606,110.80815409196674,31.798088355410503,A,1
Hispanic,Veteran,China,20,D,-96.69972622482588,104.60841457128438,-98.40609957956264,A,1
Other,No,Other,65,A,-169.421384700396,-131.71637962208194,106.64832620253549,C,0
Black,Yes,China,53,A,107.02744635111175,157.91061198815746,-53.75176853282234,C,0
African American,Veteran,Mexico,69,C,-114.6408570082033,174.65028372429936,-2.894171913453026,C,1
Asian,No,Other,64,D,132.01055051496368,-46.687458510871345,-85.43165102587557,C,0
Asian,No,Germany,70,A,-43.39019168352992,-93.66903117305723,-100.2960587143857,B,0
Asian,Veteran,China,23,E,162.0867430303946,-24.138422935419143,-2.561559118690497,A,1
Other,Yes,India,41,C,66.55225962375557,30.980969458352437,-18.08223930425733,A,1
White,Non-Veteran,China,68,A,-28.3526835573709,159.01000982438552,68.1420934068635,D,1
Asian,Veteran,UK,47,C,-138.6871060653861,-36.312120294542645,41.56125497428263,E,0
Hispanic,Veteran,Brazil,55,A,107.05445791727952,90.30832881721905,116.18620065401156,D,0
Hispanic,No,India,52,A,259.0939664325198,-31.259922426406288,19.798733963820354,C,1
Asian,Non-Veteran,China,31,A,55.86701133770017,46.46173929535832,171.02407810371426,C,0
Hispanic,No,India,72,C,59.51930976911921,-35.81815838380343,16.208014914712237,B,1
Hispanic,Non-Veteran,India,25,D,2.176649191504556,99.08649891750146,129.5972540390981,C,0
Other,Veteran,Other,58,B,185.27388235516696,144.49196509066564,76.13746610959402,E,0
Asian,Veteran,China,65,D,135.45529453358972,55.05375622621288,198.73056583292248,D,0
White,Non-Veteran,Brazil,38,B,85.48545712609229,60.07285932024441,-217.03261817580827,B,0
African American,Yes,US,51,B,46.98129100740121,-92.63022520793066,-32.70158009570696,A,0
Asian,Yes,Mexico,39,C,42.654510817504246,172.46025315930788,-86.51848101381671,C,0
African American,Veteran,UK,53,A,10.257937221089296,-3.8851749697283653,62.06440136447872,C,1
Asian,No,China,25,E,153.550776436744,-130.93870379142498,18.151614154736293,D,0
White,Non-Veteran,China,59,B,-49.87896829343623,21.7392303844493,-149.69390633792545,B,0
White,No,US,47,B,-73.1268518420763,76.17401676795974,48.60281025013273,A,0
Other,Veteran,Mexico,67,B,141.2756434146541,16.41610982624979,10.139466353159595,B,1
Black,Veteran,China,40,B,-51.576329716295014,-21.021271968841464,124.13092903576613,E,1
African American,No,US,28,A,-46.78492891125796,-120.70098048705913,66.80899947410956,A,0
African American,Yes,Brazil,43,D,34.00990891556736,10.925745433300024,-82.33178381457176,E,1
Black,Yes,Brazil,47,C,-94.78375134759618,-75.68593486999191,148.4268622924235,A,1
Hispanic,Veteran,China,21,D,35.73040735433619,267.7678557130734,74.31104839462289,B,0
Asian,Veteran,Germany,49,A,51.3801415118039,43.76541558122451,-67.60775580488435,E,0
Other,Yes,Other,21,E,-15.766053920388595,-248.5907115512149,48.82289966550369,C,1
White,No,Mexico,71,A,105.44365091151072,-30.695042292103707,-36.16612326659852,B,1
Hispanic,Non-Veteran,Mexico,59,B,-100.18989668223534,-303.3031707776779,-136.69105324775268,B,1
Black,Non-Veteran,Germany,41,B,-154.56364253568893,-15.741802568154325,-48.6523154906604,D,1
Black,Veteran,Other,77,D,-15.693278737196211,265.42625289002706,-122.76303237306061,D,1
Hispanic,No,US,63,D,90.61190561081467,-11.176777672667619,98.83995803567555,B,0
White,Yes,Germany,67,A,72.21657217601519,40.97019553648619,210.44372379536546,D,0
Black,Yes,India,79,A,-17.855715476169053,72.09175313735878,108.59281306145596,C,0
Hispanic,Non-Veteran,India,35,E,209.34719237676725,51.824393093328645,59.657051968489306,D,1
Black,No,Other,27,D,-189.21483678282175,201.41236047837245,-25.025411874171688,A,1
Hispanic,Veteran,Other,18,A,91.7175823909702,21.309042319602312,73.27946166345347,E,1
Other,Non-Veteran,Brazil,46,A,-120.19253851264943,-130.02326890697373,85.75316357598727,B,1
Black,Veteran,Brazil,28,D,-39.23313865579775,25.98649225855356,277.50044909499155,B,0
African American,Veteran,US,36,C,-3.2836126282508307,-30.5649660748896,-169.59195621017628,B,1
White,Yes,US,48,E,54.813276974667815,-0.021598777769822712,80.09925890884669,C,0
Other,Veteran,UK,77,B,-169.34615444028339,-81.19782991464058,183.5228504031452,B,0
African American,Veteran,Other,40,C,-122.16563665033402,-25.421000205792105,14.288681970001951,A,1
Other,No,India,35,D,-13.980610681075875,-64.73178735837094,-189.96384312203716,D,1
Hispanic,Veteran,Mexico,19,B,-122.19823246218724,-25.739347133976242,14.935948887651282,D,1
White,Yes,China,72,C,-83.10870118385496,157.8323706432507,120.49466952393952,C,0
Hispanic,Veteran,Brazil,22,E,-10.652444718891708,-43.81320799502179,60.6349816860989,A,0
White,Yes,India,43,A,-32.24863734186519,-134.7296837930391,-34.479261865363355,D,1
Asian,Yes,US,45,D,154.31559198556883,135.92708466846102,112.23185840116562,C,1
Other,Yes,US,37,C,-5.18649038439281,48.98222294122391,88.9227415714398,E,0
White,Non-Veteran,Other,19,A,-139.1679214275698,-80.51908969154438,-129.0231463615178,B,0
African American,Veteran,Brazil,26,C,-132.81736910226522,-102.19020079839576,84.01066932703117,D,0
Black,No,US,50,A,59.8306165154856,-41.41296868680135,-106.62702679887886,B,1
Hispanic,Veteran,Mexico,63,D,72.36447834151797,23.712821856286055,-115.99094315680327,D,0
Black,No,US,59,B,15.431852801243066,-182.76296283103937,29.297545978795036,C,0
White,No,India,56,E,-162.57334274565795,-36.37188374277123,-27.9611693307776,D,0
Hispanic,Yes,Germany,54,E,-129.7018717820957,-42.694436126648306,-31.096902522400377,A,0
African American,Non-Veteran,UK,34,B,-71.0574157341616,64.50036703550575,-140.7366973040011,B,0
African American,Non-Veteran,Germany,58,B,-31.92586931960502,52.88031342031416,6.556628598163537,A,1
Other,No,Germany,55,B,-117.41870489347541,-165.48849304137735,96.75635586897914,E,0
White,Veteran,India,60,E,74.8295690607285,-21.40327057218288,-31.603024454339383,B,1
White,Yes,US,35,D,-42.07016782954222,119.89319864950143,10.247629959635246,B,1
Other,Veteran,Germany,34,C,9.234338360744262,10.541880879931288,-59.25560833594288,E,0
Asian,Non-Veteran,Mexico,74,E,-46.67465124798554,74.32030884937191,112.33203086175033,A,1
Hispanic,Yes,Brazil,34,D,-51.729171644843795,18.32205683653534,1.062686503414873,C,1
African American,No,Brazil,56,E,100.53155773081899,276.9365417709938,-86.9490101599466,E,1
Asian,Yes,US,34,D,-44.06918066570747,61.29850581502501,-12.65705486611174,A,1
African American,No,Other,53,E,60.484085406271525,-106.15660387771591,144.9717674789398,C,1
