disabled,orientation,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Physical,Heterosexual,36-50,E,-62.269251504909015,B,A,B,C,A,A,-23.515714195222902,19.403066791996164,1
Physical,Other,18-25,D,-79.40228632093253,B,C,C,D,C,C,-84.66146801055476,-96.04605345289143,1
No,Heterosexual,36-50,A,77.76519070190088,A,A,D,B,E,A,-47.28587539399779,-58.688834000807866,1
No,Other,36-50,E,51.32695502814579,C,B,D,B,B,C,-130.60250770334687,-58.96721055073223,0
None,Other,51-65,B,-0.19750109973076585,C,C,A,B,B,A,120.36311112563551,4.3931893618083,1
Both,Homosexual,36-50,A,-124.58690418000388,C,E,E,A,C,C,-44.09079411212712,-83.07790567727682,0
Physical,Heterosexual,36-50,B,-142.53743413322303,E,D,A,B,B,D,-116.9518586853545,-108.01781610765937,0
No,Heterosexual,18-25,C,-119.85565171939572,D,B,E,E,D,A,-9.797648521307032,-118.22698698140775,0
Physical,Heterosexual,51-65,B,30.258058857133513,B,A,C,D,B,D,132.18352594762993,19.878765037916217,1
Physical,Bisexual,36-50,B,54.3560592298531,E,E,C,E,B,A,2.445110710968555,10.06181702568895,0
None,Bisexual,36-50,E,59.01055134596756,D,C,E,D,A,C,-64.92885718720218,267.7185893741238,0
Both,Other,65+,A,134.92397324808863,E,C,C,B,D,E,-6.579613293536857,123.28631521056175,0
Yes,Heterosexual,26-35,A,33.413349318929065,A,B,E,A,E,B,146.77173513039153,38.99160052653687,0
Both,Homosexual,51-65,D,175.56743340895966,D,B,A,C,B,B,-154.18692403360413,20.18800213395578,0
Mental,Homosexual,18-25,A,221.72354069701146,E,C,C,B,C,C,-173.43279340026572,22.198482684480933,0
Both,Heterosexual,65+,A,-240.10811194789724,A,E,E,E,A,B,121.55331595605034,-83.44372088337651,1
Mental,Other,36-50,B,-52.956477119836165,E,A,E,B,C,B,-45.51109333380822,-55.14782769782699,0
Physical,Homosexual,51-65,A,174.14801425048756,C,A,E,C,D,A,76.35216840923846,68.40392612878551,1
Mental,Heterosexual,36-50,B,-135.36027029694813,E,A,D,A,E,A,-151.34621574392824,-1.1115528425813308,0
No,Homosexual,26-35,D,6.683486154804951,D,B,B,D,A,C,50.750561513692304,-79.3729589121715,0
No,Heterosexual,65+,D,-47.365161505512596,C,B,A,E,E,B,-35.61257521550936,59.17492799730395,0
No,Homosexual,18-25,D,-68.44400495453968,C,C,D,A,D,D,85.44312096317093,73.25147836057442,1
Both,Heterosexual,65+,A,69.28616271492814,A,A,C,D,A,C,46.830347848836986,34.96582444582896,0
Mental,Bisexual,26-35,A,4.690499268170175,D,D,B,C,A,D,-21.17918634703062,-120.6851204376331,0
None,Heterosexual,18-25,C,39.52082267730057,D,E,D,A,B,A,174.525685036973,121.58527023238408,0
Physical,Heterosexual,51-65,C,33.253695462808366,B,A,B,B,E,D,7.206870805847751,-121.60815939430114,1
No,Other,65+,A,43.18445137657996,E,A,A,C,B,B,-107.62779051760567,-68.88691705158928,0
None,Homosexual,51-65,A,51.43637329247161,C,E,D,C,E,A,-177.5704204994883,72.04073851782323,0
Physical,Bisexual,51-65,D,-63.25062042501667,E,A,E,C,D,D,-110.46205283478345,-61.71833973394173,1
None,Bisexual,36-50,E,-49.85948996973908,C,B,E,A,E,B,15.419444085000722,59.31629592109191,0
None,Bisexual,65+,D,89.30342998770102,E,E,B,B,A,C,-148.52871729203352,14.032219173741515,0
Both,Other,18-25,A,200.65198675156432,C,A,E,A,D,E,-45.45741179383781,40.0438361214435,1
Yes,Homosexual,26-35,D,32.738384950406676,C,A,E,C,A,D,13.609833976871782,-169.98083890356216,0
Yes,Other,36-50,D,50.3694414214794,B,C,C,D,B,E,-141.0699810206073,18.168990852610523,0
Physical,Other,18-25,B,-112.5512546542153,A,C,A,B,D,E,220.90079902901834,-124.15664951298437,0
Mental,Heterosexual,51-65,E,17.435920334644443,A,C,C,A,D,E,-85.3143196206632,4.9664414037796885,1
Mental,Heterosexual,36-50,C,-133.11831457222112,A,B,C,D,D,B,-13.135172685634942,-12.772355064954253,1
None,Bisexual,18-25,A,-3.483281575977315,E,C,D,B,D,B,166.1225286829846,-136.4430619857181,1
No,Other,51-65,C,65.26834494593284,A,E,B,E,D,C,-100.26241373139446,-66.41413431859907,0
None,Bisexual,18-25,A,-308.64018596542206,C,B,D,A,D,A,-141.76972267426655,-53.800719364450785,0
Mental,Homosexual,36-50,D,-1.697605709930408,E,E,B,B,D,B,90.28219039746229,2.8498010307972494,1
None,Heterosexual,65+,C,71.78879656625212,B,B,C,C,E,A,-69.88223538203201,57.66512035160384,1
None,Other,26-35,E,114.61964562199753,D,E,D,C,C,C,-83.88975622396694,17.799152322612322,0
Physical,Homosexual,36-50,A,-96.73292212453511,E,B,E,D,E,D,-15.580246444396897,123.29886999853706,1
No,Heterosexual,26-35,C,-112.72962036564533,C,B,B,C,C,C,-285.86381157935546,-21.345128739428688,1
Mental,Bisexual,18-25,E,142.50508411114856,C,C,B,D,E,A,152.04442091621232,37.84091666960953,0
Both,Other,26-35,E,-21.32141611060246,D,E,A,B,A,B,-11.036336936248494,133.91867120507067,0
No,Other,51-65,A,143.28609288585545,D,E,D,C,E,E,-102.9113497594053,1.4322900711421214,0
Mental,Bisexual,51-65,E,59.43440301612475,A,C,A,E,C,D,-129.4085675720744,-34.53763685993568,0
Both,Heterosexual,36-50,D,-17.284026057147432,C,B,A,D,A,A,171.22281436744296,81.58684842686642,0
Mental,Heterosexual,65+,A,-72.51892635961457,C,C,B,E,A,D,27.983567727517222,68.7777663229082,1
No,Bisexual,26-35,B,41.829007378942066,E,D,C,C,A,A,-94.12390115608652,-18.198032475288308,1
Mental,Other,51-65,B,7.193069434022001,B,E,D,A,E,B,-8.090628472561283,-23.456941607039553,0
None,Other,18-25,D,-43.28510808785028,C,C,A,B,D,E,-17.372052939479406,-173.64405074628974,0
No,Other,51-65,E,9.451792356927802,B,C,A,D,A,D,-24.72531688733618,47.24303276669348,1
No,Heterosexual,36-50,D,123.37468527023945,E,A,E,B,A,B,-36.94822759935315,92.36475602511337,0
Both,Homosexual,18-25,B,-144.99969556694936,A,B,A,C,D,C,-69.31644656968308,127.50285350463706,0
Physical,Homosexual,26-35,C,-34.00138460527217,C,E,C,E,A,B,21.580769888491652,-156.1346810163244,1
No,Other,65+,C,51.43266744903734,E,E,B,C,A,C,-97.69246887731875,-48.814095310883914,1
Yes,Bisexual,26-35,E,-50.40119798271244,E,B,C,E,C,E,-13.808390193479546,-134.68456980788295,0
Both,Bisexual,51-65,C,-52.05052324042705,A,A,C,C,B,E,-109.78272741082544,82.64332015202184,0
Both,Homosexual,26-35,B,-99.82077197181385,D,B,E,B,B,E,64.26084013044617,-248.05462210034182,1
Yes,Other,51-65,E,27.83556787589137,D,D,B,C,E,B,56.528453807162684,-216.1507230177742,0
Yes,Homosexual,36-50,E,-140.77589312093838,C,D,D,B,E,D,-8.675140703828092,142.35574533684536,0
Both,Bisexual,51-65,D,-20.970124284192252,D,E,C,D,D,D,103.77981799863119,-79.25720170012457,0
Both,Heterosexual,65+,D,40.97248865167218,C,C,B,C,D,B,112.4911279514956,-23.814625028700792,0
None,Homosexual,18-25,C,-179.14542267422408,A,D,E,A,D,C,-169.38209013913726,92.39123052070397,1
Mental,Homosexual,65+,A,-91.79450237198843,B,E,D,D,E,A,-32.96594346516574,212.19888825128973,0
Physical,Bisexual,26-35,E,-115.58779572293068,E,C,B,C,A,D,135.00821489038512,-9.923763331011527,0
Mental,Heterosexual,36-50,E,-123.95592321654485,B,D,A,C,C,A,26.40432321023641,-16.791732284961654,0
None,Heterosexual,65+,E,18.185021858519356,E,E,B,C,D,B,104.57397773077966,122.48322188895048,0
None,Bisexual,18-25,E,155.60530468942966,C,A,A,A,E,E,56.829596036588036,45.70394143503417,0
Physical,Heterosexual,36-50,A,150.41696527552548,E,C,E,B,E,B,-11.002897854498524,39.54708932014866,0
None,Homosexual,18-25,A,-157.14002365904545,E,D,D,C,D,C,-214.34054651348364,96.90624443447604,1
Mental,Heterosexual,51-65,B,-24.943980604099437,A,B,C,A,A,E,16.679586263307698,-15.364447306998205,1
Yes,Bisexual,36-50,E,128.6605104620848,D,A,B,B,D,E,-59.290825602919774,136.12636173983142,0
Both,Heterosexual,36-50,E,51.72535143044838,B,B,D,B,B,B,42.81222855312464,-101.8315768123264,0
Yes,Homosexual,26-35,E,-88.09676198860438,B,D,C,B,B,D,-72.95805572664578,97.61420311713692,1
Yes,Heterosexual,18-25,B,116.41542416828948,B,B,C,E,C,A,73.74563143646893,47.672384918082265,0
Both,Bisexual,18-25,A,154.34958588881838,E,B,B,E,B,D,-26.49977979817553,-40.8118704143234,1
Both,Heterosexual,36-50,C,32.980153189906375,C,B,D,D,C,A,-201.35417394374474,23.009783722844798,0
None,Bisexual,26-35,D,59.58361767808755,E,D,E,C,D,B,42.78360216708008,-141.4027965722559,1
Physical,Heterosexual,65+,C,-113.42433513287315,A,A,E,D,A,E,78.51943256774125,78.18585907316702,1
None,Bisexual,18-25,A,-121.50056986995723,D,B,B,E,B,D,-235.65842221705205,63.2731637778125,1
Physical,Homosexual,26-35,D,-140.24053919804211,E,D,B,B,D,B,8.78810915934892,48.84922928323618,1
Mental,Bisexual,18-25,D,150.14373281748843,C,B,D,E,C,C,-18.029802445258813,47.92993597834578,1
Physical,Other,36-50,E,-67.01788478771387,E,B,B,E,A,C,113.05928853609683,-99.3573890947921,0
Physical,Homosexual,65+,D,-172.53088045742143,B,C,A,A,C,E,-19.247748018934107,-88.22835157250653,1
Both,Homosexual,36-50,D,84.29064413337832,A,B,A,D,E,C,-12.679733290226542,114.58719252271132,0
Mental,Other,65+,A,105.75246470347064,D,A,B,B,C,A,21.551004358346766,28.45899029474396,0
Both,Heterosexual,26-35,E,1.305042411423326,B,B,B,D,B,B,-143.01034961370218,63.67949248254349,1
Both,Bisexual,65+,D,-2.3243672422121597,C,B,C,C,E,D,-7.337468549618259,-107.83850933312884,0
No,Heterosexual,65+,E,-2.0956891330969967,D,A,C,D,B,B,52.6156083293859,-25.647942933165595,0
Physical,Homosexual,65+,C,64.77734054519495,E,C,D,D,A,C,106.91695796561402,3.7961064966053284,1
No,Heterosexual,18-25,D,-39.3655157307299,D,C,A,A,A,E,37.15812494641861,-101.6799223022716,1
None,Homosexual,26-35,B,-9.32021633115846,B,C,B,A,D,E,-91.39483804249885,-74.85828532786681,1
No,Heterosexual,36-50,C,91.37065663659278,D,B,B,C,D,D,112.7385928045848,-0.2665078258232626,1
Mental,Bisexual,18-25,C,-27.370660127706564,B,D,C,A,A,D,120.49045891072774,59.54645528216796,0
No,Homosexual,65+,C,76.28082641033201,C,A,C,A,D,E,-78.52031889995914,8.909578587605338,0
Mental,Heterosexual,36-50,C,-9.210775389936803,A,C,C,D,E,C,-73.7554078903519,72.00311390043423,1
No,Other,18-25,B,-124.59584984356474,C,E,B,E,D,E,-19.24073705548391,-136.73877346237467,0
Yes,Other,18-25,A,118.20122528701715,C,D,E,E,D,B,-81.7276559123133,69.5925600010023,0
Both,Bisexual,51-65,A,-163.4197037640286,A,C,A,D,B,C,66.46754586959992,77.99873764190892,1
Physical,Homosexual,18-25,D,-36.18915283206205,A,A,B,D,C,C,97.92806823455008,-83.94213673187943,0
None,Bisexual,18-25,E,32.79720535106398,E,A,B,C,E,B,-28.338643709566334,-2.011368716702838,0
Mental,Homosexual,36-50,E,31.88516101338613,E,B,C,B,E,B,127.7291405578552,-95.3949316408742,1
Both,Other,36-50,A,-63.79765503544449,D,C,A,D,C,C,-245.62856071851672,80.21314394510145,1
Yes,Homosexual,65+,E,-13.651737179408558,C,C,B,D,A,A,103.29663582575839,-91.92471501953376,1
Both,Other,36-50,B,197.1270700418782,A,D,C,C,D,B,-134.05455990597537,-14.565216645732622,1
Mental,Heterosexual,51-65,E,129.81322743780692,B,A,D,C,A,E,52.59113668353945,-44.27665796030732,1
No,Heterosexual,36-50,E,-76.06485434175568,E,A,B,D,C,A,43.792954411674174,71.92048467145291,0
Yes,Other,26-35,C,-100.83956603100441,D,A,E,D,E,D,-227.61671404723342,-33.800330324606115,0
No,Heterosexual,65+,D,-215.43552290017334,E,A,D,A,B,D,-13.944291186886627,135.10094324965146,0
Both,Heterosexual,18-25,B,-1.0022887845736135,C,B,B,D,D,D,108.7491949241749,4.01400639474254,0
Both,Other,36-50,B,38.20780839201344,A,C,C,D,D,B,56.88511117312915,-31.843345102156874,1
Yes,Heterosexual,18-25,E,-70.5306068408555,D,B,A,C,C,C,94.82239921893502,-120.1332770208021,1
Yes,Other,26-35,C,9.927735993413611,C,B,A,C,B,E,-146.88366535414366,-101.54926281228809,0
Both,Homosexual,36-50,B,-34.64097982504791,D,E,D,D,E,B,-8.70527730444274,-14.535665331923319,1
Both,Bisexual,26-35,D,124.40829426822468,E,A,C,E,A,C,167.08361370131163,-171.20849998910504,1
None,Other,65+,D,-30.760261842649882,C,C,B,A,E,D,35.42702198797645,213.91866253323553,0
Mental,Other,36-50,D,146.4828625595909,C,B,D,D,E,A,89.30901367499747,110.33295456476588,0
No,Other,36-50,D,-48.81818179510439,D,D,E,D,A,D,105.82220534910401,6.9603188542577685,0
None,Homosexual,18-25,A,31.722311046277014,B,E,D,A,E,A,13.905861952310122,24.157150751866624,1
Both,Other,26-35,E,-83.1036747011181,E,E,A,C,C,D,-233.41468469949592,137.3279302710236,0
Yes,Homosexual,65+,C,78.74044121933076,E,E,D,E,D,C,40.25790995751956,-71.25106946352597,0
Physical,Heterosexual,65+,E,13.812851345101251,E,E,B,C,E,E,69.7311133125711,24.89225029766682,1
Physical,Heterosexual,51-65,B,172.86363194819333,D,B,A,E,A,C,25.05622960281255,-69.2876601668569,0
Yes,Homosexual,51-65,A,137.76618463389022,A,B,E,A,D,C,-27.599369778032685,-90.60932181344627,1
None,Homosexual,65+,B,-106.61880892829991,D,D,D,C,B,E,-49.13742927868863,5.461168093941348,0
No,Heterosexual,18-25,D,145.79068212885653,C,A,B,A,E,A,-236.9824888331877,-137.25669103553207,1
Both,Heterosexual,51-65,A,90.5912393988233,A,E,D,B,E,B,-10.656521833805584,-37.5934796472828,0
Both,Homosexual,65+,E,51.84345649209653,D,D,A,B,D,C,-65.14256023378981,60.42605421757427,0
No,Heterosexual,51-65,E,-4.762152200484458,D,C,A,B,A,A,-197.8768283612691,-43.5304213622406,1
Both,Homosexual,18-25,D,-190.76429169245938,A,E,A,E,E,C,85.23858350302133,-52.257625898887014,0
Mental,Bisexual,18-25,A,-136.53079683872386,B,E,B,D,E,A,-4.075193566382307,-45.23572110092387,1
Yes,Other,51-65,B,-152.13022827901864,A,D,B,D,C,A,-83.56131372142251,110.20489153880142,0
Mental,Heterosexual,36-50,A,67.0609114675548,D,A,A,A,C,C,-36.74635408785295,72.55522636193523,1
Yes,Homosexual,65+,C,-10.889552717773347,D,D,E,C,E,B,-69.93031816092515,-19.270444709542208,0
Mental,Heterosexual,36-50,E,14.663459719899366,D,C,C,D,E,E,-130.78190554334225,-56.71074921427729,0
Both,Other,65+,A,-97.92338696890012,C,C,C,B,B,D,3.6811745461713246,78.50296047653742,0
No,Heterosexual,51-65,D,-21.129135588503782,B,D,A,C,D,D,4.53495422987078,104.90445634819324,1
None,Other,36-50,D,-27.61932822745834,A,A,D,B,E,D,18.464391772437832,-99.93841987227383,1
Yes,Heterosexual,26-35,A,-16.14933021055724,C,C,A,E,B,B,129.79420811262287,-36.03893366350498,0
Physical,Bisexual,36-50,A,0.17494167130420743,E,B,D,D,B,E,-21.30014203910815,-47.07219534129251,1
Physical,Bisexual,26-35,A,7.020071723674004,C,B,D,D,C,E,-75.65815830555458,-137.43487497598457,0
Both,Other,18-25,E,-134.4039556225849,A,A,C,B,B,D,-26.0209820959113,-62.12205873781248,1
Yes,Bisexual,65+,B,-21.151839238812748,C,D,C,A,D,E,-139.93213203753106,3.7818629473917955,0
None,Homosexual,51-65,E,-54.01658741721788,E,C,A,A,C,C,190.69009636272486,33.797806550572936,1
Both,Bisexual,18-25,D,-74.457639130759,C,B,B,D,D,D,-51.185905475319096,-143.1308268129083,1
Yes,Other,26-35,C,78.82444517200025,B,D,A,A,D,E,-14.093850166705419,104.00001123615097,1
Physical,Homosexual,51-65,D,131.13430409629643,A,A,B,B,C,B,-182.85759486771792,59.71178298888883,1
Mental,Heterosexual,18-25,C,-97.04758777865659,A,E,C,E,B,D,171.58221898573456,-49.17190435391807,0
Mental,Homosexual,36-50,D,-0.6247461788116057,B,E,D,B,D,A,-30.19942358661167,12.593219378675213,0
Mental,Heterosexual,36-50,A,27.208642624323787,D,A,A,B,C,D,18.529539297617614,63.07044063526802,0
Yes,Homosexual,18-25,B,-163.44542481940022,A,D,E,D,C,B,15.038093474713548,-138.93545688143618,0
Yes,Homosexual,36-50,B,-13.511980424320877,D,D,C,E,E,B,28.56467133043345,165.30885037877087,0
No,Heterosexual,65+,C,-121.47416509515708,A,A,E,B,B,B,60.23155025835685,203.17387184174137,0
Yes,Other,51-65,C,-14.115121053897333,B,B,A,E,C,C,-37.81926692543171,64.46873776455611,0
Yes,Homosexual,51-65,D,207.76011066433333,D,B,E,C,A,A,-138.45098749433268,204.99651427199353,1
Both,Bisexual,36-50,D,74.65430675309102,E,E,B,D,D,B,91.86176576549663,-99.52160007840796,1
Physical,Heterosexual,51-65,D,-2.817558272792795,E,A,B,B,E,E,218.07718249788195,28.7073772938305,0
None,Homosexual,36-50,C,-50.70672461511329,C,A,B,D,B,E,-23.112607368670606,93.51973127507442,0
Mental,Heterosexual,18-25,E,-165.3256300370547,D,E,A,C,B,E,189.03336701399812,-139.1480751322077,1
No,Other,65+,C,-35.69237547741995,A,E,B,B,B,D,-120.07680495940735,38.185262749074525,0
Physical,Bisexual,18-25,C,-15.118320712012299,D,E,C,C,D,D,-40.139882877713745,12.984231446841813,0
Mental,Homosexual,26-35,B,3.931660076503491,C,E,D,D,D,C,75.06604074950452,91.87613460841676,0
Both,Other,26-35,B,-26.26183167460973,A,B,A,E,A,B,75.64181006628297,96.48774585744519,1
None,Homosexual,51-65,A,-206.11429221149803,E,A,E,E,B,B,176.14520579651443,108.38473916369095,0
Physical,Heterosexual,51-65,A,113.30713103143113,C,E,B,A,A,C,113.39873161821043,59.56490173249666,0
Yes,Other,51-65,C,-47.02517595791123,D,A,B,E,B,A,154.92776823035507,-77.38426827139708,1
No,Other,36-50,B,-115.94797763917131,D,E,C,A,B,A,-81.35094684539791,-68.95130183724127,0
Physical,Other,36-50,E,99.53880928279213,C,B,E,D,D,A,32.07007870190779,-26.39038637283609,1
No,Homosexual,65+,D,66.57962480615383,C,C,E,C,E,D,-72.45590868156626,-11.641882072655195,0
Physical,Other,26-35,A,-189.56252510164023,E,C,B,E,B,B,-82.65240850789779,136.36745453542636,0
None,Heterosexual,65+,A,-7.491611850929095,A,E,A,C,C,A,4.510354394586667,115.45307179764404,0
Both,Heterosexual,26-35,E,-101.59157653224275,B,B,B,C,D,D,41.336012917302995,14.208255232287517,1
Yes,Bisexual,36-50,E,48.192955590258606,C,B,D,D,C,B,143.87146615314006,-254.84670594817928,0
None,Bisexual,26-35,D,-21.693356358205012,D,D,B,D,A,C,55.645276224207386,57.78010761780064,1
Yes,Other,36-50,D,36.86580132899163,C,E,C,C,C,C,92.0761965912892,-25.441093346195576,0
None,Homosexual,26-35,E,-149.77160647947576,C,A,D,B,B,A,65.4195576489366,1.8669091764776924,0
Both,Bisexual,51-65,E,-43.444104417232,D,C,C,B,A,B,-135.43662552707113,-106.5871270900439,0
Mental,Homosexual,36-50,E,21.2518872244978,D,D,C,E,C,A,-39.93399829594896,10.599256766749384,0
Physical,Homosexual,65+,E,107.69328711246067,B,D,C,E,D,B,-39.64186651947274,-6.147581908868942,0
None,Other,51-65,E,68.10205431585922,E,E,B,E,D,D,67.9631456585048,2.4641678069835193,1
Both,Bisexual,36-50,A,210.78003321445487,B,D,E,B,E,E,-226.57719234506405,-221.58111015978236,1
None,Heterosexual,26-35,C,-14.858033053795033,E,B,C,B,D,B,17.755985235472068,81.31718480231957,1
None,Heterosexual,26-35,C,-20.92656999525353,A,E,B,E,A,A,-59.66332014003434,-38.58195414988555,1
Yes,Homosexual,36-50,B,-115.31998312103606,D,E,E,E,B,D,-12.757725544219841,-164.52990130050372,1
No,Heterosexual,26-35,D,31.950709058613324,C,B,E,B,A,B,114.38112388344636,14.601380915173575,0
Physical,Bisexual,18-25,B,-42.62849761489127,C,B,E,A,D,C,-245.67953057810095,-104.06830481792686,0
Mental,Other,36-50,A,-82.34287758625129,B,D,E,A,C,E,-46.73634370629861,205.83872884400031,1
Mental,Homosexual,26-35,E,17.87986269254735,E,C,B,D,C,E,34.60767017550875,37.318191519283694,1
Mental,Other,65+,E,74.4116614426338,C,A,B,B,A,B,91.29528357108313,-96.65853690047008,0
Physical,Bisexual,65+,D,-172.72875434101692,D,E,A,C,A,D,-89.05883472200216,134.6509787044892,1
Mental,Other,18-25,A,39.31431378269858,A,C,E,A,B,E,-177.57754591566504,-40.3602302265078,0
Yes,Bisexual,26-35,D,118.2020151641435,D,B,C,E,C,A,-89.0210463644679,-142.99766757043034,0
Both,Heterosexual,26-35,D,-226.18516972690236,D,D,A,B,E,D,154.45902626535718,-8.102958667736658,0
No,Homosexual,51-65,B,70.92302114275886,C,E,E,A,E,E,128.34564030258477,97.17740734589974,0
Both,Bisexual,65+,E,247.06289125173217,D,A,B,E,B,B,185.5713462951733,-51.200640837436815,1
Yes,Homosexual,51-65,A,78.30583714866741,B,E,C,A,C,C,-102.6846810618518,-179.16997362089785,1
Physical,Homosexual,65+,B,103.883563388757,D,E,E,D,C,E,-77.04178201256241,197.51664882599056,1
Both,Other,26-35,E,244.52997121888228,A,A,B,D,A,A,-273.36270119428343,-50.0412519297019,0
Yes,Other,36-50,E,-40.98900519958924,D,E,B,D,C,E,-23.137329194493734,110.4492726507619,1
No,Heterosexual,18-25,C,-25.303076672370274,D,C,B,B,B,C,-76.64454343236086,-220.11614253664465,0
No,Homosexual,65+,C,74.31929842022555,C,A,A,E,D,B,65.58165731039945,20.557093271150904,0
No,Other,51-65,C,79.70785709070073,B,A,E,B,A,A,-112.63399645777339,280.4543007865539,0
Mental,Bisexual,18-25,C,39.667829997814394,E,D,A,D,E,E,156.53176136185218,1.5783659406152153,0
Physical,Homosexual,51-65,C,-71.60778166166035,A,B,A,E,E,B,-165.74380026441526,37.573054984354506,0
Mental,Homosexual,36-50,A,-194.97078156325404,E,C,D,E,E,D,206.37513337676472,97.9000822317807,1
Both,Homosexual,65+,D,177.94816593626578,D,E,A,D,E,B,-61.19979636037759,-11.657688546471586,1
No,Bisexual,18-25,C,-155.79342410721097,C,D,C,D,D,D,31.72415783560714,-66.66845591995558,0
No,Other,18-25,D,70.47701708377797,D,B,B,B,B,E,-87.11843807599688,112.71260414218571,0
Mental,Heterosexual,18-25,E,-33.37441184856762,A,C,D,C,A,D,-84.60116169068223,218.025584044153,1
Mental,Heterosexual,26-35,E,-17.491453768968913,E,C,A,E,E,C,76.16847116153637,-72.9765889241339,0
Yes,Homosexual,18-25,B,-52.14902949242334,C,C,A,E,D,B,37.132368160779194,-99.84189642959075,0
Physical,Bisexual,36-50,B,76.55710831009,A,A,D,A,C,D,138.5901698280825,-49.59017609694001,0
None,Heterosexual,36-50,B,-162.24225771793255,A,C,B,A,A,A,-101.82481904920931,22.106069576754468,1
Mental,Homosexual,18-25,D,9.467962462631542,B,A,E,C,E,C,-141.4691531060665,172.2225187399603,0
Yes,Homosexual,51-65,E,83.88296206555867,A,B,E,A,C,B,86.88601817848755,-68.38694378230889,1
No,Other,51-65,E,-82.16055047443729,B,B,A,A,C,D,-9.269824511177053,67.84431720042082,0
No,Homosexual,26-35,A,-56.21275242368502,C,B,A,C,D,A,210.68168894719815,-62.31547902539805,1
No,Bisexual,18-25,D,-4.876826204243401,D,E,A,A,B,C,102.41504602173845,-61.425586264036866,0
Both,Bisexual,26-35,C,-6.467857978312173,C,D,D,D,A,B,-74.83381086723533,-90.609075654322,0
None,Other,36-50,D,4.1891514856184795,A,A,A,D,B,A,172.75433174920107,37.35021029804709,0
