Nationality,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Mexico,51-65,C,26.18929800583088,E,144.73628744763138,181.5943501724892,A,B,D,C,E,1
China,51-65,C,-21.89041329544896,D,48.75512318572527,73.75340999455156,A,A,B,B,D,1
Brazil,65+,C,9.775301689347911,A,-98.58483008045083,22.702472662108423,E,D,C,A,E,1
Mexico,26-35,A,-172.60017809726875,D,-206.15248622421421,61.28612265238969,A,B,A,B,C,1
China,18-25,E,-49.44658534157214,E,25.94621879712643,77.40798243957481,B,B,D,C,E,0
Other,18-25,B,49.816397676165714,E,158.18068168480661,116.27624997763448,D,E,E,D,E,1
Mexico,65+,A,144.32016057818083,E,-13.475262742398955,166.80946146649526,A,E,B,C,A,1
Brazil,18-25,C,6.302356930694966,A,44.118112377808885,-155.70598410390195,E,B,E,C,E,0
Brazil,65+,D,105.31474949187827,A,96.78598006704378,-47.75536561763795,E,C,B,A,E,0
Brazil,36-50,E,121.31022467150557,B,109.43402581173336,18.284480339523558,E,D,A,D,C,1
UK,51-65,A,13.125358264019225,D,-95.78778286810797,36.10309180600054,B,A,A,C,C,0
Brazil,36-50,C,-83.64678568196014,B,-63.519176172420075,-27.914990704387737,B,E,A,E,C,0
India,18-25,A,-184.2911702408238,C,27.071345417664684,26.15338018106223,D,C,C,D,C,0
US,36-50,D,-23.970644450414284,E,-49.92853022765039,-89.54086799768547,B,A,E,B,B,1
India,26-35,A,-58.4435368442344,B,26.331938644827872,-72.60764894258547,A,C,D,A,D,1
Other,26-35,E,176.76279293548924,A,-33.53572377572834,47.643279837302835,E,D,B,B,D,1
US,26-35,A,-103.35242358281162,D,13.597200312714774,-76.66803899383285,B,E,A,E,D,1
India,51-65,A,-16.69492743646283,A,-179.87997903140237,216.91820326683944,E,A,D,C,C,1
Mexico,18-25,E,9.938457336110272,E,14.813596524423014,43.77487482180554,D,E,C,D,D,0
US,26-35,B,-154.92921049073288,D,-42.85679745182115,53.92375606920658,D,C,C,C,E,0
China,51-65,A,83.8511147927648,B,-270.15703032681955,95.99702044052106,D,B,C,D,E,1
Mexico,36-50,D,-72.82138624619112,E,-73.96717154685216,197.58643365040572,D,C,B,C,B,0
India,36-50,B,-36.107121301832656,B,152.10768122544238,5.580713760745933,B,E,A,B,B,0
US,36-50,B,119.59587081706205,C,-23.383639018130523,102.57289046156572,E,D,C,A,C,1
China,18-25,E,71.90174522111043,C,38.87461607942511,159.48457654211916,B,A,C,E,D,1
US,18-25,E,114.26474224839586,B,22.59988157266558,36.76460974276134,E,D,D,C,D,1
Other,18-25,C,35.420900878948444,B,69.43625906459194,-53.167079706550744,A,E,B,D,E,1
India,65+,B,-61.80983951792679,D,159.82774075982894,0.746024952708998,A,C,D,B,A,1
India,36-50,E,56.03160672691665,D,-7.780631095954648,-221.72584244832913,B,B,C,C,B,1
Germany,36-50,D,73.72215002706419,A,68.62228127869255,-70.43818376985381,E,E,A,B,D,0
Mexico,65+,A,-30.30394200159039,D,96.89080995353409,-40.270297916388046,A,C,D,E,D,1
UK,51-65,B,41.96933359243116,C,-30.03733304237133,-47.67589856602141,B,C,B,C,A,0
China,18-25,E,70.41479251893921,E,-25.342157407732195,89.50069145476621,B,A,E,C,C,1
UK,65+,E,39.40380127899646,D,19.062419468611942,-15.61990893040698,C,B,D,D,A,1
Other,26-35,A,58.33360372944577,C,-21.94472729435327,81.40383559541262,B,B,C,E,A,1
US,51-65,B,-332.0945467687913,D,110.5018806570841,109.67417626809433,D,D,C,E,E,1
China,18-25,A,-41.948347060026364,C,63.39370052166042,-232.2504272153659,B,B,C,B,A,1
Germany,18-25,A,-15.703101163046302,C,42.36780153315379,-32.11262239527821,D,D,C,A,B,1
US,65+,E,35.39062729587607,B,41.774866450975054,-147.67848401062037,B,C,D,A,D,0
Germany,18-25,B,39.49817746463361,A,85.9003579548728,11.294711076054812,C,D,E,A,A,0
UK,18-25,E,85.96183648192878,C,-112.51850020614687,-23.756566717121814,E,E,E,A,D,1
UK,51-65,A,-14.682947577729497,B,26.556341660635113,-12.959610633306198,D,D,C,D,B,0
Other,36-50,B,171.0958690546278,A,44.05629772856191,-57.34489067281624,C,E,B,D,A,1
China,51-65,A,-13.982390363171577,C,-93.27712886684337,123.21204880166714,C,C,B,E,B,1
Germany,51-65,A,-165.85443656557953,E,-41.66415790075633,-16.213333682063134,C,D,B,D,D,0
US,36-50,D,59.71387777294851,D,24.350493911206843,158.5653704401946,B,D,B,A,E,0
Germany,18-25,E,-119.89334792356223,E,-105.90924066666163,1.7317357907561817,D,D,A,D,D,1
US,26-35,C,41.72616488518057,A,43.661625190109625,-77.27738930756838,B,C,C,C,D,1
Brazil,51-65,D,158.64686811820812,E,-46.1691240497235,-97.647582238658,B,C,C,E,E,1
Brazil,36-50,D,27.31013520030806,A,15.747743780572282,74.36714060450859,D,D,B,D,B,0
Other,65+,D,-41.53060078937706,E,144.80848362085231,129.58614692245018,D,A,D,D,A,1
Mexico,26-35,B,9.251107664585266,E,-77.01705037262121,-44.13815884655297,D,A,E,A,B,1
Mexico,65+,A,126.65693179085852,E,14.7067200332716,80.21560542877249,B,D,B,D,D,0
India,36-50,D,-202.2869050607535,D,-62.37493520598992,-28.07865507689376,A,E,E,A,D,1
China,65+,E,61.671046615687175,A,-44.721947149639355,251.43220831170737,C,B,D,C,B,1
India,65+,D,-27.931041185456625,D,-8.86030049849885,-44.68509204162856,C,A,B,D,A,1
India,26-35,D,-8.521204124187323,E,207.15439595566983,22.910939821043875,D,C,D,B,A,0
Other,36-50,A,-76.86897472916014,B,43.15038907195319,-31.295400602841156,C,A,A,E,A,0
China,26-35,A,-43.9258733431228,E,50.819959229864,-70.93483718586792,D,B,E,E,A,0
Brazil,36-50,C,191.36449296330028,C,93.65360720257566,56.67110241130909,D,E,E,A,D,1
India,36-50,B,-7.547881833540174,E,100.03599972096326,111.51843329655438,D,C,E,B,B,0
Other,65+,C,150.81942573837713,A,74.93976542724752,-87.47587052970954,D,A,D,A,D,0
US,26-35,A,21.111826063706598,C,-44.826090565234374,-83.4300763360244,D,E,C,A,E,1
US,65+,B,138.05669656638958,E,48.002628281765716,81.09301511408428,B,A,A,B,A,1
Other,51-65,D,-31.569271886283072,D,100.64877575023472,50.855648197883355,C,B,D,E,D,1
Brazil,26-35,A,54.44898954048182,B,-51.56917223222679,92.70440211193386,E,E,D,B,B,1
Brazil,51-65,A,32.76351490307127,C,-2.7202592206815575,140.11051273426133,B,D,A,B,B,1
China,51-65,C,-52.46655907909329,B,-36.81339103520977,-181.67951440128186,B,A,D,B,A,1
Mexico,51-65,B,32.64237001547399,E,-127.6270386730949,-146.56632576955047,C,E,B,E,A,0
Mexico,26-35,B,28.527647193889855,C,-18.212479793669363,-67.82682926729443,B,D,D,E,B,1
Mexico,18-25,D,163.1426825280474,A,131.09792321409307,-1.4930516036727084,C,E,A,D,D,1
Mexico,51-65,A,-177.0448403780928,D,124.0104088326656,-45.42047660899997,E,A,D,D,B,1
Germany,36-50,C,-228.04436303148634,D,-12.486450098882774,-73.80061485605192,A,C,E,C,B,1
China,26-35,E,82.43724666608844,C,-84.204144176481,-196.59813976196682,C,A,C,B,D,0
US,36-50,A,-107.96431838429201,D,26.410905333634204,189.3402631228528,A,C,C,D,B,0
Brazil,51-65,C,205.2074044237239,D,-50.60198856454525,-118.60632343789419,D,A,A,A,A,1
US,65+,B,0.40979924482858904,B,-8.002647770524323,-92.1997892585195,C,A,D,B,A,1
Mexico,18-25,C,-91.43496489302434,B,-70.97767846099217,-25.966949646617977,D,E,D,B,E,0
Mexico,18-25,D,-97.403248777371,A,-54.179907072775556,191.31991374357114,B,D,E,B,B,1
Germany,65+,E,-70.94842632412185,C,-80.69350260781725,-68.53373334108859,E,C,E,E,C,0
Germany,65+,E,205.8544632212132,C,-230.26384825436998,156.25819331780968,C,D,A,E,E,0
US,18-25,A,33.373018212345876,C,55.441895972221246,-34.7743189156201,D,D,D,A,C,0
Germany,26-35,E,24.08730135635113,C,82.2473673177433,60.39186955165419,A,D,D,E,E,1
Germany,18-25,E,211.67623389523683,B,54.31900828408469,-84.42466475605622,C,A,E,D,A,0
US,26-35,D,-82.30254539100919,B,96.29036402962188,-21.512205544796707,C,D,C,C,D,0
Germany,26-35,A,50.044037181393186,A,-34.879829853095245,114.28076990955316,A,C,B,D,A,0
India,51-65,A,-5.542131254042655,E,-118.96564558155971,43.09876615098197,C,C,D,E,E,1
Other,18-25,D,-95.79687093973911,A,-86.6851368139211,-57.972112592215694,A,A,A,D,B,1
US,36-50,D,220.9397208949655,B,27.20409019487482,-178.398070167304,B,E,A,D,E,0
Brazil,65+,D,26.19599031824762,A,-57.82238946988391,-1.6296035318145319,E,A,C,D,E,0
Germany,26-35,D,91.71951339556624,C,-295.33542045930545,-81.0915396838735,D,B,E,E,E,0
Mexico,51-65,A,34.00306837819867,D,167.4901093433446,155.90841464152277,B,D,B,A,A,0
Brazil,18-25,B,56.211736698749405,D,-45.10204520369462,2.091786563587359,E,E,E,D,E,1
UK,65+,D,55.3834900135945,D,37.11320051290697,54.6726486054076,E,A,E,C,D,1
Germany,18-25,D,-0.9073312346324407,C,132.06364561206055,-209.62114276276478,D,C,B,C,E,1
China,18-25,C,14.678297464469688,B,62.04183132380473,-51.39069197377085,E,A,A,D,D,0
China,51-65,A,-15.946286869150434,E,18.714355000557088,147.5581640176188,A,E,C,C,C,1
Other,65+,A,-9.797287780250521,E,-182.6992569653938,22.63847005191037,E,A,C,C,D,1
Brazil,18-25,E,86.87598489171118,C,-83.1857710187484,1.3542983749417858,D,B,E,D,A,1
US,51-65,E,-233.45493026182677,D,117.01048122721032,-90.92949058294512,D,D,E,E,E,1
UK,65+,B,43.26778394552524,E,-102.54817066949109,-185.62673876817883,E,A,C,A,E,0
Germany,36-50,E,5.586618420049789,C,113.73825585787851,117.49995610912664,A,D,B,D,D,1
US,36-50,A,95.90347779128317,A,10.148570794664852,100.73451477877849,D,A,D,A,D,0
China,26-35,B,80.31114571891268,D,196.93915335677312,-168.1472295748413,A,E,E,E,A,0
Germany,51-65,A,-31.441873611197302,E,-75.04232363934551,-5.84246879955884,E,B,A,C,E,1
China,65+,C,-24.29037947942053,A,-4.453133293341599,78.78780838694274,A,C,B,B,C,1
Mexico,65+,D,108.00100576509874,E,-78.8173003829605,10.390252789179922,D,D,A,A,A,1
Germany,36-50,C,-178.08854566198335,D,-49.98748939527219,-186.18278907211882,E,E,A,A,E,1
Brazil,36-50,B,46.97509816964463,D,-35.95007127569414,40.56150035532134,B,A,A,D,B,1
Brazil,18-25,C,14.34768139401623,E,53.88903751153708,9.38494369439325,C,D,E,C,A,0
US,36-50,D,37.1065297186616,E,84.49329708361306,3.760606656203365,A,E,C,B,D,1
China,36-50,E,-15.479174714567367,C,36.356592647588656,-22.163763344228123,B,A,B,A,E,1
Germany,51-65,D,96.2118889772432,C,26.567279278005113,-83.52430837577172,B,B,E,C,A,0
Brazil,65+,A,44.10455658236125,D,-52.05399982143302,89.06581483131329,D,E,A,B,C,0
Mexico,36-50,D,98.06283350865893,A,155.56679451072844,-143.59819658005384,A,B,B,D,C,1
China,51-65,A,-119.98471160919613,A,47.88542275982432,147.6169356788119,B,A,E,C,D,1
India,51-65,D,-37.15700711060371,E,-48.39750262015875,-178.161531997618,A,C,B,E,E,1
US,18-25,B,-16.1043469007343,D,-6.060196857036628,13.72147733493475,E,C,B,D,A,1
Brazil,51-65,A,182.90066519842333,A,-176.89267950464676,-10.65534134871014,E,D,E,E,A,1
Germany,26-35,E,-33.39205672944036,B,93.52441135158206,62.737020430279465,B,B,C,D,E,0
India,36-50,B,-91.95769581407573,E,-91.44949294210059,21.70131954571497,B,B,E,A,C,1
Brazil,65+,E,17.774412585595776,B,1.6553957007310094,16.70559121765943,A,B,D,D,A,1
Germany,51-65,D,10.405260283052238,E,-148.24361770850896,80.53368770535889,A,E,A,B,C,1
UK,36-50,E,-101.15730993087617,A,-62.77070215075376,-92.78027013906318,A,C,D,D,D,1
Germany,26-35,A,-191.72666813266898,A,45.07740880268228,69.19093982894441,A,B,C,B,B,1
China,18-25,E,0.6688842837236866,D,15.352283615783621,-110.61633722780215,E,B,E,A,D,0
India,51-65,C,-94.29528810710329,E,199.83525784130205,-34.44071708917354,C,C,C,A,E,0
China,26-35,A,36.28325941879055,D,-70.835256781456,-8.212586337125163,B,D,C,A,C,1
China,65+,C,54.97872017428131,A,-53.26784494339796,-154.44201396288904,C,A,A,D,D,0
Germany,26-35,E,-232.43308619914004,A,-50.83635394453202,104.76803542712798,E,D,E,B,D,0
US,26-35,B,172.3390228638003,D,29.025111867607656,-2.580282287535756,A,B,D,D,C,0
Other,51-65,D,11.440344936085713,E,40.82038763392066,-24.295586717830663,D,C,C,C,B,1
China,36-50,A,75.32018434846742,D,-38.40177092523353,-21.370327833609366,B,B,B,B,E,0
Brazil,18-25,B,-14.62098441996866,B,-140.58092293046153,-1.755089321933103,E,D,B,D,C,0
US,65+,E,-95.80356682323135,B,99.3954733304756,94.80036288957592,A,C,E,D,A,1
Brazil,36-50,B,-51.20557333175019,C,173.36749330840843,76.31293975090271,E,D,A,E,A,0
Germany,18-25,A,-9.43223409655724,E,-84.83445186468464,-139.27788688831893,C,E,A,A,D,0
US,51-65,E,182.08336402621882,B,-231.38283769389534,202.72724918283726,C,B,E,E,E,1
Brazil,65+,A,-13.308017783212595,E,-128.47341367350285,50.19835438104986,E,C,D,E,D,0
Brazil,18-25,A,33.501861777794915,D,-119.38874851770107,67.53859790649147,A,E,C,E,C,1
UK,26-35,E,38.81127840184648,B,135.50914218065736,-12.270268491890091,D,B,D,D,A,0
India,51-65,E,-212.4979906877334,D,-69.37259749447198,-73.61396520757727,C,A,B,D,D,0
UK,18-25,E,-54.374719400120284,C,45.49809404019715,70.27856501970821,B,E,D,E,B,1
India,36-50,E,86.58998261048364,A,-73.91675986852661,146.7006245679869,B,E,C,E,C,0
Brazil,36-50,C,-60.665243005557,E,7.005935083958831,69.88914496589732,C,B,B,A,E,1
India,18-25,C,-4.676507814687502,B,-30.656513952019615,-36.822943635824956,B,A,D,D,A,0
China,51-65,E,-28.232087146125817,E,-39.727451576071,-117.43742925457792,B,E,C,A,D,0
Brazil,26-35,E,195.07348215018672,E,96.44056828539566,105.25007008085743,D,B,D,B,A,1
Mexico,18-25,A,161.96791154633817,E,13.113686874399333,106.17784273374302,E,C,E,E,E,1
US,65+,C,33.10793060389647,E,59.95807850498335,11.089648157659662,A,C,D,E,D,0
Brazil,36-50,E,-104.31796286252136,E,-181.82438471499566,-85.29093243254933,B,E,A,A,D,0
Other,51-65,E,-60.574376511608165,A,161.3468014479871,-142.29329900953385,C,D,E,C,A,1
Mexico,51-65,B,-50.632814685691145,D,40.32707213997859,91.26105252344672,D,A,B,B,C,0
Germany,36-50,A,-8.200625270940627,C,98.95931432661017,-116.60961271230634,A,D,B,D,B,1
US,65+,C,-46.198747228389266,E,6.034075422668035,250.00126287650102,D,D,E,D,E,1
Other,26-35,E,-30.717618062306844,A,62.40579943875868,-128.43413211570646,B,E,B,E,E,0
Mexico,26-35,A,-9.876816566585306,E,-218.6502683651667,-107.7862790020705,E,E,E,B,B,0
Other,26-35,D,69.21151658434054,C,64.57127845501543,146.8386745272531,E,D,B,A,B,1
Mexico,51-65,B,49.07402080914177,C,2.7398352289931376,-66.36888787692888,E,C,D,C,B,1
Other,51-65,B,179.01739775146635,A,-83.48492334742306,-17.910719548489222,A,D,B,E,B,0
UK,51-65,C,-119.97198424062177,C,75.21455707170742,102.38459386813632,A,E,B,A,C,0
Brazil,18-25,E,81.49630311240679,B,-92.12003295554588,3.6080526559862545,A,C,E,E,C,0
UK,51-65,B,-55.79450448233641,E,66.15982199202955,-33.70890185788411,B,C,B,A,D,0
China,18-25,A,-343.81240041302783,B,132.9287592265094,69.53495259393269,D,A,C,D,C,1
Other,18-25,B,12.86802704294581,B,-122.45204948646622,-88.51672545815121,E,A,E,D,B,0
Germany,51-65,E,6.404079992293794,B,-52.576600773138416,71.50011113850057,C,A,A,B,C,1
Mexico,51-65,D,-111.3035425779195,E,67.08142159837502,-142.82997828300148,E,C,C,A,D,1
Brazil,65+,C,1.1737981888197824,A,-37.20829032524986,-65.05286397069669,D,D,D,B,C,0
Other,36-50,C,-146.53377354048772,D,-31.36321759543294,92.1487368663807,E,D,A,E,A,1
US,18-25,A,90.19230640217889,D,-49.206902784198135,-101.24789657842103,C,C,E,A,E,0
Other,18-25,A,-15.866124390612587,A,2.674407782703502,15.783996629609307,B,A,E,C,A,1
Brazil,18-25,E,41.24144600003716,E,223.19324747769858,-92.75349709131937,B,E,A,A,B,0
Mexico,18-25,D,25.27214530538305,D,-111.96548845338556,62.591140072222814,A,C,E,E,E,1
UK,18-25,A,-17.598389932792752,D,102.53421219204117,7.061259264828967,C,A,C,D,B,0
Other,65+,D,-139.08988276822606,A,-54.1354594736277,-23.332804262530562,D,A,A,B,A,0
US,51-65,C,-42.04044253807608,A,76.82831914411038,59.589963195731066,A,A,A,C,E,1
Germany,26-35,C,-39.53033519806433,D,-208.7658085555197,282.5711865579917,E,A,B,D,E,1
UK,36-50,D,-129.17191264285478,C,95.84096766108219,-99.4836737300992,E,E,A,C,C,0
Other,51-65,B,-27.94858045303777,E,-68.69681081356485,-7.186301961627742,A,B,C,D,C,1
US,51-65,B,-80.54176335092306,C,-62.27094898160349,-95.51410404663532,B,D,C,C,D,0
Germany,51-65,D,41.58138522610154,C,-100.6121906790237,-212.54224107318797,E,A,C,B,D,1
India,51-65,B,-30.85421780704817,B,-32.276775429238505,-158.8175921092431,D,A,D,A,A,1
Mexico,26-35,C,-14.104956638314311,E,-20.346305926404398,-78.32364225091668,B,D,C,C,B,0
Germany,65+,D,-178.81171791452928,E,-32.957466449059154,-82.94384866987387,E,C,E,E,D,0
Germany,26-35,D,-31.106952359287476,B,97.75167961567568,6.603464783554255,E,C,D,A,D,1
Mexico,51-65,E,14.030740144299708,D,79.69614972426187,-45.25835402335826,B,D,A,A,A,1
Other,36-50,B,26.308425242353255,A,-80.95946960099276,-75.17169425917665,D,A,C,C,B,0
Mexico,51-65,D,-84.61461684191181,B,160.97357331456993,163.55234355374697,C,E,B,A,D,1
Germany,65+,C,-103.9355389577403,B,30.872818474421237,-21.36150955799176,E,A,E,C,E,0
Germany,18-25,A,106.76386254265174,C,-19.752896379562067,178.88502704003557,A,B,A,C,E,0
Germany,36-50,E,-35.03938306284348,C,61.12291320701742,117.19205406359718,C,D,E,E,C,1
China,18-25,E,-131.26729749645963,D,148.9751149756954,-113.5951360201579,B,B,B,E,B,0
Other,26-35,C,-9.994276259047336,A,-160.86479850036716,-162.63453889818535,B,B,A,B,C,0
Brazil,51-65,E,44.30373515228544,D,-84.77288893993028,-107.95100172638297,D,E,A,A,C,0
Brazil,26-35,D,-47.699604314130085,B,-83.9592999203851,30.107329763280628,C,C,D,D,E,0
Mexico,36-50,A,-88.92893917154169,C,-44.277495543516615,-198.73028743575756,E,B,E,C,E,1
US,36-50,B,4.7854501637469005,B,140.85624163535874,-91.32380429012579,C,E,B,C,A,0
US,65+,A,66.98191795883113,E,91.5830714711664,-12.678629240938319,C,A,B,B,A,1
Brazil,51-65,C,28.743284094056065,C,-69.79021811388401,10.118222503204512,D,B,D,E,C,0
Mexico,65+,D,51.958157796781,E,21.749722074324694,52.553189814755584,E,B,A,D,E,1
Mexico,36-50,A,-137.92085545081662,D,-19.155895154114617,1.7473726197124755,B,E,E,C,C,0
China,65+,C,122.57707195189195,C,-84.21591294402005,-31.21583239051348,C,A,B,D,D,0
China,36-50,D,-26.292476532028676,B,-132.2539480797047,94.15643549603357,D,E,D,B,C,1
Other,65+,B,-210.1653514649686,E,-37.20929139248449,-78.47003589329869,A,A,E,B,A,1
China,65+,E,68.54638605598518,D,203.97560762075747,235.24840455020205,A,A,D,A,A,1
UK,65+,E,-32.083697267209914,C,20.63054638434799,8.499374840083405,C,B,E,C,E,1
China,18-25,E,-157.605442291408,A,74.89508944225723,-153.8547115482285,B,A,A,E,C,0
Germany,36-50,A,-119.96402603374715,B,163.56992222475833,94.92104710356446,C,A,B,B,D,1
India,18-25,B,129.34290678511516,D,-110.81100805895466,47.97115330293413,A,E,E,A,E,0
Brazil,18-25,A,148.6410119539527,D,-24.982458024481662,-35.344145611031145,A,C,B,C,D,0
China,51-65,D,96.25738105152678,A,135.82139147559639,-98.0645969496383,B,D,E,C,E,1
Brazil,36-50,E,-100.88365647282968,D,97.23593395705102,-62.13641712308679,A,C,A,A,E,0
China,26-35,B,163.38214767053302,A,62.931575867943025,64.33917483805702,D,A,B,E,A,1
Germany,18-25,D,92.45794162641813,D,90.72861745597268,-37.190279870317916,A,B,E,E,A,0
Germany,26-35,E,69.15325784896584,B,33.173809519226445,-49.02029144479961,A,C,B,B,E,1
Brazil,18-25,A,25.18135772149367,E,-13.122983482091572,-93.98776787931799,E,A,D,C,A,0
China,65+,D,120.5876299877586,C,55.61516874377269,-149.56001104154234,E,B,B,D,D,1
US,51-65,A,168.84767062094704,C,-4.169535238581484,39.58525774896052,E,A,E,D,A,1
UK,51-65,D,-70.53671074825235,E,188.97186584481034,-28.954948960388876,B,E,B,C,C,1
Other,51-65,B,60.824683723989196,B,8.171108115917509,-126.61627908177289,C,A,A,A,A,0
Germany,26-35,C,-173.67759365161834,D,-8.753701845208415,156.0841024451764,B,C,B,B,D,0
Brazil,65+,A,34.211024423403416,E,-69.06345235090127,1.6565595363518155,E,E,D,C,D,1
UK,51-65,E,-27.71238804029743,A,-266.53619981331804,57.22074158036858,E,B,B,B,A,1
China,65+,A,-135.74551189998346,B,-114.05009470482148,64.95980576965779,E,B,C,B,D,1
UK,36-50,A,24.47511659346863,B,-54.38788823522385,-9.682809715856,D,C,B,C,C,1
China,51-65,D,-21.81661967767639,B,289.41399914840883,164.7201401583817,A,B,A,C,E,0
India,36-50,A,-52.608818125134746,B,140.96122359914668,-11.48080520870072,D,A,B,C,A,0
Brazil,36-50,C,137.17679842581316,C,-59.461394790575476,-176.911499655255,E,D,D,B,E,1
Germany,26-35,C,20.51232764753663,A,51.59073254412727,98.83830773176513,D,C,C,D,B,1
Brazil,51-65,C,168.49618817615658,C,127.85599880614309,-7.50173565822829,B,E,A,A,C,1
US,26-35,E,94.04799914967018,C,19.223785419234144,-325.1170593951643,B,C,E,D,A,1
China,18-25,D,-85.62479751022035,E,-101.42023772031148,-53.27038426921036,D,C,C,E,C,1
Brazil,51-65,E,-126.13713138825335,A,43.51416703373322,11.233173666614011,D,C,D,B,D,0
India,51-65,B,56.74585312595322,E,-38.66023685664664,17.704295489919517,C,E,A,B,E,0
Other,65+,A,-22.087583657547757,E,-2.3193404332796903,-86.46219229681778,D,A,E,E,A,0
US,51-65,A,-42.991622774678724,A,73.64295453486484,-136.51312398587672,B,D,D,C,B,1
Brazil,36-50,B,7.395170952301758,D,-36.18789093016771,246.18806836718582,C,E,E,C,E,1
Mexico,65+,D,73.2497570033756,C,130.60955642893884,47.533015728085516,E,D,E,D,A,0
China,51-65,D,11.055563130400255,C,-117.02651059688782,-55.11996075434749,E,E,B,D,B,0
Other,51-65,C,42.853577550543676,D,57.26975523452995,8.993490938268337,B,C,B,C,B,0
US,51-65,C,89.57479929278614,D,-56.214414007458714,-135.65628611760374,C,C,C,E,E,1
China,51-65,A,59.941709668538735,C,60.44189363994439,58.10882456830457,B,D,E,E,B,1
US,36-50,A,16.68571287311101,C,64.69307020162435,-15.525891916410187,A,B,A,A,B,1
Brazil,18-25,C,83.63726421795813,C,-58.732240364765296,-90.25313773029437,A,B,B,B,C,0
UK,26-35,E,-87.2928347040914,E,-163.31093595331657,-93.32138329941779,D,E,A,E,C,0
Other,18-25,A,101.03834121823205,C,17.752528309677384,49.94808725952174,D,A,C,D,E,0
China,51-65,B,-129.15778367837774,D,-50.385462454374476,-42.76997457980685,B,C,A,E,C,1
Other,51-65,C,34.53570895383654,A,-19.444178943348945,-72.67482884037886,E,C,D,C,E,1
UK,26-35,A,-42.440712690339495,B,-59.118055035571736,-84.33736286319774,A,D,B,B,E,1
US,36-50,A,-59.368925023872954,A,-79.47727583751816,-76.81776944868605,D,B,C,E,E,1
