age_range,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
26-35,Jewish,D,B,E,A,50.62195409337911,C,111.69820339362879,E,B,C,E,-84.40635281807684,0
36-50,Jewish,E,C,A,E,-63.089012999964176,A,-27.138866697987257,A,E,D,B,19.789548365337673,0
18-25,None,B,C,A,C,-154.20953522311694,E,-66.86289248322623,C,D,C,D,-34.038473368918055,0
51-65,Muslim,B,A,C,C,110.67058047070302,E,-44.76373130875378,A,C,E,D,78.45431452243893,1
36-50,Christian,D,D,C,D,-138.4030936281718,D,36.328877164067755,E,E,B,C,-23.1050993790945,0
65+,Jewish,B,D,E,D,8.027343438537672,E,3.451242389753716,E,C,D,B,-172.94137942103893,1
51-65,Other,D,D,C,B,32.67254311334094,A,-30.101202640542997,A,C,C,B,-60.59341983651415,1
36-50,Buddhist,B,A,D,B,137.25135994683026,E,-13.85952258896666,E,D,C,A,46.58760728791197,0
51-65,Jewish,C,D,C,C,-205.79068111611508,D,-52.30207238780499,A,D,A,B,86.96080038879809,1
18-25,None,B,C,B,B,103.03527749950057,C,-67.44455385235851,A,C,B,E,117.91024976287558,1
36-50,Other,D,A,E,B,-45.343007685938105,A,-23.581085774657335,E,C,D,D,-5.037431557697147,0
36-50,Jewish,A,C,D,D,17.163376909173603,B,-139.0378698998469,B,B,D,A,-35.832244285359124,0
36-50,Christian,D,A,D,D,83.58206673916023,D,106.30405220052306,C,B,D,A,86.41568735915665,1
65+,Hindu,B,E,C,C,-125.96904241321691,E,28.953522103506167,C,B,B,A,-60.18476299611141,0
51-65,Buddhist,C,E,C,A,59.674527861297676,D,-4.000786507397193,E,A,D,A,78.06371270637601,0
36-50,Other,B,E,C,B,-159.42042678165245,B,125.3247408951307,D,D,D,A,95.29602495736111,0
26-35,Muslim,D,C,E,D,1.5662110525199322,B,-38.505780652656945,A,B,A,B,-94.05478893323979,1
26-35,Christian,E,C,A,C,72.03598751106146,B,-92.26205164686533,B,C,B,A,11.5374918639562,0
51-65,Christian,B,E,C,E,-84.26276882455966,A,-28.394426559862513,E,E,D,E,65.91123196225958,1
36-50,Hindu,A,A,C,C,36.61224088070207,A,85.15826910119024,D,B,E,D,33.836478653190895,0
26-35,Jewish,B,E,A,A,96.04935051556204,D,-63.961657460893385,A,D,C,D,73.19330715512802,0
18-25,Muslim,C,E,A,D,-33.917963656517905,D,74.912104441855,B,D,D,B,13.214414772025032,1
26-35,Buddhist,E,D,E,A,-109.49422403579037,C,29.511745425987947,C,E,A,E,19.92007340650921,1
18-25,None,C,E,D,E,66.75075019766899,E,-129.81842123423854,A,A,A,C,0.03732810188027237,0
51-65,None,A,B,B,D,-201.87808425959045,C,-7.038869592257228,D,A,A,A,-79.57918791171315,0
18-25,Hindu,C,A,E,E,-227.5849008130343,A,-108.70367737932129,C,D,E,C,-72.84712487751935,0
51-65,Muslim,D,D,C,B,163.36590993485967,D,62.29681836527595,A,C,C,C,12.7752491771846,0
36-50,None,A,B,E,B,91.7464670427518,D,-140.29797080963448,B,C,A,B,-9.631602855272298,1
51-65,Muslim,A,E,A,D,43.242137706412166,D,-217.91695365328803,E,C,B,C,105.69333091629083,0
18-25,Christian,C,A,C,B,-129.74347824312517,E,25.250313353582698,D,D,C,C,6.014573454252946,1
26-35,None,D,D,A,B,77.7980274447435,B,-30.531028823315083,A,C,C,A,-67.34705771631856,0
26-35,Christian,E,B,A,C,-60.65359910082437,C,-18.097222282821686,B,D,E,C,126.20917493720039,0
65+,Muslim,E,B,A,A,11.867775472913955,B,-76.97804922464024,B,C,A,C,-21.671557879561924,0
36-50,None,A,D,A,C,-91.23213705735716,B,-62.30194562155382,C,C,D,D,24.835259914807768,1
26-35,Christian,A,D,B,A,-25.695655674306195,E,-81.94461869478225,C,A,E,E,-98.71277189292798,1
51-65,None,B,A,E,D,-31.534515916350525,C,40.87894938441618,C,A,C,D,16.052669442797004,1
36-50,Hindu,E,B,D,D,-19.481828207118053,E,-148.48186319592705,D,C,A,A,-34.304584303770966,1
36-50,Jewish,D,B,B,C,-39.259265697751,E,79.14868544576728,A,D,E,A,35.80587091479617,1
26-35,Jewish,D,A,A,B,128.22909242702895,B,80.71131958689547,C,B,E,D,-17.199185592377578,1
65+,Hindu,E,E,D,A,-64.34368951968415,E,-6.619289140035971,B,B,B,D,-118.29325118532365,0
18-25,Jewish,D,C,D,A,110.97486902786056,B,76.75976949213754,E,B,A,C,-93.96494013945951,0
36-50,None,B,C,A,C,-57.93577914080997,A,-208.4079981582475,A,B,E,C,-27.07068038730387,0
65+,None,A,D,C,B,77.51368267678058,C,152.13466006772623,A,E,B,C,-122.11991981250759,1
51-65,Christian,A,D,D,D,-105.37648729317104,A,-34.50899451955968,E,E,B,C,60.08973837507533,1
18-25,Muslim,E,C,A,E,68.13043410195932,D,-96.83649746491031,B,E,B,E,48.52634085785615,1
18-25,Hindu,A,B,B,B,8.746352068582866,B,-75.52865970651399,D,E,A,E,39.34048738980467,1
36-50,Christian,B,E,B,D,54.95503367818818,B,65.78674619017526,A,C,C,E,62.6908003201571,1
36-50,Hindu,C,D,D,A,-134.8759355917565,E,-47.86535115295054,B,D,C,C,-13.071874447161008,1
18-25,Buddhist,B,A,E,D,17.053777269303943,D,128.73694570956613,A,B,E,D,-108.11452387519024,1
65+,Jewish,C,E,A,C,-77.45661746571766,E,-129.94289609310323,D,C,B,D,-12.279080225696914,1
51-65,Buddhist,B,D,E,C,-160.72030074520632,E,35.80841957817811,C,D,C,E,1.2502860457044744,1
18-25,Muslim,B,D,B,D,-19.241450288188,B,60.00150533306137,E,B,A,A,115.49874114251124,0
65+,Jewish,A,A,D,B,-5.558681879881807,C,-113.83725699202462,B,E,E,A,57.39916181626861,0
26-35,Other,B,C,B,C,-155.5533956602022,A,112.23018843121856,E,E,C,D,23.92548848972311,0
51-65,Christian,B,E,C,D,-285.7850337918436,E,-215.80274462061996,D,B,A,D,35.9101539999817,1
51-65,Other,B,E,B,A,-0.24437809416800158,D,116.8782216336501,B,E,B,A,89.12948362915425,1
26-35,None,E,E,C,B,57.56401422710141,C,180.1311246680418,C,E,B,A,84.27694609097838,1
26-35,None,C,E,E,B,104.45811569988525,C,-57.93776258335559,E,A,E,B,218.41709419746795,0
51-65,Muslim,A,C,A,D,150.5629790924362,D,7.931060975047834,A,B,D,C,-83.16648834536436,0
36-50,Hindu,E,C,C,C,-144.37304651431467,B,71.87483299741261,D,B,E,B,-26.665516928274418,0
65+,Christian,C,E,D,C,-67.98262609238307,C,77.94957466561078,B,B,A,A,-30.330922464035208,1
65+,Jewish,B,E,A,B,142.34563152624835,D,144.46862327189592,C,B,E,D,-117.38226686754174,1
51-65,Buddhist,E,B,E,D,-13.819096053722774,C,-3.3785224349263308,A,C,B,E,-21.984528032857757,0
18-25,Muslim,B,B,C,D,-84.83231677371272,B,-17.726411530757396,B,A,C,B,7.3818005169798475,0
18-25,Jewish,B,C,A,D,5.9100933138175815,D,-53.74471706904422,C,B,E,D,-82.9003686947129,1
51-65,Buddhist,D,E,D,A,47.39018354026819,E,30.749140826621634,B,A,E,A,29.07510945118129,0
65+,Hindu,B,A,C,A,-161.20459210999135,C,-19.560410596810282,A,E,B,B,15.327806878855574,1
26-35,Muslim,A,A,D,C,-93.8052166292483,A,138.65510570807612,C,A,C,D,74.39156347383431,1
51-65,Muslim,B,D,E,D,42.3683262657842,D,199.40437139894348,D,D,D,C,-208.29960277531754,0
65+,Christian,A,B,E,D,14.1306011360319,A,54.750578313116826,A,D,C,D,21.91609094848681,1
26-35,None,D,D,B,E,82.94857444604577,B,252.1017677931753,A,E,C,E,126.06798432452322,0
65+,None,D,B,C,E,100.8765437935476,D,57.60778800258988,E,B,D,D,-43.13891561741753,0
51-65,Jewish,B,D,C,B,-19.93065661109024,C,-4.65939985913541,A,A,D,B,117.20553961690644,1
26-35,Jewish,C,E,A,B,96.51229411876724,A,69.81124703905498,C,A,E,B,-152.13943732015102,0
65+,Christian,A,B,E,D,123.82403820936669,C,-50.97652035314309,D,B,D,E,54.6430386084148,0
36-50,Other,B,E,E,E,57.43521225814695,A,-20.360809196688855,B,D,A,B,-86.60815047233562,1
51-65,Christian,A,A,B,A,17.248035713272525,D,-134.37922426573283,C,A,C,B,-31.313130542266386,0
65+,Muslim,B,B,B,A,-73.64244587286957,A,-82.62794266522258,D,E,A,B,98.28004970064954,1
26-35,None,B,C,C,E,-110.40368132562422,A,68.06897236048701,C,E,C,D,168.14967044550292,0
65+,None,D,A,A,A,212.98870326163112,E,-24.646396910692832,E,E,E,C,-163.62295391193533,1
65+,Hindu,D,E,D,C,140.69303539087434,B,-29.810764172406095,D,A,B,A,-79.94641583815701,0
65+,Buddhist,B,A,D,E,-69.54384652425844,D,-56.604353186639536,E,E,A,A,1.4370326567802938,1
26-35,Other,C,A,A,B,27.480575051836563,D,-118.06889610336006,B,C,B,E,-47.37773684468159,0
26-35,Christian,C,D,C,A,67.61168854921303,B,67.41548074249235,A,D,A,E,-41.623873898373205,0
51-65,Muslim,E,E,E,E,5.513431644033699,B,159.52174207273987,A,B,C,D,93.9247836824763,0
26-35,Jewish,E,D,C,A,-114.44284690424541,C,22.454968566607853,B,B,D,C,-75.73204260514575,1
26-35,Muslim,A,A,C,A,-54.92181666179625,A,-189.3406250584008,A,E,B,D,-94.80372166362235,1
26-35,Other,D,D,D,B,-52.15168426625054,C,20.429287984002855,B,B,E,D,155.28419229748823,1
51-65,Christian,C,B,B,A,-143.4976992896698,D,51.19039692513451,B,B,D,E,-33.948594406517905,0
18-25,Christian,B,C,A,D,80.75922627186793,D,-31.714667128831437,D,C,E,C,57.72841394220497,0
18-25,None,A,C,E,B,-103.22517263698488,A,-48.54833015479801,D,E,C,B,108.48405331669365,0
65+,None,A,C,E,D,38.21000779596949,A,183.3585945553086,B,D,C,A,97.26734528983036,1
26-35,Hindu,B,C,B,C,89.21546556347447,D,-64.90849090063394,E,B,D,C,135.70871729773256,0
36-50,Muslim,B,E,B,C,32.348186647801114,B,248.5931416507073,E,B,E,C,-64.78340020968415,0
18-25,Buddhist,A,B,E,B,118.01259587878118,D,64.40177372425975,C,C,D,E,130.8491175392448,0
51-65,Other,C,B,D,E,87.05103655313802,A,135.1123231084781,C,E,E,C,-67.54782763391091,0
51-65,Muslim,E,E,E,C,23.90657959489704,C,122.64997721222947,A,A,C,E,63.46483011295172,0
51-65,Buddhist,A,E,C,B,-163.67892762826463,D,63.28619782276211,B,D,E,A,-89.59079891372872,0
18-25,Muslim,C,A,B,D,72.30236903267665,A,-253.0100595281627,A,C,E,B,41.68655809349643,1
26-35,Jewish,E,C,E,B,-90.14840663670624,B,96.41949804065788,D,B,C,B,-66.96154652366761,1
65+,Hindu,D,B,D,D,86.51208290112677,D,-29.034099835247986,E,A,E,C,-53.10461708420604,1
36-50,Jewish,B,A,C,E,11.754434783378665,C,-77.38983784690913,C,E,B,B,-120.96649008316756,0
51-65,None,C,D,E,E,21.071510411016938,B,-62.24963156111662,D,A,D,D,19.46738729601166,1
18-25,None,C,A,C,C,104.68386104935053,C,42.77290273442906,E,B,C,D,-74.68422806391548,0
18-25,Muslim,C,B,C,B,-53.44904392438027,A,-142.53530671062242,C,B,E,E,-15.234317532850211,0
51-65,None,B,D,C,A,104.60757589766014,A,-127.5094261678432,D,E,B,B,-42.689797518403665,0
26-35,None,E,A,A,E,-11.915407486972144,C,32.626252193603406,A,E,E,A,77.55223378520053,0
36-50,Jewish,C,B,D,C,-23.80610611355457,D,54.29831183191202,B,E,E,D,14.613860935662851,1
51-65,None,E,B,B,B,62.40437505023231,E,-107.21297209847303,D,E,D,B,-45.206777126179766,0
51-65,None,C,E,B,D,-31.82994863186272,C,91.67792381845263,A,A,B,A,-1.6173958269856994,1
65+,None,A,B,C,D,128.63780061166537,A,23.251182719021944,D,B,E,E,-149.40174906050595,0
26-35,Muslim,B,A,E,E,52.353543317062524,A,-187.04480602302613,E,C,B,E,51.20276384888389,0
36-50,Buddhist,C,B,E,C,31.07375858247255,C,-98.946611158716,D,C,A,A,-218.5561588713525,1
51-65,Buddhist,E,B,C,B,37.73377397974678,D,218.60647573659554,B,C,E,A,-177.2716786303558,1
51-65,Other,C,C,E,D,-212.03207746135232,B,0.9767873347496665,D,B,E,C,-19.341283874575865,0
26-35,Other,B,D,E,B,-31.77435911814039,E,-54.40898792410317,B,A,E,A,13.092850996410766,0
65+,None,A,D,B,C,-29.992873958128964,D,9.328505691932834,E,D,E,E,49.47487660821799,1
36-50,Hindu,E,C,E,A,-193.43427170513496,C,108.11577387081088,A,A,B,A,63.60199239669942,0
65+,Christian,E,A,E,B,97.60869817962934,D,56.3526480743805,C,D,D,B,107.92529160177212,1
26-35,Other,C,C,D,A,116.12236048585243,B,102.67270377046252,B,D,C,C,9.489820285328015,1
18-25,Christian,A,B,D,C,125.94836261079753,A,-22.300687963068604,E,C,B,B,20.038459149442435,1
18-25,Jewish,E,E,C,B,22.20678126241021,D,-8.83968685145649,A,C,D,B,4.354632607663864,0
51-65,Muslim,B,C,A,B,-81.1610710343665,C,-28.9901681856921,D,A,D,D,-26.02924224153328,1
51-65,None,A,B,A,D,79.28536345461939,B,2.7394275594167583,B,D,B,E,55.38725251196149,1
26-35,Other,C,D,B,E,53.6887058967372,B,145.02902926899284,E,B,B,E,157.81421868147197,0
36-50,Hindu,B,A,C,A,-12.852353695955035,B,32.66314701386071,D,B,B,E,-99.65238470523998,1
18-25,Christian,C,A,C,A,77.13580727352598,D,-16.527843156657504,C,B,C,D,-159.29336259367284,1
65+,Other,D,A,A,E,118.86650970679338,B,127.69850964851229,D,C,A,B,-75.8490731177978,1
18-25,Other,A,B,A,C,-40.62858067210945,A,-28.241636450560243,A,A,B,D,-65.60269741379892,0
26-35,Other,B,E,B,D,16.98156150026533,E,-40.57490981334841,E,C,C,D,183.36115451370355,0
36-50,Other,C,D,A,C,-23.079382546618895,B,-52.874467211262,B,D,E,C,-58.742250602349934,0
18-25,Jewish,E,C,E,A,194.3548774179398,E,44.90876424546168,B,B,E,E,-58.835607476007304,1
51-65,Hindu,C,A,B,C,-161.61634494413727,E,176.8522862457574,C,E,B,B,18.269888010107216,0
26-35,Muslim,C,E,B,D,-128.37692778296866,A,155.31126387201186,D,E,D,A,195.14191735313042,1
18-25,Christian,A,D,C,C,-74.82484696103165,C,-156.0116708026963,C,C,B,E,-55.65153290826241,1
26-35,Jewish,A,C,D,A,-160.81624472088544,A,-56.63133617797255,E,B,C,B,-197.79476523713652,0
18-25,None,A,B,B,C,87.88891771667632,A,8.523833572409071,E,C,D,C,-101.68665591466666,1
18-25,Buddhist,A,D,E,B,-150.11225329699025,E,40.597239143834116,C,C,E,E,-49.82743865171275,1
18-25,Christian,B,C,C,D,75.38763794349912,B,-11.00221008714944,A,C,C,D,-78.33205506417202,0
26-35,Jewish,C,E,D,E,69.86478583206883,A,-60.31681614209564,D,E,E,A,-97.70703919232643,0
51-65,Hindu,B,E,B,A,138.11439878670137,A,167.56513893076587,A,B,D,B,59.793038213252316,1
65+,Hindu,E,E,B,C,-84.42685328513187,B,-216.47581928085242,A,D,D,C,99.97752416376608,0
65+,Jewish,E,A,B,D,-40.431792924365915,D,-129.9424361426287,B,A,C,B,66.73534322017744,0
26-35,Muslim,A,C,B,E,28.188746080479042,A,189.6843095315083,E,D,D,D,-197.56220912904794,0
26-35,Christian,C,B,E,A,-128.19252821721847,D,49.486737552143154,C,C,E,D,137.2962936321756,0
51-65,None,B,A,A,D,-116.67483481816387,B,-66.20132422635774,C,D,C,E,-203.69218649900236,0
18-25,Jewish,E,A,E,D,59.20469197849092,E,261.21314291874324,C,D,B,E,118.90155789521629,1
18-25,Buddhist,D,D,C,B,77.5861854699454,D,-101.03703665641382,C,D,B,E,-134.78700522001864,1
26-35,Buddhist,A,A,D,B,-38.42186725210281,C,-165.38397897280782,E,A,E,B,-11.310553446185581,1
36-50,Christian,A,C,E,D,157.7770511655878,E,4.342794528987659,C,A,A,A,-122.17435335607105,0
51-65,Jewish,C,D,B,C,-22.97071429832317,C,-85.67877621926613,C,A,E,A,-27.66542236834408,0
18-25,Buddhist,C,A,B,A,24.23622125410191,B,-7.079784779469421,E,E,A,B,-16.060072140338963,1
26-35,Hindu,B,B,C,E,80.64270158868952,D,102.41167341557068,A,E,A,A,131.56206171643026,1
51-65,Jewish,A,B,C,E,75.8800504568603,A,93.11254180396614,D,B,A,C,75.69688739929646,0
26-35,Buddhist,B,D,D,E,-6.97266530906206,E,-59.543736134028514,A,C,A,B,72.96117408619232,1
65+,Jewish,C,B,B,D,101.71887335406178,B,-37.77733827663413,A,C,E,D,-242.132382854834,0
36-50,Hindu,A,E,A,D,110.46945407940783,D,73.3465571392811,E,D,A,B,194.52881131965285,1
26-35,Muslim,B,D,A,C,137.09940878340134,D,-34.00752690100571,A,B,B,B,-26.295175094466376,0
26-35,Other,D,A,D,A,70.54779560312933,D,-119.48177256781649,B,E,B,E,78.68161080215279,1
65+,Jewish,E,A,D,E,24.0725420568696,E,-194.90822685253406,C,A,C,B,129.41881495158927,1
18-25,Jewish,C,D,B,C,-153.87770517936764,C,-240.41676086501664,D,D,C,D,-48.43391696217931,0
36-50,Muslim,A,D,E,D,-156.99055190156454,D,-57.94868106054566,E,C,A,E,112.01045499774725,1
36-50,Jewish,E,B,A,C,51.473276971364655,E,5.545876355513918,E,D,B,D,-17.378566369330724,1
26-35,Jewish,E,E,B,E,105.25079330436074,A,66.26598953054209,A,B,B,C,14.92393423539664,1
65+,Christian,D,D,D,C,97.26360169766582,A,187.5416867131496,C,D,C,E,-139.94033447473416,1
36-50,Hindu,C,D,A,E,-41.666492800179114,E,-162.52681320652843,B,A,B,E,-138.41956604468862,0
65+,Hindu,C,D,D,D,5.859249022627912,A,109.88843112990688,A,B,D,C,-26.575636226499743,1
26-35,Muslim,C,A,C,A,44.102672289848385,A,-17.032834919258654,D,C,D,B,28.383836140158337,1
26-35,Muslim,E,A,A,E,16.53515962553531,E,-27.714354984140112,D,C,A,D,-74.55079456591285,1
51-65,Jewish,A,C,D,A,-54.04496119808854,C,45.17120071488107,A,B,C,D,-26.71730959062268,0
65+,Hindu,B,E,B,A,-34.20977358302409,D,174.92103168820665,E,E,A,B,18.4344615074362,1
36-50,Jewish,B,B,D,C,95.33748511894231,D,58.45866441256701,D,D,E,E,-121.12024482197816,0
36-50,None,E,C,E,A,-152.87424239227258,B,26.49919867793961,C,C,D,B,-195.58803218056215,1
51-65,Muslim,A,D,E,A,255.90052629391823,D,16.09684512441678,A,A,B,E,82.86370426739181,0
26-35,Hindu,D,E,B,D,44.23769759029107,A,-2.20707227252969,E,D,B,C,126.74175212623635,1
36-50,Muslim,C,B,C,A,25.08209021467075,B,32.33411719943612,A,A,A,A,18.78077993046198,0
26-35,Other,A,A,C,B,-92.84875645711149,A,-232.1103725181755,A,C,A,A,-23.68554023198954,1
26-35,Christian,B,E,B,E,-45.37032072546924,B,-19.675994847024818,D,D,B,A,50.679035829790166,1
26-35,None,E,B,A,C,-155.453793934061,C,152.1590518361734,E,A,B,B,184.8458060163624,1
18-25,Hindu,D,D,A,C,67.66797349051025,D,-92.76938329602422,B,D,B,E,-0.6621720911802931,0
65+,None,C,D,E,B,-6.08799542839328,E,-188.84791622216667,D,C,C,E,-185.34293417103552,0
36-50,Buddhist,E,C,B,A,70.54632264919498,E,2.667686332870954,A,E,D,A,-44.39811850632149,1
26-35,Hindu,D,E,D,E,64.52075362980383,D,96.17814633633624,D,D,C,B,43.24112207184903,1
51-65,Hindu,C,B,C,B,61.567381005731306,C,33.67524578659417,A,C,A,E,19.81383525911745,1
26-35,Other,B,C,B,E,-87.50281938606705,C,65.76261460219574,D,A,D,A,114.60316937522872,1
26-35,Hindu,B,D,E,E,-44.495038387302635,B,-31.387812481274096,E,D,C,A,68.83839894480191,0
51-65,Christian,A,D,D,B,123.74164894872904,D,82.9513344601017,A,B,E,E,57.825791860553785,0
51-65,None,E,C,B,A,36.52307202710482,C,69.44813307961543,C,A,B,E,-62.50225533482951,0
18-25,Jewish,D,B,E,C,53.054025605024634,C,105.40929290565846,B,D,E,E,-117.3846722262465,1
26-35,Jewish,B,E,B,D,-15.314408813434529,C,-138.73362110686412,E,C,A,D,-21.910639859098353,1
51-65,Other,C,E,A,C,47.289899250259836,C,-108.85455750599715,A,D,C,A,-156.5117548968197,1
18-25,Buddhist,B,B,C,C,25.953349517741124,E,64.47754224653467,E,D,B,E,0.050332857485690725,0
36-50,Christian,E,D,C,C,-35.76589851843616,C,199.42935864731203,B,E,A,A,54.98913093837393,0
26-35,Buddhist,D,B,B,B,-3.355026228277004,E,126.1561323850311,D,E,E,C,-99.26816926271981,0
51-65,Buddhist,E,C,C,B,86.22902334017867,D,-128.9249031946345,E,D,D,D,77.80590955647591,1
65+,None,D,D,B,C,-122.23529640546515,E,123.05627368341922,D,C,C,E,46.15401677897603,0
18-25,Hindu,E,B,C,E,80.74703164420896,A,173.14114810861432,D,A,A,D,-42.68746028124018,1
18-25,Buddhist,E,E,D,D,-143.03261006500492,A,86.75755680251821,A,C,A,D,-77.63703614108137,0
18-25,Hindu,C,B,B,E,55.15459013505851,B,-53.97380662037323,E,D,D,A,68.30630316167364,1
26-35,Jewish,C,B,B,E,-27.329993479352925,C,-89.56245507131881,E,D,C,A,-34.94701852487293,0
51-65,Buddhist,E,D,B,B,-172.011525842863,D,-91.52273343114116,D,C,E,D,-90.88620611287178,1
65+,Christian,B,B,A,E,95.91145360966527,C,-62.7462934121234,E,D,B,A,-18.052506344887867,0
51-65,None,B,E,B,D,-105.87757773207088,E,-64.06944153398916,A,D,E,A,-23.1251915823963,1
51-65,Hindu,C,B,B,A,-29.495485356000163,E,56.41913755612348,B,A,C,A,53.33949066491596,1
51-65,Christian,B,D,D,B,-82.33599421785372,A,-78.82194419724394,B,A,D,E,-3.334100241554948,1
26-35,None,A,E,A,A,63.09247036089949,D,3.9455720929949005,B,C,D,E,47.475879698962444,0
26-35,None,C,D,E,D,-3.3921165135714784,E,174.09119442520168,B,D,B,B,-79.43008653165438,0
65+,Other,C,D,B,E,-120.73335880785494,C,-67.08155047942643,A,C,D,B,109.23603841323808,0
26-35,Buddhist,E,B,D,E,116.29396168094021,A,163.60929141495296,B,C,C,A,8.2530256327327,1
65+,Other,E,D,A,B,62.93164984091904,D,23.88715902522097,E,A,E,E,-117.0076364352943,0
65+,Christian,C,E,A,A,-72.2170931070437,E,63.7171954737613,B,C,D,A,95.63737407052928,1
26-35,Other,C,E,B,D,138.6173413523301,A,39.39106052840609,D,C,A,B,-77.77039412315816,1
18-25,Other,B,D,C,E,95.81151065815315,C,69.30457133748065,E,C,C,A,-19.08793170146016,1
26-35,None,C,A,D,D,89.22895334899053,D,96.59440178422372,E,A,B,A,-131.46257078075232,1
36-50,Muslim,C,C,C,B,8.752366572433193,B,32.42521115723776,B,E,A,A,76.08707527134044,0
26-35,None,E,B,C,E,-159.13386153904418,C,43.578268044557674,A,B,D,E,41.280765355543814,0
51-65,Muslim,A,D,C,E,-20.70573071849065,A,110.0349461217887,C,D,B,E,-11.11704929893076,1
18-25,Jewish,D,B,D,C,57.739021953553646,A,-17.855749008791904,C,C,A,A,98.4316707131038,0
36-50,Other,B,B,A,A,-42.70911962048381,E,38.37444111607954,C,C,A,D,67.53258476330505,0
65+,None,D,E,A,A,-31.749398094626436,B,-52.26283387314696,C,D,B,A,-23.118842842373095,1
36-50,Buddhist,B,A,E,B,-15.00266139054559,C,66.84874604019666,A,C,B,D,-59.914437567901736,0
18-25,Muslim,E,C,C,C,261.3147642359301,A,-111.25005795055758,B,B,C,E,-52.76193241073634,1
36-50,Christian,A,A,C,A,-2.00769555500365,C,247.32089548235706,B,B,A,D,48.92349294692714,1
51-65,Christian,B,A,B,B,-21.44773441987729,D,-26.478771314872272,A,B,B,C,-93.74688036841357,0
65+,Hindu,B,A,B,E,-115.3357210562231,C,83.48188464938244,D,B,A,E,133.1239775673257,0
26-35,Jewish,B,A,E,A,-37.11773045132627,D,-35.6910745647745,B,C,B,E,-188.70987969421472,1
36-50,Christian,A,D,C,C,-166.03741698111423,A,-55.94254684498632,A,B,B,C,84.13276682961836,0
51-65,Hindu,B,E,B,A,-57.66995834450018,E,23.11748539491003,E,A,E,C,-45.20434644180841,0
26-35,Buddhist,E,D,E,B,149.2975906903046,D,-8.622333693727088,A,A,E,D,-59.69783615515186,0
65+,Buddhist,C,B,B,A,-121.67415864845705,D,-162.70968182584477,B,D,D,B,-61.14248155330691,0
26-35,Christian,C,B,A,D,-124.68304066472098,B,14.33146148897942,B,A,D,A,-1.9151941088380264,0
65+,Buddhist,E,E,C,B,-181.36387207090357,D,114.62211365651225,A,C,B,D,24.418934916967768,1
18-25,Buddhist,A,B,E,A,148.22668001276443,A,114.7214727125798,E,D,C,B,-106.40999530733868,0
36-50,Other,A,D,E,D,197.52927357079676,E,103.03461702473598,E,C,C,D,-92.64141948766795,1
51-65,Jewish,B,D,B,E,36.62373167286263,D,37.46858076746318,A,A,A,A,-5.009167008360816,1
65+,Buddhist,D,D,B,C,-225.43918596585291,E,65.36017700586582,A,A,C,B,-103.2464316403148,1
26-35,Muslim,D,E,C,D,-37.15682976167707,C,-170.00458688908887,E,C,C,C,24.89175953198663,0
36-50,Muslim,A,C,D,B,-7.638196551278358,B,-109.64169587686212,E,B,C,E,-36.79217264121654,0
65+,None,B,D,D,D,120.9351014259739,A,-81.66228171235225,C,E,C,B,45.01502909185254,0
36-50,Jewish,D,A,B,E,129.98199047665977,D,-180.26137728161999,E,D,B,D,-29.328927299616986,1
18-25,Jewish,D,B,C,B,-33.513809154735675,B,-23.099008472926503,B,C,E,C,-95.74663816475368,1
18-25,None,D,B,B,D,-50.29554911052059,C,109.7974028104949,C,B,C,A,246.20870200182372,1
18-25,Hindu,D,A,C,A,89.82782495892948,A,85.60177733418018,B,A,B,B,164.18472540247234,0
51-65,Jewish,B,B,A,B,-70.30909201705586,A,-36.49944253789532,B,C,C,C,331.5323723847557,1
26-35,Buddhist,D,A,A,B,-159.66369196875044,A,-69.31209771488336,E,B,A,D,-31.949126178821295,1
