Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Physical,314.0104413267355,C,A,C,E,-84.70734201400296,-75.16905435157187,E,128.27290705995452,D,37.36724358902277,D,C,B,-51.913026507119056,29.373198209005785,0
None,39.578428778759275,D,C,D,E,55.23633033296541,17.921567564232802,D,71.12010204091298,D,-31.399043288110622,D,E,C,-24.121911024539273,-23.945021638043553,0
None,-10.517664949133316,E,C,E,E,10.850402369493326,-34.9464998792934,E,-108.1464999130541,E,-1.6458193924421956,A,B,A,34.340617795313044,32.79808381276605,1
Physical,194.23090456022118,E,E,A,C,-136.71262740195388,85.29941434271184,A,19.441327048382313,E,151.76704335086976,C,A,A,32.84196659865671,35.74601815954176,1
Mental,-89.88127464077883,A,E,A,C,-101.89366890147143,-141.79959784867543,C,-51.509728195033,E,-204.23929393973998,B,C,A,-36.80074929829812,-9.503310050490654,1
Both,-97.74928618366526,A,D,B,E,-275.4746589075995,-177.1424051129377,E,-45.61445487887049,E,25.111025954939155,C,B,D,-37.3288435676806,32.56875491732042,0
None,-11.098517580431713,A,E,D,A,-101.84173190977819,28.77616729415345,C,112.18087218097783,D,81.41652393885451,A,D,D,101.3423707316878,-127.9414463547987,0
Mental,19.584334504783705,D,A,D,B,-36.67070801565074,110.45104318458795,B,75.32509970885664,C,-25.129756064254693,B,B,D,-219.55004936855093,-133.5641423179941,1
Physical,-97.79773935513059,E,E,E,B,8.475913294287869,-42.41215859321757,D,43.06471332681177,E,112.42545131532584,C,D,D,-119.87397980264112,-42.15676519941785,0
Physical,28.22722768736387,D,B,D,A,167.76214810254703,103.78459377110356,C,91.73453158022404,D,-109.12056802711112,C,E,D,67.35119230453634,58.27057554005904,0
None,-90.55668176937405,D,C,D,E,-16.702158591598465,-70.7856199758567,A,-151.71858735974905,B,131.1584438764145,B,C,C,-110.11869790918496,269.59993790812774,1
Physical,25.69995120899538,D,A,D,E,-95.91775221170586,-37.807878859576725,D,80.99234957737124,E,-94.24942452126562,D,A,E,-120.69446919860223,118.16698396161817,0
None,9.868772995369596,D,B,C,C,65.92465140028095,-43.091831942612465,B,95.04448801781848,A,-71.53153484795568,B,A,C,113.89508782588051,-76.11564515012559,0
Both,80.38321416060002,A,B,C,B,113.93438644248926,-17.711047615992527,E,-54.65263123978763,D,-121.61179953580412,D,B,E,-10.272681391130726,-49.31182889121671,1
Physical,92.61231547787007,B,E,D,C,23.680902387937593,-6.170085207072037,B,-117.02782624524642,C,106.04005692445118,D,A,E,73.1307485276055,-36.754344341099774,1
None,-52.80495214905322,E,D,E,B,137.05075732049588,-14.848594876399257,C,-18.29672522329896,B,94.37581863194221,C,D,D,-22.231444049785722,125.97376350521701,0
Both,-68.11971047543491,B,C,D,E,-61.30248837558055,155.47720353144453,E,-29.473635906038346,D,-147.48128615665266,A,C,D,10.429707083065543,174.21845247772345,0
Both,75.49296869172117,E,D,E,B,-1.7617101409160327,-155.8889379412568,D,-133.28681701362862,D,-28.85019706480554,E,E,A,38.023466749916935,-23.83981620313121,1
Yes,25.300447740125648,D,B,C,B,37.634896255346334,-9.231161932792704,D,37.53768978110056,B,-110.3538229922336,C,E,E,-126.89617923704863,-189.48690604495116,1
Yes,126.33933948970028,D,B,C,D,-129.6983818027748,-5.495331699097038,D,-151.13783997686156,C,-133.32619831088658,E,D,C,24.397300811685678,125.63229734874616,1
Yes,42.999228950801815,A,B,D,E,-92.3162684420699,39.13080029281758,B,-12.774099019397639,C,2.2327916121558125,C,C,E,67.57761871629226,68.08721213204913,1
Physical,-44.2481065068958,E,E,A,A,53.472513142470945,51.22362196801041,D,47.72194059526391,C,-109.61306138310847,A,E,B,-35.7906413267709,-65.4230032996939,0
Both,99.76803768244305,D,B,B,B,-9.956132864261964,19.98373868021893,B,-103.00801592038131,C,-92.02580683923324,E,E,A,-0.6456613706880456,177.31791297159197,0
None,21.348449876269303,A,D,A,D,-26.81379010163119,82.93221737611856,E,-44.45770263328278,B,-42.83257825413132,E,B,E,-54.3739488945652,77.82138077469223,0
Yes,7.073788415125525,C,E,D,C,-105.6069806909642,35.53433113089654,A,43.927933679040024,E,94.46143592200043,C,E,D,72.1114632528188,204.89751866899857,1
Yes,-240.21000213569587,D,E,C,C,165.2667026005724,86.46351102288654,D,-123.02374766464814,A,57.30508834722065,D,C,D,-85.46890368206263,76.2635594842393,0
Physical,51.24966277195839,C,C,E,E,-170.49868328772467,26.092130458609464,E,49.25448655976179,E,-179.55376409921456,E,E,D,-171.47186954885697,69.23897352952328,0
Both,60.838445222666884,B,E,A,C,46.44294231033258,159.23651697225637,A,51.02445838292099,D,-94.80781776980034,D,D,C,28.95367976845279,-56.05695592746408,1
Yes,19.096060440199548,C,A,A,A,176.87315186508278,178.38339780753847,B,-113.58433765181444,A,30.895369711387584,D,C,C,44.10296029319555,-112.1526785803966,0
Both,92.87948039389687,A,E,B,C,-94.1164608417689,-92.59477056622693,C,-48.23669915950138,B,-31.130508204593376,E,A,C,91.7866402775811,-67.35083583943167,0
None,2.774032402928891,D,E,E,D,102.31638197164104,-148.9593086253022,B,28.67017442897279,A,-24.759192475730956,E,B,B,170.49894174939726,11.46281193627949,1
Physical,-32.718668231322184,B,A,E,C,15.249005863694954,-21.095915212223417,E,-88.89311787157558,D,155.22973950382263,D,A,C,-14.287528710958878,78.89114741259748,1
Both,36.221263745019755,D,E,B,C,68.4928224335277,-11.214728930432772,C,-78.10088938031258,D,75.35457182547928,C,B,C,104.75691727196453,-86.78944117972264,0
No,1.2644460094354757,E,D,A,C,19.916545434189324,-98.577114734364,A,-25.287790375082224,C,-97.77147077749748,A,B,D,-91.4234442580157,128.42995189293939,0
None,92.18434437961687,E,B,B,A,-1.038233709600692,-22.445145896505863,B,80.90558637832262,B,84.25877335168589,D,B,E,39.81590666004826,-131.61283720229156,1
None,-26.225006074676504,C,E,C,D,56.43429229393626,145.58346805435113,C,-51.93456885404232,D,32.1051399455501,E,A,C,-13.58263955962018,62.565943127939036,1
None,120.71998744651522,D,D,C,E,36.67373459227884,-43.36985497546998,E,-60.34312798248654,D,48.20573103134889,C,D,A,8.566178300854672,6.657393100426144,0
Yes,139.56984266750862,B,E,B,E,-127.83275611038343,-21.550506489623697,E,133.49096599969857,C,-110.03468828443329,C,A,E,-11.234350158417437,-139.21898858744476,0
No,-247.14810192653152,B,E,D,A,44.70261011384493,-22.356680018831238,A,-78.61025404646671,E,13.001154326545445,B,A,C,26.7144429006911,91.98334318159536,1
Yes,-113.08144969648065,B,E,E,C,-8.026386656469894,82.43743703132881,A,-73.7780497258409,D,237.50314386977757,E,D,A,1.1127929439509943,2.276677382289744,0
None,-101.71950826399627,A,C,E,A,-132.37285212434676,45.443775559170746,A,-145.5209482271336,E,77.02395980776545,C,D,A,-229.21706168078208,106.52975094249757,0
No,-245.61294967551243,A,D,C,B,30.846827224080453,80.16740498102784,B,247.6325670892214,C,-87.42015993766896,C,C,E,22.2047231507012,166.6866981814605,0
Yes,-55.05004904751926,E,A,C,A,52.39058035607383,-119.02125941688723,A,11.89123524477982,A,-33.468104419073704,E,C,A,55.07778016800488,141.08861091431152,1
Both,-56.277417231871276,E,C,D,A,-177.39070629133582,45.59344071981436,B,-52.88603327425739,B,-19.606315259092213,D,D,A,-104.98087242614046,-96.9532594724995,1
Yes,101.21684229084877,D,A,A,A,-57.29885902174614,-83.64142164047985,C,21.882315811119845,D,-14.796934855853044,E,D,A,-14.915966892970683,8.927468842478909,0
No,-77.91096573515259,B,D,A,D,36.85569986363873,157.9120404206102,D,-28.993356078659545,A,115.36126386904782,B,E,B,300.44330409402096,142.26669238997343,0
Both,43.68149619812829,E,D,A,B,97.84199451960538,-106.25876242080481,D,46.11302612013423,C,28.491586193360025,A,A,C,42.78183964067731,-2.032653791686796,0
None,-55.13913650706448,B,C,C,C,-46.75445133208241,2.0807838984982943,A,-116.11393049285763,B,-44.65284921615954,D,E,D,-56.32145875621506,-21.599573748778482,1
No,28.89134129589202,A,C,D,B,102.89110916572841,71.09268670673163,A,-255.64404977199615,D,-8.0059669940394,B,D,C,117.17248769642805,-125.78329310579934,1
Physical,-45.54239813154149,E,A,E,A,101.12037575694102,82.96903856129819,A,-97.71284257080953,D,133.61019609527972,B,A,A,60.49694932509818,-16.90582635299972,1
Both,171.09446103035182,B,A,A,B,-195.55543577431496,45.04349294303592,B,-85.56163425070747,D,66.312830812293,B,C,A,-123.98973203270758,312.27371459777925,1
Yes,130.0716352638207,C,A,D,E,-2.287445159211382,37.32440646274123,D,113.18500975175219,D,-26.404925251083593,C,D,A,-56.1094139252044,129.5440444087501,1
Physical,76.21987364364979,C,A,B,A,78.96320805345843,148.46411716827689,E,215.31106711083092,E,-4.652120187975956,C,B,B,95.82477569822268,2.3868706007908456,1
Both,-36.453764910205294,D,A,A,B,-14.468101588924206,-57.7766516479717,E,-101.65446687428157,C,2.851833324280318,A,A,A,-29.994258059981444,-132.51229256012533,0
None,36.88487381622004,D,B,A,A,-91.17228608411281,-124.59915725486535,E,199.0654528310399,D,-218.04614979661204,B,D,E,-103.22997061103732,-106.92264185367904,1
Mental,-34.688645895857476,B,A,B,A,4.340069691200339,284.68989062787296,D,-27.206869206367774,A,75.42400292662857,C,D,A,49.80879655502178,39.403278663671685,1
Both,-66.94644604399467,A,D,C,A,-60.125715323857456,1.5924534286715233,E,13.200224823618372,B,-123.07480669893862,C,C,A,12.088558684651542,-12.12869984751154,1
Both,-0.5132243973444641,B,A,B,E,-109.11472626506036,-12.369880183236093,A,-72.62660035831026,E,-68.98860801690434,A,A,A,-40.98439644453892,-151.9519436235235,1
Mental,37.48104189725159,C,A,D,B,8.432614806023134,-49.99283267713699,B,-51.44607535294623,B,-248.53523120897268,E,C,D,98.97698538395692,-48.377797307349,0
Yes,-41.374055248788565,C,E,E,B,-140.18080457220375,0.7820340665305604,D,147.83983569911666,B,-89.32082443944134,B,D,B,42.836902176407904,18.499521118671115,1
Physical,137.5954998638105,A,C,E,C,-75.50305767061559,152.04717298364613,A,58.54381812630858,A,-99.86659542224146,D,A,D,65.53788336599855,-6.892002021640012,1
Mental,309.1327449798747,E,A,A,D,18.253429656767267,-64.791882078512,B,-105.57967176756429,D,99.39283588977014,A,B,E,33.78478601072974,132.5690917211476,0
Both,-250.47046283202042,A,D,D,A,196.25804317698203,35.00919251889505,E,43.433114377069465,E,-14.494089738795557,E,C,B,167.05076924847265,95.58189993985812,0
No,93.60566891302838,A,C,E,B,75.41316947905166,-37.96825181461851,D,-50.69397240029211,B,48.091916696545994,A,D,B,72.2392183346247,11.251397414145037,1
Physical,110.43138357285802,B,D,B,D,-4.783074090900907,-128.90412508593633,E,-54.63033408446138,D,71.43906854911172,C,C,B,3.277754057788431,-217.52159195936684,1
Physical,-110.2926458174609,A,B,B,A,-91.27626000526894,78.00124129126381,C,46.41079875785491,B,30.174743208508264,E,C,C,185.20231481798407,59.77471086448497,1
No,-112.51365079847471,A,C,A,D,-26.276254304368766,-46.574599073995074,D,-60.54760211618685,B,157.48703369341345,A,D,D,9.018745955439009,156.07723938905568,1
Mental,-60.963566900835076,E,E,E,B,-77.65473646142829,229.70303797427385,A,-74.18755914679238,E,-30.93696667820512,A,D,E,136.46330999142947,61.14718520649131,1
Yes,-70.99808237056325,C,B,A,C,221.11629216207896,-155.8783518366086,D,146.6849573141092,B,-208.84859223188838,E,E,C,-65.01737646116206,15.875353465837408,1
No,161.86227922935657,B,E,C,E,33.007095393964,14.523066199642482,C,55.917346033617996,E,178.47073030830163,E,D,D,152.77097018306353,-43.98571313610701,1
Physical,-18.49023515783095,A,C,E,D,-166.7655193237299,-118.53109481599107,D,28.21525875793538,E,-152.3650492278474,C,C,A,62.898628284582024,-5.126347892366821,0
Both,2.018606746278928,A,D,A,E,-88.91596593169066,24.50191709240675,E,34.36818509447641,E,-14.236695101419238,E,E,B,78.22539446114966,-65.17777344909005,0
Mental,59.81975225518031,E,E,E,C,-67.98877025231405,193.92478434850392,B,107.7360462083836,C,31.90749503911728,C,A,C,80.2220713669641,10.640904270909973,1
Yes,114.60886622718742,D,C,E,E,-79.78360319904118,103.94198498118301,E,126.15684700162258,C,-196.404026936643,C,E,B,73.42053815420881,-95.10788564967133,0
Yes,31.670627454564524,E,B,B,B,-147.78202871614172,27.9667175168967,D,-48.30687074348972,E,-11.395993178116653,C,C,C,85.5163921312823,-103.42435190641528,1
Mental,19.107853767795575,C,B,B,C,-83.98494562722651,-55.549257372708716,D,92.1034797014214,C,11.544959441250187,E,E,B,18.242954219903986,122.08449672341727,1
Physical,-47.01387914118075,C,A,B,D,-14.910865474972015,-76.38912260100743,D,29.323477533528035,D,-268.70302367977365,C,E,E,1.174102792077388,164.26875435985067,0
Both,-34.824763138551084,C,A,C,B,-73.81396176729686,-110.99216918530921,C,112.00796898876646,B,61.51940956960588,C,A,E,-154.04353068850872,78.27142292534369,1
Both,89.97654538259755,E,D,A,B,43.14418139294639,-102.53748979012163,A,-7.028331033095771,E,53.90563288290969,B,A,B,122.59934003453093,-65.08353598351422,1
No,96.97918643723588,D,B,E,A,-162.25802914902653,-39.33190546206463,D,59.31917430147706,E,46.564313939426526,E,A,B,151.66418811264182,137.49001777136002,1
Physical,-84.69087132339853,B,D,D,C,-68.12274109423262,-93.77701653149273,C,119.16089877100218,A,-25.116850639729034,D,C,B,10.779049735026899,-78.04088293216608,1
No,53.343512938125656,C,B,A,A,17.68888439113439,29.93926431655236,B,103.99453556082081,C,-226.37530606096607,B,C,A,4.837165595431678,153.88172369172727,1
No,-122.86460608057264,D,C,D,A,22.5357909311711,1.685947944167929,A,25.08934791981479,E,78.54425696929695,D,C,C,18.452605442260996,-0.27304478127989246,1
Mental,104.52483467418523,D,A,E,D,48.66175033160688,-79.27310477822846,A,36.6152209100995,D,83.92644278302626,B,D,C,-56.2504209527716,-103.39809694231586,1
Yes,82.9162470396292,A,B,B,C,-80.59401093361082,67.2108016617726,D,33.62740547318712,D,-113.88292966652398,D,B,A,-219.02558150221606,-184.25734926179763,1
Both,142.2507651221467,E,C,C,B,128.50222935789236,-63.03521666230735,B,131.15099008481226,E,-48.652241629833014,E,E,A,-118.32305763556722,105.36896284751637,0
Yes,-91.99036164898068,B,A,C,D,113.8312837285726,-1.137527919405288,B,-24.685304301131737,B,-12.148186622025843,A,C,B,-292.5201704314931,100.46508963177827,0
No,24.640026039236126,B,E,B,E,-149.5150269540825,175.95819225796077,B,32.77933055919291,E,-142.31752175466994,D,A,B,-12.498613545740328,-18.842121444405553,1
Mental,-116.94188686446915,A,E,C,B,-138.84541784453097,-117.46006837679934,C,31.162950722144807,A,-169.53921557099812,D,B,D,-98.98063090368454,-16.530456574246642,0
Mental,170.1846820013591,B,E,D,B,17.072620178702135,49.42624742118718,D,-60.47777828366196,E,165.7182022923527,A,E,D,35.46025480913493,-5.106796891000692,1
Yes,-181.40044587408556,A,B,A,A,250.17054235625827,92.69884338112001,E,152.69053231162587,E,-53.24972672037212,D,E,C,-64.15119602111457,-103.97031902998917,1
Yes,231.6367381567234,A,C,E,D,155.59776378664932,-72.32947395478136,A,-57.084444219330486,A,70.41283150605067,A,E,E,98.65953201072459,67.85436893527637,1
Mental,-215.41239738031018,D,B,C,B,-124.05284107657053,70.5257192994085,C,121.16049429297706,C,-30.422667374666663,A,D,B,-33.15011579216224,101.5526150743218,0
None,18.725364541400978,B,C,B,E,-27.67212751307412,57.4832911576037,E,173.79115336732684,C,99.64687534325635,C,E,A,-153.2014736128096,-176.5602540153794,1
Physical,107.9394673067059,E,C,A,E,-110.95106651433422,-6.945981280817412,B,64.3449942654868,A,-36.01151118837128,A,D,A,54.309053253910854,1.1895349810464237,0
None,85.14429145593846,C,B,B,E,9.26925526931065,177.99945663247794,D,1.8848864640916594,C,142.8376297473242,E,B,E,-149.60750666318117,61.352358506569985,1
Both,58.42752432182928,E,A,D,B,91.91334838953962,25.52123833558039,B,114.10337689085071,C,-109.65821707810444,D,A,D,28.722659837289306,-20.11101760152482,1
None,9.717328902453009,B,E,B,A,-350.80220637135994,-19.842228995665014,A,80.75638305089264,E,-98.23011977286613,E,E,C,237.51325751539585,143.52940009737344,1
Physical,-6.705256390067979,B,B,E,D,-147.0455213236471,-120.16580475684187,E,-3.9995684288796416,A,143.23689597024185,D,C,E,-173.1553142189994,-36.05781605703752,1
Physical,-118.59877986246885,B,E,B,D,-136.15060411641997,79.11840064297468,B,74.518645014374,A,301.06290951260974,A,A,B,29.904651597186216,33.573660011170844,1
Both,-43.94849255856836,C,A,C,D,-85.5959894780595,116.86196474480812,C,20.556360940593372,D,-73.14402364256675,A,A,E,-73.04121505913386,-33.00424187239953,1
Yes,163.5180200249922,C,C,D,B,-46.863101752498935,62.482683574720696,E,111.8876493905625,B,51.94449002115648,E,D,D,-15.336470166162808,76.68649263324507,1
Physical,-40.823081997744545,C,E,B,B,169.1581368624713,206.09735407559455,A,-120.61080745521637,D,-31.529569851863315,C,D,A,19.081789150676062,-158.912371817818,0
Yes,247.07344673403338,E,A,C,E,-108.69376985988465,10.07885426853443,C,-48.88469584895449,B,-40.910924843262606,A,A,A,4.316655936392011,39.05392272718049,1
None,-99.6978873669112,D,C,E,B,36.43163545435561,26.89404981604949,E,16.557005408807502,A,-55.968046771461864,A,D,C,-115.72551583385989,17.936720554169945,0
Physical,-53.944338763041465,B,B,C,E,14.51583711332661,144.07888458820588,A,-16.01211384747713,D,-43.11797978944467,D,A,A,-32.61627504771245,-186.20305353966165,1
Mental,59.259555549130916,B,B,B,C,46.34214265683821,-80.4451102026002,E,30.10830475111931,B,27.289504096875394,C,A,A,-123.29116824040871,-57.563169491436206,0
Physical,-183.61633021803064,D,A,B,B,80.44609119306539,116.79185108375334,A,42.6886020076484,C,181.10150571670047,E,D,D,-159.48743377594909,-183.32037081028756,0
No,-75.66622940235303,D,D,B,E,24.887183185089565,-260.05664607422784,E,-61.085161326401106,C,-40.83590158828991,D,D,C,78.40679538647028,30.817715154152086,1
Mental,-49.715409775163856,A,A,E,B,-22.14592861733375,3.6328768296218996,B,-108.97711004279125,D,-40.95645157555615,D,D,D,102.63644182932427,31.225336944329364,0
None,-14.127746029334205,A,E,D,D,88.25555101270393,-0.6964081879882489,A,-44.29385947099879,E,-84.65907172208414,C,C,E,-313.48488314272265,-45.636062127240145,1
None,104.50228897712238,D,D,C,B,72.1876410028125,-22.72593998432387,D,-149.23616946993297,D,239.02612417488353,A,B,A,39.01213139586848,-80.95500602043782,1
None,-28.12594618151453,E,C,D,C,85.40218801149561,48.802487706844815,C,-111.47572739921219,E,-38.814075930822504,C,B,C,-142.25114219722832,-119.82120845813407,1
Yes,-15.923312837627277,C,E,E,C,-73.84835327463058,-59.21871956389353,E,199.1134796053884,B,171.85817467323747,C,E,C,-38.979324424247494,33.90536291968417,1
Mental,-74.52599791442611,B,D,A,D,-77.58802469866994,7.017389054625121,E,-42.14068034349963,D,6.203265130430681,D,D,A,-199.39876786284796,-149.11969533890087,0
Physical,-13.378780810806685,B,B,C,B,31.363124576805053,32.18551538496778,D,-66.47217258517567,B,-146.151661182205,D,A,E,-42.970664649182034,-14.023294278330326,0
Mental,-43.7099987573427,D,C,E,B,-55.25578021153933,-41.02180435023803,B,163.268816207093,B,-240.01894308260674,D,B,C,161.88540439405276,80.04311653627161,1
None,27.499449131756037,A,B,E,D,6.73240096600578,-34.63638373731675,E,-3.181898609077748,B,-9.217928740544643,B,E,D,109.41985274956312,-1.5426342828966317,0
