sexuality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,target
Homosexual,M,C,D,-8.958856555782685,C,56.71726884136474,1
Homosexual,Non-binary,D,B,-164.5908293697157,D,-99.33430843734499,1
Other,Male,B,A,-232.87477331814222,E,-15.645286307948844,1
Heterosexual,F,B,E,50.93232842590226,E,-53.27897065662217,1
Bisexual,F,D,D,-57.337791135406626,E,15.10890920947909,0
Heterosexual,M,A,B,41.42899494761395,B,-33.197313534135134,0
Bisexual,F,A,C,19.073054514779407,D,232.51323442432334,0
Other,F,C,D,173.21850609009311,D,-19.09882125345704,0
Homosexual,Other,D,A,0.013985190864708981,A,25.166075029487768,1
Bisexual,M,B,E,104.69932887767996,D,154.62643578060434,1
Other,Female,E,D,-121.19308300633669,D,-141.25144447430696,1
Heterosexual,Other,C,C,-75.17382952651191,D,-103.45761965394618,1
Homosexual,Male,C,D,83.13414433492451,C,58.022942315803704,1
Other,Non-binary,A,E,2.5508345673881276,B,86.93639027231022,0
Homosexual,F,A,C,53.95409652488243,B,123.1833534471208,0
Heterosexual,M,E,B,49.39387868711331,B,34.247519201199914,0
Homosexual,F,E,B,109.65534925675155,D,-69.66396295500702,0
Other,Female,D,C,-134.25701590737742,A,-204.93259581988931,0
Homosexual,M,B,B,103.90250293816594,C,61.32650100406962,0
Homosexual,Female,E,A,61.30148944156064,B,38.30684498729624,1
Heterosexual,Female,D,C,106.24993202760953,A,38.419478192862556,1
Homosexual,Other,E,A,84.46389280042209,C,-64.17278051293538,1
Other,Female,B,E,137.06920144392106,C,99.35615293371961,0
Heterosexual,M,C,B,25.435768673236314,A,84.2394239258593,1
Other,Non-binary,E,A,292.82914644188645,A,-28.149298426885515,1
Homosexual,M,D,A,-163.40526242190825,E,-50.82009290405314,0
Heterosexual,M,D,C,78.23544567043722,C,8.40896110531884,1
Bisexual,Non-binary,C,E,47.03124221658274,E,25.126161180179995,0
Other,F,D,C,-86.59558944314276,E,22.925190344731938,0
Other,M,C,E,44.6339362182833,C,-45.37615845591488,0
Other,M,E,E,-15.707781900464578,B,59.030643636368666,0
Heterosexual,Female,E,D,-312.0940009161104,C,68.75727639084079,0
Bisexual,Male,E,C,15.330441556383843,C,-47.99209786520836,0
Heterosexual,F,B,C,14.789343629186291,E,105.40896663145895,1
Bisexual,Female,E,D,189.45248321117077,B,126.90105014818226,1
Bisexual,Female,C,D,-115.35978255308268,E,-91.5116850528652,0
Bisexual,Other,E,C,129.51321560193344,B,12.616468788344942,0
Other,Male,D,B,44.38085889620151,E,72.29046746995492,0
Other,Male,E,B,142.3306642207597,E,39.53372872125804,0
Bisexual,Female,A,E,227.27126762599323,D,-136.40911498929626,0
Other,Other,E,B,119.55444575535823,D,-19.7888445251031,1
Homosexual,Female,D,A,78.76526602000104,D,-47.98540143253231,0
Heterosexual,Female,C,E,-183.32625722204656,C,-108.99842521857938,0
Bisexual,Other,E,B,57.1009518981652,B,73.6085164022261,1
Other,Male,A,D,119.40517787570917,D,-96.88158455476893,0
Other,Female,A,B,-3.165482182667028,E,47.33775521940295,0
Homosexual,Other,C,A,-341.63185433330847,E,67.81392708738223,0
Other,M,D,C,-74.786995784076,C,-50.01367222927476,0
Bisexual,Female,E,D,-20.290460212755193,B,-109.92689078606396,0
Homosexual,Female,C,A,-65.84681873883483,C,-243.37956094906042,1
Homosexual,Female,E,C,-53.44675466186315,E,128.84827385415167,0
Homosexual,M,B,E,62.71232020344591,B,-96.98116754352249,0
Heterosexual,M,A,A,41.34493207202547,D,-39.454418660564755,0
Homosexual,F,D,B,-196.58260998960674,B,-44.406960887026734,0
Other,Non-binary,C,A,-43.22446742005154,B,148.38906169928057,1
Homosexual,Non-binary,C,B,63.991354728461616,A,-14.755115146311509,0
Heterosexual,Female,E,B,15.872283426228398,C,-30.463901365688894,0
Other,Non-binary,E,E,112.81073700987207,A,-8.894953782016652,0
Other,Female,B,B,44.50723021013874,A,96.68426085755232,0
Heterosexual,Male,E,C,-22.565242401850035,A,-65.25461377340153,0
Other,F,D,D,-105.04201153583492,B,-53.15613997309244,1
Homosexual,Male,B,B,45.99989626483638,A,-92.69850335892843,0
Heterosexual,Male,D,E,104.90701652100923,C,-149.0619084671423,1
Homosexual,M,C,B,-21.286748124184083,B,41.19169347374931,0
Heterosexual,F,C,B,148.9184070079991,D,-64.95901427958502,0
Other,M,A,A,93.07562173952348,B,-275.5184142724192,0
Bisexual,Other,B,E,26.137961149814526,D,-53.42081529889477,1
Bisexual,M,D,B,28.928079470332335,C,-30.143553575512584,0
Homosexual,F,A,D,92.47645231115325,D,-58.58610930938728,1
Other,Other,B,B,-12.420888245923921,C,-0.912505745364822,0
Homosexual,Other,D,A,29.499024684275778,D,-94.99770517666735,0
Bisexual,Female,E,E,-80.05819785373538,B,-33.88564129485248,0
Homosexual,Non-binary,B,E,-102.62112511056412,E,-79.41361242512468,0
Homosexual,F,E,B,37.84644233513389,E,91.99377902626875,0
Homosexual,Male,D,C,217.13443463414933,B,83.54621845244192,1
Bisexual,Other,D,B,-46.45934848576728,E,-58.11500965413536,1
Other,F,B,E,-77.36751055517607,D,114.48938698896407,1
Other,M,A,C,-42.237875219000486,B,-128.8500334584279,1
Heterosexual,Female,D,A,176.23889795911057,A,-50.32560333629256,0
Heterosexual,Male,C,B,-197.18346163286583,E,32.21359614532626,0
Heterosexual,M,A,B,81.24251285507333,E,51.07995212311594,1
Homosexual,Non-binary,A,D,-20.407428432795363,E,65.66108857318518,0
Other,Female,B,A,80.83383506792714,D,-38.92546871403728,1
Heterosexual,Other,E,A,-72.96611055412569,B,17.75736686267995,0
Bisexual,F,B,B,9.928496222081366,A,98.95222082304188,0
Heterosexual,F,E,C,21.3793125510681,D,-188.44147918885582,0
Homosexual,Female,E,B,126.51161917606608,C,97.67625584250948,0
Bisexual,F,C,B,124.84187419610238,E,133.70705647671363,1
Other,F,D,B,-1.886352465853503,A,-134.7106920025333,0
Bisexual,F,E,D,115.2798909660041,E,62.22719028315117,0
Heterosexual,Male,E,B,151.72542790975584,D,122.37992823970767,0
Homosexual,M,D,C,-53.61084457560763,B,-67.35204738599138,1
Homosexual,M,A,B,-117.851185249176,E,-104.44775328838767,1
Bisexual,Male,E,D,47.68875873144916,B,14.096151965248321,0
Other,F,E,E,-77.55499489045455,A,-86.37424959535035,0
Other,Other,A,C,85.61604629213191,A,5.444170716027892,1
Other,Female,D,C,-29.243696560527997,B,-136.87321045806496,1
Bisexual,M,E,D,18.382189862434032,E,-121.14994148693985,1
Heterosexual,F,B,D,-85.90542430110247,A,82.42921592819012,1
Heterosexual,Female,B,A,-68.22784564498653,A,-123.77899767506415,0
Other,Non-binary,D,B,-70.62051911390084,C,-101.19520848249668,0
Heterosexual,F,C,B,-18.682742313111277,D,58.4363937835779,0
Bisexual,M,B,D,72.0768985608535,E,7.898952210140687,1
Other,Female,E,A,52.50505993069625,D,-38.04538014914867,1
Other,Other,A,D,-42.12958762260585,A,-45.500235779299835,1
Bisexual,F,A,B,-35.222761908334796,C,-39.16038364416617,1
Other,M,D,D,-98.3843823068715,D,-33.04717770429287,1
Other,Non-binary,C,E,37.97007611384312,B,102.25044908455708,1
Homosexual,Non-binary,A,E,7.623418055312414,C,-246.0187160309205,1
Other,M,A,C,96.74002719597581,C,196.14819003581476,1
Other,Female,C,A,-70.73521978127707,A,184.33985975626487,0
Other,Other,E,E,4.094643827555735,C,-204.48432424820945,0
Heterosexual,Female,C,D,-78.8685228787091,E,83.07634451103516,0
Bisexual,M,C,D,57.54634327665627,D,166.9995885712688,0
Other,Female,E,D,31.78320727999049,A,-44.70276778291315,0
Bisexual,Female,A,C,-61.172777434169554,A,-98.44564546209611,1
Heterosexual,M,B,D,40.83012633412707,E,40.26494159177264,0
Other,Non-binary,A,C,-64.50747461365562,C,-140.19214020757792,1
Homosexual,Female,D,C,37.17035677390438,E,100.20203042155215,0
Other,Female,C,C,-33.72990770651615,E,73.37896473991475,1
Homosexual,Other,C,C,66.3151675079585,A,-26.86905442581698,0
Heterosexual,F,D,A,-41.994063525057896,E,19.772244056588512,1
Bisexual,M,A,E,-90.15590269198688,B,-131.18066592753587,1
Homosexual,F,D,D,-60.139832466964016,D,-0.857385565671108,1
Homosexual,M,E,D,45.10327014068955,A,71.04409775556346,1
Other,F,B,B,-71.65288529105179,E,74.18632217667962,0
Bisexual,Male,B,C,-57.43621774341666,B,100.23487406069069,0
Bisexual,Female,D,B,16.40856294438787,B,113.00539340516036,1
Bisexual,Female,B,D,82.16438268304614,D,-20.11458073491678,0
Bisexual,Male,E,E,144.7855009825647,C,11.54558984619823,0
Heterosexual,F,A,D,126.80399406871385,A,-61.804808503134076,1
Bisexual,F,C,C,37.36620220690172,B,-164.10056417674025,0
Other,Male,D,A,33.135100611611634,E,-30.004927105905477,1
Heterosexual,Non-binary,B,D,152.00874696160517,E,-4.173015338335259,0
Heterosexual,Female,A,A,129.73603243110142,E,63.98260626999613,1
Other,M,D,D,93.66237207045475,D,-140.68436790872298,1
Other,M,C,C,72.38656233195219,E,-226.85227492189074,0
Homosexual,Other,E,E,101.10870457864185,D,-209.77887547830832,1
Homosexual,Male,D,D,-91.7148805242448,D,92.66921773257396,1
Bisexual,Female,D,B,-208.55531522164733,A,45.98857216656438,0
Heterosexual,Male,D,E,27.495725393001138,D,104.8751038860219,1
Heterosexual,Female,A,D,-137.6577200594945,C,91.3234517128362,0
Heterosexual,Other,D,A,-27.741624750120188,E,43.92976775219644,1
Other,Female,B,D,23.487036106387645,C,33.25418159346204,0
Other,Non-binary,A,E,-39.996631818975416,C,39.48905803902159,1
Other,F,C,A,-14.661870446815877,A,66.37531182445386,1
Homosexual,Non-binary,D,E,-151.75271368799693,D,-282.8570047835435,0
Bisexual,Non-binary,D,E,1.8730363708966975,B,-139.7499547237451,1
Heterosexual,Male,C,E,4.062474371645606,D,-173.92789330914744,1
Bisexual,Other,C,D,8.48809794093163,D,90.67423591831955,1
Homosexual,Non-binary,C,E,74.19849047184161,A,-47.988050145764525,1
Heterosexual,Non-binary,B,B,-30.057027065080668,A,45.57865901492343,0
Heterosexual,Male,E,C,53.95311105821355,E,-48.72684430844431,1
Heterosexual,M,B,B,143.266147892904,B,-142.1801067844037,0
Heterosexual,F,D,D,-39.828401187493036,A,29.116199171112722,0
Homosexual,M,C,D,43.20789207458505,C,21.00053657069136,0
Other,Non-binary,B,E,-20.084522176123393,C,-159.0957609800624,0
Heterosexual,Male,E,E,158.00912477460326,E,225.81641995771258,1
Heterosexual,Other,C,C,-76.52703925663488,A,-153.8430677495876,1
Bisexual,Other,E,B,62.07214483959902,C,90.66643156733626,0
Bisexual,Other,B,E,103.70610980924407,E,-126.30488995768994,0
Homosexual,Male,C,A,-3.748991203398002,C,-101.97528812660946,1
Bisexual,M,D,A,213.45186760669833,C,-72.25334500390983,0
Bisexual,F,A,E,-111.19393962898889,A,113.92106596251372,0
Bisexual,Other,A,E,-121.07488710537896,D,49.63714334354505,0
Heterosexual,Non-binary,A,A,-112.00525848726208,C,-0.7369376412383394,1
Heterosexual,Non-binary,D,A,119.59191268998566,B,20.73810136505813,1
Homosexual,Male,D,C,-125.8590903706076,A,-80.97007492171325,1
Homosexual,M,A,D,-78.34319732693487,E,54.666786409647706,1
Bisexual,F,A,B,197.4883937088014,D,-147.22787889041612,0
Heterosexual,Other,B,D,-29.208362751015756,E,51.41876435004461,0
Homosexual,Non-binary,B,C,34.32591669951399,E,7.289342332136532,0
Other,Non-binary,D,A,-185.66177360032864,B,25.037960654686685,0
Homosexual,Female,A,A,-29.235868307461608,E,246.48043689815617,1
Heterosexual,M,B,C,160.53140144499613,B,124.68481097522475,1
Bisexual,Male,B,D,-41.397981818131846,B,9.156806211748583,0
Bisexual,M,C,B,74.80791727963489,D,-30.29551639996936,1
Homosexual,Other,C,A,-173.6837190161798,E,-149.3680238027007,1
Homosexual,F,A,A,187.9531707911561,E,11.445371556087611,0
Homosexual,Other,E,B,-30.86484983619975,E,43.87548629388544,0
Heterosexual,F,C,C,53.06933721290764,C,-26.9289299674572,1
Other,F,C,B,-7.92733532659965,C,99.8248508963123,1
Homosexual,Male,C,A,40.3961077149339,A,104.7912600866038,0
Homosexual,Non-binary,C,E,-173.82327330011339,A,-155.78459393050377,1
Homosexual,Female,A,B,-66.63033897757529,D,-129.671710390395,1
Heterosexual,Non-binary,C,D,66.45934395992018,C,84.65593423473318,0
Homosexual,Female,B,E,38.58284761773806,E,74.76905992245182,1
Other,Other,E,C,172.0310692883382,E,35.049773827815066,1
Homosexual,Male,C,C,-33.2882962429128,E,32.74443183968427,1
Heterosexual,M,D,C,-104.97200887428026,D,3.3590880243349863,0
Bisexual,Non-binary,D,B,-155.6346042055588,C,120.10724518060303,0
Other,Other,A,B,-13.538466235330967,D,-224.12177646686052,1
Bisexual,F,D,E,-128.6152202738106,E,33.79253480339447,0
Bisexual,Non-binary,D,B,162.32567728825444,E,-8.079588296605765,1
Heterosexual,F,A,E,-79.16264195009065,C,-46.31431960103818,0
Heterosexual,Male,D,E,89.00671522337353,C,105.55516655699219,1
Other,Non-binary,A,A,-4.760952248849313,D,7.621109710130107,0
Heterosexual,F,D,B,-51.478448089691064,A,-90.62560412906836,1
Heterosexual,F,E,E,-50.683092281397265,A,165.0551772896532,1
Heterosexual,M,C,E,-127.61190699225504,A,-188.27330840440365,0
Bisexual,Female,B,C,-78.67955125970806,B,-37.153783700595945,1
Bisexual,Non-binary,C,E,118.33254818793687,A,138.99496369983765,1
Homosexual,Non-binary,B,D,-98.47381963715698,D,-2.2754762595383995,0
Other,F,C,D,29.21241278837996,C,-0.30040074028129815,0
Heterosexual,Female,D,B,-81.44699856336567,C,42.292414617771385,1
Homosexual,M,D,A,134.37155429770803,A,50.9885657670886,1
Bisexual,Female,E,B,-30.048368291149945,A,113.33945743671485,0
Heterosexual,Other,B,C,105.50398498984619,B,-61.74225013328369,0
Heterosexual,Other,A,B,-5.222398200232906,E,-22.11782330610471,0
Bisexual,Other,D,A,106.79111309784768,C,-107.62701942069408,1
Homosexual,Non-binary,B,E,21.62677694751188,E,40.49040863441021,0
Bisexual,Other,C,E,-6.6708249735702445,C,87.583446983698,1
Bisexual,M,E,D,58.67586782421148,E,94.43309253874799,1
Heterosexual,Male,D,D,57.96500736168713,E,-86.6003068352433,0
