nationality,civil_status,Veteran,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Mexico,Widowed,No,Heterosexual,-49.12268524419996,B,D,A,A,276.4768899919774,188.2936540188291,-180.27248066077618,1
India,Widowed,Yes,Other,-105.26784434815559,E,B,E,A,-117.0305118605034,-35.45903481582571,-232.16945401019876,0
India,Widowed,No,Bisexual,-63.93619387868661,A,D,D,A,68.42168272220974,-110.13873446989658,-33.167636629037325,1
India,Single,Non-Veteran,Heterosexual,140.13856128660808,A,B,D,D,53.65610354249003,85.04506393731647,-199.0964413935057,0
Other,Married,Yes,Homosexual,-303.07018328584456,A,E,A,E,-55.339728930988684,-61.83101438234816,99.18595816777844,0
Brazil,Married,Yes,Bisexual,-39.04888130994518,D,C,E,D,35.030698623018736,-52.37559162071882,-138.45957744355337,0
UK,Single,Yes,Bisexual,65.5721296175503,B,C,D,D,84.89681179762631,-128.046224138187,-119.33276631939943,1
US,Divorced,No,Bisexual,14.908855467831714,B,D,E,D,-155.7804134143182,17.05839338184673,-118.52508120835425,0
Other,Divorced,Non-Veteran,Heterosexual,71.8441450443331,A,A,C,B,52.407162183886214,8.86098457708043,-125.77005182196945,1
Brazil,Divorced,No,Homosexual,55.534408962540695,B,B,A,E,-25.508630212466056,-34.834863098462066,38.839507890137455,0
US,Married,Veteran,Other,226.72516283014934,B,E,B,A,-24.645691675294383,7.277050347350852,-1.5171026078958938,0
India,Divorced,No,Homosexual,21.569804483176203,C,A,D,A,156.51685701381683,103.26932268381171,89.90206127836322,0
Brazil,Divorced,Non-Veteran,Bisexual,-18.384012005233966,B,B,E,D,-26.792035512790747,89.39193464698938,57.243600691276576,1
India,Divorced,Non-Veteran,Bisexual,-29.751455108945247,E,C,A,A,56.62876212291983,-199.8467829144125,131.06574700734112,1
India,Widowed,Veteran,Other,-79.69589618171693,A,C,C,B,-69.01790048529752,43.56875276353663,-69.89045571259823,1
Other,Married,Non-Veteran,Bisexual,40.1223309129693,B,C,D,E,46.17432422186828,-79.70137772683499,59.77993593073463,1
Germany,Married,Veteran,Homosexual,-13.390807395492912,A,E,B,A,-65.07657164484802,8.271068383724984,32.44641748997073,0
US,Married,Non-Veteran,Bisexual,167.8256863965903,A,C,C,A,-57.31459746008692,60.90526723978912,-27.335473332454374,0
India,Divorced,Non-Veteran,Bisexual,23.23246261827534,E,A,A,C,29.030206148431613,-38.460323625403,-29.32066977539472,1
China,Widowed,Veteran,Heterosexual,-119.74422967348673,B,D,E,B,108.80541994925399,-96.24441290343982,-15.814596768638603,0
UK,Single,Yes,Other,-15.849674412813128,D,E,B,D,83.5519356559351,-86.54096428733293,123.59080562314595,1
UK,Married,Non-Veteran,Other,32.54819000824176,C,C,E,B,-27.333143795843494,137.75973605486732,-88.74467771995343,0
Mexico,Single,No,Bisexual,-50.39149845848371,D,B,E,E,63.12056428949743,-85.0858697762939,-242.36800485934103,0
US,Married,No,Bisexual,20.769098290610728,A,D,D,D,-15.478130791476922,106.55727596446607,110.8028180624703,1
China,Widowed,Yes,Bisexual,110.94579022639488,C,E,D,C,-75.53696125008227,-71.22892172186499,-87.35864518413524,0
Mexico,Married,Yes,Homosexual,-68.44288987869153,C,B,D,B,-46.81201395373298,99.60534575284518,-50.08406115186737,1
Other,Divorced,Veteran,Homosexual,195.15312209387756,E,E,E,C,-103.43245216601085,104.1046388534745,9.79837714631746,1
UK,Divorced,No,Homosexual,177.32187809364808,D,C,C,E,19.62170547706026,-44.82018375551011,-27.164745614499846,1
Germany,Widowed,Veteran,Other,132.68168439589277,C,B,D,A,-102.46485943038546,157.44152896694783,-56.33952994072987,0
China,Married,No,Heterosexual,186.48344106155858,B,B,B,C,-109.38146655722943,71.03801763395504,-22.814423552086218,1
US,Married,Non-Veteran,Other,175.34688795979008,A,E,E,C,-20.051894740089484,80.97706650500484,-266.45471108030324,1
Brazil,Single,Non-Veteran,Bisexual,-118.66859501221272,A,D,D,E,33.829913725652375,-190.94364768373936,-149.45746821078671,1
US,Single,Yes,Other,-118.24522702998993,D,C,B,B,103.88182655973056,-182.64090486845714,25.970510862983897,1
China,Divorced,Yes,Homosexual,-80.14544534458669,C,D,A,C,-49.898614437111874,-161.8463623164057,60.64712812702382,1
Other,Divorced,Veteran,Bisexual,-130.52136464320625,A,E,E,E,-83.99903401895105,103.24613053371716,82.9744459526827,0
Mexico,Single,Yes,Other,37.39428741967895,D,D,E,C,-91.7634154280791,51.92586608053116,-58.57035255204357,1
Other,Married,No,Bisexual,-62.890493742035716,C,C,A,D,82.23554701970947,78.48131445948691,42.20250565764949,1
Brazil,Married,Veteran,Heterosexual,109.58360059029728,C,B,B,E,68.44996246938557,-151.48527971920012,99.75985611577379,0
Brazil,Single,Non-Veteran,Bisexual,-20.342037184231067,E,D,A,B,-69.15131452896773,-94.83670612804471,-54.48411003321204,0
Mexico,Married,No,Heterosexual,78.05806583875211,E,B,E,B,22.11904883976221,170.44316264797442,-24.29543919380488,1
India,Widowed,No,Bisexual,-145.52057771687132,C,E,D,B,21.191431801618187,-105.78555704773767,156.18639499280422,0
Brazil,Widowed,Non-Veteran,Bisexual,-28.36974959795262,D,A,A,E,74.79977496573328,-30.120765274128665,88.82737928536844,1
Other,Married,Non-Veteran,Other,29.27367208932562,E,B,D,A,-59.986311488721725,-43.47133134727849,242.69292210007953,0
China,Single,Non-Veteran,Heterosexual,-188.52081756165757,E,C,D,B,19.58064225480906,63.29312065507119,112.67143845722487,0
US,Married,No,Bisexual,84.6139195958884,E,A,E,A,-2.6876195783513372,-106.9595249577528,-22.467192494719875,0
Mexico,Single,No,Other,78.07029472895726,C,A,D,C,39.41970365699542,-41.00130025287115,23.318903525384503,0
US,Married,Non-Veteran,Heterosexual,118.78446480613304,D,B,B,B,-15.753308858542276,-78.31443271250356,2.5835889462740593,1
US,Married,Yes,Other,19.966784030840294,B,A,E,E,59.85824711744281,125.4695321935492,149.872660342616,0
UK,Married,Non-Veteran,Other,91.05314302742875,A,C,A,A,149.518349668331,-114.42667528866606,-51.2612552059984,0
UK,Single,Yes,Other,-144.28674490491778,A,A,B,A,186.58456964605884,40.18047373756283,25.134548931397827,1
India,Married,Veteran,Homosexual,-29.8303490146558,A,A,C,A,37.68654717948425,134.8085837971461,54.73705884216299,0
Other,Single,No,Heterosexual,-234.6657977365707,B,B,A,C,-2.972763142856723,-48.00621057315036,93.89150107296447,0
UK,Married,Non-Veteran,Bisexual,-129.62839597809136,C,B,D,E,92.99011396434936,33.86670402456634,-186.38180988100896,1
US,Divorced,Veteran,Bisexual,-121.41903303864157,D,A,E,D,82.15468771428665,70.2866061107739,13.697880157334744,0
India,Married,No,Other,126.1160830709833,D,D,A,A,-160.69464873959464,-246.58943910958803,-115.76417507690104,0
India,Married,No,Homosexual,79.54460011068564,E,E,D,D,-99.44350169055912,131.7631725178017,-84.81772217599298,0
US,Married,Non-Veteran,Other,-35.478721010406986,A,B,C,E,-77.0061652147296,139.31242907639236,-24.791331789397386,0
China,Married,No,Bisexual,93.14365080718552,A,E,B,D,-56.941103872795615,-1.3000587340282421,34.05076267281406,0
Mexico,Single,Yes,Homosexual,160.2676696230623,C,E,A,D,-8.240095641223164,-158.54079038069412,111.52776442340804,1
India,Married,Veteran,Heterosexual,45.07322690716681,B,A,D,B,-149.9567244379642,22.05298987607748,-20.843515039332797,0
China,Widowed,Veteran,Homosexual,76.51054712011772,B,D,C,C,16.137039235012722,-21.42566738921023,168.9521532984791,1
UK,Divorced,No,Heterosexual,-40.85447226657675,A,A,B,B,118.45788518584585,-42.00330690370588,-42.20789867738685,1
Other,Divorced,Veteran,Other,-151.87465908849993,E,B,C,E,105.00576833782138,69.74215857373571,55.67878510378033,0
Mexico,Divorced,No,Other,180.96964268718057,A,A,C,D,-98.39731598270605,-144.22719311665247,159.47855860394495,0
Germany,Divorced,Veteran,Heterosexual,43.403995931173206,D,B,C,E,-6.217907329837803,-35.187198548975736,-112.66602279723396,0
Germany,Divorced,Veteran,Bisexual,-63.27637779434747,C,B,D,D,-143.5822087932646,58.56591019720175,55.25529086975438,0
Other,Married,No,Homosexual,14.340006685961063,E,E,E,E,-106.46437470314089,8.382418997427669,-9.26669678661761,1
Mexico,Widowed,No,Other,-19.390205786106467,B,C,A,A,-197.85978454091529,161.06537012088904,114.87912498486084,1
Mexico,Single,No,Heterosexual,60.963234511592056,D,A,D,C,43.43949184331287,399.29038770835416,-24.924476555886198,1
China,Divorced,Non-Veteran,Homosexual,62.22307678496163,B,D,A,A,-16.915748729413657,155.33002653802507,-45.6937919385085,0
India,Divorced,Veteran,Bisexual,76.10891570355997,D,C,C,B,26.878434269405776,-91.69969717648266,30.608990737297116,0
Other,Single,Non-Veteran,Bisexual,-110.7330330754873,A,B,D,D,-85.7670726586581,133.25356319468332,-81.77463441266673,1
Mexico,Married,Non-Veteran,Other,97.36454485386568,D,A,C,A,-86.05072429083079,-71.01619495813317,-91.88759435864947,1
China,Divorced,Non-Veteran,Heterosexual,-123.86917136585893,D,B,A,A,38.885686112726425,-35.405010382974226,-67.21207286584897,0
Mexico,Widowed,Veteran,Homosexual,105.33875803717831,E,B,E,B,104.15002541182857,59.971983511834836,6.5600200366580586,0
US,Widowed,No,Other,-335.7157738165239,E,E,A,C,-58.93265704124337,58.713836678717755,160.20163869725837,1
China,Married,Yes,Heterosexual,6.143818423723249,D,D,A,A,-110.31136199506277,-0.8223295339730801,-192.49072551736967,1
China,Widowed,Non-Veteran,Bisexual,133.04778571826427,E,B,A,E,-60.69692503399582,118.31951569916421,100.6616138703391,1
Mexico,Divorced,Non-Veteran,Other,-191.2245609046886,D,C,D,A,-14.317765755760306,34.32033032602704,-15.90862957067387,0
Germany,Divorced,Yes,Bisexual,97.623223118429,B,D,C,C,-13.202319295562582,-66.71590886963563,19.382389398399223,1
US,Married,Yes,Heterosexual,-118.32155897004495,E,A,B,E,119.48943727553328,-0.7188742929824932,48.51716045827046,1
Mexico,Single,No,Bisexual,-116.70131290971,D,E,E,D,-22.42286115177472,104.55569087563035,83.68418906110008,1
US,Widowed,No,Heterosexual,-35.40100364407462,D,D,C,D,-8.11578739317214,81.24417651024378,58.46297417267172,1
UK,Widowed,Non-Veteran,Other,5.666194036616466,A,E,C,A,75.17149699095621,-55.48716724475782,-27.076759406025335,1
Mexico,Widowed,Veteran,Heterosexual,1.6596353671238337,D,C,A,A,6.74536026354476,41.49373498593785,18.593094021371314,1
Brazil,Widowed,Non-Veteran,Other,-145.21473137348067,D,A,D,E,-96.54447847508007,-26.823476608957534,-35.79387453545158,1
US,Married,No,Bisexual,20.358992690224216,C,B,B,A,-43.77060057375639,79.02981698845633,138.08645372400406,1
US,Married,Non-Veteran,Other,27.294497390906848,C,B,D,C,-41.83238215760171,123.57340302123632,-27.52198672524573,0
India,Widowed,Non-Veteran,Bisexual,-116.19584280118896,C,D,D,C,-17.31421524828936,-19.3106912534077,-46.70479515089473,0
China,Single,Yes,Heterosexual,74.83635984119455,C,D,A,D,-125.51852629900225,35.589885125881935,43.79511616177848,0
Brazil,Single,Non-Veteran,Other,-11.32966229086794,E,D,B,D,-46.76800474571139,-24.63618772338776,48.65503834527124,0
US,Single,Veteran,Heterosexual,-1.2030513831908725,E,E,B,E,-223.69661419721555,-173.98865018726593,4.931401489494745,1
Other,Single,No,Bisexual,132.83430618715806,B,A,C,D,-147.39559545000927,67.92918957536284,-9.283656717361238,0
India,Divorced,Non-Veteran,Heterosexual,-122.47289675831013,B,E,E,C,-156.53855387715748,-31.437285497561685,77.63978408297179,0
Mexico,Widowed,Veteran,Heterosexual,14.853695212574126,C,B,A,A,-83.74629412615545,209.84643597402922,-39.778743584144664,1
Mexico,Married,No,Bisexual,36.17649476473156,C,A,B,B,-74.8428547167688,-13.540625185818636,-50.553476751600876,0
Other,Single,No,Heterosexual,67.53503295737347,B,C,C,A,34.50977853698678,225.75566834736372,9.767994306342006,0
US,Divorced,Veteran,Homosexual,-128.8080878827737,B,E,C,C,-15.472403508372562,-166.07412941512624,74.75794379895076,1
Other,Single,Non-Veteran,Bisexual,121.21632430226117,E,E,E,C,-11.08935298475247,173.99358268394437,-50.11196817242253,0
UK,Single,Non-Veteran,Heterosexual,13.701341724493886,A,C,E,C,86.24013190976038,-99.4726110816573,22.024143744659813,1
US,Widowed,No,Heterosexual,-41.644318884824735,E,D,B,A,207.7921440733668,-138.56858038984075,-134.74839586508503,0
US,Divorced,Veteran,Homosexual,142.57416281966627,C,D,C,B,129.89946989936962,-18.87893964865817,59.59538215319932,0
Brazil,Divorced,Non-Veteran,Homosexual,1.1427838383856814,A,E,A,C,-188.86584333687549,9.362370546128354,-121.51809611497559,0
Germany,Single,Veteran,Heterosexual,83.89782675459763,B,E,B,A,224.50973782365392,16.466866631027425,-217.4487426255263,0
China,Single,Veteran,Homosexual,-126.48060770878682,C,D,E,A,-107.62246817475773,-35.58412239764607,-15.330191462697023,1
Mexico,Single,No,Homosexual,89.92588144231448,D,C,E,B,75.99070537141166,19.868878446579778,27.998849457199988,1
Brazil,Widowed,Veteran,Bisexual,-27.271438829370226,C,D,C,A,-106.75455033871071,-35.000668954049395,126.20397042601488,1
US,Married,Non-Veteran,Heterosexual,-113.31397085455126,A,A,A,E,13.970705908138155,69.39390455006493,-48.39704094168947,0
Mexico,Divorced,Veteran,Homosexual,50.50365695140011,E,D,E,A,-76.03050274834887,40.98181046930651,43.00915417090895,1
UK,Divorced,No,Bisexual,-150.6946174387375,B,B,A,A,28.066930086666698,60.95722787318362,158.35660517312616,0
Brazil,Divorced,No,Heterosexual,251.0844316060523,C,B,D,C,-11.260515131258925,-215.2484301695349,11.781494333862245,0
US,Divorced,Yes,Homosexual,-139.26458359988484,A,D,E,D,92.43590592606388,-19.886175772984803,87.00128214796638,1
China,Widowed,Yes,Heterosexual,-85.51160068590372,E,C,A,B,-133.8619632430506,-165.0213182997095,33.025510995304394,1
India,Married,Yes,Heterosexual,15.43911572231538,C,D,C,A,35.3776778841905,-212.32594096382078,10.063076970107934,0
Germany,Widowed,Veteran,Homosexual,175.04982101943023,B,C,D,C,-49.992392514170206,46.647499890502544,-2.7831040650781866,1
Mexico,Single,Non-Veteran,Bisexual,-74.30650015414881,C,E,D,D,-84.37792428213257,88.19209487015351,16.868270172763257,1
Germany,Widowed,No,Heterosexual,15.250400335527575,E,A,A,C,56.316172698766586,-48.56423062640523,-261.2934327925071,0
India,Married,Non-Veteran,Bisexual,69.74005571003975,A,E,B,B,17.985617989776642,22.631268263091727,25.97608863415645,0
Brazil,Married,Non-Veteran,Other,4.74858937407758,B,E,A,B,-31.788241659817896,117.5318000088033,1.7671607729421324,1
India,Divorced,Yes,Bisexual,54.20989047974856,E,B,E,B,50.33454533053089,-238.8355997882714,-62.6807310501447,1
Other,Married,Yes,Homosexual,55.64063828000537,D,A,B,D,-118.97094409862233,7.736455216499119,-28.751398284137974,1
UK,Married,Yes,Bisexual,112.2206060404634,B,C,B,C,27.481601305998616,-138.5519449608569,53.20461494638412,1
Brazil,Divorced,Yes,Other,-8.009833220201124,A,B,C,A,30.451176631859134,1.775450616919613,195.3887387473946,1
India,Single,Yes,Heterosexual,57.838792424913834,D,C,C,E,81.34103364580363,4.510122586352578,173.06426125235788,1
Germany,Widowed,No,Bisexual,194.70419866530432,A,B,A,E,-42.61785052544949,40.997260696264554,-67.68508282291477,0
India,Widowed,No,Heterosexual,-100.79114244722052,B,E,C,A,119.8543879862859,-56.58927494132953,49.63838733676071,0
UK,Single,Veteran,Bisexual,127.54743833918398,E,B,C,A,-26.409765931852597,-34.46193251599133,80.36136549922624,0
UK,Divorced,Non-Veteran,Heterosexual,26.207735556818818,B,B,E,C,-53.07244073905706,-56.151870954422186,-166.59247410647936,1
India,Single,No,Bisexual,-66.91704269088771,C,E,C,E,71.25985899147899,-0.21956817865290465,-160.6374923143232,0
China,Married,Veteran,Heterosexual,33.953876754883275,E,C,C,E,58.735166096056865,57.163485168049085,-78.4927442562755,0
US,Divorced,No,Other,152.64848004841073,C,A,C,A,-55.93937728934376,-102.24556409123689,-109.14522011088759,0
China,Single,Yes,Homosexual,-0.23387412574230143,E,A,A,D,-11.274882349550001,13.680095422138075,-13.703374117893368,0
Other,Divorced,No,Heterosexual,-73.12272903440727,E,C,C,E,-167.5685450210562,-80.59132818837145,-65.71160318458814,1
Germany,Married,Yes,Bisexual,-5.294588503331336,A,D,A,C,-144.1074386920645,33.08978270153807,-81.9528292912855,0
Germany,Married,Non-Veteran,Heterosexual,246.9714866335497,A,C,A,D,-156.44474662120754,-58.701745006984666,-11.004824801068649,1
US,Widowed,Non-Veteran,Bisexual,-132.4871343930817,D,C,A,E,93.52473883316556,-279.10801953734745,-4.859352223114193,1
Germany,Widowed,Veteran,Bisexual,-5.183830387746484,E,B,E,B,88.89627615736984,1.3334837882352921,45.001670502612136,1
India,Married,Veteran,Homosexual,-35.62770997778541,B,A,E,A,25.327693891555086,174.84126623280082,-41.87359338310637,1
UK,Married,Veteran,Bisexual,-346.12777015997574,E,D,C,B,34.174363558017944,22.857761623707162,-73.9762495176832,0
Other,Single,Yes,Other,-78.84742920577098,B,A,B,A,-186.78272049689232,-39.56704984980605,31.00502722437572,1
Other,Single,Veteran,Bisexual,-1.7127150236934439,C,E,A,D,74.04210675715407,1.4700330451973103,-109.94149387635628,1
Mexico,Married,Veteran,Heterosexual,-53.223171760828755,B,E,C,E,-10.50118821513834,-208.76674914485292,-57.74694148980246,0
Brazil,Widowed,Yes,Homosexual,21.94445018334394,D,A,A,B,28.798309655141484,41.13203289015805,46.55195945584727,0
UK,Married,Yes,Heterosexual,-33.743349145194315,A,A,B,E,-168.08017589785243,109.76493315471552,4.532426243513207,1
Germany,Married,Non-Veteran,Homosexual,-104.83279321747314,D,D,D,A,63.16585479166128,-20.55698671319447,-199.18272216351858,0
Mexico,Married,Non-Veteran,Homosexual,13.042746115087686,E,D,A,E,-80.50640790654415,-62.244616924233995,-53.18545807024938,1
Other,Married,Non-Veteran,Bisexual,133.38087913136772,C,C,A,B,-15.506080263615432,-72.19168760849423,72.36379367791386,0
India,Widowed,Veteran,Homosexual,161.82718166680132,E,A,C,C,-84.27869402012253,-65.94471938374187,-81.43642934661479,1
US,Single,Non-Veteran,Homosexual,94.7900076227207,E,E,E,A,-25.720805218348623,29.042001186167287,-95.482858137075,1
UK,Married,Non-Veteran,Bisexual,50.523700208085856,D,C,E,A,28.934527835059566,-60.61829077944557,15.867666911598619,0
UK,Widowed,No,Bisexual,24.323477224983463,D,E,D,E,84.28265018878753,61.392788427155395,-57.4172455935835,1
Brazil,Married,Veteran,Homosexual,90.20083958794783,E,B,E,E,211.4397431083112,-21.12886085441535,75.89733356493272,0
Other,Married,Non-Veteran,Other,87.71572075694336,E,B,E,E,-125.49193608721092,60.52875890256043,-113.27316204759552,0
UK,Divorced,Yes,Homosexual,-152.55950605866897,C,A,E,A,192.86606901465743,25.09084070693275,62.405386862638714,0
Other,Widowed,Non-Veteran,Bisexual,132.6575990079159,E,D,D,D,-40.98686316619586,-40.9092637228822,-35.49762181069653,1
Mexico,Widowed,Yes,Heterosexual,64.36711993349998,B,E,B,E,19.31078494210504,43.97486814427459,101.8473722415284,0
UK,Divorced,Non-Veteran,Heterosexual,103.2322018014331,A,E,D,C,-51.610701113627485,11.289774138364008,121.97269759525405,1
Brazil,Married,Veteran,Bisexual,103.48002851715205,A,D,C,D,-114.85754430569601,65.81903380949146,154.12866112924766,0
Other,Divorced,Veteran,Heterosexual,7.840657631199549,A,B,E,E,208.89326974090955,122.07243223112634,5.804870818706085,1
Other,Divorced,Yes,Other,116.65362482222346,C,D,B,D,25.780762681142505,62.17876363281485,-4.305942629555451,1
UK,Divorced,Veteran,Homosexual,9.82578518865555,D,E,A,C,174.704908976783,-21.20354906546882,-29.69821407960674,1
Germany,Single,Yes,Heterosexual,37.3205592669392,B,E,A,B,25.604071064111437,79.127574049851,-17.12086411334101,1
UK,Married,Veteran,Other,-63.06200268554133,A,B,C,A,-153.23591494172936,-72.99799145180805,-173.62923082508564,1
