sex,faith,military,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Male,Other,Veteran,86,C,E,91.13903172016516,A,C,E,D,C,A,43.76645359497935,146.19290738534067,E,E,A,E,B,1
Female,Muslim,No,41,D,B,82.80161794233027,E,D,E,E,A,D,23.720171125756245,108.30993689232662,C,C,B,D,B,0
M,Muslim,Non-Veteran,43,C,A,-24.208922172510494,C,D,A,A,A,D,-102.18943752693606,6.5065543364729415,D,B,D,B,D,0
M,Other,No,85,D,D,-20.360436859037957,E,E,C,B,C,C,-29.77009724869809,148.39002520911708,A,B,D,B,A,1
Other,Jewish,No,54,A,B,35.87607060407814,A,E,D,D,A,A,-175.62798401263632,33.105472570335934,A,B,A,D,E,0
M,Buddhist,Veteran,78,E,A,79.34025292882042,C,E,C,E,D,E,-213.66519949281525,-186.21129074100372,A,B,B,C,E,0
Non-binary,Hindu,Non-Veteran,25,D,C,-51.86567512719896,D,E,A,C,A,B,-84.04857855269243,-94.42845460171687,D,C,B,E,E,1
M,Other,No,56,A,D,-195.6036625421216,C,A,D,C,A,E,227.64532300829558,49.1569431626828,D,C,B,E,C,0
Non-binary,Buddhist,Non-Veteran,47,A,A,1.1006947676532661,E,B,C,B,E,E,-31.4771516658723,79.01185838458514,D,A,C,D,E,0
M,Other,Veteran,64,D,A,-128.53103103070757,C,B,D,B,A,D,134.03701295241711,-93.36335090561315,D,E,E,D,C,1
M,Christian,Non-Veteran,74,C,E,-89.0841902500323,A,D,E,D,B,D,71.91659707404679,-8.509340035819553,E,E,D,E,E,1
Female,Buddhist,Non-Veteran,75,D,E,70.74956493672995,C,E,D,E,A,E,33.58689253072069,-1.6724598607321097,A,B,D,B,A,1
M,Hindu,Non-Veteran,78,D,A,-84.9444707869495,E,D,C,A,C,A,9.376322161628947,58.90202323837448,E,E,B,B,D,0
Non-binary,Other,Yes,99,A,E,-86.78284000933846,B,E,A,A,C,A,-35.0079452979222,86.45024187777908,C,C,E,A,A,1
F,Jewish,Yes,69,A,B,62.43169122357942,B,E,D,B,B,D,-94.69469591542233,103.5050523156996,E,A,B,A,E,1
M,Muslim,Veteran,63,D,D,-17.723088782333104,E,D,C,E,C,E,-0.29522942736478736,-71.61272100434758,B,B,C,C,E,0
Female,Muslim,Yes,40,B,B,-40.62068689917441,A,E,C,E,C,A,97.16362018744533,257.19917762427366,C,A,C,E,D,0
Male,Christian,Veteran,35,C,C,72.70819981885057,A,A,A,D,D,C,123.18731971575423,-11.463586556037628,B,B,A,D,B,0
F,Buddhist,Veteran,38,B,C,-84.77204748775368,C,A,D,D,D,D,97.84022432394075,97.92493361032129,A,C,C,E,D,0
F,Other,Veteran,90,E,B,99.17116454024328,C,A,A,A,A,C,103.59308936651385,-9.250634551405708,D,B,E,A,E,0
F,Hindu,Veteran,84,B,B,-76.22352370873743,D,D,E,D,D,C,-112.24039322911736,-146.7775610749698,B,E,E,E,D,0
M,Other,Yes,46,D,C,-240.21331150661683,E,B,E,B,C,A,-200.88075070398622,-79.59293259708099,E,C,A,C,E,0
Female,Jewish,Non-Veteran,84,C,A,-46.14028081144696,E,A,C,E,B,A,-141.7884093292606,-34.14045092138362,C,B,A,B,A,1
Other,Muslim,Non-Veteran,84,E,C,-103.7577420099583,C,C,D,B,A,A,-104.79698569921811,90.55367127359662,B,D,A,C,E,0
M,Hindu,Non-Veteran,33,B,C,4.960722707372003,C,B,C,C,A,D,-146.09872060298457,44.87713068401302,B,A,C,C,A,1
F,Muslim,Yes,71,A,A,25.379261380979667,C,E,D,C,C,D,27.005052375865503,-4.405192432960922,D,A,B,E,E,1
Other,Other,No,21,A,C,88.38854350173712,B,D,C,E,A,B,12.004237396663525,-91.12747011583157,A,C,B,E,A,1
Female,Other,No,27,C,B,61.59199701064969,E,C,E,E,A,C,34.39870425867429,43.22621939647574,B,E,B,B,D,0
F,None,No,87,B,D,59.68529919528236,B,B,B,B,C,C,-183.77226882233748,64.9950609781497,B,A,A,D,A,0
Non-binary,Hindu,Yes,66,B,E,87.18405111937435,A,B,C,B,D,C,-64.4475925301496,-12.491797595721343,A,E,A,A,B,1
Non-binary,Buddhist,Yes,84,B,D,-136.55629490888902,D,D,D,E,A,C,-78.02109899676356,130.02083727757915,D,B,B,D,D,0
Female,Buddhist,No,85,D,C,18.564087797138107,D,B,E,B,B,D,158.93016074205912,-185.22662560329442,C,E,C,C,E,0
Non-binary,Muslim,No,99,C,B,169.23686190048886,C,E,A,A,C,D,-87.83439355849579,119.27014918529454,D,D,D,A,E,0
Non-binary,Jewish,No,41,A,E,12.746340886535634,A,E,C,B,A,D,34.835384739488475,32.88708681833146,A,B,E,C,D,1
Male,Hindu,Non-Veteran,89,A,C,139.46675143518584,C,D,B,E,D,C,-145.88435010820092,-110.06126322319756,B,A,D,C,C,1
F,Jewish,Yes,36,B,B,49.652396195193155,E,B,A,E,A,E,-15.34455275707692,-40.0639962641891,E,E,B,C,E,1
Male,Christian,Yes,56,D,A,-80.2467326182803,D,B,B,E,A,B,49.458563284194334,-55.11827733860303,E,C,B,B,E,1
Female,Jewish,No,78,E,D,8.990033910819365,C,E,D,E,B,D,102.36189066973276,162.98858257540877,D,C,C,B,A,0
Male,Jewish,Yes,92,A,D,79.07940964557586,C,A,A,A,A,E,-84.30154461648874,61.46480442236826,A,E,D,C,B,1
Non-binary,Christian,Non-Veteran,62,E,C,-23.21363667693004,C,B,C,A,C,A,10.992740908546631,88.93436446987181,B,A,C,A,E,0
M,Buddhist,Veteran,80,D,A,-35.84547607144855,C,D,C,E,B,B,-2.6880143038691857,116.60428537290805,C,A,E,A,C,1
Male,Hindu,Non-Veteran,60,A,C,150.49343746537434,A,E,A,B,B,A,-148.18951062536948,-76.99153233280045,C,C,E,A,A,0
F,Muslim,Yes,94,E,A,134.81355417321222,D,E,C,C,B,C,66.73061202361129,193.36002071369342,A,B,E,E,D,0
Non-binary,Hindu,Non-Veteran,74,E,D,110.75325793010717,D,A,E,E,E,C,32.085852432604476,-43.063561135255185,B,D,B,C,A,0
M,Muslim,Veteran,91,A,B,107.26907469823676,E,B,E,A,D,B,-28.57385093641157,-50.5723331795501,D,E,A,E,C,1
F,Other,Non-Veteran,83,B,E,38.034366234891216,B,D,E,E,A,D,78.59227733351672,-89.12391115108753,C,D,A,B,B,1
M,Christian,Veteran,93,C,E,33.19982138746998,E,C,B,D,C,B,-83.534305813381,-14.503753133961494,B,E,E,B,E,0
Female,Christian,Yes,55,D,D,-57.37759236428808,A,A,D,E,A,A,50.319075140701585,-23.654136784121828,D,B,C,C,E,0
F,Jewish,Yes,40,C,E,0.6006701951852087,D,D,B,E,B,E,12.281326545445427,123.97768527802174,C,E,E,E,D,0
Non-binary,Other,No,24,D,E,249.64534704770526,E,C,A,B,A,B,18.566888604173887,-113.39820870580266,D,B,B,D,D,1
Female,Muslim,No,49,A,A,55.928196485896784,B,B,D,D,E,B,-29.23948308753492,108.27782128581246,A,D,C,B,D,0
F,Buddhist,No,84,B,D,56.581677974688525,C,C,D,B,D,A,-124.2611424204991,77.3094174773832,B,B,A,C,E,0
F,None,Non-Veteran,69,E,A,132.7174521558873,A,A,B,A,D,C,123.22912519409314,-104.31379042142687,A,D,B,A,C,0
Male,Hindu,No,92,E,A,37.10585408889101,E,D,C,C,D,A,84.74305260648242,-70.29151285417882,E,E,A,A,D,1
F,Christian,Non-Veteran,18,B,D,-110.77567139481843,D,E,C,A,E,C,-23.964652353801956,16.51184133914917,D,C,C,C,A,1
Male,Buddhist,Non-Veteran,58,C,C,119.73899108195947,B,D,B,E,C,A,60.79138274085817,102.18592467424132,A,C,D,C,A,1
Other,Muslim,Yes,88,B,C,96.03749836533663,D,B,A,E,E,B,56.00510094688499,102.33913327752614,E,D,C,B,E,1
F,Other,No,43,A,A,164.58535244938668,C,A,C,A,A,D,65.51598845671894,-195.81811405799866,B,D,A,C,C,0
F,Other,Veteran,58,B,D,-143.7071862222176,C,B,E,E,E,D,-19.405155409341024,-97.46822635860582,E,D,B,A,B,0
F,Buddhist,Non-Veteran,49,A,B,-125.38248967868009,C,E,E,E,C,A,207.17677601935836,-40.67393760135792,C,E,C,D,A,1
Male,Jewish,Non-Veteran,56,B,C,150.71367729891506,B,D,C,C,B,A,-33.28096919905833,-119.15349846624228,E,E,A,B,B,0
Male,None,Veteran,71,B,E,-81.4537343470299,D,B,B,C,C,C,105.9386435914176,-175.83484419199195,C,C,E,D,D,1
Non-binary,Jewish,No,51,B,C,134.70394318629172,E,C,E,E,B,C,-75.88184271259263,54.54511192156871,B,D,D,B,C,0
Other,Muslim,Veteran,81,C,C,45.1995619133974,E,A,C,C,B,A,91.37749036844569,146.52958175834624,D,C,E,D,A,1
M,Buddhist,No,78,A,C,62.164902479779826,C,E,B,A,D,A,-127.16232992513304,-164.6908519762569,B,B,D,E,C,0
Male,Hindu,Yes,42,E,C,43.05161317770983,E,A,B,B,C,C,2.4962369771826514,-94.18590657746653,C,C,C,D,C,1
Female,Christian,No,46,D,B,-28.883709030162564,E,B,D,B,C,E,-163.43754393185904,3.0950695473979364,B,B,D,E,C,1
Other,Muslim,Non-Veteran,20,C,C,29.290632783339497,B,C,C,C,E,E,54.898085330375636,45.249242681113635,B,A,D,C,E,0
Female,Hindu,No,90,A,A,-156.40910969471656,C,A,A,A,B,C,-7.70027576883328,135.9343557710963,E,E,B,C,A,1
Male,Christian,Yes,57,B,C,-176.9761626861925,E,C,A,D,B,C,-43.80036172124683,138.00019308431183,C,D,D,A,A,0
M,None,Non-Veteran,62,D,A,-63.255016091704896,B,C,E,E,B,D,-108.71899968288814,-50.503355540094965,A,C,E,D,D,0
Other,Jewish,Veteran,45,C,A,-42.28631025558956,D,E,A,B,E,B,-64.9227558219923,115.85448848343978,A,B,E,B,C,1
Other,None,Yes,91,B,E,-90.16958042495071,C,C,E,A,E,E,-44.486309259868676,-102.94249131180437,C,B,A,A,B,1
Non-binary,Hindu,Veteran,92,A,C,63.45029359335073,D,A,D,C,A,E,68.03522401640777,-44.91555255848332,A,E,E,B,A,1
Non-binary,Muslim,Yes,68,C,C,157.01116894542184,E,C,E,B,A,D,38.897279853672394,-102.16544943107013,B,C,A,C,A,0
M,Hindu,Non-Veteran,75,B,C,-115.23374498734937,E,B,C,D,E,C,-21.468813818906757,-167.3550068219183,C,A,A,C,D,1
Female,Jewish,No,29,E,E,-89.75681384472752,C,E,D,A,C,B,19.245254309411457,159.5311628216155,C,D,A,B,C,0
Non-binary,Buddhist,Non-Veteran,90,E,D,146.87850084631734,D,E,C,E,E,B,-112.19420919096059,44.062732227201856,E,A,E,E,E,0
Other,Other,Yes,87,B,B,37.67865809712268,E,B,A,D,E,D,-134.65747161723806,176.9903977275109,E,E,B,A,B,1
F,None,Veteran,91,A,B,93.466121536605,A,A,D,E,A,C,-79.28142718512652,-81.44051533159411,D,E,D,C,D,0
F,Other,Veteran,91,C,C,33.04131007673822,A,C,B,E,A,B,-123.63052859845595,-99.72585443076859,D,C,A,A,C,0
M,Jewish,Non-Veteran,26,C,A,-14.673944904274869,B,C,C,C,D,B,-22.464813592684138,-90.59452614307712,C,A,C,D,C,0
Male,Muslim,Non-Veteran,90,D,E,-109.23503671415533,C,D,B,A,E,E,128.3951342833548,-53.41938385519318,D,A,B,C,A,1
Female,Buddhist,Yes,34,E,A,-72.1310295700564,C,B,D,A,E,A,-196.231103943458,22.59087990190938,A,C,A,D,E,0
Non-binary,None,Veteran,21,A,E,34.9659232093998,E,D,C,E,B,D,95.60087123533856,258.5132839366737,D,A,D,B,D,0
Female,Other,Non-Veteran,78,A,B,-106.18003931230582,E,B,E,E,A,E,-41.350994910659054,3.7806238048503857,E,C,D,A,B,1
Female,Other,No,34,B,B,-55.15757370481323,B,A,A,D,B,E,-22.852769720732585,3.4173612031326774,B,D,A,C,C,0
Female,Buddhist,Veteran,85,D,E,-49.97734059178299,A,A,D,D,E,C,-105.08169709631044,-1.8252085316942168,B,D,B,D,D,1
F,Hindu,Veteran,39,B,E,90.81226153516809,D,B,C,C,B,C,78.45734685666432,-167.49155379952313,D,C,B,D,C,1
Non-binary,None,Yes,86,B,D,-45.05469488288375,A,C,D,B,D,D,72.92212217143636,95.04976780863073,D,C,E,C,D,0
F,Muslim,Yes,72,A,C,-102.16041928662844,C,E,E,C,C,B,-258.8721997176855,53.87364647685949,B,A,C,A,A,0
Other,Other,Veteran,90,A,E,215.57564257330205,A,D,D,D,A,D,-7.042781326126205,-45.29839720807995,D,B,B,A,B,0
M,Christian,Yes,65,D,C,-78.65726363992242,A,A,E,B,A,D,-161.80287019084489,-18.4259555252158,D,A,B,D,D,0
Male,Muslim,Yes,43,D,B,-114.52388316807509,A,B,B,A,D,D,177.90447450733717,71.08180906796079,A,E,D,C,D,1
M,Buddhist,Yes,36,C,B,-65.67979115662446,A,B,A,E,C,A,52.737895857471884,180.1936582861446,C,A,D,A,B,1
F,Christian,Yes,26,D,C,63.89455269183467,A,B,D,A,B,A,-7.738195178698802,26.925476155057424,B,D,C,E,D,1
Male,Jewish,Non-Veteran,58,E,E,-150.72552372944585,C,B,C,B,E,E,72.0154834193322,17.917544286953515,E,C,E,B,D,0
Male,Other,Yes,24,B,E,-185.71831019418786,A,A,C,A,B,C,-63.770994031649785,66.77183854509471,C,D,B,C,A,0
Male,Christian,Non-Veteran,80,E,E,-33.87844914918126,A,A,A,B,C,C,-158.52421879860282,72.63559305337365,D,A,E,A,E,1
F,Jewish,Yes,66,A,B,-48.57534696033793,C,C,B,B,C,C,-17.974180173941477,-21.532802544911274,C,D,A,E,B,1
F,Jewish,Veteran,48,D,E,123.96541192438005,A,E,C,D,D,B,18.719796654838593,30.875306315328928,B,A,E,D,E,0
F,Other,Yes,79,E,A,-54.31311643376117,C,A,D,B,B,A,-124.2172290980764,-24.473010559678418,E,B,E,D,D,1
Female,Jewish,Veteran,67,B,B,180.83591983750605,E,C,B,C,D,B,-18.536895098826204,-119.04749201546807,C,A,E,B,C,0
Male,Hindu,Yes,83,A,A,-198.9922973614374,B,D,E,A,D,B,-92.78612184859458,59.9972925361713,A,E,C,C,C,0
F,Muslim,Non-Veteran,35,D,E,129.96327165313923,A,C,E,D,D,A,-154.27759734904208,-2.292204086888433,B,C,D,A,D,0
Female,None,No,97,A,E,-11.883597776980478,D,A,C,C,B,A,-141.21948267435477,95.50433756817813,E,B,D,C,A,1
Female,Christian,No,83,A,C,-99.39848413103856,D,E,D,C,E,D,-14.764418705482566,-83.87852036503993,C,C,C,E,A,1
Female,Buddhist,Yes,82,D,B,-97.72310111121931,A,C,B,D,A,D,-138.87763957266733,-10.58282057584959,D,C,E,D,C,1
Female,Christian,Yes,90,A,B,-18.56380388328281,E,E,D,A,C,A,-70.20048468333215,-57.874631709036564,B,A,A,E,A,1
Other,Hindu,Yes,19,C,E,34.325346051264,D,A,C,E,D,E,-18.2866581743277,-44.751134231381364,D,A,C,D,A,0
Other,Christian,No,76,D,E,-101.85715898321526,C,B,C,C,E,B,-69.78338866189407,220.95799424921964,C,D,E,C,E,1
M,Muslim,Veteran,44,D,E,-146.74606677628438,A,B,C,B,A,B,-59.50817604075749,60.99289213050558,D,E,B,D,E,0
Other,Christian,No,65,A,B,-4.379911246861534,E,C,A,C,B,A,-103.86476282448376,14.859869173919158,E,D,B,D,D,0
Non-binary,Hindu,Non-Veteran,97,C,D,70.81027765223176,B,D,E,C,A,B,-50.1681608324547,29.618416745393095,E,B,A,C,E,0
Female,Hindu,Veteran,80,D,A,-171.39845062678756,C,E,C,E,E,D,168.83583533746517,-24.016077136907775,D,A,D,D,A,0
Male,Other,Yes,53,A,A,48.9463787886822,B,E,B,E,E,C,-82.96137759323521,113.69429276753476,B,D,C,C,C,1
Non-binary,Hindu,Non-Veteran,88,A,A,-113.27436904945303,E,B,E,D,E,E,-104.23512858284776,-45.053288101306684,A,D,A,C,D,1
Non-binary,Hindu,Non-Veteran,51,B,A,25.10102787117211,A,D,D,B,E,B,-176.54749799434623,62.819186895133136,C,D,D,D,B,0
M,Jewish,Yes,77,C,C,266.1199879919618,C,B,C,D,D,A,73.45117305249696,-70.95819098523461,A,A,D,A,A,1
Male,Buddhist,Yes,47,D,C,63.492324651092524,C,B,C,D,B,B,165.6712803590776,-44.46218153687065,E,B,C,D,A,0
Non-binary,Jewish,Yes,82,C,D,21.234873290879698,C,B,A,E,E,C,20.497690280225843,67.020438124067,D,E,E,C,B,0
Male,Muslim,Non-Veteran,25,B,B,-34.879101542151886,C,D,C,E,A,D,53.419228222676566,-192.80661051977742,B,C,B,C,D,1
F,Christian,Veteran,93,E,C,-58.55168041469596,E,B,A,B,E,D,-9.760136302006279,130.96190231734798,C,A,E,E,B,0
Non-binary,None,Non-Veteran,70,D,B,30.528244486172312,A,A,C,E,C,D,-189.3533056452967,112.08159391693326,D,A,A,E,E,0
Female,Hindu,Yes,31,E,E,38.62938915796246,A,E,E,C,B,A,-23.284561205522586,37.75441337982873,E,C,A,B,A,0
M,Other,Veteran,87,B,D,168.90967509823642,D,E,E,D,E,A,65.0190286922569,72.40302386997432,E,C,D,A,A,0
Female,Jewish,Veteran,74,E,C,16.051990015929988,C,D,B,B,E,E,-19.58848514674237,-23.759072717568216,E,B,E,D,D,0
Non-binary,None,Yes,33,C,C,42.67322475923952,C,A,C,C,D,D,-178.9528805404849,-160.19626918804107,E,B,D,B,E,1
Non-binary,Muslim,Yes,38,A,D,35.627942917396375,D,D,B,D,B,A,-171.07647535931957,61.50329345271186,C,B,B,C,B,1
Female,None,Non-Veteran,85,C,C,160.18150967097864,A,E,B,C,E,D,-18.818096800032105,-64.26602439251411,D,B,A,C,A,0
Other,Hindu,Yes,66,C,A,102.67070090048338,E,D,D,A,A,E,-67.63827559107645,-50.38826866088606,B,B,C,A,B,0
Other,Hindu,Veteran,63,E,C,75.37604333485126,E,B,E,B,C,D,47.96714010389963,-14.822539714316967,B,D,C,E,E,0
F,Muslim,No,46,B,B,33.03681977567766,D,B,C,D,A,C,-134.19359694931578,-61.97552985640268,E,E,D,C,B,1
M,None,Non-Veteran,79,C,E,39.61849484045536,D,C,E,E,D,D,-20.408912833781326,-233.71296541518564,A,D,C,B,D,0
Female,Hindu,Yes,65,C,D,-164.63797570902742,B,D,E,D,D,E,-82.2201927416773,55.910276517982695,A,E,C,B,D,0
Female,None,Veteran,20,E,B,5.10470994123748,A,E,C,A,A,D,-68.43890434394126,-19.10638415586801,A,E,A,C,D,0
M,Jewish,No,99,E,B,-111.29385601710983,C,B,B,E,A,C,-74.40124608982308,-19.569574032721437,E,A,C,D,D,1
F,Jewish,Yes,61,D,D,61.796057271561075,A,D,B,B,B,A,-46.43796515217348,-120.11906670698139,E,A,A,B,A,0
Other,Other,Veteran,30,B,A,-8.044593464093172,C,B,E,B,B,D,130.448826484844,-18.57523748400131,B,D,E,A,D,0
Non-binary,Buddhist,Non-Veteran,50,B,D,-37.29286691664385,D,A,B,D,C,C,-111.27588092042318,199.9951634970824,A,D,D,C,D,1
Non-binary,Buddhist,No,65,C,C,115.43892103556621,A,D,E,B,C,D,-60.616303900776344,73.42172431876192,C,E,A,D,C,1
F,Hindu,Non-Veteran,95,E,D,-126.26433268039324,E,B,B,B,E,A,-5.034009574917981,74.31250676790715,D,C,A,B,B,0
M,Hindu,Veteran,62,B,B,-92.06626936616973,D,A,E,E,A,B,-2.2961024623149457,-155.18432408594273,E,A,D,A,A,0
Other,Other,Yes,77,A,D,-139.61320506847673,B,D,A,B,A,D,-53.94416310873954,-74.4541281343034,B,C,B,A,C,0
M,Buddhist,Yes,33,A,D,146.9102941292188,A,C,C,B,B,A,19.78128476132965,-222.24605946779633,A,D,D,C,C,1
Non-binary,Muslim,Veteran,90,D,A,34.20279500276142,C,E,B,E,A,C,-107.44107175532129,-17.25102493079247,A,D,C,B,C,0
Female,None,Veteran,40,D,C,-79.4934933609939,E,B,E,D,C,E,50.32759666639498,-166.28232956930938,E,C,E,D,A,0
F,Hindu,Non-Veteran,20,A,C,-88.52354476038455,D,C,D,A,D,E,-164.51695183499535,0.527723240173583,B,C,D,C,B,1
Other,None,Veteran,89,D,B,-22.09805200001692,E,D,A,A,A,C,-127.24182107984836,-65.60194800515043,A,E,D,C,C,0
Male,None,Veteran,93,B,B,77.21685607169654,D,B,D,C,E,C,-22.80560436054072,-17.301307893465786,A,A,C,D,E,0
Female,Hindu,Non-Veteran,89,B,C,-167.78277143175166,D,A,B,B,D,E,144.5112266491498,13.396455417622288,C,D,B,D,D,0
Non-binary,Hindu,No,81,C,B,64.47286011414542,C,C,D,A,B,D,72.79755305438422,13.662823988219452,C,C,D,A,A,1
Female,Buddhist,Non-Veteran,48,E,E,33.798044551081844,C,C,A,B,B,B,22.710861172913965,95.93750529146425,C,B,C,E,D,1
Non-binary,Jewish,No,80,A,C,-4.341060300345786,E,D,E,E,B,B,86.74564876026378,-22.80652995630132,D,A,D,E,C,1
Female,Christian,Veteran,47,E,D,236.52044730248093,C,E,E,D,D,E,37.30538331714571,-144.6318146102354,E,A,B,A,D,0
Female,Other,Yes,60,A,B,18.024055566426497,C,A,E,B,A,A,-69.30868184731493,30.75951132507116,A,E,B,E,D,0
Male,Hindu,Yes,71,A,B,-266.104096016041,D,A,A,A,E,E,-88.02191911990303,-82.06828140804431,B,E,D,B,A,0
Other,None,No,32,B,E,-71.27587253974917,C,D,A,B,C,A,62.86227178268459,55.803191983174436,B,A,C,D,A,1
M,Hindu,Veteran,78,E,A,-35.39864387378454,B,D,E,D,B,D,271.85485554550263,24.262367590611404,E,A,C,B,A,0
F,Other,Non-Veteran,52,A,A,6.954319946552788,B,B,E,A,A,B,88.94277143676432,13.063747531251153,A,A,A,C,A,0
Non-binary,Christian,Yes,46,E,E,119.33909642791588,C,C,D,B,C,D,-179.5134900794785,-123.40304819433541,C,D,B,E,C,0
Non-binary,Buddhist,No,72,C,A,89.95399988729113,C,A,C,D,D,A,-85.74692966147084,-23.397210921267337,B,C,B,C,D,0
F,Christian,Veteran,76,D,C,8.8479674823799,C,C,C,E,B,E,-8.80294755575712,148.47821044504087,B,B,E,D,A,1
F,Other,Veteran,30,A,C,19.27525483645234,D,B,E,D,B,C,12.888733933194274,-49.665172548304795,B,A,E,B,A,0
Male,Jewish,Veteran,25,D,A,15.610636126000236,A,B,E,A,C,E,34.70257933653018,14.227080746129534,B,E,B,E,C,0
F,Other,Non-Veteran,72,C,E,93.84969708384686,C,E,D,D,A,B,57.56836025751011,42.769332149115485,E,B,B,C,A,0
Male,Buddhist,Veteran,33,B,B,-67.62858803582127,C,A,D,A,E,C,-73.22075234329849,32.31305166679766,C,E,E,E,C,0
Other,Hindu,Veteran,66,E,E,143.2608164485323,E,B,B,A,D,E,-42.611445906609354,110.45324836586205,A,B,E,C,A,1
Female,Buddhist,No,95,D,A,57.25765373269771,C,B,A,C,D,A,-153.5278745734982,137.72013493691026,D,E,D,B,D,1
M,Other,Yes,97,E,D,73.40863852841278,E,A,C,C,D,A,-38.290860691909145,106.56398632076771,E,C,E,E,C,0
Male,Buddhist,Non-Veteran,93,C,B,-64.65670790704601,D,E,B,E,B,A,5.172750179337501,-100.64374999115884,A,A,D,E,D,0
Non-binary,Other,No,87,C,A,24.807285596525205,A,C,B,A,A,A,-17.89383740070532,-44.365185336135966,E,B,E,D,C,1
Female,Muslim,No,72,C,B,121.97849094366875,C,D,A,D,D,D,-30.175027904156565,-9.312352252526553,C,A,C,C,D,1
Male,None,Yes,69,E,C,1.534912020311773,A,A,C,E,E,A,-163.49401867571214,-62.38622279195008,D,C,D,D,A,1
Other,None,No,33,D,D,-39.24871717210367,A,B,A,E,C,C,23.35935822600444,31.726562058401758,A,A,E,C,B,1
Non-binary,None,No,46,E,C,82.14472762665397,B,D,A,E,E,B,95.97336787174818,44.922586625205426,A,D,B,D,C,1
Female,Muslim,No,64,B,D,144.94512016375717,B,A,C,A,D,C,-13.412102949405021,77.5550317835533,C,A,A,B,C,0
Male,Muslim,Veteran,32,B,C,99.15036466209824,A,A,B,E,B,C,-137.79904927997367,-32.32011154193929,D,E,D,D,A,1
Non-binary,Hindu,Yes,90,E,B,54.93472679906526,D,E,D,B,D,D,170.72642931903812,32.040088479946895,D,D,A,C,B,1
Other,Muslim,No,40,D,E,-33.930134152867566,B,B,A,E,A,C,-8.652850421924066,-71.57622880380413,E,B,C,C,B,0
Non-binary,Other,Yes,34,C,C,72.46327075201503,A,D,E,C,A,A,-7.052887465767238,-40.27456796554899,E,A,B,C,C,1
M,Hindu,Yes,46,D,D,-43.842040689715695,D,D,E,C,A,C,-26.802442872443123,112.3064187869857,D,D,C,C,B,0
Non-binary,Other,Veteran,68,B,E,-85.385059579669,E,E,C,B,A,C,4.833875127831551,140.73053428797223,E,D,A,D,B,0
Non-binary,Muslim,No,59,D,E,0.4022847500331829,C,B,B,D,B,E,-55.42792868917974,51.255558172094496,C,A,A,E,B,1
Male,Hindu,Non-Veteran,54,D,C,64.19965007280435,E,C,B,B,D,A,-11.217330251106663,10.378389111674325,E,A,E,A,A,1
Other,Buddhist,Yes,94,E,A,-74.01947811198623,E,B,E,D,C,A,125.04058818602586,-16.368238581440192,A,B,C,A,C,1
F,Muslim,No,27,C,A,-183.85625833881312,C,B,C,D,C,C,-26.739531746779942,-92.64252811070493,A,A,A,A,B,1
Male,Buddhist,Veteran,41,A,A,-7.922063141605092,B,B,E,B,C,E,-37.303885039992416,58.48134399649301,C,B,C,B,E,1
Female,Christian,Yes,49,A,E,-43.56205534419861,E,C,C,B,D,A,-64.52996027961173,87.37835204303143,E,A,C,D,E,1
Male,Buddhist,Yes,34,B,B,92.09350032324056,C,E,A,C,C,A,-73.70823939060004,100.79580838172953,B,C,C,A,D,1
Other,Other,Veteran,50,E,C,83.47482441993422,B,C,E,E,B,C,49.180030615623025,32.96603388343314,A,A,A,A,C,0
Non-binary,Christian,Non-Veteran,71,C,E,115.3886484706794,D,C,D,A,D,A,-111.03984683594297,94.0829420109132,E,A,E,D,D,0
Female,Muslim,No,52,B,E,43.84665158446586,C,B,E,E,E,A,69.627782874131,-17.261308750312562,C,A,C,B,D,0
Non-binary,Buddhist,No,32,D,C,-189.46846485035522,C,E,B,C,D,D,-110.62649693501308,105.30908331318405,A,B,A,A,C,1
Other,Christian,No,23,A,E,34.35170566572544,C,A,A,D,E,E,-15.887917486450378,139.9910436335828,B,A,C,A,C,1
Female,None,Yes,30,D,A,6.737841770198948,E,E,E,B,B,E,117.63245168451766,-116.69367769165781,E,E,E,B,E,1
Non-binary,Hindu,No,62,E,E,-222.59864064060682,A,B,C,E,D,A,124.57431773278245,-161.8319287474339,D,B,E,A,E,1
M,Hindu,Veteran,53,B,B,-24.340977854878435,D,C,D,E,D,B,-7.230644644148107,-61.30727834182162,C,A,B,C,C,0
Non-binary,Christian,Veteran,53,D,E,134.9518539498615,A,C,B,A,D,A,-173.66477557145922,-102.29051993028615,C,A,E,E,A,1
F,Muslim,Yes,39,C,E,40.782923663229184,E,D,C,B,E,C,-10.691193658419387,95.2672184447595,A,E,D,B,B,1
Female,Jewish,No,71,A,A,0.7161642686540668,B,E,C,C,E,B,-118.49513895146899,-59.27066846658895,B,E,C,A,D,0
Other,Hindu,Yes,34,E,C,92.0451220180712,C,C,A,A,E,A,150.63394229248394,-68.19035483939565,A,B,E,A,B,1
Non-binary,Christian,Veteran,80,A,A,22.232728839229974,B,E,D,C,A,E,135.30750478097414,66.23871554901825,C,E,E,D,B,0
Non-binary,Other,Non-Veteran,93,C,D,-21.706392691657854,E,A,A,E,E,C,124.48139796643052,56.01286879935898,B,B,B,B,A,0
