handicap,AGE,military,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
No,97,No,Brazil,B,B,-56.11573951067164,D,E,45.476953952590186,61.92541256627493,170.33445556152768,C,B,0
No,43,Veteran,Mexico,C,A,-54.52792059069568,C,A,130.01244813870662,-82.80140808094822,104.8253264593403,E,D,0
None,32,No,US,A,C,-84.82061024287785,C,B,56.91027714420537,-11.552649875474495,-6.019450211830154,E,C,0
Mental,44,No,UK,C,D,-69.21682526886809,C,B,3.6618015166318694,-5.982036216312315,-60.16096184121766,E,D,1
Yes,79,Yes,Mexico,C,A,175.86005446168855,A,A,-94.79063670628763,33.791964521361606,182.8065405754114,D,B,0
Both,98,Yes,UK,B,C,38.59938252691347,B,D,156.36524167233082,-7.312708649691621,14.43255690061274,C,C,1
Physical,87,No,Brazil,B,A,97.30006870797062,A,E,16.809109921708153,34.848795982027106,-95.94621991798945,A,C,1
Yes,64,Non-Veteran,Other,D,E,-4.481398567252981,E,C,-112.36031853882875,-113.30786640189687,132.9699687368291,E,C,0
None,61,No,US,E,C,96.99042927540651,E,B,8.499582639361556,64.56310669169186,42.03239712431621,D,A,0
Yes,56,Non-Veteran,Germany,D,E,94.75670882539276,C,D,16.609175046434526,9.79759568511188,117.73471117004632,A,C,1
Mental,31,Yes,Mexico,C,C,54.77363189435456,E,E,-71.71905689810497,-54.35108027244958,48.179686420418264,C,C,0
No,68,Veteran,China,E,D,-89.45160991866831,C,E,-127.60610316152628,1.2342228479458408,-18.568332344075614,D,A,0
Physical,52,Non-Veteran,US,D,C,-68.51018829229379,E,A,-84.94575888033303,88.74242554207632,80.31058238334322,E,C,1
Physical,25,Veteran,US,A,D,-109.5084045421699,E,E,30.235129514339782,-67.43624493816449,-114.48840827056273,C,D,0
Physical,81,Veteran,UK,E,C,125.4446134774983,D,D,73.86493072982158,89.24807122596746,-77.5068192487779,B,D,1
Yes,34,Veteran,India,D,C,-40.524879531763325,B,D,103.25344538320711,-108.50088563644749,24.893084324513257,D,B,1
None,65,No,Germany,D,C,-113.41630260735711,E,A,-24.61086057158425,24.152056360080294,156.82389462708963,D,C,0
No,61,Veteran,India,D,C,-43.89562045202899,A,D,102.40301805600922,75.32929650322413,-92.63673645404359,B,D,1
Mental,46,Yes,India,A,E,-63.14780936287892,B,B,-91.72095296012516,-89.8806735537376,149.5323520666949,E,E,1
None,76,No,Other,A,B,-47.16643084186619,E,D,96.09407892905892,-49.36657255477903,-2.067606598446703,A,D,0
Both,74,Veteran,US,A,C,82.29759919004415,B,A,40.81823212005447,82.13611118566635,-19.34478615780609,B,A,1
Mental,23,Yes,Mexico,E,C,-13.074604434929313,E,B,-40.35146937658181,-5.798091302556325,-122.38639802685698,D,C,1
Physical,93,No,Other,E,E,14.59094889627777,D,B,152.6418918606831,103.38672945857137,-117.75772484279065,E,E,1
None,85,Non-Veteran,Mexico,A,E,96.67694049252373,C,B,67.88738635215499,37.65447529555148,62.041401979202845,A,B,0
Physical,93,Veteran,Germany,E,C,146.70211592623895,A,D,133.95775877253936,17.278870641474153,-177.05771492895911,B,C,1
No,81,Yes,US,E,B,86.97943264699194,A,B,-109.61886650747287,44.52378055679827,-159.0693435615181,D,D,0
None,47,Veteran,Other,C,E,30.71964882233304,D,A,-62.96034845404649,-25.978338243083126,-50.78346466325841,A,E,1
Yes,44,Non-Veteran,India,D,C,-38.65004664977516,E,C,65.62600819026744,31.263777690346267,138.1249809199351,D,D,1
Both,64,Veteran,US,A,A,-20.179323605855394,A,A,-146.71826197768598,-67.35220877427462,-103.34962257971702,C,E,1
Yes,94,Veteran,Mexico,E,B,-233.06345011980346,E,D,-34.23581692247329,-96.11274817818762,167.50420736595956,C,A,0
Physical,77,No,Mexico,B,C,-81.29700744501984,C,C,72.44614717737947,-142.02507436792848,-77.71464523452646,D,A,1
None,47,No,UK,B,D,162.70048780538588,B,D,191.57735875089642,-218.36241175192023,-86.6709768196771,C,B,1
Both,71,No,Other,C,B,67.19038744857674,C,A,-57.21281051484448,-52.26135006423057,81.36730915719603,C,E,0
Yes,30,Yes,US,D,C,-21.267436056735235,B,C,-181.95306786346663,-22.1501472400873,90.11757280858161,D,A,1
Both,43,Veteran,US,E,E,152.6654659671654,B,B,-117.5765659225098,27.121529724311138,23.267621858416852,A,A,0
None,24,No,US,C,D,-100.57006210862036,C,A,5.891634449777033,2.6174933919995955,-13.635955148010131,D,B,0
Physical,25,Veteran,Germany,B,A,-103.88606912197264,E,A,73.53342497476228,-115.33532803038217,90.6898311312042,E,C,1
Both,80,Non-Veteran,Other,D,C,-150.27791104580425,B,E,144.03363477166232,159.84629741777684,-66.47764891785263,E,D,0
None,50,Non-Veteran,US,B,A,-5.720386044582718,C,D,-30.270825960494314,123.9141121182344,15.312715585759781,B,B,1
Mental,82,Yes,Germany,A,E,40.70640867558161,E,D,-39.66126644560305,-32.88627832734734,-83.63280308273205,B,D,1
No,45,Veteran,Other,D,D,18.543122691958935,A,B,-212.3202726457077,11.884487828232288,-41.71113258015476,E,A,0
None,90,No,Germany,E,E,-98.3111863933266,C,D,-58.41967260838532,-20.051796329230207,-81.1196355679553,D,E,1
Physical,83,No,India,A,B,89.92355995950479,A,D,55.56942107154767,124.05472076956876,-157.43614978760533,E,B,0
Physical,51,Veteran,India,E,B,32.03085585334991,C,D,-60.813735867047406,-288.01288139199437,146.00326864200724,A,A,1
Yes,87,Non-Veteran,Brazil,A,B,278.70822503100794,D,E,18.09731679743036,-186.30004164570934,27.988819115346743,C,B,1
No,34,Non-Veteran,UK,A,A,164.28378824879974,D,A,51.068920674584916,-86.79445611820644,-13.280733631798208,C,A,1
Mental,64,Yes,Germany,C,E,-85.42564582080952,B,A,-28.865270952850413,-175.06748067789755,158.64359691208784,A,C,1
Mental,76,No,US,D,A,-60.53301566081415,C,B,-35.012439748839064,-6.201477607862923,17.725044229298195,A,E,1
Yes,19,Veteran,Brazil,D,E,180.36682484703948,E,A,100.13598951953384,98.77449129271756,-55.55984626468855,B,C,0
Physical,38,Veteran,US,E,C,-107.12680116400546,B,D,136.94954782638285,-34.47139203895347,-83.34368351989191,D,B,0
No,98,Yes,UK,D,C,-144.4582031518751,C,D,-126.88267661106816,128.74547944355024,-78.59490917732755,B,C,1
Yes,97,Non-Veteran,US,C,A,-52.24640950130696,A,B,19.648955113665274,12.082981109169442,1.7150715058661856,C,A,1
Mental,65,No,Other,C,E,-213.31165876522067,A,D,191.02014187965446,-22.289794882514517,-48.86433998316658,E,D,0
No,93,Non-Veteran,UK,D,C,-46.63450557674682,E,C,-117.13084920426094,-51.59444545797531,-123.27630716155052,E,E,1
Physical,36,Veteran,Other,E,B,106.04954200571142,A,C,-133.390414086989,-36.22477231250492,-62.044013794126975,B,D,1
No,23,Yes,UK,C,D,-104.15975751216466,E,A,-106.189307540174,-106.05154756613189,-62.380198095461324,D,B,0
Mental,81,Yes,Mexico,E,A,-199.64052714364163,D,A,-35.221831908238464,-3.35882326283858,22.874240398071727,B,B,0
Mental,81,Veteran,Other,B,E,77.13477807358265,E,D,267.01858014522384,11.784830306172593,8.385856332521161,E,A,0
Both,21,Veteran,Mexico,D,E,-240.66332121282966,C,B,184.23077874214465,73.4546463400332,125.78911826815764,A,B,1
No,94,No,Brazil,A,D,-146.34518474763365,D,B,-140.9847714017164,76.42886495232398,38.23964895608724,D,E,0
Physical,50,Yes,India,B,E,94.9773882865144,A,A,-93.19327995250114,70.61470969852192,73.56699080035665,D,C,1
Physical,57,Veteran,US,E,A,-14.286026844022274,E,C,-12.95517865979453,90.97220960522758,123.33436794092934,B,B,0
Yes,52,Non-Veteran,US,C,D,93.16226735835014,A,C,-139.47874982693975,-115.47211620173545,-153.17756342702626,C,B,0
None,55,No,India,C,D,-171.8922267815894,D,D,-178.7515951041108,229.74467917599125,70.2860791594808,C,A,1
Both,44,No,India,E,C,-139.3155116980275,A,A,-89.93669893618267,4.218002501990058,-40.01745774408318,B,E,1
Physical,51,Non-Veteran,India,B,B,-39.022424437393255,C,E,72.05645307076722,-64.86637861530117,63.967422217537454,E,E,0
Mental,31,Veteran,China,A,C,-81.4379743680353,D,E,-10.899962547854358,99.45762518412528,-37.44831886941934,B,C,1
Physical,21,Yes,India,C,E,-31.979508066194317,C,C,-84.354572007807,80.95927911551742,-198.3818081982168,C,E,1
Yes,40,No,India,E,E,-16.706565927642224,C,B,23.135168732600963,-26.34192106244547,81.91401652552412,A,B,1
None,70,Yes,China,C,A,67.27823524987718,D,E,-261.97481306219294,253.21886746961928,47.217399167163194,E,E,1
Both,37,Veteran,Brazil,E,D,-50.26686658038528,E,E,240.9239609687893,134.88556697725377,14.48554786446848,C,A,1
None,47,Non-Veteran,Brazil,B,C,16.58201274482867,A,E,-2.31100544321802,5.151854652182782,217.87571683863072,B,E,0
None,94,Veteran,Brazil,E,B,61.000078572555715,B,D,299.3741629376824,95.94994769098591,61.46436957692916,C,B,1
Physical,75,Yes,China,A,C,48.384294827179254,E,E,-121.6015554235844,24.512029562095634,-218.10320966529198,E,A,1
Physical,44,Non-Veteran,Other,B,C,24.86644532519042,E,A,-93.88554296962548,32.61800645953773,22.76111941690189,B,D,0
Yes,52,Veteran,Other,B,A,152.17203563591616,B,B,55.69795668201909,-31.87439778814179,49.526098286380396,A,E,1
None,89,Yes,Brazil,B,B,-18.374439867883915,E,B,138.96149477533558,21.95046200600364,25.63158864875049,A,A,1
Yes,88,No,China,B,D,24.533876739001233,B,B,-136.3776158410416,-19.58034545642751,-71.49398881286007,A,D,0
Mental,28,Non-Veteran,Other,C,C,144.4847287625296,E,E,52.38741102060496,-130.72264952097322,31.563391796664643,E,C,0
None,75,No,UK,A,C,154.4631829390648,C,E,5.746770879307745,128.370418277051,127.4752733187234,C,A,1
None,41,No,UK,B,C,42.75495596464983,C,D,29.516402310579227,-6.666234716312491,38.837269618274334,E,D,1
Physical,67,No,Mexico,C,B,141.58285157366964,D,E,8.126568333933497,-8.389271386684939,-18.205337149398616,D,E,0
Both,56,Yes,India,B,B,-1.8379533700978254,C,C,-96.43712343524263,18.196352775168236,25.477737521961174,D,D,0
No,68,No,Germany,C,E,-126.01358581981927,C,A,-59.904799173709954,89.19834978249021,-80.29955141832774,B,D,0
None,51,Non-Veteran,UK,D,E,2.758179423120824,D,C,16.567908040016242,-87.84841596729078,-112.68731502759918,E,A,0
None,78,Yes,Mexico,D,D,98.51656493225921,B,D,162.7023944104519,136.55551269984693,-13.948005882397254,D,B,1
No,72,No,Germany,B,D,-120.4759854009188,D,C,-122.24771586534683,92.73836991585497,-66.79070036010172,A,D,1
Mental,64,Yes,China,C,C,-50.3376268879566,D,C,-15.816760886987344,-4.20696468212178,-103.5975237380205,B,D,0
None,41,Yes,Brazil,E,B,-8.728239952957178,D,A,1.5895233380992155,-10.803563887745874,-111.88760306015428,C,D,1
Yes,94,Yes,US,D,C,102.0739090493707,C,C,145.8782652357414,-197.30694311582286,9.08704651328532,D,A,1
No,40,Veteran,UK,A,C,117.65932390357894,C,E,-16.79584965545197,-151.17502296218126,91.13221064602907,D,D,0
Mental,80,Yes,Brazil,B,C,-27.258423690235734,E,E,66.75229492373225,231.1342414159882,126.5161653789169,E,B,0
Physical,41,Non-Veteran,Other,B,D,-59.49695038798114,D,A,2.367144783413243,-67.68903636553767,-224.87666337970867,E,E,0
Both,46,Veteran,UK,D,C,33.88507784710592,C,A,-72.43670505525303,-15.761588101207815,135.04960025257665,A,D,0
Physical,47,Yes,Germany,E,C,-0.17819425069870204,A,B,-97.66099266803431,73.77935571461698,39.56351597364152,D,D,0
Physical,24,Veteran,China,A,C,60.78709496251927,E,A,26.04148442969334,6.084326466411463,-37.543598462191,B,B,0
Both,72,No,UK,E,D,-91.8099353365311,C,D,-11.508251670871951,-74.2476141904793,25.398469155532343,E,A,0
None,72,Yes,India,D,B,1.5565359034133193,C,E,51.60853449989739,-53.57589266341649,36.32743547511069,E,B,1
Mental,74,Yes,UK,C,D,142.15505433867432,D,B,-50.72755886181633,99.33246064151297,235.35912396567008,C,D,1
No,87,Veteran,Germany,D,C,-110.54038866945027,E,A,89.35645684230558,18.518173508957336,241.3139812244581,B,E,1
Yes,73,No,India,A,C,-123.11122856098169,E,D,47.903646222996855,-54.10909916123477,165.49451277623152,E,C,1
Both,89,Yes,US,C,A,-245.82958391008071,C,B,115.49059808887776,-78.12483465220991,-99.4075131116398,D,E,1
Mental,29,No,Germany,A,B,1.536173157025973,D,C,96.75481319647396,-67.26433864910962,31.478236213212874,B,C,1
Physical,81,No,India,C,A,12.354750015447577,D,A,143.84100127628824,-32.14776106496494,-118.9498219983379,B,C,1
None,68,Yes,US,D,D,6.675020009348009,B,A,-83.97383160476174,-123.46184285456658,-24.385889062871467,D,C,1
Physical,32,Veteran,Brazil,A,D,0.26602500714010485,E,E,-115.83463681831678,54.48865717572867,-53.37120159237987,A,A,0
Physical,52,Non-Veteran,Brazil,D,C,8.616151459576413,A,B,-34.23875432188125,38.60910559535208,-153.14219015556196,E,E,1
Physical,70,Yes,UK,D,A,205.47678581233973,C,E,26.978868271529688,49.78760742904335,100.34717416538044,E,A,1
Yes,50,No,UK,E,E,178.50299274486082,B,E,-85.33073106050782,-40.64206598741873,-111.71531291432983,E,C,1
Mental,86,Yes,UK,E,C,-132.1615813859323,E,C,38.80530027571675,-80.54091029994488,97.52511358140774,C,D,0
Mental,69,No,Other,B,C,-66.60884977072654,B,B,-3.7983262543688356,-0.6297638990113423,-169.67628284949333,B,B,1
No,40,Yes,China,C,E,-109.26683189239728,D,A,105.80625006493393,-5.72923453844442,48.57584793554023,D,C,0
Mental,48,No,China,C,A,55.488513682805355,E,C,-8.733641497673311,-87.49925222904895,-58.159330942077126,E,B,0
Mental,65,Yes,China,D,D,-56.843195255440314,A,E,20.900973966605754,9.542057801310795,-41.55558970618088,A,D,1
Both,25,Veteran,China,A,A,-44.16659363551682,C,A,187.2854892397772,-23.669691283396805,99.3155553114138,B,A,0
None,77,No,Brazil,A,D,-45.556250275343395,D,B,75.83924823722255,125.84282118297689,90.01452659191531,B,E,1
None,18,No,Brazil,A,A,-132.07381821772606,E,B,95.11872927190934,101.71597195951207,4.9334335680781765,A,B,1
Both,59,No,India,B,C,141.86989233594755,C,D,58.38568254667202,32.50917157539181,0.6377978872367692,C,D,0
Both,63,No,US,B,B,134.77795180827863,B,E,-91.48555211175211,115.02318529724589,-29.188277890194534,C,A,1
Mental,22,Non-Veteran,Brazil,D,A,-82.79262974938099,C,B,154.76043496144916,-46.2822141685005,-125.10318762953037,C,B,1
None,26,Veteran,Brazil,A,E,-68.22494592252613,D,B,-61.433755867582065,-40.1398897047209,-38.1644984890399,A,D,1
Mental,20,No,Mexico,E,E,3.494374939836969,C,A,-61.06643186875751,-172.80670284142136,50.61098997376152,B,A,0
Physical,81,Non-Veteran,Mexico,E,D,37.804840837250175,B,B,-78.93168756281511,84.57794037473971,-27.469732227721405,A,E,0
None,89,Yes,UK,C,A,-137.71962642098913,E,E,31.495981928057393,-23.77715506916052,82.94837980365507,A,C,0
Yes,23,Yes,UK,C,E,54.601123967616395,B,D,-9.068594790964447,-164.29329372923328,89.00678084579786,A,A,0
No,58,No,Brazil,C,C,161.694409237073,D,A,-18.32861926655969,159.20661424801884,-148.61328405222153,E,A,0
Physical,19,No,Mexico,D,A,-184.51039500401518,A,C,114.62807738537515,155.9591475623889,-102.83644546012486,D,C,0
Both,29,Veteran,Mexico,E,C,20.90883007082438,B,B,-35.34622765182963,-28.499985672041667,80.92592442149494,E,A,1
None,50,Yes,China,C,C,83.01550854520711,E,E,-30.326846494843835,-134.1554928514305,-30.630391023213154,B,D,1
Both,60,Non-Veteran,India,B,E,-86.12384414484485,B,A,12.266346575017762,-73.93206502408924,-15.136808827501739,A,C,1
Both,85,No,Mexico,A,D,-27.692108111943515,C,A,4.686732844505513,152.41461133594265,-33.467261204438365,D,B,0
None,75,No,US,E,E,51.79764016982274,B,E,31.200971597240517,151.30953614310764,-185.77276618678343,A,B,0
Yes,50,Yes,India,C,E,-200.05286608172574,E,D,-52.22332260009699,8.754082815640707,19.401466928015825,C,C,1
No,63,Non-Veteran,US,E,B,26.59602490106871,A,C,71.36409772683109,-6.491188213010012,-102.25895052814673,D,E,0
Physical,94,Yes,India,B,C,31.241901119926336,D,C,164.72020749754103,219.86428993864018,-78.74637886996061,D,E,1
No,69,No,US,E,C,-112.55766138912206,A,C,95.55896768851386,-58.4238497891716,-29.611241584087455,B,B,0
None,65,No,Brazil,A,C,-86.79352360123193,A,A,12.891266590656844,-47.63526280973462,42.723419114427955,A,B,1
Mental,24,Non-Veteran,Other,A,D,21.9563003319297,C,B,200.47822868635933,-192.27455137850072,33.43733976750784,E,A,1
Both,49,Veteran,China,D,B,-21.055019275140527,A,A,105.19732724801733,190.66295657799344,-32.3540289315483,C,B,1
Yes,56,No,UK,C,A,78.9115126835587,A,A,52.046700253364264,146.66727437114582,43.51102119708294,C,D,1
Both,31,No,Mexico,A,A,-163.38211222295888,E,A,-29.44666075909275,187.2082811983721,-61.04947375158822,E,D,1
None,39,Non-Veteran,India,D,A,56.83205381262017,C,E,83.19813931936574,-100.49744130018168,-162.62246592426277,D,B,1
None,78,Non-Veteran,UK,E,A,31.948998835158875,A,E,171.53434458973277,62.06251581191077,99.92916785717279,E,A,0
Both,50,Non-Veteran,China,C,E,64.41920831021854,E,E,18.52970278859128,-113.78009452563896,105.40002646478497,A,D,1
Yes,58,Non-Veteran,US,A,B,-149.31774892907623,B,D,-171.8938205460862,-51.69136236564983,12.492340224887617,C,A,1
No,66,No,US,B,A,36.401468858931786,C,E,30.117771115205155,158.3495388483082,-72.89193828524904,A,E,1
Physical,35,No,UK,A,E,-174.31391511623661,E,E,-53.35619076262472,73.43496154794566,-20.20921406823346,C,A,1
No,49,Yes,US,E,B,18.63783565741279,E,B,-4.551817973582911,-65.53861536139249,99.64654578554496,E,B,0
Yes,93,Veteran,Mexico,E,C,115.4325859932272,E,D,19.52323736680422,197.91538658711576,-83.29701380351695,B,D,0
None,79,Yes,India,A,B,-113.51190802739433,A,B,25.980625161454558,-79.98062530537536,-45.875387881219346,A,E,0
Physical,57,Veteran,India,D,D,-114.26824293538458,B,B,42.65047980408465,35.41762815937574,129.98544758627727,E,A,1
Yes,74,Non-Veteran,US,B,C,51.95474140595751,D,D,-151.9923593192363,172.61991335130267,89.44537640966243,C,E,1
No,84,Veteran,US,B,E,90.47831046019961,C,C,75.87801255741608,23.653205075281402,199.37318797225655,C,E,1
Yes,18,Veteran,Other,E,D,80.01930134201251,A,E,-189.62019137072227,66.93152724766155,77.80051359952928,B,A,1
Mental,89,Yes,UK,C,D,53.09083226707345,D,E,-73.80521555644526,-33.32126504584381,-110.34297581177677,C,B,1
Mental,33,Non-Veteran,India,A,C,-41.080747535762455,E,E,166.1770787021448,-15.014824138994879,179.39297979176138,B,E,0
Yes,44,Yes,Mexico,E,D,5.768644576418884,B,A,89.5213649732907,-84.59893980244874,170.89372349084587,D,A,1
No,75,Veteran,Brazil,D,B,81.9993313438526,C,B,-54.7105598424504,-102.72444022015277,14.027497067927083,A,D,1
Yes,97,No,UK,D,D,-89.73432699335345,E,D,-116.30167723524582,-106.17279506177522,3.1190711467785697,D,E,0
Mental,75,Yes,Other,A,C,-3.6206758645473243,B,C,-49.74158654648121,101.89498951957694,-222.27803331375634,C,B,1
No,48,Yes,Germany,A,D,-151.51577821363338,B,A,71.58885149617169,-60.74508137386161,120.18101187368262,E,A,0
None,81,Veteran,Other,D,B,113.508239010439,D,C,139.91635362733297,16.143690099760548,-11.701570136851922,C,B,0
Yes,40,No,Germany,D,C,-47.42955938583017,E,A,139.75395051461317,-68.82842897066801,-68.18482114284016,B,B,1
No,85,No,Brazil,D,B,101.73456816699702,B,E,5.170616230244223,90.12852155040933,-36.84800540167213,A,E,1
Yes,72,Veteran,China,D,A,162.29224384070585,E,C,-0.2772058339069372,137.30793085806886,-83.750396842621,A,E,0
None,31,Veteran,China,A,D,104.51372709373913,C,D,124.88161081567135,96.99656287243265,-129.24932112806758,D,B,0
Mental,62,Non-Veteran,UK,B,A,-2.256328784504418,C,C,63.37398166598417,-19.35725780864102,-45.01477686121553,A,E,1
No,98,Non-Veteran,China,D,A,-40.37071656772829,D,D,-44.833035756211274,7.357335973939333,-12.993365261996617,D,D,1
Both,74,Veteran,Brazil,D,B,-163.78549331499747,B,C,23.85638857965746,121.37393818716275,-36.93895843374395,B,A,1
None,81,Veteran,Germany,D,C,-104.06194233766229,A,B,68.90230317759448,8.114066109813717,15.45679263996503,D,C,0
Physical,72,Non-Veteran,Mexico,E,B,11.328398341501746,D,D,22.779391339749818,29.402106304202974,-26.37771725202261,E,A,0
Physical,93,Yes,Mexico,D,A,92.24400739242851,A,C,-152.09648596420703,-43.85978087152716,-70.92472456479474,D,A,1
Both,59,No,US,E,D,-25.451402761008364,A,E,-29.40927286047562,-159.62278607618725,153.88910966341538,C,D,1
None,52,Veteran,Other,E,D,146.88828407445234,B,A,7.1813092162630365,45.34708703550727,-191.77649987783784,B,A,1
Yes,32,Non-Veteran,Mexico,C,D,29.528038700636927,B,A,-107.8159359676363,33.316565275217044,97.37649387244724,B,B,1
Yes,41,Yes,Germany,E,D,78.34503395157556,E,D,-61.58280278830382,-72.31075517296073,115.20617486648213,D,C,1
Physical,26,Yes,Germany,E,B,94.96100855370727,B,B,73.23357001317693,33.3203793906295,-53.69124218110316,C,B,1
No,30,No,China,C,D,-80.1903504288996,E,A,-131.49548021486757,47.23340349359682,35.441004360833126,C,C,1
No,44,Yes,UK,C,C,-46.45052547814087,A,D,55.109177865407446,13.879713925824658,-211.88434296581548,D,E,0
No,85,Veteran,US,C,C,71.32592421052414,A,A,-64.64590782348711,-64.55813023249362,-0.9053855845705012,C,C,1
