ethnic_group,Gender,birth_year,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Other,Female,39,Heterosexual,-37.744383073760716,16.4579214267635,-314.6236770166708,117.500317362386,B,-27.552416125562118,1
Hispanic,Non-binary,38,Bisexual,-18.846846481564103,-38.12326287907188,-14.733095398680272,-63.48976344239345,B,81.60308378275677,0
Asian,Other,55,Homosexual,34.532398482946554,117.64537691836917,-53.3767631055755,129.9099225974264,E,-143.10385328039118,0
Black,Other,72,Bisexual,56.55148075189427,-58.9605994538631,111.65680616662979,-150.4108097705161,D,-160.7066360933481,1
Asian,F,32,Heterosexual,246.93561216392945,168.23841471919803,-96.0805193186524,-17.265033425024395,E,-114.42108016320441,1
African American,Other,60,Homosexual,103.09584039456519,-101.34037164051293,-189.41944035669314,-10.51072215390622,A,174.36464243112192,0
Other,M,56,Bisexual,124.53462161964185,173.44243631003704,-99.34477200614577,-102.88270797756212,A,-104.12262023581545,0
Hispanic,Non-binary,25,Heterosexual,-79.14370776172971,46.50151655549158,-38.35494274605505,-78.37658381052462,A,-10.720776822177594,0
Hispanic,Other,37,Other,-23.626641851684838,-114.96293096565789,1.3321244618426642,-159.22588933016004,E,57.05327543347865,1
White,F,66,Heterosexual,56.54909350368767,192.16656560119816,1.2961750044404294,-181.2102068967503,A,-94.06180550342135,0
Hispanic,Female,65,Homosexual,-100.82391504756049,35.82269099680283,-41.27047296266054,-41.83978569791404,D,-60.70674825716538,0
African American,Female,65,Heterosexual,68.27586400037167,-10.073031750487235,18.138050244777972,-2.938151846916405,B,-60.17457781813689,0
Hispanic,Non-binary,49,Heterosexual,-9.078744383157987,158.0037212717768,-128.8817459388017,-41.24821626238802,B,16.953952193848114,0
Hispanic,Other,19,Bisexual,-25.813104442242647,-230.60927193202866,-89.57026460714171,12.062309566965972,C,39.99351118501752,0
Asian,Female,73,Bisexual,88.92782602868348,-58.25372810252611,-37.175849242127704,-112.42728418061077,D,-71.54893004364078,1
White,Female,43,Other,-34.87452948880511,151.63304777657703,-96.90433020989377,-52.800717105458716,E,7.875516982516231,1
Hispanic,F,69,Homosexual,-117.0915383252246,-89.08659156040387,6.742452881482008,104.38773810344067,B,-119.66367267385426,1
Asian,Female,57,Bisexual,-34.15512139474378,-41.842376723975924,-56.53297705352682,-64.1304114966994,D,-51.368937229232905,1
Hispanic,F,45,Other,-99.93230040119155,51.39214759360067,149.67439148559828,30.7799212325648,A,-153.19746312547292,1
Black,Other,57,Bisexual,177.03951468966852,-130.59170202950767,-139.50549561550903,56.916830640867374,E,25.271681247583395,1
White,M,55,Bisexual,-170.3389288959728,99.51046171302757,80.93795626016427,29.784794308446568,D,-45.52541710786616,1
Other,M,47,Heterosexual,-92.27448057890464,121.43383426037634,83.10346730825113,-34.06337963636308,D,134.02191292006222,0
Black,M,53,Other,13.532130313993166,-105.66903506682534,-108.32176123728973,-108.8871980880957,E,-13.471038186655312,0
Hispanic,Non-binary,76,Other,-112.25326249841598,-2.9431471140619725,-208.25399116049476,41.32164228514111,A,155.38721643548635,1
African American,Other,29,Other,-22.950799069478727,48.63941366228984,112.33403641500341,-37.2778253200538,A,62.72233988713689,1
Hispanic,Female,45,Bisexual,-19.410788577637035,171.42014302393153,-131.0134526539346,116.88045381689433,C,-235.61840228149916,1
Hispanic,Female,60,Homosexual,143.65271912648066,-78.56828420010902,1.7690351713860308,38.379253951034194,D,-13.45851585866941,0
Black,Female,22,Bisexual,151.2263667623029,68.90511287206073,13.378104650705374,-68.86896605321566,E,-100.06567025835773,0
African American,Female,61,Heterosexual,18.529114498307923,-22.538394007768485,79.40378289221195,-44.734271490353855,D,-114.99717677878793,0
African American,Non-binary,70,Bisexual,-48.94836771823754,-36.974570927795,-96.86735655159599,-142.44975870507298,E,-117.53167718876443,0
Black,M,26,Homosexual,26.953298254868933,16.7203648296504,-160.30918493571517,7.74693024169192,E,-30.934575265092413,1
African American,Non-binary,45,Bisexual,172.00820002538975,4.079779456820194,-142.00127663935126,-56.080086061856235,C,-241.1053626597819,0
White,M,66,Homosexual,157.17013795418785,-95.52011067494357,141.2126410673274,-93.56891889736542,A,-1.0009442850291168,0
Other,Female,48,Heterosexual,5.1927441019729885,113.10942131045097,-61.930581746017,153.02182619806405,D,32.60500465000703,0
Hispanic,F,49,Homosexual,22.987782934316638,-72.20912038878909,23.95291381084628,77.73002375502797,E,-17.807538674482355,1
African American,Non-binary,44,Bisexual,-105.56806756561616,-36.79232693168096,-129.71030320870213,-1.189788216101733,B,-28.121562703700903,0
White,Other,35,Heterosexual,177.48405752242363,-35.365500060867234,-94.66672806412652,-119.7675410904839,C,26.69196836460756,1
Black,M,71,Bisexual,87.05722989642372,-41.257389266802086,22.58313774375832,-79.0639120145383,D,-32.4581271666851,1
Hispanic,Male,64,Other,24.54113265631579,-38.52215658350294,-79.24790451286164,-25.770633851756514,B,247.32685951755013,0
Asian,F,26,Homosexual,-119.18188657991283,4.1242819919751845,-110.36726331110702,259.4257984236695,D,100.65361210883594,0
White,F,76,Other,-22.87633597942716,-152.66466875418658,-69.21649253258116,-59.41352886389172,B,45.87581437599768,0
White,M,57,Other,-22.3455882202084,3.3336424600575767,-153.74883660095878,159.1492076331708,C,144.46468536805656,0
White,Male,23,Heterosexual,-82.57827609599121,41.90018785392383,-19.53728233663455,95.99536663549549,C,6.845234470458666,0
White,Male,47,Other,70.70986856436902,26.09915461626473,-5.711698681042917,26.255128780396735,A,97.12217787941944,1
White,Male,70,Homosexual,33.47744515424611,277.6805189205069,-77.97988279365505,-53.28665499886588,E,-15.61174575454464,0
Black,M,20,Bisexual,-47.214460719495634,217.0239458762225,-187.1518483054074,101.63915966548296,A,10.637012869393116,1
African American,Other,34,Heterosexual,-57.00547283309601,41.22141069140569,53.37581703532026,47.13012417553465,C,-6.611821015547864,1
African American,Non-binary,44,Other,-123.30907577659418,20.51418892176929,-19.02179336760785,74.51135106439001,C,53.56031359190353,1
Hispanic,M,77,Other,193.91842978343425,54.90346105828669,23.903568461568778,-72.32574485694066,A,-30.07787288484578,0
Asian,Male,64,Other,-281.6341083767685,-51.41399231449094,119.48520298123022,52.92585315517078,C,-132.83963050782558,1
African American,Other,59,Homosexual,-65.31948041507158,59.51726268777994,-9.847622264358174,37.54730661711706,B,170.07941924827935,0
Asian,Non-binary,61,Bisexual,-18.69361825315122,-16.152749795687054,167.89882748397872,64.20306620197084,B,155.1141607342265,1
Other,Non-binary,51,Heterosexual,-17.819238850224213,-156.66230066150953,-73.99600807262287,6.876406914152988,A,-78.14609041934504,0
White,Female,79,Other,-7.180303316402391,67.26499619717106,-195.58126078422663,-20.669434926125284,C,134.39454924914494,0
African American,Non-binary,34,Heterosexual,117.18714218209672,-97.51075232604207,102.64683955653263,77.17674821194073,A,-118.90258500310318,0
Black,Male,51,Heterosexual,-134.59306273635966,105.6187949576185,-10.937538155872758,-117.59275836340251,E,26.3315622873443,0
Hispanic,Male,53,Homosexual,-14.456760074210317,75.4033169866532,32.543304391204835,-54.56605197274239,E,179.59742920570866,1
White,M,68,Homosexual,-36.19049494001925,252.58782418201292,-88.43319281806455,24.74770872469996,B,-247.67389100697977,1
Black,Female,67,Heterosexual,169.4186870457587,-136.41457293754405,-2.1761223039374213,41.060426025177236,A,-49.01459414323626,0
Asian,Male,34,Heterosexual,16.32950754363687,22.050152473658294,29.26556822447632,-38.61879101071822,C,50.03035352693224,1
Hispanic,F,28,Heterosexual,289.8663310187546,-0.6245060254728072,-134.62197808408217,-39.54452414553602,C,-97.64001369941761,0
African American,M,18,Heterosexual,-50.24416683275108,-47.1556095627517,-155.455495465636,7.458826139632138,B,309.857387471495,1
Hispanic,M,45,Other,148.1853358487512,-115.21344995711225,-41.50041492457186,-26.37416098294441,B,32.593358848238815,0
Asian,Female,41,Homosexual,-49.740479955170834,-63.041328874157834,186.3057343167685,-34.338134957811064,C,-121.8557845114199,1
White,Male,72,Other,-134.62381870243104,90.16170110644546,-1.624324591695599,100.14158246794183,C,46.211510953435535,0
Other,Female,31,Heterosexual,114.61164067633638,-4.210851191601936,-64.73794872394402,-51.78711325495535,C,85.40805518386411,1
African American,M,23,Bisexual,107.6986030690001,-262.92078308139173,-47.068012581795195,-82.70052728673117,B,78.1740413874901,1
Black,Male,45,Other,-163.71106603584843,-93.82307799657646,39.7541369007288,216.18114824785994,A,65.03686070876472,1
Hispanic,M,54,Homosexual,39.06230613803539,-118.02325429863929,70.04728989827676,143.47240901981596,C,53.59783227533473,1
African American,Non-binary,33,Homosexual,-78.85436189481257,153.31503207118345,-9.334201988102766,-178.53717388817822,A,73.11013233329581,1
Other,Other,20,Homosexual,-148.00741962981616,40.90319911488652,6.038662389086207,-78.54178049472709,E,172.645957440693,0
Black,Male,65,Homosexual,86.98603236021127,67.97931056889979,-17.50755731013565,147.19429541075084,A,-223.7915217800981,0
White,Male,38,Other,1.5163054928645188,76.76879236650734,48.42148963907573,29.068818310189204,B,-87.89981525874505,0
Asian,Non-binary,70,Homosexual,-126.79069220072965,68.6847496914095,-200.6655645941546,100.27084126675501,B,162.54406241168664,0
Hispanic,M,43,Heterosexual,-22.712379265469654,-61.0144423159076,95.85019478591816,13.770419997967931,A,-72.17138948693294,1
Other,Female,73,Heterosexual,-7.285021987669994,61.783045929622425,79.03459776334682,-54.54574966530479,C,11.374590986683572,0
Asian,Female,48,Heterosexual,27.89943893136666,157.1860256943965,-3.2741527047508914,-241.47688245611528,C,70.39323314052702,0
Hispanic,Female,48,Other,-54.00128398595507,60.27344736030484,-66.10674589233265,25.434702388808205,A,61.18300804348019,1
Black,Female,79,Homosexual,-53.94479704921519,107.12117427372432,68.82263387188078,91.03596084639418,D,-48.54963664473587,0
African American,Male,36,Bisexual,-14.532533388616557,40.24035898380324,-69.84917473989657,-1.4212724645789285,A,110.98086255094752,1
Black,F,49,Homosexual,-28.495241258938826,6.178427380307466,-96.84697278425675,-97.29899826135384,B,-29.887957314364478,0
White,Female,64,Other,309.1273639197585,-39.23359157693592,50.109939694575644,154.53843451247658,E,-8.496877645173816,1
Hispanic,Female,21,Other,16.826029052878567,-80.95890212614273,15.359660863483777,15.98165148407065,E,-123.44011488311601,0
Asian,M,61,Homosexual,-79.62342661803066,20.901519303627992,-58.95133604373991,11.028826633364782,E,183.5311985288487,1
Hispanic,Non-binary,50,Homosexual,-10.853766047026179,-122.28162627760058,24.695524231423136,-216.215555788603,C,41.28574284272343,1
Asian,F,76,Heterosexual,126.407858299097,90.67565076511599,-68.43910888931768,-209.8801998450161,C,-32.01877670807995,0
White,M,61,Bisexual,43.736568193165596,-9.3012552829156,-43.10313953697869,-48.25157181582498,A,125.3337834641278,1
Hispanic,Other,71,Bisexual,-173.46952170440017,-56.60523402349331,18.157784857981753,26.918088482121227,A,-96.3180027042971,1
Hispanic,Other,32,Homosexual,165.33247002122243,177.99509189870525,242.89607148531346,-58.79388890597726,E,-46.35590851643105,1
Asian,Male,69,Other,-53.048846883119914,-13.56887439626498,-21.02754384398965,-202.93590903287745,E,85.86248731129777,1
Other,M,29,Other,66.90991223063872,163.1953514240476,-73.56207666238926,152.47228591134404,A,-46.62600545215158,0
White,Non-binary,67,Heterosexual,-85.72805156910846,26.268382646100886,61.94860761313233,-103.11843756215302,B,-52.95365248679945,0
White,Other,75,Other,6.714095177776043,-22.660620565295385,-161.51690178080472,-8.06163388093832,E,-213.17751433551507,0
Hispanic,M,73,Other,0.254222486121212,-59.03552310231729,45.884750210663064,128.2633556337806,D,66.28223834811574,0
White,Non-binary,30,Other,-16.66858215174929,-172.7979691521143,22.27448975659064,96.468461898234,B,-103.65544179060664,1
African American,Male,59,Heterosexual,72.98596538014266,68.72348156106389,-134.1761404448545,49.12374490272418,A,63.75175577917206,1
Black,Female,23,Bisexual,-67.73127845503599,-134.43440144770574,-8.365334462322988,-11.246031132279562,E,-85.39654978611156,1
White,M,51,Other,-78.9603796645367,-34.94335370335988,43.48898020505496,-94.10657637399554,C,-126.96427572890667,0
Other,Non-binary,65,Heterosexual,77.71502763192272,-96.3216117549974,1.94340003645164,172.45206812569953,E,-218.60831078302945,0
Black,Female,53,Bisexual,9.759544811508894,-38.467984875059116,81.66226149105479,-30.48360114743684,C,-171.87903227875694,0
African American,Non-binary,33,Heterosexual,-74.84799326905562,8.196597472124903,-39.174428660738755,-68.68855814319751,E,44.192244010220385,0
White,M,35,Bisexual,142.65144008482162,-53.76319660124898,-96.91627870524093,1.024908127367324,D,-105.94445865916924,0
Hispanic,F,58,Bisexual,-169.1781424022166,29.047462537579488,59.75972492939107,11.60531688100052,A,-77.94835136129434,1
Other,Female,75,Heterosexual,165.61872748277264,64.36699260740195,18.048014842848076,-26.182570198137316,E,86.07986557519503,0
Black,Female,51,Bisexual,-15.692703634903818,13.881154278063335,-249.9469576672126,-141.14985998120255,E,145.01775634816582,1
Asian,Non-binary,27,Bisexual,-78.26902329510436,-95.18227101411053,40.87477213832456,-88.22542123674278,B,134.79629338038777,0
Black,F,68,Other,-146.27003143781712,42.01557496587765,-10.685307749135866,-214.35425992685654,B,-47.881165620293636,1
African American,Non-binary,29,Other,158.63422366873888,-132.75878036916856,106.0267457689228,24.366802397764285,D,-103.31606809518914,1
Other,Non-binary,62,Bisexual,-150.10705407010704,75.65843438014461,56.247136460153,-83.46969774140834,E,-3.9552849536184045,0
Black,F,20,Homosexual,-0.45092727863820004,-71.18541432475214,154.124685970265,-35.78364290601081,E,-151.37962734862788,1
Hispanic,Non-binary,68,Other,-10.943337642096898,57.928265428543256,-68.13683624071957,-1.4859242451858243,C,-18.486428833766304,0
Asian,M,56,Homosexual,181.66434775490407,117.25931337915436,-162.09391707834817,-54.27639298534106,A,-9.699531416619903,1
Other,F,25,Heterosexual,105.61751575920107,190.25616499328044,56.71705670203109,36.82206517141128,B,15.620779172858935,0
African American,Male,44,Bisexual,70.80972200678474,-161.04478531164466,119.69560487907589,14.969946302036588,C,-1.1092508309921703,1
African American,Male,28,Heterosexual,15.418445823617855,-17.578663522312603,103.78551900104208,-19.50780784390344,D,100.97360520338484,1
Other,M,73,Other,-209.9164671283576,52.34944154665173,53.068507218575476,175.82778621026378,A,32.59234317786282,1
Other,Male,44,Other,47.76396865678932,-90.42277491699802,-46.9272669212216,91.88539137614647,C,50.00179292269532,0
African American,Male,32,Homosexual,155.84249342686311,-31.322352039406333,77.07072127707879,20.67454460631975,B,-72.46284621283043,0
Other,Non-binary,68,Bisexual,4.504546411442947,78.54694804175818,-71.15220395034821,-117.6992167230271,D,-2.0104435488070114,0
Other,Other,24,Other,-21.40289413323758,-41.8029558872309,159.57260304560046,170.95497382961875,E,205.60993020146046,1
Hispanic,Other,70,Heterosexual,242.92074084049844,43.70253352082039,74.7122276214816,-11.220220003379964,E,235.83253510646864,0
African American,Non-binary,73,Other,-103.46048791922422,27.677986620050575,-60.38218631245178,-37.29111153505754,C,-21.040844074853542,0
African American,Female,24,Other,32.995655787614126,27.46103816233591,3.1526342560153386,50.771452531003916,C,-56.032404450065464,1
Hispanic,Non-binary,32,Bisexual,69.9627525677046,-106.54154011732906,-150.30978993334276,-43.9065795917545,E,-131.3594776868855,1
Hispanic,Male,21,Other,55.46132724790753,95.67758697232166,-97.2890312116949,-162.54758993233492,B,152.63744456048047,1
Asian,Non-binary,24,Bisexual,1.6332197079869424,-155.46207647966048,86.4629086047852,-48.28520524334982,A,-6.439868502531149,0
African American,Other,67,Heterosexual,-64.51162977889688,91.97888906918615,77.46140227822535,75.95857255294302,C,43.850889257720844,1
White,Male,69,Other,85.08127777926089,-144.7938074421344,62.746638778252276,-46.17450601376649,B,-59.38593460870043,0
African American,Male,31,Homosexual,-73.95275920100342,99.61034228762085,245.83062411332276,-124.67611039163135,D,35.30852420371956,0
White,Non-binary,50,Homosexual,-5.1356407236890504,-50.20110863353637,-29.64664496119494,-45.88367525541312,C,-39.8816656710164,1
Black,Non-binary,76,Bisexual,-24.557597733489175,-53.19223313970759,-40.65131855471848,27.578760534903026,C,99.75382610856484,0
