orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Homosexual,B,B,81.16668182774647,C,41.286445888751274,C,B,D,C,117.55782995761308,-0.011595060298179806,1
Other,B,E,-16.657937998614948,A,14.485152259625655,B,D,E,D,39.79280066229345,-40.88483812916285,1
Bisexual,C,B,83.20049872615695,C,-113.49280018934378,C,B,E,E,-23.406058510659253,-116.42640334313441,1
Bisexual,D,A,-123.58290194462707,C,-182.20913043823862,A,A,C,C,-85.19802613821045,-53.78950065396558,1
Other,B,D,64.77324645315029,B,-19.303749646269345,C,B,C,A,98.1144743675851,-47.45120369912257,0
Homosexual,D,A,57.9013988641386,C,37.36321571041802,B,B,B,D,79.60633507563212,-48.42917341776604,0
Bisexual,A,A,76.40660577881357,E,103.54654838075821,B,D,A,B,-62.874387262406984,-46.29482620799379,1
Other,B,B,-129.72581823642003,E,27.532894474345532,C,B,A,D,113.14846253944037,-61.67944586841815,1
Heterosexual,C,D,48.91094238457636,D,65.0521475265874,B,D,A,E,83.80680965403302,69.18791108033254,1
Bisexual,B,B,60.85364143126243,A,-190.23852819264746,C,B,A,E,-74.32242098546234,43.985309201005755,0
Other,D,C,32.87741535812363,E,88.01294355301275,B,B,D,E,94.78041268604906,80.69768561860245,1
Heterosexual,D,A,-41.733809921242134,B,-41.119433087697146,B,B,E,A,95.60402835097021,115.36974696341473,0
Other,D,A,-170.67865193644687,E,-164.12095636809588,C,B,D,E,-124.27417425877425,-15.175997149207527,1
Homosexual,D,A,5.4820791887787585,B,83.00640627967114,B,B,A,D,30.98068010094291,14.13857602785082,1
Other,D,A,-59.62144018922726,B,21.451897220376292,B,A,E,B,-31.37295001124144,87.84152390004661,1
Other,C,A,-148.3484062221198,C,-44.645627842908596,D,D,E,E,-82.46419316051089,-54.793764642185586,1
Homosexual,A,C,19.209565279171674,E,-175.3472683503206,D,D,A,D,206.53221376965917,7.658829084223454,1
Heterosexual,B,D,-57.01972456017845,E,17.60733957210954,C,D,E,D,-31.437285673710676,89.66347559758637,0
Heterosexual,C,C,39.04457477546816,E,48.71371156347418,A,B,E,C,-23.23557804339052,24.156598367163085,0
Heterosexual,A,C,-82.81032008957992,A,212.1557459051409,E,B,D,E,-19.705099030519264,251.32456899407276,0
Other,B,C,-228.7208500230575,D,-210.71327299566138,C,D,C,C,77.7761377823601,-221.79697635621537,1
Bisexual,D,E,-169.3599685198366,D,-10.98841125491538,B,E,A,B,-116.4458194085532,-49.602436742230196,1
Heterosexual,B,E,-84.92936054902725,C,-44.326591688968406,A,E,C,B,26.18758139780845,-87.070504842335,1
Heterosexual,B,A,-68.87134945537555,A,-7.086937400256045,E,B,C,B,26.29006318648454,-35.89081954980154,0
Homosexual,B,D,70.5046159061114,E,-8.416527268603664,E,E,B,C,75.983857015959,20.607523921316318,1
Other,A,B,-17.809968109417223,E,-189.64183035186792,D,B,E,D,92.32469005106415,-52.962837520569984,0
Bisexual,D,E,-116.61753589264579,E,74.29216701682765,E,A,E,C,122.59040469785276,-221.27564517145748,0
Homosexual,A,D,-25.54972990329357,E,-170.32900421451643,D,C,E,B,-55.93109262467103,140.4377746332138,1
Homosexual,B,E,-48.45285027365115,E,58.32180663876865,D,E,A,B,30.362597312749905,-50.939218906760395,1
Bisexual,C,B,105.00008316502067,D,52.059698308042435,C,C,A,C,242.0807450057267,-118.74434439575853,1
Bisexual,D,B,-2.851858655046194,D,-136.75180183016116,C,D,D,C,205.62686314814025,-91.05286989105494,0
Homosexual,E,D,8.649128718427177,C,-35.84099581223036,E,B,C,A,44.81964366581598,33.051837654687844,1
Other,C,E,-70.57222235887608,D,-106.95964658483096,A,C,E,B,65.39557090309584,-30.34694985008917,0
Homosexual,C,E,9.083608582131433,C,75.80896268186514,E,C,D,A,9.033068935466378,73.35885390662649,1
Bisexual,D,C,-87.73344212602811,A,-95.79272615356943,E,A,B,A,-4.629209057118585,31.903227840469484,0
Homosexual,E,A,126.70951355485191,B,-37.013522719083774,D,B,A,B,196.69650629731143,133.46788137984166,1
Other,E,C,-190.41086118152097,E,-17.581017853357366,C,E,B,E,83.0229111785048,57.178005707058055,0
Heterosexual,B,D,-80.93564836523393,C,-121.99488239053768,C,D,B,D,-138.0221447813623,40.38439671310941,1
Other,E,A,-74.83282914838371,A,-147.28544312567843,B,A,C,B,-25.364749204108584,-175.39346340409224,0
Other,D,C,87.97556989440615,D,79.26583738585788,E,E,D,D,-14.062229421699177,58.60473021743068,0
Heterosexual,E,A,145.26142654455808,D,115.56779947881279,A,B,A,C,-65.6332842644671,-89.3235895972707,1
Other,C,A,-3.5565585509570488,A,65.81699498811517,B,C,E,E,-67.2203088073595,103.29141865162921,1
Heterosexual,D,B,-56.53345213707247,A,-22.09112965494564,B,A,D,C,-117.9288855140068,-85.02806268763078,0
Homosexual,C,C,-65.1361812124932,C,-4.165337380544213,C,B,B,B,69.31298797327942,80.54807842028117,1
Homosexual,B,A,1.1616752935596022,A,116.15641266927379,B,B,A,D,-45.748124743466676,-80.69790806902104,1
Other,D,A,-47.19193051385545,D,13.88432793927559,B,B,B,C,-95.34439093006473,5.280200529908741,1
Bisexual,D,D,-21.98147456639829,E,-7.236803435076136,A,C,A,B,-153.60994004063562,27.2034735749615,0
Homosexual,C,E,-34.60228696008784,E,221.99210441091614,D,E,A,B,-7.035571013910245,109.37096534406821,0
Homosexual,B,A,-65.87439270981046,C,-73.02662537218673,D,A,E,A,-106.91291638844727,-50.51836413866515,0
Heterosexual,D,B,112.45415854635057,D,276.02601055331166,B,D,C,E,-76.94078080229507,-52.22542212761909,0
Homosexual,B,B,-147.43622738835484,B,-47.598335765593745,B,B,A,B,-5.240736286122032,-10.588884172522391,0
Other,C,B,-27.64550158734742,B,-78.51930055774142,C,D,A,D,-36.61752760012008,-19.003293160799842,1
Bisexual,D,C,-18.86997635241932,D,137.43747984766642,A,A,B,E,245.213943596695,-22.661781265826136,1
Homosexual,A,B,95.84807877348318,C,191.36205465209005,A,A,A,E,67.79705808605566,-1.2545818245101867,0
Other,E,D,66.13759028465643,D,69.56695825731057,D,A,E,D,-69.7055544246766,-112.86460948149346,0
Heterosexual,E,D,120.05763205451628,B,55.839670022177756,E,E,B,E,-37.948521122884365,-185.46882669440686,0
Bisexual,A,E,-26.559610704440946,C,40.67674838619722,B,D,D,D,-20.922202212708306,-24.709383687999797,0
Other,B,D,97.45666418151016,E,88.30251970502943,C,E,E,A,-158.16723884307495,127.10064103952952,1
Other,C,E,216.63042930224506,D,228.48812392838275,C,B,E,C,21.339830367186742,-124.6868164985921,1
Other,C,D,71.75827333214636,B,-21.150324023723524,C,A,D,B,-82.58809398227575,-52.26731127583785,1
Other,B,D,50.51825499449271,A,14.80842242285791,E,B,A,B,-114.07618040661075,88.08734644270922,0
Homosexual,B,B,-45.709764514300296,E,-212.96960265028005,E,A,D,A,-52.92878833150798,-110.85413456774667,1
Heterosexual,A,B,-63.660413355307696,A,-157.98748117309782,A,E,B,D,-171.0751758913112,299.81735488376734,1
Other,D,A,57.587053410516894,B,-118.37289151151202,D,A,B,B,58.26789459252672,7.916845697933312,0
Bisexual,E,D,94.16932090575739,E,-176.0840736098673,A,D,A,B,189.41592368982825,88.91394450063098,0
Other,C,B,-151.2690195215171,B,105.09343259763028,C,B,C,E,-13.321202594238862,53.579670568405355,0
Heterosexual,E,E,40.47522201240536,A,127.05963283893765,D,B,A,B,-34.318830788630315,90.13162055385311,1
Other,C,B,-40.815977163870755,B,-9.177723532653662,C,C,C,C,27.475977172090943,-116.79063958138333,1
Bisexual,D,C,36.02291784708707,C,2.902242981724651,D,C,B,A,-47.07294503282832,90.45081418822886,1
Homosexual,A,B,-105.25058096657216,B,-30.315982137540747,E,A,A,E,95.32684668434564,59.9343521372368,1
Bisexual,D,C,47.53528060880976,B,-107.66928706827446,B,D,E,D,108.56198430446841,254.93588214487028,0
Heterosexual,D,E,-48.61017997891561,D,-93.7727227171453,D,D,E,E,18.179205115997433,49.858362219741096,1
Homosexual,A,D,112.74877188610152,D,55.7442481958482,A,B,D,D,-57.963370869182086,-61.70797839180532,0
Other,B,C,64.0407011888844,E,-23.009994076164922,E,D,D,A,15.21695899745043,-111.3439444518712,1
Other,C,C,-85.94058824343155,D,-72.37101375158859,A,E,D,E,-37.935313847512866,-168.17616171398424,0
Heterosexual,C,E,140.83333005928677,A,-83.84828238928543,B,C,C,C,43.98129092486541,-14.795562739489245,1
Other,E,A,-88.25419251049402,B,215.28702308531766,D,B,A,D,-25.3840641399426,-124.0720959409483,1
Bisexual,D,C,43.11021270807801,A,-13.942796599749116,E,A,D,E,42.11796965784874,-120.91111654289367,0
Homosexual,E,C,149.20482475397182,D,1.739950350057035,A,D,E,A,11.945128027874116,-14.977089201732113,0
Other,B,A,20.046281351344234,C,57.36505725648334,D,E,A,B,85.30496374022785,-28.298387240514366,0
Homosexual,A,E,-56.984651956155865,C,18.958471467890977,B,D,B,C,-4.4069579701980715,73.6835828072187,1
Other,C,B,-98.5988275478645,B,-113.22398666482394,C,A,D,A,-21.53200411711092,-3.4502774549454025,1
Heterosexual,D,D,-6.368205711033904,E,103.78426287738105,E,B,B,C,174.5183500619663,57.07162230965965,1
Bisexual,E,A,-80.26902583356151,D,-3.554221816673549,A,C,C,E,-8.476161951624768,16.044413437221174,1
Bisexual,C,A,126.79282952268703,B,-21.149397835230552,E,B,D,E,-89.11715555213573,-181.66082781151596,1
Homosexual,B,E,107.8299451420203,A,-174.57762109717802,A,C,B,C,53.50881377278475,196.97438932669274,0
Heterosexual,C,B,5.329606569904082,B,-65.2804779799556,A,D,E,D,-107.62179457191306,83.06021144356636,1
Heterosexual,E,A,-29.245768662977454,D,179.93277362368542,C,B,B,E,-158.33525959715328,24.104862226281128,1
Bisexual,A,C,11.5852096759837,E,-230.21491136522113,C,A,C,E,-56.755943543126506,-184.03816376955987,0
Heterosexual,E,D,-154.29616912381198,A,67.0720049465953,B,E,E,E,6.0022698421246075,84.1343771060657,0
Homosexual,C,E,87.77132638398028,E,27.32424429017779,E,A,D,E,85.59908330138795,-176.07767134157464,0
Other,A,E,104.13243381467343,B,-15.14890293407217,E,E,C,B,-63.04580367794435,-82.39049996034701,0
Heterosexual,A,B,-88.80298267250373,E,61.931880882628775,B,B,D,C,29.29519070548977,-31.535023753332442,0
Homosexual,C,C,-92.19795646830572,D,-64.08265477151544,A,A,A,C,36.86383218210069,-101.52589433982943,0
Heterosexual,D,B,67.8702910315281,A,6.469476200400062,E,B,A,D,52.3844641124411,-224.4515645758625,1
Bisexual,B,A,41.8931970346084,B,-22.876529228110353,E,A,E,A,-89.79595728575525,104.2447524200713,1
Other,C,C,93.60865828727533,A,48.47940225466475,A,C,A,B,49.45110072177688,-30.530747818469017,0
Other,E,E,-115.84717989761972,B,-98.25029937838319,C,D,E,C,95.1287407268305,-14.34054931214281,1
Other,D,D,131.14153269940041,A,-68.61110581299364,D,E,E,D,12.07374518936749,-21.372344996437302,0
Heterosexual,C,E,-49.24113501377938,E,56.86139183678125,D,E,A,D,-43.87108727216632,-23.59405583843916,1
Homosexual,E,C,-35.736651496480654,E,-3.948307673361636,C,C,E,D,-20.470859817689288,-330.8230410326213,0
Heterosexual,B,B,-191.57112131496626,E,69.66500779842832,C,D,B,A,60.08519601768818,-18.080916904131346,0
Homosexual,C,B,149.49964174856098,E,-46.175377244268454,E,C,C,C,26.528034270932476,-46.307452793407606,1
Heterosexual,A,C,20.85739203930759,C,160.73256607740842,C,B,D,A,51.631809570190846,23.64893830744084,0
Bisexual,A,D,97.16507883658416,C,42.959708211406394,C,E,D,E,45.67142864486747,8.094270864951653,0
Homosexual,C,D,136.90309180833844,B,-177.18369942952862,A,C,A,B,-138.4353597225155,-150.65167860817638,1
Homosexual,E,C,58.24857788791403,D,-25.777871601764467,C,C,E,B,27.05043916607911,-74.95354392450916,1
Heterosexual,D,B,-215.29518892459953,E,79.40648738376935,C,B,C,D,-103.0609614084648,30.83824730721099,0
Other,A,D,-114.74851188333832,E,24.57110376864329,E,E,A,E,79.45717907415006,25.546465036076327,1
Bisexual,E,D,-7.186021339017809,A,182.51469843758352,C,B,A,A,101.30192421706536,-22.933184511566697,0
Bisexual,E,D,40.66758866339871,E,220.4916582452321,E,C,A,E,-24.745329996774228,-34.75452016583938,1
Homosexual,D,D,-69.72300977770925,A,28.33336825084966,C,A,A,A,69.05063954310096,8.273357882029632,0
Homosexual,A,E,-114.7913142459269,D,-33.319748862163706,B,B,C,E,-39.293239635802664,8.226826046727433,1
Other,E,B,-70.06397109416817,D,12.267862739237016,C,E,B,D,5.743505054958587,128.37818393752235,1
Bisexual,C,A,142.84951740223045,D,168.4389253191027,E,D,B,B,25.540088382838828,9.270299485262768,1
Homosexual,A,D,43.644279624704296,C,-169.09123944707974,B,E,D,C,-122.45268560911022,49.432514050497744,0
Heterosexual,B,D,140.97147789186812,E,-18.49234126169549,B,E,D,C,135.12008302234136,22.167829814282943,0
Homosexual,D,E,79.64897544266232,A,40.51572938040858,E,C,A,A,148.33719448674734,-177.20254587107033,0
Homosexual,E,A,63.38693997981337,B,174.49081314880326,A,D,E,A,-0.6815939127996989,-10.248112304349407,0
Other,A,C,-90.88418085801521,C,188.13385045424116,A,C,B,C,121.9308118900989,-93.2832608434111,0
Homosexual,C,A,-55.82141585967825,A,119.19128503230849,C,B,C,C,-145.4714272292809,-9.274585056338962,0
Heterosexual,A,B,89.11164603957248,C,-102.02724023173656,B,B,A,D,-134.08420066041708,81.12049474219435,1
Heterosexual,B,E,-65.21371617818478,E,32.176287928630956,B,E,E,A,168.76119638774617,53.56228526244896,1
Homosexual,A,E,157.87183242830767,E,-45.98617559711901,C,A,C,C,-14.83331308790016,103.10096467884267,0
Heterosexual,D,C,44.46652283570247,E,24.30555675967922,B,C,B,A,167.32099795287232,66.60792667119533,0
Homosexual,C,B,-101.28094927612361,A,44.48175934104977,D,B,C,B,12.39796877141064,-5.05370023027284,1
Homosexual,B,B,-74.34681808292008,A,46.54675328651533,B,B,E,C,-110.68153956028762,95.18475820898098,0
Heterosexual,C,A,32.410270527017545,A,80.48116659355962,C,E,B,D,117.23852483409878,-143.89089931161237,1
Heterosexual,D,B,123.59275364075873,A,92.35196628454726,A,E,C,B,111.40925611370926,84.91712881892074,0
Heterosexual,A,A,-164.86696890113555,C,18.391467484011713,A,B,E,A,122.41061706956242,-5.373272574335132,0
Heterosexual,A,C,-182.77038290355173,C,-42.07219812529866,C,E,A,D,-24.261240535803108,33.13092006378791,0
Bisexual,A,D,-33.57868948106527,E,116.84587232937267,E,A,B,C,-5.394967357774894,93.07924864003651,0
Bisexual,E,B,-34.965851381219636,C,108.7253140771372,A,E,A,D,99.32134106273688,-122.01353480721036,0
Other,A,E,-26.667153407113283,E,23.08226475585405,C,B,C,B,106.04618930022049,-142.2994313979021,0
Heterosexual,C,D,-3.849992478625198,D,-82.61465498422416,C,E,A,A,31.274616020661195,59.79720701836112,1
Bisexual,A,E,80.02826972095298,C,135.87664309384,C,C,D,D,-47.139604380802496,28.54162611661517,0
Bisexual,A,E,-115.79787776708488,D,33.074532533962206,A,A,E,D,70.2311355023099,-57.24658512255319,0
Homosexual,B,D,-41.550088185321584,A,-44.29781275414834,C,A,E,D,-184.4967684150812,82.05305177257786,1
Homosexual,D,B,-44.47874466326843,E,-134.95604375685735,D,E,A,A,-18.03259813974247,-50.081588834378636,1
Homosexual,D,D,73.52147118678054,C,-41.89854804612994,E,A,A,E,27.079266504251986,-80.40561215563274,0
Other,D,C,20.041478603086354,E,-0.1085516447269504,B,A,E,B,96.04444589658398,-134.44701747070647,0
Other,E,E,52.695778307115994,A,76.74621695269386,D,E,B,A,-116.67859568317922,87.13171393321343,0
Other,A,B,224.29862014725583,C,-27.10467331647233,C,D,D,C,-36.781091153523384,69.55409681469456,0
Heterosexual,C,D,60.428432023453084,E,-27.66119497219657,E,B,C,D,-67.11257611812181,-12.954434273713842,0
Homosexual,E,B,-8.354225702235075,E,134.399211657574,D,B,B,B,-107.76018592121792,182.22455266160424,0
Heterosexual,C,A,87.75575655837115,A,-75.2754313108254,B,D,D,E,-175.4388251559155,-131.01565520030934,1
Bisexual,A,E,43.03377730291674,A,185.58585519238667,E,A,D,C,-73.98750119244171,-32.693147619562,0
Heterosexual,E,D,-10.955367369909139,C,161.02102635849513,C,E,E,B,-56.461245964319836,101.48494682335509,1
Other,B,C,-10.027436144833633,B,41.23916783174801,A,E,C,E,102.84544591174458,119.49780358237325,1
Homosexual,A,B,-113.43757095929097,B,-69.47362208623426,B,A,C,A,124.51261522220807,152.1943136458902,0
Homosexual,C,B,43.37209085173023,C,115.82009040566965,B,B,E,A,142.17906242888037,9.410619306389851,0
Homosexual,D,D,44.615783166968114,B,-125.47052377416237,E,A,A,A,-245.0912226793403,-75.3770366188137,0
Bisexual,C,C,-89.00366454237421,A,-171.27812800389884,A,C,A,D,-69.25448695309255,238.3151808609586,0
Heterosexual,D,A,-5.601469105657717,C,-108.54110775163089,A,A,D,E,67.36300683629264,-105.710743035934,0
Heterosexual,C,E,116.12434268766559,B,96.4166099420347,B,C,D,C,69.03494249965864,-56.349666819162714,0
Bisexual,E,C,36.73986213339269,A,134.89783029571882,C,E,E,E,-93.89315481993533,18.54989533597438,0
Other,D,E,12.82572913945895,D,-12.687525656807175,D,A,C,B,-186.28715020137116,122.90626765728732,1
Heterosexual,B,A,166.9041060912171,B,22.201328165616367,D,D,B,A,9.663073302921092,-52.20116214087527,1
Bisexual,C,E,102.69160974900551,A,35.509122812850286,E,A,C,D,45.27853248459874,-65.88253169217657,0
Other,D,C,3.8903867463408015,E,1.190625673313618,E,C,B,D,102.43235778029816,100.02522387780739,0
Other,A,C,-205.5202326304532,A,36.90628615596976,A,B,C,E,-83.50534941680824,-94.48050187012124,1
Other,E,E,-0.5953404799581328,B,-90.31096206599193,C,D,D,E,94.4112897362091,131.9227142880658,0
Other,E,C,2.4936495362726068,B,-53.03135413402551,B,B,A,E,53.49896438636783,2.1658854937535628,0
Other,D,C,4.4809609830829675,D,-10.057344652975281,A,C,A,B,34.0721289544552,140.4884821352996,0
Heterosexual,D,A,127.20448898366716,D,-155.7369435672991,D,A,B,B,-70.77465098311063,-29.494790344365335,0
Heterosexual,E,C,66.26223194625032,A,38.661932015610695,A,E,B,C,161.5075304289745,-181.01571884987865,0
Other,B,D,-8.242887249570227,D,37.60642745318752,A,B,D,A,43.36756295965191,-74.75222044652875,1
Homosexual,C,B,-24.740661164870378,D,-123.6893396606986,B,A,C,E,75.424011819886,-107.5650576440354,1
Other,E,D,42.17703477914204,D,74.8155274269465,C,B,D,D,-173.47226460771222,147.24231489924586,0
Heterosexual,C,C,-51.41058351845853,B,-81.51247422066452,A,D,C,C,-52.690517367213666,-169.6894068400788,0
Other,E,D,27.419653431445667,E,-52.875263361272395,E,C,A,B,-117.74903374690231,-47.548167537218546,0
Other,B,C,89.22677834041008,C,-100.08447897126467,D,D,C,C,43.42462379507327,173.59495687428478,0
Homosexual,D,A,-145.87440162857445,C,-55.033053968632885,B,E,D,D,105.1622697211178,-140.35436034906124,1
Heterosexual,B,D,-14.363980625476533,B,196.62080043880115,D,A,C,B,9.51191612146496,37.365311921613795,0
Other,A,C,174.7475513638929,C,-37.85423427640455,B,E,D,B,-23.506193262346837,133.91725489220116,1
Heterosexual,B,A,46.79357006532136,E,8.955490207064656,D,A,D,D,12.562092727047073,167.12511041019658,0
Homosexual,A,C,131.54946994406004,D,78.50341798257126,E,E,A,B,-161.93947804254853,15.007948652572239,0
Homosexual,B,D,164.7885121999147,C,145.25546017286706,A,E,B,A,21.768744411517314,-171.69903542299912,0
Homosexual,E,A,45.43651952840851,C,-236.5526710974218,B,C,D,B,51.41318036413367,-67.87815558550298,0
Other,E,A,-60.475252851461335,C,96.8441795252611,A,C,C,A,-107.316861434535,7.422599579528414,0
Homosexual,D,B,-250.3619468058087,A,13.84729419241829,D,A,C,E,-113.62203848746202,-188.7403966737944,0
Other,E,C,-63.908169932718174,A,-111.81967723322201,C,A,D,A,-146.70703858291893,155.24642193771228,1
Other,C,B,-106.11379755859254,C,-147.97244188943614,E,B,B,A,-24.373720626358434,-59.3067259074657,1
Homosexual,B,C,63.33085890966975,B,-29.725758630064096,E,E,C,B,-39.418064977099206,68.89775938290074,1
Heterosexual,C,E,-92.26048654425337,D,128.80786199702837,C,C,D,A,50.23227445528122,20.114991951522118,0
Homosexual,B,D,177.22046711757568,A,-20.294669027297097,E,E,B,E,-102.54471541222247,-10.554769927160672,0
Bisexual,D,E,-61.82216300826634,D,-36.79591620837718,D,C,A,A,-17.816704905985205,15.898198947104717,0
Other,D,D,145.906415505309,D,88.97071914573546,E,A,D,B,262.659219285105,-54.489854037246545,0
Heterosexual,B,E,-23.72524502753628,B,47.728472834179925,D,C,D,E,132.82367972927784,-80.77675385594564,0
Homosexual,A,A,-28.916172866661892,E,77.0412412363099,A,A,C,C,-0.09748409819826082,112.7567643212342,1
Heterosexual,E,E,17.179515127356833,C,185.8318802610374,D,D,B,B,2.88007688711057,92.69087156967626,0
Homosexual,B,D,131.71452769447197,D,70.40356180996757,B,C,A,D,-120.29971934654316,-18.09112666125898,1
Other,B,A,148.33559989382306,A,88.4400901791641,A,C,C,A,25.687971521329032,94.09003909280354,1
Heterosexual,E,B,-52.78686532531226,B,-38.15520348322695,A,C,D,B,91.81268296536572,53.18571422029018,0
