sexuality,Veteran,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Heterosexual,Yes,Both,47.57726005896765,B,D,C,-137.12651393331717,B,D,114.46267803196335,B,97.09741808185605,C,164.37838912182445,D,C,-2.2892891921654615,A,D,1
Bisexual,Yes,Physical,-168.34292810287297,C,D,B,-117.86201323125374,B,C,75.1057792229472,E,60.32617842197764,C,-14.557323467087816,E,A,-243.49088269233746,C,C,0
Other,No,Both,64.445422286012,E,C,C,-101.36335222678458,E,D,116.04588851400086,C,81.77199729854686,B,60.93029128992781,C,B,232.70816805149806,E,A,0
Heterosexual,No,Both,-77.03773307303487,A,E,D,-60.31056280800663,A,D,68.01144360873427,E,-15.414748717052035,C,-65.03389099053331,E,C,-40.27604459183925,A,A,1
Bisexual,Veteran,No,-44.81476354059634,D,C,E,-14.306183745133927,E,A,30.25853944679564,D,129.86244794782547,A,114.20013264727989,C,A,-17.72076233320245,E,D,1
Homosexual,No,Both,103.2870661503879,A,D,D,-47.18000684142296,E,A,106.44161908860129,E,62.479157441818444,B,81.59937699241735,D,C,-19.714587603091292,A,D,1
Other,Veteran,Physical,-147.71158249047173,A,B,C,92.72170917800827,B,A,-102.27571428283223,B,-79.3839083883062,D,76.92693735177404,A,A,3.5272015571359048,C,E,0
Heterosexual,No,Both,15.82031666460104,B,C,A,155.9605893591635,B,C,-181.5646191161849,B,-30.292991493284422,D,-54.9006079440175,B,D,-153.0407527247836,A,B,0
Homosexual,Veteran,Physical,-18.017352583606232,E,E,A,-187.29439112738717,D,C,-141.35292874461575,E,-44.709468118483265,A,-25.96196313092013,D,A,151.307323698331,C,D,1
Other,Yes,None,119.34115845673314,E,A,A,-122.53028506019447,E,C,-60.688886592905924,B,101.54853875414953,E,-17.863223669708884,B,A,227.41607220446994,B,D,1
Bisexual,Veteran,Physical,-20.192609425886936,C,E,C,-72.98666940856519,D,D,-74.54850752099364,B,16.21304768656323,C,-114.45451718466266,D,D,211.15121340473388,C,E,0
Heterosexual,No,Physical,146.22192666342568,A,B,C,19.460168006922103,A,C,36.883308763488756,A,-14.190652889186396,A,-55.507386023814455,C,A,-45.62126503891368,E,C,1
Other,No,Mental,65.75740326264314,E,E,E,13.900182970899207,C,E,40.21806949914892,D,-58.41338301788744,E,3.7597905127042663,D,C,-68.3501257542548,A,E,1
Bisexual,No,Both,-144.86655287748118,D,A,E,-16.970326068584658,C,C,-39.387330073963476,C,-31.00331382137373,B,-289.07743423823524,B,C,92.5497423949719,C,D,0
Homosexual,Yes,None,-73.27492232756033,B,D,D,-76.63208116695726,E,B,-131.60423748525034,E,194.79116810435693,A,140.501854067641,A,D,-81.472523998893,B,E,1
Bisexual,Yes,Yes,88.19772436747303,B,E,A,-103.7909583386864,B,D,-81.04200869703989,A,-75.81319898550728,E,107.96298968198599,B,E,127.53898686814227,B,C,0
Other,No,Both,22.258003961039748,D,E,A,-103.62690844655104,D,A,-31.414688813888684,C,-112.84994826305433,A,271.3237588103545,E,D,167.83092941875884,D,C,1
Bisexual,Non-Veteran,Both,82.2620696138346,B,B,C,-48.466776346961424,B,D,-66.63841692159235,C,51.06770429539529,C,-16.534054889904752,D,D,79.18832165146218,E,E,0
Homosexual,Veteran,Physical,-51.48077328209152,B,A,E,9.026369002988915,D,B,-110.35892998421575,E,25.730937528145304,B,79.32587695597135,A,C,58.524510405883035,E,E,0
Heterosexual,No,Yes,51.66090989475071,D,A,B,-68.67271599770825,B,A,-124.18271193388665,A,129.87856685309544,B,88.43324355655278,B,D,83.11475643179628,C,D,1
Bisexual,Veteran,No,89.9925365400116,C,C,D,93.73215097390697,B,A,-64.5084175819359,E,-22.85048753350154,D,-149.5625214432967,A,C,70.02066133069556,E,C,0
Other,Veteran,Mental,-0.10726794222405162,C,E,E,73.57105432409476,E,B,1.9267052175585022,E,145.0586685016904,D,115.65179007459723,D,B,215.323270671531,C,E,1
Other,Veteran,Mental,-227.3534906152841,C,A,C,79.61916937860406,B,D,-65.65991368673888,C,88.63299553124146,E,-116.35754095609798,A,D,77.94897692980993,A,B,0
Bisexual,No,Both,11.018443612100477,E,B,E,82.33084087227863,A,E,7.405718064714034,D,-175.11014868329966,B,2.580593110516983,C,C,5.257427109213882,A,A,0
Heterosexual,No,Both,-98.57166776446051,A,A,A,4.617721138315464,C,C,68.35497020538467,C,-242.28850913298965,B,-206.96438915665897,A,D,-12.428820877486068,A,D,1
Heterosexual,Yes,Mental,-117.51042542749146,E,D,D,122.13222613090662,C,E,-98.12127087612058,A,19.715747493228463,E,-6.782241836720061,D,E,223.6894393134347,D,A,0
Heterosexual,No,Mental,35.27501642667434,C,C,C,81.43265390217582,C,C,96.38757209957267,E,53.58398618317089,C,-44.09905105993923,D,C,-63.33942594130435,E,E,0
Homosexual,No,None,-41.591451191419246,D,B,E,-23.064298236289297,C,C,-21.372261455186585,C,63.45137072838989,D,-155.73165458853822,E,B,104.59710334592927,A,B,0
Homosexual,No,Mental,97.13256185710532,A,C,A,-26.812740981973583,A,B,7.306516730160564,D,122.39909344465505,A,92.49089493316845,D,A,215.77102126126334,D,E,0
Bisexual,Yes,Both,-102.42695400913992,B,B,D,-54.996223142667866,C,C,25.7193673520374,C,48.450625545235255,D,-181.38662448703704,B,A,103.96578340008588,E,D,1
Other,Veteran,Both,-55.354062257523054,C,B,D,125.81793467623805,B,D,166.8605921642717,E,116.21370639746252,A,-114.51026242374644,A,B,176.09026856525028,D,E,1
Bisexual,No,None,33.31895272008254,B,A,B,40.85497980686972,D,D,-80.39029889037252,C,91.79837205166906,E,91.45916989447002,E,A,115.73984120745268,A,A,1
Heterosexual,No,No,217.25195073366356,C,A,B,93.87155975830959,A,B,22.369103671136738,E,-104.00278743162066,D,-125.45328343117421,D,B,63.1125735874779,E,B,1
Heterosexual,Non-Veteran,None,35.08710109027498,B,D,E,2.3228275436815577,A,E,-15.54562378277629,C,-146.6295313626154,E,199.18717930745308,A,C,-109.77887513513171,E,D,1
Bisexual,No,None,73.12137027174764,C,A,A,57.077474610723996,C,E,-101.72090115484916,B,171.78848015070395,C,-11.829968894921597,B,A,-14.005665257256824,C,D,1
Homosexual,Yes,Mental,55.53719179979323,D,D,A,0.25428005070099374,E,C,-122.19360461971358,A,52.58271430208573,C,40.18435948128865,C,D,-77.93165176200523,E,E,0
Homosexual,Non-Veteran,Yes,-23.281004734347565,B,D,C,-85.1225610184279,A,E,-135.85910511210335,A,84.55760899513271,A,79.76263796196935,C,C,131.89634925495542,B,A,1
Homosexual,Yes,Both,-23.241371840214555,C,B,A,-68.75615789979214,C,D,-91.93562870485665,C,-6.174647624127045,A,-41.60941774606643,B,C,-143.3098171660051,D,A,1
Other,Yes,Both,97.93842484364026,E,A,C,1.1181649842052048,A,E,36.21030486149089,C,36.41228815445787,A,-11.57215810038207,E,E,98.92639088470635,E,B,1
Bisexual,No,Physical,-143.16935201683287,C,A,A,-1.2693428759833232,C,D,-13.07737043935641,D,-96.50237450487225,E,-96.817911843305,D,D,-86.61123265971098,A,D,0
Other,Veteran,None,-75.48520674655255,C,D,C,17.31516963184797,A,D,103.37067019611892,E,-161.08807299695235,E,40.55353969280327,A,B,-45.64354185892074,D,E,0
Homosexual,No,Yes,-97.73088824012534,D,A,E,35.69002423513399,A,D,-48.853198022439344,E,95.85582073583652,E,106.93898130826834,E,D,-46.256598917793426,B,A,1
Heterosexual,No,No,112.00107471847448,C,B,C,19.81144649788218,C,D,-21.987236588382885,E,-107.84586531585315,D,15.978955158587716,D,A,-171.3574691642591,D,C,0
Heterosexual,Non-Veteran,None,65.9196829773465,B,A,D,-51.920147697555194,C,B,-14.734471701697105,C,-48.98311302484878,B,-100.52598640142935,C,E,-45.377938978536264,E,D,1
Homosexual,Non-Veteran,No,2.32650574071947,E,D,A,-126.03617368080975,E,A,9.128319056128325,B,-4.926481909844023,E,-65.42392781086788,C,E,-95.30557726869759,B,D,0
Bisexual,No,Physical,231.23816767994612,A,D,A,163.6498681069548,B,A,-54.890580253215205,D,-75.70627897329206,C,6.675364653511161,E,E,-9.767827212044619,B,E,1
Heterosexual,Yes,Mental,166.4187218028471,E,B,B,-2.952990352949468,D,D,139.4520328778981,E,-69.9723984059125,C,-183.467538960009,A,D,-161.64725391366105,D,C,1
Heterosexual,Yes,Yes,37.27660983227562,B,A,E,4.952617997397227,E,D,53.979073096195215,D,-78.98491956428063,A,-106.13691653121245,E,C,-136.1396259675699,B,A,0
Other,Yes,Both,-269.2428162617949,D,A,B,-31.090399951585596,E,E,70.64471206354112,E,-54.66936786254678,A,8.604590754674202,A,D,31.936038425986325,D,B,0
Bisexual,Yes,None,203.25339883684288,B,C,A,-25.867415328917335,B,E,-96.13452912551722,C,-98.51951740003403,D,49.65490457196432,D,B,104.54392494930144,E,B,1
Other,Veteran,Both,73.68906771558925,C,C,D,29.75595690731024,B,B,109.11851247270697,D,-155.9347940817382,C,150.98356780616894,B,C,-63.20845835566672,E,E,0
Bisexual,No,Physical,-55.30941578130913,E,B,B,63.627025833383414,D,C,110.05422320207123,C,57.07678185152195,E,-12.97795762668326,D,A,-30.342772653968126,B,A,0
Bisexual,Veteran,None,-137.50680541128574,D,E,E,-22.248553716774353,C,C,84.93668934656546,D,127.62084714709312,C,4.651805748806241,D,D,72.66073142062454,E,C,1
Heterosexual,Veteran,Yes,118.98650015368526,A,C,C,-51.356016287159335,D,B,-65.78056254446759,D,-50.205411491366,D,-37.13340286952235,D,B,-62.16501112463331,A,E,1
Homosexual,Veteran,None,-43.15395228409801,A,A,E,-37.91546914837847,B,B,109.16754880287915,D,99.66815911446929,C,-12.33243078374118,E,B,32.602906635000465,E,D,1
Bisexual,No,Both,228.95321135472338,B,D,C,-161.20983373754785,C,E,30.72581491229155,C,16.020152627218025,C,9.155211886875529,E,A,57.30596238068104,B,C,1
Homosexual,No,No,10.698298739912845,E,C,B,-35.67500724649851,D,B,-54.44275824190517,D,-26.25800268340854,B,-32.32762758144665,C,C,-53.43954726335925,D,A,1
Homosexual,Non-Veteran,Both,123.03537767403532,D,E,D,-69.67308959454711,D,B,2.54910556146912,E,126.75416532413348,D,-125.80261560810935,B,D,113.39700210770933,E,C,0
Other,Veteran,Yes,99.12026084771061,D,D,C,-49.74350300018124,E,C,-7.005715023382391,A,157.82408040208958,D,69.27787821768938,E,D,-199.55389539213388,A,B,1
Bisexual,No,No,2.2863698853330807,D,B,B,-17.714558661622128,B,E,-6.521096885693211,D,-51.98183465149589,B,-112.88723710467559,B,A,61.10366480415125,D,C,0
Other,No,None,-17.285673066880374,D,E,D,50.16220218820157,A,C,-3.5736091732318607,C,230.43983858704374,E,-88.07045693584257,E,E,-39.05081110215407,D,B,0
Other,Non-Veteran,Both,-0.1814091277690717,B,E,D,158.69927408283218,A,B,-52.61040575551117,E,-149.52748905592316,A,101.22334496153786,C,E,-136.61158090423564,A,A,1
Heterosexual,No,Mental,33.565286093561895,D,D,C,-97.29427891707462,A,A,84.5562359355588,A,-62.14859088030564,D,106.63462323172305,A,D,-42.85181129695129,A,D,0
Bisexual,No,Yes,198.8116411546494,E,D,B,-85.55893438209198,B,D,10.985685986662459,B,-109.37133137421063,B,-47.07045085794341,A,D,-28.885010692531292,C,B,0
Homosexual,Veteran,Yes,118.1055295022333,E,C,A,-172.00200711686514,C,B,190.8590270179268,D,76.8261200099812,E,113.25584540098008,C,D,60.32549402824995,A,A,1
Heterosexual,No,No,-31.36484437830679,C,B,B,6.985739717704753,C,D,152.84604394107546,B,161.9699883214978,E,60.0983549043567,D,C,-75.73066665041208,C,A,0
Bisexual,Non-Veteran,Physical,-113.57950473240052,C,B,C,6.411456083146318,B,E,-197.09482609895858,E,64.0788055996061,C,80.413216796206,B,A,71.14481938734882,D,E,0
Bisexual,Non-Veteran,Mental,-178.54428763923664,A,D,E,-54.09411205322303,C,E,12.329788310807977,E,33.05974253844665,B,95.05327911297063,B,B,131.74254695193815,A,B,1
Other,Non-Veteran,None,-7.128374376727319,A,A,C,-158.07590625686908,C,A,-32.21985919834615,B,-62.0554885755652,C,1.9921214032717214,C,C,79.99767611547061,D,E,1
Bisexual,Yes,None,8.502676690607966,B,E,A,1.908879579561089,B,B,214.72265566883812,A,94.61942981856299,E,-140.19407947126328,E,A,-19.887723101661294,D,B,0
Other,Yes,Both,14.418859743581816,C,A,B,80.62113293041351,B,A,-167.73928187183265,A,-79.03141129475533,D,-8.854873310233542,C,A,-43.00856239121003,C,C,1
Homosexual,Yes,Mental,245.7240118103166,E,A,C,-130.17960150519326,A,A,4.8583028007436715,A,46.00972863230078,D,97.21857346331437,C,B,25.616646782039158,C,C,1
Heterosexual,No,Yes,-111.45170632460095,E,A,C,87.75706244692523,C,C,61.117637402036294,B,-154.16320861103347,B,-51.21437364201563,C,D,141.37881984130308,B,C,0
Heterosexual,Non-Veteran,Yes,-99.6522640910859,A,A,B,28.463691014176383,B,B,-66.0129220780976,A,-140.95056944479697,A,63.30531049879301,A,A,-145.4615236822011,E,D,0
Bisexual,No,Mental,23.07049895908568,E,D,E,-75.40323058647259,E,B,-21.09673745713792,D,-83.21345894014608,B,-80.67081586135208,D,C,-14.792744811717174,E,B,0
Heterosexual,Non-Veteran,No,-110.52066678518466,C,B,A,-112.62386234409662,C,C,31.521581400021027,E,-19.822606518651828,C,5.834228388865529,D,E,-95.72573089168044,E,C,1
Heterosexual,No,No,439.88424290938843,B,D,C,-122.16533667725129,B,B,6.090633654847118,C,-101.16976057438636,A,-86.4260768733382,B,A,-91.27281716187068,B,D,1
Bisexual,Non-Veteran,Yes,115.75354989340308,D,D,C,27.242879101254413,C,C,60.321155582106655,E,-144.92537913258855,E,64.99319951353334,C,E,-9.301978411662382,A,D,0
Bisexual,No,None,-200.6787857827737,D,A,A,204.68307045761108,E,D,81.07858160069755,A,-111.89625608159066,C,-58.9705336562839,D,A,74.34006890463887,D,C,0
Bisexual,Yes,No,-0.29209086928708927,A,C,A,41.99237459567476,E,B,-11.845739867480463,E,86.29939406207231,C,35.309758212706726,E,C,-157.05816807106225,A,B,0
Bisexual,No,Physical,-41.260822458949605,B,B,C,50.72072958475484,D,E,-127.92018735536885,C,-15.28756873642712,A,-59.144913209208404,C,E,-167.48812037164836,B,A,1
Heterosexual,Non-Veteran,Both,118.4155505425385,E,B,A,-68.57504055228523,C,B,76.67989929116163,E,64.26716588570875,B,-24.786016073210014,B,B,-97.1877678443161,E,E,1
Bisexual,Yes,No,-136.90158056833434,E,E,A,-14.2144538392658,C,E,-146.085110064138,D,140.41733020392442,C,-87.62992393206679,C,D,-24.80175813733523,E,A,1
Other,Yes,Mental,166.6487818627557,A,D,C,27.071565675293304,A,E,-93.56853504014818,D,-69.33970053252516,B,-116.3410225722439,B,B,-222.60516435057812,D,D,0
Heterosexual,No,None,86.43482905688568,D,A,E,-113.7439027861327,E,D,-42.03708826174241,C,46.37526434353038,A,34.0057694233282,B,A,-176.26280003039386,C,E,1
Other,Yes,Mental,-83.56145716939733,E,A,C,-71.90902679725266,A,A,11.761367772097774,C,45.43023727138076,B,-83.5461480875556,D,A,0.15936093786272446,E,A,0
Other,No,None,34.5469735337855,A,D,B,76.40540954814502,E,C,117.95516768185048,C,147.75996007681945,A,-9.917710646033422,D,A,-100.7033887368331,E,E,0
Bisexual,Veteran,Yes,49.95935861097516,A,D,B,44.61059437535108,C,B,313.6807438758591,B,61.246880267732436,C,57.53912278278399,D,A,-111.4816318919598,B,C,0
Other,Non-Veteran,Both,-182.7254138300582,D,C,C,69.9914636167065,C,B,106.64486251700949,C,-96.10315575464455,B,-203.85997677845845,C,A,-148.4750389170873,D,D,0
Other,Non-Veteran,Yes,-105.24147199774436,A,C,A,106.4899895229352,A,D,-163.0922257527999,E,-56.75000995023789,B,103.84169336514452,E,A,-43.23947236219626,A,C,1
Heterosexual,Non-Veteran,No,-48.0659266690998,B,C,D,49.541801478374595,C,A,-12.868154987400034,E,-126.6266680493224,B,180.44938213222798,B,A,-1.7945262660617431,C,B,0
Other,Yes,Both,2.5282495857030884,B,C,A,-174.41166553777046,A,A,89.76613248848994,C,144.6578496765806,D,-11.557154972089267,B,A,65.76813202683236,D,C,0
Homosexual,No,Mental,85.39426345043691,C,B,D,-47.66496285147823,B,D,-25.682510860757624,C,53.631580954046576,D,1.8275474625111328,A,E,-195.3124860205856,A,A,1
Bisexual,Non-Veteran,Physical,20.955403820665065,A,D,E,30.10611974457425,D,E,-16.936012808960875,B,-105.21802051155673,B,80.77771734294998,C,C,-98.07367943385805,E,D,0
Other,No,Mental,26.887225286655216,C,B,D,-20.39122767925215,E,D,-75.46291396367437,D,-39.52226310214722,C,53.00166295585297,C,C,-17.49932411500099,A,A,0
Other,No,None,-109.45806308666863,A,D,E,147.6317705487861,A,B,22.606702024893536,A,-7.196973623678938,D,-40.2271181765988,A,A,108.60109249381186,D,B,1
Bisexual,No,None,-12.946475805825267,E,D,B,97.31818108551604,E,A,1.7916318749336178,B,31.17883150745213,C,-12.217184390467613,C,D,1.9224446492323937,E,B,1
Heterosexual,No,Physical,-23.673072963102133,C,B,C,22.21388281966179,C,C,41.48169734276726,C,-80.3667983977841,E,-71.33155995258849,D,C,117.58092671831977,E,E,1
Other,Non-Veteran,Yes,9.031541466192563,D,A,E,-29.592628656820597,D,C,-97.49685419809727,E,82.28087729986368,C,50.08752588871194,C,D,65.22029937464,C,D,0
Homosexual,Veteran,Mental,-4.320929358158004,B,C,E,38.213827637770756,B,E,-13.67431319702536,A,-169.05558313792878,D,23.789418741951085,E,A,102.50384430798889,D,D,1
Other,Yes,None,31.198915436218254,C,A,B,-4.807375153552647,C,D,81.36881385302812,A,118.09524402649475,D,46.53584417511985,C,A,-71.5297833639001,E,E,0
Bisexual,Veteran,No,-122.87200239325469,D,A,C,-30.283651178729702,C,D,68.02330610125435,E,-35.142452556051666,A,28.356954346873543,A,A,41.72455373758517,D,A,1
Homosexual,No,Both,26.434453478563086,E,E,D,91.41787024771641,A,A,46.763734681418065,D,-32.964750305076095,C,-25.149989034087884,B,E,-56.452961270983636,A,A,0
Bisexual,Yes,None,-91.89307612494557,E,B,A,96.10321780141602,D,A,-106.6535958245986,A,32.539449193824545,A,26.43721704974858,D,B,-26.89110293437111,A,C,1
Bisexual,Yes,No,15.869566958023876,A,B,C,-19.046462186077274,A,D,-6.2249767818666,C,-76.0722118766256,C,41.03545333979952,C,C,-85.65493864660982,E,B,0
Bisexual,Yes,Yes,-112.01095871932314,D,C,C,78.64523284381532,D,A,2.9242744862017576,D,-50.93766938277133,A,195.01389063381066,E,D,146.0430227638778,D,A,1
Homosexual,Yes,No,36.75270088415431,A,D,C,-185.04094395238053,D,D,108.64753332081136,A,20.588863091614776,A,65.05757353748673,C,B,83.79034140876304,C,D,1
Heterosexual,Yes,None,70.06676316639998,C,B,B,-107.5511989301835,B,A,-131.21668920276701,D,169.7201473936484,B,82.50212799287964,D,D,-76.15539086546721,B,C,1
Other,No,Mental,14.701206815528788,C,C,B,-49.642200212929524,A,A,-52.04495212487136,C,-219.02554427347226,C,66.36505676600135,B,E,39.43054913661638,C,E,0
Other,Yes,No,-62.70047787507256,A,D,B,18.232849120731164,C,E,49.505267554514184,C,44.47877776196772,A,-56.80549896847226,B,A,51.98772176165408,E,B,1
Other,Yes,No,194.1678931140953,E,E,D,118.39382535668462,A,B,-172.97725153832647,C,-89.35133956889742,B,10.872134240998095,C,E,-25.665703824101822,C,B,1
Heterosexual,Veteran,Yes,-55.40588497836024,D,A,C,7.777930457402412,B,A,-41.4266805950341,C,-138.92511185573719,C,-158.89884301696637,A,D,28.6427730338293,D,C,1
Bisexual,No,None,-51.19313653651814,A,D,D,-78.24240643016552,D,B,-36.76405601833706,A,67.5515564582145,C,-45.580741026790335,C,B,-103.5179241965371,A,D,0
Homosexual,Veteran,No,31.11373528913615,A,A,B,5.5775493294091305,C,E,-46.854874322832124,E,-134.86944059230842,B,-105.04771643929433,E,B,-46.53340090542089,E,C,0
Other,Yes,Physical,-29.460818910061626,C,D,B,93.38499559673646,E,E,-183.51908035492238,B,-2.2812718711468745,C,-75.75357188841733,E,C,-18.907312167504838,E,E,1
Other,Non-Veteran,No,-53.94896090911578,E,C,C,168.19796241736637,B,A,-137.1890470581565,E,-45.09295941357633,E,-88.23904133355262,B,C,-30.52003785367514,C,B,0
Homosexual,Yes,No,32.47060149484561,C,E,C,-8.772993033177327,B,A,-89.25103830300309,D,130.05957191896454,C,-61.02436493079295,C,C,-38.150975648955146,C,D,0
Bisexual,Non-Veteran,Mental,-72.56234591803509,A,D,E,225.56543341046043,D,C,141.19446276614852,A,-94.43506639936682,B,-37.801474347483634,D,B,-135.1960451337722,E,A,0
Heterosexual,Yes,Both,-23.257638991352373,E,A,B,-160.24408319287247,A,C,-25.62724232629775,E,109.51689493203209,E,-65.04926760464856,A,B,25.349118252710863,B,D,0
Bisexual,No,No,35.54719250510318,E,D,B,-39.09129812316903,A,C,127.54147335127514,C,-113.32370282834474,A,-97.7556902269056,D,D,-46.36522181769518,D,B,0
Homosexual,Non-Veteran,No,-106.58406113961473,A,B,A,19.734370940465578,C,D,114.78839943586591,D,-7.6279634649995085,E,-56.27362517054845,D,C,205.3768986377786,D,C,0
Homosexual,Veteran,Both,28.51945402559906,E,E,A,-54.18552546093437,C,E,-88.35272492353903,D,207.96558566185234,A,-139.57228635396243,D,E,-14.476259192276988,A,A,1
Heterosexual,Veteran,Both,12.570060129567706,C,A,B,73.59451360914987,A,A,-219.89250113263776,C,20.55921819953081,E,-62.35073127193215,B,A,70.54710396839509,B,D,0
Bisexual,No,Physical,42.16423776144326,D,C,C,-58.02976207909567,B,A,-190.51220799065146,B,-44.01280546904162,A,-105.1110887650027,D,C,59.201157855301624,B,E,0
Bisexual,No,Mental,30.844401979436608,E,D,B,136.09904593365246,D,E,70.32435534041934,E,-296.1348334095811,D,-103.01014838389332,C,A,-185.20978358085935,C,D,1
Heterosexual,No,None,95.92784934351512,C,D,C,117.06522350752766,C,A,191.92711696556867,C,48.1864106363232,B,-27.541147029440825,D,B,157.0670681408133,D,A,1
Homosexual,Veteran,No,93.08737988026448,A,B,A,105.13853136558733,E,D,-17.006404453951696,A,29.16622359807558,A,275.07173959285274,C,E,212.05243792724113,A,D,1
