race,handicap,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Black,None,Divorced,C,-98.89850988612,C,2.9624952522178645,D,A,8.51702257846916,D,A,B,0.9795508401842894,C,B,0
Other,Physical,Single,C,-12.157698013935,A,-144.61722153404278,D,A,23.300656059264764,A,C,B,122.521815396667,B,E,1
Black,Both,Widowed,A,-148.27991889419613,A,112.77342342133396,D,B,-49.15211137712876,C,E,E,-105.44792201567435,E,B,0
Black,No,Widowed,C,15.382209279222131,A,32.8772536668253,D,A,49.91584486336699,C,C,D,219.86494925496564,A,E,1
African American,No,Single,B,167.9785042261288,C,-17.429982805403455,B,C,-115.09326715088012,C,D,A,38.266511288073005,C,B,1
White,No,Single,E,144.1401921768116,B,115.46675541785973,D,B,83.94895962271536,A,A,A,199.8053530242466,B,C,1
Other,No,Married,C,-3.9570672548545676,D,-27.97519476148633,E,B,-137.81491746007788,D,A,C,-45.91498006946944,E,E,1
African American,Physical,Widowed,E,203.54870726732295,B,-175.53380529625505,B,A,-95.47623222380858,C,E,A,15.708237878659792,A,D,1
White,Physical,Widowed,B,-26.176086489000568,E,82.41921723034493,C,D,89.67769298858369,E,A,E,153.26381348327672,A,A,0
African American,No,Widowed,C,-8.415221600777457,D,-25.16888839353713,E,C,-115.32756534425441,A,B,E,103.89404260390694,A,A,0
Hispanic,Yes,Single,D,19.510609550220796,B,-100.14303213932662,B,C,15.368872291199906,D,E,B,-32.37575094698013,D,A,1
Hispanic,Mental,Widowed,D,92.53218223869035,C,89.85614115758187,A,A,71.90107938302056,E,E,C,-95.27481962833323,D,D,1
White,Mental,Married,D,114.99506946143687,E,-5.350434259334264,A,A,129.46239959246398,D,A,A,39.12046896053468,A,D,1
Hispanic,Physical,Divorced,B,177.66197029282637,C,67.84252309513923,D,E,93.61230006077518,E,E,B,110.16049989810604,C,B,0
Other,None,Widowed,A,83.21059087389118,E,194.59931088085725,B,C,20.134638349313125,E,A,E,-19.615034613566788,A,E,0
White,No,Divorced,C,127.90012329253094,E,-63.8863196987401,E,A,70.25255392446297,D,B,A,-22.482763115365287,D,E,1
White,Both,Single,E,86.85539694393255,B,110.40165320011268,E,B,-158.01921547367039,C,C,A,24.213281589229354,E,D,1
Hispanic,Both,Single,A,78.43642445189084,B,231.91332512493852,C,D,8.993091021761598,A,A,B,3.669817751183103,B,B,0
Asian,No,Widowed,B,21.934425407197022,A,-38.39456440902123,A,C,228.4340788341762,E,C,B,15.188594556009747,A,B,0
Other,Physical,Single,A,222.69743066339052,D,102.09354297297011,D,A,56.025141630113126,B,E,C,-9.786569163193116,B,A,0
Black,None,Married,D,-66.24737404399268,D,68.13618413729075,A,C,14.191308411370635,C,E,A,-260.62565610541503,D,B,0
White,Mental,Single,E,-234.5846309278604,D,156.8323780731926,A,A,6.943423474393982,B,B,A,46.607699366325086,A,E,0
White,No,Widowed,D,130.94839098836465,B,67.46008478984062,B,A,-86.2330409923902,E,D,D,-135.62994621220852,A,D,0
African American,Mental,Single,E,-150.51146302399675,D,164.52722117781917,B,D,120.45771237533911,C,B,C,5.636196533007347,A,B,1
Other,Physical,Single,B,44.53672919801547,C,-11.926447638863744,E,D,140.56479455285188,C,A,C,-4.802238632275395,C,E,1
Hispanic,Physical,Divorced,D,-32.533802013624594,C,167.07129377906986,A,A,-140.42679855516434,B,E,B,43.767493018730676,E,C,1
Asian,Physical,Widowed,E,93.44714737860927,B,-30.28400414523173,B,A,136.93379178329315,B,C,E,-40.549166731131905,E,D,0
Black,Yes,Married,A,-131.18062639448408,D,-129.42474508360092,A,B,-23.5930987514655,B,E,A,-28.32985067821855,C,D,1
Other,None,Widowed,A,33.53099244323353,C,-93.1485597004413,B,C,99.2560193886676,B,C,C,79.01769357889253,C,C,1
Asian,None,Widowed,A,-24.796216869097037,D,-97.74617038255136,A,E,150.5268270561098,E,E,C,31.49448662678958,D,B,1
African American,Physical,Divorced,C,99.31146553331978,D,39.898759977337775,D,C,-75.87566186020653,A,D,D,13.148330006090314,C,E,0
White,Both,Single,B,-22.090560262588948,B,14.03445338803836,D,D,83.16992432737476,E,E,C,-31.914387500887713,D,C,1
African American,Both,Divorced,D,-261.8192923358656,E,-32.45295169229744,C,D,-201.07551636064557,C,E,C,-136.38032350438593,D,B,0
White,Physical,Divorced,A,32.96768570553304,E,-96.55856187655968,D,B,81.16348735681893,E,B,D,-87.35910182236502,A,E,1
Asian,Yes,Single,A,-9.858618746514434,B,-117.07405379562425,C,D,-134.57216415738208,B,E,D,-81.67224357091266,C,D,0
Black,None,Widowed,B,-86.33718402037675,E,27.561788729536453,C,B,-25.517377930325058,B,B,D,110.59259494461917,C,B,1
White,None,Divorced,D,-150.686353213026,A,113.81884029994369,E,C,62.93600536143771,C,B,B,-7.353914225229068,E,D,0
Asian,Both,Married,E,-33.9332088206756,D,-7.551261220837355,E,D,4.977957911118249,C,D,A,-40.735547296841304,E,D,1
Other,Physical,Married,B,-49.55935018946747,B,39.060535208319926,A,B,-129.29385797659518,D,D,A,208.07348357142175,B,A,0
White,No,Married,C,-52.65299047407631,E,-125.94044598097938,E,A,-82.92022196797052,A,E,C,177.32976233119666,C,D,1
Hispanic,Mental,Single,C,-97.3321765530846,B,-8.963808869901897,D,A,36.876801120681314,C,A,B,-4.877612474486156,C,A,0
White,Physical,Widowed,D,-28.00240591431517,C,-221.25585575550392,D,B,-106.63592908499373,A,E,A,-142.73918141286893,B,D,0
Asian,Both,Divorced,B,-52.77271474276124,E,11.040875266859455,D,E,80.97593639799221,A,D,D,10.160590269296303,C,D,0
Black,Physical,Single,D,-60.567283066077415,D,232.17046569788002,D,D,-125.4993110852049,C,B,E,-69.45863153374913,C,B,0
Black,No,Divorced,A,32.23656309392535,C,113.75097532330956,D,A,-55.855855571028066,D,D,D,16.25720104242282,D,E,1
African American,Physical,Married,B,-126.48788259684855,D,-162.05807158612063,C,C,87.07736353945857,C,D,B,42.39701687741659,C,D,1
White,Mental,Divorced,B,80.84306289621178,B,25.251222397514546,E,E,20.451756809185913,D,D,C,78.7869937825031,C,E,1
Asian,Both,Married,C,-13.104721824392303,A,-11.686796389764195,E,D,-75.00317686886486,C,E,E,-213.53083677672288,C,B,0
Other,Both,Divorced,A,150.15717430550134,E,-64.00267977238859,A,B,96.33617274303951,C,D,D,132.40386796071235,A,A,0
Other,Physical,Widowed,B,26.559768972902344,D,50.32011015573071,D,A,-10.342580241540913,B,E,C,17.287730366319753,B,C,1
Black,Both,Single,E,2.0098525407854075,D,123.98104215813814,B,B,113.38430883247628,E,B,A,109.0400952266024,B,A,0
Black,Both,Divorced,C,9.68187359286409,A,-55.165060299558576,B,B,-52.745650727092766,A,E,A,-12.978133789844673,E,C,1
Hispanic,No,Widowed,B,-19.517645838149683,A,-36.8383649479022,E,E,-254.97681086436677,C,C,B,47.15194374618583,C,B,0
Hispanic,Mental,Married,E,102.24350986302821,A,141.76097417461796,E,E,45.17132140754072,E,C,B,-104.87731555802802,A,C,0
Other,Yes,Divorced,C,-202.6513246122295,D,49.71208267101011,E,C,148.64531078848793,A,B,B,26.28484442140421,D,B,1
Black,Yes,Widowed,E,97.03425639110068,A,-61.160223492345125,A,B,-17.04009754921931,C,D,A,-143.00278163733805,A,A,0
Black,No,Married,D,7.67138763913441,D,0.4067726170395623,A,C,-26.30932843254043,E,C,B,-214.35877579528136,D,D,0
White,Mental,Divorced,C,-31.1633610106758,A,94.55491586805334,A,C,-24.958295838730933,A,B,D,-92.1673518058799,A,A,0
Hispanic,Mental,Married,A,-23.161831529279002,A,0.6290011915463853,C,E,125.84906907890631,D,A,C,140.45293676534783,A,E,1
Black,Yes,Divorced,E,-49.983739638265114,B,10.296153845031558,D,A,49.436673455477916,D,D,A,-128.50733171543808,D,C,1
Hispanic,Mental,Divorced,E,217.07237919385514,C,50.55460815432533,A,C,9.420455395955637,B,B,B,192.2275779969432,A,C,0
White,None,Divorced,C,93.7073403287176,C,27.693614438089842,A,D,122.72112524958554,B,A,A,-51.793000290062295,E,B,0
Black,Mental,Divorced,C,-73.32952003051112,E,-26.582896837472603,D,A,-93.89851453460358,A,D,C,113.42935946104949,C,B,0
African American,Yes,Single,A,187.90647275959648,C,-90.3565220896035,A,A,-102.0257811843325,D,B,A,-206.26132308526718,D,C,1
Other,Yes,Divorced,A,-160.70080563415152,B,-80.47275705802004,E,B,7.461363316088812,E,D,D,12.31887387321617,E,D,1
Asian,No,Single,E,-140.7891209896418,B,156.98431973346393,C,D,-30.54532677970925,C,D,C,133.10006714009867,B,A,0
Asian,No,Single,C,106.02484614108734,C,-95.3316246199038,E,C,-135.77533342434543,C,B,C,-158.44837025305253,E,C,0
White,Yes,Divorced,A,135.40265042268092,D,-32.28165723869295,A,C,44.50444857517318,A,A,A,21.694017676723547,D,B,0
African American,Both,Married,B,-150.59088082487037,D,-27.299574908810158,E,C,2.9836106617416323,B,D,E,2.70038782353098,D,E,0
Black,Physical,Widowed,A,46.16716065533804,D,195.00105432477432,B,D,-59.917253777939564,A,A,B,5.299672788842418,D,A,1
Other,None,Widowed,B,-22.230931285204033,A,-63.45097794574139,D,C,-115.96038395345,C,D,B,187.78530802445007,B,B,0
African American,Both,Divorced,C,46.1671587390544,B,-82.7477518894278,E,C,-60.777633719336734,A,D,C,241.85316991062624,D,E,0
White,Physical,Widowed,C,1.0369765565661433,C,-45.519242313918,A,D,36.27376087128222,E,E,C,-36.550901936547966,B,D,1
Black,None,Divorced,B,7.26434212216783,E,11.042470978240287,B,E,65.01636914426794,A,B,E,-101.94121186687917,E,D,1
Hispanic,Mental,Divorced,C,217.2360092702615,B,182.27067858839277,A,E,95.31295310547098,A,B,D,-27.072787109535078,E,E,1
White,None,Widowed,E,-20.086171449636844,A,68.2743974522862,D,B,93.47459712482178,B,A,A,14.807408718396884,D,C,0
African American,Mental,Widowed,E,38.682922220276566,E,-6.053006128049422,E,B,54.793695949961574,A,B,A,220.3877081336016,A,E,1
Black,Mental,Single,B,49.50350842553308,C,117.75364278028285,D,A,-15.037296072866107,E,E,B,-72.98229556662787,B,E,0
Other,Physical,Single,E,-170.7248886777404,A,-17.275085132941992,C,C,-142.18614434358972,B,D,C,228.331069654582,E,B,1
Asian,None,Married,E,-47.07434925842435,E,-149.25829343656133,D,E,-74.93559225678996,B,D,E,7.708985757242413,E,E,0
Asian,Mental,Single,A,-124.41013772824343,E,-186.61456060079215,E,E,105.66069438757258,E,A,A,-16.88663779838081,A,A,1
African American,Physical,Widowed,D,17.14206019911177,C,188.55325197369172,C,A,-27.216860997700635,E,D,C,-130.1377948808034,E,D,1
Other,None,Divorced,C,-12.504695219180196,A,-19.4149452099059,C,A,-110.13440543485156,D,B,B,-69.41268035979782,B,C,0
Asian,None,Widowed,D,204.00766682515558,E,28.356177326466536,A,B,53.775567445203976,E,A,B,91.02330212673189,B,A,1
White,Yes,Married,B,-77.40016075767821,B,-11.124258783138941,E,D,14.014489245819133,A,A,A,-53.8314967690195,E,C,1
Other,No,Married,D,-8.01660255927293,B,119.67406344118983,D,A,-26.459067778011264,C,B,A,-145.56414085534848,E,A,1
Other,Physical,Widowed,B,-188.4576395307164,B,-95.59607742961525,D,E,187.57778841841892,B,D,A,-102.32634107982396,D,A,0
African American,Both,Single,A,-132.06761033145128,C,165.99689492314965,C,B,14.424673959938577,A,D,A,-97.60397381613556,D,C,0
Hispanic,Mental,Divorced,A,84.68044378676403,E,-5.77015434754967,E,B,-6.299773388912615,B,D,B,-6.401186473248992,A,D,0
Black,Mental,Widowed,B,25.36676500868641,E,58.21872290266267,C,C,-10.853521057945732,C,E,E,75.09826746565426,D,A,0
Asian,Mental,Single,A,-15.193174625956601,E,194.0573106223633,B,B,-14.02498963315961,C,C,A,33.09642038893361,C,A,0
Other,Mental,Married,B,34.02512771154439,D,-69.37313003302343,E,C,-42.73438097688324,C,E,D,190.27234097675105,C,C,1
White,Mental,Divorced,E,-204.7909794084592,A,61.9976728180965,A,A,105.62796426279608,A,D,E,-150.15997944558043,D,E,1
Hispanic,No,Married,D,-18.232866832420928,E,49.316417946443565,E,C,72.13261627343273,C,A,C,-110.97328090166239,C,D,1
Black,Both,Married,B,-37.49497067175297,B,34.551512969820685,B,E,202.2257706216318,A,E,A,-142.39005086625139,E,C,0
White,Physical,Widowed,D,49.054514710440074,A,194.68324783411023,D,A,114.10984688303584,D,C,B,56.664373382984635,D,C,1
African American,No,Married,B,-69.59357526801,D,-116.8529452914002,A,C,-140.11749186710057,D,B,E,105.1053991726655,D,E,0
Asian,Physical,Divorced,A,-94.69643288454037,B,103.16811348003205,A,A,143.66699422270835,C,A,A,63.33513764272774,C,B,0
Hispanic,No,Widowed,B,12.723900276269884,E,6.381696214552039,B,C,39.98468386432596,D,C,A,-48.08068240853889,D,E,1
Other,Both,Single,A,-28.247728576763638,D,46.42334902473898,A,B,69.88676456272533,E,D,A,-55.05110249081411,B,E,1
Black,Both,Divorced,D,96.3937640065679,A,-54.456580263009734,E,C,8.599621397595069,A,A,D,68.56827107440904,E,C,0
Black,Yes,Single,B,14.465516577161516,C,-227.41497942831364,D,B,18.95501304195833,A,C,D,57.746118436463725,D,B,0
Black,No,Widowed,A,-154.5418954530251,E,-9.568163445248501,D,D,37.6658083734285,B,B,E,-17.531935178728837,C,B,0
African American,Both,Single,E,-114.76302219728225,B,-36.451983048164536,D,E,29.487520062114392,D,D,D,102.9386831669044,E,E,0
Hispanic,Physical,Married,C,-23.252140931425227,E,105.04741463429623,C,B,56.17568200866769,E,D,C,-95.22398913339755,E,A,1
African American,No,Married,E,-108.142728228904,E,92.21946272436493,E,A,-31.967947173860484,E,A,E,-20.827398676407597,D,A,1
White,None,Single,D,220.12313983740043,B,73.98293909554309,B,A,81.38459216000065,A,A,E,75.94876136495292,C,B,1
Asian,None,Married,A,-18.175672390276056,D,-131.83437893089848,C,A,90.50966106234816,A,A,D,-120.5420525109196,B,D,1
Other,No,Widowed,E,-30.837860594639782,E,5.13765489770897,D,D,-85.74581899790255,A,B,B,70.42723387957743,A,D,0
African American,Mental,Widowed,B,27.205830959452193,A,51.9363161098094,E,E,35.48695516759544,E,C,D,-168.17299682105434,C,C,1
African American,Physical,Widowed,C,87.48977426168994,C,120.39822217977245,A,E,38.25563078453921,B,E,B,97.42379118064744,A,E,0
African American,Both,Widowed,A,-45.6694014734481,C,5.76076208888722,B,D,41.2886428326881,C,C,E,13.845763745992489,E,E,1
Asian,None,Widowed,A,27.46699312670609,E,2.818799022994809,C,A,77.01970265819344,C,C,C,75.64238744126517,C,A,0
African American,None,Divorced,B,-72.73342583514359,D,24.192562539131757,A,E,89.16098150914826,A,B,A,-274.78141768663284,C,B,1
Other,Physical,Divorced,C,57.37196987364472,B,-37.95447569685821,E,C,-53.887828188948475,D,D,C,-16.835289010858425,A,D,1
Other,Yes,Widowed,A,-7.829826264342819,C,13.92302916804172,D,E,-119.55503282779063,E,D,B,-99.28675063802828,C,E,1
Other,Both,Widowed,A,-9.036544802142457,B,14.869932449760872,A,A,44.47382306209486,C,C,C,-21.584292104004934,D,D,1
Black,Yes,Divorced,C,40.58304108280939,A,-43.7435108717251,E,D,7.8049271681432515,A,B,D,-29.97935045268466,C,C,0
Hispanic,Yes,Widowed,A,-61.972253750289184,C,-175.58458740657855,B,A,-73.43509475164144,A,C,B,268.7700333420014,E,B,1
Hispanic,None,Divorced,B,148.18633330449305,C,50.81507359159691,D,B,2.03621098686107,D,B,C,-66.04001006294826,D,C,0
Asian,Both,Divorced,A,13.41917955184471,D,-28.67329302049435,E,E,143.43279109128943,E,A,D,40.59926482440063,B,A,1
African American,No,Single,D,-251.28921645628873,B,99.50758843442803,E,E,-40.238601635626296,B,A,E,89.96908404555134,C,B,1
White,Yes,Widowed,E,49.172702692712086,B,-174.51291485358144,E,E,140.45514080969423,B,C,E,39.96424437877878,B,B,0
Asian,None,Single,B,31.91028811808246,B,147.5602402553757,B,D,103.89543792079579,C,E,D,73.60455873976207,A,B,1
Hispanic,None,Divorced,E,-64.66285576044031,C,50.19728864155749,A,E,-131.37337336227796,E,A,E,86.75708819072366,C,C,1
White,No,Divorced,C,-26.02529245165538,C,-229.89097999276012,C,C,284.00828656801684,C,B,C,-45.04010425331158,A,B,1
Hispanic,None,Single,E,101.43255588988156,B,-24.813897646254855,B,E,149.8592778064213,C,D,B,29.206579290620176,A,A,0
African American,Physical,Married,A,-125.53343504150689,D,-68.96710802925698,D,D,48.87632417966983,A,B,E,186.9663222118902,B,E,0
African American,None,Widowed,A,110.9255180305415,E,-80.80943729268574,D,A,-61.36551396375738,B,B,A,-74.51673088586357,A,D,1
Black,None,Married,C,53.87784096241045,E,-26.093182802699953,A,B,17.525059274592063,A,E,C,-106.39479962557866,D,B,0
Asian,None,Widowed,D,107.35188299984048,C,175.34234685089072,A,B,-53.94712000695957,A,D,B,6.770210446772553,D,E,0
African American,No,Married,B,23.292002675226858,D,61.543747802758766,C,B,9.596118613671294,D,B,C,203.522775955306,B,A,0
Black,Both,Married,D,-87.65311847297015,D,12.472848104070989,A,D,-33.30913933126795,B,E,A,63.82825296172096,B,C,1
Other,Physical,Married,B,54.422844010914254,C,206.00710507082147,A,A,50.75419939102629,D,B,A,54.93693234313211,A,D,0
Black,Physical,Married,E,-103.47514707139194,D,85.83931474402908,D,E,-121.75012334396203,D,C,C,11.761245533748623,E,C,1
Hispanic,Physical,Widowed,C,13.413533976109933,C,-64.95102963203534,D,A,77.93639436632822,A,B,B,-63.75863249789688,C,C,1
Asian,No,Married,C,170.48557775647637,A,113.67142984929146,B,C,-88.58658375358152,D,D,A,62.262004736802766,B,B,0
Asian,None,Single,C,-245.6129077418284,C,-81.96135031653426,B,B,-129.57242650491148,B,B,C,-51.59812628374843,C,B,0
White,Both,Married,C,-38.255287117361256,B,133.23130042677593,E,C,-67.57507484494995,C,D,C,36.64342751260878,C,D,1
African American,Physical,Married,A,18.795091466080656,B,15.131705686772154,E,A,-29.820626429375235,E,C,A,-38.01185505971888,D,A,0
Asian,Mental,Widowed,A,12.96067050077562,B,98.67857410073132,B,B,32.73980407863832,B,E,B,-51.301798935718715,B,C,0
Other,Mental,Single,C,100.08013906264044,A,-94.34372065464615,A,B,-5.389119200006666,D,B,E,78.85082477814352,D,E,1
Other,Yes,Married,A,-109.61457255034132,C,-256.3176000871783,A,B,125.92332498767294,E,B,C,-47.42325319049734,E,C,1
African American,Physical,Single,A,-84.72982082818733,C,52.233950361132095,D,E,10.18505708870572,B,C,C,-57.38639139030403,D,E,0
White,None,Married,B,11.09379384082119,A,75.4350195437427,C,B,-65.96055014099966,C,E,D,-39.013265185267365,B,A,0
Hispanic,Mental,Divorced,D,18.450010320826607,E,-10.2995104943525,C,A,10.559601055634458,C,D,C,-23.155952584696596,A,E,1
Hispanic,Physical,Divorced,C,-29.717150865007312,A,182.2249005727702,D,A,-58.06436495341669,B,C,C,-40.71680639051752,E,B,1
Other,None,Divorced,D,-77.36072806405701,C,-7.767611929061855,D,A,3.774368923612719,E,C,C,-49.119366892989355,E,B,0
Black,Both,Divorced,C,7.245554638381193,E,20.07739018198903,B,E,20.524683651230234,C,E,A,16.211881745977188,B,A,1
White,Yes,Single,B,47.85405204547377,D,-78.93771839451117,B,A,277.2594702498689,A,E,D,-67.24475586787544,C,A,0
African American,Both,Married,C,122.61719523665644,A,-44.54076116517886,C,A,-137.9300128134899,A,D,C,70.62938649799264,C,B,0
African American,Mental,Single,C,-93.00647663320548,C,17.8258654614497,C,B,45.28617709408312,E,D,A,110.992302256643,D,B,1
African American,None,Single,C,132.08035377306143,E,-135.89139483635833,C,C,10.31648827141224,A,B,E,-22.475281039184043,B,C,1
Hispanic,Both,Divorced,B,204.29691114636051,D,-112.80640250207679,D,B,-50.111416186982915,D,B,B,4.836468870249882,C,E,0
Asian,Both,Widowed,E,137.37977159057561,E,-135.51187146184083,B,E,-31.71194167567066,C,D,B,31.334526377197,B,C,0
White,None,Single,A,45.23729924944477,A,-81.54174121991818,E,B,-319.35113503248556,C,D,E,-67.17475667636464,B,D,1
Other,Mental,Divorced,C,-99.72303748931196,E,-17.930740183939058,D,C,-63.581214749039205,D,E,A,47.194720181069954,B,C,0
Other,Mental,Single,B,112.20424391347154,C,-102.63660352555158,D,B,-58.71319761986684,C,A,E,108.06790612762407,C,A,1
Hispanic,Yes,Divorced,B,-9.591638308916698,A,-30.566999355025565,B,D,-4.97207286377557,D,A,E,-46.46166456054344,D,D,0
Hispanic,Physical,Married,A,-104.24519886932175,B,-141.43388029846807,C,E,-29.166947038164853,E,B,A,45.56355480942722,C,E,0
African American,None,Divorced,C,-170.52391881199563,D,80.84624150537218,B,C,-80.10935776312795,E,A,A,-40.52179628932793,C,B,1
Other,Physical,Divorced,C,160.80585546692396,C,-363.8011191116792,A,E,77.93126778093455,E,B,E,-237.10068523530828,A,B,0
White,Yes,Married,E,114.60987751636999,B,-73.19760537838982,B,C,5.3386334379999765,D,A,C,-147.11740166520588,D,C,1
Other,No,Divorced,E,13.076865355717793,B,53.61019473093703,D,C,-87.06252519654369,E,E,C,93.53323550229102,C,C,0
Other,Yes,Married,A,26.620357414181417,B,79.54819565078358,B,D,-178.94273706101717,B,C,C,65.15176846704614,C,D,0
Other,Yes,Divorced,E,158.00389304228014,D,221.1221289204646,B,A,-115.69890911660079,C,E,D,67.14487517593251,A,E,1
White,Yes,Divorced,E,48.30556893239874,E,-154.5342137381728,D,B,45.68028566972902,D,D,D,-90.4567902036615,C,D,0
Other,Both,Single,B,-68.41160860032541,B,92.91726917426443,C,A,-17.261825879205123,A,A,E,74.48704041326558,E,A,1
Hispanic,None,Widowed,B,-95.67672491249355,C,104.23722441214049,E,E,75.47725215894093,C,A,B,107.62133269596019,C,D,1
