married,country,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,target
Divorced,US,51-65,E,A,-77.74729925025085,A,C,1
Single,Other,36-50,E,E,95.78505103305403,B,E,0
Married,Germany,18-25,E,A,27.375434208618326,C,D,0
Single,Germany,18-25,E,E,113.09366042334612,A,D,0
Widowed,Germany,65+,E,B,-31.833785497304547,A,E,1
Married,Other,65+,D,C,-26.013173138000855,D,C,0
Married,India,18-25,C,A,-47.99804546608134,E,A,1
Divorced,UK,18-25,D,C,-83.71761024024212,E,D,0
Divorced,India,26-35,B,C,103.99950661048778,B,B,0
Widowed,Mexico,51-65,C,E,154.16184314147608,A,C,0
Single,UK,26-35,B,D,50.367086222782,D,C,0
Divorced,Germany,65+,C,C,-91.69485013398942,B,D,1
Divorced,US,36-50,B,D,115.40997762408747,E,A,1
Single,US,26-35,E,D,22.068535786344032,B,B,0
Divorced,Brazil,65+,E,B,-35.716628092275535,A,B,1
Divorced,UK,26-35,D,C,-150.9080839262476,B,D,1
Single,US,51-65,B,E,59.16762143328722,D,B,1
Single,China,26-35,E,E,-83.22150553520184,C,B,1
Single,Other,36-50,C,A,7.039064081712357,D,A,0
Married,Mexico,51-65,B,D,-41.60571431300168,A,B,1
Widowed,UK,51-65,A,B,-20.226095381508593,D,B,1
Single,Brazil,51-65,A,E,33.27181311303012,D,D,1
Widowed,Germany,51-65,B,B,-29.90507477229191,B,C,0
Married,Other,18-25,A,C,-44.08651309019052,A,E,0
Married,China,18-25,D,A,-125.68316545160141,C,E,0
Single,US,18-25,D,A,-114.89558328564166,A,C,0
Single,Brazil,51-65,C,B,-40.48303821322671,A,E,1
Widowed,Brazil,36-50,A,E,196.9748045755145,B,C,1
Widowed,Germany,36-50,A,A,-137.1975761451943,B,A,0
Single,Other,65+,D,D,-113.31663667628806,C,B,1
Married,China,26-35,E,C,-174.19980883770606,E,C,1
Divorced,Mexico,36-50,E,B,52.70770282788494,E,B,1
Single,Germany,18-25,A,D,-58.111763432233346,C,C,1
Divorced,Mexico,26-35,C,D,-223.29678761849664,B,A,1
Single,Germany,18-25,B,B,-37.40223279311947,D,B,1
Single,Germany,51-65,A,B,-121.88664451749658,B,E,0
Divorced,Brazil,51-65,D,C,109.1504197322426,D,B,0
Divorced,Germany,26-35,C,B,-124.40894555960107,A,A,1
Married,Germany,51-65,C,B,-22.53027376061036,E,C,1
Single,Germany,51-65,D,A,32.23641626196454,E,C,0
Widowed,Other,65+,A,A,215.99428667854534,B,C,1
Widowed,Mexico,51-65,B,C,-185.52227846489927,A,B,0
Single,Other,36-50,B,B,36.115368719021056,C,B,0
Widowed,India,51-65,B,D,-47.16011892316638,B,A,0
Married,Germany,36-50,E,C,-207.68967565501816,D,E,1
Divorced,Germany,65+,E,B,-11.373290562813304,E,A,1
Divorced,China,26-35,D,C,8.762145003520299,A,D,0
Widowed,US,18-25,D,E,172.02758440239134,A,E,0
Divorced,Brazil,36-50,D,D,27.68667495894272,E,E,1
Widowed,China,26-35,A,E,-127.12532133255876,D,B,1
Divorced,India,51-65,B,D,120.08105515364834,A,E,0
Divorced,UK,65+,A,C,104.57765994185092,D,B,0
Married,China,36-50,E,D,49.50773735293635,B,D,1
Married,Brazil,36-50,C,E,46.54941901116395,D,A,0
Divorced,US,26-35,E,C,-56.329501186788924,B,A,1
Single,Other,36-50,D,C,-64.42407271886859,E,C,0
Married,Mexico,26-35,C,C,-159.61282252786734,B,E,1
Widowed,UK,36-50,D,E,-11.860465331939684,E,D,0
Single,India,51-65,E,C,-11.491541875040783,B,C,1
Married,Germany,36-50,B,B,-24.991219326094818,A,A,1
Married,India,36-50,B,E,36.422819533671465,C,D,0
Married,Mexico,18-25,B,D,11.696005790987968,A,A,1
Divorced,Mexico,65+,B,B,-30.466835137262226,D,E,1
Widowed,Other,36-50,D,A,-51.2408540982251,A,B,0
Single,US,26-35,A,A,155.4905714379348,D,E,0
Married,Brazil,51-65,E,C,-73.21286135005337,C,C,1
Married,Germany,51-65,D,E,77.8094278458166,D,B,0
Single,Mexico,36-50,A,D,-160.7416775376801,D,A,1
Married,Germany,18-25,B,D,82.86505724905153,A,C,0
Married,Mexico,51-65,E,A,-15.603839820846277,A,A,1
Divorced,UK,36-50,A,B,-37.89878321864301,E,D,0
Married,China,26-35,D,A,75.97870432451373,B,C,1
Divorced,Germany,18-25,E,B,-38.89752746158609,C,A,0
Married,Germany,51-65,C,C,33.84151435013425,D,E,0
Divorced,China,51-65,A,E,-108.94830206711671,C,E,1
Married,US,51-65,D,B,26.838902390706714,A,A,0
Widowed,Germany,65+,B,B,12.79826960277464,E,E,1
Single,India,36-50,A,C,138.55833581257707,E,D,0
Single,Other,65+,B,B,77.98509371018444,A,A,0
Divorced,UK,65+,B,B,-23.252680726284446,C,C,1
Divorced,China,51-65,A,E,-28.963368841848208,C,B,0
Single,Brazil,65+,A,E,74.8815775769611,C,B,0
Widowed,UK,51-65,A,D,43.29202117065169,B,D,1
Widowed,Germany,36-50,E,E,4.140267740354153,A,B,1
Single,Brazil,36-50,D,E,164.10149057756507,D,E,0
Married,Other,51-65,A,E,161.1507196004258,B,B,1
Single,Mexico,18-25,D,C,-97.57649271998747,D,E,0
Married,Mexico,51-65,C,C,223.7462341326331,B,C,0
Single,Other,36-50,B,D,-18.343013512304577,C,D,1
Divorced,UK,65+,D,D,28.07180528286304,E,A,1
Widowed,UK,26-35,B,E,122.28844633201344,B,C,0
Married,India,26-35,B,B,187.26055680947024,C,E,0
Widowed,India,18-25,C,B,26.748028401728334,B,A,1
Single,Germany,65+,C,C,48.39480224852592,A,C,0
Married,UK,65+,D,B,-15.117947587710749,A,D,0
Widowed,Other,26-35,D,D,55.862819198504724,B,B,0
Single,Other,36-50,D,D,-58.5559943043019,C,E,0
Married,Other,36-50,B,E,-125.31599786130857,E,A,1
Single,China,18-25,B,B,43.61115859747603,C,A,0
Widowed,US,18-25,C,C,-62.67137031285871,A,E,1
Divorced,Other,18-25,D,D,-19.68303289230787,C,B,1
Widowed,India,51-65,B,C,-63.30515139900679,C,E,1
Single,Mexico,26-35,B,B,-38.65877988055324,C,B,1
Divorced,Other,65+,C,A,58.80972146143401,E,B,0
Widowed,Germany,51-65,D,E,-47.447219619647726,C,C,1
Widowed,UK,65+,A,D,-21.71821607304623,C,A,0
Single,UK,18-25,B,D,-80.14500335370238,C,B,0
Divorced,UK,26-35,E,C,-0.1703065263563662,C,C,0
Single,China,65+,A,A,12.749417197762805,A,E,1
Widowed,Germany,51-65,B,D,-20.79277293294179,D,A,0
Divorced,China,36-50,B,B,-30.41369163608373,D,A,0
Widowed,Mexico,18-25,C,D,39.856379794103894,E,B,0
Widowed,India,36-50,E,B,113.22395222714891,E,B,0
Single,China,26-35,E,D,117.14613503191428,B,B,0
Married,Mexico,26-35,C,D,80.09042200705233,A,D,0
Divorced,US,65+,B,D,-70.09384804892417,A,C,1
Widowed,Other,36-50,D,A,-167.31190985750462,B,C,0
Divorced,India,51-65,D,C,-65.81915216470298,D,E,1
Divorced,UK,51-65,D,E,97.57652692794188,B,A,0
Widowed,Brazil,65+,D,A,33.75870796288849,E,A,0
Divorced,US,36-50,D,E,-110.01217079530268,E,A,0
Married,UK,65+,C,C,9.228142575502215,E,E,1
Married,Brazil,18-25,A,A,-52.03594765502058,C,D,0
Widowed,US,26-35,A,E,140.52165804353305,E,A,1
Divorced,China,26-35,A,E,52.82663773233459,C,C,0
Single,India,36-50,B,C,-105.51149167710014,D,B,0
Divorced,Brazil,26-35,D,C,-89.84029390590803,B,D,1
Married,China,18-25,E,A,-190.39483405310034,C,E,0
Married,Mexico,51-65,D,D,192.39691764162498,B,D,0
Divorced,UK,26-35,B,A,-13.703421440280362,D,A,1
Married,Brazil,18-25,B,C,18.43931098418309,A,B,0
Single,Brazil,51-65,D,A,-90.6976008535403,A,A,0
Widowed,UK,36-50,E,E,-115.00151732556296,B,C,1
Widowed,Mexico,36-50,B,A,99.90314343935226,D,C,0
Single,India,26-35,D,D,-47.84723983385785,C,D,1
Married,UK,26-35,A,C,50.02147434209447,A,D,0
Widowed,UK,36-50,A,D,-107.72549836883923,B,E,1
Single,India,51-65,B,B,71.20927309746111,B,D,1
Married,US,51-65,D,E,-151.79620454443142,B,E,1
Divorced,India,18-25,A,A,-32.63627543344146,E,D,1
Single,China,51-65,B,D,88.81436442680373,B,C,0
Widowed,Other,36-50,D,E,1.8118075967341325,C,A,0
Single,India,51-65,D,D,-73.2293178237479,A,C,1
Married,China,36-50,B,E,-90.46068968391916,B,D,0
Widowed,US,65+,E,A,229.02926766510535,A,A,0
Divorced,Germany,65+,C,B,-85.85711741473305,A,B,1
Single,US,51-65,C,E,-119.1935140317232,E,C,1
Widowed,UK,26-35,C,B,84.1941563146704,C,C,1
Married,China,26-35,A,C,-130.66136359683887,E,B,0
Married,Other,26-35,E,B,97.1031511878828,C,C,0
Married,Mexico,65+,A,A,-122.04367024624536,A,D,1
Widowed,Other,26-35,B,E,-167.91572448242945,B,D,0
Single,Mexico,18-25,A,A,-26.469833775059747,E,D,0
Divorced,Brazil,65+,A,A,-60.037412022444734,A,E,0
Divorced,Other,18-25,B,C,-6.830627336930108,B,E,0
Divorced,Other,65+,C,B,16.854042180172804,D,B,1
Single,UK,65+,A,A,-34.60622720731658,B,C,0
Single,China,18-25,C,A,141.2206818905942,B,A,0
Married,Brazil,65+,D,C,-100.35269379247285,D,E,1
Married,India,65+,D,D,-48.7245655553394,C,A,1
Divorced,Brazil,18-25,B,E,-107.53588856654271,B,C,0
Married,US,51-65,E,E,-147.77875305084766,B,A,1
Divorced,Germany,51-65,A,B,-45.54629310009486,C,A,0
Married,India,36-50,E,B,110.5527826506781,C,C,1
Widowed,UK,36-50,D,A,-42.954472030893164,C,A,0
Single,US,36-50,D,E,-22.020606353912775,A,E,1
Single,India,65+,D,B,16.21369824718739,C,A,0
Divorced,Germany,36-50,B,E,24.838005212014547,A,A,0
Single,Brazil,26-35,C,E,105.28455976902265,C,B,0
Widowed,China,26-35,D,C,38.57512281967753,B,A,1
Widowed,India,65+,B,B,-175.75609740023893,A,B,0
Divorced,India,65+,D,A,-82.35249946466166,B,B,0
Married,US,51-65,B,C,30.126625576414284,E,C,0
Divorced,Other,51-65,D,A,-67.30607833125843,E,D,1
Single,US,18-25,E,E,149.13137062922564,D,C,0
Married,Mexico,36-50,E,C,1.2594002472291794,C,C,1
Single,India,18-25,A,B,53.634601936952485,E,E,1
Single,China,26-35,E,C,40.46590939632552,A,D,0
Single,US,51-65,B,D,32.759972947640414,D,A,1
Single,China,26-35,D,E,-39.10295143322978,D,B,1
Divorced,China,51-65,B,B,-135.45381724525697,E,D,1
Single,Brazil,51-65,E,C,-14.596017776257405,C,D,0
Married,Mexico,26-35,B,B,-25.16440217233511,D,B,1
Married,Germany,18-25,A,C,-65.99058840385398,B,A,0
Divorced,Brazil,65+,C,E,232.6043181594889,A,D,1
Single,Brazil,26-35,D,A,-108.48499037746721,D,E,0
Divorced,US,51-65,D,D,80.91260735600285,A,D,0
Married,China,18-25,E,B,14.399754996212966,E,E,0
Single,US,51-65,E,A,-148.02051564246793,E,D,0
Single,India,36-50,B,A,-81.66813821092855,E,C,1
Divorced,UK,51-65,A,C,28.959622752366332,E,B,1
Single,Mexico,36-50,A,E,-277.98412805461237,E,C,1
Married,India,51-65,E,E,-208.8614835951913,A,C,0
Single,UK,26-35,E,C,49.779039217388934,D,D,1
Single,China,51-65,D,E,-70.04841376733391,E,A,0
Single,UK,26-35,B,E,-82.63053299731055,D,C,1
Single,Mexico,36-50,E,C,74.05455776469414,A,D,0
Married,India,51-65,E,A,71.36064451546046,A,A,0
Divorced,India,65+,A,A,128.03963222455363,E,E,1
Single,Brazil,36-50,D,B,83.73717122740403,E,B,0
Single,UK,26-35,E,B,130.6985250237435,D,D,0
Divorced,UK,36-50,C,B,140.1444237738386,C,C,0
Divorced,Brazil,36-50,A,C,143.7565808225378,A,E,1
Single,China,18-25,B,A,-44.655343239484324,A,C,0
Married,US,65+,E,A,-24.60346944483578,A,C,0
Widowed,Germany,26-35,A,E,0.24105781507546475,B,E,1
Divorced,Germany,36-50,A,B,144.67754464257797,A,C,1
Single,Germany,36-50,C,B,-116.651579949523,C,B,1
Married,China,18-25,C,D,-54.23732395007397,A,B,1
Widowed,Mexico,51-65,A,C,274.83932622723995,B,D,0
Married,UK,36-50,B,E,80.56765846527723,C,B,1
Divorced,India,18-25,E,D,-124.12961643588775,C,A,1
Divorced,China,51-65,B,D,-39.03289523996027,A,E,0
Divorced,Germany,36-50,A,A,7.5756787878025005,D,B,1
Married,India,36-50,E,A,-145.93096934960482,A,C,1
Divorced,US,36-50,E,D,-207.53540951326298,D,D,0
Single,Germany,65+,D,E,-86.44037757159998,A,D,0
Single,India,51-65,D,D,-134.93531747788128,A,A,0
Single,Germany,18-25,D,D,-31.497338056301732,E,A,0
Single,China,18-25,C,E,104.68010950423958,D,E,1
Married,UK,26-35,A,D,46.22097262657935,E,B,0
Single,China,51-65,C,B,239.13259254571292,E,D,1
Single,Other,26-35,C,C,154.61591705574895,D,A,0
Divorced,Mexico,26-35,A,D,6.90434145060462,E,D,1
Divorced,Other,51-65,B,A,166.03131436188693,A,C,1
Married,Other,36-50,D,E,108.01447542719818,C,B,0
Married,Brazil,65+,A,C,-49.68461433374329,C,C,1
Single,China,18-25,C,B,77.43345258544456,C,B,0
Married,Brazil,51-65,C,A,-138.76460412143467,C,E,0
Married,Other,36-50,C,E,-33.106334756180836,E,E,0
Married,India,51-65,C,C,59.618264183886296,A,E,0
Widowed,Other,65+,E,B,-165.39986578631664,C,E,1
Married,India,65+,B,A,81.21808942877526,B,D,0
Divorced,China,36-50,E,A,-101.7048702327566,A,E,0
Single,Other,18-25,A,E,81.08533705517334,D,E,1
Divorced,Mexico,65+,C,C,24.75167268029939,D,C,0
Married,Germany,26-35,A,E,-11.822563951414004,E,E,1
Divorced,Brazil,26-35,C,C,3.71007965577557,E,D,0
Divorced,Other,51-65,E,A,39.36513927272858,B,E,1
Married,US,18-25,B,E,-39.31780276061049,D,A,1
Divorced,Brazil,51-65,D,A,-67.25489233244161,A,A,1
Married,China,65+,A,E,-18.268614999178652,D,C,1
Divorced,Other,26-35,D,A,96.32872115322942,A,C,0
Widowed,India,36-50,B,C,120.06281571462671,E,D,1
Married,Brazil,26-35,B,D,13.24819082611192,A,E,1
Widowed,India,51-65,C,E,-130.08868101686122,E,B,0
Single,Mexico,51-65,A,B,-107.21012863595199,B,B,0
Single,US,18-25,B,C,91.67703944209426,B,E,1
Widowed,India,51-65,B,B,-20.83398715736727,D,E,1
Single,Mexico,26-35,B,C,-143.29464927117868,C,A,0
Widowed,Other,51-65,C,E,-89.12497898490479,A,B,0
Married,China,65+,D,D,-47.15174139109982,C,C,1
Divorced,US,51-65,E,D,42.026882470108426,C,C,0
Divorced,China,26-35,E,C,-47.86118850821711,A,E,1
Widowed,US,18-25,B,C,-80.04726241285223,B,E,1
Married,Germany,36-50,A,E,200.74581240597823,D,A,0
Widowed,Germany,18-25,E,E,138.1993407679774,B,C,0
Single,Germany,26-35,D,A,132.42792362078455,C,C,1
Married,UK,51-65,E,E,-135.88521293392023,B,C,1
Divorced,Other,36-50,A,A,168.77978709858397,D,C,0
Divorced,Mexico,65+,C,E,50.86785448056125,D,C,0
Divorced,India,26-35,C,A,-105.03993052392147,C,E,0
Divorced,UK,18-25,E,D,179.21961127265936,E,A,1
Divorced,Germany,36-50,D,E,-167.60270879138506,C,E,0
Divorced,US,51-65,B,E,-61.76505026279593,C,E,0
Widowed,China,26-35,E,A,34.424925648417066,A,E,0
Divorced,Brazil,36-50,D,B,188.1097594491021,B,A,1
Single,China,65+,D,E,148.0271106769638,C,A,1
Divorced,Other,51-65,D,D,23.13149254823773,D,C,0
Divorced,Mexico,51-65,E,E,-224.76976708704433,A,C,0
Married,US,36-50,D,A,-102.15498654663726,B,A,1
Married,Mexico,18-25,B,C,23.646027864298258,D,D,0
Widowed,Mexico,51-65,E,D,-7.787646587569921,A,D,0
Divorced,UK,51-65,E,C,-149.87423876838469,E,B,1
Single,Other,65+,C,E,-37.86984961630602,A,B,1
Single,Brazil,26-35,A,C,-17.77175273921706,C,E,0
Widowed,India,26-35,B,A,-165.6324513516965,A,E,0
Divorced,China,65+,C,B,-92.55881729439194,E,B,1
Married,Mexico,51-65,A,B,-45.92144866079041,D,C,1
Married,Other,26-35,A,D,-83.45897001734424,D,A,0
Divorced,Germany,36-50,C,D,18.926644687524167,A,B,1
Married,US,51-65,E,B,124.00266168911173,D,B,1
Widowed,US,36-50,E,D,-20.897015799698202,B,A,1
Widowed,Brazil,26-35,E,C,-6.6310264550113125,E,C,0
Divorced,Other,18-25,C,B,46.90661196110881,B,B,0
Single,Brazil,36-50,B,C,6.356735401495003,A,B,1
Married,US,36-50,B,A,-133.76035342536787,D,D,0
Widowed,China,51-65,A,B,146.39163659732196,A,B,1
Widowed,UK,51-65,B,E,4.71585304252524,C,C,0
Divorced,Other,65+,E,A,239.8147265773658,B,B,0
Widowed,Mexico,18-25,E,C,-94.56192365107304,D,B,0
Widowed,India,36-50,E,D,-167.03853794954006,D,A,1
Widowed,Mexico,51-65,B,E,149.51843230914318,A,E,1
Single,China,36-50,A,E,-20.31155458319005,B,B,0
Widowed,Brazil,26-35,B,A,-37.32601405964021,A,A,0
Divorced,Germany,36-50,E,D,-60.21866079922455,D,B,0
Married,Mexico,18-25,E,D,-61.409370571077915,D,D,1
Married,Germany,18-25,B,D,10.501803805470972,E,C,1
Widowed,UK,18-25,B,E,-1.7586442660764052,C,C,1
Married,China,18-25,A,C,40.523160216255285,E,C,0
Single,Other,26-35,B,E,101.10444476519372,C,E,0
Widowed,Mexico,65+,C,E,-35.638519352602216,B,B,1
Divorced,Germany,51-65,C,B,45.90793997186632,A,D,0
Single,China,18-25,A,D,169.04586947763772,B,C,1
Widowed,Germany,18-25,A,C,-29.518320224505956,B,A,0
Single,US,36-50,B,C,-33.09997215471553,E,B,0
Single,UK,36-50,B,B,71.91638246542425,D,B,1
Married,US,51-65,A,B,-6.063496680719794,E,C,1
Single,US,26-35,E,A,47.21156462359551,B,E,0
Married,Brazil,51-65,E,C,24.80753027864874,C,B,1
Divorced,Mexico,65+,E,C,126.57500455467614,A,A,0
Married,Brazil,18-25,C,C,252.8433830116539,E,A,0
Widowed,US,36-50,E,B,26.325340715567126,B,E,0
Single,Brazil,26-35,D,D,35.38282583892504,D,A,1
Single,Mexico,51-65,E,A,-66.4575808800746,E,A,1
Single,Mexico,36-50,B,A,-75.31914409784815,B,D,1
Divorced,UK,26-35,C,B,97.00482991992968,A,C,1
Single,China,65+,E,B,65.32122552869659,A,A,0
Widowed,UK,18-25,D,E,56.534270926822536,C,E,0
Single,UK,65+,E,E,-108.93254325413417,C,C,1
Single,US,26-35,D,A,194.91511759214197,B,C,1
Married,Brazil,36-50,A,E,36.62749680021378,A,C,0
Single,India,65+,D,A,130.8160448699495,E,E,0
Married,US,26-35,E,B,60.39116133408148,E,D,0
Divorced,Other,26-35,D,B,-17.27701577923621,C,E,0
Divorced,Mexico,51-65,E,B,108.46248717694166,E,D,1
Married,UK,36-50,C,B,65.13560688003544,E,B,0
Divorced,UK,26-35,A,E,267.64201673040134,E,D,0
Single,China,51-65,E,D,-8.622265179589085,C,D,0
Divorced,Brazil,18-25,E,C,126.56121234164391,D,E,1
Divorced,UK,65+,D,C,148.7608562783021,D,C,0
Widowed,Germany,65+,E,A,67.58103472940742,C,C,0
Single,Brazil,18-25,E,D,-11.565430289171406,C,E,1
Widowed,UK,18-25,D,D,-109.68436677489886,E,D,1
Divorced,US,65+,B,A,149.59710867877487,B,C,0
Married,Brazil,51-65,C,B,-83.60367633424966,A,E,1
Divorced,India,26-35,B,C,-61.496599371217464,A,C,1
Single,UK,51-65,A,A,59.68349439481724,C,E,0
Divorced,India,65+,B,C,94.51332859432493,B,A,0
Widowed,India,65+,B,D,-121.1087636413444,E,A,0
Widowed,Germany,51-65,B,B,115.11513800098729,D,C,1
Married,Germany,26-35,A,D,72.64161120803658,C,A,0
Married,Mexico,26-35,E,C,21.242837139805093,E,C,1
Married,Mexico,26-35,B,E,89.38359290101168,C,A,1
Widowed,Mexico,26-35,E,C,27.011977392440258,B,D,0
Single,Brazil,26-35,B,E,-35.77239731140171,B,C,0
Divorced,Mexico,18-25,C,C,101.30849351930105,A,C,0
Divorced,Germany,26-35,E,B,-9.47252515436002,C,E,1
Divorced,Other,36-50,C,B,-116.15025582570053,E,E,1
Single,Other,18-25,C,D,-147.5021487652807,E,C,1
Single,Brazil,65+,C,E,44.46689276563614,C,A,1
Single,Other,26-35,C,C,23.816948244356297,A,E,0
Divorced,US,51-65,B,D,52.919210688441964,A,C,1
Married,US,65+,A,E,97.88745026736335,A,D,0
Widowed,Germany,51-65,C,D,-125.43747169597962,C,C,1
Divorced,India,36-50,C,E,-119.42308273112603,E,C,0
Single,UK,51-65,B,A,-54.100711270994125,B,E,1
Divorced,US,36-50,D,B,91.286052782182,A,B,1
Widowed,US,18-25,A,D,31.5125900049462,E,C,0
Single,Other,36-50,D,E,54.83124515115787,E,E,1
Divorced,Other,51-65,D,A,171.45915719087546,E,E,0
Single,Brazil,65+,C,D,-71.96300232848307,B,E,0
Married,Germany,26-35,B,A,-210.7182145049864,E,B,1
Divorced,UK,65+,B,A,29.309805829885626,E,E,0
Single,Brazil,26-35,E,C,142.64016742694585,E,D,0
Married,UK,36-50,A,E,35.698853393273396,D,E,0
Widowed,China,26-35,C,B,58.531122263605795,A,E,0
Divorced,China,36-50,B,C,113.10397163121533,B,B,1
Married,Brazil,26-35,E,A,125.63484447410869,D,D,1
Single,UK,36-50,A,B,-28.225554413313976,A,A,1
Single,UK,26-35,C,D,51.98913615304358,C,A,1
Single,Brazil,18-25,B,E,-2.0918522923275344,C,B,0
Married,India,18-25,C,B,-98.23294360789792,E,E,1
Single,Germany,65+,E,A,66.48806082456619,C,B,1
Divorced,Mexico,18-25,B,D,-102.06972140564237,A,C,1
Divorced,UK,65+,E,A,-38.746384891830616,D,D,1
Widowed,UK,65+,B,E,-112.21448238423812,D,A,0
Widowed,India,51-65,A,C,9.913258157604764,D,B,0
Single,India,65+,C,B,-12.182095970692282,A,D,0
Married,Brazil,51-65,E,A,-16.895592716989192,B,D,0
Divorced,US,18-25,D,A,-0.5658590939352541,B,D,1
Single,India,26-35,D,C,141.9431363300499,C,C,1
Divorced,Germany,65+,A,D,-59.82810960556114,C,A,1
Widowed,US,36-50,B,E,-13.27002915745572,A,B,1
Single,UK,51-65,C,C,87.91443267879265,D,A,1
Single,Other,51-65,B,E,-85.74609716065963,E,C,1
Married,Mexico,65+,C,D,-19.377899234852716,A,D,1
Divorced,UK,36-50,D,A,-260.78144090611994,D,D,0
Married,India,36-50,E,A,-194.41578035018082,D,C,0
Single,US,51-65,A,E,124.56748102823579,C,C,0
Divorced,Other,36-50,E,C,54.218221208495166,C,D,1
Divorced,Brazil,18-25,C,B,16.923389573700888,B,E,0
Single,India,51-65,B,B,-16.891924101808296,E,E,0
Widowed,China,51-65,E,C,-95.46253041417269,E,D,0
Married,Other,65+,C,C,-278.63348609299464,E,A,1
Divorced,Mexico,36-50,D,A,63.13914158819609,D,A,0
Widowed,Germany,65+,E,B,142.94784427128224,A,B,0
Married,UK,18-25,A,B,17.6491649789276,C,C,1
Married,Brazil,26-35,B,A,69.01777268469792,D,B,0
Married,Other,51-65,D,D,-36.97290675079969,E,C,1
Widowed,Germany,65+,B,E,-69.7905683830081,C,D,1
Married,US,36-50,D,D,180.2032447638875,D,C,0
Divorced,US,51-65,A,C,73.92905673461962,E,A,0
Widowed,US,18-25,B,D,-84.73056563331549,C,B,1
Married,China,51-65,A,D,-18.361716362743582,B,B,0
Married,US,65+,C,A,-156.5375757996465,A,B,1
Widowed,UK,51-65,D,D,-100.96546738511809,E,D,0
Married,UK,65+,C,E,-148.6978954140325,C,A,1
Married,Other,65+,E,B,169.9179480748269,C,D,1
Widowed,US,36-50,A,E,148.9661263469023,B,E,1
Widowed,Mexico,18-25,B,A,55.152572658041045,D,A,1
Married,UK,65+,B,C,1.8012701251376964,A,A,0
Married,Germany,65+,C,B,74.92695597245317,A,B,0
Single,Other,51-65,A,B,11.092491620407728,A,B,0
Married,China,18-25,B,B,7.855997103741184,A,C,1
Married,US,18-25,B,C,-215.15649074352189,B,A,0
Single,Other,51-65,E,A,113.98968867599848,C,E,1
Married,UK,36-50,D,E,-214.09402134553628,E,C,1
Married,US,36-50,A,A,125.26824047023244,B,D,0
Single,Mexico,26-35,B,E,-178.29972076497666,E,D,0
Married,India,51-65,C,A,35.65609272618032,B,D,1
Single,Mexico,65+,B,E,-199.21276519068243,E,C,0
Single,Brazil,36-50,A,A,157.1467836364735,A,E,1
Divorced,Germany,65+,C,C,9.233104326731924,E,A,0
Married,Mexico,36-50,D,D,-168.2173729907743,B,B,0
Married,Brazil,51-65,E,D,-38.968362295961064,C,D,1
Single,Mexico,51-65,D,B,-69.54151919935919,A,E,0
Widowed,Brazil,65+,E,C,-4.978505308097176,D,A,0
Divorced,Other,65+,C,D,-212.98804089396296,A,D,1
Married,UK,26-35,C,E,-111.8840821501698,A,C,0
Single,Germany,51-65,A,E,46.156491769947586,A,A,1
Widowed,Other,26-35,D,A,-18.662705685243132,D,D,0
Divorced,Mexico,18-25,D,C,207.03045302346422,B,A,1
Single,India,65+,C,D,-90.60187732563654,E,E,0
Widowed,China,18-25,C,A,0.007466676717531671,B,D,0
Married,Germany,65+,D,A,126.44160897476415,E,C,0
Married,India,18-25,C,E,103.32817610380005,A,A,0
Married,China,65+,D,A,-221.74068182745748,A,C,0
Widowed,India,26-35,B,A,-41.91007545787626,E,B,0
Widowed,UK,36-50,E,A,-49.98232171125887,E,B,0
Single,Brazil,36-50,E,C,27.042251452806614,B,C,1
Single,Mexico,36-50,D,C,27.387806672615312,E,C,0
Divorced,China,18-25,E,A,12.571474503551535,C,A,0
Divorced,Germany,65+,C,C,-147.23268153106162,E,C,1
Widowed,UK,51-65,E,D,-209.9413636313525,D,B,0
Divorced,Other,36-50,E,B,52.9374512710723,C,B,1
Single,Mexico,26-35,A,D,-167.39612675057265,E,C,0
Widowed,China,26-35,A,A,26.522942507697838,E,B,0
Single,Other,65+,A,B,138.56012330389035,A,B,0
Widowed,UK,51-65,B,B,65.14615571862925,C,D,1
Single,China,18-25,E,B,-201.82705953853565,D,B,1
Widowed,China,26-35,E,B,24.861613853454305,C,B,1
Married,UK,18-25,C,A,-105.7575432380542,A,C,1
Single,China,65+,A,C,72.87133372453681,D,A,1
Single,Germany,51-65,B,D,-113.814572042395,D,D,1
Divorced,US,65+,A,B,-26.313676752765602,D,D,0
Widowed,India,51-65,D,A,-37.41040767771108,B,C,1
Married,Other,36-50,A,B,-11.941683825293907,A,A,1
Single,Other,51-65,B,D,31.088059128321692,A,B,0
Married,Brazil,18-25,B,B,111.38191966516251,C,B,0
Single,India,51-65,E,B,22.49891860379527,C,A,0
Divorced,Other,65+,C,D,54.96275406124386,B,A,1
Widowed,Brazil,26-35,A,B,66.40841018919357,B,D,0
Married,Brazil,65+,E,D,112.64286994993769,A,D,1
