disability,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
None,African American,D,E,B,E,12.033606253966504,B,C,D,70.1873518498684,A,176.83615602109785,81.94965659489729,-41.60935196675503,A,B,-62.471633810979036,34.01620640424788,E,E,0
Both,Asian,C,A,C,C,170.153306756197,A,C,A,66.47414084454746,A,-17.722420128523996,65.95628304725453,39.475618166569525,C,A,49.511881376724425,-173.39191540284813,A,C,1
Mental,White,C,C,E,C,-32.070321313330105,B,C,B,-24.491275742222644,D,-135.9544283726574,7.030710309492467,16.71105852687434,E,D,-171.74641870777484,45.973193443852914,B,B,1
No,Hispanic,E,B,A,C,64.67726696660218,B,C,D,63.03216386526401,B,89.54756492005956,113.21468499574515,37.92620389418785,E,E,141.9946438301534,57.50104459044331,A,A,1
Yes,Black,A,A,B,B,122.85153348523778,D,D,C,-171.06203800916535,D,-21.580416465043474,105.67854198141428,177.5763722120614,E,A,238.86155979143075,15.814228711481404,B,A,0
None,Asian,C,A,A,C,106.08661141624923,A,E,E,-72.06154277471421,D,-11.401654978505057,38.880290619943395,45.548509609060424,A,A,-29.33056252169711,113.17593506168507,A,B,1
Both,Other,D,A,C,E,102.60131070480386,B,B,C,-0.515831292656089,D,104.44840412511344,-213.89773068196865,107.83539999630798,B,A,-130.88147988315052,-109.00372205325826,D,C,0
Mental,African American,B,E,E,C,-18.508972293620516,D,E,D,-18.25297516095427,E,13.81372948313697,168.7776197606614,23.226478599083798,E,A,175.0221950380692,-25.55258215471306,E,B,1
Mental,Asian,B,B,D,A,25.22048714620305,C,B,E,157.17747406158594,E,-55.05212743481428,68.17503487332883,120.35692674477367,A,C,-90.86389339365084,103.86393696384326,B,C,0
None,Hispanic,C,D,B,C,100.93921760586717,D,B,D,149.0519600194077,B,84.20494190718874,-2.591889951151273,-4.219828634660287,A,B,140.74445673176515,-64.2729856836215,D,D,1
Physical,Other,C,C,E,E,175.20401474474355,B,C,A,-71.89849775306918,A,59.44017994527153,-82.75610827022162,-14.14381491136479,A,A,-66.83931770491026,39.08267229489702,D,A,0
Physical,Other,B,E,D,A,94.79990037354581,D,A,A,-55.23484246272423,D,-7.924763037698391,146.07450120529396,-62.09432586200173,D,D,11.05465045688281,51.297207640357556,B,D,1
Physical,African American,C,E,D,A,-154.2478514433407,D,C,A,189.38845678064084,D,-29.748608816699917,246.85879443052053,113.3871528295403,E,C,-40.56713829412848,-14.329876833631044,B,A,0
Physical,White,E,D,D,E,-280.21438810852794,D,A,C,35.034323400761004,D,139.38593315405717,49.21129854370998,64.54490755572266,E,A,70.56728054303176,35.25312075169839,E,A,0
Both,Other,E,E,B,A,27.021785823493538,E,D,E,-52.83142764769406,C,-95.28808964393185,39.7399053656606,-139.02235284418296,A,E,-37.90668623826463,79.70583146834956,E,D,1
Mental,Other,C,A,A,B,32.40828378193431,E,E,D,112.67599947621389,D,66.90126152076047,-67.85168098851274,-102.65810257179781,D,D,86.7387546851081,-95.3001354935146,C,D,0
No,African American,C,B,E,C,9.033873200719702,C,C,A,174.02407188822568,E,-100.85589651830695,-133.71395810905508,100.8874090967705,A,D,93.74404167790753,-69.20093287228728,A,D,1
Yes,Other,D,B,D,C,49.5578474289463,C,D,B,28.0652425519347,E,-56.53705244289966,178.63061436049497,64.0045958454017,C,A,44.14180673702205,-12.63386771251417,A,D,1
Physical,African American,B,B,D,B,108.52821621888368,A,C,D,-45.731839896805475,A,-31.986798305889195,39.37841897309507,6.793764945591704,B,A,-39.17332215869256,172.49912606132995,A,C,0
No,Other,E,A,B,D,82.0392827925003,B,E,A,151.06335463541737,B,-106.34141865661333,7.5095526848606164,-76.42269597075548,A,E,5.176194595387558,263.10224561533727,D,E,1
No,Black,A,C,D,E,-136.24374299732713,E,B,E,-4.394606502584303,B,-122.19323240969425,-4.3247345890196565,-101.3373079980902,B,B,228.84751452820873,181.96199073221166,A,C,1
No,African American,C,D,E,E,-92.29257699065234,B,B,E,-22.840639423673288,D,-43.91872247496476,0.3397793720012089,-31.083575097013465,E,E,-101.5608757852719,89.60351265469383,C,C,0
Both,Other,B,B,E,B,-10.337700593552428,B,C,E,171.06911732232751,A,-88.4299572641481,55.08618375028904,79.54127850531873,B,A,40.22204153469174,-4.105810434507982,D,A,1
Both,Other,D,B,D,C,65.04623199423376,B,C,D,-101.35094944907352,B,-78.4187124443726,-114.61656956988185,-60.11088671334003,E,B,10.72434686651623,-2.09957397697401,E,D,1
None,White,B,D,D,A,70.54882647486752,B,B,D,-61.040056878866466,A,-141.92917638715193,43.35312022411216,-7.650738584057811,D,C,-79.83372581600696,63.015720834589494,D,A,0
No,Black,D,B,A,A,132.25968406692007,A,C,B,12.199840441516693,B,-104.99429665185882,23.722662544096774,65.77715721827715,D,E,-215.47803405666866,-216.05675742810115,D,D,0
No,Black,B,E,B,E,-15.397072214823936,C,A,D,85.78981255409856,A,108.03463087639284,90.89800922954416,-102.41102387365002,E,A,-88.85356644545892,66.68069397527739,B,D,0
Both,White,D,E,B,D,-71.0699171445729,B,E,B,12.15344072948886,B,70.35356236022228,28.56200668061648,-39.6671701611184,A,A,-20.21359967585691,138.82251744195756,C,A,0
Mental,Other,D,B,E,B,64.73496936425808,C,E,C,22.347009246401797,E,42.84150812084674,-39.06610619867438,90.30735287963955,D,E,12.772345909584748,13.385662519736064,D,C,1
Physical,Asian,C,D,E,E,70.541634903288,C,B,C,-89.6534884663498,C,72.60914132431158,71.63100419009878,-54.78964136200799,D,C,66.33839227495318,-98.13877934719893,D,C,0
Both,African American,E,B,B,E,298.90565261235423,B,E,C,16.105544955262534,B,-53.691003358339486,-54.433502620842674,36.37189929905234,A,C,-7.502537988302807,62.70600876229423,D,A,0
Both,Black,B,C,A,C,-11.807884830579944,D,B,B,-182.5799290196371,B,125.76669270894266,-144.93346523615145,-94.81319318296767,D,C,-81.32544107496446,-72.88180111135169,D,C,0
Mental,White,B,D,A,A,50.872165634311514,D,A,A,-126.53967549789407,C,-43.048812598409896,18.549750413415815,163.32903930078237,A,A,197.97962975800178,79.46636659797254,A,A,1
Yes,Black,D,B,C,C,-46.94528835472831,B,E,A,-68.71727014684966,A,148.27208011770958,-81.24924457421643,-82.98380282746496,B,A,-99.14287793777852,-4.34856439905443,E,A,1
Physical,Asian,A,A,A,E,-19.899042147710194,A,C,A,-42.55796134939372,C,-184.5352350080493,-52.238877090950865,-18.129986515026545,B,C,75.92629936595839,-129.65698757271684,D,C,1
No,Hispanic,D,C,D,E,111.64334744660185,D,A,B,-94.96248843733323,E,-47.15915930200991,-77.00861092367387,77.25973287849854,D,C,28.242677356351955,23.917872469060175,D,E,1
Yes,Black,E,A,E,A,37.08198501890477,B,A,C,25.826178049471054,C,-12.607761213478819,212.45980175172087,-203.6323411231296,C,B,-101.55363021841164,-69.501705825415,D,C,1
Yes,Hispanic,E,A,A,E,17.294746477186216,E,D,B,92.39232239955417,D,64.27806566904452,38.89030820736254,-111.27496705803861,C,A,39.49087628658099,-94.8245042125678,E,B,1
Both,White,B,A,D,D,217.61985258925844,E,D,A,-17.725400553065676,E,217.91776512089686,84.08805664718606,58.61575455293152,D,B,102.97456783144305,32.01160324673097,B,A,0
Mental,African American,B,E,D,D,47.992245388063296,E,D,B,0.31226883588423676,A,46.036386801890046,-34.547820957538974,-114.57638631333191,D,B,60.189115446463845,53.30461468310396,E,A,0
None,Other,A,C,B,E,-32.17041901587989,C,C,E,-59.879523107598075,B,19.784367619918005,93.51475790668403,-20.917338829864455,A,A,78.57795219200642,-57.29908843197564,A,B,0
Yes,Asian,D,A,B,D,179.31793750334748,C,E,C,66.51614555908819,B,-14.977542124627558,-84.63475411749188,-185.35257562655744,B,A,123.7146752071925,9.59331161503702,A,A,0
Mental,White,C,C,B,E,-41.14952486775494,D,A,A,-29.182630316359713,E,59.58158660034676,-11.49437962392604,178.53336743108233,A,C,-11.08101550350725,-21.014942585180123,A,E,1
None,White,C,A,B,E,34.58016629509783,B,C,B,55.01103293619815,C,181.53350405976968,76.0151966084307,-34.26121863772421,B,A,-275.69685632138896,-127.15442986984226,C,D,1
Mental,Other,A,E,E,D,67.29095151442469,B,B,C,40.89577046839163,A,8.168225556774079,40.79066352403539,-70.6514826494272,D,C,55.22570010688382,-136.66882715341424,B,D,0
Both,White,E,E,C,A,54.45967960194601,E,C,E,-149.67545811462384,D,9.694707896468532,-154.97565285563212,-65.08530359242441,E,B,50.515934492651496,34.17191643899341,A,B,0
None,Other,C,A,C,C,33.008731719443965,E,E,B,-36.838782883701256,D,-97.79286539235427,114.21935539180184,103.24080183078519,D,E,109.25041621636767,29.165614045724936,B,D,1
Mental,Hispanic,D,D,B,A,89.99210253084682,C,E,B,68.37200326723868,D,2.2924479242769737,285.9483967313475,-1.1921075097579763,C,A,68.71995266976347,169.27864544577426,B,B,1
None,Black,C,D,B,E,66.71914655370283,A,C,C,10.789204461551757,A,-158.26167511376974,-288.7754178485631,43.77750572721699,C,E,-115.87522986785501,-91.85598706727701,A,C,0
Physical,African American,D,A,D,A,-94.63797280211915,C,C,B,24.214649768408062,B,135.1970987192731,211.39799695328168,-53.56116671004042,D,E,65.26312850931757,-9.184638318266632,B,C,0
No,Asian,A,D,C,C,-15.386394785956048,D,E,D,-56.752186211539744,E,-160.47950618664518,1.0815310298269512,-71.47117625600887,A,C,-175.09475654219733,-134.8380297077998,C,E,0
Yes,Black,C,B,D,D,-38.435900245000596,C,C,E,-33.07052421835332,A,59.769523716135744,106.59391076036728,-32.17867477022553,E,D,61.05239419798004,-115.62015829096765,D,A,1
Both,African American,B,E,C,C,-93.0483026343727,C,D,B,145.38090424835636,D,-63.905752341057195,-116.1747996089546,99.44472639064323,E,E,153.73893896476426,201.31228170297857,E,A,1
Physical,Hispanic,E,C,C,A,-159.7758935425625,A,A,B,47.93595635749194,E,65.57585014307551,-33.87604211871411,48.840770630980664,B,B,-24.777503652071424,-127.93487065070659,E,C,0
No,Other,A,B,E,D,207.6083967324658,A,A,B,87.7836509013184,C,32.945513556088216,-31.796667278964648,90.7643170150047,D,E,140.33621229461812,-48.601091864783434,B,D,0
Yes,Black,B,E,C,C,34.23938198755536,E,D,C,47.761023851372514,A,-30.5384089603321,107.62746425359897,-33.81835000468092,B,D,99.24464565578148,-90.53124473441989,B,B,1
Yes,African American,E,B,D,B,222.19146334673957,A,B,B,-147.5229796978805,A,39.908169486956844,-130.79353199191883,-4.810769496552841,E,C,-101.78521248480794,53.75327076138448,B,E,0
None,African American,E,A,A,E,119.14550475402635,B,B,A,46.38594798014385,B,101.98202417607966,141.66496986014317,143.16256959205677,A,D,-152.20920214102068,45.56495534543945,B,A,1
Yes,Asian,C,A,D,B,-115.37353771569592,A,C,A,158.55769048027423,C,59.24293787178143,76.7597418165203,-56.88835866283309,D,B,186.88171289243328,173.2431057129221,A,B,1
Yes,White,E,C,C,E,-40.90348697364057,D,E,B,-24.555018102450777,B,-80.00624877505051,156.96962367024162,192.91553609175475,B,E,-106.15966831496651,-5.544894654083208,A,B,0
Physical,Asian,E,E,A,D,112.51849700440184,A,B,D,218.06093706482002,D,-43.3554322292177,89.89732804120659,-265.8828307117437,C,A,23.240262665553086,66.16983702071825,D,A,0
None,Hispanic,B,C,E,E,-78.83182479300139,E,B,C,-92.34910307052806,E,-2.6605884262998654,-9.44540159731129,-11.451142360463882,A,B,11.7515786904147,-118.28714963370177,D,B,0
Yes,Hispanic,A,B,C,B,76.10182469318967,D,C,E,89.74141311906854,D,-21.015383379274002,-294.22664760563634,-86.8788872374593,B,A,223.57697206378253,82.32960530879538,E,B,1
None,Other,C,D,C,D,22.996851569754508,D,D,C,-123.45356636841886,E,-45.223898196629705,35.8751669955027,-48.34453203533967,B,E,-116.00358098838912,-5.344418825241569,D,B,1
Both,Black,B,B,A,E,-83.78000457017161,E,E,A,-17.463421331817383,B,33.163116515062605,-116.07090969220464,173.97491530296728,E,A,121.66384461646405,10.34239097108327,B,B,1
Physical,White,A,A,E,D,-28.558115437536664,B,D,E,-101.16585813547505,B,99.8176608892068,123.89283785227441,-47.80309110084054,C,B,-23.553504661454078,65.0133677305687,E,D,1
No,Black,B,A,A,B,135.82975546834314,E,A,B,-141.10180135344962,B,-22.78803646799275,-93.70690821123951,94.31656216997501,D,A,-16.520043854114196,-90.21556617787782,E,C,0
None,Asian,B,A,C,A,-44.63945479906997,C,C,E,6.432475651045177,C,-131.32266652864604,-102.97663750560812,7.575118480101159,E,C,-108.61961964413275,-109.16763135452562,C,C,1
Yes,Black,D,A,B,C,-63.922941436179215,C,C,C,184.70464834113687,C,-4.614159571573605,70.96371592559227,51.52685912705758,C,E,-18.48584457679263,39.42253740575789,E,A,1
Mental,Asian,B,D,C,A,-33.45918175028842,E,C,B,-83.35226709725534,C,21.97728932264589,-31.88181093758394,173.73747582200477,A,C,148.75299197458008,-79.28272431351341,D,D,1
Mental,White,C,C,C,C,-56.60626863405609,D,E,A,-105.49903869343093,C,44.23412462564211,-1.6522682960693824,71.55788951762922,B,B,-38.46009734737802,-89.62676789145765,E,B,1
Both,Hispanic,D,E,B,E,34.81377767231217,A,D,B,-10.356298019065466,D,-81.0107520797032,38.00407833407986,106.51389435577315,B,C,17.308240292845543,-72.71752654235135,D,E,0
Mental,Hispanic,B,E,A,B,122.53981018035991,D,E,B,47.28380899944916,C,-76.39352738637386,83.68066757242897,12.467165236908917,C,D,-4.6424805506369875,-9.740909127684755,C,A,0
No,African American,D,B,E,A,-2.4258767437977746,E,D,E,48.07196407800586,C,-139.17613001551229,-46.172566918541676,-97.31465585751863,C,D,7.085368369416956,49.64411816118546,B,C,1
Yes,Other,B,A,D,B,71.11148516391414,C,E,A,-34.13597534348429,D,40.433051057943494,-18.294387169860578,-27.56212548895195,B,C,-12.626006128896114,-67.10124244837483,B,C,0
Mental,African American,D,B,A,E,32.19443844271462,C,C,D,-12.449872423834506,C,-43.90179188978385,-1.1137025189453302,40.94856143985008,C,E,110.07394620467272,1.1719901945394315,E,C,0
None,African American,C,A,E,B,-81.23915630581035,A,E,C,-47.63159432337515,B,-24.74288938319433,31.551538169072796,32.434591095493246,E,C,72.46049040447822,117.86253531808981,D,A,1
None,Black,E,E,C,A,-205.40055306732646,A,D,C,52.60502480749838,A,-121.02343801277087,-23.10499628898603,60.27089385847674,D,A,140.89783153217573,18.512306621611152,D,B,0
Both,Asian,C,D,A,D,-55.885255108000706,E,E,C,87.04292493108375,A,4.569345986199106,5.358406230833792,-37.2070207243509,A,E,-46.72911725280585,119.41607978498814,D,A,1
Physical,Hispanic,A,B,C,A,-52.45627434272608,C,A,D,189.75042725232544,D,126.95236720852323,-69.0787828232957,19.886550384730707,C,E,118.89567165196617,-163.14894325991423,C,E,0
Both,Asian,A,C,C,B,64.85108866874945,E,D,B,-5.3907817734481265,B,43.24018147220617,-68.27597421825004,207.67660690463111,A,A,194.4048678375302,17.68386956103366,A,B,1
Both,Hispanic,A,D,E,A,133.8147837729412,C,C,C,-161.42822449289253,B,-68.045691959888,106.68447295610102,115.42158443663075,C,E,39.25034379522493,-67.80726471439627,B,B,0
Physical,Asian,C,B,B,E,-168.20117809224982,D,C,D,-72.46691057065628,B,-136.01005092892163,66.7284468537715,-101.85096903622208,C,C,-81.90413395836583,-20.21963969207981,B,B,1
Yes,Asian,B,D,B,A,-29.255790504593886,E,A,A,-74.62971937869676,C,-102.64210462875107,131.11581643717759,-178.7005187179478,D,C,-28.722310766126586,-207.84795576674523,B,A,1
Both,Asian,D,A,C,B,82.60191105398613,B,A,B,-15.034320281454097,B,-46.699231789499315,59.428844355354805,5.91936853419379,C,E,55.853056320092605,-107.43484803162747,B,D,0
Mental,White,C,D,E,D,-34.84044691876488,E,C,D,123.81745857326034,A,-193.71368131563815,3.0564373428107183,-20.94487519292182,C,C,79.9593522306169,96.11200982368754,E,E,0
No,Black,C,C,C,D,95.1236107224426,C,E,A,122.90338431929446,D,104.85487625439937,102.54669275325712,-107.20301848759422,C,E,-44.96257029812426,78.80198040298728,D,E,0
None,White,B,C,D,A,133.1808299383593,A,A,D,141.09294422823695,D,-15.52621595229133,102.73543286950553,-66.9241659102816,D,D,87.46856972191038,62.24932603802378,A,E,1
Mental,White,E,C,A,C,-80.801300174315,C,B,E,293.3975243611277,D,85.98570944882675,133.7783825536112,73.48011479834935,B,C,147.8329862270846,-38.91306453890898,A,B,1
No,Hispanic,D,E,E,C,0.11540482629432598,E,C,C,3.9446102068625692,C,43.253000112269504,-83.77245539057894,51.767125245161395,C,E,162.46970899166948,21.700482963866264,A,D,0
Both,Hispanic,D,E,B,E,81.96399424555374,E,D,D,89.82318292411516,D,261.26556600786336,11.587355417183378,92.36071927854003,B,D,26.675257128539346,-20.97072291550815,A,E,0
Mental,Black,A,D,B,D,70.25819028223846,E,D,E,-26.225280598532585,A,68.37194619525273,-112.51736301999485,64.78734928578041,D,D,49.919883830016886,65.13728577500369,B,E,1
Yes,Black,B,D,C,D,155.1677407789748,E,B,B,-50.33612364736925,A,-14.188581824378927,-4.7856273797052715,62.181861990553614,E,E,113.19134877971946,101.72642115754458,B,D,1
Physical,Asian,D,B,B,A,-19.95495339214952,C,D,E,22.83130291876783,A,51.32687660593008,-70.54477868914037,-11.672985254850035,A,C,-53.70033044805624,99.71208343900594,D,B,0
No,Other,C,B,E,C,-26.19819644219861,B,A,B,3.089758632366153,E,77.62787075746135,136.37912365836573,142.36264787269613,D,B,105.71456481032757,115.85419395923175,D,D,1
Both,Asian,C,E,D,B,-18.46543505743819,D,C,E,64.43387632510986,E,60.12889804156114,-17.35766855358021,-88.21003742896949,C,C,246.44879051413545,-66.36394580839669,E,A,1
None,African American,B,D,E,E,-96.48470568457,C,E,A,23.998612974934115,E,-147.24206913271135,73.94274539244414,321.0298428249188,B,A,-137.5689089296916,-37.12119974557137,A,A,0
Yes,African American,C,E,C,C,-48.135697286982534,A,C,B,-107.08004872461343,E,-197.33700570554012,33.613328797315454,-86.11487190167367,D,A,-137.75008804058686,-117.88654028015029,A,C,1
Both,African American,C,E,B,B,-157.78337524724384,E,C,E,37.09414987978369,E,-19.261725193256936,-183.81040271002752,97.78394730110975,A,D,136.9303115155112,-183.81668545454676,E,A,0
Mental,African American,A,D,B,B,38.5932138733205,A,D,D,177.54247958092407,D,87.18061233466837,32.19947892157037,-61.68538912026564,B,A,93.96985028753384,-89.43065131710433,D,B,0
Mental,White,C,B,B,A,47.87563579373186,D,A,C,51.76140358102618,E,-30.25795983440558,-62.117573504220616,-23.398472295055388,C,A,-145.63574291727278,99.76712903210563,B,E,0
Yes,White,B,D,D,C,-77.01166106110412,C,B,D,64.98619592733611,E,52.357016422109425,-11.48467102529464,-65.84459637258932,B,A,-38.54466476924302,-13.679689829866726,E,E,1
Yes,Other,A,C,D,A,67.1170319817749,D,C,D,-50.42358607058658,A,154.3721470241405,-68.78967533168722,-229.81202179015222,E,D,117.33390133719416,-5.785421650907336,D,E,0
None,Hispanic,D,A,B,D,83.44576270460095,A,E,A,-196.22126581863384,C,165.07091389878696,-86.12553749171973,107.09913015351316,E,C,143.3869741110251,-101.26903398462743,E,C,1
Yes,Black,A,A,C,C,-65.31447464122385,D,B,D,12.929156579385781,A,4.506544070807952,-33.250910364567666,94.7420719785797,B,A,112.97911430766663,-127.48346505616442,B,A,0
Physical,African American,D,A,E,C,-228.8026362985287,B,E,A,3.425863551283926,B,80.39128064501342,-34.30705153698059,-153.0595640944561,B,B,189.82354376870597,167.59674268103274,B,B,0
Physical,African American,B,D,E,D,22.594198797107996,E,D,E,-48.3447883461211,B,-188.32978793487888,-50.47186349226662,-78.32045824047755,E,C,-18.99250581860912,-96.00557452672138,D,A,1
None,White,C,A,B,D,140.46878890588124,E,C,B,102.12240460742544,B,-86.06392730346556,92.44868460927712,-92.92942637221651,E,A,100.0602908517699,121.99135882079372,B,D,0
No,Other,D,A,D,D,-48.58757221948477,A,C,B,52.354429833147265,C,-71.55198776946938,206.68638006660382,-109.46580819187,B,C,28.378026833776943,-140.67450576773746,E,E,1
Mental,Black,C,B,A,C,-85.01576729010527,D,B,C,46.08774773373142,A,-72.18490141745515,122.03302899540769,-31.634179278551837,B,A,192.07550758861316,120.17041754756441,D,D,1
No,Hispanic,B,C,E,C,-66.3076248121619,B,A,B,74.80751006969587,E,-92.94051813709399,-50.21171631641133,38.98112996991141,C,D,-77.64704830387834,-74.15639435315892,E,E,1
Yes,Black,C,A,C,C,-115.32115967302671,C,E,E,-183.22155182343283,C,120.35766847853371,169.42277977932787,26.80552768619146,A,E,33.240951974120144,-59.82050233606478,E,A,1
