military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
No,E,-61.6805858044187,D,D,41.60881351885473,B,27.325372362015177,A,A,C,-84.1608921277555,29.425445789026682,B,-53.294446972256715,57.13373111841842,0
No,E,-76.3480731782804,B,D,-37.87709736305316,B,148.0748741925895,C,A,C,-109.32195437428935,-61.13460452263559,C,48.72644042755533,220.126743070091,0
Veteran,B,144.94142648277693,C,D,77.52907212748752,E,-105.89349266555328,D,B,D,30.949396853670773,-8.695842519390688,E,-60.44173799078566,-64.61049728606412,0
Yes,D,-10.885378325859255,D,A,-57.668457925446816,B,20.796882430495756,B,E,D,-82.78656677537369,-11.69105580715096,E,-48.59660258459553,12.074599094472994,1
Non-Veteran,B,-128.72237857341338,A,E,116.90117545295125,D,96.58893818507237,D,B,D,-62.014426380027956,132.313205291431,C,-93.94803378649111,-3.1714534560156107,0
Non-Veteran,C,161.8549952170878,E,A,-8.363424261296114,E,181.48914933285278,C,A,B,-92.07244627540007,-30.1124310245766,C,9.454693441525757,-85.80311305668032,0
Non-Veteran,B,-126.95709780062334,B,E,-337.5344674097836,C,68.69259367634362,D,C,A,-147.4276333027602,175.93413250559212,B,-29.127695749162353,200.11863105511765,0
No,B,21.44840148337974,A,A,-25.392016267067508,C,21.142027651440596,E,B,B,201.1548291543878,-19.048458419148076,B,102.01641278595746,60.452589437630756,0
Yes,E,74.29421161581756,B,E,13.530256489367348,E,182.88571858155993,B,A,D,97.16692335773138,-17.232004161553366,A,36.22323224344549,9.371548229230983,1
Veteran,D,164.33776461404875,B,E,-163.81158556852563,B,-50.350633330239766,E,C,D,51.76596716519377,113.85700384010507,E,-170.66185259907994,32.696479065518844,0
Yes,D,-42.141230525566925,C,C,52.16264833886598,A,165.12711512794183,D,D,B,54.12752375177309,-133.35181618222742,B,-120.09740340218539,-197.4475376307385,1
No,B,38.847257656600256,C,D,1.9203393106450102,B,63.383974481622154,E,A,A,133.6490215412458,-72.05407052655991,D,36.9286947769249,-59.13701667365281,0
Non-Veteran,B,45.91679548674152,B,A,41.6992559668146,C,79.25567526866176,E,D,D,-13.157523639052442,8.735414955105297,B,-37.353230415540665,-194.72639582175856,1
Veteran,B,-78.04676834651703,E,B,-50.579975032517055,D,-4.544832760166611,D,C,A,-25.48898297385815,-11.337302579920735,C,236.36764134473444,-103.16906693638732,1
Veteran,C,-11.097556326863597,E,C,-155.5285887709012,C,-49.14231326300256,E,E,D,-45.28111431563192,-143.99168612499696,D,261.52795796035065,113.99276196444383,0
No,A,93.00529870040192,B,C,142.55213755325937,A,273.6020527194647,B,D,E,-190.92897199485193,24.301185207863718,C,-34.6473591170286,149.35844631157283,1
No,D,-42.26633705016335,E,C,-55.891767144945625,A,-195.9681942564121,C,A,A,-149.49719350955738,37.28578927170513,D,207.01507226527198,109.45503602243912,0
No,E,157.95783371346994,E,C,37.95721575623813,B,-64.88380568780846,C,B,B,39.52417111160229,75.70885919847356,A,175.81398571081058,-123.79735122904955,1
Yes,A,-46.84058626895287,A,D,-45.902120121291,E,-139.58721984052795,C,E,B,-119.748327788944,54.677380424978026,B,75.29962183384087,-174.82738671172382,0
Yes,C,1.3161142748811965,A,E,118.43333947402728,E,-224.49993983017703,E,B,C,196.2706159475609,69.88550814852019,E,-202.96646004223592,242.14643587119548,0
No,D,-81.03748180627036,E,D,-102.98294823298298,C,-25.872586824596087,D,E,C,2.302873781314179,40.637702086176795,B,-2.736436025335599,-13.653900781313954,1
Veteran,C,-127.61786256957475,A,E,-112.60253836207109,E,-4.587238724135456,E,B,C,-143.5948172042211,-14.45692363711688,B,-50.96242502750285,-48.18941498330728,1
Veteran,D,21.600836099561587,D,D,-171.36842518424928,C,48.098726864812576,E,B,B,65.07912644468713,-40.95268769073996,E,46.599670293411364,-63.4596023778781,1
No,B,129.14829214396642,E,A,87.88521923478955,D,41.63605695823892,B,E,A,81.02358731214747,48.675361115340515,E,-94.80706509054441,142.79484580790285,1
Yes,A,-12.040821732449604,D,B,76.5665727324287,C,234.38534831930548,A,C,C,-46.834313115209135,186.77895691902486,A,178.9579893522538,-108.96042864598773,0
No,A,61.42254639053848,A,C,124.34039962298853,E,-24.78697582480557,A,A,E,28.022861634789198,-186.9607919723915,A,328.35316930586293,180.32407146365338,0
No,D,24.51434704492844,C,D,12.198744452216753,D,-156.06756632297746,B,C,C,33.038645966977704,-9.361830766066115,B,17.21900939581377,-43.03421228978117,1
Yes,E,82.47004423020495,A,D,-40.66625776539338,B,13.739217054678226,D,C,C,70.82225520097273,343.8216988814543,A,141.9690375925321,82.90060460659703,1
Yes,E,-197.17783795823334,B,D,-73.6858072896095,B,-28.413499708468443,C,B,C,-62.63035263576935,36.03143798202896,C,-136.47521237597508,-21.036161291356667,1
No,D,256.5554673463439,A,A,94.2313109555883,D,-78.89468004673382,A,A,D,-24.32366516352335,-105.77940208305438,E,-36.367382320982664,7.335874013647969,1
No,D,-141.39197642400447,A,B,37.641503473975895,D,99.57431971679038,A,A,C,-109.55738701066224,-58.66312881451441,E,135.12689788262608,-1.6648844912590337,0
Non-Veteran,C,-11.242747539400929,A,B,-147.93527105423072,B,-82.92081836394765,B,D,B,36.44046029548328,-149.21035542258105,B,-44.259530493204736,134.02719592138402,0
Yes,A,-61.409050791033906,B,C,-170.26091880543467,C,-56.53328332473153,C,D,C,-142.7980338996108,-18.24369966218944,A,146.43789744958528,-9.543315272709993,1
No,C,23.91305845317139,C,D,-136.36217516000414,D,114.20109260814004,D,C,A,107.19441637483462,-62.97470661384291,C,-109.59342490390134,-162.82705682343322,1
Veteran,E,-69.31335642800775,B,E,-22.25317241364336,C,-51.07121369091715,C,B,E,-32.91947102231406,32.828920628018096,E,29.600550571806888,67.65668076517632,0
Non-Veteran,B,-25.261664199080492,E,A,-96.40765523564887,E,-79.4664189089086,E,B,B,-68.14582486035353,16.88867897402248,E,112.55261520076417,-60.105150021877606,0
Non-Veteran,C,52.163210338523804,E,E,59.04921520390073,B,-117.09961362888946,E,A,C,10.916000521086406,150.62149540032217,C,157.59455584764933,30.32517803272797,0
Yes,A,-26.65355811364798,D,A,112.53295280710178,B,182.2786977974925,E,D,C,-124.56592176914383,136.62735519636226,B,0.29689485231683815,-117.50462002107523,0
No,A,-76.41260664864733,E,D,104.11250532280043,A,97.9470085735426,C,D,A,-0.6381291814584001,-140.75474449819893,C,27.282085225643492,63.075880634175164,0
No,D,100.07056927239324,E,B,3.2232582802227654,C,70.05495872781131,A,D,E,-96.8888375212157,-107.61517309286097,D,100.87557040741981,-38.33659194132054,1
No,A,60.163112419465016,A,B,132.9164282595342,D,170.624508328405,D,A,A,135.16588350397126,-73.74205807059262,A,103.19474798406452,-14.09786171596608,0
Veteran,A,153.53418271805992,D,D,-59.20796199326064,A,-61.071923367959776,C,B,A,117.73725503876211,-87.22881975542401,C,-158.57174396153968,-3.5978735437850156,1
Veteran,E,-52.39711275673463,B,D,141.07866329641956,C,2.3938569791518396,D,C,A,-61.75798406877443,-0.37017858237684304,E,-88.7342441702975,-95.45319209972455,0
Yes,E,38.626002006956604,E,D,31.952715134975445,B,-148.94994388149848,D,E,C,85.37663097359933,51.140452163618534,E,36.614763421532,-0.01469754706149906,0
Yes,D,113.86408653079008,E,B,8.531683487855691,C,168.8649197927971,C,A,C,145.02639516409178,34.725266293248325,D,160.39581502425864,-166.3283805282186,0
Non-Veteran,A,53.13038276119775,C,E,-38.05853795849457,A,17.957789175892003,C,C,A,143.72202871819727,40.80968344055291,D,55.162150264971544,42.03412954748417,1
Yes,B,-21.55129514167937,B,A,46.93326678502929,B,158.6251595510217,D,A,B,119.96418311109404,124.05886686381207,E,102.90657486302224,-40.045388128153135,0
Yes,D,44.20930262320273,E,B,268.2750616833016,A,-1.8367358598535142,A,A,E,16.01662780729465,30.065339571730664,C,-57.39809579456052,45.4057377363035,0
Veteran,E,184.9867775759931,D,D,-171.76621637047631,B,60.35023465763213,D,D,B,-172.09031675740385,128.94806288911872,C,-77.87149935638945,121.68577224016302,0
Yes,C,-162.6546958845851,B,D,-16.043409692811807,E,96.59102603750125,C,D,A,43.881494815751985,-171.61558742194129,D,153.5787844810815,27.28195196521814,0
No,D,12.130481136721244,B,C,60.49318258354306,D,-40.24482955700233,A,C,A,-114.52512606045609,-48.69789630256337,D,-108.39194324066248,121.99045886150192,0
Yes,D,-9.148968633627575,A,E,-42.356808179287256,E,27.141194133766476,D,C,A,111.1736703262747,-34.25332763016981,A,-30.006725317615825,8.235778100703333,0
Veteran,C,-41.982028387651255,C,B,85.25211497006781,B,-256.56347271545843,D,C,B,143.1304118210212,43.1254798318457,A,135.94685165540852,-69.3616365221559,1
Veteran,A,145.24867075330258,A,C,-219.8824970001068,A,2.729707716326416,D,D,B,-10.72778554890746,79.85111103517382,B,88.19734029335375,-57.65518507938433,1
No,D,-126.79550216563923,D,C,68.81900160447987,B,37.7125434283801,A,A,E,52.51368358869956,41.13977342574086,A,104.41168040475661,-68.43713826492642,1
Non-Veteran,D,24.369873169657943,A,D,-14.333061467765603,C,6.1529490873459975,B,B,A,-22.0533977588835,-63.67828178553291,E,91.04475766421952,-13.78541303225021,1
Veteran,C,-104.94628301484906,C,D,100.71201042472696,C,-185.2833634278145,D,A,E,-234.33595887785384,119.45029319272157,A,110.86049865468577,-161.879033801226,0
No,E,101.24436894400834,B,D,-43.45702901396678,A,54.0834306500826,B,B,E,30.528420820956235,-153.83597650258244,C,14.16949080770779,-40.38688768849492,1
Veteran,B,-16.887434871302414,B,D,42.167214922659525,C,44.447547663522904,B,A,A,37.60138064772537,24.451643862700926,D,-169.393883809523,-21.4295126655439,0
Non-Veteran,A,-6.39503943603467,A,A,-92.87199605646579,C,107.97562463482471,C,C,D,-118.73397012442632,163.13953762740738,E,-9.844081616349069,-165.80816592021392,1
Yes,C,83.12465348148665,E,E,-154.51971113177004,A,21.521179193579314,B,D,B,-106.31597481672135,-42.677816883111085,B,-40.01657631565322,230.12977633433258,1
Veteran,A,-83.15456868857038,B,C,40.61714319192716,E,85.12856852889848,C,D,B,-151.88304698800985,59.213338470624066,D,-60.21015688843605,-219.9971090385914,1
Non-Veteran,D,47.76259412184633,E,A,110.23172509232342,B,15.239519688037028,E,C,A,27.236159447566827,-290.63484514562623,B,-93.65177685228058,3.670788293038832,1
Veteran,E,-43.7049326063934,A,C,-57.718920711852405,B,188.3892908431253,B,C,E,-152.50493409328655,67.2437400424959,B,-27.610544555549104,-51.69262227964868,1
Veteran,D,-6.434246065528369,B,A,-86.68214049348573,A,-80.00527677934247,A,E,A,-53.44067152804881,63.788455227348265,E,61.074422029432526,-25.6434634109793,1
Yes,E,3.511866847192022,C,E,2.955230297587004,D,190.28990795909357,C,E,B,164.3108492268438,16.195532288514688,A,-75.54556583954515,-37.385323188011235,1
No,B,-239.973263952839,C,B,28.127967525082674,A,79.01695089355194,A,A,B,45.26968376380859,-43.838979702964984,B,-34.8679949977781,-108.77469636321489,1
No,B,85.45073399314927,D,C,198.2408581005691,D,92.11764322437122,A,A,A,201.6064827183357,34.03517973760229,B,-96.05673562237259,-61.489263270899784,0
Non-Veteran,B,-44.77549867782955,C,E,-64.57334050251794,D,131.5304193556475,B,B,C,-171.741573182789,176.42049202256482,A,-48.19827060142247,72.28766326688995,0
Veteran,D,-8.3641696276313,E,B,165.40755381344033,D,59.85435916800784,A,C,D,36.380935468296514,17.38378608146583,B,44.88261077038396,-168.9299758553479,1
Non-Veteran,E,-12.731231125554185,C,C,49.979695124124696,D,-25.02358518486099,E,D,E,115.68383773699004,-58.25988200026916,D,15.862820912832145,-13.583212741013135,1
Veteran,A,-26.722057606177724,D,B,129.0736003599342,E,-100.93387852415967,C,B,E,-59.02106311330611,12.212049161353612,D,-23.353825590284565,-64.65080589148852,1
Yes,C,-38.70211050713833,A,A,-71.70719367394814,A,93.51420544667054,D,C,A,94.6658340415088,-0.16919727071971088,A,-84.79827261374798,-126.89855324378023,0
Non-Veteran,C,29.682941539207608,A,B,-98.82520730152459,D,-7.115993472219127,C,C,A,99.75938173468643,-91.72440441236802,A,-122.43766756355063,138.32815049311463,0
Non-Veteran,D,64.13090747123891,C,B,-223.58628565558826,E,-110.4785111953633,C,D,D,80.32592323921273,-62.16015842724551,E,-52.64213041639147,-99.06077933828392,0
No,C,8.493686134852494,D,E,-102.49063406820407,B,83.05081711381666,E,B,E,111.13068647812719,-42.1957758785807,A,6.522834504083015,15.377188204723751,0
Non-Veteran,C,39.315688011863315,C,D,119.17188433461095,E,-48.880772426037716,E,B,C,66.65271866689281,-61.009201070781614,C,-177.3824690752946,135.35533823802325,1
Non-Veteran,A,-96.71992289604779,B,D,-85.45780764091184,D,93.62967564162258,E,C,E,88.52685111350011,-84.09790092940118,E,41.198636265024646,-139.4553767729066,0
Veteran,B,-22.40244384590219,E,B,18.42951012838987,E,23.09216712966213,B,D,C,-59.21732947503904,31.744125446551248,A,1.361406635192104,128.8090278136931,0
Non-Veteran,E,-79.30626667687048,B,C,22.496023583071445,E,-45.28777221760005,D,E,C,120.50828109018477,-168.60589699816796,C,-20.75128754052002,-91.57903170336174,0
Veteran,C,-75.60480412929097,B,D,-86.3286738904205,E,-19.811074681066295,A,A,E,24.25608096469727,-119.42084171053887,D,94.30276011764082,103.353249347958,0
Non-Veteran,C,-132.06883565644415,C,B,-36.4500992779389,D,29.938883110693578,C,D,C,-161.4460858806643,-23.8378131059755,B,-87.38977781913113,-28.53652307862268,0
No,A,48.577454002349654,C,C,77.14839790848507,B,37.7349426933948,E,B,D,-75.50893837543572,82.19199147871048,A,65.4501924755796,32.34818609095218,1
Non-Veteran,D,78.10043299329338,E,D,150.01158238809347,D,-71.32698307033009,A,A,C,252.9983301319806,15.459372989070207,B,60.98304176536538,31.049340188239416,1
Veteran,E,-1.5963507989405112,A,E,36.40629863218433,A,-17.858776956505984,C,E,D,-83.65514865067806,-76.43216222119086,E,-30.711342477272286,-42.933493946456615,1
No,D,-124.5785020553893,C,E,2.721482800928789,D,147.3553726470439,C,A,B,-78.5796561975874,-35.310463101712955,D,-92.50846900545649,-61.11939501537221,0
Non-Veteran,A,-96.77490181602528,B,D,-83.05862128701189,A,-65.50059694207594,A,A,E,176.05832131477192,105.6576440228155,A,-200.4575648076505,2.8347981186392994,0
Non-Veteran,E,3.3801052095225224,C,C,105.48394059596488,A,-180.73153586565948,E,B,C,-197.86430537767708,15.629522819083618,E,120.03524348671894,70.74987244602636,1
Non-Veteran,D,-4.803661368461511,C,B,-34.830543238922374,B,17.92078518361792,C,D,E,-100.54642680305635,42.54466242127538,E,173.0332638818261,-54.21366552419041,0
Yes,E,9.633722925928309,C,B,-26.19158171805233,D,-142.7390774173561,A,D,E,65.08278492700713,-42.5866609911167,E,-52.965517966176826,35.80040219850314,0
Yes,E,-105.61362454147358,B,E,20.43824054522047,D,-70.80499588089062,E,D,D,-48.76682689790344,118.21116217891672,B,125.5100478441681,-52.53171414922176,1
Yes,D,5.875216001810444,E,A,-190.45802217116733,E,-130.04325250611032,A,A,C,-35.7622841986312,9.94204887218459,E,88.0906913783339,98.89695410082595,1
Yes,C,58.48101827486513,B,C,-84.40001948428342,E,-109.4850016126196,E,C,D,-129.86440939240592,-84.82675962915918,D,103.47751454358689,48.77562816692476,0
Yes,B,70.88589339716775,B,E,-135.4978036834562,A,-55.641276109625295,E,E,E,37.70234737560133,82.32366088590445,C,-63.389757402631766,62.815109608494204,0
Yes,E,68.70682888062414,D,C,19.941869631813542,E,-100.06871135536046,D,E,C,-120.04564672341485,-78.07835872346222,D,164.42297592698344,-44.09831867087766,0
Non-Veteran,A,-5.427968309778411,E,E,-69.08228511925094,B,-108.34410827189598,B,D,B,-22.50197059777296,-142.49321447993967,B,-46.62912876137616,-73.2506693342802,0
Veteran,C,346.7045918359209,E,D,102.31155656679857,C,79.5328206428651,A,E,B,17.432720944919293,-29.984068839199995,E,14.35451925109652,-41.780828847024196,0
Non-Veteran,E,-102.1505757462978,C,E,-14.987340047275858,A,19.53014145424954,C,A,B,-34.13730544160663,286.87423398924545,B,140.0537485983016,39.65460637424796,0
Non-Veteran,C,-90.39130503773895,E,C,-34.36967603887544,C,131.34912825709182,B,E,E,29.94151188148283,129.70946515297732,A,-74.12917965619107,-10.34231656822264,1
Veteran,C,-138.15625961499762,D,C,34.74158195018667,C,-173.86796620739406,B,E,C,-63.26570315318446,91.37817831559737,C,-115.2651055201778,-19.825635669866966,0
Veteran,C,-35.92150128255067,B,B,-21.787457650744347,B,0.8816020543113354,A,A,C,66.86027123040243,-47.20259488009205,B,129.33925186621596,-95.65591711657332,0
Yes,A,-58.10700354539312,B,B,-70.88921251212571,A,-28.844996983595767,E,D,A,209.05925794537805,114.77251102739,D,84.40108748311455,-63.006289317023125,1
Veteran,A,73.94560947004125,E,B,-4.69179140334705,D,159.66176751767657,E,B,A,15.465013906711727,83.79482386261455,C,147.99362574832918,-83.46886315314784,1
Veteran,D,20.69911667054283,C,D,-19.5494291259875,B,22.034306081536368,E,C,E,-166.7641887301116,82.03436150023634,B,92.09003691241708,86.82335870898432,1
No,B,93.85104790238219,C,C,8.36743987905,D,127.66501472854344,B,B,B,-21.785968059043068,58.97418961344868,D,-36.97521830481628,79.42840918066943,1
No,B,36.34901070572047,E,B,-65.22966199631696,E,19.038679682650432,C,E,E,-99.4662303131992,10.509958468787191,A,0.4667447121125877,108.56961961680834,0
No,E,-6.734666169101393,C,B,-46.01573654453969,C,3.903593435561529,D,B,D,16.924149565610787,66.63573305676887,A,64.05701861752559,123.24019369501484,1
Yes,A,-13.374464754152251,A,C,112.15750425489468,C,72.8723470010052,E,A,C,36.07843310328229,-20.83194396072469,D,135.9838409003124,54.53325915157272,1
No,B,-168.88736812794338,B,D,-79.04456749065936,E,-116.0987996298055,E,D,A,79.75347508974195,-145.82916076388355,D,-165.40115919258736,-121.83208351616422,1
Yes,A,67.9817749859908,C,D,93.29982264534026,D,-16.601542939979765,D,E,B,70.17104721794496,-201.370569554016,B,-111.55474964269594,18.21351187926952,1
Yes,B,55.550881431802566,D,A,-157.04909420922678,A,43.75650984708134,D,B,A,136.31192290153064,35.045658717121384,E,-98.50582428248396,-99.33387615773846,1
Veteran,D,-20.13355859735351,B,D,-106.86714134216342,D,21.052754024310342,B,D,E,-250.73780073897782,-18.762336272091588,C,70.46494568087446,185.10951560526885,0
Non-Veteran,A,110.95251725336936,C,B,86.30382461137486,A,41.357463899164216,D,E,D,292.35648902572837,9.352421963174937,B,28.36868178343143,20.48523445494919,0
No,A,-113.35571081310003,D,D,50.330162351831376,C,82.91646689954013,D,C,D,-151.60956829368578,-28.85679527597657,E,22.06700373794095,133.03682487367206,0
No,D,-186.5797049457976,E,A,282.57579244751076,A,120.86116563934375,E,D,B,-188.05454222830565,-74.47249614882828,B,-74.85308875795717,134.83806501002314,0
Veteran,C,-107.62308536903969,D,A,-15.026306803483008,B,83.43984352147376,B,C,B,-61.81258780156256,-4.9166525423382055,D,-109.53546545548217,84.0175514481261,0
Non-Veteran,B,228.81387308135822,A,E,144.03676562702586,C,-81.7772289271902,A,C,B,-137.66514461347847,63.18206907805431,C,9.030998606867783,-23.019053091425352,1
Yes,E,-42.475526013966544,D,D,41.13857707774217,A,-113.63834506610742,A,D,E,26.472516446655746,43.75556364571446,C,-22.374452210501172,-75.55782826570243,0
