genero,marital_status,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
M,Widowed,Physical,E,-16.990546434678905,D,C,80.98761726265745,-87.85507816637175,-25.63619002383274,C,D,53.734588897144675,60.86051178627555,B,B,A,-74.47048161252626,C,-91.1840527430298,0
Female,Married,Yes,E,-138.71242892275984,E,C,17.453133275595683,-147.4098121871679,-136.6894225402385,C,A,-40.03202010356074,6.258392170073371,C,B,B,-49.786691550660905,C,88.85682388645779,1
Male,Widowed,Mental,E,115.1917212050053,C,B,-27.910838442967865,3.8801620866463797,-132.61459591782113,B,C,-131.8187273203746,67.3140560836753,C,D,C,-62.01130508821914,E,-20.897191725867945,0
Female,Divorced,Physical,A,-3.775404740967166,E,B,-123.29483354829702,-76.0352230447965,62.393404050649316,C,D,75.68292270536713,-84.78147359135043,A,D,D,17.313188323590698,E,-56.037694810601415,0
F,Widowed,Physical,C,98.49498634206697,B,A,-26.705256148215284,-19.778336420824942,241.88080335783187,B,D,-98.66810956251143,60.6043966507802,B,C,E,-18.682090118059428,C,106.72064428373427,0
Male,Divorced,Physical,B,279.3144414339853,C,C,24.114818603346468,-120.98809215981694,-132.46167101587625,D,D,106.301505020443,-223.22420033857117,A,C,E,-29.718969186951156,B,98.11497270303116,0
Other,Single,Mental,A,-107.70906376758849,D,A,78.8371345089851,-227.83702351502706,-120.70389909279642,E,E,-19.81909149075933,76.61976356299935,B,D,C,42.21254150933257,A,-116.39602940333886,0
Male,Single,None,A,140.49920281498012,B,E,246.06012296236318,-43.67268878028019,-96.11780022624828,B,E,206.3350542439734,9.067219006661874,D,B,E,-12.216854249024522,A,-136.19853944191854,0
Female,Divorced,Mental,E,-42.3441692565136,D,D,-88.95053526797084,76.67270705390862,-21.38639577305049,C,A,-16.73310484770787,35.98373665344919,C,C,B,141.89142704438927,E,-237.23304407904175,0
Female,Married,Physical,C,10.756219961429144,A,B,-29.900110889506433,-13.550941213225734,-11.902497780407664,E,C,-153.87645150035166,-92.03259968748256,D,B,A,78.7725510712364,D,-120.37503996189164,1
Male,Single,Mental,B,-61.8593202094227,E,B,77.80596353089814,-62.171514349845744,-4.219575129074939,D,E,-15.184917940423217,-254.1163911394762,C,B,C,69.07558141491774,A,13.354737108264505,1
Male,Divorced,Mental,C,-128.07258319542794,C,B,-45.520377232637735,-48.20415657909947,-90.4738384798823,D,C,78.24704969676698,78.58491870466263,C,D,E,140.0804840965892,D,14.43361458305345,0
M,Divorced,Both,C,-190.0956054006037,B,B,197.9565700634634,15.96754163626313,115.36938307149055,E,D,25.644558706110608,82.53128567792433,D,C,C,-126.38104565124767,E,15.496867762960493,1
Male,Divorced,Physical,C,129.03274443660715,A,A,96.39077230294257,25.879330856720507,23.607679580823653,C,B,41.46382989008939,-166.84140732507663,D,B,C,-110.04275345291819,C,24.112571900701884,1
Male,Married,None,E,-45.786881777468516,A,D,-117.49653508482363,-69.02355148945612,48.59171770627337,D,E,16.02903408861919,50.517686010325505,E,B,D,-176.4018532246006,A,38.82982164438267,1
Other,Divorced,Physical,D,127.36382712866686,D,A,67.06034297314942,29.366382829351505,-253.3143585494221,C,D,100.02940396227031,29.775849709663703,D,E,A,27.594762350597122,B,31.595501354903284,1
Other,Widowed,None,C,-49.5716681372468,E,C,28.047719428926914,-199.72066830254093,23.73385702993475,E,C,56.91628153514172,14.399452355880213,D,A,C,162.702279990077,E,101.26003163612982,0
Female,Married,Mental,A,69.48208367131787,A,E,77.43255665382404,93.30714334476397,-136.6795841599456,D,C,102.61965574749571,150.07460492175446,E,A,B,177.00663341521778,B,4.062037973925142,0
Other,Widowed,Physical,D,18.160427105148255,E,E,11.652952893648726,143.28751130595438,69.48703480627934,D,E,14.081888034533765,-71.288362647764,D,B,C,-203.0254300576587,A,82.31950892277851,0
Male,Divorced,Yes,E,-35.59059455295139,E,A,32.95173628474789,-26.751082041496783,-28.96297100380657,A,A,83.25616332388348,-5.552628307203811,B,A,D,138.31712492528072,A,90.22235752933618,0
Female,Single,No,D,8.185548678677709,E,D,-94.6718843903197,79.20639563074472,-56.684339632214076,C,D,-105.30236143480975,32.17940300054645,B,D,D,64.8938237699636,A,-97.40536770077135,1
Other,Widowed,None,E,-75.52928142967961,B,C,74.91652294075381,206.09381396162058,-151.1885635275695,A,A,167.94364087619243,205.5888177165285,D,E,C,-28.061187822828742,A,-132.08869760797944,1
M,Widowed,Mental,D,27.4102738274063,C,E,34.62230233572939,-67.5492025898226,40.84068436861881,B,D,-139.3825114199468,247.0810535855093,C,C,C,157.7406924958352,D,112.44326714667463,1
F,Widowed,Mental,E,-33.64636792477581,E,E,-32.398030913142584,-84.35231028328872,71.25655227650289,A,B,-179.82208216192154,58.50402091485558,B,C,A,14.010289517059881,A,-69.0827473158142,0
Male,Divorced,Physical,B,-9.466577180156243,C,D,10.774638048013866,-72.43151433353596,0.03723410476061414,E,B,-101.6204138507288,-48.51029902330229,B,B,D,63.402368431335674,E,-49.68184400775694,0
Other,Single,None,A,-18.809363040554988,A,E,104.45954487417318,86.88035475862146,2.1830468497261943,E,E,92.96667557753587,-30.342863768936535,E,C,B,26.88016060531668,D,4.465067065971637,0
Other,Widowed,Mental,E,37.89040009596644,D,E,51.20865193408674,-47.91496485968009,-21.79126044469657,D,C,-194.2469768801928,77.7790374166134,B,A,C,76.05868901396217,D,72.65316626496774,1
Male,Divorced,Both,D,128.0404944621425,D,C,-91.40474214544786,25.61588515853932,-215.5813666638498,B,C,-24.05127608790178,-141.07012914299077,D,D,A,-99.55946823799121,B,-36.26582482570177,1
M,Single,No,D,7.2316110931715585,D,D,-96.82668497723452,-185.62163987659736,-43.336189153614676,D,C,-16.23555089776886,-57.69404426581192,E,D,B,-123.69437097402142,A,176.71353065715385,0
Female,Divorced,No,A,17.67469775256842,B,B,-77.71955614667291,-10.645648090695643,-175.29062801395335,C,E,-6.787587781057922,-35.317952809392786,A,B,D,-167.45515721487146,D,91.84014694468378,1
F,Single,None,B,10.950476581569546,C,D,25.834306280922796,31.18943342914755,37.22343691288999,E,E,137.83362455710878,244.39413022921948,B,C,D,17.700317331620546,A,54.0615734988516,1
F,Widowed,No,E,-92.2618017397788,E,A,-56.210707439355865,-12.000542442313728,-200.1092830757638,A,D,-59.201084506278846,43.46226351671527,D,A,B,15.806726659364978,E,79.96618235177057,0
Female,Divorced,None,D,119.7695763119416,B,A,82.10660745104632,11.548406287820312,-33.894012032596514,D,C,124.20538547718736,-11.62255145679366,B,C,C,29.090986711177084,B,-104.71874916671547,1
Male,Married,Both,E,26.515325420912493,C,E,-108.8915391730243,-113.58611345376563,-18.88393036187959,D,C,-30.249240687716345,-56.96650229323815,A,A,E,94.40931809571057,C,-66.74171827507969,0
M,Single,Physical,B,1.520862551809436,D,E,99.1162675440324,-176.8552837909863,32.36157008626349,E,A,1.8022723616900056,70.1728683557152,E,E,E,-79.48909782084482,C,4.7785595965573,1
M,Divorced,Yes,D,89.76590276911145,B,C,64.45408238059893,129.35372471824672,-128.49799833848397,D,A,185.3512713436189,-133.80467570465095,C,B,A,-69.02827422417117,D,-148.23095767985018,1
Other,Married,Mental,A,-89.32222206400897,A,A,5.695878692200747,-61.204358852014536,-22.781513114792375,B,B,10.50572847957655,71.61274540086026,D,D,D,-95.5005657635009,E,-19.469658440351147,0
Female,Widowed,Physical,D,-26.445093806454327,B,B,116.62513745100946,-13.105454036652839,152.8783419986189,C,C,51.2658273461039,-72.38965600273956,E,B,B,122.45754140207845,B,-88.98622230331645,1
Female,Single,Yes,B,157.5705185450882,C,B,-47.849060664878685,174.11294458692225,162.28623786218597,B,D,-146.07112320480786,-186.88355735925214,E,B,B,13.957240791303082,C,60.50527571994394,1
M,Married,No,C,-197.79861689852535,C,A,101.21499562816759,76.93023020329447,153.19595631136997,B,E,21.516797234602556,-73.3776347630014,D,B,D,31.721394802045754,B,-49.838056731726596,0
Non-binary,Divorced,Physical,E,70.26636090742277,E,C,-113.10814208676258,-52.50884324767181,39.14133377285795,C,C,-167.99592882350964,-61.694702101465225,D,D,A,109.29912013746528,B,-193.75799524815113,0
Female,Married,Both,C,-204.45764687419214,B,D,116.60538940969158,-103.58882444456306,57.74605229992271,B,E,-24.637180795368668,47.19866444002025,A,D,A,-69.78040495507194,B,-19.55458814246213,0
Non-binary,Married,Yes,A,56.788492438512826,C,B,-58.21096120956177,-151.38362208740975,-81.63583771078987,A,A,-249.89744396784363,40.563252628052524,D,C,E,23.920347361210744,B,29.205256302977528,0
Other,Married,No,D,-88.8232790007858,A,A,79.59082563451965,85.72216379934406,28.82032124355454,E,B,-83.71487899394147,-165.26120852415224,C,D,C,-201.67462394038785,A,-148.94816134671316,0
Non-binary,Divorced,No,D,38.718555894352185,B,C,-58.83844398309679,-75.03080075431662,-82.01802732242062,A,D,-89.03165421019847,-154.93173311259568,C,C,B,-43.71350978833399,B,-228.49660481604062,1
Non-binary,Divorced,Yes,E,-11.207784610620978,C,B,-140.7112602924144,-102.93891146625951,-59.850819322539,E,A,117.90507397874106,-149.6070161404242,B,A,D,-206.616867751736,B,-83.03643072813624,1
Non-binary,Married,Both,B,-209.77885734642894,D,B,25.510955678535872,-135.47432803953996,-3.9811652719099295,B,E,100.56688675064014,-81.14467592323163,B,A,B,-47.98901719218293,C,31.156024714064113,0
F,Single,No,B,-49.17615815942838,D,E,-4.200821675070151,-40.52430017991208,-128.09834450011223,C,D,52.75474011178031,-85.75165616719428,A,A,A,33.47955693172256,D,-15.714836872691002,1
M,Divorced,No,B,-64.57455306487782,A,A,-139.46613145699283,-59.29747258573664,-91.82306526406164,A,D,153.2621336500389,150.5452697850474,C,B,C,6.531454393626013,C,-155.98289307773177,0
M,Widowed,Yes,A,-29.839421118758114,D,E,-3.197082077810529,-131.6445279980192,20.924860428177766,E,E,154.61593519748413,114.04302808226386,D,D,C,44.41398583464657,B,19.872178503798256,0
Other,Married,None,B,-21.120486276119696,A,C,-15.908704681456708,-15.700088716261968,-54.10726355485681,B,E,-31.25730118880886,137.11278139552417,D,D,B,-131.6304611662881,D,65.39275265313516,1
Male,Widowed,Yes,B,95.26093371453912,A,D,-48.73166179023081,45.66605615644388,113.33494856319834,E,D,1.2583366626027357,206.6199266274086,E,D,E,52.476862444912676,B,-1.8773946365229173,1
Female,Married,Both,C,161.69255266432953,D,A,-33.47256134370099,-2.2979331031260353,-9.780957468442082,A,C,-51.26645612724526,-20.799504769441075,D,D,D,174.36786731017025,C,55.848479341778926,0
Female,Divorced,Physical,D,-12.079353495636957,E,D,-72.62263230453198,26.356335534413073,-130.45968629156565,A,A,-19.317645566692946,59.31969833056567,B,B,D,50.69231823922039,E,93.89197635270449,0
Other,Married,None,E,168.15236144854808,E,B,-90.5168387332551,76.77639209630742,-154.39693148801518,C,E,73.45328729625824,-168.30381339368168,A,A,D,119.30279300837132,C,31.21101156129324,0
Female,Divorced,None,A,5.886694884956789,C,E,-37.43678962009574,89.92023815144981,-46.32918006489387,E,C,79.07617264389856,52.451031112833945,A,C,A,38.57660526940943,E,-70.61924664155077,1
Female,Widowed,None,A,-114.0143292492422,E,E,-33.3767578544977,-33.4366624493915,58.605284622237086,E,C,-56.7409501903312,124.99974966617897,C,A,A,46.9222324388773,C,145.89235916768894,0
Other,Divorced,None,D,156.8042882822564,C,A,-94.67576187196238,146.4816553129185,-166.72040048166005,B,B,57.80848501350611,173.92383499633564,C,A,B,1.6636256421205289,E,11.604184049935675,0
F,Divorced,None,E,178.24115679508296,B,D,-4.722572478719029,46.97439851036445,-130.0772809026659,C,B,126.86128148129802,102.47923073322099,D,C,C,40.05511639060694,C,-108.34280151133655,0
F,Single,Yes,B,21.68922057126868,A,B,-53.20100268733952,-145.1687565571273,-152.68129502345914,D,D,151.02216621187821,57.70736502109388,E,D,E,156.97091201340115,D,123.36628767329954,0
Other,Single,Physical,E,117.55934720851155,A,E,-116.78931465992757,-137.08750226144525,44.00140863690041,E,C,-64.44375817142522,-10.135470025179586,D,E,D,129.97434033568052,E,-36.05558492692666,1
Male,Single,None,C,-56.100457300411286,B,C,34.66452920002151,180.22238648937147,39.65254756460443,D,E,82.16182181842076,-27.383973088234015,E,B,D,33.44056052030842,A,17.627699330736053,0
Other,Widowed,No,B,208.2118242283384,A,B,-221.70422774589977,23.078552644164418,-89.8488354916046,A,A,235.2277924885416,-68.38510188204519,E,E,E,-23.004285092908482,A,-8.878017542088406,0
Other,Widowed,Yes,A,72.30693165954514,A,D,-136.32615143717743,-53.11696856969993,50.74311152003149,B,B,81.08387068063497,31.843533137295765,D,D,A,79.84321981073681,D,-50.53845041013913,1
Male,Divorced,Yes,A,-127.70665621350065,C,A,28.721848178737353,-49.452735185888805,73.79802275397861,A,A,-24.17445776766727,226.76120949953636,C,C,B,33.03226334587714,E,32.95888554625553,1
Other,Widowed,Yes,C,38.35832965148736,D,B,-46.837340443201754,42.218072859659415,-169.0154338538077,D,A,-21.94915710993674,-10.347613104089655,A,A,D,133.74718878103312,E,-12.320811281432617,0
M,Widowed,No,E,-90.86823722611327,C,E,-169.7511900027529,145.03467066430747,-24.662664332776213,A,C,-155.57417011726372,-196.98879682364358,D,B,B,32.419970932263936,D,65.88421079259348,1
F,Divorced,Both,E,26.323637088451314,C,E,42.363352387199996,35.25304233107442,87.39698770229137,E,B,111.31995554192717,17.160346376257323,B,D,B,-31.827317202395516,B,124.77635638988096,1
M,Married,Yes,A,-32.407482371159944,E,A,-106.29824310401268,-14.29753487943676,-2.3078658818153235,E,B,-190.61932043605984,-157.62127472702207,D,E,E,-137.30275170560066,A,-28.91746813125216,0
M,Single,Yes,A,124.74287002077233,A,A,-20.962187103454486,121.79632786393802,0.5006322659364019,A,D,-9.747400401623336,116.8788537479529,C,C,B,-25.430477289251495,C,58.275442213349805,1
F,Divorced,Yes,A,-112.91035068764295,B,E,43.36651779344412,151.30691560607644,-58.37114521013622,A,A,-20.080212067007796,-56.742787034989014,A,A,A,-34.23502698590155,A,60.353508394528035,1
Male,Widowed,No,B,-74.89078098571852,D,D,19.77515153253607,-30.91421651246459,66.57463748090379,E,A,-29.52646414952364,-218.94877070451253,E,C,A,43.7876866145996,A,6.746670794144534,0
Female,Divorced,Mental,E,-21.99651939242099,E,E,-101.12772411418658,-17.266575999466273,38.802448013057734,C,C,-0.47645218042348175,-88.85160911735845,B,A,D,110.79526419501526,B,51.97331128671099,1
Non-binary,Widowed,Mental,B,2.7872325779003035,A,D,-52.5195649864892,9.194449425804109,79.01016050719436,D,D,50.86571948370441,30.780262140727572,D,C,C,17.4831480411007,D,35.867752560867075,0
F,Divorced,Both,B,3.5917674248471094,C,C,-30.17413109136487,112.27069858706598,-47.40528943369697,C,A,-39.36902659849431,125.57014579502419,A,A,E,75.71807294973351,B,85.12022739529014,1
M,Widowed,Mental,A,26.685765150372603,B,D,75.58371101654838,56.035876792985064,120.41547577925769,E,E,-97.07367826364263,-191.6236355847645,C,C,C,269.5036244199332,D,-43.93236757528593,0
Male,Married,Yes,E,128.1328013276002,B,A,44.3417097458443,194.15286273047852,-128.98990969822344,B,B,-121.5981691503019,172.54150352563087,E,C,A,141.40880595915382,C,-59.637571076815796,1
F,Widowed,No,D,119.22717434272924,C,A,109.17855579922708,51.75528399511907,-109.48351411372354,A,B,-22.250671118510198,-27.9129379874889,E,E,A,76.93097193955181,D,-153.92571255191834,1
M,Divorced,None,E,11.242679281098747,A,A,91.91316782714037,66.24531505584734,-5.985844275920415,C,C,62.54745531383384,-136.56885364157895,C,C,B,-7.80573429707057,B,67.9030505572063,0
F,Divorced,Both,D,-129.90971016713374,B,E,-86.42251868542863,-207.34916542042555,-144.89986221887918,E,C,9.100319828419748,-179.02760425467048,D,B,E,42.397839373585214,C,153.51347685521694,0
Male,Married,None,D,215.17323344136318,B,E,253.43774423187884,-182.71942202811113,64.11246914132546,D,E,15.441197402784725,30.213794522232178,A,E,B,40.52367696626095,C,-144.54617141840635,0
Other,Divorced,No,E,-18.876465005387626,C,D,-75.61930943281145,43.91586431918726,143.21466729569113,B,B,-119.78680745637837,125.60539528286492,B,E,D,194.4070628161873,B,-146.2190222097103,1
M,Married,No,B,32.45586269655352,A,B,-67.99643228470346,10.03031455011016,-60.52908474156447,D,C,-183.1896466943088,225.74454224786663,B,B,B,-40.072668714701,D,38.451621912695046,0
Female,Married,Both,D,-76.53821332733054,D,A,-120.079010853052,-10.948622876543839,0.14474348350166025,C,D,-10.601567121342882,-18.51298178426638,A,C,D,-78.35492740301486,D,166.05279892074375,0
Other,Married,No,E,56.973733326075404,B,D,-206.6819780371044,-15.12657501542361,-155.06393398906027,A,C,-20.117761664309423,-33.18247422900677,B,C,C,108.80137116583816,D,-77.06364023241203,1
M,Widowed,Physical,E,95.65098889344364,C,D,-42.495060720148956,62.03179976132098,207.16843694547018,A,D,-52.30982389807627,-53.03590714889531,E,B,C,-24.688702965196182,D,21.745019917655707,1
Male,Widowed,Physical,E,-138.01401931614024,A,D,-8.984313617352598,10.814500213821375,104.33294866540935,A,C,62.622040887574606,111.10462104055652,B,C,C,-186.32959595703105,D,16.001612296575534,1
Female,Single,Mental,B,38.41659700252784,A,D,162.6416556669639,-20.614841413800303,-28.308926448687416,A,D,-147.75732225224803,-33.43305832397061,C,D,D,16.258628500640423,B,135.9677640557734,0
F,Married,None,A,-230.36187555330164,A,D,-73.98957883976153,33.40152907526745,-5.986437358701742,A,B,68.03747289261305,-112.61882127865847,E,D,E,-53.60888093971579,E,98.84408064129444,0
Female,Married,Mental,B,-207.74083064858857,B,C,136.03291134145013,-16.198885934650946,-0.4062662856169369,D,D,-164.23801848062652,60.51277871890029,A,D,E,116.62096491460971,B,-248.5209289624592,1
Non-binary,Married,Mental,A,-11.305539782936723,A,E,116.8708268048568,-103.15732328304796,10.79690745013351,D,C,-13.24986856309247,164.38224728113437,D,D,E,-73.42441117505157,C,30.444180384327446,1
F,Single,Physical,E,-205.13196371906446,B,A,-123.0629197513213,-51.21489720777615,31.888561526602338,C,B,-12.4842485194154,-54.37213037710442,C,D,B,69.75481808268844,E,-5.762119003393655,1
F,Married,Both,B,34.25994256893702,A,E,73.55764120799887,151.16918826086857,-55.33169472086745,C,E,-179.42693593544334,58.14735998754732,B,C,C,180.97471120950453,B,-220.53367057717557,0
F,Married,None,C,0.12078965466352155,E,D,190.26735486132833,-48.639056474584876,99.76133761137521,E,B,27.422107409479896,38.24602645249642,D,B,E,47.53914812642296,B,-130.55760020042257,1
Female,Widowed,Mental,C,-93.19822956305646,C,E,-64.78902571229082,-47.83979545148477,-25.80688091569547,A,B,229.8303028975269,-43.38772728512673,D,D,C,227.67121084329972,C,41.649717590902455,0
Female,Single,No,C,-205.43911371468778,B,B,-25.873797107160552,16.445831087682432,-22.01118296712621,A,C,-114.92711870598949,-148.1620883488483,E,C,B,102.11680525758867,B,186.86891874798536,1
