faith,handicap,Nationality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
None,Yes,India,M,C,D,55.036818270456365,D,A,-12.285178689090841,-65.61393124261082,A,A,-30.848054026744087,A,171.53319946033972,C,1.8355120709291437,60.43408806568482,B,B,1
Jewish,Yes,India,Non-binary,D,A,47.36360557415936,C,B,9.486421359308006,-49.03046686438184,E,C,46.90212523247466,A,39.11334802698433,D,-130.2617366920455,-99.9071462441533,A,A,0
Hindu,Physical,Germany,M,B,E,-119.68577394495028,D,B,2.7025410533924554,-61.749739499657764,A,C,-70.12360092149021,B,-65.51086321404368,C,-66.18167203395356,-55.58716143654189,C,B,1
Muslim,Yes,India,F,C,C,-133.97255166886214,A,A,44.730794332757526,22.69268865627146,C,C,44.77722211692123,C,74.81355296681586,A,50.77347653149188,-178.50750837951037,E,E,1
None,Both,UK,Other,A,B,0.19158169490545882,D,D,-108.0142150501124,-76.08253053292859,A,A,83.63298507808891,B,-17.218309227521488,C,14.79503775046084,-72.83317910425991,C,D,1
Buddhist,Yes,Germany,M,A,D,133.25748888238795,C,A,91.23750443159592,62.99667915067874,A,C,103.27298550019147,B,-67.89968124635374,A,71.85916030827157,9.23316279360404,A,A,0
Christian,Both,US,Other,D,D,97.48696767973446,B,A,-38.20641620794865,3.296834465735338,A,E,-37.57691773894709,E,-12.863487729268266,C,-100.8778818450192,-187.36192906620713,E,B,1
Other,Yes,Other,Other,A,D,-16.326955850451665,D,A,-5.144279709306067,6.51292950460097,A,D,-267.9274826030558,A,-79.28794299722244,E,-43.42877935991592,-46.37221361734986,D,B,1
None,Both,Mexico,Other,E,B,-59.6236180400745,E,B,-15.8555923838139,163.4524348116552,E,D,-0.6288532086350798,B,-1.67619689288755,B,-70.71837571961908,57.891569780239,A,B,1
None,Yes,US,Non-binary,A,E,12.31388663597641,B,A,20.8015279882304,-51.362382624835455,D,C,-1.1824470925490205,D,-83.22428989478546,E,60.85522933131474,113.920395854061,B,C,0
Other,None,India,Non-binary,D,D,-18.494393427340288,C,E,-47.30682367114213,20.23139040613133,C,A,173.05113310016293,C,83.55607882209844,C,45.83391087618547,-42.951027053645355,C,D,0
Muslim,Yes,Germany,M,B,B,49.03081473373224,A,C,-90.50086468859028,-97.01495448303457,D,C,-16.09345690977479,D,276.502814529898,A,69.5208187378072,-86.4451253017281,B,D,0
Muslim,Physical,Germany,Other,B,D,-203.1639798010463,B,E,-120.28455106984121,-51.72785366520248,C,D,-166.50863104433282,D,-97.1965072262104,E,113.97696476643378,-81.55263459206468,C,A,0
Muslim,Physical,Mexico,Other,D,B,-12.73796524722587,B,B,61.27717604072467,-42.35455944265461,E,B,-207.57608429760458,A,-7.41567186442849,A,22.644718636759865,130.69076524021236,A,E,1
Other,Both,Germany,M,A,E,14.936447789948733,E,B,11.084431227230123,66.34199600453796,C,B,-2.9751426191885773,E,132.60623651892172,A,-164.87484294750698,-99.99667839797083,A,A,0
Muslim,Both,India,Non-binary,D,B,-3.2798031931096907,C,A,0.8956082216012268,104.34654835336036,E,A,128.84711233834486,A,209.00248221200118,E,-0.5377783580007389,77.05327077892898,B,A,1
Buddhist,Both,UK,Male,A,D,-11.359171655299551,A,B,-66.72270940192898,27.760288666710885,C,E,95.97366087083226,D,50.26135462393913,E,279.764859107303,-95.62319714613075,D,D,0
Jewish,No,UK,F,C,D,-150.8788464560067,A,E,-133.41585409570158,63.52206601153645,B,C,51.319432927097395,B,-100.14319776879694,D,-5.50587784135185,-27.793866705227572,D,C,1
Jewish,None,Germany,Non-binary,B,B,-161.7972984243971,E,C,130.4849263015306,114.23487575988528,D,A,-0.20269614447719198,C,7.811924273807912,B,172.57937110459588,56.536704241131766,A,C,1
Christian,Physical,US,Female,B,A,7.142483690922856,D,A,197.04645724339304,-130.21156108566248,A,D,120.78206335543196,C,-67.74140287223841,A,-99.35459952737308,1.2822358436557217,E,B,1
Muslim,Physical,US,Male,B,E,126.73581150075468,D,A,-67.18866701555777,55.906497857798044,A,B,171.43358499525277,A,28.893081584932727,B,-65.09603415236856,1.8713331666324502,C,B,0
Hindu,Physical,Mexico,Non-binary,B,E,-78.49779096454176,E,A,-45.938457473102254,-82.12117705027262,A,A,70.04208496680769,C,-23.050550496164455,E,27.380562051382274,141.21333531514236,E,D,1
Other,Physical,India,F,A,D,90.79556052295126,B,D,57.0916316731223,102.0460887316186,B,C,62.37984244228192,C,12.6406982333472,C,4.626789581833317,155.60329620352329,D,A,1
None,Physical,Brazil,Male,C,C,60.51908494998429,C,C,262.9511747890754,-54.889384045747455,D,C,-81.99726663559383,C,64.80472771241426,C,64.30811082196038,106.25082815215137,C,B,1
Christian,Mental,Germany,Other,E,E,9.077784277871075,A,B,49.75798086590612,24.72593480229297,E,B,30.186264437668463,C,95.01606644904341,E,195.0014048697041,-51.517473677411814,A,D,1
Hindu,Both,Mexico,Female,E,D,22.025075904327053,C,C,-45.39070112798561,-76.06024483995316,E,D,13.610537821029512,A,-22.953368020296004,E,-136.83760277802813,73.762254410083,B,E,0
Jewish,No,Mexico,M,C,E,159.2690866433321,E,E,30.32748245266302,-116.2945859844233,B,D,34.17084968165006,C,-35.04709431754265,C,102.17980618340079,87.00399756151648,B,D,1
Muslim,Yes,US,Non-binary,B,A,-38.40580950381636,B,A,97.90266584684545,125.25672255838597,D,B,168.74133816350397,A,42.960387507138954,A,-2.6310418852861006,-150.38248961896898,D,B,1
Christian,Both,China,M,A,D,47.40054220470572,D,D,-69.52366712382941,-76.13558163282995,C,D,37.34837464898702,B,57.9137345157559,E,-47.11099636752352,10.314204554130315,B,B,1
Hindu,Yes,Mexico,Female,E,D,124.78672926877161,B,E,88.27226305942642,114.7845576207309,B,D,16.262868982879958,E,36.986391143672705,E,-45.57954325470946,8.781039112654188,E,E,1
None,Mental,UK,Female,B,E,-46.135876984635956,A,D,105.07700472927328,-51.02327545623169,A,A,-81.72958916390355,A,19.64177099429704,D,3.8766623858503944,-80.96248326995756,A,E,0
Hindu,Physical,US,F,E,B,-113.14788547466146,C,A,-34.83033501501003,54.75344279041888,C,A,-97.87187354084834,B,148.94411745731085,C,29.592926244300134,156.24413479230745,E,B,0
Buddhist,No,China,Male,B,C,-70.15498130751803,D,A,76.96298245642792,-13.925560173984866,B,C,3.0251773002444153,B,-162.1888022082647,C,7.222732767344812,130.83517360463583,D,D,0
Hindu,Physical,US,Other,E,B,-63.533532709550066,B,B,-8.670267565136205,-39.587450830529455,A,A,50.278606530525195,A,192.65461586536995,E,-2.2608910316521924,-53.2329236726765,E,C,0
None,Yes,China,Non-binary,C,E,84.190674433637,A,C,-78.1067949991691,-205.03943354795476,A,C,84.13382130126233,B,36.593238242419076,A,120.05617677433213,-12.235440462165151,E,A,0
Other,Yes,China,Female,C,B,-79.07418437249378,B,E,221.24251351352595,81.92830254161171,A,D,55.5992858215763,D,65.53767624841913,A,40.70801602150838,147.46312174792487,D,D,0
Muslim,Mental,US,Female,E,B,34.35536970297675,E,A,109.11898667962541,63.63029153140033,A,D,-116.03662320860752,E,-44.65433528853276,B,169.72413883526514,70.39692696954609,D,C,1
None,Yes,US,Female,C,E,-6.459874800029213,A,A,-75.90329565693172,-67.42049200862998,D,C,-57.89601831975333,A,25.336233906945775,B,-124.07303356245549,-56.88771400935184,B,C,0
Jewish,None,Other,Other,A,E,100.91346275584026,B,B,92.2886463396624,3.718327354436822,E,D,3.8104472171082904,D,-57.88314666621268,C,-20.51732929974089,64.32886023051039,A,D,1
Other,Physical,US,Non-binary,E,D,84.59932165502082,D,C,152.92045769435038,53.63514936170741,D,C,103.29746554856445,A,43.450439154476896,C,126.67187313794453,-199.7165775864392,A,D,1
Other,No,China,Male,C,A,138.32568294379402,E,B,-87.90406221967933,-13.477400967358793,C,C,81.35671063882253,D,7.083174783242977,B,52.6478807740598,34.91973086539766,D,D,1
Buddhist,Physical,Other,F,B,A,6.00400441658141,D,D,167.03903422623983,-53.71315565510133,C,A,162.62930636355247,A,-25.09563656823028,C,-97.09169533654003,57.02776047960103,E,B,1
Hindu,Both,UK,Female,C,C,23.027873388065938,E,C,-142.58413509836154,15.454759235424243,B,E,-164.6973289297075,A,92.1206088733949,D,174.5449627503724,44.86926233956613,C,C,1
Hindu,None,Other,Female,A,A,-54.41193568968006,B,B,80.20512431112789,-110.63296095757013,A,D,108.41404678431643,A,-85.06504173987453,C,-50.99007094916479,-2.277432709620141,E,A,0
None,Mental,Mexico,Female,A,C,61.54436573187601,D,D,159.5449097266075,19.382631380897386,E,B,72.02060826262492,B,88.8258846093721,B,35.21351193305463,6.83829390041584,D,A,1
Christian,Both,Mexico,Other,A,E,-27.96447957049322,D,A,145.87357005467183,-31.027846658240193,B,D,-78.03073859499965,B,-161.12452838693676,E,95.70511022466415,72.74391239006461,B,C,1
Christian,Mental,Mexico,M,D,B,75.22415645614478,C,B,53.812777059731474,-12.897519707867659,D,D,-106.04663704839913,A,-126.41526203259419,A,60.77055508603405,-144.83171662229398,B,C,0
Other,Both,US,F,A,A,173.87512290509255,E,C,99.80470233406098,104.14351362033993,C,B,2.5295728947025315,A,-57.3382937398246,D,148.2545089136227,88.42592516254085,C,D,0
Christian,Mental,Germany,Male,D,B,-193.80875098038402,E,D,0.47133591631281035,32.95007368510259,A,B,96.26603626721271,A,-144.59489349125707,C,-35.902376993314014,-7.37786418203723,E,C,1
Jewish,Yes,China,Female,D,D,134.8472376678964,C,B,-5.58634514115511,-31.97976104937514,C,C,-83.87409129941113,E,39.79647348537934,B,210.1997971442382,-146.31649353763157,E,C,0
None,Mental,UK,Male,B,A,-42.31188404850989,D,E,36.93084227586752,84.83195878367569,B,D,-96.58510850201687,C,201.04095547840242,E,-52.658211861987816,45.10098897106336,D,E,0
Jewish,Yes,US,Female,C,A,9.829676922841832,C,E,77.92527705509518,4.564449660166236,B,C,23.97093117563355,C,273.7421461642066,B,-56.45342628503751,84.1930199381311,B,A,1
Muslim,Physical,UK,Other,A,B,-60.07645173868927,C,E,0.5757231578565996,5.870355850998419,D,A,-43.29482132676605,A,45.0043418435078,C,-37.10717284995161,-251.67450458899953,B,A,0
Hindu,Physical,Germany,F,D,D,-32.21840471541656,A,D,22.34794137177183,56.44405650985267,C,D,10.336221723618486,D,60.403599613098145,C,-36.769701934487955,-251.67441830177353,A,B,1
Christian,Both,Mexico,Female,E,E,14.058667759459675,C,D,-84.68768088930958,79.23266983273814,A,A,178.22939705714788,E,190.9171986321026,A,77.91862345911646,19.41096996503675,B,E,0
Hindu,Physical,US,Male,C,C,30.01349893302373,A,A,46.02413342654253,10.690188557524325,B,D,58.763440664036516,E,-81.4122084768317,C,-58.08772244974987,-215.32693690898793,D,C,1
None,None,Brazil,Other,A,A,-9.771727711144893,D,E,-32.78956749445644,174.63577634531296,B,A,84.00573998203056,E,160.52733109903585,B,13.880019579732291,123.80555705349614,B,B,1
Muslim,No,Mexico,Female,A,D,-12.363258763532702,B,A,-7.29852481328122,-137.1710736289441,B,B,87.63801040934094,B,-166.57330021655739,E,85.58128414260325,-28.98984150520667,D,E,1
Other,No,Other,F,D,B,-47.84915428218043,B,C,-71.92992164640059,-73.74068212432296,E,B,32.743520230169125,D,73.409250937842,C,87.11683594127815,-9.739322139756231,A,C,1
Christian,No,US,Female,A,D,-83.82901545913543,E,B,103.70942447014787,50.62698543933411,D,E,16.0605551781795,D,96.71854031385261,A,47.20623484046998,-58.5555240492877,A,C,0
Christian,Physical,UK,F,E,E,121.96497547566929,D,B,-86.6106488158518,-31.16275636097598,A,C,150.43747796083582,E,-173.2485378433545,E,115.93277528215043,-16.523785900425434,C,E,0
None,Physical,Germany,Non-binary,D,A,174.1234959979704,C,B,-69.0595402195527,126.30936308046401,D,A,-119.74329392859427,B,54.860327756000636,C,-65.61035347570858,-49.40404600510319,E,E,1
Hindu,Yes,Brazil,Non-binary,E,A,20.910880001204617,E,E,-5.321502530332537,-22.46504691148572,A,B,0.6722933524287406,B,77.37651393458789,D,104.37252735442493,-133.01224303434057,C,A,0
Other,Yes,Other,M,B,E,184.21755463346796,C,D,-139.2243248184985,-122.60960893604576,B,C,-338.0529820632446,B,-149.01334127422294,D,-71.79301159745044,46.32889343036914,E,B,1
Buddhist,None,Brazil,M,D,A,33.590231883855715,A,C,77.69918498746385,-2.055966875374077,C,B,-24.283303492932713,B,-175.37290687036813,D,90.24490156255635,162.305120040842,B,B,1
Christian,Mental,China,F,B,B,-140.82096966410495,E,A,28.70222105250082,-66.48942165464166,A,A,-54.3213655549355,B,82.41561698637399,A,-74.66731498887144,-22.51160260106999,A,B,0
Hindu,No,China,M,D,A,126.44290787955967,D,C,115.85765636866027,-45.20414871260785,E,D,108.78167570576905,C,-4.663693168426688,C,51.39469062676173,85.88915635060654,E,E,1
Christian,Mental,Brazil,Male,B,A,75.05680352724454,B,A,-45.72527725488893,1.7350695055662058,D,A,34.24330796681836,A,-12.412659345582792,A,-130.49704028928406,-42.453848613648404,C,B,0
Hindu,No,Germany,Other,B,A,27.19607997991555,A,E,-24.161361694505967,-136.19347280189234,D,D,25.27492860820606,D,104.3183399457463,D,64.03617925090663,-100.73925248714278,C,A,0
Buddhist,Mental,Brazil,F,A,D,-5.201088699385617,B,B,55.122642185203944,-100.47087298090477,C,B,-130.78322598534774,E,-127.3919055376928,A,-16.390471396603914,-130.39336158370529,A,C,1
Muslim,Mental,US,M,A,D,-107.906996678875,B,E,103.07188134521977,16.768088153521006,E,A,60.71388223886732,D,123.20386550679562,D,84.78037385932531,-90.33536352956439,E,C,0
Muslim,No,China,Male,D,C,91.75450337511629,D,A,133.53064590560194,-29.10915554126064,B,D,34.65695274422798,C,-95.8512576396419,D,-20.80404100502397,81.85374398730015,D,E,1
Muslim,No,UK,Male,D,E,-17.023847794555422,E,D,-133.98072115622878,-39.82816693425904,B,D,-154.65179242613186,E,-25.39815432368583,B,29.049022522479028,-113.73283984447524,A,D,0
Buddhist,Yes,UK,F,E,D,-79.03185791855451,A,D,-34.357952306969274,64.58046090804724,A,B,13.51030356664774,E,294.41081991612685,A,28.199255661649254,43.753452728240234,A,A,0
Jewish,Mental,China,Non-binary,E,C,79.68489233546822,E,B,117.5813979832372,99.96519236364713,C,E,-47.979501592320105,C,-72.13778706916236,B,-146.49153924711646,-131.70129992263352,C,D,1
Jewish,Yes,China,Other,A,A,127.34655404136393,C,E,-33.53752284887965,-136.53248450235662,B,E,86.98124988242537,D,-20.85197973379918,D,-46.5461097331454,161.9148425670087,E,D,1
Christian,No,US,Other,B,B,134.12116368652286,D,C,30.517822099374243,-25.620064040869195,C,D,-17.302365328544585,D,259.096812873781,E,223.68081806452912,-103.01912564453892,E,E,0
Other,No,UK,Non-binary,D,C,208.32657802627574,C,B,123.78469113521622,0.6807492360264195,D,D,-99.48071293178712,C,145.70137647169784,D,-18.67492951147358,-41.67117203211233,A,B,0
Buddhist,Mental,India,Male,E,A,-167.9026937126187,A,C,-148.9869931094549,-53.772700479323774,C,A,31.396965336109922,E,166.84970792255456,B,103.89785085038625,-49.602388817961646,C,C,0
Christian,Physical,Other,M,D,D,51.73237953445877,D,C,-84.00485629875703,63.850372373073874,C,D,-137.63961926275977,A,-14.073873287812354,D,-88.64605990800875,54.93912948643527,C,C,0
Other,Yes,China,Female,A,A,80.43530472343829,D,D,-3.8752659536205236,-95.21139159420271,E,E,-22.676518102752276,D,-96.16435141640487,C,-31.43929611208018,-35.301192580760066,A,A,1
Jewish,Both,China,Non-binary,C,C,-28.306863882858952,C,B,-25.880390876549487,-59.75656698923801,C,C,-73.70558007551848,C,123.59454978928159,C,53.67076375992592,-50.97826082556423,B,A,1
Buddhist,Physical,China,Non-binary,C,C,138.92828355869963,B,A,-22.890595792154397,26.916602594977988,E,B,-73.84679824324806,E,14.636374674617212,D,-132.36236681120215,-56.63539338226619,A,E,0
Christian,No,Brazil,F,C,B,207.78979499753905,D,D,-317.24029249248537,127.66653506615673,E,D,22.409455600871713,A,-165.46635731282183,C,153.4516131910515,-138.2968627491741,B,A,0
Muslim,Yes,UK,Non-binary,E,E,-21.19833246576824,A,B,-47.57358958334743,111.07443557474579,C,B,171.53289364620764,D,13.888144389920287,A,28.085968539036394,-37.13391726270197,D,B,0
Christian,Physical,US,Female,D,A,77.8695308893476,A,B,-53.173975171066125,165.0093658515831,C,A,142.89892438957665,D,146.26271047423296,C,-34.65455528291001,-39.152989038077884,C,B,1
Muslim,None,UK,M,E,C,-25.76911132273504,E,C,-143.78063203190493,58.07057281092652,E,B,12.178115282597773,B,17.780225915637065,B,61.90470428799271,297.8645894035074,E,C,0
Jewish,Both,India,F,B,C,7.0779366179330045,A,D,-65.73354541297215,-124.3019852967999,A,D,7.559544151630466,A,89.58088181253763,D,-111.70452667564629,-139.16262468989524,E,B,0
Christian,Both,US,Male,E,D,22.349476145351016,C,C,128.49957623069707,-23.532212848536794,D,A,130.25448609173372,A,-76.85719536478673,D,213.72728281671834,-21.485131344300278,C,D,1
Other,No,US,Male,C,A,40.24795736154361,E,C,86.63290553956884,-33.92802939063212,B,D,63.97183489558642,D,-170.26648563121037,E,213.8098783025266,-44.243704082322175,C,E,1
Jewish,Physical,Mexico,Male,C,E,-217.0440016268031,B,D,20.424062791351886,156.20272571267967,C,B,-22.133347826803394,C,171.66312759006308,C,-1.8748880456149561,22.82354592290315,E,B,0
None,Mental,UK,Other,A,B,25.016721777243056,A,D,-30.55155281046454,15.389286976253372,D,E,-86.71907641555896,B,129.5088633898776,C,44.421961708348626,63.00287689524613,B,C,1
Other,Mental,Brazil,Male,D,A,48.74721539497514,C,B,63.36631295168302,75.53433060356062,A,C,21.290428708883383,A,54.69209034443958,B,-70.99732340077661,-29.562230468150407,B,E,0
Muslim,None,Mexico,F,C,D,-24.555357108783856,E,B,-156.96013929205216,98.40982837166547,E,C,-64.0947486676793,C,-288.6644737348133,A,156.11421328659566,-84.65706723765828,B,A,1
Buddhist,Physical,US,M,E,C,-107.55692961464212,A,A,156.34122491795094,-93.24285990582773,D,B,152.64496878976195,A,-215.88000527671315,E,47.55311710349362,7.4634241156014385,E,A,1
Christian,Both,US,Female,D,C,196.15557784674112,D,A,54.875721762683696,-58.994106931043625,B,E,114.77829710733135,C,-80.92019691616652,E,118.54703316309212,-146.34564341268091,E,D,0
Christian,Physical,India,F,D,B,-173.65291157803156,E,A,-23.270708038604376,-102.19317751751898,D,B,76.71147888688587,E,167.77278312583059,E,69.41669845800388,119.33779031649591,B,E,0
Christian,No,China,Female,E,B,97.15261355601731,E,C,63.25399781509024,-116.11076387798988,D,E,27.130338080301147,A,52.94164533364859,C,-3.130477870818191,99.85725639569732,B,C,0
Other,Physical,UK,Non-binary,E,D,157.06780913966992,D,B,254.34679340439646,148.37067449277222,E,B,325.83276248187303,C,-77.62372100732242,D,-69.46907271546145,-32.78122324143949,A,D,1
Jewish,Yes,Mexico,Non-binary,B,A,21.540401152225364,A,C,78.76665617244664,4.335459058267464,C,E,50.16685361337906,D,2.644063535543174,B,75.9094864321545,75.97981713333097,A,C,1
Hindu,Yes,China,M,D,A,130.6831833832913,D,B,71.72340765509713,-134.33505869214386,A,E,-192.22920545207188,A,78.79573641140954,D,-29.58343818756565,-122.29848729363677,D,D,0
Other,Mental,UK,Male,E,A,39.443072336457156,D,E,-32.01734938236946,-104.36008697383056,A,A,-56.90552710520517,E,-76.57010376792269,B,114.25180000461947,155.0826788918329,A,C,1
Hindu,Yes,US,Male,E,B,137.278323635806,E,C,24.657991892276815,9.987535912535126,C,B,69.72486002508226,E,-5.5245585507685195,E,-17.72978708907796,-46.379054966585564,D,E,0
Buddhist,Yes,UK,M,C,D,51.23698413406906,D,E,-59.709919197189535,71.44244406959533,B,B,23.99731840467313,D,-36.5528568232137,A,-13.009557350458092,-134.72346622316616,D,A,1
Jewish,None,Brazil,M,C,D,-19.101281827181257,D,D,41.387829642300865,161.13885478660603,C,C,-46.83694983402007,A,-69.67570429269388,C,155.84479505896306,67.11446273459718,A,B,1
Muslim,Physical,UK,Male,D,E,22.372790227966306,C,C,116.37884968022544,-10.581051510821803,C,E,186.56110647139414,B,-80.31302344288464,A,28.59171830127462,-66.07457468161263,B,D,1
Other,Yes,Other,Male,A,B,-59.609778503720264,B,E,110.30696659176171,19.564391866681422,D,B,61.59385442644598,E,-24.08873474078329,A,-89.42614902929095,28.449611495150855,E,E,1
Muslim,None,US,Female,B,C,142.42286974763493,C,B,-95.76999663988508,3.3918388728981954,A,B,-98.09071911217771,E,-1.7044995198172523,D,31.832747858014976,48.80898369685334,B,D,1
