sex,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Non-binary,77,E,A,D,E,E,41.929326068417225,D,-184.21214334976887,A,-143.84643600406218,77.5892462669454,D,C,D,B,136.4247478816298,91.47639292408968,0
Male,21,E,E,C,C,A,-150.04108963547353,B,41.296384171308546,A,26.03209918804021,99.9359675260422,E,C,E,E,-196.8669024382183,-7.558531628531524,0
Male,74,C,A,D,B,E,75.74775085074823,A,22.85710529815726,B,-102.49179161967568,76.247177116646,D,A,D,B,152.89702230459034,56.46648981569498,0
F,57,E,A,E,A,E,-7.9403357061683835,C,-127.78447027878785,B,-119.30358819199134,-110.96651188114059,E,E,B,C,-108.92724453315306,27.86773268887282,1
Non-binary,38,C,D,C,C,B,71.06850771940647,B,138.74882072883332,A,-93.30795285578516,123.58514123031232,A,B,D,D,-81.33707380148851,-4.589855657236712,1
Other,22,E,A,D,C,B,41.970738445508985,E,-67.33674867637174,E,116.33159578335928,-80.51720031636638,E,A,C,B,-63.963026507170895,18.64356786576143,0
Female,67,B,B,C,D,A,44.15362881108233,A,23.91788313043617,E,-14.235156961870526,-158.90363989212366,D,A,E,A,-37.49463074525634,87.85578186203522,0
Non-binary,38,B,B,E,D,E,96.2802454386046,D,63.11135270269028,A,9.760558425202584,6.455159960052563,E,E,D,D,199.29548584245512,20.888386535091342,1
Non-binary,74,A,D,C,B,A,226.14294549287263,E,107.59078709225804,A,34.33571513114432,-73.64165481710381,A,B,E,B,-114.91031347530574,62.1402355009122,1
Female,65,E,E,E,E,C,-139.6239425656956,D,4.253555733872822,A,-34.63891407337113,40.328517750216754,E,A,A,D,77.13870216171522,158.31950631189855,0
Non-binary,26,C,A,B,C,B,-124.1333510868178,C,-77.04183455136823,E,-110.15762560759434,-44.70495039048258,B,B,B,C,-55.454126819505156,175.7012667647459,1
Other,26,D,B,A,D,C,10.398076405669837,E,-33.52516414755313,E,-92.23883119413378,-101.75699957370612,C,A,E,C,2.5495980426132627,-69.9829630484721,0
M,44,D,B,A,B,D,67.31540773047384,E,38.384174296524726,A,154.26097521730495,-269.2876187160777,A,E,D,C,79.74634034730744,24.743962375879256,1
Non-binary,36,C,E,A,E,C,32.55219538677444,B,157.96384599500752,D,-8.43544160853064,0.4360620365916066,A,C,E,A,-67.31376915531004,-175.25733644790057,0
Female,35,A,A,E,A,B,-164.53328125256635,A,17.605775407574537,B,-0.5793745249453162,150.71591539253834,A,A,D,C,-86.10080598072247,55.1288436651233,0
M,45,A,D,E,C,E,-39.66171387995428,E,-192.4124256198207,C,-63.54445735891673,-161.7110060799792,D,E,C,D,33.73118879870455,-42.664046111102046,1
Other,58,C,E,C,E,B,-24.496595944904335,C,38.96304973389863,C,-231.24828275348125,16.16636044282188,A,C,B,C,-129.36229428035492,-45.15656600031049,1
Non-binary,70,E,B,A,D,C,84.02797900556158,E,2.8491918386344017,C,-30.44987353753692,58.03445607394113,B,A,B,B,239.76478850974746,-57.75902009765013,0
Male,20,A,C,C,E,C,-137.68617323539522,D,134.45656331401844,A,-95.97147058306865,-51.73423260813779,D,A,A,E,114.81181603213572,-151.74178841291305,0
Non-binary,67,D,D,D,A,B,71.84667234612682,B,77.78521450498326,C,137.93130644925017,-121.29039056923084,A,A,C,A,126.19599990731072,46.79924040065689,0
Non-binary,77,C,E,A,D,B,12.61329477236951,B,107.25771602020278,B,-69.94048397610533,-91.49540203844086,B,E,C,A,-59.60555299396722,-3.0562273970352583,1
F,40,B,D,A,D,D,-38.024918676667944,D,-18.05204993183028,C,9.765817963702977,76.06685463441323,A,A,C,C,-110.13750525662151,43.37500382570496,0
F,34,B,E,B,B,E,194.58266803932514,A,-67.64767318468235,C,-127.72540968612749,34.847534834358484,A,B,E,A,-5.417814694410708,216.603926250309,0
F,63,C,E,B,D,B,-50.62840286145155,D,-162.7765703546428,A,-49.53768077048511,-72.17073247653342,C,C,D,E,-116.0386114633498,25.198358170364692,1
Non-binary,55,E,C,D,C,A,12.405618206191539,C,-53.307527972016246,C,-57.72368666144418,-96.66097687224506,E,D,E,E,-42.77630070991944,-95.95771703775489,0
Male,62,C,E,D,B,C,-33.49395739431114,E,66.32524678321909,C,-90.81917197019527,210.4627319172942,A,E,D,A,-24.334569621736097,64.19904009988838,0
M,66,E,D,A,D,D,5.32700945488572,D,-14.633027023584136,E,68.79883717440093,-0.3162730575557153,A,B,A,A,6.853916950618909,-112.93377486994105,0
F,54,C,C,D,E,B,102.25334853377963,D,-40.490409415863034,C,92.42491135850297,89.50452997317365,B,D,D,A,-11.36425444058548,63.44160705225066,1
Female,20,E,A,D,B,D,70.24983815056362,C,0.7853383730065371,C,148.72194390554208,75.97941619227649,C,D,B,E,86.34907090855437,41.23218889192711,0
Male,47,C,D,B,B,A,-99.98406975126589,B,8.627225661224196,A,-154.17358659263348,4.559257246513181,D,E,D,C,63.710108455016744,177.27636973487853,1
M,38,B,B,A,B,E,-3.31678787084432,D,47.488836895500356,C,88.63550911529745,45.274745106719436,D,B,E,B,-5.634347370790777,162.9966256838616,0
Female,65,C,D,C,D,C,92.14731300508664,D,44.9685739790117,C,-177.4583388358208,131.59573389161113,C,E,D,A,9.69313687688575,-16.15275543718085,1
F,62,D,B,E,B,E,-64.97367592064684,A,-22.15861694971954,E,12.415773940369025,145.0044907259264,C,E,C,C,-81.61550137337309,-127.41712516829948,0
F,55,B,A,A,A,D,-95.71225172981502,A,74.47737381443892,B,17.340122684103708,18.381676058851255,E,C,A,B,-120.57444048623279,64.22377690930628,1
F,73,A,A,B,A,A,179.97738898573584,E,-8.750558743602015,A,187.09537904808647,-7.739308107816608,E,C,A,C,-70.77373641278305,40.97635671834566,0
Non-binary,48,D,D,B,A,E,-25.016578017865427,B,-41.87547113720609,E,34.62917048473959,192.89075318655665,B,E,E,D,53.673602325298795,135.9074219597476,0
Male,32,C,E,D,D,C,30.862381298014963,D,-98.35552509672954,C,17.733595727470757,45.967303108287034,D,A,D,E,-102.52721414745164,-85.2561302979684,0
F,21,B,C,B,D,E,-50.523357374757104,D,4.999450669549749,D,-86.28415889911736,139.69666047760586,E,E,C,E,197.03874344651274,61.00297602801151,0
M,49,C,B,E,A,A,-50.91095518598762,C,-43.58561499404383,A,-68.4083201184239,94.60316839074765,A,A,A,A,-75.63621553877533,-109.9515780536843,1
Female,20,A,A,C,A,B,-100.01309386625141,B,-87.52290401341112,D,108.52663751713155,-45.05225899179707,B,D,E,E,-45.65520584223318,-105.67239977845007,1
Non-binary,26,B,D,D,C,E,3.985290769901373,C,-224.9799055863049,C,12.494847638665844,38.62790441321305,B,C,E,E,12.473021921899855,-140.57702472620898,0
M,35,B,B,A,B,A,-191.7438178537,A,105.08092282742562,E,-129.65014320954674,62.94343428513319,D,D,B,E,-31.686749223563933,83.73410075616576,0
Male,34,C,C,A,D,E,-44.746476618367616,C,98.3956922118718,B,142.97893330436324,13.787390728495168,E,D,B,B,-3.3418492384420446,-38.84555348249407,0
Non-binary,51,A,B,C,E,A,91.743106367542,B,-59.05032913068958,B,-95.2522869506523,31.00590850154612,C,C,A,E,-47.65837867395313,-180.78148985265796,1
F,73,D,D,D,C,B,35.19253793294671,B,192.03233791301756,B,91.14888530888653,-127.1582667578459,C,E,C,B,-52.92209725097153,-92.21717592219716,1
Non-binary,69,E,E,E,A,D,-110.07329739307498,C,-27.592033474228845,C,-10.792691539886556,147.10876094255462,C,A,D,D,180.93219277619465,38.02390738522904,0
F,52,C,E,E,C,B,90.22940841467505,B,105.44309736762787,E,-176.0223816229694,105.19131754861549,D,B,C,D,46.442631370144184,-99.58154072108358,1
M,52,D,E,D,C,D,-51.72420017844106,A,-97.91986309782304,B,-140.75182960993428,-14.601390948707627,D,A,B,E,-114.82178111345071,96.34395877150696,1
Male,64,C,A,B,E,D,-38.21998914531798,A,-98.47164767002879,C,11.576200974049126,-175.1033381760931,B,C,E,E,-144.58856015621976,7.215065052102957,1
Non-binary,30,A,B,E,D,E,-146.63522450454818,D,122.62142873397097,D,73.35492940207766,276.55184195992746,A,B,B,E,-108.79281405298565,-103.39239779338152,1
Other,32,D,E,C,B,E,19.593106547255175,E,-15.128547875215595,C,109.91369707115123,27.56548767405831,D,B,D,B,-49.97004412793976,-59.6831323095124,0
Female,21,A,C,D,D,B,-52.079729237295005,A,-133.93217399973966,D,-130.62369479422838,115.66843694891979,B,C,E,D,26.410586784050327,144.73879368995605,0
Male,61,B,E,B,A,D,-41.70001145142838,C,77.18088373205887,D,160.46376904068944,68.26520403242773,E,E,E,D,147.30735384300613,21.289369817469765,1
F,33,C,B,E,E,D,-159.83071462605898,B,34.5984225492528,C,10.97701864399938,93.18968330381313,C,C,C,B,-103.75915551757357,2.137925231801483,0
Other,37,A,B,A,D,E,-41.648141667364136,D,-19.113065012262016,D,120.41601262138106,1.9143350191188309,C,B,D,B,-76.64697029890394,29.86427550452415,1
M,66,D,D,C,D,E,-91.90329063772253,C,-25.507084026131576,B,68.12875309729986,-42.58683939016899,D,D,B,C,171.21949655149103,-99.43112812451024,0
Male,72,D,D,E,C,A,-56.17064019081776,E,61.66612642339218,B,130.4981807821659,105.72008517225753,A,C,B,B,61.324325311116624,56.93269241776746,0
M,18,C,E,D,A,D,41.76197467754702,A,-66.95889078109786,D,88.31686967690817,-76.42595430323085,E,A,D,B,35.754917497646545,25.171848869531054,1
Male,28,D,A,A,A,E,119.01849332024419,E,50.53220135268589,D,20.765239531078016,-77.5675905127693,D,E,C,E,226.66446789073072,1.8547100491531416,1
Other,76,A,E,A,B,D,-17.369596919266186,E,-136.6777761391369,C,-149.83283817879794,-38.6973814908936,B,E,B,E,100.25937010285557,-184.60508464121963,1
Non-binary,53,D,B,A,E,C,-92.21496405299231,B,-50.95529671060518,C,46.60673532831569,31.919558706032923,D,C,A,B,-43.72201425899546,-104.7264765375291,1
Other,24,B,A,D,E,A,41.66017311308903,B,-66.92689288722484,E,36.137331558554806,14.831669091195664,E,D,C,A,41.53041987463826,-152.6302800256782,1
Other,36,D,D,B,D,E,-36.04570504727539,A,310.1791578792974,E,-200.12766383101973,-21.961820739943274,A,E,D,E,9.722977338881368,40.10031888049289,0
M,68,C,A,C,D,C,49.93288983211481,E,-93.61874583040789,D,79.92375334435913,100.27655985827974,C,D,E,B,-139.29928014646526,-35.912540453591916,1
M,21,E,E,D,A,C,43.17885537154604,B,23.05405327853395,A,-149.07952053367657,-16.822412379227934,B,A,E,A,161.89569587381462,-81.7437787453097,1
Other,28,B,D,B,C,A,-70.64950008267934,A,-128.47451744649615,B,74.70706048215881,-9.000366276692969,C,B,A,B,62.667466772913095,140.47043413989618,1
F,25,A,E,A,C,C,38.92552168841695,B,55.3944991817093,E,-93.04343171141599,-6.765389687937073,B,D,E,D,65.95558988719496,59.84554922157661,1
F,56,D,D,E,C,C,-5.069360898518138,A,94.01536237638362,D,-127.62136789176897,33.07529991416398,C,A,C,B,-147.69884158877744,79.92466645028367,0
Female,38,D,A,C,C,A,-197.65610708790987,A,-114.70796310528345,B,-68.73346860398215,-43.758773433249644,D,D,E,E,44.15894572372385,251.274870077537,0
F,73,E,D,D,C,A,-88.712789049066,B,61.858188233758526,A,5.310864680507012,-322.933762086063,C,D,E,B,-109.29472022971947,204.25295240122617,0
Male,27,D,B,A,A,E,-13.917346782629314,D,8.692980785118575,D,151.66507360010692,31.636759152438355,C,A,E,D,154.92172161759638,100.643833194704,1
Male,48,A,B,B,A,C,33.3028872692259,E,5.466090246720728,E,157.11021941413296,-196.65062322844432,C,E,B,C,-206.0988156835991,44.7264500170126,1
Female,37,E,A,D,B,C,99.70793621880584,B,-152.34408339642744,D,124.19197094452186,-25.03131999150417,A,C,B,B,5.384241482425317,-20.396553444070694,0
Female,33,C,A,C,C,E,102.46348428622876,D,73.71182199591416,A,29.392868123124344,-30.430011311475607,E,E,A,C,47.646018246710284,-100.31421359658701,1
Female,60,C,E,E,D,C,9.663398213031998,C,-13.089821492709142,C,-55.68808804472209,10.24798695098219,E,E,C,C,-62.49576143462664,197.55586656812656,0
Male,47,D,B,C,D,B,177.40647917916357,D,-96.8169672314085,A,86.89703675784037,8.915268849688882,A,A,C,C,-14.34098327034468,86.96901812668649,0
Female,27,B,A,D,E,B,109.79481072220483,C,48.53452493136221,A,-101.39269146375001,-134.04502619171342,A,A,C,D,155.60481380742263,221.45375458985518,0
Other,24,E,B,C,E,E,7.453181594129518,B,64.30268498908121,E,56.593735913877396,-124.13498363701963,B,A,B,B,200.7318489059933,40.52171186211187,1
Male,62,D,A,B,C,B,-141.72829924716277,B,133.9174138572967,E,30.781855110908303,56.02916237565266,C,B,B,B,-103.2852000085968,66.75897054920263,0
Other,48,C,E,C,A,A,-19.541663913277123,D,-111.53224364176297,E,-1.360991301923209,1.83406044098059,C,E,E,D,-153.95888147439,-185.29805212058238,1
Non-binary,77,C,A,C,C,C,-163.12571766462983,B,-111.8757742634812,D,153.17226595024684,88.88931769473217,D,D,E,B,160.70610403363685,10.567389941314072,1
M,36,C,C,B,A,C,100.4219268515316,C,-237.74194416630806,B,114.39553782809095,265.18636459569086,A,E,C,B,-202.31840475169588,21.376105557610277,0
Female,38,E,B,B,A,D,-41.869154843448264,E,56.56544863763153,D,19.97785345110932,45.24962446406065,A,E,D,E,39.99300533816917,111.139989501665,0
M,19,A,B,B,C,B,66.55651357414413,A,-149.80409622943853,A,18.805165439541327,-34.39599936708313,E,E,A,C,-48.44412322258294,114.75630591977168,1
Non-binary,24,C,C,C,E,E,14.80846198123996,E,-93.0937141455404,E,-45.89623265590168,59.93007033809224,A,E,B,C,-293.1980006629783,-18.892865035385302,1
Non-binary,22,D,D,D,A,D,7.268118543500083,D,18.922463909738624,E,-83.4150625575257,-10.951246941155558,C,D,C,D,-4.96087271323037,-111.61248404650811,1
Non-binary,43,E,C,E,E,A,181.2980747040549,B,104.29781616485234,A,-133.72737802679856,-35.407293465698615,C,D,A,E,136.4895200051673,-217.42496603327908,1
Male,73,E,B,A,B,D,8.349748431810559,A,-26.546876702712936,A,118.6032023415013,145.04071813969753,A,B,B,D,49.02026364548359,-224.9303644779177,1
F,77,C,B,B,D,B,-11.4461165196037,A,-25.705392199184217,C,-129.4916309924006,-89.52631449456925,E,B,E,E,259.3917312080528,142.81718687394675,0
Non-binary,24,D,B,D,B,B,149.15927460077341,C,160.58188053234664,D,134.72057883994782,-252.00142945639516,E,B,A,B,87.07143537365155,-12.64511153540718,1
Non-binary,76,E,C,B,E,A,-30.4543960202267,E,47.352262530043134,D,75.69566464661727,-168.46051792532842,C,D,C,D,-46.0594732693492,24.89839085773565,0
Other,71,D,B,B,C,A,26.6642967646844,E,3.538933804493663,A,-111.19717469721746,170.9427591073907,D,D,B,E,37.779483153129,3.8169490314129666,0
F,66,C,A,A,D,B,117.52941550940783,E,69.06169461467238,D,-5.055713050785886,292.71318163725175,B,B,B,A,194.58430504444416,-104.87145384328413,1
Other,40,B,E,E,B,D,24.076722479695412,B,42.49000292602288,B,-157.91154026811546,-26.300412898230114,E,D,C,D,51.75602048029031,99.54923070372756,0
M,29,A,E,C,E,B,37.61803848072395,E,-20.969968385559273,B,-43.35268363510779,-144.52622940520843,E,D,C,C,1.088550664011803,92.10394128802633,1
Male,79,B,B,C,A,D,-101.64147555292267,C,-7.220690069330116,A,-67.46510991305252,20.553580544334345,E,A,D,C,67.11849601502296,-63.94035853357135,0
Other,64,E,E,B,C,E,-56.760660324294456,B,145.47304758676776,B,-48.20109893633842,-59.73647597582868,C,C,C,D,-67.05423791949818,6.699915024588419,1
Female,29,E,B,D,E,A,-111.38772439822415,C,-65.44179145382327,E,139.17525028224716,-150.30715238462514,E,D,D,D,-126.09956255697743,-57.327683860012954,0
Male,20,A,E,B,C,D,0.7943172356085151,A,-105.62708042040221,A,-68.18190448185575,28.64863264570303,A,C,D,E,-73.65571805292362,24.81807028917441,1
Male,36,D,E,C,C,A,140.53939430553964,D,-88.30448050475427,E,2.509689623405697,-112.7604782843186,E,B,E,B,161.3466280706486,-126.37846267741996,0
Female,49,E,B,B,B,A,40.5894529096326,C,74.21938352212281,D,269.6563398450068,69.6503765486944,B,A,D,D,293.1980921996752,-26.025902501475162,1
F,62,E,C,A,D,A,-37.05449201838246,A,195.97278947242202,B,56.342907670921626,49.55421672624603,C,E,E,A,43.32116397848936,-37.88424536576915,1
Other,26,B,A,A,A,A,-57.465382435130174,E,26.499706023665,C,8.7325184900482,-27.555568900578237,E,D,D,D,-3.9127197266350966,97.11329327251931,0
Other,31,C,A,E,E,A,31.47061751042393,E,0.9491877027129592,E,101.29691424496899,49.23644086507911,D,E,A,E,-120.542941592835,49.41979119790726,0
Other,79,A,E,C,E,E,-29.615773167171756,E,26.83688705346513,C,-127.25686528521574,-77.85811711456533,E,E,B,D,110.51502250034318,-77.419615055136,1
Non-binary,50,D,B,D,A,E,10.33140645447137,E,82.31513879944885,D,-81.65184047076491,18.740921875953305,C,C,A,B,-129.22747109620366,13.61717443389299,1
Male,30,C,D,C,E,E,-22.64402616291999,A,119.97357804260143,D,44.431075012155816,161.2505125504224,C,A,C,A,-87.68686806376948,-55.888919641829204,1
Other,72,D,B,B,D,D,117.97874921650427,B,87.8066693159449,B,114.40491052131898,-177.22488081385598,C,A,A,B,-96.33839695637906,106.88508934908371,1
M,31,B,E,E,B,D,334.5445235177263,D,107.62268982737541,B,121.26174332901478,17.42967062846585,E,B,A,C,-168.76824825215812,0.07709547553967101,1
Female,57,D,B,D,D,E,68.09493625654311,A,-146.07942919866227,E,-97.27432872711623,26.05478659857075,B,C,D,D,-148.9031362873809,170.9390705943173,1
M,53,B,B,E,E,C,-64.8537476822748,B,34.724653496463624,A,1.1908158367245198,206.59118845421784,C,C,B,D,-69.85438166907181,83.03147143616535,1
Other,75,A,D,C,D,B,-177.24618320241711,A,0.9298053185753127,C,-35.05390929275988,16.1181401823091,E,B,C,E,27.336309873497232,-72.31417216977236,0
M,20,D,D,B,E,E,82.8159395671595,A,5.741473308993916,E,31.84603221005908,-27.976350267244126,D,A,E,D,15.310304830448073,209.065372185575,0
Non-binary,79,E,D,E,B,B,116.50063222422855,C,175.63772444264907,D,82.29334292535093,-122.22818497608723,C,D,C,D,107.88187587402325,-19.58675444720635,0
Female,76,D,B,D,A,E,140.8506057347259,E,-9.761619221588926,D,-83.60837353969606,44.01305310004674,D,D,D,B,124.21400877442086,48.31283350129005,1
Male,67,A,E,D,B,D,87.61179079580539,D,215.77080919492326,A,-86.08147415438614,226.378482479161,D,B,C,A,0.11909027489612131,-84.75708211783657,1
F,53,A,B,E,B,B,42.29798039095796,D,30.12288110603278,A,10.441309902198205,94.4938772753648,E,D,C,E,40.384880108841664,-149.3065669644323,0
F,79,B,C,A,D,E,-134.70932419190464,D,92.79481799701585,D,209.7398598024882,-56.41323478879008,C,B,E,A,18.394601530332316,211.12136693914167,1
Non-binary,46,E,B,A,A,A,55.96751709550336,C,-6.66308592698827,A,33.62589143060768,-41.430760320584774,C,C,E,B,37.211792783312085,125.31025345408435,1
Other,64,C,E,B,B,D,140.5966817990383,E,19.447996834341154,B,73.731365096337,-14.935077915819722,A,A,A,B,111.34256008849657,83.77778392341153,0
Male,62,E,C,D,C,B,210.43585756592842,B,-62.431251455015534,A,-19.168369994333396,-121.20030976014272,C,E,B,D,-3.355464024595035,211.3698305561773,0
Male,59,D,A,D,A,D,-11.045684216792056,C,42.52045792601554,D,-112.62968190037566,-33.15860187185327,C,D,E,E,-34.15000068499149,11.720442868961653,0
Non-binary,31,D,C,B,D,A,-104.73254727631654,A,-32.35806982927784,E,-18.354492504286032,10.521374168564295,E,D,D,B,-15.118046674471294,-20.219119062151147,0
Female,50,D,B,B,B,C,-269.57292829889894,C,-78.32777030847056,A,-62.654789330851656,-108.50476723486786,A,A,C,B,-77.92405949167085,-239.42598649669517,0
Female,32,C,B,D,D,C,36.74905461983137,B,-237.45289085928997,B,58.53521083221328,86.48481235335129,C,A,E,C,-268.1724843665173,-65.51761287959154,1
F,57,A,E,D,E,A,-148.5091937954755,E,37.65369257187145,E,9.20898197535111,-102.4048324391778,E,C,C,B,91.2423022827486,-35.02083834196647,0
F,29,A,D,C,E,B,-143.95861821074217,C,-133.82565665005703,D,59.94576298789123,-118.47379034893366,D,E,C,C,19.400511371660357,-144.8514244645507,1
M,69,D,E,E,D,B,-140.02182196470946,B,-49.88433770005909,E,-94.86664485809138,-9.704972174511685,A,B,D,A,8.7252417058768,-77.6368925901319,1
Male,35,A,D,C,D,E,115.17573738057116,B,-19.891298278260773,E,-202.04217293246666,32.05734872844248,A,D,E,E,136.39385482688763,-39.321589127128284,0
Female,44,E,B,C,C,A,191.51132139499367,D,-1.2424481451342173,B,85.59282819911814,7.6474520226186975,B,E,E,D,133.80965808386424,-26.1528661395945,0
M,68,A,D,A,C,D,-13.189313943052866,D,-88.73716655817456,A,20.47855814228658,87.62342151183148,B,E,E,C,193.7568605533991,313.0149399452452,0
Non-binary,68,C,B,A,E,A,114.09535313112052,B,59.115852231719465,E,56.98650161254345,35.77705989448452,B,E,C,D,-25.48105672340308,-105.73857818915207,0
Male,64,D,B,D,E,A,110.48435271023853,B,-253.2197664886984,C,-133.68456671812808,106.6887907518334,B,C,A,B,-135.7200127631974,-89.97450164660337,1
Female,38,A,B,B,E,C,-177.7247280433224,B,58.460182624993706,D,-143.43238448770842,48.39446343457834,C,C,E,D,-121.97091465385401,-7.7389452891441834,1
Male,31,D,D,B,D,C,-46.478773612382206,B,-58.15880013330161,E,-63.57336627346963,-23.174880969321105,A,C,D,A,-70.23111782484438,27.346287093604403,1
Non-binary,20,E,A,C,C,D,-54.593126747933255,B,196.62393878320486,A,77.87824666751719,-45.73534157725552,E,C,C,B,54.17462651583256,77.36892385423388,1
