Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Mental,C,C,-102.24274141338829,B,D,A,C,-83.11524764617276,0
Physical,D,D,65.31213680770736,B,B,E,C,157.77108757155898,1
Mental,B,C,76.58907845618712,B,E,B,B,-17.567231516872358,0
No,A,C,105.24426461195873,C,D,E,C,-34.16604573512746,1
Mental,B,B,-131.37147574220808,D,D,E,A,127.79695003800046,1
Yes,E,C,-60.691661909234185,E,E,D,A,-103.67217252002551,0
None,E,C,-119.79772416142814,D,B,D,E,55.12401460696245,0
None,A,A,56.80426521033956,D,C,E,A,-9.624656824444148,0
Physical,D,D,106.77641120647078,A,B,C,E,-187.59439452148087,0
Physical,C,C,-63.97859114804899,B,D,B,A,81.39754554480851,0
Yes,D,B,106.41409080695104,D,A,D,B,-113.2530544463926,1
Both,D,D,3.737099673319973,C,D,C,C,66.92520818030802,1
None,D,D,87.9405030166055,A,D,B,E,53.428683955739274,1
Mental,C,D,-60.250441075951876,B,E,C,A,-1.3833408664026774,0
Mental,A,B,49.48634189072688,C,B,A,C,46.729545597101286,1
Yes,A,C,58.145483981772685,E,A,D,A,-132.41200781095188,1
Physical,B,A,42.80168674545508,B,E,D,B,207.7067721529035,0
None,E,D,5.6139631222921675,A,E,C,D,55.90035170561231,1
None,A,D,114.93809778242307,E,B,D,B,-147.33045318362187,0
Mental,D,C,-161.7317819476971,A,A,C,C,53.509330257835884,1
Both,D,D,30.16823318422382,B,E,D,B,1.2074024753600956,1
Physical,B,E,-29.228425436952676,C,E,B,A,-70.08788796294773,1
Both,C,A,-57.67615767989815,D,B,C,B,-95.6048392779187,0
No,C,E,62.55045215626931,B,C,E,E,-51.244229121223405,0
Mental,B,A,-102.20966065319959,A,B,E,D,122.11412172734303,1
Physical,E,A,-46.63872382965613,D,A,E,B,-148.41485303916136,0
Mental,C,E,-172.19300452368097,C,D,A,C,40.842571127169705,1
None,A,B,134.74260617771333,C,C,C,E,211.17058123480606,1
None,C,C,7.834446523414944,A,E,C,C,54.53800723608961,1
None,E,C,66.57722001570036,C,C,B,E,-85.40865623720035,1
No,A,C,83.75771940813742,E,E,C,B,103.26390668367387,0
Yes,B,E,141.99457795263734,C,E,D,B,13.79598801341731,0
Physical,D,D,8.582662226337053,E,B,A,E,-12.332308480202071,0
Yes,A,D,109.78651388899495,A,A,C,C,80.95372816028305,0
Yes,A,E,16.90064585034191,B,D,B,B,-49.4695165920112,1
Both,E,A,-110.66322236116122,D,D,C,A,64.7218782888716,0
Physical,C,D,-101.7664386213107,A,D,C,C,60.503914933195915,0
None,C,E,124.49874047237428,A,E,D,E,37.35166224248821,0
Physical,D,B,65.9487586981732,B,C,B,B,-64.65337338832093,1
Yes,A,A,16.904509122692712,D,B,A,C,-168.79221336590254,1
Mental,D,B,30.62585444761916,A,E,B,D,31.359160011284338,1
None,D,A,41.13481451076551,B,C,B,B,20.76122069574656,1
No,C,E,-40.28627012712422,C,B,A,B,11.15711991971585,0
Both,A,E,-51.61905763739202,E,D,B,E,69.60341962257802,0
Yes,C,D,-68.8169194046195,B,D,C,A,15.362281009728123,1
Both,E,E,9.19544010614496,D,B,D,B,-17.46916663242379,1
No,A,B,159.40274240650402,A,E,A,C,100.11983934811421,1
None,C,E,-39.79683234707391,A,C,A,D,21.436872381290627,1
Both,A,B,5.164775015721934,C,D,D,B,-44.116705346290466,0
No,E,B,38.3912754942798,D,B,A,A,-49.891217677289156,1
None,C,A,-53.474010601239875,A,C,B,D,57.382196512839066,1
Mental,E,C,101.38312789186973,A,C,C,C,-69.53991431839785,0
Physical,C,E,-10.102296741773904,E,E,B,E,-103.12311002332926,1
Both,A,A,54.650885563510684,D,A,A,B,90.78992519549845,0
No,E,D,76.5201606718465,A,B,D,B,113.16654733321991,0
Yes,D,B,-1.2914461241579878,C,C,C,D,-79.4974155082085,1
Physical,A,E,54.92015288386587,A,C,D,B,34.571524987466205,0
No,B,A,-72.50618581746508,D,C,D,C,167.4501186093355,0
None,C,C,-60.724939386283914,A,D,D,C,116.4365798952919,0
No,A,D,1.7941028366002156,E,B,A,D,94.4846603404205,0
Mental,A,B,64.45866895798676,B,C,C,A,70.16952494816319,1
Physical,A,B,18.167298225911146,D,B,C,B,-82.63596306798985,1
Physical,B,D,-107.98892459950385,D,E,D,E,17.91915390082005,0
Physical,A,D,70.54741651553297,C,B,D,A,1.2938843665711282,1
Yes,B,D,58.047153929982834,D,D,A,E,-227.57189324468465,0
Physical,A,E,-125.8280735233868,A,E,C,D,-25.740532193610953,1
None,A,D,90.43564435853344,A,D,E,D,-101.99699251676468,0
None,A,C,31.83116225748428,B,A,E,A,-18.707002611611077,0
No,A,B,-46.994165913809525,A,D,D,A,62.60588066611229,0
No,A,E,141.57851648228444,E,C,B,E,-25.938496316055264,0
No,D,A,14.919733785954802,A,C,C,C,38.78320193890632,0
Yes,A,D,-270.7199921922578,B,C,E,E,-204.6611416724606,0
Yes,D,D,-111.58353851749044,D,D,A,A,90.25335515347047,1
Physical,C,D,-86.95567261843898,C,A,C,C,96.3080898245978,0
No,A,C,-172.90756887036898,E,C,B,C,-185.2084498926017,1
Both,D,C,22.69700701674954,B,E,A,D,67.948221995988,0
Both,C,C,-82.95057053004179,A,B,B,D,132.3142534262052,1
Mental,B,E,9.497357073267677,D,A,E,A,26.279728642563693,0
None,D,E,0.19777964952004434,D,A,E,C,-32.63194835567553,1
None,A,E,88.7174615622994,E,E,A,A,30.40590494912399,0
Yes,A,E,65.92883103622198,A,A,A,B,60.75270000102859,0
Mental,C,A,72.26932964643268,D,C,D,E,63.647277082299894,1
Yes,B,D,-124.5989062519704,D,D,D,A,11.812503599847675,1
No,E,A,163.49198374906732,E,B,C,A,-288.4980820568434,1
Physical,E,A,-120.00489096108424,B,B,B,D,138.18762887257768,1
Both,D,C,135.14074330711134,C,D,A,C,82.72210303842618,0
No,E,E,-114.36114170560158,D,E,E,A,90.57749377301691,1
Yes,D,B,46.02081891372315,A,A,C,E,83.46939630750173,1
None,A,A,-17.73612125361552,E,E,E,C,-43.47929014630573,0
Yes,E,B,-6.218468331987011,C,D,A,A,-47.69260708954174,0
Yes,E,B,-106.54738312786121,D,A,E,B,9.17672054002003,0
No,A,A,-131.24675762175278,D,A,B,B,-89.55632920160559,1
Yes,B,D,34.94929702024738,E,A,C,D,102.99813963369202,1
No,E,B,-133.29189615123204,B,C,D,C,39.128563342344826,0
None,E,E,-50.12430514699514,A,B,E,E,-100.67584858196685,0
Physical,A,B,-35.00511156744885,C,B,C,D,-52.77344457805734,0
No,A,C,-7.746204506763177,A,B,C,B,90.92218121115894,1
None,D,D,-160.49526538798338,D,A,A,A,38.41564161507285,0
Mental,D,B,-109.927447224567,E,D,D,B,32.004523081328095,1
No,A,C,64.85993862292291,B,B,C,D,-124.56026300692913,0
Both,A,D,-33.47936059857698,D,D,D,B,56.028180839332066,0
Mental,A,A,75.03932832733639,D,E,E,D,-48.51012882335132,0
Yes,B,B,53.36090747421621,D,E,B,C,-25.558978046505977,1
No,E,E,8.173598873044623,C,E,B,C,26.167030573800666,0
No,B,B,-29.19656142482598,B,E,B,A,99.9082497199783,1
Both,B,C,54.55825640362868,E,B,D,B,27.608767877778924,1
No,B,C,34.2854296588763,E,A,A,E,-46.953322107715024,1
Both,D,B,-46.13889323605674,A,B,C,A,61.539983130161325,0
None,D,C,-102.85604337560927,B,B,D,C,-79.03517300225377,1
Physical,B,D,-36.593069029591625,A,C,C,C,-97.4395828042781,0
Mental,A,A,35.9820216347341,A,A,B,C,75.51761363971465,0
Both,A,D,111.53013066951716,D,B,E,C,-87.19461921079767,0
No,B,E,80.10868474746005,E,D,E,B,102.0489570289838,1
No,B,B,-114.5666479284374,E,E,E,C,-35.84899204759323,0
None,A,B,-50.5603996140388,A,D,C,E,-10.075107324264174,1
Mental,E,E,214.90360028614313,B,C,E,B,-9.652205308085568,1
Both,A,E,160.46021971826724,B,E,D,B,29.618520408487413,0
Yes,A,E,60.2797873190839,B,E,C,C,94.428789811194,1
Physical,B,C,-39.391948066339985,D,E,C,E,48.939618730640035,1
Mental,D,E,-51.80157728658882,A,C,D,D,-100.3616362679965,0
None,D,B,-71.1703734219611,C,E,B,A,-72.44855118561021,0
None,A,A,-112.05004294799946,B,A,B,E,-19.28960857943684,1
Mental,B,E,75.75728854030389,D,C,D,E,89.45734531477211,0
Both,B,C,37.12079078997952,B,E,E,A,8.67181288393028,0
No,A,C,-30.42476028907779,D,E,E,C,-66.61461054895122,1
None,B,C,54.82409762813353,B,C,A,B,-54.13063352311123,0
Both,D,B,-117.88867727173343,E,C,C,D,145.16206340678016,1
No,B,A,-27.788843874953432,E,A,E,C,-110.73923977723183,1
No,B,D,-80.55364216433121,E,B,D,E,60.64394094403701,0
Mental,C,C,94.57944804081365,A,B,C,E,169.26853584155248,1
No,C,C,109.49567742452086,B,E,C,D,-64.81152491023771,1
Yes,E,D,67.68914665301489,B,D,D,C,60.03488769544543,1
Yes,B,B,51.14629480957359,B,C,C,D,-48.221205710888526,0
Yes,A,A,-89.97650311790771,B,A,A,D,31.719090690131157,0
Mental,E,A,-51.976143915174625,E,D,C,B,40.718661975791385,0
Both,B,C,59.493504013424335,C,C,A,E,51.6598436487393,0
Yes,D,A,65.81365335935133,C,C,D,A,-106.79980833611276,1
No,A,C,77.17069297032826,C,D,E,E,68.13085185739266,1
No,D,A,-174.13127329510772,C,D,B,D,-75.53972810928408,0
None,E,C,-25.231919340276356,A,D,B,B,113.68963129169293,0
Physical,A,D,17.178496006279893,A,B,B,E,-27.742384491606597,1
Both,A,E,162.41418642331413,A,C,A,E,-17.862782780615387,0
None,C,D,20.054395204705862,E,C,E,A,-199.98175912141664,0
Mental,B,E,-29.346568512814997,D,D,B,E,-142.1956194066327,0
Mental,E,C,120.2223643781901,E,A,A,E,88.24285613476113,0
None,C,C,-95.26423410952533,E,B,C,E,8.214383256632757,1
Both,B,A,1.7029633979117709,B,B,A,E,131.48995217377595,0
Mental,E,B,84.20429578180722,C,C,C,A,84.81773299874948,1
No,B,D,134.18890118095882,A,B,D,A,4.213814344414205,0
Physical,C,A,-57.62323812865796,C,B,B,D,80.90203724965924,0
Both,D,E,-22.587760123676894,E,B,B,D,18.19147737654751,1
None,A,C,27.80551077281661,A,A,C,C,-52.265752786370165,1
None,D,E,55.81350053907621,B,D,C,B,137.08993486646088,1
None,A,E,46.69885547709537,D,B,B,D,209.07774037889914,0
Both,E,E,93.25209803224749,E,E,B,A,-22.101618265368682,1
Physical,C,A,-1.8772025469915583,B,C,B,C,29.851614501036988,1
Yes,C,B,-28.41970101027971,A,C,C,A,-16.638668712323444,1
Mental,E,E,-73.12069728479007,A,E,A,E,21.375046715835396,0
No,A,C,-113.92469443222213,D,C,C,C,-2.3924676599134846,1
No,E,B,77.68980166387468,E,D,A,E,43.12599319118089,0
No,B,D,100.80886588972572,A,B,E,C,-214.99434613645298,1
Physical,B,A,11.01408692102511,E,E,C,A,27.66822045336087,0
Physical,B,C,-84.98195267756275,C,C,D,D,-179.93858447020813,1
Physical,B,C,-16.609624453249268,C,E,A,D,-71.8191659650423,0
Both,E,E,-2.208126338519431,B,D,B,E,-8.151250537869942,1
Both,C,C,-215.69750758010707,D,E,B,A,70.58576788174705,1
Mental,C,D,-40.38667141626179,E,C,D,C,53.47403564007226,1
Physical,A,A,-227.3732583202035,D,A,C,B,104.48613413442011,1
Physical,D,B,-59.18212641518926,E,D,B,C,-109.7952802961901,1
Mental,B,C,75.70188083763033,D,C,A,A,14.871362454755893,0
Both,C,A,43.60814233863598,D,A,B,E,7.457026928557675,1
None,E,C,47.25360890239812,B,D,A,A,56.88632940654519,0
Mental,C,B,164.82369632997757,B,E,E,E,-69.70046418633378,0
No,C,A,-151.7927024678908,E,C,B,C,-66.44744540148635,0
Mental,A,C,-136.26186250178526,E,E,E,B,26.041792281890018,0
Both,E,B,74.85483862429638,A,C,C,D,-88.5522340174015,0
Mental,B,B,151.05764862293788,A,E,C,B,-19.539447925719493,0
Physical,E,D,76.12914723981393,A,B,C,D,-10.67023019982679,1
Yes,E,C,35.52393849477016,C,C,A,D,-44.51845110001513,1
Physical,D,C,33.00940627317062,E,E,A,C,-118.08000584675015,0
No,D,B,-45.3484828006487,E,C,D,B,-89.6102289878982,0
No,D,D,-16.007820764396165,A,E,E,C,-15.156302470347658,0
No,A,A,-3.327169043168306,C,C,B,D,136.8010486672216,1
Physical,E,E,153.40974900411894,C,E,D,C,-108.43094476551973,0
Yes,D,C,-194.11733365651497,C,C,B,E,-231.3694770038935,0
No,E,C,-13.129998268407139,C,B,D,E,26.005133066005335,1
Mental,A,E,-86.56951085227654,E,A,C,A,46.81009198341313,0
No,B,C,-119.04319996053452,A,A,A,D,83.01641766247924,1
Yes,E,D,-27.501699554574156,B,A,B,A,56.38473188115886,1
Physical,C,A,48.892228649091265,B,C,B,C,21.360567530137516,1
None,E,A,87.80939436252424,C,E,C,A,72.92942298149082,1
Physical,C,D,31.297132041250304,E,E,A,E,11.989216307249922,1
None,E,A,52.68956330575606,B,E,A,D,105.76466419018277,1
Both,A,B,-23.20945896727964,B,E,D,C,195.73396965456337,0
Physical,C,E,245.7840460803721,D,E,A,E,58.8440536908783,1
Physical,B,E,78.64746370686576,C,D,E,B,-229.42593157252878,0
None,D,B,22.19737517855574,E,D,B,E,-23.46864769911291,0
Yes,B,E,-125.0483477871852,C,A,E,A,147.89647395850955,0
No,E,C,-121.7654204196821,A,A,E,E,-5.0466743627588375,0
Physical,E,C,103.25631610689211,C,C,E,D,186.0703045058682,1
Both,D,D,15.150978865338981,E,C,E,B,41.63105662905227,0
No,E,A,55.529162786315624,E,B,B,D,131.98743303918945,0
Mental,A,A,71.19545519961447,C,E,E,E,32.77977000234004,0
None,B,C,-40.66495276440751,E,C,D,D,-14.999053548999811,0
Physical,A,A,144.0767567626678,B,E,A,E,-83.45383517238034,0
Physical,A,C,-85.38777588673506,E,C,A,A,-10.01406855073764,1
Mental,D,C,17.484805652541933,D,E,D,A,-66.81920053461184,0
Physical,C,C,-27.12496097387231,E,D,C,C,88.39188157125535,0
None,B,A,-175.15824402802394,C,A,C,E,28.33137092127389,1
Yes,A,D,45.8502708043636,A,C,D,B,-97.23921882188104,0
Both,A,B,52.398358779059166,B,C,A,A,100.31532877523325,0
None,A,A,39.89665864758393,C,D,D,C,-59.60449382762286,1
Both,D,B,5.480228646610707,E,B,A,D,105.35299078275611,1
Both,B,C,144.46046098900263,B,E,D,E,-17.705931221089998,1
Both,A,C,-213.07675347243054,B,B,D,C,-161.24584023799176,0
No,C,A,-178.56461819490147,E,C,A,B,66.63541539570424,1
Physical,D,A,148.87456205491895,A,A,D,D,146.66466031338982,0
No,C,A,-84.9212775086558,A,D,C,B,9.661113151456297,1
Yes,A,E,19.512573900740133,A,C,A,B,71.67561125537858,0
Both,B,E,-277.0405238982117,D,B,B,A,-288.5475667564497,1
Mental,E,B,62.27373572974501,C,D,D,B,-254.6192767712988,0
Yes,D,A,82.92879934290252,A,E,D,B,85.90606218723605,1
Physical,A,B,-16.88525352988514,C,A,B,C,-39.00575389912907,1
Mental,A,B,42.97611234850624,D,A,C,E,-81.97043000626181,0
No,E,C,26.066166908082135,E,E,B,D,-202.03906304542775,0
No,E,D,95.03848326478935,C,B,A,D,174.89663668714763,1
Physical,A,D,-23.908165335674404,A,B,C,D,32.87973290539009,1
Physical,A,E,-188.56466970227856,D,A,C,B,238.9450745034003,0
Mental,B,E,-21.09134924777879,D,C,A,D,-25.617480028934025,1
Physical,E,D,-32.34577524933325,B,E,A,A,-14.555798335258343,0
No,D,E,47.22318694797843,B,B,A,E,194.56983024176608,0
Physical,C,B,-180.52100741071698,C,E,E,A,106.04253517360146,0
Yes,C,B,84.66643373084295,C,C,B,B,-108.07935835619031,0
None,D,D,-14.090119785901232,C,C,A,D,110.81606773211854,1
Yes,C,E,77.97758153100376,E,B,E,D,-35.993214896578365,1
Both,B,C,-24.036924325997752,A,A,B,A,108.05603056758606,0
Both,B,D,-3.793479978695222,B,E,A,B,-211.53116283593536,1
Yes,D,E,104.21581326060326,C,D,B,B,26.99401845254965,1
Yes,E,D,-40.659037951080364,E,D,C,A,76.45170707955666,1
Both,A,E,3.2639165627517848,E,E,D,A,4.200087632126278,0
No,D,B,-83.4982189962569,E,D,C,A,6.182623211378037,1
Physical,A,A,-88.58843126531845,B,B,A,C,-28.85834652744881,0
Mental,D,C,-20.369669176253936,C,A,C,E,-6.035540309801118,1
None,E,C,36.11446793257321,C,C,E,A,149.3294549903306,1
Yes,E,A,-147.5553337782255,C,D,B,B,196.69761918129544,1
None,D,E,96.3795727435287,C,C,D,E,41.22081187092827,0
No,D,A,-46.266650752332325,B,B,D,E,-19.58150091990028,1
Mental,C,A,-134.27421336678543,C,B,E,A,-23.082539632330203,1
None,D,B,-85.56250660610425,B,B,E,C,30.26878612726322,1
Mental,B,E,19.160802762748073,E,D,B,B,-176.5741578529817,1
None,A,E,-41.122695237406866,E,C,C,C,-79.1580103924511,0
None,D,A,7.059441921840929,A,A,C,E,-8.304460601142912,0
Yes,E,C,-45.06896776136667,D,D,B,A,-349.2610447224967,1
Physical,A,B,128.41630135110202,D,E,E,B,35.97594985671995,1
None,A,B,-40.969413413744135,A,A,A,A,-123.18201150324882,1
Both,B,E,-55.756170407380914,D,A,A,A,79.39709037447848,0
Mental,A,B,-93.41936581002678,E,D,B,A,-59.327106536485694,0
No,D,B,-84.85538228950587,D,D,A,B,87.1501887852687,1
Physical,A,E,-111.21881438739001,A,E,C,D,-72.51627785959171,0
Physical,D,B,12.10627690211605,A,C,D,A,-89.02679440995183,1
No,B,D,12.508190260822555,C,D,E,E,53.787147979849806,0
No,E,E,166.71197316524996,B,B,B,B,36.22862640883498,1
Physical,E,D,193.33017995078902,C,B,A,A,17.276934220609906,1
None,D,A,177.63294515866917,C,B,C,B,-141.21062304156195,1
None,A,D,-166.7580950930815,D,B,A,C,-57.52636038601538,0
No,C,E,-9.155782620493783,A,C,A,C,-150.39648487657246,1
Both,E,B,96.76164069421974,A,E,A,C,-151.23246178817917,0
Mental,A,A,83.3777201117641,C,D,E,C,-127.22034910803805,0
Physical,B,C,59.75604887348845,E,A,D,E,71.35186115006847,1
Physical,C,A,53.8877153837147,E,D,E,E,54.81063950288431,1
Yes,B,E,-4.340322818746225,E,C,D,B,-129.42363554259012,1
No,A,B,-64.72931127412224,A,C,D,A,58.3525025976648,1
Physical,B,E,40.50574065340106,B,A,C,D,-181.06534023360464,1
Yes,B,A,-58.515907392747735,E,B,E,E,93.11450934145694,1
Yes,C,E,103.96141379142672,D,D,C,A,27.218899375802774,1
No,A,E,-104.49905384285614,E,A,A,D,96.46402498458939,0
Yes,E,E,80.3471752995049,B,E,D,E,31.43789905250991,0
Mental,C,A,171.6578306577253,B,A,E,E,190.35168601363054,1
Physical,C,D,-183.41056907461945,C,B,C,E,4.37746371543606,1
Mental,C,A,-58.88905562449606,A,E,E,C,-18.194901176094117,0
No,B,B,86.677251681015,C,B,B,A,112.43921081227172,0
No,B,D,-163.30705547484087,E,A,C,A,25.919066871366297,1
None,A,D,-92.86086405597945,D,A,B,D,157.4958616186901,1
No,E,B,-19.386806699700887,C,D,C,D,-7.053581144262005,1
Mental,A,A,-87.24039607121499,E,A,A,B,25.550702806459007,0
Yes,D,E,-1.2042600041996485,E,B,C,C,-24.140629016329594,0
None,D,B,226.58440895957006,B,D,C,A,81.90242148109405,1
No,E,B,263.9760412670247,A,B,C,D,9.790893297254758,1
Mental,C,A,-5.051479451829534,D,C,B,B,5.138991405562658,0
Physical,D,B,139.64098112341267,A,E,E,D,26.09197762492292,0
None,C,C,96.19722528535726,E,A,D,C,22.025285286441605,1
None,E,B,-219.43479056128413,E,E,C,C,-24.333432212768294,0
None,C,A,33.768779536789886,E,C,E,C,-181.5975832547403,1
Both,C,D,39.119926095277876,A,C,B,D,22.43064501134853,1
No,A,D,89.65981064106155,E,D,A,C,190.33715991141617,1
Yes,C,E,-118.41905376552273,E,A,E,A,153.5712789406408,0
Physical,D,E,-8.937014269539196,D,B,D,D,-35.65642569551388,1
Physical,E,C,135.4060135237744,D,C,D,E,40.17671583467757,0
Both,E,A,-47.62578711425899,C,A,B,E,50.37307197603569,0
None,B,D,-28.747008114900773,D,B,A,A,-105.09938498894907,1
No,A,D,9.646262513363409,A,B,E,B,196.1926121727709,0
Both,C,D,-56.28175473857689,A,A,C,C,20.85825059237031,0
None,C,C,132.78257534266785,B,D,C,D,91.12203527200938,0
None,E,B,151.71315199591407,B,B,B,C,-42.818602419415335,0
Mental,E,D,80.98493008278062,E,D,C,E,-247.9925753339788,1
Mental,E,E,120.54452309892201,A,B,A,A,100.80241455830894,1
No,A,B,-89.1494444818526,A,C,B,D,31.793509404609964,1
No,E,C,-59.32081442671846,B,A,B,B,15.523780817052312,1
No,A,D,7.372258115070269,C,C,E,C,-84.02181380734217,1
Yes,E,C,-24.779008749715956,B,B,A,E,-130.4915225019012,0
None,C,A,29.04798642892566,C,A,C,A,18.1184699856558,1
Physical,C,C,43.986109953892694,E,D,E,B,69.65574485876598,1
None,E,D,-11.799718500135233,D,D,A,D,-14.650522787978634,0
Mental,C,C,45.44309794139693,C,D,E,A,156.7025609036511,1
No,E,C,-175.44719047432488,C,A,E,E,-20.608341199143347,1
Yes,E,E,-40.13306145390369,E,D,B,A,143.103666487996,1
Mental,B,C,113.08763305338788,E,B,A,B,29.689038211267317,1
Physical,E,A,15.62710093914771,E,C,A,C,130.62656907195176,0
No,E,E,2.9690993345080607,E,A,B,A,-86.24492094039854,0
Mental,D,A,-106.79551847292026,C,E,B,E,70.52829463100599,1
Yes,D,B,-58.07769903379165,E,B,C,A,-74.07621339842876,1
Physical,E,E,20.920596071595018,C,A,D,A,-56.607490285118054,1
Physical,C,D,-73.53469213623951,B,B,A,E,-164.4531518454643,0
None,C,A,-48.68919227680818,C,E,B,C,-62.81277756767379,1
Yes,E,C,117.11370730526573,B,A,C,C,114.79552959095992,0
Yes,C,B,-5.00116740641146,A,C,B,E,91.36426809979005,1
Physical,C,D,31.49621948044607,D,A,D,A,51.804391796751815,0
No,D,B,35.89229049715234,A,B,A,C,100.96085922903389,0
No,E,C,196.9946682798028,B,C,C,A,38.120009844966226,1
No,A,D,-33.02388458852202,A,B,E,B,2.9674249746438486,1
No,D,C,143.2937780839961,A,D,E,C,-122.96280001747957,1
Yes,D,A,-75.33315979590344,C,E,A,B,-157.08780564310592,1
Mental,B,A,4.455448734394782,B,A,D,D,11.783267249403652,0
None,D,B,-25.376875285753993,D,C,A,D,-103.25331065831445,0
Yes,E,B,117.54864308480421,D,A,A,B,-151.13656229663215,1
No,B,B,-22.505822643303592,B,A,C,D,-25.108100985218133,1
No,B,C,-34.73559753255635,D,C,D,B,135.3134293967455,1
Physical,E,B,99.2159922058114,D,E,B,E,41.763527346529585,0
Physical,B,C,-71.89052691060446,A,E,B,E,34.20567361747822,1
No,D,A,43.62742933131562,D,E,C,C,23.944389040385055,0
Physical,E,D,-69.93665457644059,E,A,E,A,22.380544464956408,1
Physical,E,A,-2.7747767269239,C,D,D,A,-52.5799130141699,1
Mental,D,B,90.45135494523024,B,C,A,C,-12.660539199306397,1
Physical,E,D,75.40600886970988,B,B,C,C,10.667085706114712,0
Both,E,A,-125.05626025319276,C,E,C,A,120.07108695578239,1
Mental,D,A,13.987441400234715,B,A,B,E,39.464070263646214,0
Mental,C,C,15.962213794037883,E,D,C,A,-75.76271728288269,0
Yes,E,A,-136.89142101656392,B,C,C,C,160.32513773820557,1
No,B,B,-9.646000026996374,C,C,B,A,-9.524030039662215,0
No,D,C,15.779326642394476,D,A,B,A,63.806169702890124,1
None,C,A,-46.83397408077447,E,D,D,A,-12.104829350802289,1
Physical,B,B,-40.371207603043416,E,C,E,A,42.77524802791539,1
Mental,A,E,-15.43617361165181,E,C,B,E,187.63639354719172,1
Yes,B,C,85.75113227663788,E,A,B,B,63.16490237149747,1
None,C,A,-59.714438434742455,B,D,A,C,-66.31142360803598,0
Both,D,A,-46.75257344050846,B,D,E,E,189.85993601105463,0
Both,E,E,-28.49621972333412,D,E,C,B,0.9516216315329914,1
Yes,C,E,-52.91395046922693,D,A,B,D,89.53380830331571,0
None,E,A,150.8270133834859,D,C,B,C,65.13298098437073,0
Both,B,D,78.5603767171144,E,E,B,B,-121.28338180762516,0
None,A,E,113.49414436896885,E,C,B,C,151.8863404873088,1
No,E,D,-49.76693299832661,C,C,C,C,81.47373419776501,1
No,A,B,35.015707948210625,B,A,C,C,61.73468971063386,1
Yes,B,A,88.39901647933738,E,B,A,C,49.85316731796211,0
Physical,E,C,90.24960759074807,C,B,B,C,123.34597606133757,0
Mental,E,E,30.153784128097115,B,C,D,B,39.5580535180442,0
Mental,A,E,3.8232845791791537,B,B,D,D,-193.17551108260247,0
Physical,C,C,-48.307107184281534,E,D,B,E,-224.61359578681152,0
Yes,A,E,61.06740415636901,B,D,A,A,-17.85377592570781,1
Both,C,B,136.50422155346325,D,D,B,E,80.00876631612533,0
Yes,D,E,-100.64266725244518,E,C,E,C,-24.8135916177245,0
No,B,B,53.257739407764895,C,A,B,B,-32.425987582121095,0
Physical,D,C,14.926873451070257,E,A,C,B,18.118963827968916,0
Physical,D,B,10.465540564958014,A,D,D,A,-68.717793690294,0
Mental,B,A,-6.39327955486709,D,D,A,E,-98.89508061132712,0
Mental,C,A,37.08714155301133,D,D,E,D,-203.25216721854318,0
No,C,A,5.298412185556092,D,A,E,A,83.74231310494253,1
Yes,C,E,-136.8010451159471,A,D,C,A,-111.08865186857322,1
None,C,C,73.47769392229482,D,A,B,D,28.696296645270625,0
