veteran,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Yes,Yes,-74.64288654072183,-159.61911107679583,D,-32.39722871186559,D,D,-189.92740205200388,B,E,-24.946435048443682,E,B,B,D,-47.932146713290294,C,-63.54823326410283,-31.672999493001537,1
Non-Veteran,None,14.589259396279184,146.21810950345454,D,12.30833528083667,B,D,230.52505518715756,D,B,-54.549621087742516,D,D,A,B,10.226299560828807,E,-110.84422701893573,-84.24485416457344,0
Veteran,Yes,42.247830407087626,70.92521706242253,A,29.57725724852703,D,C,51.49009198939021,B,E,14.35515698850042,A,A,A,C,-0.5644945886910246,D,-15.615226603547388,70.48506212720137,1
Yes,Yes,-78.73733849778635,38.31295331467837,A,-107.24258532525018,C,C,119.28976228401123,D,B,149.35201799584053,B,C,C,A,86.64727077570727,B,-70.48196209878107,-100.7721957140888,0
Non-Veteran,None,132.77757769271318,-62.901432183762296,C,164.83193545424223,A,D,-58.17440085079719,A,D,45.838976029677255,B,B,A,E,-21.593363023953597,D,39.85973165167731,99.13070918648292,0
Yes,Physical,27.87772853419672,24.977863396340247,A,-87.12486767850616,D,A,157.4956826048447,E,D,5.390730402524127,A,C,E,A,101.78534200625944,E,43.20276826154653,-0.7926213864594016,0
Yes,No,116.13600809320958,121.70938117341585,B,148.20874944255962,A,E,73.08785364873962,E,A,138.93219332258792,D,A,C,A,86.20808144225099,D,59.77090901428765,29.78983181223931,0
Non-Veteran,No,-13.923956313463782,-60.53188127321691,E,-117.55367881836283,E,C,-79.59124359004714,D,A,-106.34115257331489,E,A,D,D,54.237036997317226,A,49.73988258470504,1.2985827407247625,1
No,None,-36.37696823210359,40.60031628570627,B,114.99136303509987,D,B,110.99974760125654,A,A,145.45140458302694,D,D,D,D,-94.25087195033873,D,-2.846465141830709,-60.6594622166031,1
Non-Veteran,No,-46.44350013509625,-66.12460890123995,B,144.79824316395903,E,A,-97.16161489773944,E,D,-113.61049190462813,B,B,C,B,227.84717250865265,A,-74.7741681042663,-56.742182375397434,1
No,Physical,17.346703641933217,74.6983367324602,C,41.59888892383511,E,B,27.94955988457935,D,B,-94.3978668806509,B,C,E,B,-19.081263222343782,B,112.1245837535245,-57.93526295502448,0
Veteran,Physical,41.76468269425376,9.689368178776796,E,-15.297487711148774,A,A,59.5736879443955,E,A,-57.66070058384937,B,C,B,A,35.298678221202636,C,7.139591513740062,-42.0101659769158,1
No,Mental,-104.71317236075657,-168.2053103448447,C,116.90620249481051,D,D,-144.24980447128854,B,A,-47.6877128623714,E,B,C,C,-115.45205823349036,D,37.70489570748594,-43.11951904138434,1
Veteran,Physical,-94.91240487107353,-8.552416655111108,E,-60.098849647204,C,B,94.47465354604,C,A,-211.05472383657093,C,A,E,A,96.61084739654075,B,-134.30116677201568,-19.911250666868717,0
Veteran,Both,22.13322968067867,139.8060139909488,D,-2.129221446232321,C,A,157.46004895574077,C,C,-152.35322915285298,A,C,D,C,-278.63058426065226,A,93.03142337186327,-16.984205259753658,0
No,Physical,-8.997076049689408,83.4693325010641,A,-42.51782185280098,D,E,29.928687839496565,E,B,-61.54845705463349,A,E,A,B,23.11794314970119,D,51.12769325650899,-158.3896169679373,1
Yes,No,-5.504314285203145,-46.8518121849528,A,-73.9979796366518,E,C,-104.11348703395265,B,D,86.34926094953985,E,B,D,D,121.19762731591341,C,68.47620723336223,-96.89979749223797,1
Yes,Mental,-59.60431016943858,86.34040180960561,E,135.65440647974614,B,B,45.8555719367177,B,D,-79.06103597088075,A,B,B,D,-0.6952932053744052,D,-4.30269211006092,-29.91714288397873,1
Yes,None,-60.007600549560514,145.28977935379163,A,19.41510294291455,D,D,-19.69852738942391,C,E,13.791321526407227,D,A,B,B,310.5395574932276,C,-39.277205371517546,102.61906400623342,1
Yes,Physical,66.20742126885922,-102.94917971388016,B,190.27356116519744,E,A,152.1907305017177,C,B,-69.12453733011081,B,C,C,B,48.37655822031797,B,-89.46031050850807,-41.1571043952046,0
Veteran,No,76.50124323378998,20.031008748802403,C,-23.071211640585773,C,E,0.9407864351631592,A,E,-107.58195438031655,A,C,B,E,184.054800911464,A,171.74718639153113,-18.032804571601886,1
Non-Veteran,Mental,-151.36493352416736,-144.33586857868585,B,81.01265328096619,D,E,12.165483604792012,B,D,-51.113245780160234,E,D,D,B,37.33655320518512,E,13.313881234320316,129.93708024596174,1
No,Mental,-9.71813621366669,-309.5772112120343,B,-186.31203974876152,B,D,-27.290637045720008,D,D,-38.36957610249751,C,D,D,D,148.84905937694006,B,-24.3165208344441,-75.83140482226567,1
Yes,None,-54.69635091186533,-6.673834791746239,B,129.065305335871,A,A,132.504324083039,E,C,-105.11848986973212,C,A,A,E,-130.92559382727137,A,-119.88928381840532,55.42577892919329,0
Yes,No,69.36732520372648,-83.54599165226784,B,-62.11061505561636,A,B,-42.02990248379936,B,E,-133.29625306947085,A,A,A,E,102.12895138328986,B,51.82341872703529,-130.66138303738654,0
Veteran,Yes,-23.102220409935985,21.45834384988298,B,78.61283692349197,A,C,-186.76777427095445,E,B,-99.39681291302304,C,E,E,C,-15.22440586912644,A,75.17430498443157,-60.030638338119935,1
Yes,Yes,132.90321988047677,146.68863097055086,C,-15.61077266185402,C,E,151.6211901543514,D,E,48.315921264329454,E,D,C,D,-42.34611836478727,C,-130.33678697355236,20.68567948640156,1
Yes,Physical,38.43715915547149,-1.4888066349041165,A,-49.08915131497632,A,A,30.83704810863504,D,D,90.17235536442203,A,C,A,C,84.82281783639245,E,135.2295703121556,-61.67105466943662,1
Non-Veteran,Physical,-186.42808899920377,57.242668885998825,E,49.40356168989228,D,D,-68.02069849442367,C,D,81.74775078882769,B,B,B,D,-143.54654321086252,B,194.52224042785656,-41.98807744362396,1
Non-Veteran,Physical,-175.0006622782938,44.934956487415874,C,66.48224756719723,E,E,-70.0631871079787,B,E,148.39386212559907,E,B,A,C,24.369718560348943,D,-55.46996704757772,122.5312170249409,0
Non-Veteran,No,-62.14924452049731,-136.50872852023565,B,81.26598723201862,A,E,-27.219521715308364,C,D,46.63943125104589,A,A,C,B,-25.8872595718374,C,23.336498675921806,19.210185498360197,1
No,Mental,99.84393290096934,-122.71355279581748,D,-24.328913533628675,C,B,-180.68618506872406,B,C,-248.71444383701592,D,D,B,E,22.228043625480705,D,187.72981534860648,-148.23397694931924,0
Yes,Both,190.03796433149748,-117.43219650226693,A,-70.59092857638281,B,E,-135.4713343526425,B,E,-3.532860908001457,D,B,B,C,-193.70714162346485,E,-181.98109486578954,-68.76473127439996,1
Yes,Both,-35.78536483120152,-21.434086435987858,D,45.766929853205454,D,B,-39.16047172320021,E,D,-51.277576309347,E,D,E,B,117.94964003016992,A,-32.88980160694059,149.57359770474255,0
Veteran,Mental,-109.37709955812811,69.71402749469694,C,165.98676358187404,B,D,228.8629499197853,A,A,4.379496537192792,D,C,B,A,67.82720772943738,D,-200.45367382599343,15.910359302377616,1
Veteran,Physical,-92.59040093560594,82.2800652047147,E,-45.068564935211924,C,A,-104.87100001394425,D,C,105.34424054501177,A,A,E,C,6.709907498658882,E,-59.94618812024813,-65.01415283342598,1
Veteran,Both,89.61813036602476,-62.15359912755042,B,-79.67800821297888,B,C,-118.06207713730505,E,A,15.971770031714104,A,E,A,C,25.825098255117386,B,-43.11131284796999,-85.87088715965442,1
Yes,Physical,142.40023753614628,35.57956461419023,A,33.06906773235553,C,D,31.845698590534223,A,E,10.251185897751279,D,A,C,E,180.3220015844399,E,217.68542492734824,158.36765301376056,0
Yes,Both,39.34627000235181,-13.193078694395567,C,16.78068945293241,B,E,21.93961445563517,C,E,4.2049514621090385,C,C,B,D,43.3503899967938,D,-40.83206063550607,-66.75903746435375,1
No,Physical,180.74278902928666,-81.39300674052659,C,24.576413409246026,E,D,141.84531004103954,A,C,-59.30037902702458,D,D,C,C,-108.34575042156143,C,-31.64286302167919,-119.39564267435539,1
Veteran,Physical,-89.95875192081104,13.149028792185252,A,171.2827484536229,B,A,11.943812207237121,D,D,51.58141075753636,D,D,B,B,-70.52061238883466,A,38.92970859927328,-246.73705927680984,0
No,Yes,121.84024649473137,-14.18082210738357,C,60.42154102533384,E,B,45.84170785703465,C,B,-137.98069771230985,E,A,C,E,45.65306074340101,D,98.6022598145988,-90.27662056201939,1
Veteran,Both,104.69706542663953,45.733755016699654,B,-149.87194933289385,E,B,185.7896593031335,C,C,20.644668942117175,E,A,E,C,-38.055476343311106,C,-64.9586434248159,-109.71379386991815,1
No,No,11.510844005130897,-24.77909699581426,B,71.56598150631618,A,B,123.98813089434972,E,B,-40.057233667896455,D,C,A,E,126.84754653207575,A,104.8686853592193,-256.31184311126793,1
Veteran,No,-56.314110200410205,-190.73209979958753,B,105.8101827824807,E,E,89.3380464673076,A,D,-42.097741080308474,D,A,C,C,56.893633372357975,D,-70.16095810337815,-53.67961920788294,1
Non-Veteran,Mental,60.090608573040264,-131.9591199404298,D,105.74117664701137,A,A,-40.881192271082305,B,D,-196.33114380971264,E,A,E,C,187.6399622485563,A,100.45464098094934,-104.70255908206916,0
Non-Veteran,None,4.071123328623957,-82.63814788861514,A,-13.796087107585322,B,A,138.07680705942147,E,B,184.61026296192242,C,C,C,B,-80.42595140942795,B,15.718717223230684,-28.958184317465385,1
Non-Veteran,Both,208.38591798357135,-1.8528019272580343,B,105.76313652606468,E,D,-68.08465490186656,C,B,88.23955209227566,D,C,E,D,62.0547338969508,C,15.370671083001493,4.7193577919183465,0
Yes,No,-77.78745540862704,104.72047404256428,D,61.10971003433677,D,E,-75.33726013575473,E,A,0.7985667266357769,B,B,B,B,-205.82329943831414,A,175.37253669900645,-133.3892235362275,1
Veteran,Yes,158.14805380885753,-88.71999199866937,E,-22.492410922618173,B,A,72.95024998763401,A,C,146.0400828249166,C,C,A,E,-45.93756445805537,E,-134.0982452491439,-5.465626344212835,0
Non-Veteran,Mental,-193.63201362868935,-210.52218071584727,E,14.094383521326998,D,A,56.251196941265455,A,B,39.00698380382674,C,D,D,B,-76.39024931128694,A,17.345544244597527,-88.6635724266637,1
No,Mental,44.91948838420746,12.274531027156412,A,-15.887333144507194,C,D,108.38301290109062,E,B,127.01702388740333,B,E,D,D,71.175609243456,B,27.162176759346057,-84.1818475167622,0
Yes,None,161.3637643735055,-166.45467777450546,D,-37.46550360191496,B,C,54.85884699774921,C,A,-41.51167516379679,B,A,A,B,115.64408323852444,D,29.485704178940043,-99.26026108698352,0
Yes,Both,-10.660510243231707,178.83194220907694,D,126.19425177530528,E,C,-79.74679990304372,D,C,136.66648887006428,C,E,C,D,39.95306989564732,A,-84.18463486308984,-39.49587738318494,0
Yes,Yes,92.0481709435247,-114.47310194815783,D,26.688002506252378,C,C,17.709945015975016,C,A,2.9340502738503162,C,C,A,D,-96.51052013609329,A,-27.622240187238578,-171.0702504602865,0
No,No,53.13734418042518,-64.67336061921033,E,-35.18649117596303,D,D,47.39189363591841,B,E,47.00643068026877,C,A,C,A,-107.82970971743086,D,115.10764470783013,155.09587807331823,1
Non-Veteran,Yes,105.29310933486393,79.83438248153412,A,161.30962716631046,B,C,-64.87004351181382,B,A,-104.07814259712605,C,B,B,A,130.9652990349404,A,63.530140912725905,-77.19444322580952,0
Non-Veteran,Physical,197.27476485175998,-105.70561076309008,E,-11.439975302079528,B,A,-25.309614251668332,E,D,-210.4014986548071,B,D,E,A,-157.02840066430917,B,83.60849452413007,145.6912949333441,0
Veteran,No,38.42903454485407,129.2413917586291,C,50.94249084473211,D,A,77.70161157524169,A,C,-214.56060315044553,C,D,B,B,-109.84721136515982,B,126.54251527519833,-11.684120595055356,0
Non-Veteran,Both,93.76003638655207,10.502812665875341,A,-42.66503658144773,E,A,-35.73649697101572,C,E,-6.524581759458339,A,B,D,D,65.84815019433009,A,-121.9822216303896,-18.197749460768325,0
Veteran,Mental,-166.67402691710402,74.95900532440155,D,7.431615058161296,D,C,-262.3059596952402,E,D,-102.51748371116068,C,C,D,A,97.49159571915857,C,-12.071951658192111,-146.34755319084215,1
Yes,No,-13.023258462082,43.39933484148248,E,44.93174017598906,E,A,9.316950846852272,D,E,94.30211376867803,E,D,D,A,153.28330246971277,C,-10.64885371692478,2.204344005895875,1
Veteran,Yes,-24.971893417592042,-89.02413284475071,C,144.6491808622778,E,C,150.46699141318857,D,A,-62.2140508251565,C,D,D,B,159.1273864245052,A,-166.44592705489742,-42.55083170387849,0
Veteran,Mental,81.2076457927169,-20.124928117327936,D,-59.481254997416414,A,A,67.65837086090147,D,B,121.04309625738043,D,E,B,B,32.76372872618007,E,-4.003420362997806,67.60217407466402,0
No,Mental,125.3976173990154,-84.36341654110339,C,27.895631718510426,C,D,-24.47390247461121,A,C,-3.758166464517221,D,C,A,D,36.0024486214182,A,-27.588240346464993,56.44203340391487,0
Veteran,Physical,-109.0436728383045,-61.23751996356519,A,52.47755823870109,B,D,66.21194958140092,E,D,103.76498042939512,D,A,D,A,-94.13078108029454,E,21.04923664517451,12.543419966946617,1
Yes,Mental,-78.65287063378149,62.861636179570446,B,53.479795528759524,B,D,77.59604171553707,E,B,115.78696781223856,E,C,B,C,-50.01265425269704,B,-180.01709218074367,-84.51409514482407,0
Non-Veteran,Both,-153.6709488364336,-111.97186062746734,B,-36.32439039337596,D,C,117.20227148978528,D,E,98.04002953681102,E,E,D,A,-74.33503294303166,C,-69.2597271932668,5.566562259841728,0
Veteran,Yes,39.01406635952967,33.920727160938085,C,320.8042372543966,C,C,20.068646093032115,D,A,-245.98928202621275,C,B,B,C,78.77994353691862,C,-66.53642864099925,64.23856212490381,1
Non-Veteran,Physical,-17.013827550579975,-39.67090302158276,A,-90.70949288071074,E,C,22.854981325223527,C,A,119.6242426278636,D,D,D,B,12.654258605884856,C,103.03426623341365,-123.99132095672987,1
Yes,No,21.895973612517068,-57.92827696797191,D,52.462486799114885,A,A,83.00561570248816,B,B,-74.92562684352542,B,C,C,A,14.006267381727936,D,-34.54644321486735,-43.249325305990396,1
Veteran,Mental,-12.677457859617084,152.58480121150478,E,205.86010030016092,D,B,-70.49970558669011,C,C,-39.00448477430761,C,B,A,C,-75.9065779068604,C,155.95033662895923,-60.26008217364577,0
Yes,No,-5.718265017851823,-154.28792706626763,D,-116.5414778998106,D,A,-109.04613414537756,D,C,-23.547096895832286,A,A,C,A,157.00602594119545,A,23.324952667749304,66.28302450467125,1
No,Mental,165.10421811060164,53.95369200921161,C,45.24478602652723,B,D,11.302925877554046,B,E,3.641601786136638,A,B,A,E,108.47327304246303,C,140.6372242185765,26.380502732863803,0
Veteran,No,23.90768483090855,4.44451642908735,A,-26.646082559232347,A,B,46.74186255163003,E,E,-103.65397168237702,E,C,A,E,-226.27641092044306,B,158.51312392434295,-31.330806951907743,1
No,Mental,-93.65042429254733,-136.51845544229636,B,-16.47100777629051,B,B,-126.57253327551486,A,B,-45.049073532477394,D,E,B,E,-26.58443039501133,E,-47.917445603964396,8.811408125144986,0
Veteran,Both,-81.03858341610362,74.07094327929063,B,-26.379675380466615,E,A,-66.86066830390635,A,E,-76.51437654532289,D,A,A,D,-54.71715596767378,E,-65.97088691836409,-73.88036692273519,0
Yes,Both,11.844844638146244,104.32092549981485,B,-99.31637114547337,A,E,-119.35460347790871,A,E,25.73023925995773,A,B,E,B,-132.1965180276908,C,-88.15218311020205,102.5570894580652,0
Veteran,Both,5.447410744447274,100.12815095453821,E,79.11332437513954,A,E,-23.061790436739315,E,C,-154.36542133438215,A,A,B,E,141.66544122074575,E,-30.020655747912407,56.73105434098268,1
Veteran,None,104.10489179473143,-76.12309116429653,C,40.444738806230504,D,C,88.93364807417548,D,C,-176.5569227299467,E,B,B,C,66.17403546565141,C,-187.7054444924523,-29.55837372303422,0
Non-Veteran,Both,-73.01280353944672,-30.374524177508032,C,154.61570233299446,D,E,-42.640044000226,E,D,-39.30152254771403,C,A,A,A,33.329981237974046,C,90.58775857669772,36.42424861843518,0
Non-Veteran,Yes,187.6030385087186,-47.042814703251906,D,44.63286480292085,C,C,25.474416039008574,E,E,27.678486998193524,A,D,E,B,250.59957471580123,E,-6.886659627582216,-304.28393869609715,0
Yes,Mental,77.06438285678826,-42.62489577112337,C,96.42787989162893,B,C,85.87170980143829,E,D,-130.9612424285034,B,D,D,C,138.93610077686128,C,-60.30440146748906,-142.1303673415584,0
Non-Veteran,Physical,11.419576769774443,166.6553811765024,B,-10.665949200679945,E,C,-58.52816152027162,B,D,-7.6091749488517975,B,B,B,A,-143.30996731508628,C,-55.15008397734981,49.35013902142626,0
No,Physical,71.5762791169926,43.49571544467022,D,-81.86105628983272,E,A,86.01923296920776,A,C,41.641653063770065,D,B,A,D,199.4243685139616,A,172.9728439526989,-180.6850997044813,0
Yes,Physical,-103.16720252542441,22.536395299309902,B,198.8875745222817,D,B,178.32586120789728,C,D,-33.59083523331694,D,D,C,B,0.9736622405628463,A,-36.66131679842599,62.21451701394057,1
Yes,Yes,-20.707535955723383,-36.43239435926386,E,-81.21807016677596,B,E,-128.4518360000154,C,C,-55.10101979360995,E,C,B,D,-27.869784436228617,D,46.522373519388374,-105.20072207993445,1
No,Physical,-100.22249366115705,5.3753494237384984,C,105.93576260308811,D,B,74.50168136147924,A,B,87.89713794954115,D,D,C,A,26.520751544897685,B,-204.02310378104465,115.00501732954238,0
Veteran,Both,-69.58529989099755,-30.944440677422016,A,-184.05917005064575,D,B,-127.36275707411426,D,B,-8.036163011921422,B,A,E,A,-11.481588274317902,C,-25.08025027476422,-89.03918438748484,1
Non-Veteran,No,-46.132329972074984,-71.77472875293611,A,-108.71447481404506,A,C,87.39327358586776,C,A,-21.5785658665402,E,A,A,A,1.432968460183664,C,7.148335838814085,-32.40836788051632,1
Yes,No,-42.66601749339033,-242.18702888142505,D,55.591742852687034,C,D,149.08277839680554,B,A,-70.76707212314587,A,D,D,C,-11.147796018056228,A,-176.1781482092147,-38.60523078951775,0
Veteran,No,-193.32841494612924,-22.911875736727566,B,56.30118115880407,A,A,-198.22236419117237,E,B,-271.8490907856975,C,D,A,D,-30.79408808021879,E,-27.379283490949934,101.06848489041771,1
No,None,6.220769515117169,-126.24426040694743,A,-224.88245354913977,C,B,-162.15661053573686,B,E,115.74773442342381,E,E,D,D,150.06219556659218,C,-164.38776104783963,144.1910370068093,0
Non-Veteran,Yes,-64.29523063191452,96.90272567748919,A,76.40269682517324,A,E,3.6050646334496492,C,D,79.68879853611934,A,B,B,B,-170.420564597716,E,51.72861312623167,104.91402521292244,0
Veteran,None,4.022823327082389,-63.90930564456973,C,-25.52053275503465,E,C,21.141921155307763,D,D,-0.19125865852329935,C,D,A,E,3.375034938252118,D,8.817843513062646,9.149791165686302,0
Non-Veteran,Yes,-5.3449119185273615,-36.04519247613332,C,-154.41892677718414,C,B,50.08652945116303,E,A,-68.39319092417682,C,B,A,A,-22.803483869826483,E,44.59580565977732,-155.95700670610697,1
Veteran,Both,-102.67277973226592,-36.43075865951217,C,-156.67487198577754,E,C,35.396635167132196,D,D,-131.39113210947454,C,C,D,A,-57.71983660837056,B,-119.82086036476967,-73.76190852106676,0
No,Yes,-79.7360494371516,46.22400999519456,A,83.94288894179267,D,E,-107.73008181557951,D,A,-76.41127234353627,B,C,B,C,-137.18035598441455,D,75.89069238847296,-7.4914236086014485,1
Non-Veteran,Physical,-110.50105962621753,21.715233526086916,C,37.68357931234836,B,A,-15.064234345392077,D,C,117.76192657678011,A,A,B,E,75.67118617934887,A,204.11073898833106,2.6586102566992467,1
Non-Veteran,Mental,-101.77273400811369,-69.84391076499477,E,68.3593596397526,D,D,67.45464215650006,C,A,15.009620459743534,C,C,A,B,-109.40378385597536,A,-9.994994333397484,12.109797749791035,0
No,Both,-94.77360871672482,4.772352495438305,D,-56.60540185766174,E,B,-142.9755311978593,A,A,-4.463529707246542,C,C,C,A,25.037626351946766,E,-134.65930263774777,46.21698577607725,1
No,Physical,141.486468266966,94.6186142491052,D,185.57046606626432,D,C,35.21915183976782,E,A,144.56796347797496,C,D,B,E,-28.395431839654535,B,-223.7916534145115,29.271134410505923,0
