Gender,age_group,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
M,18-25,Other,B,-35.995457697126646,E,D,-106.2398951579483,-23.979237868355252,E,C,B,181.96645920389085,A,61.076880592056725,1
F,51-65,Muslim,B,107.50878998884453,E,D,152.36615406443227,54.422681006716275,C,A,A,88.38947352405677,D,37.647972330577396,0
M,36-50,Christian,D,18.85899574351756,D,A,-42.4796521008198,-8.675971823103524,B,E,D,-17.562331498776494,B,-314.9169500857246,1
Non-binary,65+,Other,A,-38.83609229389499,B,A,3.364707490441147,-29.55682942428095,A,E,D,48.053712442328475,E,65.46144260403923,0
F,65+,Hindu,B,-34.273368313809975,C,E,-63.10127001338599,-70.70760335585898,E,E,D,152.09894939071722,A,3.16629043366474,1
F,18-25,Other,D,76.71889200671988,C,C,10.944932072710042,-106.23419582432774,B,C,B,58.085293426315644,D,-46.53930798449266,1
Non-binary,51-65,Hindu,B,26.895579226529676,E,A,103.84987494201825,74.48666613575654,D,D,D,102.72975328460139,B,105.9999128587346,1
Other,65+,None,B,-130.77652346282125,E,A,71.82262532423633,-7.165704479680425,C,B,B,-18.79095988363381,A,26.66290542272778,0
F,18-25,None,A,-15.93622345990043,D,D,-85.55014183256357,-21.69867769907924,C,D,E,21.980893581536616,A,-0.8674734292966564,0
Other,65+,Hindu,B,27.753520392956975,E,D,6.913058098189051,76.39855576617047,B,B,A,-7.186457863879419,E,-27.256809953824252,0
Non-binary,26-35,Other,C,59.76568132612883,D,D,3.774336370187739,-15.877494509520055,D,E,C,-7.676452127233342,B,-21.005174903676608,1
Female,26-35,None,A,-166.36717893679523,B,C,169.9874871634295,24.46870077851227,E,C,C,74.18774465389704,C,6.311985749689962,0
Male,65+,None,E,30.137724766243977,D,E,6.721319964377639,176.2062922200032,D,C,E,-74.5715489203451,A,-26.37155094821343,1
Male,51-65,Hindu,B,-105.12297428122,E,D,90.29225079883847,213.47328256156058,D,A,B,-160.744544876601,D,-33.97294320563321,1
Other,36-50,Muslim,E,145.06159777404739,A,C,-37.75735432999492,163.04249333347377,C,A,E,-257.1020327950492,D,94.38324072449986,0
M,26-35,Christian,C,51.52262027513094,B,B,-230.38436757762204,93.26103702412072,E,C,B,81.08823377131391,A,134.96127690483368,0
Male,51-65,Other,E,31.98055395908601,C,E,3.639670908533453,34.796883554625694,A,B,B,-46.70615617732533,A,-116.18854500969351,0
Male,18-25,Christian,C,248.24390630640778,C,B,-18.95425072332932,60.08582508457872,E,A,D,-50.60312190138709,E,75.17434236025937,1
F,18-25,Buddhist,E,18.119930976773308,B,C,-77.82697525108027,-92.30589137077044,E,B,C,-40.26951970351605,C,-29.036064171819426,1
F,36-50,None,B,143.7149895608575,C,B,133.59079714656784,-21.142366067011615,D,A,D,100.60116888817244,A,44.399902828005736,1
Male,26-35,Other,A,3.427451195488847,E,B,-119.39463842951339,-37.18036192591415,D,C,A,110.98866938494187,D,164.94545071607502,1
Male,26-35,Christian,D,53.03192601066748,C,B,-131.900749387673,71.79961801365242,B,D,C,235.66042133757384,D,-18.54536781113944,1
Non-binary,65+,Hindu,C,-115.65985935642394,E,B,-96.39748067878074,123.65542414245677,A,E,C,166.89555551055932,C,83.56641075775119,0
F,26-35,Jewish,A,155.7502560752752,E,E,122.64454234783993,-161.68783846384252,B,E,C,-25.015738235114387,E,-28.629534646427157,1
M,26-35,Other,A,-54.222674754480416,C,B,34.10205163340305,92.2631974300714,B,E,D,-47.28314861222195,C,3.7233411116978177,0
Female,36-50,Jewish,E,54.11458934285748,A,A,86.70660253729402,-162.89758814661934,B,D,C,96.08623100505977,D,-153.70883614613655,1
F,26-35,Jewish,D,145.3722947636354,D,B,44.18437883930446,-171.5826644197741,E,A,D,3.166667163999349,D,-28.482071114686185,0
F,65+,Hindu,C,44.242302146380894,A,D,34.13557311196968,-170.9523997995335,B,A,D,-23.293973649701044,D,218.87897584286256,1
Male,18-25,Buddhist,E,99.12383971280187,D,B,106.56680708668577,-26.120914083377972,D,A,D,205.0289606512353,C,-54.31330531276949,1
Male,65+,Buddhist,E,37.24240306222956,E,D,-78.30641340109015,-77.98773682797251,C,E,D,158.11208038688207,E,-146.81765672904984,1
M,51-65,None,D,24.75283297069904,D,B,-86.15055531700834,109.37949858305271,B,D,C,19.828055770709494,D,-141.33463743365547,0
Other,51-65,Jewish,B,-95.84123829313847,D,B,-39.84460938195742,-219.75973863560267,D,C,D,-261.51313964723863,B,-24.371186187482873,0
Male,26-35,Jewish,B,95.08807757437003,B,B,159.40944163932232,60.24048135364944,B,A,E,102.32480140529378,E,-25.529325029452764,0
Female,51-65,Other,B,98.88349981800665,C,B,-31.31786589818544,-149.94173535796597,A,C,B,26.112929290995062,B,68.71781891954288,0
F,26-35,Muslim,A,-72.6736369904346,A,D,-21.642503434729573,-77.48952114656616,E,D,A,69.10237984465573,B,9.314011947301926,0
Male,18-25,None,E,2.0039133531268267,E,C,31.132255889023057,-110.69883260507896,E,E,C,61.614464611450394,A,118.97027440629971,1
Non-binary,26-35,Other,D,48.22156837053526,D,C,4.385702147700083,189.16009118427647,C,E,D,4.018055071477731,E,-72.29032306340125,0
Other,51-65,Other,D,97.2970909323841,B,D,29.923996467042745,2.018472912788052,D,D,C,19.072512219182762,E,16.945278245270337,1
Other,26-35,Buddhist,D,76.80479538753102,B,A,128.25122868388434,-53.8356766481558,D,C,E,144.9321605831821,B,-51.358130185659455,1
Non-binary,36-50,None,A,-74.17392454534892,B,D,-15.110817148097913,-77.74950461848678,C,A,A,-19.68027814171017,C,-162.11870833451883,1
Male,26-35,Hindu,D,-106.18620109819219,D,C,212.50402005110146,-99.12589038897453,D,A,C,4.992967206654413,D,-73.73414506916373,0
Other,65+,Other,E,54.18857033217448,A,E,-82.76270638033417,81.2567340035359,B,B,A,-27.581907166685387,E,-104.07764395283212,1
Non-binary,65+,Other,E,21.24004625015517,E,D,70.19108831850941,26.561609961694565,D,C,E,-35.9749081510474,E,-68.13571602200297,1
Female,36-50,Buddhist,B,29.762758523535926,C,A,36.33505588547378,-86.66038976789098,D,D,D,159.29772306592466,E,-29.842825286482533,1
F,36-50,Christian,D,-119.4064844854426,C,C,-100.7995198694861,129.49148219724336,B,A,A,-42.53320074640744,D,-9.830775506048301,0
Other,18-25,Hindu,E,62.7041736757444,C,B,53.35333644605591,161.9359992977492,B,B,D,-213.45631006889246,B,39.44336430089267,0
Non-binary,18-25,Buddhist,D,9.2779609035559,A,C,-30.06653176668878,60.06899763045524,D,D,E,-109.39350632088349,B,-6.580649150419996,1
M,26-35,None,A,102.83139703363697,A,E,119.06344278131226,-56.920909716971465,C,A,A,142.47770648149668,E,-217.16180310272998,1
F,36-50,Hindu,C,55.497938072401574,B,E,-166.9192201956732,-51.045841675557654,B,B,B,-39.31783077053976,C,10.049851962833468,1
F,51-65,Buddhist,A,68.74673182757508,C,B,44.19498642543239,2.2028920309595716,C,A,C,151.1883597761776,D,2.845393366201445,1
Non-binary,26-35,Muslim,C,-143.88177901324744,C,D,-153.1632665594454,-42.44981558088087,E,D,D,122.39532983385668,D,9.66232637577878,1
Female,51-65,Buddhist,E,-75.46182512440525,B,C,-91.22096149421733,10.800793541431583,A,B,B,54.393615004413576,D,-119.94207447884206,1
F,26-35,Christian,E,-54.12837529839004,D,D,189.7028790286082,35.722876406436136,E,B,D,-114.58962919309084,B,-22.048996375366304,1
F,65+,Hindu,A,186.1642156316493,C,E,-165.0687613760722,-58.41689737289618,B,C,E,-13.205645519548458,C,27.652669567427886,0
Non-binary,26-35,Christian,C,112.39291905344861,E,C,-117.71132394460682,115.1161877608954,A,C,B,46.89537404739247,B,98.33333243451689,1
M,18-25,Other,E,73.87206673247535,E,C,17.02888199796305,-132.67243729596692,D,E,B,-68.93600167813585,D,-47.088022436051865,1
Other,26-35,None,E,69.28932673850308,A,A,50.98609977926634,-46.81976608695194,B,E,B,78.35192894768394,C,19.314963597901645,0
M,51-65,Hindu,B,-50.31548036370225,C,B,-97.32979111620489,-189.9393003980355,A,A,A,-53.60260962109212,E,-156.9988433695796,0
Male,18-25,Christian,C,55.26920610212341,A,D,-101.28884148350743,24.384317360281763,C,E,D,101.42013639740614,B,-94.8171205489616,0
F,65+,Hindu,D,-23.273947896160106,B,E,-41.790663773704956,-146.75062964330567,E,A,B,68.30395780927154,A,107.54369344747123,1
F,65+,Hindu,B,-6.255170568106018,C,A,99.03766320585544,-28.082799138756183,C,B,C,76.93777217470289,D,-4.6676067908961745,0
Female,18-25,Muslim,C,149.49061362501837,E,C,106.0483080196104,-100.55485461324218,B,D,A,104.93439508818743,D,-135.50397505040766,1
M,65+,Hindu,B,87.65127480033436,C,D,-20.47087805343775,-215.9208727012343,B,E,E,107.74496778658396,C,-30.754156816912335,1
F,36-50,Hindu,D,111.47057025357243,D,B,-26.391573403498537,76.14459355805268,D,C,C,22.653309502099304,C,112.43826597928562,0
M,51-65,Other,D,3.5848093405448638,A,D,34.9741157327575,-229.1702012187375,D,B,B,-24.702683612025282,A,-215.00849027480373,1
Male,18-25,None,E,-66.59157224216388,C,D,99.03345606037222,26.116265797841898,E,C,C,125.3559581032632,B,132.34901838245864,0
Non-binary,36-50,Hindu,A,45.547675557138504,E,E,-123.15427505471732,142.58006099039312,D,D,B,-9.966917527936289,D,-91.7733244733807,1
Female,65+,Other,D,93.42022225782968,A,E,-104.10197891123435,80.67694549660973,C,B,D,-9.40822443205308,B,7.344704771951331,1
Male,51-65,Hindu,E,31.076738800315663,E,B,30.143962124094493,5.4597006829795225,A,E,C,57.99912443105462,C,1.4286540668829957,1
Other,26-35,None,D,69.95267422842798,E,C,-115.09004181178332,-44.599111387201624,A,B,A,-189.21540378352915,D,139.33541620990923,0
Female,65+,Hindu,C,55.14354919821917,C,A,-8.716791531210088,-24.36506358599363,D,D,D,-63.88243903704917,D,-22.700907837970316,0
Female,18-25,Hindu,E,-203.97575869319442,C,B,71.74933550095754,-62.74212990081448,C,E,A,167.87929691856084,D,76.16792670531763,0
Non-binary,51-65,Other,D,39.97648185919972,B,C,-63.812680675565424,-7.143846334567083,A,C,D,-61.886276178365804,A,86.19352054037444,0
Non-binary,26-35,Muslim,D,-66.32364053443253,C,D,-48.84923858711553,134.76159209692426,B,B,E,56.97334018928322,B,25.43767244110996,1
Male,26-35,Other,D,5.779147734607661,A,B,-1.546764383154251,-97.27100001569724,B,D,B,-156.3819756957862,D,-164.7633547650254,0
F,26-35,Hindu,A,-191.70630962206798,B,B,-92.99033831996046,176.6905528043637,C,A,A,30.04714983247415,D,84.15701046180509,0
Other,51-65,Muslim,E,-51.01060348078838,C,B,2.2675811330600224,-31.65118495559599,E,B,E,102.15704646722116,C,-106.11528102600009,0
Male,26-35,Jewish,A,106.18250319784207,A,E,51.3012692285368,142.6276267173569,C,C,D,-57.88271066025166,E,36.000370951897416,1
F,65+,Muslim,C,-154.0865418475596,C,A,-39.52421453458562,69.15451384144184,D,D,D,97.87401718245091,B,124.46896401302354,0
M,36-50,None,E,-66.75011393474712,C,B,29.269188378673267,-101.77483440057516,C,A,D,23.18825723004122,E,48.72718228888593,0
M,36-50,Jewish,B,-76.21299948802346,B,B,106.55715890468326,-88.32054210664073,B,C,B,-216.90788669909207,D,109.73366428465496,0
Non-binary,36-50,Buddhist,C,-38.49228205251263,C,B,-52.03773268244179,72.64832216592777,D,D,B,-28.93916023344975,D,-126.53413433717036,1
Female,26-35,Hindu,C,27.809111058758745,D,D,130.88182179526194,25.729842164382543,B,D,A,22.972985394314303,B,84.82449783654062,0
Male,18-25,Jewish,A,-146.11303834479062,D,B,-216.63051624827486,54.86717859883462,A,C,E,126.0036761844996,A,-1.003084643090036,0
Other,18-25,None,C,-58.57853207531595,B,E,112.57681918608439,-156.05803832448453,A,A,C,10.305600510866158,C,-61.97213593270921,0
Female,51-65,None,B,13.991983367982371,E,E,47.632836046002986,-69.19219843947721,B,A,B,233.4337746137195,A,-30.846255203771207,0
Female,26-35,Hindu,E,189.1050922125119,D,C,84.59567119567632,96.16163549455344,A,B,A,-42.569181016545684,B,77.52017079496648,0
F,36-50,Jewish,D,48.49369692880555,C,E,89.3143250010743,21.168705843321593,D,A,D,-32.685498798082655,C,31.20886298543474,0
F,18-25,Christian,B,291.37999069173713,A,D,63.88325964487678,-146.43403130500673,C,A,E,47.2812531766588,D,-27.19148560016323,0
Non-binary,65+,Christian,A,31.110698819954518,A,C,-66.95892075786713,-11.247829350550736,A,C,C,27.31052532211543,C,54.578331840209714,0
Male,65+,None,B,-17.375384243187487,C,A,82.13526954629167,-104.0512962599458,C,A,A,71.16597503996987,C,38.441907589204725,0
Female,26-35,Hindu,D,120.20085108913752,C,E,-111.35685821611452,-286.74716590600656,A,A,B,40.683862146508794,B,-87.40646238709792,1
Female,26-35,Christian,C,69.3841484906972,E,C,37.50664204948952,-43.14160497510773,E,B,D,13.73586726076352,D,-102.4569829406035,0
F,51-65,Muslim,B,-61.36766016540659,A,A,119.81026496998876,5.112263407627568,C,E,A,-127.57220371151693,D,-38.18929451098734,1
Other,18-25,Jewish,A,-2.976670588230999,A,D,-35.89399551484342,224.34717743584685,C,C,D,-137.89753202352168,C,63.682276976634846,1
F,18-25,Buddhist,B,-9.605559677627376,D,C,-8.685956728886518,-63.11557633188307,C,E,C,6.175564987815531,D,96.30772319310668,0
Non-binary,26-35,None,D,29.34294327426667,D,C,-77.35538836280791,-45.7711070705089,B,B,A,74.71630679056533,B,-232.75865496757615,1
F,51-65,Christian,B,57.09931193011209,C,E,55.62481969469746,80.49280057063615,B,B,C,29.96880760153502,B,-110.81730096589204,1
Female,36-50,Buddhist,A,168.77428479274096,E,E,-46.7655464131294,-127.92443793250985,D,B,B,275.76297197073717,C,-44.31182629369525,1
Non-binary,65+,Buddhist,E,-247.87000697173332,C,D,79.1261748094263,-42.27665186326347,E,D,B,73.35490221066098,A,-70.80759253705156,1
Non-binary,18-25,Buddhist,B,55.52507032458046,E,C,13.986528078787467,-83.52645918845845,E,D,A,60.861228208314046,D,-241.38178264385846,0
F,65+,None,C,-56.74208048933098,E,D,0.7903885907488815,34.170140043804814,D,B,B,35.22718921700684,A,-94.21746329767095,1
Male,26-35,Jewish,B,-89.60746648808306,A,B,80.40787473883758,-72.11300933497448,D,C,B,-23.67512618955405,B,-26.74082689739962,0
Other,65+,Muslim,E,-35.5605812319293,A,C,-17.560294823728213,3.3265630261582446,B,A,D,20.97593347886402,E,-167.54735427609663,1
Female,26-35,Christian,C,16.983419239370733,D,C,30.26838643560526,-50.651441255702466,B,A,E,41.357731799187704,E,49.49915683134842,1
F,18-25,Jewish,E,79.9488498056637,B,A,74.34098321706904,-71.04841984245603,A,C,C,-88.38901369369299,A,-27.233261829841215,0
Male,26-35,Muslim,C,-78.90355264465452,E,E,139.27427501771018,-123.97643272217181,B,B,C,-178.17138520508027,A,-2.501345530099877,1
Non-binary,51-65,Christian,A,-122.9445211501651,A,A,-24.45762129503361,63.70692996333279,D,E,D,9.922914017514845,B,-140.7202637362232,1
F,65+,Muslim,E,-25.208004360585477,C,D,18.481925995664547,95.95215662025555,C,B,A,-154.01176165346376,B,-54.59035366443341,0
Non-binary,26-35,Hindu,D,-22.817465137266606,A,D,-152.6870164406972,-133.18065164327604,A,B,C,188.26036897169448,B,-12.535425628634622,0
Non-binary,36-50,Jewish,C,8.457766762254355,C,C,26.066294090258317,-136.32736161655274,B,C,E,112.82015433946451,E,176.54752272341509,1
M,36-50,Other,C,-45.2007260025536,E,A,31.52264940241191,47.463629740364546,E,C,D,20.718849769102366,E,33.495553079643,0
F,26-35,Buddhist,A,-7.376232257914214,A,B,-196.93004977789795,-58.781407345434864,A,C,B,138.34744884588545,B,-22.947136377750827,1
Male,51-65,Buddhist,A,1.9057000377399658,A,D,7.407929554762657,159.8960846604391,A,B,A,-7.518352678814143,D,156.3652088705408,0
Other,26-35,Muslim,E,39.59368989991766,E,D,101.13988856092624,168.276516732782,C,D,A,136.55557138401062,D,-166.80278588695532,1
Male,36-50,Hindu,A,-6.083681741367143,B,E,-68.11608390873685,-28.48179841835038,E,A,D,205.0983797557922,B,-82.18109149635706,0
Other,26-35,None,B,-53.713791821993276,E,D,-30.528038895300526,57.11529075868056,B,B,E,107.3976466037711,B,-74.3517052688249,1
M,18-25,Other,C,63.12647882859223,E,C,84.04479474766981,120.06738302465511,B,C,B,-240.17703870592544,A,55.012387399910224,1
Female,26-35,Hindu,E,-103.83032493629352,A,E,-29.554989395931774,51.629652417510364,C,B,C,161.62422898780056,D,-89.08176853426794,1
Non-binary,51-65,Christian,C,63.32389721697881,E,C,-2.004838059599451,88.58030848242807,E,A,C,123.98763224554541,E,-27.13199516954256,1
M,18-25,Christian,B,-90.8202892917615,B,B,138.20110961351472,121.80200006428328,D,D,E,-97.82761409241874,C,-27.255665703860398,0
Male,65+,Buddhist,E,-261.52132781115444,D,B,-42.58081735037337,-55.533313878852994,B,D,C,-182.0236309524286,C,-174.40058176956097,1
Female,65+,Other,D,-16.058673690642415,D,B,-67.94522223045175,-75.13234605735765,A,E,E,117.36413386343168,D,-74.50417742896379,1
Non-binary,36-50,Buddhist,E,83.1755244803782,D,C,-47.52758621930218,42.192146059469806,C,C,A,-92.25876146313506,E,-164.53284901776019,1
Female,18-25,Christian,A,111.125244306069,B,E,43.64521897493762,-45.74693096690733,D,E,B,-171.76587886305833,A,56.19398749100423,1
Non-binary,26-35,Hindu,D,80.97896733620405,E,A,245.20194348465404,-10.825482763630069,C,B,C,112.17217588542272,E,-88.1598997296005,1
F,65+,Buddhist,B,34.02265353338426,C,A,-27.06589408997047,-26.634338417642432,B,C,D,53.6843571206433,A,-168.2656639667713,0
Female,51-65,Hindu,A,61.18733877648728,A,D,36.10667059930009,-4.217695442535608,D,B,C,-48.834620780517135,A,-36.099001062262495,0
Female,36-50,Buddhist,E,8.438855985707141,C,A,-42.243028160001266,-2.8061801064755945,C,C,A,-9.553227502057346,A,-17.714705669247035,1
M,51-65,Other,A,212.0759793538808,C,D,-13.213284433297453,48.328979232119245,D,A,D,120.48584974039885,C,-75.74653756422373,1
M,18-25,Muslim,B,-61.78468398176014,E,E,-23.421935139403168,41.290853966878274,D,C,D,107.48400814658608,C,-199.8600535688932,0
F,18-25,None,E,-152.75070514387045,D,E,-82.13400299545582,55.333150584520205,B,D,B,-145.97390942475676,B,20.293116572161228,0
Other,65+,Muslim,B,89.53363778867485,A,A,-57.73447698647474,-91.42273712351577,A,B,C,-43.322860318670664,E,-105.30676210721074,1
F,65+,Other,E,64.9991779399413,C,E,-16.15844698381501,-3.4244548220429953,C,B,A,36.70373576439794,C,-156.07371824288845,1
Male,51-65,Muslim,A,-244.50302617640975,C,D,-41.91136669094362,71.467352160445,C,C,C,-102.37512408792296,E,90.64757848651726,1
Other,51-65,Other,C,113.12711462297914,D,B,65.67996989749665,-137.98410212031544,B,A,B,-125.36007305824421,C,-129.7937087051568,0
Male,18-25,None,E,10.675102847925462,C,A,110.76993635139432,28.531392952990288,D,C,A,-123.67208125915195,A,-31.952984599308348,1
Male,65+,Hindu,A,-121.04768810510771,B,E,-1.9043052927558413,0.05491702797980627,E,D,D,50.980395592745786,B,-76.36416728100353,1
M,36-50,Hindu,E,-2.315689371575041,A,A,21.420016897719883,99.05401668899371,C,D,C,72.89957317933118,E,-107.86949003735779,1
Non-binary,26-35,Hindu,E,-34.75018333285937,E,B,-67.49971783724817,-103.10448396940208,D,D,A,-142.28107926316508,B,85.43726305095738,1
Female,65+,Other,A,-179.9835616750419,A,B,78.49040298299356,23.1618083433596,B,D,E,-130.9181367296659,B,60.033668932464245,1
Female,18-25,Muslim,B,-11.44339907819112,D,C,-116.19656083329014,-1.529720761195921,C,D,A,-137.16514909906618,B,38.566773793230105,1
Non-binary,36-50,Christian,B,64.29484304152787,C,E,133.36782673619345,-163.5772057481516,C,B,C,86.61894732958889,E,93.45320495520808,0
M,26-35,Other,A,41.567292661743,B,C,127.4850361919049,-113.99623706810308,D,B,A,-11.931381259415648,E,-66.2432206185867,1
M,18-25,Buddhist,A,135.28996717949693,A,A,55.27221900754519,42.16662002655033,E,A,E,-165.80894353212722,D,3.4530494751065377,0
F,18-25,Buddhist,B,-19.311060791987337,C,D,99.81903837469345,56.83363726279701,D,B,A,-15.073054891170845,A,-151.53592885578942,0
F,26-35,None,E,108.62910260157533,A,A,-126.26235717312898,65.42660070510573,D,A,B,135.80592539562858,B,63.22548670842515,0
Other,26-35,Jewish,E,73.85455530602091,C,B,-39.06366562690711,74.32576203161321,C,D,A,113.6905124525843,E,8.960091825375113,1
Other,65+,Buddhist,A,90.06215211347312,E,C,-77.76533020776502,108.98902445276246,E,B,C,105.04807123281846,B,226.52118532998102,1
Male,65+,Christian,A,57.9371310802274,B,D,56.13037766146749,26.159955297569304,D,B,C,55.59218143605202,D,21.942001971271154,0
Other,26-35,Other,B,-49.943766037227206,B,A,7.651433146956488,131.09306346245137,D,B,D,122.33798179398885,C,61.32278955066462,0
Other,51-65,Christian,A,40.33626629755429,E,D,-38.6396986441145,-180.9777500164552,D,C,A,-127.3950935398146,A,168.72069983749805,0
