faith,Disability,age_range,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Jewish,Both,26-35,Non-binary,A,E,C,D,150.1307665134533,12.468858940028477,145.8122230869009,102.9066078498897,16.774267719246623,C,55.33708106699714,C,1
Hindu,None,36-50,Other,B,B,B,B,79.22778969581469,-344.25437685370116,30.59016143243071,-139.77123764009343,42.70249269601889,D,-4.185802620787117,C,0
Christian,None,51-65,Female,E,B,C,C,-39.134067802443994,-139.89975296622305,-43.23352485804256,-19.42830354908028,-18.943924715229,B,1.8265039082007894,D,1
Christian,Physical,51-65,F,A,A,C,D,80.571022158859,109.93047107572175,97.70277620853341,-38.7351053430331,258.9827200310399,B,-101.21383069335315,C,0
Jewish,Mental,18-25,Male,D,D,B,A,39.73739075758856,-76.39847016728253,-16.345358087045835,74.35087435827346,-48.2234463270952,A,-6.330177584672436,D,1
Buddhist,Both,26-35,M,D,B,B,C,308.06491276349914,102.77587777113702,41.44851827597144,5.2284272924179716,-88.56347704795509,D,46.26024675334846,A,0
Jewish,Both,65+,M,E,A,D,B,-132.10714269489907,-144.46990022831116,130.89360455787653,-51.49414740909746,146.63155460657876,C,116.64074222563927,E,1
Buddhist,No,51-65,Non-binary,A,A,A,C,-7.7011008063745905,66.40518483730496,111.20179680828433,-75.49372499419185,46.87062890565857,C,37.98534156798288,B,1
None,None,26-35,Other,B,A,C,C,148.8413939371302,179.59991100377945,-23.39954844838194,-0.08227453103659264,19.64870715353918,B,-49.96027478903094,C,0
Christian,Physical,65+,Female,B,C,E,B,182.7259805894113,-50.71989164194542,5.678017120694114,111.09310494407558,-4.046425775785647,E,-63.43773742831977,B,0
Jewish,None,26-35,Other,D,E,A,C,133.86623600817217,52.932386858598235,-95.1685895049417,162.42535574305458,-67.99339123763953,C,181.76464748088785,A,0
Other,Both,36-50,Non-binary,B,E,C,D,-113.40010731083596,-2.912053057507845,-2.1139615121266764,54.53741235781278,-125.65227569495086,B,186.6233769119419,E,1
Christian,Mental,36-50,Male,A,B,A,D,-31.810813871794817,-19.92494893516971,25.203551575127538,-32.13887192416126,-226.00831168303168,D,256.21950455806297,A,0
Christian,No,51-65,Female,C,C,E,D,23.09972125108034,-30.885447484161034,69.08778332676735,-248.38364183765484,141.1552358724399,A,152.49856868136985,C,0
Muslim,Mental,26-35,M,C,D,D,D,-104.93082780999939,203.11514401638306,-101.17077352130323,-15.788218496019695,76.44659983679308,D,64.54907950090279,E,1
None,None,26-35,M,C,D,E,B,105.13902917934774,15.156190127343375,141.67426584707903,-24.59410992360456,55.617773117688806,B,82.38968938735482,E,1
Buddhist,Both,18-25,M,D,B,E,C,84.77424452746996,63.246669440156786,47.659894241733,104.23313102912275,-118.59625607136842,C,-42.76973167161518,B,1
None,None,65+,F,B,C,B,E,-113.98421216050487,-189.50188155215926,9.260129242007107,-16.35069974799596,-34.25539361201324,A,-110.19708198194272,C,1
Jewish,Both,36-50,Non-binary,D,E,B,A,-121.64671521279796,-23.720938217980557,-126.5645541286226,20.5561799434879,26.54371215478889,E,17.30357899625839,C,0
Other,Yes,51-65,Non-binary,B,D,D,B,67.03277076311211,-78.89724044197257,144.44243312703998,80.22837096358295,-37.26528848454504,C,108.58136642549103,B,0
Muslim,Yes,26-35,Other,B,E,C,C,-247.63776293755194,28.902048826117248,-115.4000638599478,163.65676744036094,-2.008848795103215,B,-27.423087062017803,B,1
Hindu,No,18-25,Other,B,D,C,C,-22.407046460969614,28.760554617539352,128.78912574079678,-93.61363532578562,-102.14442916459805,D,72.88849646747097,D,0
None,None,65+,Non-binary,A,D,C,A,94.57281261612185,39.149587853747356,-65.34013851936638,12.573883757012212,54.94121950822778,C,-48.724354662032276,C,1
Jewish,Physical,51-65,F,D,D,E,A,30.85510494299996,70.40858897393741,-343.3970126130863,50.55822428127902,-113.4049624069779,D,-107.9288623906972,B,1
Hindu,Physical,18-25,F,C,D,A,D,7.655869435113888,-121.94570833181476,86.05956439832953,-84.19478759559725,-57.13827426320977,C,-100.35848739613364,E,1
Other,No,26-35,Male,D,C,E,B,93.9206048510851,-103.00547501296171,190.1879231006011,8.150673558397338,79.93578423193466,C,-84.43919312329156,A,0
Hindu,No,51-65,Male,D,E,E,A,29.88976147349898,-41.2170785084393,-42.16846935782654,82.15971765171103,-132.4930775843607,D,12.167639212895324,E,1
Christian,Yes,26-35,Non-binary,D,C,D,C,-77.45335244787654,-84.30825961268667,21.497846870352273,-83.23005376102282,-56.128878995072796,C,106.37401257607641,E,0
Christian,Both,51-65,M,D,C,E,C,178.77992295030853,-3.3856381840463503,188.71168317870314,-45.901636084782474,134.07860143478578,D,-169.02682046590832,B,1
Christian,No,65+,Female,C,A,C,A,-24.850485028761696,48.60681649042912,115.79377212554401,4.331429840626112,-37.01943183212207,D,72.00443491054122,C,0
None,No,18-25,Female,D,C,B,C,16.679806264020545,-62.16695914123833,-180.56528443705798,69.65411244289601,5.668235090768389,A,17.802659006931158,D,0
Hindu,None,36-50,M,D,B,B,E,78.25470726595908,2.1191415289790125,92.77710809231641,178.86129326584356,-217.47154680540976,B,-97.13549682612482,B,0
Muslim,Yes,26-35,Non-binary,D,B,C,B,-181.82496579343297,15.77871295793162,-95.22387512226409,149.73758482560433,-60.35237014712145,A,15.613506904234,D,1
Muslim,No,65+,Female,C,B,C,C,57.49474079550071,9.215844533199677,-2.071728889308463,29.319041309677324,118.2897769974363,A,167.02911140511384,B,1
Buddhist,Mental,36-50,Other,B,B,D,D,-39.30761895559061,-39.37482255987177,85.24792583478639,-44.88993067480608,54.58777410673159,E,113.33019231458252,E,0
None,No,51-65,Female,D,C,C,B,101.74488654463039,-18.102995187652606,-16.686160654273408,8.776131720242427,41.14284339999731,B,-36.52744158061347,C,1
Christian,No,18-25,Female,B,B,E,A,-31.87101806503387,-36.69063314308488,45.643070016143525,-22.99009593591625,13.42416999748441,B,-8.832304567358484,C,1
Christian,No,51-65,M,B,B,B,B,133.84293325376137,-11.054983312651299,-68.12314049613694,167.32207150123884,95.89974287647266,C,-84.941726316925,E,1
Muslim,Physical,65+,Non-binary,C,E,C,B,135.2945300670672,-102.5581933567463,108.80424152063493,-44.55799583614192,-34.020229134455235,D,63.07806717169257,E,1
Muslim,Mental,36-50,Non-binary,E,E,A,E,127.76289981673547,63.86908787737418,-20.420479708170816,229.67539665659604,-179.2056616768722,D,145.75490548254172,D,0
Jewish,Both,36-50,F,C,E,B,B,83.88870711174867,-169.61850543426584,-55.517029527549965,31.368843792950805,136.76253819493414,B,-0.7895627689215349,C,1
Muslim,Yes,18-25,M,A,A,B,E,50.67058525924699,138.40889039350478,31.548354138639635,191.49896389039714,-137.1541088088461,E,-25.2569783934711,D,0
Muslim,No,18-25,Non-binary,A,E,A,C,-117.10749043296018,111.7844615211621,-51.175001921829214,87.6532092535283,-31.361985821249473,C,101.15034241974587,B,1
Hindu,No,18-25,Other,A,D,D,B,29.363969051859023,27.737097689227426,-21.50102836488088,163.1537179747223,87.22331995943162,C,248.18576050797714,E,0
Jewish,No,36-50,Non-binary,E,B,A,D,-130.7726566293733,-36.256885200694796,-0.49591053010187397,-43.2618007962521,96.62899319543834,B,-116.46125212112356,C,0
Muslim,Both,51-65,Other,D,C,E,D,57.776658516486975,-24.238821798768033,-264.4198861030449,-58.047008710069036,-14.202377154678485,A,114.82739461708759,A,1
Jewish,Mental,65+,F,E,A,E,E,11.091604711807431,-128.8144968819122,-9.369602670751977,14.89877855049157,-92.50474055263295,A,-16.95118184706117,B,1
Other,Physical,18-25,Female,D,C,A,B,198.47799553078062,49.77740383278446,18.985768018486812,150.68024195135425,109.35272540693266,C,209.12861529512406,E,1
Jewish,Both,26-35,Other,D,D,E,A,-107.58341940005904,127.66174277026579,-157.51688191742207,38.37272200477555,-128.86381192643185,A,-76.15343531278089,E,1
Buddhist,Mental,36-50,Female,D,E,D,C,-7.045971075439815,198.83080382841788,68.06834251258375,-173.1205483388291,-41.09169606579182,D,49.65306166285516,B,1
Christian,No,26-35,Non-binary,D,B,D,D,67.54266035063789,-162.18199766703088,42.97488096813473,-12.216091949649039,29.532453902341526,A,-6.486990873118743,E,0
Jewish,No,36-50,Non-binary,E,B,B,C,-128.24801570817138,5.902253048288937,-42.051413193566255,173.0783665351169,-131.40008203552557,E,25.496410284099923,A,1
Buddhist,Both,51-65,F,A,B,E,B,98.77112348211888,212.018097696471,-68.98444090209651,39.50957569644011,84.27733976217631,C,-75.66968820828825,D,1
Other,No,26-35,M,C,D,D,D,31.93331730464167,-24.719125383935538,-10.970730061506798,-49.78308462152818,-4.436593522727372,E,-11.147589950430072,E,0
Hindu,No,36-50,Other,D,C,A,A,100.43407133036257,-119.95060554326604,-41.794604136959045,-11.189134708298056,68.75932610975526,B,-2.5279254793780757,E,1
Hindu,Both,26-35,Female,C,E,B,C,102.70395932309468,-75.40305296548794,-12.017885767993443,137.55681348082896,-45.113240953567704,A,83.93398505704319,E,1
Other,Physical,18-25,M,C,C,D,B,-101.09994623755283,50.45803543607693,-165.24022304617162,-124.03128298360897,29.184301994609523,A,10.630103064823,C,0
Muslim,Mental,36-50,Female,B,E,D,E,-47.433822798464824,-134.0329638418756,-210.95424039934,33.847994627132735,72.19349371326648,B,-16.9909768899111,A,1
Jewish,Mental,18-25,Male,A,C,A,E,-75.52052160805786,-85.49045141291934,296.84766615810133,-58.72872801040325,-49.69731977010761,A,-137.17264163769974,E,0
Christian,No,26-35,Other,C,D,B,D,-129.52432792455804,19.190650489048988,70.66077926256654,169.97523403957535,27.213932345545434,D,-36.995207840808185,A,0
Jewish,Yes,18-25,F,D,C,B,E,-222.42882668478097,-28.276795867103143,206.98965974039302,140.44201606607456,-139.67740836363936,B,117.63372604526087,E,0
Jewish,No,18-25,Non-binary,B,D,E,B,-133.5036141491112,27.06961018741377,-141.22582871655968,-297.79763762112646,-65.56530922874003,B,-44.13388754312858,C,0
Buddhist,Yes,26-35,Female,E,C,B,A,31.261033006543393,-4.046731553754022,68.65747386346123,65.24665535819625,-23.51735178275832,C,35.9038270817916,B,0
Jewish,No,26-35,Male,B,E,C,C,80.12949611399492,110.05641769281316,59.87310056579458,-10.648868175418771,-13.069202157590832,B,-97.22830789355112,B,0
None,Mental,36-50,Non-binary,B,C,E,C,-191.9410051824268,33.98535580674394,-90.75271018716393,-34.071261027614305,66.64577423072299,E,-225.43913265822476,D,1
Christian,Mental,36-50,Non-binary,A,E,B,B,15.863793137386512,-172.83568093663328,19.554135586471922,-10.07549715073778,78.60607618065617,D,-68.1360597906551,D,1
Hindu,Both,26-35,Male,E,B,B,E,-12.346739616535528,1.9937185719118855,-169.64542068393038,-46.98396782547769,3.07709628816455,D,0.7699443189226601,B,1
Jewish,Physical,51-65,M,A,B,D,D,-33.24571071268728,202.21669898563803,0.5540259012238434,67.13283893531137,-36.07142823305976,E,179.43192311991402,B,0
None,Mental,26-35,Other,B,B,D,E,4.822814285628504,132.92951266963888,-40.395820910813185,25.983780155101243,49.764283217545355,A,129.87975393248593,B,0
Jewish,None,26-35,Female,D,A,E,E,27.179350401852542,-16.241999598078895,128.83074450036602,-30.756220251419027,-109.43807771105779,E,-153.44430245004787,A,0
Jewish,None,18-25,Female,B,B,B,A,-35.76933345063259,-214.16044389792103,-62.88226094219098,-45.53113022539902,5.586147184673913,B,90.57787042264887,E,0
Buddhist,Yes,36-50,F,E,D,D,E,125.58088301648111,30.559895822966805,42.49558142219437,18.48428458165787,-108.27563626327733,E,0.5380007386730041,D,1
Other,Mental,51-65,M,B,B,C,E,73.25559897463192,34.8505182408396,-159.55753080838227,-90.2713409049895,-158.27756807868778,B,126.09071839412795,D,0
Christian,Both,18-25,Male,E,E,E,D,10.341500314745273,82.13771531659468,-27.044223297690905,58.984574149572055,-29.808429411080194,A,104.10388328622491,C,1
Jewish,No,36-50,Female,E,D,A,D,-23.33523335546773,-90.30380454665082,1.7579868597480321,60.99885128500966,-54.02644865769224,D,97.1358980797249,C,1
Hindu,Physical,51-65,Female,A,B,A,E,149.40585396012688,65.29643871224387,88.01952071812515,-145.1931758407145,75.68957261186131,E,-61.469668924675226,D,1
Hindu,Mental,36-50,F,D,C,B,E,45.01070931816771,33.22067983381265,143.15915028842605,15.866143990261666,-87.97325245298168,D,44.30166450548082,E,1
Buddhist,Mental,36-50,M,B,D,E,D,75.55935258129178,-36.76917492912367,-165.67518917906142,-79.52081772904404,-25.612935389414144,E,-7.511374695397993,A,1
Jewish,Mental,51-65,Non-binary,D,D,C,E,44.24477766370939,79.77411479319287,94.27459352093518,57.508332829792295,203.8209122756009,E,-65.07143012399774,D,1
Other,No,26-35,M,B,D,E,B,-216.4505994652547,-208.43148124830918,-49.859742394797195,-9.798947975093077,221.83261714858088,E,46.89986644415828,E,0
Christian,None,51-65,F,A,E,A,D,-133.87768029466645,22.666002559047964,-85.62373930401598,-78.36834492643415,168.71525191090967,B,-163.71626895824951,B,1
Muslim,Yes,51-65,Other,B,A,C,A,-36.547242927777745,-105.20071333821346,58.22629628921041,-157.97001605022015,124.15586191470305,B,-216.2815901112713,B,0
None,Yes,65+,Non-binary,B,B,B,B,-122.08900906019828,93.20643651387618,136.46252189351918,53.72297337671452,-30.324000595277074,B,-0.4267521365953376,D,1
Other,No,65+,F,B,D,D,A,212.6060679215141,27.94645601530666,-233.19929346767046,34.87609063613078,-36.55072155989643,E,50.29598556972754,A,1
Jewish,Yes,65+,Non-binary,E,A,E,B,-241.0371541992422,61.84609378536033,218.7108943685822,52.85937282722204,71.02420520539921,D,20.502263209620697,C,1
Jewish,Mental,65+,Non-binary,C,E,B,D,-46.25927854375772,82.85280016247341,-132.22091735286577,-173.40140947135808,27.639234726427965,A,7.022911519154758,E,0
Hindu,None,18-25,M,D,B,C,B,24.670096486223567,125.75416238467395,-23.78038201166857,-25.509822359810823,-138.954170000694,E,-73.37140353244455,C,0
Jewish,No,51-65,Other,C,D,A,E,153.2295033178472,98.03739923298784,138.8022305365744,8.757990323049208,42.683177404692835,B,59.71767827425024,B,0
Christian,Yes,36-50,M,E,C,E,B,-78.25847998450712,-128.19949356268543,9.165996524928326,90.48658296300586,-60.287401313891905,D,-107.64008253447707,E,0
Jewish,No,36-50,Non-binary,B,C,D,C,60.81932791855586,-160.31452249845978,-165.12569596761145,-2.763776996681846,-92.90217212706573,E,-20.141291249081757,A,1
Hindu,No,18-25,Female,C,D,D,E,-293.82908681724535,2.0654267141654836,2.7777348994107967,-9.778785270212456,96.92603266492058,B,47.66091529385395,A,0
Buddhist,Both,51-65,Male,B,D,B,E,-7.1094143546283535,54.06046086617279,108.35536387560332,20.596011531257723,-64.96576883290655,D,-10.889875528246632,D,0
Other,Both,65+,Other,E,C,B,C,48.09684214215553,-129.4702104023821,-16.50362271282737,128.07137131506755,11.560034580994424,E,-90.27777630094731,C,1
Muslim,None,36-50,M,C,C,D,D,-87.56145342366068,18.984832709653574,217.46017416050535,118.83460120071014,-50.32387510792612,C,-2.6130630650388955,A,0
Buddhist,None,36-50,F,C,D,B,D,-2.504874134437949,14.843320964749848,75.54044990651728,-33.56172485927758,217.46052324045516,A,76.50564180336326,B,1
None,Both,26-35,Female,A,A,E,B,-51.99656308398537,37.296608725186566,58.924628476087406,-115.02420510260842,-2.3332381236897475,D,72.03439940166085,B,1
Muslim,Yes,51-65,Other,B,D,D,B,-16.2392771643176,117.90628523936459,-46.33073693795088,-104.83207451450218,133.36562823856028,B,-162.1144138548411,C,1
Hindu,Mental,51-65,Male,E,B,B,A,-14.948201248259721,-10.108401194634222,-16.51269614340092,46.11296611704304,-94.6730329150246,A,-16.57589261326933,B,1
None,Both,65+,F,A,B,A,D,97.94903872071853,-87.90038158877442,224.18509706356198,7.134529423133834,93.69374433891139,E,-126.88304321637911,C,1
Buddhist,Yes,18-25,M,A,B,E,C,-61.72483719993722,-124.64267906068274,-30.270140836899103,-48.93738788586266,66.98027455684723,E,-133.09508438672316,C,0
None,No,51-65,Female,D,D,E,A,37.22237132578496,-89.23014607029053,-90.05854308228774,-16.710466985823324,-10.369059754458075,E,47.08165062830788,A,1
Other,None,65+,Male,C,D,C,C,16.525110580383323,-142.32757057691396,168.4746115350934,95.11750004348038,-197.013073103787,C,-24.160310269602324,D,1
None,Both,36-50,M,D,C,C,A,173.782735580302,-183.3148930334671,59.5655741098045,-48.98219777547707,275.95194298149676,D,-16.881118500809634,D,0
Jewish,No,51-65,M,B,A,C,C,186.44162283596546,-32.34612753341213,100.64574273604474,-47.55418653248629,-42.70882741665421,E,-187.39369186941047,C,1
Muslim,Mental,26-35,Non-binary,D,A,B,B,-176.53519535190904,173.7774006356548,191.9039143153642,70.93183951813886,-136.03416687392743,D,-53.44475124204331,B,0
Muslim,No,36-50,M,B,E,D,D,-14.940302304571695,33.6412378667798,79.11588484182074,-58.07617730527341,31.576049418058105,B,183.62252004296334,B,1
Muslim,Mental,26-35,Other,A,A,B,B,98.65855820932603,-78.96201495190186,-172.4396402036549,23.583601409070223,36.926277912006896,E,125.34796678365493,A,0
Buddhist,Both,51-65,Other,C,E,C,D,-129.03985742554102,19.540975201602244,54.65336156484057,-23.696038223408195,-4.146548058969425,A,-43.35775188433671,A,0
Buddhist,Physical,36-50,Non-binary,E,C,D,C,-38.997052394071666,-140.9095414698972,-15.018815793497161,82.82767302995784,-35.63043437855513,D,-144.3612578816582,B,1
Hindu,Physical,26-35,Male,C,C,C,E,12.458024369805006,-18.972781380279557,156.56070961115321,65.95753246468558,33.402526121204716,A,28.337730124214865,B,1
Buddhist,Mental,65+,Other,D,B,B,C,3.849992471501658,-99.75857862855453,-24.546414038669273,-172.52438800623065,52.58407565483165,D,107.60211877547752,E,1
Other,Physical,51-65,Other,C,C,A,C,124.42011756679486,126.46538921148867,136.96016277224788,-48.27995274803168,-79.56046427062084,A,-154.87845305554941,C,1
Hindu,Yes,36-50,Other,E,E,B,A,6.3258534437290885,147.6265381588873,85.6878019735689,-73.22368836301034,191.7443582077704,A,6.571187252955156,E,0
Muslim,Physical,18-25,Other,C,C,A,C,-76.45706319767217,-4.428902348005865,109.71907826448816,95.58022628833525,89.1400069077088,E,-13.167889264965545,E,1
Jewish,No,36-50,Other,A,A,B,B,-153.52151530662456,-26.0114673622526,21.268821478971674,70.94782527266422,-69.54889488714846,B,150.3420733606567,B,1
Hindu,Mental,26-35,Non-binary,C,D,E,B,36.13237079395445,39.96862103507644,151.85701193644462,28.242368890226427,9.628100677534151,A,94.8268134975326,C,0
Other,Both,65+,F,B,C,E,D,125.48053575011208,124.1060339847811,228.8260409159991,-119.82550404154419,-29.30035265838024,C,-6.843994486121206,A,0
Muslim,Physical,26-35,Non-binary,C,D,B,E,-42.70081038419845,-62.44857373996132,-48.24852842056477,150.50896782413662,74.15727923504737,A,-76.49585516463458,C,0
Other,None,65+,Non-binary,A,E,C,C,62.99030708077239,47.44494297095972,-75.93173961815666,-64.9169646128765,67.80800294967072,C,-38.91338752424774,B,0
None,Both,36-50,M,A,D,B,D,-31.13646871619824,110.11586950938512,-19.668531099336246,31.79375563583934,-124.4435454225809,B,67.49676574032587,A,1
Hindu,Mental,65+,Female,E,C,B,C,94.35357935561674,-166.0827521307865,-100.66710608848706,59.35612809819675,-173.17302814648346,D,-64.68139943193515,E,0
Buddhist,No,26-35,F,A,D,E,D,77.18903599703269,-104.71572159054128,96.96753403784598,-25.7696393275278,-254.86033015178324,C,-137.38364429494047,A,1
Jewish,Yes,26-35,M,E,D,D,D,-96.00161003454495,-263.97914183952633,66.3971568540174,-50.209716164062115,4.6499972549785875,D,-14.693956371320022,A,1
Jewish,Physical,26-35,Male,D,B,A,E,201.69243493641557,-112.29362425271738,39.345545740697844,37.43492802098065,39.91529062768882,D,-134.50153073264624,A,1
