Disability,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
No,Christian,C,31.6584126200927,D,D,B,B,E,C,D,D,47.96403579061451,-61.19996039601965,138.03587052606906,1
Both,None,C,-55.81592538217552,A,D,E,E,D,C,B,E,24.573985390807625,7.438320740093378,-116.10901687735185,0
No,Hindu,E,44.93616490578465,E,E,A,B,B,D,B,E,-22.869992602197286,-128.0616505291382,141.10870282640505,1
Physical,Hindu,D,25.819700797921136,D,D,A,B,E,E,A,B,0.9422557788717056,-49.53922821515061,66.01959156871312,0
Both,Hindu,E,48.27219911218526,D,D,B,C,B,C,C,C,27.764371073705824,69.62916806178937,-52.68216133808252,0
Both,Hindu,D,54.95990980812745,E,E,A,B,A,D,A,A,-80.37756692262913,55.242876232155545,119.7204284233518,0
Mental,Other,C,14.454499480231272,C,A,A,E,B,A,D,D,-81.85285918976902,152.41783290481695,-69.0399273672466,0
Mental,None,B,-21.757046518664755,D,C,A,D,C,A,B,B,-90.45951398006575,46.96416115472649,50.466527412199305,0
None,Buddhist,A,80.26676389759281,D,E,B,A,D,B,B,A,6.15406430723162,-83.55376096686048,192.281534690603,0
Physical,Muslim,D,-198.30832955391395,D,E,C,A,D,B,A,D,19.825203705899554,-100.76977003050133,71.04285720574445,1
Mental,Christian,C,-149.74417709062098,D,A,A,E,D,C,A,A,-51.66426734675298,95.95122378339835,12.876387138555401,1
No,Christian,E,-38.62731345225219,E,E,E,A,A,A,E,E,132.4481260850373,44.03976867834514,-62.61299193471698,1
Mental,Buddhist,C,-80.92640572329843,C,B,E,A,C,C,B,E,-88.34894387052957,-20.408978525567907,-190.68150761991538,1
Physical,Other,A,-61.29684598371289,E,B,E,D,B,A,B,A,132.34594741661869,-117.3007079333928,90.08218349471029,0
No,Jewish,D,-42.11051531349765,B,B,C,B,E,A,B,B,70.45671180724088,-79.91382355058177,37.759793302852,0
Mental,Buddhist,B,37.39194455054427,A,E,E,C,C,D,C,B,-20.953695486949695,58.293869354256934,-81.99333385487331,1
None,Buddhist,E,160.8106548997291,C,A,E,E,E,C,D,E,106.19668856343691,-109.18391859426337,90.98764506109977,1
No,Muslim,D,81.57082826616018,C,D,D,A,B,D,B,D,-49.24332215492212,128.90199003127728,34.96108492850481,0
No,Jewish,C,81.61982624756722,D,D,B,A,A,A,E,C,-100.63164594763035,92.82868715072405,49.97307952376275,0
None,Jewish,A,-120.67052070686314,E,E,D,B,A,E,B,B,-120.79434427043181,-34.694212447573165,148.49560696329024,1
No,Muslim,A,-112.1803025382291,D,D,E,B,B,A,A,D,64.8820909060039,116.92540075993878,-30.990701690283935,1
Both,Jewish,A,53.262815240668125,A,A,E,D,A,B,E,A,90.95029602245643,11.350435674127352,61.83465598221023,1
No,None,B,105.6081569016373,C,D,B,D,C,E,A,C,-76.90186198681438,-15.693448112101734,-128.27214351772454,0
No,Jewish,B,-4.9670657116558905,D,D,C,A,C,D,A,D,-70.52965662503522,130.96612002762845,93.29896030733366,0
No,Jewish,E,42.87782222980105,D,A,A,B,D,A,D,B,-20.492719818211473,-55.49840712345201,39.66013858084351,0
None,Other,E,-35.06226922342538,D,D,A,A,C,B,E,A,87.02581903867087,-45.07094199142656,-155.96382780186715,0
None,Jewish,D,103.66704029294398,D,D,C,E,D,E,C,B,-15.449501011519551,20.57868255583847,-57.5669441162472,0
Physical,Muslim,A,-14.487756604930096,E,B,C,D,A,D,A,A,-72.94018064253002,8.989413334185828,-80.34274422911889,1
Physical,Muslim,C,-3.1715265298959823,E,A,E,B,A,A,E,C,6.990692878063321,262.3050771520137,-83.43657714641876,1
Mental,Hindu,E,-121.86961393950561,B,C,C,B,B,A,A,D,94.86246938136674,31.07996969115764,-37.44675411620166,1
No,Other,E,-0.9580131393279326,B,C,A,E,B,D,B,D,-52.64142697635618,-243.8809339826616,-79.42264245117211,0
Both,Christian,E,-135.17457213180657,B,E,E,B,A,A,A,B,49.092031755110916,147.90677601255308,-55.60026945399083,1
None,Other,B,21.733973215569918,D,C,B,D,D,B,A,B,129.20756412732476,117.13938139633999,64.21368436641677,0
None,Other,A,82.8471226118532,E,C,B,D,D,B,B,A,-136.53235669178832,-99.61053482502122,-196.84718428547623,0
Mental,Hindu,B,-156.38257791064345,A,B,D,A,C,A,E,D,11.13106193659189,10.012235243622694,-21.993699461469703,1
None,Other,B,-328.2433701830557,A,C,D,D,B,D,D,E,17.26681042989507,-252.59805873284634,34.76642545654031,0
Physical,Christian,E,-56.5195173550109,D,A,E,B,C,B,C,A,134.80146598716385,51.10461153416171,67.19119466241878,0
Physical,Muslim,E,32.862235020881165,B,E,C,C,B,C,D,A,-114.94207436830834,-31.056059585744606,-92.55942793732385,0
Both,Other,E,41.46073916229726,D,A,C,D,C,B,D,E,-45.41447554882275,-60.08256942001841,-32.78153066339505,0
Physical,Christian,A,112.9423268750445,D,C,C,E,E,B,B,E,-136.84777467248819,78.3647753267038,-43.57010121657775,1
No,Christian,B,180.0371729810718,C,E,A,D,B,C,E,B,10.460271504866338,-37.306548796088016,43.907218294745945,1
Both,Other,E,58.04407977335377,A,E,D,A,E,E,C,C,-5.526799546072853,51.51744722312731,60.326177694893204,1
Both,None,B,-25.079147180839854,A,B,B,A,A,E,B,B,93.64967068536734,1.249817866776665,-9.696460637864785,0
None,Hindu,D,-106.85337293640103,E,E,B,D,D,B,E,A,76.33869571588396,-96.4566565739704,61.771536696702455,0
Both,Christian,C,200.62042566305144,E,C,E,A,B,C,C,E,86.93930887038985,80.18170522871513,23.94192050074088,0
None,Muslim,E,-62.06104776355795,A,B,C,D,C,C,E,E,-12.342435505475045,64.86785992597427,7.3248016209808045,1
No,Buddhist,B,-117.48158662177049,B,B,C,C,B,B,D,B,20.34847488204368,86.12202475698233,236.48931748445264,1
None,Jewish,A,159.82961759782648,E,D,C,D,D,E,D,A,11.1746656842052,-189.37867311076525,-213.31425000086764,1
Physical,Buddhist,B,159.88575707281046,B,C,D,A,D,A,D,A,50.44319426777108,-146.41969766941608,18.920683445690344,0
None,Jewish,C,45.09458096350714,D,E,D,C,C,B,C,E,182.55345062823542,-45.44924077854374,-25.250519806361982,1
Mental,Jewish,D,83.80925162868894,B,A,B,E,C,A,D,C,-141.3062493743123,-4.601563729133688,-84.04346017678384,0
No,Muslim,A,47.598223963237004,E,A,B,B,C,C,C,A,118.79894475387272,66.46856897527131,-149.2490741059666,0
No,Christian,C,-78.45719600744779,C,C,C,C,C,C,E,C,-118.08541525848548,-140.81826318881565,-39.59371750252461,0
No,Buddhist,E,4.029321882296625,B,B,B,A,A,E,C,C,66.49066717654559,-211.71201736805338,4.429064320690525,0
Yes,Buddhist,E,27.805138536964964,D,A,A,B,B,B,E,C,-80.83609269261991,-45.15987333501996,-154.88402609852315,1
Yes,Other,D,-6.138676918823419,E,A,D,A,A,E,D,E,65.69821512945772,37.884310638699695,-13.623442931321744,0
Mental,Christian,D,1.4390249052792177,D,D,A,E,C,A,A,A,-88.50439406929817,-7.142638383828497,-156.20461307124444,0
Yes,None,E,-50.57941595320131,C,A,C,B,A,D,A,E,122.33620429708994,222.32996670112732,-142.5608301934197,0
No,Other,B,111.52008561340155,B,A,E,B,A,C,C,C,30.530904372027912,-92.23590108627485,-76.62255570825836,0
Both,None,C,27.156334022707245,B,C,A,B,C,A,E,D,-113.51388745070368,137.14630409900872,-94.23030315747951,1
Yes,None,B,96.3893079171666,C,E,D,C,E,D,A,E,64.76870985202737,39.367844300292475,12.013290925768436,0
Yes,Buddhist,A,-186.39011487883803,E,B,E,E,E,A,C,D,211.11825387351018,-146.908098181806,88.14899233284123,1
Mental,Muslim,A,23.07338919897889,D,E,E,B,D,E,D,E,16.821984866697857,51.129234539305735,19.17768768437585,1
Physical,Christian,D,-4.926515394368622,C,A,E,C,D,A,C,D,132.47123683212675,-7.771558497983156,-71.98079712588604,1
Physical,None,E,-167.4997323302623,C,D,E,A,A,D,A,D,-57.13259338546427,133.0762286962028,-17.046074292040874,1
None,Christian,D,-221.98624443238515,A,E,D,C,D,E,B,C,-132.298728204357,62.716118376468266,-201.05696259998874,1
None,Hindu,B,9.478437550750959,A,B,D,D,B,D,D,C,-109.26520610229706,33.10315253060323,-55.04694228511817,0
No,Other,A,69.2174823594547,A,B,E,A,E,C,B,A,-102.67161961545249,-193.23279285634354,-73.95760260961168,0
None,Christian,D,-18.259356178257484,A,E,D,E,D,C,C,C,-74.86423585351001,-31.981235545074867,20.79252175919668,0
Physical,Other,A,-164.540008509421,D,E,E,E,A,B,B,B,-90.07719717943804,15.002261073755099,-153.07790897203694,1
Both,Other,B,268.3855004709447,D,D,E,D,D,D,A,E,-72.27911947435715,-20.23325276462239,-240.81895854622556,0
Physical,Jewish,B,14.442221580638106,E,C,B,C,A,D,C,D,148.1858568191921,80.4617915729834,129.6639505018362,0
Physical,Hindu,D,148.4321286060119,D,E,A,B,C,D,B,C,98.09013068636003,-79.00265408230266,-51.83825344427269,0
Physical,Buddhist,A,-119.3418125463951,C,B,E,A,D,B,A,B,8.538154952860406,-121.95100776330443,-48.169196639289886,1
Physical,Other,D,-106.79544034739547,D,A,E,C,E,E,D,E,170.9900870579962,59.2510878123092,122.21867323450368,1
No,Hindu,D,148.07651117167296,B,E,E,D,A,D,C,E,186.94793784733147,-108.35182662912182,110.98015449514548,1
None,Buddhist,C,35.55635404526247,C,A,D,D,A,E,D,A,-97.09492490584059,-170.12629856010716,80.52514577031748,0
None,None,B,-10.735713070049423,C,D,E,D,C,A,A,E,112.82810122575364,-9.580686823261347,-55.373501859965245,1
Mental,None,B,-87.04785343383554,A,E,B,D,E,A,C,A,-7.215676810239382,-14.424509709878603,-1.2443339829762958,0
Yes,Buddhist,C,-89.60907262646329,A,E,D,D,A,B,D,E,77.81184795315167,-180.9135998111096,-124.73042643192333,0
Mental,Buddhist,B,29.012866921661495,C,D,A,E,C,E,E,D,-38.43197895487644,-44.7838547362446,-14.446034827382759,0
Yes,Christian,E,-151.19945724074051,C,C,E,B,C,B,E,D,111.61675082045474,-9.612465738901859,32.155279096301534,0
Both,None,A,-161.00240480994307,D,D,A,A,C,A,E,E,-65.50854946767672,-51.14611388251375,-157.1988696956187,1
Yes,Christian,D,-11.00160546948348,A,E,D,C,E,C,D,A,69.20703409965668,-103.3674495539375,-60.817884116506995,1
Yes,Hindu,A,-161.2211919966217,A,E,D,B,B,D,E,C,84.11508446866557,183.05695729360306,46.85806486582777,1
Yes,Christian,C,4.781590737260739,A,A,A,B,A,D,A,D,137.13297269910908,-115.06169347700046,-27.251202673960773,1
Physical,Jewish,A,57.9358261346282,D,A,D,B,E,A,D,C,-10.63933728126225,-42.25061955684371,130.29422270317198,1
Yes,Christian,D,-77.07193644561524,C,D,A,A,B,B,B,D,92.18410776041246,0.43491407464859266,12.977384418396317,0
No,Jewish,E,192.7586264662728,A,A,D,C,A,E,C,A,-58.28841752829542,99.41397460560266,-164.98670294177484,0
Yes,Hindu,B,-55.98196271267509,C,B,A,C,A,B,B,B,-99.22377944416705,59.46643574521475,-103.0061277445031,0
No,Christian,A,-69.87639372488758,C,A,B,A,A,A,A,C,-91.755995450401,96.41385206719414,-114.5267168890977,1
Both,Jewish,D,-45.40767186523183,E,D,B,D,E,D,A,D,148.59240217935061,46.634009783334776,18.99044706638771,0
Yes,Other,A,44.82610679591439,D,B,C,D,C,E,A,C,24.025097758033816,-33.89263055730451,53.19434442850594,1
No,Other,D,6.114283416631548,A,E,C,D,C,D,B,E,177.98731947290668,-80.29196372485028,-13.38190508625724,1
Mental,None,D,29.657026812683775,B,D,C,A,B,A,B,A,-100.00349180542945,-161.32532380307234,-128.06173563377442,0
Physical,None,B,-134.1352944838833,B,D,B,D,A,B,A,D,-33.3415011064631,65.56934789512432,-93.42324881067599,0
None,Buddhist,B,126.27916248901055,B,A,C,A,D,E,E,C,54.777528084057245,-191.69354151352002,230.85414774488478,0
None,Jewish,B,-85.57448562936368,E,B,C,B,D,D,E,E,-43.837865326692324,70.0711386257021,-86.72486316272042,1
Mental,Hindu,A,24.409456282638843,E,A,C,D,C,B,C,A,-243.14557401213682,14.665673639308352,74.64926603668081,0
None,None,D,82.71912730285355,A,D,A,B,E,C,D,E,-20.494216786653592,196.4561484880436,-260.76121456544456,1
Both,None,A,-12.70531887375865,B,A,A,A,A,D,D,B,33.71951047489111,-59.88090693639686,-4.278025819111689,0
Yes,Jewish,B,-11.288483299612317,D,B,E,D,E,B,E,D,-82.62704300394485,46.446286095356584,22.512146461885386,1
Both,None,C,32.661860287691205,A,E,E,E,C,C,A,A,-71.48342966996412,73.36201794871572,48.6563306722208,1
Mental,Buddhist,A,106.18815859741106,B,C,E,A,B,B,A,B,-111.8136256491462,26.353283669707885,-205.6993066849,1
Physical,Muslim,A,-16.451830575408906,D,E,A,B,B,D,C,C,-24.71643366962039,25.618547924408336,34.42719506260401,0
Both,Jewish,D,147.87720225972615,E,D,D,C,A,C,E,C,33.81217317054847,22.621610230960894,65.54582905227964,0
Both,Other,D,-148.5002885652327,B,B,E,A,A,B,E,B,57.60657353065428,82.63533103480391,-14.751814463825161,1
Physical,Other,B,-60.75615605144774,B,B,C,D,E,B,A,C,46.880587700985394,35.301317645152835,6.473422535933003,0
Physical,None,B,-190.75992938981398,E,A,E,B,E,A,E,D,190.36546105911293,-1.5391191643349895,10.442282888221452,1
Both,None,D,-115.50085440188509,C,C,A,C,D,E,E,E,22.290921176510746,79.26303240711384,-64.49981603287446,1
Yes,Other,B,-94.33973535142765,E,D,E,A,E,E,D,D,31.796567766138,-12.323241833436345,166.0155057786977,0
None,Hindu,E,165.99875253627368,B,C,D,C,A,C,A,B,59.46216995869871,5.4232859413965855,66.31788440274381,1
Mental,Other,B,-193.40159236524818,D,B,D,B,C,B,D,E,-4.201593654665707,137.99098076625077,55.97324000933155,1
Mental,Muslim,B,10.898539397205214,E,E,C,C,A,C,C,A,101.29078863019603,8.031706642308267,-137.18422458524626,0
Yes,Buddhist,C,-15.220188187338627,A,E,E,E,D,D,C,D,55.38336677446615,86.84161116639817,-48.323574715461014,0
Both,Jewish,D,-87.21294197404286,B,B,C,C,A,A,D,A,-49.32825327875445,-57.65461588689351,34.36557405535693,1
None,Other,B,65.98010285733878,A,E,C,A,B,A,E,E,-5.773003419199287,-31.202764857716687,-83.81953967758349,1
No,Muslim,E,4.443249950019819,D,C,C,E,E,A,C,A,-117.75616728593168,302.8332647044611,24.772921306109115,1
Yes,Christian,B,74.34505708754953,A,D,B,B,C,E,B,B,-49.728810776116106,41.49376502718635,-65.35892284556418,0
Mental,Hindu,B,115.26860239333232,A,E,E,C,E,E,E,D,-63.055010226305406,-53.73670754664887,95.18275394589661,0
Yes,Jewish,A,-66.03659341922217,E,D,A,E,A,B,D,A,30.48114285604545,89.39184034139245,124.8917237734166,1
Both,Hindu,E,151.66709711978433,E,D,B,C,C,B,B,B,125.58659244391208,-9.895865025211739,82.38159834266989,0
No,Buddhist,C,23.408073284453835,D,A,E,C,C,D,B,E,37.39601598365925,-64.31179429395964,-14.728335327333452,0
Mental,Muslim,C,-70.60119574283515,C,C,E,D,A,A,C,D,6.888386419269435,-7.851639856050993,-85.07516446263622,1
Yes,Hindu,C,-22.92688275386406,B,B,A,D,A,E,C,D,-49.00339232407119,-158.67705047266264,70.51687822149853,0
Physical,Muslim,B,-5.21389119461027,B,C,B,C,D,A,C,E,166.81185469912052,-26.40590867499906,-45.265466201689534,1
Yes,Christian,B,203.23586140399607,E,D,C,B,D,E,E,B,-96.16872929725498,-103.34981407505526,-8.011643416629816,1
Both,Buddhist,A,43.66146232555708,C,E,D,E,C,E,C,D,-135.47852968340135,-37.60793637533526,91.67229403503771,1
None,Other,D,-102.18264259158833,A,B,B,E,E,E,D,B,-160.4021336794333,37.534316904681006,-11.647416815517504,0
Yes,Buddhist,C,82.5357894251766,C,C,D,E,E,A,D,A,-124.29473093592922,-18.525546072862266,28.811041310175096,0
Physical,Jewish,D,-109.09288042960033,B,C,D,D,A,C,C,B,162.55603803250932,-4.5141948257959665,-2.401748401815823,1
Yes,Buddhist,A,120.79998295429726,B,A,A,C,D,C,C,A,-120.85081645884945,132.92031509408173,-16.197826471444877,1
No,Hindu,B,110.71032596936953,A,D,A,B,C,D,E,A,16.310293037201358,-37.32529771730031,128.73156883798512,0
No,Other,A,63.796764365891676,E,A,A,C,A,D,C,B,95.52875733164839,-30.6098823032818,70.62792653175383,0
None,Christian,B,-84.74175636206166,C,C,D,C,D,D,C,E,-66.76973279714595,187.4239060508372,125.26622099432336,1
None,None,E,-59.8299129597736,C,D,D,D,B,E,C,D,-50.92354486549288,19.308341571519314,-68.96086032725594,0
Both,Other,D,-80.09839871537804,E,D,A,C,C,C,C,C,-95.38191224662185,-196.81194681371022,-19.65578778737634,1
None,Other,E,-64.24530792297031,E,D,C,D,D,E,C,B,-17.7652588594195,61.2787903757421,-114.83564620869214,1
No,Buddhist,A,-129.69850850701422,A,D,D,E,D,D,C,A,-56.016069929397574,49.22877055046581,58.55357508487194,0
Both,Hindu,A,-60.92269816650666,D,A,E,C,E,E,D,E,-62.61132351234221,107.83361890327777,-155.83406388762998,0
Both,None,A,127.83099448626491,C,B,A,C,A,B,E,A,96.97072733029968,178.57855868391601,-126.28713900557113,0
Both,Jewish,B,-23.901165618048495,E,A,D,C,A,A,A,B,16.833212277005575,-108.2611159750648,-140.1375263337829,0
Both,Other,A,293.27932978284167,B,D,A,D,D,B,C,B,0.70170188712406,-93.6968051830513,111.78324941129027,1
Mental,Buddhist,B,19.496520706811538,D,B,C,C,B,C,C,D,-1.4611154638292008,63.14882014438954,-157.93727472611218,0
Yes,Muslim,D,81.4851639239909,A,D,C,C,A,D,B,E,-164.6972947545448,163.64696317357493,-57.23608919318954,1
Physical,Christian,B,73.80138779192433,B,A,E,A,D,C,D,D,3.2445919975512307,3.0093576550184067,-218.52543532832613,1
No,Christian,B,-58.85428513842896,A,B,C,A,C,C,D,E,-29.145341702726547,-14.685357080644796,69.1745066658936,0
Physical,Christian,B,192.84454921803535,B,B,E,E,D,A,C,E,62.53339957942852,25.440784749692703,-64.11283081563002,1
Physical,Jewish,B,-106.73853172089184,B,D,E,E,C,D,E,B,-192.6655770279767,-126.44116800837872,-5.5283752540535795,0
Physical,Christian,E,-19.309777230386292,B,C,B,C,D,A,B,E,-84.02012509375425,-33.66370852297642,91.004041672434,1
Physical,Christian,C,-73.57925642587747,C,E,C,C,D,D,C,A,18.064273218413966,77.55427932835698,-5.7354228421628255,1
Physical,None,D,-77.43756198392877,A,D,C,C,A,E,E,A,106.65556054640821,-54.51821428682771,34.4847796843916,1
Both,None,C,118.63134693453947,E,A,C,C,A,C,D,C,-100.69909095735521,-92.5177983904852,-155.92047165191974,1
Physical,Buddhist,C,77.80023760227749,D,A,A,C,D,A,A,A,-25.48301595762889,92.14691400653413,71.8215905357803,1
Mental,Jewish,A,30.439216550872413,B,B,D,D,E,C,E,E,247.4358631205569,-65.64465323502962,33.621656120309346,1
Both,Muslim,E,-207.9892771081346,B,A,D,D,D,E,B,C,4.366367957967285,174.1605200504108,6.999792141605039,1
Physical,Hindu,B,-140.86701663021339,E,A,A,E,C,A,C,E,-135.3774236217613,-54.03624110945092,-66.14384520232475,1
Yes,None,A,92.4625432273085,B,E,C,A,B,E,B,E,167.19862496747078,139.17580754832903,70.92587498598148,1
No,Jewish,E,-93.32894235458085,C,C,D,A,C,D,A,A,50.36769272109113,198.6497148424399,204.32279203234157,1
None,Buddhist,A,19.512814873232724,B,E,E,B,A,E,B,D,56.493150683655394,11.188390517656336,4.08757648985126,1
None,Buddhist,E,20.908303130217238,C,C,C,E,D,C,C,A,-51.07822679575141,83.73784971916677,34.35758844315379,0
No,Hindu,D,-34.905795907990836,B,B,C,D,D,E,B,E,-32.808331117369455,-150.05774419778547,93.541644694849,1
Yes,Buddhist,E,-4.824355201607713,E,C,E,A,D,A,D,C,-110.54873892671819,16.458906848662124,-16.32205311704714,0
None,Buddhist,A,-35.016904296308205,B,D,D,C,C,B,C,C,-4.386470984617701,80.19472340894974,-67.47747553387514,0
Mental,Buddhist,C,20.623016068061364,C,C,D,E,C,B,E,B,-35.04263138308909,-93.25813414392495,55.565925764106574,1
Physical,Buddhist,B,-9.35099931388284,E,C,E,D,A,B,A,D,-86.98314810439658,60.19500218175106,38.05730760141611,0
Yes,Christian,E,-52.682829149775465,E,A,C,E,C,E,A,E,69.18280702668778,-9.544983571581414,69.47711253100337,0
None,Buddhist,E,-31.441609370433188,E,C,A,E,E,E,D,E,-111.33592951923426,37.11639736539184,-29.388917570292637,1
No,Jewish,C,79.27762106458651,A,E,E,E,D,D,C,B,253.00781199764012,143.6056130362878,-169.09917667717144,1
None,Buddhist,E,163.46150036860888,A,E,D,B,B,E,B,B,5.901326779406014,-20.000279295442898,45.63777628104207,1
Physical,None,C,-130.3198716142251,D,A,C,B,A,C,D,C,-107.66028521293221,-20.175417349657174,56.69930745756162,1
Both,Other,A,19.237307214086005,A,E,A,A,C,B,A,D,-3.112427108567068,3.0468767724299943,101.22928800393443,1
Mental,Hindu,E,72.78009635982802,D,E,A,E,B,D,A,E,-112.75185094572053,-59.743199869169494,62.849314315072526,1
Physical,Other,C,-131.1573253457059,B,E,E,D,C,D,B,D,74.22777738311606,-111.69524667382937,31.975485396706173,0
None,Other,A,-109.54124206358009,C,D,E,A,A,D,A,A,30.052885639825988,27.68635941397034,77.30582317163409,0
Physical,Buddhist,B,57.021839525164374,D,C,C,E,D,D,E,C,-19.44554415945849,115.54557619427759,8.553976762323705,0
Mental,Other,D,9.653082447007142,C,A,C,A,D,E,A,D,25.768331782005028,174.61089717433146,-25.779792634151242,0
No,Muslim,C,3.7412770918689353,D,A,C,D,C,B,C,D,-72.71584047467485,-22.948379776154688,-45.930093096630465,1
Physical,Jewish,B,74.25787240378426,C,A,A,E,E,C,D,E,-84.44481559846477,-0.5150507115611317,-69.19187766423813,1
Both,Muslim,D,-39.08507801442248,A,A,B,C,A,C,E,D,73.60152497976631,48.59294674725321,76.79964073546327,1
No,Other,D,-111.94638864637237,C,B,D,D,B,C,C,C,57.089987849156344,157.8406617525839,29.429235928519503,0
Yes,Muslim,A,-80.00207618382589,C,D,D,B,E,C,E,B,15.748895454703321,-91.68334811822724,-143.62558098550832,0
No,Hindu,B,149.95331490336108,A,C,E,C,C,E,C,A,42.44587805873261,150.3799433529394,47.09589316991292,1
Both,Hindu,B,21.24896572058444,A,C,D,D,D,C,D,E,-48.03518350933799,4.897005683339336,41.583477728548075,0
No,Jewish,E,117.26411958547871,D,E,D,D,E,E,B,A,-84.67357894243446,-249.56185690100222,-21.8220113403171,1
None,Christian,A,204.639666821194,A,E,A,B,C,D,D,E,6.33978482157974,56.06082534324091,-29.84356376668521,1
No,Hindu,A,132.8247431559588,D,D,D,B,B,B,C,A,16.338307127996362,-39.53973377070155,-14.560044026310473,1
Both,Other,C,0.23464449079812102,E,B,C,B,B,C,C,C,5.311046417631873,11.729315596832773,51.42488993609816,0
Physical,Christian,C,11.32427628408809,C,B,A,D,D,B,D,D,-36.5734934691569,25.17064576796203,114.88930202100332,1
None,Muslim,E,-53.46646740013773,A,E,E,C,A,D,B,C,-34.64344948486788,10.403274399874576,146.9661704004312,0
Mental,Christian,D,154.19541995609416,E,C,C,B,C,E,B,D,49.11319332136333,-78.18023298665406,91.12576031868066,0
