sex,orientation,married,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
M,Bisexual,Married,65+,C,E,D,B,155.0550801209296,C,B,C,47.724951620410586,A,-159.02261993767019,29.50366104724295,-55.69102323322027,-78.4389199356833,-47.56180547193866,C,A,1
F,Other,Married,18-25,E,A,D,A,-165.3140334562543,C,B,E,-45.22667189658039,E,-104.1153265930668,14.968747220151618,-60.785229750279555,32.39542378127824,-46.3428704236113,A,E,1
Female,Bisexual,Married,36-50,C,A,D,A,-64.95252171807465,A,E,C,69.90745264832726,C,77.34183146682403,51.522671716671844,298.99190817447476,52.233112985146676,-49.77079581878362,E,C,1
Other,Other,Divorced,18-25,B,D,E,D,-132.80157394748383,D,B,C,0.9049508751224862,E,82.0139527381197,23.263855756579204,7.429656876965451,-146.48309007466582,128.59756840907755,B,D,1
Non-binary,Heterosexual,Widowed,36-50,D,A,E,E,77.33288382986225,A,D,E,-177.50629467194932,A,-19.82268260135002,152.57814019924075,-37.043873049402116,48.48033119430931,46.340938696894305,D,A,0
Non-binary,Homosexual,Widowed,51-65,A,D,D,C,-30.681403683922507,C,D,C,145.97216418516845,A,-154.87167757009436,-29.064351650887165,-41.241901339984324,-289.46913380302675,3.0001830688700855,B,C,1
M,Bisexual,Widowed,26-35,C,B,E,A,49.599723117726015,A,A,D,35.98730842825983,E,-31.513198692043492,-74.98412358864081,43.583526846496525,-68.34019317608319,-65.19864022802709,E,C,1
Non-binary,Heterosexual,Married,51-65,B,E,C,D,21.886742278510173,C,A,A,66.2714655802708,D,-185.16436461661746,17.773107510298534,-28.528626556284237,-10.796416154204556,-49.293477035701514,B,E,1
Male,Bisexual,Married,26-35,C,C,D,B,215.56555246670507,E,A,A,110.65543487830902,E,24.71014024372571,-97.41086703481282,-97.28059069051247,97.6379389769253,-117.78874597101027,A,E,0
Other,Heterosexual,Single,51-65,A,C,B,D,-58.67155714294642,D,B,A,107.20742264332553,D,-26.029208469784372,-58.31066748670192,-19.263885640415666,-13.800213763527394,-17.73835533517881,E,A,1
Other,Homosexual,Divorced,26-35,A,E,B,E,-33.74279273350305,E,C,E,68.82411152063081,D,23.048411796581767,-76.4455984558948,-95.8975567643981,-49.65865079407771,-157.1095687693037,B,E,1
Other,Bisexual,Divorced,36-50,A,E,E,B,153.76748979941084,E,B,D,-0.931769874554394,E,89.2236264363498,-19.736630749744926,-140.5814242716168,-24.826887318278875,-90.4042939523103,E,A,0
Other,Heterosexual,Single,36-50,A,A,B,D,48.633837175453294,A,A,D,19.064353100666725,B,43.72753309939696,-15.478951464023814,-196.21147627497047,-137.16938563026733,-55.67417224848331,E,E,0
Male,Bisexual,Divorced,26-35,B,A,B,E,-61.976364049227286,C,B,C,47.19975860674934,B,-10.006193589174387,-200.58210892817044,98.20475061455025,157.56597674181722,40.155335665635164,B,A,0
Non-binary,Heterosexual,Widowed,26-35,E,E,C,E,12.725197293001504,D,D,D,-90.67413306876647,A,-65.1221479916057,-3.034598901017461,99.99826560598459,-55.038479979589695,174.5166589290507,B,A,0
Female,Bisexual,Married,51-65,E,C,E,A,184.25402487155375,C,E,B,-61.58959107272071,E,34.985036677922885,3.2322518195583307,10.639749706347065,91.50876700577702,-125.24745703453452,E,D,0
Other,Other,Widowed,18-25,D,D,B,A,41.21838823286315,D,C,E,129.60623129165268,C,-64.66278975551465,91.8806410412659,96.9710565607849,-230.50576574278477,160.5057319378046,D,A,0
Male,Other,Married,36-50,A,C,D,D,-33.899859023695186,A,E,A,21.691905592445643,C,47.003411570120626,-68.84942144196586,35.15963240871035,73.92674331186015,26.25253043566596,A,D,1
Non-binary,Other,Married,18-25,C,A,E,B,139.66228458537557,B,C,C,38.18533188219467,E,19.009859063971117,51.907468692097915,112.90279679862223,154.46619560415596,92.67794374109066,A,C,0
Female,Other,Divorced,26-35,D,C,D,E,-113.40587389274539,E,B,C,35.49979801027243,E,-41.19431792337211,-49.81026636639716,47.78515419934764,-65.06452110255458,112.60114818445173,A,A,0
F,Bisexual,Single,65+,B,A,A,A,91.00981076836001,A,C,B,69.48704731083956,A,5.735514339521067,93.35702536189022,23.24867679642619,-65.27260372641662,-136.19357944415054,A,A,0
M,Other,Single,36-50,E,E,A,A,95.93457791098493,C,A,D,-253.78398583121813,B,89.81445859076086,24.295991686935146,-27.474184002150317,-20.255343311203365,-113.07676187296526,E,A,1
Male,Bisexual,Widowed,36-50,D,D,E,A,-43.82888127004881,C,B,B,-115.9301687294657,B,26.47812626070218,122.07704170068101,-133.59058148729417,46.80492111235081,-170.84016880014164,E,E,0
Female,Bisexual,Married,65+,E,B,A,A,107.29025261491643,C,E,C,-48.1190237775306,C,-53.36252773038832,-163.02959939206048,-109.79345432541281,37.00273948130806,-127.48412934309223,E,A,1
Male,Heterosexual,Married,18-25,E,E,D,A,-73.17511639112168,E,A,C,51.74981708820376,E,68.96766867067778,-72.48881183704059,208.20516535254717,86.01807630101084,-122.8550880178494,C,E,1
Other,Other,Single,65+,E,A,E,B,222.63965209915276,B,E,B,38.724632595550176,D,-133.55703454164555,-123.3682716239437,-201.72770309444897,46.57079666988568,1.5884680823196247,B,C,0
Female,Other,Single,36-50,C,B,C,A,102.9152514895996,E,C,D,143.04440251028757,B,-175.72266051945385,-62.804084112723025,-9.921990729859981,154.35374361364583,57.56010154811435,C,B,0
Male,Other,Single,51-65,A,E,A,E,-124.39167126947375,E,A,C,37.98677618593687,A,-53.32930982960087,74.25790227104896,4.775052026992723,-16.303732209668308,-67.92448333646342,E,D,1
F,Heterosexual,Divorced,36-50,E,B,D,A,-7.056682208580235,D,B,C,-189.06185048185722,B,-27.134455630880023,-33.327818475117866,-110.21802772320726,-42.37179909851847,37.057931756706644,C,A,1
Non-binary,Homosexual,Single,36-50,E,B,C,A,39.26443840932199,A,A,E,119.04193361065181,C,-83.6719002880528,129.24369419268024,97.45178527707616,-63.72329903205883,70.59466681694954,D,A,0
Non-binary,Other,Widowed,26-35,C,D,D,E,-116.21475035563466,E,B,B,74.18331343247057,B,-45.67504593471257,-19.065588130054152,111.9064568348082,21.600103070101024,100.08204232178115,C,B,0
Male,Other,Married,65+,A,D,B,E,99.93941660646855,B,E,C,-8.269090197894041,C,165.0522547904141,-48.011126325686625,-44.547122423775264,27.826323807749077,56.26645487304426,E,E,0
Male,Bisexual,Divorced,36-50,B,B,A,E,11.043041319252222,E,A,C,-23.336328419438516,A,-8.553010378498142,84.29650200056031,-19.061075407101065,-71.12168978260632,-44.49985605826005,B,E,0
M,Bisexual,Married,36-50,C,D,B,C,-69.98960985452747,A,E,B,61.23735868799894,D,-85.43318662265717,-13.813490700838981,-81.2062724802459,14.184944533901225,135.19342416743103,C,B,1
Male,Homosexual,Divorced,51-65,D,B,B,D,99.02321803854065,A,E,E,20.08963962247138,D,-197.93809215681037,194.10059144106998,185.56367590634943,214.15765259600818,-45.316683870918844,A,B,1
Other,Other,Divorced,51-65,C,E,E,B,153.40513515055687,A,D,E,-60.544640013924045,A,101.61261987382089,71.5948042430258,78.20943947679324,-0.2789660133213651,-1.3030058321586049,A,A,1
Female,Other,Divorced,26-35,B,B,B,E,52.77448449112082,D,C,C,36.44943798829147,B,-58.64456919123142,54.60181516041979,171.7501048456887,79.00144886459802,-22.242934084246485,E,B,1
F,Bisexual,Widowed,65+,C,D,D,B,81.58224633060324,D,A,E,-36.67500246024355,E,-181.88616494686926,49.816072720815534,12.902299435364387,-151.78798906708454,23.025927212544104,B,A,1
F,Bisexual,Married,18-25,A,C,E,B,162.71202058444158,C,B,A,58.88585070563545,D,-144.1870986484997,-6.343654454768363,4.451202348580041,105.8414298589977,-188.5691736840324,C,A,0
M,Homosexual,Divorced,18-25,D,E,B,E,204.6409968927731,B,E,C,-4.154646441345737,B,103.7222331227387,91.55597371634994,-143.17920413834025,24.244322112496057,104.4318633280206,B,D,0
Other,Other,Married,36-50,E,C,B,D,-78.7800498960666,A,A,B,-85.19566181068596,A,-190.0237805358073,238.43236451799345,67.97389761864922,89.03120618281892,-49.9982621115829,E,D,0
Non-binary,Other,Single,26-35,C,C,D,B,42.958728326864936,D,C,B,-90.75703734330028,C,116.79103241543771,-137.97613388773993,15.842978535478455,-40.96502216225858,68.9387032525853,D,C,0
M,Bisexual,Widowed,36-50,B,C,D,E,77.16754496319011,C,E,E,-37.340737015877174,E,119.43520486246686,-36.545136408226305,40.5941518628875,-100.65661738215364,28.268748449512238,E,E,1
Non-binary,Homosexual,Married,51-65,D,A,C,B,-80.49108276766259,B,A,B,9.939198264530054,A,-73.86716544214002,118.25360091755093,-24.0814383357666,165.76310415298897,-3.8865173958922123,D,E,0
Non-binary,Bisexual,Single,36-50,C,D,E,E,31.301577448126977,C,D,A,79.02113000082068,A,-37.411612894293135,89.40867673418408,66.63917773619818,-46.20897216906128,8.184330130692477,D,E,0
F,Homosexual,Married,18-25,A,C,D,D,33.64560836675309,C,B,D,52.34053091979533,B,-0.7378789535251212,-153.22034290987315,87.09817440813002,15.384114257135717,57.90218350578318,C,A,1
Non-binary,Other,Widowed,51-65,D,A,D,D,77.95929677339184,D,B,C,-56.67056743058138,C,-65.28150975683846,-66.36636888336031,122.91539388989172,-94.44814429520777,3.9307983273646756,A,C,1
M,Homosexual,Single,36-50,A,D,C,B,17.81228903783037,C,D,B,126.13885466886703,C,60.75800988182477,-59.85246094475952,88.18553874814084,-17.90536261538866,66.34844924028009,E,C,0
Other,Other,Widowed,18-25,E,E,E,D,96.10050977897751,C,B,E,-238.13328493182837,E,-36.34798258015615,74.81804337222006,173.09650738197442,-134.51689036769224,-303.7504628588034,E,A,0
M,Homosexual,Married,51-65,C,D,A,A,-96.44618390072384,A,E,D,48.837943226305136,B,190.2254502044454,-71.14196490362177,-93.07318450188838,-160.0380281885156,-130.56385535704825,A,B,1
Male,Heterosexual,Married,18-25,E,A,B,A,-198.9900953591166,C,B,C,-9.059224506204222,A,170.44278832405203,80.83415406312047,-156.83022384058444,0.5631682704033323,17.159561239719014,E,D,1
Male,Homosexual,Widowed,26-35,B,E,E,E,-48.97915399426766,B,E,B,30.768049770796196,D,-4.156381660911177,-103.41604665626289,-23.089095249179366,78.78678925885615,62.136941387695124,E,D,1
Other,Homosexual,Widowed,65+,B,C,C,A,103.7632122233294,C,C,C,107.8204250101525,D,-127.71165334652841,33.360898895831745,4.990573466779908,-108.48222174521491,-0.7013675096772786,B,B,0
Female,Homosexual,Widowed,51-65,C,A,D,E,198.48782276735807,C,E,A,-104.18474047226474,A,-75.13407213580689,10.39134657765937,158.24592736202467,-28.3556133064656,21.22196244381378,D,D,1
M,Other,Single,36-50,B,C,A,D,-61.37815203117179,D,B,D,-109.50948697968505,A,35.821619852860806,-18.440780299921474,69.64473815635364,-2.2763581664805956,-175.21700341820215,A,D,0
Non-binary,Heterosexual,Widowed,26-35,A,B,A,C,-9.717974435369461,D,E,A,-20.75463843810538,B,24.666644646762297,-28.0086115046714,-177.72762460277093,-96.80538454643694,24.32432341918944,B,C,0
Female,Bisexual,Single,36-50,B,A,E,B,-137.4653445941162,A,B,E,-116.09929360420675,D,56.43651291299373,40.109905935313805,-13.959457758503163,159.07677103525455,221.0099826915183,C,D,0
F,Homosexual,Divorced,26-35,D,C,E,B,62.79039184251201,B,C,C,-32.69789105943639,C,137.11607345446865,-98.6043216804491,-82.52769898484917,-33.78966342901806,-100.49477969704593,D,B,0
F,Other,Married,51-65,B,C,D,C,120.8314552885244,E,D,D,-135.63631455449595,D,84.48761871642603,3.2506268576522217,33.15662527973398,61.23554734389411,-18.923409753781822,A,D,0
M,Bisexual,Widowed,18-25,C,E,E,D,185.08603889085995,E,D,E,62.99368532530899,A,-204.70402151906003,142.97014716940362,-4.709522773895333,-19.77343335964804,-68.50893611511461,A,E,1
Non-binary,Heterosexual,Married,36-50,C,B,D,B,-71.13763033954987,E,D,D,-158.919778020978,C,-78.22648218148673,-5.972207024655948,50.175818324447484,-14.950870887938636,101.6251891262069,B,A,0
Non-binary,Bisexual,Married,65+,E,B,E,A,27.459598860619387,B,A,E,-25.750339620800293,B,55.83273823935646,-10.143013856692145,13.495537827479664,32.66700179826042,10.55813170575288,D,A,0
F,Homosexual,Widowed,18-25,C,E,C,A,148.87656490258308,E,A,B,-116.04486125005396,D,75.99952985833947,87.27890116974004,-15.453287006852232,55.62932746959696,4.042075345824666,A,D,0
F,Bisexual,Married,18-25,E,A,D,A,-157.85561144784617,C,C,C,-68.96277379449907,E,93.70752218750889,-11.135423881614457,122.51601600192927,-102.63168343561864,-168.41767855995985,D,C,1
Non-binary,Other,Single,36-50,C,B,C,C,75.05149931572306,A,A,C,-126.12346448091995,E,-132.00338276618007,82.74597867142617,-131.16879487810968,-291.1723014029585,129.52021325040434,E,E,0
Male,Other,Widowed,36-50,A,B,C,D,2.001484964039022,E,E,E,-39.17097397729288,E,59.60895428736179,-76.33923274821004,125.87794263651564,33.01063454620393,-26.689223240842413,C,C,1
F,Homosexual,Single,65+,C,D,A,A,-253.93160753071587,A,A,A,33.45752778286436,A,7.736752176678976,-114.67284454464803,22.72437121959852,74.12839894101458,133.51595080423854,A,D,1
Female,Other,Divorced,36-50,C,B,B,C,-171.95570758081584,C,A,C,112.46248589327854,A,-81.5432942429063,56.74110655593844,-29.07692422155131,-72.44156849536687,-104.76514611020127,A,B,1
Other,Heterosexual,Married,18-25,E,A,C,D,37.79254403292438,C,A,E,-67.4926234604668,A,-52.0383703349251,-24.723813838113877,-77.54486439467925,-5.776298604181012,-71.2428140931198,C,B,1
F,Heterosexual,Widowed,65+,D,C,A,C,-31.245989291186493,B,D,B,143.31186082668785,B,42.661129293185034,-100.80868126938655,-62.29831020707025,-39.03818653415758,14.768263018939823,E,D,1
M,Homosexual,Single,51-65,D,D,C,D,201.74804054225515,E,B,D,-20.287550677066587,D,96.65465804750693,-129.3385372496538,155.23204097530706,177.0499819609113,-30.483864659446102,A,C,0
Non-binary,Other,Single,18-25,C,D,E,C,-29.346924217682936,C,D,D,-205.7915848345675,A,-55.60491731647789,-78.6282948946883,11.494160133033137,110.31404714586333,-3.9245393526833947,D,E,0
Female,Bisexual,Married,65+,E,C,E,B,141.91465718535144,A,A,C,136.48292717034462,B,-329.2188045412425,28.023214469876507,296.38342997322326,7.024430627237459,120.27190332271975,D,C,1
Non-binary,Other,Single,36-50,B,B,D,E,-43.714404444023145,D,A,C,-67.06807233221791,E,-97.93693784492824,199.95172872971003,-48.58093668748018,122.91618683807357,104.90525609207933,B,C,1
Other,Bisexual,Single,65+,E,C,B,D,-135.05796442707674,D,A,C,59.795102553788446,C,-32.895220298560915,-33.488055772870865,-10.04563833002169,23.872017216999545,10.612184871313605,E,D,0
Female,Heterosexual,Divorced,26-35,E,A,A,D,42.16317106922199,C,E,B,-226.47956215395985,C,-235.9329052277237,23.35465845982166,79.19129674078059,20.78495692828626,208.5700401063108,E,C,0
Female,Heterosexual,Married,18-25,E,B,A,C,-57.711519713050585,C,D,E,-76.29790585558163,D,-9.671641671860828,-8.368778371283295,-68.55817478710307,64.574052672409,100.84112075864218,E,B,0
F,Other,Married,65+,C,E,C,D,-48.353892170751294,D,E,A,23.081484054282427,B,-75.65957287393931,75.81251278477235,26.91548857120462,46.94237456724274,53.71577949106179,C,A,0
Other,Homosexual,Married,18-25,A,A,E,D,-153.4560170745056,A,D,A,-0.8455638424084718,A,71.15588910265002,-2.13103875986268,56.10066678222913,173.0790434734916,-13.942153901404438,A,E,0
Other,Homosexual,Widowed,36-50,B,A,A,A,53.431314130435936,E,A,E,82.47137339569835,C,-12.824779155238671,-21.837015258574645,-140.21535963947716,-42.69725405849047,-37.5975434665503,E,B,1
Other,Bisexual,Divorced,36-50,B,E,A,B,129.40241491513603,E,A,B,-27.191634857491582,A,-229.22627580301543,-85.5554189752621,-38.20723653867644,67.51298483002063,-104.06347950593107,E,E,0
M,Other,Married,65+,E,E,D,D,-26.322955785102913,C,A,C,-31.900317377884548,D,-52.87961339556103,-76.54761361878558,-45.49773744949409,71.02294079192079,11.03023434098134,C,D,0
Female,Homosexual,Divorced,26-35,D,D,A,B,68.43046877925963,C,E,C,-40.869467804807805,A,106.78824857447897,26.411775827087965,141.11022718209998,-36.59315510118299,24.990434528000574,D,E,1
F,Heterosexual,Widowed,51-65,A,E,A,D,-42.08162601115138,D,D,D,4.08858335410868,D,27.69787249045687,-17.713790529648307,-10.596889465404939,-161.7240818699,100.42856142979113,A,A,0
Non-binary,Bisexual,Married,65+,D,E,B,E,3.366922059581978,C,A,A,-100.21306207732034,D,12.839200270362984,-139.92675061763993,-98.71657011868264,-42.83540492858134,25.94783811822843,E,D,0
Male,Other,Widowed,26-35,D,C,A,B,-52.948563950425566,C,C,B,-87.2256250553638,C,-44.46619714872432,-2.480773517063128,117.2091157638325,-25.843895131666677,7.696893892223885,C,D,0
Female,Bisexual,Widowed,26-35,B,C,A,C,-76.42422639130382,A,C,B,157.78526124700323,C,32.64802259901218,-127.93806593017447,-153.37156995702912,-143.38285232958353,-169.41133116281796,B,E,1
Male,Other,Single,51-65,D,C,B,C,1.2838174491072754,C,B,E,32.051642833561736,B,44.21190390851278,-47.88622257993011,-54.767837203370576,181.43684170868178,-135.27394047582467,A,B,0
Non-binary,Bisexual,Divorced,26-35,C,C,D,C,-90.59936455834797,D,A,B,2.2392303634428656,A,-139.81505032664109,16.497889742588608,-85.53143597502026,-7.6701775297765575,196.3024720909611,D,A,0
F,Heterosexual,Married,65+,B,B,B,B,-24.072664768788567,A,B,D,-23.757051759512006,B,1.6472251697992077,8.318448486944414,124.01818341822693,86.45397575853745,-50.03557634267345,D,A,1
Non-binary,Homosexual,Married,51-65,D,A,D,D,39.28111152502446,A,C,E,-86.78586797589357,A,-33.14268204355352,-103.38715017225906,-72.88712759421698,-119.62426659232395,-194.3217127826395,B,D,0
F,Other,Widowed,26-35,D,D,B,D,-64.94398323050167,C,E,B,-49.717628553757855,E,-25.662592337296118,-8.682405287091461,-109.3322701332889,174.3313669589205,151.01234658696188,B,C,0
F,Homosexual,Widowed,36-50,A,A,E,C,12.055673765125634,C,D,C,-78.78951272299047,C,-209.3014200609944,-64.72596415799472,-66.68381094706963,181.14616174605504,-68.2056182132803,D,D,0
M,Heterosexual,Widowed,26-35,A,E,D,C,-160.25745360239395,A,C,E,-55.72059513561376,A,-12.077095200811506,-155.82373310584498,58.79797730728355,-212.73496302693968,139.51580195891756,B,C,1
Non-binary,Homosexual,Divorced,18-25,A,C,E,C,3.785008029939446,E,B,C,66.35214702017348,D,-51.331217168645146,60.12622322918032,-85.2892341034336,93.67568870207613,113.43624730900743,B,A,1
M,Heterosexual,Divorced,36-50,C,C,D,E,6.670972646604446,D,E,A,43.615428567949564,D,-138.58142085342172,-59.331310394122504,-25.720287685433064,73.83316998829902,-68.70642088986926,D,D,0
Female,Bisexual,Divorced,26-35,A,B,A,E,110.10425084099143,A,B,C,89.35229114474738,D,-5.4581742069207655,23.07391761553149,51.01835289720138,-90.60852914651866,-32.37514427913213,A,C,0
Non-binary,Other,Single,18-25,B,C,D,D,173.95120256537766,E,E,C,-82.15137444785002,C,143.94714593815542,94.1620400699753,-101.84709277865873,-105.07735482492836,-242.4118409044054,E,B,1
Other,Other,Married,26-35,B,C,A,E,116.01984172835702,A,A,A,132.60004667911232,B,-177.72348648412577,-212.01130474436027,151.27631978971687,9.11369315117119,-54.86090178027918,E,A,1
F,Bisexual,Widowed,51-65,D,E,A,A,-65.52676861125657,C,A,B,-81.25229225844276,B,-153.6532328644315,100.65237424240927,-27.96745927088794,-106.22617665001803,-34.68761825931817,A,D,1
Other,Bisexual,Divorced,18-25,D,D,D,D,154.00024906256547,E,B,A,-111.69583773755889,A,80.76888134430615,-112.13451884341983,-39.18788420429765,23.534368862513013,-46.77567663103729,A,D,1
Non-binary,Homosexual,Married,18-25,C,A,E,E,186.70114342010834,A,D,E,-179.88187754856736,D,-63.27748173650408,-43.09811522170394,-115.97996984178009,6.038432334199116,200.6735916613274,E,D,1
Male,Homosexual,Single,36-50,E,E,C,B,53.363661431717425,B,A,D,9.709157540559332,C,-141.0387619412838,-265.4211170716914,25.496737491058504,125.50246803481761,14.612850250866503,C,E,0
Female,Other,Divorced,65+,C,D,D,B,96.741552000092,C,D,E,2.055144149431731,C,38.69220049748826,33.73492716813127,129.1000350444675,-95.42918618427836,-38.36773948220568,E,C,1
Male,Heterosexual,Widowed,18-25,E,C,C,D,-32.684067957980304,D,A,C,-17.697860274175383,B,-59.072601901113195,-191.11315117593256,5.313835424168471,-63.25734589988178,-4.658636639002445,D,A,1
