sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Homosexual,A,-60.21098917880757,D,-2.761722579317473,D,E,1
Other,A,113.01711996257042,E,-62.636422999815764,A,B,0
Bisexual,E,-58.52222541271275,E,39.03085662663161,B,A,1
Other,B,-131.89945672530203,E,152.22675294302257,B,A,0
Other,C,209.61006853130937,A,-77.3165584028272,B,A,1
Homosexual,E,-61.142164430503996,E,27.928826208807976,A,C,0
Other,C,-127.93352687547727,B,67.59512028974622,C,A,0
Bisexual,E,49.68701940050935,E,105.71087116308857,A,B,0
Other,C,91.23694755428431,D,-56.326440811035916,D,D,0
Heterosexual,A,-132.89833095203335,A,-84.15199362175491,C,A,1
Homosexual,A,-33.36252671060323,A,-74.9306590874172,D,A,0
Other,D,-68.89285673182971,B,-29.28448418772234,E,D,0
Heterosexual,B,82.94598601659136,C,52.87689117345293,E,A,1
Other,D,41.604102398719625,B,-87.04938536359721,B,D,0
Bisexual,E,62.516633236048335,D,28.19279143750287,D,A,1
Other,C,-19.106199656111247,E,-57.67177383427454,E,C,0
Bisexual,E,2.512412291426683,A,35.32439883186822,D,D,0
Homosexual,B,-14.69084909757743,B,35.54587706660389,E,C,0
Bisexual,C,-7.223873917568878,E,27.174021466403275,D,E,1
Other,C,104.58823843666332,D,114.57013759305039,C,B,1
Other,B,-86.85255023133627,C,17.039480223491545,D,B,1
Heterosexual,E,57.280625707282354,C,34.74729094044844,A,D,1
Other,B,-33.3176971828981,E,-62.69014756246361,B,E,1
Heterosexual,D,-92.21199516422533,B,-40.678932809276056,D,B,0
Bisexual,E,-104.10385650700962,D,71.31861434281194,D,D,1
Other,D,-260.3217613236079,C,40.7080411084597,D,E,0
Bisexual,A,-53.218984709143555,D,-72.74868489009916,C,E,1
Other,C,-303.3249185607059,C,89.84448651725306,D,B,1
Homosexual,D,76.71577080210065,A,-74.0082655347453,D,B,1
Other,E,140.48390843967326,B,-17.056945512255112,D,D,1
Bisexual,B,-128.1867771914914,B,16.704174197634075,D,C,1
Heterosexual,A,-113.5424331378415,B,-103.09408376267535,C,A,0
Bisexual,D,-140.2002200637308,D,177.70294631687008,C,C,0
Other,D,176.37828835844388,D,212.77918298914744,B,C,1
Heterosexual,A,160.74453692781438,A,95.30248150404502,B,B,0
Heterosexual,A,-89.07293854655597,D,-200.29950562733717,A,E,0
Homosexual,E,-127.37600842880646,B,103.37766103146706,C,E,0
Heterosexual,B,9.917820108363673,B,-10.021430003897523,B,B,1
Bisexual,D,-11.551374746399992,D,94.2172213573007,D,A,0
Other,E,160.18535019522963,E,199.29865779589323,E,C,0
Heterosexual,A,83.16878450502992,E,5.542867881062644,A,E,1
Heterosexual,A,38.89330734875915,C,-91.33835914868394,C,A,1
Homosexual,E,193.75817815018223,B,71.03556545351573,D,D,1
Other,E,66.84670861630597,C,10.385552404713042,E,D,0
Heterosexual,A,76.02113199254856,E,-100.30434417029981,A,C,1
Bisexual,E,-8.310181368915915,E,-76.16238047247992,D,D,0
Bisexual,A,10.513206343678728,A,87.77946914891439,C,C,1
Other,B,-46.17387860063936,B,185.28219856081603,E,B,0
Homosexual,A,-87.53547710166225,B,6.327397714053158,A,B,0
Bisexual,D,-30.162894285987345,D,-51.95490308703621,E,E,0
Other,E,182.62438353497183,E,0.6537624399383929,E,D,1
Homosexual,D,27.756451334491118,E,-121.60035904894767,A,A,0
Heterosexual,B,-121.77729218447925,E,-106.47399917217948,E,A,1
Homosexual,D,212.1623139151503,D,54.1888920560616,E,B,0
Homosexual,D,-9.270252144178057,E,-50.94079487764929,D,A,0
Heterosexual,B,-193.37958316330477,A,97.36274222948586,E,A,0
Other,B,-9.715741010923152,A,95.35922942098244,B,D,1
Bisexual,A,127.46381667284818,E,-33.571389615639205,A,A,0
Heterosexual,A,-51.41247341972144,C,-212.48205719931502,D,A,1
Bisexual,C,42.98893987188842,C,-86.04339063981605,C,B,0
Homosexual,E,-47.88259078978185,A,64.13852805945172,A,D,1
Homosexual,E,63.3372150883402,D,-36.957952542397244,E,B,0
Heterosexual,E,12.680250307090752,E,86.43334023251778,A,A,1
Homosexual,A,90.39307983769616,D,63.39665147584957,E,E,1
Heterosexual,D,-87.18501065132726,E,-36.558930159493414,B,D,1
Homosexual,E,-132.229275393778,A,137.3425950916931,B,A,1
Other,A,-113.97643247439217,E,-32.77566989524628,A,A,1
Homosexual,B,237.43848081309739,E,81.90144561783603,C,B,1
Bisexual,A,-27.355722965680542,A,57.993666312758876,E,E,0
Homosexual,E,-127.09009687102213,E,-15.155158614033242,E,D,0
Heterosexual,C,-17.79065850254814,B,-0.4892179454470242,C,A,1
Bisexual,A,228.4846736183523,E,-35.73983863542479,A,C,1
Other,B,-11.783748751457287,C,-68.43522624767068,E,D,0
Other,D,-46.17449689582966,E,221.90209737397703,C,E,1
Other,C,-103.3509501480787,C,199.04751926068184,E,D,1
Other,A,21.306307673695454,A,-171.26171930805518,C,B,1
Homosexual,B,90.25463899319395,E,-136.38910577429556,B,A,0
Bisexual,C,-188.32794050733986,A,156.68810742775563,A,B,1
Homosexual,B,42.11021981216522,C,-50.54412721058649,D,E,1
Homosexual,C,108.96343503071186,D,137.0219564370243,A,C,1
Bisexual,A,-232.5954107871238,A,16.589721603262262,C,E,0
Homosexual,B,0.8528661064527798,C,-192.55221771624568,A,A,1
Bisexual,A,-108.94539677015504,E,-101.10191004309424,A,B,1
Bisexual,E,-39.85780247777431,D,-17.63708897089215,A,C,0
Other,D,-22.929955703089284,D,87.88170409472148,E,D,0
Heterosexual,D,102.41303925134659,D,94.32981030234797,E,D,1
Heterosexual,B,-122.97032320966828,E,92.24733551051123,C,B,1
Other,E,-74.50057390587325,C,27.022138003722773,C,C,1
Homosexual,C,-70.6330885891582,A,-0.036391573053164435,B,E,1
Homosexual,D,42.081368020947565,B,92.99731926610025,B,E,1
Bisexual,C,-20.267364787107535,E,95.21545333308097,D,E,0
Heterosexual,A,-80.32759680819454,C,56.012854596235684,E,D,0
Other,D,171.57910624974042,E,67.13998994771922,E,B,1
Bisexual,B,29.255951034258292,D,38.68518403211183,C,E,0
Bisexual,A,-98.28391511658539,A,-197.4664859584466,E,B,0
Heterosexual,A,-53.6317174653261,B,-14.636102544327837,D,E,1
Other,D,-70.51209272930313,B,83.61424251872555,A,B,0
Heterosexual,B,292.10956295139755,E,-97.16777582577618,E,E,0
Homosexual,A,-91.7494028936753,D,-123.45889456205572,A,E,1
Other,A,52.74112857089032,E,38.87602035207054,C,B,1
Homosexual,A,-12.587684205812028,B,-33.10465054606549,A,E,0
Bisexual,C,-1.2465807995023452,D,-62.66183447922457,E,A,1
Homosexual,E,-21.735662931486615,D,-74.16101101747135,C,B,1
Bisexual,D,-64.86628930466193,B,-18.105954431118583,C,C,1
Heterosexual,B,67.13723564667956,D,-9.307392799087616,B,B,1
Heterosexual,D,-135.43253446017792,D,-12.809804760412241,A,A,0
Other,D,-120.85146028098315,B,-121.8978921750211,B,B,0
Other,D,-92.3489853017902,D,87.00455782326893,B,D,1
Heterosexual,E,-146.65947986130524,B,-125.11343980408624,D,E,0
Homosexual,D,41.2693605274483,D,-100.43753798397046,E,D,0
Bisexual,A,118.23943589293948,B,-48.06024000127218,A,E,1
Homosexual,C,90.92874586748567,D,77.30112147001556,D,C,0
Homosexual,B,-17.085847280074525,D,-134.71161439570002,E,C,0
Other,C,103.94063832148804,A,-6.13871954569965,A,B,0
Heterosexual,E,-53.437826980340866,C,74.27802075237247,B,D,1
Bisexual,E,179.4732084635084,C,-145.36695551071074,B,A,1
Homosexual,A,-102.50351355354684,A,128.907231658772,D,D,1
Homosexual,D,138.07846186642462,C,12.178543253851744,B,C,1
Heterosexual,A,-49.885934724819734,B,-52.22929797494311,A,E,0
Bisexual,E,-52.84980126357256,D,20.812974752197775,E,A,1
Heterosexual,E,73.34686443424202,D,-92.35050339818646,C,A,0
Bisexual,A,-107.96083840600103,A,154.59876769111608,A,C,0
Heterosexual,D,-94.237356889539,C,-19.84612596178888,B,E,1
Homosexual,E,1.3374244138641629,C,9.345759558786657,A,D,0
Bisexual,A,-115.72034138471258,E,219.64713210088442,A,C,1
Heterosexual,C,82.36741027326511,E,-10.762259936033441,A,D,0
Heterosexual,A,10.023884056728773,D,25.12487895888403,C,D,1
Bisexual,C,82.364908583,B,-102.46222792055539,A,A,1
Other,E,-33.71775706482877,B,-38.42894297065195,A,C,0
Bisexual,A,-14.968499786225978,D,-41.70962155918198,C,D,1
Other,A,60.10872415491274,C,129.7080467845604,B,E,1
Homosexual,B,-87.8417019825853,B,47.174477597556724,D,A,0
Bisexual,A,-85.34340814809211,A,110.14439277973729,B,B,1
Homosexual,B,-93.57633275781954,A,-20.617323032790797,D,B,0
Bisexual,E,20.249377295343454,E,-164.08524962542728,D,E,0
Homosexual,C,106.0163390751035,C,53.37268521052966,A,E,1
Homosexual,B,-74.75626317340588,D,-4.522033197792434,A,A,0
Bisexual,B,79.59418271409848,D,38.025445140366436,C,E,0
Other,A,127.03068559059471,E,-132.84546780973034,A,E,1
Other,D,-63.03486787982594,D,87.82638901485691,E,E,0
Homosexual,C,3.555109783528783,D,1.6766084603430524,B,C,1
Heterosexual,C,-94.57906283464483,E,-153.79594294121378,E,B,0
Bisexual,D,142.64974625280234,C,-30.711383355235522,B,A,0
Heterosexual,C,2.1023028959046135,D,-92.82822724845236,B,A,1
Heterosexual,D,-18.588397846036937,B,70.69875787498114,A,C,1
Bisexual,D,72.47926853045658,E,-17.061867326519966,C,E,1
Bisexual,E,-36.92801843529001,B,22.752373298111728,A,C,0
Bisexual,D,119.1042609923328,D,110.6837231540903,D,D,0
Homosexual,A,14.882182746476118,C,-107.15500324303933,C,B,1
Other,C,-18.98488073725704,C,-85.10704175476914,D,A,1
Heterosexual,D,-29.71418814543328,D,-52.654820546132065,E,B,1
Bisexual,D,212.46550572306066,B,77.06812747160367,B,A,1
Homosexual,E,-85.97549982890303,B,112.03674734640856,B,E,1
Heterosexual,A,-21.71151312376061,C,-30.5438405085326,D,B,1
Other,C,31.34408904634246,C,-20.411533633781445,D,E,1
Other,D,127.44274157740891,B,-129.27083448082658,E,B,0
Homosexual,C,103.85777287196771,E,95.89420306929188,B,C,0
Heterosexual,A,75.60754961876681,B,-40.207473742337875,A,A,1
Other,C,-213.06617743457,B,73.29669482074712,E,E,1
Heterosexual,C,-135.0714046071267,D,-54.39293385978403,E,B,0
Homosexual,E,57.55000169418234,E,27.325691381181333,A,D,0
Homosexual,E,-14.577088094125838,C,-75.45751621076991,B,C,1
Heterosexual,D,-225.3403847344947,A,44.07729080783593,B,E,0
Bisexual,B,-57.75172037646268,D,63.196945770610554,A,B,1
Other,C,-56.58115825605377,E,18.016063468357935,E,B,1
Other,E,155.9214196448662,B,-42.78318307340237,E,D,1
Other,C,17.28918574364787,E,37.22542992550856,E,D,1
Bisexual,E,50.52294311431205,A,52.24488387075217,B,B,1
Bisexual,A,-102.15741086753003,D,94.53980152294041,D,B,1
Heterosexual,C,188.17440506958673,E,-12.487239435256013,E,C,0
Heterosexual,C,-72.20456924663672,D,59.239499044932344,A,E,1
Bisexual,A,-93.65097721942381,A,72.78899388384744,B,A,0
Other,C,50.93505171910226,A,18.3784130541319,A,A,0
Heterosexual,D,-31.90833777749969,A,-25.855897662286154,E,D,0
Other,C,41.33841855045245,A,-10.38110293245715,A,E,1
Heterosexual,D,129.13895091172603,D,68.34612349314234,E,C,0
Homosexual,B,197.82114585235823,E,46.998470387519724,C,B,0
Heterosexual,B,63.41320256550531,E,27.975048370419614,D,D,0
Heterosexual,D,68.9708765973928,B,-26.292168157902786,D,D,0
Homosexual,A,8.323985589664714,D,-195.3429085605434,C,C,1
Heterosexual,A,28.57365116231407,C,77.35310119047224,B,D,1
Other,D,-119.94289048393512,A,-164.0313780892052,D,A,1
Heterosexual,A,-38.045579755244766,C,-119.03588257902061,C,E,1
Other,A,38.25242454081108,D,-145.90217293607193,B,B,1
Bisexual,C,-120.05074212980998,D,17.33981774560554,B,D,0
Other,D,7.468486572822029,E,-29.829630383173544,C,B,0
Heterosexual,E,25.84389842640324,C,159.14536462492862,A,C,0
Homosexual,B,43.900855934085556,B,-12.811149323661638,D,D,1
Bisexual,A,-116.29560444056908,A,103.81074039266372,E,A,1
Other,B,-9.388679971611626,E,182.9897104686602,B,E,1
Homosexual,E,109.32406760490996,B,147.64206018110258,E,A,1
Other,A,-21.107715170986822,B,-57.19515731021774,B,D,1
Bisexual,C,-42.13817422427299,A,-84.18999935042184,D,D,0
Other,C,-59.33807420163434,E,-34.24345075374265,D,D,0
Homosexual,D,154.65895095080054,E,-99.90131969747216,E,C,0
Homosexual,C,-192.5169834219006,A,-125.5784315769914,D,A,0
Bisexual,E,-84.57885274675144,D,71.21230835205189,E,A,0
Other,B,30.908691924669167,B,-104.99222578760052,A,D,0
Homosexual,B,-34.06288386782103,D,-12.096737689420207,A,D,0
Homosexual,A,-72.30072014684404,C,43.002224137583575,C,C,0
Bisexual,D,102.15139718654444,A,-81.78309161831007,D,E,1
Bisexual,A,-74.00006467651153,C,45.05685611593227,A,B,0
Heterosexual,E,94.23407154675034,E,29.515109897509024,B,A,0
Other,A,-204.3815711921092,E,-106.7129153737127,D,C,1
Other,A,-9.293582030832951,E,76.12653125713562,C,C,0
Other,E,42.586406767353594,D,157.22079323619212,D,D,0
Bisexual,C,-136.4567856512594,E,-38.77235373220002,C,A,1
Heterosexual,E,-33.9397855331195,B,41.83845285050866,D,E,0
Other,E,51.14230471906963,A,14.554640031132953,C,D,1
Homosexual,E,-16.44353222650395,E,-5.705035169940726,E,E,0
Other,D,21.475367158284232,C,95.55178023198077,C,E,0
Bisexual,B,15.348766687161314,A,76.81582617522811,C,A,1
Bisexual,E,1.358076546244143,D,26.55437592754565,B,B,1
Homosexual,D,-140.08119690905195,E,-58.38074337107007,A,E,1
Bisexual,E,-19.68215422965062,E,82.24460763177287,E,A,0
Heterosexual,C,-65.95283501501252,A,-108.97759797319657,D,C,1
Bisexual,C,95.21842308623202,B,-40.33457311988767,E,B,1
Homosexual,B,66.17857248656733,B,101.81139665917244,D,A,0
Homosexual,C,124.84490341697267,E,-25.325988523469334,A,D,1
Other,B,89.61150672809987,C,-108.22801836133192,B,D,0
Other,C,69.52252467398661,A,-38.548230935573315,B,D,0
Other,A,-45.95112849868085,E,-49.141128697180235,E,C,0
Heterosexual,C,-174.68169120263477,A,-8.369911045808673,B,D,1
Other,B,82.53540073143223,A,103.13623780642249,B,C,1
Homosexual,B,53.89717973110305,B,-1.69158338358399,A,E,0
Homosexual,A,35.797442116516024,C,-53.409547705476335,C,D,1
Homosexual,C,-107.87890479392948,C,-121.57953408014404,A,E,0
Homosexual,A,-101.72243196499231,E,72.03080293116524,B,C,0
Bisexual,D,-41.282880588512,A,192.18238721576034,C,B,1
Heterosexual,E,169.63935353408928,E,-128.7238191345178,D,C,1
Bisexual,A,-85.88255846294085,B,67.84529458384924,D,D,0
Heterosexual,C,127.13928409433892,E,42.14605454054603,C,E,1
Heterosexual,D,-46.60149716301553,A,-114.7782890040423,B,B,0
Bisexual,D,-96.73061463788284,B,190.96980167452395,B,E,0
Homosexual,A,0.031331792293260635,D,-52.18840592009225,B,D,0
Homosexual,D,-103.05153830658536,C,49.00436702579694,E,B,0
Homosexual,B,-186.0808897764802,A,18.156692127606266,E,B,1
Other,E,-77.51055146373346,C,-171.81442866674337,A,A,0
Bisexual,D,33.573479296869905,A,43.43224142708708,A,B,1
Homosexual,C,-128.2754382532779,C,107.87609870333404,B,D,0
Bisexual,C,-47.275721306057484,E,-57.483587858360686,B,D,1
Heterosexual,A,39.24680288881631,E,-63.027930601550764,D,B,1
Homosexual,D,-31.225778967962597,E,95.2993804753545,B,C,1
Homosexual,A,122.34085647249422,E,73.21951980601338,D,A,0
Other,D,-249.81768264197467,D,223.56044467900372,A,B,0
Other,B,-85.78706943396793,B,-24.685278649366357,D,A,1
Other,D,-183.10069644062347,B,50.5255141634176,E,C,0
Other,C,36.99348051599058,E,32.08282426661375,B,C,0
Other,A,124.0507958108691,D,-65.9519684775701,E,A,1
Other,D,104.28373690725921,E,67.79190379613081,D,C,0
Heterosexual,E,-50.75091950803453,D,-18.77064282644112,A,D,0
Homosexual,B,58.39619197954454,C,-30.464408364056915,C,B,1
Bisexual,E,134.68077971046782,A,169.0598680092306,B,D,1
Other,B,196.48462540947136,A,9.109525306742928,B,B,1
Bisexual,B,-90.8686456754042,B,-8.610151400968462,A,E,1
Bisexual,D,-126.67247644981595,A,240.41760890805276,D,E,1
Homosexual,B,-36.01168146380533,D,21.52507521688724,E,C,1
Bisexual,E,-9.930461314591078,D,-37.5345317168829,B,E,1
Homosexual,D,88.42313305579269,A,-118.60352442527014,C,B,0
Heterosexual,C,81.33507078951648,D,-17.522187078622817,A,C,0
Heterosexual,E,146.49139605505948,C,107.12852465524301,C,C,0
Other,C,-71.82428335544981,C,-66.41419592356901,C,C,0
Heterosexual,E,-36.19876707850211,D,116.30249219079931,E,C,1
Homosexual,B,56.023095513256706,B,167.51773876977126,D,C,1
Other,B,44.60107792313133,C,60.59251020765135,C,A,1
Other,E,-72.64587492396217,C,-60.246447795601085,D,E,0
Heterosexual,A,63.306805026673054,B,135.65044776434263,D,D,0
Other,A,-168.44744576338712,D,-58.78770352594598,E,E,1
Homosexual,C,-63.50635494613923,E,-123.3550972293767,C,C,1
Homosexual,D,1.7475435884133579,E,87.41881372356988,D,B,0
Heterosexual,D,2.0774770340532,D,159.92901538092218,B,E,0
Other,C,91.68611609046346,C,147.92738794730468,E,A,1
Other,E,-23.92866205507417,A,217.14148571439145,E,B,1
Homosexual,B,4.916220531027314,A,-3.9360173753105556,A,D,0
Bisexual,B,84.06095793672034,E,-48.588905751452344,A,C,1
Heterosexual,C,189.59718054369455,E,-63.67923444635512,C,B,0
Bisexual,C,-23.396888244026183,A,52.4906568279033,C,A,0
Homosexual,B,13.525861029813191,B,39.95344731510823,B,D,1
Heterosexual,A,82.050086174883,D,72.13163167605538,E,C,1
Homosexual,E,-39.817038613987854,C,-125.08088290753993,B,D,0
Bisexual,B,64.58849739788626,C,66.13024953660356,C,C,1
Heterosexual,B,112.94285234296599,A,-47.78460837939619,C,D,0
Heterosexual,E,181.53654339731554,A,16.9928949009651,D,C,0
Heterosexual,C,117.83400901620098,E,53.49401467306502,E,E,0
Other,B,42.310038413051224,A,140.52117790658605,C,E,1
Heterosexual,E,154.86090372384407,D,-131.85140666629954,B,A,1
Other,A,188.53676295067734,A,24.853311605352047,E,C,0
Other,B,-8.895999165180381,B,-53.46154185595559,C,A,1
Homosexual,C,-16.023349150266167,B,11.530740447883634,D,D,0
Homosexual,B,-78.90891689429147,D,3.5976614432108422,A,E,1
Heterosexual,C,-121.59680165912053,A,-45.51920553058045,C,E,1
Bisexual,A,9.350643617709279,E,-77.21740713630737,E,B,0
Other,B,29.723548533993068,E,18.052831757568008,E,D,0
Bisexual,E,-25.206252669716978,A,54.83590931677913,A,A,0
Heterosexual,A,-106.22677353978037,C,197.42950223109375,C,A,1
Heterosexual,A,-56.19238444175447,C,60.89508638650864,E,E,1
Other,D,-34.996809991905046,C,-128.6724314914104,C,D,1
Homosexual,C,-60.61204488119739,B,102.35051076069506,E,C,0
Other,C,151.7031751165485,E,38.09703168662238,B,D,0
Other,B,52.87018780573012,A,11.104286754843246,B,A,0
Homosexual,C,-50.2311546109033,E,-167.922628157013,D,A,1
Homosexual,C,12.792402361362102,D,-135.7113285999921,C,B,1
Heterosexual,A,-121.7427119972267,B,3.6824866842700943,B,B,0
Homosexual,B,160.9535555952548,A,44.72854881142309,E,D,1
Heterosexual,D,25.998473142154815,E,40.230022291548906,C,B,1
Heterosexual,E,-66.7192333084459,B,-119.78650982716886,A,E,0
Other,A,-28.632693710039153,C,22.28654987170951,E,B,0
Other,B,13.665743169370792,C,-49.167509617116536,C,C,1
Heterosexual,C,82.46635307941385,B,-48.28741722470779,B,D,1
Homosexual,C,20.758216923287918,C,-68.36112702005063,D,D,0
Heterosexual,B,-42.330574883261264,D,-119.59536324054854,C,D,0
Homosexual,B,-110.9666111668895,C,-52.247723759568586,E,A,1
Other,A,30.390075181718608,E,127.23455455457828,B,E,1
Other,C,-76.14247055570173,B,209.3589182361424,E,E,1
Other,E,88.92416757923759,E,-102.29037228563512,D,D,0
Heterosexual,A,-157.1907683133943,D,-61.91100784678307,D,B,1
Homosexual,A,-14.298856728656586,B,-43.8549944118047,C,B,0
Homosexual,D,-82.02882128891069,E,-45.5511794268728,A,A,1
Bisexual,A,70.39464056309488,E,-291.1561386999481,D,B,1
Other,C,-45.0609182120667,E,-83.51405624786497,A,B,0
Heterosexual,C,-0.32112890286574486,D,-180.51627301903667,E,C,1
Heterosexual,B,-166.90913545741964,D,149.57550883225596,D,A,1
Bisexual,D,-50.20259257716837,D,-67.54553548522891,E,C,1
Homosexual,C,31.96653026571918,B,1.9253846781460033,C,C,1
Heterosexual,A,7.57019314292498,C,138.11792965662,E,B,0
Homosexual,A,100.85417743843495,C,-70.69091554156336,E,D,1
Other,A,50.20177706698028,B,-50.810216387810826,B,C,1
Heterosexual,D,95.64618915389012,C,-128.8508681564567,B,A,1
Bisexual,E,-6.104326263770154,B,-47.29805315398499,E,E,1
Bisexual,A,17.897339021852336,A,-37.002278362825024,E,D,1
Other,C,176.660520669285,E,26.894273101087485,E,E,0
Homosexual,C,96.23365489954865,D,230.31038669674788,A,E,1
Heterosexual,E,14.51542612376234,A,32.55319090583093,E,E,0
Other,B,5.3089159020948165,C,-92.7636245118217,D,A,1
Heterosexual,B,45.06251083398393,B,-144.21975408808646,D,B,1
Heterosexual,C,-145.50760408917847,C,82.75955226823217,D,E,0
Bisexual,E,234.40421361582017,C,-33.058278571376405,D,A,0
Bisexual,E,16.763421916841086,C,-96.48931407685856,B,E,1
Bisexual,C,-47.56449611484794,C,48.02113903759156,A,A,0
Heterosexual,B,-10.702206293441495,A,-75.42618961386053,D,C,0
Bisexual,B,-51.94635753728195,E,-75.28923076053754,A,A,1
Heterosexual,C,50.51596231155748,A,70.02841764311555,D,D,1
Homosexual,D,132.08488894985152,E,28.797456150575535,D,C,0
Heterosexual,C,155.44208337615652,A,-76.09563931399184,E,D,0
Bisexual,A,-32.811338817056004,A,-5.663221375318926,D,C,0
Bisexual,B,171.03799446742704,C,-58.20412359323961,E,E,1
Homosexual,D,-101.30294514278815,E,135.42170977028002,D,B,1
Other,D,36.56879852570531,C,-31.95312649138775,B,D,0
Bisexual,B,-119.02668170916732,B,-0.4064552161062133,E,E,1
Heterosexual,B,-198.49116873405822,D,42.018326070363905,B,B,1
Homosexual,A,31.708961861421532,E,46.343790268726146,E,B,0
Heterosexual,B,105.76190559698588,A,-36.44077685207829,C,C,0
Bisexual,B,-1.6173616742578916,B,-99.46933639139787,D,B,0
Heterosexual,C,55.381733347987016,C,280.6225716142968,E,B,0
Heterosexual,D,14.862478763217807,E,105.2616958166976,C,A,1
