nation,religious_affiliation,Veteran,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
China,Hindu,Non-Veteran,Widowed,60.24167868539008,-199.22972504156326,A,C,82.08134279053525,C,C,1
Mexico,Other,Veteran,Divorced,-165.8381956846077,-145.7087239917795,E,E,5.925665055814897,A,E,1
Mexico,Jewish,Veteran,Married,142.2016202858028,-111.55846038820391,C,E,83.85738167446661,D,C,1
India,Other,Non-Veteran,Single,25.169463554533667,-32.77730525770915,C,B,41.764355316326736,D,C,1
Germany,Christian,Yes,Single,67.82610033133544,98.58218443141841,C,C,-14.804810288974036,D,A,1
Brazil,Other,Veteran,Widowed,-42.95916407859969,-3.248025582345076,A,E,-138.17437558410174,A,C,1
Other,Other,Yes,Single,-68.14142039881052,124.62500861819987,D,C,-23.202681696877185,B,D,1
Mexico,Hindu,No,Single,6.331931530124278,-89.49616433181825,D,D,119.90600389360766,D,A,1
US,Jewish,No,Widowed,-27.080481143147043,132.68937728866334,C,D,-107.00606301891975,A,C,0
Germany,Jewish,Veteran,Divorced,14.850757692977226,-82.13051527451218,A,B,-6.057447557834572,A,A,0
UK,Buddhist,Veteran,Married,-103.39137954770187,11.845904394581508,D,B,62.603929414452296,D,B,1
Germany,Jewish,Veteran,Single,-23.20375014857876,-11.322719135524121,E,B,79.07348168631806,E,C,1
Other,Jewish,No,Divorced,-58.317041468829665,-63.907839136576996,B,A,-109.78515684752861,C,A,0
India,None,Veteran,Divorced,144.5671234163766,-34.94553112527487,B,A,74.67200074589955,E,B,0
Other,Hindu,Yes,Single,11.804377909901758,-174.28848196663398,D,D,66.6942791004367,A,A,1
Mexico,Muslim,Veteran,Divorced,-105.86121033910474,107.34140767096967,B,C,-65.0746022409151,C,E,0
US,Muslim,Yes,Single,-113.73522918542997,-95.14242801030447,C,A,30.110187581849583,C,E,1
China,Jewish,Non-Veteran,Single,194.3808781053225,-39.83528056880339,A,C,31.509319475967256,A,A,0
Brazil,Buddhist,Yes,Widowed,122.20356385607714,109.67188393379806,C,E,-51.23547405403749,D,A,0
Other,Muslim,No,Married,-53.824001951891645,-194.22964425277377,D,E,40.600443940891125,A,A,1
Mexico,Other,Veteran,Divorced,63.4368290394394,-39.1545719272315,A,B,-74.32536376001597,B,E,0
Brazil,Buddhist,Non-Veteran,Divorced,56.06788058095332,100.66289307005196,D,C,178.22221662586287,C,A,0
Germany,Jewish,Veteran,Widowed,207.12024744303088,-14.242584898915933,D,C,-53.61682902036227,B,A,0
Mexico,None,No,Married,-7.391595417756134,-59.44720424162051,D,B,59.02870776436332,C,C,1
Germany,Buddhist,Veteran,Divorced,171.06089495899127,39.8040271029689,B,B,11.964071997128597,C,A,0
Other,None,Non-Veteran,Widowed,93.41646415200118,-189.99451043562405,B,A,83.68332466596532,D,D,0
Mexico,Muslim,Yes,Single,112.64564600773403,37.3013365301236,A,B,143.9112896131778,C,A,0
China,Other,No,Single,13.244122711693954,174.6753976859833,A,D,-61.86616053745748,A,E,1
US,Muslim,Yes,Married,78.207613012375,-145.83118711281116,C,C,-128.6377424637266,D,D,0
Brazil,Hindu,Non-Veteran,Single,110.2126877657019,11.049994906782768,B,B,-9.188089225486404,B,C,1
Brazil,Buddhist,Veteran,Widowed,-96.3403714167139,20.78632252206835,D,D,7.485278667306258,B,E,1
Mexico,Muslim,Veteran,Single,89.72065462555635,112.19668337849107,D,A,-46.217443415163,B,E,0
Mexico,Hindu,Yes,Divorced,221.52001242569145,-23.550414515488878,E,E,-1.413699583644489,A,E,1
UK,Muslim,Veteran,Single,-56.65632088424988,29.46365902729071,E,C,1.3435962180143861,A,A,0
Germany,Buddhist,No,Widowed,16.965393614554745,-157.64535363501645,E,A,20.880235984316016,B,B,0
US,Jewish,Yes,Widowed,-113.31492061406851,-57.73365241841588,B,D,34.94177358369072,A,D,1
UK,Buddhist,Veteran,Married,-260.948663950282,6.01345246291707,A,B,3.274310216106312,E,E,1
Germany,Jewish,Veteran,Widowed,10.379111465972969,-267.6970583155024,B,E,-37.15462896852551,A,A,0
Germany,Christian,Yes,Single,82.81002565722498,3.855450207800024,E,A,-50.91944544171951,A,D,1
India,Buddhist,Non-Veteran,Married,105.57938887317324,-93.66216214677152,B,D,100.9782412727116,E,A,0
Brazil,Other,No,Married,194.9046405341933,-90.76910793956773,E,D,-38.62162604208244,C,E,0
Other,Jewish,Non-Veteran,Married,68.1226750406645,90.55942412260887,A,B,-10.600310523196296,D,C,0
Germany,Other,Veteran,Divorced,48.18115594368535,12.54372386683623,D,E,-52.12383541584893,E,E,1
US,Muslim,Non-Veteran,Married,108.34648540173406,-141.6492442187074,C,C,-219.69935221069784,A,D,0
Germany,None,Yes,Widowed,194.1878889101963,231.7711266191468,E,B,17.035893790023028,B,A,0
China,Other,No,Divorced,43.194029607400736,-13.499940532598592,E,A,98.82396693503927,C,B,1
UK,Hindu,No,Married,21.877904592734023,-25.948800752827385,A,E,-49.75326091218915,D,C,0
Other,Hindu,Veteran,Divorced,36.19210302049184,-6.802512326466112,C,E,-7.494851999896868,C,C,0
Brazil,Christian,Yes,Single,-9.057252052695347,112.6079642675565,B,D,-84.15311676196056,A,B,1
India,Buddhist,Veteran,Single,-130.19110532312473,-109.2164024375609,E,E,-79.27104634973496,D,C,0
Mexico,Jewish,Non-Veteran,Married,78.06343916465659,12.614984916358829,D,A,-110.3711262390591,A,A,0
Brazil,None,Yes,Divorced,-35.218281101132234,-69.13028223650221,D,E,-32.50463431781519,B,C,0
India,Muslim,No,Divorced,-15.01299106070074,100.85823634193328,E,A,264.8970892207863,D,A,0
India,Christian,Yes,Divorced,-113.93003591252564,-38.73283446260063,A,A,31.882729065199573,B,E,0
US,Other,Non-Veteran,Divorced,134.93414546140815,36.68530796623515,E,A,63.57318369059731,E,E,0
UK,Jewish,No,Divorced,-57.94949286413542,-85.29213748696483,D,C,136.11760765073944,E,A,1
India,Hindu,Non-Veteran,Single,6.899562568249112,-51.28262497849967,B,D,-132.890616136541,B,A,1
India,Muslim,No,Divorced,-34.9970765614391,9.966896398825527,B,A,241.104896234946,D,D,1
Other,Muslim,Veteran,Divorced,-51.34630246163655,-68.27645581007803,C,B,-94.1803581089211,A,B,0
China,Jewish,Non-Veteran,Single,54.341722940560274,-14.153109409405673,C,B,-12.916447229729878,B,A,0
Other,Jewish,Yes,Married,27.208645261252588,17.1809740477655,E,C,13.66945417897141,A,E,1
India,Hindu,Yes,Single,-74.3698030892014,364.0498808635699,C,B,92.44903080252456,C,C,0
US,Hindu,Yes,Divorced,13.369953564858475,-62.88926009188492,E,E,27.106777538325176,D,C,0
China,Christian,Non-Veteran,Married,-97.66301299501347,205.95064608027803,E,D,7.0154391808492855,D,E,1
Brazil,Jewish,No,Widowed,-51.39253981788464,36.78902294750972,E,C,-43.88837851157958,B,E,1
Mexico,Hindu,Non-Veteran,Divorced,-19.47474918940424,-89.65055650302524,E,D,69.11347335053344,A,B,0
Other,Hindu,Veteran,Widowed,147.76712512071688,7.128614721334638,D,C,-112.68812119039318,C,D,1
Mexico,Other,Yes,Divorced,-60.63904769025419,105.75761473536163,E,A,-89.03926409046112,A,E,0
India,Jewish,No,Widowed,-23.70320818198319,-180.58248228859165,D,C,89.59780856000776,C,C,0
China,Hindu,Non-Veteran,Single,131.62629837813748,45.13235412859778,B,D,179.25873287907947,A,C,0
India,Christian,Yes,Single,-81.17191419257803,159.99392521876567,D,E,-20.28782448417473,D,E,0
Germany,Hindu,Yes,Married,-19.47914475011751,71.1624397542011,C,D,68.08179342894161,B,E,0
Mexico,Christian,Non-Veteran,Married,-62.26664670461527,25.120049280777053,A,D,-47.00446258144726,C,A,1
Germany,Other,Yes,Widowed,128.2861979871717,-72.52684977518125,C,D,-19.909002304375477,C,B,0
Other,Buddhist,Veteran,Single,-10.895247288222912,-28.527723203728357,D,C,8.173280865894183,E,D,1
US,Other,No,Divorced,107.39604867710324,96.83819206700845,E,C,124.7752642801428,E,E,0
UK,Christian,No,Married,-3.073103451536608,31.291500455484766,D,B,-135.77604208764694,A,A,0
China,Other,Non-Veteran,Single,-198.25119142614224,38.53017411194152,D,B,69.5358217068467,A,D,1
Other,Buddhist,Non-Veteran,Divorced,76.44946320821293,78.78734969193964,D,B,71.45694814907108,E,A,0
Germany,Christian,Veteran,Widowed,-172.16715720783486,17.113514335060326,C,D,-30.43789338838576,C,D,0
Mexico,Christian,Veteran,Widowed,0.10577000184082339,83.62711642943565,E,C,-143.12656523911446,B,E,0
India,Jewish,Yes,Widowed,-247.01491321912766,96.31726869393954,E,C,-104.51687963933607,C,C,1
Brazil,Buddhist,No,Divorced,29.018927725626327,138.30989725370387,A,A,-53.74937184445919,D,D,1
Other,Buddhist,Yes,Married,239.71416722447862,24.997918935167146,B,B,191.79372888133116,C,D,1
Germany,Muslim,Non-Veteran,Divorced,27.837108805940776,165.003552922403,D,B,-160.09484041339385,E,B,0
Mexico,Hindu,No,Married,-79.07577378119048,77.94497484490057,A,E,-32.94697193206545,D,C,1
Other,Other,Non-Veteran,Divorced,-19.28674432540556,-108.94281971569325,D,A,189.4942553125757,A,E,0
Other,Christian,Non-Veteran,Single,-6.04027367494529,40.82136479233014,E,C,135.96658545678696,B,D,1
Other,Jewish,Veteran,Divorced,-20.56959138754138,142.30017804485792,A,D,80.25026360378257,A,A,1
UK,Hindu,No,Divorced,-169.50914262078916,18.747671176774052,B,B,18.34618574463577,B,E,0
Brazil,Hindu,Yes,Divorced,-17.733850646874906,33.00521876408528,A,D,93.3337994552219,A,E,0
US,Other,No,Divorced,184.79795396997207,-92.66148941178571,C,D,-32.57358323931523,D,D,1
Germany,Buddhist,No,Married,100.09122776165067,112.86406021871403,D,D,-39.58282589591261,B,D,0
Mexico,Christian,Yes,Single,-130.291921468305,-46.884702648790785,C,E,16.29704109054133,C,B,1
Brazil,Other,No,Widowed,163.37787813773187,-36.83181844781011,C,B,-83.85450607747609,E,C,0
China,Muslim,No,Single,-80.23219857296873,-84.76413299056475,A,A,34.97628448563114,A,C,1
India,Hindu,No,Divorced,-41.54455809990607,-21.838691686847916,A,C,-5.834770837713868,C,A,0
China,Other,No,Widowed,-6.655160735912038,-0.10947128007137467,A,E,10.026160617364907,A,B,0
China,Other,No,Divorced,135.82772480714513,-48.75078780621003,A,A,92.41576974575487,C,B,0
Germany,Jewish,Yes,Single,15.372662842005298,-10.563540253184216,D,B,32.46228995526321,D,E,1
UK,None,Veteran,Married,62.58057646177376,-42.90068921538383,E,A,95.16066956786547,A,E,1
Germany,Other,Veteran,Single,-16.968330547706508,41.953739712756764,A,B,-228.45122878252212,A,A,0
Mexico,Christian,Yes,Single,-132.8251190178022,-18.269433622147208,D,A,-36.603834577022695,C,D,1
China,None,Yes,Single,-123.70055496322865,61.48955447700485,C,E,28.009208392964297,A,D,1
Germany,Jewish,Veteran,Divorced,-124.17637193685368,-11.653806050634543,C,C,69.55557057343268,C,A,0
US,Hindu,Veteran,Divorced,-58.76651077607623,-21.67338768877881,E,A,-106.3543224375859,E,A,1
US,Muslim,Veteran,Divorced,150.27893600857482,0.2680946943024982,B,C,-58.99044598693165,E,C,0
China,Christian,No,Divorced,31.605997727497037,-64.04592212217815,C,D,64.66506608319443,B,A,0
Germany,Buddhist,Veteran,Widowed,111.170519357657,-127.65041923704521,A,B,215.39875124548473,A,E,0
UK,Jewish,Veteran,Divorced,-41.543489211811405,163.06808543584918,E,C,26.46969343864064,E,B,0
Other,Jewish,Veteran,Single,-19.923245880878866,-120.64873743314463,B,E,-51.44990658592289,E,C,1
UK,Jewish,Veteran,Widowed,130.95030454034665,-65.63643996557424,D,D,-72.6563135171643,D,C,1
Mexico,Other,Non-Veteran,Single,-88.29006211793745,256.41603936001655,A,A,53.396693753493295,D,C,1
China,Buddhist,Yes,Single,52.625372082311195,66.12557273154358,D,B,38.43303545356921,D,D,1
US,Christian,No,Married,63.972453304195135,7.341408820815899,A,A,13.880956951568965,B,D,1
India,Hindu,Yes,Married,215.72614465489983,-27.28746551636163,E,A,-22.398721113634572,C,A,0
Germany,Buddhist,Non-Veteran,Single,81.02573141775031,62.139836611369084,D,C,-22.929203107945543,C,D,0
India,Hindu,Veteran,Divorced,-55.76420402626378,-81.70586293339592,D,B,59.49595796652787,B,A,1
India,None,No,Married,209.25541803419225,-88.10321746513416,B,B,-9.75673126407585,A,C,0
Mexico,Other,No,Widowed,-22.14500054789775,199.19681605334563,B,C,155.02729519292774,D,B,0
China,None,Non-Veteran,Married,-82.32467304128559,-4.113166102399424,D,D,-145.00330003991616,B,B,0
China,Other,No,Married,-61.3010960276703,122.42492619126368,D,D,-74.38763126739633,B,C,0
China,Buddhist,Yes,Married,1.541117494941525,-48.58325783009775,C,A,-160.04357178655857,D,E,1
US,Other,Veteran,Divorced,22.778069140534345,-75.27283104250921,C,A,143.1115602299946,E,D,1
UK,Buddhist,Non-Veteran,Married,-47.257160829050385,-37.58445429214584,B,B,-50.17118998652788,E,D,0
US,Christian,Non-Veteran,Widowed,-215.8465489082218,63.458537782636206,C,B,-168.60320544563393,B,D,1
Mexico,Muslim,Yes,Divorced,77.99983539110481,88.74037298155126,E,A,-51.660337435335634,E,B,0
UK,Muslim,Veteran,Divorced,45.54344827324644,59.34372141976072,D,C,-224.82949383877107,A,E,0
Brazil,Other,Veteran,Married,-33.79742677736354,72.77064299096891,A,A,64.87698213281733,C,C,1
US,None,Yes,Married,-164.43083781084474,126.44078858650514,C,B,-34.47907453010742,A,A,0
China,Muslim,Veteran,Widowed,-4.519441184098731,-22.2771711564523,B,D,-142.63528508439143,C,C,0
China,Buddhist,Veteran,Divorced,32.74449822789428,-25.695275332720442,D,B,83.72660686045784,E,D,1
UK,Other,No,Married,28.298540659197236,43.850217762658055,B,C,72.91676999856647,C,A,1
Other,Muslim,No,Single,-92.95092316990272,159.26870494947158,D,D,32.09607129143125,C,E,0
Brazil,Christian,Yes,Married,55.40316032504394,-180.54530028742622,B,C,-36.65947253346879,C,D,0
Other,Other,Veteran,Widowed,57.706839156400214,215.64095411530113,B,C,77.37640070634923,B,B,1
UK,Jewish,Non-Veteran,Single,196.14825128244067,102.77204273352932,B,B,-4.9036522722856155,C,A,1
Germany,Christian,No,Widowed,37.59488074834192,-13.842290571880058,E,A,-63.376392199275635,E,B,1
India,Other,Non-Veteran,Married,-127.6777374076679,32.69708166933255,C,E,5.714855777845988,C,B,0
US,Hindu,No,Single,42.24837770338109,84.04933507132836,C,A,7.489884663615075,C,B,1
Germany,Other,Non-Veteran,Single,45.51595040267931,-73.43353670048096,B,D,-253.40661215368024,B,A,1
Other,Other,Veteran,Divorced,156.59271766309658,163.1510442164998,D,B,-8.049426637612385,C,A,0
China,Christian,Veteran,Single,88.95365804094641,8.508310104245774,A,C,-91.4058113963353,C,B,1
India,Christian,No,Widowed,-45.26456027582807,138.08549468082177,D,E,93.17700559636138,B,A,1
China,Hindu,No,Married,-2.6206199199042186,-42.153407932958686,D,C,43.75205547938562,C,A,0
Germany,Jewish,Veteran,Married,-61.37490599768536,20.332590025437916,E,E,-75.01645636116345,C,C,1
Brazil,Hindu,No,Divorced,76.9239795258595,239.10079270720027,E,D,3.286852446312637,D,A,1
India,Buddhist,Yes,Widowed,128.5879092282462,-4.8028958378838675,D,D,107.29984220557694,B,C,0
US,Buddhist,Yes,Divorced,-9.268957484713079,-185.2495521235336,E,A,-33.60629615634836,C,D,1
Mexico,Hindu,Yes,Divorced,17.671131837172858,-13.538643518807609,C,C,-94.43247982635367,D,B,1
China,Christian,Non-Veteran,Widowed,1.2522356319450518,-89.0251511053613,B,D,-64.78268503671995,E,E,1
India,Jewish,Yes,Single,-14.395508651445374,31.75844009043222,B,C,-34.14638590614949,D,D,1
Germany,Muslim,Veteran,Married,-7.491619617493926,-68.39220281719568,A,C,128.01488763000006,A,A,0
Other,Jewish,Non-Veteran,Divorced,74.97306740927013,19.243477946014494,B,E,-69.10694576627016,A,E,1
Other,Hindu,No,Widowed,-89.77175962559998,-48.96981802903168,D,B,-193.29422914710997,B,C,0
India,Christian,No,Single,-253.14972101559846,136.01928600080893,C,C,-144.5681149512157,C,A,1
Other,Other,Veteran,Divorced,-24.77334411706248,78.8985426290285,D,B,-124.91600623700757,D,B,0
Brazil,Muslim,Yes,Divorced,60.10744238307145,49.492385757695864,E,A,-308.1173601456762,A,E,1
US,Buddhist,No,Widowed,-183.21605534721232,-52.68876249903841,A,D,-92.17689758496158,B,D,1
Germany,Buddhist,Yes,Married,65.14729523488538,38.95044317855649,B,E,-193.5118588262733,E,D,1
China,Buddhist,No,Married,-84.43901433184335,321.0739773024374,A,D,8.948229175158314,D,D,1
Mexico,Muslim,Veteran,Married,74.57264353440965,-128.9364585954144,E,C,2.424093839303653,A,D,1
Other,Other,Veteran,Married,-106.25492072558711,73.80346691443616,B,C,-50.47161491790819,E,B,0
US,Jewish,Non-Veteran,Divorced,-37.97979162003835,7.1608415082036245,A,D,101.01976528581815,B,A,1
Other,Jewish,No,Divorced,-125.27334418779424,-23.556431407261066,C,B,-122.19515545609512,D,E,1
Brazil,Jewish,Veteran,Widowed,-67.27859121555458,-135.0481401124616,C,C,-10.14020258467037,E,E,0
US,Hindu,No,Divorced,11.648507707549056,102.30073873408566,E,D,93.85191019171684,A,C,0
China,Hindu,Non-Veteran,Married,-0.8353161720758916,250.111208218219,D,E,-117.77457554939612,D,C,0
UK,Buddhist,Non-Veteran,Divorced,-22.175806283592316,-166.70570635528657,E,C,99.56428299697356,B,B,0
Germany,Hindu,Veteran,Widowed,-178.46367689295442,-35.46113043191241,A,B,209.11512008711045,B,D,1
Brazil,Christian,Non-Veteran,Divorced,206.10949231462104,70.35999678645581,E,B,-39.84245089384153,C,D,0
India,Other,Non-Veteran,Widowed,-15.577619770584455,23.66502937168951,B,D,30.18220967906534,E,C,0
Other,Christian,No,Widowed,-61.290598762206,-8.711426240597225,D,E,-105.37905646049137,B,C,1
UK,Other,Yes,Widowed,-76.44818067170603,51.67847140965729,B,D,150.61651051255942,C,D,0
UK,None,Veteran,Married,-51.24720949785093,-170.07928290341928,C,E,12.17452550132677,B,C,1
Germany,Other,No,Widowed,110.89517961884651,-97.21035369791872,D,D,-16.259728407536105,D,C,0
Other,Christian,No,Married,-59.465510915270414,-214.35855351192754,D,B,9.531317609211424,E,A,0
UK,Christian,Non-Veteran,Single,-18.237865598919196,171.07212167430367,A,B,88.93701301647558,D,E,0
US,Muslim,Veteran,Divorced,63.550666130829946,121.0758187631862,E,A,-21.917660659151043,A,A,0
India,Jewish,Veteran,Divorced,6.692113879458786,42.462190161745525,A,B,-28.816806072601846,A,A,1
India,Jewish,No,Single,4.67609844353917,-127.9674550807706,B,D,37.59754501538047,A,E,1
Brazil,Christian,Yes,Married,90.67700779301721,-130.27452256909578,C,D,169.8508475683407,A,A,1
UK,None,Yes,Divorced,-37.36239010808575,-167.53719404649655,A,E,-77.19686392127511,A,C,1
China,Buddhist,No,Single,-106.61346073858755,26.850511711956877,D,B,-135.93637080479516,B,D,0
US,Muslim,No,Single,-107.25076416936955,39.867795168157535,C,D,-116.54644166651688,B,A,0
Brazil,None,Non-Veteran,Widowed,16.907060304683288,66.68288026494058,D,A,-51.076289573482526,B,D,1
Germany,Hindu,Veteran,Married,-3.375494122961938,14.166817216197098,C,D,-107.4672670116436,C,C,1
UK,Jewish,No,Divorced,72.88927493193657,64.97124111845662,D,C,56.25068647862577,E,B,1
Other,Hindu,Non-Veteran,Divorced,74.34837716405,-106.12401783918979,E,D,7.451688071888696,D,A,1
UK,Christian,Non-Veteran,Divorced,-59.54138766290675,40.31271191300937,C,E,-5.676246764766715,B,B,0
Other,Other,No,Married,73.85899356056808,64.43885225737351,D,C,-49.10507886231056,D,E,1
Other,Buddhist,Non-Veteran,Divorced,81.78998540617829,-225.45814265412693,A,A,-106.92514294564037,B,B,0
UK,Jewish,Non-Veteran,Widowed,-99.61111306875472,225.60440487075078,C,B,-27.54768682413829,E,D,0
UK,Christian,Yes,Widowed,-118.12903861937802,-64.72288143427409,E,C,135.6710819781425,B,A,0
US,None,No,Single,192.70462395928317,-74.63391410312734,E,C,29.14601219348884,A,B,1
US,None,No,Divorced,-13.799300539177747,-15.240326493885052,B,E,15.446670676370847,E,A,1
US,Jewish,Non-Veteran,Single,-29.62584783274082,-147.71931439582093,D,E,42.15269886966854,E,B,1
US,Buddhist,Non-Veteran,Divorced,-13.535433262399419,85.73802981657822,D,B,151.8793268467882,A,D,0
Germany,Other,No,Widowed,20.52077074278919,101.84688346345538,B,A,74.49232177843604,C,A,0
US,Other,Non-Veteran,Married,30.280864685550757,42.98340658343155,E,B,-45.45326829195111,E,B,0
India,Muslim,No,Divorced,74.8343213870929,72.44149446232142,E,D,43.67256106789737,B,E,0
UK,Jewish,Veteran,Widowed,-39.783395860651126,-22.41446626016381,C,E,-98.65214380678863,C,D,0
Mexico,Other,Veteran,Married,-75.33299646834756,95.74243106038891,C,E,64.48053644061125,E,C,0
Brazil,Christian,No,Widowed,-35.07308216650064,-220.6494560607866,D,B,-44.442233496735795,C,D,1
UK,Muslim,No,Married,-278.2381151794122,-17.846407336177293,D,B,75.70354996225008,B,C,0
Mexico,None,No,Single,-204.61708060346555,1.1331684580975105,A,C,185.33254386546477,E,C,1
US,None,No,Single,120.97175395225986,101.03965275350626,A,C,23.147879236465087,E,B,1
Germany,Other,Yes,Divorced,17.709293568640632,-18.738838130045586,E,B,108.70023682130503,B,A,1
Mexico,Muslim,Veteran,Widowed,58.07523624039289,-20.176892104102794,E,C,-7.038324869428483,C,C,1
