Race,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Asian,India,A,A,B,B,E,-106.47417346464604,A,0
African American,Germany,A,B,A,D,D,-18.872208146353895,C,1
Black,Brazil,E,B,C,D,C,48.92806189472359,E,0
Black,China,C,C,E,A,D,155.8916929354293,A,0
Black,China,A,E,C,E,D,6.557082355757257,E,1
Asian,India,D,B,B,D,C,21.15387706508167,A,1
African American,Mexico,C,E,E,D,E,29.84763895961961,E,0
White,Mexico,A,D,E,D,C,-52.62047795182318,A,0
Hispanic,China,E,A,B,A,E,22.628424948939376,D,1
Black,Mexico,E,B,E,A,A,113.96341229218336,B,1
African American,UK,B,D,B,E,B,56.95824828538364,B,0
Hispanic,Germany,E,D,C,B,A,72.72218403358403,E,0
Asian,Other,B,D,D,D,B,32.810946369562835,A,1
Asian,China,E,B,B,B,E,-37.64085126645138,E,1
African American,UK,A,C,E,C,E,-27.083457484323382,E,1
Hispanic,UK,B,B,C,B,E,-108.80262035941395,A,0
White,India,D,C,D,D,A,34.399711406230274,A,0
White,US,A,C,A,D,C,-127.18130573938997,A,0
African American,India,B,C,D,E,A,30.03814439728622,E,1
Hispanic,Brazil,B,C,A,C,A,-107.99485797648039,C,0
Other,Mexico,D,B,D,B,B,46.24260283489271,C,0
White,India,B,E,C,A,D,62.15506178837931,D,1
White,China,C,A,D,A,B,18.752536917078338,C,0
African American,Other,A,E,E,B,A,47.831088293725216,D,0
Hispanic,US,C,B,C,E,E,-25.55610298241544,E,0
African American,India,A,A,A,B,B,151.53733493311765,E,0
Black,Germany,A,B,B,E,C,-176.44859273588395,A,0
Hispanic,Germany,E,C,D,C,B,111.74739977486499,B,0
Hispanic,Mexico,D,B,E,B,E,-41.21993792628076,E,0
Black,US,E,B,C,A,D,-19.56986363643487,E,1
Asian,Mexico,E,E,A,E,A,-58.0516347647406,C,0
Other,Germany,A,A,C,B,B,-15.884007424577607,D,0
Other,India,E,B,A,D,A,-53.129957368114376,D,0
African American,US,A,E,B,A,A,6.105641340588243,C,1
White,US,A,A,A,C,B,16.7097636139961,B,0
White,UK,C,D,A,B,D,-72.72623309780089,A,0
Asian,US,E,D,B,E,B,-129.89773991091164,D,1
Hispanic,US,D,C,E,E,C,35.536378335063816,C,1
Hispanic,India,A,B,C,D,C,-50.22049998787058,E,0
Other,Mexico,A,A,B,B,D,-215.8463408721556,D,1
Hispanic,Germany,C,D,D,D,E,-16.064273219099874,C,0
White,Other,E,B,A,D,A,-30.499577114245735,A,0
African American,Mexico,C,B,B,A,C,-3.6066800279748095,A,1
Other,Mexico,D,A,B,E,E,-43.6038528275483,D,0
White,China,C,D,E,E,B,13.000946583070325,E,1
African American,US,A,E,B,C,E,50.69237208246694,B,1
Black,India,D,E,C,E,E,-118.15589567622393,B,1
Hispanic,Mexico,B,C,E,B,A,25.66930188061876,D,0
Hispanic,US,D,E,B,D,E,131.14044817391536,B,0
Asian,Brazil,D,E,B,B,E,79.55416256254811,C,1
Black,US,A,E,D,E,E,-47.98040763565896,B,1
Asian,Other,E,C,E,B,E,76.37089799050011,E,1
Other,Mexico,D,E,A,C,D,130.87764488527694,B,0
Black,Mexico,A,D,E,B,D,40.01456090079187,C,0
White,Germany,C,D,C,B,D,-28.158750118705278,A,0
Black,Germany,B,C,A,D,A,-113.87936039799362,A,0
Asian,Brazil,E,D,C,D,D,186.52386329567648,A,1
Other,China,B,A,B,B,A,48.31276311739894,C,0
Black,Brazil,B,B,E,E,B,151.64402709507962,C,1
Hispanic,India,C,C,B,A,B,-125.85530656127078,E,0
Other,Mexico,B,C,D,C,C,-52.80716564321813,D,0
Other,China,A,D,A,B,E,-8.968874958003518,A,1
Asian,UK,B,A,D,C,C,97.82918695727835,B,1
Black,Other,D,D,C,A,D,-133.617431810465,A,1
African American,Germany,B,D,B,E,D,68.56052434700439,A,0
African American,Germany,A,D,E,D,A,-57.36430878639368,C,1
Black,India,D,A,A,A,B,-48.138022106226494,A,1
Asian,Mexico,D,D,E,A,C,124.75459589498448,C,1
African American,Brazil,D,E,E,C,C,149.50216419837534,D,0
Hispanic,Mexico,D,E,A,D,E,81.60851924274809,B,0
Black,Germany,A,A,E,D,C,101.5300159532793,A,1
Asian,Other,E,C,C,C,D,201.55066050076277,C,0
Black,Mexico,A,C,B,C,B,67.90520842355407,B,1
White,Other,B,D,A,D,E,159.93748109727235,D,0
Black,Mexico,E,D,D,D,E,15.805678702341892,B,0
Asian,Mexico,B,A,E,E,E,-102.23664106110861,E,0
Asian,Mexico,E,A,A,B,B,-57.73290282501701,B,1
Other,US,A,E,D,D,D,7.42964897210465,C,0
Black,UK,B,C,A,E,E,-120.94192585317987,D,0
Hispanic,Germany,E,A,E,E,D,39.74390862861845,A,1
Hispanic,Other,E,D,E,A,A,-131.79422461069902,B,0
Other,UK,C,C,D,B,E,-58.86389804510396,C,1
African American,Mexico,B,A,D,E,C,-72.88624665933064,C,0
Other,Other,A,B,C,E,E,-11.945086394420834,B,0
Hispanic,Germany,A,B,B,A,B,23.38109090933263,B,1
Black,Other,E,A,C,D,D,195.0265743719773,A,0
Black,US,C,A,C,B,C,92.80405799594973,E,0
Asian,Mexico,E,D,B,B,C,-77.63190821544353,E,1
African American,India,D,E,A,A,E,-69.73022346404944,A,1
Hispanic,UK,E,A,B,C,A,-57.59182026751317,B,1
Hispanic,Germany,E,D,E,B,E,-54.36761335194602,B,1
Black,Other,B,E,D,A,D,129.38920461290087,C,0
African American,Brazil,D,B,E,C,D,16.97569898065239,B,0
Other,Brazil,E,E,C,E,E,29.378006821789832,D,0
Asian,Mexico,E,A,C,E,E,-64.43604930078338,E,0
African American,US,C,E,C,C,E,-99.89593607038148,D,1
White,UK,C,A,C,D,E,254.81247468079084,D,1
Hispanic,Germany,C,D,D,A,A,-131.89103802925877,A,0
Hispanic,China,C,A,E,D,B,253.71592754421107,A,0
Black,Brazil,E,A,D,E,B,13.54842354258476,E,1
Black,India,A,A,D,B,A,76.76483370393235,E,1
Black,Brazil,A,C,D,C,B,104.11654516436745,D,1
African American,Other,D,C,D,A,C,106.88880103898677,B,1
Black,China,A,B,D,D,A,31.378298420142027,B,0
African American,Germany,A,C,B,E,D,13.474920288108802,A,1
Other,Brazil,A,E,D,C,C,82.53774031513949,A,0
White,UK,E,A,D,C,D,144.6583623157379,B,1
African American,UK,A,C,D,B,E,63.86770295452803,B,0
Black,India,D,E,C,C,D,-45.197352430311774,C,1
Black,India,D,E,B,C,D,-30.169395205854165,B,1
Hispanic,Mexico,B,D,A,C,E,-67.25165124243023,A,1
Other,China,A,B,E,D,B,-93.89137403368632,E,1
African American,India,E,C,A,E,E,-140.20781988531593,A,1
White,US,B,A,B,E,A,144.98259296781458,E,1
Other,US,E,E,E,C,D,29.076261873558533,E,1
Black,US,D,E,D,D,D,105.730751921637,B,0
African American,Germany,E,B,A,A,A,-3.5907167299163287,E,1
Asian,US,D,C,D,E,D,174.34598019944914,A,0
Other,Other,E,B,C,B,C,33.94929747715121,B,1
Black,Germany,E,E,B,D,C,-58.02192471042693,D,1
Black,China,B,B,D,E,C,-2.630400011689315,B,0
Other,Other,B,E,E,B,D,252.88443157294407,C,0
Black,UK,B,C,B,C,A,-109.35096474164787,A,1
African American,India,D,A,A,B,D,-43.29553769474359,B,1
Black,Mexico,D,D,C,C,A,-72.5643710554256,A,0
Asian,Mexico,B,A,C,A,E,-36.888882044972895,D,0
White,Mexico,A,B,E,A,C,39.17687448907879,D,0
Black,US,D,A,C,D,E,-61.74648677605556,C,1
Other,China,D,A,D,C,C,-259.88445077685344,E,0
Asian,Brazil,A,C,D,E,C,163.94393341454756,C,1
Hispanic,Germany,E,D,E,E,D,29.530278683758425,C,1
Asian,China,C,D,B,D,A,85.00592184888393,B,0
Other,India,A,B,B,A,B,89.56093554906099,C,0
Black,China,A,E,A,A,D,-59.32500742091974,C,1
Black,Brazil,E,C,C,E,A,83.7479473527256,E,0
White,Other,D,A,B,B,E,-74.15222803130108,B,1
African American,US,D,D,A,A,A,-80.7119374151486,C,0
Hispanic,UK,E,B,C,E,C,40.25937135608906,B,0
Asian,India,E,D,B,D,B,69.1883497660563,D,0
White,India,E,B,B,E,D,126.7774501360276,C,0
African American,China,C,D,A,D,A,90.53535591938162,C,1
African American,UK,A,C,E,A,B,-79.26976068884065,A,0
Hispanic,Germany,E,E,A,E,B,-152.9666012776073,E,0
Hispanic,China,D,E,E,B,E,-54.59137473073942,B,1
White,Germany,C,B,B,C,D,129.51585727197653,A,1
Asian,Other,C,E,B,A,A,-98.61688630957401,E,1
White,Germany,D,B,C,C,D,8.681952733153183,C,0
White,UK,A,E,A,D,C,-40.00048650135723,B,0
African American,China,D,A,A,A,B,78.81113919630496,A,0
African American,Brazil,C,D,B,A,C,-166.665955790715,B,0
Black,China,E,E,B,B,D,35.75864396655811,C,1
Asian,China,E,B,E,E,C,209.49473091247782,E,0
African American,Other,A,C,E,D,C,101.36543650805696,E,0
White,Mexico,D,B,B,C,A,-146.3990136236537,D,1
Black,China,D,C,A,C,B,42.48383304742152,B,1
Other,Mexico,D,E,E,D,C,-25.581227126639845,E,0
Other,Germany,A,A,D,A,B,-44.8974585847579,E,1
White,Germany,C,C,E,C,E,132.19601879086267,A,0
Hispanic,Brazil,B,E,D,D,B,-75.44067864831041,A,0
Black,Brazil,E,C,D,B,D,-72.27790228477875,A,0
White,Other,A,A,E,B,A,-31.150201895357682,C,0
White,Mexico,E,D,E,D,B,-1.2623011061774865,C,1
African American,China,E,E,D,B,A,79.84266329396226,C,1
African American,India,B,A,A,B,B,-8.930153960080052,C,0
African American,Brazil,E,E,C,D,B,-42.0876351956704,D,1
Black,Other,B,D,A,A,C,-54.35285843482153,D,0
African American,China,D,B,B,A,E,-99.39028257727006,C,0
Other,China,A,C,A,E,E,33.00965100685341,A,0
Other,UK,C,D,E,C,C,31.78654930167113,D,0
White,China,E,C,E,C,E,-60.289196108567225,A,0
African American,China,C,B,A,E,C,85.6770457942209,A,0
White,China,C,B,A,D,B,50.87502097103953,C,0
White,UK,D,C,B,C,A,18.809556076899835,D,1
Other,Germany,C,E,D,D,D,-84.70697041998045,D,0
Other,US,C,A,B,A,A,90.06333968389646,A,1
African American,Other,D,A,A,C,C,-43.24680008828908,A,1
Asian,US,C,E,D,A,C,-13.38708398873516,E,0
White,China,E,A,E,C,A,62.667626507792676,C,1
African American,Brazil,E,C,A,D,B,-66.23132109068543,D,1
Other,India,B,A,C,E,B,-75.96939793662011,E,1
Black,Mexico,E,C,D,C,C,-48.4073519564321,A,0
White,Brazil,A,C,D,D,B,-61.414219638909614,E,1
Asian,China,D,B,C,A,A,-61.151600508449846,A,1
African American,Other,A,C,C,E,C,12.838138800428354,C,0
Hispanic,Brazil,C,C,A,A,A,-31.5354005970733,D,1
Black,US,B,B,D,E,C,-26.48085839706799,E,0
African American,India,E,D,D,C,B,54.1054690873104,A,1
Other,UK,C,B,A,E,D,118.85977602202158,E,1
Hispanic,Germany,C,B,B,B,D,-63.431611289838195,B,0
Asian,US,A,E,C,C,B,-47.59991154874299,B,1
Asian,India,C,C,D,B,E,25.604069472627934,A,1
Asian,India,C,B,E,B,D,-14.628063249847806,E,1
Black,US,C,D,A,C,B,-126.9225793772671,A,1
Other,UK,C,E,E,E,E,69.82394376011044,E,0
African American,Mexico,E,B,B,C,E,-151.60226221524894,D,0
Other,Other,B,D,E,D,A,-17.01974423103668,E,0
Other,Mexico,B,B,E,E,A,14.18681425203186,B,0
Hispanic,Brazil,B,B,A,B,E,-98.23796316549121,B,0
Other,UK,C,A,A,A,A,138.33981617618133,D,1
White,Brazil,D,B,C,B,A,-69.75880374369264,B,1
Black,China,D,D,A,B,B,59.11768766090535,E,0
White,Other,D,D,C,C,A,-159.00774291334324,D,0
Black,Mexico,C,C,D,A,C,-146.8865536589416,A,0
Hispanic,China,A,A,D,E,E,-82.47128533074502,A,0
Hispanic,Germany,B,A,E,E,E,66.41624859475593,D,1
White,China,C,C,D,A,D,-41.289245159834095,E,0
Hispanic,China,B,D,A,B,D,118.56638302543885,C,1
Black,Brazil,D,B,C,E,C,114.89310962824091,D,1
White,India,D,B,C,D,B,-76.8377426643718,C,1
African American,China,C,A,C,D,B,79.84767365196663,E,0
Hispanic,Other,D,A,A,E,C,119.47884308148191,D,0
African American,Other,D,C,B,D,E,45.74732120995331,A,1
Asian,Brazil,C,D,D,B,A,156.74194514531177,A,1
Asian,China,C,C,E,C,B,91.49973422824512,E,1
Asian,Germany,D,C,B,A,E,37.423563113055145,B,1
Hispanic,Brazil,E,D,A,E,A,-167.36529298636816,C,0
Other,Brazil,E,E,D,A,C,-39.37360783640201,D,1
Black,Other,E,B,E,D,A,120.91291321910727,D,1
Hispanic,Germany,C,E,B,D,E,74.34743628859263,E,0
Asian,Brazil,E,E,C,A,D,-58.2954383632427,C,0
Hispanic,Other,B,C,B,B,D,-43.10597244432374,A,1
Other,US,C,E,D,D,A,-114.50755344591343,B,0
Other,Other,A,C,D,E,D,-143.6731710522952,D,1
Hispanic,China,E,C,D,E,A,36.78082115904167,C,0
White,India,B,B,C,E,D,89.89823372224097,D,1
Asian,US,E,B,D,A,E,-229.55888782034845,D,1
White,China,A,C,C,E,A,-61.870084909599285,E,1
Hispanic,India,E,B,D,E,D,-28.751512726837348,A,1
Black,Mexico,B,C,A,B,D,-159.17913886136304,E,1
Other,Germany,D,C,C,D,D,-86.70790874365031,A,0
African American,India,C,A,A,A,A,-63.15139207950058,E,0
Other,Brazil,E,C,D,B,A,247.03029353742832,B,1
African American,UK,A,E,E,A,C,40.930769468694244,E,1
White,Mexico,B,C,B,E,E,-88.58719337622001,C,1
Other,Mexico,E,B,E,A,E,122.08881502161671,E,0
African American,Mexico,A,A,D,A,C,-95.08318230344047,A,0
Other,US,C,D,B,A,B,-57.36577018876007,C,1
Asian,India,C,D,B,B,B,-38.15208854631997,A,0
Asian,China,A,B,A,E,B,-120.50698351020064,B,0
Other,China,D,B,D,C,C,9.091497033490914,D,1
White,US,B,A,A,D,E,-70.62227347554189,C,1
Asian,Brazil,B,D,A,C,C,-60.83636100860965,C,1
Asian,Mexico,A,A,D,A,B,-37.838379688802426,D,1
Hispanic,India,B,E,C,D,C,-244.8776811376011,A,0
Hispanic,US,B,E,D,B,A,-132.71715541560783,C,0
Black,UK,E,D,D,A,B,-119.0908018263483,E,1
Other,Other,E,D,E,D,C,93.59016081082437,C,0
Other,Mexico,C,E,A,B,B,-30.257286353944217,D,0
Hispanic,Brazil,A,C,B,D,A,32.348275023908805,C,1
White,Brazil,B,B,E,E,E,24.219591952373165,D,1
Asian,China,C,A,C,B,E,63.089623387825874,D,1
White,China,E,B,D,B,B,-181.29976154334324,C,0
African American,India,C,D,B,A,B,-60.08280223528038,E,1
White,China,B,D,C,C,B,-179.00624662496136,A,1
Hispanic,Brazil,A,C,A,A,E,-39.35613347243692,C,0
Black,Brazil,B,D,A,E,E,102.61672034853547,D,0
Asian,US,E,C,E,D,B,30.155387293094282,B,1
Asian,Brazil,D,C,E,C,B,-31.58864847542167,C,0
White,China,E,C,A,D,A,130.19081374732122,A,1
Other,UK,A,B,B,B,D,155.7582120139716,C,1
Hispanic,Other,A,C,C,A,E,128.291965427741,A,1
Hispanic,US,B,E,C,B,C,105.32447694006284,D,0
African American,Brazil,D,E,A,E,A,104.2842106086332,B,1
African American,Other,E,A,A,A,C,-53.15972697809643,D,1
Hispanic,India,E,A,A,A,D,-10.348440711926559,B,0
Asian,US,E,B,B,E,B,148.5129848836293,A,1
Hispanic,US,E,A,B,C,D,-54.75160389529975,D,1
African American,China,D,D,E,B,A,-227.56376714529836,B,1
White,UK,C,E,A,A,E,-91.49127265437271,D,1
White,US,D,D,E,A,B,148.3838172198094,D,1
Asian,Mexico,B,C,C,A,E,-100.30049134554197,C,0
Asian,Brazil,A,B,E,C,C,13.272054630117303,B,1
African American,Mexico,B,E,B,D,D,-75.70718613770079,A,1
Other,China,A,E,A,C,D,24.75029735338205,A,1
Hispanic,Other,D,A,A,B,B,108.56235949662153,D,1
Other,Other,A,A,C,D,C,-31.543780159137143,B,0
Other,UK,B,E,A,E,C,-153.20585385947098,E,0
African American,US,E,A,C,D,C,-5.68431741387669,D,1
White,US,B,E,B,B,D,-9.379544428803465,A,1
White,China,A,A,B,C,A,89.31543054753975,A,0
Hispanic,Brazil,E,E,B,E,C,74.21606838534788,B,0
African American,China,E,A,D,B,D,-179.72216000793273,D,1
Black,Germany,A,B,B,A,E,65.10646528554176,B,1
Black,Mexico,E,B,E,E,D,122.45477912672457,C,1
Asian,US,A,A,A,B,B,191.87822471740097,D,0
Other,Brazil,A,A,D,C,D,61.86258333978147,A,0
Asian,UK,A,C,D,A,B,-115.18923400531615,D,0
Black,US,E,C,E,A,A,159.5287991608904,C,0
Asian,Brazil,D,C,C,E,B,54.575734921608266,A,0
Hispanic,Mexico,D,C,D,B,C,14.573438741968637,A,1
White,China,E,B,D,C,C,-10.54304647220459,B,1
Black,Other,A,E,C,C,D,20.243213486033312,A,0
African American,Germany,E,A,D,B,C,20.145607092975318,C,0
Asian,India,C,A,E,B,D,147.89748619944422,A,0
Asian,Other,C,E,A,A,A,-175.4004497518378,A,0
Black,Brazil,E,A,D,E,C,79.88155941867682,B,1
Asian,UK,B,A,A,D,C,-152.60701688511838,D,1
White,Other,C,D,D,A,B,-43.48544781990588,D,1
Asian,Germany,C,D,D,D,C,-28.698380402593187,C,0
Asian,US,B,B,D,B,D,-5.029288666156733,A,1
African American,Other,E,D,B,E,C,-185.53102295723752,D,0
Black,UK,B,B,B,B,A,108.8879754079473,A,1
Black,Germany,D,D,A,A,B,20.032493439423565,E,0
Asian,India,D,E,E,D,D,32.191346840556385,C,1
Other,China,E,D,D,C,E,-42.09574361774057,A,1
Asian,Brazil,A,D,D,E,B,58.51947578697454,E,1
African American,US,A,D,E,C,C,-57.80752801316863,E,1
African American,UK,A,C,B,C,C,-101.36655587151245,D,1
Other,Other,A,C,C,C,D,97.83881052033789,B,1
African American,Brazil,C,B,A,A,D,148.81195036160614,A,1
Other,Other,E,A,E,B,D,-19.785559447969263,B,0
African American,India,B,D,A,C,D,76.41873866546365,D,0
Hispanic,Germany,C,E,C,C,B,156.89942666999755,A,1
Asian,Germany,B,E,E,C,E,-10.20247076576487,B,1
Other,US,A,C,D,C,A,-140.22378051045303,E,0
Hispanic,Germany,B,D,D,A,C,100.03358028958729,E,0
African American,UK,A,A,D,D,B,95.54787216048305,E,0
Hispanic,Germany,C,C,D,B,A,-31.853161626312716,C,1
African American,China,E,B,A,E,C,-157.74553756801782,C,1
Black,Mexico,E,E,A,A,E,111.469470001305,D,1
Black,Germany,C,A,D,B,E,66.0907129528296,D,0
Other,Brazil,B,D,A,A,D,-100.93421917730024,E,0
Black,China,A,C,B,E,B,-57.93157828178288,C,0
African American,Germany,D,D,B,E,A,24.988732764737502,A,0
White,Germany,C,B,E,D,B,-80.31624608017674,A,0
Asian,India,C,D,B,A,C,-50.58285490520673,A,1
Asian,Germany,C,C,A,E,E,-104.25344451330112,B,0
Other,Other,B,C,E,C,E,-166.82090227091874,A,0
White,UK,C,E,C,A,C,41.97460474638477,D,1
Black,Mexico,C,D,A,A,B,103.57729693718936,E,0
Hispanic,Germany,E,B,D,C,B,178.71740046939686,D,0
White,China,B,A,A,A,C,-124.8432772557456,C,0
African American,Mexico,E,D,D,D,C,-114.65987918491933,E,0
Black,UK,E,A,A,B,C,-7.848566815595792,A,0
Hispanic,UK,A,B,D,B,D,72.42961850195329,B,1
Other,China,D,D,B,A,C,-68.69792342478256,D,0
White,US,D,C,A,C,B,7.492607090775444,C,0
Other,Other,D,D,B,D,C,96.03401433987099,A,1
Black,Other,D,A,B,A,C,102.66578293643407,A,0
Asian,Other,C,D,A,E,D,20.1711646556423,E,1
Other,UK,B,B,E,B,E,-147.36237593053875,A,0
African American,India,C,D,D,A,A,55.49929779912783,C,1
White,India,E,C,C,E,B,6.530188509978239,A,0
Other,China,C,E,C,C,B,70.82979423785942,D,1
Black,US,E,C,B,A,C,72.34258885448568,D,1
Hispanic,Germany,E,E,C,E,D,-164.32508386736032,A,1
White,Other,D,D,D,E,D,-107.26217796250457,D,1
Other,US,E,D,C,D,D,-170.98126113303252,D,1
Black,Brazil,D,B,B,A,D,137.96742795754457,E,1
Other,US,E,D,C,C,C,-79.9993209699435,C,0
Hispanic,Germany,E,C,D,E,B,85.33411609263024,C,1
Hispanic,US,C,C,A,D,E,47.02033252951999,E,1
Hispanic,Brazil,A,D,D,E,E,-66.7446983398102,A,0
Black,US,C,C,D,C,A,-33.72724880286749,D,1
Hispanic,Mexico,A,E,D,B,C,45.470461807836045,C,0
Asian,US,B,C,E,D,D,100.30279316051754,C,1
White,India,A,E,E,E,C,142.6169928397441,B,0
White,Germany,C,B,E,E,A,-12.733721279450853,C,1
African American,Germany,D,C,D,E,D,-210.3272193048701,E,0
African American,Germany,E,E,C,B,B,-22.783838478075626,D,0
Other,UK,A,D,A,C,C,-6.069596291280761,D,1
Other,UK,C,E,E,C,C,-35.734481768301805,B,0
White,Mexico,A,D,C,A,A,-71.49586496280322,B,0
White,UK,E,E,B,A,D,-200.43557837028158,D,0
Black,India,C,C,D,B,B,96.81161219664605,D,0
Asian,Other,E,E,B,A,D,109.5491635643593,B,0
Black,China,A,C,E,D,E,58.382037368031924,D,0
Other,Other,A,E,D,D,C,256.81075225829034,E,1
White,Germany,D,D,E,E,E,185.7960289997713,E,1
White,UK,E,E,E,E,D,-137.54528614455936,E,0
Black,US,C,D,E,A,C,157.28401243968264,D,0
African American,Other,C,D,E,D,B,9.059344853365234,E,0
Asian,Germany,E,E,D,A,E,72.93068775337477,C,1
Hispanic,China,B,E,B,A,B,42.99989216990751,A,1
Other,Other,B,A,B,A,D,10.25526352652656,A,0
Hispanic,US,B,E,C,A,E,76.76373359284052,C,0
Hispanic,Mexico,D,B,C,A,A,-18.013523903268283,D,0
Hispanic,Germany,B,B,B,B,B,71.75848614380168,C,1
Asian,Other,D,E,B,D,C,27.954692524469532,E,0
Asian,Mexico,C,B,D,D,E,85.04406266329973,A,1
Other,China,B,E,A,E,C,-104.8768180458618,E,1
White,China,B,E,C,D,A,19.63474238993548,C,0
Black,Germany,A,B,A,A,E,12.728297442769948,B,1
Asian,India,D,C,D,E,A,-34.07616406200682,C,1
White,UK,A,D,D,D,C,-65.46237921480851,D,0
Hispanic,Germany,D,A,E,E,E,-56.796092151158675,C,0
Hispanic,Brazil,C,C,C,C,A,-45.68846060542794,A,1
Hispanic,Brazil,C,A,C,C,D,-40.187098546564485,C,0
Black,US,B,D,C,B,A,67.43103884116883,B,1
Black,India,B,A,B,A,C,-96.16327022711033,D,0
White,Germany,A,C,A,D,D,7.079660808500981,A,1
Other,Mexico,B,C,A,E,B,-138.68870869541013,D,0
Black,Mexico,E,C,D,E,C,-97.26569590385623,C,0
Asian,Mexico,C,C,C,B,E,-44.725252487451854,A,1
Hispanic,UK,B,C,A,D,C,-23.729662962355583,E,1
African American,Other,D,B,A,C,D,-155.04438388097606,C,0
Other,US,D,D,B,B,A,-50.237182073643595,A,0
Other,China,D,C,C,B,B,66.90533369267679,B,1
Black,India,E,D,C,B,B,56.47799835377476,E,0
African American,Other,C,C,A,C,D,61.39605693687034,E,1
Black,India,C,D,B,D,C,85.08535356156854,B,1
African American,UK,A,A,C,E,B,290.00227683655754,A,0
White,US,C,B,B,E,A,-45.7813198609636,B,0
White,US,C,B,B,D,C,21.348827237493488,E,0
Other,China,E,B,A,D,A,-161.03539993425605,A,0
Asian,US,E,A,E,C,A,2.792275064516164,B,1
African American,India,A,C,B,C,B,-34.947545368302855,E,0
African American,Other,A,C,A,D,B,-33.78026247579969,C,0
Hispanic,India,C,A,C,C,C,-251.40916858695616,B,0
African American,Mexico,D,B,E,E,A,122.19235567637561,D,1
Other,India,C,E,B,C,D,148.20549600988778,B,0
Hispanic,US,E,B,A,C,D,101.64332875777342,C,0
Hispanic,Brazil,C,E,C,B,D,-75.1700526627829,C,0
Black,China,E,E,B,C,D,-32.09018107049249,B,0
Asian,Germany,A,D,E,A,A,29.350166820724304,C,0
African American,China,B,C,A,A,B,-93.87057096705831,B,0
African American,India,A,C,E,B,D,-16.273670708190625,D,0
Other,UK,C,C,B,E,D,57.84677072702246,D,1
Black,Brazil,B,D,C,A,A,-26.298766612275553,E,0
Black,Mexico,B,B,A,D,E,38.57663989514934,D,0
African American,UK,B,C,E,A,B,36.54586039516067,C,0
White,Other,D,E,A,A,A,53.45223813739929,D,0
Hispanic,China,E,B,E,C,A,-11.107896325365415,C,0
White,Germany,D,B,E,A,C,-100.6064223617727,A,0
Black,Other,B,B,E,A,C,271.0289738611284,E,1
Other,China,D,B,C,B,E,-49.31656318627385,A,0
Other,India,D,C,A,A,D,-190.10488237085374,D,1
Other,China,B,E,C,D,D,-50.41687665919247,A,1
Black,Mexico,A,E,C,C,A,81.38880847249872,B,1
Asian,China,A,A,E,A,D,13.388420787944003,E,1
White,Other,B,E,E,E,A,-14.313305839827144,E,1
Asian,China,D,B,E,B,A,-121.47885936486267,E,0
White,India,A,B,D,D,B,74.18313426533678,B,1
Black,Germany,E,B,D,D,E,-200.8781496479557,A,1
Black,UK,E,A,A,A,C,1.167317941039644,A,1
Hispanic,China,E,E,D,C,B,-196.3995040418108,E,1
African American,India,B,B,C,B,D,-93.21154613196045,C,1
Asian,Mexico,A,E,A,C,E,-80.05904747630518,B,1
African American,UK,D,E,E,A,B,76.76827016004533,E,0
Asian,Germany,A,C,D,C,E,118.95948914507129,E,1
African American,Mexico,A,C,C,B,C,-46.343315515346625,B,1
Asian,Brazil,B,E,D,C,A,67.82306230263578,D,0
Asian,Other,D,A,E,D,A,41.63758541036171,A,1
Asian,China,A,A,E,E,A,89.10262351883303,E,0
Black,China,E,D,B,D,C,-121.32621777411671,C,0
Asian,Other,D,D,A,D,C,100.25301493319876,D,0
Other,US,C,D,A,D,C,-31.076956280566748,C,1
Hispanic,Other,A,B,B,C,C,11.38502241818703,A,1
Asian,India,D,A,E,D,B,-142.93246399038927,C,0
White,Other,E,D,E,B,E,-66.7726993425828,A,1
White,Germany,D,A,A,E,B,-89.08442635033092,D,1
Other,US,D,B,A,D,C,-85.5245018721497,D,0
Black,UK,B,D,C,A,A,57.92763514482229,A,1
White,UK,B,E,D,D,A,-115.89902985500156,C,0
Other,Germany,E,E,B,E,D,-163.05732009053025,A,1
Black,US,E,D,C,C,A,30.84814338382089,A,1
Asian,Brazil,B,C,B,D,D,-40.687227327306644,E,1
White,China,B,D,E,C,E,54.98467268371371,B,0
Asian,Germany,E,A,E,B,B,-19.65248664014969,D,1
Hispanic,Brazil,B,B,B,A,C,211.92065572351626,B,0
Hispanic,UK,E,A,B,C,A,25.624802476116532,C,1
African American,Other,D,C,A,D,E,30.034259474646614,E,1
White,Other,C,C,A,B,E,-140.2795085926182,A,0
Black,India,E,B,E,D,A,-10.88829916550787,C,0
Other,Other,B,D,C,D,D,10.382788893661141,E,1
African American,Mexico,D,C,E,D,D,-264.0591759655299,B,1
Other,India,A,A,D,E,D,-93.12886902593287,E,1
Black,China,E,B,A,D,E,150.5870104025842,E,0
Other,Brazil,A,B,E,A,C,-148.85629501081908,B,0
Asian,India,A,A,A,D,B,24.59221396990777,A,1
Black,India,E,C,A,A,D,32.78760015230141,E,0
African American,Germany,B,B,A,E,E,19.312613442278035,C,1
Asian,Germany,A,E,E,A,C,165.48162846840904,A,0
White,Brazil,E,B,A,D,A,-41.799996308685635,A,1
White,Other,C,E,C,E,A,-40.26424969811311,B,0
African American,China,A,A,E,D,D,31.921175406874774,B,0
Black,Mexico,C,C,C,C,E,69.53893659885979,D,0
Asian,China,D,D,E,C,D,-3.617946755789071,D,0
