Nationality,sexuality,Religion,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Mexico,Homosexual,None,No,C,-55.95708081897389,-93.78267796119377,-64.50908686675992,E,D,1
Other,Heterosexual,Hindu,Both,A,-8.974578074046475,-222.88013450556298,-168.4372952318664,D,E,0
Germany,Bisexual,Other,Mental,D,199.57005876243664,220.3981005077957,166.98647747338845,D,D,0
India,Other,Hindu,Mental,B,-52.85796749501601,104.44945358376405,-57.99342169263802,D,E,0
India,Heterosexual,Christian,Mental,A,75.65398475669613,-235.24883125052511,-54.74465811371093,A,E,1
US,Other,Muslim,No,D,107.01098130311983,30.47202648032783,-41.32008421125372,E,A,1
US,Homosexual,Muslim,Yes,B,3.5567720157491336,17.31305210183919,-47.93531387829394,E,D,0
Mexico,Heterosexual,Muslim,Both,C,161.64705472822558,-117.7904915550772,-21.710491898729128,E,A,1
India,Homosexual,Muslim,Both,A,-67.07511714592327,-188.0434926352514,53.14007038837648,E,E,1
US,Other,None,No,C,-48.37340089225096,73.05047719242597,182.29492628494245,C,D,1
US,Homosexual,Hindu,Mental,B,128.63321661205342,146.60510327076483,-44.60968509279538,B,D,1
US,Homosexual,Hindu,No,A,-167.82807622238946,28.52558924398548,110.35258136642841,E,C,1
India,Bisexual,None,Yes,E,44.218435755676175,-77.74820827922653,101.94599487063132,E,A,0
Brazil,Homosexual,Buddhist,Mental,A,-187.19925658583975,41.47571604566846,117.73158092039955,E,D,0
Brazil,Heterosexual,Jewish,Yes,D,-15.537675157103168,132.48670141311052,121.97090164336004,E,B,1
China,Homosexual,Other,Physical,B,123.18744996148739,135.1996360024122,19.950289180312254,A,C,1
Mexico,Other,Christian,Both,D,64.10272023026849,49.16454344660728,37.59468213273964,D,B,0
Germany,Other,Jewish,Both,E,20.337184872695754,-11.637007210283755,-169.3177381639152,C,B,1
India,Heterosexual,Jewish,Physical,B,-9.23061990128398,-21.958201231893888,49.80798471560366,C,A,0
Germany,Homosexual,Hindu,None,A,-26.369204068959174,175.52258908671243,-122.96861900881623,C,B,1
Brazil,Bisexual,Other,Physical,A,-34.781790815122584,70.48810919283348,17.801978785109128,E,A,1
India,Bisexual,Jewish,Mental,E,-52.17503898749092,-66.54156810850512,-48.359363248327554,D,D,0
US,Heterosexual,None,No,A,-107.39735832238824,-29.578043641151925,-30.37067524237449,B,C,0
Brazil,Bisexual,Jewish,Both,D,-52.73233815870044,51.95730388039137,101.57176999493296,D,A,1
UK,Heterosexual,Muslim,Mental,E,10.222563786293577,-96.0283217499598,89.75102914019082,E,A,1
China,Bisexual,Other,Both,A,47.76073332456758,-63.75165860831585,-82.95288203921666,A,B,0
Other,Homosexual,Muslim,No,D,49.98178873361512,-190.84361856395452,151.34714749403346,C,B,1
Germany,Other,Christian,Both,C,81.14218007050525,63.92422726353529,-40.95654520357246,B,A,0
Other,Heterosexual,Jewish,No,B,-70.10075667920096,-32.696639231037004,64.9106725761791,D,B,1
Other,Homosexual,Hindu,Physical,B,-41.383385174062944,172.22996310747195,-116.65654099552243,D,C,0
Other,Heterosexual,Muslim,None,A,151.80529697155725,-58.36626987473298,-33.39597249955572,E,C,0
UK,Other,Christian,Mental,D,-194.72733626673445,-80.57066355376989,-24.517884036034996,D,A,1
Brazil,Heterosexual,Buddhist,None,E,-266.65362719887275,64.2404362968183,97.74578521190163,D,A,0
India,Bisexual,Jewish,Mental,D,102.77246082755663,-30.869098562499108,-93.04141512583728,A,A,1
Brazil,Bisexual,Buddhist,None,C,-130.7435460269477,180.7022624365719,225.00334805268528,B,E,0
Mexico,Bisexual,Hindu,Mental,B,151.14093410558635,1.9751508876357466,31.504405608666037,E,E,0
Germany,Homosexual,Christian,Both,E,42.38252581990446,44.4987869888469,76.47110640994808,E,D,0
Germany,Bisexual,Other,Mental,E,135.61892797047793,-14.604647449106675,-60.3784161775596,A,B,0
Other,Other,Hindu,None,A,-30.330697770453835,84.37726856838717,-79.53410778942273,D,B,0
Other,Bisexual,Other,Both,D,13.6286467323107,-78.04964917074153,85.01791943915113,D,E,0
UK,Other,None,Yes,D,47.97578209807087,-61.83160920256986,133.00642131262853,A,E,1
Brazil,Other,Buddhist,Mental,C,83.76670058816225,56.47651403264338,76.61481427752184,E,E,1
Germany,Homosexual,Buddhist,None,B,-65.16255079815294,-196.43059934296988,-141.3066612018118,E,B,0
Other,Other,Hindu,Physical,D,-34.078100411134166,126.58711038697473,47.029025523645714,A,E,0
UK,Other,Jewish,No,C,-108.79487216428024,-5.600852203270769,58.04170587081083,D,C,1
China,Heterosexual,None,No,E,-89.59100641921106,-82.03974594696048,40.207747939905126,B,A,1
Germany,Bisexual,None,None,E,9.72183208852082,-50.11658734780398,-107.60667075242019,D,C,1
Brazil,Other,Jewish,None,B,19.674435906409446,-92.06166791621872,124.98450031628772,A,A,1
Other,Bisexual,Other,No,D,-38.52791261140723,13.131452630577778,166.9972847663891,E,B,0
India,Bisexual,Christian,Physical,A,-28.023986897307502,-115.51753468002559,-61.95313074844153,B,B,0
Other,Bisexual,Christian,No,E,304.50932248663,-163.44055402712735,20.36046141239979,D,E,0
Brazil,Bisexual,Christian,No,E,25.578439444591538,110.90009472746902,113.0493512691536,E,C,1
Mexico,Heterosexual,Buddhist,Mental,C,109.71784864567891,-93.80717279631277,-22.451066420633506,E,A,0
UK,Homosexual,Jewish,None,B,42.1381800505818,-206.56490230490147,150.13762840295638,B,A,0
China,Heterosexual,Christian,Both,C,145.88089143987432,240.2406189205906,-83.93094214383422,D,B,0
US,Homosexual,Buddhist,Mental,B,-199.54913794332384,-132.2919530918314,5.654693676800764,A,C,1
UK,Homosexual,Jewish,Mental,A,-181.0946142227413,90.9707033568258,-76.26452023307624,C,D,1
Other,Heterosexual,Muslim,Physical,A,-46.756948827218096,26.919269662012884,109.52822887510132,D,A,1
Brazil,Other,Other,None,B,-109.79798711133367,168.43856763293422,73.89707189767245,E,B,0
Mexico,Other,Jewish,None,D,-78.36764121217603,-68.2751629023804,45.4322479856876,B,E,0
US,Heterosexual,Other,Yes,B,-133.15913615382416,76.66345391976542,-20.732375550375544,C,E,0
Mexico,Heterosexual,Hindu,Physical,A,8.616321739727022,-54.69430212877987,73.0661122402087,E,C,1
US,Bisexual,Jewish,Yes,B,45.815880395409344,125.41567846262436,196.9329260506514,E,B,0
UK,Homosexual,Christian,No,C,100.04405799456875,-103.11657732544577,-155.1554911154744,D,B,0
India,Other,Other,Mental,A,97.59469883653456,27.57624380778209,-23.683289495595496,A,A,1
Brazil,Homosexual,Buddhist,Yes,A,-130.11746478378916,-33.85332790038632,-128.81990721890105,A,D,0
US,Bisexual,Jewish,Physical,B,-92.71989207258996,-247.34323017177627,71.93538108336129,A,C,1
Mexico,Other,Muslim,Physical,D,-107.02828893828415,40.44866211775934,89.26809013332189,B,D,1
Mexico,Other,Jewish,Both,D,-50.95342972803446,-44.617397547103124,-141.51578908421735,C,D,0
India,Other,Hindu,Physical,A,174.3938728586695,-133.85157750006516,34.08787831658031,D,E,0
Brazil,Bisexual,Buddhist,Mental,E,-9.034638876492386,145.23122021945267,85.77425525159497,C,D,1
Germany,Other,Muslim,Yes,B,130.44323705325158,-125.95490061421029,-146.17405449364009,C,D,0
Other,Homosexual,Hindu,Both,A,-7.18856454904047,-56.71793378215124,-55.774065571929846,E,D,1
Mexico,Heterosexual,Jewish,Both,D,111.65787167231407,37.73450471102633,5.382554009349421,D,A,1
Brazil,Homosexual,Hindu,Yes,C,-26.897237139419982,-122.41034264125513,-50.158573033372654,E,B,1
Brazil,Bisexual,Hindu,Yes,A,-66.45968553345487,68.77840372166224,-20.46949410515977,D,C,1
India,Homosexual,Muslim,None,C,58.41272461607162,-0.01016821113950013,-146.35608497644208,D,C,1
Other,Bisexual,Christian,Yes,A,-113.63044632355401,-8.190052881717987,-78.89403938794898,D,E,0
Brazil,Homosexual,Hindu,No,C,24.165519012110792,27.737431619696967,48.987246770283015,A,B,1
China,Heterosexual,Christian,Physical,A,90.73777538805192,51.714246174234766,89.29132517207972,D,C,0
UK,Other,Other,Mental,C,72.14965641813195,-126.22883635870504,-28.551569001747843,C,D,0
China,Other,None,No,E,81.92070484166621,21.7098837575844,-31.914279359792296,C,C,0
India,Other,Christian,Mental,C,-151.3859638938371,-4.321383995425498,-18.259107979772928,D,A,0
Brazil,Bisexual,Hindu,Both,C,96.6918333709273,95.43550195832476,51.29662429290111,E,D,0
Mexico,Heterosexual,Christian,Yes,C,-131.46312920160943,48.597277306006035,29.923448277107507,E,C,0
UK,Homosexual,None,No,E,-124.29731237573085,119.88682468098524,14.41309958364447,E,D,1
Mexico,Heterosexual,Jewish,Both,B,-35.35439958189074,-29.921176445961134,35.993413432189925,C,E,1
Other,Homosexual,Christian,Both,D,85.8325437939534,-80.89475376616608,-39.66768675242254,E,D,0
China,Bisexual,None,Physical,A,-39.40488748081879,109.61862777347528,-116.05957271025235,D,E,0
Other,Homosexual,Muslim,No,D,56.96827467577425,-172.17660537829653,-134.5458255345102,D,C,1
Mexico,Other,Hindu,Yes,A,-13.52694659458726,108.48853394961442,3.841748747877865,E,D,0
UK,Other,Hindu,No,A,98.18527308272482,186.9051227784533,48.22389741316721,A,E,1
Brazil,Bisexual,Hindu,No,C,8.502435147298593,-32.02002600507659,-103.51025184344995,B,A,0
US,Bisexual,Other,Both,B,137.3381518722015,-46.25454145610676,129.62730992124057,E,A,0
UK,Homosexual,Jewish,None,D,-39.2048201268979,70.71932300203866,109.86379503929173,B,B,1
UK,Heterosexual,Hindu,None,C,-5.868085457094139,72.47364709763794,9.483545445965634,D,C,0
Germany,Other,None,None,E,43.80640936848905,-20.941019431707975,105.72621609469198,E,D,1
Mexico,Homosexual,Hindu,No,D,-148.71029395043655,11.682187447484807,-191.02527033227142,E,C,1
UK,Bisexual,Other,No,D,-40.37994654196721,191.73796655237322,262.3827986916657,C,A,0
Mexico,Other,Jewish,Mental,D,64.81949631268675,-197.1506961400934,14.920458368697043,B,E,0
Brazil,Bisexual,Christian,No,C,99.39944283429394,-3.7803277265711777,65.88641917402981,E,E,0
US,Homosexual,Jewish,Yes,D,-51.21920073996581,-112.24161741237717,-41.385871852845085,A,B,0
UK,Homosexual,Buddhist,Mental,A,-43.12833767211304,-11.322992597149776,221.50852368333625,C,B,1
UK,Other,Christian,None,E,-121.18976546804592,8.054392396625651,48.407111435549425,D,E,1
Other,Other,Christian,Yes,D,53.62485077256785,56.836740666772776,-34.52598606173793,A,E,0
US,Homosexual,Hindu,No,B,96.02305203820865,66.46853712044167,58.493345826448326,A,C,1
Germany,Heterosexual,Other,Physical,E,39.700177796003786,-40.79251533276531,-190.67763824922815,B,B,0
UK,Bisexual,Christian,None,E,33.158624952245304,18.765839576918424,36.19759412741118,B,B,1
US,Other,Muslim,Mental,A,41.57568983900316,100.34647430692998,95.99014395023524,B,D,1
India,Heterosexual,Hindu,No,E,92.33267064264331,-245.75479155861223,-97.92342176430161,A,B,1
Other,Homosexual,Hindu,Both,E,-54.62311604434228,-103.41101840294309,-47.383466704290846,C,D,0
Germany,Bisexual,Other,Yes,A,7.2730445132365675,28.284484090624996,21.99608884405844,C,E,0
China,Other,Hindu,No,C,117.81955635930757,173.36068805205278,-56.130342203361415,A,B,1
China,Heterosexual,Other,Both,B,-175.36770420202797,-35.02236089065602,-67.30560191640723,A,D,0
US,Homosexual,Buddhist,Mental,A,-22.687723630114796,-68.67751642689353,14.955789917479208,D,B,1
Brazil,Other,Hindu,No,C,-24.686013956145587,80.70070643112874,81.5842900754163,C,D,1
Other,Homosexual,Hindu,Mental,C,116.39918174774873,-91.42112938812213,-149.73924440491987,A,E,0
UK,Bisexual,Christian,Both,D,-258.9580215173939,94.82825436725622,79.63385660387104,E,E,1
Mexico,Homosexual,Jewish,Physical,A,127.19179319490625,-150.52395876411154,-28.015985656531427,E,A,0
Other,Other,Jewish,None,A,-170.7178413305123,95.72790470477793,-55.29352453406592,D,A,0
US,Bisexual,Other,None,D,52.49125279405582,229.01621682380298,84.79896176818677,A,B,0
Brazil,Other,None,Both,C,70.95345020688514,201.50554107363416,-135.62743285178541,B,A,1
Mexico,Heterosexual,Buddhist,No,C,14.685331123554013,83.08989687587555,172.3438262037042,E,B,1
Other,Heterosexual,Christian,Mental,C,69.28022460326288,84.67143062492698,39.23179957795389,C,E,1
Mexico,Other,Other,Yes,C,-155.9437412799166,102.20036378873513,11.762559123903396,D,E,1
Germany,Homosexual,Buddhist,Yes,E,233.38743293526306,10.481790099536644,7.665347843995623,E,A,0
Other,Homosexual,None,Both,E,-175.62275313880457,-124.08821707578083,-103.99150171637577,D,C,0
Germany,Homosexual,Hindu,Mental,D,5.040314306385342,-7.438853758647901,-43.60566132445607,D,D,1
Other,Bisexual,Other,Physical,D,-86.08548272397239,29.62820251682406,159.71752796747626,A,B,1
UK,Homosexual,Buddhist,None,B,154.5764782291753,-217.9672411513352,11.803250590160157,D,B,1
Other,Other,Jewish,None,D,-118.90045744934751,-91.9306444371776,108.35958915350012,C,D,1
US,Bisexual,Other,Mental,E,-78.73566814912081,84.21128891724304,135.78635154524162,C,B,0
UK,Bisexual,None,Physical,B,112.12158842807239,14.706073551284229,164.27976294239025,C,A,1
Germany,Heterosexual,Hindu,Physical,D,-152.19912489308794,91.12927526174519,63.35886217898985,E,D,1
Mexico,Heterosexual,Jewish,Both,C,5.153986960680596,73.58370633827734,10.207041371639313,B,A,1
China,Homosexual,Muslim,Yes,A,45.814008396856615,-94.58226902316927,11.411144764828778,D,E,1
Brazil,Heterosexual,Other,Yes,B,-121.73629325504926,-89.45188542335502,-151.39041223725417,A,B,0
UK,Bisexual,Buddhist,No,D,-7.756554140644879,-140.9921727696164,-74.71401948755604,E,E,0
Mexico,Bisexual,Buddhist,Mental,C,79.68419934915396,63.45219984837711,-139.93841360996166,C,B,0
US,Heterosexual,Buddhist,Mental,C,115.34702107811314,221.31774715220823,-79.76331091819044,C,B,1
India,Other,Christian,No,C,96.63508105933012,113.51555048116633,30.416827847905108,C,B,0
Mexico,Homosexual,Buddhist,Yes,E,-127.67024435035998,22.11892720866121,-160.9044846170045,E,D,0
Other,Homosexual,None,Physical,D,-91.7789885744422,-15.815062440424402,134.9966182293,A,A,0
US,Other,Other,Mental,C,21.46017843062184,113.79716223693386,-16.68427315430473,E,D,1
US,Heterosexual,Muslim,Both,C,33.71801846922824,-79.72599589858439,-252.06875209416643,C,A,1
US,Other,Christian,Mental,D,-106.75349123791248,76.05083906424707,73.23522146751826,C,B,1
China,Homosexual,Other,No,E,-119.83264914655362,-7.499196975183761,57.17976920264244,C,C,0
India,Other,Other,Yes,C,10.866079364929801,188.52422583494862,-83.17481229779533,E,B,0
China,Heterosexual,None,No,A,12.551464254102166,-91.64109377242718,20.76405530908285,D,E,1
Mexico,Heterosexual,Muslim,No,B,-85.75515907229445,-44.74850602433069,210.0956006515869,E,A,1
India,Heterosexual,Jewish,Yes,A,-13.070357624268231,-96.10824883076924,40.01762628759224,A,E,1
India,Homosexual,Other,Both,D,283.0336780134719,72.57529263995598,-39.96654791171028,B,E,0
Other,Bisexual,Other,Mental,C,3.389249868360406,-22.94603213575644,50.91994368994509,A,D,0
China,Bisexual,Jewish,Both,A,35.708810846642336,5.887805170176661,-139.7290679711287,A,A,0
Other,Heterosexual,Christian,None,B,-45.725471584008616,7.259618792642197,60.75282110632464,E,D,0
Mexico,Other,None,No,C,-86.16012242741337,-103.07609723259183,-207.3066179040645,C,B,1
Other,Other,Jewish,None,C,-1.0227284856887808,77.19778621328841,-152.3229944539991,D,E,1
Mexico,Bisexual,None,Mental,C,4.629746166383642,42.96211554899847,57.62197377943785,A,D,1
US,Heterosexual,None,None,C,-54.52661183283222,81.67336541551296,9.397806471047591,C,E,0
Germany,Heterosexual,Buddhist,Mental,D,-41.134434462992445,-30.497590179587107,78.81295659106489,D,B,0
China,Homosexual,Christian,Physical,A,15.122104450417972,-110.37345404654954,16.75597469164783,E,E,0
US,Heterosexual,Buddhist,None,D,45.117835280437504,-132.48077982661596,-61.01607328370594,C,A,1
US,Homosexual,Muslim,Both,B,-47.678938174989156,110.182037120457,64.60351358476537,D,C,0
Mexico,Bisexual,Other,No,E,-67.03346332753107,106.66290249768366,30.70292119988074,C,E,1
Germany,Other,Jewish,Mental,B,130.40716615238836,0.2348800949615116,-108.56520930571725,B,D,0
UK,Other,Muslim,Both,D,-28.518709569249616,-72.946430208852,-31.45531753559409,A,A,1
UK,Other,Muslim,Physical,C,106.91637982187585,172.11833027525327,-121.181656172145,C,E,1
US,Homosexual,Other,No,D,42.843558671923994,-53.318543366972705,319.0160266321465,B,E,0
Other,Other,Christian,Both,A,48.69897153135837,10.95145422277394,-14.38627987932977,E,D,0
Other,Bisexual,Jewish,None,E,-191.97558635287174,119.60176996840897,-62.46829407409385,E,C,1
Brazil,Bisexual,Jewish,None,D,-34.57573589537384,163.07428520352752,-20.212692428089316,C,D,0
Brazil,Bisexual,Hindu,Both,A,-18.6200717193849,90.66145256625889,35.387714161923576,C,B,1
China,Bisexual,None,Physical,E,208.11587222844477,-155.25303758624446,17.723691770720517,E,E,0
China,Other,None,No,A,-77.17307121742381,-142.89009371168157,-16.83069096911555,B,E,0
UK,Bisexual,Buddhist,Yes,E,-23.520187943062467,87.71437376047743,-51.81223852546777,D,C,0
Brazil,Bisexual,Hindu,No,B,-182.8437153702109,72.4023804031047,161.64745890479304,A,D,0
India,Heterosexual,Buddhist,Yes,C,10.472809547235833,48.713852357990625,116.00611623407404,D,E,1
US,Heterosexual,Christian,Physical,B,-5.9846851336913165,-21.51145727625051,-19.903116342349147,D,B,0
India,Other,Christian,Yes,A,-18.40210168711096,-168.18249270248867,-72.02646427300145,E,E,1
Germany,Heterosexual,Buddhist,None,B,-100.53589743362635,38.42762636052759,4.639211069346312,E,C,1
Mexico,Other,None,Mental,C,26.614823402584893,125.9454590390759,20.622466188825868,A,E,0
Mexico,Other,Muslim,Yes,D,54.24913021518556,-82.74984993902176,-35.80966609071577,C,E,1
Germany,Bisexual,Jewish,Mental,D,28.756285057078568,-209.0015209065298,161.73274716503954,C,B,1
China,Other,Muslim,None,C,-61.986878831303706,-196.4664467224695,20.871963298477375,B,E,0
Brazil,Homosexual,Christian,Both,C,-55.692149086063736,91.1284004961744,-118.73180015234503,A,A,0
Brazil,Heterosexual,Hindu,No,D,-69.84873099906837,128.62022366271478,34.41443053347288,C,C,0
Brazil,Heterosexual,Buddhist,None,C,-15.66088132124779,-6.736661788296661,18.18870095574941,E,A,1
India,Other,Muslim,Yes,C,8.56712630913654,116.55306876951855,75.4459061609311,B,E,0
Germany,Heterosexual,Muslim,None,E,-31.981316581050272,-222.8901752217674,46.572903927130376,E,C,0
US,Heterosexual,Other,Yes,C,-44.39664359613866,89.11482825684264,-28.417365853060883,B,C,0
China,Heterosexual,Christian,Yes,A,17.693715951177186,41.04689662602388,-15.9090223809922,B,B,1
Other,Bisexual,Other,Both,C,78.59660491120015,83.87574506247032,69.78818801372105,D,E,1
Germany,Heterosexual,Hindu,Both,A,34.016145751174214,18.484913737790027,201.7078936825751,E,D,0
India,Bisexual,Muslim,None,A,172.71221437527754,24.275613382221664,-115.59963353074814,E,C,0
Germany,Other,Hindu,Physical,A,-66.58997430612382,-24.937702315225565,-44.79975704286575,E,B,0
UK,Homosexual,Buddhist,No,B,-58.42296646806254,194.23641948318053,17.533332370696797,E,A,1
Mexico,Bisexual,Buddhist,None,D,252.53310063303869,-40.019620367162766,163.6842644472418,D,A,1
US,Homosexual,Christian,Physical,A,34.857455091400595,26.313196164486204,1.0156138316668584,C,D,1
US,Heterosexual,Jewish,No,E,43.90869551465295,-85.13330541626424,-21.02822685550968,B,B,0
Mexico,Other,Hindu,None,E,-21.76139890086002,-21.225829074257614,-109.52555295534108,A,E,0
Germany,Homosexual,Buddhist,Yes,E,-82.35217847215195,-25.631732760785404,-6.012825495785009,C,E,0
Mexico,Heterosexual,None,Both,C,-16.461677328117975,30.17850623409239,-5.517532290292358,C,D,1
Mexico,Heterosexual,None,None,D,1.974035748298043,-203.17144374753536,123.31286699725209,E,B,0
Brazil,Homosexual,Hindu,No,A,-100.54967060804731,-72.84914382157228,31.0731629726605,B,E,0
UK,Heterosexual,Hindu,Both,D,-107.16729096593498,74.10543178642548,-179.39553599147519,D,C,1
