religion,birth_year,Disability,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,target
Muslim,91,None,Homosexual,A,48.39103482331133,B,D,B,1
Other,53,Both,Homosexual,A,72.59045842389511,A,E,B,0
Buddhist,86,No,Other,A,-38.8052900107173,E,E,D,0
Other,42,No,Heterosexual,D,-217.27685509542218,A,C,E,1
None,40,Physical,Homosexual,C,89.18350591232205,C,B,D,0
Muslim,65,No,Bisexual,A,79.1286788577745,B,A,D,1
None,48,None,Homosexual,A,-163.1101813349095,E,D,C,1
Christian,71,Both,Other,B,13.780303961363424,B,E,B,1
Jewish,57,None,Homosexual,E,-75.47635750921738,E,B,B,1
None,22,Physical,Heterosexual,A,-263.8885592030333,D,A,E,1
Other,93,Yes,Other,C,-28.340027607574893,C,B,E,0
Muslim,41,Physical,Bisexual,A,73.26767256860633,A,A,C,0
None,79,Mental,Heterosexual,A,16.547058977528273,D,E,E,0
Hindu,42,No,Other,C,27.37390863854296,E,E,C,1
Other,67,No,Homosexual,D,13.044890826662387,E,C,D,1
Christian,92,None,Heterosexual,E,-73.92072738241315,E,C,D,1
None,22,No,Heterosexual,D,51.07461498308934,A,E,C,0
Jewish,22,Both,Other,D,3.9536142802316716,D,D,A,1
Christian,34,No,Bisexual,D,-41.91678124440918,A,A,D,1
Muslim,55,Physical,Homosexual,B,-49.91379801306974,B,A,D,0
Jewish,94,Mental,Heterosexual,B,-89.80790568961025,B,A,C,1
None,45,No,Homosexual,B,-175.70364733205756,B,A,B,1
Hindu,54,No,Homosexual,E,19.202179377903988,D,B,E,1
None,23,Yes,Other,D,3.9925734395309345,E,D,E,1
Hindu,48,Both,Heterosexual,B,3.356070086899428,C,B,D,1
Christian,85,Both,Bisexual,D,-108.25652663926863,A,A,C,1
Muslim,91,None,Other,E,46.479079595553145,D,D,A,0
Hindu,83,Both,Homosexual,D,-115.09527131497453,C,B,A,1
Buddhist,27,No,Homosexual,C,96.22811504147667,E,B,E,0
Buddhist,45,None,Heterosexual,E,58.598212690473595,A,E,B,0
None,78,No,Heterosexual,B,-89.61743911453387,A,C,D,0
Jewish,37,No,Homosexual,B,36.46514466754378,D,C,C,0
Christian,24,Both,Homosexual,B,-11.515059628104463,E,E,D,1
Other,77,Yes,Other,E,-91.82311231228799,A,E,D,1
Muslim,20,Yes,Other,B,-231.47424891627378,C,C,C,1
Hindu,37,None,Bisexual,C,44.001293539503926,D,A,C,1
Hindu,99,Yes,Heterosexual,B,-41.298231602848,D,E,A,0
None,97,Physical,Heterosexual,C,7.971091803369578,D,D,B,0
Christian,86,Yes,Bisexual,B,-135.77634260503507,A,E,D,0
Buddhist,70,Both,Bisexual,D,34.57609922655844,C,C,D,0
None,21,No,Bisexual,C,37.2175297545907,D,D,E,0
Jewish,19,Yes,Heterosexual,D,68.44848014310332,D,A,A,1
Jewish,39,Both,Heterosexual,C,36.51134439052871,D,C,D,0
Other,50,Physical,Bisexual,E,49.34105783441587,B,D,A,1
Other,90,None,Heterosexual,E,-46.87036881216181,B,D,E,1
Hindu,98,Mental,Bisexual,E,184.75024167584866,D,A,B,0
Jewish,51,Physical,Homosexual,E,-163.60265392581695,C,D,A,0
None,39,Yes,Other,B,-77.93748181982986,C,A,A,0
None,66,None,Bisexual,A,-54.0424647917391,B,E,C,0
Jewish,47,Physical,Other,A,8.236872359402946,B,B,D,1
Muslim,44,Yes,Homosexual,B,-132.0063389424768,E,C,D,1
Muslim,63,No,Bisexual,D,60.82563096692515,B,D,C,1
Buddhist,35,Physical,Homosexual,C,-33.29968967070373,A,D,A,0
Muslim,28,Both,Bisexual,D,-82.41311352764839,A,A,D,0
Christian,50,No,Heterosexual,E,-48.274258707682364,A,B,A,0
Jewish,48,Both,Homosexual,A,90.12276910194718,D,E,E,0
None,19,None,Bisexual,D,36.73198674253738,A,D,B,1
Buddhist,28,No,Heterosexual,C,-54.61271479437446,D,A,B,1
None,25,None,Other,C,-79.52457322672916,C,A,D,0
None,43,Both,Other,B,-5.0614678383089196,B,D,C,1
Muslim,98,No,Heterosexual,A,-14.726665183149763,E,A,B,0
Muslim,94,None,Heterosexual,B,-145.88068161884905,E,A,B,1
Other,40,Both,Heterosexual,A,-66.72139214982242,A,B,A,1
Jewish,72,No,Bisexual,E,-12.052060708755755,B,D,E,0
Jewish,28,None,Homosexual,B,-50.73309985229866,C,C,E,1
Buddhist,57,Both,Homosexual,D,140.1457070122396,E,D,A,1
Christian,42,Yes,Other,C,-0.0006352236730133399,E,D,A,1
Hindu,29,Yes,Heterosexual,C,162.7068057596515,B,B,B,0
Christian,83,Physical,Heterosexual,B,-41.44649381994115,D,B,C,0
None,80,Physical,Heterosexual,B,153.8626686697671,C,C,A,0
Muslim,87,Mental,Heterosexual,C,193.16304067088257,E,E,A,1
None,65,Mental,Bisexual,C,101.9098836171951,C,B,D,0
Christian,49,Mental,Homosexual,B,-236.31728263866876,E,D,B,0
Jewish,27,None,Other,D,-8.685476429884108,E,C,D,1
None,19,Both,Other,D,1.7680907281014866,C,B,A,0
Jewish,52,Yes,Other,B,48.243511232045364,C,C,E,1
Muslim,71,Mental,Heterosexual,E,107.35620943722095,E,D,D,0
Buddhist,48,Mental,Bisexual,B,-146.3539784961019,B,E,A,1
Buddhist,52,Both,Heterosexual,E,-116.45686629972121,B,A,D,1
Christian,95,None,Homosexual,E,167.03043059435709,B,B,C,1
Jewish,93,Physical,Other,C,109.86732097690665,B,D,D,0
Buddhist,72,No,Other,C,-80.73374349746014,C,D,C,0
Other,85,None,Homosexual,B,-56.274285802498255,C,C,C,0
Christian,91,No,Homosexual,C,9.841734643709534,C,C,D,1
Christian,23,No,Homosexual,A,58.12818545136764,D,E,A,1
Other,54,Physical,Other,A,100.39692664458939,D,A,C,1
Hindu,52,Both,Bisexual,C,-111.09829442069613,A,C,D,0
Hindu,19,No,Homosexual,A,-119.50558587360571,C,A,B,0
Other,65,Both,Homosexual,C,69.72552033319118,C,D,A,1
Jewish,49,Yes,Bisexual,A,-56.30313794358345,D,C,A,1
None,99,None,Other,A,-90.34634227670938,B,A,A,1
Jewish,79,Mental,Homosexual,B,-192.96038970203887,A,E,A,0
Hindu,95,None,Bisexual,B,-51.80927470775215,D,D,B,0
Buddhist,95,Physical,Other,C,236.74246184578425,D,B,D,0
Christian,74,None,Bisexual,C,5.824851814553182,E,A,E,1
Other,32,Physical,Heterosexual,C,72.7964436199721,C,C,D,1
Hindu,87,Both,Heterosexual,A,-118.6779502473714,B,D,A,0
Buddhist,65,None,Homosexual,E,-133.15214751975168,B,B,B,1
Christian,87,Mental,Bisexual,E,20.7070045487251,B,E,D,1
Muslim,41,Mental,Other,A,122.95718932968092,B,C,D,0
Other,22,Physical,Other,E,176.19931228600188,D,D,B,1
Muslim,36,Physical,Bisexual,C,-2.6297630581484484,C,A,D,0
Other,84,No,Bisexual,A,-90.46175939846994,E,C,C,1
None,68,Physical,Bisexual,A,83.70956642070244,E,E,E,0
Other,88,None,Other,C,-192.82947335480313,A,C,A,0
Buddhist,22,Yes,Other,E,-137.00550526475843,C,B,B,1
Other,77,Physical,Homosexual,D,6.729492993420191,E,B,A,1
Jewish,77,Both,Other,A,-10.46872549260867,D,A,D,0
Buddhist,79,No,Homosexual,C,-94.59654109153331,E,B,D,1
None,49,No,Homosexual,E,-23.2929842358707,E,B,C,0
Christian,69,Yes,Bisexual,E,-8.367173251155515,B,C,E,1
Jewish,46,Yes,Bisexual,B,-62.02997042239463,E,D,B,1
Buddhist,49,Yes,Heterosexual,C,-59.91050268398883,D,C,B,0
None,73,Mental,Other,A,-37.26709610541357,A,B,A,0
Christian,84,Mental,Other,E,1.3204102100833435,A,A,B,0
Hindu,61,Physical,Heterosexual,B,73.84298674617223,E,B,B,0
Jewish,20,No,Other,D,-22.84234674083601,D,E,D,1
Christian,26,Both,Bisexual,E,-146.32462412086477,B,E,A,1
Hindu,40,None,Bisexual,B,23.131926308670337,C,B,B,0
Hindu,96,Both,Other,C,-63.56758504753898,C,A,D,0
Other,53,None,Heterosexual,A,52.33806770441034,C,E,E,1
Hindu,50,Mental,Heterosexual,C,118.23723176667215,D,D,E,0
Other,69,Physical,Homosexual,D,40.694709239430196,E,A,C,1
None,56,None,Bisexual,C,-126.46482695659671,A,D,A,1
Christian,25,Both,Homosexual,D,21.621622164937044,D,D,D,0
Other,76,None,Other,D,28.15998075980183,C,C,E,1
Muslim,33,Yes,Other,E,74.4044154194537,E,C,D,0
Buddhist,92,No,Bisexual,B,179.3386808850682,D,B,D,1
Buddhist,89,Mental,Heterosexual,A,17.766321394569733,E,E,C,0
Hindu,93,None,Other,A,-45.2710969162971,C,C,C,0
Other,64,Yes,Heterosexual,C,-94.17541999812387,C,B,B,0
Muslim,47,Yes,Bisexual,A,53.331894389520116,D,A,D,1
Hindu,53,Yes,Bisexual,C,187.29379659763862,E,C,A,1
Buddhist,97,No,Heterosexual,B,35.7634526946636,E,C,A,0
Christian,67,None,Other,B,-21.529732845497186,C,C,E,0
Muslim,60,No,Homosexual,E,18.46157555633122,B,B,C,1
Other,18,No,Heterosexual,C,195.62439451646105,E,E,B,1
Other,63,Mental,Heterosexual,C,-120.78049086422138,C,A,A,1
None,78,Both,Heterosexual,C,-54.300120588563814,B,D,B,0
Other,49,Yes,Homosexual,C,27.55384905023746,E,E,D,0
None,94,No,Homosexual,E,153.02135421469836,D,A,D,0
Other,98,Physical,Heterosexual,D,22.636889976574764,E,A,A,0
Christian,35,None,Bisexual,D,-91.1345289963873,E,B,E,1
Jewish,39,Yes,Homosexual,B,79.02196550122424,E,E,C,0
None,94,Mental,Heterosexual,A,15.812817702527212,D,B,A,0
Muslim,26,Mental,Other,B,2.9470308259901024,D,B,E,0
None,78,No,Homosexual,A,-69.4708088945563,C,A,A,1
Jewish,95,Mental,Homosexual,C,-79.16082432456965,A,D,A,0
Other,70,Yes,Heterosexual,D,-32.0406647644612,E,A,B,0
Hindu,85,No,Heterosexual,B,54.598763339128,E,C,E,0
Other,42,Yes,Other,C,59.30359040835312,A,B,A,0
Buddhist,60,Yes,Bisexual,C,78.73383382787871,B,C,C,0
Other,54,Mental,Heterosexual,E,88.13119224059201,C,C,D,1
Christian,53,None,Homosexual,A,-86.03941026671704,C,E,E,1
Christian,24,Both,Bisexual,E,-1.852938166512823,C,B,C,1
Jewish,54,Yes,Heterosexual,C,-18.203522978310556,D,C,D,0
Buddhist,73,None,Bisexual,B,113.16954559861688,B,B,A,1
Jewish,43,Physical,Heterosexual,B,-74.96703738280895,E,A,D,0
Muslim,33,Physical,Heterosexual,C,119.59623015493275,D,A,B,0
None,82,Both,Homosexual,E,-16.16290698506899,B,D,B,0
Buddhist,46,No,Heterosexual,A,-54.61797183072497,E,A,D,1
Hindu,42,No,Other,E,-125.8360883342987,A,D,B,0
Hindu,47,No,Other,C,7.668285557611165,A,C,E,1
Muslim,28,No,Bisexual,E,40.78927504064886,B,C,A,1
Buddhist,57,Physical,Heterosexual,D,-65.7929632090356,B,D,B,1
Buddhist,63,Yes,Heterosexual,A,155.1284064967171,E,D,D,1
Buddhist,59,Physical,Bisexual,B,-49.242095219710855,C,E,A,0
Hindu,20,Physical,Heterosexual,C,217.9856579037257,B,B,E,0
Christian,57,Mental,Other,B,-52.3048760648804,A,C,B,1
Jewish,93,Mental,Heterosexual,D,-129.60551761749892,A,D,E,0
Christian,73,None,Bisexual,B,187.7997026305762,C,E,A,0
Other,99,Mental,Other,D,66.33859109634834,D,C,A,0
Hindu,87,Both,Other,C,-55.39043933407011,A,D,E,1
Christian,32,Mental,Bisexual,C,-120.10423186439454,E,B,E,0
Jewish,87,None,Heterosexual,A,-132.10274163371994,C,A,E,0
Other,65,No,Homosexual,E,67.8336362120919,D,D,D,1
None,63,None,Other,B,78.14427235481908,E,B,C,1
None,79,No,Homosexual,D,-73.00609439342036,E,C,D,1
Muslim,24,Mental,Bisexual,B,-46.85548075324083,A,E,A,1
Muslim,67,Mental,Heterosexual,C,34.15743457492317,E,E,A,0
Buddhist,36,Physical,Other,A,181.4617409958418,B,A,E,1
Muslim,51,Yes,Heterosexual,D,-68.25861352073,B,B,D,0
Hindu,72,No,Homosexual,B,76.78306787004385,B,A,A,0
Christian,65,Yes,Heterosexual,D,2.54217346716558,D,E,A,1
Other,20,No,Homosexual,E,-39.38513776163658,B,C,C,1
Other,59,Both,Other,A,-53.10735166718024,C,B,C,1
Jewish,75,No,Homosexual,A,-18.121012770788063,A,A,D,0
Christian,46,None,Other,E,-66.46776623682648,D,E,E,1
Muslim,95,None,Heterosexual,E,32.411723180430734,B,D,A,0
Other,53,Yes,Heterosexual,C,-51.17544055248842,A,C,E,0
Christian,56,Yes,Other,C,81.35479158164297,B,C,A,1
Muslim,26,Mental,Bisexual,E,10.932670596776628,A,C,E,0
Hindu,97,Mental,Homosexual,E,-18.66385497696679,E,E,C,0
Muslim,19,Both,Heterosexual,B,-23.03065382758021,A,C,A,0
Christian,39,Yes,Homosexual,C,50.349037831626944,D,C,A,0
Muslim,31,None,Other,A,128.57882681754256,C,B,D,0
Buddhist,37,None,Homosexual,E,-10.455079625322252,B,C,C,0
Buddhist,67,None,Other,C,-27.042623348017564,A,C,B,1
Christian,89,Physical,Bisexual,D,-75.85205198468357,A,D,B,0
Jewish,90,Mental,Heterosexual,A,-67.07220914371719,A,B,D,1
Hindu,20,None,Heterosexual,E,20.21694792019462,A,C,D,1
Jewish,39,None,Homosexual,E,-23.276431102117197,C,E,E,0
Muslim,57,None,Heterosexual,D,56.99975819664655,D,E,B,1
Other,20,Physical,Other,D,-25.52984277640068,B,D,C,1
Muslim,73,Yes,Bisexual,E,38.18570944012409,B,D,D,1
Jewish,20,Yes,Heterosexual,C,-39.3022238074728,D,E,B,0
Christian,88,No,Heterosexual,E,-96.99231210514881,E,D,E,0
None,62,No,Other,A,13.140676160632871,B,A,C,0
Hindu,30,No,Homosexual,A,4.954669188799507,E,E,B,1
Jewish,77,Yes,Homosexual,C,48.663209631234864,E,D,A,1
None,64,Mental,Other,E,54.24930455165157,B,A,E,0
None,69,Yes,Heterosexual,D,-184.1870695804258,D,A,E,1
Christian,20,Both,Other,A,36.8945397247139,C,C,B,0
Christian,59,Yes,Heterosexual,D,62.733446921908694,B,E,C,1
Buddhist,45,No,Heterosexual,B,16.323338872836263,D,B,A,1
Christian,49,No,Bisexual,D,-103.87335944912886,A,B,C,1
Hindu,43,Physical,Heterosexual,C,-51.46168634982201,B,C,B,0
Other,59,No,Homosexual,E,74.20224135436736,B,E,D,0
Other,88,Yes,Homosexual,B,-28.62430089612729,C,B,B,0
Muslim,69,Mental,Homosexual,D,58.53600103938235,E,B,D,1
Other,54,Physical,Heterosexual,B,23.075599569093384,B,D,D,0
None,59,Physical,Other,C,71.66329213781603,D,A,D,1
None,44,Physical,Other,A,-87.50704722012044,E,E,A,0
Christian,81,None,Heterosexual,C,-58.6226691210572,C,E,B,0
Other,52,Mental,Other,A,9.10890205938053,A,B,B,1
Buddhist,28,Physical,Homosexual,B,-1.768950094071542,B,C,A,0
None,33,Yes,Heterosexual,D,-33.66905852810823,B,D,D,1
Jewish,98,Both,Bisexual,B,-126.50052917329795,B,E,C,1
None,55,Mental,Bisexual,D,122.8950002654033,D,D,E,0
Hindu,43,None,Homosexual,B,113.08564556356424,E,E,C,0
Jewish,20,Both,Bisexual,C,9.874743148034572,C,D,C,1
Other,67,No,Homosexual,D,23.561220829887116,E,A,B,0
Hindu,67,No,Bisexual,A,119.30793376453713,D,D,E,1
Hindu,57,Mental,Heterosexual,A,-126.92208322094436,A,C,E,1
Muslim,78,Both,Bisexual,C,-38.02845445228865,E,D,E,1
Other,47,Yes,Bisexual,C,-27.493159798604662,B,D,E,1
Jewish,58,Physical,Homosexual,D,-63.41891474262342,A,E,A,0
Muslim,90,Physical,Bisexual,B,115.39851180714639,D,B,A,0
Jewish,39,Yes,Other,A,-30.34021728371451,A,D,A,0
Other,31,None,Other,B,7.129642537363154,B,D,B,1
Christian,51,Yes,Homosexual,E,-17.523894912982975,D,B,A,1
Hindu,66,None,Homosexual,A,-75.83992894481821,B,A,A,0
Muslim,41,No,Homosexual,B,-132.2488251892387,A,D,D,1
Muslim,94,Yes,Homosexual,E,88.28913899165907,B,E,A,0
Buddhist,62,Both,Bisexual,E,-36.73623493159497,B,B,B,0
Muslim,18,Yes,Bisexual,C,-125.78783475963289,C,D,A,1
None,28,None,Heterosexual,B,-33.60876469402377,D,B,A,1
None,26,No,Other,D,-52.33239388018658,C,D,D,1
Christian,48,Yes,Homosexual,A,-22.127901325219675,D,B,D,1
Jewish,65,Yes,Other,C,-129.54413555541277,A,A,A,1
Hindu,30,None,Other,A,95.8716921012512,D,B,A,1
None,69,Yes,Heterosexual,A,-51.05237384545246,A,D,E,0
None,72,Physical,Bisexual,D,28.574858172287986,C,D,A,1
Christian,63,None,Homosexual,E,-102.80807321673568,C,E,E,1
Jewish,28,Mental,Heterosexual,B,-51.67223942376903,D,E,B,0
Jewish,34,Yes,Other,D,65.2417562277986,E,D,C,1
Christian,61,None,Homosexual,D,54.878796094719405,C,B,C,0
Other,52,Mental,Bisexual,D,14.999509412449619,A,A,B,0
Muslim,92,Mental,Other,B,48.29429185960389,D,A,B,1
Buddhist,44,No,Other,D,62.75138041367404,E,C,C,1
Muslim,27,Mental,Homosexual,D,72.10156601053515,D,A,C,1
Christian,86,Physical,Homosexual,C,82.85911409137057,C,A,D,0
Other,35,No,Heterosexual,E,5.415996759856191,C,A,E,0
Jewish,54,Physical,Bisexual,D,106.41797447445586,B,D,A,0
None,23,Mental,Other,D,-3.5125236960898394,B,D,C,1
Muslim,68,Physical,Other,A,-6.057029475109654,D,C,A,0
Jewish,56,Both,Heterosexual,D,-77.12275416475259,A,B,D,1
Hindu,42,Yes,Other,B,-119.47180634310939,C,C,D,1
Buddhist,23,Both,Heterosexual,B,-3.2691614715796633,D,C,E,1
Buddhist,62,Both,Other,A,162.74837527738794,D,A,E,1
None,18,Physical,Bisexual,C,1.1666699124590512,D,D,C,0
Buddhist,50,Mental,Other,C,-22.423491650297738,D,A,B,1
Jewish,26,Physical,Heterosexual,D,-34.48407876069683,A,B,B,0
Buddhist,57,No,Heterosexual,E,-16.154244792135543,D,B,B,1
Buddhist,23,No,Other,A,-74.69953794043921,E,A,C,1
Jewish,56,Yes,Bisexual,E,-12.39455862756332,E,B,D,1
Muslim,34,None,Bisexual,A,72.87321862255777,A,D,C,0
Other,60,No,Homosexual,C,-19.17353888420829,C,C,C,0
Hindu,42,Both,Heterosexual,D,-77.81707461360219,D,A,E,1
Hindu,67,None,Other,A,-92.5099065068988,B,D,E,0
None,63,Mental,Bisexual,E,51.312150886468686,A,E,E,0
Hindu,26,Physical,Other,B,13.211801832049797,E,A,B,1
Jewish,29,Mental,Bisexual,A,117.50607162455262,D,D,A,0
Buddhist,82,Physical,Bisexual,A,-123.92853677392989,D,B,B,0
Buddhist,44,Both,Bisexual,B,-41.75457576444928,E,B,C,1
Other,77,Both,Homosexual,D,48.26111383070563,B,B,A,1
Jewish,44,Mental,Other,A,-57.73783823972518,D,E,B,1
Muslim,91,Both,Bisexual,E,-0.21979517200604276,B,A,B,0
Buddhist,49,No,Bisexual,E,-14.972735497463763,B,A,E,1
Jewish,54,Physical,Heterosexual,A,99.59966898990905,B,A,B,0
Hindu,25,None,Heterosexual,D,-108.63580536851167,D,A,D,0
Other,57,No,Heterosexual,B,177.62174317242594,D,D,E,1
Hindu,26,Physical,Heterosexual,A,-89.73856328066896,A,D,A,1
Jewish,87,Mental,Homosexual,B,-184.3709146200793,B,B,D,1
Jewish,85,Physical,Heterosexual,A,23.550258174140826,D,D,A,1
Other,46,Mental,Bisexual,E,-50.94909063374525,A,D,A,0
Christian,44,None,Bisexual,A,15.042302976435936,A,D,B,1
Christian,25,No,Homosexual,A,-77.82369440397571,D,C,B,1
Other,53,Yes,Other,C,-116.37318079692456,C,D,C,1
Muslim,44,Yes,Other,E,16.774200419847773,C,E,C,1
Muslim,48,No,Other,C,-248.1245936355133,C,E,B,1
Other,66,Mental,Other,C,44.21177771519959,E,A,E,1
Hindu,39,Physical,Other,C,152.98214792830268,B,A,D,0
Hindu,87,Physical,Bisexual,B,54.316666399997196,D,E,A,0
Christian,51,None,Other,E,-125.61316196032901,A,A,A,1
Buddhist,51,Mental,Heterosexual,C,-65.01835170561152,D,E,A,0
None,92,Both,Homosexual,B,39.04724261334473,D,B,D,0
Christian,44,Mental,Other,A,-148.44572561485822,C,D,C,1
Muslim,82,Physical,Bisexual,D,-81.81109915455319,A,C,B,0
Hindu,44,Both,Heterosexual,C,-10.41582553502383,E,D,D,1
Muslim,20,Yes,Heterosexual,E,43.83885320434276,C,D,D,1
Buddhist,76,Mental,Homosexual,B,-91.92604721328456,A,D,E,1
Christian,70,None,Heterosexual,A,-6.627735537671012,C,A,C,0
None,46,Both,Heterosexual,B,-51.788048109250575,A,A,A,1
Buddhist,52,Mental,Heterosexual,C,-89.57986650693071,B,A,D,1
Jewish,79,Both,Other,A,30.536074137798856,A,E,C,1
Christian,18,Yes,Heterosexual,D,31.88391304897712,B,A,A,1
None,72,Physical,Bisexual,E,-82.06436733987738,B,D,A,0
Buddhist,68,Physical,Heterosexual,B,27.71236996709707,C,E,A,0
Jewish,94,Physical,Homosexual,E,21.618683343397567,D,C,A,0
Buddhist,41,No,Heterosexual,A,-112.13619656112897,E,B,A,0
None,78,Yes,Other,B,14.569938644954322,D,C,D,0
Buddhist,88,Physical,Heterosexual,E,-128.74812854454944,D,A,A,1
Buddhist,63,Mental,Other,C,137.69226040368193,E,B,D,0
Christian,36,No,Bisexual,A,-12.207861255783625,B,B,A,1
None,31,Yes,Homosexual,A,77.28674073704913,B,C,E,1
Muslim,62,Both,Heterosexual,E,-59.42337714170348,E,D,B,1
Christian,78,None,Homosexual,D,250.1967851452774,E,C,A,1
Jewish,35,No,Heterosexual,D,-162.0729143210788,B,A,C,0
Other,68,None,Homosexual,D,113.73986750342733,D,C,E,1
Other,18,None,Heterosexual,E,-167.4254282920274,D,B,E,1
Hindu,24,Physical,Other,E,-136.21629796264793,A,C,C,0
Other,28,Mental,Other,B,-8.487822688699225,E,C,E,0
Other,59,Physical,Homosexual,A,24.29411750635741,A,A,D,0
Other,21,Both,Heterosexual,E,-290.62228664031045,C,D,E,0
None,92,None,Heterosexual,B,198.14277627192078,C,E,C,0
Hindu,24,Physical,Other,E,102.59625256868755,C,D,D,1
Muslim,48,Mental,Bisexual,B,-93.97962488270154,B,C,A,0
Buddhist,84,Physical,Heterosexual,E,-80.51921315770663,B,C,A,0
None,98,Both,Bisexual,C,-139.3883982278886,C,A,C,1
Muslim,23,Both,Heterosexual,A,-48.911573309731615,A,C,A,0
Jewish,82,Yes,Homosexual,C,-11.681465684500155,B,C,E,1
Muslim,53,Physical,Heterosexual,D,-200.4935350348979,C,A,C,0
Buddhist,72,Physical,Other,B,95.0337666791415,C,D,A,0
Buddhist,20,None,Other,A,118.8655573588588,D,C,E,0
Buddhist,89,No,Heterosexual,D,-1.7129767484883243,B,B,D,0
Other,57,Yes,Heterosexual,E,-114.02346799678666,B,B,B,1
Muslim,93,Mental,Heterosexual,C,-23.272597903711134,A,A,E,0
Buddhist,61,Yes,Heterosexual,C,-66.00706745924727,D,E,A,1
Christian,54,No,Bisexual,A,-60.7531154036881,B,C,A,0
Muslim,57,Both,Homosexual,E,9.436351173246347,D,C,D,0
Hindu,56,None,Homosexual,C,54.73446619016988,A,C,D,1
Jewish,97,No,Bisexual,A,14.025931481316483,E,B,C,1
None,95,Both,Heterosexual,C,146.2641405484542,B,C,C,0
Christian,70,No,Bisexual,E,153.24795063683487,C,B,A,0
Jewish,40,No,Other,C,57.48971171825953,D,C,A,0
Christian,88,None,Other,A,6.413974624136368,A,E,D,1
Muslim,78,Both,Bisexual,D,-31.004556497048892,D,E,D,1
Buddhist,78,Physical,Other,C,1.2355483278802093,E,B,B,1
Muslim,50,None,Other,B,-10.82082825359228,E,D,D,0
Christian,31,Both,Other,C,42.616899263639596,A,E,C,1
None,51,None,Heterosexual,D,-186.69237328528268,D,D,E,0
Christian,49,Mental,Other,B,-204.6789824382158,B,C,C,0
Other,56,Yes,Other,C,-68.38658063405529,D,B,A,0
Jewish,71,Mental,Heterosexual,D,205.44825252176454,A,C,E,1
Jewish,78,Physical,Other,B,142.49961849309182,D,D,C,1
None,71,None,Heterosexual,A,-29.585047140268077,B,B,C,0
Jewish,43,Yes,Bisexual,A,0.8069193622376665,E,E,D,1
Christian,35,None,Homosexual,B,-49.65929586813113,D,B,C,1
Buddhist,29,No,Bisexual,E,249.01333195598548,A,C,B,1
Jewish,90,None,Other,A,143.4543909308925,B,C,A,1
None,70,No,Heterosexual,C,-2.4297441631993824,C,E,B,0
Other,43,Yes,Homosexual,B,-44.01523723199224,C,B,A,1
Christian,96,Yes,Homosexual,E,22.78226545060295,C,E,D,0
Buddhist,28,None,Heterosexual,C,177.87807808733186,E,A,E,1
Christian,75,No,Heterosexual,A,-64.71835146015155,C,A,C,0
Muslim,28,Yes,Other,A,69.93718278455887,A,D,B,0
Muslim,36,Yes,Homosexual,B,56.11965081310354,E,C,C,1
Muslim,68,Yes,Heterosexual,C,28.562898114030727,C,B,D,1
Jewish,43,Mental,Homosexual,A,-112.78302697766887,B,B,A,1
Muslim,66,Mental,Heterosexual,E,-86.66044735456329,E,A,C,1
Buddhist,88,Mental,Other,E,-74.20306147196086,B,A,E,0
Christian,44,Mental,Heterosexual,E,34.42587376904444,C,D,E,1
Other,55,No,Other,D,87.5100616287662,E,D,B,1
Other,93,Mental,Homosexual,A,-113.31058710226718,B,E,E,1
Other,30,Physical,Other,C,-116.33483666668998,E,B,C,1
Buddhist,72,Physical,Bisexual,D,-76.0304467706423,A,E,E,1
Muslim,91,Yes,Homosexual,D,26.61934002887905,C,E,D,0
Other,21,Both,Homosexual,E,111.64444092601083,A,A,C,0
Buddhist,64,No,Bisexual,B,76.31683110803732,C,B,E,1
Jewish,25,Mental,Other,D,180.12126661170328,C,E,E,1
Jewish,52,Physical,Heterosexual,A,251.27603444426177,C,D,C,1
Jewish,30,Both,Bisexual,C,24.995682272951587,B,A,A,0
Muslim,51,Mental,Bisexual,D,71.96550066365113,D,A,B,0
Other,33,None,Homosexual,D,96.52892206328707,E,A,C,1
Buddhist,69,Yes,Homosexual,A,10.01445226464648,D,C,C,1
Jewish,60,No,Heterosexual,D,139.7741894455092,D,E,A,1
Muslim,80,Both,Homosexual,D,-198.4799608824779,E,A,A,0
Hindu,28,None,Heterosexual,B,28.315956275934422,A,E,D,0
None,25,Mental,Bisexual,B,-216.7455428218141,E,C,D,1
Jewish,93,Yes,Bisexual,D,-152.48793992801833,A,D,B,1
Hindu,42,Yes,Other,A,90.9936751061175,A,E,D,1
None,83,Physical,Other,B,156.10641064395904,D,D,C,0
None,48,Both,Homosexual,B,85.87299279095362,A,E,E,0
Buddhist,28,Both,Homosexual,A,94.58170686569089,C,A,E,1
None,73,Yes,Homosexual,A,-54.08006111129281,B,D,D,1
Other,98,Yes,Heterosexual,C,74.13878331304853,D,B,E,1
Jewish,95,Mental,Bisexual,C,-36.871817591048824,A,C,A,1
Christian,86,Physical,Other,A,-7.203355607317656,E,E,C,0
Jewish,83,No,Bisexual,C,-50.90088864968426,D,B,E,1
Christian,94,Both,Bisexual,E,-81.08283715591857,B,D,D,0
Jewish,20,Yes,Bisexual,E,-22.010427755694437,B,E,A,1
Buddhist,19,Physical,Heterosexual,A,105.63455441845528,B,E,C,1
Hindu,40,No,Heterosexual,B,134.74380581103836,B,E,A,0
Buddhist,26,Both,Bisexual,A,-96.73753392963837,D,E,B,0
Christian,88,Yes,Bisexual,C,117.68087955423626,A,D,B,1
