AgeGroup,married,nation,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,target
26-35,Single,UK,Yes,-22.946007541675872,B,D,B,135.5773762678957,0
26-35,Divorced,US,Veteran,-70.07403932389302,A,B,E,6.543269545027525,1
36-50,Widowed,US,Non-Veteran,-46.617172292913,B,B,D,22.81919006555014,0
65+,Divorced,India,Non-Veteran,-54.93438975001166,D,A,C,-71.46021498045123,0
18-25,Single,Other,Yes,21.75599552612149,B,C,B,-35.87431536518535,0
36-50,Widowed,India,No,-152.254774776658,C,D,D,143.79300874673763,1
18-25,Single,UK,Non-Veteran,-22.820126568183966,B,C,D,-68.75454681892705,1
26-35,Divorced,Other,No,-3.4459086945162367,E,B,D,181.0279902657839,1
51-65,Single,Other,No,-23.622533000448552,B,C,A,-106.35967977590187,0
51-65,Married,Brazil,Non-Veteran,41.376685938428274,B,B,D,-134.30002435094346,1
36-50,Divorced,Mexico,No,5.524601717697514,C,D,C,265.356658265242,0
36-50,Single,Germany,No,4.526282215502546,B,B,A,53.89875773801276,0
51-65,Married,India,No,-7.139046644155507,E,E,A,147.51520325572073,1
26-35,Single,China,Yes,38.34433132756476,A,E,E,-41.715770387905025,0
26-35,Divorced,China,Veteran,170.72806243160593,E,A,A,105.11360097462756,0
26-35,Divorced,US,Yes,171.01859869275182,E,C,D,-265.2662859926759,0
18-25,Single,China,Yes,22.37274954855896,D,E,D,186.7465564531905,0
36-50,Single,US,Veteran,104.75591995517198,D,B,A,-7.327252834422494,1
36-50,Divorced,US,Yes,27.336067179823086,D,D,D,-107.74878440693405,1
51-65,Married,Other,Veteran,-60.16205486935636,E,B,C,50.37343429267012,0
65+,Divorced,Brazil,Veteran,-180.5490087055256,C,B,A,-0.8837903841628352,1
65+,Widowed,Germany,Veteran,69.76809699832191,E,E,D,32.13346403065355,1
26-35,Single,US,No,83.34783774939585,D,A,E,-185.87307749352837,1
51-65,Single,India,Veteran,24.0849723834848,A,A,C,-113.50625141800161,1
36-50,Married,Mexico,Veteran,44.114086664010884,B,B,C,19.00910132114351,0
26-35,Single,Germany,Non-Veteran,-66.40102035269344,D,C,A,-209.2805061299733,1
51-65,Single,US,No,-53.73930374353352,B,A,B,-102.02243439317056,0
18-25,Divorced,UK,Non-Veteran,-134.7092814192917,D,D,E,129.15630596148927,0
65+,Divorced,UK,Non-Veteran,-207.4301100606109,B,B,C,-107.90441714731219,1
26-35,Widowed,India,Non-Veteran,9.51591566911969,A,C,E,83.43397350469714,0
26-35,Single,India,Veteran,-64.24840054468788,E,A,B,-34.87443269794198,0
51-65,Married,Mexico,No,-58.017937481919645,A,B,C,216.45192539549248,1
26-35,Divorced,India,Yes,57.59052204242271,B,D,A,171.97485271988597,0
36-50,Widowed,UK,No,-83.14754360922836,B,B,C,-11.790197631479552,1
36-50,Divorced,India,Non-Veteran,-244.512538730672,D,A,D,28.48789496853405,0
65+,Single,US,Veteran,-159.39286111131696,B,B,B,173.6903540910361,0
18-25,Married,India,No,-11.349232466746505,A,D,D,170.73547233297097,1
36-50,Widowed,China,Yes,64.80930532669103,A,B,E,-83.98562912586426,1
26-35,Divorced,China,No,141.6747042117304,E,E,C,38.241289607373524,1
36-50,Widowed,UK,Yes,9.513493838117489,C,B,D,24.805035891061383,1
65+,Single,China,Veteran,69.00614314588437,C,B,C,-52.22375997212592,1
36-50,Single,China,Veteran,-46.8052573338279,C,A,D,179.39564957507827,0
51-65,Widowed,UK,Yes,91.05996221068898,B,B,A,-92.48457404962559,0
65+,Divorced,China,No,-12.178170547194185,D,B,E,-47.957061234006865,0
26-35,Divorced,Brazil,Veteran,-154.30923810565992,C,C,D,-37.503970001327005,0
18-25,Divorced,Mexico,Non-Veteran,-105.17523661667492,A,C,E,-34.01285025280883,0
51-65,Single,China,Non-Veteran,-22.25720881743907,A,E,D,151.3708673926013,1
65+,Divorced,Brazil,No,70.75092312773766,A,C,C,-41.94184254550782,1
18-25,Single,Other,Veteran,2.458342921406539,E,C,E,55.43018264876453,1
18-25,Widowed,US,Non-Veteran,-34.62540618725958,B,C,A,66.85264668843526,1
18-25,Widowed,Other,No,-131.79346456328372,B,A,E,-22.324205823981707,0
18-25,Married,Other,Yes,-22.423705898341623,C,A,E,30.9682138048305,0
18-25,Widowed,China,Yes,-102.02573729529337,A,D,D,-36.44920788312327,0
26-35,Widowed,US,Veteran,-59.463384802541455,B,B,A,57.22728895000672,0
51-65,Widowed,Mexico,No,10.427873882196122,E,C,E,1.4486864339095673,1
65+,Divorced,US,Yes,-169.868758029627,B,B,E,-7.898393012057291,0
26-35,Divorced,India,Yes,-82.41030311964494,C,A,A,-3.361578327067983,1
36-50,Single,Brazil,Non-Veteran,-120.61870938932029,A,D,A,-120.7925035780637,0
26-35,Widowed,UK,Yes,73.5618348906759,A,B,E,-168.54481333554912,1
18-25,Single,UK,Non-Veteran,128.1166900832969,A,B,C,-136.087465276367,0
36-50,Married,Mexico,No,-22.771927683787187,D,C,B,10.9032633623036,0
18-25,Single,US,Veteran,139.07223824249954,E,C,B,2.069545490699708,0
51-65,Married,India,No,-50.55886320632522,A,D,D,202.22805645965246,1
26-35,Divorced,Other,Yes,165.668774169347,A,E,C,-38.8045523197611,1
65+,Widowed,UK,Non-Veteran,24.981554681075234,B,C,B,80.47159407981155,0
26-35,Widowed,UK,Veteran,-111.76397959163712,B,C,C,-56.54799628218785,0
18-25,Widowed,Mexico,Yes,22.02661388254138,D,A,A,-68.45082921072971,1
36-50,Widowed,India,Non-Veteran,-72.62114537272885,E,C,B,28.8687755660873,1
18-25,Married,UK,Yes,140.49584903750804,B,B,C,85.21528148203772,0
26-35,Divorced,Germany,Yes,82.36657746599487,E,A,D,109.81833112136823,1
18-25,Divorced,Other,Non-Veteran,-40.28821627703739,B,E,E,30.257681650698014,1
51-65,Widowed,UK,Yes,-123.55296829574738,C,B,B,116.97792217816496,0
51-65,Divorced,Mexico,No,-56.27071097128592,C,B,B,68.43176520594295,0
65+,Widowed,Mexico,Veteran,140.15271780655266,E,A,E,186.77630587517496,1
26-35,Married,India,Veteran,-15.875854535729422,E,E,E,18.819939040742096,0
36-50,Divorced,India,Non-Veteran,-245.71199933370647,A,E,B,159.9466872665472,1
65+,Single,Germany,Non-Veteran,-43.81536473775243,D,C,D,0.0798963290403215,0
18-25,Widowed,UK,Non-Veteran,6.316388123784386,B,D,A,-73.4097824295499,1
51-65,Widowed,US,Yes,-112.05656274518907,E,B,A,-16.606238121915965,0
65+,Single,Other,Veteran,-140.54948860898543,D,A,A,92.18719857632034,0
51-65,Widowed,India,Veteran,114.72493688189344,E,C,B,80.99682295114856,1
26-35,Widowed,Brazil,No,12.439704424232573,D,A,D,-148.3396626960314,0
51-65,Divorced,Mexico,No,78.7038720592513,B,A,D,69.59637292846426,1
36-50,Single,Mexico,Non-Veteran,8.025857121814287,D,A,C,51.91610603597133,0
65+,Widowed,China,Non-Veteran,-177.86873419484866,E,D,B,22.495549771563468,1
26-35,Married,India,No,67.56798105956172,B,B,D,64.99542981789791,1
65+,Married,Mexico,Veteran,31.68398000867945,C,A,B,-14.349697207919002,0
18-25,Single,India,Veteran,-9.302458902746812,A,B,D,-74.63002212486877,0
36-50,Single,Mexico,Non-Veteran,17.307794304584036,E,B,C,121.71389562632375,1
51-65,Married,US,Yes,-18.221502700438013,B,C,C,36.09017468235746,1
26-35,Single,Germany,Non-Veteran,-2.2416838240343715,D,B,D,57.153784851642065,1
51-65,Married,Germany,Yes,160.65522729322802,E,A,C,-147.58372933556296,0
51-65,Widowed,US,Yes,202.63831929153437,A,B,A,99.46022460159638,1
18-25,Widowed,India,Yes,104.98783651832547,B,B,D,-121.60961400314241,0
65+,Widowed,Germany,Non-Veteran,-87.76029173715503,A,B,A,11.946973785771926,1
51-65,Widowed,US,No,12.622421579385346,D,C,E,-57.79449610124024,0
18-25,Married,Germany,No,-61.40475130192649,E,B,C,94.49456983370699,0
51-65,Single,India,Yes,11.751444538908919,A,B,D,149.55824846194372,0
65+,Widowed,Germany,Veteran,-251.54627487650401,E,B,B,181.99988674357502,1
51-65,Divorced,Mexico,Veteran,-33.78601336619515,C,E,C,57.72006137039436,0
18-25,Divorced,Other,No,-35.24372873375398,B,A,E,174.39387007988063,0
26-35,Married,India,Yes,-56.700311756678225,A,A,E,-76.34608592808976,1
36-50,Married,China,Non-Veteran,-208.7395997208207,D,C,B,34.12946912211413,1
36-50,Married,Germany,Yes,-27.82290537039386,C,A,E,2.9614312898603115,1
26-35,Divorced,Other,Veteran,41.010081426553185,D,E,B,-81.61309799969297,1
65+,Divorced,Other,No,-124.43739344490612,C,C,A,89.58845380477608,1
18-25,Widowed,Mexico,Non-Veteran,-15.764017875450392,B,C,E,-100.89792428255436,1
51-65,Divorced,India,Yes,67.34981514150186,B,B,D,29.123321697816834,0
36-50,Divorced,Germany,No,-236.67476611812472,E,C,A,106.89800118106125,1
51-65,Divorced,Germany,No,-17.800023350244125,A,A,B,-10.746495894868799,0
18-25,Married,Mexico,No,-71.1742645356471,C,E,A,-22.647131735736817,0
18-25,Married,UK,No,133.50186463552367,D,C,B,195.24670852648507,0
18-25,Widowed,China,Yes,45.744484255793544,E,A,C,-182.6662312825315,1
51-65,Married,US,No,82.70884249031154,E,B,D,-169.21491831069315,1
51-65,Widowed,Germany,Yes,-138.82598897720675,B,A,E,-86.47223439751409,0
36-50,Divorced,Brazil,Non-Veteran,-16.864313618801276,C,D,D,8.33644530357438,1
26-35,Divorced,UK,Non-Veteran,-206.29078022561393,E,C,D,224.525370506689,0
18-25,Widowed,UK,Yes,-112.66285448860785,E,B,D,14.60098531530548,1
65+,Married,Germany,Non-Veteran,-14.761188338147713,E,B,B,-38.12842322859646,0
51-65,Divorced,China,No,-11.510667877585275,B,C,C,-1.6822683763146444,0
65+,Single,Mexico,Yes,204.99433193841602,E,B,E,-9.614736654566284,1
36-50,Married,Germany,Veteran,72.97087051416383,B,B,D,128.34136053681024,0
18-25,Single,Mexico,Non-Veteran,33.41701384539411,D,D,E,-51.027014495862964,1
18-25,Divorced,Mexico,Non-Veteran,8.537061309788955,A,C,A,-61.18107154608953,0
65+,Divorced,US,No,-92.42569859598319,B,A,B,104.44053058176286,1
65+,Married,US,Non-Veteran,4.051678653348173,C,E,D,93.91706882462229,1
51-65,Single,UK,Yes,112.4349555339624,B,E,D,-162.3044497751389,1
18-25,Widowed,Mexico,Yes,-134.22973547734617,C,A,D,63.323482603775126,1
18-25,Married,India,Yes,28.34578145233454,B,B,C,8.508673963481748,0
26-35,Divorced,Germany,No,25.476088999383112,A,E,C,-53.373418656229696,0
36-50,Divorced,Mexico,Non-Veteran,-169.7975309120429,E,B,A,187.0907094214924,1
65+,Divorced,Germany,Veteran,51.34718084272551,A,C,D,67.5117631806696,0
65+,Married,Other,Yes,-51.372395559166186,A,E,A,4.370503723908092,0
65+,Widowed,Germany,Veteran,72.97237308533943,D,C,D,-150.42597834035254,1
18-25,Married,India,Non-Veteran,145.55772302071065,D,C,D,-9.164443587387963,0
65+,Widowed,Mexico,Veteran,-170.42259120104075,E,C,D,-10.600222173758912,1
51-65,Married,Mexico,Veteran,129.1822239967339,C,B,C,-19.804191886200684,0
65+,Single,Mexico,Yes,-96.54196636533298,E,A,D,-69.75773123984756,1
65+,Widowed,US,Non-Veteran,-135.81389827476872,D,D,B,-27.473259807361284,1
18-25,Widowed,India,No,21.649685353339716,E,B,B,52.56368703773862,1
36-50,Married,Brazil,Non-Veteran,-157.38208642615587,C,C,C,36.130065080525114,1
26-35,Divorced,Other,Veteran,-66.3741252881089,B,C,D,30.963783910470937,1
18-25,Divorced,India,Non-Veteran,-138.80463501669647,A,B,C,119.46800239391592,0
65+,Widowed,Brazil,Non-Veteran,47.62254864032033,A,D,A,61.21251626222218,1
65+,Divorced,US,Veteran,89.75344114086654,D,A,E,-112.03704438386843,1
51-65,Married,Brazil,No,169.41776839711218,C,C,D,-97.32726691111753,1
26-35,Divorced,India,No,-89.98652021595883,A,C,E,45.19370094127319,1
26-35,Widowed,US,No,-55.8944794933208,B,E,E,5.276826591556955,0
18-25,Widowed,Brazil,Yes,44.00352904627612,A,D,A,-53.23099602163739,1
36-50,Widowed,Brazil,Yes,7.956701367259282,E,C,C,82.05142850345216,0
36-50,Single,Other,Veteran,-75.26050999587606,E,A,B,51.08709255121031,0
36-50,Divorced,UK,Non-Veteran,-209.88607903821008,D,D,D,43.251515107761065,0
51-65,Widowed,UK,Yes,100.6054280371623,D,D,D,30.73025986903466,1
36-50,Divorced,China,Veteran,51.06011149320081,A,A,B,-35.45783367336676,1
18-25,Widowed,Germany,Veteran,157.23367853200716,E,E,C,-3.972472785822597,0
18-25,Divorced,UK,Non-Veteran,181.41593976529686,B,A,A,-4.514282773563201,1
18-25,Widowed,US,Veteran,-33.62250417994695,B,A,B,-113.75395598123434,0
26-35,Divorced,Mexico,Non-Veteran,33.933489797659824,C,D,C,-146.43006799315518,1
65+,Widowed,Mexico,Non-Veteran,118.06612245890508,C,B,D,31.97176508920196,1
18-25,Widowed,India,No,145.6967599733414,A,A,B,-215.11688810780157,0
51-65,Divorced,Brazil,Veteran,-8.027958506374375,C,C,C,24.107438999475313,0
51-65,Widowed,Other,Yes,74.7997124097532,E,E,C,24.09327551949011,0
18-25,Single,India,Non-Veteran,5.242175720413226,C,D,C,-60.38900217017669,0
36-50,Single,Brazil,No,-20.296338276890324,C,A,B,-57.7681414389589,1
26-35,Married,US,No,196.0369975121988,D,B,D,227.1667663570314,0
36-50,Married,China,No,-124.35037423443373,E,D,C,82.54984698558658,0
36-50,Single,India,No,4.781436580679074,A,A,A,81.13871584589822,1
51-65,Married,Other,Veteran,152.96501206540708,E,D,D,56.922704139144706,1
65+,Widowed,US,Veteran,64.66826435878002,E,D,E,-53.19674919704829,1
51-65,Married,UK,Non-Veteran,141.03882308046076,A,A,E,1.9962078188132018,1
36-50,Widowed,China,Yes,14.031433756986061,D,E,E,-180.56171611142076,1
26-35,Divorced,Germany,Veteran,-46.20990708799636,C,C,A,-117.18114298781053,0
18-25,Divorced,UK,No,-52.833517886742285,A,C,A,36.427691892488085,0
36-50,Widowed,China,Yes,162.16930651877408,C,A,B,-86.51367368218207,1
51-65,Divorced,Mexico,Veteran,-167.57763008891862,B,C,D,-12.593312577960832,0
18-25,Single,India,Veteran,54.12122224680157,B,E,A,-72.90173876490145,0
65+,Married,Mexico,Veteran,-22.17881651994104,D,C,E,-108.48010736166363,0
18-25,Single,Brazil,No,2.3581782180211666,C,C,C,-74.82048355127502,0
36-50,Single,Other,Veteran,-84.48660428073318,D,E,C,-145.05588071368925,1
26-35,Divorced,US,Veteran,73.97003641555146,B,D,D,7.62766023439846,1
18-25,Widowed,India,Veteran,95.55574862571915,B,C,E,25.401668803225085,1
36-50,Widowed,Mexico,Veteran,252.4206170858778,D,E,D,-7.982624301740741,1
26-35,Widowed,India,Veteran,-80.49105418122426,E,B,E,64.51568878680301,1
65+,Widowed,US,Non-Veteran,9.61415518411085,A,E,E,-99.35085513930218,1
51-65,Single,India,Yes,-81.44471640939486,D,D,D,99.51856440715694,1
51-65,Married,Brazil,Veteran,85.75320358096967,C,B,D,-30.667113554522352,0
18-25,Widowed,Brazil,Non-Veteran,-23.92439180775561,A,D,E,-22.15476519358242,1
65+,Widowed,US,Non-Veteran,-41.24020944170443,A,B,C,-109.56799340321817,0
51-65,Widowed,Germany,Veteran,-154.14385949441578,A,A,A,-60.22982185332917,1
36-50,Married,China,Yes,53.813581460736934,E,E,E,213.03231564205217,1
36-50,Single,UK,No,-37.542672446460195,A,A,B,-283.4786041415972,1
26-35,Widowed,India,Non-Veteran,147.3102310511557,C,B,D,34.65605414412538,0
18-25,Single,China,No,46.77920910264442,E,D,E,76.35517060317751,1
18-25,Widowed,Brazil,Veteran,7.3233674710706,A,B,C,-19.92510341014436,0
18-25,Widowed,Mexico,Veteran,-119.47125286749989,C,A,D,-156.9933568770586,1
51-65,Married,China,Non-Veteran,34.73101434799149,D,B,E,81.75280723124428,1
65+,Widowed,US,Non-Veteran,-85.62491237242216,E,D,D,-44.346036900916424,0
65+,Widowed,China,Veteran,-133.03837687581733,B,A,D,227.47356407225809,1
36-50,Married,Germany,Yes,163.10758129118153,C,C,B,156.18537791444447,0
36-50,Married,China,Veteran,-9.755348429516005,E,C,D,-118.37223074970902,0
65+,Married,Mexico,Yes,-45.82929381191294,C,B,E,-30.594381764068963,0
26-35,Divorced,US,Veteran,9.604069924934278,A,D,D,-70.06331163018443,0
18-25,Single,Mexico,No,-91.94374183359355,A,C,A,-35.76135115667693,0
36-50,Divorced,China,Yes,-164.33577446292088,E,B,B,-45.40429668224179,1
51-65,Divorced,Brazil,Yes,44.89704231746062,B,C,B,-99.14314869494855,0
26-35,Single,Germany,No,60.89187920217748,E,E,C,252.24290563545884,0
51-65,Married,US,Veteran,81.37076764567729,B,A,D,-162.61873341365785,0
65+,Married,Germany,Non-Veteran,-71.17611497929835,C,D,C,-66.1180976624116,0
18-25,Single,India,Veteran,-57.31715869656959,C,A,C,-38.00963837803954,1
65+,Single,US,Veteran,-80.67749227546476,E,C,C,155.49797245254265,0
36-50,Divorced,Other,Non-Veteran,-13.49569685853288,B,D,B,-148.08075002368074,1
26-35,Widowed,Germany,No,98.29352989107441,D,D,E,-22.466427004715015,0
51-65,Divorced,China,No,138.26862668760847,A,C,D,-64.96537738962796,0
51-65,Single,US,Veteran,-11.533929286026307,B,E,D,-34.48745208810727,0
18-25,Divorced,UK,Veteran,44.279746422159114,A,D,A,62.20084357829252,0
26-35,Married,Germany,Non-Veteran,153.2388004908488,C,C,B,121.49650902639821,0
36-50,Married,Mexico,Non-Veteran,174.9593350899255,A,C,D,-6.843125805896744,0
26-35,Widowed,Germany,Veteran,-101.39687744617581,B,E,D,49.52742265482841,0
65+,Divorced,Mexico,No,-57.00652331131999,B,D,E,74.88791716471212,0
18-25,Divorced,Germany,No,-17.614298628328022,B,E,A,48.82376366133041,1
65+,Single,China,Yes,73.48892921829156,D,C,E,-58.305146781971104,1
51-65,Single,Brazil,Non-Veteran,43.618008801360425,B,B,B,18.512668851964754,0
65+,Married,India,No,36.53977203746055,A,A,E,74.57027778646773,0
18-25,Divorced,Germany,Veteran,-14.271337802549706,B,D,E,36.076744052887506,0
51-65,Single,Germany,Non-Veteran,47.983858676126964,C,E,C,-0.2816787710332174,1
51-65,Married,India,Yes,245.099362176701,C,D,E,124.48201949000513,0
65+,Divorced,US,Veteran,-45.29113505202044,B,D,B,-4.523067921176202,1
36-50,Single,India,Veteran,113.51815445807098,B,D,E,68.40687173678904,0
36-50,Single,Brazil,Veteran,50.3033423509462,E,E,D,-32.317361881481865,1
36-50,Widowed,Brazil,No,37.767392393409274,A,D,E,26.146028348771104,1
18-25,Married,India,Yes,14.440087293806576,D,C,E,102.11015380588083,0
18-25,Single,UK,Yes,30.63587409264455,E,A,B,54.98080576316367,0
51-65,Divorced,China,No,22.202172365854373,B,C,E,45.35948744883652,1
51-65,Married,Germany,No,73.15735896917066,A,A,C,55.150275798496395,1
51-65,Married,Mexico,Yes,-175.53544300099404,E,E,C,35.72231277464344,1
26-35,Divorced,China,Yes,-84.03244794074838,A,E,B,-119.09582209164876,1
51-65,Divorced,India,Veteran,79.80995160676592,D,B,D,72.59178453453104,1
65+,Widowed,China,No,246.6527486437509,A,B,A,-129.27118536344085,1
18-25,Married,Brazil,Non-Veteran,-96.80789598227814,B,B,C,-121.12505571088077,0
51-65,Single,Germany,Non-Veteran,-35.73547252790902,E,A,D,94.85538533299508,0
36-50,Single,UK,Veteran,117.54182420325077,A,A,D,196.0000112733634,1
51-65,Widowed,Brazil,Non-Veteran,-51.93099935908517,A,B,E,-111.01016287103269,0
36-50,Divorced,US,No,36.83123448649692,B,E,A,-107.16059419199193,1
26-35,Divorced,Mexico,Non-Veteran,15.424938188838516,B,A,E,41.85061838367402,1
26-35,Single,India,Non-Veteran,83.98081696622933,D,B,C,64.56075040325942,0
36-50,Divorced,Other,No,-123.05176235609407,A,E,D,-54.91529707157496,0
65+,Single,US,Yes,-61.89347613984446,B,A,A,-118.00088452739847,1
18-25,Single,Germany,Yes,0.4926078409027948,C,B,B,-11.327825708629652,0
18-25,Widowed,Brazil,Veteran,92.46182407299428,B,E,C,-37.15180087988779,0
36-50,Widowed,UK,No,99.56283680516921,D,E,B,119.22149047661861,0
51-65,Widowed,Mexico,Yes,-8.013016851781586,C,E,B,25.806752805586648,0
36-50,Widowed,China,Veteran,42.7207752519826,B,A,E,175.00641953602144,1
18-25,Widowed,Mexico,Non-Veteran,6.339327740682875,A,C,B,-81.43903450199217,0
65+,Single,Mexico,Yes,30.9645431257127,D,E,D,-26.947613427172247,0
18-25,Widowed,Germany,Veteran,68.86463048080351,D,C,A,-171.63454288847825,0
26-35,Single,Mexico,Yes,-20.373923043183755,C,B,A,-86.93727166206214,0
18-25,Single,Brazil,No,150.74436513313438,A,B,C,80.91710643128667,0
36-50,Divorced,China,Veteran,41.50485775285216,E,C,D,-80.61210060571672,0
51-65,Widowed,UK,No,-232.14182971904233,C,B,D,17.23847392573897,0
65+,Divorced,India,No,-119.72047602937026,A,B,A,-87.9639323751861,0
51-65,Divorced,China,Non-Veteran,233.06676911593735,D,E,A,107.59367176876688,0
26-35,Single,China,Non-Veteran,69.79984412822381,D,D,E,-193.43283583670882,0
36-50,Single,Brazil,No,-81.64098539939457,B,A,A,127.73158229797077,1
26-35,Married,Other,Non-Veteran,123.39388440462943,C,B,C,68.54422610140716,1
18-25,Married,China,No,19.674564848705124,D,C,A,47.21816816153744,0
51-65,Divorced,UK,Non-Veteran,33.85038665117826,C,D,B,185.1219859986573,0
36-50,Single,Brazil,Veteran,-10.79156148907173,A,B,B,-155.6486377343298,1
65+,Widowed,India,Non-Veteran,-149.1657789121043,E,E,E,-55.77470905348576,0
51-65,Married,Brazil,Yes,-87.72834318233687,D,E,D,136.65077958859104,1
51-65,Divorced,India,Veteran,244.49255978187523,E,D,E,-72.4760636223133,0
18-25,Divorced,India,Non-Veteran,115.83284575461606,C,D,C,132.3493036157617,1
51-65,Divorced,US,Veteran,142.74404798322632,D,A,A,149.0441593616836,1
36-50,Married,India,Yes,-58.52223882343921,C,B,E,-60.96679740517722,1
18-25,Single,India,Veteran,-53.373430357899764,A,B,A,299.5540132793581,0
18-25,Married,US,Non-Veteran,66.04649742325132,C,D,C,-128.56539134907746,1
65+,Married,UK,Non-Veteran,-93.86155470491192,E,C,A,76.17816239712755,1
26-35,Single,China,Non-Veteran,-117.63822579870332,A,B,C,-156.05228015249938,1
26-35,Single,Germany,No,-59.731162252621004,B,C,D,34.103110765069,1
36-50,Divorced,Brazil,Yes,-66.77854471444402,C,C,D,118.43595110299627,1
18-25,Divorced,Brazil,Yes,76.95768590614765,E,C,B,72.79720957295933,0
36-50,Single,India,Veteran,-142.8941645325438,B,D,C,-75.28612386606113,0
18-25,Widowed,India,Veteran,70.31248521137505,E,E,A,-63.32371793224547,0
36-50,Widowed,UK,Non-Veteran,139.9447183457069,A,E,E,-71.25451998216317,0
51-65,Widowed,UK,No,38.21819768561523,B,A,A,-57.54156045522952,1
