disability,marital_status,military,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
None,Widowed,Veteran,White,A,130.66488627835434,E,-30.24535457102811,C,28.40805195156202,-128.68795130680948,E,E,B,7.827090608481227,153.5447377850334,-60.39480885563317,-69.14625878311736,1
None,Divorced,Yes,Asian,E,141.0496592115212,A,-59.76782209018352,A,-164.2441874839444,10.169868951182979,A,E,D,58.607470711197365,134.40210503245567,47.33943445264994,-159.491851144923,0
Mental,Married,Veteran,African American,B,60.6304900137219,B,-145.43105209254904,B,60.78027051689902,-53.970728985062344,E,C,D,86.28642749909763,108.20182770119638,-100.09953438962597,37.52765426568919,0
Mental,Divorced,No,Black,E,-6.517223711726504,E,-94.4337219329203,C,-24.204655066454496,-51.69146650245487,C,E,C,110.1310105273641,-66.61118818355742,115.95963296937693,-7.171362154179266,1
Yes,Divorced,Yes,White,B,68.15067088712435,C,-242.2303062093419,E,34.574617871873684,-37.42008441445546,D,C,E,29.298301768284844,32.550153789545725,-79.7569643755211,37.20433026314788,1
None,Divorced,No,Black,D,42.700118064116204,C,-56.44972188238293,B,-70.88993150485229,-84.52780012793724,A,C,C,66.93955956392436,252.07857050729254,-60.56695922824711,-226.95705201140584,1
No,Married,Non-Veteran,White,E,-16.777715264123806,E,72.69612066728314,B,122.32130228041808,5.498692521097218,D,B,A,48.597510785344625,-134.2540339318315,91.14803493219706,-108.47850056157718,1
None,Widowed,Non-Veteran,Asian,E,172.7623165604514,C,-111.5411134779021,D,45.45017661866313,-28.219110966781212,E,C,C,51.55710133638479,-86.71114129341268,217.96143265830557,-120.43560791674939,1
Both,Widowed,Non-Veteran,Black,A,1.602182101158005,B,-60.164778399023625,A,109.74917947680183,36.042176149428535,E,B,D,79.6654956311998,-29.996053212944023,-60.483806416417494,70.28666733174802,0
Mental,Divorced,No,Hispanic,B,36.95020433035797,C,-25.381269595211144,C,108.08436393993462,115.98240636988042,C,B,A,127.93166645961304,-15.268382503873735,-58.449404188748254,-109.26298124285655,0
Physical,Married,Non-Veteran,Asian,C,70.41471967774788,E,-195.74161780959415,B,-37.35149557075129,-204.94672626729988,E,D,A,-110.82475196270781,258.0223920327794,-93.7816750388266,157.58514761903132,1
Mental,Single,Non-Veteran,Other,B,-103.936177460608,E,-5.031517311378978,E,58.04983256195789,-20.439918552647406,C,D,B,-152.50073344721005,-203.85238312610187,-158.95802453732983,86.43901834279492,1
Physical,Divorced,Non-Veteran,Hispanic,E,12.682094555191076,B,108.28418143043888,C,0.980560005242017,-0.6008490188268638,B,A,E,105.86630522577438,42.53633778303947,-122.7675766384749,24.941912252388647,1
Mental,Widowed,Veteran,White,E,34.99561275257575,E,-58.62979940179285,E,205.99055839754374,-119.92844899345465,A,D,C,225.698423864112,17.20779090845905,-40.99690187238271,-99.18274061800824,0
Yes,Single,Non-Veteran,Black,C,-59.65126376980957,A,-60.44904393743058,E,-31.785758289152437,23.651809271203433,C,E,E,-96.74099778018825,-61.29480930932163,-93.39023733284762,-55.48204035743408,0
Yes,Widowed,Yes,Black,B,-7.336197143445039,B,48.01253946974801,C,-172.87886637033412,64.00462287511645,E,C,A,-165.341928309511,-214.97121734196716,-143.19290642596675,38.177000122113554,0
Physical,Single,Non-Veteran,Hispanic,A,135.2008015066953,E,3.7826510355759506,C,-155.79829760692672,-114.4201727449271,D,E,B,135.80970218647656,-22.85387031366269,-134.40387464293676,87.07359116644412,1
Both,Married,Yes,African American,A,150.81044477372726,E,93.78788643428119,A,103.77160464429242,-29.12493713181253,D,D,C,65.74384617455718,-152.78875133714274,-58.22577811003734,-48.734580535163246,0
Yes,Widowed,No,White,A,17.568311146637,B,-80.2826237408132,C,1.4584613437237566,31.121829895015807,E,A,E,-235.56365834122616,49.31020461159163,3.808226406819398,79.08757768299792,1
Mental,Married,Yes,White,B,197.37373070304335,B,15.626311781739519,B,46.297504301773785,126.77836187126282,A,E,D,-105.20118830290237,49.94809770231363,191.25488977512947,-174.73951271145808,1
Mental,Widowed,No,White,C,67.76820605497069,D,-150.4471646277991,A,-68.23560977843248,11.969891313911253,E,A,B,35.330604129266376,-18.730585348619496,-34.79972083362678,32.11955385719199,0
Mental,Widowed,No,African American,B,-87.84936405511075,E,47.59370203344584,B,219.1655525695956,0.4489665506273701,E,E,E,-3.41284650981848,63.32755361513228,-6.681096263918363,-34.58690218457179,1
Physical,Divorced,Non-Veteran,Hispanic,C,106.5146483216362,A,-72.72335639475621,B,-41.067683120938305,-193.9761229163565,C,D,E,172.96361779772224,-73.51600671945249,8.227627661218087,5.021077166347085,0
None,Divorced,Veteran,African American,D,-131.57722441262882,D,-39.08033573777542,D,176.3907257936097,-104.15641084359868,D,B,D,-83.06582523600332,42.85021081477294,27.551630770420772,-40.089983354667105,1
None,Single,Yes,Asian,E,8.07785775142847,E,-193.8716767827248,E,-58.88403981150775,107.89541303566862,E,D,C,151.47662023248282,-13.599271986751901,201.8291616619673,-116.77022418866297,0
No,Widowed,Non-Veteran,Hispanic,B,0.19188813820844294,D,73.42897152351732,D,-19.404759172696718,-140.2451732851094,E,B,A,178.68144366024734,110.8681088963412,33.690787458418065,12.444923837731158,0
Mental,Widowed,Yes,White,E,2.6865569455891234,B,-94.57856839677743,B,-3.5160906680257544,3.5769254513140307,C,A,B,43.574386920831,-172.5238295508707,-154.8786436609659,189.2800460692104,1
Yes,Single,Veteran,African American,A,-119.74156501824682,A,38.55227949017006,E,65.06460930869065,-54.23395241203072,E,D,B,21.466428335887596,76.91729244456997,-26.752027263751582,53.44933460190525,0
No,Married,Veteran,Black,E,-110.6451660718969,C,92.72248213482636,C,40.0662166662623,-125.65923054410003,D,D,D,168.52515328989764,-13.140576572957254,77.97033493529513,-67.85646826758736,1
Both,Single,Yes,African American,D,-106.62557806514405,E,-1.8085273557074448,A,136.72880163172633,-69.56914751996757,E,A,C,1.0594993417288372,-20.665770267296544,-180.40520704149174,114.94881000294974,1
Physical,Single,Veteran,Asian,E,-117.15144463853133,D,-17.891842022973446,C,126.93482897067088,55.36180529057187,B,E,D,-90.14997513128704,-146.4795655370071,2.143430138625818,-43.23258656189648,1
Yes,Single,Veteran,Hispanic,A,-91.38851744182284,E,-13.834032999993228,C,79.54953883139714,58.751490299337114,B,B,E,136.7530639372328,-10.103751441761567,-43.3175854272052,-66.72653397551893,0
Yes,Widowed,Yes,Black,D,-141.91472561299037,D,91.99285508070875,B,-15.006632333731787,148.48473112990607,B,D,B,56.48194870200543,-67.67509801749794,142.54716781149105,119.2017328969359,0
No,Widowed,Yes,Hispanic,A,168.31333369095714,D,85.62866919376357,C,-23.622616111014562,-20.627297961657632,C,C,D,177.40026320656756,163.40272603138658,-14.750620494588546,144.5786815504995,0
Physical,Divorced,Non-Veteran,Other,B,82.02982253930435,B,-0.6600691513843885,D,-94.61187141557782,-25.699506804669213,C,C,D,-123.14618575215957,32.80377509332527,58.63975451762386,-78.56825774941044,0
Both,Widowed,No,African American,E,-104.6642097016536,B,46.83676585331992,A,-90.83023525859147,-71.17549595496365,A,A,E,139.99603167722287,25.02141007484709,123.3597647902406,133.17844232663074,1
No,Single,No,Black,E,67.22408753184563,A,71.98057868016858,D,-1.5383540615178797,105.63319574416981,C,B,D,98.59707977406039,54.64731128970819,38.94807160100012,109.3832974905623,0
Both,Married,Non-Veteran,Other,C,86.67812946625614,E,-134.69770256361383,B,36.96948622742745,12.567451604825102,C,B,A,37.625290366424906,-42.5178303249287,45.95529341351083,88.40189680278812,1
None,Widowed,No,White,C,98.70440282468493,C,-147.66427919608873,E,-2.4960638324294044,8.236946839726386,E,C,D,156.77118037526154,35.73042650636786,135.09004142784417,-100.61619835554332,0
Both,Single,Veteran,White,D,-119.96064388407193,B,-42.29817335065958,A,-65.42154364170497,44.66247758425042,C,E,B,34.064515830170166,-66.01697047775073,-86.71260998429732,-121.98440672238564,0
None,Married,Yes,Black,C,-103.29088027356468,A,-15.325680268694938,A,-114.19999788974522,-76.41702241149565,B,D,D,72.1194253619446,15.576792330465311,68.34950225702443,11.844336670736649,0
Mental,Divorced,Veteran,Asian,C,-4.941706065338941,C,26.340988882653065,A,112.28894272100717,120.19771733800668,B,C,C,-12.703167514969874,196.85603185787676,104.48357124640894,-64.3621532334157,0
None,Single,Veteran,Other,D,-135.98435522120965,C,-98.50525733578431,C,-3.653539095367991,16.473150775285156,A,C,E,-45.67587845555729,77.87415704531738,-11.9422238383761,-48.6932236212546,0
Yes,Married,Non-Veteran,Other,B,-14.178345121450759,E,-37.86499095578416,B,75.10511735480023,-14.331184769346129,E,B,A,101.0955239641302,35.21397319253406,30.923090892723682,54.26502111968846,0
Both,Widowed,No,Black,A,-57.16640154955126,B,-61.27259413392853,B,137.33723395821534,43.3156848738378,D,A,B,169.12480061622927,-151.55087796508752,48.39902187506713,-2.128925906835468,0
Both,Widowed,Yes,Other,C,-158.66967310199095,A,-37.62828922443635,C,78.68695615065444,63.97651122686769,A,D,C,-78.37285179788242,-72.20697381354255,-135.08974818261234,48.786825121699195,1
Yes,Widowed,Non-Veteran,Black,A,-28.441320037527422,E,39.37021546458564,A,-42.23249808056065,21.645568456447894,A,E,E,-82.0826679707265,-62.789892950494675,85.41281100151754,-142.31251437532651,1
Both,Widowed,Veteran,White,C,87.89593613528695,B,-94.61813286497592,B,-4.930014662602326,181.41058657260166,A,B,C,-44.63386934879699,51.52189397091792,-30.097941769103485,158.04786872646937,1
Mental,Widowed,Veteran,African American,B,-58.56232655038378,A,159.74061337772272,A,-18.160725311806914,-218.71756876322976,E,E,D,164.34905613314294,27.45417563050369,-43.1116769886738,-38.920552783770376,1
Yes,Divorced,Yes,Other,D,184.4968944233937,A,-157.48786721060947,E,157.66829269233892,21.206440493005825,D,C,A,-24.729448367598753,-110.20440600100021,30.803131050085184,-86.28049760979327,0
Mental,Divorced,Non-Veteran,Other,B,216.81686414344216,A,-60.19222159671232,C,-45.21122621480622,-9.731198705551309,E,D,C,-48.22202228441556,-44.73444506474571,-8.038435449959348,129.61629731667458,1
Both,Divorced,Yes,White,C,137.25888699358296,D,-15.03276323337461,B,27.22397367702322,10.820286565917879,E,C,A,64.94933446976833,113.97605025648541,-58.67196936623876,66.0132837209005,1
No,Divorced,Veteran,Asian,A,31.527999339155187,B,-136.42651141855436,B,-163.43405992358626,-9.358982369685368,B,C,D,-149.0831257989103,-141.59756613206983,61.78405093506332,26.678657022752194,1
Both,Widowed,No,African American,B,-245.87527406566778,E,25.260074256665817,D,12.123717263171619,114.47735908708216,E,A,D,43.6889104635669,48.841480526848656,-112.63161001009887,-13.97580629374524,1
Mental,Widowed,Veteran,Hispanic,C,129.56998885720202,C,173.86515749367615,A,-131.9466203158527,-23.282861108491034,A,C,B,67.71772148700337,-35.71754248245082,13.209631234216431,13.635969386268403,1
Both,Widowed,Non-Veteran,Asian,C,-106.24744113683575,E,-32.076549044833165,C,-29.599656116723477,96.44887580276577,A,B,B,125.8167475078167,-135.70330088634915,-38.44293942035585,-47.83388444758525,1
Mental,Widowed,Non-Veteran,African American,C,-90.24878080060182,C,132.91100936216606,C,59.676649105491045,-3.3810611470253957,B,D,D,-165.90968133537382,9.489323177501303,51.884531164725125,37.63872735234436,0
No,Divorced,Non-Veteran,Asian,C,-98.51497504354629,B,96.33545776304041,B,11.69310413949463,9.321320166831061,B,B,B,172.6484609987544,-65.71833005232662,-66.06506903676987,26.65196806542906,1
Mental,Widowed,Veteran,Black,B,17.45619237155405,B,5.821426503503316,A,-25.006118909349794,48.22554949885379,C,A,A,32.76407420964739,-14.821594897438088,-56.46168553885759,-27.229312029673892,0
None,Divorced,Veteran,Other,B,-77.49867403422309,E,7.257830928015023,C,-33.19101113235068,-3.9525977436241604,E,B,A,-60.35599987674581,13.27589037414171,-1.1928376022421063,33.2770646579808,1
Physical,Widowed,Non-Veteran,African American,B,-231.60823874768712,A,-64.85769946554353,C,-5.100821313619937,36.80602226121833,C,C,A,16.9382423079049,-39.57611967924907,22.18764291367301,-122.27027110378413,0
No,Married,No,Black,C,46.683677754283266,A,-161.99056976096614,C,-37.35750041573854,76.01658486550397,D,B,B,-5.81734012346719,80.83907937880205,-6.253911679956725,21.254595825866,0
Yes,Married,Yes,African American,B,81.0625165897731,A,101.21088901946709,A,103.2851595759146,30.846136882132384,C,A,E,-281.69347381234104,51.013016636897035,285.93634283272127,53.690434193387404,1
Both,Divorced,No,Asian,A,-79.5988020521167,D,-39.84687119648604,C,14.016028591440877,86.041178721603,C,C,A,-113.16622770056935,47.68584602170491,12.227589140328085,155.22922283947506,0
None,Widowed,Veteran,Black,D,98.57178082056318,D,100.03443552828102,E,-46.941183087643864,59.42445270378883,B,C,C,-56.0029127057775,-83.32968747991903,3.0583828052086766,6.682393186372086,0
No,Divorced,No,Black,A,-91.28417251613386,A,50.968637997454614,D,-1.3068598607037538,-120.51556550176154,B,B,B,24.249327466005187,-288.60484852993744,-43.370790959845806,-63.03338429889214,1
Both,Widowed,No,White,A,21.770153915245892,B,-57.24530398213883,C,130.2986532466538,-146.0960693861491,E,E,A,120.78811006985542,111.03886375247089,-27.979213898751947,-17.819311129780782,0
Mental,Divorced,No,Hispanic,E,31.346023207770017,E,-166.89240958891736,E,-35.86819080059829,32.177201714080056,E,D,C,-61.545731739543186,75.03373956056056,65.4856613369896,45.9154263848309,1
Physical,Married,No,African American,E,-28.689479566018626,D,40.580775024552764,A,-162.48998772754098,-102.73004589657427,E,B,E,-120.97010142735931,9.777976286216898,-41.67714808796777,-163.70038300891107,0
Mental,Married,Yes,Black,A,93.54247724679777,A,-123.45558733786058,C,93.21821003296418,76.659425334176,E,E,D,-137.5425555360225,-29.26986814299716,70.05360258294957,98.27211777230437,1
Physical,Married,No,Hispanic,A,110.0553014002597,A,4.072421425975633,D,-223.49378084569622,-94.15300459554197,B,E,A,4.9423058506279824,19.83030305211065,139.48585688671105,-63.61811320253879,0
Mental,Married,Yes,Hispanic,D,-144.18246234437848,E,40.558856994597434,E,-86.14694348595329,61.48383494703473,B,C,B,-161.68268129451766,103.80199595601766,-158.97489133059034,152.07087699665726,0
None,Divorced,Non-Veteran,African American,C,-128.57543162291566,B,-154.44237297729725,E,-182.19919745504546,-1.5205819685953548,E,E,B,56.715496831239776,31.87546446878792,266.9676192593304,-54.58492245703586,0
Yes,Single,Yes,Other,B,21.047012322175863,A,-170.99865962909334,E,-103.61559787836225,65.7098716831635,C,E,E,-95.49016510137186,17.493922142916556,-109.74960035291407,-100.77041042389689,1
Mental,Widowed,No,Other,A,32.3842631036918,D,17.886209776373263,D,-179.9107382970377,28.52553979866443,E,B,C,-53.954946774563005,37.55236717519233,-2.5989193446863053,93.02615677831173,1
Yes,Single,Veteran,Other,D,-32.58126387509959,D,183.60381230519275,B,30.41686025467224,26.310258949480975,B,C,B,116.2662768767347,-54.32044763046591,105.27176770394348,-89.48336896029548,1
Yes,Divorced,No,Hispanic,D,-98.79488493845555,A,148.7710863568085,B,143.9028317592597,70.55102423791621,D,D,E,17.1339378104526,40.481784052176714,-53.317237090363236,53.545828723230095,0
No,Divorced,No,Hispanic,E,53.20741647385017,C,76.85309917143275,E,23.94550663916378,-72.3017178094896,D,A,E,61.7754793290518,-4.492852715002119,-99.5023092909014,-46.48517351766851,1
Yes,Widowed,Yes,White,B,244.36886063538344,C,-25.94425151575618,A,-29.653417353723704,48.06720564955525,A,E,E,-130.9281125664356,72.07369029590747,84.35304198141694,44.20628308026147,1
Mental,Single,Yes,Other,B,105.73638724414253,B,-170.4931461818589,B,60.40792904519914,21.81046063573194,E,A,A,-109.13557973599141,11.624501583041132,46.2608988569858,-111.92701137907773,0
Both,Single,Non-Veteran,African American,B,-244.78955553417504,D,165.63629094445594,A,122.61187434297733,-72.26492411605838,E,D,C,23.787533207200454,35.62900852054518,126.05968726618104,73.8811635587602,1
Mental,Widowed,Yes,Hispanic,A,-41.60841064207654,E,59.08566519108852,D,-19.575975474425082,46.8086288804029,D,E,A,-120.38245824238676,-112.80514789055083,79.34353650743077,32.436859609906236,0
No,Married,Yes,White,B,201.91598483531132,B,128.68615193257364,E,-60.258604981835894,-110.88512420462864,C,A,D,163.35877025899507,27.28284349671019,147.01001325746128,-22.475926893033975,0
Mental,Widowed,No,White,C,110.12486784593392,C,122.15276785507649,E,-68.92300108217113,3.4191041442019285,B,B,C,90.90106262987418,6.7576563999148895,46.47807491969052,-8.48675399868547,0
None,Divorced,No,Hispanic,E,124.73149558917902,E,-21.46620334200708,D,33.24413094342529,-113.31088768180362,E,A,B,-80.03435073007799,-111.4427985583465,3.0780198838564745,127.0993477573554,1
Mental,Married,Veteran,Asian,E,148.69880342796722,E,66.16227144443832,B,-37.616178933210634,288.211713637969,D,B,A,-23.45757488409877,-75.11611330361751,-164.87241275979198,27.03441936777775,1
Yes,Divorced,No,Asian,E,18.97645481744797,D,-160.93613392543153,D,38.410617526374125,48.81920366046203,D,C,B,-133.78093875100862,-70.47734697270693,-41.98961909979408,-124.79460565688329,0
No,Single,Non-Veteran,White,E,-18.37906809419077,E,21.027975214141932,C,28.92371343730022,-6.130416551002338,A,E,C,76.79154273933119,-6.846041010393332,15.35655687338672,120.32512176476328,1
None,Single,Non-Veteran,White,A,9.454863507715078,B,33.11869638166599,A,-22.356679518722707,85.81705274337793,C,E,E,-156.4510064387687,-187.46399034611773,-1.430849200576945,-35.448445689075626,0
None,Single,Yes,Other,A,-102.72148583182883,E,80.4876567538257,A,39.83631467328237,41.14105266929944,A,D,B,-24.92441820133644,-6.89486983543561,1.2288882211968024,69.84290657176263,1
None,Single,Non-Veteran,Hispanic,A,88.84035893960673,D,68.21818732309414,A,8.261195425670492,-179.25115113975923,A,B,A,-89.06912103697341,-160.0757276966483,-329.1214752173647,157.48577086535482,1
