disability,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Mental,20,103.62094302409623,54.628903389319014,126.36825345748726,D,E,E,1
Yes,20,-250.35763308045307,-20.301073863264943,-33.16764049325022,B,B,D,0
Physical,94,-77.43273149580449,-63.11134281760082,-21.17931675127062,B,D,E,1
Physical,55,31.858850491032502,112.55078369039697,131.17967413082349,E,E,B,1
None,74,-206.7752160453295,117.92101913270305,88.42268696129499,D,B,D,1
Yes,47,27.947925680861296,-63.825823626646205,7.659563281675058,D,A,A,1
Yes,94,46.36430009471727,49.25088442690518,-2.3520905678010027,D,D,A,1
Mental,73,-51.302759801175746,-21.0171239402455,80.33173837124744,A,B,E,0
Physical,70,-166.20215730123903,-131.90360250501038,0.838112246642166,A,C,C,1
Mental,52,96.72364023032668,182.47855926607156,55.76199070861877,C,D,E,0
Mental,21,118.00824582176499,47.74224730462385,-29.08737199153215,B,B,C,0
None,77,-89.34024671987068,-85.78271461138847,-19.842151265557682,B,E,A,0
None,74,79.58707594734705,-23.537606777932037,17.17217818781358,A,D,E,1
Both,31,31.989991720727375,-185.37685375129678,-78.94679728648325,A,C,A,0
No,63,50.26123345325257,119.96014825577117,140.30012552949148,D,A,A,1
None,35,-1.5055319770398012,50.76549714494514,206.23748633888476,C,A,C,0
Both,27,48.40879880744746,84.78942897399882,-136.39662940811058,A,B,E,0
Both,53,-59.78141573237436,20.05830045133815,-74.95246551219162,A,C,A,0
Mental,90,118.69378081080136,60.11844215482295,-165.81397915013815,E,B,E,1
Both,58,94.25436930721932,-142.71820393274717,-157.981926902986,B,E,D,1
None,70,27.51233409825735,-51.39017540960348,13.76765483261676,A,D,B,0
Mental,35,26.016508863921416,191.45959462665854,30.582378564521324,C,D,E,0
No,61,144.69159372580148,-223.5255286093565,87.25903843996348,E,A,E,0
None,36,-5.374815993445319,-46.473594991752044,-56.43997181179655,C,C,E,1
Both,36,68.81057407038679,-106.6916319387498,68.62749877085393,E,E,D,1
Both,55,-31.271081717189535,-108.98679910901788,-43.547835356076334,A,B,A,0
No,44,-84.44822032032194,-111.69520925449316,56.98943355049191,E,B,E,1
No,21,41.16550932906476,-226.49287413664737,42.85415268457504,D,C,D,0
Mental,35,27.93349966406519,-30.05094471246493,24.015022820884425,C,B,A,0
None,76,81.28158034248936,83.7865010506425,-3.5789499255919384,E,D,E,0
None,39,114.15379341595207,113.3892419106753,-2.9322163652040123,A,E,B,1
Yes,57,-318.1142320896338,141.71867723461574,-94.19524835082248,E,C,E,0
Mental,41,-46.51176074209436,1.876772481438187,161.7236874482146,A,E,D,0
No,41,-27.376850480269745,43.68305325331688,21.56027219966802,D,A,D,1
Mental,80,-21.184490099817157,-221.57997798850135,137.95340211955101,C,A,C,0
Both,63,168.5004871740095,-187.26756078971275,26.014685443204723,E,A,C,0
None,49,111.6170700229123,45.19258250708108,-25.389867627730073,A,A,C,1
Yes,32,-30.59758985615461,13.280096417707298,-88.32718776811075,B,B,D,0
None,33,-7.833704872436992,40.44527620662461,-51.687250258608884,B,C,E,1
Both,45,-175.95927949994484,115.66821586175367,39.17521159094435,E,C,B,0
Physical,41,53.025779582576206,-29.13620699345548,-9.42684052741305,D,B,E,1
No,62,-54.277507088097934,62.18001151114629,-23.759753410873508,C,C,C,0
No,59,36.1288594359384,-39.11365106607445,119.22116204693664,B,C,D,1
No,86,-178.61581959693862,-66.61703350974783,96.18937698495562,E,D,A,1
No,65,24.988517731307642,-16.52726607024286,-64.02606153442699,E,C,D,1
No,61,2.2745153123043313,-11.021901936935242,-37.249756158134986,D,B,C,0
None,55,-64.76472415581509,186.01990276431303,39.38261764658336,C,A,E,1
Both,30,4.56925842998312,121.54658914707312,-14.819032405762941,A,B,C,1
Both,84,130.9626553284921,3.2229516184540077,-60.45219734660381,D,A,C,0
Both,74,225.9361319041805,-75.2060111209974,-68.83585461019734,E,B,D,0
No,81,-33.57414760080808,68.58648444474026,175.78498954445706,C,C,E,0
Mental,70,-25.290109877826644,-53.24105494907584,-87.80226521409735,E,E,A,0
Mental,97,-89.99358379626392,22.631259719320976,134.69209393916842,C,B,D,1
Yes,61,43.480187507277826,-184.32071034056997,5.982772027631716,E,C,E,0
No,63,14.074224860915132,-101.95420346047004,-156.8770433956041,A,C,C,0
None,92,-87.99458912207136,45.548398888874,71.38211748522552,E,C,A,1
Physical,78,94.5828683128267,50.02716892312754,29.372477324003256,A,D,A,0
Yes,69,170.96896145810808,-122.0238805361447,199.90834992304724,B,A,A,0
Both,73,-139.88111311145914,22.358433944323686,130.62324372453048,A,D,C,0
None,75,-103.49573723446568,95.89824333024424,60.155774087356725,B,E,C,0
Both,37,114.70206611292544,-102.23754283719113,8.746209711100752,E,B,B,1
Physical,41,44.10895718411535,-38.06162349558583,-62.30685021115255,B,A,D,0
Yes,73,44.511746707196544,-137.57394281227954,104.73217721269752,B,A,E,1
Both,93,65.02673923565366,75.00935167801997,-89.37217966469511,C,D,E,1
Yes,35,14.740572130744173,-31.773648251453967,99.52936140207032,B,A,C,0
None,89,-44.825870533899405,240.12625487842442,69.06522761942033,C,A,C,1
Yes,87,-132.2160912219752,134.4516167186186,101.04996437167881,C,C,C,1
Mental,39,-23.355511723907373,-66.67934271269463,-139.28515283164177,C,D,E,1
Both,85,91.49690892730602,-37.042022028670964,-34.45239746263597,D,B,A,1
Mental,94,43.851231678581634,190.62644223939785,-94.2808816294135,A,E,B,1
Physical,95,-222.49093991137912,147.1929091667583,77.5198646797377,D,E,A,1
Mental,78,98.47730315382907,-30.75406726596731,-78.5444487238609,A,A,B,1
Yes,49,54.78008857754475,-13.625732998531007,-96.62630999352619,D,E,D,1
None,50,45.05752673590826,-104.73980216223093,8.027344464915412,D,A,B,0
Yes,45,17.7721374135557,119.31592891592375,47.15765529240713,A,C,C,1
Mental,92,-171.10001664133296,19.635012049772282,-11.302259057614704,E,E,D,1
Mental,54,-15.099855438718679,-128.76873575110352,-76.72942053699573,D,B,A,0
None,66,-144.2226914803382,-27.14417024447752,30.494356261475104,D,D,B,0
Both,56,-145.83667702054743,28.74427679031335,-45.064197593310986,D,A,B,0
Yes,19,-165.3575221925279,-38.323521226320764,125.88664571029622,D,B,D,0
No,63,137.9009570810348,-33.37442852998756,74.895524802057,C,B,D,1
Both,70,-106.34010768905615,4.384462826205252,-7.947145897461835,C,A,C,1
Yes,22,-68.22082607113099,-83.9935970280847,31.751143502468015,D,B,E,0
Yes,20,-56.43766381429155,-58.928069723815454,28.20750808312057,B,C,D,0
Physical,92,-109.25252802361933,-131.57849805704666,100.63296148409091,D,C,E,0
Both,59,-91.44341259911255,72.26409430210454,214.89458464934384,E,D,B,1
No,18,-23.388282886636706,-67.53892265049204,132.61897764687455,E,C,D,1
No,64,-93.05297657214578,-75.52247093924949,-10.734651146023213,A,E,D,1
Yes,72,-49.46037164190267,-132.30518399116957,-267.033679658056,A,A,E,0
Mental,69,23.699705538285663,106.6307738236205,63.751663369838354,D,B,B,1
Physical,95,-15.931720639668503,-29.78349657110952,-7.26107654148469,D,C,B,0
Both,23,34.34684623240474,9.395665932608752,-333.09228512870413,C,C,E,0
Both,90,-97.60229313913122,133.86901075755813,292.48691817141315,D,C,B,1
Both,57,-0.3667511937504395,45.57806708882043,50.646504583945664,C,E,C,0
Mental,36,162.11502965400953,5.231238764586651,-99.40866029984497,D,D,E,0
Mental,57,-147.18294579104116,-36.517908513653225,-10.109802386619611,D,A,E,0
None,42,45.336122867857505,-202.50741098328024,-67.01353253066438,E,C,B,0
Physical,70,14.025992156027062,131.61900338751207,-219.67854928469356,A,A,B,0
No,79,-111.33361004945309,-17.210838675927167,-120.3444587350858,A,E,D,0
Mental,50,-179.91853722867836,-146.87477054268413,65.55567497466765,C,D,D,1
Physical,45,99.10923149289549,-34.17201875584532,27.278961375165977,D,E,A,1
None,86,-19.020082655840163,11.404743249044028,-180.2446448891517,A,D,A,0
Yes,79,-30.194161547906116,-12.139508576396787,40.63658126052603,C,A,D,0
Physical,76,66.32347262734694,52.48034970038087,106.25520685123078,E,C,B,0
None,79,56.311348144809045,96.18162772532536,-88.04070249622907,A,C,D,0
Yes,43,124.59033164208122,-155.35555979065143,-124.09790925345456,A,E,E,0
Both,52,15.333284506110104,-138.33844898387977,-38.59544452649381,E,D,B,1
Mental,97,-260.26643335084054,130.81537710233255,223.29007947899774,C,D,C,0
No,75,71.29553630504125,6.366963997197255,58.30290074164197,D,D,E,0
Mental,90,49.459388348970876,80.22825562295532,242.35063903198886,D,B,B,0
Yes,81,104.49658247727214,104.19842854049676,96.79778563225558,A,C,C,0
Mental,18,-113.31272632384916,3.3363674727704433,-47.220708508524346,B,A,E,1
Yes,53,198.14489876384647,-186.89193550464694,-47.115288718551945,E,C,B,1
Yes,31,113.56812545242181,-40.142785616126844,21.074052689947465,C,B,D,0
None,50,136.7436428330415,-67.85566178224019,59.85061929840273,B,E,E,1
None,51,-72.56977789048501,-193.08936919820943,-5.920209161128224,B,E,D,1
Mental,30,-41.21949182903254,63.86224999794693,6.474791597591269,D,B,E,1
No,69,-75.35380482913172,-44.851892096789925,129.83982860189946,D,B,E,0
Yes,64,24.02146150988896,11.104102258367915,-112.52746858933564,D,E,A,1
None,89,111.82340236578978,48.59083549991664,104.08682004579089,C,C,E,0
Mental,52,-11.043460232672194,49.28287761599286,-141.42767687881306,D,C,E,0
Both,97,-114.8906286462965,-107.38139457746692,27.681814586505716,E,A,E,0
Physical,61,-44.276432669623304,-144.14839108172976,36.321194765310956,C,B,B,0
Yes,53,-32.3824889207514,-136.07297512073606,81.51306296662445,B,D,D,1
None,74,122.14982111816883,-102.29385315564615,8.352802720096415,C,B,D,0
Mental,29,111.59507718546251,2.627656429926083,53.41597744865283,E,E,E,0
Both,31,99.50276434958677,-274.0517197458473,-26.16308272323306,C,B,C,0
Physical,90,-4.546919157888572,144.47087015376766,-14.308655548284957,C,D,E,0
None,55,-25.061315357529523,171.4968420636738,272.1266900626074,B,D,D,0
Both,91,-38.15924243313123,-158.9841284641516,-17.304986069679355,E,D,C,1
No,20,214.72994524388236,44.54394653254963,-73.1779176970319,E,B,B,0
Mental,85,30.219215820324102,24.693088238301346,64.20379093372706,B,D,E,0
Yes,86,98.80712333684802,15.357110012413733,37.96390973534347,D,B,E,0
No,76,-159.70106427349887,258.71705881395326,-164.9810007557249,D,B,C,0
None,43,-41.277970550429814,26.34720031509718,72.35569652763564,C,E,E,0
Yes,60,94.15328588591302,149.9178529474281,-38.05229479213757,B,D,D,1
Mental,59,-26.065913169881664,20.108629618343528,-1.7769731723145537,A,C,A,0
Yes,40,-6.728552089867194,41.87775031105424,-200.04606227648102,E,A,E,1
No,84,64.24609033383571,-73.21345020233501,124.97706472068262,D,C,A,1
None,70,-48.44129165018179,27.44166517944273,-16.02728148576311,D,B,C,1
No,34,85.34283265440186,57.31963205637568,-126.49613609571004,A,B,B,1
No,50,-0.7130802421164742,13.651016264696295,-116.89551011012563,E,B,A,1
Yes,99,43.192597304358884,17.251288291704086,-136.3997283510516,D,A,C,0
Both,47,30.408021775197586,123.21462677529907,106.67395807739916,C,A,B,1
Both,71,-46.75064723800173,67.18096172721519,86.54989382911751,D,E,B,0
No,59,-70.08631796926159,-216.98154217341107,35.9631205169447,C,D,B,0
Both,23,18.878209437613343,74.22062316318369,-155.23970293792377,A,B,C,0
Yes,78,57.69075328583071,-48.48059217542166,-140.76632071730165,E,C,C,1
Physical,99,-33.37384105270908,-49.72484543918205,62.06962228622989,D,B,D,0
None,20,-1.0185574509473954,-87.91582102094723,-62.1599114599747,B,B,C,0
Yes,48,-32.132454361105104,69.24998847240305,257.23723744155575,D,C,A,0
Both,51,13.103141048007434,-88.80000455844676,68.53781698574558,E,C,E,1
Mental,65,6.193285600573004,-7.954247546050626,-49.00545108979804,E,B,D,0
Mental,20,177.0651948382371,-202.07680382260156,-15.171546477480577,E,D,E,0
None,23,-39.89166722833591,-20.79958720903231,-70.36007030017285,E,E,A,0
Physical,69,-64.63847368749532,-86.49092157419325,200.00838025351305,C,E,E,1
Both,84,32.90146758678504,108.48769264479571,-35.40720459916206,C,C,A,0
Yes,43,-95.3280855302986,-60.9792370539431,-176.0380200954883,D,B,C,0
Mental,32,-18.013656828083917,182.74914265572224,-125.83917750309726,C,A,D,1
Mental,31,-200.76483079640872,7.864954659811113,34.513969173995974,B,A,C,1
Both,69,88.00784889530215,-99.03373701907987,95.25271391299594,D,C,A,1
Physical,82,-60.13090439881918,17.220482661481793,-3.205350107328126,A,B,C,1
No,77,170.77990711473342,14.907733283172883,-128.19484608732864,C,D,B,1
Yes,71,7.524406126848243,169.81639255426185,141.09351402063305,D,B,A,0
Yes,63,125.47232477286157,9.270176023445183,-189.21941542804274,C,D,C,1
No,96,-92.24754010588521,59.402093143022796,-95.76975270876271,C,E,B,1
No,39,-56.078117772367285,11.361439714478363,-86.43662110092947,E,C,A,0
Mental,51,-319.30315355954144,-17.186081068069438,40.261586557042534,A,D,C,0
No,41,-245.26368351948466,-76.80915141403851,-12.91430124291778,A,C,E,0
Both,68,69.1320129435472,114.26585966439421,-14.012007994123612,E,C,B,0
Mental,49,-114.51260088715827,31.644284608835306,-46.12735095956239,A,E,B,0
None,94,-48.577700122137315,47.795592867142965,-40.74206147360585,A,A,A,1
Both,69,-160.18534346132992,-46.87468993343474,-87.03004106590441,C,B,C,1
No,84,-18.9532413901411,66.04620016557372,-218.55454705633784,C,A,B,1
Yes,21,48.42463359002054,10.18744181734076,12.679890557694854,D,C,B,0
Both,74,-6.475170869025783,-135.81869563730032,64.8133696270398,D,D,B,1
Mental,47,-20.416268050919882,-134.3543618719889,108.93417243879134,A,C,A,1
Yes,59,26.481268961141513,130.8280418201479,-11.858629143889582,D,B,C,0
Both,65,346.63732738684877,23.9799954733704,74.59373994785533,C,E,E,1
Both,44,250.45663727377624,6.241803971796388,15.81178936951034,A,E,E,1
None,41,-115.20743597504195,-2.8611806616565354,102.91573321402348,E,E,C,1
Both,89,2.0372077447987285,-112.40789228648254,-17.515439833218178,B,C,E,0
Yes,26,-137.752051346499,195.78340462613568,-28.860673537675797,A,C,E,1
Yes,40,-28.265121287038763,-99.73321060397744,65.28995090017757,D,E,A,0
Physical,41,97.86523692377165,-160.40252495394165,63.95818354185375,E,C,B,1
Both,44,-72.33471952104725,111.1730494992686,141.0469013108294,C,D,C,0
Mental,38,-24.528997899926093,31.13268093064885,94.16121518151601,A,C,D,1
None,26,-92.34458123857492,77.14553355915793,12.179429421388303,A,E,C,1
None,78,41.05789869206497,122.00422574008046,135.25505599324907,D,B,B,0
No,33,72.82914212474618,177.1884509157954,173.53640987819642,D,D,C,0
None,76,42.120984595896644,51.02587281326119,85.27207910417187,D,A,A,1
None,67,112.91821085706206,-105.79818339119396,124.78475037503915,A,B,B,0
No,56,171.64900177073721,155.70948173875755,31.630342648108655,B,E,D,0
Physical,45,-234.99537342328375,-110.29575535146039,-161.57142676236955,D,A,C,0
No,70,-155.25303098007214,-243.5935695529918,56.65752132476685,C,C,C,1
No,55,-22.972233775576793,-91.62623400434313,-56.81927461909804,A,D,C,0
Physical,23,-92.48706026529308,229.11802462705407,-118.96086336966314,B,A,A,0
Mental,32,-150.61908628465852,-25.575282283404476,-119.42228287698246,B,C,C,0
No,54,25.806465168235942,-179.8026457006409,-108.45552071030322,B,D,B,0
Both,42,153.10073628096674,204.08021527843587,4.176160565423233,A,E,A,1
Mental,73,-73.7820018555346,-57.50121836260325,29.432182109930636,A,D,E,1
Yes,26,-81.88340100945327,19.481224268307017,-59.92331452425744,D,D,D,1
Both,79,-140.11124457658423,-125.34119874028522,100.45485722907527,D,E,E,1
No,90,-49.63950738260661,160.5046252461765,-66.4095620117333,C,D,C,1
Physical,89,70.75305548918075,-69.60796964416454,20.422095904613016,E,D,C,1
Yes,58,-23.009413516970426,26.463917585249064,-68.05982173936293,D,D,C,0
Yes,18,-308.6911125220054,-164.1469085810259,-102.74023807199362,D,B,B,1
None,70,31.07337845096484,-8.582756649680077,84.96745145830904,D,B,A,1
No,39,35.51617306644065,11.496009320489527,-27.937662730347242,D,B,B,0
None,30,-113.74660571806199,-89.88598550264496,-48.957787969736856,D,C,C,0
Yes,86,-212.1578150753161,-23.3765671046813,-275.7117903423901,B,D,C,1
Physical,25,-125.72628130012458,-32.10483718561358,96.72498448140966,B,D,B,0
Mental,70,-58.30810787423477,-39.69142553963213,-25.32636192114863,D,B,A,1
Both,69,-0.0037101435041566903,175.01679255937407,58.269440177526164,B,E,D,0
Mental,27,-10.89000747427594,-106.80015303380198,-71.45916076710621,E,C,C,1
None,33,13.531963623170048,120.0546434318877,78.2317523634994,B,A,D,0
Yes,42,138.21300511242774,42.58508258011568,-204.59977182674044,D,A,B,1
None,98,74.79354036895039,74.52502682591823,100.85069341825434,A,A,E,0
No,72,-13.378230673799935,-114.29028256335071,14.212124732688741,D,D,E,0
Both,24,-42.20574873985541,118.8226222784927,-184.2868130656449,E,B,C,0
Physical,74,117.75337628355445,-15.161066522075176,17.31755358703265,D,E,D,0
No,44,46.58537597590613,-79.72429757742754,-44.69441751270249,B,A,C,1
Physical,58,98.52432865327386,-141.60591673068294,31.689987515570873,E,C,A,0
None,47,-110.29724209717754,17.083967798942425,-166.7987736421851,B,D,B,0
Mental,92,12.3839432192341,-27.125794500012358,217.8201822238898,D,B,C,0
No,25,-71.09347531088986,72.2288516742914,-155.41205260580412,D,A,C,1
Mental,89,-11.543652570158253,53.39120309716074,97.11830438981218,C,D,A,0
Mental,36,-12.654867149121191,116.69681018631944,2.159768218285181,A,C,C,0
None,91,79.89248371509129,16.760380323496996,114.7857831413762,B,D,A,1
Mental,80,-34.53220550689892,169.62121153025782,-69.89418220866833,E,D,C,1
No,90,-66.19799297390449,-234.87469351543902,-84.03358722623378,B,E,B,0
Mental,46,-48.267082022421256,-114.48504140384941,-107.07517422733899,D,A,C,1
Physical,79,-84.06283835535704,100.77251206245421,-24.531360741979146,E,A,E,0
Physical,60,-3.5362855899774304,108.2375246660096,41.06763662478529,E,C,A,1
Yes,53,16.805014680967627,68.76603275947843,-66.95105916884144,C,C,B,1
Both,73,223.56956813926666,95.12435666292785,-132.2770958155541,A,D,A,1
None,23,-55.59401735022348,95.54882726590259,149.08785805658076,B,D,A,1
Yes,52,10.992345660507423,357.48893785187903,-99.83601353139375,E,E,D,1
Yes,76,-31.50155298379881,-4.091747264891945,79.0722193535803,A,A,D,1
Physical,63,-38.50106153808136,-3.030190956669896,25.967599292736526,D,C,B,1
Both,73,-215.59762477393102,65.20965847418083,-65.74197640618678,E,A,B,0
No,31,-13.762599649760077,-57.35258024744919,-58.022181889702196,B,D,D,0
Physical,22,7.890915378179734,-63.104327321882515,146.31883787923164,D,E,C,1
None,78,-2.1446694997345452,-100.70096287321422,58.456804411888164,B,B,D,1
Physical,65,-1.2481578329581051,59.0954200905492,-168.83938978624954,C,B,C,0
Physical,42,60.00083573878139,-58.097163849339964,43.23062583658105,C,E,B,0
Yes,64,-97.24796439131572,-104.63815913219199,92.16844305199591,B,B,A,1
No,23,-37.83360566894554,-42.404584842662096,127.67208470543243,E,B,A,1
Yes,84,116.28758179209085,-225.0076723593167,32.96963710578705,B,D,C,1
Physical,38,117.44837172650004,34.29800713197625,-77.04167563333355,D,C,C,0
Both,18,4.563079729280846,-98.07377960001259,24.349111321296967,E,C,A,1
Both,69,-112.18287801846078,-4.0612293597070535,34.49853948395238,D,B,B,0
No,98,41.57721610204549,192.84354610555573,-63.22435090971966,A,A,C,0
None,64,67.06476217916692,-56.67744620790267,-53.09154378561281,A,A,B,1
