veteran,sexual_orientation,age_group,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
No,Homosexual,51-65,Other,205.99784673459553,A,E,59.92934967222608,B,A,1
No,Bisexual,65+,Buddhist,-66.58358681552825,E,D,-8.653990905261882,D,C,0
Non-Veteran,Heterosexual,65+,Other,-81.9713270625845,D,E,51.08517809023054,C,D,1
Yes,Bisexual,18-25,Buddhist,-66.48301166641907,E,C,-2.8461614809880578,E,E,0
No,Other,65+,Christian,-46.7284965840187,A,E,2.384123052069803,C,E,0
Veteran,Heterosexual,65+,Muslim,-88.353268698812,E,C,18.2227124983051,B,B,1
Non-Veteran,Homosexual,65+,Muslim,-20.9991735857302,C,C,45.121773364276635,D,A,1
Non-Veteran,Other,26-35,Jewish,87.60944972993752,D,E,59.41414430475671,B,C,0
Non-Veteran,Other,65+,Other,-11.386537420157698,E,C,16.42410953603861,E,E,1
No,Other,36-50,Jewish,-163.95115778114163,A,C,-71.97891896337958,A,B,0
Yes,Bisexual,51-65,Muslim,37.57708457898005,E,B,-13.77925374954208,C,E,0
Non-Veteran,Other,51-65,Christian,27.91126182664524,E,D,-101.61846710352458,C,C,1
Veteran,Heterosexual,18-25,Other,-27.468793195845848,C,D,-13.973079153759246,B,E,0
No,Other,51-65,None,24.118150692842114,E,D,110.43793182356643,B,A,1
No,Bisexual,26-35,Buddhist,60.17462403249145,C,E,-37.286494088191866,E,A,0
No,Heterosexual,26-35,Hindu,97.06324554554932,C,B,172.34271248078502,E,A,0
Veteran,Other,51-65,Muslim,-74.42755671710204,E,D,-136.52095004141924,B,D,0
Non-Veteran,Bisexual,51-65,Jewish,8.280257653124096,D,B,-67.05200203760889,D,A,0
Yes,Homosexual,51-65,Hindu,1.1544616280845443,E,C,-226.446763933364,C,E,0
No,Heterosexual,18-25,Buddhist,70.63844212153124,A,C,125.64796484354741,E,E,1
Veteran,Other,26-35,Christian,-93.51481671082297,D,C,87.7107021868342,E,E,0
Non-Veteran,Bisexual,51-65,Muslim,-94.35561703770132,E,D,152.86957452126083,A,D,1
Non-Veteran,Bisexual,26-35,Buddhist,-69.78377084151859,D,A,66.04019010422178,B,B,1
Non-Veteran,Homosexual,65+,Hindu,-22.36581583200933,B,D,-19.245686283340437,B,C,1
Yes,Bisexual,36-50,Hindu,5.568970221649513,A,A,-132.51667414565574,E,E,1
Yes,Other,18-25,None,-158.80486418157776,A,B,-14.085607087807869,D,C,0
Veteran,Heterosexual,51-65,Jewish,-59.42665486204982,A,C,33.32312078006385,A,B,0
Yes,Heterosexual,26-35,Christian,119.67580684616388,D,B,-99.07706504752845,C,E,0
Non-Veteran,Homosexual,26-35,Buddhist,-138.02223641390853,E,B,117.94133949576491,E,E,0
Yes,Bisexual,65+,Hindu,-148.6820658260803,E,A,-51.237177532841194,A,D,0
Veteran,Bisexual,51-65,Jewish,-44.74368589722249,B,B,-120.90800049255223,B,A,1
Non-Veteran,Bisexual,51-65,Hindu,106.83064598873659,A,C,110.68359994564423,C,C,0
Non-Veteran,Bisexual,26-35,Christian,135.69579435640279,C,B,22.737037929720127,C,A,0
Yes,Heterosexual,26-35,Other,-51.08395798871883,A,E,37.90296302191658,E,E,1
Non-Veteran,Homosexual,18-25,Jewish,-26.082523454227285,E,A,-257.0360093907954,E,C,0
Non-Veteran,Other,26-35,Christian,7.330327785259957,A,C,-86.2009908491915,A,C,1
Yes,Other,36-50,Christian,202.12190997775173,B,C,-60.74759566997743,A,B,0
Non-Veteran,Heterosexual,36-50,Hindu,86.11485090654975,C,B,110.68937451319974,B,A,0
Yes,Other,36-50,Jewish,41.54447998309858,A,D,-23.994028253615866,D,A,1
Yes,Heterosexual,26-35,Other,14.192954751953915,B,D,29.957378023275936,A,C,1
Non-Veteran,Other,36-50,Hindu,88.50418495449794,B,A,94.88273405297637,C,D,1
Yes,Heterosexual,51-65,Buddhist,52.36914171855885,E,B,-294.28541964579324,C,E,1
Veteran,Homosexual,26-35,Christian,97.82567845987032,E,D,-37.28442833763435,C,B,0
Non-Veteran,Heterosexual,51-65,None,-157.4207771773247,E,B,143.0772802650862,E,A,1
No,Homosexual,51-65,Other,0.7267996420959965,D,E,63.81629246460726,B,A,1
Yes,Other,26-35,Hindu,-10.22017539640467,C,E,36.590999572640634,E,C,0
Yes,Heterosexual,65+,Christian,4.589727792844514,B,B,78.32414425034075,A,B,1
Yes,Other,26-35,None,30.575118411523682,B,B,-14.576486347178994,E,D,1
Yes,Homosexual,36-50,Buddhist,-83.78415617708254,B,C,109.67741433287136,D,A,0
Yes,Homosexual,65+,Other,-78.10952632843177,D,B,-101.7164218647072,E,C,0
Yes,Heterosexual,65+,Christian,215.74753376697436,A,C,-268.94966723889627,D,A,0
Non-Veteran,Other,18-25,Other,46.3778299321084,A,D,-46.47942691601914,C,B,0
Yes,Heterosexual,18-25,None,-19.559004452906052,C,A,17.164348669364074,C,A,0
No,Homosexual,36-50,Muslim,-84.99952850489233,C,A,-58.57064936174413,D,C,1
Veteran,Homosexual,36-50,None,-73.40729651212389,B,D,-59.633875382508236,A,E,1
No,Heterosexual,65+,None,-80.81677728530683,D,D,191.65251012824643,D,C,1
Veteran,Homosexual,26-35,Other,128.23006816059737,E,B,-13.335020861509841,A,E,0
Non-Veteran,Bisexual,51-65,None,-25.255598339415453,A,A,-35.33344710317934,C,B,0
Yes,Homosexual,18-25,None,188.34031091027094,D,D,63.249247951794075,E,E,1
No,Heterosexual,36-50,Muslim,13.14029501895823,E,B,165.57954183486743,B,E,0
Non-Veteran,Bisexual,18-25,Other,56.79769873902887,B,E,29.67878885829463,E,D,1
Veteran,Bisexual,18-25,None,-162.51828975746562,A,D,-79.41993255449607,A,D,1
Yes,Bisexual,26-35,Hindu,-74.13855524818061,E,C,44.20558128077575,E,E,1
No,Homosexual,36-50,Christian,-31.746253284929526,E,C,13.910180764396857,B,C,0
Veteran,Bisexual,36-50,Muslim,44.231134525976174,E,A,140.49983077914595,E,A,1
Yes,Other,65+,Hindu,105.55884254405825,E,A,132.02119986706856,A,D,1
No,Homosexual,65+,None,-36.04452578548651,E,D,144.82893956533175,D,B,0
Veteran,Heterosexual,26-35,Other,56.81293033432303,C,E,-104.01763272199508,E,D,0
No,Bisexual,18-25,Jewish,85.6247412677967,A,C,-171.4119222470881,D,C,1
Veteran,Heterosexual,18-25,None,-0.19665905588521648,E,C,-28.0226210748553,C,A,1
No,Homosexual,18-25,Buddhist,-183.70476800837,A,E,52.466880185601795,B,B,0
Veteran,Other,51-65,Muslim,124.50060519739093,A,A,199.02434673360233,B,D,0
No,Homosexual,18-25,Jewish,-313.93781381025605,D,C,-57.68138580865888,A,D,0
Non-Veteran,Other,65+,Hindu,-25.615743099535308,B,A,-7.278374130669932,A,C,0
Non-Veteran,Homosexual,26-35,Jewish,119.07516024853444,D,D,68.27061362886045,E,E,1
No,Other,26-35,Muslim,-150.07561963316982,E,A,-42.61531936950766,B,C,0
Veteran,Heterosexual,26-35,Buddhist,138.84207823989647,A,E,-164.04501879765775,A,D,1
Non-Veteran,Homosexual,26-35,None,-145.46492674355986,D,A,-115.85812222704766,E,C,1
Yes,Other,65+,Hindu,161.12198311835112,E,D,-14.961135399237282,E,E,1
Veteran,Other,18-25,Jewish,-82.92722133385072,E,A,-282.95517151058704,C,C,0
Yes,Heterosexual,18-25,Other,-54.39620481829366,C,C,2.3713845565211744,D,A,1
Veteran,Heterosexual,51-65,Buddhist,122.35402915574221,C,D,-137.65962403628913,A,E,1
No,Homosexual,51-65,Hindu,19.16198264434775,B,B,-83.53002882544156,B,D,0
No,Other,51-65,Buddhist,-3.1595235803458457,B,D,171.1430129223672,B,D,0
Yes,Bisexual,18-25,Other,149.8714420245829,A,A,-22.383179649892902,D,D,1
Veteran,Heterosexual,36-50,Hindu,18.309497571017783,B,C,-12.308410057893665,A,A,1
Veteran,Homosexual,18-25,Hindu,-5.901631420165143,B,B,-73.94787727296884,E,E,0
Veteran,Heterosexual,36-50,None,-158.806815856355,D,E,140.86305811402008,D,D,0
Yes,Other,65+,Muslim,24.924927111082923,E,E,-31.989648085326948,B,E,0
Non-Veteran,Heterosexual,18-25,Muslim,-139.67206483577067,E,B,72.00677573995358,C,A,0
Veteran,Heterosexual,26-35,Christian,58.98445935324824,C,C,94.8997751748639,E,B,0
No,Homosexual,26-35,Other,40.58477243537536,E,D,56.340787148688996,B,C,0
Non-Veteran,Other,26-35,Other,46.64349683653714,A,A,-104.55289738419908,E,B,1
No,Heterosexual,65+,Jewish,-147.76232487216527,A,A,108.01205424511198,C,D,0
Non-Veteran,Other,18-25,Hindu,55.642764687964885,E,E,-3.226730059239538,C,B,0
No,Heterosexual,36-50,None,-0.7994346104994433,C,A,-93.29808685280939,C,B,0
No,Homosexual,26-35,Buddhist,-235.38701099310933,D,C,7.368807312403819,B,A,1
No,Other,51-65,Muslim,-104.5949916659801,A,B,-60.524352529294575,D,B,1
No,Heterosexual,36-50,Hindu,-17.023095808328666,E,D,75.49684148654065,A,D,1
No,Homosexual,65+,Christian,-67.55109413645897,D,C,104.84772909328042,D,A,1
No,Heterosexual,26-35,Muslim,-89.37257167720382,A,B,35.016812073137835,E,B,1
Veteran,Heterosexual,18-25,Hindu,21.450945343938955,E,C,-153.40039092590706,E,B,1
Veteran,Homosexual,51-65,Buddhist,59.48741553903363,B,C,0.1283085895665588,D,B,0
Veteran,Bisexual,26-35,Muslim,-71.67920802983325,E,C,-20.34358971561614,B,C,0
Veteran,Homosexual,51-65,Buddhist,-116.75117413869931,A,D,104.83188095050981,D,D,0
No,Other,18-25,Hindu,210.20495329800056,A,E,-4.829252380961027,B,D,1
Veteran,Heterosexual,18-25,Jewish,108.75719199279834,E,A,40.438281237595824,A,B,1
Yes,Homosexual,36-50,Jewish,41.228654163438605,A,B,42.889067842832155,A,D,1
Veteran,Heterosexual,26-35,Hindu,-10.733552344102176,D,E,-306.3529042240234,E,C,0
Veteran,Bisexual,65+,Jewish,-64.39228528970402,E,C,-29.375561610909106,B,A,0
Non-Veteran,Heterosexual,65+,Christian,111.49884535245724,B,A,222.20061690312684,D,E,1
Veteran,Other,51-65,Christian,34.672842683325875,B,E,-52.67255203079316,B,A,1
No,Other,65+,Buddhist,-1.911504020033062,C,E,-123.38368695697048,D,D,0
Veteran,Homosexual,36-50,Hindu,99.75730662276877,C,A,-37.009091061776154,A,E,0
Veteran,Homosexual,18-25,None,-198.9497473883046,D,A,92.81307155513908,B,C,1
Veteran,Bisexual,36-50,Other,107.7779194755603,C,A,-231.46269043428669,E,D,1
No,Bisexual,65+,Other,-10.638037535556174,B,E,-1.0641934551523689,B,B,1
Yes,Homosexual,51-65,Buddhist,13.814331653702784,B,C,-94.91421989597998,E,C,0
Veteran,Homosexual,36-50,Christian,38.119573575845465,C,A,-182.40529679172602,C,B,1
Yes,Heterosexual,51-65,Other,114.97909764203385,C,B,-130.37774784465583,D,D,0
No,Homosexual,51-65,Christian,-57.87494199141244,E,B,40.270938150829586,B,B,0
Non-Veteran,Homosexual,65+,Christian,-76.4775269013049,D,E,-152.36538614408158,B,D,1
Yes,Heterosexual,36-50,Jewish,71.9236049415032,C,A,-22.865963522189833,A,D,0
Veteran,Homosexual,65+,Hindu,63.10664888579809,A,A,207.8917666307246,B,B,0
No,Bisexual,51-65,Other,69.38225698499252,C,D,181.81346213985907,B,D,1
Yes,Heterosexual,18-25,Hindu,-23.62420970565971,C,C,26.237985114638718,B,B,0
Veteran,Bisexual,51-65,Jewish,77.40119128974868,C,E,-33.8636577606057,A,D,1
Non-Veteran,Bisexual,36-50,Buddhist,-50.44940174342011,B,C,52.252993851342275,B,D,1
Yes,Heterosexual,18-25,Muslim,66.29878274960804,C,B,-102.41167300380471,A,C,1
No,Homosexual,51-65,None,-71.73750362607139,D,E,153.25613392421232,D,E,1
Non-Veteran,Other,51-65,Jewish,44.99169890977831,E,C,22.040055817263987,B,C,0
Yes,Homosexual,36-50,Hindu,123.46703638277651,B,B,-148.39475844547934,E,D,1
Veteran,Other,51-65,Buddhist,78.36809413379062,A,E,-29.587014957057654,B,D,1
Yes,Homosexual,26-35,Muslim,-141.82441007879657,E,A,-13.948717372866149,D,B,1
No,Heterosexual,18-25,Buddhist,-62.8968852840892,C,B,-181.31669365382345,C,D,0
No,Homosexual,36-50,Buddhist,-14.657360717374846,C,D,95.57785422563147,E,E,0
Non-Veteran,Homosexual,36-50,Muslim,-54.45660611919738,C,E,-116.93736102508043,E,A,0
No,Homosexual,18-25,Buddhist,-5.8822077583377546,A,E,-80.45136630664804,E,B,1
Veteran,Homosexual,36-50,None,-188.85049224619493,D,D,151.72743224100566,D,B,1
Non-Veteran,Other,65+,Jewish,24.67219340432757,C,B,-111.77993105247074,A,B,0
Veteran,Bisexual,18-25,Jewish,-39.22970020652364,C,D,-295.90048708037864,E,C,0
Yes,Heterosexual,65+,Hindu,72.15657407612973,B,D,21.95500331717348,C,B,0
Yes,Other,65+,None,-69.8059642763305,D,A,49.201265767477956,E,E,1
Yes,Heterosexual,18-25,Christian,-67.41992553818537,B,C,22.75225644059551,E,A,0
Yes,Homosexual,18-25,Jewish,-105.06971311062938,A,E,-110.5214616822965,D,B,1
Non-Veteran,Heterosexual,65+,None,-60.60833421967351,B,E,153.6296208051062,A,A,1
No,Bisexual,65+,Muslim,-52.79866355968272,B,D,260.7242921847965,C,C,0
No,Other,51-65,None,203.83906207393392,B,D,141.40566109271373,D,D,1
Veteran,Heterosexual,18-25,Muslim,-34.78508659291009,A,C,232.30934315744318,A,B,0
No,Bisexual,26-35,Christian,39.16062659336668,A,E,-201.15092437237777,B,B,0
Yes,Homosexual,65+,Muslim,73.98902172475971,D,B,-72.8740815071095,B,E,0
Non-Veteran,Bisexual,36-50,Christian,-106.67844404036903,C,E,55.46669176169856,A,D,1
Yes,Other,18-25,Buddhist,-77.96209844310944,B,C,-11.292731788791086,E,B,0
No,Bisexual,26-35,Muslim,-63.38974045228372,E,D,-100.77072641305848,C,C,0
Veteran,Homosexual,18-25,Buddhist,-80.65684986488597,C,E,-35.12453134590685,E,D,1
Non-Veteran,Bisexual,65+,Hindu,-40.86762560391939,E,A,-185.47132083545256,A,D,0
Non-Veteran,Homosexual,65+,Other,98.20423464203525,A,B,49.29729674331677,C,E,0
Non-Veteran,Bisexual,65+,Christian,11.512813094210765,E,D,15.365835572284862,E,C,1
Non-Veteran,Other,36-50,None,-15.86724457874166,A,C,-100.93052922589318,B,A,1
Yes,Other,51-65,Hindu,143.44132788656222,E,C,100.589850095707,D,A,0
No,Bisexual,18-25,None,-23.056320507996627,E,D,-37.06645301254359,B,D,1
No,Heterosexual,65+,Christian,-165.15262849574987,B,A,96.05752102891293,C,B,1
No,Homosexual,18-25,Muslim,11.995418680565571,B,A,45.10212048319128,E,A,1
Veteran,Other,26-35,Christian,-4.850872241504969,A,A,58.05520608790166,A,C,1
No,Heterosexual,18-25,Christian,4.550085891072492,E,C,69.76596799589687,E,C,1
Non-Veteran,Bisexual,26-35,Buddhist,-31.819345996697024,C,A,-65.68280064048824,A,D,1
Non-Veteran,Heterosexual,36-50,Muslim,-103.29851425843204,C,B,25.80220692709434,E,C,0
Non-Veteran,Bisexual,18-25,Jewish,-104.77321310767837,D,E,20.9865581399802,D,E,1
Non-Veteran,Heterosexual,26-35,Christian,278.41400405620374,C,B,-95.7796489389945,B,A,0
No,Bisexual,51-65,Other,191.36616917746798,A,A,-65.63702548853225,B,A,0
Veteran,Heterosexual,65+,Other,16.54023461432787,B,A,33.00885187774932,B,A,1
Non-Veteran,Other,65+,Muslim,-149.37449195062783,B,B,-88.47339153526832,E,A,0
Non-Veteran,Other,36-50,Muslim,75.57003612421394,B,C,-165.71489192320323,C,B,0
No,Heterosexual,36-50,Jewish,79.4616736250763,C,E,-81.0850111146366,C,D,1
Yes,Homosexual,18-25,None,-1.4199531315547778,C,A,167.7302592522385,E,A,0
Non-Veteran,Other,26-35,Muslim,117.39455319200877,E,E,137.42651725064357,B,B,1
Non-Veteran,Homosexual,36-50,Jewish,2.4891075668416933,E,C,-25.826807612517566,A,E,1
Non-Veteran,Heterosexual,18-25,None,20.431590392829637,B,C,157.42279165496947,C,A,1
Yes,Heterosexual,18-25,None,32.00385458688551,C,C,-138.37689453010893,E,E,0
No,Heterosexual,51-65,Other,68.18616317948127,C,B,226.40075420871452,C,E,0
Non-Veteran,Bisexual,51-65,Buddhist,-79.06644949405957,C,B,-19.00332962482698,B,A,1
Yes,Other,18-25,Muslim,94.93949279199369,C,E,-100.00520973100706,A,B,0
No,Bisexual,36-50,Other,-16.483583638204127,C,E,123.7058234665239,D,D,0
Non-Veteran,Homosexual,18-25,None,99.50763085202188,E,D,-125.4307304505497,D,B,1
Yes,Bisexual,65+,Jewish,132.25207272315168,C,A,210.28876191601026,D,C,1
No,Homosexual,65+,Jewish,-84.75830647666217,E,A,208.65899402912794,C,B,0
Yes,Other,51-65,None,-50.37667577650852,B,A,163.42019445778766,E,B,0
Non-Veteran,Heterosexual,26-35,Jewish,23.48388014412407,D,C,73.46696162440084,D,C,0
Non-Veteran,Heterosexual,36-50,Hindu,-13.145495238441733,E,A,-30.61030614801904,D,B,1
No,Homosexual,51-65,Jewish,-50.16671270922677,B,D,-95.82001757040216,D,D,1
Non-Veteran,Other,36-50,Christian,41.4844474449232,B,C,43.536748616966236,C,E,1
Veteran,Homosexual,26-35,Hindu,26.89474892877557,E,A,241.7829287413349,E,B,0
Yes,Bisexual,51-65,Other,-24.868797383664326,E,A,35.10688793208231,E,A,1
Yes,Bisexual,26-35,Hindu,-148.04690781642535,E,E,81.34942200615724,A,B,1
Veteran,Heterosexual,36-50,Christian,124.3779795453501,E,E,-40.766950239273584,D,C,0
Veteran,Other,65+,Christian,-137.12223665904895,B,A,34.3380403749693,A,D,1
Veteran,Bisexual,65+,Buddhist,127.14999852713488,A,C,-144.11847361711457,C,A,1
Yes,Heterosexual,36-50,Muslim,160.685418577464,D,E,-303.29406629056643,C,A,0
Non-Veteran,Heterosexual,65+,Muslim,63.270257571223254,B,B,-20.688807370676386,C,B,1
Non-Veteran,Bisexual,18-25,None,20.25414888126062,A,E,126.63537078602299,E,A,1
Veteran,Heterosexual,36-50,Buddhist,-21.93704168293532,D,E,-31.596694452732088,A,E,1
No,Other,18-25,Jewish,98.60638672986346,C,D,-75.29468700928713,B,C,1
Non-Veteran,Other,36-50,Buddhist,23.994353461530345,D,D,-8.213127717834368,C,B,1
Veteran,Other,51-65,Muslim,-25.364753930501543,A,D,-152.73696344840195,E,B,0
Yes,Other,36-50,None,67.21509397142937,C,B,55.481125846928826,E,B,0
Yes,Other,18-25,Other,-126.55099199473874,C,D,85.11805231413884,D,A,1
No,Homosexual,18-25,None,146.12590445489332,D,C,174.006143720922,D,E,0
Yes,Homosexual,18-25,Muslim,-46.96099764880377,D,B,9.285194042655114,C,C,1
Non-Veteran,Heterosexual,65+,Buddhist,69.19073076592993,D,C,45.35211848341379,D,B,1
No,Homosexual,65+,None,27.140327363719496,D,A,27.558718731488973,A,D,1
Non-Veteran,Homosexual,51-65,Christian,-49.08893985260998,D,B,150.63292951147423,E,E,1
Yes,Bisexual,51-65,Other,77.08782602058947,B,A,-170.3129285984287,B,E,1
Yes,Other,65+,Buddhist,-41.78909367932366,D,A,-8.040538067649479,B,B,1
Non-Veteran,Homosexual,18-25,None,-91.01753088876485,E,E,263.27341605772574,B,D,1
Veteran,Bisexual,26-35,Other,47.651998616751804,B,C,-103.52005176152213,B,E,1
No,Bisexual,18-25,Muslim,9.31942262674476,E,C,48.230089490384735,D,D,1
Yes,Other,18-25,Jewish,-141.91308291255487,E,B,30.751455127060296,A,B,0
Yes,Homosexual,26-35,None,-246.38079832288048,E,D,-11.107017048787094,B,B,0
Veteran,Heterosexual,26-35,None,104.22167792948778,B,C,-61.54714278850426,A,B,0
Non-Veteran,Other,65+,Buddhist,41.32837029252803,B,C,-121.26278154823031,E,E,0
Yes,Bisexual,26-35,Hindu,-115.30111557196633,A,D,-46.09556249247659,D,E,1
Veteran,Other,26-35,Jewish,60.11671874177147,A,E,41.181559417699226,C,D,0
Veteran,Homosexual,26-35,None,-109.44846661173928,B,E,110.64723621821994,E,A,1
Veteran,Bisexual,65+,Other,69.73690922741795,A,D,20.054265319311995,C,B,0
Non-Veteran,Heterosexual,65+,None,163.97849393916,C,D,-210.0447676394717,E,E,1
Veteran,Other,51-65,Muslim,-54.94393630898836,C,B,-40.88738421353911,B,D,0
Non-Veteran,Heterosexual,36-50,Hindu,-86.0719780455081,D,D,76.87374698310981,B,B,1
Yes,Heterosexual,65+,None,274.08264469246046,A,D,35.753556860427636,C,C,0
Non-Veteran,Other,36-50,Christian,95.7911600875118,A,E,7.038587831926596,E,B,0
Non-Veteran,Heterosexual,36-50,Hindu,11.805892276065997,E,B,-60.87158532495563,A,C,1
No,Other,51-65,Hindu,-15.927950262675154,A,B,-53.733743332456996,A,D,1
Non-Veteran,Other,51-65,Christian,31.904013180093532,E,D,-7.508343992691892,E,D,0
Veteran,Heterosexual,36-50,Hindu,-4.980494710554555,C,E,122.04473253044095,D,A,0
No,Bisexual,36-50,Other,-65.18092281146792,B,A,93.5640131167179,C,D,1
Non-Veteran,Heterosexual,51-65,Hindu,22.203426501039196,B,C,29.652953551445083,B,A,1
Yes,Homosexual,51-65,Hindu,8.614627769344473,D,E,121.40771871088656,C,A,1
Veteran,Heterosexual,65+,Hindu,-81.88561736804625,B,E,-0.41464975714604463,D,B,0
Yes,Homosexual,65+,Jewish,-75.58481252935952,E,A,-61.81950010003586,D,E,0
No,Bisexual,18-25,None,-90.5620868899945,B,D,205.2687566015039,C,D,0
Veteran,Heterosexual,36-50,None,-26.366690009427046,B,D,-50.39530496297823,C,A,0
Yes,Heterosexual,36-50,Hindu,30.53333857761027,D,A,42.34218489439235,E,E,1
Veteran,Other,65+,Christian,-21.53796376790336,D,A,119.33291917022748,B,B,0
No,Other,36-50,Jewish,-51.6935726977347,D,E,205.97252482373153,D,A,1
No,Homosexual,65+,Muslim,-90.97423599692806,B,B,47.419975519606595,E,D,1
Non-Veteran,Bisexual,51-65,Christian,249.75609727554775,E,A,166.0445015172028,C,A,0
Yes,Homosexual,26-35,Christian,117.3643730052147,A,C,-44.78877806241497,A,B,0
Yes,Homosexual,51-65,None,17.317001096913312,D,C,67.90283113616752,B,A,1
Non-Veteran,Heterosexual,26-35,None,-125.793042507163,D,C,42.53203212339483,A,B,0
No,Homosexual,51-65,Muslim,138.19503134409342,D,C,-12.91086676960282,B,E,0
No,Bisexual,36-50,Hindu,125.21473778757806,C,C,-2.1645429723082468,E,B,0
No,Homosexual,26-35,Christian,18.06137151626002,E,E,91.43577256052502,B,E,0
No,Homosexual,18-25,Jewish,58.251423000025405,D,C,-14.135432480734025,C,C,1
Veteran,Other,51-65,None,-125.40472980569481,B,D,-133.57763628532456,E,C,1
Non-Veteran,Homosexual,26-35,Hindu,9.855985698362876,C,B,84.54439546557951,A,C,0
Veteran,Homosexual,26-35,Jewish,48.649162717785195,B,B,-59.28003821628962,E,D,1
No,Other,65+,Buddhist,7.3660804275227765,E,B,-32.8214880992112,E,A,0
No,Heterosexual,26-35,Other,2.7059148892655998,C,E,-136.8078744689587,E,A,0
Veteran,Homosexual,51-65,Jewish,-31.076253605751614,A,B,-150.7929380011021,A,E,0
Non-Veteran,Homosexual,18-25,Buddhist,-83.8280353546899,D,E,53.782086561883055,C,C,0
No,Bisexual,26-35,Hindu,48.807273493865914,A,A,-10.534324675303175,D,E,1
No,Other,36-50,Jewish,34.21426132276307,C,D,-8.82236042820188,C,C,1
Yes,Homosexual,51-65,Buddhist,-66.06544792646424,E,E,46.676522788688665,A,B,0
Non-Veteran,Homosexual,26-35,None,-18.821076058815663,E,E,-106.5331905953392,D,D,0
Veteran,Heterosexual,36-50,Other,18.1461126900772,B,A,53.65187422516345,A,B,1
Non-Veteran,Other,51-65,Jewish,43.08606533734467,C,E,-116.18914457213828,C,E,1
No,Homosexual,36-50,Muslim,-74.29976204937448,E,E,3.510400481889675,C,A,1
Veteran,Heterosexual,36-50,Christian,84.38531106353726,B,D,47.12769189589732,B,E,0
Yes,Heterosexual,65+,Hindu,1.0483742403885168,D,B,-27.62435919052122,A,E,1
Veteran,Homosexual,36-50,None,-173.02370190107888,C,D,-34.64773976716112,D,E,1
Veteran,Bisexual,36-50,Hindu,-101.9453480915397,E,E,-194.11678095801537,E,E,0
Yes,Heterosexual,51-65,Christian,52.30645714693375,A,C,67.92745015543272,E,D,1
No,Heterosexual,36-50,None,-108.33094956707208,C,B,-2.0240977132461455,E,E,0
No,Heterosexual,36-50,Other,224.74304736349882,C,B,80.24518907470213,C,E,1
Veteran,Bisexual,65+,None,-54.823409023329795,B,D,-7.42222576355567,E,C,0
Veteran,Other,65+,Buddhist,96.74628387104029,B,D,21.659423424628827,A,A,0
Veteran,Bisexual,36-50,Muslim,132.36474369319177,D,E,41.38276864438743,A,B,0
Veteran,Homosexual,18-25,Christian,182.68902849806744,C,E,71.44911099653525,D,B,1
Yes,Homosexual,51-65,Buddhist,62.92622360312491,B,D,-77.33260795124524,B,C,0
