military,age_range,nation,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
No,51-65,Germany,Non-binary,-223.03718528688026,4.162101047956278,33.896900368931554,B,14.500422801693578,D,E,83.13323184829093,E,-121.06274086847813,1
No,18-25,Other,F,117.48810716270053,344.3942461598267,159.0352695328903,C,18.83908580847328,B,C,-27.85966167384366,B,18.90835463593494,0
Yes,26-35,Other,M,97.36989382702623,-35.75747622952379,-73.77201071728922,B,-42.221590505400656,A,D,-181.67148279151493,D,162.96214668156023,1
Veteran,18-25,China,Female,-64.01645006053526,-134.21826964196973,104.0949005729031,B,-98.11689177278706,A,E,83.4104457943823,E,146.77745590813657,0
Veteran,65+,China,Non-binary,28.94863693241468,90.42012446935559,-233.53042250467433,E,112.20106595105786,E,C,-83.76028445942639,A,13.129780458901715,0
Veteran,18-25,Germany,Non-binary,34.894030204003315,-170.0972992975183,83.75780603424528,C,-82.16730451159438,B,C,50.7398200744279,B,152.5167633121874,1
No,18-25,UK,Female,83.49764533843502,132.67017590622743,-37.73787995334889,B,-124.69511055976166,C,E,-134.3440742703148,B,-73.10985355035712,1
Non-Veteran,51-65,Germany,M,-211.10915677927116,-78.18602031472108,16.008858606614034,E,25.123406491376123,D,E,-129.38552103259212,A,18.219742153349966,1
Non-Veteran,65+,India,F,-38.718441972244314,-65.96376087588702,-158.74223115531203,E,-27.945551714551065,D,A,-117.30606922215283,D,112.35283084442923,1
Veteran,18-25,UK,F,-34.53687538753314,93.64316074524291,-160.7490044981774,B,121.68911956228384,A,B,96.43176054283498,D,58.1145534389054,0
Non-Veteran,36-50,Brazil,Male,23.381192919568715,196.4167720825573,-198.65468341367438,D,-154.33758903449757,C,D,36.44094416922609,D,-230.03223669955653,1
No,65+,India,Other,-68.78470094001774,-64.67237878801629,-219.6461152274222,E,8.125656552644367,A,A,-58.65743324598465,A,118.32158775897416,1
Veteran,65+,India,F,-10.410249284757759,59.650146291434424,2.4067376435613754,C,68.26806581590593,C,D,97.54068071087836,B,-93.23892427550778,0
Non-Veteran,18-25,UK,F,78.54344768519483,249.99521341936912,-81.05514779733144,A,-116.1047625211285,C,A,78.23085790595425,B,81.52806379173532,1
Non-Veteran,26-35,Brazil,Male,-128.57332786966998,-273.96769401405885,222.1883508060568,A,181.45485679409262,A,D,48.51579093034049,B,-20.235909899607876,0
Veteran,18-25,Brazil,Non-binary,63.11481097380282,87.62629269966438,-87.09023428345655,E,191.869660865445,B,B,57.238264451459116,D,33.6543486492547,1
No,51-65,India,F,-63.409739577631285,-156.75759741867762,-107.97817637196385,D,-14.30966998681143,C,C,37.59743098023803,B,-86.42555227989175,0
Yes,36-50,India,Female,-76.07519835451924,74.5614449026838,25.58801122771464,D,0.7208804164290401,C,E,24.557968750671474,B,159.25399319746603,1
Non-Veteran,65+,Brazil,Female,-48.18103706266551,50.68896651907638,-19.721755266144392,D,21.03981630473776,D,B,-13.439748077074738,B,-341.2256965024181,1
No,36-50,Mexico,M,21.327757138006646,37.24600118955647,-95.13599852102959,E,18.25299782079903,D,E,-80.06664879781611,A,91.45659700610797,1
No,65+,China,Non-binary,146.33686169647814,-168.00359055797594,121.26480393112182,B,-111.24473165678035,A,C,-15.770804710216964,C,46.3773823990982,1
No,36-50,UK,Other,-6.428891582247119,66.8243128373716,-23.056566406395135,C,59.29999845833063,B,C,-3.8518639820273837,E,-122.50240248365243,0
No,51-65,Germany,Other,-96.88418400400927,-86.74403140715361,47.251298445555044,C,218.18439773887053,B,C,112.906322898799,A,-6.11124908255281,0
Veteran,51-65,Germany,Non-binary,-51.011261783370365,-20.364477013050525,-7.29343325207987,C,6.406879352055885,B,A,-277.9151094833338,B,-108.23645925516647,0
Non-Veteran,51-65,China,Other,-64.31478787215472,231.90818412840372,59.42926856071791,C,40.805300112184,A,D,95.68679901849215,E,116.77170965191867,0
Yes,18-25,India,Female,41.31536171157196,63.094116461894835,158.3556119526112,E,10.15850167731881,A,C,-8.041711075490058,A,-167.43624739305238,0
Yes,36-50,China,Non-binary,-113.50615568322783,29.790534633956977,-134.40811092998894,A,65.30429012112994,D,B,59.65513084315135,E,44.70694914022057,1
No,18-25,China,Female,-31.357977052031842,-12.51048103315705,-72.6127661218144,E,-148.30871033686162,E,C,-206.53933329831617,C,149.76104186378052,0
No,18-25,Germany,Other,26.199859369018547,-172.26131054349037,2.680741378223803,C,-10.016505152483454,C,A,-99.60579388389618,D,-72.63053726268434,1
Yes,36-50,Other,Other,15.177183822254417,74.72091499652235,-19.03832176967831,C,208.89893802238447,A,D,-161.38554352505506,D,-40.03645266525876,0
Veteran,51-65,UK,Female,74.11662940436761,23.712398934132985,-90.81542100039529,D,22.97612792613033,A,A,-82.58217915251961,D,-20.81446323033523,1
No,36-50,Other,Male,153.4777931050015,-54.46843308366559,-84.98886230779807,C,92.19185012730154,D,E,149.75380152957425,D,131.53348115021458,1
Yes,26-35,China,Female,-3.512471741712581,37.626523676661485,116.86199191208244,C,-233.8124320405371,D,C,-147.63370307894067,C,-109.8018631034439,0
Veteran,65+,China,Non-binary,98.86607972972176,7.6216016651296155,-81.94558111050323,A,122.65774760647885,D,B,121.85056263656897,A,68.47567476706823,1
Yes,26-35,UK,Other,128.59583744829578,7.535236585763111,75.86918509626312,E,56.39007240344724,C,C,78.78157449215196,D,131.05139162780296,0
Non-Veteran,51-65,Brazil,M,118.6135665230911,239.1976690365908,-30.238850279044417,C,-56.48825875721057,B,A,-194.9829115964028,A,230.52478762430022,1
Veteran,26-35,UK,Non-binary,35.10300579556615,-187.60659003845495,-5.393208213121654,E,56.93296015327354,A,E,-151.09246622667925,B,37.92985852746797,0
Yes,26-35,Brazil,Non-binary,31.42428613395839,-31.49704062646746,135.11248366709933,E,-43.48288398572826,E,B,-166.61184163217627,A,-131.069935691902,1
Non-Veteran,36-50,Other,F,-14.037042757704377,-14.66081912817801,13.61908736532268,C,79.51628007229866,E,E,59.443392278897065,E,-159.91044023278369,0
Yes,65+,Germany,Male,-134.33574675656357,94.23345494134679,-52.39690224401174,B,47.96006301272385,C,D,-40.324710514842806,E,105.14618560476683,1
Non-Veteran,51-65,Germany,Female,205.30905447546183,-111.5679084998906,63.06631834155685,E,25.578269384196535,B,A,-134.87284791955275,D,-120.76162590689674,0
Veteran,65+,China,M,214.28744641168186,-77.14423175099344,7.561700438288618,E,3.9388143295016573,C,A,70.57914832675345,B,135.05171426665618,1
Non-Veteran,36-50,Brazil,F,-84.66304777282718,-162.37258730067526,-52.15357805145702,D,39.38766400178378,D,B,-9.422462775632606,C,190.47999689737557,0
Veteran,26-35,Brazil,M,283.30778096338094,-15.572565795927623,-125.5188787328293,E,-59.93643004361046,B,D,22.58932500772395,C,-143.8361204864151,1
Non-Veteran,18-25,India,Non-binary,-10.21100781183217,-105.38693237891243,62.84987746275893,B,-17.122048972420092,A,B,-109.0567929529209,B,203.0753213745842,1
Veteran,51-65,US,F,-159.09452437409692,-29.708477688320666,-30.42168256657388,D,5.382711515319214,B,A,66.77639529022173,B,2.497222560462691,0
Non-Veteran,36-50,India,F,47.72173443489417,46.90370785194519,-86.52773415205705,A,-15.338369207704671,D,D,10.009817806325364,B,196.85297438686825,1
No,36-50,Germany,F,126.84953188983765,136.40142431420352,-43.86732713001859,E,49.69197974898387,E,B,-44.247733685214534,A,-75.23884879856928,1
No,18-25,US,Other,-54.245627306775454,-55.156715953671146,-4.505357798118107,D,59.810637839445526,D,B,233.19061133028066,B,27.219973669582465,0
Veteran,26-35,UK,Female,224.04443820318502,-51.917547189551385,-21.18602574034423,E,56.28725332914614,A,A,105.25925710847449,D,3.2877422347585497,1
No,65+,UK,F,125.9733252158876,-37.641712140741795,227.10847135132838,E,-162.86653171256913,E,D,77.17829740142183,D,60.01993372602094,1
Veteran,36-50,China,M,179.04879095602294,49.92753418616325,-34.02532347272528,A,-154.25445073667436,D,E,59.22308362733379,C,258.903317038291,0
Veteran,65+,US,Non-binary,-79.57352456096145,-50.43965716950426,-147.8074946147532,C,159.06009332236897,B,C,109.47723836924104,E,22.60845968878882,1
Veteran,26-35,Other,Male,113.23247713821931,-0.5191156421244205,92.68314450179929,C,121.21738449362778,B,B,-37.20014094013074,A,66.73112100354383,1
Non-Veteran,26-35,US,Male,-79.46949584819862,188.19614420905734,-72.74845693991175,C,-123.2094984161964,E,E,71.19315133054876,D,65.4972299313324,1
No,36-50,Brazil,F,-101.3003872795775,-89.12382773165557,95.42869836397134,A,-50.17747133187308,E,D,-66.49446942907464,D,39.11291787427582,0
No,18-25,Other,Non-binary,-62.98584996632417,13.77854181230995,41.072579117679645,C,-40.70866520117013,A,D,139.81622143660064,A,-44.261895535010375,1
No,26-35,US,M,-7.457965785471167,-7.9555712772330835,162.07927867486075,B,-54.87340958424005,A,D,97.75832955426146,E,-63.455125555024985,1
Yes,26-35,China,F,-137.42458044767938,78.26020954416894,41.27359816992583,B,-15.878976737952833,C,C,-100.01519715616129,C,-32.10666427689083,0
No,65+,UK,M,41.89918549465357,-168.22352494101338,-95.29180816910213,A,80.72165786869044,E,B,45.02621451930673,E,-106.37630831066707,0
Yes,26-35,Other,Other,-132.3669543516508,64.6789009893783,-216.0139548082148,A,-127.59625760215667,E,C,-208.6006006383113,C,208.70037725886203,0
Non-Veteran,26-35,Other,M,-115.89538353441422,-134.18449496606397,35.71778928333466,E,-47.03338123144329,A,C,4.529119257147503,D,124.19526077293752,1
Yes,36-50,Germany,Female,28.73143897311607,82.60245586690338,-39.62365791166751,B,-74.01699974521911,B,E,-145.87760864281555,B,-76.02201893846893,0
No,51-65,India,Other,29.92008813090059,10.802634487929412,20.21604697310517,D,-97.3964335331984,A,C,29.623184801207103,E,297.2895262129702,1
Non-Veteran,18-25,Mexico,Male,-45.62400902765595,113.59852721477776,-23.34483858750254,E,-75.40036205364957,C,C,-98.93678329511333,B,56.855449235411925,0
Veteran,65+,Brazil,F,9.60874890459929,-63.26455930548063,177.38135062781822,C,-183.2284665124233,D,C,16.584451170877777,B,10.16654734293876,1
Non-Veteran,36-50,China,Male,64.22896766431074,-95.03025259805841,157.50228269426634,E,-160.27388730419852,D,D,208.04161672040843,A,82.79897786390934,0
Veteran,65+,China,M,-18.827692240233915,17.847207128098834,85.4314596356902,C,-120.27802576703577,C,A,1.6559435719993916,B,-68.97312717145653,0
No,26-35,Brazil,Male,111.96767044420228,27.9677327409255,223.6746800481262,C,38.97051377689963,C,E,89.71099861204962,C,-91.55501730340173,1
No,26-35,US,Non-binary,-123.76317739468567,-144.74425822804199,-168.12527837669387,E,23.42984173618852,D,E,169.0253028547415,B,-36.90488245033659,1
Veteran,51-65,US,Non-binary,-100.05345434190973,135.42067554366767,142.5398626708334,B,-45.373248752040006,D,D,76.96815242936843,E,59.36620067847701,1
No,65+,Mexico,F,41.04278715207415,-10.075758152592114,101.97789753952766,D,-60.79977757633775,D,B,-39.541045813957105,C,58.26023119114274,0
Veteran,18-25,Brazil,Male,139.89006307106635,-21.23716061667351,-202.8142180529342,D,-42.02942930424128,B,C,65.90722619773214,C,63.16615277974965,1
Veteran,26-35,Brazil,Female,93.16297108904585,73.28211416244653,-25.48992179830775,E,11.891484627108548,A,D,-84.20053641989121,A,-54.80314821044717,0
No,18-25,US,F,-29.169381043952807,-100.41414243653793,4.892249404157608,D,129.2934567656942,B,E,-11.687288976422924,D,42.43869928560187,1
Yes,36-50,Mexico,Female,92.34144523355185,-76.45962530002286,139.49974811564792,D,-27.036881781282585,A,B,45.03117318424183,D,85.90882462116937,0
Yes,26-35,Other,F,-102.49866522727112,-145.3207627084318,-80.08597384642108,B,52.997063088583396,D,A,22.854419693261814,C,-18.18617209931626,0
No,36-50,Brazil,M,-190.47554293892227,-82.31574247993404,-80.03292860357084,E,48.392758000590774,C,C,-25.221397090293767,C,-25.674496791929595,1
No,18-25,Brazil,F,90.30010813991663,-36.76823017794391,-3.332311669241507,A,55.020921952433376,C,E,44.27724107555195,D,-1.7840761502285505,0
Veteran,51-65,Germany,Female,233.4362270507238,-24.853361758026445,27.172928808146203,D,69.76111590751687,B,B,36.103220718815244,C,-196.32638458339687,1
Yes,26-35,Brazil,M,39.98547588232898,-126.70843690133957,208.99946928681246,E,18.565673779622983,A,D,26.602820630552543,D,-80.80898982107885,0
Veteran,26-35,Mexico,Female,-81.91945225692643,-26.82928193682893,-132.02152282591297,B,119.76472017198799,A,A,86.10489837619568,C,73.73514627075876,1
No,26-35,China,F,-3.354252174236625,8.916706621964856,-102.03892118898928,E,-153.10787635819082,C,D,-85.56994692941528,A,83.78303342361139,0
Non-Veteran,26-35,Other,Non-binary,19.211642713237623,-50.50432687729036,-37.02580798946738,B,-32.082643971857166,A,A,36.3530374431962,A,62.22037247993284,1
Non-Veteran,26-35,UK,M,-54.6166792265267,-24.083291114321668,-4.704172895226902,C,72.19616373665008,E,D,0.037652303260651124,D,-130.1278111277174,1
Non-Veteran,51-65,Brazil,Male,-25.027628350574116,-12.782263197878155,-21.42227313817684,C,86.39728843778958,A,A,81.10214151621268,E,-92.19608544972834,1
Veteran,18-25,China,Male,24.717210243666063,98.7741956916392,-41.27495162574367,E,-76.18291294809096,D,E,189.03980624375734,E,41.07172080432299,0
No,36-50,India,F,-121.67917988246353,4.642449919899787,298.31024563182206,E,-82.33069042395822,C,A,-49.970921298259995,C,8.354061595864206,0
No,51-65,China,Non-binary,207.40922101106952,-1.6774940965548883,-143.3393208272483,B,-40.5450296739309,C,B,126.20555052171628,A,-8.089096629962816,1
Non-Veteran,65+,China,Male,91.07598867575416,-17.20745317476978,186.69000139113828,A,157.15672977976143,C,E,-85.74573188706516,D,33.11161984114015,1
Non-Veteran,36-50,India,F,-13.14510869229551,-183.4947113658856,-4.812215250673137,D,-56.21203595635392,B,D,-213.05070756655397,C,47.40303047846237,1
Yes,26-35,Mexico,Other,-143.29403267095248,-49.00583694640287,84.81886543799915,E,-92.19241870716604,B,C,-81.60271976790254,B,49.19904034430908,0
Veteran,18-25,UK,Other,18.667818880561462,172.46434352001083,71.76456808820188,E,-109.05884184273036,D,B,-67.87000414465984,B,17.650750018339632,1
Non-Veteran,51-65,India,F,274.65971778170024,-9.082436104238088,-84.37042779157586,B,116.15522490005992,A,D,58.64084950281227,C,-58.819398886498654,1
No,36-50,India,Non-binary,-70.00644154448456,82.00765763485428,18.376122278505406,E,2.8773054860666916,E,D,-62.9445920919824,B,124.75233348884784,1
No,65+,Germany,Other,123.55853592556292,-75.86096562667912,91.92059062361658,D,137.7886797432571,D,A,224.59843582959203,A,20.99338197160698,0
Veteran,36-50,Other,Male,118.45705067187092,46.41188550269642,65.90890281066326,C,13.29674733656841,C,A,98.45808590363731,A,35.68016602374357,0
Non-Veteran,26-35,India,Other,-133.3004253830326,125.66988421137259,4.405946281906178,C,-17.855798819060585,A,A,44.43288805353499,A,163.48025805965582,1
Veteran,26-35,India,Male,41.7726968377101,18.67051574542763,-86.51223462096968,B,-155.57610076852498,D,D,-164.7812827717766,B,27.54314877142511,1
No,51-65,Brazil,Other,-61.07852794276365,48.00293898654335,89.18364211927705,D,-119.38420220180208,D,D,-28.603883276988796,B,-64.91247525006767,0
No,65+,Other,Male,-14.612283473697008,-25.65080644951226,78.3155396346032,D,-117.1290937403113,B,D,9.005518736138063,B,94.67595856659764,0
Yes,26-35,China,Male,107.78010317831186,-155.24606127266637,-26.068551806322837,C,-232.32730750953237,B,E,29.126206602072095,D,26.05220408949466,1
No,36-50,India,F,-82.89347913485844,-131.20154854179907,-39.14783180963742,A,-23.341815901283468,D,A,-56.95137280134237,C,51.14598048318361,0
Veteran,65+,Mexico,Female,0.5667905023458375,4.88988813942608,85.32166212448587,A,34.89832918339786,E,A,114.90309473970213,E,-4.132077209616065,1
Non-Veteran,65+,US,Female,127.79692426488893,-56.488226216253864,8.408647957894548,E,223.97618180921404,D,C,-194.88838379640637,E,80.58597018410015,1
Non-Veteran,36-50,China,Female,-86.36414521867205,116.77884571106341,-54.70253537975787,E,-22.157010867152486,C,D,-28.914659069974665,E,128.1623817856876,1
No,26-35,Brazil,M,1.907436854047107,-21.189888990857213,8.074857209810075,A,44.720331042551635,A,E,80.09640361661071,C,-62.30165927075934,0
Non-Veteran,18-25,Brazil,Male,117.95487461355916,-83.05017351197732,35.498786769514226,B,-26.110451569374156,A,E,60.16753492505491,E,22.209593763809508,1
Veteran,26-35,Other,Non-binary,-15.083188736530035,40.80612022129609,16.756045190724624,B,-229.74630883748515,B,E,41.69153924936506,C,-82.88080788180791,0
No,26-35,US,Female,-192.57510368090016,19.772636326220443,-47.18988353913788,E,-79.8787548835285,A,D,-28.341551207328397,B,-5.708486832327643,0
No,65+,UK,F,-26.57939966367746,-113.03435666902766,23.28181611486516,C,120.68512125789009,A,E,-85.44413959196936,A,54.710205201882644,0
Non-Veteran,51-65,China,Male,1.972338884419536,97.84684755905903,139.90303911864538,A,-53.87228774325749,C,D,-93.22413964318784,E,-159.99780677857544,0
Non-Veteran,65+,China,Female,32.597190857586234,-54.85367615280602,-34.45367749288412,C,-103.53058623219147,D,D,72.81167846194644,A,-55.443712700117274,0
Yes,65+,China,Male,116.56554025654941,85.99609500952432,-99.32875991807967,D,28.743899578350845,E,D,62.074624993987236,B,-30.113868464022232,0
Non-Veteran,51-65,India,Other,-91.91480047406863,59.472823739436734,64.63861457370199,C,-91.52607442884351,A,E,-90.79404831416682,A,-22.839470516200777,1
Yes,26-35,US,Female,-77.22954471039749,-17.21699751767035,106.22246893820414,E,-72.15621654573954,B,B,128.65721346188818,D,-88.64047934314151,0
No,18-25,US,Non-binary,-139.49304254486725,212.31717078019514,-215.18943339976445,D,117.95180172610713,D,A,-5.501983020585562,C,144.4120681933392,1
Veteran,65+,UK,Other,32.32500079339164,-38.51709451414447,-29.947230685873205,A,1.4516616386265737,D,C,-87.02345862792694,B,-164.70040883814823,0
No,18-25,India,M,49.078496512895455,82.52610363118339,-105.00945060009914,B,-79.60461061696425,C,D,35.064668711677086,A,11.986431008120633,1
Non-Veteran,36-50,US,M,-16.526975409574256,-218.98098776118667,-91.42608100615189,C,24.662580895218696,B,B,-99.48754436310051,B,-21.510652825184874,1
No,36-50,Germany,M,-20.72918369661001,-99.47442677403234,-159.59119319130969,D,-221.46297065877127,A,C,36.30623848693037,E,-187.03832873958214,1
Non-Veteran,18-25,Germany,F,-91.20427603921883,126.0331564903793,83.96845539661466,B,59.32888575420525,E,D,57.47576696929412,B,-28.490349045247243,0
No,51-65,Other,Male,-166.34542816675483,50.176190692437594,-116.38568540640865,E,7.952891606186211,C,C,110.69139733446754,A,100.84578594898895,1
Veteran,26-35,Other,M,-1.2882094324029583,-70.08976522927685,-96.36798762965044,A,115.51786242771726,D,B,-174.019364459261,E,196.19705479208588,1
