nation,birth_year,age_range,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Other,61,51-65,M,D,D,D,166.66787700049633,-13.60557233500234,D,A,E,263.2007798615242,-7.272895684917365,C,75.21630343276641,0
China,51,36-50,Female,E,B,C,111.52896434884158,5.210980730967739,A,D,A,107.70372617949984,-10.414753984178676,D,-84.21553281674323,0
UK,36,26-35,Female,E,B,E,139.11948219963026,-60.449093235527315,E,C,D,3.4382228085813913,-117.14367608343328,C,190.9914656835833,0
US,63,65+,F,A,A,B,-89.48856187672482,59.167604162149104,E,D,B,140.76561451626313,132.77268977345443,E,130.90207347841246,0
China,42,18-25,M,B,B,E,-26.95797341333223,135.0421437394602,E,D,E,-129.378733056559,-166.2752257008676,C,-61.81503310109386,0
Mexico,59,36-50,F,D,D,E,-122.71289979539436,20.964367825038295,E,E,D,-21.52935427492821,40.44930231615895,D,48.627532346779425,0
India,62,26-35,Non-binary,E,A,B,71.38762953603508,29.18379975448748,A,A,D,-91.98302756274302,-92.70586747020072,A,-30.371192063263603,0
China,35,18-25,Female,D,E,B,-173.43835832398992,-109.24488749692476,C,D,B,-17.466755160557952,22.304221850133167,B,-85.3392479270699,1
UK,65,51-65,Non-binary,D,A,B,123.4071260585478,-66.75418236985185,B,E,A,-41.07406585421641,-60.87144484954011,A,-81.97424355293484,1
Germany,32,51-65,Male,E,B,D,69.86453119284889,-26.199306476936485,E,A,D,83.85869537605498,-22.385247678607264,B,34.75252397936693,1
China,76,26-35,Other,E,E,B,-175.1138546015226,20.700497709204548,E,C,E,87.69342716734185,82.3040668872967,E,141.0199675916074,0
US,78,36-50,Other,C,C,D,113.8960297367324,-96.43664975487744,B,E,B,134.71578406790817,48.66170048005367,C,-51.55390631531438,0
India,39,36-50,Male,D,C,B,-54.3441528747044,198.0962833883133,E,A,E,76.1414236107612,72.50073166617456,C,5.465863370595883,0
China,59,51-65,F,A,C,B,12.690271810884813,9.644437357788885,E,B,B,-29.312820831947917,-39.53959493367874,A,-368.01045580993633,1
Other,75,26-35,Male,D,C,D,9.794096628316783,-33.159366455622155,D,E,C,-178.85131987963717,0.19424307882092343,D,-96.66452366652607,0
Brazil,40,51-65,Female,E,E,B,-36.109148720423065,30.077406644759336,D,D,C,125.00875328184608,66.82565438762691,B,204.5748355272274,1
Brazil,25,26-35,Non-binary,C,E,D,-152.35307841366608,12.610022448459471,E,E,E,-185.5415617424554,-60.48555129905705,B,-50.52105648323655,1
Brazil,33,26-35,Female,A,B,A,-19.65563914961338,32.694772522290684,A,E,D,59.208329341950595,104.60121440427584,D,138.97100016160678,0
Mexico,34,65+,Female,D,E,A,106.90451054937095,-4.814376231934431,C,D,B,160.34040912344798,106.67661592998718,B,-98.29681966451311,1
Germany,71,26-35,Male,D,D,D,118.31118681836969,-130.5914185345385,D,E,E,59.18572280143744,-31.51169648137529,D,-12.529527888057016,0
Brazil,52,26-35,Female,A,A,B,3.3480301683064506,104.70393094057349,E,C,B,98.2405450032298,-101.65698991587031,D,-39.56137697128928,0
US,44,36-50,Non-binary,D,D,A,132.1449629858754,-128.04255015524802,B,B,E,29.63685175920544,88.14498938874657,D,-67.30851173907124,1
India,39,26-35,Other,B,B,E,-76.75592220964265,-240.69640970914867,E,E,A,30.939549050730747,46.1429473250736,A,-86.16887222026736,0
UK,31,18-25,Male,B,E,D,62.964371699628394,68.48792707884101,A,D,A,-127.87676465771187,-167.64868057403416,C,-12.358020385138898,1
Brazil,68,36-50,Other,E,E,C,36.800695147958244,15.266378522039759,B,C,A,60.2847014909694,-126.69062718613095,B,25.50339686515232,1
US,55,51-65,M,E,A,D,145.47058837599295,137.6922001814248,A,C,E,71.7444842825063,-168.73729071965042,A,70.93734135980715,1
UK,72,65+,M,B,A,D,-129.7356986448688,85.79865038995258,A,E,E,38.46385721874038,-89.78041110190436,E,70.38547697268133,0
Mexico,39,65+,Female,C,B,D,46.43335190954282,141.14842961512716,C,E,C,43.48144301459237,19.088003541170202,C,94.99037185256033,1
Other,20,18-25,F,A,C,B,-11.604038585734147,43.0287894452811,E,C,C,-74.77105669980305,172.48213289316564,C,134.96321029511677,0
Mexico,60,26-35,F,C,E,C,-37.41514141969124,0.8575845859787754,E,B,B,-31.451722205621962,-47.41549132616759,E,-97.70518317775999,1
Germany,55,51-65,Male,D,B,D,-101.06987253726547,57.3989900048261,C,A,D,77.90911254648199,26.194925513692397,D,-83.91145320306624,0
China,54,26-35,Female,A,D,E,320.22569303029496,55.770429154160325,E,D,D,-19.27454773754987,115.12801161474569,B,-199.7294560145961,1
Other,50,26-35,Other,C,D,A,-0.4213379551818609,-26.754378375426302,B,D,B,-0.6308958237354025,2.881112936235385,C,-94.8582642508085,1
India,36,26-35,F,D,A,B,81.17695667267199,41.80071905874421,A,A,E,-49.21558861327273,10.64079061526316,B,105.24793707178458,1
India,74,36-50,Male,B,E,E,31.37027391005217,64.16479195048781,C,C,C,80.85195086695389,33.71306857550407,B,46.34498501144543,1
Brazil,28,51-65,Non-binary,B,D,E,-164.65056877075116,-16.344741506000076,A,D,A,54.87983439868045,66.72610643588193,E,-44.956883037172474,1
US,61,51-65,Other,B,B,E,-15.48941073579497,-165.01995171502364,D,C,B,127.70589890077682,3.289098854589081,C,-226.1103357409518,0
Germany,37,18-25,M,A,D,A,-47.79522258803863,-99.24885464731653,C,D,B,-60.355983228733756,97.3024471614682,C,135.1932527489037,1
Brazil,47,51-65,Male,A,A,A,-158.0706353622057,213.34977643613843,C,B,E,145.5968845125797,-89.788120092875,A,-159.45061213028217,0
Other,77,36-50,F,B,E,A,-123.92513676864402,98.16984829075017,A,B,D,96.76244902563144,31.1271698181088,B,92.43616259930607,1
Germany,76,18-25,Female,B,A,C,-245.30726711660927,-10.629145540992463,D,B,E,-128.12539712174612,124.68755910831817,E,16.858874414595466,0
Mexico,70,18-25,M,B,A,C,109.86037170325625,-3.872900098349927,C,A,B,-277.0703146263227,-36.830165894914785,A,-137.6848461367062,1
UK,51,65+,Male,E,D,C,131.64371518756158,1.5497347702340578,B,E,A,-100.01805017154393,59.97373198509145,D,-24.053765768667503,0
Brazil,71,36-50,Male,B,C,D,-59.815365077534736,86.52796432153312,A,C,D,-141.04515982103788,48.77796522965908,E,89.6412310769483,0
Germany,67,18-25,Other,C,D,B,13.960459906432126,-20.870932226942866,E,B,C,17.2522815629814,66.30945282569833,D,-126.95790389977513,0
Brazil,64,36-50,Male,C,E,C,68.91455118852137,87.21925061062046,B,D,E,-97.00305283020643,102.7925419684258,B,-115.71808673172914,0
UK,46,26-35,Male,D,A,D,-151.8445293606252,13.86016612980663,B,E,C,80.68932545428326,186.60267462867606,B,121.1748464296803,0
UK,37,26-35,Female,C,B,B,-40.792887610467595,64.67061421112315,C,B,D,84.38044106063434,59.444162432216615,E,-177.2926649743894,0
UK,79,36-50,Other,A,A,A,-47.72032721919927,-337.3122436246753,B,A,D,203.78312823995049,82.14621328752023,D,-46.037217254905954,0
Germany,70,36-50,Female,D,D,A,-143.92931743446638,17.891723169102647,C,C,D,-152.57295353382995,-61.72527716136403,A,22.788669634282364,1
UK,50,51-65,Male,E,E,C,-21.89354470724095,-93.45266824282643,A,B,E,41.65158253016286,-227.68866824041388,E,11.417757924906539,1
Other,32,51-65,Male,D,A,E,70.68136815140176,-44.09283744276597,C,A,A,-82.42297501073426,-54.30683845877545,B,-33.499129636548844,1
Germany,78,65+,Male,E,A,A,-3.8464047519250935,-133.73387831007523,B,A,A,29.662772687183793,2.1535448067754217,C,-46.787361701703546,0
Germany,74,65+,Non-binary,A,C,C,-21.517284260079474,60.81131973178321,D,C,A,34.980890912909516,-70.56277495978206,E,-5.133438286706882,0
Germany,39,51-65,Female,B,D,E,53.92532221543496,-57.273780056234635,D,E,E,136.91109819818598,21.251315445932935,E,54.22653261562053,0
Brazil,78,65+,Non-binary,E,C,B,-8.401862002262932,243.86427077419998,D,D,A,-187.73311434372926,3.2761228211618887,B,-52.62998442038651,1
Brazil,68,36-50,F,D,E,D,-2.952031484745602,150.01281553227744,D,E,B,14.55849874596481,-80.34830770684125,D,174.5738221280944,0
US,28,65+,Non-binary,A,C,A,64.96592461608508,-8.344049964355808,D,E,B,-4.075339303274882,-10.107693440659673,B,-22.58307855955683,0
Brazil,54,18-25,F,C,C,A,-98.35679509527463,7.809835387290433,D,E,C,-1.070587529718896,-29.14250381580868,B,-164.36555583621717,0
Other,23,36-50,M,A,B,E,-21.74749123669426,137.61816909273043,A,C,B,-66.76671123851088,4.105116456369415,A,-140.5608018399608,0
Mexico,55,36-50,Male,A,B,B,-3.8557687982415345,123.40191639855243,C,B,D,119.94272960763486,-60.19470673228133,D,232.73769110161203,1
Germany,52,26-35,Other,B,C,A,-114.95937244110472,-30.989667306117784,A,B,E,38.359267059931945,-23.405067973710192,C,34.38137774138946,0
US,69,26-35,F,E,B,A,-10.979711496430708,11.398395931300461,D,D,E,23.715843763254156,39.46814092949922,D,42.708460549285135,1
Other,40,51-65,Other,D,E,C,-188.57233921665275,-57.43366920259918,B,B,B,-187.24117460516888,23.79957184247224,A,27.52280679422549,0
Germany,23,51-65,Non-binary,A,C,D,-23.88640116337281,128.78412071840788,C,C,A,-126.14441498586353,-19.57414049126619,B,7.8791705899036755,1
Other,35,26-35,F,C,B,C,67.96428875823779,109.02416908927843,B,C,B,-102.19508764612151,-16.818338877075686,C,38.39407516276751,0
US,61,36-50,Other,B,C,A,-145.61120949106845,-206.2414562983966,D,C,E,40.239981504529055,-44.42871723868541,D,66.29116673079815,0
India,58,36-50,Male,E,C,E,58.30990872377907,-84.60756225994727,E,A,D,-10.170320353637258,-155.70157169660536,E,24.643164962809504,0
India,44,26-35,Female,B,D,D,158.09913712396042,18.999543138219238,A,E,B,-44.97350508589501,-102.05568330668405,D,86.2860723297765,0
India,60,36-50,Non-binary,E,D,B,-126.7547272084617,18.5505328313496,E,A,D,-74.77673280001567,151.52542489938133,E,94.52379171859204,0
Germany,54,18-25,M,E,E,C,-47.81930472340151,-193.56493806332554,D,B,D,26.37700033216649,-18.46450986571167,B,126.11642503161605,0
UK,63,65+,Non-binary,B,C,D,-18.833801297759432,46.74350493946742,E,B,B,77.16047552725293,85.68600461493419,B,-26.407183507088185,1
Brazil,36,51-65,Other,E,A,A,65.90471285231152,34.36224303068729,C,B,D,-127.20129340622262,21.621178643764807,B,49.48820084221757,0
Mexico,60,26-35,Female,B,A,B,-303.51396781719404,-11.847056174597022,B,C,C,-54.51130891044874,117.04651893880947,D,-116.23231258072208,1
Germany,32,18-25,Other,B,A,A,-108.34741369872431,-74.66084635333426,B,A,D,92.83750168277521,6.906006215968214,C,-37.799680952145714,0
Mexico,72,36-50,Female,A,E,D,-203.63841007510894,109.15868917232385,E,E,E,-0.5357988879999306,-37.351057880693574,E,13.6385523758728,1
Other,27,65+,Female,B,D,D,-147.12325687467174,-33.31985073921677,C,D,E,16.571880674233057,41.79846646236569,A,-157.04038887920768,0
India,36,26-35,Non-binary,A,B,E,20.154743755059577,-34.02043042705743,D,C,B,-26.40124534096872,-0.6977110783449101,A,11.093916978143119,0
US,77,36-50,Other,C,D,A,-93.61902438082834,-82.62836369211476,D,D,C,-122.59258763216137,-129.9194344805387,A,77.05206360668272,1
UK,57,18-25,M,A,B,D,83.50930526197699,93.94901386244648,D,E,C,122.59837705529844,-30.30008051546471,E,-59.01471656748064,0
Brazil,52,36-50,F,B,C,E,129.77013850523105,10.496097636064208,A,E,D,-43.03285828918638,94.22208305930457,E,-83.63123380075001,1
Other,56,65+,Non-binary,A,D,B,-89.86482012842039,9.554646214737733,C,E,B,-3.1758360722209624,173.2780793229726,C,-35.65049742671249,0
Brazil,28,65+,F,B,C,E,9.73073673602618,46.813208422897,D,B,D,210.43943713808605,72.85748725658493,A,36.2223416464664,0
India,56,18-25,Other,A,B,B,-122.5557340873618,-449.3579847765405,A,E,D,59.835781954019254,222.80705244452054,A,-138.86590025996782,1
Brazil,36,65+,M,D,E,E,-137.37939623443523,145.18104223564242,D,B,D,-5.111001799449362,-104.7495322890891,C,-90.31334009153805,1
India,68,65+,M,B,A,C,-46.2150805630194,-45.30409189250756,A,D,D,-109.76640168611205,178.48629654216742,B,-98.5352431868113,1
India,42,36-50,Non-binary,E,A,C,214.03039035759784,123.35257614667756,E,E,C,-107.03634911312419,-1.955235372081847,C,-148.64428283987178,0
Germany,72,36-50,Other,A,B,C,83.13699284447192,29.193485081513554,E,A,E,-24.10848477081535,-71.79356050961341,A,67.28271624169135,1
US,47,26-35,Male,C,D,D,-70.58955371031955,30.03927702245971,A,A,D,-54.88536394143403,-62.748705666955715,A,42.94768676794523,1
Other,30,18-25,Other,D,E,C,114.55660921285207,13.856675457011702,A,C,E,31.213093943598818,62.99714486403687,E,-11.169897629193533,0
China,50,36-50,Female,D,B,B,-73.52803491833029,15.781991895829847,A,C,A,51.29858917780656,45.58214278986674,E,44.547047647490345,1
Mexico,78,65+,Non-binary,C,C,B,195.91286669057914,52.371813076493936,E,B,D,-44.437226194886925,10.983479152616951,A,-76.72942073201138,1
US,53,51-65,F,C,C,D,-20.691966253490353,-115.84152716134946,A,E,A,-165.043123296174,42.76124225260735,C,194.12919006755143,0
Brazil,79,65+,Non-binary,B,E,E,5.895813448816331,-8.364121620848564,D,D,B,128.15640646489234,-81.83850483119322,B,57.2642331865912,1
UK,62,65+,Female,D,D,D,51.93197402965907,-55.19523738882246,C,B,C,-127.5129714591597,57.20012147543314,B,147.21694140037957,1
UK,39,18-25,Other,A,A,B,-31.00176313415379,46.42085705205935,E,C,D,-122.48278525447012,-125.31086960870303,B,45.802715383111426,0
Mexico,43,51-65,Non-binary,D,D,B,-50.01218280163192,0.08197062524661651,B,A,A,-37.302605117298,31.22292671058893,C,95.51957598055026,1
UK,39,26-35,F,A,E,E,171.9271892964525,54.60088601771852,A,C,B,-69.9182362166055,8.463985993968013,D,-66.29157416644146,0
China,38,51-65,Male,A,A,A,-119.69910232516231,41.171967055697216,B,D,A,-143.13111594614537,-21.78056718132767,C,-112.07025248724216,0
Brazil,21,36-50,M,A,C,E,240.55356901394137,3.5549109458710384,E,A,C,-154.34459622152326,3.4001732676521907,E,-84.74657200920889,0
UK,19,26-35,F,D,B,E,113.49522073472924,-54.27753811513146,B,C,E,117.78479961421,-61.966100782407615,D,151.4694461523501,1
Mexico,26,65+,Non-binary,E,B,A,68.26147327909776,-225.20887336684945,B,A,C,132.42547140398142,97.52924528256217,E,1.4650771015090729,0
Other,36,26-35,Male,C,B,D,-140.12792550069085,65.51030957259046,C,A,A,-78.32356594819919,-44.13931422382673,A,65.92456794353815,0
US,21,26-35,Non-binary,C,D,B,114.00036233672918,-96.84832666137287,D,A,D,-29.868405814721672,-143.3116609078185,D,-51.82161433261774,1
US,45,26-35,Male,C,A,C,-19.59523815553245,48.527348546959665,D,E,E,185.394216401593,-46.11637905809916,E,108.56373229411534,1
Brazil,56,51-65,F,D,C,C,94.97605897112442,7.977605750404759,C,D,A,-19.283753806751296,-9.623142997609106,C,-121.39334078861405,1
Other,65,26-35,Female,D,B,C,103.55392986818943,-12.360224990316885,C,D,D,-38.81748300394102,199.227512892569,B,93.21261411758712,1
UK,24,51-65,Other,B,C,A,22.857822130131556,-24.94161058759534,E,C,A,-74.2365827813051,-83.51174936102312,E,27.198148633660637,0
India,60,36-50,M,A,A,A,111.99842548374204,58.447678156249225,C,E,C,-24.07588156620419,-188.86345988001872,B,79.12219368640235,1
India,59,36-50,Male,D,B,B,56.610140880465146,-47.781059524900975,D,A,D,-25.58828038010032,-39.72718192819927,A,-48.01388883702781,0
Mexico,43,26-35,Female,A,E,C,80.62467148686028,-88.69204335563573,C,A,D,179.51101018119385,-82.65363566115596,A,89.01973699433388,1
UK,52,65+,Other,A,C,D,-88.1030669690157,196.33040804135945,E,D,C,48.53475934548289,-40.278866766317456,D,138.4702497220224,1
Brazil,71,65+,Male,C,A,B,-45.695875458349434,100.27170629218578,E,A,E,9.68516181235418,85.73228154371802,A,-184.69893811337747,0
UK,67,51-65,Male,B,A,B,166.4641277337193,-93.9152172310982,D,C,E,-123.01800148350546,-87.98831785310095,C,56.812656755378335,0
India,70,51-65,F,D,E,E,-158.87134894104747,40.110752113224336,C,D,B,175.19940731025366,83.8174834593312,A,45.63015308388733,0
UK,41,26-35,F,C,D,D,97.86658248231855,10.949543067180201,D,C,D,218.13092373028917,82.92811007349461,B,-72.00904839405106,1
UK,54,26-35,Female,B,B,C,-99.61119470047265,42.90859718181627,D,D,E,71.51664755324724,63.66372837986746,B,-86.09053233056609,1
US,40,18-25,Female,E,D,E,-118.34874880746302,159.9365744995596,C,B,A,191.65260412757445,-63.83799986709795,A,90.5239752875199,0
India,41,18-25,Male,A,C,C,-53.588441970776934,12.074747838689207,D,A,D,-39.23535073493791,7.4814555912866565,D,-68.89918528430756,1
China,18,51-65,Other,E,C,E,-28.645074457833076,-126.69699752661731,A,D,E,98.50592021166821,-9.227283751419238,B,59.45442326429274,1
UK,54,65+,Female,A,A,B,1.6849599428665996,-25.258513598597293,B,E,D,-45.184546226527594,35.24974322911282,B,15.632396247023628,0
UK,67,65+,Female,B,D,D,46.001762323646595,107.47863974711582,B,E,D,-66.49718196618086,20.08190045188162,C,199.9487481458716,1
Germany,18,65+,Other,C,E,A,-16.651348105459178,-149.36503703806386,A,E,C,4.21791709778255,-87.86889717754617,A,-5.47851210632975,1
UK,28,18-25,Other,E,D,D,101.56450983232605,-27.018120405955838,D,B,B,-67.89471928207065,-12.892408981133565,C,50.07952306429391,1
Other,64,36-50,F,B,B,E,5.162003582516676,65.25128345001238,A,A,A,22.768019455935562,-25.43263543363352,E,57.0204500970954,0
UK,54,18-25,Male,E,D,C,-180.62464079841837,17.237013997751756,A,A,E,-28.271571793480277,-151.5172112203633,A,96.47069954095986,1
China,23,36-50,M,A,D,C,-150.9004101090059,-31.88804645074857,B,A,A,-41.51072607523737,-26.85618761684928,B,-192.192852639316,1
China,45,65+,F,E,E,B,114.51053182087092,-128.6008446491465,B,A,D,-0.8280407285880127,43.90682447886142,C,43.3005495873065,0
China,48,51-65,Other,E,A,E,-80.15410576521698,-68.54023649955016,D,D,C,-253.0054946999571,-80.02184890217569,B,-47.601900292182535,0
US,55,51-65,Female,A,D,A,-195.8179239205549,-193.57850838609306,E,C,C,280.5314402273554,-107.47421495400272,C,90.89829076148023,1
Other,42,51-65,Female,D,E,C,117.31131991933061,-67.48417503005723,E,B,B,214.60009259808226,-94.58912390940807,D,-60.25515393502826,1
UK,49,18-25,F,E,C,D,-18.85168801588671,17.5582150716071,A,C,C,113.0725065615709,-39.88700663776392,C,129.00868856558728,0
Mexico,33,18-25,Female,A,E,D,51.08764991466032,128.75303618812646,E,D,D,-60.35460408616819,-152.60771472491476,C,118.43481622397749,1
China,34,18-25,Non-binary,C,D,B,8.662653003390723,29.119100312035062,B,B,B,-57.4689381322388,77.24602868966079,A,0.25576895422804197,0
Mexico,43,18-25,Other,C,E,C,-91.08317502322643,70.13007355057688,D,E,B,-47.86643852344889,62.78312297118126,E,-69.98519916260155,0
UK,56,65+,Non-binary,C,E,D,55.58225835112124,7.614946840646045,C,D,B,-115.36383331284384,120.07382874018006,C,19.615435461924577,1
Brazil,22,65+,M,D,E,C,-33.6611159185464,82.042207183905,A,D,E,-3.2441901650484155,-0.9642487292197475,D,29.38136943984609,1
Germany,57,65+,F,D,A,D,-141.94789312801424,-17.517092945235706,A,E,D,-46.82114437872561,-164.61201646088142,E,-50.11034391631291,0
UK,63,51-65,M,A,A,B,-21.6622556254069,-35.956542334071514,B,B,E,57.57452279622917,19.93169444496079,B,-142.40639990736202,0
Other,52,51-65,Non-binary,D,B,D,-68.40617893173004,67.68843587745886,E,D,D,-33.849173141958204,46.74290526468654,C,13.440687636328047,0
Mexico,53,18-25,M,C,D,E,-67.83073257926479,-109.13422358308647,D,C,C,-196.92413134406826,-100.25836204252003,E,114.46909503219894,1
India,75,65+,Other,B,A,D,-19.190611350125973,116.3478449131516,C,E,C,184.8008947350364,-181.2403951417704,D,-89.5885179021225,0
India,71,18-25,Non-binary,A,E,E,-22.668517636760228,-6.7537741190181135,A,B,C,-39.26091744066342,107.67179544443259,D,-21.211876957341083,1
Germany,62,18-25,Female,E,A,C,-16.411381928885636,292.4856600143098,B,C,C,211.11074389366573,61.60944041415326,E,-142.39977511619907,0
China,64,51-65,Female,D,C,A,-96.82143266765986,63.393531387453216,E,E,B,64.19989618946441,-5.157945653928125,C,132.0850717434866,0
Other,37,51-65,Non-binary,B,B,D,-65.68222500895904,85.78575282147285,A,A,B,-45.210713979769594,-139.17661335569852,D,-79.75404459896978,1
India,45,18-25,M,B,B,C,-95.90826931123232,-66.34291245637054,E,B,C,-89.24650096696455,-262.4568243234637,A,6.954562147154231,0
UK,50,51-65,Male,E,C,E,288.6930352229483,-147.51182858524703,D,B,E,24.15659826434518,7.2045099122892395,D,4.8111643605021905,0
US,63,26-35,Non-binary,D,A,E,-14.092737146794306,52.21133561495268,A,D,B,28.452006193529023,-18.287631620946797,E,6.167756810206628,0
