Religion,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Muslim,Divorced,D,80.82227253522404,B,E,A,B,E,C,E,131.36418192799277,B,B,1
Muslim,Widowed,C,8.327280235763162,B,B,E,A,B,E,D,68.1829707796553,E,E,0
Hindu,Married,B,-49.24476769270647,B,A,C,B,C,B,E,-79.46488932849296,C,E,1
Christian,Widowed,E,109.99412309026091,A,E,D,E,E,E,B,-125.53934549702643,E,E,1
None,Widowed,A,192.43981533353752,C,A,C,E,A,A,D,-177.7669679074143,D,D,1
Other,Divorced,E,-49.674042461085406,A,D,C,D,D,C,B,-58.02677585462156,D,E,0
Jewish,Single,E,83.63213964952088,C,E,C,D,B,A,D,-18.062435850750628,B,E,1
Buddhist,Widowed,D,-270.2231409463741,C,C,C,B,A,A,D,49.01162538204639,C,E,0
Buddhist,Married,C,121.07814584314909,C,D,B,C,B,C,A,-45.83601896747152,D,A,0
Other,Single,C,88.2115074427014,A,B,D,C,C,E,D,24.009514956803795,D,A,1
None,Married,D,-102.60893124868619,C,B,E,C,E,C,B,-5.977321920461163,A,D,0
None,Widowed,E,-143.13729389422213,B,B,A,C,E,B,D,-46.82578373127843,B,C,0
Muslim,Widowed,E,-150.2266389929116,D,A,B,D,A,A,E,56.32514071243627,C,B,1
Jewish,Divorced,A,14.709297026253463,B,D,B,A,A,E,E,79.06899790141094,E,A,1
None,Divorced,E,27.561357726117265,D,D,D,D,A,E,A,47.59021723081646,A,E,1
Jewish,Divorced,B,22.281986650105974,E,D,B,C,E,C,C,-39.325565795626055,B,E,1
Other,Married,A,18.903301583755567,E,E,D,E,A,D,A,-12.713232344984677,C,A,1
Buddhist,Divorced,B,32.98003246996565,D,E,E,E,E,A,D,132.7311980818751,D,D,0
Buddhist,Widowed,C,47.9550345489251,D,E,C,A,D,E,B,-57.6789106122505,D,B,0
Christian,Single,D,-69.57802594348209,C,B,D,E,A,B,B,171.70214738680974,A,A,0
Other,Married,A,-95.30290174939277,D,C,D,A,E,A,A,1.171828903104018,A,C,0
None,Divorced,B,-114.11942790367303,A,C,E,E,D,E,E,49.578018438011064,C,E,0
Jewish,Widowed,B,7.704435690196994,B,C,D,C,E,E,C,-106.37276433333386,E,B,1
Hindu,Married,E,44.98716216336825,C,E,B,C,D,B,D,-43.70038960226982,C,D,0
Jewish,Married,C,-111.99617069424768,C,C,E,C,D,A,A,88.35458051658507,E,C,1
Christian,Widowed,D,-47.793124619259686,B,A,E,D,B,B,C,-6.7304367778346075,D,B,1
None,Single,A,-51.35539078619927,E,C,D,D,C,E,B,120.19422786686778,E,C,1
Muslim,Married,B,-131.9003467025268,B,C,B,B,A,E,E,82.76480116660927,E,E,0
Jewish,Widowed,C,-5.002824524820231,D,E,D,B,C,D,D,-148.90076316055655,C,E,0
Christian,Married,B,-101.83563022724984,B,D,E,E,B,A,A,-162.05676721176022,C,A,1
Christian,Married,C,92.210380068007,C,E,A,A,D,A,A,36.39693397878673,B,D,0
Christian,Married,B,180.57126204700646,E,C,D,A,A,A,A,141.20867508955305,E,C,1
Christian,Divorced,D,36.70450444275414,E,C,B,D,C,E,C,29.967421470718314,C,D,0
Jewish,Married,E,32.115242438778694,C,C,E,D,E,D,A,-101.54150422625176,E,D,1
None,Divorced,A,96.94309582254583,B,E,D,E,C,B,B,94.51977461885944,E,D,0
None,Single,B,133.0193676452233,B,A,C,E,E,B,D,246.78849715823662,D,D,0
Jewish,Single,A,79.17818500958666,A,B,B,D,E,D,D,159.6222006000233,C,C,0
Hindu,Divorced,D,7.208784777489921,B,E,A,A,C,B,E,-72.0410057499799,E,E,0
Jewish,Divorced,C,-92.42802357097766,E,A,B,E,E,E,B,-140.32526223500565,E,C,1
Buddhist,Single,D,98.1806581569166,A,E,E,D,D,B,D,15.647070244314781,E,D,1
Buddhist,Divorced,D,127.6924914627783,E,E,D,C,E,A,A,-115.2686237165891,C,C,0
Muslim,Single,A,151.9273828276741,D,C,C,D,A,E,C,-45.98090011435666,B,E,0
Muslim,Divorced,B,-83.80695441258615,D,A,B,D,C,E,A,8.402791221135624,C,B,1
Buddhist,Widowed,D,-10.030882235987686,B,B,B,E,A,A,B,42.925079258669676,E,C,1
None,Married,B,-204.87491630596338,E,C,A,A,B,A,A,-151.04768346006387,E,B,0
Hindu,Single,C,77.47507373419994,C,B,C,C,D,A,C,96.22021046585427,B,A,1
Christian,Divorced,B,21.84403846043878,A,E,A,C,A,B,C,7.579783843883788,B,B,1
None,Single,A,97.22754832116304,B,E,B,C,C,E,D,-137.20035577125796,B,A,1
Hindu,Widowed,E,64.79991643314503,D,E,C,C,A,A,E,-65.89013067811204,A,E,0
Jewish,Married,D,-19.119937818971238,B,C,B,D,D,D,D,-1.344432208142851,A,C,0
Jewish,Widowed,C,-7.243339552869954,E,C,A,E,A,A,B,257.45869369059193,C,A,0
Buddhist,Single,D,-52.208595644355235,A,C,D,E,A,E,C,-71.47817491299028,E,B,1
Buddhist,Widowed,C,26.892756754273883,A,A,B,B,E,B,D,5.693047244087808,C,A,1
Hindu,Divorced,A,-98.89250913137032,B,A,C,D,D,C,B,17.186060993850294,C,A,0
Muslim,Divorced,D,-52.1303582830513,B,C,C,C,B,E,D,10.954986352307593,E,E,1
Buddhist,Married,C,131.23465996080856,D,A,E,E,C,C,A,4.328024837610823,B,D,1
Hindu,Divorced,C,2.789161399203376,A,E,E,C,B,B,A,-35.88181324957715,E,E,1
None,Divorced,B,-38.18231149244715,B,B,D,A,E,C,D,51.667930846539974,D,B,0
Jewish,Single,D,169.04992564410227,E,D,A,D,C,B,D,-31.25123556624972,E,E,0
None,Widowed,B,-86.69517802929174,D,E,A,B,B,D,D,-231.2709124174314,A,D,0
None,Divorced,D,95.69105481595814,A,E,D,B,E,E,A,-107.37776493469941,A,A,1
Christian,Divorced,D,-77.41156450128828,B,B,C,A,A,D,B,-80.83588745204194,E,E,0
Other,Divorced,D,16.8470971720108,B,E,C,D,C,A,A,-18.625758085511933,B,E,0
None,Divorced,E,-61.83247061816402,C,B,D,E,A,E,C,174.68662789257925,B,D,0
Jewish,Single,B,94.69616342988078,B,E,D,A,D,A,E,40.44500312003152,E,A,1
None,Married,B,-69.52354713188795,E,E,E,D,A,A,A,125.60071088544176,B,A,0
None,Divorced,E,59.84610146729976,E,C,E,B,B,B,A,134.94699146399316,D,B,1
Christian,Widowed,B,-142.82911566486868,E,A,A,D,E,A,A,166.83315822478778,B,E,1
Christian,Divorced,C,-66.24162592922556,C,B,D,D,D,C,C,93.3239230811291,C,C,1
Christian,Single,A,216.2929067616302,D,A,A,B,A,E,A,7.993689852200979,E,E,0
Hindu,Single,C,-37.41766888363928,E,B,B,B,D,A,D,140.2301293849842,A,A,1
Other,Divorced,A,-20.27838869598335,C,E,B,A,D,A,A,-81.7634219296244,E,B,1
Other,Married,B,24.397639940209313,C,E,D,C,D,C,B,-88.38665330344253,D,D,0
Muslim,Single,A,-98.15381084029234,A,C,C,C,A,A,B,8.151444063155484,E,C,0
Buddhist,Married,E,120.04356927588624,E,D,D,E,B,B,D,91.91814665424835,D,B,0
Jewish,Divorced,B,33.69628828307818,E,C,A,E,E,B,B,17.056556152847225,D,A,1
Muslim,Divorced,D,40.96858129325165,C,C,B,C,A,A,A,2.63971282050276,E,B,1
Christian,Married,B,33.937882030456265,B,C,B,E,B,B,D,-19.616789055906754,E,D,1
Other,Single,C,-101.29261075963527,B,C,C,E,D,E,A,200.64450941978208,C,C,1
Buddhist,Married,D,-94.16132612137385,A,B,A,A,A,C,C,44.12784575865892,A,A,0
None,Divorced,A,89.55708080764357,E,A,E,B,E,B,A,119.65380343584604,A,D,1
Hindu,Single,C,-101.08739358398222,D,C,E,D,E,E,E,-58.31310865695832,A,E,1
Hindu,Widowed,B,48.99319358025506,E,B,B,D,D,A,D,88.97886982071816,C,D,0
Christian,Married,B,68.8573506904383,A,E,C,E,C,A,A,-80.30501727587934,B,D,0
None,Widowed,A,158.5200785512117,A,A,E,D,B,B,A,24.37716479295099,C,D,0
Other,Widowed,D,-50.28190830435998,D,B,B,E,C,C,E,38.65827826462432,A,E,1
Christian,Widowed,C,-62.47177229396736,C,D,C,E,D,B,D,-117.50226590494466,E,A,0
Christian,Married,C,225.0108323549832,E,B,A,D,D,C,B,117.63767812160614,C,D,0
Jewish,Single,B,-128.68844825855018,B,D,C,E,D,C,B,-57.3374187678502,D,A,1
None,Divorced,C,15.71162527584233,A,D,D,A,A,D,E,6.728010192752223,C,E,0
Hindu,Married,C,-35.630394233385,B,A,D,C,B,A,B,26.826174518724756,A,A,1
Jewish,Widowed,C,82.54803617662036,B,A,D,E,E,E,B,-6.062372727151455,D,B,0
None,Married,E,9.467045046065865,B,E,A,B,A,C,E,99.00285840440446,A,A,0
Jewish,Married,C,60.58716239364973,A,B,C,C,B,B,B,-68.72939151964597,E,D,1
None,Widowed,A,10.821911283505711,B,A,D,E,D,C,C,-50.78846047069071,D,B,0
Other,Divorced,E,-121.2298581667284,D,B,C,E,C,A,D,-33.63359282736139,C,E,0
Christian,Divorced,B,78.43891016026092,A,D,B,D,C,C,B,1.1766880699319422,B,D,1
Hindu,Single,D,-5.0703050743428815,A,E,A,C,C,D,E,-11.066105469598975,D,C,0
Jewish,Married,B,-88.83653702654895,C,D,A,D,A,B,A,111.18367054183476,E,D,1
Hindu,Married,C,67.0565691626957,E,D,A,B,D,E,A,-40.792598225510915,D,E,1
Buddhist,Married,D,19.238904822907443,D,A,A,D,B,D,A,-86.3258271227044,B,E,1
Hindu,Widowed,B,-9.861471378526922,C,C,D,A,D,B,A,209.5058280781204,B,A,0
Buddhist,Single,D,-0.8765693113230866,D,B,B,C,A,A,A,79.58242007138155,A,D,0
Other,Married,E,17.621609777522295,B,B,C,D,B,A,C,6.780743663839416,B,B,0
Jewish,Married,E,-53.43526455309544,D,C,C,B,D,C,C,132.5763404928966,A,B,1
Hindu,Single,A,-22.535546583075003,A,C,C,A,E,B,D,-4.473958013048438,A,C,0
Christian,Divorced,E,9.621860720590167,A,C,C,E,E,C,D,-1.18674160600916,E,E,1
Other,Single,E,32.76665240562293,D,E,A,C,E,E,C,-99.87804488876161,B,E,0
Buddhist,Widowed,A,7.428841642542862,D,C,D,D,B,A,B,-98.29810175064986,E,C,1
Other,Widowed,A,-6.504691519341767,E,B,A,C,E,C,A,-2.513756135559159,E,E,1
Buddhist,Divorced,A,-78.47565997524867,C,B,C,E,C,E,A,-149.3614222697405,A,D,1
None,Divorced,D,-24.42523756273789,E,E,A,D,B,E,C,12.365212823386035,E,C,0
Jewish,Divorced,B,118.5359616377732,E,E,A,D,B,D,A,38.96272906919342,D,A,1
Buddhist,Married,B,-82.28939845928713,C,C,C,D,C,B,E,-45.24511096232902,D,E,0
Christian,Widowed,C,-60.58077404761938,D,D,E,C,D,C,E,-93.30809926326754,D,A,0
Muslim,Married,B,-15.86421311794561,B,D,C,A,B,E,A,-13.747426249149289,D,A,0
Hindu,Single,B,73.83899782233402,B,D,C,C,C,B,A,-70.6852983415923,E,C,0
Buddhist,Divorced,A,123.13085902830494,C,B,E,A,C,D,C,42.2823511807975,B,D,1
None,Single,E,-33.519310355935936,E,C,D,D,C,E,C,-221.85482786927957,A,E,0
Christian,Divorced,B,-87.39214324819338,D,A,D,C,C,C,D,-2.7808781192696097,D,C,0
Hindu,Widowed,D,112.95854030585564,D,C,E,A,C,A,B,-40.25623427377365,C,B,0
None,Widowed,A,91.21220400461084,C,E,E,E,A,E,E,-105.66588900974241,B,A,0
None,Single,A,-64.75653214788967,E,A,C,B,B,E,D,186.6032114404871,D,C,1
None,Divorced,B,-62.519356926139466,B,B,E,D,D,D,B,81.25716043847883,C,B,0
Jewish,Divorced,B,38.157578940207,E,D,B,E,D,C,E,15.0797548188381,B,D,1
Buddhist,Divorced,C,38.70639119967729,D,E,C,E,D,E,A,87.89948040901906,D,B,1
None,Widowed,C,58.35993227338962,A,C,E,A,C,D,C,50.50692003946076,B,E,1
Muslim,Divorced,B,186.75367005651754,A,C,D,B,C,D,B,97.43049779717524,A,E,0
Muslim,Widowed,B,-176.68292263003264,A,C,E,B,B,E,A,-84.91318580905663,A,C,0
Jewish,Single,E,-71.58224751412706,A,E,B,E,D,B,C,70.80639081680408,A,C,1
Jewish,Single,C,-30.79448261187662,C,C,C,C,A,E,E,165.29395900611306,C,A,0
None,Widowed,B,-54.505156079969254,B,E,B,A,D,D,A,131.3283831783871,E,B,0
Hindu,Single,A,-12.111476189961099,C,C,E,B,A,D,E,-71.07089396499974,B,A,1
Other,Divorced,E,9.299351808574949,E,B,E,D,B,C,A,93.43010761083761,A,D,0
Buddhist,Widowed,B,-52.05984323708122,B,A,E,D,C,A,D,78.48638380538137,A,B,0
Christian,Widowed,D,47.09477811492026,D,B,E,D,D,D,C,19.185965753423755,E,C,1
Other,Widowed,D,-88.65195896245235,A,D,E,A,B,A,A,23.763357371933278,B,E,0
Jewish,Divorced,A,75.8293643944324,D,D,D,B,E,B,E,162.7068592888896,C,C,0
Buddhist,Married,A,-81.72946668414163,E,D,E,D,C,D,A,-82.49141831354142,B,E,0
Other,Widowed,A,25.29458362114016,D,D,C,A,D,C,B,62.95599635010025,A,D,1
None,Widowed,C,-6.656814835146839,B,E,C,E,A,D,B,-38.38924738174116,B,B,0
Jewish,Single,D,155.80185380757072,D,E,E,C,A,A,C,-70.33656034094447,E,C,1
Buddhist,Single,E,135.69830772530517,E,A,E,E,B,D,D,61.94413956678958,E,D,0
Other,Widowed,D,170.30297009722076,B,C,B,E,E,A,A,187.8027246488164,D,D,0
None,Widowed,A,-100.62679808941849,A,C,B,D,B,C,C,36.14030782435355,C,A,0
Muslim,Single,E,-36.23632361104682,C,D,B,D,B,D,B,-151.09758492003468,A,C,1
Christian,Single,A,19.092521683084424,B,E,B,B,D,B,D,-177.51885572912173,D,B,0
Christian,Widowed,A,41.135349632855025,C,C,B,A,A,B,B,159.60833290105518,C,C,0
Other,Widowed,E,119.81163720594643,B,A,E,D,A,A,E,-114.82600306006812,B,A,1
Jewish,Single,E,-177.16524388718668,B,D,A,A,E,B,C,106.12282675346103,D,D,0
Hindu,Single,E,-5.5599942624703775,D,D,C,E,E,E,E,38.56634796051276,E,B,0
Christian,Widowed,A,-29.651286948703447,B,D,C,B,A,D,A,58.213952004630684,B,C,0
Muslim,Widowed,C,-5.907410864625912,D,A,A,C,E,D,D,-36.09178252402257,A,C,0
Muslim,Single,D,-18.962000704118925,E,B,A,D,C,D,C,28.62718661709159,C,A,1
Other,Single,C,162.73279076311235,C,E,E,A,B,C,B,84.70678815903115,D,C,0
Hindu,Divorced,A,102.20319681212777,D,B,A,C,A,C,D,53.30252544512376,B,E,0
Christian,Divorced,C,-63.3185816405157,D,C,B,C,A,B,D,86.07336422675766,C,A,0
None,Single,E,-109.98960621447782,C,A,C,B,D,B,A,-84.21052632079122,E,C,0
Christian,Single,D,37.36024011830029,C,C,C,D,A,D,D,192.09869229737313,E,C,1
Hindu,Married,E,18.86507676103842,A,C,C,A,B,D,E,181.5571662725365,B,D,1
Hindu,Divorced,C,-17.655996872507345,E,E,A,E,E,B,E,-1.8947444807592282,E,C,0
Buddhist,Married,E,0.38383479741935395,C,A,B,B,E,E,E,169.35883084986833,C,C,1
Muslim,Divorced,C,168.69025335173512,B,A,E,C,B,B,D,-217.07796006662394,C,E,1
Jewish,Married,A,118.59357751422547,E,B,B,B,A,B,B,-194.01380590880598,C,C,1
Christian,Divorced,C,62.31382436695014,D,A,C,D,A,A,D,-29.189191831299006,E,B,1
None,Widowed,D,49.31109485715528,B,C,D,C,D,D,E,-97.35839164156911,B,A,1
Christian,Single,A,78.63968564896234,E,C,D,A,B,B,A,9.25364760578302,A,D,0
Hindu,Married,E,-112.08795204483404,D,C,C,C,D,D,A,-64.0258734883493,E,B,0
Jewish,Married,A,79.02000287975332,A,E,E,E,E,D,D,23.7833906669626,B,C,1
Buddhist,Divorced,B,-138.33799736901918,E,E,D,B,C,A,A,22.646293319330642,D,D,0
Christian,Widowed,A,-69.49471883640608,B,E,B,A,D,D,B,41.43981999117362,A,E,1
Christian,Divorced,C,-65.15226294506398,A,A,C,C,B,D,D,196.36494715764113,A,A,0
Jewish,Married,B,58.66050457722807,C,E,C,E,C,B,D,48.734311577213994,E,D,0
None,Married,E,-128.1894878830362,D,E,B,D,B,C,A,56.674262803506224,A,A,0
Muslim,Married,E,131.95357569664404,A,C,A,E,C,A,C,14.511189822699194,B,C,0
Other,Divorced,B,-63.49964162900294,E,D,B,C,A,C,E,-252.67761934318935,B,D,0
Buddhist,Widowed,D,-12.336903389269889,D,A,B,C,C,B,C,-72.37988124148158,E,C,1
Buddhist,Widowed,E,-94.60530831185076,A,E,A,A,E,C,A,-117.3278210057279,C,E,0
Other,Divorced,E,33.76346595486104,A,C,D,A,B,E,D,6.3421159139312175,B,C,0
None,Single,D,25.203626930368134,C,E,B,B,B,E,D,-87.69687684525661,A,B,0
Jewish,Divorced,C,255.10241689420306,A,D,E,A,B,C,D,105.97049152836375,A,B,0
Buddhist,Single,C,-60.628638714749094,B,C,B,B,D,C,E,-30.850332179857414,E,D,0
Buddhist,Divorced,E,110.92426621428355,A,E,C,D,C,D,C,-17.68581485743824,A,E,1
Christian,Single,E,158.03461358261296,C,B,A,B,C,A,D,-30.54013070348584,D,C,1
Jewish,Single,C,-66.32231163018248,E,D,A,C,C,D,E,-153.78055090653123,A,D,1
Christian,Widowed,B,-67.07938235312145,D,A,E,A,D,C,C,-148.755735859625,D,A,0
Hindu,Divorced,B,139.01244183047544,C,A,A,B,D,C,B,121.48578648084441,A,A,1
Jewish,Divorced,B,-46.723787927192554,C,A,A,E,D,A,E,189.73805292987507,B,E,1
None,Divorced,A,-79.45112628084483,E,C,B,A,A,C,E,53.90785364606678,B,B,1
Hindu,Married,C,133.09850966576514,E,A,D,B,B,E,B,-56.1042104449274,E,A,0
Hindu,Divorced,E,-3.159014784677657,D,B,C,D,E,C,E,48.29011506861437,C,C,0
None,Widowed,D,-58.855649035392474,A,A,A,E,E,D,B,93.21329897701605,D,B,0
Christian,Divorced,E,-71.62542654210225,A,B,C,B,D,D,D,-20.050040890979265,C,C,1
None,Widowed,E,21.965271998345955,A,E,D,A,C,E,A,164.66136384358163,B,A,1
Muslim,Divorced,B,93.3296088052249,E,E,B,D,C,C,A,47.61054437508324,C,C,1
Muslim,Single,B,-53.131338112693626,C,D,B,D,C,A,B,173.47306815108706,A,E,1
Muslim,Married,B,-73.81143099572671,B,D,D,E,D,A,C,83.80707954088751,B,D,0
Jewish,Single,A,91.35251571342506,A,A,A,A,D,A,A,148.63148497951835,D,A,0
None,Widowed,B,40.63634761091503,A,A,E,A,D,B,A,131.20525463715683,D,E,1
Other,Divorced,D,14.74230204635843,E,B,E,C,C,B,A,-129.50653251634353,D,A,1
None,Widowed,B,108.07460648440879,A,E,A,B,D,C,D,298.62080649840453,B,A,1
Christian,Single,B,-78.10200060548782,C,C,A,A,C,C,A,86.70119824021918,A,E,0
Jewish,Single,D,41.76430340313723,E,C,C,C,A,E,D,13.78898573351614,E,D,0
Buddhist,Widowed,D,-5.602607825746218,E,C,E,D,D,B,E,-73.35028932448863,E,A,0
Hindu,Divorced,C,-73.87283202811855,B,A,C,E,C,D,A,-182.32910558503536,A,B,0
Muslim,Single,B,48.16234460836313,E,B,D,B,B,C,E,-36.10163133250137,A,B,0
Buddhist,Married,B,-35.007603527161216,D,C,D,C,B,E,A,23.88753982615201,B,B,1
Jewish,Single,B,13.656833166292348,B,D,E,D,B,A,E,121.67025692250688,C,A,1
Other,Widowed,B,122.75238063301343,E,C,B,B,C,D,C,61.38390786649279,A,B,1
Jewish,Single,B,-165.09405285684687,D,A,B,A,A,E,A,122.81113189565403,B,B,0
Muslim,Married,E,29.23130247376498,E,B,B,C,E,C,C,16.082919660639433,B,A,0
None,Single,D,-77.04937576803445,E,D,D,B,C,D,C,-189.61792192530518,A,B,0
Buddhist,Divorced,B,-78.98080591147804,B,D,B,C,E,C,E,51.75588018487266,D,E,0
Other,Widowed,D,116.95947502589836,E,C,A,B,A,D,A,-224.20031331699195,A,B,0
Christian,Married,A,75.7545165774783,D,B,B,B,B,D,C,119.86149484881497,A,E,0
Hindu,Widowed,E,120.29040081640876,D,B,B,E,C,B,A,-116.57122795770793,A,C,1
Jewish,Single,B,19.402142311734305,C,E,B,C,A,E,B,37.968472392699546,E,E,1
Other,Divorced,C,143.68144419256396,D,B,A,D,A,E,A,-89.88060896335183,D,C,0
Muslim,Divorced,D,-88.79492007384148,C,A,B,A,A,A,E,-54.04436181266614,B,D,1
None,Divorced,B,-22.47076002568294,D,D,D,D,B,D,C,143.46873463272388,E,A,1
Buddhist,Divorced,C,-108.80168922620825,A,D,A,C,B,D,A,-9.48666762438813,E,C,0
Other,Divorced,A,-208.83857737798596,A,A,A,D,C,A,E,-105.4727938539501,D,A,1
Christian,Married,B,-142.98955245584688,B,D,E,B,D,B,D,122.30559129276286,A,E,0
Other,Widowed,E,56.189807293919145,A,E,E,B,E,E,D,-105.69950511954018,D,E,0
Other,Single,C,-174.58221731357534,B,D,D,E,B,E,A,-9.254738194819232,B,A,1
Jewish,Widowed,E,120.17727753137287,A,A,A,D,E,C,C,31.804632730823418,C,C,1
None,Widowed,A,76.09021174828625,E,B,C,B,B,B,C,94.84781501496299,A,D,1
Muslim,Divorced,E,157.67121953950286,A,E,C,A,A,D,C,-78.2830306896707,A,E,1
Buddhist,Divorced,C,-62.03724822093963,C,E,D,E,A,A,A,-29.804867732592466,C,C,0
Muslim,Widowed,C,-34.25350172055932,D,D,D,E,E,D,A,191.00851488603763,B,C,1
Muslim,Widowed,C,144.664203024179,B,C,A,D,C,B,A,52.0345691130907,A,E,1
None,Single,A,-54.105437681096646,A,E,A,B,A,D,D,-25.747940579580746,B,A,1
Buddhist,Divorced,E,-256.7786383703681,E,C,D,A,D,E,B,-101.31834979334526,D,A,1
Christian,Widowed,D,142.7198392596866,D,B,C,C,A,D,C,-81.62628200662871,E,E,0
None,Single,D,71.86289923794422,E,E,A,A,B,B,C,298.8816024184309,E,E,0
None,Divorced,C,-242.0246745406946,D,D,A,B,A,D,E,27.79153878107611,A,A,1
Buddhist,Single,A,-76.75045056285774,C,E,D,D,D,C,C,-29.787916542659275,B,B,1
Christian,Single,E,-158.55361977322454,D,E,E,C,C,A,C,-165.55002393669938,E,E,1
None,Widowed,C,-18.6028973873988,C,E,D,C,B,A,B,104.8708348851608,B,C,1
Christian,Divorced,A,64.12842106708676,E,A,A,D,E,B,A,-17.740210114618442,E,B,1
Muslim,Married,B,86.51941942289243,B,D,A,A,C,B,D,-27.278276863441615,A,B,1
Jewish,Widowed,B,-117.00784426742348,D,B,B,C,D,A,A,156.2216308946655,D,D,0
Muslim,Divorced,C,-44.91902759035968,E,B,A,D,B,B,E,-14.136783640985623,A,E,0
None,Single,E,-35.32306850542806,C,D,B,A,E,E,D,-164.5229939745919,D,C,0
Jewish,Single,B,95.13007447105586,E,C,E,C,E,E,D,-45.38702157443183,D,A,0
Hindu,Divorced,A,-6.4156874872646945,B,E,C,B,A,B,A,191.30115453191314,D,A,0
Christian,Widowed,B,-6.654598663705312,E,B,A,A,A,E,C,-12.351937167233306,C,C,0
Other,Widowed,E,-126.20926729534263,C,E,B,D,B,C,E,56.017063284983735,B,A,0
Buddhist,Widowed,D,-93.69351027310378,C,B,C,D,D,B,B,157.2247910804615,C,E,0
Christian,Single,B,-81.11478869461357,A,A,C,B,B,D,D,-67.98794431017924,C,E,1
Buddhist,Widowed,E,-125.99586929074749,E,C,D,B,E,A,D,-126.90689083756807,B,A,0
Hindu,Widowed,D,254.88158312691885,B,D,B,B,D,C,E,10.436759765071763,B,A,1
Buddhist,Single,E,-97.71647653593331,A,C,A,D,B,E,C,-74.3632957699302,B,C,1
Other,Divorced,A,-102.95905826834885,B,C,A,A,E,A,E,-144.29681592383892,C,E,0
Buddhist,Single,C,-68.32204993971834,D,C,D,A,A,B,E,105.73770076951807,A,D,1
Christian,Divorced,A,82.31603595544787,E,E,E,A,E,E,C,-34.36508331838486,D,A,1
Hindu,Married,E,-16.51270879494245,D,C,C,D,E,A,B,6.196519436389323,B,D,1
Buddhist,Widowed,C,-290.907844519081,E,D,B,E,B,B,B,-23.07597990720843,C,A,1
None,Widowed,A,46.97833896888654,B,D,A,A,D,A,B,317.59074533792136,A,D,0
Christian,Widowed,C,-43.9795489741214,E,E,C,D,D,E,A,44.27291054706748,D,B,0
Jewish,Widowed,D,79.40525575535038,C,A,A,E,C,B,A,-62.68145871331748,D,D,0
Christian,Divorced,A,-51.74381712573681,C,B,C,C,D,A,D,-212.33227435822758,A,B,1
Jewish,Married,C,-74.4670386826591,B,C,E,A,B,E,E,-188.4095708249689,D,B,0
Buddhist,Single,C,29.949052375690933,C,B,C,C,E,D,C,81.25776486815104,A,B,1
Other,Divorced,A,2.2494514960413086,A,E,B,A,E,D,C,-12.156319081806101,C,B,1
Hindu,Divorced,C,40.66114090121711,A,B,C,E,D,E,E,97.71463736711658,B,C,0
Jewish,Widowed,D,37.77744164862701,C,C,B,E,B,C,C,226.3960404872521,E,A,0
Other,Single,D,-27.339990325226935,D,E,B,A,E,A,D,106.79257425957209,D,A,0
Jewish,Divorced,E,10.394151388371544,C,A,C,E,D,E,C,-94.37625304818654,B,C,0
None,Divorced,B,58.124076342190975,B,D,E,E,B,B,B,-114.96377497615026,A,A,0
Buddhist,Single,A,16.43164837729242,C,A,C,E,C,A,C,16.51070677481182,C,C,0
Jewish,Divorced,A,57.10323582494019,C,D,B,A,B,E,B,49.55571986072384,A,E,0
None,Divorced,E,76.33495849178401,E,A,E,C,E,B,B,-122.71721773940733,A,D,1
Muslim,Widowed,C,64.68040369580588,A,E,D,C,B,B,D,-132.75244159577716,B,E,0
Jewish,Divorced,B,13.331777326133466,C,C,E,E,B,B,E,30.91916272328648,C,A,1
Hindu,Widowed,C,-7.857822865761764,B,E,E,B,B,B,E,-229.06197998729732,A,D,0
Hindu,Divorced,E,61.92734988326124,C,E,C,C,D,E,D,61.54951335423547,D,A,1
Hindu,Divorced,B,-180.0526185464107,E,D,C,D,B,C,B,-35.27830457592741,E,B,0
None,Widowed,A,89.9178014131182,B,B,B,B,C,C,E,103.91823799725557,B,B,0
Muslim,Divorced,A,-61.93213676865188,A,C,D,D,E,E,E,33.14816293697845,D,A,0
None,Single,B,-147.85093418083403,A,D,E,E,E,A,E,40.177653401211046,C,A,0
Christian,Widowed,A,-161.466140756206,B,E,E,D,A,B,A,-31.625486631539935,C,B,0
Other,Single,D,237.36057178503503,B,A,E,C,C,B,E,-45.24389909373958,B,A,1
Buddhist,Married,D,-75.14623123659214,D,A,E,E,A,A,D,-55.16382007440293,A,D,1
Christian,Widowed,A,-93.0510854777468,C,C,C,C,A,E,B,-53.98545817610573,C,A,0
Christian,Married,C,167.06625885671994,C,E,B,E,B,D,C,-167.28637337007513,C,D,0
Other,Married,C,108.02696204408373,E,C,A,D,A,D,B,-95.7169950587168,D,B,0
Buddhist,Single,C,-71.37847316175832,B,C,A,C,C,C,C,19.372412259639795,E,B,1
Hindu,Married,A,-48.34997812263152,B,D,C,B,A,D,E,46.63050753199361,E,A,1
None,Single,B,-95.6753456399957,E,D,D,A,B,D,D,23.752890901298347,C,C,1
Hindu,Single,C,-156.93422455034732,C,C,A,B,C,B,C,-106.92157759987401,A,D,0
Hindu,Married,A,-91.36692124638184,E,C,C,A,E,E,D,92.32024401037462,C,B,1
Christian,Single,B,6.961609241545354,A,A,B,D,E,E,C,13.776433768438725,A,C,1
Muslim,Married,E,7.603663900368318,C,A,D,E,D,C,D,86.02206531259446,D,E,1
