Gender,religious_affiliation,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,target
Other,Hindu,Married,E,E,-140.11844080032583,D,E,1
Other,None,Widowed,D,B,71.88066286954722,D,B,0
Female,Jewish,Widowed,A,B,-94.59126459086215,B,D,1
Non-binary,Christian,Married,C,E,38.082418823774724,A,D,0
Male,Christian,Divorced,A,B,68.77940523593173,B,D,1
Female,Jewish,Divorced,D,C,-66.90659892315422,C,C,1
Female,Christian,Widowed,B,D,-65.80576540424562,E,D,0
F,Christian,Single,C,D,46.87139655301756,D,B,0
Non-binary,Other,Single,E,E,83.07539120469485,D,C,0
F,Jewish,Married,A,E,-3.8196659624894735,A,C,1
Other,Muslim,Married,C,C,92.44810896895217,C,B,0
M,Jewish,Married,B,B,-79.07183368164284,B,B,0
Non-binary,Hindu,Single,D,C,62.62332009252442,A,B,0
Male,Buddhist,Single,E,E,-154.01712954805723,A,E,1
F,Buddhist,Widowed,C,E,157.93188164106,B,A,0
Other,None,Divorced,B,D,-131.7833079286511,A,D,1
Other,None,Divorced,C,B,-79.08715136326519,E,B,1
Other,Christian,Divorced,B,C,29.119473230540365,E,B,1
Non-binary,Muslim,Single,B,E,161.41766094903875,C,D,1
M,None,Divorced,E,C,-43.451939410702906,A,A,1
Female,Other,Married,C,E,168.40040189196458,C,B,1
Female,Buddhist,Married,A,A,-49.87410306697103,D,A,1
Non-binary,Christian,Married,E,D,-13.31703659153544,E,C,0
Female,Hindu,Married,C,B,118.80897848744587,B,A,1
Female,Christian,Married,C,E,-130.00090241381642,A,E,0
F,Christian,Single,E,D,87.48849628525363,C,C,1
F,Hindu,Married,E,B,-135.69399222585307,E,A,0
M,Buddhist,Divorced,A,A,-79.03066771976849,C,C,1
M,Christian,Married,E,B,110.48440886260478,D,B,1
Non-binary,Hindu,Divorced,E,B,-116.86166604517432,A,B,1
Non-binary,Muslim,Divorced,B,D,78.26779214461433,A,A,0
F,Other,Married,E,D,9.76394450432129,E,D,1
M,Christian,Single,D,B,91.96829912164789,A,B,1
Other,Muslim,Married,E,E,33.070005534596966,B,C,1
M,None,Divorced,D,D,-23.00058579230651,B,E,1
Male,Hindu,Widowed,D,E,93.51357384198924,D,E,1
F,Hindu,Divorced,B,B,67.08180669735226,D,A,1
M,Christian,Single,D,C,87.46155201312578,D,D,0
Female,Muslim,Single,D,B,124.64968082844771,E,E,1
Female,Muslim,Divorced,D,D,-39.9945262740784,E,D,1
Male,Other,Divorced,D,B,152.2653528180771,B,A,0
Male,None,Divorced,A,C,7.0425441769125126,C,E,1
Other,Muslim,Single,D,E,-49.76552779491231,D,A,1
Male,None,Married,D,A,-188.14617397670932,A,E,1
F,Muslim,Single,D,B,-234.665979262195,E,D,1
Other,Other,Divorced,D,C,-22.298675779744364,B,D,0
Female,Muslim,Divorced,D,C,162.60660420186517,B,D,0
Other,Muslim,Widowed,D,C,-46.68384461943983,A,B,0
Male,Christian,Divorced,B,B,21.852387983503498,B,B,0
M,Christian,Widowed,D,C,69.41007461952618,A,A,0
Female,Muslim,Widowed,D,C,123.78694703891549,C,A,0
M,Other,Married,C,B,96.85200582301397,E,A,0
Other,Buddhist,Married,C,B,137.78134448036084,E,D,1
Other,Muslim,Single,A,B,46.37221462582904,A,B,1
Other,Buddhist,Single,A,E,26.276710713203684,E,B,0
M,Jewish,Widowed,C,C,-94.21170223645392,A,A,0
M,Other,Single,B,E,7.962210759852692,A,D,1
Female,Christian,Single,B,A,132.87403643931663,D,E,0
Other,Other,Divorced,B,B,50.274158734528996,D,C,0
Female,Hindu,Divorced,D,C,-58.533025783626236,C,E,0
Other,None,Single,C,E,18.33327910847922,E,D,1
M,Muslim,Married,A,E,-267.68354232465185,B,E,0
Female,Jewish,Widowed,B,D,-25.517469628633894,D,B,1
Other,Buddhist,Divorced,B,D,-202.3845583926379,D,C,1
Male,Hindu,Married,C,A,-153.63667244781078,C,E,0
F,Muslim,Widowed,B,D,144.25158438547422,A,D,1
Male,Jewish,Divorced,D,E,-27.407358215433742,D,A,0
M,Buddhist,Single,D,D,-93.61016023522338,E,D,1
Female,Jewish,Divorced,B,A,-117.16363174356226,D,E,0
M,Other,Single,B,A,-114.38953469945817,B,E,0
Non-binary,Muslim,Single,A,D,24.028094895868673,B,D,0
Other,Buddhist,Single,E,E,-73.96400045358284,A,B,0
Female,Other,Single,B,D,-79.8080674224152,E,C,1
F,None,Single,E,B,-9.274633717869339,B,E,0
F,Other,Single,D,C,-56.62297484472683,B,E,1
Male,Muslim,Widowed,D,D,50.4028911229226,E,E,1
Male,Hindu,Married,B,D,-152.77656101835584,C,A,1
F,Jewish,Single,C,E,113.5876124845711,B,E,1
Male,None,Married,C,D,19.300503030369985,D,D,1
Non-binary,Christian,Widowed,A,A,-52.1156398416217,C,C,1
F,Jewish,Widowed,A,A,-11.337887260794755,E,A,1
F,None,Married,E,B,-109.29203712833416,C,D,0
F,None,Single,C,D,151.19601734128895,B,E,0
F,Hindu,Widowed,D,E,10.241486963499977,D,C,0
Male,Jewish,Single,C,B,-5.468416473517289,D,D,1
F,None,Widowed,B,A,35.312386855761,D,B,1
Female,Other,Single,B,B,128.71937716024965,B,E,1
Male,Other,Single,D,E,88.60199835935958,A,E,0
Other,Christian,Widowed,B,E,91.04433136945372,B,B,1
M,Other,Married,C,D,87.66804274067394,B,D,0
Male,Buddhist,Married,D,E,8.396188273119304,E,A,1
Female,Hindu,Single,D,A,-2.883386297910744,E,B,1
Other,Jewish,Widowed,C,D,-21.27667843635823,E,C,1
M,None,Widowed,D,C,53.372667349380784,B,C,1
Male,Hindu,Widowed,A,A,131.84023236436263,D,C,1
Male,None,Divorced,B,C,3.2281797654430164,A,B,1
M,Jewish,Single,A,C,81.46476413140829,E,A,0
Other,Hindu,Married,D,D,-228.48769167396964,E,B,1
Male,None,Divorced,A,B,87.42496094474346,D,E,0
Non-binary,Christian,Single,C,B,42.70735013327972,D,E,1
F,Christian,Widowed,B,D,-37.36531213750101,E,B,1
M,Jewish,Married,D,C,23.505091991803468,D,A,0
M,None,Divorced,A,A,76.33366011084955,E,E,0
M,None,Single,C,E,87.1198401518658,A,D,1
F,Christian,Divorced,E,D,74.1821582856557,C,E,0
M,Buddhist,Widowed,C,A,33.98072210525726,D,C,1
Non-binary,Buddhist,Widowed,B,C,-181.40778848303947,C,E,1
Male,Christian,Divorced,B,D,-85.72180400476772,E,C,0
F,None,Divorced,D,A,18.92649449863271,C,B,0
Non-binary,None,Married,C,C,72.4681793182255,D,E,1
Other,Buddhist,Single,C,B,-98.32923617199583,B,A,1
Non-binary,Other,Widowed,C,C,-5.523516140114639,A,C,1
Male,Muslim,Divorced,C,D,105.33319652321944,D,C,1
Non-binary,None,Divorced,D,A,5.688788299011638,A,D,0
Other,Hindu,Divorced,C,C,101.47474935699925,D,B,0
M,Muslim,Married,E,B,-54.02896665893402,C,B,1
Other,Other,Married,B,A,208.49251557084213,E,C,0
Female,Hindu,Single,C,B,-172.67708454044566,A,A,0
Female,Hindu,Single,B,D,12.765732185976427,E,A,0
Other,Other,Divorced,C,C,101.9564204300037,E,D,1
Other,Christian,Married,C,A,-23.020409735912004,D,E,0
Other,Christian,Single,E,C,184.96843815661575,D,A,1
F,Hindu,Married,D,E,-19.07880135476695,B,C,1
F,Jewish,Married,D,E,15.396683908851172,C,D,0
Female,Buddhist,Married,D,A,23.817662734382107,B,A,0
Non-binary,Hindu,Widowed,C,A,-113.8449739231246,E,A,1
F,Christian,Widowed,C,C,-48.985349434656854,B,A,1
Male,Other,Widowed,C,A,20.673146705482097,A,A,1
F,None,Divorced,B,C,-36.40770147109358,B,B,0
Other,Hindu,Married,D,B,75.74848074515498,C,E,0
Female,Hindu,Single,C,B,115.57202934033974,E,D,1
F,Christian,Single,D,C,128.47480384210522,B,B,0
Non-binary,Hindu,Widowed,E,C,-39.33692085918203,D,B,1
Male,Jewish,Divorced,C,D,-191.92039535957784,B,C,0
F,None,Widowed,D,E,-31.555567118767602,E,D,0
F,Buddhist,Divorced,C,E,39.89553459512273,C,B,1
Male,Jewish,Single,E,B,-72.8612001705701,D,C,1
Male,Hindu,Single,B,D,2.955535531509588,E,B,1
M,Muslim,Single,C,E,-1.0246506695605633,E,B,1
M,Jewish,Single,E,D,17.98788698603394,E,E,0
Other,Christian,Widowed,E,C,-9.16497218801706,E,A,0
Male,Christian,Single,A,A,101.75328503779562,D,D,0
F,Buddhist,Married,B,A,-25.07520007168035,C,D,0
Non-binary,Jewish,Divorced,A,A,31.616224686324507,C,D,0
Other,Jewish,Widowed,D,C,-174.3986072123768,E,D,1
Other,Other,Widowed,E,B,6.461561202865465,E,D,0
M,Buddhist,Widowed,A,B,23.109532419701708,D,C,0
Other,Jewish,Divorced,D,E,209.77788650020344,A,D,0
Male,Jewish,Married,A,E,-122.31702067884902,D,C,0
Male,Muslim,Single,A,E,201.47956876234016,B,B,1
Male,Muslim,Married,E,B,-29.71553995171187,C,D,0
M,Jewish,Divorced,E,E,-29.00820792575071,B,D,1
Male,Christian,Single,A,D,164.9838806083955,E,B,0
F,Buddhist,Single,D,A,48.576595095935424,E,B,0
Female,Other,Married,C,B,-126.27307351896309,E,E,1
Male,Jewish,Divorced,B,D,-63.34479848662984,D,A,1
F,Hindu,Single,E,A,72.72568141119694,E,A,1
F,Muslim,Divorced,A,B,264.37597352887656,C,D,0
M,Christian,Single,E,C,96.45117072419815,B,E,0
F,Christian,Single,E,D,-96.58413588622803,E,D,0
Non-binary,Buddhist,Widowed,A,B,20.871186580519257,B,B,1
Non-binary,Buddhist,Widowed,C,C,16.010510931563612,D,D,1
F,Hindu,Widowed,B,D,-159.4690124146819,B,E,1
Male,Jewish,Single,C,D,-133.01244893737066,C,B,0
Other,Jewish,Single,C,A,166.13130397287472,A,E,1
Female,Hindu,Divorced,E,D,32.664748195936205,C,D,1
Female,Hindu,Divorced,E,A,21.189636260838633,E,D,0
Male,Jewish,Divorced,B,C,73.49076450623723,B,C,1
Female,Buddhist,Widowed,D,D,122.80942779540645,E,D,0
Non-binary,None,Single,D,C,-11.851077358422197,A,E,1
Non-binary,Other,Married,E,C,50.67783344948019,A,A,1
M,None,Single,B,B,-11.92280660508075,B,D,0
Female,Buddhist,Single,C,B,-81.3048989060993,A,A,0
M,None,Single,A,E,-105.76796394168026,D,B,0
M,Other,Married,E,C,153.3489938819734,E,A,0
Non-binary,None,Single,B,B,50.954824224991704,A,E,0
Non-binary,Christian,Single,A,E,-56.01479808235034,C,D,0
Female,Hindu,Single,B,C,-65.53185494025354,C,C,0
M,Muslim,Married,B,B,-53.129521202313526,E,E,1
Non-binary,Buddhist,Divorced,B,B,-139.32311654150269,D,D,1
Other,Jewish,Divorced,D,C,17.646478886297476,B,A,0
Female,Hindu,Single,B,D,-11.44946516719619,C,D,0
Male,None,Widowed,A,A,-141.00556584083103,C,B,1
F,Jewish,Divorced,E,C,-54.86906493402029,A,A,0
M,Buddhist,Divorced,C,E,154.80735988935677,C,B,1
F,None,Single,D,E,12.283895554889039,D,D,0
M,Christian,Widowed,D,E,-53.558981805254525,E,C,1
F,Other,Widowed,E,C,28.644712226044987,A,B,1
F,Christian,Married,B,D,141.12251642200235,D,D,0
F,Other,Single,C,C,18.246089106989984,D,B,1
F,Christian,Single,B,A,6.253883195745899,B,D,1
Other,Jewish,Married,A,A,-14.764131173154677,C,E,0
Male,Buddhist,Married,A,A,-146.4594256902131,E,A,1
Non-binary,Hindu,Divorced,E,D,-116.60955653527796,D,E,1
Other,Buddhist,Married,D,E,-48.11342383752029,C,E,1
Other,Jewish,Married,C,D,-32.1555542937653,A,C,0
Male,Jewish,Widowed,E,C,45.43622829768235,A,A,1
F,Hindu,Single,A,B,-106.2436942349672,B,E,1
Other,Jewish,Married,B,D,58.51381251856812,A,C,0
Other,None,Divorced,A,E,8.23367508722804,E,B,0
Non-binary,None,Married,A,C,-198.66307930793195,C,E,0
Non-binary,Hindu,Single,A,B,231.33921495615004,A,E,1
Male,Buddhist,Married,B,C,-26.209191350463822,B,B,1
Male,Buddhist,Divorced,B,A,-72.97222386104222,C,D,0
F,Jewish,Married,C,A,108.28585990869728,D,E,0
F,Buddhist,Married,B,C,59.20231436774019,C,E,1
Female,Hindu,Single,B,A,4.893705309893667,D,B,0
Male,Jewish,Married,B,B,-48.50236918430414,C,D,0
F,Jewish,Single,A,B,-46.082496665649096,E,C,0
Female,Muslim,Single,C,A,54.81969330914659,C,D,1
Other,Hindu,Widowed,D,D,132.76959549348078,D,D,0
Female,Other,Single,D,C,-24.793059120908794,C,B,1
F,None,Single,C,A,-243.11717263154327,D,E,1
M,Hindu,Widowed,A,B,134.43259086736495,C,E,0
Female,Christian,Married,A,A,181.90318780371885,B,E,1
F,None,Widowed,B,B,-86.1244951767822,A,B,0
Non-binary,Other,Divorced,B,D,86.35775138483832,A,A,1
F,None,Divorced,D,B,86.25119712264879,A,D,1
Other,Christian,Widowed,E,C,60.2253070279709,E,A,1
Non-binary,Jewish,Widowed,B,D,-124.08216944856483,B,A,0
Female,Buddhist,Widowed,B,C,-68.70000535585287,C,C,1
Female,Muslim,Divorced,A,D,35.42629209141716,E,D,0
Male,Muslim,Divorced,A,E,-86.88812165385498,E,E,1
F,Christian,Married,C,E,96.17018401012854,C,D,1
F,Christian,Single,A,E,-13.449660169186572,C,E,0
M,Christian,Married,D,B,66.51357496250361,C,B,0
Male,None,Single,B,D,17.74367279464628,D,B,0
Other,Buddhist,Divorced,A,E,175.08441276202905,E,D,1
Female,Muslim,Divorced,B,C,21.90386150771667,A,B,0
Non-binary,Buddhist,Widowed,B,C,11.151166689206772,E,E,1
Other,Buddhist,Divorced,E,A,82.23750942559533,B,D,0
F,Christian,Widowed,D,C,257.98752561770266,E,D,1
F,None,Divorced,B,D,-92.53888143057019,B,C,0
Female,Hindu,Divorced,C,B,55.347604688550724,A,E,1
Non-binary,Jewish,Single,D,B,-73.16463825297953,A,E,1
Male,Hindu,Single,D,C,66.9806408229275,D,A,0
Female,Christian,Married,C,C,-1.911678508454016,B,B,1
Male,Muslim,Divorced,B,B,148.69886204152306,C,C,0
Female,Christian,Single,D,B,39.78556203233738,E,D,0
Male,Buddhist,Widowed,D,C,-97.65584558045799,A,C,0
M,None,Widowed,C,D,-80.04144041910496,A,C,1
M,Other,Single,D,E,-103.8801438379404,C,D,1
Female,Buddhist,Married,B,B,-137.27421685985414,D,B,1
Female,Muslim,Single,A,A,-126.11411176501082,B,B,1
Non-binary,Christian,Married,D,D,166.41074854342483,D,E,0
M,Muslim,Married,A,E,99.4851664641643,B,D,0
Male,Christian,Widowed,A,A,-33.393679974198164,A,C,0
F,Buddhist,Married,C,C,83.49352078723781,C,A,0
F,Jewish,Divorced,A,E,105.7767259636653,C,A,1
Other,Buddhist,Single,B,A,149.8441719667689,B,A,1
Female,Muslim,Widowed,E,C,73.11839740987482,E,E,0
F,Hindu,Divorced,E,C,-89.1465077325323,C,C,1
Male,None,Married,B,E,59.33412927634525,D,E,1
Male,Buddhist,Divorced,C,A,-137.94272994687515,E,D,0
F,Other,Widowed,E,A,249.60669532599215,B,B,1
Other,None,Married,A,D,53.46381482956315,C,C,1
Non-binary,Other,Single,E,D,-152.67808612416184,D,E,0
Male,Buddhist,Divorced,E,A,-34.88446313897835,E,D,0
M,Muslim,Married,D,A,-64.98503541927612,C,D,1
Male,Christian,Divorced,D,D,42.51010437379142,C,C,1
Female,Buddhist,Divorced,E,D,19.018578372095167,B,D,1
M,Buddhist,Married,D,B,-47.59830125551245,E,B,0
Non-binary,Christian,Married,E,C,22.07067003461356,D,B,1
F,Buddhist,Single,B,A,-79.93597225498743,B,E,1
Male,Muslim,Divorced,A,A,-240.27973344125311,D,A,1
M,Buddhist,Single,A,E,-34.51057015705843,E,A,1
Non-binary,None,Widowed,C,E,45.36881672695874,C,E,0
Other,Other,Married,C,B,-10.79679784549978,D,D,1
Other,Muslim,Widowed,B,A,59.5368968627049,A,B,1
Non-binary,None,Married,A,E,116.9837856644375,E,B,0
F,Jewish,Widowed,D,D,112.88528295160494,B,B,1
M,Muslim,Married,A,A,-122.89242037262882,E,C,0
Female,Jewish,Divorced,B,B,51.9247078319412,C,B,1
Other,Hindu,Married,D,A,17.33709134568636,D,D,0
Other,Buddhist,Divorced,A,C,49.18607816408455,D,E,0
Female,Buddhist,Divorced,C,D,166.25113388887914,A,B,0
F,None,Widowed,D,A,-12.542002301862107,E,E,1
Other,Jewish,Divorced,D,D,11.735867512518821,D,A,0
F,Christian,Married,B,E,-43.68515196952084,C,C,0
Male,Jewish,Married,E,C,29.653659316982843,D,C,0
Male,Buddhist,Married,B,C,-27.43755065200132,E,D,1
Female,Hindu,Divorced,D,D,-38.80766957769012,B,D,1
M,Jewish,Single,D,E,30.555564875831955,C,B,1
Non-binary,Hindu,Married,A,D,-11.700040626093,B,A,0
Other,Muslim,Divorced,B,C,-122.9051626033613,A,D,1
Non-binary,Buddhist,Single,C,B,24.61718157348121,D,D,0
Non-binary,Buddhist,Widowed,E,C,-187.29839559749252,E,C,0
Male,None,Divorced,E,A,-133.32314406098382,C,C,0
Other,Jewish,Married,A,D,-63.565714355655324,B,B,1
F,Other,Widowed,A,A,-59.83986901919347,C,B,0
Male,Muslim,Widowed,C,C,140.29814878930708,D,B,0
Female,Muslim,Widowed,B,C,9.861900042898297,C,C,1
F,Christian,Single,D,B,-211.96834930639974,D,B,0
F,Buddhist,Divorced,D,D,127.94567278207711,D,A,0
Female,Other,Divorced,B,A,-116.45930518908958,A,B,1
M,Christian,Married,A,D,111.54750438044736,A,B,0
M,Buddhist,Married,A,C,-29.925337171141702,B,D,1
F,Buddhist,Widowed,C,C,-37.037042377056224,E,D,1
Non-binary,Other,Married,B,C,-6.6952045029043035,D,D,1
Female,None,Widowed,C,A,198.19952208752315,A,D,0
Male,Buddhist,Widowed,D,D,-28.922849334824136,E,C,0
Male,Other,Single,C,A,62.48184716593935,E,E,0
Other,Buddhist,Single,E,A,-53.7647304197735,E,E,0
Non-binary,None,Married,C,C,-77.30681155182478,E,D,1
Non-binary,None,Single,D,E,-132.734629395424,B,E,0
M,Hindu,Divorced,D,E,-88.97386509604523,D,A,0
Non-binary,Christian,Divorced,B,B,-15.066361286202348,B,B,1
Female,Christian,Widowed,E,E,11.42648868990924,C,C,1
M,Muslim,Single,D,D,-52.44884226821797,D,A,0
Female,Christian,Divorced,D,D,99.18914690053973,C,A,0
F,Christian,Single,A,D,-86.24771178018263,C,D,0
M,Hindu,Single,C,D,40.47463528414472,B,D,0
Other,Other,Divorced,C,C,-220.66947441534666,B,D,0
F,Muslim,Divorced,C,D,-47.3549983229657,A,D,0
Male,Buddhist,Single,D,C,209.78801297005774,E,C,0
Other,Hindu,Widowed,B,D,-42.9972373157483,B,C,0
Other,Buddhist,Married,E,D,60.72761486037579,B,A,0
Male,None,Single,C,D,-60.04450918570402,E,D,0
Other,Buddhist,Single,A,B,-80.17254041826891,D,B,1
M,Buddhist,Divorced,D,B,93.97955091297429,C,B,1
Male,Muslim,Widowed,E,A,120.52064258159866,B,E,0
Male,Muslim,Single,A,E,-98.96025086885092,E,E,1
Other,Buddhist,Married,C,C,-16.47553197432504,D,E,1
Other,Christian,Single,B,C,140.1995799042319,C,A,0
F,Buddhist,Divorced,B,D,-123.8353306781819,A,C,1
F,Hindu,Single,C,B,34.05295411359195,D,B,1
M,None,Married,C,A,-173.10781190091473,D,D,1
Male,Hindu,Married,D,E,24.1991376051386,D,C,1
M,Christian,Widowed,B,B,16.622186246557796,C,C,1
Female,Jewish,Widowed,C,C,63.658871507174595,A,C,0
Non-binary,Christian,Widowed,C,C,79.19224954442643,B,C,1
Other,Hindu,Married,C,D,114.66350469301574,A,C,0
Male,Other,Married,B,E,-22.384933920551763,B,E,1
F,Christian,Married,B,B,-186.18130094653344,A,E,1
M,Muslim,Married,A,C,-36.350485549332376,B,C,0
Female,Hindu,Single,C,E,-90.69986082105245,B,E,0
F,None,Divorced,E,D,-196.59433259134394,C,E,1
F,Buddhist,Single,C,A,15.81667880329414,C,A,1
F,Christian,Divorced,A,E,-61.65953522406299,E,A,0
F,Jewish,Single,E,A,57.44950946009483,A,E,0
Other,Buddhist,Widowed,C,D,-187.36642285392543,D,B,1
Non-binary,Hindu,Married,A,B,-2.2963410578620813,A,D,0
F,Jewish,Single,E,D,-92.87047754804657,D,B,0
Non-binary,None,Widowed,D,A,76.48326660145149,E,E,0
Other,Hindu,Single,D,C,-82.46861281024444,A,C,1
Female,Hindu,Married,E,A,-188.20792488667146,A,C,1
Female,Buddhist,Widowed,A,A,-29.679638669914173,D,C,1
Non-binary,Christian,Divorced,C,A,24.27967950874588,C,B,1
Non-binary,Christian,Divorced,B,B,-66.03190669498483,B,A,1
Non-binary,Other,Divorced,D,B,-2.3267111714140243,A,E,1
Male,Other,Single,E,C,-100.33249780075253,E,E,0
M,Christian,Single,A,C,-11.304270079917565,E,E,1
F,Christian,Married,B,E,121.61895638884614,D,C,0
F,Christian,Divorced,B,C,-117.84919822684724,C,A,0
Male,Other,Married,B,D,-55.56267021556792,C,E,0
F,Other,Divorced,B,C,114.58633959132824,C,E,1
Non-binary,Muslim,Widowed,A,A,-147.9303774812818,B,C,1
Male,Other,Divorced,C,B,202.77116472596882,B,D,0
Female,Buddhist,Married,C,E,-16.017923372083445,D,E,1
M,None,Divorced,C,B,-1.211702777940487,C,A,1
F,Buddhist,Widowed,A,B,-154.20919254390486,B,D,0
Other,Hindu,Widowed,E,B,-24.393065705076005,E,C,0
F,None,Widowed,C,E,271.62250613943127,E,B,0
M,Hindu,Divorced,B,E,-55.419126606483424,E,D,0
Other,Buddhist,Widowed,E,B,-11.48694437339918,D,D,1
Female,None,Widowed,C,D,-103.41905020423803,D,A,1
Male,Jewish,Single,B,E,82.85414639550719,B,D,0
Male,Hindu,Widowed,B,D,-47.88420271578156,D,C,0
M,Buddhist,Married,C,C,6.161498070559954,C,A,0
Male,None,Married,E,B,26.631592229938324,D,C,0
Female,Christian,Single,D,A,-8.414373728055292,D,A,0
Male,Muslim,Divorced,C,E,-1.3499003827942708,D,E,1
Other,Muslim,Widowed,D,C,74.21531401572734,A,D,0
M,Jewish,Widowed,A,C,169.82615327357604,B,B,1
Non-binary,Buddhist,Divorced,D,B,-59.6986514157509,C,C,0
Male,Muslim,Widowed,C,B,-14.617103567541246,A,B,0
F,Hindu,Widowed,D,A,108.00427509622715,D,D,0
Female,Muslim,Divorced,E,C,126.94330127700854,B,B,1
Non-binary,Christian,Widowed,A,B,96.46464591971609,E,E,0
M,Other,Single,E,E,11.220402558858842,A,C,1
Other,Other,Widowed,A,E,98.68129641047891,A,D,0
Male,None,Married,D,E,-206.70799198099635,C,C,0
F,Jewish,Married,D,A,-155.20343412216153,E,E,0
Female,Other,Divorced,C,E,133.64537083121994,A,E,0
F,None,Single,A,E,-110.47509231272703,B,C,0
Non-binary,Hindu,Single,B,C,-174.73568729877476,E,E,1
M,Other,Single,E,D,111.0404201495909,B,E,0
Non-binary,Hindu,Single,C,D,-66.19105942755954,A,C,0
Female,Christian,Widowed,B,B,178.64066738651204,A,E,0
Female,None,Widowed,A,C,31.925991993841528,C,E,0
Other,Christian,Widowed,A,D,-78.75993590033539,B,D,1
F,Buddhist,Divorced,E,D,14.278029417219095,E,E,0
M,Muslim,Divorced,C,C,19.474150306666786,A,B,1
M,None,Divorced,D,E,-76.92341066679482,C,D,0
F,Muslim,Widowed,D,C,-154.23074037848016,C,B,1
M,Hindu,Divorced,B,A,30.22046064972523,E,D,1
Female,Jewish,Married,D,D,-18.88413093790164,D,A,0
F,Other,Widowed,C,A,-116.01816977011978,D,C,1
F,Other,Single,D,E,17.462651187556535,B,D,0
Female,Muslim,Widowed,E,B,26.69463311817047,A,D,0
M,None,Widowed,B,C,44.64168482391733,B,D,0
Other,Buddhist,Widowed,C,C,-2.790345955883976,A,A,0
Non-binary,Other,Married,A,E,-145.547739561187,C,C,1
Male,Buddhist,Widowed,A,C,118.0210946368824,E,A,0
Male,Christian,Married,C,B,-27.97881439131026,C,E,1
Non-binary,Other,Widowed,A,E,4.227011313644372,B,B,1
Female,Other,Widowed,C,E,-40.60676388270506,E,B,0
Female,Buddhist,Single,D,B,75.18615276858324,A,B,1
M,Other,Married,B,B,43.03556874998333,C,C,0
Other,Christian,Married,A,B,140.5454938001933,C,B,1
Other,Jewish,Single,C,C,7.550961156205125,C,D,0
Male,Hindu,Widowed,B,D,61.738337004509624,C,C,1
Female,Muslim,Married,B,B,38.6040501015833,A,A,1
M,Other,Single,B,B,-149.80249613241122,D,D,1
Male,Muslim,Single,E,B,-97.7009896589386,B,C,0
Other,Hindu,Single,B,E,161.56656690174435,A,C,1
Other,Muslim,Divorced,D,C,-112.30432620948305,D,E,0
M,Muslim,Married,C,C,2.7623940408744883,D,E,1
M,Muslim,Married,D,D,-20.88344792579484,E,E,0
Other,None,Widowed,C,C,49.3591783668771,C,A,0
Female,Christian,Widowed,B,D,-38.40497710629351,C,B,1
Other,Buddhist,Divorced,E,B,-16.50013025192207,A,B,0
F,Jewish,Married,A,E,-89.06490842438708,D,B,1
F,None,Widowed,A,C,64.12106968808195,C,A,0
Female,None,Married,A,C,-43.48981527048955,C,C,1
Other,Hindu,Widowed,D,B,89.34010244483505,D,C,1
Female,Buddhist,Single,B,D,-77.49798450912319,C,B,0
Other,Muslim,Married,C,B,80.92377906112858,A,A,0
F,Muslim,Married,A,C,-24.80395102476163,B,A,0
M,Hindu,Single,A,D,87.8628017769733,D,C,0
M,None,Married,B,B,110.89936948864593,A,C,1
Other,Christian,Single,A,C,-113.13729669685402,E,C,1
Other,Jewish,Married,B,C,-32.82090089596619,A,A,1
Male,None,Divorced,A,B,140.5907231971982,A,E,1
Non-binary,Jewish,Divorced,E,C,31.477586851879668,E,B,1
Male,Christian,Married,C,A,178.3633685627958,C,E,1
Male,None,Married,D,E,-12.076313557483397,C,E,1
F,Other,Single,B,C,-105.34181912801954,B,B,0
Non-binary,None,Divorced,E,E,-105.61023406361801,E,B,0
Non-binary,None,Divorced,A,D,-13.296125991455321,A,E,1
Male,Christian,Divorced,A,D,9.778569093051672,D,E,0
Non-binary,None,Single,C,E,77.11720072793963,A,C,1
Female,Muslim,Married,B,D,-127.36155793434376,D,B,0
