Gender,AgeGroup,country,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Other,51-65,US,Non-Veteran,E,B,D,-19.544597404613764,-60.352829452522094,10.855374390114727,D,E,E,-58.9396044184267,-67.51489500802525,1
F,65+,Mexico,Non-Veteran,A,C,C,-179.0010283918706,15.105717609365449,-7.674641108978538,E,E,C,-33.21025358594249,204.00070139183703,0
Non-binary,26-35,Other,No,D,B,D,-0.8450654060071255,-170.84905019679644,65.52589808770955,E,B,C,22.252138672502596,83.22748225341967,1
F,36-50,Mexico,No,E,C,E,8.873251573495661,-8.001049247414803,32.126231257711396,D,A,B,-2.0973946867167284,-12.736019259158796,0
F,18-25,Brazil,Non-Veteran,B,D,E,-101.08576807973999,-49.953394076246546,-104.99303549310508,B,B,E,154.261858831732,-125.93563582627709,0
F,51-65,Germany,Veteran,B,E,D,17.784797652961405,8.53788251857556,-141.88699587825235,D,B,C,57.125528378107305,-183.9443724598556,0
Female,18-25,UK,No,E,D,C,-116.62029703154442,145.8245980454052,-86.01286151567285,D,E,D,-69.17476880020236,14.013266916497438,1
Other,18-25,Mexico,Yes,A,C,C,-57.501256271902804,-25.713588580871644,-55.02258331818379,B,E,D,-237.80347463344285,189.74842414779164,0
Non-binary,26-35,Germany,Non-Veteran,A,E,E,283.77840346624413,-136.82705164584127,-93.8831310961109,E,E,A,-82.11342653144214,-76.77803303782048,0
M,18-25,US,Non-Veteran,E,D,A,91.82262795440866,-61.13787089771132,121.15813635891095,B,C,C,-78.35589528961337,-115.12792979859958,0
F,65+,Mexico,Non-Veteran,C,D,D,-1.349208261999303,96.01087437362752,-4.677158004883057,C,E,D,-67.64577916119961,31.703371351378724,0
F,26-35,UK,Non-Veteran,B,E,B,30.3392999568847,-102.03084358688237,-102.796938670432,A,C,E,57.44991710770043,31.93528161268391,1
M,65+,UK,No,B,B,A,-36.50386119650199,-62.39510077699054,-27.782567179342376,A,E,A,31.13015783370986,201.55473311543724,0
Non-binary,26-35,Other,Non-Veteran,D,E,D,-25.52422734861517,-115.38822470188079,118.79587098481925,C,A,C,-69.97353777831586,-182.55956791869724,1
F,36-50,Mexico,Veteran,D,B,E,83.70095805620265,64.39740528570813,55.80420240467793,E,B,B,-31.270509815061565,118.99260586174145,1
M,51-65,Other,No,C,B,B,-297.3927189974648,63.446779301759506,127.9247985787927,A,D,B,-41.31799838160373,23.665968061092514,0
Non-binary,65+,Mexico,Non-Veteran,B,E,B,-162.80630719303804,3.395587321878985,-11.407252511309217,E,E,D,36.793817537530074,-63.20041559973336,0
M,51-65,Mexico,Yes,C,C,E,117.87554715786376,106.02560606798129,25.552686199652864,D,B,D,-27.18718017117263,-128.69432386346074,0
Non-binary,51-65,Germany,No,B,A,E,69.6009579106867,48.92123527810652,-24.264377479781825,B,C,B,-60.614288403702545,-2.9750983490889906,1
Male,26-35,Brazil,Yes,E,E,A,82.60836401448603,-50.205907730776765,-72.99166807640253,B,B,E,-29.496285848708677,26.10556984157283,0
M,36-50,China,No,E,E,B,-61.16136995320412,-67.10089241014707,-66.30571597307271,A,E,B,299.5583823349521,-102.74303727392804,0
Female,65+,Brazil,Non-Veteran,C,E,D,-53.66776222024862,131.61045384928482,8.317891548065804,B,C,A,26.42865773726716,-56.31955126941905,0
Other,26-35,Germany,Veteran,E,C,E,-22.324621622413623,-18.923990919501865,-83.36392815632561,E,E,D,-47.85071262636549,-79.84432794420535,1
Female,51-65,Brazil,Yes,A,B,E,31.489452030177755,54.05831219962622,-120.23352130164793,D,C,C,115.1449749348864,-109.10791220163605,0
Male,51-65,US,Yes,C,A,D,152.16427125874108,-3.971661794431057,113.5676216125934,A,A,C,17.345433707127476,-205.66230613698733,1
Male,65+,Germany,Veteran,E,E,A,71.02018401058393,136.7667883540957,14.189134168457398,D,E,C,-22.642210924809245,45.4646411314628,1
M,51-65,Brazil,No,C,B,D,-47.39209054441176,3.0970265679855293,-6.548566181084194,D,A,D,123.57549365775048,120.73980398299986,1
M,65+,UK,Non-Veteran,C,C,A,-25.284794328819505,-60.82489530467512,-64.72127049834184,D,E,D,-46.732670469082905,30.35729791484344,0
F,51-65,US,Yes,C,C,D,-63.530716147656705,234.0563405030809,56.79493281520214,A,C,A,-168.1747321796121,-18.135111993214135,0
Other,36-50,US,Yes,D,C,E,3.284401095694664,-41.00903403135326,196.54514992634577,E,E,D,-61.6954842931181,-115.5692949627701,1
Other,36-50,Other,Non-Veteran,A,D,A,92.11264807027942,-20.385216620557713,-11.348380118721384,E,E,B,134.8167721888483,130.81470982507906,0
Male,18-25,China,Veteran,A,C,C,-15.461006497010699,-225.1725155722814,24.687304933687724,D,A,E,130.6524748060257,11.918396621596036,0
Female,36-50,Brazil,Yes,B,D,C,-51.23482174977073,31.291148208253478,-57.40430535882256,A,A,D,-30.655799887777157,-6.737580600921913,1
M,36-50,UK,Veteran,C,E,D,-188.26194008662438,-79.73860088806084,-79.35914401358089,E,C,A,-30.274334631330557,-173.93417885451575,1
Other,51-65,Brazil,Yes,E,E,B,73.93896803415652,-11.881212789727122,84.88953952014387,C,D,C,-30.032637585127976,9.87913552221983,0
F,65+,Brazil,Yes,C,D,B,86.41977908099113,13.641781731654131,-127.24756357351193,C,E,D,-67.56391905313359,33.68528002889917,0
Non-binary,36-50,China,Veteran,E,B,A,1.8750193055860298,-76.40838081200864,-81.1111018442421,C,B,E,28.407524110993887,15.290001379956916,0
Non-binary,18-25,Brazil,No,E,D,C,-38.51842340975494,-144.1650484635702,8.144127145102695,E,A,C,-68.75127732205335,0.7398019902666434,1
M,18-25,Mexico,Veteran,A,B,B,79.48155746149398,58.732227063781174,-15.939375541101228,A,A,E,115.38812716225829,-113.19750754924058,0
Male,51-65,China,Non-Veteran,C,B,B,-55.48040222462326,48.09129043880229,-173.98302656427282,B,B,D,-81.95506363036613,-31.198104443047875,0
M,51-65,Brazil,Veteran,B,A,C,161.9661947722016,-161.5878664204086,80.53360219173662,D,E,E,-50.430382716030074,134.6626404054363,0
Non-binary,51-65,Germany,Yes,E,B,A,75.03051714197817,-63.69035751671282,-109.6952738320881,A,E,C,141.76331718873772,-141.57363461100684,0
Non-binary,26-35,China,Non-Veteran,E,E,A,154.02717763229847,76.40222560062092,16.620748394292185,C,A,C,46.07141846942272,-119.99724315004967,0
Other,18-25,UK,Non-Veteran,D,A,C,19.579725290785195,6.990462971653557,-95.12746122494043,E,D,D,-134.95557118060813,73.02748427350446,1
M,51-65,Germany,Veteran,D,D,E,-17.657902028066744,139.421413122583,82.77342558968826,C,C,B,40.18631525389189,20.27438127896995,1
Other,65+,UK,No,C,E,E,42.041729711516815,-95.41133638315836,-8.985342637543349,B,B,B,174.55211126029434,32.776284690039645,0
Male,18-25,UK,Yes,C,B,B,-21.363142202706296,119.28481920205117,62.95188831312376,B,E,C,12.631581339152376,-6.6877045589256205,1
M,65+,Other,Non-Veteran,A,E,A,73.75012277914989,-100.17404952081073,-70.00686406527537,C,A,B,129.79932506704122,-108.10955727778675,1
Female,36-50,China,Yes,D,D,C,10.49435566663495,-58.43622221555038,11.776231948775147,C,A,E,123.81883888001543,-46.01999721580544,0
Non-binary,36-50,Brazil,Yes,E,D,C,230.82201626406265,-79.72179975014872,44.62920722376833,A,E,E,-102.08357507548473,24.59674615325595,1
Male,36-50,Germany,Yes,B,E,E,-194.0155467804112,-83.71449230650543,28.721805656449007,A,C,C,-49.753588736869716,216.5783270129768,1
Male,26-35,India,Yes,E,D,C,59.3239283704063,141.389387770309,-47.10941616532154,B,A,A,0.589744750732476,61.13405010370607,0
M,18-25,China,Yes,A,E,D,-106.9280052910647,83.0642472154056,-2.0875922639453828,E,B,B,-28.223190743180993,-127.42919980216294,1
M,65+,US,Veteran,A,A,E,-47.92724899084918,-18.214080684848465,6.5936340773052455,D,B,D,-179.5372895424175,-164.8811364852965,1
F,65+,Mexico,Veteran,C,D,C,-4.246239901619667,51.95416566315523,-71.4713735732609,A,C,E,-159.02756953015123,11.788044804051255,1
Male,36-50,India,No,E,D,D,91.6327172321577,50.42459915663466,-149.41549844921326,C,E,A,-51.67196931914303,8.96612999784186,0
Female,36-50,Mexico,Non-Veteran,B,B,A,17.044623430622217,1.1194175023038841,-16.651769269404806,C,B,E,-49.99088862583875,77.1539360324063,1
Non-binary,36-50,China,Yes,C,E,E,97.6334283043381,2.964565638487217,54.88156656433749,D,B,C,-103.98053415998658,-238.37423259385443,0
Non-binary,26-35,Brazil,Yes,A,B,D,89.36896473755904,7.967835697660611,-88.44528360252323,C,B,B,-189.48774437550412,15.27257425667047,1
F,26-35,Mexico,No,E,E,B,-101.79877564966213,-94.51326969592078,-90.38407762226137,C,C,A,135.22550922211187,-106.33720673503181,1
Other,18-25,China,Veteran,B,A,C,122.65883863211245,15.77990111509763,108.53934053894196,E,D,A,-154.14601766873412,61.18772639266691,1
F,18-25,Mexico,No,D,B,E,151.98337996289152,156.07745705157942,127.08166266135079,B,E,D,-18.04842316505909,-66.63602950291516,0
Other,65+,US,Veteran,B,E,B,6.581973830929398,54.8597591799798,-97.77710322229079,E,D,D,91.8708917731978,81.90307703510203,1
Other,65+,China,Veteran,C,E,C,-176.1716137332466,96.40665521216698,-9.698029203695473,B,D,A,45.96094162014036,63.622995577156246,1
Other,65+,Mexico,Veteran,D,C,C,-28.311282829893287,-132.88904753975203,-9.176750159453292,B,A,E,133.50459890240847,126.15105465185026,1
Other,65+,Brazil,Non-Veteran,B,E,A,-116.38166586635015,-17.708869417725527,-62.72879265089959,D,D,C,-14.748775773660508,-15.637913066342485,0
M,18-25,UK,Veteran,B,A,C,90.96263622175171,10.682388161070921,-118.64067345517242,B,C,B,-48.58130984159757,73.92979816360577,1
M,65+,Other,Non-Veteran,C,B,B,121.32630997764709,-157.15830158102136,56.466181772612025,D,A,A,145.5668907376724,2.4930534925199,1
Male,51-65,UK,No,C,C,B,-223.75077493118138,135.8702791865538,30.394512536094208,D,E,D,-57.97939548300188,114.52692521960984,0
Female,36-50,Other,Non-Veteran,A,C,A,-44.10177926041508,-114.88063408250643,37.401264447126955,E,B,E,-25.6958780607003,-146.20618311895336,0
Other,26-35,China,No,D,D,C,119.69778692323897,-63.13769567907648,66.41914470558102,E,E,D,-109.70697354690815,-58.225521078308596,0
Other,18-25,Brazil,Yes,A,B,E,-103.7259078414422,-74.22701245377802,-41.785289107670444,D,B,C,-112.16142382076993,25.107781489306007,1
M,51-65,China,Yes,B,B,E,18.921809068495424,-46.83875204639524,1.2882070193788235,E,D,D,64.50549962480173,-36.848139467288895,0
Female,51-65,China,Yes,A,B,A,-117.28197923508503,25.85208861019218,-45.98708826743227,B,C,E,44.976465777148164,27.898659721100756,1
Male,26-35,China,Veteran,E,A,A,65.52138035657906,-96.46481736697675,115.02612721121628,A,C,D,-70.38135490001652,62.67990425755746,1
F,65+,Brazil,Yes,C,B,C,111.33802109024118,88.36624982876904,-133.25938473459223,A,E,B,-85.68173638696976,111.5240886603934,1
M,36-50,Mexico,Veteran,C,A,B,245.21159705399157,12.699709224417735,-93.56433872561574,C,C,D,80.73284725118259,-84.94076783787276,1
Male,51-65,US,No,D,E,B,104.73727125271135,28.983058218449138,99.70264534669569,A,D,A,-128.37853047450463,-19.91972494676594,1
Male,51-65,Germany,Non-Veteran,A,C,E,-66.53779060918261,133.45357103086016,59.81782058541395,A,E,C,-78.87564879285115,43.01890192891123,1
Male,18-25,India,Non-Veteran,C,E,C,164.10106804816272,4.355734580842396,-111.16702783335998,E,B,C,-47.86314900516311,-61.849973675097914,0
Male,36-50,UK,Non-Veteran,B,E,E,5.1743099152795455,141.12370778093,-271.66118358477945,B,C,C,47.09479580026082,-1.0105148462754037,1
F,65+,India,No,C,A,D,81.32969503594772,-32.64136237638203,-118.03423193310773,B,B,A,9.135245664121,-43.461837079968014,0
Female,26-35,Brazil,Yes,E,C,B,-80.78092001808565,135.1937231075171,-111.58547804058773,D,C,D,79.40033062416668,63.313597852171135,1
Male,18-25,Mexico,Veteran,A,A,E,202.0441223196635,-86.08788804595298,-3.3659417745638844,D,A,A,72.80275749497169,-66.98859676974938,1
Other,51-65,India,Yes,A,A,E,66.86032855486762,-54.73234661242745,-90.46025312206812,B,A,B,44.78316165823405,175.8027677320907,1
Non-binary,51-65,China,No,D,A,E,47.09264385075469,59.28279435131962,-40.56363007123,B,E,A,-79.75922955098093,-109.83522718419624,1
Female,26-35,Brazil,Veteran,E,E,C,122.88927634661724,-79.98345294014435,152.9117852192011,E,E,A,-132.74881543392,-25.309942036498295,1
Female,36-50,China,No,B,B,E,-51.30770270937407,-79.56536730826333,14.479752109987878,B,C,B,-115.00015984227684,-22.350809552341268,1
Other,18-25,UK,Non-Veteran,A,C,E,-32.45289695131277,10.627000353379005,38.432997927003484,C,A,B,-96.19136516313668,4.411875420198862,1
Female,36-50,US,Veteran,B,A,A,186.02455627831128,-39.52856852602157,158.4965718401072,C,B,A,-176.63905111540203,-54.991004684510344,1
Other,18-25,India,Non-Veteran,D,D,D,-57.26929560196415,242.90255897331323,-183.36151689943233,E,B,A,179.0386455896967,78.01051037771116,1
Male,18-25,Mexico,Yes,E,C,A,59.224014412241466,235.3226381789393,114.35942145683491,E,B,B,-132.00496874280304,71.25815295555128,1
Female,65+,UK,Non-Veteran,A,C,B,-50.51976030185661,-203.77778073157137,44.27578883959637,B,B,E,104.66937453381722,1.8609029347546557,1
F,26-35,Brazil,Non-Veteran,C,A,B,126.78288211537563,-52.60041330556009,29.569079697395388,B,A,D,126.76592364770072,-35.82431269852082,0
Non-binary,51-65,India,No,C,B,E,-14.449023875455941,-193.80157343753822,-71.59088506170069,C,A,B,34.53945110154199,265.98795675525776,1
Other,36-50,Other,Veteran,D,D,C,-14.43693429907498,26.709515723497844,95.15731478894986,A,D,C,135.19011619891944,-80.54510623010877,1
Non-binary,18-25,Brazil,Veteran,B,E,A,79.29316104268841,-103.99541509202861,-34.67660278252702,A,B,C,-62.855961928234194,105.36497134213883,1
Male,18-25,US,No,A,C,D,2.6325176651169753,59.44454436078828,46.42989023966398,B,B,D,70.11837392362747,54.49612908552853,0
Male,36-50,China,Yes,A,D,D,-327.9864171789751,-15.451549937288606,70.9271811969786,B,B,C,-74.45732623142536,-29.405649294155857,1
Male,18-25,China,Non-Veteran,B,B,C,-213.6321207179342,23.723788152969743,-6.75177579099112,B,B,E,-27.81848143735564,-43.25913487727704,0
M,36-50,Germany,Non-Veteran,D,B,E,14.263154012243048,-30.7394267322993,-168.472861799692,B,B,C,-130.35159319938495,-147.2843382806025,0
Other,51-65,Other,Non-Veteran,D,A,C,-54.813979966760165,-22.398075318260034,-61.02757000635457,B,A,B,-30.336357065401476,-31.850385171348922,1
Female,51-65,India,No,C,A,E,-95.09498040762165,-163.5399948682361,157.1755435149101,B,B,E,18.648933185448396,-40.75151980427862,0
Other,18-25,US,Non-Veteran,E,D,A,2.929658753384052,-162.8913356580074,-94.31907079174222,C,B,A,-30.42774497751528,10.32668799993764,0
Female,36-50,Brazil,Veteran,C,A,B,40.85136354033391,101.00609519866852,119.8535137185998,A,D,E,62.67551022363599,143.01170762205444,1
Female,51-65,Germany,Yes,B,C,D,51.130971913012104,-67.04213682663053,-71.87001760485765,D,B,D,-41.742341934940555,53.011465709940985,0
Non-binary,65+,Mexico,Non-Veteran,E,E,B,-36.499067105246056,-155.18628480632847,-19.055557025544115,E,D,B,-32.255584847976984,-142.18043799088647,0
M,65+,Mexico,Non-Veteran,D,B,B,-11.632768307081099,-64.65979513769867,-137.57257407663798,B,B,E,154.70436559482584,-58.0541862759119,0
Female,26-35,UK,Veteran,E,C,C,228.99464668703214,-53.762413788879684,-18.473123475273063,E,B,D,-101.23580254942246,38.144318535014534,0
F,65+,Mexico,Non-Veteran,C,D,D,-1.4639426877887327,71.1577985859921,-326.19022990565736,E,D,B,-74.74832515150257,97.27713823697732,1
M,36-50,US,Veteran,C,E,A,46.87333703015691,-66.2035868335309,20.57049118843627,B,C,E,-100.44187846187506,79.86238151744067,0
M,65+,India,No,E,B,C,-62.08744870217369,120.29668549423833,-15.079330748908246,E,B,B,9.597887594906906,-11.384785710940902,0
Male,65+,Mexico,Veteran,A,A,A,-240.12636278035617,58.61896810543301,136.35457934930676,C,C,A,-30.406145790796014,188.98265753367596,0
F,18-25,Other,Yes,A,D,C,-48.8261773612297,86.65328715774689,-102.2322989858143,A,C,E,-32.08431702576494,-52.042149234860766,1
Non-binary,36-50,Germany,Veteran,B,A,D,-61.716589929621854,19.20524525062447,-29.354718308636052,D,A,B,76.57922588781908,69.0272691270354,1
F,36-50,US,Yes,A,E,E,-53.970962517580304,106.00821639504386,101.15973178068384,D,E,B,3.4549357503374094,25.684295852525192,0
Non-binary,26-35,Germany,Non-Veteran,D,E,C,-88.1152948327229,-65.32325160031363,84.37078278668977,E,B,D,-118.83045215223208,-70.54752034595104,0
Other,36-50,UK,Veteran,E,D,D,-69.80823463318599,55.701211359508626,-108.16242964294582,D,D,C,53.005653874680206,54.48703199508268,1
Male,26-35,Germany,Veteran,A,D,A,-7.322346875495829,217.51207370293736,-111.0702440452803,A,B,A,-67.43935894423188,89.6864087360136,1
Male,18-25,Mexico,Non-Veteran,D,D,D,22.977618219357808,74.0330215946761,-35.396361271728196,D,D,E,-145.37860660308024,-141.21353463538438,0
Non-binary,26-35,India,No,D,C,A,-170.14593847759713,-150.02320006081553,-30.33704817865771,A,E,B,182.2609895913213,18.276008522209086,0
F,18-25,Other,Non-Veteran,E,A,C,-52.05484814013728,-45.50055923805873,-58.049299032898084,C,E,D,-38.34353733360731,-112.52758746817261,0
M,51-65,US,Non-Veteran,B,C,A,227.8346193756321,-36.96964612930722,-7.840909565088151,A,B,B,24.00135413856376,250.28440802387166,0
Male,36-50,Brazil,No,E,A,B,-22.585332732809366,62.43067565247278,80.5911255215106,B,A,B,-181.45069842096837,179.44908158595138,1
F,18-25,India,Yes,D,A,B,5.880075928285905,-12.139005504162412,38.63241400116986,E,E,A,-78.29640568097342,-83.21265964264859,1
Male,65+,China,Non-Veteran,A,E,D,41.21009431254395,-5.3856048158987,136.90633766261254,C,D,A,87.53775920404273,-57.72857019316741,0
Other,36-50,US,Veteran,A,B,A,17.615053970633728,52.072491751589375,-104.38636034067787,C,E,A,-96.14047084343832,-82.34497268276954,1
Female,65+,Mexico,Veteran,C,E,E,-66.18010830009136,-17.561000661463723,-92.08272293720542,B,B,C,-35.132313438854865,53.37727217721984,0
Male,36-50,China,Veteran,D,E,B,-5.511515759718222,-57.171656618217284,-90.94312281931613,E,B,E,-106.77511311329908,-17.189823929479743,1
Other,65+,China,Non-Veteran,D,B,A,-59.95262541430759,128.21341468966222,-21.697367013686396,B,E,D,89.25797399583136,193.10736903863324,0
M,65+,Germany,No,D,D,E,14.684761424048725,-95.47801863456637,-69.51211374899454,D,C,A,-68.22500464072372,-95.58862766364634,0
Other,51-65,Germany,Veteran,A,C,A,152.07078475614733,-67.84340129015047,44.83275823460394,D,A,E,162.31002034392074,98.0646905962511,0
Female,26-35,Other,Yes,D,A,B,52.306169430971636,37.56374291862864,114.10611847240885,B,E,A,87.7903255833562,28.313474321358544,0
Other,26-35,China,Yes,B,B,C,-197.09134335571724,28.721407251823493,-38.06862315672907,B,C,C,157.80700514582955,43.899521038689535,1
Male,36-50,Mexico,No,D,E,A,84.42779371679427,-31.166298607640456,-91.66832985967596,C,B,C,42.669929884703414,148.21277466739974,1
Other,51-65,Other,Non-Veteran,B,C,C,68.70719656747377,-211.5530126267744,-193.0269999503394,D,C,E,14.603296530813504,-259.8949468542774,0
M,65+,Brazil,No,B,A,A,35.10922450970535,-31.659498735839907,111.46970096293158,D,C,B,-90.9529663995719,-63.95470578618265,1
F,51-65,US,No,E,B,E,152.80570582246423,-86.84523089408984,-129.48838291992084,D,C,C,184.4646315804294,-23.964871072254102,1
M,18-25,Brazil,Veteran,B,A,B,-141.81841838692358,79.50837294135592,-17.20554770426699,B,A,A,-58.408481440335166,21.962984834252385,0
Other,65+,Mexico,Yes,A,B,E,93.04788444797035,-72.056813442634,6.5094700002915316,C,C,B,-129.40996654992364,34.65628848223648,1
Female,36-50,Brazil,Non-Veteran,C,B,A,30.151222663184225,43.664582042983895,145.46403019732028,C,E,D,-60.476854683032656,58.6212740252696,0
F,26-35,UK,No,C,E,C,-40.274325873062175,86.64636929096575,26.595708216664253,A,A,A,196.5548921189983,69.02035419068652,0
Female,26-35,Germany,Non-Veteran,C,E,A,100.56422983669506,-43.10735851681791,117.3909441526056,A,D,E,-251.47622384540747,180.87671774981376,0
M,26-35,Brazil,Non-Veteran,D,A,D,124.1437208544227,86.80133500810645,-45.35185284278266,C,C,B,-125.93421045719657,81.02764925012606,0
F,51-65,Other,No,E,D,C,63.07831536345476,153.63107503324588,5.063924137997039,E,D,A,4.127738116574372,-73.14593958028728,0
F,51-65,US,Non-Veteran,A,D,C,-50.29691687276473,-31.88708002850531,-131.9103075846923,A,B,D,-35.884107901451436,256.239481598051,1
Female,65+,Germany,Non-Veteran,E,A,E,26.500256451555583,-25.958142186584055,-65.76543968922202,D,A,E,-13.837068510429518,-75.23509521747566,0
