race,religion,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Hispanic,Hindu,Both,E,-19.063372886012292,B,E,E,-77.20429886438174,39.94272818172502,-30.187458774104766,E,-76.44951117018442,A,B,185.47559121359106,A,-161.5833431376787,-141.06495379847198,0
African American,Hindu,Both,D,120.92760246343582,D,D,A,41.77670849430183,-17.145968365572216,-112.0342712923697,C,86.8331765575909,E,C,-39.3798774637753,D,-16.62763358277263,-29.648948134974614,0
Other,Muslim,None,E,-88.18067956667866,B,B,A,48.13609703280111,146.39439998088585,-135.56007260055253,E,-103.44482044345871,A,C,181.6039420797445,A,-66.99834309870737,-111.88382148351432,0
White,Jewish,Both,B,-138.45006544547863,D,D,E,-17.358091490540797,83.82025093799051,98.01896331616405,D,-38.058664372217414,D,A,-109.76218851559439,C,-95.20380567954722,-65.53610940583961,0
Other,Other,No,D,4.096883125472693,A,E,D,-143.86113838189422,130.78591513601103,206.93354020667428,C,-6.381415591076496,B,E,8.324584140161647,D,35.89146938766029,160.96894559516403,1
Black,Other,Physical,D,52.10542260262916,E,D,C,52.088867617301574,72.41563232858836,-50.119202194655585,A,-52.37266652016335,D,E,-35.56533657682145,B,-108.12242683429109,-0.5582685472571944,0
Black,Hindu,Mental,D,-110.11723677628223,C,B,E,3.377268481310282,-21.657041662000612,63.09344407720202,D,112.58538245172475,E,B,26.691047202841776,C,-0.8741062134025331,26.86006859478705,1
Other,Hindu,None,A,-117.57686261758455,C,E,E,8.660209171469429,65.85287660991509,-103.15458754087501,E,35.83068528721876,E,C,128.889389167974,A,51.497344830799385,98.64519211188697,1
White,Buddhist,Physical,C,20.58059004155836,E,E,E,77.29145408243268,-305.80029114827096,-51.359783124290125,E,-67.83612349108361,C,E,-89.51785711135541,B,0.800723036565241,-197.12743162179297,1
Other,Buddhist,Yes,D,42.98733361637835,D,E,D,-187.8020638712938,20.214450896478954,45.277505671596856,E,-41.60113745087238,D,E,-94.72023709934574,D,125.20298257935471,-191.3143014370521,0
Other,Muslim,Both,E,-155.02173803907033,C,D,D,-58.93417788006814,33.74626076967874,20.062410856353736,C,-136.32910959407664,B,C,-164.71788406852718,E,47.76401961516247,52.33917890658375,0
Asian,Buddhist,None,C,-64.94820030978791,D,E,C,-66.4618800072283,-75.7849742377143,113.51775565174019,C,-127.02496124690603,B,A,-45.776931770001795,B,20.58470000934024,16.328322852783298,0
Black,Buddhist,Both,D,-123.66938057983971,D,E,D,44.439075597879004,27.70073483350146,53.85545964421799,C,-167.132384299079,A,B,45.26548885418292,A,-43.50412125004682,-30.470877524322436,0
Asian,Buddhist,None,A,3.977470739401883,E,D,A,-180.28033101860163,-13.303019176798319,-74.44921345432579,A,-81.68331152241869,E,C,-21.78091856821892,C,-164.04711782686093,151.72626862097513,0
White,Hindu,Both,A,149.58343443908524,B,B,C,-183.69406205355213,-59.817526381507534,-142.79071087574104,C,58.63840600781614,B,E,-98.33562875164111,A,82.9382116315458,-58.50543934272498,1
Other,Other,Both,D,-57.97163823363503,A,E,C,21.770014398209835,145.0096955314348,60.66735803154606,E,0.29614432401054963,B,A,-137.38114776811685,D,-62.06388704825182,62.957711949410076,1
Black,Jewish,Yes,E,-107.74511823246426,C,C,B,-90.72746640942219,51.42456859749798,-57.307492543269255,D,-29.751280956655517,E,A,-11.465541995315029,B,-56.17352123788645,-90.22448198456229,0
Other,Other,Yes,B,68.95795115737654,C,A,A,-80.72190448971584,117.00960132914926,-92.4244118565604,B,19.79683738010966,C,C,86.17956253718984,B,-102.90438673480853,8.688680512775008,0
Other,Christian,Mental,B,171.85642114232178,A,E,C,58.0468581761932,127.83090447086131,59.898109758086726,A,-147.4522227006813,A,E,-184.8711666387922,B,245.97566655007154,15.693877271229296,1
Other,None,Physical,B,-173.30595454642267,C,E,E,223.85773808673514,164.46889692710275,-97.9073186927632,A,128.66987956366515,B,D,-112.47093337017455,D,-73.30478697273345,-79.13117939380628,0
Hispanic,None,None,E,-30.463425950678776,D,D,A,-78.9811525195678,22.456333392048535,-11.103354158378016,C,-160.76945905298444,D,B,48.11224812420537,B,10.140747553909662,-20.722149265792254,1
Black,Hindu,No,A,-50.926592240877575,C,D,A,-3.0585824204840852,-12.458098975576824,-7.634585409182497,D,130.85033310499728,E,B,-106.21070157834932,E,-204.44228288610415,-222.58761116877767,1
Asian,Other,Both,B,17.091875418366822,C,D,E,-49.793666546955954,90.21896467397653,11.259467930677484,B,22.022782150852315,B,A,-121.30202667588563,C,-59.13973117351041,-248.2536586334637,0
White,None,Physical,A,-70.82505693225764,D,E,B,-40.15403773822404,1.8524117390842771,-114.34918014604864,E,-53.3520271189461,B,B,-21.872158455913915,B,64.56510339782463,-54.464338102189444,0
African American,Hindu,No,E,143.0333214107946,E,A,A,58.49449033835851,-18.795640105703086,-59.669096434719194,A,4.803811505482444,A,E,-87.05069913026861,A,31.43724253477248,-17.11138889346751,1
Asian,Hindu,Mental,C,80.16486838160803,D,B,C,-88.70847475797885,8.62111205758351,121.69957856353982,B,3.551561185640699,D,D,48.895191104045935,D,-35.711717382379575,195.63024405503322,1
White,None,Both,C,-4.189075490004775,A,E,B,143.7407361715721,-136.77379618706857,-224.03760678874622,E,-105.39462348364862,C,C,180.0467846225,C,1.7628340249581442,-34.439700193725265,0
Black,Other,Mental,B,99.90977784245084,B,A,C,-37.454159596680135,134.31050130848791,28.080197147513086,A,-31.810136364572195,D,D,48.691323130651426,E,-57.13191489119877,213.13982637395293,0
Other,Muslim,No,C,151.03502000143553,A,D,A,-26.587115597374193,-35.40032233151528,-55.75470850348936,E,-14.026989574098355,D,E,116.54835674806057,B,109.70015373761042,-101.24620731522612,1
Other,Christian,Physical,C,42.30468316021943,D,B,A,-301.60354151242336,-204.34017867569128,39.33104026342927,C,-17.186597969425662,A,D,-168.67066556876853,A,99.02903918184586,204.64247309668164,0
White,Buddhist,Yes,B,-42.7091889955778,A,B,A,-7.371737829015207,68.0274268593629,-59.98961718242665,D,-93.1266437406853,A,D,21.828568658838734,A,-149.90712724319545,-12.457090064271863,0
Black,Christian,None,C,73.718468149294,E,C,A,-5.087359478307663,67.01861195688103,49.754930599163714,B,91.61963026545992,A,E,-160.68217935397743,D,24.54906701409106,25.151202750705657,1
Asian,Buddhist,None,B,76.770549550098,A,C,B,132.34512333922265,-130.81917313202177,-33.678748961811465,A,64.77044681175137,C,E,-77.27367441905665,C,-13.864117157958312,-1.3837335573870668,0
African American,Hindu,Yes,C,-63.11108520744037,B,C,D,-114.20553480290505,-90.24894665346925,4.07955833009913,E,6.11291352749325,C,E,-8.08318053140352,C,36.70457241946588,-144.38253100571364,1
African American,Hindu,Physical,E,12.855666680319032,B,E,D,23.237489555003968,-86.34733787668517,-109.20040729082675,D,49.697930601882405,D,A,99.51918259566361,B,52.23017937489042,-75.88300190535266,0
Black,Jewish,Both,A,101.29022688484896,B,B,A,-69.69308559294389,-22.69057362186165,-75.85611508491549,D,-41.532492276495994,D,B,-105.2465740527236,B,-97.66783866277684,-43.604739709069264,0
Black,Buddhist,None,E,-72.88694646098014,B,B,C,-59.857274955104,-47.16456343185143,131.41195920482966,D,-0.7177798932276055,C,E,-351.5074137864257,D,-29.1671076435863,-119.84347597478984,1
White,Other,No,E,-157.6789843593855,A,C,E,-38.23819835389281,-10.943784441525677,179.40043716568616,D,-45.95703022669782,B,B,-54.295379271491754,E,-111.02364315436807,86.4937541391881,0
Asian,Christian,No,E,-140.09557789609062,C,E,B,233.03555160188134,-46.68597935449419,-245.77692572207098,B,0.45398054165655166,D,D,-26.20556547737538,D,-44.791324658998136,-92.19617322318221,1
Black,Christian,Yes,E,65.70894751554931,B,A,E,168.58614778899414,94.7943260188834,-19.336611686371267,B,-101.40756193222124,E,E,59.24428168527004,D,104.26973225521192,15.885806254672186,0
Other,Hindu,Physical,E,90.57552001656863,A,E,D,119.09047890840088,-103.17297580673727,14.42364500517607,D,148.83617978138852,C,E,195.1672645162293,C,-57.409385832318016,108.28499806887079,1
Hispanic,None,Yes,C,13.68103132394443,B,C,A,-1.1998085801889042,83.07932393512692,92.8009980995973,A,-150.9484763878843,E,B,-213.51040645470096,A,-11.255525885393165,43.500771849174306,0
White,Christian,None,B,142.21885272162984,B,E,A,-44.58337250776137,-16.077047180096386,37.0452805321796,D,-55.012374410152376,E,D,54.583086810553695,D,-38.54219520808448,-77.60874620701429,1
African American,Jewish,Mental,A,-42.25270273379642,A,D,D,-42.59266043742617,-37.075951258288434,169.64869191752723,A,0.3697045227318201,C,B,-36.534561252517065,E,-50.65301290188352,-21.93674232018287,1
Other,Other,None,B,-60.238293986823166,A,E,A,24.571649614804635,14.50574761616941,-45.1162588260728,E,-15.78739224114174,C,E,-9.224500034108674,D,41.659565159835665,-127.2299285427143,1
White,Other,No,A,16.66137304271366,C,C,B,147.76226395000583,-118.8870486519439,-4.393199006377343,D,-10.517689428072053,C,D,42.88844703603653,C,-50.31944796016202,-12.749439228761544,0
Asian,Muslim,Physical,B,-116.72865909508032,C,D,A,24.820089116210603,4.907284585444363,85.33778152696547,C,78.12698722691236,A,C,21.427432637003847,D,-102.82940119989424,-60.06384724936551,0
Asian,Muslim,None,B,27.300228635789033,E,A,D,-30.306216811225674,13.637189607725386,14.31217400285816,B,46.79248028928594,E,E,-45.10860213493861,C,-65.41225920502289,85.77865871068217,0
Black,Other,No,C,57.23819482367327,A,A,B,-13.8596099846588,116.08533000489965,-109.11372253353082,B,-161.32606722866785,C,C,-67.17004654733441,C,103.06699905010927,90.04818887582516,1
Hispanic,Hindu,Both,B,-157.3305489379425,B,E,A,105.17742898891147,-48.234463545546994,110.62445006081047,B,224.26465155445973,E,E,263.40384221205767,B,-77.61317609730972,146.49965241724732,1
White,Hindu,Physical,D,-88.84062003026038,B,C,B,72.67203645016777,-142.76063758209258,-16.281049211669227,D,71.21594423448104,E,A,-68.98401712801514,A,131.30952544375032,-14.36846234998276,1
African American,None,Both,B,90.24620033421132,A,B,E,36.223336297356816,122.57261345994795,127.05138406416097,B,16.85912891520603,E,B,-176.60959325325493,E,-170.0544165893048,-16.42806756034945,1
Other,Buddhist,Yes,C,30.79885481205103,C,C,E,-8.01197474830376,-88.03341340120673,-83.00093137460937,E,56.94493863844775,E,E,-81.81637424202371,D,16.92988672467305,101.32957231152062,0
African American,None,None,E,38.85671854254482,C,A,C,107.23792495218036,55.67976962270135,-88.77728790563815,A,-55.784532405822404,D,E,266.16506228220624,D,-99.05744682658083,21.69849342114962,1
Other,Hindu,None,D,255.02271677217388,B,A,A,-80.90343424800818,12.078853821343131,48.99038719956073,D,-78.40053082599651,C,A,-68.6231798163606,E,21.97046496496369,-21.26136151280705,0
Hispanic,Christian,Mental,D,47.56217925214856,E,B,A,-67.74771575637705,76.84407170703716,71.7898330076484,B,171.01282668451728,B,C,40.40580141941525,C,-94.20862475304867,19.416974862906255,0
Hispanic,Jewish,Yes,E,35.29252127264335,A,A,E,155.00086734302144,15.669121551994278,88.9242037277238,A,224.96229738252276,B,E,-82.72903214991926,A,78.97921827565935,73.77840239535804,0
Hispanic,Jewish,No,A,74.91095135591125,C,A,A,26.090260432351027,-137.66771140532444,83.76110981276622,D,8.151132507911168,E,A,21.560728974324196,A,68.36888375778827,35.76567107571995,1
African American,Jewish,Mental,C,-257.39859587516605,E,E,C,117.85923489245884,-103.81532673987425,89.34523127277002,A,58.650530322799455,D,D,-41.08584615121612,A,28.49246586942411,-13.661321361812345,1
Asian,Buddhist,Physical,A,75.13293513289716,C,B,A,96.41550625302881,-44.01124143827969,91.11420281957626,C,182.89841384378488,C,D,-30.82672718140842,B,-63.935799458693076,174.32637686893474,1
Asian,Other,Both,D,-150.8106889859767,D,E,D,-72.19450613377076,-87.95536390533066,30.72989116259759,A,-158.44812704961407,C,C,136.3762264404854,A,22.737574574831317,24.71060750585957,1
Hispanic,Jewish,Yes,E,-16.02600360466364,E,E,C,-103.90787022684462,-18.82874390389239,24.915859342406097,A,-215.3032036242235,D,E,39.4555517093897,A,-16.804481480117616,21.20213439395432,0
White,Christian,Physical,B,13.505620276274339,A,D,D,186.4104835129441,-20.06892611032581,-26.40202117993643,E,-19.89995509017856,E,D,-16.03020355968464,E,94.89532652099317,51.910971474990994,0
Black,Other,Physical,B,-33.35942222372073,D,D,B,16.09692445602059,57.593039453536086,147.30868115169284,E,-19.13858593379338,B,C,67.95962627814166,D,-202.8064880897701,-25.697997697965558,1
Hispanic,Jewish,Physical,D,-79.36399397172065,A,B,C,71.78053686138655,74.10883446772404,150.1024827080756,A,-27.018304046178194,D,C,29.139645422026167,C,-11.719285257847385,-83.74005374951105,0
African American,Jewish,None,E,32.603390735708324,C,A,B,56.835776380576434,-109.0350328191336,-81.02870327584168,B,68.88735423967357,A,E,109.60940061088903,E,145.0639174580577,16.07165069673645,0
White,Muslim,Yes,C,59.09482762808014,E,A,A,130.95896963940743,-252.75572788111452,35.021355368533236,C,-4.031696760459474,C,C,21.58562599969278,E,151.0489768435511,82.11469046696261,1
Other,Hindu,None,C,67.68963521432993,A,A,D,86.30435377928258,64.69247335917042,-83.89900088631396,C,-10.783927370548204,C,A,-99.19701110235125,D,17.560545441460054,7.60618946001664,0
Other,Jewish,Physical,E,16.89750052672263,D,B,B,10.15640756369623,214.92954158972773,-224.40034422728493,A,-109.47459544009801,E,E,-285.3712843040317,E,-93.70081893990998,-9.587167309691043,1
Asian,Christian,Physical,A,130.059762337712,C,B,B,-75.94316893355169,-23.786583383822908,56.26501704165773,E,128.1731978000878,D,B,173.21076564749401,E,6.491028287801809,156.18293126152224,1
Black,Muslim,Both,D,4.14961709826554,D,E,B,109.92137931333899,138.61286874252997,77.5290031202011,A,33.911897127495294,B,D,56.39706727495174,B,-105.26362164121478,-124.46167027437876,0
Asian,Muslim,Both,C,-99.33708617119076,B,E,E,-84.53778762780719,-19.78886974989298,-3.2650226667010984,C,-137.5168811153994,B,A,18.35897714872062,B,-170.19273632352466,45.10709675197973,0
African American,Muslim,Mental,C,-72.87502717209496,D,E,C,15.638748385378332,-156.69651832925257,-96.771712972212,A,110.47736430438788,C,B,70.02569121058124,D,-162.11321405848253,-84.29326294986951,1
Other,Buddhist,None,A,-46.832415985707556,D,A,D,-56.19477532019883,-106.35935678739052,64.93046817212816,E,-158.17371813237943,D,E,-26.56488544698442,D,-7.956878953810236,18.185764143183054,1
Asian,Muslim,Mental,D,75.43937088333476,E,B,D,74.02283751023734,181.75407694034118,-40.13361493551507,A,77.2297705972971,A,A,-44.52155528633182,D,111.06403438146504,-79.41131744432943,1
White,Buddhist,No,C,-5.164910011068248,D,B,D,-57.35612768908492,203.70892791307585,-123.68371962091118,E,-157.39839090124053,B,C,3.56354973101669,B,74.87738892956203,-107.51987649962975,0
African American,Hindu,No,D,-101.27001990293891,C,C,C,20.619750754366915,-31.32933611926435,-28.472933181914843,C,-43.799800488023855,E,E,182.47591548816507,E,-191.76985326176344,65.99524767563061,1
Hispanic,Other,No,E,-13.619769283919561,B,C,B,94.36194192070163,132.76103723884566,246.59003394381295,A,60.07165562665961,D,D,-63.80167883320852,D,75.52330798190913,13.239594882775338,1
African American,Muslim,None,B,-21.59571752463662,B,B,C,-20.43736374656387,43.006343167006925,36.550821326668334,E,102.93601515457249,B,A,-172.52591976668305,D,182.91056814282518,-54.83263341395834,1
Asian,Hindu,Both,A,-217.02742441395083,D,E,A,-43.062508268089644,-1.5063199849209292,98.00236610027152,A,-261.7033154441683,E,B,-15.369301584377707,C,-7.7596264346702,82.60414555978613,1
Black,Jewish,None,C,-89.77327559330512,B,C,B,130.09966260148406,186.24309688458166,-94.89606778028421,E,121.88641455320509,D,A,-57.98414053803545,E,-43.91595321055972,-145.91695487632325,1
Hispanic,Buddhist,No,D,-154.16231375893483,E,D,D,-32.56019063317943,2.5181242747071058,-5.255612145388392,D,4.4129838612171,B,E,-193.71031115564017,D,47.37646761424706,113.509539611277,1
Hispanic,Christian,None,C,-84.61956906965278,A,E,A,-130.1804719125038,46.42007020519486,6.503252617833845,D,-77.33567599928531,E,C,-21.092507029834106,D,-167.65660867645394,23.60763242428088,1
African American,Buddhist,Mental,A,298.435359092271,B,E,D,154.38480641632182,77.36741283650098,-205.24461004997764,B,-62.35605741566226,B,A,137.63744816683533,B,-36.74621297902979,33.8393897682642,1
Hispanic,Buddhist,Mental,D,66.78553266981639,D,D,B,-141.70025910296746,-24.197959210132055,63.01935293170654,C,121.88367917380877,C,A,-57.25681155471985,E,1.2037290101600089,-0.06683392884780011,1
African American,Christian,Mental,C,7.290782491839637,A,B,E,-52.4679554305817,-32.29839150776127,85.60808353008596,E,188.29618235550763,A,C,10.366307454115884,A,-56.46451504025841,60.65627311919384,1
White,Buddhist,Physical,A,7.975049646810718,C,B,B,-131.3046218062208,68.2334695568265,83.44121492033754,A,-53.5582918524097,C,C,14.861115654444134,A,-49.14569759869474,82.61993877212419,0
Asian,Other,Yes,E,135.45394432301205,B,A,E,-28.365193437517927,0.24254441707193616,-99.92833075978147,A,-228.35615842785253,B,B,32.73977377631117,D,-112.6296120443438,39.26618795377593,0
White,Muslim,None,C,-196.75131414057404,D,A,D,-111.5597885682055,51.792844854382956,56.39532230814228,B,24.11756579363752,A,B,-173.69198700022113,D,-125.32324738489649,-60.27297085669092,0
Other,Jewish,Yes,C,155.99128672236358,A,C,B,-35.30924766918443,-130.4655875363461,-56.39804210918864,E,-78.65955461241128,D,B,16.746840956319545,E,-48.33420419273568,-41.593927957537716,0
Other,Jewish,Mental,C,-182.26990240977238,B,E,D,127.18036124287421,-18.575616037578005,-73.01442087507178,C,-10.682148224682699,A,E,92.24778706259586,E,129.39394258789966,70.96768488399833,0
Hispanic,Buddhist,None,B,-150.66416602135973,A,B,B,139.19300508971693,-348.7665590766781,15.652680497381247,A,155.78083336492244,C,D,-27.19600099670647,B,15.307434963053446,38.49351260386256,1
Asian,Christian,No,C,-65.68467597978139,B,C,D,-119.08074210995288,-105.52676510794012,-37.861850424741796,A,4.943682284297557,C,E,37.80093964980114,C,-20.713971555134535,-193.74358576044267,1
Hispanic,Hindu,Physical,B,-53.83270464819706,C,A,D,6.887199872403057,-65.38243964818041,96.84251830412174,A,-31.298938647787406,E,C,40.98085421095007,E,25.986011583908986,206.00104240538388,0
