sex,Age,nationality,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Male,55,Brazil,Homosexual,-9.679272644033311,24.960316777472816,A,152.61180844751112,13.365060807750826,-94.6211487248478,150.4395547255295,B,32.89516077704945,A,B,B,B,B,0
Female,61,China,Bisexual,79.4647621164707,3.9798838759010002,E,-105.60584666607605,-91.7618269809139,88.4432492068929,15.87584522226975,B,26.08852456568292,E,C,C,D,E,1
Non-binary,19,Other,Other,-48.713368776022016,34.71272300217033,B,-159.7607117710874,25.471630110109395,-32.65624294980908,-108.52699543152393,B,54.737349731465315,B,E,E,D,C,1
Other,40,Other,Other,-35.10151908612848,-34.32422830077951,E,136.8675062873693,56.562900507185276,190.19016368582925,-59.66129644058249,C,-38.96986101633174,E,B,A,B,A,0
Other,53,Mexico,Homosexual,31.487676468398774,-214.16703697661669,A,-62.76448487787065,-130.32513658350388,-21.79282879756647,115.13954110816658,D,31.562806435299468,B,A,C,B,D,0
F,61,Brazil,Bisexual,-48.46720959035197,-39.89754564401113,E,25.276816837253442,139.65847845793468,216.03504105965615,-102.13105660636468,C,134.3384366361379,B,A,D,C,D,0
Other,75,Mexico,Other,152.0135584519869,2.0955665005723687,C,48.55988601156888,-7.630389386421442,-87.77445301378131,188.10341090937283,B,21.051548080197293,D,C,D,A,B,1
Other,67,UK,Heterosexual,-86.44459439465626,146.215337458326,A,-93.01195154317512,66.5199071972415,17.008958150833198,-105.07844355807137,E,-10.826345123859541,B,A,E,D,A,1
Male,51,India,Heterosexual,-75.67979289474276,137.69611112516984,A,194.16593511890534,-85.75509474653458,36.693313558457795,-16.965582453218122,A,-121.5977304238244,B,C,D,D,E,0
Non-binary,23,Mexico,Bisexual,115.60211934455072,-6.141510656832256,A,16.28571268011644,-99.94077173782915,4.483485169572414,-9.48626979950385,B,15.61110655954894,E,B,B,C,E,1
F,56,UK,Homosexual,17.600982471944913,63.80634742455628,A,-206.67282444672796,29.32139602718347,63.54326210813289,96.05983276328493,A,-65.37628770247358,D,A,B,A,E,1
Other,33,India,Heterosexual,-45.881200565766335,-89.89293317960562,D,93.68999057633506,-104.49159454218491,65.70556873116684,-31.705055471872722,A,-7.300654394979329,D,D,A,B,C,1
F,58,Germany,Other,-172.84791845764306,8.044448528828138,B,97.07467966700617,100.34847785495396,143.6049429317097,46.53356326472787,E,8.767795921003248,E,D,B,D,B,1
Female,23,UK,Other,-157.14123061684123,-19.50902663673213,C,95.17066908823449,-129.63850611704476,79.62888465978799,81.2497278666629,D,52.70542171565475,B,E,E,A,A,1
Non-binary,60,Germany,Bisexual,1.7999602759795814,-81.79333000639505,D,70.89876552974911,-203.86219950916922,-55.2234085786221,-56.252677277695575,D,81.46347717032994,D,A,A,B,D,0
M,36,Other,Homosexual,-168.05574850884966,14.953544734751217,D,-119.596845243676,129.29306916082786,52.93152364954638,-55.9979213235003,E,120.0530395349334,B,A,B,E,E,1
Female,37,Mexico,Other,181.55770306115306,31.91116980905548,D,70.90697723177394,-10.711339423625295,25.543132915190697,-31.273739239232523,C,151.65916710192548,C,E,B,A,E,1
Other,48,Brazil,Other,-78.52727353321501,275.4754370777464,D,-0.5631468934122777,-112.81159252241109,90.26328426578483,-113.50609634674112,E,-63.29469102474474,E,D,C,D,A,0
Non-binary,33,UK,Bisexual,56.006747895669015,48.656683504298954,D,22.698747615858373,12.981341444987734,-15.967349229707198,132.30051083196753,B,104.79258873256434,B,B,C,B,B,0
Female,68,Brazil,Heterosexual,63.05208402581545,-13.611550740620581,D,44.49012880016375,105.6463339395815,71.0095956312746,109.04343212631137,C,-24.393627231965578,A,E,E,A,D,1
M,49,Germany,Bisexual,-146.16279381217538,-84.22133036031683,C,35.8050347140181,-180.63589733472233,-8.729628269460878,84.39648964205223,C,130.23108254365897,A,B,B,E,A,0
F,74,UK,Homosexual,-142.5810815924218,-173.5249167834803,A,-166.5415117985518,-118.50988406081058,21.246703570531412,138.13116371931537,A,-115.18461503469067,D,D,D,A,E,0
F,79,US,Homosexual,-34.6410472147269,5.902290393514717,E,49.13220707454088,3.6924087643871792,-81.73472219856437,19.039909711345977,B,-114.66255088705981,B,E,C,C,E,0
Other,33,Brazil,Bisexual,-77.86119592183633,-163.79386159557035,B,-79.54817155341497,-16.54413912805948,62.34466456791012,54.25556173274975,A,81.4012154662344,A,C,D,B,B,0
Other,64,China,Other,103.058408333334,-63.09813635438519,A,-65.43347060900837,-88.39758402358541,-130.7618924705274,-97.76886290475566,C,-84.58378903798794,E,D,B,C,A,1
Female,78,Germany,Homosexual,-112.552410194107,50.081783529316226,D,48.14765769853063,-6.359699218379296,12.632346057831988,-109.55294936016014,E,-204.04714417695584,C,B,E,A,D,0
Female,48,Brazil,Heterosexual,-88.5947336271528,159.415439818147,D,133.7093063330522,206.53225516885007,46.414269342012574,97.97196641074287,E,-27.1520807544263,D,C,C,C,E,1
F,50,Other,Other,-79.45972263149227,27.505785687677285,D,187.68025244196326,-137.7460260629669,65.0285444980576,-273.34105233145556,A,66.38633454834294,B,A,B,A,A,0
M,23,China,Homosexual,-94.53963099879076,119.41417082606193,E,-40.10702253112816,180.38637171192062,-74.5233054990654,91.8234132243831,A,127.16629573476837,E,B,B,C,C,1
Other,45,India,Homosexual,74.99253445389755,-0.7599113636842182,C,-91.7600219184517,14.641126385647427,-43.74507392097084,63.71590277741891,C,107.34646412313546,B,A,D,A,B,1
Male,50,India,Homosexual,-11.56178732241885,158.0799373594337,C,53.46480682419729,-132.4255162477197,79.43455508918966,220.904599954432,B,96.44967412887624,C,E,B,E,A,0
Female,61,Germany,Heterosexual,146.18977064279665,-143.02082099759878,B,-21.947898358481623,-42.07636780613694,60.83816923133018,-36.487288647961215,A,102.874644994236,A,D,A,D,C,0
Other,52,Mexico,Bisexual,60.19182504479945,28.223054865230562,B,-85.64097433787865,83.73759571715543,-71.32007764715101,145.8381764603444,A,63.860811869112666,E,A,D,D,E,0
Male,52,China,Homosexual,-13.775117491351066,-26.198191381419516,D,-76.706838853152,10.592511305100867,-22.289939800687844,15.362211735785433,E,-128.4310459739293,E,C,B,E,C,0
F,47,India,Other,-9.054665290216317,-68.90438211905855,A,-192.43095898225636,37.0957128978643,195.43987829757887,-94.54356289596203,E,-16.387922364164865,B,A,C,E,D,1
Other,32,Mexico,Heterosexual,-49.20972898413169,127.92371861411984,A,65.84991815725559,47.281217494188,-131.58131652070853,-121.40767532794219,C,-22.85111269836423,E,C,B,B,B,0
F,48,China,Other,-33.11069290846934,256.8280044675391,D,-1.9005958458255083,-6.901489950850767,-7.343238157268993,22.006204132071467,D,-66.6720286773779,A,E,B,C,E,1
Female,30,Other,Bisexual,119.97064043604715,-60.67143439880209,B,189.86612377664213,15.816433143642595,-0.6919176599366453,15.464834604890285,D,48.01375314102939,D,C,E,A,A,1
F,52,Germany,Homosexual,-73.7501387098179,15.749381498376207,C,-60.601291088463526,141.52865869937102,-140.42754442853752,-80.66884059225615,A,159.62051288877154,D,A,B,C,A,1
Male,26,UK,Bisexual,-72.32275073995412,73.04879734590169,B,8.409282950573722,94.35841509744826,106.34760808139004,102.41702539496673,E,34.20676609064883,D,C,E,D,E,1
Other,63,Brazil,Heterosexual,67.75902542584035,-147.1752152530688,E,97.2309989267193,-38.22035896193504,-13.830941916829973,11.593715824883004,A,89.19806787847635,D,A,C,C,B,0
Female,26,US,Heterosexual,221.7907845035002,-33.564112350539155,B,62.21166124900736,-126.97850428894162,95.9232355845833,-108.57071000676042,D,185.9882059895156,A,A,E,B,D,0
M,33,US,Other,-274.30113804349145,-14.69060575035582,B,55.73523987451888,-64.96452380736429,-41.04722680070834,109.46638093856606,B,0.1912546084921597,C,B,A,C,B,1
Non-binary,44,Germany,Bisexual,-80.13221724795552,201.9811684370041,C,59.68181145345945,26.505115266874192,-106.45823411342815,-116.32037428393811,D,106.68810977127725,A,C,A,C,B,0
Non-binary,76,UK,Other,-139.38888097597913,33.26389420775547,B,9.721873630262321,194.43078830420598,12.807254405257668,-36.61961666405903,B,-158.92809185561185,B,C,B,E,E,1
F,65,India,Heterosexual,-134.96004937387534,134.77649297736315,D,-89.39681961723927,7.423017508430442,-28.01519301873744,198.87594506282127,D,-127.57808258868847,D,C,C,A,E,0
Non-binary,68,India,Bisexual,-9.610890597780996,-45.24423866656432,A,-73.04521949432826,-48.50059955453244,-23.95583679827296,147.43195838614872,D,-130.93637026450463,A,C,C,A,C,0
M,76,Other,Other,-139.5359099562952,61.55170954735723,C,18.305989985098112,-152.95521980922518,75.8557878849783,-138.08466307112138,B,139.78876747328354,A,C,C,E,B,1
F,77,US,Bisexual,54.84883332196456,10.136715587843081,E,-17.13748458199928,188.37129038840854,17.634681773747545,-44.05559388695158,D,17.424543880845782,D,A,A,E,E,0
Non-binary,20,UK,Other,79.65320632962936,91.58285929115519,A,49.85844433715345,12.86612019117683,62.99326818733596,35.431733955743795,B,-31.55121323180683,E,D,C,D,A,1
Non-binary,42,UK,Heterosexual,176.05758690402607,-117.52067085848729,C,77.30537909359076,82.70612580741687,202.57830760455894,-11.755610745353794,D,-141.4126718965845,B,E,A,C,E,1
Male,29,India,Homosexual,34.420397479218636,-85.39959994076308,C,-17.868307974600917,-55.2828032043516,-1.6764824025581424,-48.47868776100749,D,-72.31499019615522,A,A,E,E,A,1
Other,56,India,Heterosexual,-99.40390218750476,132.58051279759283,A,151.22433801081257,-80.18497381765233,-115.38400212049092,119.13185894161383,E,-32.92836402335644,E,A,D,C,D,0
Non-binary,27,Mexico,Bisexual,77.06866178094963,28.196862511513014,B,137.57386860121838,-83.59825463668578,16.388421176159554,1.398314441580382,E,-44.992070441950915,E,B,B,C,A,1
Non-binary,26,Mexico,Homosexual,-18.546629578445298,86.1542957875723,B,29.56199892208131,-31.541807077860778,-3.4951552858390516,111.51887776027371,E,60.80868771591439,A,D,D,E,D,0
Non-binary,21,Mexico,Other,8.517891552503018,-90.1548837867075,C,118.70178370462894,-34.19446545422782,-70.22126758818301,81.61913724887816,B,13.282052088124605,D,B,A,E,E,0
F,30,UK,Homosexual,94.25702598211149,-310.9552174987061,A,31.927036741129793,106.47378936674848,-141.77255106496264,-29.266342903934888,B,149.44972950075496,D,B,A,A,A,1
F,72,Other,Homosexual,-59.61362412919188,62.16251215198005,B,-128.76860350160607,-0.8059202394038267,-60.078823585928376,-96.0202568611973,A,-203.6919099572822,A,E,A,C,D,1
Other,42,US,Homosexual,39.05809087782833,-36.698934439561306,B,-103.37513245618256,-52.71781117029929,-145.4493430021102,207.2767280324372,E,140.82404811979174,B,D,E,D,A,0
M,64,US,Homosexual,-30.62114164696712,-232.03931663020006,D,-63.61697258706901,238.37192728370482,21.006717687021858,95.53803075660035,A,-32.52292714890616,D,C,A,B,D,0
F,43,UK,Homosexual,95.21364108754074,-14.937609395814459,B,172.64612772877686,-12.364416743558845,-47.52570646132796,-19.993478048713627,B,-110.70027081694771,E,A,E,E,D,0
Female,33,Brazil,Heterosexual,124.72517286517134,92.1505977316025,C,-30.16546524617945,46.58015323400228,-54.16880733303733,120.35790472454634,A,118.17365662566937,A,E,B,B,B,0
Non-binary,75,India,Other,-43.298342807359965,88.0081161797082,E,6.793654276112507,-83.41464390047683,-80.55512920153683,99.18699567002113,B,183.16578619933043,B,D,D,B,C,1
Other,22,Brazil,Bisexual,31.449059704093667,-118.08033946682241,D,48.44726278434293,-68.6731090201395,-119.59848423922854,39.96424726616416,D,-240.6629807969027,A,C,B,A,A,1
Non-binary,21,Brazil,Other,-82.04003808612175,-119.91287011883894,A,-106.67130007857094,-151.60130690350974,-17.78337402714641,64.81094833834972,C,-95.63261135871825,C,E,A,E,C,0
M,24,Other,Bisexual,-128.5952013298685,-80.99875916913943,A,-38.995149560671564,49.32211651812391,-132.49896798320836,-93.37666769091348,B,-124.57353160149603,A,E,D,C,C,1
F,22,Mexico,Heterosexual,212.26647888099782,-25.898293007032308,C,-1.5502160439762638,-136.07071349672836,-100.55787167359776,-48.99988363419502,E,-98.07520786714964,E,B,E,C,A,1
Non-binary,78,India,Other,28.097521910767437,123.9549374815657,D,23.227981351078192,-72.50429529560002,-22.623765337618742,32.35413392580562,C,-255.98166600245457,E,D,E,A,C,1
Female,30,India,Bisexual,-83.33049455548861,94.43344848453815,C,-34.74366392606426,35.817274351832594,-99.8855242486441,-50.66937623686908,B,-86.10203110369169,D,C,C,A,A,1
F,27,China,Heterosexual,140.34841136751345,-146.44631941922265,A,-44.446929726621235,11.528211792387868,90.41925847060585,38.202566630688985,A,-183.0426024595652,B,E,E,A,D,0
Male,76,Other,Heterosexual,-35.935618962717065,13.188409642272703,A,-102.77844685361511,-154.72898409148777,25.563024254830243,23.774361005481794,A,140.91786942134948,E,A,D,E,D,0
Female,75,India,Bisexual,124.53121553891793,-167.78076511776376,E,71.73702827000596,6.225953848783835,22.096507456293217,-24.56467630067588,B,0.982013979003735,D,C,B,A,D,0
Non-binary,52,Other,Other,243.13949755445262,-67.80759261006797,A,4.563675867850114,-59.33632815754413,88.77839042464205,-74.09010507514358,B,-246.21321289139274,E,E,D,A,E,1
Non-binary,26,Mexico,Other,55.17231501823352,-26.785790408136023,C,84.15413953220549,-6.431282523423731,41.67725203721029,94.08145139387169,A,41.62762156552976,A,A,C,B,D,1
Other,20,UK,Homosexual,111.17820875212057,-41.09557072582366,D,-29.32513131981711,-73.13510067001067,97.48756387173107,-192.21974651392534,C,-27.009183027213812,B,A,D,B,C,0
M,47,Mexico,Bisexual,-11.047451271860155,-31.119998926118775,A,-126.46634240745063,98.22669866163396,-69.8172086362113,-155.01706185175777,E,-13.70328132285492,D,B,D,D,D,1
F,70,Other,Heterosexual,-29.458720387593075,74.35536644980107,C,37.498858878911705,51.09122584041235,94.52503723175796,-100.3435341641194,C,118.56431388616073,A,B,B,D,D,1
Non-binary,78,Other,Other,72.20385366265545,74.32503009486169,D,158.94000712422394,-4.866756466515273,-67.73194394907189,-29.144996038403505,D,-107.4919947598973,D,D,C,D,E,1
Male,53,UK,Bisexual,-73.65983554202778,-66.88933072108281,D,2.1873206051941785,5.1031880535378535,-59.71027998795629,142.06910803701157,C,-78.17701299158263,A,A,E,A,B,0
Other,36,Germany,Heterosexual,-203.6637333201008,153.01600635880348,E,-12.681774687369368,41.09431783646158,-135.0329824668499,-7.7012193783090055,D,23.891301139546144,B,D,A,C,C,0
M,20,Germany,Bisexual,-101.27164316531534,-75.97759528002626,B,93.53086439776051,51.86098744882296,-88.6451745590771,34.41977692934046,A,94.25389510617839,A,C,B,A,B,1
Female,38,India,Other,102.62630010320137,69.94735992338705,A,45.76062914288773,138.95603190969277,-2.4461115218711256,-210.65835607119672,C,-71.15621826408714,C,A,B,C,C,0
M,18,Mexico,Homosexual,-5.492480790947924,28.801750419161532,E,-22.969764554334972,-46.37815700060969,-77.93450296075825,-3.418789199487869,E,-22.188219231391752,A,A,D,D,B,0
Non-binary,36,US,Other,-64.75484170469275,-75.45686526774863,E,-13.360570306358422,83.6763318320002,146.99899828738006,-19.371855218939526,C,-64.75020145375565,D,A,E,D,C,0
Female,70,India,Bisexual,34.420637762309106,102.92083336025914,E,-49.806580330840234,-61.73480568829155,-60.732468281756304,6.638051596717388,B,-3.0683069877095557,D,E,D,A,B,0
Other,22,Brazil,Bisexual,136.78701967143317,117.66408030545897,D,102.3525868065216,-21.693443023010737,2.280330023147326,-140.9859230654153,E,-1.4120023516738103,B,A,C,E,A,1
Other,71,Germany,Other,161.59549774970785,-157.41085248049623,B,-221.2870250378305,-28.07419027241288,131.74909732299525,-14.189048710356744,D,163.2715113550162,A,C,B,E,D,0
F,30,UK,Heterosexual,147.61407148351415,-31.173300212673595,C,29.0594920460701,-113.03997191970919,-49.054406677712386,-76.87839125005065,C,-86.21124803510239,C,D,A,E,D,0
Male,54,Brazil,Other,24.80655410761357,-0.7920289665654119,B,-32.3746826880851,66.3087049558172,-139.88314911870748,-28.681115339705403,E,87.50976423400701,C,D,C,A,B,1
F,63,US,Bisexual,96.66385556045,25.050051881241853,D,-14.554634454405804,-156.11709362937523,121.96820349809032,-32.60426668409386,C,70.3803614001349,B,B,E,B,B,1
F,52,Germany,Other,-211.109066384176,-219.86089407016328,A,106.17379222590995,-48.54657675771789,47.971621087336636,-87.93580232660429,A,35.45553615235475,B,D,B,B,A,0
Other,19,US,Other,30.6227655503018,297.88919617099714,D,-118.15937183120602,144.50401401627363,-112.14989032533053,-65.10530878122015,A,143.44536847359615,E,A,D,D,B,0
Male,72,China,Heterosexual,75.60389258953369,4.535294534703297,C,112.35389789366796,-79.53527168901951,109.52166316625345,88.51865100631858,C,102.95254864585526,C,A,D,E,C,1
Female,68,Brazil,Bisexual,145.974803714254,-41.31164552207294,E,-225.126721709885,-57.5914195809617,-46.159689302661135,-68.38058640834015,B,124.02361717163308,B,E,D,B,C,1
Female,79,UK,Bisexual,-164.53987839109087,-91.14112760943833,A,-3.061823605863752,26.066531407143035,-243.28250547007636,157.79905603409702,B,-133.94684436726695,B,D,B,C,A,1
F,66,India,Heterosexual,29.20497396591441,-16.485634404544793,E,71.368345354789,-24.063588466796844,65.57690125233827,-55.18234049661083,B,-167.65588385635422,B,B,D,C,C,1
M,18,US,Other,153.08560124055083,155.3597140991484,E,-41.72572689665107,-119.20805812404676,58.419569099673474,98.46590981373204,B,52.97115709349174,A,A,B,E,D,0
Other,65,Mexico,Other,162.36080973152855,257.6977471815913,C,76.40199173206142,-126.9387618277487,223.30078076029696,48.01585171597766,A,98.42725518575523,C,B,C,E,B,1
Male,68,Germany,Other,151.23421613504826,-62.781202398975154,B,208.78142589558303,47.10874848637802,-94.22480007238518,-137.3187691508397,D,-72.24544517286748,A,E,A,C,B,0
M,42,Other,Other,-136.9226762463244,43.329655538277564,E,25.882850647433507,29.717622278222972,-5.1821646367153855,61.117093083288864,A,-69.59029113299731,C,E,A,E,C,0
Male,54,Mexico,Heterosexual,-112.05730518106205,-104.35788110405744,C,228.6266568433535,39.19254477608113,-122.82362691709557,-64.53499455976545,A,-31.060830344043534,D,D,E,C,D,0
Male,66,Brazil,Other,-13.128824494526523,-52.90683815283002,A,36.61966183252613,-133.8443496852794,170.58416562048262,53.42103092363768,B,38.2790175025718,D,C,C,A,E,0
Non-binary,29,US,Heterosexual,50.944093764001686,260.6703942263342,E,69.90560494189143,82.77214705471323,-46.82170971008086,283.12126787740794,D,-26.19326522584309,E,C,C,D,C,0
Male,47,Germany,Other,11.632568540984552,130.25606589071646,A,-164.40112851047598,34.11719149843686,61.675069195536956,-62.01603568008878,C,119.52240953144336,D,E,E,C,B,1
M,56,India,Other,-10.176389730260036,-26.48522265449121,A,-40.48142321269554,-106.77376083353836,17.011817834900818,24.43897886578443,A,-66.6635695426381,E,B,C,D,B,0
Non-binary,49,India,Heterosexual,34.93760403488243,-34.32468051321861,B,130.21845655813792,12.23012942612464,218.09431042728932,-38.52722452667749,C,8.056376242891245,E,C,E,E,A,1
