religious_affiliation,married,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Jewish,Widowed,Hispanic,-1.8958270170592904,C,-11.904137176588087,D,81.38388133913227,D,B,A,131.53469183421578,D,C,D,41.188725750845784,-31.060577363327575,0
Jewish,Divorced,Other,-114.47482211287262,E,106.31110087446119,B,0.6244477263365754,D,E,E,-117.4793092062107,E,D,E,47.64592085549026,14.726731865691503,1
Buddhist,Single,Other,1.4762398456917638,A,-28.988647939066283,C,-66.01064324033518,B,D,D,200.43682997620863,B,A,E,85.88839845193195,215.90485669360274,1
Muslim,Divorced,Black,-139.02202729939546,D,19.74702396476561,E,-76.12233530716749,B,C,A,-88.22162411181232,C,D,C,-140.8566556533132,-70.98127558394643,0
Other,Married,Black,30.182577066914718,E,2.0912866552968654,C,106.19637046546235,D,A,D,62.70958514168936,E,A,C,77.670230007771,232.79791757416723,0
Buddhist,Single,Other,8.424671285062043,A,-68.53387815707133,E,-43.48252848119675,E,D,E,-158.55154420198176,D,D,E,27.249291804256494,176.89275257556432,1
None,Widowed,Asian,-50.354312308327174,E,102.31726892855906,E,50.751248815702986,B,C,C,115.58321951966563,D,C,A,83.89265599202324,175.05982486583449,1
Christian,Widowed,Black,-93.66970136539483,D,-68.67741178628273,A,-1.707033444608493,E,B,E,145.71046844406325,C,D,E,-86.2945839922506,24.493216751561043,1
Other,Single,African American,0.21396623872023735,C,-131.12632257557104,E,41.392243794618885,B,E,D,85.13741472595333,B,B,A,-15.419241913370243,-36.559719050325626,1
Jewish,Divorced,Black,-13.253685558821296,C,-23.803734112830448,B,-133.91096382716526,C,B,E,43.86643138634908,B,C,D,-23.54013484582013,98.16597752873543,0
Muslim,Single,Black,-13.206463443804909,E,-85.65292303011078,E,18.05351645658839,D,B,C,-154.08655105981924,E,D,D,-117.59150235732936,136.84839936585834,0
Other,Widowed,White,-109.17271497250624,A,143.83568042041935,A,60.9203186307943,D,A,B,82.12441506095807,E,B,A,-125.37015536325117,235.7859981721778,1
None,Married,Asian,36.29459524161078,E,-171.92360462516672,E,8.101969320133026,E,C,A,17.791935955887368,B,C,A,-90.32887920859147,-96.0803937545566,1
Hindu,Widowed,African American,233.43118536685813,C,26.39910330926492,C,3.8902882386595636,B,E,A,-59.135804186398275,B,E,B,-175.81725685403097,-106.50934617655719,1
Jewish,Single,Black,-39.05603963550464,B,83.43035520179185,B,51.43968560415703,D,B,E,252.73489419680263,B,B,C,38.24190210683373,11.931942042806462,0
None,Married,African American,-159.68467403560285,B,23.36657161115933,D,157.58102400935286,D,C,D,-80.21045005794598,A,E,B,-56.895033499225,-52.07379627804728,1
Muslim,Divorced,Black,26.300257181361047,C,108.03894347095557,B,38.199146726764255,B,E,D,-68.90809374339452,E,B,A,-205.3329321585396,55.49646791026434,0
Hindu,Married,White,25.663642152034544,A,163.00107728560067,B,83.40529757723931,C,B,C,95.90012738021548,A,A,C,-2.875910060497228,125.98614319128735,0
Muslim,Single,Black,93.89397544056881,A,151.87664055349214,C,-61.60031836803618,C,E,A,251.51630141770713,A,E,E,3.028355667505409,182.10204074893653,0
Hindu,Single,Black,67.64484166043655,C,-51.05277093936763,E,62.94051827154282,C,B,D,-186.99257377222568,A,E,D,74.18871256428929,-43.08753167478376,1
Jewish,Widowed,Asian,98.80082315682083,C,106.10660551943529,E,22.75597334580045,B,B,B,-19.006099096534097,D,C,B,-29.69326785938361,-184.24324899783522,1
None,Divorced,White,-64.81832918042478,C,-15.105329765269934,E,56.25584853258951,D,A,A,-37.66047947636063,C,E,B,-38.2756540654779,-74.42238055328423,0
Other,Single,Asian,109.90040979579084,C,22.643719584392528,B,108.65756689692748,B,B,A,-45.58017682408276,C,B,E,23.002677869328963,35.035153201525645,1
Other,Widowed,Other,26.054250150018852,D,-50.70207682531268,D,-33.777859803141865,B,B,E,156.76401577198337,A,B,A,162.06657675033054,127.37999667747854,0
Hindu,Widowed,Hispanic,128.1517855564019,B,-99.62183062949177,A,-391.65330125482427,B,D,C,-70.46042539235742,B,E,D,52.30990583809263,26.959943195267762,1
Other,Divorced,African American,-71.1257889549379,E,-134.84809931690904,C,129.5132248879587,C,E,B,60.36520110940088,D,A,E,253.7972444208173,-77.07241792901935,1
None,Single,Black,-32.42120056695933,D,-179.03719934886382,E,-49.437338898216275,B,E,A,132.6128023723461,B,C,C,194.7730786907136,27.954130671383286,0
None,Divorced,Black,-29.431304149288618,A,-155.4089607495004,D,116.68103245897676,C,B,D,90.97524137045623,D,C,D,16.386672385516906,-18.65679515643724,0
Hindu,Divorced,Hispanic,56.371585237211775,B,-87.65632991115748,B,-118.31551020708405,C,D,E,35.17156574915325,A,A,E,76.92791020059373,16.026921354650984,1
None,Divorced,Other,-156.81672887017743,A,39.579476567683294,C,-70.69902706830786,C,D,B,151.33147401009936,E,B,D,123.98874552699752,-4.930147652848956,1
Buddhist,Single,Other,283.5787992515759,E,-95.92416006745769,D,136.84489686242188,A,D,B,-39.541740407441054,E,D,E,-24.764312014115365,147.97466117894567,1
Buddhist,Divorced,Black,-57.14419535302346,D,78.27616996766574,A,-61.56504221517953,B,A,E,-76.2759624402356,B,C,C,-58.624687528232855,64.8433954470269,0
Muslim,Widowed,African American,1.5800402153859854,B,-33.87662573474388,E,125.32590531719947,E,D,D,-30.446153759599543,B,D,A,-116.44418749512812,-46.554580194834266,0
Hindu,Widowed,Other,50.533627238845156,A,-107.39234351397413,A,-12.462277535835202,B,C,E,-146.34413464463572,B,D,B,43.632146267023934,97.16692035969162,1
Buddhist,Married,Other,-53.42249624023337,E,-43.06966207894342,B,-32.068917974513425,C,C,E,-321.72588250767467,B,A,B,-86.4801105691233,-146.1514887538449,1
None,Divorced,African American,-217.795885331791,B,-50.12309371855714,A,43.79870451672512,C,A,B,174.05799169184743,A,E,A,-192.6958363340436,62.826541630784604,0
Christian,Single,White,55.928465577861694,A,-36.65723038883378,B,66.34794503245561,E,E,C,-243.3103113174607,C,E,E,142.51463731189148,-24.24373242199848,1
Muslim,Single,African American,170.72943065823148,A,-103.60996867964134,B,33.74568782721937,A,E,C,150.9849476212446,B,B,C,-79.0089695820162,49.109401736410334,0
Jewish,Divorced,Black,28.042222613451816,A,-19.897217002681916,A,-60.418014929257915,B,C,A,-34.04229143628271,D,C,C,50.56789786769611,-19.017670643358763,0
Other,Divorced,Asian,-6.6412108160849765,C,-188.1636087906138,B,75.8555974217477,C,D,E,-110.43490887128942,D,D,D,-28.882675226234294,57.7864173248236,0
Jewish,Divorced,Other,-156.97035071467184,E,104.11771424670584,A,70.33664619198773,A,E,A,68.90346384217588,A,A,C,-124.58199668364422,-175.50002618065736,1
Christian,Married,Asian,141.42035334851303,C,25.879483584347458,C,36.73572855194997,E,A,C,-124.61512214086437,B,D,B,103.59685548367989,67.86183381286838,1
None,Single,White,-91.10590740755306,C,1.191169675532229,B,-137.93664217088707,D,A,D,13.054261504980271,C,B,E,234.9775504216777,122.68927574876653,1
None,Married,African American,70.35920338642637,C,70.82139392603666,B,-43.90837711799197,A,E,C,-35.17016141312232,A,C,D,-31.64555179290588,15.618120727250615,1
None,Divorced,Asian,-59.38696832920463,A,9.1104112268833,D,-29.616087836976273,D,A,A,110.29441013238656,E,B,A,-69.06172991695654,-77.05404071939819,0
Muslim,Married,Asian,-27.09029002679207,B,-154.79681669906606,E,-103.38444602722592,B,E,E,38.295529721956875,D,D,B,-26.819589318414355,-72.81774367470953,0
Buddhist,Divorced,Other,3.750123626374001,D,30.621226812213987,A,28.183413645336273,A,A,C,-28.400043561752735,E,A,C,-130.4394799772848,-9.848739058800835,1
Christian,Single,Black,-70.31480246144955,C,-103.00023415221351,E,126.40574903628239,E,B,D,-172.56511512268352,E,E,E,-195.72033240749255,94.49180888223493,0
Hindu,Single,Black,-271.18808822058116,E,-59.38755992477972,B,40.10861596621182,C,E,B,-180.25680158350053,C,E,D,-31.203104704920072,51.061573642705746,0
Hindu,Widowed,Hispanic,-62.013918592685,B,-56.201609591192835,C,-118.48949091426005,D,C,A,-97.382475529586,A,E,C,0.6522934784487443,126.31276686447958,1
Christian,Divorced,Asian,45.74314963600315,C,120.79186166706073,E,16.658374030759102,C,B,C,68.54112303659284,E,B,A,-13.903921009056619,-119.93189411960998,0
Other,Divorced,African American,-90.477569206239,C,70.78931558355698,D,20.710837408353473,E,E,A,-115.18946601631485,A,B,A,136.60581642327992,32.6603225063918,1
Hindu,Married,Other,33.148239970127186,C,-143.2380505900942,B,-143.22174111267586,A,C,B,-98.55357367218187,C,A,D,-107.1434942396404,-84.75754004788747,1
Other,Single,African American,82.10171112660169,C,15.650874613149885,D,-115.3624465557188,A,D,A,145.72688422671894,C,A,B,36.27681875524824,31.24736403628574,0
Muslim,Single,Other,-85.44612633809805,C,-10.257599796027714,C,28.62115313391062,C,D,B,-3.2130513488300068,B,E,B,140.04569956498156,96.56398233077806,1
Jewish,Married,Other,82.6431018300112,A,-81.46955482659,C,-161.58481880047063,C,C,B,-93.38162310525816,D,C,C,22.976770718782426,-7.307622086021724,1
Other,Divorced,Asian,33.37748996560672,A,-37.23144371878868,C,-112.89878413208075,C,B,B,85.35859127980314,B,C,E,27.444930363341335,69.6075471770826,0
Hindu,Widowed,Black,142.21239938536175,E,59.19487394136074,C,72.89203555628832,E,B,B,126.24084392294131,A,A,B,-9.744946536882736,6.938229857490395,0
Buddhist,Divorced,Black,82.7392844777473,A,83.25222706421998,A,-45.82915418332582,C,B,A,-25.91913571231985,A,E,C,-30.940364316233076,-63.86176395743214,1
None,Single,Other,-111.65697767168368,E,-25.16248280954508,A,-59.39958398159382,C,B,D,-31.638632279274955,B,E,B,62.57980828915741,26.695236941627844,1
Other,Single,Other,161.99940949129467,E,-54.51084776849457,D,-73.59900861202986,C,B,A,-45.27554499583085,C,B,E,-53.42703422149961,-30.782444112915385,0
Muslim,Widowed,White,-52.83859728820448,B,-132.6514456021103,B,-4.7198559288800235,C,D,C,121.34335085065075,A,A,A,-40.73769732887014,-160.37364244160196,0
Buddhist,Widowed,Black,-22.82126487746412,C,87.98679428312938,D,-108.78158238773061,A,C,E,-87.60831639596233,C,B,B,103.1143895757992,-1.1573197579566314,0
Other,Widowed,Asian,44.9886417462878,B,-187.4310354150643,B,236.67670659929763,E,B,E,131.4423572037115,C,C,D,68.43951920561479,-127.39824331652491,0
Hindu,Widowed,White,216.973522673135,D,-4.124840363069518,B,20.21871490142429,A,B,E,-2.059280294126078,B,B,B,96.27961766671011,-56.92455471539646,1
Christian,Single,African American,69.00063791221707,A,-127.72973395488381,A,-51.25025468024917,D,E,D,-154.94315599637244,E,D,C,97.50512731779824,14.236019164426214,1
Christian,Divorced,White,35.01073619854698,E,56.45211480185506,B,81.9667109575976,E,B,E,123.94828234050514,C,C,E,-109.1247716642067,351.735337627069,0
Hindu,Divorced,African American,92.02609859303575,E,-82.94824086267835,A,-152.50258101758138,B,A,D,46.65229608201214,A,A,B,-25.721036568745042,-114.76418219894538,0
Christian,Single,Black,-52.587252970099584,D,-41.215975763247556,B,107.31145768275032,A,C,C,251.7919629039215,A,B,E,144.0195378179875,-162.22750763591853,1
None,Single,White,39.33202502309313,D,29.382170050761076,C,-20.24287214223254,B,E,D,-54.21927240120726,B,A,C,-8.222641058722873,28.289584575323822,0
Buddhist,Widowed,African American,147.16546886678822,B,13.433401202157825,B,227.55394785220568,B,B,A,-80.7963257868574,E,B,E,176.3845920423435,82.12064469730402,1
Jewish,Single,African American,157.5069692391014,D,21.672111874812067,E,-7.652755766692344,C,C,A,-7.518941120348109,C,E,D,-137.7664881035823,-56.03789982462175,0
None,Single,White,-179.62703723668852,A,-187.14837445906747,B,-93.41679425138172,B,E,C,75.04019396809115,D,E,E,23.644831489653935,66.3312736484811,0
Buddhist,Divorced,Black,-42.836781483415685,E,94.69545808025916,D,-134.72371387084928,C,D,C,73.40424833203159,E,B,A,32.933380210613414,-67.69554374642551,1
None,Divorced,Asian,98.2109865188077,B,0.15901520265074018,C,45.331217692506485,B,E,B,213.2236634606223,D,A,B,199.41350530562917,-3.9241247362772103,1
Christian,Divorced,African American,11.617744029381164,E,-178.4684731042725,D,-170.86389697032718,C,D,D,-61.5476994986488,E,A,E,-35.85750973918231,62.31232220216777,0
Buddhist,Widowed,Black,76.94350989566988,A,-111.38169355545311,A,35.28571082920684,D,A,A,-37.7928341459282,C,E,B,-315.27098200934006,41.82414790075448,1
Jewish,Divorced,Asian,-106.05837320875725,B,-24.465279816293755,D,62.178882603540806,E,A,A,52.96286399968214,B,B,C,38.69619768698882,111.27871498586595,0
Hindu,Single,Hispanic,15.825338520380775,C,-102.50531198399774,D,85.45621409283653,B,B,E,151.7392230971664,B,A,B,74.1918894344733,72.45952229737402,0
Other,Single,Other,1.0288604802312555,B,-50.44845002483173,E,98.27326655613882,D,A,C,14.752201780459892,B,D,A,-21.13116243450178,-9.927989744405295,0
Other,Divorced,African American,-73.77410797474376,E,207.43570699373723,D,71.57050641018498,E,E,C,3.184125688559224,D,E,D,-108.46242772470107,11.927636274546815,1
Buddhist,Divorced,White,-79.8403689175164,D,-23.428565588464277,D,96.19943300338592,E,D,D,-88.53973574002865,B,C,B,-115.51012216594498,105.53609086847683,0
Other,Single,Asian,-64.37422968224807,A,-67.25645691131032,E,-70.05068374172426,A,E,A,-48.88465349396197,C,A,C,-30.474203421442724,-84.09770765902415,1
Buddhist,Divorced,Other,-109.88428508049819,E,-23.93254332717553,D,-28.615422072458998,E,A,D,240.63904185350998,C,D,A,-103.14819783189367,-47.41548816591446,1
None,Widowed,Asian,-58.110326495577304,D,-98.59265338632277,D,208.1127128952976,D,B,C,-85.18959390709588,C,B,C,207.06346957137475,105.23343334248649,1
None,Divorced,Other,-75.49902109097061,B,73.99711770239763,E,21.891839467826685,E,D,C,59.89188509607215,A,C,A,35.085802731155106,-88.44372900057488,0
Jewish,Widowed,Hispanic,-31.707863982515427,C,41.18856589096873,C,12.132923634127511,C,C,B,-65.31042068689479,A,D,E,-66.56471418340385,-11.009877595807934,1
Hindu,Married,White,49.13283129500047,D,224.94829469083055,A,55.63213283737861,A,A,B,24.449792191344876,C,B,E,134.7973099569459,-86.96893177697793,1
Jewish,Divorced,White,110.26042526904199,E,122.31539700879107,C,190.1650057617495,D,E,C,128.40068737627504,B,B,A,-233.49863163354158,6.107333926507013,1
Muslim,Married,Other,-43.38713326384495,B,-54.851316197384456,B,-6.695748462682967,D,D,E,100.34596791316181,D,B,B,57.64256925725857,15.071122441949905,1
Other,Widowed,Asian,-22.688514703825742,B,1.12128293582247,B,38.78340655398955,E,D,D,66.55286256884948,E,A,A,75.65218679103685,2.9614752389345957,1
Christian,Single,Black,133.2430035952616,A,110.55589145763585,E,71.98874130460935,A,A,B,-37.214735735756435,E,E,C,-92.55788252123004,27.51763120586458,0
Other,Divorced,Hispanic,15.629639464471012,B,137.0440999226491,E,-69.50228648669439,D,C,A,77.40933546425649,E,A,A,270.34285159717007,31.702831266281954,1
Buddhist,Single,Black,11.471700096995752,A,-113.79226258419789,B,39.81556196805232,B,A,B,7.395666334592592,A,C,A,18.531077796092678,-29.853810611220826,1
Christian,Married,Other,98.66464436377275,A,1.5526712710967858,E,94.3701824733598,E,A,D,-2.546835689554435,C,C,E,-38.07192041823862,42.261661934100346,1
None,Widowed,White,73.3924174766417,D,76.39274756421138,C,85.73014191347302,A,B,C,-65.4649905668732,D,C,D,-68.57868484888493,95.41327553927658,0
Hindu,Married,White,-78.89417227428711,D,37.32507315599034,E,-36.4042371639009,B,E,C,68.50444423702702,B,A,D,147.86274987995972,-44.08688614954726,0
Jewish,Divorced,Other,-20.367150943873327,A,120.98445596866657,B,-131.00450675223811,A,A,E,-75.25328186870416,B,D,B,-208.0915414824434,-97.47320797325521,0
Muslim,Married,Asian,35.20004825448982,B,-147.38629690849658,E,-30.31291103476741,C,B,A,217.87080135745262,A,E,C,104.98270622568921,-205.20347499380804,1
Buddhist,Divorced,White,-85.93499947383164,D,-14.062864052171417,C,166.62047199288457,E,C,C,-71.14355017823904,E,B,B,152.6074523298847,49.3007319348874,1
Muslim,Divorced,Hispanic,-115.124529238671,B,229.2322249270096,A,9.347567920755765,D,D,E,-159.82498407176064,D,E,B,32.677241429122994,115.52746236892422,0
Jewish,Widowed,Asian,-13.003713602860822,B,-62.17949621313845,E,66.87369997170298,C,B,E,-8.923681139422914,E,A,A,-69.31093640378091,158.4538775400338,1
Other,Single,Other,-58.543844716821994,D,105.8415232588079,A,42.73910514216163,B,B,B,0.2239275635556256,D,B,B,-104.26604553470993,-33.765782830332356,0
Buddhist,Widowed,African American,79.22949668189894,B,47.14017117419144,C,-46.621800618237955,E,C,A,29.530477398263887,D,B,B,-1.5257874057517127,-140.67848438217533,0
Jewish,Widowed,White,18.27632699013136,B,-85.42243884875246,A,-173.52178894784197,C,E,C,6.9108410055865015,E,B,B,120.44015615345876,-73.55282481040335,1
None,Widowed,Hispanic,-169.48089091530457,A,5.268049557259964,C,2.687639764675372,D,C,C,132.3742655958905,A,B,D,126.8646986513894,60.97603807611078,0
Other,Widowed,Other,241.70379252753085,D,70.68387227735192,B,-124.87558758070938,B,D,C,110.31676619103791,E,B,D,-96.72495034616155,79.05232193465027,1
Christian,Married,African American,214.90415737271525,E,17.02100977596636,D,93.62682533700863,E,A,D,-21.509538422686536,E,E,E,69.18982214885179,-74.51994064027019,1
Hindu,Divorced,Other,59.97389270607507,D,-214.29395676939276,C,-1.156553768636109,C,B,B,87.14024502426946,C,B,B,-35.43483801282093,4.75509043468004,0
None,Widowed,Asian,72.12919117858156,E,-187.65166961824582,C,145.5714888058647,C,D,E,-93.46395954028341,A,D,D,152.0009972893521,-128.8113246242896,1
Buddhist,Single,Black,95.93504419632845,C,125.18688485789878,E,-10.537849473477985,A,B,C,89.12082516603505,A,A,A,-43.26861441750513,-7.902334085007998,0
Christian,Widowed,Black,217.32798471604832,A,108.08241778735368,D,152.5201791135942,A,B,C,-33.95792674499014,E,E,C,13.833490950290578,-99.36374653905159,1
Jewish,Married,White,52.63466327457993,C,157.99247485962218,B,-48.30049263251844,E,D,B,-48.22704195906812,E,C,C,59.38144807972806,30.046346941638607,1
Christian,Widowed,Hispanic,-138.9184121122923,B,72.02759168561496,E,10.392697094461262,C,B,A,79.4429788103707,D,A,D,-58.121085305911635,15.441428665213152,1
Muslim,Divorced,Other,-82.45195183909904,D,-90.83986036762049,D,28.594113776864983,E,B,C,100.03121493235354,E,B,C,-50.043046756219,22.170357226725613,0
Buddhist,Divorced,Hispanic,81.36938737602044,D,-179.46442251530337,A,114.12084234712631,B,E,D,-50.22731433343155,D,E,C,126.55752204048926,118.20398024575437,0
Buddhist,Single,White,-24.394260671123227,E,-275.7091208223599,B,27.935943436706623,B,B,A,-116.7289785995526,E,D,B,-79.03538192767738,-153.77542916852298,0
Muslim,Divorced,African American,-51.48745178864621,B,-34.835933740839906,E,246.46901605059898,D,A,E,-242.76495842856463,D,A,C,129.65126643180025,-192.53178054397452,0
Muslim,Single,Other,-65.56821345852791,A,264.76845419101403,E,82.99848023840015,B,C,C,-62.497047613706926,D,E,B,-120.56677780958265,155.5739366790422,0
Other,Single,African American,143.2964872221661,E,79.24220411815803,D,-119.42106606324646,E,B,D,183.53962497197688,A,E,E,68.51969321301203,-18.89574413820218,0
