sex,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,83,218.84052603075727,-133.8827638091964,D,D,B,C,E,B,B,183.0737412266263,D,B,E,C,0
M,82,-18.914962779820062,-76.27981909852562,B,E,B,E,A,E,E,-177.43544412255116,D,A,B,B,1
Other,32,77.85157546874898,-94.433166017296,D,C,A,D,D,B,D,42.30639288943829,B,E,B,C,0
F,36,3.5199228763672377,-31.039036589940576,A,C,B,C,D,E,A,26.232777313941224,E,B,E,E,1
Other,48,-74.88614978622937,29.59358388862664,D,B,A,A,A,D,E,-287.21252297149067,C,C,A,B,0
F,51,-98.05824946826421,55.179814278593696,C,A,A,A,B,D,C,50.59468990266506,E,A,B,A,0
Male,77,17.223039051934386,-19.453549459159998,A,A,C,C,D,D,A,168.02754663205792,C,C,D,D,1
Non-binary,28,-61.62749161913378,61.18618335431136,D,D,E,E,E,A,A,17.84845506650762,C,E,D,E,0
Male,58,-21.170731113870875,-37.86722345160404,A,E,B,A,C,E,C,-37.95502994789695,A,A,C,C,1
Male,72,-100.78880976695316,11.25497919978597,A,B,E,C,C,A,C,54.190894216259544,C,A,C,D,0
F,73,-13.017512969191616,-35.788354336945744,A,D,A,E,D,A,C,-21.200090417511564,D,B,A,D,1
F,54,-121.20709647360415,-87.33693721674288,A,A,A,D,C,A,A,-8.900310278643822,A,A,B,C,1
M,75,12.914061892306758,147.5770962065125,A,E,C,B,B,A,E,-22.018405405119427,A,E,C,D,1
M,55,101.32884219752538,68.15402640925609,B,E,C,E,D,C,D,15.824463588469865,C,D,C,C,0
Non-binary,21,132.41266663552068,97.31332805640491,B,B,E,D,B,A,E,129.82006298919956,D,E,D,D,0
Female,38,-34.94285198469155,51.800765717398455,E,A,E,C,A,C,E,-26.98107121335505,B,C,C,D,1
Other,60,126.102029879636,188.7232851495757,E,D,D,A,C,D,D,-20.189023576846353,C,A,B,B,1
Male,41,-73.29521675221356,135.36832208390322,A,C,D,A,B,A,E,137.3858225044499,E,B,B,A,1
Other,45,-72.98368107421602,-2.723357044040086,A,C,B,A,B,B,E,8.53105975413814,D,E,B,D,1
Other,63,118.0346578565888,-19.44914411673112,B,C,D,B,C,C,D,68.4415884745268,B,A,D,C,0
Non-binary,98,98.10031047021204,56.290715998185284,D,E,C,A,E,B,C,8.198347720332736,E,B,B,E,0
Male,31,-34.6635858622525,-77.66851505669827,B,E,E,B,D,C,B,72.46845682715062,D,B,E,D,0
F,29,113.42482019503342,97.34026535543376,D,A,B,D,C,C,D,-0.7971634384005718,C,C,A,A,0
Other,26,-44.59192641667215,18.767798248913042,E,A,B,C,B,B,D,75.18411190402165,A,E,B,C,0
Other,52,0.027392657219354414,-0.6420931734926559,E,D,E,E,B,C,E,-45.63475901617117,C,D,C,C,1
Male,61,-44.742212888374446,42.466596744187875,A,C,E,A,B,A,A,164.9425689109401,D,C,D,D,0
Male,53,52.58688047676959,16.217026489767665,E,D,D,D,C,D,C,0.5179202089532464,B,A,C,B,1
Female,94,56.49922243822497,-156.47656000429976,B,E,E,B,D,E,B,24.263827488212446,C,C,A,B,0
Non-binary,29,139.53394698719688,-10.693928533947973,D,E,C,C,E,A,D,83.19478264832689,E,D,B,D,1
Other,25,-49.17747301775061,-46.093812028319256,C,C,C,B,B,E,B,144.05476826497957,C,D,D,E,1
Male,45,-105.81315019049076,-1.022613157420225,B,B,C,B,D,B,A,-131.34356349130093,A,D,A,C,0
Female,85,50.20754803597097,-38.089806031456064,C,A,A,C,B,E,C,-44.33061596306532,C,C,E,B,0
Male,87,93.1657904446142,50.412674446433755,E,E,A,E,A,A,B,-153.57711325826176,E,D,B,B,1
Male,25,96.92667965143924,-102.22893280902134,D,E,C,A,D,E,A,22.043879225500596,B,C,E,E,1
M,20,50.215131216987665,193.6525072555226,A,C,A,D,E,C,C,-24.6852026569959,D,B,A,E,0
Male,62,-26.476194713060398,110.01618402669841,E,D,E,C,E,E,E,67.85083851288867,C,B,A,D,1
Other,76,-4.363361439931984,30.04637933149732,A,E,A,B,A,E,C,34.23437226601835,A,E,D,D,1
Female,39,-143.77316695539412,-201.90283802809398,D,B,D,D,E,E,C,20.691956838800557,C,D,C,A,1
Male,53,94.96426772629071,73.52704099793326,E,D,D,B,D,C,B,73.37128599080668,B,C,B,E,1
M,85,-30.462325855998927,-194.34104688551471,E,A,A,C,D,E,D,75.51917419046323,D,E,E,C,1
Female,43,-19.6842653733282,8.307209423796738,D,E,B,B,A,B,C,104.4578149158001,D,A,B,B,0
F,44,-77.02307466145307,61.197118768578704,C,B,E,B,D,B,D,-66.82774774480946,E,C,E,E,0
M,29,-137.86286534267467,-1.745697889352608,C,C,C,B,E,D,E,-110.82128241839271,D,C,B,A,0
Non-binary,66,-109.35035780116856,25.246015498836087,B,B,E,D,A,B,D,-7.475513683634122,C,C,E,E,1
F,64,53.74921082885358,25.94004873760513,B,A,B,C,D,A,D,100.28167624693299,A,A,A,D,0
Non-binary,85,105.0815184550734,158.82092726694782,A,D,D,C,A,C,E,46.1216561370209,D,C,C,C,0
Female,51,-87.71192221374423,51.010517805733436,E,E,A,E,A,C,D,-43.62601045385564,D,E,A,D,0
M,62,-11.635940121763575,72.42949061154776,B,D,E,D,D,C,E,47.431292415301215,C,A,C,E,1
F,31,40.82423141887898,12.802644930779362,A,C,D,C,D,A,E,-42.95892800863968,A,D,B,D,1
Male,59,-194.8582757289888,88.86476244471339,A,B,C,E,A,A,A,31.564806285553875,A,E,E,A,1
F,71,24.769443776982982,-54.739831165932074,D,C,B,D,E,E,C,132.37636593242902,D,C,A,C,1
Male,69,99.0379063944111,38.5483114423603,E,E,C,C,A,D,D,107.75548549517178,A,D,E,E,0
Other,20,59.0912039743869,-18.94749904413327,B,A,C,D,C,C,E,-115.28935653332131,A,B,D,E,0
Other,55,54.574240943555616,18.111234518715325,B,A,E,A,A,A,A,-1.5108012074507193,B,E,E,D,1
Non-binary,25,-170.7259884419122,-94.25363276425719,D,B,E,B,B,E,A,55.196935946441315,B,D,D,E,0
M,71,-109.55989300411935,-42.23248857762293,C,D,C,D,D,E,E,93.89061407062317,B,A,A,A,0
Non-binary,44,77.59828612335076,-38.7517998313176,A,C,D,A,E,E,E,-131.55007842490815,C,E,C,B,1
M,66,17.606323108620778,2.2897516244128324,D,C,E,A,E,A,E,-37.657957307895884,D,E,E,A,0
Other,54,-155.5389757216527,40.113569672559976,B,C,B,C,B,E,C,-172.22056688288816,A,A,E,E,1
Female,54,47.47236926042607,-7.26595539657949,A,D,C,B,C,E,E,6.117674132409707,C,B,E,E,0
Non-binary,61,27.679702039458693,-74.28556526603413,E,B,A,A,D,E,C,168.16846627649207,C,D,A,B,0
F,79,12.453023418701866,-18.47128358114964,A,E,D,D,B,E,D,131.8391013279808,B,D,B,C,0
Female,82,141.86622678746141,62.80514271512329,A,D,E,B,B,D,C,7.592138041086873,A,E,E,B,1
Non-binary,59,127.20648889283225,66.07179671197964,E,D,B,E,C,B,D,112.03866393075923,C,A,B,E,1
Female,38,17.076711028812433,-40.903608926637894,B,C,B,A,B,E,A,-15.975155256141019,A,D,A,D,1
Female,43,224.15660935098188,119.6110585897329,E,A,D,A,C,B,D,-48.45766325345458,B,B,C,A,1
Female,66,12.724130560646655,62.77558613529948,E,C,E,E,B,C,B,-67.17371467002346,C,A,A,B,1
F,64,-142.34485038227038,-76.84374246045671,C,C,C,B,D,D,D,5.819159819983648,A,D,E,B,0
M,60,-14.709748177773022,-40.8712201186405,E,A,D,A,E,E,C,61.179091385745934,B,A,C,B,1
F,33,74.8317193104154,-22.066213745466584,B,A,E,C,C,B,C,-11.968532920159737,A,D,E,E,1
Other,36,-6.598170654615141,-19.553493297452192,D,D,A,C,D,E,B,136.11396826061997,E,A,B,D,1
F,70,14.597879156774631,-1.004515555560722,A,E,B,A,B,E,E,44.01835429761955,E,D,A,B,0
Other,96,4.953199053550479,145.28492012244715,E,E,A,B,C,D,D,105.97319884038386,D,C,A,C,0
F,73,152.35988573736375,-35.24565327583286,D,C,B,A,C,B,C,-102.38124476594763,C,C,A,C,0
M,23,71.65101591496106,204.40666697081747,D,D,E,B,D,E,D,-13.18036995361255,D,C,D,A,1
Other,49,40.06610822853767,23.43971863338668,E,C,C,C,C,B,D,-95.59941087282158,C,D,E,A,1
Male,76,-29.792936835931293,84.07461539482448,E,C,A,B,E,C,E,-11.529474873261126,A,B,C,D,0
M,76,44.822895023515294,-170.78032541094333,E,E,A,C,E,A,D,3.3428092405668797,B,C,C,A,0
Other,80,-92.77964600308636,-7.215565186389548,D,D,C,B,A,B,E,-130.6931254411303,A,A,B,E,0
Other,92,4.134715746447243,35.17559256060201,C,C,A,E,E,D,A,52.43590959657276,E,C,B,E,0
Other,29,28.855845108258087,-125.24160624735367,E,E,C,C,E,C,B,35.01335467282898,E,E,B,C,0
Other,34,-164.33420538188287,96.76345537124558,A,D,D,C,B,A,C,147.59948888372412,B,D,A,C,0
Non-binary,77,-49.87715984205592,-212.52103434098638,D,B,E,A,A,D,C,-37.52565089901182,B,E,A,D,1
Non-binary,67,-47.25970527578314,138.1514772247266,C,E,B,A,D,B,C,-92.00128687182769,B,E,A,D,0
Male,21,-66.24825808425824,-73.72652588157518,D,A,A,A,B,B,A,90.50375204858972,C,B,D,B,0
Non-binary,59,121.77590164053045,-97.56770145546315,C,D,B,A,C,B,B,68.5761844386457,B,D,E,B,0
Other,63,-158.64841766851995,-9.713004717513241,B,D,C,A,D,C,D,149.80103566850966,E,D,D,A,0
Male,64,8.079300782111384,-15.42912392778158,C,E,B,B,C,D,C,-69.47676924739183,B,C,B,C,1
F,65,62.94506713293762,-127.94516870835295,B,D,E,B,C,C,E,215.62587128990995,A,D,E,A,0
F,25,96.28080473317787,223.33483685189438,B,A,B,D,B,D,E,158.56647684027922,C,B,D,C,0
Non-binary,65,-83.54867469350374,-142.5103067036717,C,A,E,E,C,A,B,146.50060552837417,C,D,C,B,0
Male,78,-59.580920678914694,295.81758642495106,C,A,E,B,A,E,A,-177.52217614902915,C,A,A,D,0
Other,39,150.27517809640113,-47.18170977598061,D,E,E,B,C,B,B,-64.0445059236051,B,A,B,E,1
M,70,173.5830232485292,88.73613099975165,C,C,D,C,B,C,E,-6.752318374084368,A,C,B,B,1
F,34,170.87719506226247,160.5792376312447,B,A,E,C,D,C,B,50.60213828062534,A,E,D,B,1
F,64,42.32699362511566,-170.82344784702573,B,A,D,D,D,D,E,144.62628427401006,C,E,B,A,1
Female,27,49.818763932374665,-90.13025225678366,D,B,D,A,D,A,D,6.304461906003314,B,D,E,D,1
M,79,124.20044040534974,60.25146154707118,B,B,D,C,D,A,A,39.43850804600998,B,C,C,E,1
F,48,111.28505217702597,133.7785148446606,A,A,C,B,E,C,A,-29.648693574031977,B,A,E,B,0
Male,81,26.174334206172826,-4.92358469671665,D,E,D,C,C,D,A,-149.96752676149688,A,C,A,B,0
F,82,86.88288023627406,48.605610917521254,B,C,E,B,B,A,E,-101.88943834378657,E,A,A,B,0
F,22,-62.35625592319655,-131.70586083943854,C,C,A,E,B,D,E,11.390075708978378,B,B,B,B,1
M,97,-62.94352425961131,158.5126493641174,E,E,B,C,A,C,A,-34.94732796008569,D,C,B,A,1
Female,20,94.43086514244219,-57.83136927108114,A,E,E,D,C,E,D,-116.13864151349549,E,B,E,D,1
F,40,-59.49225414082066,-107.53880802199542,D,D,B,E,D,E,C,-70.8135207716735,E,C,A,D,1
Other,90,11.761194050997743,-45.21376591772616,A,B,E,E,E,E,E,-61.396243447176225,E,E,C,B,1
Male,65,161.04614489647068,3.5492054929636447,D,E,D,A,E,C,E,137.13861188905082,B,B,A,C,0
Non-binary,64,54.24758700904204,12.440560327607168,B,E,E,D,C,B,D,-28.986629618726827,D,C,D,C,1
Other,87,49.375181100424825,131.46807913192666,C,D,A,B,B,B,B,80.6587085142546,A,E,B,D,1
F,84,149.9049409281587,209.3318363641744,A,C,B,C,E,A,A,-313.1934678541389,D,B,B,B,1
M,20,11.870538574613867,44.3974667365756,D,A,C,E,D,B,D,72.16904527363458,E,A,D,B,0
Female,92,-2.646107562314867,-98.50720979239357,C,B,C,D,C,D,D,140.10155421194585,E,D,B,D,0
Male,64,-16.710724127932156,74.35692116134692,E,B,C,E,D,A,A,-66.08390391673696,B,E,E,B,1
Male,48,18.367129676142337,-168.98292479718987,C,B,D,D,D,A,E,30.55329495550228,D,D,D,B,0
Other,35,-29.330648373665863,-50.52525015082359,D,B,C,C,D,B,E,-49.89300329468046,A,B,B,C,1
Other,69,-192.11085447492405,-6.421350952287874,C,C,A,A,D,D,A,-29.75864447356032,A,B,B,D,0
Non-binary,23,-85.57782403642636,29.744146077854328,E,A,B,E,E,C,E,53.97445737340464,C,E,B,C,0
Male,82,151.98444349319962,244.4259056725352,D,D,C,C,B,D,C,218.501810674229,E,E,A,A,1
Male,58,202.79896371575373,-55.721018216150064,C,D,D,C,A,E,D,164.1059091241871,D,C,D,A,1
Female,47,-110.67954771968327,-7.293025274624367,C,D,E,E,C,E,C,2.3521336524881074,C,C,A,B,1
Non-binary,93,-126.26248268609086,-248.07696068459362,D,A,A,C,E,A,D,147.84001092986608,E,B,E,E,1
M,29,-18.871711849585697,-51.91687658928872,B,B,B,A,B,D,D,-33.48577930289883,C,E,A,D,0
Female,91,-31.45573644889063,142.56481543260384,B,C,E,C,B,A,A,89.92207326260731,C,A,D,A,0
Non-binary,86,214.58999098722052,79.19072126159928,B,C,D,E,D,A,D,-23.8923039453358,C,E,D,A,1
Non-binary,92,-22.783818628333783,72.18119937517604,E,E,D,B,D,E,E,52.94495487258518,E,E,B,B,0
Non-binary,28,-56.99298040364608,20.704070507495345,A,C,A,B,E,B,E,-36.48760801273128,E,C,C,B,1
Female,40,-28.752428840169426,-124.03854973498048,D,E,E,D,B,A,E,82.68227461447185,A,E,E,A,1
Female,44,7.969296131395461,111.86780061753916,A,E,C,C,A,A,E,17.78516670788647,D,C,B,A,1
Male,98,-5.266429114172615,-98.06109298111511,A,B,C,B,D,C,C,-97.86811513712615,A,B,E,C,0
Non-binary,31,-23.163113550363605,-44.02403240519325,D,A,B,B,A,C,B,-115.53579061191373,A,C,B,D,0
Non-binary,80,41.86852093356487,78.86802786206738,A,B,B,B,B,A,E,-25.207078440960522,E,B,A,E,0
Female,67,-111.55080075162198,-127.2674092713995,E,C,C,A,E,B,E,-16.943773269527476,E,A,B,E,0
Non-binary,35,35.44241828876223,5.3537213840419335,E,A,D,A,C,E,D,-145.03193350959563,C,A,E,E,0
Other,35,137.3457597523926,-63.395183950719634,D,A,D,B,A,C,C,94.35415831648517,E,A,D,A,1
Non-binary,99,-242.52689351937576,-102.37932182797513,D,A,C,E,C,A,C,2.3097419168636955,B,C,B,C,0
F,40,59.56160112177289,-96.00834795739601,C,C,D,C,B,C,B,26.924544039616254,D,C,A,C,0
F,74,68.61945233902817,154.22969270298438,E,D,B,C,D,C,A,42.000693271847,D,C,E,B,0
F,26,11.806994256081026,34.40773306289112,D,D,B,A,C,A,A,39.9860168902328,C,D,A,B,0
Female,56,-51.79823760029749,70.65546453642672,E,D,C,B,C,B,E,60.85216007748491,C,B,C,C,0
Female,26,1.6447778304731462,-125.17565313086428,C,C,E,D,A,C,D,59.72649502389164,B,B,C,E,0
Female,42,52.56850143014227,69.4550155241143,D,C,B,D,D,D,D,66.44931119818594,B,E,D,D,0
Male,94,-105.56153324566102,-49.95422649487507,C,C,B,A,E,D,C,12.962327833033452,D,B,B,B,0
Male,33,-20.453602422012796,-86.79511815842042,C,E,E,B,C,D,B,-96.6401074622979,E,D,A,C,1
Other,91,73.7375775473453,99.12570605934471,D,B,E,E,E,B,B,-149.58021993649254,E,E,C,B,1
M,40,58.51722154861599,24.736291240042696,E,C,C,D,D,E,C,67.68995577180044,D,C,C,A,0
Female,44,127.23908685350949,-55.47966919261944,E,E,C,B,A,E,E,-82.17550587951706,D,A,A,D,0
Other,40,-172.30829663976112,-120.9622066425186,A,C,D,A,A,C,E,-81.24402200542667,C,D,C,D,0
Other,78,14.84522710783662,45.84741618346773,A,E,E,B,E,A,B,241.71693543442126,D,B,D,B,1
M,90,170.18201174887406,174.80555470415968,B,B,C,E,E,B,C,-127.48874569724458,D,D,E,A,1
Non-binary,70,-65.1769390478846,-61.68039875526768,E,E,E,E,A,B,A,-11.410486288669722,D,E,B,E,0
F,57,77.61452395950693,9.405034525044977,E,B,A,B,A,C,E,44.87454018302244,B,E,A,E,0
Male,34,-26.27113025573214,-18.230667454036322,E,E,C,B,D,C,E,-55.64138169650494,E,D,D,B,1
Female,78,-88.6418943040164,-53.15045197939061,C,D,B,C,C,B,B,-58.94200759725409,A,C,C,B,0
Other,38,-56.1762883702118,-15.299491364213988,B,A,D,B,D,D,E,115.84130258699288,C,D,D,B,1
F,42,37.923781640519955,-33.321965099770175,D,B,E,C,E,C,E,-148.66727552713536,A,D,B,E,1
M,42,-93.17598880154864,-125.1033615332967,C,D,D,A,B,C,D,-39.32940756120269,B,B,B,E,0
Male,54,11.857709014973432,72.33127599502589,C,E,E,A,C,B,B,39.6071657136823,C,D,A,C,0
Other,69,5.740068451686719,-91.29137612028528,B,C,A,B,E,D,C,75.7491584656744,E,D,A,C,0
M,46,84.41736777563013,147.31926885024004,D,C,E,C,D,B,E,-232.84101538388938,A,C,C,E,0
Other,43,117.23734777158501,17.048040153102814,A,A,A,A,C,E,D,17.06813663679943,C,D,B,B,1
Non-binary,86,-31.585974341911395,-100.3405463471127,C,C,C,C,C,E,E,-94.81083807698047,B,B,A,D,1
F,73,154.46394941291652,-46.725971465607465,D,C,B,D,A,D,C,-1.0383323584960227,B,B,D,D,0
M,81,-119.55427218059071,-162.56750606883097,E,E,A,D,D,B,D,-40.612953756066986,D,E,E,B,1
Female,66,44.54001631609919,-99.65593959685017,C,A,A,E,C,C,C,-131.86675716309713,C,B,A,A,1
M,99,140.5778621450379,27.34507775012485,C,C,D,B,D,E,B,-5.678733259569174,B,B,B,D,1
F,18,48.241698184376986,-33.40529028300609,B,B,E,B,C,C,A,-96.98059209469527,C,D,B,D,0
Other,67,-77.7229076833104,48.568418518848794,A,A,A,C,C,E,D,20.390754178708004,D,A,A,A,1
M,46,-41.31879921658347,16.065085103262604,B,E,C,E,C,E,A,86.27046115500559,D,A,B,A,0
F,55,114.78259147202579,-280.8177111250808,C,A,D,B,B,D,C,-10.095338193409091,B,D,C,B,0
Non-binary,23,61.0200657046028,-172.51534338258705,A,E,A,A,B,D,A,68.34311226461239,C,C,D,C,0
Male,22,64.23728964866517,32.669465815386175,D,C,C,E,D,C,A,-10.486940984928989,A,E,A,D,1
M,49,13.083617505577488,-227.23575392863475,E,A,B,C,C,E,B,21.887257932994476,D,E,B,E,1
M,46,-62.031612652398294,-96.77607696821279,D,D,E,D,B,C,A,-9.1172511147625,D,A,E,D,1
Other,42,-21.586187886317255,-40.743758096947786,D,C,B,D,C,D,B,-58.1405740972893,D,C,E,E,1
Non-binary,93,-117.36125945566079,72.07226709691143,B,A,E,E,E,C,D,-102.58822072394807,D,E,E,B,1
Male,26,139.2484434659381,-80.7287209694763,C,C,C,C,C,A,C,40.57946128149334,C,D,A,D,0
Non-binary,64,84.99714432273856,72.01816546336083,A,A,D,D,D,A,B,-122.80431126717666,C,D,E,E,0
Non-binary,40,15.076113955168255,-85.30162580506507,B,C,B,D,C,A,D,98.31265866899423,A,E,D,C,1
M,29,60.51142407686427,-56.48617486516542,D,C,B,B,C,E,A,-71.00671729467805,C,D,D,C,0
F,24,-72.0267616183887,-59.491615500581354,C,E,B,C,D,B,A,-10.568453912101333,E,D,C,A,0
Male,85,-112.77288772576976,79.73968283027482,A,A,B,E,E,E,E,-161.0593612302331,A,D,D,C,1
Non-binary,71,31.050504840801597,86.7692552989846,C,A,E,A,C,D,A,-9.621889781704338,B,C,B,D,0
Non-binary,69,59.19852410424067,51.42874717026766,A,A,D,A,D,C,A,82.63676729609023,A,A,E,C,1
Male,53,-162.76677118162115,173.72480741741808,D,E,A,B,C,E,B,108.378022248435,A,B,A,E,0
F,21,-0.5673494723007312,19.276867171623294,C,D,C,A,D,B,B,-33.16641289829965,B,E,E,A,0
Non-binary,19,4.038312161527328,106.07283602891783,D,C,A,A,E,C,D,57.7891475293428,D,C,B,E,1
M,30,-195.77861497189377,-245.4691008539223,C,C,E,B,E,C,D,-42.16080581885854,B,D,C,B,1
Non-binary,44,-39.62561489293245,-116.21008108436935,E,B,A,B,E,B,D,18.12905982215757,C,C,C,C,0
Female,22,128.53236621792175,89.24049173999859,E,B,B,D,B,B,A,-123.58467244931542,B,B,A,D,0
Male,80,160.140820875554,132.44852972317145,E,D,B,E,B,A,B,-118.69725597684064,E,B,D,E,1
M,37,-93.48366456741907,114.86126938437882,E,D,D,B,E,D,A,95.04653568725394,D,C,B,C,0
M,97,-69.35769693357526,91.55732277394128,D,D,E,A,C,D,D,-65.91005129433543,B,E,B,A,1
Non-binary,47,-120.03115760350398,194.8827032456259,D,A,C,E,C,D,B,58.547695148039644,B,E,D,B,0
Other,89,105.14367989064681,-76.88509557559627,E,A,C,C,E,A,C,124.763423340486,C,C,B,D,1
Non-binary,23,-106.46396832583767,66.47752281564497,E,B,C,B,E,C,B,130.8604494603184,B,D,C,A,1
Male,61,178.72280599047835,-45.603021855546785,A,A,C,D,E,B,A,56.80737523905171,A,B,C,E,1
M,63,61.7995856307809,-22.05152932881835,B,C,C,D,B,B,E,-71.9700514475691,D,A,D,A,1
Male,71,-157.9927203341253,-19.133094973306914,A,C,A,C,D,D,A,-149.86924375708173,C,D,A,A,1
F,82,68.38111491937303,28.074188661425108,A,B,A,B,C,E,A,92.89522145198231,C,A,B,A,1
Non-binary,82,-31.475554193105637,-165.26101822911528,B,C,B,B,E,B,B,178.10067112511604,A,C,B,E,0
Female,24,83.06226151660974,-175.65223547338854,A,A,B,D,C,C,D,-86.93645654782027,B,A,A,B,0
M,74,-28.830799383466637,-24.93845326914398,A,C,C,C,C,E,B,-34.543809074403086,A,B,B,A,1
F,99,26.76446433626467,-0.012018764442133139,B,B,E,E,D,B,D,-108.8045397664861,A,E,A,D,1
F,75,-51.410636853443,-115.53595351955846,D,E,E,B,D,B,B,-23.385338630158493,B,C,E,B,0
Male,23,-84.05266085980476,-131.7839310110401,B,C,C,D,E,E,A,-26.185363246317078,B,E,B,C,1
M,25,134.95913114245346,72.25743555639386,C,C,A,B,A,D,C,111.5529743315714,A,B,A,B,1
Non-binary,18,2.6842536578569214,-197.75955279671277,B,D,E,B,E,A,D,-90.2849256988766,D,A,C,E,0
Male,60,-12.453981944603216,123.38007264612527,E,A,C,E,B,A,B,129.14237922820334,C,A,A,D,0
Female,90,-108.75989707089786,-67.1214556559273,D,C,E,A,C,E,A,-8.146962503206936,C,C,A,A,0
Other,93,-73.27054971393824,77.59477732388474,C,B,C,E,E,D,D,-58.290772502866226,C,B,E,D,0
Female,62,173.96962474007728,233.89644780752587,D,B,D,A,D,D,B,93.89824117468098,E,E,C,C,1
Female,91,-11.991491644451326,10.474440387254466,E,D,E,C,D,D,E,66.47374107225752,E,A,C,B,0
Female,66,25.288406786584677,11.649462578469844,B,C,D,D,E,D,E,6.909457296675135,B,C,A,B,0
Male,40,-2.5975873026878666,-113.28727000218547,C,A,A,E,B,D,A,-53.253433241392635,E,D,E,D,1
Female,45,25.041472287823336,-101.29470801670276,E,C,A,B,E,B,B,190.91252815453933,C,E,D,D,1
Male,57,-23.49455249228118,-63.71009250479658,D,C,B,A,C,D,D,24.838363149142193,D,C,D,C,0
Non-binary,26,-83.15449634888341,-12.17215997902389,E,B,B,B,E,D,C,40.575158545063466,B,B,D,C,0
Female,77,44.33350830981229,-171.02186648178554,C,D,E,D,E,D,B,-231.6208436078187,D,A,E,D,0
F,44,-177.02723834926277,-100.44741187771906,A,E,E,D,C,D,D,147.6392356618312,A,D,C,C,0
F,25,-80.63226798603598,80.90203842463393,E,A,C,B,A,D,C,-51.349758005154065,A,C,E,D,1
Male,66,-61.8287061321506,-158.5983194583577,E,E,E,B,C,A,D,146.9800624695152,D,C,C,D,0
Non-binary,26,-181.31378947369922,-152.32873630709327,E,E,A,A,B,A,E,-133.23519195016203,A,E,C,A,0
Other,99,46.29422525023626,211.08979214126828,D,B,E,A,E,D,C,77.18961569073942,C,C,D,B,0
Non-binary,72,-85.13950380656982,65.49885074538983,C,E,B,E,B,D,A,-72.5606967905402,D,A,B,C,1
M,63,167.02364242045707,-53.94748990907306,C,C,B,A,D,A,D,88.11533921587481,D,A,E,A,1
Other,49,20.669190322174884,-77.60259020409742,B,C,A,D,B,D,D,105.72490906930325,B,C,C,A,0
Female,66,169.21849660511603,-118.25187988459847,D,A,A,E,C,D,E,-61.76947769007729,A,E,A,C,0
F,27,-186.10148172496997,-79.56630907662462,B,E,B,A,A,B,C,44.908018725110985,E,D,D,A,0
Non-binary,46,69.89882434949918,-15.506718875675466,C,C,B,D,E,C,D,-124.19730629675362,B,E,B,C,1
M,61,-118.9751279336412,66.46925665693469,E,A,A,C,E,D,D,29.889814576050217,A,C,E,D,1
Male,34,-51.5828096920707,-42.83111500744378,A,E,D,C,C,C,A,12.088919215866948,D,C,A,C,0
Other,30,92.53245274608317,-10.564459932241887,D,B,A,A,A,C,E,162.40709811294727,A,C,B,B,1
M,39,2.496923738571143,-17.536113764661586,B,C,A,C,D,D,C,212.86405083126795,B,D,D,A,0
Female,64,5.332585003630284,-36.982054441718525,B,D,D,B,C,A,B,-137.3716970008524,D,C,B,A,0
M,94,37.874268649252556,-132.0372372566442,C,B,E,A,C,A,A,70.74021908823568,A,A,B,B,0
M,25,-155.3640923184533,-22.93233955779893,C,A,A,A,E,B,E,37.64353975238358,D,B,E,B,1
F,67,12.50790127660454,-151.36360310632654,D,E,B,B,D,E,A,-37.1760592669508,E,D,B,A,1
F,35,-90.72842515851674,-78.84586676986356,A,B,A,A,D,E,A,-55.485439408335104,A,E,D,D,1
M,55,137.59020335817692,54.51657741370458,C,B,D,E,C,B,A,-167.61577818682596,C,E,C,B,0
Non-binary,32,-5.422032578271617,198.1812501546525,E,E,D,E,D,A,B,-104.84654715285589,C,D,C,D,1
Other,99,-90.60937057238577,7.828905767162675,D,A,E,B,E,E,B,-206.83579778416754,B,D,D,E,1
Male,49,-48.17297002144558,-14.374690147236477,B,A,E,E,A,E,B,40.07933685633814,C,A,D,C,1
F,70,156.74283727208442,-74.4761190646993,D,D,E,E,C,D,B,-150.6284257894098,B,D,C,C,1
F,37,-195.27038463813713,-210.64713958876627,B,A,C,C,C,E,E,-17.509153264979,B,A,B,E,0
Non-binary,49,81.70001391432153,78.89830177354774,E,D,E,D,D,D,C,-112.83332063240552,E,C,C,E,0
M,82,-169.74792652600976,-11.855291499995744,E,E,A,B,B,C,E,-26.191834323521395,D,A,D,C,0
M,79,182.61738285493786,-29.731720020951453,B,B,E,B,B,D,C,138.24456359819902,E,C,E,C,0
Non-binary,50,-57.94167573300548,203.70230252753893,D,B,A,E,B,D,D,22.3495055640201,A,A,D,E,1
Female,69,141.34457078203752,-48.27616231826028,A,D,B,E,C,E,A,-111.67421561764388,C,E,B,E,0
M,68,31.2142780966488,-89.08875586467157,B,E,D,B,C,B,A,79.48073290603848,E,B,A,A,0
F,73,138.3653465926679,31.384005545720623,E,D,D,E,C,D,C,3.665879135422693,D,D,C,B,0
