age_range,marital_status,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
18-25,Married,Mental,-56.33280376914996,E,A,A,A,-49.734785509418536,E,E,A,E,A,C,C,167.2923314208059,-83.80602434540387,1
26-35,Married,Yes,175.058147464867,E,D,C,E,-72.75142290287857,E,B,C,B,E,D,D,61.533642409706516,16.47295938689847,0
26-35,Single,No,90.03244345523154,C,A,A,C,219.46748393854446,C,A,B,E,B,A,D,-144.27970657703233,9.983533420715943,0
26-35,Widowed,Yes,-38.949729301412624,D,C,A,E,29.751467947535478,B,D,D,B,B,D,E,25.486681345115652,67.63434410834897,1
36-50,Widowed,Yes,65.04051133480289,D,A,D,E,189.19304227808863,E,B,C,D,D,A,E,36.414500059648894,-203.86133318678722,0
26-35,Widowed,Mental,222.07263618535757,B,E,E,D,23.261272729358776,B,A,B,E,D,A,E,-84.33416522307982,69.51375184537618,1
65+,Widowed,Yes,-63.05917545901535,D,D,D,E,173.6712690767598,C,A,E,B,C,A,D,-10.986453729788227,-85.33815962856195,1
51-65,Single,Both,166.11121689815056,D,E,E,E,75.53240222723204,B,E,A,D,E,A,A,-95.48779798979466,-25.73898607290786,0
18-25,Divorced,Physical,-42.736020486892045,C,A,D,C,74.2478178457968,E,E,E,C,D,E,A,-95.70717873998814,258.47119826252936,1
51-65,Single,Yes,1.8008901924005654,A,E,C,C,-103.54686985840813,C,B,D,D,E,E,C,-148.95726678827285,-92.40128382092564,1
26-35,Widowed,None,-173.23453152793815,C,C,B,C,29.36721489937033,E,E,A,E,B,B,E,-164.18814072340533,11.881146621716457,0
65+,Married,No,-252.12694092476454,B,D,B,B,-21.590145851939027,D,A,B,D,D,E,D,-80.20560094214277,-64.36417285225325,1
18-25,Divorced,Physical,57.72728523289621,A,D,A,E,67.79747266112419,A,C,E,D,D,E,E,-33.773509619023436,-21.27542829531868,0
18-25,Married,Both,63.41523280384007,D,E,E,A,92.67953414923174,A,D,A,D,C,A,D,78.49377332169757,-129.85311505844572,0
26-35,Single,None,-107.31044591334285,C,C,B,B,75.69293634111784,D,E,B,B,C,B,C,-125.88872084867273,-169.67295775621815,1
18-25,Divorced,Mental,32.852921986239814,E,D,C,E,83.73512916419521,A,A,C,D,A,B,C,168.82913537065306,101.2520547668889,0
51-65,Divorced,No,-56.901890593326165,C,E,C,A,49.48126916631851,E,C,C,C,E,A,E,-70.38486245394297,-93.67585775829411,1
36-50,Single,Both,123.05837726589203,B,C,E,C,-104.89458821198934,E,B,B,A,B,D,D,135.69585482685562,-20.107078826951483,1
18-25,Single,Both,93.868951756939,D,D,C,A,-132.54360391239416,C,B,C,C,E,D,C,23.606620044823508,-206.3291919416611,0
51-65,Widowed,Physical,204.91824501571747,C,B,D,A,95.08582350279191,C,B,E,D,E,D,C,-86.8646487151416,-26.269125186332527,1
36-50,Widowed,Yes,-22.23167242105016,A,A,B,D,-53.4700239637626,A,B,C,B,C,B,E,16.693100634161425,124.43393846339256,1
51-65,Divorced,No,-111.85302441926268,C,E,E,D,69.84597627635144,C,A,C,C,D,C,B,112.20504392272224,-88.78724470740865,1
51-65,Married,Yes,32.32264234091487,C,E,C,D,-34.040699703775786,E,E,D,D,E,D,A,-73.71085432561605,-21.796207314212772,1
36-50,Married,No,-30.22360680261641,E,B,E,D,91.12509270853424,A,E,A,B,A,E,C,-36.94658399851464,-25.001248259612634,0
65+,Divorced,Both,-111.91688897460143,D,A,B,D,-173.96703189011208,E,E,D,C,E,B,B,-6.755404772972719,-57.499073144464305,1
26-35,Single,Mental,116.73791696256362,B,D,B,E,-23.261194146505897,C,C,C,C,D,D,E,71.53776716169533,113.53002968797364,0
51-65,Married,Mental,19.981912202138055,D,E,C,E,5.472123999814517,A,E,E,D,B,B,B,143.50594426237495,-86.36300520307455,0
51-65,Widowed,None,-61.29487743638427,D,B,B,A,-150.73545278856253,C,A,B,A,B,D,A,122.71445092862774,-12.696247155430832,0
18-25,Single,Both,-140.97838313992543,D,A,B,B,-168.94421415718378,C,E,A,D,C,C,D,-21.662440886849524,29.537123531234887,0
65+,Single,Yes,158.92497086542133,B,C,E,B,-46.68430637752537,D,E,D,C,E,C,D,-98.02823120227754,-14.751655894417274,0
36-50,Single,Physical,183.26570073681833,A,B,E,B,18.221198719374566,E,A,C,B,C,D,B,-33.25815995115538,-101.93963627462325,1
26-35,Divorced,No,-59.49800534012256,E,D,E,C,-4.913534824451575,B,D,D,C,D,D,D,60.58969759452369,-79.98803158929726,0
36-50,Widowed,No,167.53915094420074,A,D,C,C,-45.79069255763855,E,B,A,B,E,E,E,216.99394727368383,64.58106274582045,0
51-65,Divorced,Mental,88.89767149250149,B,C,D,A,-62.645528118642844,A,B,B,C,C,D,D,98.477707856328,-57.88006736325445,1
65+,Single,Mental,109.08123611187787,A,C,A,A,-130.46483797776156,A,E,A,C,D,B,C,-43.37498094945933,42.43847019890896,0
26-35,Divorced,No,111.3107637109364,C,C,B,D,186.78101743494096,E,B,A,E,A,D,D,99.85517162377198,169.2098261993094,1
65+,Widowed,None,-3.9810834105383037,A,B,D,D,-266.5814360112597,A,D,C,D,C,C,C,-27.15355851640464,120.34503754036436,0
51-65,Married,Physical,-81.50575474282157,D,E,C,C,69.9715154175941,D,C,C,B,D,D,E,64.93466207036491,-83.01367643438194,0
51-65,Divorced,Both,167.36990564129704,B,B,B,C,60.67275229106187,B,B,C,C,C,D,A,-64.07749019802178,100.65395239708153,0
26-35,Widowed,Physical,-30.443593078653702,E,A,C,D,187.00960253551492,B,A,D,C,E,C,A,47.699072089188526,-209.90932644058518,0
18-25,Widowed,No,56.596904519318635,E,E,D,B,-13.37189372948748,E,E,D,C,C,E,B,-86.64043332937209,118.0403010305771,1
26-35,Single,Yes,-93.09016232460351,B,E,A,A,-95.23165938076079,C,E,D,D,A,D,B,-12.969196614295816,-200.89249199234814,1
18-25,Married,Mental,-114.6681011603996,D,E,B,E,22.625247172133125,C,B,E,C,A,B,A,-133.48714396483737,-8.020430966153285,1
65+,Widowed,No,-85.77795253526092,A,B,A,E,-45.7735600329719,E,C,A,B,D,C,B,66.69746688109201,-5.1899540115203395,1
26-35,Single,Mental,-91.1631859425108,B,C,A,D,-45.29235290663825,C,E,C,C,A,D,D,-70.98273987009078,-63.40424446928281,0
36-50,Married,Both,30.959571096271212,B,C,D,A,36.88908916821688,B,E,A,E,A,E,D,91.43631000044722,-35.94048516748815,0
36-50,Married,No,125.59582689825616,B,A,D,C,40.42681753341127,A,E,D,E,E,D,D,-176.4992383502148,10.587638747560726,1
51-65,Single,No,89.48435671442714,B,C,C,C,66.53281615249547,C,C,B,E,E,D,D,121.45230973445591,-122.5439021727982,1
65+,Married,Yes,-44.029267846823714,A,E,B,E,70.22337228844658,B,E,E,E,D,B,D,169.83196902853223,150.17694959756346,1
26-35,Divorced,Mental,22.582179744203177,D,D,A,D,-137.5920662820888,C,B,A,C,C,C,B,13.695818207265848,84.4456263139174,1
65+,Widowed,None,77.7925494886038,D,C,A,D,13.886603811166918,D,C,D,E,B,D,E,183.7412392199959,125.8716431259295,0
65+,Single,Both,137.80393960875574,C,A,A,B,-44.02477486585606,C,E,A,D,B,A,D,79.80879641192338,185.81835318575114,0
51-65,Divorced,Mental,-23.98272683313898,C,D,E,C,-81.753365439945,B,B,C,B,B,A,C,-55.78124571305019,-63.01943835834397,0
26-35,Divorced,None,-192.5192440769857,C,E,E,B,79.61788436392996,E,E,B,C,D,E,C,16.00991622384538,-93.99489597010707,0
65+,Married,Mental,-160.96606465428545,B,B,E,D,2.6900155344074586,B,D,B,C,B,A,B,-154.4118935522693,-62.84540430996817,0
65+,Widowed,No,20.165479002966173,C,B,D,D,33.551438665990844,D,E,C,A,A,E,C,63.96046386956215,-74.75396001575348,1
65+,Divorced,Mental,-57.12883385497707,B,C,D,B,-21.400658511938417,C,B,E,E,B,B,B,26.691500633756483,-143.9455745075016,1
26-35,Divorced,No,13.015047472052132,B,D,A,C,-127.74913545600057,B,A,C,E,A,A,C,-175.3108112802333,-83.34886087783735,1
65+,Divorced,Mental,67.33434269464257,B,E,E,E,88.8658695461908,B,E,E,C,A,B,B,-51.67699717615113,-73.44085911747864,1
51-65,Divorced,Both,-180.1904403149062,D,A,B,C,-69.99704038127695,D,C,C,B,B,B,C,-98.04996610146583,6.187825884428604,0
36-50,Single,Mental,-84.6524915429935,E,A,A,B,1.652552227568285,B,E,D,C,E,B,C,59.384362302968874,-89.48341245683031,0
26-35,Widowed,Physical,-118.8888554061519,A,E,B,C,78.72477341337559,E,A,B,D,E,D,A,173.73596360571239,-29.837888306304457,0
51-65,Widowed,No,-102.21233861870869,E,C,E,D,-28.405552522943783,A,D,E,E,C,E,B,30.002381696697576,-59.02059737819746,1
65+,Divorced,None,-93.50923014954599,D,D,E,A,32.064366233502845,C,D,B,C,B,C,E,76.6259755547146,-251.01141116719492,0
36-50,Widowed,No,-1.1922062421191444,C,B,E,D,-48.767120938043526,A,B,A,D,C,D,B,101.01779490978728,-110.0192319247369,1
26-35,Married,Yes,47.16958903879346,C,A,B,B,117.10212647842164,B,A,D,C,D,C,E,79.02009875410879,115.97294176994497,1
26-35,Single,None,-91.97852251741327,A,B,B,A,-110.08999793392059,C,E,C,C,A,E,E,-0.47775820489182835,124.76536841009889,0
65+,Divorced,Physical,140.4975650038949,C,C,E,E,113.88690934449095,B,E,C,A,E,E,D,15.902906857111482,18.31226785131813,1
65+,Married,Mental,-115.3209181318282,E,A,E,E,-31.599554742934956,D,C,C,B,E,D,A,-58.74687063933437,-55.874244644956924,0
36-50,Single,None,-33.782875621585774,B,A,E,D,-73.88232402241414,B,E,B,D,C,A,D,-138.82062351501784,56.82839912151542,1
51-65,Divorced,Physical,-60.165088416322774,A,D,C,A,-29.04488897448079,E,A,D,A,E,E,A,65.30305768026977,-44.636348823616686,0
26-35,Divorced,Both,92.46725160189993,B,C,D,A,47.77971530918215,D,C,C,A,D,D,A,-6.6859870671770185,49.65589495875141,1
51-65,Married,Physical,46.1559199675731,B,C,D,A,-55.943124737544316,B,D,A,C,A,D,C,97.72869799488866,66.57558629524443,0
18-25,Divorced,Mental,-32.60534288624125,E,B,C,D,-22.87949267034622,B,C,A,C,D,A,E,40.08735795689576,-126.93918654380323,1
26-35,Married,No,202.43450501501292,E,E,E,B,-52.238935692092824,C,C,A,E,D,B,D,112.6701646996863,32.946841149650545,0
51-65,Divorced,Yes,-185.96964242045,E,B,A,B,52.90327783414159,E,B,E,D,D,B,E,-42.381426288271854,90.54566902992346,1
26-35,Divorced,None,-216.23875518117163,C,A,C,C,203.23112875943417,B,D,B,D,A,E,D,114.41437895390436,57.36417756955091,1
65+,Widowed,Yes,-165.75632140563047,E,E,E,B,-130.8879787390997,C,A,A,E,E,C,E,-325.89933378966435,-5.607454812494668,1
26-35,Married,Yes,202.73212209163543,B,D,B,B,57.944887137671905,A,D,E,A,B,D,A,-180.0427130381282,-169.45278790950923,0
26-35,Married,No,-90.36791688071033,E,C,E,A,57.595592073384495,C,C,D,C,C,E,D,63.41841781805496,-125.44754551938911,1
26-35,Single,Yes,-9.648261348439542,A,B,D,C,-121.18931507841894,C,D,E,C,D,B,D,176.76768647985148,-4.189267563457165,0
51-65,Widowed,Physical,20.294219901725054,A,B,D,A,-109.03946492285748,A,C,C,D,C,A,D,-128.84780143132284,22.802439819636078,0
65+,Married,Physical,-134.78115169795947,A,C,C,D,-110.95087615961789,B,A,B,D,C,D,B,-11.799351962426925,-50.74491978264996,1
65+,Single,None,5.463860378412509,A,A,D,B,89.98542924044023,E,A,D,B,C,A,C,-104.48020697369,43.20705124246641,1
26-35,Married,Mental,46.20473545337518,A,D,C,D,-45.92301860647547,D,A,B,D,E,E,E,-21.091865184010512,48.17199071803845,1
18-25,Married,Mental,-170.94551285113374,D,B,A,A,58.84066355119513,D,C,D,C,C,C,B,-124.99698056309984,108.20346531298111,1
26-35,Married,None,36.17709513218612,B,A,C,C,31.05489589794097,A,B,B,A,A,C,C,3.42073044940567,104.86540868668573,0
65+,Widowed,None,-21.73103918318157,C,B,C,B,7.976361203256229,A,B,E,A,D,C,C,-96.50533547122258,-54.15842702405865,0
51-65,Widowed,Mental,-25.167834449455377,B,E,D,C,117.35922990808501,D,C,B,C,C,C,B,-2.204414730492359,-42.95873499473936,0
51-65,Widowed,None,-50.04357001002598,C,C,D,D,-47.004228333796384,E,D,E,B,A,A,D,47.57065968932442,50.57021278679469,1
18-25,Married,No,-69.87627597543784,A,A,B,D,18.79445774485646,D,B,D,B,A,D,C,113.8773215487586,110.88353765836678,0
26-35,Divorced,Mental,54.10632320286138,B,E,E,E,-56.64409791263101,D,C,B,C,A,E,C,-25.966918077749813,138.9714245827705,1
36-50,Divorced,Physical,20.648402613157053,E,C,A,D,24.55622095946459,D,C,A,D,A,B,E,62.03710528546262,-115.45077036305827,1
18-25,Married,Physical,21.57831584348027,A,E,B,D,40.501823544391684,B,C,A,D,C,D,A,-35.21186868295048,-50.05397446944797,1
36-50,Single,Physical,50.0497180286382,D,C,A,E,40.662175134720165,E,B,C,B,D,A,E,-159.11073694600935,119.81451439804871,0
65+,Divorced,None,3.493161886462478,E,A,C,D,2.703925260389255,B,A,B,A,D,B,C,142.45549041669258,4.667099212152535,0
18-25,Divorced,None,58.17848939699353,E,E,A,C,148.79546569299848,E,E,B,B,C,D,E,-19.471475887724644,80.887189719449,1
51-65,Single,Yes,41.99758354169115,B,B,C,D,-71.81046151661255,E,A,D,B,E,A,A,85.45506272452897,-47.155061805927396,0
51-65,Married,Mental,94.9628492625241,E,B,E,B,-43.80993941699055,B,A,B,B,A,B,C,-91.0819813167962,52.14349374417628,1
18-25,Single,Mental,-96.76221969935972,B,C,D,B,108.44915647600362,D,D,C,B,A,A,D,-78.64881998770561,159.38072897392644,1
65+,Widowed,No,32.08647445921669,C,B,D,B,-88.56409711083454,B,D,B,C,B,E,C,4.87223727515708,-59.725391692140725,0
18-25,Married,Physical,42.6730393034582,B,B,C,A,-128.94251036136495,B,A,E,C,E,C,C,-85.4240875953636,-136.46920814434162,0
51-65,Widowed,Mental,-63.338052455916106,C,C,A,B,-170.6431519402472,D,C,B,B,C,E,B,-85.64291847702935,5.279960269797487,1
36-50,Single,Physical,104.36350555596321,A,A,E,A,112.45355045475449,A,D,C,E,B,A,C,173.35658759014245,3.0743359513049717,0
36-50,Divorced,None,54.21139438096566,D,E,D,C,-19.179159033696585,C,D,B,B,C,A,C,77.97578206677156,82.60206507515821,0
18-25,Widowed,Yes,140.51714422630383,D,B,D,B,-130.61342508751957,D,C,A,A,A,A,A,36.08662941924166,76.66008974629717,1
36-50,Married,Mental,18.79358529733105,B,D,C,B,81.97503802413756,A,E,A,A,E,C,E,-159.4429532573405,-56.55376162226374,0
36-50,Married,Both,-125.50290800252762,B,D,A,E,77.77737738968119,D,B,B,C,E,A,A,-95.51958307939749,-139.48512435633393,0
65+,Divorced,No,101.1201811059402,E,E,E,B,-2.250365916100529,B,B,A,C,A,E,E,33.766925023333265,81.64762904016965,0
51-65,Widowed,None,-16.935689516086825,C,C,D,A,-309.7633994633815,A,D,D,E,E,D,B,-8.364342214548246,86.07061447769937,1
65+,Widowed,Mental,-41.089233747577595,E,E,B,D,-10.458629182243346,E,D,A,B,D,A,A,146.04545762234994,20.20450064756752,1
18-25,Married,Mental,103.47604530414387,E,A,C,E,246.26277002102017,B,A,E,D,D,C,B,189.55923810337902,179.09027036740116,0
36-50,Married,No,231.37944313616518,A,B,E,E,-1.7304962476209642,E,C,D,D,D,D,B,-131.168292926775,32.215471964350584,1
26-35,Single,No,25.24961214596906,E,C,A,D,-51.82580469496639,E,E,C,B,E,C,A,8.387486870507704,-30.39496934438366,0
18-25,Single,Mental,35.86281373627544,C,A,A,A,-220.35576141611074,E,C,E,E,C,B,C,-34.66435478768618,-11.88944579256591,1
65+,Widowed,Physical,31.36422448025465,C,A,A,E,-75.45782918958753,C,A,E,E,E,C,C,233.77878979985286,-283.03318281544597,0
51-65,Widowed,No,24.608440149581646,C,C,E,A,-77.09530103006456,B,E,E,C,E,E,E,-5.188031312250292,-18.64027822662424,1
51-65,Widowed,None,-115.99395736468236,D,B,B,C,-116.49294091368185,D,D,B,A,D,D,B,48.40792556844012,17.209279646275387,1
51-65,Married,Both,144.07752714474444,D,E,B,C,25.473468922589486,A,A,A,A,B,E,E,-1.0678077038614229,-77.85187411131318,0
65+,Single,Both,-42.65556111617268,E,A,E,C,-149.49479090693808,C,A,A,E,A,C,D,27.769438258002694,-94.91572434997018,1
36-50,Single,Yes,55.26693132555991,B,E,B,A,-17.813056884034513,C,D,A,E,D,B,D,-13.14330048462557,93.58886526873793,0
36-50,Divorced,Yes,0.9108482567103474,D,E,E,E,-70.30604297380052,A,A,E,E,C,E,B,-285.1530476253,118.5327034750667,1
26-35,Divorced,Physical,61.31431503155187,B,C,C,E,24.810403819236345,C,B,C,D,D,B,D,-59.028405138334385,106.6962250360917,1
65+,Divorced,No,-49.643757507834685,A,C,E,B,66.57327056618786,C,B,C,A,C,C,E,-62.08632863201588,-78.5875647254552,0
26-35,Divorced,Yes,83.47775669666675,B,D,C,C,-218.53234907779097,C,D,C,C,D,E,D,-121.07653639064024,-144.7722550936001,1
65+,Widowed,No,59.37292480263403,C,E,C,A,58.78145978012805,B,C,A,C,C,D,A,-42.07943081552734,1.3696475956444258,0
18-25,Widowed,Yes,213.23164573722715,E,C,D,D,164.24554368846773,A,E,A,A,B,C,C,1.7227140885925825,-32.81449588445095,0
18-25,Married,None,108.77040497144392,E,C,D,E,30.08628081779024,C,D,B,A,D,C,C,11.28300366468546,37.51044886053981,1
18-25,Single,None,36.87439523430596,D,B,D,D,-65.31830180351915,E,C,A,D,D,E,E,-33.316378447131115,26.24378682822498,1
36-50,Married,Mental,245.24393912777686,B,E,B,A,53.08758296567612,A,B,B,C,C,E,D,299.8480584591845,68.4234894116682,1
65+,Married,Mental,-127.6978014902028,A,E,B,A,-191.42825850748517,D,B,E,D,E,D,C,-33.67632951172541,35.834774959680246,1
65+,Widowed,None,28.73037948733402,C,C,E,C,-39.00532504587528,C,C,C,C,B,D,C,-65.48260019466159,50.064458873325556,0
65+,Widowed,No,33.11529409571763,D,B,B,A,-51.49116286375555,D,B,B,C,D,E,E,131.90524281351279,-60.30687904101338,0
18-25,Single,None,27.26683626685803,B,A,A,B,-79.58220554810678,B,B,C,E,C,B,C,-88.99666195553058,-73.27945765722603,1
65+,Married,Both,-166.84566278125433,A,A,D,E,71.89011107963483,A,B,A,D,B,B,E,32.80164916540649,32.52684619826598,0
36-50,Single,Mental,22.62674266188154,D,B,C,B,82.1126382339107,A,D,C,B,D,B,B,98.87995551933784,-72.9355672755169,0
18-25,Married,Physical,-183.1526465973125,C,A,E,A,-86.0370195756808,E,B,B,E,C,C,A,2.9052051171465343,26.605496584483124,0
36-50,Widowed,None,-161.37772705628427,C,C,A,B,98.8334973278971,A,D,A,C,C,E,B,-167.53912198064458,-63.60831371882455,0
36-50,Divorced,No,2.714238880992073,D,A,E,C,-106.66920633093926,B,A,B,D,C,A,C,116.21100728408989,-14.70572576489468,0
51-65,Single,Physical,156.85661308842734,A,A,E,C,-2.3422325621392353,A,D,A,D,B,A,C,20.558585827721284,-267.1187571004273,0
65+,Single,Both,122.30811548569854,C,B,B,C,173.7246948733776,A,B,A,E,E,E,C,25.409063577381595,-56.960337698439965,1
18-25,Divorced,Mental,29.719320482584795,C,A,A,A,-138.50284669663554,C,E,A,C,B,B,E,-167.3830132854216,18.808268886226973,0
65+,Married,No,59.984264400999244,C,A,E,C,54.3475793310173,D,B,A,D,B,D,E,-15.432908531997283,35.89151366725945,1
26-35,Divorced,Mental,150.36044803535464,D,C,B,A,152.03470256367834,C,A,A,C,E,A,E,-79.62748210375115,-16.185976995096382,0
65+,Widowed,Both,-55.37838251218838,B,C,E,D,-89.57852753455508,C,B,D,E,B,B,A,-121.6193594417172,61.91270272367441,0
51-65,Divorced,None,-17.82735796666689,B,E,E,A,114.30245264882548,C,A,D,B,B,A,C,-17.01592715779936,15.996399594727453,0
26-35,Married,None,-170.47950624478892,C,B,E,D,-20.721144638624825,C,A,A,B,A,D,B,-191.61875217354557,-102.822734037154,0
26-35,Married,Mental,37.02732372870049,E,E,C,A,78.52111844674852,E,E,B,E,A,A,E,42.220490585445106,156.51442802190735,0
65+,Divorced,Mental,-62.311942308018295,A,C,A,B,-114.88955765437368,E,B,A,D,C,E,B,-48.55225487609759,54.29329529702601,1
18-25,Married,Mental,224.03640622615626,E,C,C,B,119.70669555669483,B,E,E,C,A,D,B,167.58179758795984,84.46667593436366,0
65+,Divorced,No,103.58152965964065,E,E,D,E,179.60515808877545,C,B,C,A,E,B,B,100.21965432910575,-306.85096527326016,1
65+,Single,Yes,-63.83335044410665,B,C,B,A,-173.94255683195746,D,C,D,D,C,E,D,-114.82103474928331,-13.48837121579926,1
18-25,Divorced,Both,35.075137977836675,C,B,B,B,68.81932951823232,C,A,D,E,C,E,B,-58.61468226214354,42.92488510242125,0
26-35,Divorced,No,158.11537503678045,B,C,B,B,50.38443154891016,B,C,A,B,B,E,A,-71.85837873124959,113.75361350263829,0
36-50,Widowed,Mental,123.53331742753635,A,A,E,C,-70.00669943419517,E,D,E,A,D,B,A,161.8171281269195,57.75099901875205,1
36-50,Married,No,-178.5973386392571,D,B,E,C,80.16470934553982,E,B,B,D,D,A,E,69.78695510791404,83.762446201145,0
51-65,Widowed,Yes,267.36836354207065,C,E,B,C,-25.823420526679204,D,A,A,B,D,E,C,-71.32841369448249,135.40921814769283,1
26-35,Widowed,No,23.52840753014675,B,E,B,D,39.69771872353002,A,C,C,A,E,E,E,-38.511649903797114,-63.71170373151721,1
65+,Divorced,Yes,-130.75887507223896,A,A,A,D,-135.7923905755105,D,B,A,D,C,E,E,152.71156993466653,173.08317978222613,1
26-35,Divorced,Physical,127.9079504678863,C,E,E,D,135.09256515045766,E,D,B,A,D,B,E,255.2712032914001,-73.97150879889237,0
36-50,Single,Both,-179.7375094285211,A,A,C,A,-26.797363108230815,B,B,C,E,E,A,A,229.98545174849951,-155.63908000979697,0
18-25,Married,None,-167.37963990543528,C,E,A,C,-39.10820006309336,C,E,A,B,C,E,E,70.09947420640324,-159.3439045307511,1
51-65,Single,Yes,251.04033236949655,D,B,B,A,15.279745698894743,A,B,E,A,C,B,C,76.179934139237,29.053660465044917,0
18-25,Single,Physical,16.976199273354517,B,D,D,B,193.40106319856977,D,A,D,E,D,D,B,-11.400800054101545,169.3347912610276,1
36-50,Married,Mental,22.033470196170878,C,B,A,B,-35.67738932881214,A,B,D,A,C,E,A,123.92752785904648,-201.70738101467052,1
36-50,Widowed,Mental,28.32453701111711,B,A,D,A,-74.42153469976822,C,A,D,C,E,C,D,-91.78874719332228,208.8439301737392,0
36-50,Divorced,Mental,33.173067947229825,D,D,E,B,88.51718499099378,A,E,D,D,D,B,A,237.62432794852498,41.40608009096866,1
51-65,Widowed,Yes,-80.48451775016362,C,A,A,D,50.475642223928475,B,D,B,C,E,A,B,-76.32485005295618,-66.64838304099479,0
65+,Divorced,Mental,-90.97329591346927,A,D,E,E,59.80901296980892,C,B,E,B,D,C,C,121.62650416707844,-183.67770232802692,0
18-25,Single,Yes,-16.954677423503625,A,A,D,C,51.734766033159154,A,B,E,E,B,A,D,-99.96349666470525,23.823152844835004,1
36-50,Married,Mental,19.003443543981792,B,A,D,C,116.01528647981307,A,A,D,C,C,A,E,-47.42418307362861,-74.06620894324715,1
26-35,Married,No,-124.62227128027239,C,E,C,D,8.087805796917646,D,E,A,C,E,B,D,-33.52610739436983,209.31895719313798,1
36-50,Married,No,-192.82220421942267,D,A,D,D,-60.51413465206823,C,C,E,A,B,B,D,31.506390961200076,-7.969826386306715,0
51-65,Married,Mental,21.967786688273833,E,E,C,C,-80.59978442964757,B,B,B,C,B,B,A,66.75313747159805,87.97785891041734,0
18-25,Single,Both,95.23676761805768,A,B,C,E,7.851721686331111,B,E,E,E,A,E,A,-126.93165548736604,225.13222435050818,1
26-35,Married,Mental,-50.95192059428854,D,A,E,A,56.77954876156308,B,D,C,E,A,B,A,14.763415417662667,-145.96203871161754,1
26-35,Divorced,Mental,-94.11735550726026,B,B,C,C,173.66824449239346,E,E,A,D,A,A,D,70.05016341801499,-119.99366490953385,0
51-65,Divorced,Mental,-34.80639028952808,B,A,C,C,-230.51810853515246,C,B,C,E,A,E,C,-122.9003167248012,-180.535381166754,0
18-25,Single,Both,6.897903058794519,D,B,E,E,68.17650464227842,B,B,E,D,B,A,E,-74.79135657444374,-37.663586505524634,0
