military,anos,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
No,34,26-35,E,-75.74530316220823,-11.152921159078733,B,D,B,81.42898573898132,D,E,D,-183.6559261272698,D,E,0
Non-Veteran,73,36-50,C,151.28483348767878,-80.16243405281637,D,B,A,35.65316340032233,C,A,B,-20.26800655168552,C,E,0
Non-Veteran,61,36-50,C,-160.01340961435048,30.699923911971844,D,C,C,10.881804050889702,A,E,C,-22.32224055948853,A,A,1
Non-Veteran,21,18-25,E,-29.951884827669783,-23.50542828528668,A,C,C,-87.48459168479965,B,B,D,-124.3617566329042,D,E,1
Non-Veteran,58,18-25,B,78.07959645384234,-52.63763704226333,B,A,C,11.115208430826842,A,B,A,-29.47495907751082,C,B,1
Veteran,68,65+,E,157.9296706718162,-200.79027042901697,D,C,E,2.7887556816877663,C,C,D,41.39146454092075,A,C,0
No,39,51-65,A,-176.91245742682463,-38.760800361804996,E,C,A,-59.61816772690324,B,D,C,-45.428734595510974,D,A,1
Non-Veteran,77,51-65,C,-111.08711394301822,76.44199531849195,B,A,E,-51.94973805811871,E,D,D,79.91189169850304,B,B,0
Non-Veteran,74,51-65,C,280.7727425244525,-78.98593400617261,C,E,C,-126.43894858110897,E,C,B,194.31522305753043,C,B,1
Yes,48,18-25,B,-0.24417890080358173,55.98059133658159,D,A,D,-58.920404630271314,A,C,E,-65.14686718404215,E,A,0
Non-Veteran,67,51-65,D,3.3743678241024586,83.58333499132169,C,E,B,-98.34464215459326,A,A,B,-45.62014141917475,D,E,1
Non-Veteran,41,36-50,C,135.09020641710202,44.71597540058958,A,E,D,148.41149797836445,D,C,E,-12.276715735574967,C,E,1
Non-Veteran,64,65+,A,70.69535448076071,-39.89498790377864,C,C,D,-17.853361228950288,D,B,C,-23.27041474415663,E,B,0
Veteran,53,65+,E,-19.10525255901003,-45.99606207026607,E,A,A,-104.21404867287656,E,A,B,8.28521699258416,C,C,1
Yes,32,36-50,D,34.117102600727286,-88.69867080358837,C,A,B,-111.5974868389723,C,A,B,-80.75506920354042,B,A,1
No,27,36-50,E,27.975293422755175,-1.4485384795421898,A,E,D,-16.277672372891434,D,D,A,-181.87839513226152,C,A,1
Yes,43,65+,D,-92.73453644165815,-45.349822095833694,D,B,C,-61.662597326023935,C,B,D,78.19798010680863,A,C,0
Yes,73,51-65,C,168.24584872599223,-80.18460419047439,E,E,D,-23.327470356986055,A,A,B,-66.51952975796505,B,E,0
Veteran,25,36-50,C,-98.86021233054122,38.979383060041165,D,C,B,-1.7848020556555408,B,C,D,41.90490950166449,E,D,0
No,18,51-65,A,14.454443732681352,-75.48246176890652,C,B,C,-76.85194364377176,E,A,C,45.838644905043935,C,A,1
Yes,71,65+,D,125.2649327278645,91.20397141368328,C,B,A,125.2662218505002,A,B,B,60.506739458109706,C,E,0
Veteran,23,26-35,C,95.89978512408153,123.6248824933436,B,A,A,-33.01610019609381,B,C,C,240.1165169836259,C,A,1
Veteran,70,65+,E,30.2724219298589,34.22078211303547,C,E,C,165.39328403740828,D,D,C,-189.23357729531122,E,A,1
Veteran,62,26-35,C,103.81285074386173,-36.67193792510994,E,E,E,70.95104935481848,B,E,E,-48.06259739244975,A,C,1
Non-Veteran,64,51-65,E,-14.0001480460707,95.51253464767365,B,B,E,78.96056192042445,A,A,A,-34.9239100417229,A,B,0
Veteran,28,51-65,E,39.02176595175631,-18.21969202314395,B,D,A,-122.26132158618586,D,D,A,-43.33773408741661,C,D,0
Veteran,35,36-50,D,-245.03369809392086,66.84841772345254,E,A,B,17.887532651025047,E,C,C,-37.841934735986584,E,A,0
Non-Veteran,55,65+,C,2.6035604295038888,-193.93539328693265,B,E,C,163.03527655465066,D,E,E,10.18590561701239,A,A,0
No,39,51-65,C,171.53976883262385,8.878532342781758,C,D,E,-151.30959126426413,D,C,B,-25.589460962664724,C,E,0
Yes,33,36-50,D,24.02821966230481,89.87340121750333,A,B,B,-28.682067400172006,C,C,B,-19.599547687520218,D,D,1
Veteran,67,26-35,E,33.578710596935366,161.71348086933622,A,A,D,-111.41918857713264,C,A,C,42.9636295326459,B,C,0
Non-Veteran,33,36-50,C,-72.35182803375557,13.419071354089073,D,E,B,153.12657013790297,D,A,C,252.14386733127995,A,A,1
Non-Veteran,19,36-50,C,83.01354196058823,-17.483453620813926,E,B,C,68.5442166836484,E,D,E,100.13171697140884,B,E,1
Non-Veteran,49,26-35,B,26.347893862501447,-67.48042489098286,B,A,E,-58.22638955734162,C,C,D,-3.3264216637527393,E,A,1
No,52,36-50,C,-30.28073120879168,-97.15788681303533,E,A,D,30.75321277135551,E,E,C,-27.548616966100305,E,D,1
Yes,36,36-50,C,84.66066254407785,6.573973425537121,D,E,C,39.56770195444334,D,C,D,81.351310064409,C,D,0
No,54,26-35,E,-136.34219743157317,100.56982166689446,B,C,C,1.0952284920957802,D,E,A,-62.20896680790786,B,A,1
No,59,36-50,B,-173.68047191889832,-94.92346239513358,B,B,D,31.106173865037608,B,C,D,169.75100715565443,E,D,0
No,46,36-50,D,-102.33265338008097,-58.212266571329266,C,A,E,18.44922195005131,D,A,C,-83.2556193657732,C,C,0
Yes,74,18-25,B,59.24079559089823,-68.31214640402663,E,A,C,-92.12710336295629,B,B,A,79.23594399210937,D,A,0
No,79,26-35,D,92.00370940677468,-63.186624202170385,C,B,A,-17.92208460892848,D,C,C,23.677737879106367,C,A,0
Non-Veteran,54,36-50,A,-58.18463640321011,-92.21601890833568,E,A,A,63.59371446721971,E,B,E,28.01235807019118,C,C,0
Veteran,68,65+,B,-121.16417486227053,43.60305385150598,B,A,E,-48.17394233007854,E,B,E,81.06871119597463,D,A,0
Yes,64,18-25,E,-64.77590621296557,-112.41955677268405,B,E,E,-121.17725773010264,E,D,D,99.8507371973101,C,A,1
No,62,36-50,A,227.8556020957976,-94.51199663559888,C,E,A,154.08163574297276,D,C,E,205.90119809126372,B,B,1
Non-Veteran,35,26-35,C,-163.58394984812068,-35.38276854001269,B,B,E,-2.2341824454094104,E,B,D,-71.41766991560777,A,A,1
Yes,49,51-65,D,-10.211930832185542,294.27841941712717,E,C,D,2.775093272727724,A,A,E,-58.989702972945125,B,C,0
Veteran,66,65+,A,-141.31604513505937,74.17698606690142,B,C,C,125.59187721941387,D,D,B,89.10012593500636,C,A,1
Yes,49,26-35,D,-60.269188814835786,66.21037433281795,D,A,A,146.83284488216734,B,D,C,-140.33826088824492,E,B,1
Veteran,75,36-50,B,-117.46417563565572,73.95048514017888,D,A,B,-95.28607786346028,B,B,C,27.10046415991167,C,E,0
Non-Veteran,27,51-65,B,18.80742618868586,171.9552134624225,B,C,B,-85.55542080984425,A,B,A,-40.740294020722686,A,D,1
No,71,18-25,A,-17.15596139211069,-79.3367366580145,A,D,A,97.29999806259727,D,A,B,18.74727649074784,E,D,0
Yes,78,65+,B,169.212461212081,-84.86499983371479,A,B,C,-5.894220455490123,A,E,C,71.11175279034723,C,C,1
No,76,51-65,C,91.04259073636426,-49.84528864368841,C,E,D,-72.12198585485733,E,E,E,55.478775144488225,C,D,1
Veteran,41,26-35,A,-119.43796415681807,117.76009087035591,D,D,C,-3.0532687341503615,A,D,C,16.439482051898988,E,A,0
Yes,69,51-65,A,136.87674863812862,-61.070630993363004,B,B,E,-180.15160076043384,C,B,B,153.34182049639452,E,A,1
Veteran,64,36-50,D,42.364096498290806,-70.8755191757282,D,B,E,213.82029910849732,D,E,E,-57.322027470686635,A,A,1
Non-Veteran,79,26-35,C,-85.33784797427141,-8.463748153462905,A,C,A,23.60458469637,A,B,E,83.75482166342931,E,A,0
Non-Veteran,18,18-25,C,-16.95924300274662,6.717597452427075,B,E,A,-195.7046736473399,D,A,C,-152.7499015224639,E,D,1
Non-Veteran,47,51-65,B,92.13986991849927,-27.275087954907722,E,C,A,2.1295249664641576,A,B,B,8.702007227549641,B,E,0
No,67,51-65,D,4.127874601582001,181.4670477017289,C,D,C,43.81330208009989,A,E,E,132.8833339262714,D,D,0
Yes,44,26-35,C,-139.87534758593696,50.07078430119346,E,E,C,-44.78341453215836,D,A,C,-59.03196532623544,C,E,1
No,33,51-65,A,-94.22035378901504,161.31119886707052,A,D,E,187.1760721389289,B,E,D,80.32635167745825,B,B,1
Non-Veteran,62,26-35,B,125.64578462875869,207.57217915115925,A,B,A,-68.3937298535377,B,E,D,-62.339338182410664,E,D,0
Yes,68,36-50,D,64.10557309874093,40.10653935174466,C,E,D,-204.18639999025982,B,C,B,53.78787786068507,D,A,0
Non-Veteran,19,18-25,D,-133.35401848995022,-118.36080673341498,A,A,C,9.805225756068708,A,B,B,75.02828501309297,E,A,0
No,28,65+,B,-7.54377011103439,-80.32769416588393,A,E,C,-152.78553511333172,D,B,E,-91.65827848609489,B,B,1
Yes,69,26-35,E,-128.7659885701719,-33.79496381299612,D,B,A,135.81180200708408,A,C,E,13.406657245104627,D,B,1
No,46,65+,A,27.317736725249432,-221.39485378360303,C,C,A,-213.36303616261034,B,B,E,-18.108902251816765,C,D,0
Yes,79,26-35,C,102.2375064447996,-12.161162077401471,D,E,D,70.79942307328253,A,B,B,-54.25483327022531,E,C,1
No,45,65+,C,32.62267332356187,-121.92334645141922,E,E,D,-40.38593474236771,C,C,C,138.58581788993806,D,A,1
Veteran,41,65+,D,-49.620747349070946,-181.78317539277484,A,A,A,10.764537188101356,A,C,E,-85.57237851148058,D,C,0
Non-Veteran,54,51-65,C,-48.09092588896151,-120.9919395156994,A,B,B,66.09647746259373,A,E,A,71.91845100434352,D,B,1
No,30,18-25,C,94.28680307943971,-45.66590524071811,D,B,A,119.60274493172314,D,A,C,4.189054606052671,E,B,1
Veteran,51,26-35,A,63.00396928358237,-118.3263888902337,E,B,B,58.30302351309473,C,A,C,-66.00489593129866,B,D,0
No,61,18-25,D,13.494318233216381,-133.70875346495168,A,B,C,-143.45884244676236,B,A,D,151.81436929844358,D,D,0
Veteran,41,18-25,E,-63.70442607456174,47.96035501416587,A,A,A,18.018155801138704,D,B,D,53.020587292815016,C,C,0
Veteran,53,36-50,E,-56.439302050918116,129.1909306562148,A,A,C,24.429308555348232,C,C,B,-35.13859342379094,E,A,1
Non-Veteran,75,65+,E,83.23295788795184,-34.91174077002806,E,B,A,-81.6241407713791,D,D,D,-31.388211206884424,E,C,0
Non-Veteran,22,51-65,C,-109.4516222450217,-13.816652645146474,A,E,A,16.281825543004768,E,E,A,37.768072489929835,C,C,0
Non-Veteran,20,26-35,E,-164.4422333432906,-24.529233357970224,D,D,E,115.97548204507606,C,C,E,-316.6894926421727,E,A,0
Yes,46,36-50,D,17.37401308636364,-122.28741411230699,B,A,A,111.73937285783795,E,C,C,111.02510064094047,A,A,0
Veteran,33,65+,B,182.96551420820356,161.02548116968745,B,A,B,-16.29037743452596,C,E,B,-53.28001069340678,C,D,0
Non-Veteran,20,18-25,C,19.14083718232335,-141.68317236030862,A,B,B,-77.65291501681405,D,B,C,22.170307509706497,D,A,0
Yes,55,26-35,A,94.20271481790947,84.93767785318038,A,D,E,-124.90120142892071,D,D,E,-81.63358611509506,A,D,1
Yes,48,36-50,E,77.13196480548524,95.12433008690819,B,C,A,14.13529172039936,E,A,D,-15.35572486075033,B,C,1
No,79,18-25,A,141.19372727524302,62.69430977018898,B,E,D,138.8598691546127,A,C,A,-60.35118805209566,E,E,1
Veteran,69,36-50,D,82.74374863544028,222.52614711738977,A,B,A,-67.42101042297782,E,E,E,91.00775649970547,E,A,1
Yes,67,18-25,B,-4.582276781961887,40.13624999272627,D,E,E,314.2512320547295,D,E,B,57.75239306157538,C,E,1
Non-Veteran,76,51-65,E,145.6556146983834,38.855117060969796,D,C,D,1.3122840769028496,C,C,A,186.66415764427683,B,E,0
Yes,33,26-35,C,-41.75408129928866,43.01327549549849,B,A,A,-22.099829216238664,E,C,D,-22.937661469208027,B,B,1
Non-Veteran,47,26-35,D,-37.88191958847965,-27.584268469058458,C,B,E,75.03601518680712,D,B,D,-11.968110619944124,E,C,0
No,19,51-65,A,-11.156981531926586,132.62290869383148,E,E,A,29.95074215671692,B,A,A,14.013643132613469,C,C,0
Yes,71,18-25,B,-18.70025641993411,158.79133178117507,D,E,B,78.52836086285787,E,B,D,21.350758363094577,E,D,0
Yes,45,36-50,C,-29.560489188589695,31.24797139960754,B,E,E,2.333601656053096,E,A,C,144.75449034302622,A,C,0
Yes,41,65+,D,-53.87360869839828,62.690155106657066,A,A,D,-9.615516752370363,E,B,C,-51.32625189206207,B,A,0
No,67,65+,C,44.35640555042973,26.899590390812133,A,C,C,-107.72159098585735,A,C,D,-9.034148301895922,E,E,1
Veteran,45,18-25,B,-150.64708214664446,113.81789501624941,A,B,B,50.36460117220367,C,B,B,46.28057400498592,D,C,1
Non-Veteran,37,26-35,A,117.88596424464319,-43.7681839254453,D,D,D,-179.06851802735173,E,B,D,203.7755547650319,B,E,1
Non-Veteran,36,65+,D,-77.14743342922547,-52.32805506884619,D,E,D,81.01114744230387,E,D,A,124.26038561559321,D,A,1
Non-Veteran,55,36-50,C,104.29529196651647,-28.901637244796603,A,B,E,61.12157605018488,A,B,E,138.4850999595648,D,D,1
Non-Veteran,43,18-25,D,120.2740889086602,11.040589948454466,D,C,A,182.49941871483892,D,A,D,16.656298340502204,D,A,0
Veteran,22,65+,C,-47.52194970025236,70.96636845448407,D,C,C,-52.364569591853346,A,B,D,72.73098579012387,B,C,0
No,61,18-25,A,-120.38987620947543,-77.0918176015585,A,B,A,-5.0153725328662455,D,C,D,-107.32372566352004,B,E,1
Non-Veteran,32,26-35,C,-92.00930401846165,53.56858178926949,C,A,A,-245.52206744229244,C,A,A,41.675015816787166,B,E,1
Veteran,34,65+,B,197.4677746898163,-151.07634735788415,C,A,E,100.91603614240094,C,A,E,-15.85078611113106,D,B,1
No,33,18-25,E,115.13552405235141,-84.32015736438586,A,A,A,-25.366772642493657,A,A,A,74.66277320459275,C,B,1
Veteran,33,26-35,D,-8.815376595791383,-4.104967361807058,D,E,C,11.096929767923992,E,A,D,-150.07055474290075,E,A,0
Non-Veteran,34,26-35,E,-64.57023965689027,82.83851941073195,B,D,D,41.62224356285491,A,D,B,-21.338361927879546,D,A,1
Veteran,34,51-65,C,-50.26470363586285,30.239958898445778,A,E,A,73.90779494223499,A,A,B,-97.72259970465304,B,E,1
Non-Veteran,42,65+,B,24.472263248569284,25.35597632670324,A,C,B,-99.35571412631774,D,E,D,-390.1607962439658,C,A,1
No,39,65+,A,19.84562940629458,25.618860688323934,E,A,C,275.06469937206356,E,A,D,-4.095495983828696,B,E,0
Veteran,40,36-50,A,111.24148696910127,-210.50963236662264,C,D,A,171.5482007183078,D,C,D,95.82944077870864,D,C,0
Non-Veteran,51,51-65,C,-0.26584761871403667,207.0362169066468,E,C,A,39.26318559841441,A,A,B,-4.479869585507552,C,C,1
Veteran,78,36-50,B,158.36689019356268,-90.06483332123692,A,D,A,-190.22643610879652,C,A,A,-41.66945828218933,C,A,1
Veteran,79,36-50,D,76.15014076400631,-39.2183390849508,E,E,E,-32.714033706016174,C,C,C,46.54309812952776,E,C,1
Veteran,34,65+,A,-10.625556956070685,-39.46572763770008,D,D,D,43.44424805596024,A,C,A,147.83561497341103,C,E,1
Veteran,69,18-25,E,-56.709258722678314,35.06439000642641,E,C,E,-248.3763016232023,E,D,C,-115.97042974230918,B,A,0
Veteran,67,26-35,A,-6.916873888567992,-78.93869319097217,B,C,A,-141.12423703331157,E,C,D,39.75346753040129,E,C,1
No,67,65+,E,-11.608557748591275,-97.28351447844945,A,B,A,131.508066044493,C,E,E,202.88667765857386,E,E,1
Veteran,64,36-50,E,-226.7607043641244,28.673791576023604,C,C,B,-150.37443779365202,D,D,C,332.935767129388,E,D,0
Yes,34,65+,A,-121.2309753326235,-29.878183862216922,E,B,A,-66.19026065255214,D,C,D,116.28246402539534,C,B,1
No,75,36-50,E,-119.03617235167529,16.50217628345602,C,E,C,41.88452397633568,D,A,A,30.46296904692081,E,C,1
No,45,26-35,E,-27.913011858255913,103.64377938008869,E,D,D,-91.03854709278298,A,E,E,83.07831384348404,C,D,1
No,34,65+,E,28.673013670764057,-203.10999663134388,B,D,C,-84.36371915850278,E,A,C,-35.3595979026089,C,B,0
Veteran,57,26-35,C,89.58248281778322,-51.24824361373002,C,E,A,-15.321498711406282,D,A,A,49.14782786731639,A,E,1
Yes,36,18-25,D,64.18472244485318,-62.10486710249079,D,B,A,15.825293062794573,E,A,D,-7.074777295472817,A,C,1
Yes,58,65+,B,46.379987879958875,144.72720491293066,A,A,A,-19.101582791803555,C,C,D,-34.92548969884385,D,B,1
Veteran,27,26-35,A,-145.18299241944777,240.14165460890825,D,B,A,58.88107436046709,B,E,B,130.4713576243192,B,C,0
No,55,51-65,E,-159.2295482768403,-76.78417737345725,D,B,C,12.120107845507057,B,B,E,19.439431633599025,A,B,0
Veteran,51,36-50,B,7.511967483442314,-62.85271584816275,E,C,A,14.38664567783096,C,C,A,-15.394002108728083,C,E,0
Yes,55,65+,A,-83.08573506212669,-47.16933061247126,E,E,D,193.03098119719556,A,D,B,-4.899098998015685,B,E,1
No,20,18-25,D,-5.124303876040736,163.05579243483547,B,C,E,-23.47347622348542,B,A,E,82.11600586225691,C,E,0
Yes,35,26-35,E,22.46186019481448,9.202056194538613,C,A,C,170.59987994817448,A,E,E,155.03615529307774,A,B,0
Yes,43,51-65,E,-3.586861800152251,-162.13938218968104,D,B,E,34.8237839334675,E,C,C,-2.202858359377869,A,C,1
Yes,67,65+,E,-11.426634825243639,-61.55013886369732,A,E,E,44.46408148224555,E,A,A,-115.16914004095426,C,B,0
Yes,52,26-35,A,-5.069958675890932,115.56672140619402,D,B,D,-7.3176444932613975,D,D,A,-196.4518889924034,A,D,0
No,65,26-35,E,-111.82101385465162,103.45421820737297,E,D,C,56.6149449191058,A,B,A,-199.68548673608643,E,E,0
Veteran,29,51-65,B,73.39952900875562,-18.060692989114838,D,D,A,-100.09431042427191,C,A,B,5.120260088565783,D,C,0
Non-Veteran,75,18-25,E,-22.961636480248377,40.80891770231991,D,B,D,17.488766255186423,D,B,E,-48.50041375701023,E,B,1
Non-Veteran,20,36-50,B,-16.65919734052094,63.71881807113361,E,A,A,-59.01547379399753,E,E,D,72.4984120720984,A,E,0
No,22,36-50,A,-132.57070136183907,52.864985108364515,D,D,B,81.96716875958468,E,E,E,176.39839254303322,E,E,0
No,77,26-35,A,-76.81670285644297,-10.164926485646149,E,A,B,182.07730974458025,C,D,A,126.0587714706394,B,B,1
Veteran,38,65+,D,117.56500085563324,45.516106485597504,B,E,A,-128.87491756415142,E,B,C,-89.61168786200578,D,B,1
Veteran,32,36-50,E,227.07006744830426,-96.60931802304222,B,E,A,-24.95189775837117,C,D,B,-195.00226893635943,B,B,1
Yes,40,26-35,C,-64.64009317462246,-160.25477494254966,C,B,C,201.6580966869347,E,D,D,-71.84033746618665,C,E,1
Veteran,24,36-50,C,88.84485872484166,34.052833747046364,C,A,B,-120.44839025288717,C,B,C,97.69778854213914,E,E,0
Non-Veteran,66,65+,D,72.93627300024617,-87.27063329164861,D,A,D,-55.94415667787306,A,E,A,67.3002763765049,B,D,1
Yes,41,65+,D,56.010562129368736,-99.576396162713,C,D,A,-116.78657454656664,E,B,C,131.04706806879824,C,B,1
Yes,44,26-35,D,116.60514748817943,79.67713688433545,E,D,E,-74.82345314596365,A,B,B,87.35584955933619,E,A,1
Non-Veteran,36,51-65,E,-126.66639140979461,-63.80741000134115,E,D,E,-131.42859997600212,A,A,C,-53.585536985478136,D,A,0
Veteran,71,36-50,C,128.40036205993965,-116.64550086166163,C,D,E,-128.2021372426382,D,D,D,103.27390374657035,D,B,1
Veteran,20,26-35,E,-74.02114129286745,-17.54890525723345,B,A,C,-19.475892697869526,E,A,A,9.278834040991555,D,B,0
Non-Veteran,57,26-35,D,12.872882367916109,111.60963511764368,B,B,B,133.1496052857455,B,C,E,25.216530992444124,D,B,0
Non-Veteran,72,18-25,C,30.328509394650403,54.58635891938612,B,E,E,-18.35964198873336,E,D,C,-109.33577321396628,B,E,0
Non-Veteran,46,26-35,D,71.41199873740042,-36.307608045451026,D,D,C,63.20524207224728,D,D,E,104.08991064795676,A,B,0
Non-Veteran,73,26-35,B,-163.96352824713605,6.070145494637184,E,D,D,155.103378230312,C,D,E,30.535287688110955,A,A,1
No,47,26-35,E,37.4731622886669,-21.09180486411157,E,A,B,156.3530651371481,A,C,E,44.087504241862085,A,B,0
Yes,63,26-35,A,149.75291293581634,-137.99966921315016,D,C,A,98.95500946448938,C,A,E,26.822044783001438,D,A,1
No,50,18-25,A,-194.5587412521832,192.9748866670753,C,B,A,197.67817006230675,B,D,B,-36.38867427016256,A,E,1
Non-Veteran,40,65+,B,54.520030956049126,111.73631775160811,E,C,C,65.56585996802585,C,C,C,192.69292107510105,D,D,1
Veteran,31,26-35,D,-208.81857881115886,5.197286077899097,D,A,D,-20.78258793720103,B,B,D,-18.169320631167768,A,B,0
Veteran,67,51-65,D,-214.95384618860237,60.542942803353114,D,E,A,161.80876063055643,E,A,C,-145.23702379750983,D,A,0
Veteran,55,26-35,B,91.66572039813042,-102.29960360043668,C,D,C,-42.93611325986266,D,B,E,152.5583579307476,E,D,1
No,53,26-35,C,-30.63734283724322,-161.59104981169193,A,A,A,21.577676694645216,E,C,E,99.2181131663948,E,C,0
No,54,65+,E,-103.26022462524851,-31.26473831601912,A,B,A,-25.90261788720158,A,A,A,46.79147343593522,D,C,0
Yes,39,65+,B,-43.22146383331962,183.5470411991249,C,A,E,-69.37657211526435,B,C,C,159.3752904964494,A,A,0
Yes,35,26-35,A,126.74920194239272,-115.00098566282257,D,A,B,63.03055359962728,A,D,A,232.8766386425381,D,D,0
Non-Veteran,19,36-50,D,119.68514190620967,161.03217661009026,D,D,D,-124.25534826855132,B,B,B,63.99409529421444,E,C,0
Veteran,32,51-65,D,3.1955902600715334,11.840454582273976,A,C,D,-157.74805102499195,E,C,D,40.88616465529121,E,E,0
Yes,58,65+,E,-63.89638801265328,37.42861884930274,A,B,C,15.529875115873729,E,C,D,-195.12280518070776,A,E,0
Yes,64,65+,B,135.2007281414738,-38.80150738383859,C,D,E,93.72210582185609,C,B,E,-160.08617169153825,C,C,1
Veteran,36,51-65,C,-133.32913218812803,-43.70134323533996,B,C,E,31.49139230675243,B,A,E,-42.68240365293782,C,B,0
Yes,47,18-25,E,-15.273877826509604,-20.221093178177345,A,E,E,70.7734191202656,C,D,D,136.18690565633528,A,C,0
Yes,43,36-50,A,-91.58514225814093,-91.50739797676822,B,C,D,-88.59547592254322,C,A,E,24.912506386653433,D,D,1
No,63,51-65,C,-25.07916094272741,-4.959887499504921,E,E,D,-131.74454672986337,E,B,E,-12.248932347120851,B,E,1
Veteran,67,36-50,D,-16.95189710338182,-116.56949487699771,B,E,E,-201.48188626881657,C,B,B,6.923181230589242,D,B,0
Veteran,68,51-65,A,117.66338365805713,-6.299589495044011,A,D,E,25.947743532689167,A,B,E,7.354139482158641,A,D,1
Veteran,71,36-50,C,-86.92463116613735,27.707446792030773,C,B,B,113.47566090907748,E,E,E,95.44771874289643,C,E,0
Veteran,38,65+,B,-106.74623962999851,3.9059179993255344,C,B,E,88.04670278875832,E,D,E,58.060336565527294,E,E,1
Yes,50,36-50,C,-109.43451150954336,-113.37399520799825,B,D,B,52.454876067159795,A,D,C,51.45128136177838,C,D,0
Non-Veteran,31,26-35,E,30.06778027539232,85.77931843748547,E,D,D,-245.1557538248944,C,A,A,-28.142282679078285,C,E,1
Veteran,63,26-35,E,-71.25884409452495,174.83441052652674,A,E,D,118.8403079389881,D,E,E,62.18574679276959,B,E,1
Non-Veteran,38,65+,A,30.86013560684388,66.34214509125019,E,C,A,127.37879451668346,C,E,B,-2.287953990563638,E,D,1
Non-Veteran,28,51-65,E,-11.479498995597105,105.31050361094627,D,C,D,61.7043920339068,B,D,D,106.96708440260593,C,E,1
No,22,26-35,C,-12.564466909507576,-87.07025987581935,D,E,C,-17.424865689457977,C,D,E,-48.43522832580051,E,B,1
No,51,26-35,D,-143.7889713406778,68.75142986947186,A,C,A,-55.33611139593352,C,A,D,63.260534928783954,C,E,1
Non-Veteran,21,18-25,E,-43.23755729676441,56.25826903741671,B,B,B,95.99245411772233,E,D,B,-41.84810449479043,A,D,0
Yes,58,51-65,C,-82.92462613122483,29.92966088108313,A,C,E,-158.89974677607051,C,A,B,-117.46048284847575,C,D,1
Veteran,63,26-35,D,160.16796112887454,36.2546639853368,D,D,A,-96.31131362806558,A,C,D,53.423189781395074,A,A,1
Yes,55,18-25,A,-26.983044394313122,24.540485136261676,B,C,D,-207.56559419089083,A,C,B,-95.3676346355353,B,B,0
